FID,wpeil_verf,poten_peil,se_anno_cad_data,gdb_geomattr_data,shape
potentiele_waterdiepte_laagste_punt_wegvak__m_.412,3.75,3.75,,,"LINESTRING (75647.0940000005 435268.6270000003, 75678.97100000083 435258.97100000083, 75766.375 435228.97300000116, 75951.30299999937 435161.0309999995, 76060.30099999905 435122.6460000016, 76118.75800000131 435102.8720000014)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.413,0,0,,,"LINESTRING (77425.03700000048 434460.8590000011, 77430.00699999928 434435.44900000095, 77432.96700000018 434396.01000000164, 77432.03700000048 434355.96499999985, 77427.94299999997 434315.4539999999, 77421.38399999961 434274.6039999984, 77413.00499999896 434233.52899999917, 77403.38699999824 434192.33199999854, 77361.45499999821 434028.2250000015, 77348.1240000017 433970.94900000095)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.414,0.08,0.08,,,"LINESTRING (85553.55900000036 432323.79399999976, 86024.74799999967 432254.2989999987)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.415,0,0,,,"LINESTRING (78180.59899999946 431729.06599999964, 78182.19299999997 431728.3350000009, 78224.98000000045 431710.2729999982, 78269.78200000152 431692.78400000185, 78316.00899999961 431676.10500000045, 78363.04399999976 431660.493999999, 78410.32999999821 431646.1810000017, 78457.44099999964 431633.3260000013, 78504.12299999967 431622.01199999824, 78550.30900000036 431612.243999999, 78596.1099999994 431603.9759999998, 78641.79100000113 431597.1270000003, 78660.45199999958 431594.88699999824)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.416,1.33,1.33,,,"LINESTRING (78660.45199999958 431594.88699999824, 78687.7340000011 431591.61100000143, 78734.38300000131 431587.3530000001, 78782.20300000161 431584.29399999976, 78831.62200000137 431582.38800000027, 78936.54600000009 431581.86300000176, 79050.47500000149 431585.30799999833, 79159.68899999931 431591.66600000113)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.417,-0.37,-0.37,,,"LINESTRING (79159.68899999931 431591.66600000113, 79236.15799999982 431596.1180000007, 79432.5850000009 431610.70699999854, 79658.28599999845 431628.91000000015)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.418,0,0,,,"LINESTRING (77816.58399999887 432056.81599999964, 77817.50400000066 432055.19099999964, 77844.46799999848 432011.7030000016, 77871.4600000009 431972.0399999991, 77898.32699999958 431936.2479999997, 77925.07999999821 431904.19099999964, 77951.92000000179 431875.55799999833, 77979.24100000039 431849.8909999989, 78007.57800000161 431826.6330000013, 78037.52800000086 431805.1939999983, 78069.64999999851 431785.0210000016, 78104.36699999869 431765.66000000015, 78141.89499999955 431746.80799999833, 78180.59899999946 431729.06599999964)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.419,0,0,,,"LINESTRING (77622.27199999988 432516.41800000146, 77629.5399999991 432493.7520000003, 77670.25699999928 432376.2030000016, 77692.17500000075 432318.1009999998, 77715.24700000137 432261.09600000083, 77739.46299999952 432205.7490000017, 77764.72100000083 432152.631000001, 77790.82400000095 432102.2879999988, 77816.58399999887 432056.81599999964)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.420,-8.64,-8.64,,,"LINESTRING (79658.28599999845 431628.91000000015, 80156.66699999943 431669.1070000008)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.421,-6.92,-6.92,,,"LINESTRING (80156.66699999943 431669.1070000008, 80655.04899999872 431709.3040000014)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.422,-15.84,-15.84,,,"LINESTRING (77475.26799999923 432994.30999999866, 77487.05000000075 432954.7650000006, 77592.00600000098 432610.80700000003, 77622.27199999988 432516.41800000146)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.423,-5.09,-5.09,,,"LINESTRING (77341.76799999923 433476.0329999998, 77345.40199999884 433458.90399999917, 77357.43800000101 433407.97399999946, 77385.85099999979 433299.7170000002, 77418.20199999958 433185.8449999988, 77475.26799999923 432994.30999999866)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.424,0,0,,,"LINESTRING (81153.43100000173 431749.5, 81377.16600000113 431767.5460000001, 81578.24399999902 431784.4149999991, 81651.68899999931 431791.15300000086)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.425,21.81,21.81,,,"LINESTRING (82146.92599999905 431857.9930000007, 82157.04399999976 431860.00499999896, 82213.93100000173 431872.74599999934, 82268 431886.3260000013, 82319.00499999896 431900.6090000011, 82366.87099999934 431915.438000001, 82411.72899999842 431930.6579999998, 82494.04800000042 431961.73699999973, 82621.02899999917 432013.69900000095)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.426,0,0,,,"LINESTRING (80655.04899999872 431709.3040000014, 81153.43100000173 431749.5)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.427,0,0,,,"LINESTRING (81651.68899999931 431791.15300000086, 81711.6950000003 431796.6570000015, 81843.84200000018 431810.68299999833, 81909.02400000021 431818.70800000057, 81973.28700000048 431827.5799999982, 82036.30600000173 431837.39499999955, 82097.69700000063 431848.2030000016, 82146.92599999905 431857.9930000007)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.428,0,0,,,"LINESTRING (82621.02899999917 432013.69900000095, 82649.13500000164 432025.19999999925, 82780.21599999815 432076.3720000014, 83088.25899999961 432191.6790000014)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.429,1.87,1.87,,,"LINESTRING (84560.38599999994 432434.7179999985, 84643.05600000173 432432.4840000011, 84771.10200000182 432424.13599999994, 84955.2100000009 432405.6779999994, 85058.31100000069 432392.41099999845)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.430,0,0,,,"LINESTRING (83088.25899999961 432191.6790000014, 83100.1790000014 432196.1409999989, 83212.17399999872 432236.29300000146, 83267.18200000003 432255.0159999989, 83375.00200000033 432288.6860000007, 83428.38100000098 432303.47399999946, 83482.11400000006 432316.94299999997, 83536.92000000179 432329.22100000083, 83566.6240000017 432335.1259999983)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.431,1.86,1.86,,,"LINESTRING (83566.6240000017 432335.1259999983, 83593.5940000005 432340.48699999973, 83652.9299999997 432350.9539999999, 83715.62799999863 432360.8420000002, 83852.95100000128 432379.6810000017, 84006.49500000104 432398.09899999946, 84061.70800000057 432403.9600000009)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.432,0.86,0.86,,,"LINESTRING (85058.31100000069 432392.41099999845, 85293.59099999815 432362.13599999994, 85553.55900000036 432323.79399999976)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.433,2.39,2.39,,,"MULTILINESTRING ((84540.16099999845 432435.26399999857, 84560.38599999994 432434.7179999985), (84061.70800000057 432403.9600000009, 84172.96799999848 432415.7719999999, 84259.59499999881 432423.6030000001, 84348.24500000104 432430.0150000006, 84439.75499999896 432434.23099999875, 84484.26700000092 432434.7529999986))"
potentiele_waterdiepte_laagste_punt_wegvak__m_.434,2.23,2.23,,,"LINESTRING (82822.97100000083 454703.2039999999, 82855.10000000149 454699.7749999985, 82890.18100000173 454690.6790000014, 82927.94200000167 454676.6469999999, 82968.14299999923 454658.33900000155, 83010.56799999997 454636.34899999946, 83055.02400000021 454611.20899999887, 83101.33700000122 454583.3969999999, 83198.9140000008 454521.4070000015, 83264.30999999866 454477.97100000083)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.435,0,0,,,"LINESTRING (83264.30999999866 454477.97100000083, 83579.42799999937 454268.66899999976, 83681.52600000054 454202.4239999987)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.436,0,0,,,"LINESTRING (83681.52600000054 454202.4239999987, 83755.77899999917 454154.24500000104, 83938.78200000152 454038.9600000009, 84105.27400000021 453937.06599999964)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.437,0,0,,,"LINESTRING (84105.27400000021 453937.06599999964, 84130.12700000033 453921.85500000045, 84407.33999999985 453756.8570000008, 84535.48800000176 453682.2950000018)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.438,-6.42,-6.42,,,"LINESTRING (84535.48800000176 453682.2950000018, 84733.63399999961 453567.00499999896, 84968.57400000095 453432.4279999994)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.439,-0.39,-0.39,,,"LINESTRING (84968.57400000095 453432.4279999994, 85155.4690000005 453325.3729999997, 85578.94200000167 453085.36499999836)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.440,0,0,,,"LINESTRING (74550.62099999934 443386.58199999854, 74502.90900000185 443538.2890000008)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.441,0.59,0.59,,,"LINESTRING (74747.78599999845 442928.48800000176, 74702.66299999878 443010.52800000086, 74646.17300000042 443124.4759999998, 74598.04100000113 443240.8839999996, 74556.36199999973 443368.3269999996, 74550.62099999934 443386.58199999854)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.442,0.22,0.22,,,"LINESTRING (75003.12099999934 442498.63800000027, 74886.23699999973 442691.5870000012, 74825.86300000176 442792.5940000005, 74763.85700000077 442899.2679999992, 74747.78599999845 442928.48800000176)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.443,-0.43,-0.43,,,"LINESTRING (75260.21400000155 442069.80900000036, 75227.00499999896 442126.92500000075, 75144.05200000107 442265.9910000004, 75003.12099999934 442498.63800000027)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.444,-0.42,-0.42,,,"LINESTRING (75477.86400000006 441620.8189999983, 75471.58300000057 441640.436999999, 75456.83999999985 441681.1020000018, 75440.8359999992 441721.7800000012, 75423.22300000116 441763.11400000006, 75403.59899999946 441805.8440000005, 75381.56799999997 441850.7280000001, 75356.78700000048 441898.46400000155, 75298.12200000137 442004.61100000143, 75260.21400000155 442069.80900000036)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.445,0.58,0.58,,,"LINESTRING (75566.96499999985 441130.5540000014, 75560.86699999869 441215.3929999992, 75557.20300000161 441256.2829999998, 75546.67100000009 441340.8770000003, 75539.45899999887 441384.22199999914, 75530.89699999988 441427.8920000009, 75521.06599999964 441471.5370000005, 75510.10300000012 441514.81500000134, 75498.15399999917 441557.4519999996, 75477.86400000006 441620.8189999983)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.446,0,0,,,"LINESTRING (77211.4609999992 438661.20800000057, 77159.47800000012 438724.4279999994, 77041.17199999839 438876.33999999985, 76905.4459999986 439056.5540000014)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.447,-3.39,-3.39,,,"LINESTRING (78935.25600000098 437759.53500000015, 78883.45899999887 437773.1339999996, 78765.86499999836 437800.9919999987, 78448.56799999997 437869.2340000011, 78447.54800000042 437869.4670000002)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.448,-0.91,-0.91,,,"LINESTRING (79417.28200000152 437626.81500000134, 79413.14400000125 437627.80700000003, 79294.33700000122 437658.50400000066, 79188.32999999821 437688.061999999, 78990.52699999884 437745.0229999982, 78935.25600000098 437759.53500000015)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.449,-0.78,-0.78,,,"LINESTRING (80393.38599999994 437409.625, 79904.8599999994 437516.1259999983)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.450,-0.54,-0.54,,,"LINESTRING (80881.9849999994 437303.4609999992, 80601.73600000143 437364.2030000016, 80393.38599999994 437409.625)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.451,-0.12,-0.12,,,"LINESTRING (81863.06799999997 437112.0760000013, 81855.66899999976 437112.7349999994, 81792.11699999869 437120.3960000016, 81725.80700000003 437130.08100000024, 81657.00499999896 437141.51900000125, 81513.52400000021 437168.48600000143, 81370.77899999917 437198.20899999887)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.452,0.13,0.13,,,"LINESTRING (82357.10200000182 437159.2039999999, 82300.53299999982 437143.4690000005, 82244.27299999818 437129.8819999993, 82190.10700000077 437119.1810000017, 82137.01799999923 437111.3289999999, 82083.97899999842 437106.2809999995, 82030.03400000185 437103.9829999991, 81974.37000000104 437104.36499999836, 81916.375 437107.3289999999, 81863.06799999997 437112.0760000013)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.453,-0.1,-0.1,,,"LINESTRING (76905.4459999986 439056.5540000014, 76651.10599999875 439394.26099999994, 76604.8200000003 439456.08399999887)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.454,0,0,,,"LINESTRING (77973.90100000054 438025.3680000007, 77945.29199999943 438039.6279999986, 77896.39699999988 438066.1259999983, 77848.54699999839 438094.0879999995, 77801.62700000033 438123.43200000003, 77755.51300000027 438154.08999999985, 77710.08700000122 438186.0219999999, 77665.23699999973 438219.2129999995, 77620.87099999934 438253.6739999987, 77576.92199999839 438289.44000000134, 77560.08399999887 438303.7870000005)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.455,0,0,,,"LINESTRING (78447.54800000042 437869.4670000002, 78386.36699999869 437883.4210000001, 78325.65300000086 437898.2969999984, 78266.58799999952 437914.1319999993, 78209.21299999952 437931.1790000014, 78153.48900000006 437949.64499999955, 78099.33700000122 437969.67599999905, 78046.65700000152 437991.3500000015, 77995.34299999848 438014.6790000014, 77973.90100000054 438025.3680000007)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.456,-1.12,-1.12,,,"LINESTRING (79904.8599999994 437516.1259999983, 79763.0009999983 437547.0520000011, 79545.55700000003 437596.0370000005, 79417.28200000152 437626.81500000134)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.457,-0.25,-0.25,,,"LINESTRING (81370.77899999917 437198.20899999887, 81289.7109999992 437215.08999999985, 80881.9849999994 437303.4609999992)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.458,1.28,1.28,,,"LINESTRING (75709.7100000009 440659.11400000006, 75691.77400000021 440687.08900000155, 75670.46700000018 440723.0219999999, 75651.56599999964 440758.05700000003, 75635.13300000131 440792.1950000003, 75621.09699999914 440825.5929999985, 75609.2899999991 440858.51399999857, 75599.48200000077 440891.2800000012, 75591.42199999839 440924.2129999995, 75584.8599999994 440957.5949999988, 75579.56300000101 440991.6420000009, 75575.30999999866 441026.50400000066, 75571.87299999967 441062.27600000054, 75566.96499999985 441130.5540000014)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.459,0,0,,,"LINESTRING (77560.08399999887 438303.7870000005, 77533.35300000012 438326.561999999, 77490.15300000086 438365.0929999985, 77447.33399999887 438405.08199999854, 77404.92000000179 438446.561999999, 77362.93600000069 438489.53500000015, 77321.39999999851 438533.97199999914, 77280.31300000101 438579.8020000011, 77239.65799999982 438626.91800000146, 77211.4609999992 438661.20800000057)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.460,0,0,,,"LINESTRING (82829.16699999943 437323.69999999925, 82798.16099999845 437311.95600000024, 82637.27199999988 437253.0320000015, 82490.04300000146 437201.43299999833, 82422.82200000063 437179.313000001, 82359.80600000173 437159.95600000024, 82357.10200000182 437159.2039999999)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.461,-1.14,-1.14,,,"LINESTRING (76306.29899999872 439857.18499999866, 76203.49300000072 440000.5859999992, 76084.75499999896 440170.68299999833, 76032.45800000057 440243.6620000005, 76016.69799999893 440264.756000001)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.462,0.2,0.2,,,"LINESTRING (76016.69799999893 440264.756000001, 76007.2509999983 440277.3999999985, 75957.08999999985 440341.2710000016, 75850.99700000137 440469.4849999994, 75795.04800000042 440539.72300000116, 75740.64299999923 440613.3520000018, 75715.2809999995 440650.42500000075, 75709.7100000009 440659.11400000006)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.463,0,0,,,"LINESTRING (83291.84200000018 437512.9439999983, 83217.45100000128 437479.68400000036, 83131.02100000158 437442.2179999985, 83047.73800000176 437407.8359999992, 82964.69099999964 437375.02800000086, 82829.16699999943 437323.69999999925)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.464,-0.25,-0.25,,,"LINESTRING (76604.8200000003 439456.08399999887, 76418.6259999983 439704.7749999985, 76306.78700000048 439856.50499999896, 76306.29899999872 439857.18499999866)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.465,0,0,,,"LINESTRING (83761.79399999976 437681.2509999983, 83628.42399999872 437645.6339999996, 83437.26300000027 437576.0219999999, 83314.06500000134 437522.87999999896, 83291.84200000018 437512.9439999983)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.466,0,0,,,"LINESTRING (84249.46700000018 437789.8200000003, 83988.60099999979 437741.8209999986, 83761.79399999976 437681.2509999983)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.467,0,0,,,"LINESTRING (84741.21200000122 437880.3020000011, 84249.46700000018 437789.8200000003)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.468,7.55,7.55,,,"LINESTRING (83960.32699999958 458511.00499999896, 84479.14799999818 457980.6339999996)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.469,3.26,3.26,,,"LINESTRING (86996.27600000054 454318.59600000083, 86930.73999999836 454278.99500000104, 86813.4600000009 454211.76900000125, 86621.67300000042 454108.12000000104, 86560.53799999878 454073.52699999884)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.470,6.89,6.89,,,"LINESTRING (86560.53799999878 454073.52699999884, 86539.41299999878 454061.57400000095, 86499.84800000116 454037.3280000016, 86460.57600000128 454011.53400000185, 86421.01000000164 453983.506000001, 86380.54300000146 453952.5469999984, 86338.55200000107 453917.94900000095, 86294.39499999955 453878.9979999997, 86247.40900000185 453834.96599999815, 86196.9149999991 453785.1169999987, 86173.06300000101 453760.51999999955)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.471,-1.53,-1.53,,,"LINESTRING (86173.06300000101 453760.51999999955, 86142.21400000155 453728.70600000024, 86082.58999999985 453664.9770000018, 86017.30600000173 453593.1649999991, 85866.72399999946 453422.1770000011, 85779.86100000143 453321.4219999984, 85578.94200000167 453085.36499999836)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.472,0,0,,,"LINESTRING (77845.92100000009 393462.9750000015, 77837.30799999833 393412.0949999988, 77829.34299999848 393354.91600000113, 77823.20199999958 393296.61199999973, 77819.26099999994 393238.061999999, 77817.74100000039 393180.01199999824, 77818.66899999976 393122.98600000143, 77821.88300000131 393067.2529999986, 77827.07499999925 393012.8530000001, 77833.12099999934 392965.45699999854)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.473,0,0,,,"LINESTRING (79939.02800000086 397942.3440000005, 79910.83100000024 397900.86199999973, 79880.18299999833 397852.3020000011, 79850.96799999848 397802.43299999833, 79822.89200000092 397751.0029999986, 79795.68699999899 397697.91899999976, 79743.15199999884 397587.43499999866, 79704.93299999833 397501.5229999982)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.474,0,0,,,"LINESTRING (78968.68600000069 396212.4699999988, 78949.67799999937 396193.5159999989, 78909.67599999905 396151.83300000057, 78872.21599999815 396110.1790000014, 78837.9459999986 396068.4979999997, 78807.26900000125 396026.71400000155, 78780.27800000086 395984.69000000134, 78756.7490000017 395942.2199999988, 78736.17799999937 395899.061999999, 78717.8740000017 395855.0069999993, 78701.07200000063 395809.9459999986, 78697.33199999854 395799.11100000143)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.475,0,0,,,"LINESTRING (83794.01799999923 404233.2569999993, 83782.07299999893 404201.84600000083, 83758.55299999937 404129.9829999991, 83714.2809999995 403976.563000001, 83695.8759999983 403923.9789999984, 83685.25699999928 403898.1620000005, 83660.14900000021 403844.3359999992, 83620.98600000143 403765.44299999997)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.476,0,0,,,"LINESTRING (80267.75800000131 398318.11400000006, 80256.69700000063 398307.6579999998, 80173.01399999857 398223.0480000004, 80131.55999999866 398178.8289999999, 80090.89299999923 398133.7170000002, 80051.42100000009 398087.9910000004, 80013.5009999983 398041.8500000015, 79977.38199999928 397995.36199999973, 79943.17300000042 397948.44200000167, 79939.02800000086 397942.3440000005)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.477,0,0,,,"LINESTRING (78697.33199999854 395799.11100000143, 78636.60099999979 395623.16699999943, 78602.28599999845 395530.71499999985, 78550.05200000107 395394.08300000057, 78533.2809999995 395347.006000001, 78527.32899999991 395328.95800000057)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.478,0,0,,,"LINESTRING (78237.97599999979 394377.06500000134, 78200.08100000024 394304.6730000004, 78048 394020.5069999993, 78004.37799999863 393935.00499999896)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.479,0,0,,,"LINESTRING (78004.37799999863 393935.00499999896, 77995.82600000128 393918.243999999, 77952.6959999986 393826.3209999986, 77934.64400000125 393783.65399999917, 77918.67000000179 393742.2670000009, 77904.40700000152 393701.16800000146, 77891.4299999997 393659.2670000009, 77879.34699999914 393615.54100000113, 77867.88199999928 393569.19200000167, 77856.94399999827 393519.77800000086, 77846.64999999851 393467.2820000015, 77845.92100000009 393462.9750000015)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.480,0,0,,,"LINESTRING (85002.44700000063 404582.3839999996, 84826.72199999914 404624.72199999914, 84589.59499999881 404703.8929999992, 84522.98600000143 404722.8440000005)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.481,0,0,,,"LINESTRING (84050.3350000009 404657.01099999994, 84033.24599999934 404642.4360000007, 83997.89999999851 404605.3449999988, 83966.22500000149 404565.9279999994, 83937.69299999997 404525.06500000134, 83911.81100000069 404483.45899999887, 83888.16699999943 404441.6420000009, 83866.44900000095 404400.0029999986, 83846.45199999958 404358.8110000007, 83828.05999999866 404318.2589999996, 83811.21999999881 404278.4930000007, 83794.01799999923 404233.2569999993)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.482,0,0,,,"LINESTRING (79292.69200000167 396591.27699999884, 79270.97399999946 396556.40100000054, 79235.78799999878 396505.1559999995, 79198.56799999997 396456.0560000017, 79159.4450000003 396409.0489999987, 79118.68100000173 396363.87999999896, 79076.68400000036 396320.1550000012, 78968.68600000069 396212.4699999988)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.483,0,0,,,"LINESTRING (78527.32899999991 395328.95800000057, 78517.16299999878 395298.12999999896, 78501.87200000137 395247.13599999994, 78487.56100000069 395194.0760000013, 78474.33900000155 395139.3969999999, 78451.23999999836 395028.33100000024, 78422.08199999854 394869.32400000095, 78416.56300000101 394841.8839999996)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.484,0,0,,,"LINESTRING (78416.56300000101 394841.8839999996, 78412.11699999869 394819.77600000054, 78401.04100000113 394771.53599999845, 78388.25400000066 394723.94900000095, 78373.25699999928 394676.2740000002, 78355.70300000161 394627.813000001, 78335.43899999931 394578.01999999955, 78312.50499999896 394526.5610000007, 78287.11499999836 394473.3229999989, 78259.61400000006 394418.3999999985, 78237.97599999979 394377.06500000134)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.485,0,0,,,"LINESTRING (85498.35099999979 404520.9979999997, 85045.44099999964 404572.02600000054, 85002.44700000063 404582.3839999996)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.486,0,0,,,"LINESTRING (79704.93299999833 397501.5229999982, 79692.69799999893 397474.0210000016, 79509.12000000104 397041.46599999815)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.487,0,0,,,"LINESTRING (79509.12000000104 397041.46599999815, 79489.01199999824 396994.0870000012, 79417.96400000155 396831.85599999875, 79391.97700000182 396776.0729999989, 79364.46200000122 396720.03599999845, 79335.22500000149 396664.33300000057, 79304.10099999979 396609.59800000116, 79292.69200000167 396591.27699999884)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.488,0,0,,,"LINESTRING (84522.98600000143 404722.8440000005, 84499.94299999997 404729.3990000002, 84419.69700000063 404746.2479999997, 84347.01999999955 404754.4910000004, 84280.88599999994 404754.11300000176, 84220.71999999881 404745.34699999914, 84166.17199999839 404728.7820000015, 84116.9609999992 404705.33999999985, 84072.77899999917 404676.1559999995, 84050.3350000009 404657.01099999994)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.489,0,0,,,"LINESTRING (81937.04699999839 400710.08999999985, 81929.26099999994 400679.8379999995, 81917.34200000018 400626.82499999925, 81906.54300000146 400572.70800000057, 81896.5700000003 400517.7010000013, 81859.57400000095 400297.63500000164, 81849.70699999854 400245.0940000005, 81844.1950000003 400218.9439999983)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.490,0,0,,,"LINESTRING (80644.20199999958 398647.0009999983, 80617.3590000011 398623.62900000066, 80420.37299999967 398457.80799999833, 80339.48200000077 398385.90900000185, 80267.75800000131 398318.11400000006)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.491,0,0,,,"LINESTRING (82412.04800000042 401584.6339999996, 82270.77100000158 401370.51199999824, 82198.64999999851 401257.7659999989, 82163.77499999851 401201.62999999896, 82141.56199999899 401164.1790000014)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.492,0,0,,,"LINESTRING (80994.9459999986 399002.48699999973, 80940.2349999994 398938.47100000083, 80898.69399999827 398892.3280000016, 80857.52699999884 398848.34800000116, 80816.72700000182 398806.493999999, 80776.27299999818 398766.66099999845, 80696.31100000069 398692.3729999997, 80644.20199999958 398647.0009999983)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.493,0,0,,,"LINESTRING (82939.0309999995 402434.0940000005, 82908.57899999991 402386.5720000006, 82874.1240000017 402327.66699999943, 82815.00499999896 402221.6559999995, 82764.44399999827 402134.0460000001, 82735.35399999842 402085.3979999982, 82684.82899999991 402003.65100000054)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.494,0,0,,,"LINESTRING (82684.82899999991 402003.65100000054, 82670.77800000086 401980.91699999943, 82564.2650000006 401815.3370000012, 82412.04800000042 401584.6339999996)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.495,0,0,,,"LINESTRING (81309.00400000066 399391.5069999993, 81274.46799999848 399349.6629999988, 81109.24100000039 399141.51999999955, 81024.35300000012 399036.89499999955, 80994.9459999986 399002.48699999973)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.496,0,0,,,"LINESTRING (83208.51099999994 402855.03500000015, 83187.2100000009 402817.30999999866, 83128.0940000005 402718.7820000015, 83069.06899999827 402626.6229999997, 82945.58700000122 402444.32400000095, 82939.0309999995 402434.0940000005)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.497,0,0,,,"LINESTRING (82141.56199999899 401164.1790000014, 82098.37299999967 401091.3660000004, 82068.64200000092 401037.75499999896, 82041.31799999997 400985.3060000017, 82016.58300000057 400933.91600000113, 81994.48200000077 400883.3040000014, 81974.93100000173 400833.0529999994, 81957.7340000011 400782.68200000003, 81942.61600000039 400731.7280000001, 81937.04699999839 400710.08999999985)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.498,0,0,,,"LINESTRING (83419.77600000054 403307.8599999994, 83401.41000000015 403263.7019999996, 83349.44399999827 403141.6629999988, 83297.31700000167 403027.03599999845, 83270.80799999833 402972.6169999987, 83243.7109999992 402919.7410000004, 83215.86199999973 402868.0540000014, 83208.51099999994 402855.03500000015)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.499,0,0,,,"LINESTRING (81634.91800000146 399770.5700000003, 81625.62999999896 399758.4510000013, 81593.27299999818 399718.5219999999, 81526.43699999899 399640.90199999884, 81423.1950000003 399525.6030000001, 81351.06300000101 399442.4670000002, 81309.00400000066 399391.5069999993)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.500,0,0,,,"LINESTRING (83620.98600000143 403765.44299999997, 83592.46400000155 403707.9840000011, 83550.2190000005 403616.631000001, 83503.3350000009 403508.76900000125, 83419.77600000054 403307.8599999994)"
