FID,wpeil_verf,poten_peil,se_anno_cad_data,gdb_geomattr_data,shape
potentiele_waterdiepte_laagste_punt_wegvak__m_.1780,-0.46,-0.46,,,"LINESTRING (127513.60200000182 470476.3520000018, 127525.89999999851 470439.40399999917, 127538.39699999988 470397.20800000057, 127549.4690000005 470354.76199999824, 127559.25800000131 470311.97100000083, 127567.93100000173 470268.8379999995, 127582.65100000054 470181.8269999996, 127600.76799999923 470050.3579999991, 127608.3759999983 469986.4759999998)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1781,1.13,1.13,,,"LINESTRING (127317.18499999866 470936.0240000002, 127322.60300000012 470922.60599999875, 127371.66899999976 470808.811999999, 127460.15199999884 470611.4459999986, 127496.23699999973 470523.9970000014, 127511.86899999902 470481.55799999833, 127513.60200000182 470476.3520000018)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1782,0.76,0.76,,,"LINESTRING (127143.50600000098 471404.7899999991, 127154.83399999887 471371.2659999989, 127200.75499999896 471239.83999999985, 127248.50600000098 471109.3680000007, 127272.99700000137 471045.46499999985, 127317.18499999866 470936.0240000002)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1783,-1.28,-1.28,,,"LINESTRING (126984.5399999991 471878.84600000083, 127066.58999999985 471632.4120000005, 127143.50600000098 471404.7899999991)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1784,-0.6,-0.6,,,"LINESTRING (126826.58900000155 472353.2419999987, 126984.5399999991 471878.84600000083)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1785,-0.37,-0.37,,,"LINESTRING (126669.49300000072 472827.9200000018, 126737.96299999952 472619.4239999987, 126826.58900000155 472353.2419999987)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1786,-0.64,-0.64,,,"LINESTRING (126521.45899999887 473305.45600000024, 126528.63300000131 473279.59800000116, 126567.76099999994 473146.6429999992, 126629.3440000005 472950.1790000014, 126669.49300000072 472827.9200000018)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1787,-0.36,-0.36,,,"LINESTRING (126394.59299999848 473789.07400000095, 126397.20499999821 473778.61100000143, 126453.21799999848 473558.34099999815, 126490.63800000027 473416.5480000004, 126521.45899999887 473305.45600000024)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1788,0.22,0.22,,,"LINESTRING (126273.45899999887 474274.1790000014, 126394.59299999848 473789.07400000095)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1789,0.12,0.12,,,"LINESTRING (126150.51099999994 474758.8189999983, 126191.27100000158 474603.3189999983, 126273.45899999887 474274.1790000014)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1790,0.8,0.8,,,"LINESTRING (125899.56700000167 475725.2950000018, 125905.40700000152 475713.44099999964, 125919.17799999937 475682.7100000009, 125931.94399999827 475650.40199999884, 125943.55600000173 475616.24500000104, 125954.04500000179 475579.93499999866, 125963.62900000066 475541.13599999994, 126013.60799999908 475298.8530000001, 126026.56300000101 475243.19099999964)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1791,1.59,1.59,,,"LINESTRING (126026.56300000101 475243.19099999964, 126041.97899999842 475176.9549999982, 126076.0399999991 475042.9210000001, 126150.51099999994 474758.8189999983)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1792,0.33,0.33,,,"LINESTRING (125722.49300000072 476190.90100000054, 125726.5009999983 476178.51300000027, 125750.35399999842 476097.33900000155, 125779.54899999872 475993.4849999994, 125798.81199999899 475933.7960000001, 125809.42500000075 475905.88699999824, 125833.55600000173 475852.1000000015, 125890.92199999839 475742.83999999985, 125899.56700000167 475725.2950000018)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1793,-0.21,-0.21,,,"LINESTRING (128165.76099999994 463082.08399999887, 128188.65700000152 463028.48800000176, 128232.53299999982 462924.3660000004, 128276.05799999833 462817.5769999996, 128318.04800000042 462707.3669999987, 128350.02600000054 462617.40900000185)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1794,-0.92,-0.92,,,"LINESTRING (127969.32899999991 463541.8819999993, 128165.76099999994 463082.08399999887)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1795,-4.82,-4.82,,,"LINESTRING (127788.09099999815 464007.76399999857, 127807.4609999992 463951.73800000176, 127852.77400000021 463829.0529999994, 127905.33100000024 463696.1169999987, 127964.61199999973 463552.9219999984, 127969.32899999991 463541.8819999993)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1796,0.37,0.37,,,"LINESTRING (128350.02600000054 462617.40900000185, 128364.83799999952 462575.73800000176, 128450.49100000039 462346.68299999833, 128532.14499999955 462151.8740000017)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1797,0.7,0.7,,,"LINESTRING (128532.14499999955 462151.8740000017, 128677.44200000167 461805.2259999998)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1798,-1.77,-1.77,,,"LINESTRING (127680.49599999934 464494.4750000015, 127680.9059999995 464486.7710000016, 127684.43400000036 464443.2809999995, 127689.44999999925 464399.26999999955, 127696.08399999887 464354.6420000009, 127704.36600000039 464309.2800000012, 127714.26300000027 464263.02600000054, 127725.73200000077 464215.6629999988, 127738.75499999896 464166.9129999988, 127769.61699999869 464063.9519999996, 127787.62299999967 464009.1169999987, 127788.09099999815 464007.76399999857)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1799,-0.09,-0.09,,,"LINESTRING (127648.78299999982 464993.2740000002, 127663.65799999982 464839.0020000003, 127671.09200000018 464746.1070000008, 127675.04300000146 464658.3289999999, 127678.61100000143 464529.84899999946, 127680.49599999934 464494.4750000015)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1800,0.36,0.36,,,"LINESTRING (127630.97399999946 465992.09800000116, 127623.50299999863 465878.73699999973, 127619.54600000009 465756.936999999, 127619.20300000161 465637.3060000017, 127621.19999999925 465519.9239999987, 127621.96999999881 465492.436999999)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1801,0.55,0.55,,,"LINESTRING (127621.96999999881 465492.436999999, 127624.48299999908 465402.7650000006, 127628.86499999836 465284.18400000036, 127634.97399999946 465165.11400000006, 127643.40900000185 465049.0080000013, 127648.78299999982 464993.2740000002)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1802,0.14,0.14,,,"LINESTRING (127623.03400000185 467489.6099999994, 127619.88500000164 467097.01000000164, 127620.82800000161 466989.6270000003)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1803,0.17,0.17,,,"LINESTRING (127650.9059999995 466490.7740000002, 127652.92599999905 466469.16000000015, 127656.01300000027 466421.25400000066, 127657.56500000134 466373.5240000002, 127657.37700000033 466325.24599999934, 127655.44900000095 466275.7729999982, 127651.98900000006 466224.6000000015, 127631.4840000011 465999.8359999992, 127630.97399999946 465992.09800000116)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1804,0.33,0.33,,,"LINESTRING (127620.82800000161 466989.6270000003, 127621.51799999923 466911.09099999815, 127625.91600000113 466790.01399999857, 127633.69999999925 466674.9450000003, 127650.9059999995 466490.7740000002)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1805,-0.44,-0.44,,,"LINESTRING (127627.96599999815 467989.58300000057, 127625.97800000012 467856.76399999857, 127623.03400000185 467489.6099999994)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1806,-0.65,-0.65,,,"LINESTRING (127645.64600000158 468489.186999999, 127639.32899999991 468389.26199999824, 127634.22100000083 468281.2569999993, 127630.5850000009 468164.51999999955, 127627.96599999815 467989.58300000057)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1807,-0.81,-0.81,,,"LINESTRING (127653.39499999955 469488.66899999976, 127654.45499999821 469467.01999999955, 127657.9059999995 469350.3209999986, 127661.0159999989 469103.36400000006, 127661.42300000042 468988.7659999989)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1808,-0.89,-0.89,,,"LINESTRING (127661.42300000042 468988.7659999989, 127661.65799999982 468922.7430000007, 127661.00899999961 468812.88500000164, 127658.75800000131 468713.4439999983, 127656.8900000006 468667.0320000015, 127645.64600000158 468489.186999999)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1809,-0.69,-0.69,,,"LINESTRING (127608.3759999983 469986.4759999998, 127627.60399999842 469825.01199999824, 127641.68299999833 469680.01999999955, 127649.08100000024 469576.7980000004, 127653.39499999955 469488.66899999976)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1810,0.88,0.88,,,"LINESTRING (124726.21200000122 478870.7039999999, 125025.40900000185 479160.45699999854, 125226.46700000018 479311.9820000008, 125373.24399999902 479397.8999999985, 125490.01199999824 479455.7410000004, 125518.31300000101 479469.2289999984)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1811,1.32,1.32,,,"LINESTRING (125518.31300000101 479469.2289999984, 125677.51700000092 479545.10500000045, 125757.64799999818 479585.13599999994, 125831.60099999979 479623.1770000011, 125965.07200000063 479693.58100000024)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1812,-4.44,-4.44,,,"LINESTRING (125965.07200000063 479693.58100000024, 125965.74199999869 479693.93400000036, 126301.35200000182 479873.97300000116, 126405.17300000042 479930.8729999997)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1813,-0.3,-0.3,,,"LINESTRING (128982.15300000086 482141.30099999905, 128983.99700000137 482147.7410000004, 129046.80799999833 482378.7679999992, 129165.1959999986 482805.4789999984)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1814,-1.88,-1.88,,,"LINESTRING (126405.17300000042 479930.8729999997, 126445.06399999931 479952.73600000143, 126577.56599999964 480027.84899999946, 126701.59600000083 480100.7100000009, 126837.41299999878 480182.1279999986)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1815,-1.79,-1.79,,,"LINESTRING (126837.41299999878 480182.1279999986, 126934.04800000042 480240.05799999833, 127009.05299999937 480283.9360000007, 127083.4600000009 480326.1420000009, 127194.11100000143 480386.09800000116, 127273.2190000005 480426.96599999815)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1816,-1.46,-1.46,,,"LINESTRING (127273.2190000005 480426.96599999815, 127440.94299999997 480513.61400000006, 127505.26099999994 480548.186999999, 127565.59299999848 480581.9310000017, 127711.91699999943 480666.6259999983)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1817,-2.99,-2.99,,,"LINESTRING (127711.91699999943 480666.6259999983, 127723.48999999836 480673.3260000013, 127866.32299999893 480753.4970000014, 127917.12000000104 480784.29100000113, 127943.86899999902 480801.58300000057, 128000.68800000101 480840.9510000013, 128062.54500000179 480887.63500000164, 128128.49599999934 480941.19200000167)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1818,-5.66,-5.66,,,"LINESTRING (128128.49599999934 480941.19200000167, 128129.95899999887 480942.37999999896, 128203.21999999881 481005.6640000008, 128282.27899999917 481077.76399999857, 128323.80200000107 481117.1090000011, 128409.9299999997 481201.95699999854, 128490.43600000069 481285.75400000066)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1819,-1.38,-1.38,,,"LINESTRING (128490.43600000069 481285.75400000066, 128498.04199999943 481293.6700000018, 128541.76199999824 481341.3429999985, 128584.58700000122 481389.7349999994, 128626.02100000158 481438.48900000006, 128665.64400000125 481487.3299999982, 128703.15700000152 481536.1240000017, 128738.43499999866 481584.9470000006, 128771.5399999991 481634.14400000125, 128798.83799999952 481678.1220000014)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1820,-0.4,-0.4,,,"LINESTRING (128798.83799999952 481678.1220000014, 128802.71200000122 481684.36400000006, 128832.31500000134 481736.58399999887, 128860.72899999842 481792.1180000007, 128888.31599999964 481852.9270000011, 128915.7890000008 481923.1550000012, 128945.47899999842 482013.21499999985, 128982.15300000086 482141.30099999905)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1821,0.34,0.34,,,"LINESTRING (116998.36199999973 546577.3649999984, 117426.44200000167 546319.0089999996)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1822,-0.16,-0.16,,,"LINESTRING (118281.39499999955 545800.3060000017, 118708.68699999899 545540.6490000002)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1824,-3.78,-3.78,,,"LINESTRING (120452.11199999973 544578.7580000013, 120468.03700000048 544576.7080000006, 120526.6240000017 544573.9620000012, 120586.90399999917 544575.6140000001, 120648.92599999905 544581.2950000018, 120712.59699999914 544590.5089999996, 120777.71799999848 544602.6790000014, 120844.03000000119 544617.2030000016, 120945.14200000092 544642.5540000014)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1825,0.07,0.07,,,"LINESTRING (115700.63100000098 547327.5839999989, 115914.29699999839 547226.4750000015, 116103.78200000152 547119.0280000009, 116143.03200000152 547095.4450000003)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1826,-0.29,-0.29,,,"LINESTRING (115227.96499999985 547489.4860000014, 115652.31799999997 547350.4470000006, 115700.63100000098 547327.5839999989)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1827,0.55,0.55,,,"LINESTRING (116570.80299999937 546836.5810000002, 116933.70399999991 546616.3880000003, 116998.36199999973 546577.3649999984)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1828,0.32,0.32,,,"LINESTRING (117426.44200000167 546319.0089999996, 117627.10500000045 546197.9050000012, 117854.10399999842 546059.9629999995)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1829,0.1,0.1,,,"LINESTRING (117854.10399999842 546059.9629999995, 118281.39499999955 545800.3060000017)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1830,0.12,0.12,,,"LINESTRING (118708.68699999899 545540.6490000002, 119135.97899999842 545280.9919999987)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1831,-0.31,-0.31,,,"LINESTRING (119991.92100000009 544763.949000001, 120076.66800000146 544715.5130000003, 120133.54100000113 544685.1389999986, 120189.47500000149 544657.4959999993, 120244.75200000033 544633.1130000018, 120299.76999999955 544612.4860000014, 120355.00400000066 544596.0329999998, 120410.94399999827 544584.057, 120452.11199999973 544578.7580000013)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1832,-0.35,-0.35,,,"LINESTRING (119563.27100000158 545021.3359999992, 119715.26000000164 544928.9750000015, 119959.67300000042 544782.3790000007, 119991.92100000009 544763.949000001)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1833,0.63,0.63,,,"LINESTRING (116143.03200000152 547095.4450000003, 116259.4149999991 547025.5190000013, 116570.80299999937 546836.5810000002)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1834,-3.07,-3.07,,,"LINESTRING (120945.14200000092 544642.5540000014, 120979.1400000006 544651.0780000016, 121253.85500000045 544727.1700000018, 121426.92199999839 544776.245000001)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1835,-5.28,-5.28,,,"LINESTRING (121426.92199999839 544776.245000001, 121907.95699999854 544912.6469999999)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1836,-6.88,-6.88,,,"LINESTRING (121907.95699999854 544912.6469999999, 122388.99199999869 545049.0500000007)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1837,-5.74,-5.74,,,"LINESTRING (122388.99199999869 545049.0500000007, 122870.02699999884 545185.4519999996)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1838,-0.33,-0.33,,,"LINESTRING (122870.02699999884 545185.4519999996, 123351.06100000069 545321.8539999984)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1839,0,0,,,"LINESTRING (123351.06100000069 545321.8539999984, 123832.09600000083 545458.2569999993)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1840,0,0,,,"LINESTRING (123832.09600000083 545458.2569999993, 124313.13100000098 545594.6590000018)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1841,0,0,,,"LINESTRING (124313.13100000098 545594.6590000018, 124794.16600000113 545731.0610000007)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1842,0,0,,,"LINESTRING (124794.16600000113 545731.0610000007, 124912.20499999821 545764.5329999998, 125115.10599999875 545824.561999999, 125246.70699999854 545865.9039999992, 125273.01900000125 545874.7850000001)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1843,0,0,,,"LINESTRING (125273.01900000125 545874.7850000001, 125374.49300000072 545909.0329999998, 125436.92000000179 545931.4699999988, 125559.1799999997 545978.3909999989, 125678.79800000042 546028.131000001, 125739.12999999896 546055.0469999984)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1844,1.24,1.24,,,"LINESTRING (125739.12999999896 546055.0469999984, 125855.17599999905 546106.8209999986, 126188.39200000092 546261.4880000018, 126193.40300000086 546263.9100000001)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1845,0.86,0.86,,,"LINESTRING (126193.40300000086 546263.9100000001, 126329.13199999928 546329.506000001, 126371.08300000057 546350.9120000005, 126449.86800000072 546393.1020000018, 126635.40300000086 546497.2850000001)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1846,0.94,0.94,,,"LINESTRING (126635.40300000086 546497.2850000001, 126652.17799999937 546506.7049999982, 126796.82999999821 546584.8850000016, 126955.36199999973 546667.7760000005, 127077.48600000143 546730.824000001)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1847,1.81,1.81,,,"LINESTRING (129205.4849999994 548037.7769999988, 129620.46999999881 548316.6810000017)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1848,1.27,1.27,,,"LINESTRING (127077.48600000143 546730.824000001, 127509.16200000048 546953.6810000017, 127521.66099999845 546960.4039999992)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1849,1.61,1.61,,,"LINESTRING (129620.46999999881 548316.6810000017, 130035.45499999821 548595.5850000009)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1850,2.14,2.14,,,"LINESTRING (130035.45499999821 548595.5850000009, 130062.74700000137 548613.9279999994, 130207.07400000095 548707.0929999985, 130398.5540000014 548808.0500000007, 130474.37999999896 548829.7399999984)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1851,1.32,1.32,,,"LINESTRING (128790.43499999866 547758.9699999988, 128812.12799999863 547773.4079999998, 129205.4849999994 548037.7769999988)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1852,1.15,1.15,,,"LINESTRING (127955.58799999952 547208.5460000001, 128009.6959999986 547242.3390000015, 128122.9450000003 547315.506000001, 128236.38800000027 547390.2270000018, 128374.19399999827 547481.9439999983)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1853,0.72,0.72,,,"LINESTRING (128374.19399999827 547481.9439999983, 128790.43499999866 547758.9699999988)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1854,1.56,1.56,,,"LINESTRING (127521.66099999845 546960.4039999992, 127675.32600000128 547043.0460000001, 127785.94000000134 547105.7390000001, 127897.27299999818 547172.125, 127955.58799999952 547208.5460000001)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1855,1.18,1.18,,,"LINESTRING (130474.37999999896 548829.7399999984, 130720.4059999995 548900.1130000018, 130964.25899999961 548911.2419999987)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1856,1.35,1.35,,,"LINESTRING (130964.25899999961 548911.2419999987, 131380.7950000018 548930.2529999986)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1857,3.47,3.47,,,"LINESTRING (110702.37900000066 453459.1790000014, 111199.98800000176 453410.3370000012)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1858,-1.83,-1.83,,,"LINESTRING (114687.22800000012 453122.7030000016, 114852.17799999937 453106.38599999994, 115137.79199999943 453080.04399999976, 115185.09200000018 453076.6889999993)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1859,-0.11,-0.11,,,"LINESTRING (111698.32899999991 453370.1779999994, 111852.375 453362.19099999964, 112186.39999999851 453351.2010000013, 112197.9299999997 453350.6970000006)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1860,-1.67,-1.67,,,"LINESTRING (114189.72700000182 453171.91800000146, 114687.22800000012 453122.7030000016)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1861,0.11,0.11,,,"LINESTRING (115185.09200000018 453076.6889999993, 115269.93800000101 453070.6700000018, 115331.74100000039 453067.6779999994, 115390.45300000161 453066.0870000012, 115446.25299999863 453066.05099999905, 115499.65100000054 453067.66600000113, 115551.46599999815 453070.9629999995, 115602.72599999979 453075.9149999991, 115654.52499999851 453082.4470000006, 115683.6799999997 453086.8220000006)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1862,-2.04,-2.04,,,"LINESTRING (113692.0850000009 453221.1469999999, 114189.72700000182 453171.91800000146)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1863,1.32,1.32,,,"LINESTRING (115683.6799999997 453086.8220000006, 115707.86100000143 453090.4510000013, 115821.79600000009 453110.4050000012, 115946.13599999994 453134.9079999998, 116011.21799999848 453148.65300000086, 116143.69399999827 453178.7890000008, 116173.57299999893 453186.13800000027)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1864,-0.04,-0.04,,,"LINESTRING (112197.9299999997 453350.6970000006, 112327.64400000125 453345.0240000002, 112457.60799999908 453337.3359999992, 112578.58300000057 453328.43299999833, 112692.15100000054 453318.8280000016, 112696.82600000128 453318.38500000164)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1865,-0.62,-0.62,,,"LINESTRING (113194.51399999857 453270.368999999, 113692.0850000009 453221.1469999999)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1866,-0.12,-0.12,,,"LINESTRING (116654.32600000128 453323.25, 116816.63199999928 453372.1469999999, 117133.7650000006 453465.15100000054)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1867,0.12,0.12,,,"LINESTRING (112696.82600000128 453318.38500000164, 112999.03700000048 453289.70600000024, 113194.51399999857 453270.368999999)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1868,0.31,0.31,,,"LINESTRING (132187.92399999872 453518.48099999875, 132292.17599999905 453500.1339999996, 132683.80900000036 453455.6939999983)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1869,1.1,1.1,,,"LINESTRING (132683.80900000036 453455.6939999983, 133036.73999999836 453415.6469999999)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1870,-1.54,-1.54,,,"LINESTRING (120110.96599999815 453630.9600000009, 120176.46499999985 453623.43299999833, 120281.98900000006 453614.6770000011, 120336.73999999836 453611.6429999992, 120392.0709999986 453609.51999999955, 120502.32600000128 453607.61100000143, 120610.02800000086 453608.4629999995)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1871,-1.13,-1.13,,,"LINESTRING (120610.02800000086 453608.4629999995, 120662.74199999869 453608.87999999896, 120767.99399999902 453611.91899999976, 120876.22199999914 453617.18299999833, 120990.93499999866 453625.31500000134, 121109.08700000122 453635.96499999985)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1872,-1.5,-1.5,,,"LINESTRING (119112.59499999881 453643.9120000005, 119274.04699999839 453637.37099999934, 119390.50600000098 453635.2289999984, 119448.43100000173 453635.41800000146, 119561.76300000027 453638.5549999997, 119612.31799999997 453641.41800000146)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1873,2,2,,,"LINESTRING (116173.57299999893 453186.13800000027, 116209.73900000006 453195.03400000185, 116274.99399999902 453211.9450000003, 116402.20499999821 453247.2960000001, 116654.32600000128 453323.25)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1874,0.01,0.01,,,"LINESTRING (131698.21499999985 453618.3720000014, 131701.5549999997 453617.48800000176, 131927.02899999917 453564.3979999982, 132187.92399999872 453518.48099999875)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1875,0.44,0.44,,,"LINESTRING (121109.08700000122 453635.96499999985, 121112.5549999997 453636.27800000086, 121298.8599999994 453655.4679999985, 121473.4849999994 453675.0370000005, 121528.17599999905 453682.26300000027, 121581.9140000008 453690.55000000075, 121605.48699999973 453694.8960000016)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1876,0.5,0.5,,,"LINESTRING (131214.85399999842 453746.2870000005, 131698.21499999985 453618.3720000014)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1877,1,1,,,"LINESTRING (130245.25800000131 453990.4770000018, 130264.6799999997 453986.5709999986, 130411.30299999937 453954.1469999999, 130492.92000000179 453934.62999999896, 130731.39900000021 453873.8370000012)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1878,0.2,0.2,,,"LINESTRING (130731.39900000021 453873.8370000012, 130771.52400000021 453863.6079999991, 131214.85399999842 453746.2870000005)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1879,1.25,1.25,,,"LINESTRING (121605.48699999973 453694.8960000016, 121635.51700000092 453700.43400000036, 121689.80600000173 453712.41800000146, 121745.43899999931 453726.8920000009, 121802.79300000146 453744.0700000003, 121861.9149999991 453763.9759999998, 121922.5540000014 453786.4470000006, 121984.24199999869 453811.18499999866, 122046.41600000113 453837.8029999994, 122078.63899999857 453852.3729999997)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1880,0.85,0.85,,,"LINESTRING (129281.50699999928 454250.5940000005, 129321.2899999991 454236.80700000003, 129515.63300000131 454170.26199999824, 129640.58300000057 454129.25400000066, 129700.60700000077 454110.59899999946, 129756.35599999875 454094.1979999989)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1881,0.8,0.8,,,"LINESTRING (129756.35599999875 454094.1979999989, 129758.65900000185 454093.51999999955, 129814.69700000063 454078.16699999943, 129868.92199999839 454064.55000000075, 129974.16800000146 454041.7039999999, 130199.25 453999.7289999984, 130245.25800000131 453990.4770000018)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1882,0.89,0.89,,,"LINESTRING (128809.07400000095 454414.3229999989, 129281.50699999928 454250.5940000005)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1883,0.98,0.98,,,"LINESTRING (128336.6409999989 454578.0520000011, 128809.07400000095 454414.3229999989)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1884,0.93,0.93,,,"LINESTRING (127367.60099999979 454787.08300000057, 127381.31399999931 454787.97399999946, 127436.06899999827 454790.3960000016, 127488.97300000116 454791.2969999984, 127540.21200000122 454790.4270000011, 127590.24100000039 454787.55900000036, 127639.72399999946 454782.5029999986, 127689.4299999997 454775.1240000017, 127740.11699999869 454765.36199999973, 127792.41800000146 454753.243999999, 127846.7509999983 454738.8999999985, 127861.82299999893 454734.5399999991)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1885,0.96,0.96,,,"LINESTRING (127861.82299999893 454734.5399999991, 127903.28500000015 454722.5469999984, 128022.47399999946 454685.01099999994, 128211.59200000018 454621.3900000006, 128336.6409999989 454578.0520000011)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1886,2.48,2.48,,,"LINESTRING (111199.98800000176 453410.3370000012, 111303.47199999914 453400.1799999997, 111631.44799999893 453373.6460000016, 111698.32899999991 453370.1779999994)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1887,0.97,0.97,,,"LINESTRING (126369.51000000164 454768.2030000016, 126410.70100000128 454766.96499999985, 126703.96799999848 454751.98999999836, 126810.67500000075 454749.2800000012, 126864.31500000134 454749.69099999964, 126869.17500000075 454749.8449999988)"
potentiele_waterdiepte_laagste_punt_wegvak__m_.1888,0.93,0.93,,,"LINESTRING (125869.61899999902 454777.88899999857, 125980.72599999979 454776.6959999986, 126203.79300000146 454773.18299999833, 126369.51000000164 454768.2030000016)"
