registernummer,beperkingstype_naam,orgaan_naam,datum_inwerking,datum_besluit,omschrijving,afdelings_naam,status_naam,opmerkingen_registrator,inlichtingen_bij
204,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, acaciastraat 5, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
690,"beschermd monument, gemeentewet",college burgemeester en wethouders,19811006,19811006,"gemeentelijk monument, willem ii straat 23, partriciërshuis",ruimte,geregistreerd,,wkpb-beheerder 
432,"beschermd monument, gemeentewet",college burgemeester en wethouders,19810407,19810407,"gemeentelijk monument, willem ii straat 40, dubbel woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
682,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, broekhovenseweg 111, café met woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
2682,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180906,20180828,"gemeentelijk monument schoorstraat 16, 5071 ra udenhout",ruimte,geregistreerd,,wkpb-beheerder 
429,"beschermd monument, gemeentewet",college burgemeester en wethouders,19810407,19810407,"gemeentelijk monument, willem ii straat 35, patriciërshuis",ruimte,geregistreerd,,wkpb-beheerder 
592,"beschermd monument, gemeentewet",college burgemeester en wethouders,19961126,19961126,"gemeentelijk monument, kuil 42, boerderij",ruimte,geregistreerd,,wkpb-beheerder 
479,"beschermd monument, gemeentewet",college burgemeester en wethouders,19990913,19990913,"gemeentelijk monument, wilhelminapark 42, café-restaurant",ruimte,geregistreerd,,wkpb-beheerder 
762,"beschermd monument, gemeentewet",college burgemeester en wethouders,20090915,20090915,"gemeentelijk monument raadhuisstraat 1, 5056 hc berkel-enschot",ruimte,geregistreerd,,wkpb-beheerder 
296,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, heuvelstraat 125, winkelwoning",ruimte,geregistreerd,,wkpb-beheerder 
312,"beschermd monument, gemeentewet",college burgemeester en wethouders,19961126,19961126,"gemeentelijk monument, kreitenmolenstraat 83, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
427,"beschermd monument, gemeentewet",college burgemeester en wethouders,19810407,19810407,"gemeentelijk monument, willem ii straat 32, patriciërshuis",ruimte,geregistreerd,,wkpb-beheerder 
461,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, noordstraat 88,90,92 woonblok",ruimte,geregistreerd,,wkpb-beheerder 
2690,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180904,20180828,"gemeentelijk monument lourdesstraat 3, 5017 ah tilburg, toren lourdeskerk",ruimte,geregistreerd,,wkpb-beheerder 
623,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, stationsstraat 29, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
422,"beschermd monument, gemeentewet",college burgemeester en wethouders,19810407,19810407,"gemeentelijk monument, willem ii straat 16, partriciërshuis",ruimte,geregistreerd,,wkpb-beheerder 
722,"beschermd monument, gemeentewet",college burgemeester en wethouders,19891205,19891205,"gemeentelijk monument, goirkestraat 109, half vrijstaand huis",ruimte,geregistreerd,,wkpb-beheerder 
2294,"beschermd monument, gemeentewet",college burgemeester en wethouders,20170207,20170207,"aanwijzing monument gebouw 88, voormalig ns werkplaats.",ruimte,geregistreerd,,wkpb-beheerder 
2701,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180904,20180828,"gemeentelijk monument gilzerbaan 401, 405, 409, 5032 vd tilburg, dienstwoningen tilburgsche waterleiding maatschappij",ruimte,geregistreerd,,wkpb-beheerder 
715,"beschermd monument, gemeentewet",college burgemeester en wethouders,19990913,19990913,"gemeentelijk monument, lange nieuwstraat 196-198- 200, voormalig tehuis",ruimte,geregistreerd,,wkpb-beheerder 
1575,"beschermd monument, gemeentewet",college burgemeester en wethouders,19961126,19961126,"gemeentelijk monument, groenstraat 88, udenhout, boerderij en schuur",ruimte,geregistreerd,,wkpb-beheerder 
380,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, tuinstraat 89, winkelwoning",ruimte,geregistreerd,,wkpb-beheerder 
2662,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180831,20180828,"gemeentelijk monument caspar houbenstraat 18-28, 5018 br tilburg, airey woningen",ruimte,geregistreerd,,wkpb-beheerder 
234,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, burgemeester damsstraat 50, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
631,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, willem ii straat 82,82a,82b,82c, winkelwoning",ruimte,geregistreerd,,wkpb-beheerder 
420,"beschermd monument, gemeentewet",college burgemeester en wethouders,19810407,19810407,"gemeentelijk monument, willem ii straat 14, partriciërshuis",ruimte,geregistreerd,,wkpb-beheerder 
235,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, antoniusstraat 3, 3a, 5, fraterhuis",ruimte,geregistreerd,,wkpb-beheerder 
462,"beschermd monument, gemeentewet",college burgemeester en wethouders,19891205,19891205,"gemeentelijk monument, oude markt 10,12 winkelwoning",ruimte,geregistreerd,,wkpb-beheerder 
347,"beschermd monument, gemeentewet",college burgemeester en wethouders,19790214,19790214,"gemeentelijk monument, st josephstraat 86, burgerwoning",ruimte,geregistreerd,,wkpb-beheerder 
364,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, stadhuistraat 9,woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
485,"beschermd monument, gemeentewet",college burgemeester en wethouders,19921110,19921110,"gemeentelijk monument, wilhelminapark 112, hoekhuis met leerlooierij",ruimte,geregistreerd,,wkpb-beheerder 
616,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, st josephstraat 114, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
288,"beschermd monument, gemeentewet",college burgemeester en wethouders,19960702,19960702,"gemeentelijk monument, raadhuisstraat 32, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
629,"beschermd monument, gemeentewet",college burgemeester en wethouders,19891205,19891205,"gemeentelijk monument, veldhovenring 90,92,94 voormalige thuisweverij",ruimte,geregistreerd,,wkpb-beheerder 
277,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, noordstraat 72,74, winkelwoning",ruimte,geregistreerd,,wkpb-beheerder 
677,"beschermd monument, gemeentewet",college burgemeester en wethouders,20081209,20081209,"gemeentelijk monument, noordhoekring 99, schoolgebouw ",ruimte,geregistreerd,,wkpb-beheerder 
293,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, heuvelstraat 114, winkelwoning",ruimte,geregistreerd,,wkpb-beheerder 
307,"beschermd monument, gemeentewet",college burgemeester en wethouders,20031013,20031013,"gemeentelijk monument, willemsplein, lantaarnpaal",ruimte,geregistreerd,,wkpb-beheerder 
269,"beschermd monument, gemeentewet",college burgemeester en wethouders,19961126,19961126,"gemeentelijk monument, kreitenmolenstraat 7, woonhuis",ruimte,geregistreerd,,wkpb-beheerder 
618,"beschermd monument, gemeentewet",college burgemeester en wethouders,19790214,19790214,"gemeentelijk monument, st josephstraat 108, patriciërshuis",ruimte,geregistreerd,,wkpb-beheerder 
595,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, langestraat 55,57,woonblok",ruimte,geregistreerd,,wkpb-beheerder 
689,"beschermd monument, gemeentewet",college burgemeester en wethouders,19781011,19781011,"gemeentelijk monument, st josephstraat 40, café",ruimte,geregistreerd,,wkpb-beheerder 
2693,"beschermd monument, gemeentewet",college burgemeester en wethouders,20180904,20180828,"gemeentelijk monument sint josephstraat 67,5017 gd tilburg, flatgebouw ""hunkerbunker""",ruimte,geregistreerd,,wkpb-beheerder 
367,"beschermd monument, gemeentewet",college burgemeester en wethouders,20040629,20040629,"gemeentelijk monument, telefoonstraat 18-20, woonblok",ruimte,geregistreerd,,wkpb-beheerder 
