gebouwnummer;aantal_adressen_in_pand;adressen;bouwjaar;gebouwstatus;max_huisnr;max_postcode;max_straatnaam;max_woonplaats;min_huisnr;min_postcode;min_straatnaam;min_woonplaats;status_id;verdeeld_over_aantal_straten;geometrie
0479100000017190;1;Zuiddijk 121;1930;Pand in gebruik;121;1501CD;Zuiddijk;Zaandam;121;1501CD;Zuiddijk;Zaandam;11;1;
0479100000084067;28;Witte Ring 1 A t/m Witte Ring 9 E;2014;Pand in gebruik;11;1567CG;Witte Ring;Assendelft;1;1567CG;Witte Ring;Assendelft;11;1;
0479100000080395;2;Ds. Martin Luther Kingweg 157 A t/m Ds. Martin Luther Kingweg 157 B;2009;Pand in gebruik (niet ingemeten);157;1503KW;Ds. Martin Luther Kingweg;Zaandam;157;1503KW;Ds. Martin Luther Kingweg;Zaandam;10;1;
0479100000014699;1;Ketelmeer 20;1977;Pand in gebruik;20;1509HJ;Ketelmeer;Zaandam;20;1509HJ;Ketelmeer;Zaandam;11;1;
0479100000089039;1;Gambiet 3;2018;Bouw gestart;3;1567MK;Gambiet;Assendelft;3;1567MK;Gambiet;Assendelft;3;1;
0479100000001373;1;Piet Kuiperlaan 89 A BY;1973;Pand in gebruik;89;1525PK;Piet Kuiperlaan;Westknollendam;89;1525PK;Piet Kuiperlaan;Westknollendam;11;1;
0479100000085592;1;Witte Ring 95;2015;Pand in gebruik;95;1567CG;Witte Ring;Assendelft;95;1567CG;Witte Ring;Assendelft;11;1;
0479100000041930;1;Wilgenstraat 2;1938;Pand in gebruik;2;1505TE;Wilgenstraat;Zaandam;2;1505TE;Wilgenstraat;Zaandam;11;1;
0479100000026468;1;Voorster Beek 11;1977;Pand in gebruik;11;1509HS;Voorster Beek;Zaandam;11;1509HS;Voorster Beek;Zaandam;11;1;
0479100000017180;1;Triangelhof 164;1992;Pand in gebruik;164;1544WZ;Triangelhof;Zaandijk;164;1544WZ;Triangelhof;Zaandijk;11;1;
0479100000003066;1;Ducaatstraat 1;2000;Pand in gebruik;1;1507DC;Ducaatstraat;Zaandam;1;1507DC;Ducaatstraat;Zaandam;11;1;
0479100000007145;1;Graskarper 16;2002;Pand in gebruik;16;1562KV;Graskarper;Krommenie;16;1562KV;Graskarper;Krommenie;11;1;
0479100000013181;3;Stationsstraat 68 t/m Stationsstraat 68 B;1887;Pand in gebruik (niet ingemeten);68;1506DJ;Stationsstraat;Zaandam;68;1506DJ;Stationsstraat;Zaandam;10;1;
0479100000043313;1;Abeelstraat 1;1939;Pand in gebruik;1;1505TM;Abeelstraat;Zaandam;1;1505TM;Abeelstraat;Zaandam;11;1;
0479100000029504;1;Klaas Katerstraat 10;1920;Pand in gebruik;10;1501PP;Klaas Katerstraat;Zaandam;10;1501PP;Klaas Katerstraat;Zaandam;11;1;
0479100000002146;4;Jan Windhouwerstraat 3 t/m Klaas Katerstraat 49;1920;Pand in gebruik;49;1501PM;Klaas Katerstraat;Zaandam;3;1501PE;Jan Windhouwerstraat;Zaandam;11;2;
0479100000030665;1;Belgischestraat 29;1920;Pand in gebruik;29;1502TP;Belgischestraat;Zaandam;29;1502TP;Belgischestraat;Zaandam;11;1;
0479100000005023;1;Rode Ring 177;2002;Pand in gebruik;177;1566TW;Rode Ring;Assendelft;177;1566TW;Rode Ring;Assendelft;11;1;
0479100000019094;1;J.J. Allanstraat 371;1905;Pand in gebruik;371;1551RH;J.J. Allanstraat;Westzaan;371;1551RH;J.J. Allanstraat;Westzaan;11;1;
0479100000027024;1;Narcisstraat 4;1930;Pand in gebruik;4;1541DE;Narcisstraat;Koog aan de Zaan;4;1541DE;Narcisstraat;Koog aan de Zaan;11;1;
0479100000018708;1;Pastoor Peeperkornstraat 15;1992;Pand in gebruik;15;1566DT;Pastoor Peeperkornstraat;Assendelft;15;1566DT;Pastoor Peeperkornstraat;Assendelft;11;1;
0479100000034734;1;Mariastraat 14;1929;Pand in gebruik;14;1541GC;Mariastraat;Koog aan de Zaan;14;1541GC;Mariastraat;Koog aan de Zaan;11;1;
0479100000035503;1;Sparrestraat 7;1951;Pand in gebruik;7;1505AK;Sparrestraat;Zaandam;7;1505AK;Sparrestraat;Zaandam;11;1;
0479100000002615;19;Klaverweg 101 t/m Klaverweg 99;1960;Pand in gebruik;117;1508CP;Klaverweg;Zaandam;79;1508CP;Klaverweg;Zaandam;11;1;
0479100000018461;1;Prinsenstraat 47;1910;Pand in gebruik;47;1501NS;Prinsenstraat;Zaandam;47;1501NS;Prinsenstraat;Zaandam;11;1;
0479100000011302;1;Louis Armstrongstraat 90;1996;Pand in gebruik;90;1544KM;Louis Armstrongstraat;Zaandijk;90;1544KM;Louis Armstrongstraat;Zaandijk;11;1;
0479100000005493;1;Moerasland 5;2006;Pand in gebruik;5;1567CA;Moerasland;Assendelft;5;1567CA;Moerasland;Assendelft;11;1;
0479100000029232;1;Hoveniersstraat 6;1933;Pand in gebruik;6;1502RB;Hoveniersstraat;Zaandam;6;1502RB;Hoveniersstraat;Zaandam;11;1;
0479100000039097;1;Oud Heinstraat 41;1965;Pand in gebruik;41;1544XB;Oud Heinstraat;Zaandijk;41;1544XB;Oud Heinstraat;Zaandijk;11;1;
0479100000013330;1;Saltholm 25;1995;Pand in gebruik;25;1506BT;Saltholm;Zaandam;25;1506BT;Saltholm;Zaandam;11;1;
0479100000042595;1;Dennestraat 65;1951;Pand in gebruik;65;1505AG;Dennestraat;Zaandam;65;1505AG;Dennestraat;Zaandam;11;1;
0479100000001653;1;Gedempte Gracht 35;1930;Pand in gebruik;35;1506CB;Gedempte Gracht;Zaandam;35;1506CB;Gedempte Gracht;Zaandam;11;1;
0479100000014591;1;Geertje Pel-Grootstraat 43;1983;Pand in gebruik;43;1525PD;Geertje Pel-Grootstraat;Westknollendam;43;1525PD;Geertje Pel-Grootstraat;Westknollendam;11;1;
0479100000024275;1;J. Kruijverstraat 66;1990;Pand in gebruik;66;1507WJ;J. Kruijverstraat;Zaandam;66;1507WJ;J. Kruijverstraat;Zaandam;11;1;
0479100000058305;1;Joke Smitsingel 32;1986;Pand in gebruik;32;1566SL;Joke Smitsingel;Assendelft;32;1566SL;Joke Smitsingel;Assendelft;11;1;
0479100000048463;;Pand zonder adres;1935;Pand in gebruik;;;;;;;;;11;;
0479100000017843;1;Zuiddijk 395;1920;Pand in gebruik;395;1505HB;Zuiddijk;Zaandam;395;1505HB;Zuiddijk;Zaandam;11;1;
0479100000030303;1;Magda Janssensstraat 13;1989;Pand in gebruik;13;1507SR;Magda Janssensstraat;Zaandam;13;1507SR;Magda Janssensstraat;Zaandam;11;1;
0479100000027220;1;Voorster Beek 18;1977;Pand in gebruik;18;1509HT;Voorster Beek;Zaandam;18;1509HT;Voorster Beek;Zaandam;11;1;
0479100000014044;1;Dr. Jan Mulderstraat 14;1936;Pand in gebruik;14;1544VA;Dr. Jan Mulderstraat;Zaandijk;14;1544VA;Dr. Jan Mulderstraat;Zaandijk;11;1;
0479100000036582;1;Sierra Nevada 19;2009;Pand in gebruik;19;1567KN;Sierra Nevada;Assendelft;19;1567KN;Sierra Nevada;Assendelft;11;1;
0479100000001740;1;Kerkplein 1;1905;Pand in gebruik;1;1561DA;Kerkplein;Krommenie;1;1561DA;Kerkplein;Krommenie;11;1;
0479100000017713;1;Visserspad 12;1927;Pand in gebruik;12;1561PK;Visserspad;Krommenie;12;1561PK;Visserspad;Krommenie;11;1;
0479100000082693;6;Joachim Stillerstraat 24 t/m Joachim Stillerstraat 34;1988;Pand in gebruik;34;1507PV;Joachim Stillerstraat;Zaandam;24;1507PV;Joachim Stillerstraat;Zaandam;11;1;
0479100000054316;1;Abraham Kloosstraat 6 b;1965;Pand in gebruik;6;;Abraham Kloosstraat;Zaandam;6;;Abraham Kloosstraat;Zaandam;11;1;
0479100000016419;1;Amstelpark 12;2005;Pand in gebruik;12;1567HB;Amstelpark;Assendelft;12;1567HB;Amstelpark;Assendelft;11;1;
0479100000041853;1;Veldbloemenweg 26;1970;Pand in gebruik;26;1508WV;Veldbloemenweg;Zaandam;26;1508WV;Veldbloemenweg;Zaandam;11;1;
0479100000031841;1;Gele Ring 86;2004;Pand in gebruik;86;1567GH;Gele Ring;Assendelft;86;1567GH;Gele Ring;Assendelft;11;1;
0479100000009401;2;Hof van Zaenden 112 t/m Hof van Zaenden 114;1959;Pand in gebruik;114;1508XG;Hof van Zaenden;Zaandam;112;1508XG;Hof van Zaenden;Zaandam;11;1;
0479100000034459;1;Prins Hendrikstraat 26;1905;Pand in gebruik;26;1501AS;Prins Hendrikstraat;Zaandam;26;1501AS;Prins Hendrikstraat;Zaandam;11;1;
0479100000027284;1;Kattegat 18;1910;Pand in gebruik;18;1501AK;Kattegat;Zaandam;18;1501AK;Kattegat;Zaandam;11;1;
0479100000055963;1;Barkstraat 12 a 50;1971;Pand in gebruik;12;;Barkstraat;Zaandam;12;;Barkstraat;Zaandam;11;1;
0479100000024786;1;Klokkemeet 30;1987;Pand in gebruik;30;1566RJ;Klokkemeet;Assendelft;30;1566RJ;Klokkemeet;Assendelft;11;1;
0479100000005705;2;Kepplerstraat 82 t/m Kepplerstraat 82 A;1954;Pand in gebruik;82;1501XN;Kepplerstraat;Zaandam;82;1501XN;Kepplerstraat;Zaandam;11;1;
0479100000005397;1;Kalverringdijk 5;1887;Pand in gebruik;5;1509BT;Kalverringdijk;Zaandam;5;1509BT;Kalverringdijk;Zaandam;11;1;
0479100000081904;1;Gedempte Gracht 76;1886;Pand in gebruik;76;1506CJ;Gedempte Gracht;Zaandam;76;1506CJ;Gedempte Gracht;Zaandam;11;1;
0479100000010479;1;Archangelstraat 62;1910;Pand in gebruik;62;1506NS;Archangelstraat;Zaandam;62;1506NS;Archangelstraat;Zaandam;11;1;
0479100000033570;1;Regenboogforel 46;1998;Pand in gebruik;46;1562KJ;Regenboogforel;Krommenie;46;1562KJ;Regenboogforel;Krommenie;11;1;
0479100000009303;1;J.J. Allanstraat 385;1908;Pand in gebruik;385;1551RJ;J.J. Allanstraat;Westzaan;385;1551RJ;J.J. Allanstraat;Westzaan;11;1;
0479100000015515;1;Dom Helder Camarastraat 7;1988;Pand in gebruik;7;1507CS;Dom Helder Camarastraat;Zaandam;7;1507CS;Dom Helder Camarastraat;Zaandam;11;1;
0479100000039322;1;Dovenetelweg 94;1961;Pand in gebruik;94;1508CJ;Dovenetelweg;Zaandam;94;1508CJ;Dovenetelweg;Zaandam;11;1;
0479100000012675;1;Stuiverakker 2;1978;Pand in gebruik;2;1541VS;Stuiverakker;Koog aan de Zaan;2;1541VS;Stuiverakker;Koog aan de Zaan;11;1;
0479100000034264;1;Thijssestraat 28;1962;Pand in gebruik;28;1504LJ;Thijssestraat;Zaandam;28;1504LJ;Thijssestraat;Zaandam;11;1;
0479100000040133;1;Albert Schweitzerstraat 18;1960;Pand in gebruik;18;1561GE;Albert Schweitzerstraat;Krommenie;18;1561GE;Albert Schweitzerstraat;Krommenie;11;1;
0479100000013149;1;Akkerhommel 5;2001;Pand in gebruik;5;1562LM;Akkerhommel;Krommenie;5;1562LM;Akkerhommel;Krommenie;11;1;
0479100000047729;1;Smeeke Ven 4;1954;Pand in gebruik;4;1566CD;Smeeke Ven;Assendelft;4;1566CD;Smeeke Ven;Assendelft;11;1;
0479100000025832;1;Botterlaan 40;1970;Pand in gebruik;40;1503JZ;Botterlaan;Zaandam;40;1503JZ;Botterlaan;Zaandam;11;1;
0479100000009736;2;Marskamp 25 t/m Marskamp 29;1982;Pand in gebruik;29;1566GE;Marskamp;Assendelft;25;1566GE;Marskamp;Assendelft;11;1;
0479100000025969;1;Schoenerstraat 53;1970;Pand in gebruik;53;1503BB;Schoenerstraat;Zaandam;53;1503BB;Schoenerstraat;Zaandam;11;1;
0479100000036136;1;Veersemeer 14;1974;Pand in gebruik;14;1509JP;Veersemeer;Zaandam;14;1509JP;Veersemeer;Zaandam;11;1;
0479100000013938;1;Veeringveld 12;1980;Pand in gebruik;12;1541SH;Veeringveld;Koog aan de Zaan;12;1541SH;Veeringveld;Koog aan de Zaan;11;1;
0479100000013966;1;De Weer 21;1968;Pand in gebruik;21;1504AH;De Weer;Zaandam;21;1504AH;De Weer;Zaandam;11;1;
0479100000029238;1;Ereprijsstraat 9;1968;Pand in gebruik;9;1562AW;Ereprijsstraat;Krommenie;9;1562AW;Ereprijsstraat;Krommenie;11;1;
0479100000038681;1;Herengracht 91;1920;Pand in gebruik;91;1506DP;Herengracht;Zaandam;91;1506DP;Herengracht;Zaandam;11;1;
0479100000036623;1;1e Heidestraat 10;1968;Pand in gebruik;10;1566WB;1e Heidestraat;Assendelft;10;1566WB;1e Heidestraat;Assendelft;11;1;
0479100000038034;1;Rialen 37;1972;Pand in gebruik;37;1566XH;Rialen;Assendelft;37;1566XH;Rialen;Assendelft;11;1;
0479100000012227;1;Langestraat 1;1928;Pand in gebruik;1;1506XE;Langestraat;Zaandam;1;1506XE;Langestraat;Zaandam;11;1;
0479100000034748;1;Ereprijsweg 23;1961;Pand in gebruik;23;1508CT;Ereprijsweg;Zaandam;23;1508CT;Ereprijsweg;Zaandam;11;1;
0479100000018030;1;Hoendiep 25;1977;Pand in gebruik;25;1509XT;Hoendiep;Zaandam;25;1509XT;Hoendiep;Zaandam;11;1;
0479100000030645;1;Slochterdiep 5;1984;Pand in gebruik;5;1509WK;Slochterdiep;Zaandam;5;1509WK;Slochterdiep;Zaandam;11;1;
0479100000044648;1;De Sint Pieter 49;1976;Pand in gebruik;49;1509ZJ;De Sint Pieter;Zaandam;49;1509ZJ;De Sint Pieter;Zaandam;11;1;
0479100000039147;1;Vlietlaan 55;1964;Pand in gebruik;55;1566WE;Vlietlaan;Assendelft;55;1566WE;Vlietlaan;Assendelft;11;1;
0479100000025484;1;Koningsdiep 13;1982;Pand in gebruik;13;1509WB;Koningsdiep;Zaandam;13;1509WB;Koningsdiep;Zaandam;11;1;
0479100000037218;1;Pieter Basstraat 12;1988;Pand in gebruik;12;1507PM;Pieter Basstraat;Zaandam;12;1507PM;Pieter Basstraat;Zaandam;11;1;
0479100000035311;1;Mauritius 18;2004;Pand in gebruik;18;1505VK;Mauritius;Zaandam;18;1505VK;Mauritius;Zaandam;11;1;
0479100000029872;1;Tuinstraat 2 A;1916;Pand in gebruik;2;1544RV;Tuinstraat;Zaandijk;2;1544RV;Tuinstraat;Zaandijk;11;1;
0479100000038507;1;Ellekamp 8;1980;Pand in gebruik;8;1541XL;Ellekamp;Koog aan de Zaan;8;1541XL;Ellekamp;Koog aan de Zaan;11;1;
0479100000027541;1;Botterlaan 46;1970;Pand in gebruik;46;1503JZ;Botterlaan;Zaandam;46;1503JZ;Botterlaan;Zaandam;11;1;
0479100000030793;1;Westzanerdijk 330;1930;Pand in gebruik;330;1507AR;Westzanerdijk;Zaandam;330;1507AR;Westzanerdijk;Zaandam;11;1;
0479100000002606;1;Gerrit Bolkade 28;1995;Pand in gebruik;28;1507BR;Gerrit Bolkade;Zaandam;28;1507BR;Gerrit Bolkade;Zaandam;11;1;
0479100000026141;1;Munnikstraat 16;1968;Pand in gebruik;16;1541LW;Munnikstraat;Koog aan de Zaan;16;1541LW;Munnikstraat;Koog aan de Zaan;11;1;
0479100000036850;1;Sluisstraat 22;1981;Pand in gebruik;22;1541KT;Sluisstraat;Koog aan de Zaan;22;1541KT;Sluisstraat;Koog aan de Zaan;11;1;
0479100000014711;1;Zuideinde 43;1911;Pand in gebruik;43;1551EB;Zuideinde;Westzaan;43;1551EB;Zuideinde;Westzaan;11;1;
0479100000033777;1;Kraakstraat 107;1987;Pand in gebruik;107;1503BV;Kraakstraat;Zaandam;107;1503BV;Kraakstraat;Zaandam;11;1;
0479100000011056;1;Mosterdland 27;1979;Pand in gebruik;27;1541NM;Mosterdland;Koog aan de Zaan;27;1541NM;Mosterdland;Koog aan de Zaan;11;1;
0479100000027275;1;Hof van Zaenden 37;1960;Pand in gebruik;37;1508XC;Hof van Zaenden;Zaandam;37;1508XC;Hof van Zaenden;Zaandam;11;1;
0479100000040367;1;Boekenbergpark 5;2006;Pand in gebruik;5;1567HE;Boekenbergpark;Assendelft;5;1567HE;Boekenbergpark;Assendelft;11;1;
0479100000030117;1;Veldweg 67;1925;Pand in gebruik;67;1551PK;Veldweg;Westzaan;67;1551PK;Veldweg;Westzaan;11;1;
0479100000031118;1;De Weer 4;1964;Pand in gebruik;4;1504AG;De Weer;Zaandam;4;1504AG;De Weer;Zaandam;11;1;
0479100000043205;1;Olieslagerspad 34;1990;Pand in gebruik;34;1506HP;Olieslagerspad;Zaandam;34;1506HP;Olieslagerspad;Zaandam;11;1;
0479100000022200;1;Begoniastraat 23;1957;Pand in gebruik;23;1521WS;Begoniastraat;Wormerveer;23;1521WS;Begoniastraat;Wormerveer;11;1;
0479100000033113;1;D. Doniastraat 127;1931;Pand in gebruik;127;1501TW;D. Doniastraat;Zaandam;127;1501TW;D. Doniastraat;Zaandam;11;1;
0479100000004630;2;Zuideinde 38 t/m Zuideinde 38  VO;1956;Pand in gebruik;38;1541CD;Zuideinde;Koog aan de Zaan;38;1541CD;Zuideinde;Koog aan de Zaan;11;1;
0479100000033753;1;Loobeek 13;1984;Pand in gebruik;13;1509DC;Loobeek;Zaandam;13;1509DC;Loobeek;Zaandam;11;1;
0479100000052360;;Pand zonder adres;1950;Pand in gebruik;;;;;;;;;11;;
0479100000009036;1;Langestraat 3;1928;Pand in gebruik;3;1506XE;Langestraat;Zaandam;3;1506XE;Langestraat;Zaandam;11;1;
0479100000024790;1;Dovenetelweg 99;1961;Pand in gebruik;99;1508CE;Dovenetelweg;Zaandam;99;1508CE;Dovenetelweg;Zaandam;11;1;
0479100000030032;1;Beemsterstraat 6;1964;Pand in gebruik;6;1566WR;Beemsterstraat;Assendelft;6;1566WR;Beemsterstraat;Assendelft;11;1;
0479100000034097;1;Goudastraat 22;1887;Pand in gebruik;22;1521TP;Goudastraat;Wormerveer;22;1521TP;Goudastraat;Wormerveer;11;1;
0479100000020303;1;Korenmolen 39;1978;Pand in gebruik;39;1541RW;Korenmolen;Koog aan de Zaan;39;1541RW;Korenmolen;Koog aan de Zaan;11;1;
0479100000037269;1;Weeshuisland 69;1976;Pand in gebruik;69;1541MB;Weeshuisland;Koog aan de Zaan;69;1541MB;Weeshuisland;Koog aan de Zaan;11;1;
0479100000038981;1;Kennemerbeek 21;1978;Pand in gebruik;21;1509EM;Kennemerbeek;Zaandam;21;1509EM;Kennemerbeek;Zaandam;11;1;
0479100000009426;1;Waal 70;1977;Pand in gebruik;70;1509HB;Waal;Zaandam;70;1509HB;Waal;Zaandam;11;1;
0479100000053889;1;Neptunuslaan 23 t;1976;Pand in gebruik;23;;Neptunuslaan;Krommenie;23;;Neptunuslaan;Krommenie;11;1;
0479100000010977;1;Schellingweg 13 E;2002;Pand in gebruik;13;1507DR;Schellingweg;Zaandam;13;1507DR;Schellingweg;Zaandam;11;1;
0479100000035451;1;Weiver 54 A;1925;Pand in gebruik;54;1561XE;Weiver;Krommenie;54;1561XE;Weiver;Krommenie;11;1;
0479100000002428;1;Busch 3;1985;Pand in gebruik;3;1562HH;Busch;Krommenie;3;1562HH;Busch;Krommenie;11;1;
0479100000034067;1;Saendelverlaan 119;2008;Pand in gebruik;119;1567KJ;Saendelverlaan;Assendelft;119;1567KJ;Saendelverlaan;Assendelft;11;1;
0479100000024349;2;Kepplerstraat 15 t/m Kepplerstraat 15 A;1954;Pand in gebruik;15;1501XA;Kepplerstraat;Zaandam;15;1501XA;Kepplerstraat;Zaandam;11;1;
0479100000052045;1;Cor Bruijnweg 42 d;1965;Pand in gebruik;42;1521MB;Cor Bruijnweg;Wormerveer;42;1521MB;Cor Bruijnweg;Wormerveer;11;1;
0479100000051920;1;Cor Bruijnweg 42 s;1965;Pand in gebruik;42;1521MB;Cor Bruijnweg;Wormerveer;42;1521MB;Cor Bruijnweg;Wormerveer;11;1;
0479100000045964;1;Ambachtslaan 60;2006;Pand in gebruik;60;1567KB;Ambachtslaan;Assendelft;60;1567KB;Ambachtslaan;Assendelft;11;1;
0479100000014170;1;Koopvaardijstraat 86;1970;Pand in gebruik;86;1503VD;Koopvaardijstraat;Zaandam;86;1503VD;Koopvaardijstraat;Zaandam;11;1;
0479100000005906;2;Sierra Nevada 66 t/m Sierra Nevada 68;2008;Pand in gebruik;68;1567KN;Sierra Nevada;Assendelft;66;1567KN;Sierra Nevada;Assendelft;11;1;
0479100000003451;1;Dorpsstraat 268;1850;Pand in gebruik;268;1566BN;Dorpsstraat;Assendelft;268;1566BN;Dorpsstraat;Assendelft;11;1;
0479100000028304;1;Hendrik Schaarstraat 45;1968;Pand in gebruik;45;1544WG;Hendrik Schaarstraat;Zaandijk;45;1544WG;Hendrik Schaarstraat;Zaandijk;11;1;
0479100000046608;1;Hanenpad 11;1932;Pand in gebruik;11;1501WB;Hanenpad;Zaandam;11;1501WB;Hanenpad;Zaandam;11;1;
0479100000018400;1;Stationsstraat 57;1920;Pand in gebruik;57;1506DB;Stationsstraat;Zaandam;57;1506DB;Stationsstraat;Zaandam;11;1;
0479100000050671;1;Gerrit Schaarstraat 2 A;1966;Pand in gebruik;2;1561DT;Gerrit Schaarstraat;Krommenie;2;1561DT;Gerrit Schaarstraat;Krommenie;11;1;
0479100000081713;1;Witte Ring 40;2013;Pand in gebruik;40;1567CG;Witte Ring;Assendelft;40;1567CG;Witte Ring;Assendelft;11;1;
0479100000024323;1;Brasemermeer 1;1978;Pand in gebruik;1;1509GE;Brasemermeer;Zaandam;1;1509GE;Brasemermeer;Zaandam;11;1;
0479100000024747;1;Pauwenven 18;1968;Pand in gebruik;18;1504AT;Pauwenven;Zaandam;18;1504AT;Pauwenven;Zaandam;11;1;
0479100000030007;1;Jan Wandelaarpad 21;1988;Pand in gebruik;21;1507PR;Jan Wandelaarpad;Zaandam;21;1507PR;Jan Wandelaarpad;Zaandam;11;1;
0479100000026811;1;Twiskeweg 172;1970;Pand in gebruik;172;1503AE;Twiskeweg;Zaandam;172;1503AE;Twiskeweg;Zaandam;11;1;
0479100000055508;1;Koopvaardijstraat 58 a 36;1972;Pand in gebruik;58;;Koopvaardijstraat;Zaandam;58;;Koopvaardijstraat;Zaandam;11;1;
0479100000020458;1;Stijlpad 17;2005;Pand in gebruik;17;1567BA;Stijlpad;Assendelft;17;1567BA;Stijlpad;Assendelft;11;1;
0479100000037952;1;Kerkstraat 331;1968;Pand in gebruik;331;1521JM;Kerkstraat;Wormerveer;331;1521JM;Kerkstraat;Wormerveer;11;1;
0479100000081433;1;P.L. Marnettestraat 6;2010;Pand in gebruik;6;1567GP;P.L. Marnettestraat;Assendelft;6;1567GP;P.L. Marnettestraat;Assendelft;11;1;
0479100000050795;1;Hoefbladstraat 22;1964;Pand in gebruik;22;;Hoefbladstraat;Krommenie;22;;Hoefbladstraat;Krommenie;11;1;
0479100000080083;125;Omweg 38 A 17 t/m Omweg 38 a 99;2010;Pand in gebruik (niet ingemeten);38;1566HP;Omweg;Assendelft;38;1566HP;Omweg;Assendelft;10;1;
0479100000046060;1;Karel Doormanstraat 28;1952;Pand in gebruik;28;1521KW;Karel Doormanstraat;Wormerveer;28;1521KW;Karel Doormanstraat;Wormerveer;11;1;
0479100000046056;1;Karel Doormanstraat 36;1952;Pand in gebruik;36;1521KW;Karel Doormanstraat;Wormerveer;36;1521KW;Karel Doormanstraat;Wormerveer;11;1;
0479100000081210;1;Loodgieter 11;2010;Pand in gebruik;11;1567AJ;Loodgieter;Assendelft;11;1567AJ;Loodgieter;Assendelft;11;1;
0479100000002437;4;Bankakade 24 t/m Celebesstraat 18;2008;Pand in gebruik;26;1521BW;Celebesstraat;Wormerveer;18;1521BT;Bankakade;Wormerveer;11;2;
0479100000005539;1;Weiver 130;1963;Pand in gebruik;130;1551SL;Weiver;Westzaan;130;1551SL;Weiver;Westzaan;11;1;
0479100000051902;1;Bristolroodstraat 1;1967;Pand in gebruik;1;1503NV;Bristolroodstraat;Zaandam;1;1503NV;Bristolroodstraat;Zaandam;11;1;
0479100000001512;1;Roerdompstraat 41;1984;Pand in gebruik;41;1551GJ;Roerdompstraat;Westzaan;41;1551GJ;Roerdompstraat;Westzaan;11;1;
0479100000019071;1;Zuiderland 50;1978;Pand in gebruik;50;1541NX;Zuiderland;Koog aan de Zaan;50;1541NX;Zuiderland;Koog aan de Zaan;11;1;
0479100000016630;1;Schokkerlaan 11;1970;Pand in gebruik;11;1503JN;Schokkerlaan;Zaandam;11;1503JN;Schokkerlaan;Zaandam;11;1;
0479100000080974;1;Vennenland 23;2010;Pand in gebruik;23;1567EM;Vennenland;Assendelft;23;1567EM;Vennenland;Assendelft;11;1;
0479100000004297;5;Eikenlaan 23 t/m Prunuslaan 65;1960;Pand in gebruik;65;1544PG;Prunuslaan;Zaandijk;23;1544PG;Eikenlaan;Zaandijk;11;2;
0479100000006230;1;Mauritsstraat 10 G;2000;Pand in gebruik;10;;Mauritsstraat;Zaandam;10;;Mauritsstraat;Zaandam;11;1;
0479100000018001;1;Boksland 61;1982;Pand in gebruik;61;1566GB;Boksland;Assendelft;61;1566GB;Boksland;Assendelft;11;1;
0479100000005793;1;Kanaalweg 17;2003;Pand in gebruik;17;1566NB;Kanaalweg;Assendelft;17;1566NB;Kanaalweg;Assendelft;11;1;
0479100000043625;1;Leliestraat 22;1937;Pand in gebruik;22;1541CL;Leliestraat;Koog aan de Zaan;22;1541CL;Leliestraat;Koog aan de Zaan;11;1;
0479100000009632;1;Anholtpier 13;1996;Pand in gebruik;13;1506BV;Anholtpier;Zaandam;13;1506BV;Anholtpier;Zaandam;11;1;
0479100000026042;1;Annie van Eesstraat 44;1989;Pand in gebruik;44;1507SH;Annie van Eesstraat;Zaandam;44;1507SH;Annie van Eesstraat;Zaandam;11;1;
0479100000033140;1;Clusiusstraat 88;1964;Pand in gebruik;88;1504HJ;Clusiusstraat;Zaandam;88;1504HJ;Clusiusstraat;Zaandam;11;1;
0479100000083036;1;Paul Cézannestraat 31;2013;Pand in gebruik;31;1506KZ;Paul Cézannestraat;Zaandam;31;1506KZ;Paul Cézannestraat;Zaandam;11;1;
0479100000031922;1;Middenweg 105;1979;Pand in gebruik;105;1505RK;Middenweg;Zaandam;105;1505RK;Middenweg;Zaandam;11;1;
0479100000002497;37;John Lennonstraat 1 t/m John Lennonstraat 9;1993;Pand in gebruik;73;1544LG;John Lennonstraat;Zaandijk;1;1544LE;John Lennonstraat;Zaandijk;11;1;
0479100000088172;1;Uiterdijk 8 A;2017;Bouwvergunning verleend;8;;Uiterdijk;Zaandam;8;;Uiterdijk;Zaandam;2;1;
0479100000088752;1;Kruirad 15;2018;Bouw gestart;15;1561JT;Kruirad;Krommenie;15;1561JT;Kruirad;Krommenie;3;1;
0479100000089127;1;Beemdgras 20;2018;Bouwvergunning verleend;20;1567MM;Beemdgras;Assendelft;20;1567MM;Beemdgras;Assendelft;2;1;
0479100000088799;1;Stadhuisplein 17;2018;Bouw gestart;17;1506MZ;Stadhuisplein;Zaandam;17;1506MZ;Stadhuisplein;Zaandam;3;1;
0479100000081161;1;Klaas Risstraat 2;2018;Pand in gebruik (niet ingemeten);2;1551GM;Klaas Risstraat;Westzaan;2;1551GM;Klaas Risstraat;Westzaan;10;1;
0479100000087774;1;Tulpenburgh 52;2018;Pand in gebruik;52;1567CT;Tulpenburgh;Assendelft;52;1567CT;Tulpenburgh;Assendelft;11;1;
0479100000048138;1;Johan Vermeerkade 3;1955;Pand in gebruik (niet ingemeten);3;1521SH;Johan Vermeerkade;Wormerveer;3;1521SH;Johan Vermeerkade;Wormerveer;10;1;
