gebouwnummer;aantal_adressen_in_pand;adressen;bouwjaar;gebouwstatus;max_huisnr;max_postcode;max_straatnaam;max_woonplaats;min_huisnr;min_postcode;min_straatnaam;min_woonplaats;status_id;verdeeld_over_aantal_straten;geometrie
0479100000042029;1;Simon Gammerkade 4;1968;Pand in gebruik;4;1544VM;Simon Gammerkade;Zaandijk;4;1544VM;Simon Gammerkade;Zaandijk;11;1;
0479100000013609;1;Westzanerdijk 280;2001;Pand in gebruik;280;1507AP;Westzanerdijk;Zaandam;280;1507AP;Westzanerdijk;Zaandam;11;1;
0479100000044722;1;Delftlaan 31;1960;Pand in gebruik;31;1566VB;Delftlaan;Assendelft;31;1566VB;Delftlaan;Assendelft;11;1;
0479100000044545;1;Kaasjeskruidweg 7;1965;Pand in gebruik;7;1508AS;Kaasjeskruidweg;Zaandam;7;1508AS;Kaasjeskruidweg;Zaandam;11;1;
0479100000018839;1;Loggerstraat 51;1970;Pand in gebruik;51;1503KA;Loggerstraat;Zaandam;51;1503KA;Loggerstraat;Zaandam;11;1;
0479100000026115;1;Snekermeer 23;1978;Pand in gebruik;23;1509JN;Snekermeer;Zaandam;23;1509JN;Snekermeer;Zaandam;11;1;
0479100000027176;1;Snekermeer 9;1975;Pand in gebruik;9;1509JM;Snekermeer;Zaandam;9;1509JM;Snekermeer;Zaandam;11;1;
0479100000013433;1;Lech Walesahof 22;1988;Pand in gebruik;22;1507CN;Lech Walesahof;Zaandam;22;1507CN;Lech Walesahof;Zaandam;11;1;
0479100000049925;1;Antonie de Vriesstraat 18 a;1966;Pand in gebruik;18;1544WD;Antonie de Vriesstraat;Zaandijk;18;1544WD;Antonie de Vriesstraat;Zaandijk;11;1;
0479100000006743;1;Pastoor Botsstraat 24;1992;Pand in gebruik;24;1566DW;Pastoor Botsstraat;Assendelft;24;1566DW;Pastoor Botsstraat;Assendelft;11;1;
0479100000016695;1;Biatlon 8;2006;Pand in gebruik;8;1567JA;Biatlon;Assendelft;8;1567JA;Biatlon;Assendelft;11;1;
0479100000031818;1;Vroedschap 13;2000;Pand in gebruik;13;1566MC;Vroedschap;Assendelft;13;1566MC;Vroedschap;Assendelft;11;1;
0479100000023584;1;Amstelmeer 4;1978;Pand in gebruik;4;1509JS;Amstelmeer;Zaandam;4;1509JS;Amstelmeer;Zaandam;11;1;
0479100000024770;1;Jean Henri Dunantstraat 69;1972;Pand in gebruik;69;1561BB;Jean Henri Dunantstraat;Krommenie;69;1561BB;Jean Henri Dunantstraat;Krommenie;11;1;
0479100000020846;1;Vlusch 51;1910;Pand in gebruik;51;1561PR;Vlusch;Krommenie;51;1561PR;Vlusch;Krommenie;11;1;
0479100000033365;1;Akkerland 18;2007;Pand in gebruik;18;1567EK;Akkerland;Assendelft;18;1567EK;Akkerland;Assendelft;11;1;
0479100000010194;1;J.J. Allanstraat 251;1939;Pand in gebruik;251;1551RE;J.J. Allanstraat;Westzaan;251;1551RE;J.J. Allanstraat;Westzaan;11;1;
0479100000033385;1;Pieter Pauwstraat 50;1935;Pand in gebruik;50;1501TD;Pieter Pauwstraat;Zaandam;50;1501TD;Pieter Pauwstraat;Zaandam;11;1;
0479100000034088;1;J.A. Zandlevenstraat 68;1990;Pand in gebruik;68;1507XC;J.A. Zandlevenstraat;Zaandam;68;1507XC;J.A. Zandlevenstraat;Zaandam;11;1;
0479100000033219;1;Dirk Kleimanstraat 78;1987;Pand in gebruik;78;1502XJ;Dirk Kleimanstraat;Zaandam;78;1502XJ;Dirk Kleimanstraat;Zaandam;11;1;
0479100000020635;1;De Palmboomstraat 30;1985;Pand in gebruik;30;1551BZ;De Palmboomstraat;Westzaan;30;1551BZ;De Palmboomstraat;Westzaan;11;1;
0479100000014641;1;G. Molstraat 55;1990;Pand in gebruik;55;1507WN;G. Molstraat;Zaandam;55;1507WN;G. Molstraat;Zaandam;11;1;
0479100000039037;1;Burgemeester de Boerstraat 55;1961;Pand in gebruik;55;1566KB;Burgemeester de Boerstraat;Assendelft;55;1566KB;Burgemeester de Boerstraat;Assendelft;11;1;
0479100000016129;1;Schepenlaan 206;1970;Pand in gebruik;206;1503HP;Schepenlaan;Zaandam;206;1503HP;Schepenlaan;Zaandam;11;1;
0479100000016552;1;Vlagzalm 13;1997;Pand in gebruik;13;1562KA;Vlagzalm;Krommenie;13;1562KA;Vlagzalm;Krommenie;11;1;
0479100000043758;1;Delftlaan 46;1961;Pand in gebruik;46;1566VD;Delftlaan;Assendelft;46;1566VD;Delftlaan;Assendelft;11;1;
0479100000029274;1;Hendrik Schaarstraat 37;1968;Pand in gebruik;37;1544WG;Hendrik Schaarstraat;Zaandijk;37;1544WG;Hendrik Schaarstraat;Zaandijk;11;1;
0479100000011460;1;Het Prinsenhofstraat 13;1959;Pand in gebruik;13;1551CR;Het Prinsenhofstraat;Westzaan;13;1551CR;Het Prinsenhofstraat;Westzaan;11;1;
0479100000012310;1;Krokusstraat 33;1934;Pand in gebruik;33;1541DH;Krokusstraat;Koog aan de Zaan;33;1541DH;Krokusstraat;Koog aan de Zaan;11;1;
0479100000001664;1;Symon Spiersweg 17;2003;Pand in gebruik;17;1506RZ;Symon Spiersweg;Zaandam;17;1506RZ;Symon Spiersweg;Zaandam;11;1;
0479100000022036;1;Prins Hendrikstraat 8;1905;Pand in gebruik;8;1501AS;Prins Hendrikstraat;Zaandam;8;1501AS;Prins Hendrikstraat;Zaandam;11;1;
0479100000040276;1;Rosbayerweg 113;2008;Pand in gebruik;113;1521RW;Rosbayerweg;Wormerveer;113;1521RW;Rosbayerweg;Wormerveer;11;1;
0479100000083406;1;Penningweg 77 A;1998;Pand in gebruik;77;1507DG;Penningweg;Zaandam;77;1507DG;Penningweg;Zaandam;11;1;
0479100000031321;1;Syltpier 16;1995;Pand in gebruik;16;1506BX;Syltpier;Zaandam;16;1506BX;Syltpier;Zaandam;11;1;
0479100000081627;1;Witte Ring 159;2009;Pand in gebruik;159;1567HR;Witte Ring;Assendelft;159;1567HR;Witte Ring;Assendelft;11;1;
0479100000083128;1;Eifel 4;2011;Pand in gebruik;4;1567KD;Eifel;Assendelft;4;1567KD;Eifel;Assendelft;11;1;
0479100000080526;1;Rubenshof 15;2012;Pand in gebruik;15;1506KW;Rubenshof;Zaandam;15;1506KW;Rubenshof;Zaandam;11;1;
0479100000080549;1;Rachel Ruyschstraat 8;2012;Pand in gebruik;8;1506KV;Rachel Ruyschstraat;Zaandam;8;1506KV;Rachel Ruyschstraat;Zaandam;11;1;
0479100000000161;1;Vincent van Goghweg 42;1963;Pand in gebruik;42;1506JD;Vincent van Goghweg;Zaandam;42;1506JD;Vincent van Goghweg;Zaandam;11;1;
0479100000022320;1;Witte Vlinderweg 38;2005;Pand in gebruik;38;1521PS;Witte Vlinderweg;Wormerveer;38;1521PS;Witte Vlinderweg;Wormerveer;11;1;
0479100000079586;1;Wachtspoor 24;2011;Pand in gebruik;24;1567LM;Wachtspoor;Assendelft;24;1567LM;Wachtspoor;Assendelft;11;1;
0479100000005042;1;Communicatieweg West 23;2009;Pand in gebruik;23;1566NX;Communicatieweg West;Assendelft;23;1566NX;Communicatieweg West;Assendelft;11;1;
0479100000040397;1;H Gerhardstraat 83;1920;Pand in gebruik;83;1502CC;H Gerhardstraat;Zaandam;83;1502CC;H Gerhardstraat;Zaandam;11;1;
0479100000001413;1;H Gerhardstraat 10;1925;Pand in gebruik;10;1502CK;H Gerhardstraat;Zaandam;10;1502CK;H Gerhardstraat;Zaandam;11;1;
0479100000001875;3;Raadhuisstraat 19 t/m Raadhuisstraat 19 B;1920;Pand in gebruik;19;1541JA;Raadhuisstraat;Koog aan de Zaan;19;1541JA;Raadhuisstraat;Koog aan de Zaan;11;1;
0479100000087619;1;Weverstraat 22;1930;Pand in gebruik (niet ingemeten);22;1561EJ;Weverstraat;Krommenie;22;1561EJ;Weverstraat;Krommenie;10;1;
0479100000086810;1;Sluispad 5;2016;Pand in gebruik;5;1505EJ;Sluispad;Zaandam;5;1505EJ;Sluispad;Zaandam;11;1;
0479100000009313;1;Hendrik Andriessenstraat 35;1992;Pand in gebruik;35;1544MT;Hendrik Andriessenstraat;Zaandijk;35;1544MT;Hendrik Andriessenstraat;Zaandijk;11;1;
0479100000011874;1;Grote Wetering 14;1975;Pand in gebruik (niet ingemeten);14;1509KH;Grote Wetering;Zaandam;14;1509KH;Grote Wetering;Zaandam;10;1;
0479100000045625;1;Zuiddijk 215;1920;Pand in gebruik;215;1501CJ;Zuiddijk;Zaandam;215;1501CJ;Zuiddijk;Zaandam;11;1;
0479100000022469;1;Polkahof 8;1990;Pand in gebruik;8;1507VA;Polkahof;Zaandam;8;1507VA;Polkahof;Zaandam;11;1;
0479100000036100;1;Julianastraat 23;1923;Pand in gebruik (niet ingemeten);23;1541GE;Julianastraat;Koog aan de Zaan;23;1541GE;Julianastraat;Koog aan de Zaan;10;1;
0479100000008859;1;Oostzijde 155;1952;Pand in gebruik;155;1502BC;Oostzijde;Zaandam;155;1502BC;Oostzijde;Zaandam;11;1;
0479100000088847;1;Kersenhout 64;2018;Bouwvergunning verleend;64;1507EP;Kersenhout;Zaandam;64;1507EP;Kersenhout;Zaandam;2;1;
0479100000001248;31;Peperstraat 11 t/m Peperstraat 9;1963;Pand in gebruik;63;1502AB;Peperstraat;Zaandam;5;1502AA;Peperstraat;Zaandam;11;1;
0479100000001816;1;Dorpsstraat 835;1890;Pand in gebruik;835;1566EH;Dorpsstraat;Assendelft;835;1566EH;Dorpsstraat;Assendelft;11;1;
0479100000027814;1;Troelstraplein 47;1930;Pand in gebruik;47;1541EB;Troelstraplein;Koog aan de Zaan;47;1541EB;Troelstraplein;Koog aan de Zaan;11;1;
0479100000007821;1;Kalf 300;1920;Pand in gebruik;300;1509BE;Kalf;Zaandam;300;1509BE;Kalf;Zaandam;11;1;
0479100000036096;1;Oranjestraat 24;1915;Pand in gebruik;24;1521GJ;Oranjestraat;Wormerveer;24;1521GJ;Oranjestraat;Wormerveer;11;1;
0479100000027414;2;Kattegat 14 t/m Kattegat 14 A;1987;Pand in gebruik;14;1501AK;Kattegat;Zaandam;14;1501AK;Kattegat;Zaandam;11;1;
0479100000007261;1;Ruimtevaartlaan 61;1970;Pand in gebruik;61;1562BB;Ruimtevaartlaan;Krommenie;61;1562BB;Ruimtevaartlaan;Krommenie;11;1;
0479100000044411;1;Sparrestraat 39;1951;Pand in gebruik;39;1505AK;Sparrestraat;Zaandam;39;1505AK;Sparrestraat;Zaandam;11;1;
0479100000048856;1;Irisstraat 81;1937;Pand in gebruik;81;1541AN;Irisstraat;Koog aan de Zaan;81;1541AN;Irisstraat;Koog aan de Zaan;11;1;
0479100000008288;3;Billitonkade 15 t/m Billitonkade 17;1991;Pand in gebruik;17;1521BL;Billitonkade;Wormerveer;15;1521BL;Billitonkade;Wormerveer;11;1;
0479100000029974;1;Zwarte Ring 40;2007;Pand in gebruik;40;1567EE;Zwarte Ring;Assendelft;40;1567EE;Zwarte Ring;Assendelft;11;1;
0479100000023055;2;Hoogstraat 27 t/m Hoogstraat 27 A;1960;Pand in gebruik;27;1541KW;Hoogstraat;Koog aan de Zaan;27;1541KW;Hoogstraat;Koog aan de Zaan;11;1;
0479100000019509;1;De Doelman 8;1982;Pand in gebruik;8;1507CV;De Doelman;Zaandam;8;1507CV;De Doelman;Zaandam;11;1;
0479100000015052;1;Schokkerlaan 27;1970;Pand in gebruik;27;1503JN;Schokkerlaan;Zaandam;27;1503JN;Schokkerlaan;Zaandam;11;1;
0479100000017334;1;Hollandsch Diep 291;1977;Pand in gebruik;291;1509XJ;Hollandsch Diep;Zaandam;291;1509XJ;Hollandsch Diep;Zaandam;11;1;
0479100000045568;1;Hoveniersstraat 32;1926;Pand in gebruik;32;1502RB;Hoveniersstraat;Zaandam;32;1502RB;Hoveniersstraat;Zaandam;11;1;
0479100000053195;1;Weegbreestraat 16 d;1961;Pand in gebruik;16;1562SE;Weegbreestraat;Krommenie;16;1562SE;Weegbreestraat;Krommenie;11;1;
0479100000029610;1;Dijkven 16;1996;Pand in gebruik;16;1504DC;Dijkven;Zaandam;16;1504DC;Dijkven;Zaandam;11;1;
0479100000013576;1;Zwarte Ring 143;2008;Pand in gebruik;143;1567JH;Zwarte Ring;Assendelft;143;1567JH;Zwarte Ring;Assendelft;11;1;
0479100000002940;4;Golofkinstraat 46 t/m Golofkinstraat 52;1985;Pand in gebruik;52;1506RK;Golofkinstraat;Zaandam;46;1506RK;Golofkinstraat;Zaandam;11;1;
0479100000047296;1;Frans Halsstraat 26;1951;Pand in gebruik;26;1521SP;Frans Halsstraat;Wormerveer;26;1521SP;Frans Halsstraat;Wormerveer;11;1;
0479100000021602;1;Norbertijnenstraat 8;1998;Pand in gebruik;8;1566LK;Norbertijnenstraat;Assendelft;8;1566LK;Norbertijnenstraat;Assendelft;11;1;
0479100000031160;1;Stuiverakker 10;1978;Pand in gebruik;10;1541VS;Stuiverakker;Koog aan de Zaan;10;1541VS;Stuiverakker;Koog aan de Zaan;11;1;
0479100000033502;1;Elzenstraat 31;1938;Pand in gebruik;31;1521ER;Elzenstraat;Wormerveer;31;1521ER;Elzenstraat;Wormerveer;11;1;
0479100000035142;1;Kerkstraat 251;1968;Pand in gebruik;251;1521JK;Kerkstraat;Wormerveer;251;1521JK;Kerkstraat;Wormerveer;11;1;
0479100000032977;1;J. Breebaardstraat 30;1990;Pand in gebruik;30;1507XD;J. Breebaardstraat;Zaandam;30;1507XD;J. Breebaardstraat;Zaandam;11;1;
0479100000021214;1;Schrijvertje 6;2001;Pand in gebruik;6;1562LV;Schrijvertje;Krommenie;6;1562LV;Schrijvertje;Krommenie;11;1;
0479100000042013;1;Franciscanenstraat 75;1997;Pand in gebruik;75;1566LG;Franciscanenstraat;Assendelft;75;1566LG;Franciscanenstraat;Assendelft;11;1;
0479100000018288;1;De Weer 41;1967;Pand in gebruik;41;1504AJ;De Weer;Zaandam;41;1504AJ;De Weer;Zaandam;11;1;
0479100000005240;1;Het Prinsenhofstraat 29;1959;Pand in gebruik;29;1551CR;Het Prinsenhofstraat;Westzaan;29;1551CR;Het Prinsenhofstraat;Westzaan;11;1;
0479100000032025;1;Genieweg 67;2003;Pand in gebruik;67;1566NK;Genieweg;Assendelft;67;1566NK;Genieweg;Assendelft;11;1;
0479100000033572;1;H.D. Arinkplein 8;1930;Pand in gebruik;8;1561ZK;H.D. Arinkplein;Krommenie;8;1561ZK;H.D. Arinkplein;Krommenie;11;1;
0479100000053449;1;Lepelaarstraat 6  GA01;1962;Pand in gebruik;6;;Lepelaarstraat;Westzaan;6;;Lepelaarstraat;Westzaan;11;1;
0479100000053256;1;Hoefbladstraat 27 e;1969;Pand in gebruik;27;;Hoefbladstraat;Krommenie;27;;Hoefbladstraat;Krommenie;11;1;
0479100000017134;1;Dromos 21;2008;Pand in gebruik;21;1567JK;Dromos;Assendelft;21;1567JK;Dromos;Assendelft;11;1;
0479100000039766;2;Irisstraat 13 t/m Irisstraat 13 A;1950;Pand in gebruik;13;1521WK;Irisstraat;Wormerveer;13;1521WK;Irisstraat;Wormerveer;11;1;
0479100000008122;1;Jacob Rekstraat 103;1987;Pand in gebruik;103;1505BC;Jacob Rekstraat;Zaandam;103;1505BC;Jacob Rekstraat;Zaandam;11;1;
0479100000019808;1;Hoogaarslaan 50;1970;Pand in gebruik;50;1503WG;Hoogaarslaan;Zaandam;50;1503WG;Hoogaarslaan;Zaandam;11;1;
0479100000006351;1;Penningweg 87 C;1998;Pand in gebruik;87;1507DG;Penningweg;Zaandam;87;1507DG;Penningweg;Zaandam;11;1;
0479100000029185;1;Boeierlaan 48;1970;Pand in gebruik;48;1503JW;Boeierlaan;Zaandam;48;1503JW;Boeierlaan;Zaandam;11;1;
0479100000018652;1;Bristolroodstraat 19;1969;Pand in gebruik;19;1503NV;Bristolroodstraat;Zaandam;19;1503NV;Bristolroodstraat;Zaandam;11;1;
0479100000013953;1;Hanenpad 32;1901;Pand in gebruik;32;1501WD;Hanenpad;Zaandam;32;1501WD;Hanenpad;Zaandam;11;1;
0479100000009468;1;Lagedijk 59;1905;Pand in gebruik;59;1544BC;Lagedijk;Zaandijk;59;1544BC;Lagedijk;Zaandijk;11;1;
0479100000026339;1;Turfakker 46;1976;Pand in gebruik;46;1541TN;Turfakker;Koog aan de Zaan;46;1541TN;Turfakker;Koog aan de Zaan;11;1;
0479100000015631;1;Sijbrandakker 10;1978;Pand in gebruik;10;1541VX;Sijbrandakker;Koog aan de Zaan;10;1541VX;Sijbrandakker;Koog aan de Zaan;11;1;
0479100000034518;1;Jaspersstraat 38;1962;Pand in gebruik;38;1504GH;Jaspersstraat;Zaandam;38;1504GH;Jaspersstraat;Zaandam;11;1;
0479100000048481;1;Westzijde 227;1890;Pand in gebruik;227;1506GD;Westzijde;Zaandam;227;1506GD;Westzijde;Zaandam;11;1;
0479100000007364;1;Vijverzoom 11;1978;Pand in gebruik;11;1541TZ;Vijverzoom;Koog aan de Zaan;11;1541TZ;Vijverzoom;Koog aan de Zaan;11;1;
0479100000008664;1;Het Welvaren 35;1994;Pand in gebruik;35;1551AT;Het Welvaren;Westzaan;35;1551AT;Het Welvaren;Westzaan;11;1;
0479100000011515;1;Fanfarehof 10;1990;Pand in gebruik;10;1507TW;Fanfarehof;Zaandam;10;1507TW;Fanfarehof;Zaandam;11;1;
0479100000011595;1;Noordervaldeurstraat 20;2004;Pand in gebruik;20;1508EL;Noordervaldeurstraat;Zaandam;20;1508EL;Noordervaldeurstraat;Zaandam;11;1;
0479100000025587;1;Provincialeweg 332;1939;Pand in gebruik;332;1506ML;Provincialeweg;Zaandam;332;1506ML;Provincialeweg;Zaandam;11;1;
0479100000021417;1;Luwte 39;2002;Pand in gebruik;39;1566TV;Luwte;Assendelft;39;1566TV;Luwte;Assendelft;11;1;
0479100000021774;1;Geerteveld 80;1975;Pand in gebruik;80;1541PK;Geerteveld;Koog aan de Zaan;80;1541PK;Geerteveld;Koog aan de Zaan;11;1;
0479100000004803;1;Soldaatweg 14;2001;Pand in gebruik;14;1521RL;Soldaatweg;Wormerveer;14;1521RL;Soldaatweg;Wormerveer;11;1;
0479100000008950;1;Westzanerdijk 272;2001;Pand in gebruik;272;1507AP;Westzanerdijk;Zaandam;272;1507AP;Westzanerdijk;Zaandam;11;1;
0479100000033677;1;Clusiusstraat 36;1964;Pand in gebruik;36;1504HH;Clusiusstraat;Zaandam;36;1504HH;Clusiusstraat;Zaandam;11;1;
0479100000034836;1;Dodonaeusstraat 25;1962;Pand in gebruik;25;1504KD;Dodonaeusstraat;Zaandam;25;1504KD;Dodonaeusstraat;Zaandam;11;1;
0479100000035637;1;Klaverweg 75;1961;Pand in gebruik;75;1508CN;Klaverweg;Zaandam;75;1508CN;Klaverweg;Zaandam;11;1;
0479100000025216;1;Bolksbeek 47;1978;Pand in gebruik;47;1509EB;Bolksbeek;Zaandam;47;1509EB;Bolksbeek;Zaandam;11;1;
0479100000020413;1;Bergumermeer 59;1978;Pand in gebruik;59;1509GD;Bergumermeer;Zaandam;59;1509GD;Bergumermeer;Zaandam;11;1;
0479100000021888;1;Dwergmeerval 24;2000;Pand in gebruik;24;1562KP;Dwergmeerval;Krommenie;24;1562KP;Dwergmeerval;Krommenie;11;1;
0479100000028561;1;Leoniden 4;1983;Pand in gebruik;4;1562WX;Leoniden;Krommenie;4;1562WX;Leoniden;Krommenie;11;1;
0479100000038212;1;Delftsingel 13;1964;Pand in gebruik;13;1566VE;Delftsingel;Assendelft;13;1566VE;Delftsingel;Assendelft;11;1;
0479100000038694;1;Kogerwatering 56;1980;Pand in gebruik;56;1541XD;Kogerwatering;Koog aan de Zaan;56;1541XD;Kogerwatering;Koog aan de Zaan;11;1;
0479100000027668;1;Durgerdamstraat 20;1985;Pand in gebruik;20;1507JM;Durgerdamstraat;Zaandam;20;1507JM;Durgerdamstraat;Zaandam;11;1;
0479100000013981;1;Prelude 89;1990;Pand in gebruik;89;1507TC;Prelude;Zaandam;89;1507TC;Prelude;Zaandam;11;1;
0479100000035924;1;Spoorland 23;1976;Pand in gebruik;23;1541MK;Spoorland;Koog aan de Zaan;23;1541MK;Spoorland;Koog aan de Zaan;11;1;
0479100000006246;1;Cederstraat 4 B;1994;Pand in gebruik;4;1505AD;Cederstraat;Zaandam;4;1505AD;Cederstraat;Zaandam;11;1;
0479100000001390;1;Zijtocht 7;1994;Pand in gebruik;7;1507CD;Zijtocht;Zaandam;7;1507CD;Zijtocht;Zaandam;11;1;
0479100000000291;2;Jonge Voolweg 1 t/m Kikkertweg 2;2000;Pand in gebruik;2;1521RH;Kikkertweg;Wormerveer;1;1521RG;Jonge Voolweg;Wormerveer;11;2;
0479100000040946;1;Jan van Scorelstraat 23;1988;Pand in gebruik;23;1506KA;Jan van Scorelstraat;Zaandam;23;1506KA;Jan van Scorelstraat;Zaandam;11;1;
0479100000019571;1;Spoorland 16;1976;Pand in gebruik;16;1541ML;Spoorland;Koog aan de Zaan;16;1541ML;Spoorland;Koog aan de Zaan;11;1;
0479100000024633;1;Oberonlaan 2;1976;Pand in gebruik;2;1562ZV;Oberonlaan;Krommenie;2;1562ZV;Oberonlaan;Krommenie;11;1;
0479100000011160;1;Fanfarehof 4;1990;Pand in gebruik;4;1507TW;Fanfarehof;Zaandam;4;1507TW;Fanfarehof;Zaandam;11;1;
0479100000026780;1;Plutostraat 38;1974;Pand in gebruik;38;1562XK;Plutostraat;Krommenie;38;1562XK;Plutostraat;Krommenie;11;1;
0479100000027072;1;Spoorland 78;1976;Pand in gebruik;78;1541MN;Spoorland;Koog aan de Zaan;78;1541MN;Spoorland;Koog aan de Zaan;11;1;
0479100000003977;1;Dorpsstraat 325;1967;Pand in gebruik;325;1566BC;Dorpsstraat;Assendelft;325;1566BC;Dorpsstraat;Assendelft;11;1;
0479100000046532;1;Esdoornstraat 18;1952;Pand in gebruik;18;1561VD;Esdoornstraat;Krommenie;18;1561VD;Esdoornstraat;Krommenie;11;1;
0479100000022791;1;Neptunuslaan 74;1974;Pand in gebruik;74;1562XM;Neptunuslaan;Krommenie;74;1562XM;Neptunuslaan;Krommenie;11;1;
0479100000035067;1;Van Allenstraat 35;1970;Pand in gebruik;35;1562TJ;Van Allenstraat;Krommenie;35;1562TJ;Van Allenstraat;Krommenie;11;1;
0479100000034911;1;E. Heimansstraat 56;1962;Pand in gebruik;56;1504JE;E. Heimansstraat;Zaandam;56;1504JE;E. Heimansstraat;Zaandam;11;1;
0479100000010140;1;Vlusch 54;1985;Pand in gebruik;54;1561PR;Vlusch;Krommenie;54;1561PR;Vlusch;Krommenie;11;1;
0479100000022896;1;Glennstraat 14;1968;Pand in gebruik;14;1562BP;Glennstraat;Krommenie;14;1562BP;Glennstraat;Krommenie;11;1;
0479100000040433;1;Kogerwatering 5;1980;Pand in gebruik;5;1541XA;Kogerwatering;Koog aan de Zaan;5;1541XA;Kogerwatering;Koog aan de Zaan;11;1;
0479100000019179;1;Anna Blamanstraat 25;1991;Pand in gebruik;25;1507XK;Anna Blamanstraat;Zaandam;25;1507XK;Anna Blamanstraat;Zaandam;11;1;
0479100000081450;1;M. Kropholler-Staalstraat 19;2010;Pand in gebruik;19;1567GM;M. Kropholler-Staalstraat;Assendelft;19;1567GM;M. Kropholler-Staalstraat;Assendelft;11;1;
0479100000043568;1;Delftsingel 27;1963;Pand in gebruik;27;1566VE;Delftsingel;Assendelft;27;1566VE;Delftsingel;Assendelft;11;1;
0479100000006628;1;De Twee Gebroeders 14;1977;Pand in gebruik;14;1509ZN;De Twee Gebroeders;Zaandam;14;1509ZN;De Twee Gebroeders;Zaandam;11;1;
0479100000081315;1;P.L. Marnettestraat 38;2010;Pand in gebruik;38;1567GP;P.L. Marnettestraat;Assendelft;38;1567GP;P.L. Marnettestraat;Assendelft;11;1;
0479100000041436;1;John Lennonstraat 113;1993;Pand in gebruik;113;1544LH;John Lennonstraat;Zaandijk;113;1544LH;John Lennonstraat;Zaandijk;11;1;
0479100000005690;1;Bosland 2;2007;Pand in gebruik;2;1567EJ;Bosland;Assendelft;2;1567EJ;Bosland;Assendelft;11;1;
0479100000010410;1;Weerpad 1 C;1970;Pand in gebruik;1;1504NX;Weerpad;Zaandam;1;1504NX;Weerpad;Zaandam;11;1;
0479100000037340;1;Smeeke Ven 231;1993;Pand in gebruik;231;1566CL;Smeeke Ven;Assendelft;231;1566CL;Smeeke Ven;Assendelft;11;1;
0479100000034149;1;Veldbloemenweg 127;1969;Pand in gebruik;127;1508WT;Veldbloemenweg;Zaandam;127;1508WT;Veldbloemenweg;Zaandam;11;1;
0479100000009044;1;Nauernasche Vaartdijk 1;1908;Pand in gebruik;1;1551PR;Nauernasche Vaartdijk;Westzaan;1;1551PR;Nauernasche Vaartdijk;Westzaan;11;1;
0479100000016727;1;Rozeboom 15;1976;Pand in gebruik;15;1541RH;Rozeboom;Koog aan de Zaan;15;1541RH;Rozeboom;Koog aan de Zaan;11;1;
0479100000045967;1;Herengracht 101;1927;Pand in gebruik;101;1506DP;Herengracht;Zaandam;101;1506DP;Herengracht;Zaandam;11;1;
0479100000036823;1;George Gershwinstraat 136;1993;Pand in gebruik;136;1544NJ;George Gershwinstraat;Zaandijk;136;1544NJ;George Gershwinstraat;Zaandijk;11;1;
0479100000036154;1;J.A. Zandlevenstraat 25;1990;Pand in gebruik;25;1507XA;J.A. Zandlevenstraat;Zaandam;25;1507XA;J.A. Zandlevenstraat;Zaandam;11;1;
0479100000031508;1;Zwarte Ring 153;2008;Pand in gebruik;153;1567KK;Zwarte Ring;Assendelft;153;1567KK;Zwarte Ring;Assendelft;11;1;
0479100000044009;1;Eikenlaan 9;1952;Pand in gebruik;9;1544PG;Eikenlaan;Zaandijk;9;1544PG;Eikenlaan;Zaandijk;11;1;
0479100000023752;1;Zuiddijk 405 H;1925;Pand in gebruik;405;1505HC;Zuiddijk;Zaandam;405;1505HC;Zuiddijk;Zaandam;11;1;
0479100000022962;1;De Doelman 18;1982;Pand in gebruik;18;1507CV;De Doelman;Zaandam;18;1507CV;De Doelman;Zaandam;11;1;
0479100000028722;1;Gondellaan 24;1970;Pand in gebruik;24;1503KR;Gondellaan;Zaandam;24;1503KR;Gondellaan;Zaandam;11;1;
0479100000024259;1;J. Kruijverstraat 46;1990;Pand in gebruik;46;1507WJ;J. Kruijverstraat;Zaandam;46;1507WJ;J. Kruijverstraat;Zaandam;11;1;
0479100000021057;1;Ooievaarstraat 32;1928;Pand in gebruik;32;1506XM;Ooievaarstraat;Zaandam;32;1506XM;Ooievaarstraat;Zaandam;11;1;
0479100000036476;1;De Koopman 50;1977;Pand in gebruik;50;1509ZS;De Koopman;Zaandam;50;1509ZS;De Koopman;Zaandam;11;1;
0479100000082879;6;Heiligeweg 116 t/m Heiligeweg 126;1958;Pand in gebruik;126;1561DM;Heiligeweg;Krommenie;116;1561DM;Heiligeweg;Krommenie;11;1;
0479100000031014;1;Jean Henri Dunantstraat 59;1972;Pand in gebruik;59;1561BB;Jean Henri Dunantstraat;Krommenie;59;1561BB;Jean Henri Dunantstraat;Krommenie;11;1;
0479100000053950;1;Treilerstraat 117 a 59;1968;Pand in gebruik;117;;Treilerstraat;Zaandam;117;;Treilerstraat;Zaandam;11;1;
0479100000000935;1;Boschjesstraat 115;1932;Pand in gebruik;115;1541KH;Boschjesstraat;Koog aan de Zaan;115;1541KH;Boschjesstraat;Koog aan de Zaan;11;1;
0479100000042715;1;Prins Hendrikkade 44;1890;Pand in gebruik;44;1501AD;Prins Hendrikkade;Zaandam;44;1501AD;Prins Hendrikkade;Zaandam;11;1;
0479100000054664;1;Vrieschgroenstraat 28;1968;Pand in gebruik;28;1503MC;Vrieschgroenstraat;Zaandam;28;1503MC;Vrieschgroenstraat;Zaandam;11;1;
