Leverancier;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel (binnen- en buitenland);1120 - Arbeidsomstandigheden en personele zorg (incl. BHV middelen);1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Studie en opleiding;1160 - Personeelsevenementen, - bijeenkomsten en recepties;1180 - Reis en verblijfkosten;4000 - Diensten en middelen overig;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement, Documentontwikkeling en -verwerking;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;5110 - Verblijf extern;5210 - Wagenpark;6000 - ICT overig;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Aan een externe partij uitbestede ICT-dienstverlening;7000 - Huisvesting overig;7110 - Gebruik en onderhoud gebouw en terreinen;7210 - Verbruik van energie en water;7310 - Verhuizen;7410 - Verwerven en afstoten;8110 - Vakliteratuur, abonnementen en overige informatie;8310 - Relatiegeschenken (niet voor eigen personeel);8410 - Evenementen en congresorganisatie;8510 - Diversen communicatie;9530 - DEF specifiek;Eindtotaal
Anoniem_DEF_574;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;1
Anoniem_DEF_575;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4
Anoniem_DEF_576;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2
Anoniem_DEF_577;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1
Anoniem_DEF_578;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2
Anoniem_DEF_579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1
Anoniem_DEF_58;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_580;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_DEF_581;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2
Anoniem_DEF_582;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Anoniem_DEF_583;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2
Anoniem_DEF_584;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Anoniem_DEF_585;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_586;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_DEF_587;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_588;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_589;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_59;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;2
Anoniem_DEF_590;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_591;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_592;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_593;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Anoniem_DEF_594;;;;1;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2
Anoniem_DEF_595;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Anoniem_DEF_596;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_597;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Anoniem_DEF_598;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_599;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Anoniem_DEF_6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Anoniem_DEF_60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Anoniem_DEF_600;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_DEF_602;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;4
Anoniem_DEF_603;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Anoniem_DEF_604;;;;;;;;;1;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;1;7
Anoniem_DEF_605;;;;;;2;;;1;;;;;;;;;;;;;;;;;;;;1;5;;;;;;;;;5
Anoniem_DEF_606;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_DEF_607;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_608;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_DEF_609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Anoniem_DEF_61;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Anoniem_DEF_610;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_DEF_611;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_DEF_612;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_DEF_613;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5
Anoniem_DEF_614;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_615;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3
Anoniem_DEF_616;;;;;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Anoniem_DEF_617;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2
Anoniem_DEF_618;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_619;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_62;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;2
Anoniem_DEF_620;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4
Anoniem_DEF_621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1
Anoniem_DEF_622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_DEF_623;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_624;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_DEF_625;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_626;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Anoniem_DEF_627;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_628;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_629;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_DEF_630;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_631;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_632;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_633;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_634;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_635;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Anoniem_DEF_636;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_637;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_638;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_639;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_64;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_640;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_641;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_642;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_643;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_644;;;;1;;;;;1;;;;;;;1;1;;;;;;;;;;;;1;;;;;;;;;;1
Anoniem_DEF_645;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_646;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_647;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_648;;;;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
Anoniem_DEF_649;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Anoniem_DEF_65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_DEF_650;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_651;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_652;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_653;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_654;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_655;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;2
Anoniem_DEF_656;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Anoniem_DEF_657;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;7
Anoniem_DEF_658;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_DEF_659;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1
Anoniem_DEF_66;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Anoniem_DEF_661;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_662;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_DEF_664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1
Anoniem_DEF_665;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Anoniem_DEF_666;;;;;;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Anoniem_DEF_667;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_668;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_669;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_67;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2
Anoniem_DEF_670;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1
Anoniem_DEF_671;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_672;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_673;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Anoniem_DEF_674;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Anoniem_DEF_675;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Anoniem_DEF_676;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_677;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_678;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Anoniem_DEF_679;;;;2;;1;1;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;3
Anoniem_DEF_68;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_680;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_681;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_682;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_683;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Anoniem_DEF_684;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_685;;;;;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_686;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;2
Anoniem_DEF_687;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_DEF_688;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_689;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_69;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_690;;;;;;6;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6
Anoniem_DEF_691;;;;;7;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7
Anoniem_DEF_692;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_693;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_694;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1
Anoniem_DEF_695;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_696;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Anoniem_DEF_697;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_698;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_DEF_699;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_7;;;;;;1;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_70;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_700;;;;;;5;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5
Anoniem_DEF_701;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_702;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Anoniem_DEF_703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_DEF_704;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Anoniem_DEF_706;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_707;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_708;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_709;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_71;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_710;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_711;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Anoniem_DEF_712;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_713;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_714;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_DEF_715;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_716;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_DEF_717;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_718;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_719;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5
Anoniem_DEF_72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;4
Anoniem_DEF_720;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Anoniem_DEF_721;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_722;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_723;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Anoniem_DEF_724;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_725;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_726;;;;;7;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;7
Anoniem_DEF_727;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Anoniem_DEF_729;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1
Anoniem_DEF_73;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_730;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_731;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_732;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_733;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Anoniem_DEF_734;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_735;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_736;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_737;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_738;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_DEF_739;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_DEF_74;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Anoniem_DEF_740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2
Anoniem_DEF_741;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Anoniem_DEF_742;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_DEF_743;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_744;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1
Anoniem_DEF_745;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_746;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1
Anoniem_DEF_747;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_748;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_749;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1
Anoniem_DEF_750;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_751;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Anoniem_DEF_752;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_753;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2
Anoniem_DEF_754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1
Anoniem_DEF_755;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Anoniem_DEF_756;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_757;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1
Anoniem_DEF_758;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_759;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Anoniem_DEF_76;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_760;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_761;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Anoniem_DEF_762;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_763;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_764;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_765;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_766;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Anoniem_DEF_767;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_768;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_769;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Anoniem_DEF_77;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_770;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_771;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_772;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_773;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_774;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
Anoniem_DEF_775;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_776;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_DEF_777;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_778;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_779;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Anoniem_DEF_78;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_780;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_DEF_781;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_782;;;;;;2;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;2
Anoniem_DEF_783;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_784;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_785;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Anoniem_DEF_786;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_787;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_788;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_DEF_79;;;;1;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Anoniem_DEF_790;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_791;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1
Anoniem_DEF_793;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_794;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_795;;;;;;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2
Anoniem_DEF_796;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_DEF_797;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Anoniem_DEF_798;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
