FID,klasse,gdb_geomattr_data,shape
heggen.278,Heg/Haag,,"LINESTRING (177311.10500000045 323313.3999999985, 177306.92300000042 323309.4849999994, 177302.01300000027 323304.6570000015, 177301.13800000027 323303.7250000015)"
heggen.279,Heg/Haag,,"LINESTRING (177546.61499999836 323314.6559999995, 177558.7509999983 323307.9149999991, 177574.9609999992 323299.55000000075, 177600.93200000003 323286.1479999982, 177620.38500000164 323276.8509999998, 177622.60300000012 323275.5080000013)"
heggen.280,Heg/Haag,,"LINESTRING (177095.15399999917 323330.59699999914, 177097.0610000007 323332.62000000104)"
heggen.281,Heg/Haag,,"LINESTRING (177091.88500000164 323332.9059999995, 177092.2899999991 323333.3779999986)"
heggen.282,Heg/Haag,,"LINESTRING (177400.52899999917 323337.30099999905, 177393.16800000146 323324.91899999976, 177377.2049999982 323297.90900000185, 177362.69399999827 323274.5219999999)"
heggen.283,Heg/Haag,,"LINESTRING (177057.51999999955 323357.1730000004, 177059.23000000045 323359.76099999994, 177065.2969999984 323368.6279999986)"
heggen.284,Heg/Haag,,"LINESTRING (177073.4910000004 323360.7289999984, 177065.2969999984 323368.6279999986)"
heggen.285,Heg/Haag,,"LINESTRING (177065.2969999984 323368.6279999986, 177060.3669999987 323373.381000001, 177059.86300000176 323373.8669999987, 177055.44700000063 323376.94200000167, 177055.29199999943 323377.10599999875, 177046.62799999863 323386.25, 177040.05600000173 323391.8269999996, 177034.29509999976 323397.18090000004)"
heggen.286,Heg/Haag,,"LINESTRING (177050.37000000104 323369.86400000006, 177047.02600000054 323364.58300000057)"
heggen.287,Heg/Haag,,"LINESTRING (177066.30900000036 323370.1429999992, 177075.5789999999 323361.2969999984)"
heggen.288,Heg/Haag,,"LINESTRING (177057.561999999 323378.48900000006, 177066.30900000036 323370.1429999992)"
heggen.289,Heg/Haag,,"LINESTRING (177221.87999999896 323380.51099999994, 177196.47800000012 323405.4200000018, 177178.3280000016 323423.33199999854, 177170.58700000122 323430.97199999914, 177150.37099999934 323451.2650000006, 177147.36800000072 323454.23000000045, 177130.23600000143 323471.13899999857, 177109.9910000004 323491.23800000176, 177093.3049999997 323507.9670000002, 177090.40900000185 323509.9919999987, 177088.05700000003 323508.6620000005, 177083.95899999887 323504.61300000176, 177067.0249999985 323489.9389999993, 177059.28599999845 323483.1570000015)"
heggen.290,Heg/Haag,,"LINESTRING (176899.2762000002 323386.30530000106, 176898.6400000006 323386.5450000018, 176895.39299999923 323386.6730000004, 176891.99300000072 323386.5320000015, 176888.87000000104 323385.72199999914, 176887.12000000104 323384.97399999946, 176887.11499999836 323384.9699999988)"
heggen.291,Heg/Haag,,"LINESTRING (176821.52699999884 323387.1090000011, 176822.561999999 323395.95699999854, 176824.92799999937 323395.44099999964, 176831.30600000173 323393.2740000002, 176836.15700000152 323391.23699999973)"
heggen.292,Heg/Haag,,"LINESTRING (176872.0460000001 323391.96400000155, 176880.90799999982 323388.2289999984, 176881.686999999 323387.44999999925, 176881.83399999887 323387.3020000011, 176880.59800000116 323385.34800000116, 176880.41600000113 323385.12099999934, 176873.69700000063 323376.7259999998, 176864.82499999925 323365.6400000006, 176862.16099999845 323362.3110000007, 176861.92700000107 323362.43499999866, 176857.39400000125 323364.83999999985, 176856.9140000008 323365.0940000005, 176855.3062000014 323360.9763999991)"
heggen.293,Heg/Haag,,"LINESTRING (177440.4699999988 323394.30900000036, 177434.60200000182 323391.2019999996, 177415.44299999997 323378.71599999815, 177410.68299999833 323375.18400000036, 177409.0639999993 323373.9829999991, 177404.28400000185 323371.06599999964, 177397.76399999857 323374.5729999989, 177372.3669999987 323394.0210000016, 177354.67599999905 323406.6000000015, 177347.49300000072 323410.59899999946, 177344.42300000042 323412.6180000007)"
heggen.294,Heg/Haag,,"LINESTRING (176834.28200000152 323394.3200000003, 176824.97700000182 323397.3830000013, 176824.05299999937 323399.75, 176824.0540000014 323401.0870000012, 176823.23200000077 323401.4990000017, 176825.37999999896 323418.3139999993, 176825.61100000143 323420.1169999987, 176827.2100000009 323429.6070000008, 176830.1860000007 323429.9200000018, 176843.6649999991 323424.92500000075, 176844.1000000015 323424.76399999857)"
heggen.295,Heg/Haag,,"LINESTRING (177086.8209999986 323394.98999999836, 177066.30900000036 323370.1429999992)"
heggen.296,Heg/Haag,,"LINESTRING (176855.51469999924 323403.66970000044, 176865.11499999836 323399.38800000027, 176883.79199999943 323391.3139999993)"
heggen.297,Heg/Haag,,"LINESTRING (176977.74700000137 323420.73800000176, 176991.0549999997 323430.4450000003)"
heggen.298,Heg/Haag,,"LINESTRING (176901.8509999998 323423.5300000012, 176905.74700000137 323406.98600000143, 176906.9990000017 323403.9840000011)"
heggen.299,Heg/Haag,,"LINESTRING (176844.1000000015 323424.76399999857, 176839.0300000012 323410.4070000015)"
heggen.300,Heg/Haag,,"LINESTRING (176844.1000000015 323424.76399999857, 176845.55600000173 323424.22399999946)"
heggen.301,Heg/Haag,,"LINESTRING (176849.8440000005 323428.91600000113, 176847.25 323429.8299999982, 176846.0390000008 323430.256000001, 176845.99399999902 323430.12900000066, 176844.1000000015 323424.76399999857)"
heggen.302,Heg/Haag,,"LINESTRING (178008.10500000045 323435.94299999997, 178005.12099999934 323438.24599999934, 178003.48800000176 323439.5080000013, 178001.08399999887 323442.58999999985)"
heggen.303,Heg/Haag,,"LINESTRING (176996.70600000024 323436.73999999836, 176982.27899999917 323426.3229999989, 176976.186999999 323422.31500000134)"
heggen.304,Heg/Haag,,"LINESTRING (176963.00499999896 323439.21510000154, 176962.73000000045 323439.76099999994, 176962.59950000048 323439.7441000007)"
heggen.305,Heg/Haag,,"LINESTRING (176960.3200000003 323439.44900000095, 176960.16000000015 323439.4279999994, 176959.5610000007 323439.0210000016)"
heggen.306,Heg/Haag,,"LINESTRING (176901.6090000011 323448.27600000054, 176921.33799999952 323465.22100000083)"
heggen.307,Heg/Haag,,"LINESTRING (177987.60300000012 323450.59699999914, 177985.8209999986 323451.8229999989, 177972.21299999952 323461.18400000036, 177932.91600000113 323488.8350000009, 177933.12299999967 323491.1970000006, 177941.14200000092 323506.59099999815, 177946.18100000173 323517.881000001, 177959.1889999993 323543.625, 177973.43299999833 323570.3990000002, 177990.40300000086 323606.4310000017)"
heggen.308,Heg/Haag,,"LINESTRING (176883.35130000114 323460.99870000035, 176885.79399999976 323467.30900000036, 176891.34899999946 323479.13699999824)"
heggen.309,Heg/Haag,,"LINESTRING (178036.58700000122 323467.6620000005, 178027.85799999908 323457.5879999995, 178013.41000000015 323440.7010000013)"
heggen.310,Heg/Haag,,"LINESTRING (176985.05700000003 323472.98800000176, 176982.188000001 323477.3960000016)"
heggen.311,Heg/Haag,,"LINESTRING (176898.59099999815 323473.12590000033, 176897.01099999994 323470.131000001, 176894.9200000018 323461.14499999955, 176893.7419999987 323453.19999999925, 176896.8590000011 323440.04199999943)"
heggen.312,Heg/Haag,,"LINESTRING (176947.6959999986 323533.80900000036, 176944.69399999827 323531.3570000008, 176930.87799999863 323513.7879999988, 176916.02100000158 323495.8299999982, 176908.7809999995 323487.98099999875)"
heggen.313,Heg/Haag,,"LINESTRING (176959.27899999917 323607.0799999982, 176949.0080000013 323594.7659999989)"
heggen.314,Heg/Haag,,"LINESTRING (177017.7049999982 323626.1559999995, 177008.08900000155 323609.77800000086, 177005.92399999872 323606.1460000016)"
heggen.315,Heg/Haag,,"LINESTRING (179672.5789999999 325893.0300000012, 179654.02299999818 325902.618999999, 179620.42599999905 325920.9479999989, 179600.04300000146 325932.1099999994, 179591.57299999893 325937.01000000164)"
heggen.316,Heg/Haag,,"LINESTRING (179598.58999999985 325956.52600000054, 179616.96599999815 325988.8500000015, 179621.61400000006 325997.31599999964)"
heggen.317,Heg/Haag,,"LINESTRING (179103.66200000048 326004.2989999987, 179112.26999999955 326028.77899999917, 179122.7250000015 326057.3280000016, 179127.30700000003 326071.45699999854)"
heggen.318,Heg/Haag,,"LINESTRING (179632.28700000048 326017.1790000014, 179635.94900000095 326023.1970000006)"
heggen.319,Heg/Haag,,"LINESTRING (179636.1259999983 326021.99599999934, 179635.94900000095 326023.1970000006)"
heggen.320,Heg/Haag,,"LINESTRING (179635.94900000095 326023.1970000006, 179635.97199999914 326023.23600000143, 179658.9910000004 326030.44000000134)"
heggen.321,Heg/Haag,,"LINESTRING (179633.87790000066 326037.1875, 179633.74599999934 326038.08300000057, 179631.15199999884 326054.0940000005, 179629.69099999964 326062.40300000086)"
heggen.322,Heg/Haag,,"LINESTRING (179734.0799999982 326042.6090000011, 179738.7749999985 326043.2010000013, 179745.33300000057 326044.02800000086, 179748.62299999967 326044.44299999997)"
heggen.323,Heg/Haag,,"LINESTRING (179761.98600000143 326044.80700000003, 179759.58900000155 326044.87999999896, 179759.62700000033 326044.3500000015, 179760.19700000063 326036.37900000066, 179762.39699999988 326033.5069999993, 179771.89600000158 326031.4829999991, 179777.17799999937 326031.2250000015, 179781.48299999908 326043.5799999982)"
heggen.324,Heg/Haag,,"LINESTRING (179718.62700000033 326049.9750000015, 179718.72700000182 326050.0080000013, 179724.49399999902 326051.17500000075)"
heggen.325,Heg/Haag,,"LINESTRING (179175.07699999958 326075.3449999988, 179176.4609999992 326077.63699999824, 179185.55600000173 326092.70699999854, 179179.19900000095 326096.18299999833, 179177.9750000015 326097.42599999905, 179174.96799999848 326099.11199999973)"
heggen.326,Heg/Haag,,"LINESTRING (179843.72100000083 326102.3060000017, 179851.2899999991 326113.62099999934)"
heggen.327,Heg/Haag,,"LINESTRING (179844.53130000085 326102.7435999997, 179851.2899999991 326113.62099999934)"
heggen.328,Heg/Haag,,"LINESTRING (179618.37200000137 326104.6550000012, 179600.26399999857 326108.33300000057, 179598.83300000057 326108.6240000017)"
heggen.329,Heg/Haag,,"LINESTRING (179239.63199999928 326108.52699999884, 179225.26799999923 326112.68200000003, 179203.5159999989 326119.42500000075, 179192.5780000016 326122.63699999824)"
heggen.330,Heg/Haag,,"LINESTRING (179598.83300000057 326108.6240000017, 179600.49300000072 326120.44099999964)"
heggen.331,Heg/Haag,,"LINESTRING (179665.88610000163 326113.3958999999, 179673.30900000036 326112.5390000008, 179675.1950000003 326112.3500000015)"
heggen.332,Heg/Haag,,"LINESTRING (179851.2899999991 326113.62099999934, 179851.85500000045 326114.5300000012, 179860.80099999905 326128.2120000012)"
heggen.333,Heg/Haag,,"LINESTRING (179851.2899999991 326113.62099999934, 179852.8500000015 326115.9530000016, 179860.80099999905 326128.2120000012)"
heggen.334,Heg/Haag,,"LINESTRING (179600.49300000072 326120.44099999964, 179608.9919999987 326119.3350000009, 179614.84299999848 326118.6479999982, 179617.5700000003 326117.8839999996, 179618.71599999815 326116.4539999999, 179619.26399999857 326113.9679999985, 179619.54300000146 326107.6550000012)"
heggen.335,Heg/Haag,,"LINESTRING (179600.49300000072 326120.44099999964, 179599.61899999902 326120.5229999982, 179589.72899999842 326121.4470000006, 179589.2890000008 326121.48800000176, 179571.39299999923 326123.686999999, 179570.2580000013 326123.7899999991, 179563.5700000003 326124.3960000016, 179556.50600000098 326125.40399999917, 179553.58300000057 326125.26000000164, 179551.7890000008 326124.51900000125, 179550.563000001 326123.3729999997, 179549.69099999964 326121.95699999854, 179549.37999999896 326117.6279999986, 179555.4699999988 326116.52699999884, 179569.2800000012 326114.17500000075, 179574.0159999989 326113.368999999, 179587.3999999985 326110.4290000014, 179587.66800000146 326110.3839999996, 179597.94700000063 326108.6220000014, 179598.0390000008 326108.60599999875, 179598.83300000057 326108.6240000017)"
heggen.336,Heg/Haag,,"LINESTRING (179860.80099999905 326128.2120000012, 179867.93100000173 326139.20600000024, 179869.69350000098 326141.81439999864)"
heggen.337,Heg/Haag,,"LINESTRING (179860.80099999905 326128.2120000012, 179869.69350000098 326141.81439999864)"
heggen.338,Heg/Haag,,"LINESTRING (179259.67700000107 326134.36199999973, 179278.38100000098 326128.0859999992, 179271.43400000036 326112.7969999984, 179270.02699999884 326109.69999999925, 179269.11499999836 326107.9930000007)"
heggen.339,Heg/Haag,,"LINESTRING (179327 326139.26000000164, 179349.061999999 326133.7950000018)"
heggen.340,Heg/Haag,,"LINESTRING (179869.69350000098 326141.81439999864, 179869.8660000004 326142.0709999986)"
heggen.341,Heg/Haag,,"LINESTRING (179869.8660000004 326142.0709999986, 179881.27299999818 326159.1339999996)"
heggen.342,Heg/Haag,,"LINESTRING (179869.8660000004 326142.0709999986, 179880.85700000077 326158.3429999985, 179881.27299999818 326159.1339999996)"
heggen.343,Heg/Haag,,"LINESTRING (179243.15700000152 326144.9849999994, 179251.13800000027 326163.16800000146)"
heggen.344,Heg/Haag,,"LINESTRING (179881.27299999818 326159.1339999996, 179885.5300000012 326167.23600000143, 179885.24500000104 326166.60500000045, 179882.25499999896 326160.6039999984, 179881.27299999818 326159.1339999996)"
heggen.345,Heg/Haag,,"LINESTRING (179886.7950000018 326171.6950000003, 179886.60599999875 326172.9200000018)"
heggen.346,Heg/Haag,,"LINESTRING (179886.7950000018 326171.6950000003, 179886.8449999988 326171.88699999824, 179886.65399999917 326172.98000000045)"
heggen.347,Heg/Haag,,"LINESTRING (179886.7950000018 326171.6950000003, 179885.78599999845 326167.8040000014, 179886.3200000003 326168.9840000011, 179886.8759999983 326171.1770000011, 179886.7950000018 326171.6950000003)"
heggen.348,Heg/Haag,,"LINESTRING (179299.7410000004 326172.3379999995, 179288.81700000167 326152.0850000009, 179284.82699999958 326153.59099999815)"
heggen.349,Heg/Haag,,"LINESTRING (179229.2179000005 326173.56760000065, 179239.8299999982 326169.256000001)"
heggen.350,Heg/Haag,,"LINESTRING (179307.16490000114 326185.29879999906, 179300.29100000113 326173.3570000008, 179299.7410000004 326172.3379999995)"
heggen.351,Heg/Haag,,"LINESTRING (179251.1330000013 326190.73099999875, 179239.0469999984 326174.05700000003, 179238.50699999928 326174.2969999984, 179232.0799999982 326177.1499999985)"
heggen.352,Heg/Haag,,"LINESTRING (179247.85500000045 326196.89499999955, 179250.3280000016 326195.7030000016, 179253.5940000005 326194.1090000011, 179259.58900000155 326191.18499999866, 179276.33100000024 326183.0159999989, 179299.7410000004 326172.3379999995)"
heggen.353,Heg/Haag,,"LINESTRING (179894.01099999994 326217.11400000006, 179893.6490000002 326231.81599999964, 179893.70199999958 326262.61100000143)"
heggen.354,Heg/Haag,,"LINESTRING (179795.32349999994 326229.6719000004, 179792.10200000182 326229.186999999, 179791.7049999982 326220.06599999964, 179789.35200000182 326193.99500000104, 179789.66299999878 326197.3770000003, 179790.76099999994 326208.11199999973, 179791.55900000036 326218.1490000002, 179792.47800000012 326229.05000000075, 179795.43100000173 326229.38599999994, 179795.48059999943 326229.42170000076)"
heggen.355,Heg/Haag,,"LINESTRING (179796.36719999835 326241.16479999945, 179796.12999999896 326241.45800000057, 179793.66299999878 326243.44200000167, 179793.65399999917 326243.31700000167, 179796.19110000134 326240.98900000006)"
heggen.356,Heg/Haag,,"LINESTRING (179893.84099999815 326260.5729999989, 179894.06500000134 326217.75400000066)"
heggen.357,Heg/Haag,,"LINESTRING (179893.70199999958 326262.61100000143, 179902.11300000176 326261.5720000006)"
heggen.358,Heg/Haag,,"LINESTRING (179893.70199999958 326262.61100000143, 179893.7049999982 326264.42500000075)"
heggen.359,Heg/Haag,,"LINESTRING (179888.09299999848 326263.3029999994, 179892.57299999893 326262.75, 179893.70199999958 326262.61100000143)"
heggen.360,Heg/Haag,,"LINESTRING (179351.27100000158 326268.8280000016, 179354.4200000018 326276.88500000164, 179350.07600000128 326279.3260000013, 179341.75600000098 326283.30700000003)"
heggen.361,Heg/Haag,,"LINESTRING (179336.29610000178 326273.3060000017, 179344.9549999982 326270.0379999988)"
heggen.362,Heg/Haag,,"LINESTRING (179796.05799999833 326274.27899999917, 179793.73299999908 326244.34099999815, 179794.6719999984 326250.29300000146, 179795.38100000098 326264.1429999992, 179796.0789999999 326274.55900000036)"
heggen.363,Heg/Haag,,"LINESTRING (179369.32299999893 326311.43200000003, 179373.6939000003 326319.8979000002)"
heggen.364,Heg/Haag,,"LINESTRING (179254.22100000083 326330.6319999993, 179263.31899999827 326326.4780000001)"
heggen.365,Heg/Haag,,"LINESTRING (179380.5549999997 326331.90300000086, 179380.64499999955 326332.06599999964, 179385.96200000122 326341.65300000086)"
heggen.366,Heg/Haag,,"LINESTRING (179280.86199999973 326340.0150000006, 179280.51799999923 326340.2650000006, 179285.18499999866 326346.5450000018, 179285.87200000137 326347.4690000005)"
heggen.367,Heg/Haag,,"LINESTRING (179385.96200000122 326341.65300000086, 179389.4549999982 326347.9519999996, 179391.90700000152 326352.375, 179397.50600000098 326362.9930000007)"
heggen.368,Heg/Haag,,"LINESTRING (179385.21539999917 326341.9428000003, 179385.96200000122 326341.65300000086)"
heggen.369,Heg/Haag,,"LINESTRING (179260.64539999887 326358.1226999983, 179268.8209999986 326352.90300000086, 179272.72700000182 326359.6330000013)"
heggen.370,Heg/Haag,,"LINESTRING (179399.2490000017 326361.97199999914, 179383.00600000098 326331.8669999987, 179383.71299999952 326331.0029999986, 179397.80799999833 326325.71499999985, 179397.85799999908 326325.6959999986, 179409.55700000003 326320.3260000013, 179410.80999999866 326319.7199999988, 179424.4299999997 326313.13500000164, 179436.33799999952 326307.5920000002, 179442.24700000137 326319.56799999997, 179442.313000001 326319.69999999925, 179450.33700000122 326335.8590000011, 179452.02180000022 326339.55860000104)"
heggen.371,Heg/Haag,,"LINESTRING (179253.05200000107 326367.2569999993, 179251.15100000054 326364.18499999866, 179257.26700000092 326360.2800000012)"
heggen.372,Heg/Haag,,"LINESTRING (179384.34200000018 326387.8060000017, 179397.8830000013 326380.118999999)"
heggen.373,Heg/Haag,,"LINESTRING (179279.36400000006 326395.98699999973, 179283.1959999986 326402.9629999995, 179278.60799999908 326405.82400000095)"
heggen.374,Heg/Haag,,"LINESTRING (179413.9849999994 326400.9050000012, 179416.9140000008 326399.4670000002, 179417.32400000095 326398.66099999845, 179409.55000000075 326385.52800000086)"
heggen.375,Heg/Haag,,"LINESTRING (179375.68820000067 326419.6999000013, 179381.313000001 326416.94000000134, 179408.97199999914 326403.36499999836, 179413.2049999982 326401.2870000005)"
heggen.376,Heg/Haag,,"LINESTRING (179655.9849999994 326481.8200000003, 179662.1790000014 326487.19200000167)"
heggen.377,Heg/Haag,,"LINESTRING (179806.09699999914 326487.7529999986, 179808.3669999987 326492.80700000003, 179813.7419999987 326490.9600000009)"
heggen.378,Heg/Haag,,"LINESTRING (179537.2036000006 326506.8526000008, 179542.53500000015 326503.5460000001)"
heggen.379,Heg/Haag,,"LINESTRING (179442.38599999994 326511.4050000012, 179453.85200000182 326503.22399999946)"
heggen.380,Heg/Haag,,"LINESTRING (179470.47399999946 326519.83999999985, 179462.79100000113 326507.7190000005)"
heggen.381,Heg/Haag,,"LINESTRING (179560.86800000072 326526.1499999985, 179565.4840000011 326532.48600000143, 179570.96200000122 326540.006000001)"
heggen.382,Heg/Haag,,"LINESTRING (179812.7899999991 326529.2259999998, 179814.73299999908 326529.7479999997, 179815.15199999884 326530.5780000016, 179815.69799999893 326531.66000000015, 179819.53090000153 326539.05689999834)"
heggen.383,Heg/Haag,,"LINESTRING (179814.73800000176 326536.4059999995, 179813.12099999934 326531.4389999993)"
heggen.384,Heg/Haag,,"LINESTRING (179648.49300000072 326552.8500000015, 179648.01000000164 326543.8062000014)"
heggen.385,Heg/Haag,,"LINESTRING (179672.22300000116 326554.0249999985, 179678.5300000012 326579.02899999917, 179687.36800000072 326614.6799999997, 179675.41120000184 326608.8451000005)"
heggen.386,Heg/Haag,,"LINESTRING (179646.97899999842 326557.5029999986, 179646.23099999875 326543.3315999992)"
heggen.387,Heg/Haag,,"LINESTRING (179564.0460000001 326558.8759999983, 179557.3509999998 326552.6330000013, 179557.22899999842 326552.47850000113)"
heggen.388,Heg/Haag,,"LINESTRING (179503.45199999958 326575.97300000116, 179494.4459999986 326575.37900000066)"
heggen.389,Heg/Haag,,"LINESTRING (179527.57699999958 326577.96400000155, 179528.1490000002 326578.0210000016, 179550.35200000182 326580.2250000015, 179550.625 326580.2520000003, 179544.49599999934 326567.7039999999)"
heggen.390,Heg/Haag,,"LINESTRING (179716.14799999818 326578.9690000005, 179713.7340000011 326569.9279999994, 179712.4200000018 326563.561999999, 179711.9059999995 326556.8779999986, 179711.83900000155 326550.43200000003, 179712.45600000024 326532.7809999995)"
heggen.391,Heg/Haag,,"LINESTRING (179607.58700000122 326586.87900000066, 179588.8299999982 326584.4849999994, 179584.62299999967 326583.8020000011, 179583.68400000036 326582.9140000008, 179589.20699999854 326575.71400000155)"
heggen.392,Heg/Haag,,"LINESTRING (179627.31159999967 326589.8231999986, 179634.97199999914 326591.7580000013)"
heggen.393,Heg/Haag,,"LINESTRING (179855.7281000018 326603.68989999965, 179859.2049999982 326599.25, 179864.9910000004 326592.81799999997, 179865.92859999835 326591.77650000155)"
heggen.394,Heg/Haag,,"LINESTRING (179819.84809999913 326615.33309999853, 179824.73299999908 326618.0450000018, 179830.20800000057 326619.25400000066, 179835.13899999857 326617.6970000006, 179846.4050000012 326609.9470000006, 179847.05099999905 326587.7490000017)"
heggen.395,Heg/Haag,,"LINESTRING (179499.42500000075 326624.0450000018, 179507.96499999985 326636.4770000018)"
heggen.396,Heg/Haag,,"LINESTRING (179467.0610000007 326638.3590000011, 179476.84699999914 326651.6790000014)"
heggen.397,Heg/Haag,,"LINESTRING (179791.76199999824 326643.0489999987, 179787.10500000045 326644.9759999998, 179775.63800000027 326648.23800000176, 179763.74799999967 326653.2969999984)"
heggen.398,Heg/Haag,,"LINESTRING (179500.5399999991 326680.3579999991, 179498.7950000018 326678.36100000143, 179488.66800000146 326666.7740000002, 179490.71700000018 326664.1790000014)"
heggen.399,Heg/Haag,,"LINESTRING (179923.70600000024 326699.15300000086, 179909.20199999958 326703.1420000009, 179890.52199999988 326707.4210000001, 179872.37000000104 326711.8029999994, 179861.4497999996 326714.40879999846)"
heggen.400,Heg/Haag,,"LINESTRING (179530.0780000016 326707.2650000006, 179515.64699999988 326695.6710000001)"
heggen.401,Heg/Haag,,"LINESTRING (179743.75400000066 326721.7270000018, 179743.6259999983 326722.9120000005, 179742.41200000048 326723.9690000005, 179737.8289999999 326725.23800000176, 179737.18499999866 326723.2430000007)"
heggen.402,Heg/Haag,,"LINESTRING (179758.688000001 326723.28500000015, 179772.9389999993 326719.1939999983)"
heggen.403,Heg/Haag,,"LINESTRING (179790.01300000027 326737.7010000013, 179826.0789999999 326724.97100000083)"
heggen.404,Heg/Haag,,"LINESTRING (179839.99300000072 326738.19999999925, 179828.12200000137 326744.2479999997, 179834.2049999982 326756.0029999986, 179804.09099999815 326768.4780000001, 179784.52199999988 326776.49599999934, 179761.8999999985 326786.22199999914)"
heggen.405,Heg/Haag,,"LINESTRING (179746.16200000048 326750.2410000004, 179743.48800000176 326745.42599999905, 179743.29399999976 326745.0780000016, 179743.77299999818 326743.8929999992)"
heggen.406,Heg/Haag,,"LINESTRING (179719.8209999986 326796.86400000006, 179718.05900000036 326790.0760000013)"
heggen.407,Heg/Haag,,"LINESTRING (179881.49599999934 326836.4239999987, 179881.5780000016 326836.5020000003, 179900.3839999996 326854.60500000045)"
heggen.408,Heg/Haag,,"LINESTRING (179573.9560999982 329890.15100000054, 179602.4910000004 329883.73099999875, 179603.85399999842 329883.74500000104)"
heggen.409,Heg/Haag,,"LINESTRING (179607.53500000015 329895.75499999896, 179605.36499999836 329885.8350000009)"
heggen.410,Heg/Haag,,"LINESTRING (179518.03200000152 329906.2479999997, 179515.51900000125 329906.57499999925, 179504.4530000016 329909.7710000016, 179496.07499999925 329912.0489999987, 179495.51799999923 329912.2030000016, 179445.70199999958 329925.9360000007, 179429.10799999908 329930.6490000002, 179428.60599999875 329933.48099999875, 179431.5549999997 329947.63800000027, 179436.9990000017 329979.8049999997, 179441.78400000185 330004.7679999992, 179449.76799999923 330045.75400000066, 179459.50600000098 330102.4290000014)"
heggen.411,Heg/Haag,,"LINESTRING (179520.87700000033 329992.5610000007, 179519.9290000014 329994.6220000014, 179519.83199999854 329994.83300000057, 179526.9059999995 330034.4600000009)"
heggen.412,Heg/Haag,,"LINESTRING (179780.6640000008 330046.6070000008, 179773.73099999875 330043.16699999943, 179763.8359999992 330034.23699999973, 179752.22700000182 330022.6180000007, 179744.30000000075 330014.2890000008, 179740.84200000018 330011.8139999993, 179733.58399999887 330006.1629999988, 179717.41899999976 329997.0520000011, 179702.4050000012 329988.9979999997, 179690.97199999914 329982.72399999946, 179683.11499999836 329978.80999999866)"
heggen.413,Heg/Haag,,"LINESTRING (179813.47199999914 330086.9439999983, 179800.03200000152 330071.1229999997, 179794.561999999 330064.9549999982)"
heggen.414,Heg/Haag,,"LINESTRING (179459.50600000098 330102.4290000014, 179459.82600000128 330104.29300000146, 179439.50299999863 330102.76199999824)"
heggen.415,Heg/Haag,,"LINESTRING (179459.50600000098 330102.4290000014, 179500.2039999999 330107.0850000009)"
heggen.416,Heg/Haag,,"LINESTRING (179540.51999999955 330110.16899999976, 179538.7580000013 330100.99500000104)"
heggen.417,Heg/Haag,,"LINESTRING (179830.83900000155 330112.23699999973, 179837.80000000075 330120.1490000002)"
heggen.418,Heg/Haag,,"LINESTRING (179586.8999999985 330125.8449999988, 179594.20100000128 330125.4279999994)"
heggen.419,Heg/Haag,,"LINESTRING (179382.33199999854 330137.0949999988, 179381.811999999 330138.5309999995, 179379.8999999985 330143.81799999997, 179378.02600000054 330149, 179370.62900000066 330170.8819999993, 179373.13100000098 330174.4930000007, 179390.26700000092 330178.4050000012, 179416.34299999848 330184.3509999998, 179455.28599999845 330193.19999999925, 179488.6719999984 330200.41800000146, 179517.5859999992 330206.6939999983, 179521.46299999952 330207.33199999854)"
heggen.420,Heg/Haag,,"LINESTRING (179860.92599999905 330147.1620000005, 179858.62299999967 330149.7410000004)"
heggen.421,Heg/Haag,,"LINESTRING (179858.62299999967 330149.7410000004, 179850.87900000066 330158.4149999991, 179838.41099999845 330171.98999999836, 179837.4759999998 330173.0080000013)"
heggen.422,Heg/Haag,,"LINESTRING (179572.3830000013 330158.0069999993, 179570.04300000146 330159.26999999955, 179530.3852000013 330166.18189999834)"
heggen.423,Heg/Haag,,"LINESTRING (179806.75809999928 330171.0689000003, 179813.1490000002 330163.756000001)"
heggen.424,Heg/Haag,,"LINESTRING (179837.4759999998 330173.0080000013, 179823.92300000042 330187.5940000005, 179823.59699999914 330188.2589999996, 179823.32429999858 330188.817400001)"
heggen.425,Heg/Haag,,"LINESTRING (179588.81700000167 330173.8969999999, 179595.57400000095 330172.80900000036, 179599.81599999964 330172.1259999983, 179602.811999999 330171.69999999925)"
heggen.426,Heg/Haag,,"LINESTRING (179575.813000001 330176.2719999999, 179566.14200000092 330177.6730000004, 179560.47300000116 330178.8830000013)"
heggen.427,Heg/Haag,,"LINESTRING (179843.5850000009 330178.9759999998, 179837.4759999998 330173.0080000013)"
heggen.428,Heg/Haag,,"LINESTRING (179843.5850000009 330178.9759999998, 179845.69299999997 330176.8110000007, 179859.37299999967 330162.0769999996, 179866.93200000003 330153.1959999986, 179863.98900000006 330150.3229999989, 179861.18499999866 330146.6270000003, 179858.62299999967 330149.7410000004)"
heggen.429,Heg/Haag,,"LINESTRING (179837.2250000015 330180.1400000006, 179840.08300000057 330182.5729999989)"
heggen.430,Heg/Haag,,"LINESTRING (179840.08300000057 330182.5729999989, 179840.26999999955 330182.381000001, 179840.32699999958 330182.3220000006, 179843.5850000009 330178.9759999998)"
heggen.431,Heg/Haag,,"LINESTRING (179832.22899999842 330190.6400000006, 179832.6409999989 330190.2170000002, 179840.08300000057 330182.5729999989)"
heggen.432,Heg/Haag,,"LINESTRING (179605.5150000006 330192.4439999983, 179602.80700000003 330183.95800000057, 179604.34800000116 330183.48900000006)"
