FID,materiaal,categorie,type,aanlegjaar,geometrie
O10002_Rioolkaart_put_OD.217,beton/gietijzer,kolk,Straatkolk,2018,MULTIPOINT ((171910.831 508647.119))
O10002_Rioolkaart_put_OD.218,PVC/gietijzer,kolk,Straatkolk,onbekend,MULTIPOINT ((172746.699 508481.76))
O10002_Rioolkaart_put_OD.219,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172616.644 508457.886))
O10002_Rioolkaart_put_OD.220,PVC/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172498.992 508563.928))
O10002_Rioolkaart_put_OD.221,PVC/gietijzer,kolk,Trottoirkolk,1995,MULTIPOINT ((172554.005 508517.712))
O10002_Rioolkaart_put_OD.222,PVC/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172578.291 508528.456))
O10002_Rioolkaart_put_OD.223,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172164.202 508338.943))
O10002_Rioolkaart_put_OD.224,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172190.147 508329.142))
O10002_Rioolkaart_put_OD.225,PVC/gietijzer,kolk,Trottoirkolk,1995,MULTIPOINT ((172106.85 508378.652))
O10002_Rioolkaart_put_OD.226,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171883.346 508640.962))
O10002_Rioolkaart_put_OD.227,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171873.451 508655.184))
O10002_Rioolkaart_put_OD.228,beton/gietijzer,kolk,Trottoirkolk,2017,MULTIPOINT ((171831.31 508722.618))
O10002_Rioolkaart_put_OD.229,PVC/gietijzer,kolk,Straatkolk,2007,MULTIPOINT ((171803.066 508767.694))
O10002_Rioolkaart_put_OD.230,beton/gietijzer,kolk,Straatkolk,onbekend,MULTIPOINT ((171765.843 508826.373))
O10002_Rioolkaart_put_OD.231,PVC/gietijzer,kolk,Straatkolk,2007,MULTIPOINT ((171778.566 508816.613))
O10002_Rioolkaart_put_OD.232,PVC/gietijzer,kolk,Straatkolk,2007,MULTIPOINT ((171787.994 508801.806))
O10002_Rioolkaart_put_OD.233,PVC/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((171874.903 508810.033))
O10002_Rioolkaart_put_OD.234,PVC/gietijzer,kolk,Trottoirkolk,2005,MULTIPOINT ((172177.443 509369.639))
O10002_Rioolkaart_put_OD.235,PVC/gietijzer,kolk,Trottoirkolk,2005,MULTIPOINT ((172161.075 509380.192))
O10002_Rioolkaart_put_OD.236,PVC/gietijzer,kolk,Trottoirkolk,2005,MULTIPOINT ((172146.774 509389.414))
O10002_Rioolkaart_put_OD.237,beton/gietijzer,kolk,Trottoirkolk,2005,MULTIPOINT ((172086.651 509338.091))
O10002_Rioolkaart_put_OD.238,PVC/gietijzer,kolk,Straatkolk,2005,MULTIPOINT ((172208.206 509282.575))
O10002_Rioolkaart_put_OD.239,PVC/gietijzer,kolk,Straatkolk,1994,MULTIPOINT ((172076.513 509247.503))
O10002_Rioolkaart_put_OD.240,PVC/gietijzer,kolk,Trottoirkolk,1994,MULTIPOINT ((172062.64 509262.57))
O10002_Rioolkaart_put_OD.241,PVC/gietijzer,kolk,Trottoirkolk,1994,MULTIPOINT ((172129.055 509219.652))
O10002_Rioolkaart_put_OD.242,PVC/gietijzer,kolk,Trottoirkolk,1994,MULTIPOINT ((172400.859 509010.179))
O10002_Rioolkaart_put_OD.243,PVC/gietijzer,kolk,Trottoirkolk,1994,MULTIPOINT ((172388.793 509029.003))
O10002_Rioolkaart_put_OD.244,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172105.926 508400.24))
O10002_Rioolkaart_put_OD.245,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172113.573 508419.813))
O10002_Rioolkaart_put_OD.246,PVC/gietijzer,kolk,Straatkolk,onbekend,MULTIPOINT ((172082.32 508382.002))
O10002_Rioolkaart_put_OD.247,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172097.385 508346.691))
O10002_Rioolkaart_put_OD.248,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172064.298 508325.249))
O10002_Rioolkaart_put_OD.249,beton/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172145.88 508311.881))
O10002_Rioolkaart_put_OD.250,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172137.185 508276.196))
O10002_Rioolkaart_put_OD.251,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172159.767 508247.551))
O10002_Rioolkaart_put_OD.252,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172117.023 508325.211))
O10002_Rioolkaart_put_OD.253,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172125.053 508275.714))
O10002_Rioolkaart_put_OD.254,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172120.841 508274.632))
O10002_Rioolkaart_put_OD.255,PVC/gietijzer,kolk,Straatkolk,1994,MULTIPOINT ((172361.636 508939.185))
O10002_Rioolkaart_put_OD.256,PVC/gietijzer,kolk,Straatkolk,1994,MULTIPOINT ((172058.94 509258.546))
O10002_Rioolkaart_put_OD.257,PVC/gietijzer,kolk,Straatkolk,1976,MULTIPOINT ((172014.793 509395.27))
O10002_Rioolkaart_put_OD.258,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172198.033 508423.902))
O10002_Rioolkaart_put_OD.259,PVC/gietijzer,kolk,Straatkolk,1977,MULTIPOINT ((172339.494 508709.846))
O10002_Rioolkaart_put_OD.260,PVC/gietijzer,kolk,Straatkolk,1977,MULTIPOINT ((172558.08 508712.134))
O10002_Rioolkaart_put_OD.261,beton/gietijzer,kolk,Straatkolk,1990,MULTIPOINT ((172689.745 508754.728))
O10002_Rioolkaart_put_OD.262,beton/gietijzer,kolk,Straatkolk,1977,MULTIPOINT ((172732.494 508835.66))
O10002_Rioolkaart_put_OD.263,PVC/gietijzer,kolk,Trottoirkolk,1982,MULTIPOINT ((172547.155 509035.294))
O10002_Rioolkaart_put_OD.264,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172058.185 508917.173))
O10002_Rioolkaart_put_OD.265,beton/gietijzer,kolk,Trottoirkolk,2021,MULTIPOINT ((172348.94 508700.193))
O10002_Rioolkaart_put_OD.266,PVC/gietijzer,kolk,Trottoirkolk,1977,MULTIPOINT ((172442.439 508738.937))
O10002_Rioolkaart_put_OD.267,PVC/gietijzer,kolk,Trottoirkolk,1977,MULTIPOINT ((172456.129 508729.774))
O10002_Rioolkaart_put_OD.268,PVC/gietijzer,kolk,Trottoirkolk,1974,MULTIPOINT ((172474.398 508720.883))
O10002_Rioolkaart_put_OD.269,PVC/gietijzer,kolk,Trottoirkolk,1974,MULTIPOINT ((172469.268 508717.796))
O10002_Rioolkaart_put_OD.270,beton/gietijzer,kolk,Trottoirkolk,2020,MULTIPOINT ((172756.456 508833.425))
O10002_Rioolkaart_put_OD.271,beton/gietijzer,kolk,Trottoirkolk,2020,MULTIPOINT ((172722.931 508849.762))
O10002_Rioolkaart_put_OD.272,beton/gietijzer,kolk,Straatkolk,2016,MULTIPOINT ((172454.805 507980.732))
O10002_Rioolkaart_put_OD.273,PVC/gietijzer,kolk,Trottoirkolk,2007,MULTIPOINT ((171896.366 508911.891))
O10002_Rioolkaart_put_OD.274,PVC/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((171917.905 508759.932))
O10002_Rioolkaart_put_OD.275,PVC/gietijzer,kolk,Trottoirkolk,1995,MULTIPOINT ((172543.162 508502.041))
O10002_Rioolkaart_put_OD.276,beton/gietijzer,kolk,Trottoirkolk,2017,MULTIPOINT ((172614.427 508754.315))
O10002_Rioolkaart_put_OD.277,beton/gietijzer,kolk,Trottoirkolk,2020,MULTIPOINT ((172745.555 508827.138))
O10002_Rioolkaart_put_OD.278,beton/gietijzer,kolk,Straatkolk,onbekend,MULTIPOINT ((172132.076 509020.393))
O10002_Rioolkaart_put_OD.279,PVC/gietijzer,kolk,Straatkolk,2016,MULTIPOINT ((172509.486 507972.892))
O10002_Rioolkaart_put_OD.280,beton/gietijzer,kolk,Straatkolk,2016,MULTIPOINT ((172497.453 507951.978))
O10002_Rioolkaart_put_OD.281,beton/gietijzer,kolk,Trottoirkolk,2016,MULTIPOINT ((172443.481 507995.752))
O10002_Rioolkaart_put_OD.282,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176706.129 502739.35))
O10002_Rioolkaart_put_OD.283,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176631.299 502746.09))
O10002_Rioolkaart_put_OD.284,beton/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((176853.939 503050.58))
O10002_Rioolkaart_put_OD.285,beton/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((176865.229 503040.95))
O10002_Rioolkaart_put_OD.286,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176806.439 502951))
O10002_Rioolkaart_put_OD.287,beton/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((176800.229 503040.1))
O10002_Rioolkaart_put_OD.288,beton/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((176762.579 503088.4))
O10002_Rioolkaart_put_OD.289,beton/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((176724.679 503014.18))
O10002_Rioolkaart_put_OD.290,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176765.189 502986.54))
O10002_Rioolkaart_put_OD.291,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176736.609 502998.37))
O10002_Rioolkaart_put_OD.292,PVC/gietijzer,kolk,Trottoirkolk,1992,MULTIPOINT ((176739.349 502991.01))
O10002_Rioolkaart_put_OD.293,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176744.119 502974.29))
O10002_Rioolkaart_put_OD.294,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176875.519 502934.68))
O10002_Rioolkaart_put_OD.295,PVC/gietijzer,kolk,Trottoirkolk,1992,MULTIPOINT ((176877.509 502940.11))
O10002_Rioolkaart_put_OD.296,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176853.599 502829.76))
O10002_Rioolkaart_put_OD.297,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176877.359 502800.6))
O10002_Rioolkaart_put_OD.298,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176863.549 502810.67))
O10002_Rioolkaart_put_OD.299,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176722.969 502935.2))
O10002_Rioolkaart_put_OD.300,beton/gietijzer,kolk,Trottoirkolk,1980,MULTIPOINT ((176794.239 502837.69))
O10002_Rioolkaart_put_OD.301,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176743.589 502805.8))
O10002_Rioolkaart_put_OD.302,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176628.029 502846.61))
O10002_Rioolkaart_put_OD.303,beton/gietijzer,kolk,Trottoirkolk,1989,MULTIPOINT ((176604.279 502913.07))
O10002_Rioolkaart_put_OD.304,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176538.769 502876.77))
O10002_Rioolkaart_put_OD.305,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176534.779 502879.22))
O10002_Rioolkaart_put_OD.306,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176572.919 502771.83))
O10002_Rioolkaart_put_OD.307,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176506.879 502799.73))
O10002_Rioolkaart_put_OD.308,PVC/gietijzer,kolk,Trottoirkolk,1992,MULTIPOINT ((176777.347 502860.273))
O10002_Rioolkaart_put_OD.309,PVC/gietijzer,kolk,Trottoirkolk,1992,MULTIPOINT ((176769.19 502856.659))
O10002_Rioolkaart_put_OD.310,beton/gietijzer,kolk,Trottoirkolk,1980,MULTIPOINT ((176875.169 502660.47))
O10002_Rioolkaart_put_OD.311,beton/gietijzer,kolk,Trottoirkolk,1980,MULTIPOINT ((176860.079 502642.63))
O10002_Rioolkaart_put_OD.312,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176799.239 502712.04))
O10002_Rioolkaart_put_OD.313,beton/gietijzer,kolk,Trottoirkolk,1989,MULTIPOINT ((176585.409 502927.92))
O10002_Rioolkaart_put_OD.314,beton/gietijzer,kolk,Trottoirkolk,1989,MULTIPOINT ((176545.539 502937.4))
O10002_Rioolkaart_put_OD.315,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176593.909 502822.42))
O10002_Rioolkaart_put_OD.316,beton/gietijzer,kolk,Trottoirkolk,1966,MULTIPOINT ((172066.049 509083.636))
O10002_Rioolkaart_put_OD.317,beton/gietijzer,kolk,Trottoirkolk,1966,MULTIPOINT ((172074.878 509054.802))
O10002_Rioolkaart_put_OD.318,PVC/gietijzer,kolk,Straatkolk,1982,MULTIPOINT ((172696.909 508912.25))
O10002_Rioolkaart_put_OD.319,beton/gietijzer,kolk,Trottoirkolk,2020,MULTIPOINT ((172686.16 508869.759))
O10002_Rioolkaart_put_OD.320,beton/gietijzer,kolk,Straatkolk,1969,MULTIPOINT ((172600.812 508908.111))
O10002_Rioolkaart_put_OD.321,beton/gietijzer,kolk,Straatkolk,2018,MULTIPOINT ((172586.56 508816.145))
O10002_Rioolkaart_put_OD.322,beton/gietijzer,kolk,Trottoirkolk,2020,MULTIPOINT ((172609.53 508827.554))
O10002_Rioolkaart_put_OD.323,beton/gietijzer,kolk,Trottoirkolk,1975,MULTIPOINT ((172555.769 508950.684))
O10002_Rioolkaart_put_OD.324,beton/gietijzer,kolk,Straatkolk,1975,MULTIPOINT ((172568.691 508936.693))
O10002_Rioolkaart_put_OD.325,beton/gietijzer,kolk,Straatkolk,1975,MULTIPOINT ((172556.448 508944.92))
O10002_Rioolkaart_put_OD.326,beton/gietijzer,kolk,Trottoirkolk,1977,MULTIPOINT ((172578.145 508891.195))
O10002_Rioolkaart_put_OD.327,beton/gietijzer,kolk,Trottoirkolk,1977,MULTIPOINT ((172560.281 508895.89))
O10002_Rioolkaart_put_OD.328,PVC/gietijzer,kolk,Straatkolk,1977,MULTIPOINT ((172420.723 508847.125))
O10002_Rioolkaart_put_OD.329,beton/gietijzer,kolk,Trottoirkolk,1990,MULTIPOINT ((172705.857 508743.833))
O10002_Rioolkaart_put_OD.330,beton/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172727.611 508728.789))
O10002_Rioolkaart_put_OD.331,beton/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172746.158 508723.817))
O10002_Rioolkaart_put_OD.332,beton/gietijzer,kolk,Trottoirkolk,1990,MULTIPOINT ((172705.85 508736.292))
O10002_Rioolkaart_put_OD.333,beton/gietijzer,kolk,Straatkolk,1969,MULTIPOINT ((172647.569 508817.923))
O10002_Rioolkaart_put_OD.334,beton/gietijzer,kolk,Straatkolk,1969,MULTIPOINT ((172637.225 508802.525))
O10002_Rioolkaart_put_OD.335,beton/gietijzer,kolk,Straatkolk,1990,MULTIPOINT ((172659.582 508764.129))
O10002_Rioolkaart_put_OD.336,PVC/gietijzer,kolk,Straatkolk,1969,MULTIPOINT ((172646.835 508725.03))
O10002_Rioolkaart_put_OD.337,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172739.857 508684.056))
O10002_Rioolkaart_put_OD.338,beton/gietijzer,kolk,Trottoirkolk,2017,MULTIPOINT ((172623.594 508641.049))
O10002_Rioolkaart_put_OD.339,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172062.609 508244.365))
O10002_Rioolkaart_put_OD.340,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171877.548 508638.289))
O10002_Rioolkaart_put_OD.341,PVC/gietijzer,kolk,Trottoirkolk,2007,MULTIPOINT ((171821.453 508738.124))
O10002_Rioolkaart_put_OD.342,PVC/gietijzer,kolk,Trottoirkolk,2007,MULTIPOINT ((171752.523 508846.647))
O10002_Rioolkaart_put_OD.343,PVC/gietijzer,kolk,Trottoirkolk,2007,MULTIPOINT ((171817.263 508774.102))
O10002_Rioolkaart_put_OD.344,beton/gietijzer,kolk,Straatkolk,onbekend,MULTIPOINT ((171904.668 508772.932))
O10002_Rioolkaart_put_OD.345,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((171923.851 508716.809))
O10002_Rioolkaart_put_OD.346,beton/gietijzer,kolk,Straatkolk,onbekend,MULTIPOINT ((171892.118 508765.416))
O10002_Rioolkaart_put_OD.347,PVC/gietijzer,kolk,Straatkolk,2005,MULTIPOINT ((172144.433 509384.7))
O10002_Rioolkaart_put_OD.348,PVC/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172144.263 509294.281))
O10002_Rioolkaart_put_OD.349,PVC/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172173.556 509275.351))
O10002_Rioolkaart_put_OD.350,beton/gietijzer,kolk,Trottoirkolk,1964,MULTIPOINT ((172357.678 509077.656))
O10002_Rioolkaart_put_OD.351,beton/gietijzer,kolk,Trottoirkolk,1964,MULTIPOINT ((172362.248 509079.859))
O10002_Rioolkaart_put_OD.352,PVC/gietijzer,kolk,Trottoirkolk,1994,MULTIPOINT ((172385.663 509043.085))
O10002_Rioolkaart_put_OD.353,beton/gietijzer,kolk,Trottoirkolk,1983,MULTIPOINT ((172279.037 509074.614))
O10002_Rioolkaart_put_OD.354,beton/gietijzer,kolk,Trottoirkolk,1964,MULTIPOINT ((172298.116 509022.111))
O10002_Rioolkaart_put_OD.355,beton/gietijzer,kolk,Trottoirkolk,1967,MULTIPOINT ((172307.484 509007.318))
O10002_Rioolkaart_put_OD.356,PVC/gietijzer,kolk,Straatkolk,2005,MULTIPOINT ((172090.847 509170.303))
O10002_Rioolkaart_put_OD.357,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172056.451 509160.636))
O10002_Rioolkaart_put_OD.358,beton/gietijzer,kolk,Straatkolk,1969,MULTIPOINT ((172081.44 509136.872))
O10002_Rioolkaart_put_OD.359,beton/gietijzer,kolk,Trottoirkolk,onbekend,MULTIPOINT ((172066.308 509147.612))
O10002_Rioolkaart_put_OD.360,beton/gietijzer,kolk,Trottoirkolk,1983,MULTIPOINT ((172216.624 509022.956))
O10002_Rioolkaart_put_OD.361,PVC/gietijzer,kolk,Trottoirkolk,1960,MULTIPOINT ((172129.662 509426.75))
O10002_Rioolkaart_put_OD.362,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172032.061 508435.588))
O10002_Rioolkaart_put_OD.363,beton/gietijzer,kolk,Trottoirkolk,2007,MULTIPOINT ((171824.833 508866.648))
O10002_Rioolkaart_put_OD.364,beton/gietijzer,kolk,Trottoirkolk,1977,MULTIPOINT ((172501.893 508897.624))
O10002_Rioolkaart_put_OD.365,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172203.213 508812.57))
O10002_Rioolkaart_put_OD.366,PVC/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172213.84 508786.118))
O10002_Rioolkaart_put_OD.367,PVC/gietijzer,kolk,Trottoirkolk,1977,MULTIPOINT ((172347.911 508687.649))
O10002_Rioolkaart_put_OD.368,PVC/gietijzer,kolk,Trottoirkolk,1977,MULTIPOINT ((172391.238 508770.015))
O10002_Rioolkaart_put_OD.369,PVC/gietijzer,kolk,Trottoirkolk,1977,MULTIPOINT ((172406.632 508762.885))
O10002_Rioolkaart_put_OD.370,beton/gietijzer,kolk,Trottoirkolk,2020,MULTIPOINT ((172459.054 508734.36))
O10002_Rioolkaart_put_OD.371,PVC/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172499.424 508557.864))
O10002_Rioolkaart_put_OD.372,PVC/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172532.636 508557.816))
O10002_Rioolkaart_put_OD.373,PVC/gietijzer,kolk,Straatkolk,1969,MULTIPOINT ((172397.378 508580.594))
O10002_Rioolkaart_put_OD.374,PVC/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172425.774 508568.645))
O10002_Rioolkaart_put_OD.375,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172399.88 508540.151))
O10002_Rioolkaart_put_OD.376,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172455.198 508508.832))
O10002_Rioolkaart_put_OD.377,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172444.766 508487.39))
O10002_Rioolkaart_put_OD.378,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172424.344 508445.281))
O10002_Rioolkaart_put_OD.379,beton/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172702.949 508349.09))
O10002_Rioolkaart_put_OD.380,PVC/gietijzer,kolk,Trottoirkolk,1995,MULTIPOINT ((172459.152 508377.401))
O10002_Rioolkaart_put_OD.381,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172461.913 508274.791))
O10002_Rioolkaart_put_OD.382,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172408.1 508312.781))
O10002_Rioolkaart_put_OD.383,PVC/gietijzer,kolk,Straatkolk,1997,MULTIPOINT ((172417.737 508236.648))
O10002_Rioolkaart_put_OD.384,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172503.223 508338.739))
O10002_Rioolkaart_put_OD.385,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172482.309 508309.793))
O10002_Rioolkaart_put_OD.386,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172375.712 508523.663))
O10002_Rioolkaart_put_OD.387,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172392.82 508455.553))
O10002_Rioolkaart_put_OD.388,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172277.928 508419.815))
O10002_Rioolkaart_put_OD.389,beton/gietijzer,kolk,Trottoirkolk,2020,MULTIPOINT ((172143.034 508568.833))
O10002_Rioolkaart_put_OD.390,beton/gietijzer,kolk,Straatkolk,2022,MULTIPOINT ((172145.869 508572.819))
O10002_Rioolkaart_put_OD.391,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172214.234 508566.371))
O10002_Rioolkaart_put_OD.392,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172204.57 508543.794))
O10002_Rioolkaart_put_OD.393,beton/gietijzer,kolk,Straatkolk,2022,MULTIPOINT ((172205.738 508532.392))
O10002_Rioolkaart_put_OD.394,beton/gietijzer,kolk,Straatkolk,2022,MULTIPOINT ((172220.951 508522.157))
O10002_Rioolkaart_put_OD.395,beton/gietijzer,kolk,Straatkolk,2022,MULTIPOINT ((172164.394 508560.311))
O10002_Rioolkaart_put_OD.396,beton/gietijzer,kolk,Straatkolk,2022,MULTIPOINT ((172122.909 508634.381))
O10002_Rioolkaart_put_OD.397,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172184.233 508470.132))
O10002_Rioolkaart_put_OD.398,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172171.059 508484.496))
O10002_Rioolkaart_put_OD.399,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172315.404 508394.603))
O10002_Rioolkaart_put_OD.400,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172334.209 508381.958))
O10002_Rioolkaart_put_OD.401,PVC/gietijzer,kolk,Straatkolk,1997,MULTIPOINT ((172278.126 508336.873))
O10002_Rioolkaart_put_OD.402,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172241.948 508339.133))
O10002_Rioolkaart_put_OD.403,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172228.828 508319.686))
O10002_Rioolkaart_put_OD.404,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172298.636 508405.902))
O10002_Rioolkaart_put_OD.405,PVC/gietijzer,kolk,Trottoirkolk,1997,MULTIPOINT ((172391.651 508260.437))
O10002_Rioolkaart_put_OD.406,PVC/gietijzer,kolk,Trottoirkolk,1997,MULTIPOINT ((172219.806 508376.173))
O10002_Rioolkaart_put_OD.407,PVC/gietijzer,kolk,Trottoirkolk,1997,MULTIPOINT ((172188.472 508390.065))
O10002_Rioolkaart_put_OD.408,PVC/gietijzer,kolk,Trottoirkolk,1995,MULTIPOINT ((172172.981 508387.164))
O10002_Rioolkaart_put_OD.409,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172102.046 508402.706))
O10002_Rioolkaart_put_OD.410,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172068.42 508357.923))
O10002_Rioolkaart_put_OD.411,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172083.622 508334.446))
O10002_Rioolkaart_put_OD.412,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172154.495 508324.665))
O10002_Rioolkaart_put_OD.413,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172166.943 508291.632))
O10002_Rioolkaart_put_OD.414,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172120.046 508286.28))
O10002_Rioolkaart_put_OD.415,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172106.748 508288.161))
O10002_Rioolkaart_put_OD.416,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172090.116 508306.684))
O10002_Rioolkaart_put_OD.417,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172074.646 508321.181))
O10002_Rioolkaart_put_OD.418,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172083.624 508226.609))
O10002_Rioolkaart_put_OD.419,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172439.569 508185.973))
O10002_Rioolkaart_put_OD.420,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172425.932 508165.653))
O10002_Rioolkaart_put_OD.421,PVC/gietijzer,kolk,Straatkolk,1999,MULTIPOINT ((172361.305 508182.475))
O10002_Rioolkaart_put_OD.422,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172323.211 508144.768))
O10002_Rioolkaart_put_OD.423,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172325.689 508148.6))
O10002_Rioolkaart_put_OD.424,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176694.059 502819.45))
O10002_Rioolkaart_put_OD.425,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176639.019 502764.58))
O10002_Rioolkaart_put_OD.426,beton/gietijzer,kolk,Trottoirkolk,onbekend,MULTIPOINT ((176504.978 502947.033))
O10002_Rioolkaart_put_OD.427,beton/gietijzer,kolk,Trottoirkolk,1989,MULTIPOINT ((176607.149 502918.91))
O10002_Rioolkaart_put_OD.428,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176565.659 502877.36))
O10002_Rioolkaart_put_OD.429,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176591.369 502828.38))
O10002_Rioolkaart_put_OD.430,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176580.499 502790.13))
O10002_Rioolkaart_put_OD.431,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176510.829 502821.36))
O10002_Rioolkaart_put_OD.432,beton/gietijzer,kolk,Trottoirkolk,2020,MULTIPOINT ((177367.85 503533.394))
