FID,materiaal,categorie,type,aanlegjaar,geometrie
O10002_Rioolkaart_put_OD.447,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172100.397 508765.978))
O10002_Rioolkaart_put_OD.448,beton/gietijzer,kolk,Straatkolk,2022,MULTIPOINT ((172171.904 508642.158))
O10002_Rioolkaart_put_OD.449,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172121.069 508704.1))
O10002_Rioolkaart_put_OD.450,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172101.919 508677.87))
O10002_Rioolkaart_put_OD.451,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172046.642 508687.32))
O10002_Rioolkaart_put_OD.452,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172119.95 508209.233))
O10002_Rioolkaart_put_OD.453,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172082.355 508199.886))
O10002_Rioolkaart_put_OD.454,PVC/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172862.059 508639.69))
O10002_Rioolkaart_put_OD.455,PVC/gietijzer,kolk,Trottoirkolk,1978,MULTIPOINT ((172768.59 508693.921))
O10002_Rioolkaart_put_OD.456,beton/gietijzer,kolk,Trottoirkolk,1992,MULTIPOINT ((172402.852 509225.152))
O10002_Rioolkaart_put_OD.457,PVC/gietijzer,kolk,Trottoirkolk,1992,MULTIPOINT ((172451.986 509125.283))
O10002_Rioolkaart_put_OD.458,PVC/gietijzer,kolk,Trottoirkolk,1992,MULTIPOINT ((172465.959 509141.14))
O10002_Rioolkaart_put_OD.459,PVC/gietijzer,kolk,Straatkolk,1994,MULTIPOINT ((172440.277 509104.456))
O10002_Rioolkaart_put_OD.460,PVC/gietijzer,kolk,Trottoirkolk,1982,MULTIPOINT ((172547.379 509018.75))
O10002_Rioolkaart_put_OD.461,PVC/gietijzer,kolk,Straatkolk,1994,MULTIPOINT ((172408.888 509015.424))
O10002_Rioolkaart_put_OD.462,PVC/gietijzer,kolk,Trottoirkolk,2005,MULTIPOINT ((172284.205 509341.284))
O10002_Rioolkaart_put_OD.463,beton/gietijzer,kolk,Straatkolk,onbekend,MULTIPOINT ((172165.016 508376.855))
O10002_Rioolkaart_put_OD.464,beton/gietijzer,kolk,Trottoirkolk,1995,MULTIPOINT ((172236.014 508491.271))
O10002_Rioolkaart_put_OD.465,beton/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172608.536 508195.254))
O10002_Rioolkaart_put_OD.466,beton/gietijzer,kolk,Straatkolk,1977,MULTIPOINT ((172538.896 509004.787))
O10002_Rioolkaart_put_OD.467,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173030.482 509388.479))
O10002_Rioolkaart_put_OD.468,PVC/gietijzer,kolk,Straatkolk,onbekend,MULTIPOINT ((172213.476 508393.695))
O10002_Rioolkaart_put_OD.469,beton/gietijzer,kolk,Straatkolk,2017,MULTIPOINT ((172024.913 508442.616))
O10002_Rioolkaart_put_OD.470,beton/gietijzer,kolk,Straatkolk,1977,MULTIPOINT ((172494.816 508910.222))
O10002_Rioolkaart_put_OD.471,PVC/gietijzer,kolk,Straatkolk,1976,MULTIPOINT ((172503.16 508757.826))
O10002_Rioolkaart_put_OD.472,beton/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172600.176 508195.795))
O10002_Rioolkaart_put_OD.473,beton/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172725.221 508382.139))
O10002_Rioolkaart_put_OD.474,beton/gietijzer,kolk,Trottoirkolk,1975,MULTIPOINT ((172456.588 508928.437))
O10002_Rioolkaart_put_OD.475,PVC/gietijzer,kolk,Trottoirkolk,1965,MULTIPOINT ((171923.048 509128.749))
O10002_Rioolkaart_put_OD.476,PVC/gietijzer,kolk,Trottoirkolk,2005,MULTIPOINT ((172091.74 509166.751))
O10002_Rioolkaart_put_OD.477,PVC/gietijzer,kolk,Trottoirkolk,1995,MULTIPOINT ((172428.579 508332.147))
O10002_Rioolkaart_put_OD.478,beton/gietijzer,kolk,Trottoirkolk,2020,MULTIPOINT ((171975.223 508485.271))
O10002_Rioolkaart_put_OD.479,beton/gietijzer,kolk,Trottoirkolk,1977,MULTIPOINT ((172489.095 508906.304))
O10002_Rioolkaart_put_OD.480,PVC/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172189.9 508865.429))
O10002_Rioolkaart_put_OD.481,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172265.599 508722.282))
O10002_Rioolkaart_put_OD.482,PVC/gietijzer,kolk,Trottoirkolk,1977,MULTIPOINT ((172392.109 508764.746))
O10002_Rioolkaart_put_OD.483,beton/gietijzer,kolk,Straatkolk,1982,MULTIPOINT ((172542.866 508970.611))
O10002_Rioolkaart_put_OD.484,PVC/gietijzer,kolk,Straatkolk,2016,MULTIPOINT ((172472.006 507998.08))
O10002_Rioolkaart_put_OD.485,beton/gietijzer,kolk,Trottoirkolk,2016,MULTIPOINT ((172457.974 507985.992))
O10002_Rioolkaart_put_OD.486,beton/gietijzer,kolk,Straatkolk,2016,MULTIPOINT ((172440.545 507990.44))
O10002_Rioolkaart_put_OD.487,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172881.594 509457.194))
O10002_Rioolkaart_put_OD.488,PVC/gietijzer,kolk,Trottoirkolk,1976,MULTIPOINT ((172390.372 508603.782))
O10002_Rioolkaart_put_OD.489,PVC/gietijzer,kolk,Straatkolk,onbekend,MULTIPOINT ((172317.929 508602.559))
O10002_Rioolkaart_put_OD.490,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172312.184 508593.886))
O10002_Rioolkaart_put_OD.491,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172373.166 508519.851))
O10002_Rioolkaart_put_OD.492,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172356.301 508531.208))
O10002_Rioolkaart_put_OD.493,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172291.261 508562.746))
O10002_Rioolkaart_put_OD.494,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172305.753 508570.767))
O10002_Rioolkaart_put_OD.495,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172303.271 508566.954))
O10002_Rioolkaart_put_OD.496,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172283.538 508576.905))
O10002_Rioolkaart_put_OD.497,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172236.905 508600.13))
O10002_Rioolkaart_put_OD.498,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172260.271 508527.444))
O10002_Rioolkaart_put_OD.499,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172380.312 508510.467))
O10002_Rioolkaart_put_OD.500,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172364.557 508478.186))
O10002_Rioolkaart_put_OD.501,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172368.826 508476.492))
O10002_Rioolkaart_put_OD.502,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172285.965 508443.782))
O10002_Rioolkaart_put_OD.503,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172275.396 508428.153))
O10002_Rioolkaart_put_OD.504,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172081.578 508513.923))
O10002_Rioolkaart_put_OD.505,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172168.559 508480.69))
O10002_Rioolkaart_put_OD.506,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172155.432 508482.115))
O10002_Rioolkaart_put_OD.507,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172210.334 508442.547))
O10002_Rioolkaart_put_OD.508,beton/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172754.444 508413.222))
O10002_Rioolkaart_put_OD.509,PVC/gietijzer,kolk,Trottoirkolk,1974,MULTIPOINT ((172611.837 508611.884))
O10002_Rioolkaart_put_OD.510,PVC/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172728.359 508454.51))
O10002_Rioolkaart_put_OD.511,PVC/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172734.649 508450.53))
O10002_Rioolkaart_put_OD.512,PE/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172706.159 508450.97))
O10002_Rioolkaart_put_OD.513,PVC/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172702.319 508444.74))
O10002_Rioolkaart_put_OD.514,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172856.904 509662.232))
O10002_Rioolkaart_put_OD.515,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172877.399 509680.841))
O10002_Rioolkaart_put_OD.516,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172824.579 509612.86))
O10002_Rioolkaart_put_OD.517,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172830.839 509609.31))
O10002_Rioolkaart_put_OD.518,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172804.439 509645.32))
O10002_Rioolkaart_put_OD.519,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173078.499 509581.364))
O10002_Rioolkaart_put_OD.520,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173069.527 509451.15))
O10002_Rioolkaart_put_OD.521,beton/gietijzer,kolk,Trottoirkolk,1980,MULTIPOINT ((176833.653 502785.051))
O10002_Rioolkaart_put_OD.522,beton/gietijzer,kolk,Trottoirkolk,1980,MULTIPOINT ((176815.124 502796.413))
O10002_Rioolkaart_put_OD.523,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176784.099 502897.07))
O10002_Rioolkaart_put_OD.524,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176708.969 502933.61))
O10002_Rioolkaart_put_OD.525,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176726.879 502932.7))
O10002_Rioolkaart_put_OD.526,beton/gietijzer,kolk,Trottoirkolk,1980,MULTIPOINT ((176747.679 502853.56))
O10002_Rioolkaart_put_OD.527,beton/gietijzer,kolk,Trottoirkolk,1989,MULTIPOINT ((176629.789 502909.51))
O10002_Rioolkaart_put_OD.528,beton/gietijzer,kolk,Trottoirkolk,1980,MULTIPOINT ((176708.859 502869.71))
O10002_Rioolkaart_put_OD.529,beton/gietijzer,kolk,Trottoirkolk,1980,MULTIPOINT ((176788.949 502833.69))
O10002_Rioolkaart_put_OD.530,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176779.599 502785.33))
O10002_Rioolkaart_put_OD.531,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176781.769 502789.83))
O10002_Rioolkaart_put_OD.532,beton/gietijzer,kolk,Straatkolk,1992,MULTIPOINT ((176721.369 502776.18))
O10002_Rioolkaart_put_OD.533,PVC/gietijzer,kolk,Trottoirkolk,1991,MULTIPOINT ((172123.359 509586.72))
O10002_Rioolkaart_put_OD.534,PVC/gietijzer,kolk,Trottoirkolk,1976,MULTIPOINT ((172141.059 509508.58))
O10002_Rioolkaart_put_OD.535,PVC/gietijzer,kolk,Trottoirkolk,1976,MULTIPOINT ((172061.939 509451.24))
O10002_Rioolkaart_put_OD.536,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((172038.139 509621.86))
O10002_Rioolkaart_put_OD.537,PVC/gietijzer,kolk,Trottoirkolk,1991,MULTIPOINT ((172076.759 509555.96))
O10002_Rioolkaart_put_OD.538,PVC/gietijzer,kolk,Trottoirkolk,1976,MULTIPOINT ((172058.879 509456.47))
O10002_Rioolkaart_put_OD.539,beton/gietijzer,kolk,Trottoirkolk,2017,MULTIPOINT ((172102.169 509483.97))
O10002_Rioolkaart_put_OD.540,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((171924.079 509637.75))
O10002_Rioolkaart_put_OD.541,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((172005.529 509548.79))
O10002_Rioolkaart_put_OD.542,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((171992.059 509585.74))
O10002_Rioolkaart_put_OD.543,PVC/gietijzer,kolk,Straatkolk,1991,MULTIPOINT ((171880.749 509489.6))
O10002_Rioolkaart_put_OD.544,beton/gietijzer,kolk,Trottoirkolk,2020,MULTIPOINT ((172015.199 509410.17))
O10002_Rioolkaart_put_OD.545,PVC/gietijzer,kolk,Trottoirkolk,1976,MULTIPOINT ((172022.929 509426.44))
O10002_Rioolkaart_put_OD.546,beton/gietijzer,kolk,Trottoirkolk,1976,MULTIPOINT ((171982.108 509422.642))
O10002_Rioolkaart_put_OD.547,PVC/gietijzer,kolk,Trottoirkolk,1991,MULTIPOINT ((171936.359 509461.68))
O10002_Rioolkaart_put_OD.548,PVC/gietijzer,kolk,Straatkolk,1976,MULTIPOINT ((171917.054 509401.571))
O10002_Rioolkaart_put_OD.549,PVC/gietijzer,kolk,Trottoirkolk,1991,MULTIPOINT ((171886.239 509435.24))
O10002_Rioolkaart_put_OD.550,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173174.39 509302.876))
O10002_Rioolkaart_put_OD.551,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173118.922 509329.516))
O10002_Rioolkaart_put_OD.552,beton/gietijzer,kolk,Straatkolk,1974,MULTIPOINT ((172495.762 508651.057))
O10002_Rioolkaart_put_OD.553,PVC/gietijzer,kolk,Straatkolk,1974,MULTIPOINT ((172657.768 508643.616))
O10002_Rioolkaart_put_OD.554,beton/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172633.782 508245.89))
O10002_Rioolkaart_put_OD.555,beton/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172734.101 508382.741))
O10002_Rioolkaart_put_OD.556,PVC/gietijzer,kolk,Trottoirkolk,2007,MULTIPOINT ((171931.445 508853.571))
O10002_Rioolkaart_put_OD.557,PVC/gietijzer,kolk,Trottoirkolk,1977,MULTIPOINT ((172409.594 508767.41))
O10002_Rioolkaart_put_OD.558,beton/gietijzer,kolk,Trottoirkolk,2016,MULTIPOINT ((172499.817 507957.81))
O10002_Rioolkaart_put_OD.559,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((171886.929 508676.717))
O10002_Rioolkaart_put_OD.560,PVC/gietijzer,kolk,Trottoirkolk,2007,MULTIPOINT ((171810.471 508755.408))
O10002_Rioolkaart_put_OD.561,PVC/gietijzer,kolk,Straatkolk,2007,MULTIPOINT ((171858.422 508800.238))
O10002_Rioolkaart_put_OD.562,beton/gietijzer,kolk,Straatkolk,2017,MULTIPOINT ((171930.935 508717.975))
O10002_Rioolkaart_put_OD.563,beton/gietijzer,kolk,Straatkolk,2017,MULTIPOINT ((180313.81 510176.891))
O10002_Rioolkaart_put_OD.564,beton/gietijzer,kolk,Trottoirkolk,2005,MULTIPOINT ((172369.544 509242.152))
O10002_Rioolkaart_put_OD.565,PVC/gietijzer,kolk,Trottoirkolk,1992,MULTIPOINT ((172386.236 509223.337))
O10002_Rioolkaart_put_OD.566,PVC/gietijzer,kolk,Straatkolk,2005,MULTIPOINT ((172188.452 509356.255))
O10002_Rioolkaart_put_OD.567,PVC/gietijzer,kolk,Trottoirkolk,2005,MULTIPOINT ((172220.143 509342.033))
O10002_Rioolkaart_put_OD.568,PVC/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172098.642 509323.861))
O10002_Rioolkaart_put_OD.569,PVC/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172128.921 509304.232))
O10002_Rioolkaart_put_OD.570,PVC/gietijzer,kolk,Trottoirkolk,1971,MULTIPOINT ((172117.136 509318.342))
O10002_Rioolkaart_put_OD.571,beton/gietijzer,kolk,Trottoirkolk,1983,MULTIPOINT ((172382.945 509169.698))
O10002_Rioolkaart_put_OD.572,beton/gietijzer,kolk,Trottoirkolk,1964,MULTIPOINT ((172349.586 509099.654))
O10002_Rioolkaart_put_OD.573,beton/gietijzer,kolk,Trottoirkolk,1964,MULTIPOINT ((172373.278 509062.565))
O10002_Rioolkaart_put_OD.574,PVC/gietijzer,kolk,Straatkolk,1967,MULTIPOINT ((172385.125 509050.791))
O10002_Rioolkaart_put_OD.575,beton/gietijzer,kolk,Trottoirkolk,1967,MULTIPOINT ((172331.929 509028.93))
O10002_Rioolkaart_put_OD.576,beton/gietijzer,kolk,Trottoirkolk,1964,MULTIPOINT ((172286.583 509040.272))
O10002_Rioolkaart_put_OD.577,PVC/gietijzer,kolk,Trottoirkolk,2005,MULTIPOINT ((172082.899 509154.933))
O10002_Rioolkaart_put_OD.578,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172293.549 508242.115))
O10002_Rioolkaart_put_OD.579,PVC/gietijzer,kolk,Trottoirkolk,1997,MULTIPOINT ((172200.377 508381.978))
O10002_Rioolkaart_put_OD.580,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172192.74 508332.915))
O10002_Rioolkaart_put_OD.581,PVC/gietijzer,kolk,Trottoirkolk,1997,MULTIPOINT ((172216.475 508371.103))
O10002_Rioolkaart_put_OD.582,PVC/gietijzer,kolk,Trottoirkolk,1995,MULTIPOINT ((172109.535 508384.065))
O10002_Rioolkaart_put_OD.583,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172150.24 508302.831))
O10002_Rioolkaart_put_OD.584,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172147.756 508270.298))
O10002_Rioolkaart_put_OD.585,beton/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172157.167 508222.268))
O10002_Rioolkaart_put_OD.586,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172141.99 508314.258))
O10002_Rioolkaart_put_OD.587,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172136.523 508297.912))
O10002_Rioolkaart_put_OD.588,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172058.733 508319.117))
O10002_Rioolkaart_put_OD.589,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172058.956 508278.067))
O10002_Rioolkaart_put_OD.590,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172082.513 508273.378))
O10002_Rioolkaart_put_OD.591,beton/gietijzer,kolk,Straatkolk,1971,MULTIPOINT ((172619.999 508212.87))
O10002_Rioolkaart_put_OD.592,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172452.434 508205.101))
O10002_Rioolkaart_put_OD.593,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172403.874 508162.364))
O10002_Rioolkaart_put_OD.594,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172400.563 508128.097))
O10002_Rioolkaart_put_OD.595,PVC/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172476.652 508289.684))
O10002_Rioolkaart_put_OD.596,PVC/gietijzer,kolk,Straatkolk,1999,MULTIPOINT ((172327.563 508132.466))
O10002_Rioolkaart_put_OD.597,beton/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172272.628 508178.823))
O10002_Rioolkaart_put_OD.598,PVC/gietijzer,kolk,Straatkolk,1998,MULTIPOINT ((172227.146 508146.016))
O10002_Rioolkaart_put_OD.599,PVC/gietijzer,kolk,Trottoirkolk,1998,MULTIPOINT ((172370.746 508083.893))
O10002_Rioolkaart_put_OD.600,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173153.433 509307.76))
O10002_Rioolkaart_put_OD.601,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173243.507 509259.357))
O10002_Rioolkaart_put_OD.602,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173208.954 509281.117))
O10002_Rioolkaart_put_OD.603,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173150.323 509254.354))
O10002_Rioolkaart_put_OD.604,beton/gietijzer,kolk,Straatkolk,2006,MULTIPOINT ((173070.842 509367.973))
O10002_Rioolkaart_put_OD.605,beton/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172977.759 509370.274))
O10002_Rioolkaart_put_OD.606,PVC/gietijzer,kolk,Straatkolk,1994,MULTIPOINT ((172348.437 508934.195))
O10002_Rioolkaart_put_OD.607,beton/gietijzer,kolk,Straatkolk,2020,MULTIPOINT ((172303.419 508980.05))
O10002_Rioolkaart_put_OD.608,PVC/gietijzer,kolk,Trottoirkolk,1994,MULTIPOINT ((172320.218 508964.41))
O10002_Rioolkaart_put_OD.609,beton/gietijzer,kolk,Trottoirkolk,1965,MULTIPOINT ((171909.393 509121.316))
O10002_Rioolkaart_put_OD.610,beton/gietijzer,kolk,Trottoirkolk,1966,MULTIPOINT ((171971.45 509080.478))
O10002_Rioolkaart_put_OD.611,beton/gietijzer,kolk,Trottoirkolk,1965,MULTIPOINT ((172007.969 509050.324))
O10002_Rioolkaart_put_OD.612,beton/gietijzer,kolk,Trottoirkolk,1966,MULTIPOINT ((171956.781 509093.836))
O10002_Rioolkaart_put_OD.613,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((171938.36 509035.034))
O10002_Rioolkaart_put_OD.614,beton/gietijzer,kolk,Straatkolk,1964,MULTIPOINT ((171924.457 509013.817))
O10002_Rioolkaart_put_OD.615,beton/gietijzer,kolk,Straatkolk,1964,MULTIPOINT ((171933.595 509019.433))
O10002_Rioolkaart_put_OD.616,beton/gietijzer,kolk,Straatkolk,1964,MULTIPOINT ((171925.475 509032.374))
O10002_Rioolkaart_put_OD.617,beton/gietijzer,kolk,Straatkolk,1969,MULTIPOINT ((171933.944 509032.154))
O10002_Rioolkaart_put_OD.618,beton/gietijzer,kolk,Straatkolk,2017,MULTIPOINT ((171898.084 509054.981))
O10002_Rioolkaart_put_OD.619,beton/gietijzer,kolk,Trottoirkolk,1978,MULTIPOINT ((171796.192 509190.25))
O10002_Rioolkaart_put_OD.620,beton/gietijzer,kolk,Trottoirkolk,2021,MULTIPOINT ((171838.997 509137.747))
O10002_Rioolkaart_put_OD.621,beton/gietijzer,kolk,Trottoirkolk,1978,MULTIPOINT ((171738.347 509142.322))
O10002_Rioolkaart_put_OD.622,beton/gietijzer,kolk,Trottoirkolk,1978,MULTIPOINT ((171735.637 509146.613))
O10002_Rioolkaart_put_OD.623,beton/gietijzer,kolk,Trottoirkolk,1978,MULTIPOINT ((171733.787 509124.839))
O10002_Rioolkaart_put_OD.624,beton/gietijzer,kolk,Trottoirkolk,1965,MULTIPOINT ((171841.087 509026.073))
O10002_Rioolkaart_put_OD.625,beton/gietijzer,kolk,Straatkolk,1978,MULTIPOINT ((171660.051 509211.853))
O10002_Rioolkaart_put_OD.626,beton/gietijzer,kolk,Trottoirkolk,1978,MULTIPOINT ((171670.792 509133.622))
O10002_Rioolkaart_put_OD.627,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((171992.113 508950.472))
O10002_Rioolkaart_put_OD.628,PVC/gietijzer,kolk,Trottoirkolk,2007,MULTIPOINT ((171917.028 508906.882))
O10002_Rioolkaart_put_OD.629,beton/gietijzer,kolk,Trottoirkolk,2020,MULTIPOINT ((171899.914 508924.549))
O10002_Rioolkaart_put_OD.630,beton/gietijzer,kolk,Trottoirkolk,1965,MULTIPOINT ((171916.219 508923.316))
O10002_Rioolkaart_put_OD.631,beton/gietijzer,kolk,Trottoirkolk,1965,MULTIPOINT ((171892.703 508944.971))
O10002_Rioolkaart_put_OD.632,beton/gietijzer,kolk,Straatkolk,onbekend,MULTIPOINT ((171924.515 508829.852))
O10002_Rioolkaart_put_OD.633,PVC/gietijzer,kolk,Trottoirkolk,2007,MULTIPOINT ((171853.858 508884.981))
O10002_Rioolkaart_put_OD.634,PVC/gietijzer,kolk,Trottoirkolk,2007,MULTIPOINT ((171809.305 508856.729))
O10002_Rioolkaart_put_OD.635,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172021.691 508782.132))
O10002_Rioolkaart_put_OD.636,beton/gietijzer,kolk,Trottoirkolk,1967,MULTIPOINT ((172039.57 508804.245))
O10002_Rioolkaart_put_OD.637,PVC/gietijzer,kolk,Straatkolk,2007,MULTIPOINT ((171970.343 508786.776))
O10002_Rioolkaart_put_OD.638,beton/gietijzer,kolk,Trottoirkolk,1969,MULTIPOINT ((172058.731 508739.326))
O10002_Rioolkaart_put_OD.639,beton/gietijzer,kolk,Straatkolk,1981,MULTIPOINT ((172413.519 509159.08))
O10002_Rioolkaart_put_OD.640,beton/gietijzer,kolk,Straatkolk,2018,MULTIPOINT ((172461.909 509144.89))
O10002_Rioolkaart_put_OD.641,PVC/gietijzer,kolk,Trottoirkolk,1981,MULTIPOINT ((172462.785 509110.068))
O10002_Rioolkaart_put_OD.642,beton/gietijzer,kolk,Trottoirkolk,1981,MULTIPOINT ((172406.553 509157.526))
O10002_Rioolkaart_put_OD.643,beton/gietijzer,kolk,Trottoirkolk,1992,MULTIPOINT ((172446.559 509131.24))
O10002_Rioolkaart_put_OD.644,PVC/gietijzer,kolk,Trottoirkolk,1981,MULTIPOINT ((172480.91 509092.08))
O10002_Rioolkaart_put_OD.645,PVC/gietijzer,kolk,Straatkolk,1994,MULTIPOINT ((172454.669 509095.47))
O10002_Rioolkaart_put_OD.646,beton/gietijzer,kolk,Straatkolk,1995,MULTIPOINT ((172327.456 508628.008))
O10002_Rioolkaart_put_OD.647,PVC/gietijzer,kolk,Straatkolk,1996,MULTIPOINT ((172031.405 508447.536))
O10002_Rioolkaart_put_OD.648,beton/gietijzer,kolk,Trottoirkolk,1976,MULTIPOINT ((172446.733 508703.322))
O10002_Rioolkaart_put_OD.649,beton/gietijzer,kolk,Trottoirkolk,1976,MULTIPOINT ((172425.256 508668.573))
O10002_Rioolkaart_put_OD.650,beton/gietijzer,kolk,Straatkolk,1978,MULTIPOINT ((171682.803 509125.731))
O10002_Rioolkaart_put_OD.651,PVC/gietijzer,kolk,Straatkolk,1978,MULTIPOINT ((171724.18 509240.633))
O10002_Rioolkaart_put_OD.652,beton/gietijzer,kolk,Straatkolk,2017,MULTIPOINT ((172078.879 508707.849))
O10002_Rioolkaart_put_OD.653,beton/gietijzer,kolk,Straatkolk,1977,MULTIPOINT ((172515.936 508970.666))
O10002_Rioolkaart_put_OD.654,PVC/gietijzer,kolk,Straatkolk,1994,MULTIPOINT ((172110.642 509225.168))
O10002_Rioolkaart_put_OD.655,beton/gietijzer,kolk,Trottoirkolk,1967,MULTIPOINT ((172256.014 508964.58))
O10002_Rioolkaart_put_OD.656,PVC/gietijzer,kolk,Straatkolk,1967,MULTIPOINT ((172258.819 508960.1))
O10002_Rioolkaart_put_OD.657,beton/gietijzer,kolk,Trottoirkolk,1965,MULTIPOINT ((172237.065 508968.782))
O10002_Rioolkaart_put_OD.658,PVC/gietijzer,kolk,Trottoirkolk,1994,MULTIPOINT ((172264.04 508861.909))
O10002_Rioolkaart_put_OD.659,beton/gietijzer,kolk,Straatkolk,onbekend,MULTIPOINT ((172103.94 508906.528))
O10002_Rioolkaart_put_OD.660,PVC/gietijzer,kolk,Straatkolk,1994,MULTIPOINT ((172212.541 508833.118))
O10002_Rioolkaart_put_OD.661,PVC/gietijzer,kolk,Straatkolk,1966,MULTIPOINT ((172073.085 508881.057))
O10002_Rioolkaart_put_OD.662,beton/gietijzer,kolk,Straatkolk,2022,MULTIPOINT ((172266.291 508686.206))
