FID,omschr,afst_glg,hgte_glg,beginwdl,beginkm,eindwdl,eindkm,kantcode,wegnummer,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
geluids_beperkingen_kenmerk.70,Niet doorzichtig geluidsscherm,7.5 -> 7.5,6 -> 5,R,11.56900024,R,11.70600033,T,001,KLK0008046994,L,I,,"LINESTRING (132396.86659999937 482115.0560000017, 132385.502700001 482120.7432000004, 132362.932599999 482131.49439999834, 132335.65069999918 482143.98110000044, 132270.09549999982 482172.48640000075)"
geluids_beperkingen_kenmerk.71,Niet doorzichtig geluidsscherm,7.5 -> 8.5,6 -> 6,R,10.39999962,R,10.57499981,H,001,KLK0008047044,R,I,,"LINESTRING (131141.15700000152 482488.49870000035, 131173.59120000154 482478.7512000017, 131235.88529999927 482459.55700000003, 131274.0588000007 482447.6077999994, 131308.5971999988 482436.2551999986)"
geluids_beperkingen_kenmerk.72,Niet doorzichtig geluidsscherm,7.5 -> 4.5,3 -> 3,R,11.10000038,R,11.11699963,T,001,KLK0008047082,L,I,,"LINESTRING (131846.67990000173 482437.37029999867, 131839.24940000102 482443.1726000011, 131832.5700000003 482446.73999999836)"
geluids_beperkingen_kenmerk.73,Niet doorzichtig geluidsscherm,2.5 -> 5.5,3 -> 3,R,24.4489994,R,24.60199928,T,001,KLK0008047268,L,I,,"LINESTRING (142193.60759999976 475741.2435000017, 142220.63940000162 475731.1063000001, 142269.23409999907 475693.30689999834, 142281.18310000002 475684.23380000144, 142296.79080000147 475673.06060000136, 142312.6185999997 475662.3035000004, 142332.689100001 475649.53709999844, 142353.3729000017 475637.3801999986)"
geluids_beperkingen_kenmerk.74,Doorzichtig geluidsscherm,6.5 -> 10,3 -> 3,R,222.88999939,R,223,T,002,KLK0007809224,L,I,,"LINESTRING (188699.6596999988 347392.04839999974, 188779.22549999878 347469.44530000165)"
geluids_beperkingen_kenmerk.75,Doorzichtig geluidsscherm,10 -> 10,3 -> 3,R,223,R,223.32099915,T,002,KLK0007809225,L,I,,"LINESTRING (188485.44420000166 347165.3247000016, 188542.31700000167 347229.2982000001, 188636.29720000178 347328.3583999984, 188665.0839000009 347358.4151000008, 188699.6596999988 347392.04839999974)"
geluids_beperkingen_kenmerk.76,Geluidswal,5.5 -> 5.5,1 -> 1,R,6.18599987,R,6.32499981,T,009,KLK0007728518,L,I,,"LINESTRING (128785.94099999964 481537.33399999887, 128844.56709999964 481635.91849999875, 128857.64699999988 481657.1259999983)"
geluids_beperkingen_kenmerk.77,Doorzichtig geluidsscherm,5.5 -> 6.5,3 -> 3,R,6.71000004,R,7,T,009,KLK0007728530,L,I,,"LINESTRING (128320.76260000095 481055.5890999995, 128402.50569999963 481115.70899999887, 128430.68699999899 481139.6656999998, 128470.28330000117 481177.07239999995, 128512.90049999952 481217.20710000023)"
geluids_beperkingen_kenmerk.78,Niet doorzichtig geluidsscherm,6.5 -> 6.5,3 -> 3,R,108.8239975,R,108.89399719,H,012,KLK0007730646,R,I,,"LINESTRING (172864.15850000083 447367.00869999826, 172874.96220000088 447355.76839999855, 172893.10339999944 447334.2751000002, 172909.47819999978 447313.71559999883)"
geluids_beperkingen_kenmerk.79,Niet doorzichtig geluidsscherm,6.5 -> 3.5,3 -> 3,R,108.89399719,R,108.93900299,H,012,KLK0007730647,R,I,,"LINESTRING (172909.47819999978 447313.71559999883, 172910.85020000115 447311.992899999, 172920.5124000013 447299.57009999827, 172935.69579999894 447282.61199999973, 172941.97850000113 447275.758200001)"
geluids_beperkingen_kenmerk.80,Niet doorzichtig geluidsscherm,3.5 -> 3.5,3 -> 3,R,108.93900299,R,109.06900024,H,012,KLK0007730648,R,I,,"LINESTRING (172941.97850000113 447275.758200001, 172946.5410999991 447270.78079999983, 172962.71049999818 447258.94959999993, 172986.76729999855 447246.5267999992, 173019.30310000107 447235.08999999985, 173055.44949999824 447229.0366999991)"
geluids_beperkingen_kenmerk.81,Doorzichtig geluidsscherm,1.5 -> 1.5,1 -> 1,R,134.02799988,R,134.07800293,T,012,KLK0007730787,L,I,,"LINESTRING (195764.35449999943 443986.7391999997, 195758 443995, 195729.35599999875 444022.31170000136)"
geluids_beperkingen_kenmerk.82,Geluidswal,5.5 -> 5.5,1 -> 3,R,6.34399986,R,6.71000004,T,009,KLK0007728525,L,I,,"LINESTRING (128512.90049999952 481217.20710000023, 128526.66699999943 481230.17159999907, 128656.66910000145 481363.76309999824, 128705.7228000015 481422.69680000097, 128772.39799999818 481514.5603, 128776.22949999943 481521.0034000017)"
geluids_beperkingen_kenmerk.83,Niet doorzichtig geluidsscherm,7.5 -> 4.5,5 -> 5,R,84.0759964,R,84.19999695,H,027,KLK0007737136,R,I,,"LINESTRING (138585.0362999998 459640.55220000073, 138617 459743, 138622.4803000018 459758.7558000013)"
geluids_beperkingen_kenmerk.84,Doorzichtig geluidsscherm,6.5 -> 6.5,5 -> 5,R,133.60600281,R,134.15499878,T,012,KLK0007731517,L,I,,"LINESTRING (195732.1499999985 443821.4316999987, 195673 443864, 195631 443893, 195601 443911, 195501 443968, 195420 444010, 195253.58879999816 444087.92909999937)"
geluids_beperkingen_kenmerk.85,Doorzichtig geluidsscherm,7.5 -> 7.5,3 -> 3,R,7,R,7.06500006,T,009,KLK0007817599,L,I,,"LINESTRING (128277.40890000015 481008.2487999983, 128297.66270000115 481023.58900000155, 128320.76260000095 481055.5890999995)"
geluids_beperkingen_kenmerk.86,Niet doorzichtig geluidsscherm,2.5 -> 2.5,3 -> 3,R,26.89999962,R,26.93199921,T,001,KLK0008047350,L,I,,"LINESTRING (143117.3599999994 473558.50780000165, 143104.83509999886 473572.55590000004)"
geluids_beperkingen_kenmerk.87,Geluidswand,4.5 -> 4.5,3 -> 3,R,30.92399979,R,31.01799965,T,001,KLK0008047489,L,I,,"LINESTRING (146002.3936999999 470766.4083000012, 145932.54520000145 470788.87359999865, 145914.1083999984 470795.60610000044)"
geluids_beperkingen_kenmerk.88,Geluidswal,8.5 -> 8.5,1 -> 1,R,47.73400116,R,47.82099915,T,001,KLK0007946658,L,I,,"LINESTRING (160728.18499999866 464201.9087000005, 160693 464206, 160640.82809999958 464212.52149999887)"
geluids_beperkingen_kenmerk.89,Doorzichtig geluidsscherm,5.5 -> 5.5,3 -> 3,R,34.27199936,R,34.80400085,H,001,KLK0008047687,R,I,,"LINESTRING (149176.81080000103 470178.22300000116, 149239.3911000006 470158.5936000012, 149293.25649999827 470141.3333999999, 149393.01289999858 470107.0073999986, 149624.46489999816 470026.72089999914, 149673.1240000017 470019.5892999992)"
geluids_beperkingen_kenmerk.90,Geluidswand,6.5 -> 6.5,5 -> 5,R,66.59899902,R,66.63800049,T,002,KLK0007947588,L,I,,"LINESTRING (132851.52600000054 450237.22480000183, 132852.9395999983 450286.20439999923)"
geluids_beperkingen_kenmerk.91,Geluidswand,6.5 -> 9.5,5 -> 6,R,66.63800049,R,66.69999695,T,002,KLK0007947589,L,I,,"LINESTRING (132849.61349999905 450185.2608000003, 132851 450219, 132851.52600000054 450237.22480000183)"
geluids_beperkingen_kenmerk.92,Geluidswal met daarop of -in een scherm,25 -> 25,6 -> 5,R,65.96099854,R,66.30000305,T,002,KLK0007947561,L,I,,"LINESTRING (132861.56540000066 450585.07990000024, 132871.23999999836 450920.2969999984)"
geluids_beperkingen_kenmerk.93,Geluidswand,25 -> 6.5,5 -> 5,R,66.30000305,R,66.51000214,T,002,KLK0007947585,L,I,,"LINESTRING (132855.50710000098 450375.1673000008, 132861.56540000066 450585.07990000024)"
geluids_beperkingen_kenmerk.94,Niet doorzichtig geluidsscherm,6.5 -> 6.5,3 -> 3,R,21.40699959,R,21.45899963,H,001,KLK0008049232,R,I,,"LINESTRING (140840.13109999895 478265.95050000027, 140862.5432999991 478224.6383000016)"
geluids_beperkingen_kenmerk.95,Niet doorzichtig geluidsscherm,5.5 -> 5.5,3 -> 3,R,4.67999983,R,4.93300009,H,001,KLK0008048820,R,I,,"LINESTRING (126150.21770000085 484774.11840000004, 126152.98119999841 484774.7507000007, 126169.95589999855 484777.2683000006, 126192.06720000133 484778.63489999995, 126215.99920000136 484777.7364999987, 126239.53510000184 484774.43780000135, 126258.97599999979 484769.80220000073, 126273.75059999898 484765.1066999994, 126292.28550000116 484757.61100000143, 126298.39180000126 484754.79560000077, 126313.59019999951 484747.1788999997, 126348.57330000028 484727.87970000133, 126380.83100000024 484709.58999999985, 126399.8115000017 484698.67550000176)"
geluids_beperkingen_kenmerk.96,Doorzichtig geluidsscherm,5.5 -> 5.5,6 -> 6,R,5.15700006,R,5.23899984,H,001,KLK0008048822,R,I,,"LINESTRING (126591.4327000007 484582.7670000009, 126615.54089999944 484568.00389999896, 126649.49049999937 484546.84219999984, 126660.23420000076 484540.0218999982)"
geluids_beperkingen_kenmerk.97,Doorzichtig geluidsscherm,6.5 -> 6.5,5 -> 5,R,6.58199978,R,6.63100004,H,001,KLK0008048825,R,I,,"LINESTRING (127617.39840000123 483618.40199999884, 127618.89299999923 483616.60130000114, 127646.25490000099 483584.8775999993)"
geluids_beperkingen_kenmerk.98,Niet doorzichtig geluidsscherm,7.5 -> 5.5,3 -> 3,R,182.30000305,R,182.33299255,T,002,KLK0008054284,L,I,,"LINESTRING (170015.54349999875 369628.0821999982, 170010.03950000182 369637.23369999975, 169998.27690000087 369656.20369999856)"
geluids_beperkingen_kenmerk.99,Niet doorzichtig geluidsscherm,5.5 -> 5.5,3 -> 3,R,182.33299255,R,182.49699402,T,002,KLK0008054285,L,I,,"LINESTRING (170099.94000000134 369490.98330000043, 170081.49590000138 369520.0661999993, 170061.7899999991 369551.6768000014, 170040.96339999884 369585.8165999986, 170015.54349999875 369628.0821999982)"
geluids_beperkingen_kenmerk.100,Niet doorzichtig geluidsscherm,5.5 -> 5.5,3 -> 3,R,182.58500671,R,183.03799438,T,002,KLK0008054292,L,I,,"LINESTRING (170409.86309999973 369044.8828999996, 170399.54610000178 369060.7259999998, 170375.88529999927 369096.23490000144, 170348.36169999838 369136.5482000001, 170325.48039999977 369169.35599999875, 170302.2151999995 369201.8942000009, 170222.48580000177 369311.4028999992, 170197.19480000064 369346.74709999934, 170163.0647 369396.0956000015, 170150.34580000117 369414.8878999986)"
geluids_beperkingen_kenmerk.101,Niet doorzichtig geluidsscherm,4.5 -> 4.5,3 -> 3,R,183.08599854,R,183.1289978,H,002,KLK0008054320,R,I,,"LINESTRING (170425.36850000173 368997.0447999984, 170445.0188000016 368965.69409999996)"
geluids_beperkingen_kenmerk.102,Doorzichtig geluidsscherm,4.5 -> 4.5,3 -> 3,R,183.1289978,R,183.16400146,H,002,KLK0008054326,R,I,,"LINESTRING (170445.0188000016 368965.69409999996, 170465.7311999984 368932.64869999886)"
geluids_beperkingen_kenmerk.103,Doorzichtig geluidsscherm,2.5 -> 2.5,3 -> 3,R,183.1289978,R,183.16000366,T,002,KLK0008054329,L,I,,"LINESTRING (170476.33680000156 368940.4070000015, 170459.8936999999 368966.6867999993)"
geluids_beperkingen_kenmerk.104,Niet doorzichtig geluidsscherm,2.5 -> 5.5,3 -> 3,R,183.26499939,R,183.30000305,T,002,KLK0008054341,L,I,,"LINESTRING (170550.59580000117 368821.7241999991, 170532.0309999995 368851.3949000016)"
geluids_beperkingen_kenmerk.105,Geluidswal,5.5 -> 7.5,3 -> 3,R,237.70799255,R,237.72599792,H,002,KLK0008055252,R,I,,"LINESTRING (183202.85830000043 334478.9552000016, 183197.62640000135 334461.7322999984)"
geluids_beperkingen_kenmerk.106,Geluidswal,5.5 -> 5.5,3 -> 3,R,237.81300354,R,237.93099976,H,002,KLK0008055255,R,I,,"LINESTRING (183172.33900000155 334378.4884000011, 183153.73739999905 334317.2536999993, 183135.91860000044 334264.1618999988)"
geluids_beperkingen_kenmerk.107,Geluidswal,6.5 -> 9.5,3 -> 3,R,236.89199829,R,236.93299866,T,002,KLK0008055259,L,I,,"LINESTRING (183506.26350000128 335199.49439999834, 183509.123399999 335204.1314999983, 183522.98369999975 335225.8192999996, 183528.43129999936 335233.9818999991)"
geluids_beperkingen_kenmerk.108,Geluidswal,5.5 -> 5.5,3 -> 3,R,237.53199768,R,237.72000122,T,002,KLK0008055263,L,I,,"LINESTRING (183212.7820999995 334472.6273000017, 183244.23519999906 334576.04190000147, 183267.36609999835 334652.5287999995)"
geluids_beperkingen_kenmerk.109,Geluidswal,9.5 -> 9.5,3 -> 3,R,237.76199341,R,237.80999756,T,002,KLK0008055265,L,I,,"LINESTRING (183186.59340000153 334386.5218000002, 183200.56069999933 334432.44480000064)"
geluids_beperkingen_kenmerk.110,Niet doorzichtig geluidsscherm,2.5 -> 2.5,3 -> 3,R,238.91200256,R,238.97599792,H,002,KLK0008055357,R,I,,"LINESTRING (182853.17430000007 333337.20270000026, 182847.56689999998 333318.8894999996, 182834.60029999912 333275.9574000016)"
geluids_beperkingen_kenmerk.111,Niet doorzichtig geluidsscherm,2.5 -> 5.5,3 -> 3,R,238.97599792,R,239.00300598,H,002,KLK0008055358,R,I,,"LINESTRING (182834.60029999912 333275.9574000016, 182830.99280000106 333264.01309999824, 182828.84739999846 333256.80270000175)"
geluids_beperkingen_kenmerk.112,Niet doorzichtig geluidsscherm,5.5 -> 2.5,3 -> 3,R,239.01400757,R,239.03500366,H,002,KLK0008055360,R,I,,"LINESTRING (182825.71040000021 333246.2595000006, 182825.28929999843 333244.8440999985, 182819.90159999952 333226.0788999982)"
geluids_beperkingen_kenmerk.113,Niet doorzichtig geluidsscherm,2.5 -> 2.5,3 -> 3,R,239.03500366,R,239.05400085,H,002,KLK0008055361,R,I,,"LINESTRING (182819.90159999952 333226.0788999982, 182818.90579999983 333222.61080000177, 182814.870099999 333207.75759999827)"
geluids_beperkingen_kenmerk.114,Doorzichtig geluidsscherm,1.5 -> 1.5,1 -> 3,R,109.39499664,R,109.4260025,H,002,KLK0008052958,R,I,,"LINESTRING (148995.5436999984 417082.9195000008, 149013.9781000018 417055.54850000143)"
geluids_beperkingen_kenmerk.115,Geluidswand,7.5 -> 7.5,3 -> 3,R,119.80000305,R,119.90000153,T,002,KLK0008053249,L,I,,"LINESTRING (150227.95589999855 409062.34750000015, 150237.1035999991 409065.5788999982, 150255.876600001 409072.5031000003, 150281.88540000096 409082.5397000015, 150300.45389999822 409090.0186999999, 150319.77479999885 409098.20050000027)"
geluids_beperkingen_kenmerk.116,Niet doorzichtig geluidsscherm,4.5 -> 4.5,1 -> 3,R,249.52600098,R,249.55099487,H,002,KLK0008055594,R,I,,"LINESTRING (180782.28009999916 323411.4167000018, 180772.59120000154 323405.1057999991, 180761.12950000167 323398.0927999988)"
geluids_beperkingen_kenmerk.117,Niet doorzichtig geluidsscherm,4.5 -> 4.5,3 -> 5,R,249.55099487,R,249.55799866,H,002,KLK0008055595,R,I,,"LINESTRING (180761.12950000167 323398.0927999988, 180755.15850000083 323394.43939999864)"
geluids_beperkingen_kenmerk.118,Doorzichtig geluidsscherm,4.5 -> 4.5,5 -> 5,R,249.55799866,R,249.602005,H,002,KLK0008055596,R,I,,"LINESTRING (180755.15850000083 323394.43939999864, 180753.77320000157 323393.5918000005, 180718.21680000052 323372.432599999)"
geluids_beperkingen_kenmerk.119,Niet doorzichtig geluidsscherm,4.5 -> 4.5,5 -> 3,R,249.602005,R,249.61099243,H,002,KLK0008055597,R,I,,"LINESTRING (180718.21680000052 323372.432599999, 180710.48259999976 323367.8300999999)"
geluids_beperkingen_kenmerk.120,Niet doorzichtig geluidsscherm,3.5 -> 3.5,3 -> 3,R,250.13400269,R,250.15299988,H,002,KLK0008055603,R,I,,"LINESTRING (180351.28489999846 322999.2175000012, 180339.2388000004 322984.52419999987)"
geluids_beperkingen_kenmerk.121,Doorzichtig geluidsscherm,3.5 -> 3.5,5 -> 5,R,250.83700562,R,250.897995,H,002,KLK0008055607,R,I,,"LINESTRING (179940.59569999948 322414.8707999997, 179927.73580000177 322382.00180000067, 179918.86089999974 322357.8775999993)"
geluids_beperkingen_kenmerk.122,Geluidswal,2.5 -> 3.5,3 -> 3,R,249.36700439,R,249.397995,T,002,KLK0008055612,L,I,,"LINESTRING (180901.09530000016 323521.23479999974, 180892.34479999915 323510.1409999989, 180889.55270000175 323506.8242000006, 180881.24920000136 323497.43400000036)"
geluids_beperkingen_kenmerk.123,Doorzichtig geluidsscherm,.5 -> .5,1 -> 1,R,250.8500061,R,250.897995,T,002,KLK0008055617,L,I,,"LINESTRING (179935.85909999907 322402.7644000016, 179927.73580000177 322382.00180000067, 179918.86089999974 322357.8775999993)"
geluids_beperkingen_kenmerk.124,Niet doorzichtig geluidsscherm,.5 -> 1.5,1 -> 1,R,250.897995,R,250.95700073,T,002,KLK0008055618,L,I,,"LINESTRING (179918.86089999974 322357.8775999993, 179907.44200000167 322326.83790000156, 179898.61730000004 322302.4593999982)"
geluids_beperkingen_kenmerk.125,Niet doorzichtig geluidsscherm,1.5 -> 1.5,1 -> 3,R,250.16600037,R,250.38200378,T,002,KLK0008055624,L,I,,"LINESTRING (180330.4241000004 322720.8262999989, 180430.0427000001 322838.94900000095, 180463.97300000116 322878.98330000043)"
geluids_beperkingen_kenmerk.126,Geluidswand,6.5 -> 6.5,3 -> 3,R,53.86100006,R,53.96099854,H,002,KLK0008052017,R,I,,"LINESTRING (128992.22729999945 460982.62049999833, 129030.46189999953 460891.3016999997)"
geluids_beperkingen_kenmerk.127,Geluidswand,6.5 -> 6.5,1 -> 1,R,120.73600006,R,120.92900085,H,002,KLK0008053279,R,I,,"LINESTRING (149449.10300000012 408757.7314000018, 149439.15890000015 408749.1618000008, 149424.28299999982 408735.7831999995, 149409.68360000104 408722.1132000014, 149395.45479999855 408708.1097000018, 149381.41550000012 408693.77870000154, 149367.77479999885 408679.1169000007, 149354.43780000135 408664.2001999989, 149341.44629999995 408648.9932000004, 149325.81769999862 408629.43140000105, 149315.71499999985 408616.05209999904)"
geluids_beperkingen_kenmerk.128,Geluidswand,6.5 -> 1.5,1 -> 1,R,120.92900085,R,120.94300079,H,002,KLK0008053282,R,I,,"LINESTRING (149315.71499999985 408616.05209999904, 149313.76040000096 408613.4635999985, 149307.3867000006 408604.7989999987)"
geluids_beperkingen_kenmerk.129,Doorzichtig geluidsscherm,1.5 -> 1.5,1 -> 1,R,120.94300079,R,121.05000305,H,002,KLK0008053283,R,I,,"LINESTRING (149249.04879999906 408514.74639999866, 149251.75939999893 408519.5527999997, 149260.33720000088 408534.0780999996, 149270.80220000073 408551.1286999993, 149277.58399999887 408561.75620000064, 149287.9710999988 408577.5122999996, 149301.89889999852 408597.3385999985, 149307.3867000006 408604.7989999987)"
geluids_beperkingen_kenmerk.130,Doorzichtig geluidsscherm,2.5 -> 2.5,1 -> 1,R,121.26599884,R,121.29699707,H,002,KLK0008053304,R,I,,"LINESTRING (149165.42309999838 408315.25389999896, 149162.5053000003 408305.0117999986, 149157.3803000003 408285.3706, 149157.36840000004 408285.3203999996)"
geluids_beperkingen_kenmerk.131,Niet doorzichtig geluidsscherm,3.5 -> 1.5,1 -> 3,R,251.51600647,R,251.58999634,T,002,KLK0008055677,L,I,,"LINESTRING (179691.54729999974 321696.92280000076, 179716.75429999828 321766.7325000018)"
geluids_beperkingen_kenmerk.132,Niet doorzichtig geluidsscherm,1.5 -> 1.5,3 -> 3,R,251.58999634,R,251.65699768,T,002,KLK0008055678,L,I,,"LINESTRING (179668.85280000046 321633.8836000003, 179673.5075000003 321646.9626000002, 179691.54729999974 321696.92280000076)"
geluids_beperkingen_kenmerk.133,Doorzichtig geluidsscherm,1.5 -> 3.5,3 -> 3,R,251.65699768,R,251.68699646,T,002,KLK0008055679,L,I,,"LINESTRING (179659.03350000083 321605.5364000015, 179666.80150000006 321628.1196000017, 179668.85280000046 321633.8836000003)"
geluids_beperkingen_kenmerk.134,Niet doorzichtig geluidsscherm,3.5 -> 3.5,3 -> 5,R,251.68699646,R,251.71200562,T,002,KLK0008055680,L,I,,"LINESTRING (179651.2703000009 321582.8269000016, 179652.55950000137 321586.71489999816, 179659.03350000083 321605.5364000015)"
