FID,omschr,afst_glg,hgte_glg,beginwdl,beginkm,eindwdl,eindkm,kantcode,wegnummer,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
geluids_beperkingen_kenmerk.446,Geluidswal,5.5 -> 5.5,3 -> 3,R,237.53500366,R,237.70799255,H,002,KLK0008055251,R,I,,"LINESTRING (183256.3398000002 334655.0111999996, 183202.85830000043 334478.9552000016)"
geluids_beperkingen_kenmerk.447,Geluidswal,7.5 -> 7.5,3 -> 3,R,237.72599792,R,237.76800537,H,002,KLK0008055253,R,I,,"LINESTRING (183197.62640000135 334461.7322999984, 183185.4186999984 334421.54560000077)"
geluids_beperkingen_kenmerk.448,Geluidswal,7.5 -> 5.5,3 -> 3,R,237.76800537,R,237.81300354,H,002,KLK0008055254,R,I,,"LINESTRING (183185.4186999984 334421.54560000077, 183172.33900000155 334378.4884000011)"
geluids_beperkingen_kenmerk.449,Geluidswal,7.5 -> 6.5,5 -> 5,R,175.8500061,R,176.01499939,T,002,KLK0008054183,L,I,,"LINESTRING (165554.28770000115 373922.4582000002, 165554.18389999866 373922.6383000016, 165470.94469999894 374063.7025000006)"
geluids_beperkingen_kenmerk.450,Niet doorzichtig geluidsscherm,6.5 -> 2.5,3 -> 3,R,176.55499268,R,176.56799316,T,002,KLK0008054199,L,I,,"LINESTRING (165815.0604000017 373433.1607000008, 165809.0522999987 373444.6889999993)"
geluids_beperkingen_kenmerk.451,Doorzichtig geluidsscherm,2.5 -> 2.5,3 -> 3,R,176.56799316,R,176.65400696,T,002,KLK0008054200,L,I,,"LINESTRING (165856.02950000018 373355.2820999995, 165847.625500001 373370.67500000075, 165815.0604000017 373433.1607000008)"
geluids_beperkingen_kenmerk.452,Niet doorzichtig geluidsscherm,2.5 -> 6.5,3 -> 3,R,176.65400696,R,176.68600464,T,002,KLK0008054214,L,I,,"LINESTRING (165872.1517000012 373327.6453000009, 165867.56590000167 373335.06340000033, 165857.20899999887 373353.1218000017, 165856.02950000018 373355.2820999995)"
geluids_beperkingen_kenmerk.453,Niet doorzichtig geluidsscherm,6.5 -> 6.5,3 -> 3,R,176.68600464,R,176.88299561,T,002,KLK0008054215,L,I,,"LINESTRING (165988.00070000067 373172.4147000015, 165979.870099999 373181.3966999985, 165969.8187999986 373192.8478000015, 165956.8830000013 373208.1317999996, 165944.31599999964 373223.69359999895, 165926.13170000166 373247.31329999864, 165910.70910000056 373268.8178000003, 165899.33909999952 373285.27149999887, 165882.30209999904 373311.22560000047, 165872.1517000012 373327.6453000009)"
geluids_beperkingen_kenmerk.454,Doorzichtig geluidsscherm,6.5 -> 6.5,5 -> 5,R,177.38600159,R,177.45199585,T,002,KLK0008054227,L,I,,"LINESTRING (166445.3407999985 372840.0069000013, 166386.94249999896 372876.7578999996)"
geluids_beperkingen_kenmerk.455,Doorzichtig geluidsscherm,1.5 -> 3.5,1 -> 1,R,234.08900452,R,234.0980072,T,002,KLK0008055174,L,I,,"LINESTRING (185176.1420999989 337492.4151000008, 185181.45569999889 337499.67909999937)"
geluids_beperkingen_kenmerk.456,Geluidswal,5.5 -> 3.5,3 -> 3,R,237.93099976,R,237.93499756,H,002,KLK0008055256,R,I,,"LINESTRING (183135.91860000044 334264.1618999988, 183134.6457999982 334260.3698000014)"
geluids_beperkingen_kenmerk.457,Geluidswal,3.5 -> 3.5,3 -> 3,R,237.93499756,R,238,H,002,KLK0008055257,R,I,,"LINESTRING (183134.6457999982 334260.3698000014, 183134.64130000025 334260.3561999984, 183119.18679999933 334209.67440000176)"
geluids_beperkingen_kenmerk.458,Geluidswal,5.5 -> 6.5,3 -> 3,R,236.81799316,R,236.89199829,T,002,KLK0008055258,L,I,,"LINESTRING (183528.43129999936 335233.9818999991, 183545.185899999 335259.08689999953, 183561.71700000018 335283.06120000035, 183570.2173999995 335295.0496999994)"
geluids_beperkingen_kenmerk.459,Geluidswal,9.5 -> 9.5,3 -> 3,R,236.93299866,R,237,T,002,KLK0008055260,L,I,,"LINESTRING (183471.5511999987 335142.1909000017, 183477.8231999986 335152.91589999944, 183488.13060000166 335170.0927999988, 183506.26350000128 335199.49439999834)"
geluids_beperkingen_kenmerk.460,Geluidswal,9.5 -> 6.5,3 -> 3,R,237,R,237.03599548,T,002,KLK0008055261,L,I,,"LINESTRING (183453.7034999989 335110.92760000005, 183457.8024000004 335118.28599999845, 183467.7265000008 335135.6506999992, 183471.5511999987 335142.1909000017)"
geluids_beperkingen_kenmerk.461,Geluidswal,6.5 -> 6.5,3 -> 3,R,237.03599548,R,237.52400208,T,002,KLK0008055262,L,I,,"LINESTRING (183269.68189999834 334660.1862999983, 183277.60920000076 334686.3995000012, 183296.64790000021 334748.0634999983, 183302.8022999987 334767.09329999983, 183313.81949999928 334799.90150000155, 183327.3147 334837.5592, 183334.3863000013 334856.26790000126, 183340.9833999984 334873.08480000123, 183356.05519999936 334910.1367000006, 183363.83139999956 334928.563099999, 183380.14409999922 334965.5155999996, 183388.4690000005 334983.7006999999, 183397.03660000116 335001.7738999985, 183409.64570000023 335027.5784999989, 183418.64550000057 335045.439199999, 183428.68580000103 335064.84270000085, 183438.05750000104 335082.5095999986, 183447.64939999953 335100.0595000014, 183453.7034999989 335110.92760000005)"
geluids_beperkingen_kenmerk.462,Geluidswal,5.5 -> 9.5,3 -> 3,R,237.72000122,R,237.76199341,T,002,KLK0008055264,L,I,,"LINESTRING (183200.56069999933 334432.44480000064, 183212.7820999995 334472.6273000017)"
geluids_beperkingen_kenmerk.463,Geluidswal,9.5 -> 5.5,3 -> 3,R,237.80999756,R,237.85400391,T,002,KLK0008055266,L,I,,"LINESTRING (183173.76269999892 334344.4342, 183177.90249999985 334357.9470000006, 183186.59340000153 334386.5218000002)"
geluids_beperkingen_kenmerk.464,Geluidswal,5.5 -> 5.5,3 -> 1,R,237.85400391,R,238.22999573,T,002,KLK0008055267,L,I,,"LINESTRING (183063.98209999874 333984.81749999896, 183136.89429999888 334224.09099999815, 183173.76269999892 334344.4342)"
geluids_beperkingen_kenmerk.465,Doorzichtig geluidsscherm,3.5 -> 3.5,3 -> 3,R,109.39499664,R,110.04299927,T,002,KLK0008052959,L,I,,"LINESTRING (149008.66010000184 417088.2606999986, 149285.1143000014 416677.6537999995, 149365.43510000035 416558.45540000126, 149370.36030000076 416551.21189999953)"
geluids_beperkingen_kenmerk.466,Doorzichtig geluidsscherm,1.5 -> 1.5,3 -> 3,R,109.4260025,R,110.03900146,H,002,KLK0008052969,R,I,,"LINESTRING (149013.9781000018 417055.54850000143, 149273.3066000007 416670.5040999986, 149345.95279999822 416562.5982000008, 149356.44790000096 416546.8575000018)"
geluids_beperkingen_kenmerk.467,Niet doorzichtig geluidsscherm,5.5 -> 5.5,6 -> 6,R,110.2990036,R,111.10199738,H,002,KLK0008052996,R,I,,"LINESTRING (149502.9092000015 416332.0414999984, 149534.10240000114 416287.06720000133, 149557.28029999882 416254.46499999985, 149594.51839999855 416203.3794, 149660.6074000001 416114.4670000002, 149704.94680000097 416054.17269999906, 149717.09970000014 416038.2703000009, 149741.7098999992 416006.73429999873, 149775.05169999972 415964.4653000012, 149802.19999999925 415930.54879999906, 149839.9651999995 415883.93470000103, 149871.49309999868 415845.53400000185, 149909.90949999914 415799.444600001, 149948.6438000016 415753.62220000103, 149992.94350000098 415701.9090999998)"
geluids_beperkingen_kenmerk.468,Doorzichtig geluidsscherm,6.5 -> 7.5,1 -> 3,R,110.04299927,R,110.20500183,T,002,KLK0008052997,L,I,,"LINESTRING (149460.99610000104 416418.14770000055, 149444.15790000185 416442.6779000014, 149370.36030000076 416551.21189999953)"
geluids_beperkingen_kenmerk.469,Doorzichtig geluidsscherm,7.5 -> 7.5,3 -> 3,R,110.20500183,R,110.31300354,T,002,KLK0008052998,L,I,,"LINESTRING (149523.21499999985 416329.8726999983, 149489.73090000078 416376.92760000005, 149466.79529999942 416409.6994000003, 149460.99610000104 416418.14770000055)"
geluids_beperkingen_kenmerk.470,Niet doorzichtig geluidsscherm,1.5 -> 2.5,3 -> 3,R,238.34599304,R,238.38400269,H,002,KLK0008055306,R,I,,"LINESTRING (183019.14299999923 333881.5887000002, 183009.18989999965 333848.94839999825)"
geluids_beperkingen_kenmerk.471,Geluidswal,5.5 -> 5.5,1 -> 1,R,238.22999573,R,238.35499573,T,002,KLK0008055307,L,I,,"LINESTRING (183028.42029999942 333868.1154999994, 183063.98209999874 333984.81749999896)"
geluids_beperkingen_kenmerk.472,Niet doorzichtig geluidsscherm,2.5 -> 5.5,3 -> 3,R,238.56799316,R,238.60299683,H,002,KLK0008055322,R,I,,"LINESTRING (182953.81529999897 333667.19689999893, 182944.7490000017 333637.5089999996, 182943.02160000056 333631.80629999936)"
geluids_beperkingen_kenmerk.473,Niet doorzichtig geluidsscherm,5.5 -> 5.5,3 -> 3,R,238.60299683,R,238.61300659,H,002,KLK0008055326,R,I,,"LINESTRING (182943.02160000056 333631.80629999936, 182940.12260000035 333622.2357000001)"
geluids_beperkingen_kenmerk.474,Niet doorzichtig geluidsscherm,2.5 -> 2.5,3 -> 3,R,238.63499451,R,238.69999695,H,002,KLK0008055328,R,I,,"LINESTRING (182933.74480000138 333601.1805000007, 182914.90129999816 333538.9717999995)"
geluids_beperkingen_kenmerk.475,Niet doorzichtig geluidsscherm,2.5 -> .5,3 -> 3,R,238.69999695,R,238.72200012,H,002,KLK0008055329,R,I,,"LINESTRING (182914.90129999816 333538.9717999995, 182909.96079999954 333522.66160000116, 182908.50919999927 333517.9208999984)"
geluids_beperkingen_kenmerk.476,Niet doorzichtig geluidsscherm,.5 -> 2.5,3 -> 3,R,238.78300476,R,238.80000305,H,002,KLK0008055331,R,I,,"LINESTRING (182890.64979999885 333459.5938999988, 182886.25809999928 333445.2512000017)"
geluids_beperkingen_kenmerk.479,Geluidswand,6.5 -> 2.5,5 -> 5,R,62.04800034,R,62.08399963,H,002,KLK0008056977,R,I,,"LINESTRING (133474.20340000093 454789.5749000013, 133469.71970000118 454787.5069999993, 133463.25250000134 454784.0084999986, 133459.02600000054 454781.36950000003, 133450.88800000027 454775.55160000175, 133447.01309999824 454772.3861999996, 133444.250500001 454769.8953999989)"
geluids_beperkingen_kenmerk.480,Geluidswand,4.5 -> 3.5,3 -> 3,R,62.09999847,R,62.20000076,T,002,KLK0008057003,L,I,,"LINESTRING (133706.09430000186 454582.0817000009, 133708.35979999974 454597.69519999996, 133708.18820000067 454601.7120000012, 133708.28799999878 454617.7333999984, 133707.8161999993 454631.8623000011, 133707.11080000177 454641.31439999864, 133706.03940000013 454651.3427999988, 133701.75539999828 454681.08889999986, 133700.8007999994 454688.4545000009)"
geluids_beperkingen_kenmerk.481,Niet doorzichtig geluidsscherm,7.5 -> 6.5,6 -> 6,R,116.13700104,R,116.50900269,H,002,KLK0008058151,R,I,,"LINESTRING (152445.17440000176 411606.2274999991, 152374.3407999985 411248.1666000001)"
geluids_beperkingen_kenmerk.482,Geluidswand,8.5 -> 5.5,3 -> 3,R,62.24000168,R,62.39500046,T,002,KLK0008057101,L,I,,"LINESTRING (133633.8478000015 454410.2936999984, 133646.30429999903 454432.0091999993, 133652.00200000033 454440.23369999975, 133669.79309999943 454463.38379999995, 133678.55530000106 454475.558699999, 133682.51729999855 454481.6748000011, 133687.4765000008 454490.36499999836, 133689.72019999847 454494.8493000008, 133692.51359999925 454501.1583000012, 133695.3000999987 454508.46169999987, 133705.9840000011 454547.15900000185)"
geluids_beperkingen_kenmerk.483,Geluidswand,6.5 -> 9.5,3 -> 3,R,62.47000122,R,62.50299835,T,002,KLK0008057120,L,I,,"LINESTRING (133598.4668999985 454290.77639999986, 133610.38010000065 454335.20699999854)"
geluids_beperkingen_kenmerk.484,Geluidswand,2.5 -> 2.5,5 -> 5,B,62.5019989,B,62.59999847,T,002,KLK0008057138,L,I,,"LINESTRING (133574.24579999968 454199.47040000185, 133581.0742000006 454207.15900000185, 133587.61309999973 454226.1000000015, 133594.76410000026 454245.8066000007, 133596.70789999887 454250.41330000013, 133600.03550000116 454256.4759000018, 133602.92379999906 454260.6383000016, 133606.08579999954 454264.53610000014, 133611.51359999925 454269.7846000008, 133615.5678000003 454272.7716999985, 133619.88489999995 454275.2815000005, 133627.85810000077 454278.8746000007, 133630.29919999838 454279.7382000014)"
geluids_beperkingen_kenmerk.485,Niet doorzichtig geluidsscherm,.5 -> .5,1 -> 1,R,255.32099915,R,255.53599548,T,002,KLK0008060587,L,I,,"LINESTRING (177631.58619999886 318916.9167999998, 177787.31019999832 318846.1330000013, 177796.31500000134 318841.78350000083, 177802.7875000015 318838.36989999935, 177811.3724000007 318833.26029999927, 177817.52650000155 318829.0656999983, 177821.4904000014 318826.0033, 177827.6372999996 318820.60830000043)"
geluids_beperkingen_kenmerk.486,Geluidswand,7.5 -> 7.5,5 -> 5,R,59.67499924,R,59.8429985,T,002,KLK0008056723,L,I,,"LINESTRING (133091.5201999992 456828.4726999998, 133077.20859999955 456855.9195000008, 133053.96779999882 456899.5659000017, 133037.28959999979 456930.33689999953, 133015.50299999863 456969.5518000014, 133011.17309999838 456977.1402999982)"
geluids_beperkingen_kenmerk.487,Geluidswal met daarop of -in een scherm,10 -> 10,6 -> 6,R,58.92699814,R,59.38100052,H,002,KLK0008056814,R,I,,"LINESTRING (132531.999499999 457542.3914999999, 132555.93780000135 457514.74760000035, 132588.28920000046 457476.61989999935, 132610.62420000136 457449.67269999906, 132632.72289999947 457422.52980000153, 132660.72789999843 457387.29399999976, 132663.81819999963 457383.3610999994, 132666.74329999834 457379.29140000045, 132674.05040000007 457370.3024000004, 132683.27070000023 457358.4706000015, 132710.51850000024 457322.6565999985, 132731.36169999838 457294.53170000017, 132751.8579000011 457266.45169999823, 132775.12909999862 457233.91220000014, 132798.03759999946 457201.1215999983, 132804.25979999825 457191.99859999865)"
geluids_beperkingen_kenmerk.488,Niet doorzichtig geluidsscherm,3.5 -> 3.5,3 -> 3,R,161.24699402,R,161.30200195,H,002,KLK0008059301,R,I,,"LINESTRING (157680.05370000005 383381.5320999995, 157682.48530000076 383387.4609000012, 157686.49060000107 383399.41000000015, 157689.2410000004 383409.0042999983, 157692.84950000048 383423.5727000013, 157698.33359999955 383435.15480000153)"
geluids_beperkingen_kenmerk.489,Doorzichtig geluidsscherm,5.5 -> 3.5,3 -> 3,R,161.36000061,R,161.5,H,002,KLK0008059310,R,I,,"LINESTRING (157572.4112999998 383229.2457999997, 157574.11459999904 383232.32449999824, 157577.0476000011 383236.3537000008, 157581.28860000148 383240.8535999991, 157585.02600000054 383243.84849999845, 157590.5967000015 383247.19590000063, 157595.00769999996 383249.2324000001, 157601.30209999904 383251.46449999884, 157606.14180000126 383252.5278000012, 157612.94040000066 383253.1165000014, 157617.8302000016 383252.8909999989, 157624.7025000006 383251.72520000115, 157629.49430000037 383250.2619000003, 157636.62539999932 383247.05790000036, 157640.94060000032 383244.4653000012, 157646.4763999991 383239.8436000012, 157649.92590000108 383236.1559000015, 157654.45120000094 383229.8817999996, 157656.8264000006 383225.4343999997, 157659.57429999858 383218.1660999991, 157660.78970000148 383213.306499999, 157662.03180000186 383204.8306999989, 157662.36279999837 383199.8381000012, 157662.45320000127 383194.82759999856, 157662.4048999995 383182.245099999)"
geluids_beperkingen_kenmerk.490,Geluidswal,5.5 -> 5.5,3 -> 3,R,126.6760025,R,126.70700073,H,002,KLK0008058506,R,I,,"LINESTRING (150165.77540000156 403037.2793999985, 150161.17940000072 403019.6158999987, 150164.77580000088 402999.1816000007)"
geluids_beperkingen_kenmerk.491,Niet doorzichtig geluidsscherm,7.5 -> 6.5,6 -> 5,R,56.02600098,R,56.52799988,T,002,KLK0008056872,L,I,,"LINESTRING (130305.73259999976 459326.0709999986, 130332.0122999996 459305.91209999844, 130411.1185999997 459230.7003000006, 130446.20749999955 459199.056499999, 130476.63919999823 459171.2404999994, 130483.46860000119 459165.6898000017, 130494.6790000014 459157.24439999834, 130506.93400000036 459148.58410000056, 130519.4327000007 459140.2906000018, 130527.90659999847 459134.9743000008, 130541.3984999992 459127.1094999984, 130554.60080000013 459119.98420000076, 130567.97639999911 459113.1939999983, 130577.00360000134 459108.8803000003, 130591.49280000106 459102.46269999817, 130610.12260000035 459095.18719999865, 130628.99670000002 459088.5689000003, 130661.15329999849 459078.1596000008, 130679.92599999905 459071.3220000006, 130687.44629999995 459068.36499999836, 130701.27400000021 459062.53280000016, 130714.92020000145 459056.305399999, 130716.21040000021 459055.6671999991)"
geluids_beperkingen_kenmerk.492,Niet doorzichtig geluidsscherm,3.5 -> 3.5,5 -> 5,R,160.62600708,R,160.92900085,T,002,KLK0008059054,L,I,,"LINESTRING (157802.70919999853 383746.7787999995, 157810.66099999845 383812.90469999984, 157814.57440000027 383842.6484000012, 157820.2925999984 383883.1534000002, 157824.73429999873 383912.8229999989, 157833.43340000138 383968.1900999993, 157836.36190000176 383987.9770999998, 157838.37110000104 384002.8420000002, 157840.1688000001 384017.73479999974, 157842.79149999842 384044.0460000001, 157842.93140000105 384046.0405000001)"
geluids_beperkingen_kenmerk.493,Doorzichtig geluidsscherm,5.5 -> 5.5,5 -> 5,R,161.32499695,R,161.45500183,T,002,KLK0008059056,L,I,,"LINESTRING (157740.18609999865 383223.43239999935, 157755.03409999982 383347.54740000144)"
geluids_beperkingen_kenmerk.494,Niet doorzichtig geluidsscherm,7.5 -> 7.5,3 -> 3,R,140.51899719,R,140.71600342,H,002,KLK0008058649,R,I,,"LINESTRING (156491.94689999893 391130.25869999826, 156496.3374999985 391112.0767999999, 156533.7413999997 391063.35069999844, 156596.30889999866 390981.24120000005, 156609.4560999982 390965.1634000018)"
geluids_beperkingen_kenmerk.495,Geluidswand,3.5 -> 1.5,1 -> 1,R,161.63000488,R,161.88499451,T,002,KLK0008059057,L,I,,"LINESTRING (157760.8883999996 382796.9717999995, 157744.67489999905 382899.0148999989, 157739.66910000145 382933.65509999916, 157736.67069999874 382957.50459999964, 157735.03330000117 382972.4268000014, 157733.62530000135 382987.36499999836, 157732.06190000102 383007.3046000004, 157731.13120000064 383022.2760999985, 157730.20210000128 383045.87999999896)"
geluids_beperkingen_kenmerk.496,Geluidswand,3.5 -> 3.5,1 -> 1,R,162.08700562,R,162.36999512,T,002,KLK0008059058,L,I,,"LINESTRING (157831.7034999989 382319.46009999886, 157829.41409999877 382340.92229999974, 157826.24390000105 382368.4565999992, 157823.83999999985 382388.31280000135, 157819.34070000052 382423.0225000009, 157815.9411999993 382447.7906000018, 157811.6270999983 382477.3825000003, 157803.11549999937 382531.7226999998, 157792.1345999986 382600.6440999992)"
geluids_beperkingen_kenmerk.497,Geluidswand,3.5 -> 3.5,1 -> 1,R,162.42599487,R,162.55999756,T,002,KLK0008059060,L,I,,"LINESTRING (157846.94579999894 382129.0832000002, 157841.50719999894 382208.46460000053, 157838.41679999977 382248.3456000015, 157837.1521999985 382262.72199999914)"
geluids_beperkingen_kenmerk.498,Doorzichtig geluidsscherm,1.5 -> 3.5,1 -> 1,R,162.80299377,R,162.83599854,T,002,KLK0008059062,L,I,,"LINESTRING (157868.71570000052 381854.35269999877, 157866.1121999994 381887.2498999983)"
geluids_beperkingen_kenmerk.499,Niet doorzichtig geluidsscherm,5.5 -> 5.5,5 -> 5,R,163.147995,R,163.34500122,H,002,KLK0008059087,R,I,,"LINESTRING (157911.61730000004 381346.1860000007, 157910.18349999934 381358.6581000015, 157906.59919999912 381393.4871000014, 157904.0698999986 381421.3222000003, 157903.813000001 381426.3231000006, 157902.30570000038 381441.2474000007, 157894.16450000182 381543.3988999985)"
geluids_beperkingen_kenmerk.500,Geluidswal met daarop of -in een scherm,5.5 -> 5.5,6 -> 5,R,163.51699829,R,163.69299316,H,002,KLK0008059094,R,I,,"LINESTRING (157938.96059999987 380998.4679999985, 157938.67650000006 381004.57510000095, 157936.75549999997 381059.55590000004, 157935.2760999985 381094.5287999995, 157932.99219999835 381134.46350000054, 157930.02549999952 381176.2261000015)"
geluids_beperkingen_kenmerk.501,Niet doorzichtig geluidsscherm,5.5 -> 5.5,5 -> 5,R,163.69299316,R,163.90800476,H,002,KLK0008059095,R,I,,"LINESTRING (157954.93730000034 380784.08480000123, 157954.73849999905 380785.9466999993, 157953.24280000106 380800.875, 157951.48860000074 380820.79850000143, 157944.66200000048 380905.5240000002, 157942.83909999952 380929.68200000003, 157941.20960000157 380954.63809999824, 157939.83810000122 380979.60060000047, 157938.96059999987 380998.4679999985)"
geluids_beperkingen_kenmerk.502,Doorzichtig geluidsscherm,2.5 -> 2.5,1 -> 1,R,163.77999878,R,163.83999634,T,002,KLK0008059098,L,I,,"LINESTRING (157948.98889999837 380851.82189999893, 157944.66200000048 380905.5240000002, 157944.20120000094 380911.63049999997)"
geluids_beperkingen_kenmerk.503,Geluidswal,4.5 -> 4.5,5 -> 5,R,39.01499939,R,39.4090004,T,002,KLK0008056558,L,I,,"LINESTRING (126155.71040000021 475307.0346999988, 126155.98570000008 475302.98580000177, 126156.06219999865 475297.98490000144, 126155.89319999889 475292.99269999936, 126155.43769999966 475287.55310000107, 126154.7490000017 475282.59750000015, 126153.79300000146 475277.74329999834, 126152.48009999841 475272.2091999985, 126149.31870000064 475262.73259999976, 126145.64919999987 475253.936999999, 126137.01170000061 475235.99549999833, 126130.87469999865 475222.3027999997, 126127.52859999985 475213.50389999896, 126123.3216000013 475200.36030000076, 126120.10139999911 475186.99219999835, 126118.35509999841 475177.1457999982, 126116.81879999861 475164.5309000015, 126116.19889999926 475154.5438000001, 126116.08590000123 475150.51399999857, 126116.16099999845 475140.51689999923, 126116.75290000066 475130.3728, 126117.83949999884 475120.431499999, 126118.58399999887 475115.4824000001, 126120.31480000168 475106.0896999985, 126122.60139999911 475096.3568999991, 126125.33249999955 475086.41160000116, 126138.2415000014 475043.6442999989, 126146.74170000106 475014.87310000136, 126164.29369999841 474952.7008000016, 126162.15459999815 474919.0196999982)"
geluids_beperkingen_kenmerk.504,Geluidswand,3.5 -> 3.5,5 -> 5,R,43.00299835,R,43.26800156,H,002,KLK0008056584,R,I,,"LINESTRING (127145.26689999923 471473.53440000117, 127152.76460000128 471434.4957999997, 127158.81219999865 471420.82609999925, 127177.58029999956 471379.40949999914, 127194.45399999991 471343.1506999992, 127218.2659999989 471293.5722000003, 127238.07090000063 471253.56170000136, 127252.27800000086 471225.6011000015)"
geluids_beperkingen_kenmerk.584,Geluidswand,6.5 -> 6.5,5 -> 5,R,61.04999924,R,61.29999924,H,004,KLK0008063289,R,I,,"LINESTRING (84004.90309999883 440483.56159999967, 84004.55099999905 440470.2318999991, 84033.70919999853 440401.4191999994, 84066.75879999995 440325.1983000003, 84098.5764000006 440253.0500999987)"
geluids_beperkingen_kenmerk.505,Geluidswand,3.5 -> 7.5,5 -> 5,R,43.26800156,R,43.34999847,H,002,KLK0008056585,R,I,,"LINESTRING (127252.27800000086 471225.6011000015, 127258.07730000094 471214.1876000017, 127262.45769999921 471205.19519999996, 127264.54850000143 471200.6534000002, 127267.91840000078 471192.4803000018, 127271.30029999837 471183.05519999936, 127272.7938000001 471178.28339999914, 127275.15419999883 471169.58940000087, 127276.30490000173 471164.7124999985, 127278.23539999872 471154.9004999995, 127279.63399999961 471145.4327000007, 127280.5700000003 471135.4754999988, 127280.87579999864 471130.4840000011, 127281.09299999848 471121.14240000024, 127280.99819999933 471116.1381999999, 127280.80359999835 471112.7441000007)"
geluids_beperkingen_kenmerk.506,Niet doorzichtig geluidsscherm,3.5 -> 3.5,5 -> 5,R,63.40599823,R,63.42699814,H,004,KLK0008065444,R,I,,"LINESTRING (84711.10990000144 438231.56170000136, 84710.63599999994 438235.4924999997, 84708.10429999977 438252.3440999985)"
geluids_beperkingen_kenmerk.507,Doorzichtig geluidsscherm,3.5 -> 3.5,5 -> 5,R,63.42699814,R,63.49000168,H,004,KLK0008065445,R,I,,"LINESTRING (84718.64990000054 438169.0146000013, 84711.10990000144 438231.56170000136)"
geluids_beperkingen_kenmerk.508,Doorzichtig geluidsscherm,6.5 -> 6.5,5 -> 5,R,63.42599869,R,63.49000168,T,004,KLK0008065451,L,I,,"LINESTRING (84718.64990000054 438169.0146000013, 84710.99020000175 438232.5544999987)"
geluids_beperkingen_kenmerk.509,Niet doorzichtig geluidsscherm,6.5 -> 6.5,5 -> 5,R,63.49000168,R,70.11499786,T,004,KLK0008065452,L,I,,"LINESTRING (84718.64990000054 438169.0146000013, 84720.2109999992 438156.06439999864, 84724.58100000024 438116.34800000116, 84727.93210000172 438083.05249999836, 84731.54529999942 438043.21510000154, 84742.78849999979 437904.9688999988)"
geluids_beperkingen_kenmerk.510,Niet doorzichtig geluidsscherm,1.5 -> 3.5,3 -> 3,R,3.24399996,R,3.24900007,T,004,KLK0008064306,L,I,,"LINESTRING (115127.80719999969 482859.9492000006, 115131.6323999986 482863.16910000145)"
geluids_beperkingen_kenmerk.511,Geluidswal,7.5 -> 7.5,1 -> 1,R,93.32900238,R,93.51999664,H,004,KLK0008065750,R,I,,"LINESTRING (87766.49940000102 417933.17440000176, 87723.18879999965 417748.17660000175)"
geluids_beperkingen_kenmerk.512,Geluidswal,6.5 -> 10,1 -> 1,R,93.39099884,R,93.62999725,T,004,KLK0008065753,L,I,,"LINESTRING (87710.31340000033 417637.80050000176, 87763.61850000173 417865.2184999995)"
geluids_beperkingen_kenmerk.513,Geluidswal,5.5 -> 5.5,1 -> 3,R,54.37099838,R,54.64899826,H,004,KLK0008065326,R,I,,"LINESTRING (81163.34569999948 446501.34369999915, 81177.70589999855 446464.5870000012, 81185.30200000107 446445.9675000012, 81197.67669999972 446416.7377999984, 81213.97599999979 446380.192400001, 81225.70109999925 446354.94689999893, 81242.99240000173 446318.8773000017, 81258.19200000167 446288.2848000005, 81267.24390000105 446270.44860000163, 81276.76300000027 446252.09629999846)"
geluids_beperkingen_kenmerk.514,Doorzichtig geluidsscherm,4.5 -> 4.5,1 -> 1,R,16.8939991,R,17.10199928,T,005,KLK0008066987,L,I,,"LINESTRING (117268.39490000159 489486.3927000016, 117244.48009999841 489486.3969999999, 117060.39889999852 489487.6068999991)"
geluids_beperkingen_kenmerk.515,Geluidswal,9.5 -> 8.5,3 -> 3,R,56.14400101,R,56.70299911,H,004,KLK0008065365,R,I,,"LINESTRING (82018.56769999862 444949.02809999883, 82052.11850000173 444888.22879999876, 82084.497299999 444828.4646999985, 82103.11259999871 444793.05959999934, 82130.51199999824 444739.67280000076, 82158.7184999995 444686.7162999995, 82282.93789999932 444458.78990000114)"
geluids_beperkingen_kenmerk.516,Geluidswal,7.5 -> 7.5,5 -> 5,R,57.36500168,R,57.94100189,H,004,KLK0008065410,R,I,,"LINESTRING (82596.77820000052 443881.1713999994, 82747.9028000012 443605.5348000005, 82757.34290000051 443587.8986000009, 82767.21449999884 443570.5042999983, 82875.01749999821 443374.55209999904)"
geluids_beperkingen_kenmerk.517,Geluidswal,7.5 -> 6.5,5 -> 5,R,57.94100189,R,57.97000122,H,004,KLK0008065420,R,I,,"LINESTRING (82875.01749999821 443374.55209999904, 82888.99599999934 443349.14339999855)"
