GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,DOCUMENT,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,PUIC,RELATIEVEHOOGTELIGGING,STATUS,TIJDSTIP_REGISTRATIE,ID,Shape__Area,Shape__Length
080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,6.426635,"6,426635",Randstad Noord,RN,125299.471,480005.447087,52.3072126254281,4.95171644424322,Prorail,L0004,bestaand,,681.985404,283,8b666adb176f41d99ba47da569a84783,1,gerealiseerd,2015/09/09 10:50:53+00,5941489,0,0
078,,78,078__,Uitgeest - Zaandam,Hdr-Zd,Den Helder - Zaandam ,65.159912,"65,159912",Randstad Noord,RN,114660.350039,500303.0805,52.4889527753356,4.79328650450983,Prorail,L0004,bestaand,,131.471347,283,07c34b46acd04c7697d64c5f01c78bff,1,gerealiseerd,2020/06/29 09:07:02+00,5941536,0,0
084,,84,084__,Amsterdam Sloterdijk - Haarlem,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,9.280599,"9,280599",Randstad Noord,RN,111363.047538,488893.3415,52.3861606606502,4.74622976931761,Prorail,L0004,bestaand,,150.008128,283,20d9ca7b26434733bf6fba7411c17a1d,2,gerealiseerd,2020/06/11 13:26:20+00,5941540,0,0
527,c,527,527_c,Haarlem,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,16.843508,"16,843508",Randstad Noord,RN,104039.47636,489169.21,52.3880087745265,4.6386215829739,Prorail,L0004,bestaand,,11419.460457,283,ed90d33025774bbfb338aaca6d018de2,1,gerealiseerd,2022/11/04 14:28:20+00,5941541,0,0
526,b,526,526_b,Amsterdam Muiderpoort,Asdm-Asa,Amsterdam Muiderpoort - Amsterdam Amstel ,103.752926,"103,752926",Randstad Noord,RN,123855.0215,485859.141913,52.3597422587167,4.9299963458715,Prorail,L0004,bestaand,,1765.308597,283,ade0a02ebeb44200a6d64d835dbbfb34,1,gerealiseerd,2021/02/01 16:01:41+00,5941543,0,0
144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,155.266313,"155,266313",Randstad Noord,RN,119947.530636,483545.6515,52.3387147740993,4.87287750111769,Prorail,L0004,bestaand,,1577.83,283,6e29324e66134dae84a09bd0e8ca0875,2,gerealiseerd,2021/01/22 17:03:50+00,5941606,0,0
529,,529,529__,Breukelen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,22.655116,"22,655116",Randstad Noord,RN,127870.3705,464803.011942,52.1707117156122,4.99063020562528,Prorail,L0004,bestaand,,652.006288,283,a278d6ee40c547f3b489f500ed42ccbc,3,gerealiseerd,2016/08/08 13:34:20+00,5941609,0,0
524,b,524,524_b,Zaandam,Hdr-Zd,Den Helder - Zaandam ,71.256613,"71,256613",Randstad Noord,RN,116048.208831,494621,52.4379883156574,4.8143805132094,Prorail,L0004,bestaand,,29.093819,283,3f6603ab1a5a4172b9e1b37f499ff015,1,gerealiseerd,2015/09/30 14:55:00+00,5941613,0,0
589,c,589,589_c,Duivendrecht,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,150.358095,"150,358095",Randstad Noord,RN,124221.18564,481822.4095,52.3234832004194,4.93574052659012,Prorail,L0004,bestaand,,606.173316,283,1f6dc9a2178241d99bc1e475d7bf0c13,3,gerealiseerd,2020/08/21 08:17:50+00,5941615,0,0
080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,7.651923,"7,651923",Randstad Noord,RN,125877.497,478926.108138,52.2975429812088,4.96028476964417,Prorail,L0004,bestaand,,378.808401,283,49153508310f454d862a7147f1a5c171,1,gerealiseerd,2018/03/23 20:36:52+00,5941618,0,0
078,,78,078__,Uitgeest - Zaandam,Hdr-Zd,Den Helder - Zaandam ,67.687051,"67,687051",Randstad Noord,RN,115448.8445,498101.829639,52.469227724163,4.80515535981203,Prorail,L0004,bestaand,,699.950574,283,391177487a4047a78718869fdfc018c6,1,gerealiseerd,2015/09/08 11:09:33+00,5941619,0,0
107,,107,107__,Moordrecht Aansl. - Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,19.989756,"19,989756",Randstad Zuid,RZ,86613.748343,452453.3125,52.0561592538452,4.39009318034803,Prorail,L0004,bestaand,,162.873188,283,e87ab44191d54e418747b0018e04a8ea,1,gerealiseerd,2021/11/19 19:05:07+00,5941633,0,0
,,,,,,,,,,,117508.844,489018.848575,52.3877428011011,4.83648582643753,Prorail,L0004,bestaand,,5909.63035,283,8c5ba207d0fd4bbda64048fdcda32292,3,gerealiseerd,2021/05/06 15:10:00+00,5941681,0,0
,,,,,,,,,,,125377.244383,479864.763,52.3059524240656,4.95286913077983,Prorail,L0004,bestaand,,39.717169,283,6858fe4509754e1c85f2ecb33f43a7a8,1,gerealiseerd,2015/09/09 10:50:52+00,5941682,0,0
,,,,,,,,,,,118905.511661,483519.0635,52.3384083830103,4.85759137026485,Prorail,L0004,bestaand,,172.916966,283,0340ac9bf0c142d6b61e66ad817c59c7,2,gerealiseerd,2021/01/22 17:02:22+00,5941683,0,0
078,,78,078__,Uitgeest - Zaandam,Hdr-Zd,Den Helder - Zaandam ,62.488353,"62,488353",Randstad Noord,RN,112093.549224,500998.207,52.4950045754033,4.75540849304114,Prorail,L0004,bestaand,,326.536145,283,f5ab58843a7e464690bc3e7ee0651b5e,1,gerealiseerd,2015/09/08 11:09:33+00,5941684,0,0
518,,518,518__,Weert,Bdl-Rm,Budel - Roermond ,64.258516,"64,258516",Zuid,Z,177009.271455,362206.689,51.2487705412028,5.70243071849834,Prorail,L0004,bestaand,,1105.634375,283,17f08c60ca3e4a48a1f28ec4cad20200,3,gerealiseerd,2020/11/26 08:35:27+00,5941692,0,0
055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,35.48137,"35,481370",Zuid,Z,176863.759539,386882.821,51.4705801749421,5.70187195887729,Prorail,L0004,bestaand,,31.283464,283,e7500837e4d046e2b222c9c1302e8923,1,,2018/12/06 09:41:21+00,5941693,0,0
107,,107,107__,Moordrecht Aansl. - Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,22.406917,"22,406917",Randstad Zuid,RZ,84513.362975,453654.303,52.0666892331742,4.35922513880964,Prorail,L0004,bestaand,,2354.180121,283,a14eb900b2dc4ae3b374d9ba330a9255,3,,2019/07/24 11:13:17+00,5941707,0,0
057,,57,057__,Eindhoven - Weert,Ehv-Wt,Eindhoven - Weert ,10.283342,"10,283342",Zuid,Z,167693.374,377332.0945,51.3850134775725,5.5695453419421,Prorail,L0004,bestaand,,97.911266,283,6b9eeff47b9d4ebeb49b748c54670f7b,1,gerealiseerd,2022/11/10 06:55:33+00,5941752,0,0
518,,518,518__,Weert,Bdl-Rm,Budel - Roermond ,64.358376,"64,358376",Zuid,Z,177109.983565,362199.904,51.2487056332962,5.70387273744839,Prorail,L0004,bestaand,,1552.345817,283,3b52f7878ab6480c9577027b36491d89,3,gerealiseerd,2020/11/26 08:35:27+00,5941754,0,0
518,,518,518__,Weert,Bdl-Rm,Budel - Roermond ,64.301687,"64,301687",Zuid,Z,177052.4645,362203.756948,51.2487425070409,5.70304916549574,Prorail,L0004,bestaand,,218.766591,283,08be87bc84844422a2d84d616222c423,3,gerealiseerd,2020/08/07 15:33:49+00,5941758,0,0
055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,38.371101,"38,371101",Zuid,Z,174057.464708,387409.51,51.4754163174472,5.66151178956473,Prorail,L0004,bestaand,,191.640278,283,ae051c0ded9c453d8250e2a584b84f18,3,gerealiseerd,2018/08/30 14:34:51+00,5941764,0,0
519,a,519,519_a,Roermond,Mt-Vl,Maastricht - Venlo ,46.330592,"46,330592",Zuid,Z,197415.7415,356114.663659,51.1928536228415,5.99396781695387,Prorail,L0004,bestaand,,768.09754,283,0b4ed03a30b94b7fa9e7dc59063f8097,1,gerealiseerd,2017/10/16 10:56:28+00,5941767,0,0
555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,83.892471,"83,892471",Randstad Zuid,RZ,91831.511418,437767.2955,51.9247921532174,4.46886792449647,Prorail,L0004,bestaand,,50262.654571,283,8968286f799b4997b2bad611f5d85b3f,3,gerealiseerd,2018/08/30 15:11:46+00,5941771,0,0
055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,38.433587,"38,433587",Zuid,Z,173998.907708,387388.466,51.4752291408644,5.66066779951599,Prorail,L0004,bestaand,,176.508886,283,88f38e43307c47d38d8a3709d7c746c3,3,gerealiseerd,2018/08/30 14:34:51+00,5941829,0,0
057,,57,057__,Eindhoven - Weert,Ehv-Wt,Eindhoven - Weert ,10.283261,"10,283261",Zuid,Z,167703.6765,377336.4868,51.3850527266739,5.56969349815993,Prorail,L0004,bestaand,,97.894908,283,f2733f3abe164ff6a5cd5e4a705694f3,1,gerealiseerd,2022/11/10 06:55:33+00,5941838,0,0
107,,107,107__,Moordrecht Aansl. - Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,19.989638,"19,989638",Randstad Zuid,RZ,86611.360988,452448.692,52.0561174349295,4.3900593014477,Prorail,L0004,bestaand,,162.189005,283,8e70d4d11a1445b2a7b0c414da15c15d,1,,2018/11/14 14:54:56+00,5941852,0,0
107,,107,107__,Moordrecht Aansl. - Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,13.893465,"13,893465",Randstad Zuid,RZ,92589.153129,451414.3235,52.0475269149781,4.47739671493103,Prorail,L0004,bestaand,,237.014832,283,2ebb5b90c72c48aba9d989eb96c24b4f,1,,2019/07/25 10:31:36+00,5941857,0,0
107,,107,107__,Moordrecht Aansl. - Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,19.990724,"19,990724",Randstad Zuid,RZ,86603.486784,452436.5615,52.0560074466655,4.38994693668224,Prorail,L0004,bestaand,,170.491787,283,15ad8078a6ea44d6b6586797a0bbc51e,1,,2018/11/14 14:54:56+00,5941858,0,0
519,a,519,519_a,Roermond,Mt-Vl,Maastricht - Venlo ,46.333959,"46,333959",Zuid,Z,197441.4865,356110.316308,51.1928126235315,5.99433556886285,Prorail,L0004,bestaand,,1459.544783,283,046f0a17f81c43929f5de0db39d1bb2a,2,gerealiseerd,2017/10/16 10:56:28+00,5941911,0,0
,,,,,,,,,,,83207.075859,435477.1255,51.9031640263564,4.34398355413245,Prorail,L0004,bestaand,,1077.287341,283,c070d4aec649457f8b8fa9f05cea430e,1,gerealiseerd,2016/01/08 09:38:07+00,5941995,0,0
,,,,,,,,,,,83253.206,435495.219816,51.9033325894188,4.34464999199707,Prorail,L0004,bestaand,,122.378173,283,22fe0d82ffdd4bdba4e00379134ca260,1,gerealiseerd,2016/01/08 09:38:07+00,5942010,0,0
664,b,664,664_b,Rotterdam Lombardijen,Bd-Rtd,Breda - Rotterdam Centraal ,42.230862,"42,230862",Randstad Zuid,RZ,96072.6035,432751.129116,51.8801750340355,4.53137601917304,Prorail,L0004,bestaand,,426.710048,283,ffb2ac151f8c4ebfb43261a697beee6a,2,gerealiseerd,2020/10/09 17:14:04+00,5942176,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,33.030612,"33,030612",Randstad Noord,RN,134626.900031,457230.6695,52.1029430711676,5.08984712171362,Prorail,L0004,bestaand,,137.971282,283,bf4e9534d12a4b538c9c2994f77b676d,3,gerealiseerd,2015/04/01 10:34:32+00,5942196,0,0
528,b,528,528_b,Hilversum,Asd-Zp,Amsterdam Centraal - Zutphen ,28.41772,"28,417720",Randstad Noord,RN,140984.4395,470903.611639,52.2260310828256,5.18207429448751,Prorail,L0004,bestaand,,1916.523703,283,89f0a4d34c684c74a0f52853816c7822,2,gerealiseerd,2015/06/29 09:56:13+00,5942197,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.191176,"35,191176",Randstad Noord,RN,136046.963,455642.213881,52.0887165811077,5.11066173158065,Prorail,L0004,bestaand,,1006.790732,283,09ebe4004d0944888a5b90e7807e81fd,1,gerealiseerd,2017/11/23 09:41:52+00,5942202,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.161203,"35,161203",Randstad Noord,RN,136051.8705,455679.701919,52.0890536893002,5.11073125344581,Prorail,L0004,bestaand,,68.158535,283,d85995c40a404fc5b8718d061ac55915,1,gerealiseerd,2015/04/01 10:34:09+00,5942204,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,36.551644,"36,551644",Randstad Noord,RN,136813.912417,454531.463,52.0787589168975,5.121911276219,Prorail,L0004,bestaand,,110.306507,283,4b7940f028d24f3ebde17d572959353a,1,gerealiseerd,2021/12/08 09:26:09+00,5942206,0,0
094,,94,094__,Utrecht Centraal - Blauwkapel,Ut-Amf,Utrecht - Amersfoort ,3.058209,"3,058209",Randstad Noord,RN,137072.166613,458014.9075,52.1100763308463,5.12549545612679,Prorail,L0004,bestaand,,613.7832,283,56ecd7fce6cd4c32a8ec725dc2964010,2,gerealiseerd,2020/10/02 14:33:32+00,5942250,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.161156,"35,161156",Randstad Noord,RN,136031.7335,455668.255112,52.0889501167616,5.11043807434757,Prorail,L0004,bestaand,,67.276769,283,c2aedaaff2f04d68ba0ef70847158468,1,gerealiseerd,2015/04/01 10:34:09+00,5942257,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.345839,"35,345839",Randstad Noord,RN,136087.657,455478.972301,52.0872507662645,5.11126453526757,Prorail,L0004,bestaand,,820.763863,283,9f9777e3daf8466485f50ab22245a652,1,,2017/11/23 09:41:52+00,5942258,0,0
,,,,,,,,,,,136849.210739,454536.213,52.0788027673128,5.12242593730788,Prorail,L0004,bestaand,,85.543686,283,2959db547daf4e1d97b1f18124495985,3,gerealiseerd,2016/03/11 11:46:50+00,5942261,0,0
528,b,528,528_b,Hilversum,Asd-Zp,Amsterdam Centraal - Zutphen ,28.365404,"28,365404",Randstad Noord,RN,140947.2485,470943.531298,52.226388925489,5.18152832069827,Prorail,L0004,bestaand,,338.446082,283,fffc1f2c4d994023b6b484a9933b6b3f,1,gerealiseerd,2015/06/29 09:56:04+00,5942310,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,36.553737,"36,553737",Randstad Noord,RN,136802.868458,454508.129,52.0785488291403,5.12175141658728,Prorail,L0004,bestaand,,113.489401,283,bd0e699048044e8ebaa99dc5762e8fdd,1,gerealiseerd,2021/12/08 09:26:09+00,5942316,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,36.551895,"36,551895",Randstad Noord,RN,136824.929145,454550.0845,52.078926647767,5.12207099103417,Prorail,L0004,bestaand,,45.477078,283,9710dd2568c643889ca43d1e918fbca7,1,gerealiseerd,2021/08/16 05:10:54+00,5942317,0,0
528,b,528,528_b,Hilversum,Asd-Zp,Amsterdam Centraal - Zutphen ,28.36974,"28,369740",Randstad Noord,RN,140977.9415,470954.07154,52.226484439636,5.18197710312071,Prorail,L0004,bestaand,,1295.98414,283,2e0e5fd567ae4eac9c52442f4b8824eb,2,gerealiseerd,2015/06/29 09:56:13+00,5942319,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.191924,"35,191924",Randstad Noord,RN,136026.5175,455629.671791,52.0886031534897,5.11036411453884,Prorail,L0004,bestaand,,1316.92932,283,d4d9be2ea4734d28a6ade89aab7e5f95,1,gerealiseerd,2021/06/28 06:01:58+00,5942322,0,0
163,,163,163__,Rotterdam Lombardijen - Rotterdam Centraal,Bd-Rtd,Breda - Rotterdam Centraal ,45.348184,"45,348184",Randstad Zuid,RZ,94620.9165,435523.847103,51.9049391592154,4.50980892849233,Prorail,L0004,bestaand,,341.766435,283,25072ba29b28480d9e54d360c108a254,2,gerealiseerd,2016/01/19 11:26:17+00,5942351,0,0
032,,32,032__,Blauwkapel - Lunetten,Hvs-Utm,Hilversum - Utrecht Maliebaan ,16.237147,"16,237147",Randstad Noord,RN,137454.4455,455517.308073,52.0876403101789,5.13120436245998,Prorail,L0004,bestaand,,1329.325531,283,765b8ddff9e5426c8b7f1fbcfbdd9fb0,1,gerealiseerd,2015/05/22 09:05:50+00,5942371,0,0
093,,93,093__,Blauwkapel - Den Dolder,Ut-Amf,Utrecht - Amersfoort ,8.917329,"8,917329",Randstad Noord,RN,142491.643394,460230.8665,52.1301422301663,5.2045263645619,Prorail,L0004,bestaand,,1256.158069,283,5b93bed2322646909b82e89010341ceb,2,gerealiseerd,2015/06/10 10:42:53+00,5942372,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.149854,"35,149854",Randstad Noord,RN,135983.4265,455653.744949,52.0888180436992,5.10973404561559,Prorail,L0004,bestaand,,46.539721,283,b36f850f716642f5905a0d5ae2767700,1,gerealiseerd,2020/10/09 09:30:09+00,5942374,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,34.899979,"34,899979",Randstad Noord,RN,135969.7935,455938.139637,52.091373697397,5.10951926511263,Prorail,L0004,bestaand,,979.372209,283,922dfb274b794dc9bef9b56e292d641e,3,gerealiseerd,2015/04/01 10:34:32+00,5942376,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.03019,"35,030190",Randstad Noord,RN,135910.3385,455748.696423,52.0896689473679,5.10866232366932,Prorail,L0004,bestaand,,410.186362,283,6bdaeae48d7f4aa18458b51216e774f3,1,gerealiseerd,2016/03/11 11:46:27+00,5942377,0,0
664,b,664,664_b,Rotterdam Lombardijen,Bd-Rtd,Breda - Rotterdam Centraal ,42.19564,"42,195640",Randstad Zuid,RZ,96068.1235,432709.689669,51.879802123663,4.53131804577711,Prorail,L0004,bestaand,,65.516941,283,f059edc5540e44afb0aaa8374a687b5c,1,gerealiseerd,2020/10/09 17:13:47+00,5942422,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,34.89867,"34,898670",Randstad Noord,RN,135955.046,455929.858664,52.091298761561,5.10930453804127,Prorail,L0004,bestaand,,1068.712657,283,f4dd810a8aa54d489758dd1445eac534,3,gerealiseerd,2015/04/01 10:34:32+00,5942434,0,0
,,,,,,,,,,,136840.71991,454516.069,52.0786214355469,5.12230314899979,Prorail,L0004,bestaand,,214.544515,283,4400b0c180304327ab740eba31d12197,3,gerealiseerd,2016/03/11 11:46:50+00,5942437,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.152773,"35,152773",Randstad Noord,RN,136062.5405,455695.550221,52.0891964978514,5.11088605786944,Prorail,L0004,bestaand,,60.27634,283,34d9c331310f4125b2d6387272cc4012,1,gerealiseerd,2015/04/01 10:34:14+00,5942439,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,36.578842,"36,578842",Randstad Noord,RN,136854.241662,454547.3275,52.0789028288258,5.12249873503376,Prorail,L0004,bestaand,,85.91604,283,f86dda7c6670462e80e9035252b572d1,3,gerealiseerd,2016/03/11 11:46:50+00,5942441,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.148878,"35,148878",Randstad Noord,RN,136025.903,455679.134218,52.089047697804,5.11035239765351,Prorail,L0004,bestaand,,70.570438,283,6f874a7996f4472eb66eae8a95315381,1,gerealiseerd,2015/04/01 10:34:09+00,5942443,0,0
,,,,,,,,,,,96058.006,432736.171823,51.8800390610043,4.53116659391407,Prorail,L0004,bestaand,,507.03164,283,9c1f7aa5a97e448582e47a6ab389b82b,2,gerealiseerd,2020/10/09 17:14:06+00,5942474,0,0
,,,,,,,,,,,136830.653632,454491.2075,52.0783976512673,5.12215763111145,Prorail,L0004,bestaand,,267.300455,283,7ea28592bdd44862b881f43f9a324451,3,gerealiseerd,2016/03/11 11:46:50+00,5942491,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.207051,"35,207051",Randstad Noord,RN,135996.0615,455590.512949,52.0882501519073,5.10992192197224,Prorail,L0004,bestaand,,1686.615092,283,1182d12f286b4e949a58d200b52c7154,1,gerealiseerd,2016/03/11 11:46:29+00,5942494,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.031828,"35,031828",Randstad Noord,RN,135927.501,455756.759409,52.0897420083058,5.10891229142109,Prorail,L0004,bestaand,,502.416737,283,1df290de792f4e6aaa239ba51056dc22,1,,2017/11/23 09:41:52+00,5942498,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,34.975123,"34,975123",Randstad Noord,RN,135978.535,455851.262087,52.0905931477396,5.10965166186557,Prorail,L0004,bestaand,,2099.872292,283,9ca0e095a89648d984d34a050cdc7cb0,1,gerealiseerd,2017/11/23 09:41:53+00,5942542,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.149245,"35,149245",Randstad Noord,RN,136004.6585,455666.575635,52.0889340937683,5.11004312207246,Prorail,L0004,bestaand,,68.446752,283,f7ae441fe76c4a56a93ea292e276d6da,1,gerealiseerd,2021/06/28 06:01:58+00,5942547,0,0
552,b,552,552_b,Groningen Losplaats,Hlg-Nscg,Harlingen - Nieuweschans Grens ,82.119265,"82,119265",Noord-Oost,NO,235112.246451,580444.8875,53.2046420697729,6.58619169205777,Prorail,L0004,bestaand,,609.773374,283,befceba259224b1ce0531529a8c04556,1,gerealiseerd,2021/04/07 10:38:10+00,5942550,0,0
,,,,,,,,,,,134618.555386,457241.471,52.1030398468818,5.08972468296463,Prorail,L0004,bestaand,,55.090137,283,54b69c58127c4c8f9b3d3cf7e61773f4,3,gerealiseerd,2020/10/09 09:29:59+00,5942556,0,0
212,,212,212__,Winterswijk - Zevenaar,Ww-Zv,Winterswijk-Zevenaar ,36.049908,"36,049908",Noord-Oost,NO,215002.317035,441556.711,51.9591971625201,6.26017521209626,Prorail,L0004,bestaand,,89.491177,283,b3eb6f1510584241a41485b556202f07,1,gerealiseerd,2021/09/06 10:42:41+00,5942598,0,0
031,a,31,031_a,Zutphen - Hengelo,Zp-Esg,Zutphen - Enschede Grens ,30.150062,"30,150062",Noord-Oost,NO,236826.632343,472038.803,52.230336449945,6.58495786444757,Prorail,L0004,bestaand,,68.06768,283,131e4c11949341d0af46446ed42fb621,1,gerealiseerd,2018/03/01 11:46:06+00,5942656,0,0
607,b,607,607_b,Winterswijk,Zp-Ww,Zutphen - Winterswijk ,43.564332,"43,564332",Noord-Oost,NO,246260.6105,442993.685374,51.9678547443835,6.7152368785351,Prorail,L0004,bestaand,,471.415875,283,d420a86c12dd4442859aa10f932c8591,1,gerealiseerd,2015/01/15 14:02:21+00,5942666,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.191507,"35,191507",Randstad Noord,RN,136066.99,455653.269081,52.088816629587,5.11095332641736,Prorail,L0004,bestaand,,928.227955,283,c77e54fd134f4da8972197e3874f17f1,1,gerealiseerd,2021/04/19 12:54:41+00,5942707,0,0
201,,201,201__,Sauwerd - Delfzijl,Gn-Dz,Groningen - Delfzijl ,37.854497,"37,854497",Noord-Oost,NO,257366.325369,595238.5555,53.3337398629575,6.92387442804982,Prorail,L0004,bestaand,,409.016577,283,d333120f405a4e00b469cdbe690808f4,1,gerealiseerd,2015/04/29 14:06:22+00,5942711,0,0
006,,6,006__,Groningen - Sauwerd,Gn-Dz,Groningen - Delfzijl ,3.938392,"3,938392",Noord-Oost,NO,233068.897,583233.748466,53.2299989278922,6.55629394667463,Prorail,L0004,bestaand,,426.430893,283,b22f2e4eb9a442f387d4d0985aa7d1d5,2,gerealiseerd,2021/04/14 14:35:16+00,5942767,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,34.9742,"34,974200",Randstad Noord,RN,135960.0085,455841.673128,52.0905063261374,5.10938187077518,Prorail,L0004,bestaand,,1711.199301,283,b258c9d59fa14b43bd1ca3ced8e08e70,1,gerealiseerd,2017/11/23 09:41:52+00,5942774,0,0
531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.149049,"35,149049",Randstad Noord,RN,136045.835,455690.319527,52.0891489132102,5.11064260059413,Prorail,L0004,bestaand,,69.692821,283,83e9e6b23bcd44db8dd2a5e45b2d230f,1,gerealiseerd,2021/04/19 12:54:41+00,5942777,0,0
005,,5,005__,Zuidbroek - Nieuweschans Grens,Hlg-Nscg,Harlingen - Nieuweschans Grens ,114.645439,"114,645439",Noord-Oost,NO,265323.684326,573756.2155,53.1391905913026,7.03589879867485,Prorail,L0004,bestaand,,313.718512,283,b236f08a9453444a9c7efb3a0b7e7600,1,gerealiseerd,2015/04/01 08:29:03+00,5942779,0,0
006,,6,006__,Groningen - Sauwerd,Gn-Dz,Groningen - Delfzijl ,3.93814,"3,938140",Noord-Oost,NO,233081.75,583225.555252,53.2299234455141,6.5564843905886,Prorail,L0004,bestaand,,427.95514,283,e05d2a278f8c49578fb890ef1bd1c847,2,gerealiseerd,2021/04/14 14:35:27+00,5942836,0,0
504,b,504,504_b,Heerlen,Std-Hz,Sittard - Herzogenrath (D) ,18.454741,"18,454741",Zuid,Z,196339.755993,322503.1985,50.8908195697951,5.97471135515118,Prorail,L0004,bestaand,,125.647513,283,3ce7147f9bf840a4893b9eeeb6a240d7,1,gerealiseerd,2016/01/04 11:46:19+00,5942964,0,0
606,a,606,606_a,Almelo,Aml-Hgl,Almelo - Hengelo ,0.627668,"0,627668",Noord-Oost,NO,241286.905,486317.766331,52.3579658889186,6.6538835964301,Prorail,L0004,bestaand,,832.519002,283,8f97417ce24945d6aaad213f39ab0098,2,,2017/09/28 10:17:11+00,5943015,0,0
028,,28,028__,Hengelo - Enschede Grens,Zp-Esg,Zutphen - Enschede Grens ,53.420348,"53,420348",Noord-Oost,NO,257613.055685,471538.36,52.2223622308688,6.88898170578337,Prorail,L0004,bestaand,,948.459585,283,b5173aef1729415abebb68fd50298f80,1,,2018/10/04 14:57:28+00,5943017,0,0
