jaar;variabele;gem;SD;bron
2022;BEV0_3_P;4.1;1.371;sdbc
2021;BEV0_3_P;4.2;1.177;sdbc
2020;BEV0_3_P;4.3;1.219;sdbc
2019;BEV0_3_P;4.4;1.148;sdbc
2018;BEV0_3_P;4.5;1.109;sdbc
2017;BEV0_3_P;4.6;1.135;sdbc
2016;BEV0_3_P;4.7;1.193;sdbc
2015;BEV0_3_P;4.9;1.312;sdbc
2014;BEV0_3_P;5.0;1.393;sdbc
2013;BEV0_3_P;5.1;1.461;sdbc
2012;BEV0_3_P;5.1;1.528;sdbc
2011;BEV0_3_P;5.1;1.688;sdbc
2010;BEV0_3_P;5.0;1.755;sdbc
2009;BEV0_3_P;5.0;1.802;sdbc
2008;BEV0_3_P;4.9;1.605;sdbc
2007;BEV0_3_P;5.0;1.604;sdbc
2006;BEV0_3_P;5.1;1.662;sdbc
2005;BEV0_3_P;5.1;1.652;sdbc
2022;BEV65PLUS_P;13.1;5.4;sdbc
2021;BEV65PLUS_P;13.0;5.368;sdbc
2020;BEV65PLUS_P;12.7;5.302;sdbc
2019;BEV65PLUS_P;12.5;5.318;sdbc
2018;BEV65PLUS_P;12.4;5.338;sdbc
2017;BEV65PLUS_P;12.1;5.309;sdbc
2016;BEV65PLUS_P;12.0;5.315;sdbc
2015;BEV65PLUS_P;11.9;5.429;sdbc
2014;BEV65PLUS_P;11.7;5.556;sdbc
2013;BEV65PLUS_P;11.6;5.711;sdbc
2012;BEV65PLUS_P;11.3;5.68;sdbc
2011;BEV65PLUS_P;11.0;5.768;sdbc
2010;BEV65PLUS_P;11.1;5.876;sdbc
2009;BEV65PLUS_P;11.1;6.053;sdbc
2008;BEV65PLUS_P;11.2;6.135;sdbc
2007;BEV65PLUS_P;11.2;6.307;sdbc
2006;BEV65PLUS_P;11.3;6.446;sdbc
2005;BEV65PLUS_P;11.3;6.597;sdbc
2022;BEV4_12_P;8.0;3.213;sdbc
2021;BEV4_12_P;8.2;3.702;sdbc
2020;BEV4_12_P;8.3;3.118;sdbc
2019;BEV4_12_P;8.4;3.233;sdbc
2018;BEV4_12_P;8.5;3.347;sdbc
2017;BEV4_12_P;8.7;3.424;sdbc
2016;BEV4_12_P;8.8;3.502;sdbc
2015;BEV4_12_P;8.8;3.57;sdbc
2014;BEV4_12_P;8.8;3.567;sdbc
2013;BEV4_12_P;8.8;3.617;sdbc
2012;BEV4_12_P;8.8;3.563;sdbc
2011;BEV4_12_P;8.9;3.493;sdbc
2010;BEV4_12_P;9.0;3.53;sdbc
2009;BEV4_12_P;9.0;3.473;sdbc
2008;BEV4_12_P;9.0;3.525;sdbc
2007;BEV4_12_P;9.0;3.448;sdbc
2006;BEV4_12_P;9.0;3.515;sdbc
2005;BEV4_12_P;9.1;3.439;sdbc
2022;BEV13_17_P;4.3;2.007;sdbc
2021;BEV13_17_P;4.3;1.921;sdbc
2020;BEV13_17_P;4.3;1.778;sdbc
2019;BEV13_17_P;4.3;1.837;sdbc
2018;BEV13_17_P;4.4;1.802;sdbc
2017;BEV13_17_P;4.4;1.699;sdbc
2016;BEV13_17_P;4.3;1.966;sdbc
2015;BEV13_17_P;4.4;2.252;sdbc
2014;BEV13_17_P;4.3;2.785;sdbc
2013;BEV13_17_P;4.3;3.293;sdbc
2012;BEV13_17_P;4.3;1.792;sdbc
2011;BEV13_17_P;4.3;1.846;sdbc
2010;BEV13_17_P;4.4;1.846;sdbc
2009;BEV13_17_P;4.5;1.87;sdbc
2008;BEV13_17_P;4.6;1.984;sdbc
2007;BEV13_17_P;4.7;2.065;sdbc
2006;BEV13_17_P;4.7;2.044;sdbc
2005;BEV13_17_P;4.7;2.043;sdbc
2022;BEV0_17_P;16.4;6.11;sdbc
2021;BEV0_17_P;16.7;6.189;sdbc
2020;BEV0_17_P;16.9;5.511;sdbc
2019;BEV0_17_P;17.2;5.626;sdbc
2018;BEV0_17_P;17.4;5.722;sdbc
2017;BEV0_17_P;17.6;5.712;sdbc
2016;BEV0_17_P;17.8;5.826;sdbc
2015;BEV0_17_P;18.1;5.883;sdbc
2014;BEV0_17_P;18.2;6.095;sdbc
2013;BEV0_17_P;18.2;6.288;sdbc
2012;BEV0_17_P;18.2;6.277;sdbc
2011;BEV0_17_P;18.3;6.306;sdbc
2010;BEV0_17_P;18.4;6.503;sdbc
2009;BEV0_17_P;18.4;6.561;sdbc
2008;BEV0_17_P;18.5;6.486;sdbc
2007;BEV0_17_P;18.7;6.443;sdbc
2006;BEV0_17_P;18.8;6.438;sdbc
2005;BEV0_17_P;18.9;6.33;sdbc
2022;BEV0_18_P;17.4;6.173;sdbc
2021;BEV0_18_P;17.7;6.236;sdbc
2020;BEV0_18_P;17.9;5.702;sdbc
2019;BEV0_18_P;18.2;5.831;sdbc
2018;BEV0_18_P;18.3;5.835;sdbc
2017;BEV0_18_P;18.6;5.912;sdbc
2016;BEV0_18_P;18.8;6.027;sdbc
2015;BEV0_18_P;19.0;6.049;sdbc
2014;BEV0_18_P;19.1;6.272;sdbc
2013;BEV0_18_P;19.2;6.507;sdbc
2012;BEV0_18_P;19.2;6.516;sdbc
2011;BEV0_18_P;19.4;6.483;sdbc
2010;BEV0_18_P;19.4;6.704;sdbc
2009;BEV0_18_P;19.5;6.828;sdbc
2008;BEV0_18_P;19.6;6.714;sdbc
2007;BEV0_18_P;19.7;6.683;sdbc
2006;BEV0_18_P;19.8;6.572;sdbc
2005;BEV0_18_P;20.0;6.507;sdbc
2022;BEV18_26_P;14.7;10.362;sdbc
2021;BEV18_26_P;14.1;8.468;sdbc
2020;BEV18_26_P;14.2;7.88;sdbc
2019;BEV18_26_P;14.4;8.494;sdbc
2018;BEV18_26_P;14.6;8.835;sdbc
2017;BEV18_26_P;14.7;8.606;sdbc
2016;BEV18_26_P;14.6;8.082;sdbc
2015;BEV18_26_P;14.5;7.805;sdbc
2014;BEV18_26_P;14.4;8.097;sdbc
2013;BEV18_26_P;14.4;8.597;sdbc
2012;BEV18_26_P;14.3;8.568;sdbc
2011;BEV18_26_P;14.2;8.842;sdbc
2010;BEV18_26_P;13.9;8.88;sdbc
2009;BEV18_26_P;13.8;9.299;sdbc
2008;BEV18_26_P;13.5;9.336;sdbc
2007;BEV18_26_P;13.1;9.33;sdbc
2006;BEV18_26_P;12.8;8.818;sdbc
2005;BEV18_26_P;12.4;4.917;sdbc
2022;BEV18_64_P;70.5;8.605;sdbc
2021;BEV18_64_P;70.3;8.274;sdbc
2020;BEV18_64_P;70.4;8.11;sdbc
2019;BEV18_64_P;70.3;8.159;sdbc
2018;BEV18_64_P;70.3;8.235;sdbc
2017;BEV18_64_P;70.2;8.092;sdbc
2016;BEV18_64_P;70.2;7.983;sdbc
2015;BEV18_64_P;70.1;7.944;sdbc
2014;BEV18_64_P;70.1;8.09;sdbc
2013;BEV18_64_P;70.2;8.303;sdbc
2012;BEV18_64_P;70.4;8.501;sdbc
2011;BEV18_64_P;70.6;8.558;sdbc
2022;BEV27_65_P;56.7;7.32;sdbc
2021;BEV27_65_P;57.1;6.59;sdbc
2020;BEV27_65_P;57.0;6.328;sdbc
2019;BEV27_65_P;56.8;6.737;sdbc
2018;BEV27_65_P;56.6;6.756;sdbc
2017;BEV27_65_P;56.5;6.792;sdbc
2016;BEV27_65_P;56.5;6.769;sdbc
2015;BEV27_65_P;56.5;6.818;sdbc
2014;BEV27_65_P;56.6;7.2;sdbc
2013;BEV27_65_P;56.8;7.265;sdbc
2012;BEV27_65_P;57.1;7.702;sdbc
2011;BEV27_65_P;57.1;7.729;sdbc
2010;BEV27_65_P;57.4;7.779;sdbc
2009;BEV27_65_P;57.4;8.036;sdbc
2008;BEV27_65_P;57.5;8.198;sdbc
2007;BEV27_65_P;57.6;8.33;sdbc
2006;BEV27_65_P;57.9;8.229;sdbc
2005;BEV27_65_P;58.0;7.681;sdbc
2022;BEV66PLUS_P;12.2;5.135;sdbc
2021;BEV66PLUS_P;12.1;5.143;sdbc
2020;BEV66PLUS_P;11.8;5.057;sdbc
2019;BEV66PLUS_P;11.6;5.085;sdbc
2018;BEV66PLUS_P;11.4;5.123;sdbc
2017;BEV66PLUS_P;11.3;5.053;sdbc
2016;BEV66PLUS_P;11.1;5.098;sdbc
2015;BEV66PLUS_P;11.0;5.212;sdbc
2014;BEV66PLUS_P;10.8;5.303;sdbc
2013;BEV66PLUS_P;10.6;5.392;sdbc
2012;BEV66PLUS_P;10.3;5.374;sdbc
2011;BEV66PLUS_P;10.3;5.544;sdbc
2010;BEV66PLUS_P;10.4;5.667;sdbc
2009;BEV66PLUS_P;10.4;5.852;sdbc
2008;BEV66PLUS_P;10.5;5.922;sdbc
2007;BEV66PLUS_P;10.6;6.166;sdbc
2006;BEV66PLUS_P;10.6;6.251;sdbc
2005;BEV66PLUS_P;10.6;6.358;sdbc
2022;BEV65_74_P;7.9;3.158;sdbc
2021;BEV65_74_P;8.0;2.978;sdbc
2020;BEV65_74_P;7.8;2.902;sdbc
2019;BEV65_74_P;7.6;2.896;sdbc
2018;BEV65_74_P;7.5;2.91;sdbc
2017;BEV65_74_P;7.4;2.828;sdbc
2016;BEV65_74_P;7.2;2.766;sdbc
2015;BEV65_74_P;7.1;2.749;sdbc
2014;BEV65_74_P;6.9;2.681;sdbc
2013;BEV65_74_P;6.7;2.664;sdbc
2012;BEV65_74_P;6.4;2.543;sdbc
2011;BEV65_74_P;6.0;2.455;sdbc
2010;BEV65_74_P;6.0;2.483;sdbc
2009;BEV65_74_P;5.9;2.497;sdbc
2008;BEV65_74_P;5.8;2.532;sdbc
2007;BEV65_74_P;5.8;2.611;sdbc
2006;BEV65_74_P;5.8;2.722;sdbc
2005;BEV65_74_P;5.7;2.807;sdbc
2022;BEV75PLUS_P;5.2;2.824;sdbc
2021;BEV75PLUS_P;5.0;2.798;sdbc
2020;BEV75PLUS_P;4.9;2.815;sdbc
2019;BEV75PLUS_P;4.9;2.85;sdbc
2018;BEV75PLUS_P;4.8;2.896;sdbc
2017;BEV75PLUS_P;4.8;2.927;sdbc
2016;BEV75PLUS_P;4.8;3.018;sdbc
2015;BEV75PLUS_P;4.8;3.158;sdbc
2014;BEV75PLUS_P;4.8;3.298;sdbc
2013;BEV75PLUS_P;4.9;3.44;sdbc
2012;BEV75PLUS_P;5.0;3.479;sdbc
2011;BEV75PLUS_P;5.0;3.619;sdbc
2010;BEV75PLUS_P;5.1;3.722;sdbc
2009;BEV75PLUS_P;5.2;3.841;sdbc
2008;BEV75PLUS_P;5.4;3.879;sdbc
2007;BEV75PLUS_P;5.4;3.968;sdbc
2006;BEV75PLUS_P;5.5;3.991;sdbc
2005;BEV75PLUS_P;5.6;4.071;sdbc
2022;BEV80PLUS_P;2.8;1.749;sdbc
2021;BEV80PLUS_P;2.8;1.803;sdbc
2020;BEV80PLUS_P;2.7;1.871;sdbc
2019;BEV80PLUS_P;2.7;1.917;sdbc
2018;BEV80PLUS_P;2.7;1.948;sdbc
2017;BEV80PLUS_P;2.7;1.959;sdbc
2016;BEV80PLUS_P;2.7;2.054;sdbc
2015;BEV80PLUS_P;2.8;2.157;sdbc
2014;BEV80PLUS_P;2.8;2.281;sdbc
2013;BEV80PLUS_P;2.9;2.392;sdbc
2012;BEV80PLUS_P;3.0;2.425;sdbc
2011;BEV80PLUS_P;3.1;2.498;sdbc
2010;BEV80PLUS_P;3.1;2.552;sdbc
2009;BEV80PLUS_P;3.2;2.58;sdbc
2008;BEV80PLUS_P;3.2;2.561;sdbc
2007;BEV80PLUS_P;3.3;2.588;sdbc
2006;BEV80PLUS_P;3.3;2.584;sdbc
2005;BEV80PLUS_P;3.3;2.638;sdbc
2022;BEV17AUTO_P;39.6;14.623;sdbc
2021;BEV17AUTO_P;39.6;15.222;sdbc
2020;BEV17AUTO_P;39.5;15.713;sdbc
2019;BEV17AUTO_P;39.7;16.271;sdbc
2018;BEV17AUTO_P;39.7;16.764;sdbc
2017;BEV17AUTO_P;39.7;17.72;sdbc
2016;BEV17AUTO_P;39.6;18.194;sdbc
2015;BEV17AUTO_P;39.4;18.954;sdbc
2014;BEV17AUTO_P;39.2;19.559;sdbc
2013;BEV17AUTO_P;38.4;20.114;sdbc
2012;BEV17AUTO_P;37.7;20.575;sdbc
2011;BEV17AUTO_P;37.1;20.809;sdbc
2010;BEV17AUTO_P;36.6;21.83;sdbc
2009;BEV17AUTO_P;36.1;21.567;sdbc
2008;BEV17AUTO_P;35.9;21.859;sdbc
2007;BEV17AUTO_P;35.6;21.987;sdbc
2006;BEV17AUTO_P;35.2;22.202;sdbc
2005;BEV17AUTO_P;34.9;21.887;sdbc
2022;BEV18_22NL_P;34.0;17.405;sdbc
2021;BEV18_22NL_P;35.9;16.063;sdbc
2020;BEV18_22NL_P;35.2;16.778;sdbc
2019;BEV18_22NL_P;37.3;16.381;sdbc
2018;BEV18_22NL_P;40.1;17.095;sdbc
2017;BEV18_22NL_P;43.3;17.445;sdbc
2016;BEV18_22NL_P;45.8;18.219;sdbc
2015;BEV18_22NL_P;46.9;18.228;sdbc
2014;BEV18_22NL_P;47.2;18.695;sdbc
2013;BEV18_22NL_P;46.1;18.464;sdbc
2012;BEV18_22NL_P;45.8;18.854;sdbc
2011;BEV18_22NL_P;45.3;19.232;sdbc
2010;BEV18_22NL_P;45.4;19.714;sdbc
2009;BEV18_22NL_P;44.9;19.728;sdbc
2008;BEV18_22NL_P;44.7;20.876;sdbc
2007;BEV18_22NL_P;44.2;20.238;sdbc
2006;BEV18_22NL_P;42.0;21.824;sdbc
2005;BEV18_22NL_P;39.6;21.519;sdbc
2022;BEV23_39NL_P;38.9;15.143;sdbc
2021;BEV23_39NL_P;40.3;14.48;sdbc
2020;BEV23_39NL_P;41.0;14.751;sdbc
2019;BEV23_39NL_P;42.4;15.111;sdbc
2018;BEV23_39NL_P;43.8;15.681;sdbc
2017;BEV23_39NL_P;44.9;16.098;sdbc
2016;BEV23_39NL_P;45.8;16.879;sdbc
2015;BEV23_39NL_P;46.7;17.561;sdbc
2014;BEV23_39NL_P;46.9;17.134;sdbc
2013;BEV23_39NL_P;46.8;17.232;sdbc
2012;BEV23_39NL_P;46.7;17.14;sdbc
2011;BEV23_39NL_P;47.0;17.004;sdbc
2010;BEV23_39NL_P;47.6;17.018;sdbc
2009;BEV23_39NL_P;48.0;17.126;sdbc
2008;BEV23_39NL_P;48.8;17.59;sdbc
2007;BEV23_39NL_P;49.3;17.772;sdbc
2006;BEV23_39NL_P;49.5;17.578;sdbc
2005;BEV23_39NL_P;49.7;17.429;sdbc
2022;BEV40_64NL_P;43.1;16.993;sdbc
2021;BEV40_64NL_P;44.2;16.581;sdbc
2020;BEV40_64NL_P;45.3;16.815;sdbc
2019;BEV40_64NL_P;46.4;16.763;sdbc
2018;BEV40_64NL_P;47.5;16.999;sdbc
2017;BEV40_64NL_P;48.4;17.23;sdbc
2016;BEV40_64NL_P;49.3;17.314;sdbc
2015;BEV40_64NL_P;50.0;17.55;sdbc
2014;BEV40_64NL_P;50.6;17.454;sdbc
2013;BEV40_64NL_P;51.3;17.455;sdbc
2012;BEV40_64NL_P;52.1;17.581;sdbc
2011;BEV40_64NL_P;53.0;17.636;sdbc
2010;BEV40_64NL_P;53.6;17.614;sdbc
2009;BEV40_64NL_P;54.3;17.536;sdbc
2008;BEV40_64NL_P;55.2;17.7;sdbc
2007;BEV40_64NL_P;55.7;17.815;sdbc
2006;BEV40_64NL_P;56.3;17.66;sdbc
2005;BEV40_64NL_P;56.8;17.144;sdbc
2022;BEV65PLUSNL_P;60.8;16.779;sdbc
2021;BEV65PLUSNL_P;61.8;16.151;sdbc
2020;BEV65PLUSNL_P;62.8;15.913;sdbc
2019;BEV65PLUSNL_P;63.8;15.836;sdbc
2018;BEV65PLUSNL_P;64.9;15.689;sdbc
2017;BEV65PLUSNL_P;66.0;15.659;sdbc
2022;BEV65_79NL_P;59.0;17.172;sdbc
2021;BEV65_79NL_P;60.0;16.563;sdbc
2020;BEV65_79NL_P;60.8;16.393;sdbc
2019;BEV65_79NL_P;61.8;16.365;sdbc
2018;BEV65_79NL_P;62.7;16.341;sdbc
2017;BEV65_79NL_P;63.5;16.521;sdbc
2016;BEV65_79NL_P;64.3;16.581;sdbc
2015;BEV65_79NL_P;65.2;16.496;sdbc
2014;BEV65_79NL_P;65.8;16.349;sdbc
2013;BEV65_79NL_P;66.4;16.123;sdbc
2012;BEV65_79NL_P;66.8;15.905;sdbc
2011;BEV65_79NL_P;67.0;16.409;sdbc
2010;BEV65_79NL_P;67.9;16.274;sdbc
2009;BEV65_79NL_P;68.6;16.094;sdbc
2008;BEV65_79NL_P;69.5;15.993;sdbc
2007;BEV65_79NL_P;70.8;15.702;sdbc
2006;BEV65_79NL_P;71.8;14.633;sdbc
2005;BEV65_79NL_P;73.3;14.064;sdbc
2022;BEV80PLUSNL_P;67.7;16.163;sdbc
2021;BEV80PLUSNL_P;68.5;16.031;sdbc
2020;BEV80PLUSNL_P;70.0;15.855;sdbc
2019;BEV80PLUSNL_P;71.2;15.831;sdbc
2018;BEV80PLUSNL_P;73.0;15.223;sdbc
2017;BEV80PLUSNL_P;74.4;14.453;sdbc
2016;BEV80PLUSNL_P;76.0;14.239;sdbc
2015;BEV80PLUSNL_P;77.6;14.419;sdbc
2014;BEV80PLUSNL_P;79.1;14.321;sdbc
2013;BEV80PLUSNL_P;80.5;13.631;sdbc
2012;BEV80PLUSNL_P;81.7;13.399;sdbc
2011;BEV80PLUSNL_P;82.6;13.46;sdbc
2010;BEV80PLUSNL_P;84.0;14.116;sdbc
2009;BEV80PLUSNL_P;84.7;12.771;sdbc
2008;BEV80PLUSNL_P;85.3;12.265;sdbc
2007;BEV80PLUSNL_P;85.8;12.542;sdbc
2006;BEV80PLUSNL_P;86.3;12.905;sdbc
2005;BEV80PLUSNL_P;86.7;12.994;sdbc
2022;BEV17W_P;16.5;8.707;sdbc
2021;BEV17W_P;15.9;8.435;sdbc
2020;BEV17W_P;15.4;8.304;sdbc
2019;BEV17W_P;14.8;8.485;sdbc
2018;BEV17W_P;14.3;8.155;sdbc
2017;BEV17W_P;13.8;9.097;sdbc
2016;BEV17W_P;13.4;9.081;sdbc
2015;BEV17W_P;12.8;7.644;sdbc
2014;BEV17W_P;12.4;7.306;sdbc
2013;BEV17W_P;12.0;8.096;sdbc
2012;BEV17W_P;11.6;7.364;sdbc
2011;BEV17W_P;11.2;7.95;sdbc
2010;BEV17W_P;10.8;7.195;sdbc
2009;BEV17W_P;10.4;7.416;sdbc
2008;BEV17W_P;10.0;9.582;sdbc
2007;BEV17W_P;9.7;9.068;sdbc
2006;BEV17W_P;9.6;8.682;sdbc
2005;BEV17W_P;9.6;8.883;sdbc
2022;BEV18_22W_P;23.0;12.769;sdbc
2021;BEV18_22W_P;20.0;10.162;sdbc
2020;BEV18_22W_P;20.0;9.864;sdbc
2019;BEV18_22W_P;18.0;8.619;sdbc
2018;BEV18_22W_P;17.0;8.303;sdbc
2017;BEV18_22W_P;15.0;7.321;sdbc
2016;BEV18_22W_P;14.0;6.889;sdbc
2015;BEV18_22W_P;13.0;7.015;sdbc
2014;BEV18_22W_P;13.0;6.123;sdbc
2013;BEV18_22W_P;13.0;10.307;sdbc
2012;BEV18_22W_P;13.0;9.512;sdbc
2011;BEV18_22W_P;13.0;8.108;sdbc
2010;BEV18_22W_P;12.0;6.64;sdbc
2009;BEV18_22W_P;12.0;5.964;sdbc
2008;BEV18_22W_P;11.0;6.639;sdbc
2007;BEV18_22W_P;11.0;5.396;sdbc
2006;BEV18_22W_P;11.0;5.489;sdbc
2005;BEV18_22W_P;11.0;5.565;sdbc
2022;BEV23_39W_P;26.0;9.011;sdbc
2021;BEV23_39W_P;25.0;7.643;sdbc
2020;BEV23_39W_P;24.0;7.644;sdbc
2019;BEV23_39W_P;23.0;7.656;sdbc
2018;BEV23_39W_P;22.0;7.627;sdbc
2017;BEV23_39W_P;21.0;8.465;sdbc
2016;BEV23_39W_P;21.0;8.421;sdbc
2015;BEV23_39W_P;20.0;7.947;sdbc
2014;BEV23_39W_P;19.0;7.598;sdbc
2013;BEV23_39W_P;19.0;8.234;sdbc
2012;BEV23_39W_P;19.0;8.065;sdbc
2011;BEV23_39W_P;19.0;7.799;sdbc
2010;BEV23_39W_P;18.0;7.827;sdbc
2009;BEV23_39W_P;18.0;7.976;sdbc
2008;BEV23_39W_P;17.0;7.573;sdbc
2007;BEV23_39W_P;17.0;6.979;sdbc
2006;BEV23_39W_P;17.0;7.192;sdbc
2005;BEV23_39W_P;17.0;7.076;sdbc
2022;BEV40_64W_P;18.0;7.783;sdbc
2021;BEV40_64W_P;18.0;8.232;sdbc
2020;BEV40_64W_P;18.0;7.776;sdbc
2019;BEV40_64W_P;17.0;7.608;sdbc
2018;BEV40_64W_P;17.0;7.697;sdbc
2017;BEV40_64W_P;17.0;7.915;sdbc
2016;BEV40_64W_P;16.0;7.646;sdbc
2015;BEV40_64W_P;16.0;7.146;sdbc
2014;BEV40_64W_P;16.0;7.421;sdbc
2013;BEV40_64W_P;16.0;6.934;sdbc
2012;BEV40_64W_P;16.0;7.067;sdbc
2011;BEV40_64W_P;15.0;7.178;sdbc
2010;BEV40_64W_P;15.0;6.507;sdbc
2009;BEV40_64W_P;15.0;5.966;sdbc
2008;BEV40_64W_P;15.0;5.851;sdbc
2007;BEV40_64W_P;15.0;5.68;sdbc
2006;BEV40_64W_P;15.0;5.485;sdbc
2005;BEV40_64W_P;15.0;5.54;sdbc
2022;BEV65PLUSW_P;15.0;4.635;sdbc
2021;BEV65PLUSW_P;15.0;4.253;sdbc
2020;BEV65PLUSW_P;15.0;4.488;sdbc
2019;BEV65PLUSW_P;15.0;4.388;sdbc
2018;BEV65PLUSW_P;15.0;4.22;sdbc
2017;BEV65PLUSW_P;15.0;4.043;sdbc
2022;BEV65_79W_P;15.0;4.925;sdbc
2021;BEV65_79W_P;15.0;4.591;sdbc
2020;BEV65_79W_P;15.0;4.779;sdbc
2019;BEV65_79W_P;15.0;4.683;sdbc
2018;BEV65_79W_P;15.0;4.566;sdbc
2017;BEV65_79W_P;15.0;4.26;sdbc
2016;BEV65_79W_P;15.0;4.146;sdbc
2015;BEV65_79W_P;15.0;4.143;sdbc
2014;BEV65_79W_P;15.0;3.982;sdbc
2013;BEV65_79W_P;15.0;3.857;sdbc
2012;BEV65_79W_P;14.0;4.044;sdbc
2011;BEV65_79W_P;14.0;4.567;sdbc
2010;BEV65_79W_P;14.0;5.625;sdbc
2009;BEV65_79W_P;14.0;5.817;sdbc
2008;BEV65_79W_P;14.0;6.505;sdbc
2007;BEV65_79W_P;14.0;6.505;sdbc
2006;BEV65_79W_P;14.0;4.431;sdbc
2005;BEV65_79W_P;14.0;4.753;sdbc
2022;BEV80PLUSW_P;15.0;4.696;sdbc
2021;BEV80PLUSW_P;15.0;4.79;sdbc
2020;BEV80PLUSW_P;15.0;5.175;sdbc
2019;BEV80PLUSW_P;14.0;5.233;sdbc
2018;BEV80PLUSW_P;14.0;5.395;sdbc
2017;BEV80PLUSW_P;14.0;5.613;sdbc
2016;BEV80PLUSW_P;13.0;6.315;sdbc
2015;BEV80PLUSW_P;13.0;7.0;sdbc
2014;BEV80PLUSW_P;12.0;6.953;sdbc
2013;BEV80PLUSW_P;12.0;6.107;sdbc
2012;BEV80PLUSW_P;11.0;5.906;sdbc
2011;BEV80PLUSW_P;11.0;5.615;sdbc
2010;BEV80PLUSW_P;11.0;4.904;sdbc
2009;BEV80PLUSW_P;10.0;4.887;sdbc
2008;BEV80PLUSW_P;10.0;4.376;sdbc
2007;BEV80PLUSW_P;10.0;4.131;sdbc
2006;BEV80PLUSW_P;10.0;4.276;sdbc
2005;BEV80PLUSW_P;9.0;4.42;sdbc
2022;BEV17NW_P;43.9;19.363;sdbc
2021;BEV17NW_P;44.5;20.017;sdbc
2020;BEV17NW_P;45.0;20.538;sdbc
2019;BEV17NW_P;45.5;20.821;sdbc
2018;BEV17NW_P;46.0;21.327;sdbc
2017;BEV17NW_P;46.5;22.17;sdbc
2016;BEV17NW_P;47.0;22.799;sdbc
2015;BEV17NW_P;47.7;23.357;sdbc
2014;BEV17NW_P;48.4;23.645;sdbc
2013;BEV17NW_P;49.6;24.182;sdbc
2012;BEV17NW_P;50.7;24.602;sdbc
2011;BEV17NW_P;51.7;25.237;sdbc
2010;BEV17NW_P;52.6;25.782;sdbc
2009;BEV17NW_P;53.4;25.929;sdbc
2008;BEV17NW_P;54.1;26.707;sdbc
2007;BEV17NW_P;54.7;26.76;sdbc
2006;BEV17NW_P;55.2;26.753;sdbc
2005;BEV17NW_P;55.5;26.156;sdbc
2022;BEV18_22NW_P;43.1;19.472;sdbc
2021;BEV18_22NW_P;44.1;19.86;sdbc
2020;BEV18_22NW_P;44.7;19.587;sdbc
2019;BEV18_22NW_P;44.4;19.941;sdbc
2018;BEV18_22NW_P;42.8;20.104;sdbc
2017;BEV18_22NW_P;41.6;20.213;sdbc
2016;BEV18_22NW_P;40.2;20.427;sdbc
2015;BEV18_22NW_P;39.7;20.731;sdbc
2014;BEV18_22NW_P;40.0;20.906;sdbc
2013;BEV18_22NW_P;41.0;21.107;sdbc
2012;BEV18_22NW_P;41.5;21.395;sdbc
2011;BEV18_22NW_P;41.8;22.375;sdbc
2010;BEV18_22NW_P;42.4;22.549;sdbc
2009;BEV18_22NW_P;43.0;22.561;sdbc
2008;BEV18_22NW_P;44.0;23.345;sdbc
2007;BEV18_22NW_P;45.3;23.604;sdbc
2006;BEV18_22NW_P;47.1;24.65;sdbc
2005;BEV18_22NW_P;49.5;24.693;sdbc
2022;BEV23_39NW_P;35.5;17.442;sdbc
2021;BEV23_39NW_P;34.9;17.732;sdbc
2020;BEV23_39NW_P;34.6;17.8;sdbc
2019;BEV23_39NW_P;34.2;18.105;sdbc
2018;BEV23_39NW_P;33.7;18.32;sdbc
2017;BEV23_39NW_P;33.6;18.866;sdbc
2016;BEV23_39NW_P;33.5;19.438;sdbc
2015;BEV23_39NW_P;33.4;19.904;sdbc
2014;BEV23_39NW_P;33.8;20.05;sdbc
2013;BEV23_39NW_P;34.0;20.18;sdbc
2012;BEV23_39NW_P;34.2;20.312;sdbc
2011;BEV23_39NW_P;34.3;20.634;sdbc
2010;BEV23_39NW_P;34.3;21.154;sdbc
2009;BEV23_39NW_P;33.9;21.394;sdbc
2008;BEV23_39NW_P;33.8;21.969;sdbc
2007;BEV23_39NW_P;33.7;22.189;sdbc
2006;BEV23_39NW_P;33.4;21.987;sdbc
2005;BEV23_39NW_P;33.2;21.513;sdbc
2022;BEV40_64NW_P;38.5;21.147;sdbc
2021;BEV40_64NW_P;37.8;20.878;sdbc
2020;BEV40_64NW_P;37.1;21.073;sdbc
2019;BEV40_64NW_P;36.4;21.094;sdbc
2018;BEV40_64NW_P;35.7;21.204;sdbc
2017;BEV40_64NW_P;35.0;21.265;sdbc
2016;BEV40_64NW_P;34.4;21.232;sdbc
2015;BEV40_64NW_P;33.9;21.219;sdbc
2014;BEV40_64NW_P;33.5;21.132;sdbc
2013;BEV40_64NW_P;33.0;20.988;sdbc
2012;BEV40_64NW_P;32.3;20.966;sdbc
2011;BEV40_64NW_P;31.6;20.93;sdbc
2010;BEV40_64NW_P;31.1;20.852;sdbc
2009;BEV40_64NW_P;30.5;20.604;sdbc
2008;BEV40_64NW_P;29.7;20.834;sdbc
2007;BEV40_64NW_P;29.3;20.667;sdbc
2006;BEV40_64NW_P;28.7;20.381;sdbc
2005;BEV40_64NW_P;28.2;19.879;sdbc
2022;BEV65PLUSNW_P;24.3;18.642;sdbc
2021;BEV65PLUSNW_P;23.4;18.084;sdbc
2020;BEV65PLUSNW_P;22.4;17.686;sdbc
2019;BEV65PLUSNW_P;21.3;17.487;sdbc
