index,jaar,fase,verantwoordelijk_minister,hoofdstuk_naam,hoofdstuk_nummer,artikel_naam,artikel_nummer,beleid_of_niet_beleid,rbv_model,artikelonderdeel_naam,artikelonderdeel_nummer,instrument_of_uitsplitsing_apparaat_naam,instrument_of_uitsplitsing_apparaat_nummer,regeling_detailniveau_naam,regeling_detailniveau_nummer,vuo,bedrag
A.15.46615.0.332611.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,Hoofdvaarwegennet,15,,,"15.03 Aanleg",46615,"Verkenningen en planuitwerkingen",0,RWS,332611,U,0
XIII.5.35236.1.332612.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Een veilig Groningen met perspectief",5,,,,35236,"Subsidies (regelingen)",1,"Instrumentarium woningmarkt",332612,U,0
XV.99.35236.0.0.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,"Nog te verdelen",99,,,,35236,0,0,,,U,0
XII.14.35236.0.0.O,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Wegen en verkeersveiligheid",14,,,,35236,0,0,,,O,0
XIV.11.35236.8.332613.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Een weerbaar, veerkrachtig en veilig agro-, voedsel- en visserijsysteem",11,,,,35236,"Bijdrage aan ZBOs/RWTs",8,"College toelating gewasbeschermingsmiddelen en biociden",332613,U,0
XVII.3.45579.10.332614.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Sociale vooruitgang",3,,,"3.1 Seksuele en reproductieve gezondheid en rechten en hiv/aids",45579,"Bijdrage aan (inter-)nationale organisaties",10,"SRGR en hiv/aids",332614,U,0
C.1.35236.0.0.O,2020,OWB,"K.H. Ollongren",Provinciefonds,C,Provinciefonds,1,,,,35236,0,0,,,O,0
XIII.2.35236.10.332615.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,"Bijdrage aan (inter-)nationale organisaties",10,"Ruimtevaart (ESA)",332615,U,0
XIII.3.35236.0.0.V,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,Toekomstfonds,3,,,,35236,0,0,,,V,0
XIII.3.35236.0.0.V,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,Toekomstfonds,3,,,,35236,0,0,,,V,0
XIII.2.35236.1.332616.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,"Subsidies (regelingen)",1,ROM's,332616,U,0
XV.4.35236.0.0.O,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Jonggehandicapten,4,,,,35236,0,0,,,O,0
XIV.50.39152.16.332617.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,Apparaat,50,,,"Materiële uitgaven",39152,"Materiële uitgaven",16,"SSO /DICTU",332617,U,0
XIV.11.35236.8.332618.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Een weerbaar, veerkrachtig en veilig agro-, voedsel- en visserijsysteem",11,,,,35236,"Bijdrage aan ZBOs/RWTs",8,"Centrale Commissie Dierproeven",332618,U,0
XII.14.25163.6.332619.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Wegen en verkeersveiligheid",14,,,Netwerk,25163,Opdrachten,6,"Beter Benutten",332619,U,0
XIII.3.35236.0.332620.O,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,Toekomstfonds,3,,,,35236,0,0,innovatiekrediet,332620,O,0
XIII.2.35236.2.332621.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,Leningen,2,Bedrijfssteun,332621,U,0
B.1.25234.8.332622.U,2020,OWB,"K.H. Ollongren",Gemeentefonds,B,Gemeentefonds,1,,,"Kosten Financiële-verhoudingswet",25234,"Bijdrage aan ZBOs/RWTs",8,"Onderzoeken verdeelsystematiek",332622,U,0
XIII.2.35236.10.332623.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,"Bijdrage aan (inter-)nationale organisaties",10,"PPS-toeslag (voorheen TKI-toeslag)",332623,U,0
IIA.2.35236.20.332624.U,2020,OWB,"K.H. Ollongren",Staten-Generaal,IIA,"Uitgaven tbv leden TK",2,,,,35236,"Institutionele inrichting",20,Schadeloosstelling,332624,U,0
XVII.3.45579.10.332625.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Sociale vooruitgang",3,,,"3.1 Seksuele en reproductieve gezondheid en rechten en hiv/aids",45579,"Bijdrage aan (inter-)nationale organisaties",10,"Partnershipprogramma WHO",332625,U,0
XII.11.25153.6.332626.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Integraal waterbeleid",11,,,"Algemeen waterbeleid",25153,Opdrachten,6,"Opdrachten CORA (HGIS)",332626,U,0
XIV.50.39175.15.332627.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,Apparaat,50,,,"Personele uitgaven",39175,"Personele uitgaven",15,"Eigen personeel",332627,U,0
IV.4.45663.6.332628.U,2020,OWB,"K.H. Ollongren",Koninkrijksrelaties,IV,"Bevorderen sociaaleconomische structuur",4,,,"4.2 Caribisch Nederland",45663,Opdrachten,6,"Versterken bestuurs- en uitvoeringskracht",332628,U,0
XVII.4.45709.1.332629.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Vrede, veiligheid en duurzame ontwikkeling",4,,,"4.1 Humanitaire hulp",45709,"Subsidies (regelingen)",1,Noodhulpprogramma's,332629,U,0
XII.11.25152.6.332630.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Integraal waterbeleid",11,,,Waterkwaliteit,25152,Opdrachten,6,Opdrachten,332630,U,0
XIII.2.35236.99.332631.O,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,Ontvangsten,99,"Noodloket (TOGS)",332631,O,0
XIII.2.35236.1.332632.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,"Subsidies (regelingen)",1,"Overige subsidies",332632,U,0
XIV.11.35236.3.332633.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Een weerbaar, veerkrachtig en veilig agro-, voedsel- en visserijsysteem",11,,,,35236,Garanties,3,"Bijdrage borgstellingsreserve",332633,U,0
XIV.11.24887.0.332634.O,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Een weerbaar, veerkrachtig en veilig agro-, voedsel- en visserijsysteem",11,,,Ontvangsten,24887,0,0,"Voedselzekerheid en internationale agrarische samenwerking",332634,O,0
XVII.4.46219.10.332635.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Vrede, veiligheid en duurzame ontwikkeling",4,,,"4.2 Opvang en bescherming in de regio en migratiesamenwerking",46219,"Bijdrage aan (inter-)nationale organisaties",10,"Migratie en ontwikkeling",332635,U,0
XIII.2.35236.99.332636.O,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,Ontvangsten,99,"Onttrekking reserve Garantie Ondernemingsfinanciering (GO)",332636,O,0
XIV.11.35236.6.332637.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Een weerbaar, veerkrachtig en veilig agro-, voedsel- en visserijsysteem",11,,,,35236,Opdrachten,6,"Duurzame veehouderij",332637,U,0
XVII.4.25523.10.332638.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Vrede, veiligheid en duurzame ontwikkeling",4,,,"Veiligheid en Rechtstaatontwikkeling",25523,"Bijdrage aan (inter-)nationale organisaties",10,"Inclusieve vredes- en politieke processen",332638,U,0
XIII.2.35236.10.332639.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,"Bijdrage aan (inter-)nationale organisaties",10,"Topsectoren overig",332639,U,0
XII.13.35236.0.0.V,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Bodem en ondergrond",13,,,,35236,0,0,,,V,0
XIII.2.35236.6.332640.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,Opdrachten,6,Invest-NL,332640,U,0
XIII.2.35236.1.332641.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,"Subsidies (regelingen)",1,Invest-NL,332641,U,0
IIA.2.24887.0.0.O,2020,OWB,"K.H. Ollongren",Staten-Generaal,IIA,"Uitgaven tbv leden TK",2,,,Ontvangsten,24887,0,0,,,O,0
XV.99.35236.0.0.O,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,"Nog te verdelen",99,,,,35236,0,0,,,O,0
XIV.11.35236.8.332642.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Een weerbaar, veerkrachtig en veilig agro-, voedsel- en visserijsysteem",11,,,,35236,"Bijdrage aan ZBOs/RWTs",8,"Medebewind/voormalige productschappen",332642,U,0
C.1.26413.9.332643.U,2020,OWB,"K.H. Ollongren",Provinciefonds,C,Provinciefonds,1,,,"Financiering provincies",26413,"Bijdrage aan medeoverheden",9,Decentralisatie-uitkeringen,332643,U,0
XIII.2.35236.6.332644.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,Opdrachten,6,"ICT beleid",332644,U,0
XIV.12.39208.9.332645.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Natuur en biodiversiteit",12,,,"Bijdrage aan medeoverheden",39208,"Bijdrage aan medeoverheden",9,"Caribisch Nederland",332645,U,0
XIV.11.35236.6.332646.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Een weerbaar, veerkrachtig en veilig agro-, voedsel- en visserijsysteem",11,,,,35236,Opdrachten,6,"Glastuinbouw en weerbare planten en teeltsystemen",332646,U,0
XVII.4.25523.10.332647.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Vrede, veiligheid en duurzame ontwikkeling",4,,,"Veiligheid en Rechtstaatontwikkeling",25523,"Bijdrage aan (inter-)nationale organisaties",10,"Functionerende rechtsorde",332647,U,0
XIII.2.35236.10.332648.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,"Bijdrage aan (inter-)nationale organisaties",10,"TO2 (Deltares, MARIN en NLR)",332648,U,0
IV.4.45663.6.332649.U,2020,OWB,"K.H. Ollongren",Koninkrijksrelaties,IV,"Bevorderen sociaaleconomische structuur",4,,,"4.2 Caribisch Nederland",45663,Opdrachten,6,"Opdrachten Caribisch Nederland",332649,U,0
XIV.11.35236.10.332650.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Een weerbaar, veerkrachtig en veilig agro-, voedsel- en visserijsysteem",11,,,,35236,"Bijdrage aan (inter-)nationale organisaties",10,"FAO en overige contributies",332650,U,0
XIV.11.35236.6.332651.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Een weerbaar, veerkrachtig en veilig agro-, voedsel- en visserijsysteem",11,,,,35236,Opdrachten,6,"Duurzame visserij",332651,U,0
XIII.2.35236.1.332652.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,"Subsidies (regelingen)",1,Startup-beleid,332652,U,0
C.1.26413.9.332653.U,2020,OWB,"K.H. Ollongren",Provinciefonds,C,Provinciefonds,1,,,"Financiering provincies",26413,"Bijdrage aan medeoverheden",9,"Algemene uitkering",332653,U,0
XIII.3.35236.0.332654.O,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,Toekomstfonds,3,,,,35236,0,0,"Fund to fund",332654,O,0
VII.6.46623.8.332655.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Overheidsdienstverlening en informatiesamenleving",6,,,"6.5 Identiteitsstelsel",46623,"Bijdrage aan ZBOs/RWTs",8,"Diverse bijdragen",332655,U,0
XIII.2.35236.7.332656.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,"Bijdrage aan agentschappen",7,"Bijdrage RVO.nl",332656,U,0
XIV.11.35236.1.332657.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Een weerbaar, veerkrachtig en veilig agro-, voedsel- en visserijsysteem",11,,,,35236,"Subsidies (regelingen)",1,"Duurzame visserij",332657,U,0
VII.6.45902.8.332658.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Overheidsdienstverlening en informatiesamenleving",6,,,"6.2 Overheidsdienstverlening, informatiebeleid en informatiesamenleving",45902,"Bijdrage aan ZBOs/RWTs",8,"Diverse bijdragen",332658,U,0
XIII.3.35236.0.332659.O,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,Toekomstfonds,3,,,,35236,0,0,"DVI II",332659,O,0
XIV.50.24887.0.0.O,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,Apparaat,50,,,Ontvangsten,24887,0,0,,,O,0
IV.6.35236.16.332660.U,2020,OWB,"K.H. Ollongren",Koninkrijksrelaties,IV,Apparaat,6,,,,35236,"Materiële uitgaven",16,"Overige materiële uitgaven ",332660,U,0
XIII.2.35236.1.332661.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,"Subsidies (regelingen)",1,"Bevorderen ondernemerschap",332661,U,0
C.1.25234.6.332662.U,2020,OWB,"K.H. Ollongren",Provinciefonds,C,Provinciefonds,1,,,"Kosten Financiële-verhoudingswet",25234,Opdrachten,6,"Onderzoeken verdeelsystematiek",332662,U,0
XIII.2.35236.3.332663.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,Garanties,3,BMKB,332663,U,0
XIII.2.35236.99.332664.O,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,Ontvangsten,99,"Onttrekking reserve Groeifaciliteit",332664,O,0
XIV.11.24887.0.332665.O,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Een weerbaar, veerkrachtig en veilig agro-, voedsel- en visserijsysteem",11,,,Ontvangsten,24887,0,0,"Onttrekkingen begrotingsreserves",332665,O,0
XVII.4.46219.10.332666.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Vrede, veiligheid en duurzame ontwikkeling",4,,,"4.2 Opvang en bescherming in de regio en migratiesamenwerking",46219,"Bijdrage aan (inter-)nationale organisaties",10,"Opvang in de regio",332666,U,0
XIV.50.39175.15.332667.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,Apparaat,50,,,"Personele uitgaven",39175,"Personele uitgaven",15,"Overige personele uitgaven",332667,U,0
IV.7.35236.21.332668.U,2020,OWB,"K.H. Ollongren",Koninkrijksrelaties,IV,"Nog onverdeeld",7,,,,35236,"Nog te verdelen",21,Wisselkoersreserve,332668,U,0
XII.11.25155.6.332669.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Integraal waterbeleid",11,,,Waterveiligheid,25155,Opdrachten,6,Opdrachten,332669,U,0
XIII.2.35236.1.332670.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,"Subsidies (regelingen)",1,Eurostars,332670,U,0
IV.4.45663.1.332671.U,2020,OWB,"K.H. Ollongren",Koninkrijksrelaties,IV,"Bevorderen sociaaleconomische structuur",4,,,"4.2 Caribisch Nederland",45663,"Subsidies (regelingen)",1,"Subsidies Caribisch Nederland",332671,U,0
VI.34.46625.1.332672.U,2020,OWB,"F.B.J. Grapperhaus","Justitie en Veiligheid",VI,"Straffen en beschermen",34,,,"34.5 Jeugdbescherming en jeugdsancties",46625,"Subsidies (regelingen)",1,"Subsidies jeugdaangelegenheden",332672,U,0
XIV.11.24887.0.332673.O,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Een weerbaar, veerkrachtig en veilig agro-, voedsel- en visserijsysteem",11,,,Ontvangsten,24887,0,0,"Sociaal economische positie boeren",332673,O,0
XIII.2.35236.10.332674.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,"Bijdrage aan (inter-)nationale organisaties",10,"Economische ontwikkeling en technologie",332674,U,0
VII.6.45842.7.332675.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Overheidsdienstverlening en informatiesamenleving",6,,,"6.6 Investeringspost digitale overheid",45842,"Bijdrage aan agentschappen",7,AZ-DPC,332675,U,0
XII.11.25153.6.332676.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Integraal waterbeleid",11,,,"Algemeen waterbeleid",25153,Opdrachten,6,Opdrachten,332676,U,0
XIII.3.35236.7.332677.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,Toekomstfonds,3,,,,35236,"Bijdrage aan agentschappen",7,"Bijdrage RVO.nl",332677,U,0
IV.7.35236.0.0.V,2020,OWB,"K.H. Ollongren",Koninkrijksrelaties,IV,"Nog onverdeeld",7,,,,35236,0,0,,,V,0
XII.14.25163.1.332678.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Wegen en verkeersveiligheid",14,,,Netwerk,25163,"Subsidies (regelingen)",1,"Duurzame mobiliteit",332678,U,0
XII.14.25164.0.332679.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Wegen en verkeersveiligheid",14,,,Veiligheid,25164,0,0,"Euro NCAP",332679,U,0
IIA.2.35236.0.0.V,2020,OWB,"K.H. Ollongren",Staten-Generaal,IIA,"Uitgaven tbv leden TK",2,,,,35236,0,0,,,V,0
XVII.4.35236.0.0.V,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Vrede, veiligheid en duurzame ontwikkeling",4,,,,35236,0,0,,,V,0
XIV.50.39152.16.332680.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,Apparaat,50,,,"Materiële uitgaven",39152,"Materiële uitgaven",16,SSO's,332680,U,0
XIII.41.35236.21.332681.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Nog onverdeeld",41,,,,35236,"Nog te verdelen",21,Loonbijstelling,332681,U,0
XIII.1.35236.6.332682.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Goed functionerende economie en markten",1,,,,35236,Opdrachten,6,"Opdrachten Nationaal Groeifonds",332682,U,0
XIII.41.35236.21.332683.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Nog onverdeeld",41,,,,35236,"Nog te verdelen",21,Prijsbijstelling,332683,U,0
XIII.2.35236.1.332684.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,"Subsidies (regelingen)",1,"Cofinanciering EFRO, inclusief INTERREG",332684,U,0
A.18.35236.0.0.V,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,"Overige uitgaven en ontvangsten",18,,,,35236,0,0,,,V,0
XII.98.35236.0.0.V,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,Apparaatsuitgaven,98,,,,35236,0,0,,,V,0
XVII.5.46627.2.0.O,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Multilaterale samenwerking en overige inzet",5,,,"Ontvangsten en restituties met betrekking tot leningen",46627,Leningen,2,,,O,0
XIII.3.35236.2.332685.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,Toekomstfonds,3,,,,35236,Leningen,2,"Fund to fund",332685,U,0
XIII.41.35236.0.0.V,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Nog onverdeeld",41,,,,35236,Loonbijstelling,0,,,V,0
XV.99.35236.21.332686.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,"Nog te verdelen",99,,,,35236,Overige,21,Loonbijstelling,332686,U,0
XII.14.25163.1.332687.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Wegen en verkeersveiligheid",14,,,Netwerk,25163,"Subsidies (regelingen)",1,"Overige subsidies",332687,U,0
XVII.5.46628.0.0.O,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Multilaterale samenwerking en overige inzet",5,,,"Ontvangsten OS",46628,0,0,,,O,0
XIII.3.35236.2.332688.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,Toekomstfonds,3,,,,35236,Leningen,2,"Co-investment venture capital instrument / EIF",332688,U,0
XVII.4.25523.1.332689.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Vrede, veiligheid en duurzame ontwikkeling",4,,,"Veiligheid en Rechtstaatontwikkeling",25523,"Subsidies (regelingen)",1,"Vredesdividend: werkgelegenheid en basisvoorzieningen",332689,U,0
XIII.1.35236.0.0.V,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Goed functionerende economie en markten",1,,,,35236,0,0,,,V,0
IV.7.35236.21.332690.U,2020,OWB,"K.H. Ollongren",Koninkrijksrelaties,IV,"Nog onverdeeld",7,,,,35236,"Nog te verdelen",21,Onvoorzien,332690,U,0
XIII.2.35236.1.332691.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,"Subsidies (regelingen)",1,"MKB-Innovatiestimulering Topsectoren (MIT)",332691,U,0
A.20.35236.0.0.V,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,"Verkenningen, reserveringen en investeringsruimte",20,,,,35236,0,0,,,V,0
XIII.3.35236.0.332692.O,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,Toekomstfonds,3,,,,35236,0,0,Seed,332692,O,0
XIV.11.24887.0.332693.O,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Een weerbaar, veerkrachtig en veilig agro-, voedsel- en visserijsysteem",11,,,Ontvangsten,24887,0,0,"Diergezondheid en dierenwelzijn",332693,O,0
IIA.2.35236.15.332694.U,2020,OWB,"K.H. Ollongren",Staten-Generaal,IIA,"Uitgaven tbv leden TK",2,,,,35236,"Personele uitgaven",15,"Pensioenen en wachtgelden",332694,U,0
XIII.2.35236.10.332695.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,"Bijdrage aan (inter-)nationale organisaties",10,"Internationaal Innoveren",332695,U,0
XIV.11.24887.0.332696.O,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Een weerbaar, veerkrachtig en veilig agro-, voedsel- en visserijsysteem",11,,,Ontvangsten,24887,0,0,"Kennisontwikkeling en agrarische innovatie",332696,O,0
XVII.3.45542.10.332697.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Sociale vooruitgang",3,,,"3.4 Onderwijs",45542,"Bijdrage aan (inter-)nationale organisaties",10,"Global partnership for education",332697,U,0
XVII.4.25523.1.332698.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Vrede, veiligheid en duurzame ontwikkeling",4,,,"Veiligheid en Rechtstaatontwikkeling",25523,"Subsidies (regelingen)",1,"Functionerende rechtsorde",332698,U,0
A.20.46630.0.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,"Verkenningen, reserveringen en investeringsruimte",20,,,"20.03 Reserveringen",46630,Gebiedsprogramma's,0,,,U,0
XVII.3.45579.10.332699.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Sociale vooruitgang",3,,,"3.1 Seksuele en reproductieve gezondheid en rechten en hiv/aids",45579,"Bijdrage aan (inter-)nationale organisaties",10,"Global Fund to Fight Aids, Malaria and Tuberculosis",332699,U,0
A.20.46630.0.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,"Verkenningen, reserveringen en investeringsruimte",20,,,"20.03 Reserveringen",46630,Gebiedsprogramma's,0,,,U,0
IV.4.45663.5.332700.U,2020,OWB,"K.H. Ollongren",Koninkrijksrelaties,IV,"Bevorderen sociaaleconomische structuur",4,,,"4.2 Caribisch Nederland",45663,Inkomensoverdrachten,5,"Pensioenen en uitkeringen politieke ambtsdragers",332700,U,0
A.20.25392.0.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga",Infrastructuurfonds,A,"Verkenningen, reserveringen en investeringsruimte",20,,,Verkenningen,25392,0,0,,,U,0
XIV.50.39175.15.332701.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,Apparaat,50,,,"Personele uitgaven",39175,"Personele uitgaven",15,"Externe inhuur",332701,U,0
