index,jaar,fase,verantwoordelijk_minister,hoofdstuk_naam,hoofdstuk_nummer,artikel_naam,artikel_nummer,beleid_of_niet_beleid,rbv_model,artikelonderdeel_naam,artikelonderdeel_nummer,instrument_of_uitsplitsing_apparaat_naam,instrument_of_uitsplitsing_apparaat_nummer,regeling_detailniveau_naam,regeling_detailniveau_nummer,vuo,bedrag
XVII.4.25523.1.332702.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Vrede, veiligheid en duurzame ontwikkeling",4,,,"Veiligheid en Rechtstaatontwikkeling",25523,"Subsidies (regelingen)",1,"Inclusieve vredes- en politieke processen",332702,U,0
XIII.1.35236.0.0.V,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Goed functionerende economie en markten",1,,,,35236,0,0,,,V,0
XVII.3.45542.10.332703.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Sociale vooruitgang",3,,,"3.4 Onderwijs",45542,"Bijdrage aan (inter-)nationale organisaties",10,Onderwijs,332703,U,0
XIV.11.24887.0.332704.O,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Een weerbaar, veerkrachtig en veilig agro-, voedsel- en visserijsysteem",11,,,Ontvangsten,24887,0,0,Mestbeleid,332704,O,0
XII.11.25154.6.332705.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Integraal waterbeleid",11,,,"Grote oppervlaktewateren",25154,Opdrachten,6,Opdrachten,332705,U,0
XIV.50.39152.16.332706.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,Apparaat,50,,,"Materiële uitgaven",39152,"Materiële uitgaven",16,"Overige materiële uitgaven ",332706,U,0
XVII.4.46219.1.332707.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Vrede, veiligheid en duurzame ontwikkeling",4,,,"4.2 Opvang en bescherming in de regio en migratiesamenwerking",46219,"Subsidies (regelingen)",1,"Opvang in de regio",332707,U,0
XIV.11.35236.6.332708.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Een weerbaar, veerkrachtig en veilig agro-, voedsel- en visserijsysteem",11,,,,35236,Opdrachten,6,Mestbeleid,332708,U,0
XIII.41.35236.0.0.O,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Nog onverdeeld",41,,,,35236,Loonbijstelling,0,,,O,0
XIV.11.24887.0.332709.O,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Een weerbaar, veerkrachtig en veilig agro-, voedsel- en visserijsysteem",11,,,Ontvangsten,24887,0,0,"Duurzame visserij",332709,O,0
XII.14.25163.0.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Wegen en verkeersveiligheid",14,,,Netwerk,25163,0,0,,,U,0
XIV.50.39152.16.332710.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,Apparaat,50,,,"Materiële uitgaven",39152,"Materiële uitgaven",16,ICT,332710,U,0
XIII.2.35236.3.332711.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,Garanties,3,Groeifaciliteit,332711,U,0
XIV.11.24887.0.332712.O,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Een weerbaar, veerkrachtig en veilig agro-, voedsel- en visserijsysteem",11,,,Ontvangsten,24887,0,0,Garanties,332712,O,0
VII.6.45902.7.332713.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Overheidsdienstverlening en informatiesamenleving",6,,,"6.2 Overheidsdienstverlening, informatiebeleid en informatiesamenleving",45902,"Bijdrage aan agentschappen",7,"Diverse bijdragen",332713,U,0
IIA.2.35236.15.332714.U,2020,OWB,"K.H. Ollongren",Staten-Generaal,IIA,"Uitgaven tbv leden TK",2,,,,35236,"Personele uitgaven",15,"Schadeloosstelling Europarlementariërs incl. tegemoetkoming ziektekosten",332714,U,0
XIII.2.35236.7.332715.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,"Bijdrage aan agentschappen",7,Invest-NL,332715,U,0
XVII.3.45579.10.332716.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Sociale vooruitgang",3,,,"3.1 Seksuele en reproductieve gezondheid en rechten en hiv/aids",45579,"Bijdrage aan (inter-)nationale organisaties",10,UNAIDS,332716,U,0
XIV.12.46631.8.332717.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Natuur en biodiversiteit",12,,,"Bijdrage aan zbo/rwt's",46631,"Bijdrage aan ZBOs/RWTs",8,Staatsbosbeheer,332717,U,0
XVI.7.46632.10.332718.U,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,"Oorlogsgetroffenen en Herinnering Tweede Wereldoorlog",7,,,"1. De zorg- en dienstverlening aan verzetsdeelnemers en oorlogsgetroffenen WO II en de herinnering aan WO II",46632,"Bijdrage aan (inter-)nationale organisaties",10,Overige,332718,U,0
XII.14.25163.9.332719.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Wegen en verkeersveiligheid",14,,,Netwerk,25163,"Bijdrage aan medeoverheden",9,"Duurzame mobiliteit",332719,U,0
IV.5.46136.2.332720.U,2020,OWB,"K.H. Ollongren",Koninkrijksrelaties,IV,"Schuldsanering/lopende inschrijving/leningen",5,,,"5.1 Schuldsanering Curaçao en Sint Maarten",46136,Leningen,2,Schuldsanering,332720,U,0
IIA.1.35236.15.332721.U,2020,OWB,"K.H. Ollongren",Staten-Generaal,IIA,"Wetgeving en controle EK",1,,,,35236,"Personele uitgaven",15,"Vergoeding voorzitter/leden Eerste Kamer",332721,U,0
XVII.3.45598.7.332722.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Sociale vooruitgang",3,,,"3.2 Vrouwenrechten en gendergelijkheid",45598,"Bijdrage aan agentschappen",7,"Rijksdienst voor Ondernemend Nederland",332722,U,0
XIII.2.35236.7.332723.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,"Bijdrage aan agentschappen",7,"Bijdrage Agentschap Telecom",332723,U,0
XIV.12.39133.6.332724.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Natuur en biodiversiteit",12,,,Opdrachten,39133,Opdrachten,6,"Natuur en Biodiversiteit Grote Wateren",332724,U,0
XII.13.25160.7.332725.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Bodem en ondergrond",13,,,"Eenvoudig Beter",25160,"Bijdrage aan agentschappen",7,RWS,332725,U,0
XV.98.35236.7.332726.U,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Algemeen,98,,,,35236,"Bijdrage aan agentschappen",7,"Agentschap CJIB",332726,U,0
XII.14.25163.9.332727.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Wegen en verkeersveiligheid",14,,,Netwerk,25163,"Bijdrage aan medeoverheden",9,"Caribisch Nederland",332727,U,0
XVII.3.35236.0.0.V,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Sociale vooruitgang",3,,,,35236,0,0,,,V,0
XIV.12.39133.6.332728.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Natuur en biodiversiteit",12,,,Opdrachten,39133,Opdrachten,6,"Natuur en biodiversiteit op land",332728,U,0
XVII.4.25521.10.332729.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Vrede, veiligheid en duurzame ontwikkeling",4,,,"Humanitaire hulp",25521,"Bijdrage aan (inter-)nationale organisaties",10,Noodhulpprogramma's,332729,U,0
F.1.35236.0.332730.U,2020,OWB,C.J.Schouten,Diergezondheidsfonds,F,"Bewaking en bestrijding van dierziekten en voorkomen en verminderen van welzijnsproblemen",1,,,,35236,0,0,Overig,332730,U,0
XIV.12.39133.6.332731.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Natuur en biodiversiteit",12,,,Opdrachten,39133,Opdrachten,6,"Klimaatimpuls natuur en biodiversiteit",332731,U,0
XIV.12.39133.6.332732.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Natuur en biodiversiteit",12,,,Opdrachten,39133,Opdrachten,6,"Overige stelsel activiteiten",332732,U,0
XII.14.46636.1.332733.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Wegen en verkeersveiligheid",14,,,"Slimme en Duurzame Mobiliteit",46636,"Subsidies (regelingen)",1,"Elektrisch Vervoer",332733,U,0
XII.14.25164.0.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Wegen en verkeersveiligheid",14,,,Veiligheid,25164,0,0,,,U,0
VII.7.45845.1.332734.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Werkgevers- en bedrijfsvoeringsbeleid",7,,,"7.1 Werkgevers- en bedrijfsvoeringsbeleid",45845,"Subsidies (regelingen)",1,"Kwaliteit management rijksdienst",332734,U,0
XVII.3.45579.1.332735.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Sociale vooruitgang",3,,,"3.1 Seksuele en reproductieve gezondheid en rechten en hiv/aids",45579,"Subsidies (regelingen)",1,"Global Fund to Fight Aids, Malaria and Tuberculosis",332735,U,0
F.1.35236.0.332736.U,2020,OWB,C.J.Schouten,Diergezondheidsfonds,F,"Bewaking en bestrijding van dierziekten en voorkomen en verminderen van welzijnsproblemen",1,,,,35236,0,0,"Bewaking van dierziekten",332736,U,0
XIII.2.35236.0.0.V,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,0,0,,,V,0
IIA.1.35236.16.332737.U,2020,OWB,"K.H. Ollongren",Staten-Generaal,IIA,"Wetgeving en controle EK",1,,,,35236,"Materiële uitgaven",16,"Verenigde vergadering",332737,U,0
XIII.2.35236.0.0.V,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,0,0,,,V,0
XIV.12.39133.6.332738.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Natuur en biodiversiteit",12,,,Opdrachten,39133,Opdrachten,6,"Regio deals",332738,U,0
XVI.5.26431.9.332739.U,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,Jeugd,5,,,"3. Effectief en efficiënt werkend jeugdstelsel",26431,"Bijdrage aan medeoverheden",9,Overige,332739,U,0
XVII.4.25521.10.332740.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Vrede, veiligheid en duurzame ontwikkeling",4,,,"Humanitaire hulp",25521,"Bijdrage aan (inter-)nationale organisaties",10,"Noodhulpprogramma's non-ODA",332740,U,0
XIV.11.35236.8.332741.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Een weerbaar, veerkrachtig en veilig agro-, voedsel- en visserijsysteem",11,,,,35236,"Bijdrage aan ZBOs/RWTs",8,"ZonMW dierproeven",332741,U,0
XIII.2.35236.8.332742.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,"Bijdrage aan ZBOs/RWTs",8,TNO,332742,U,0
IV.5.24887.0.0.O,2020,OWB,"K.H. Ollongren",Koninkrijksrelaties,IV,"Schuldsanering/lopende inschrijving/leningen",5,,,Ontvangsten,24887,0,0,,,O,0
VII.7.45845.7.332743.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Werkgevers- en bedrijfsvoeringsbeleid",7,,,"7.1 Werkgevers- en bedrijfsvoeringsbeleid",45845,"Bijdrage aan agentschappen",7,"Doorontwikkeling Rijksbrede ICT voorziening",332743,U,0
XII.14.25163.6.332744.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Wegen en verkeersveiligheid",14,,,Netwerk,25163,Opdrachten,6,"Duurzame mobiliteit",332744,U,0
XVII.3.45579.7.332745.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Sociale vooruitgang",3,,,"3.1 Seksuele en reproductieve gezondheid en rechten en hiv/aids",45579,"Bijdrage aan agentschappen",7,"Rijksdienst voor Ondernemend Nederland",332745,U,0
XII.13.25159.7.332746.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Bodem en ondergrond",13,,,"Ruimtegebruik bodem",25159,"Bijdrage aan agentschappen",7,RWS,332746,U,0
XVII.3.45598.1.332747.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Sociale vooruitgang",3,,,"3.2 Vrouwenrechten en gendergelijkheid",45598,"Subsidies (regelingen)",1,Vrouwenrechten,332747,U,0
XVII.3.45644.1.332748.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Sociale vooruitgang",3,,,"3.3 Maatschappelijk middenveld",45644,"Subsidies (regelingen)",1,"Versterking maatschappelijk middenveld",332748,U,0
XIV.12.39196.10.332749.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Natuur en biodiversiteit",12,,,"Bijdrage aan (inter-)nationale organisaties",39196,"Bijdrage aan (inter-)nationale organisaties",10,"Internationale samenwerking",332749,U,0
XII.11.35236.0.0.V,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Integraal waterbeleid",11,,,,35236,0,0,,,V,0
XV.5.35236.0.0.O,2020,OWB,"W. Koolmees","Sociale Zaken en Werkgelegenheid",XV,Werkloosheid,5,,,,35236,0,0,,,O,0
XIII.2.35236.6.332750.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,Opdrachten,6,"Onderzoek en opdrachten",332750,U,0
XVII.3.45542.3.332751.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Sociale vooruitgang",3,,,"3.4 Onderwijs",45542,Garanties,3,Onderwijs,332751,U,0
XVII.3.45644.1.332752.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Sociale vooruitgang",3,,,"3.3 Maatschappelijk middenveld",45644,"Subsidies (regelingen)",1,"Twinningsfaciliteit Suriname",332752,U,0
XVII.3.45579.6.332753.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Sociale vooruitgang",3,,,"3.1 Seksuele en reproductieve gezondheid en rechten en hiv/aids",45579,Opdrachten,6,"SRGR en hiv/aids",332753,U,0
XIV.12.35236.1.332754.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Natuur en biodiversiteit",12,,,,35236,"Subsidies (regelingen)",1,"Vermaatschappelijking Natuur en Biodiversiteit",332754,U,0
XIV.12.35236.1.332755.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Natuur en biodiversiteit",12,,,,35236,"Subsidies (regelingen)",1,"Natuur en biodiversiteit op land",332755,U,0
XIII.2.35236.3.332756.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,Garanties,3,"Garantie Ondernemingsfinanciering (GO)",332756,U,0
XIV.12.39183.2.332757.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Natuur en biodiversiteit",12,,,Leningen,39183,Leningen,2,"Leningen rente en aflossing",332757,U,0
XIV.12.35236.1.332758.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Natuur en biodiversiteit",12,,,,35236,"Subsidies (regelingen)",1,"Beheer Kroondomeinen",332758,U,0
XIV.12.39133.6.332759.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Natuur en biodiversiteit",12,,,Opdrachten,39133,Opdrachten,6,"Caribisch Nederland",332759,U,0
IIA.1.35236.20.332760.U,2020,OWB,"K.H. Ollongren",Staten-Generaal,IIA,"Wetgeving en controle EK",1,,,,35236,"Institutionele inrichting",20,"Apparaat Eerste Kamer",332760,U,0
XII.14.25163.0.0.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Wegen en verkeersveiligheid",14,,,Netwerk,25163,0,0,,,U,0
XIV.12.39133.6.332761.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Natuur en biodiversiteit",12,,,Opdrachten,39133,Opdrachten,6,"Internationale samenwerking",332761,U,0
XIV.12.24887.99.332762.O,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Natuur en biodiversiteit",12,,,Ontvangsten,24887,Ontvangsten,99,Landinrichtingsrente,332762,O,0
VII.7.45845.9.332763.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Werkgevers- en bedrijfsvoeringsbeleid",7,,,"7.1 Werkgevers- en bedrijfsvoeringsbeleid",45845,"Bijdrage aan medeoverheden",9,Werkgeversbeleid,332763,U,0
XII.14.25164.8.332764.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Wegen en verkeersveiligheid",14,,,Veiligheid,25164,"Bijdrage aan ZBOs/RWTs",8,CBR,332764,U,0
XIII.2.35236.3.332765.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,Garanties,3,"Storting reserve Garanties MKB Financiering",332765,U,0
XVII.3.45579.10.332766.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Sociale vooruitgang",3,,,"3.1 Seksuele en reproductieve gezondheid en rechten en hiv/aids",45579,"Bijdrage aan (inter-)nationale organisaties",10,WHO/PAHO,332766,U,0
XIII.2.35236.3.332767.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,Garanties,3,"Klein Krediet Corona garantieregeling",332767,U,0
XVII.3.45598.6.332768.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Sociale vooruitgang",3,,,"3.2 Vrouwenrechten en gendergelijkheid",45598,Opdrachten,6,Vrouwenrechten,332768,U,0
XIV.12.24887.99.332769.O,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Natuur en biodiversiteit",12,,,Ontvangsten,24887,Ontvangsten,99,"Verkoop gronden",332769,O,0
XVI.6.35236.0.0.V,2020,OWB,"Hugo de Jonge (Minister van Volksgezondheid, Welzijn en Sport) en Bruno Bruins (Minister voor Medische Zorg en Sport)","Volksgezondheid, Welzijn en Sport",XVI,"Sport en bewegen",6,,,,35236,0,0,,,V,0
XVII.3.45644.6.332770.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Sociale vooruitgang",3,,,"3.3 Maatschappelijk middenveld",45644,Opdrachten,6,"Versterking maatschappelijk middenveld",332770,U,0
XIV.12.24887.99.332771.O,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Natuur en biodiversiteit",12,,,Ontvangsten,24887,Ontvangsten,99,Overige,332771,O,0
XVII.3.45579.1.332772.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Sociale vooruitgang",3,,,"3.1 Seksuele en reproductieve gezondheid en rechten en hiv/aids",45579,"Subsidies (regelingen)",1,"SRGR en hiv/aids",332772,U,0
XIII.3.35236.2.332773.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,Toekomstfonds,3,,,,35236,Leningen,2,"Fundamenteel en toegepast onderzoek",332773,U,0
XVII.4.25521.10.332774.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Vrede, veiligheid en duurzame ontwikkeling",4,,,"Humanitaire hulp",25521,"Bijdrage aan (inter-)nationale organisaties",10,UNHCR,332774,U,0
XIII.2.35236.1.332775.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,"Subsidies (regelingen)",1,"Tegemoetkoming vaste lasten Caribisch Nederland",332775,U,0
XII.14.46636.9.332776.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Wegen en verkeersveiligheid",14,,,"Slimme en Duurzame Mobiliteit",46636,"Bijdrage aan medeoverheden",9,"Regionale bijdrage",332776,U,0
VII.6.45842.8.332777.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Overheidsdienstverlening en informatiesamenleving",6,,,"6.6 Investeringspost digitale overheid",45842,"Bijdrage aan ZBOs/RWTs",8,RDW,332777,U,0
XII.14.25163.9.332778.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Wegen en verkeersveiligheid",14,,,Netwerk,25163,"Bijdrage aan medeoverheden",9,"Regionale bijdrage MIRT",332778,U,0
XVII.3.45598.10.332779.U,2020,OWB,"S.A.M. Kaag","Buitenlandse Handel & Ontwikkelingssamenwerking",XVII,"Sociale vooruitgang",3,,,"3.2 Vrouwenrechten en gendergelijkheid",45598,"Bijdrage aan (inter-)nationale organisaties",10,UNWOMEN,332779,U,0
XII.14.25163.6.332780.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Wegen en verkeersveiligheid",14,,,Netwerk,25163,Opdrachten,6,"Smart Mobility",332780,U,0
VII.6.45902.8.332781.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Overheidsdienstverlening en informatiesamenleving",6,,,"6.2 Overheidsdienstverlening, informatiebeleid en informatiesamenleving",45902,"Bijdrage aan ZBOs/RWTs",8,RDW,332781,U,0
XIV.11.35236.7.332782.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Een weerbaar, veerkrachtig en veilig agro-, voedsel- en visserijsysteem",11,,,,35236,"Bijdrage aan agentschappen",7,Rijksrederij,332782,U,0
XIV.11.35236.7.332783.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Een weerbaar, veerkrachtig en veilig agro-, voedsel- en visserijsysteem",11,,,,35236,"Bijdrage aan agentschappen",7,"Rijksdienst voor Volksgezondheid en Milieu",332783,U,0
XII.14.25164.1.332784.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Wegen en verkeersveiligheid",14,,,Veiligheid,25164,"Subsidies (regelingen)",1,"Team Alert",332784,U,0
XII.14.25163.6.332785.U,2020,OWB,"C. van Nieuwenhuizen Wijbenga","Infrastructuur en Waterstaat",XII,"Wegen en verkeersveiligheid",14,,,Netwerk,25163,Opdrachten,6,Wegverkeersbeleid,332785,U,0
VII.6.45842.8.332786.U,2020,OWB,"K.H. Ollongren","Binnenlandse Zaken en Koninkrijksrelaties",VII,"Overheidsdienstverlening en informatiesamenleving",6,,,"6.6 Investeringspost digitale overheid",45842,"Bijdrage aan ZBOs/RWTs",8,KvK,332786,U,0
XIII.2.35236.8.332787.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,"Bijdrage aan ZBOs/RWTs",8,NWO-TTW,332787,U,0
XIV.12.46529.7.332788.U,2020,OWB,C.J.Schouten,"Landbouw, Natuur en Voedselkwaliteit",XIV,"Natuur en biodiversiteit",12,,,"Bijdrage aan agentschappen",46529,"Bijdrage aan agentschappen",7,"Rijksdienst voor Ondernemend Nederland",332788,U,0
XIII.3.35236.2.332789.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,Toekomstfonds,3,,,,35236,Leningen,2,Regmed,332789,U,0
XIII.2.35236.1.332790.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,"Subsidies (regelingen)",1,"Verduurzaming industrie",332790,U,0
XIII.2.35236.1.332791.U,2020,OWB,"E.D. Wiebes","Economische Zaken en Klimaat",XIII,"Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame welvaartsgroei",2,,,,35236,"Subsidies (regelingen)",1,"Noodloket (TOGS) Caribisch Nederland",332791,U,0
