FID,categorie,type,aanlegjaar,geometrie
O10002_Rioolkaart_streng_OD.404,rioolleiding,hemelwaterafvoer,2001,"MULTILINESTRING ((176760.638 497133.618, 176709.62 497096.968))"
O10002_Rioolkaart_streng_OD.405,rioolleiding,hemelwaterafvoer,2001,"MULTILINESTRING ((176645.225 496952.924, 176609.809 497002.451))"
O10002_Rioolkaart_streng_OD.406,rioolleiding,droogweerafvoer,2001,"MULTILINESTRING ((176711.587 497096.721, 176722.413 497081.243))"
O10002_Rioolkaart_streng_OD.407,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((176159.978 495879.438, 176181.161 495870.752))"
O10002_Rioolkaart_streng_OD.408,rioolleiding,hemelwaterafvoer,1999,"MULTILINESTRING ((176405.965 504423.382, 176396.47 504409.394))"
O10002_Rioolkaart_streng_OD.409,rioolleiding,gemengd stelsel,1969,"MULTILINESTRING ((178498.283 492127.345, 178546.976 492121.87))"
O10002_Rioolkaart_streng_OD.410,rioolleiding,gemengd stelsel,1993,"MULTILINESTRING ((183294.31 495556.26, 183308.31 495607.387))"
O10002_Rioolkaart_streng_OD.411,rioolleiding,overig,2000,"MULTILINESTRING ((177905.397 504562.331, 177900.857 504539.667))"
O10002_Rioolkaart_streng_OD.412,rioolleiding,overig,2000,"MULTILINESTRING ((177829.919 504520.42, 177768.635 504533.447))"
O10002_Rioolkaart_streng_OD.413,rioolleiding,overig,2000,"MULTILINESTRING ((177707.415 504546.582, 177643.657 504560.005))"
O10002_Rioolkaart_streng_OD.414,rioolleiding,hemelwaterafvoer,1971,"MULTILINESTRING ((172475.488 508963.786, 172493.772 508951.55))"
O10002_Rioolkaart_streng_OD.415,rioolleiding,droogweerafvoer,1989,"MULTILINESTRING ((172610.389 509192.68, 172607.039 509155.41))"
O10002_Rioolkaart_streng_OD.416,rioolleiding,hemelwaterafvoer,1971,"MULTILINESTRING ((172609.032 508512.09, 172578.335 508532.577))"
O10002_Rioolkaart_streng_OD.417,rioolleiding,gemengd stelsel,1960,"MULTILINESTRING ((177320.449 504045.88, 177367.744 504041.012))"
O10002_Rioolkaart_streng_OD.418,rioolleiding,gemengd stelsel,1970,"MULTILINESTRING ((177256.545 504169.314, 177322.463 504166.878))"
O10002_Rioolkaart_streng_OD.419,rioolleiding,gemengd stelsel,2005,"MULTILINESTRING ((177573.917 504018.361, 177582.999 504019.38))"
O10002_Rioolkaart_streng_OD.420,rioolleiding,gemengd stelsel,1978,"MULTILINESTRING ((177003.877 504392.814, 177054.567 504387.717))"
O10002_Rioolkaart_streng_OD.421,rioolleiding,gemengd stelsel,2002,"MULTILINESTRING ((177589.379 504190.21, 177593.002 504226.266))"
O10002_Rioolkaart_streng_OD.422,rioolleiding,gemengd stelsel,1962,"MULTILINESTRING ((177212.897 504071.443, 177163.378 504076.762))"
O10002_Rioolkaart_streng_OD.423,rioolleiding,gemengd stelsel,1980,"MULTILINESTRING ((178341.356 504914.82, 178317.249 504919.99))"
O10002_Rioolkaart_streng_OD.424,rioolleiding,gemengd stelsel,1960,"MULTILINESTRING ((177735.719 504018.41, 177776.479 504014.25))"
O10002_Rioolkaart_streng_OD.425,rioolleiding,gemengd stelsel,2002,"MULTILINESTRING ((177593.002 504226.266, 177626.951 504222.884))"
O10002_Rioolkaart_streng_OD.426,rioolleiding,gemengd stelsel,1963,"MULTILINESTRING ((177639.163 504549.081, 177605.033 504556.443))"
O10002_Rioolkaart_streng_OD.427,rioolleiding,gemengd stelsel,1970,"MULTILINESTRING ((177667.807 504898.498, 177659.303 504859.492))"
O10002_Rioolkaart_streng_OD.428,rioolleiding,gemengd stelsel,1961,"MULTILINESTRING ((177400.27 504664.66, 177446.81 504654.81))"
O10002_Rioolkaart_streng_OD.429,rioolleiding,gemengd stelsel,1961,"MULTILINESTRING ((177360.13 505007.63, 177409.02 504997.25))"
O10002_Rioolkaart_streng_OD.430,rioolleiding,droogweerafvoer,1974,"MULTILINESTRING ((175979.747 496638.218, 176018.324 496583.908))"
O10002_Rioolkaart_streng_OD.431,rioolleiding,droogweerafvoer,1974,"MULTILINESTRING ((176135.593 496589.426, 176189.137 496580.593))"
O10002_Rioolkaart_streng_OD.432,rioolleiding,droogweerafvoer,2007,"MULTILINESTRING ((175721.11 504849.423, 175715.691 504902.013))"
O10002_Rioolkaart_streng_OD.433,rioolleiding,gemengd stelsel,2007,"MULTILINESTRING ((177683.864 505222.408, 177670.668 505218.704))"
O10002_Rioolkaart_streng_OD.434,rioolleiding,droogweerafvoer,2006,"MULTILINESTRING ((175444.639 505409.009, 175441.16 505442.858))"
O10002_Rioolkaart_streng_OD.435,rioolleiding,droogweerafvoer,2011,"MULTILINESTRING ((176747.193 496256.513, 176751.55 496248.227))"
O10002_Rioolkaart_streng_OD.436,rioolleiding,droogweerafvoer,2011,"MULTILINESTRING ((176550.817 496323.695, 176566.999 496294.448))"
O10002_Rioolkaart_streng_OD.437,rioolleiding,droogweerafvoer,2011,"MULTILINESTRING ((176430.535 496229.036, 176460.097 496175.549))"
O10002_Rioolkaart_streng_OD.438,rioolleiding,droogweerafvoer,2011,"MULTILINESTRING ((176515.191 496154.043, 176481.874 496135.844))"
O10002_Rioolkaart_streng_OD.439,rioolleiding,droogweerafvoer,2011,"MULTILINESTRING ((176638.249 496176.425, 176612.974 496222.179))"
O10002_Rioolkaart_streng_OD.440,rioolleiding,hemelwaterafvoer,2004,"MULTILINESTRING ((177634.67 503279.621, 177642.154 503259.22))"
O10002_Rioolkaart_streng_OD.441,rioolleiding,hemelwaterafvoer,1975,"MULTILINESTRING ((177669.098 503324.809, 177678.184 503301.006))"
O10002_Rioolkaart_streng_OD.442,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((176524.002 505166.934, 176508.882 505092.244))"
O10002_Rioolkaart_streng_OD.443,rioolleiding,hemelwaterafvoer,1995,"MULTILINESTRING ((176548.581 505334.349, 176534.374 505265.704))"
O10002_Rioolkaart_streng_OD.444,rioolleiding,hemelwaterafvoer,1999,"MULTILINESTRING ((177304.451 506136.969, 177357.349 506106.915))"
O10002_Rioolkaart_streng_OD.445,rioolleiding,hemelwaterafvoer,1997,"MULTILINESTRING ((176882.29 506290.226, 176924.617 506265.829))"
O10002_Rioolkaart_streng_OD.446,rioolleiding,hemelwaterafvoer,1997,"MULTILINESTRING ((176568.329 506417.168, 176562.143 506442.331))"
O10002_Rioolkaart_streng_OD.447,rioolleiding,hemelwaterafvoer,1997,"MULTILINESTRING ((176562.143 506442.331, 176621.046 506408.266))"
O10002_Rioolkaart_streng_OD.448,rioolleiding,hemelwaterafvoer,1999,"MULTILINESTRING ((177054.707 505870.161, 177111.499 505837.903))"
O10002_Rioolkaart_streng_OD.449,rioolleiding,hemelwaterafvoer,1999,"MULTILINESTRING ((177304.451 506136.969, 177271.535 506079.056))"
O10002_Rioolkaart_streng_OD.450,rioolleiding,hemelwaterafvoer,1995,"MULTILINESTRING ((177196.365 505989.713, 177143.774 506019.341))"
O10002_Rioolkaart_streng_OD.451,rioolleiding,gemengd stelsel,1967,"MULTILINESTRING ((175220.346 495861.364, 175231.749 495874.958))"
O10002_Rioolkaart_streng_OD.452,rioolleiding,hemelwaterafvoer,2012,"MULTILINESTRING ((176319.998 506641.984, 176363.195 506613.158))"
O10002_Rioolkaart_streng_OD.453,rioolleiding,hemelwaterafvoer,2012,"MULTILINESTRING ((176363.195 506613.158, 176408.23 506582.862))"
O10002_Rioolkaart_streng_OD.454,rioolleiding,hemelwaterafvoer,2012,"MULTILINESTRING ((176408.23 506582.862, 176411.819 506564.81))"
O10002_Rioolkaart_streng_OD.455,rioolleiding,hemelwaterafvoer,2012,"MULTILINESTRING ((176338.762 506489.093, 176353.943 506478.873))"
O10002_Rioolkaart_streng_OD.456,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((177063.226 503987.407, 177108.051 503982.991))"
O10002_Rioolkaart_streng_OD.457,rioolleiding,gemengd stelsel,1970,"MULTILINESTRING ((178070.413 504527.3, 178027.258 504536.859))"
O10002_Rioolkaart_streng_OD.458,rioolleiding,gemengd stelsel,1970,"MULTILINESTRING ((178114.504 504517.93, 178070.413 504527.3))"
O10002_Rioolkaart_streng_OD.459,rioolleiding,gemengd stelsel,1970,"MULTILINESTRING ((178287.133 504767.263, 178278.89 504728.439))"
O10002_Rioolkaart_streng_OD.460,rioolleiding,hemelwaterafvoer,2001,"MULTILINESTRING ((176484.399 496912.961, 176443.429 496883.369))"
O10002_Rioolkaart_streng_OD.461,rioolleiding,droogweerafvoer,2001,"MULTILINESTRING ((176854.944 497269.995, 176880.513 497234.021))"
O10002_Rioolkaart_streng_OD.462,rioolleiding,droogweerafvoer,2001,"MULTILINESTRING ((176448.479 496885.325, 176401.677 496851.726))"
O10002_Rioolkaart_streng_OD.463,rioolleiding,hemelwaterafvoer,2009,"MULTILINESTRING ((175615.285 496767.594, 175561.349 496731.706))"
O10002_Rioolkaart_streng_OD.464,rioolleiding,hemelwaterafvoer,2009,"MULTILINESTRING ((175606.234 496681.019, 175564.251 496643.599))"
O10002_Rioolkaart_streng_OD.465,rioolleiding,hemelwaterafvoer,2009,"MULTILINESTRING ((175654.31 496724.009, 175606.234 496681.019))"
O10002_Rioolkaart_streng_OD.466,rioolleiding,hemelwaterafvoer,2007,"MULTILINESTRING ((176929.345 504417.646, 176925.224 504434.036))"
O10002_Rioolkaart_streng_OD.467,rioolleiding,hemelwaterafvoer,2012,"MULTILINESTRING ((175755.991 496506.992, 175735.222 496531.292))"
O10002_Rioolkaart_streng_OD.468,rioolleiding,hemelwaterafvoer,2012,"MULTILINESTRING ((175752.655 496571.618, 175773.239 496589.951))"
O10002_Rioolkaart_streng_OD.469,rioolleiding,droogweerafvoer,1975,"MULTILINESTRING ((178455.809 505154.25, 178465.751 505203.79))"
O10002_Rioolkaart_streng_OD.470,rioolleiding,gemengd stelsel,1960,"MULTILINESTRING ((177694.079 505176.1, 177688.326 505146.987))"
O10002_Rioolkaart_streng_OD.471,rioolleiding,gemengd stelsel,1960,"MULTILINESTRING ((177703.006 505284.921, 177695.308 505271.411))"
O10002_Rioolkaart_streng_OD.472,rioolleiding,droogweerafvoer,1996,"MULTILINESTRING ((172055.688 508184.36, 172026.738 508203.925))"
O10002_Rioolkaart_streng_OD.473,rioolleiding,droogweerafvoer,1999,"MULTILINESTRING ((175933.252 505190.436, 175957.233 505231.641))"
O10002_Rioolkaart_streng_OD.474,rioolleiding,droogweerafvoer,1999,"MULTILINESTRING ((175977.587 505083.407, 175989.415 505119.052))"
O10002_Rioolkaart_streng_OD.475,rioolleiding,droogweerafvoer,1999,"MULTILINESTRING ((176208.559 505145.853, 176213.683 505151.494))"
O10002_Rioolkaart_streng_OD.476,rioolleiding,overig,1999,"MULTILINESTRING ((176201.937 504978.548, 176203.062 504976.768))"
O10002_Rioolkaart_streng_OD.477,rioolleiding,droogweerafvoer,1999,"MULTILINESTRING ((176306.932 505028.918, 176295.64 505014.199))"
O10002_Rioolkaart_streng_OD.478,rioolleiding,droogweerafvoer,1999,"MULTILINESTRING ((176472.06 505296.859, 176447.842 505226.766))"
O10002_Rioolkaart_streng_OD.479,rioolleiding,gemengd stelsel,1970,"MULTILINESTRING ((178304.533 504480.982, 178265.342 504487.833))"
O10002_Rioolkaart_streng_OD.480,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((172895.614 509683.38, 172941.325 509654.782))"
O10002_Rioolkaart_streng_OD.481,rioolleiding,droogweerafvoer,1971,"MULTILINESTRING ((172869.799 508681.22, 172897.141 508721.951))"
O10002_Rioolkaart_streng_OD.482,rioolleiding,hemelwaterafvoer,1970,"MULTILINESTRING ((173038.689 508639.84, 173063.799 508677.19))"
O10002_Rioolkaart_streng_OD.483,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((177436.989 503089.5, 177432.359 503115.03))"
O10002_Rioolkaart_streng_OD.484,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((177477.869 503223.86, 177494.899 503216.9))"
O10002_Rioolkaart_streng_OD.485,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((177621.939 503105.27, 177639.459 503149.15))"
O10002_Rioolkaart_streng_OD.486,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((177711.459 503180.07, 177684.579 503184.68))"
O10002_Rioolkaart_streng_OD.487,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((177749.409 503174.16, 177729.339 503184.39))"
O10002_Rioolkaart_streng_OD.488,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176201.82 502994.1, 176183.06 502948.79))"
O10002_Rioolkaart_streng_OD.489,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176115.64 502928.27, 176108.02 502938.23))"
O10002_Rioolkaart_streng_OD.490,rioolleiding,gemengd stelsel,1967,"MULTILINESTRING ((175438.219 496122.14, 175404.619 496159.91))"
O10002_Rioolkaart_streng_OD.491,rioolleiding,gemengd stelsel,1962,"MULTILINESTRING ((175533.699 496204.35, 175497.829 496244.57))"
O10002_Rioolkaart_streng_OD.492,rioolleiding,gemengd stelsel,1967,"MULTILINESTRING ((175173.319 496378.17, 175216.909 496407.71))"
O10002_Rioolkaart_streng_OD.493,rioolleiding,gemengd stelsel,1962,"MULTILINESTRING ((175544.543 496213.965, 175533.699 496204.35))"
O10002_Rioolkaart_streng_OD.494,rioolleiding,gemengd stelsel,1962,"MULTILINESTRING ((175623.509 496103.65, 175586.289 496145.41))"
O10002_Rioolkaart_streng_OD.495,rioolleiding,gemengd stelsel,1962,"MULTILINESTRING ((175850.246 496265.481, 175817.119 496235.92))"
O10002_Rioolkaart_streng_OD.496,rioolleiding,gemengd stelsel,1970,"MULTILINESTRING ((175561.889 495938.02, 175531.489 495971.89))"
O10002_Rioolkaart_streng_OD.497,rioolleiding,gemengd stelsel,1970,"MULTILINESTRING ((175593.399 495966.16, 175606.319 495977.69))"
O10002_Rioolkaart_streng_OD.498,rioolleiding,gemengd stelsel,1970,"MULTILINESTRING ((175602.109 496019.73, 175579.199 496045.359))"
O10002_Rioolkaart_streng_OD.499,rioolleiding,gemengd stelsel,1970,"MULTILINESTRING ((175652.509 496013.3, 175624.859 495994.34))"
O10002_Rioolkaart_streng_OD.500,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((178186.579 505429.5, 178232.658 505415.47))"
O10002_Rioolkaart_streng_OD.501,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((178151.889 505476.13, 178140.189 505450.13))"
O10002_Rioolkaart_streng_OD.502,rioolleiding,hemelwaterafvoer,1979,"MULTILINESTRING ((172820.439 508944.81, 172846.529 508927.06))"
O10002_Rioolkaart_streng_OD.503,rioolleiding,hemelwaterafvoer,1983,"MULTILINESTRING ((172292.879 509471, 172313.559 509485.75))"
O10002_Rioolkaart_streng_OD.504,rioolleiding,hemelwaterafvoer,1983,"MULTILINESTRING ((172331.839 509520.75, 172361.389 509539.59))"
O10002_Rioolkaart_streng_OD.505,rioolleiding,hemelwaterafvoer,1986,"MULTILINESTRING ((172232.229 509511.66, 172223.589 509525.34))"
O10002_Rioolkaart_streng_OD.506,rioolleiding,hemelwaterafvoer,1983,"MULTILINESTRING ((172249.399 509516.16, 172281.309 509536.25))"
O10002_Rioolkaart_streng_OD.507,rioolleiding,droogweerafvoer,1964,"MULTILINESTRING ((171843.049 509290, 171852.529 509281.66))"
O10002_Rioolkaart_streng_OD.508,rioolleiding,gemengd stelsel,1967,"MULTILINESTRING ((172111.59 508770.117, 172126.831 508779.888))"
O10002_Rioolkaart_streng_OD.509,rioolleiding,droogweerafvoer,1996,"MULTILINESTRING ((172073.449 508312.693, 172109.968 508367.392))"
O10002_Rioolkaart_streng_OD.510,rioolleiding,hemelwaterafvoer,1996,"MULTILINESTRING ((172038.889 508266.104, 171996.923 508294.399))"
O10002_Rioolkaart_streng_OD.511,rioolleiding,droogweerafvoer,1996,"MULTILINESTRING ((172166.718 508349.254, 172221.683 508312.082))"
O10002_Rioolkaart_streng_OD.512,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((172248.526 508352.295, 172230.716 508364.335))"
O10002_Rioolkaart_streng_OD.513,rioolleiding,droogweerafvoer,1996,"MULTILINESTRING ((172344.949 508048.193, 172269.156 508033.663))"
O10002_Rioolkaart_streng_OD.514,rioolleiding,gemengd stelsel,1969,"MULTILINESTRING ((181879.6 493861.85, 181915.35 493894.87))"
O10002_Rioolkaart_streng_OD.515,rioolleiding,droogweerafvoer,2007,"MULTILINESTRING ((175424.521 505954.57, 175435.18 505970.529))"
O10002_Rioolkaart_streng_OD.516,rioolleiding,gemengd stelsel,1969,"MULTILINESTRING ((183597.581 496176.623, 183575.108 496132.036))"
O10002_Rioolkaart_streng_OD.517,rioolleiding,gemengd stelsel,1969,"MULTILINESTRING ((178749.2 492095.662, 178799.772 492099.35))"
O10002_Rioolkaart_streng_OD.518,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((177674.816 503454.679, 177640.976 503457.81))"
O10002_Rioolkaart_streng_OD.519,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((177718.052 503450.15, 177674.816 503454.679))"
O10002_Rioolkaart_streng_OD.520,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((177771.488 503444.973, 177718.052 503450.15))"
O10002_Rioolkaart_streng_OD.521,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((177480.491 503462.099, 177466.687 503513.067))"
O10002_Rioolkaart_streng_OD.522,rioolleiding,gemengd stelsel,1970,"MULTILINESTRING ((178088.662 504759.795, 178091.762 504774.115))"
O10002_Rioolkaart_streng_OD.523,rioolleiding,gemengd stelsel,1970,"MULTILINESTRING ((178368.788 504823.589, 178362.452 504786.78))"
O10002_Rioolkaart_streng_OD.524,rioolleiding,gemengd stelsel,1970,"MULTILINESTRING ((178078.341 504885.78, 178109.249 504879.325))"
O10002_Rioolkaart_streng_OD.525,rioolleiding,gemengd stelsel,1970,"MULTILINESTRING ((177758.572 504845.602, 177754.722 504817.777))"
O10002_Rioolkaart_streng_OD.526,rioolleiding,gemengd stelsel,2002,"MULTILINESTRING ((177616.788 504047.23, 177655.871 504043.362))"
O10002_Rioolkaart_streng_OD.527,rioolleiding,gemengd stelsel,1960,"MULTILINESTRING ((177750.546 504096.434, 177784.567 504092.95))"
O10002_Rioolkaart_streng_OD.528,rioolleiding,gemengd stelsel,1960,"MULTILINESTRING ((177784.567 504092.95, 177788.631 504130.406))"
O10002_Rioolkaart_streng_OD.529,rioolleiding,gemengd stelsel,1960,"MULTILINESTRING ((177724.72 504175.051, 177728.559 504212.632))"
O10002_Rioolkaart_streng_OD.530,rioolleiding,hemelwaterafvoer,1980,"MULTILINESTRING ((178113.048 503349.934, 178103.692 503307.716))"
O10002_Rioolkaart_streng_OD.531,rioolleiding,droogweerafvoer,1978,"MULTILINESTRING ((178220.336 503363.656, 178214.303 503342.043))"
O10002_Rioolkaart_streng_OD.532,rioolleiding,droogweerafvoer,1978,"MULTILINESTRING ((178214.216 503381.934, 178220.336 503363.656))"
O10002_Rioolkaart_streng_OD.533,rioolleiding,droogweerafvoer,1978,"MULTILINESTRING ((178294.603 503358.862, 178285.783 503399.689))"
O10002_Rioolkaart_streng_OD.534,rioolleiding,gemengd stelsel,1977,"MULTILINESTRING ((178207.308 503483.331, 178159.125 503495.303))"
O10002_Rioolkaart_streng_OD.535,rioolleiding,gemengd stelsel,1978,"MULTILINESTRING ((178255.454 503420.083, 178255.029 503453.664))"
O10002_Rioolkaart_streng_OD.536,rioolleiding,droogweerafvoer,1978,"MULTILINESTRING ((178285.783 503399.689, 178255.454 503420.083))"
O10002_Rioolkaart_streng_OD.537,rioolleiding,gemengd stelsel,1977,"MULTILINESTRING ((178222.198 503545.488, 178236.052 503589.803))"
O10002_Rioolkaart_streng_OD.538,rioolleiding,gemengd stelsel,1977,"MULTILINESTRING ((178312.192 503636.924, 178307.34 503584.382))"
O10002_Rioolkaart_streng_OD.539,rioolleiding,gemengd stelsel,1977,"MULTILINESTRING ((178387.726 503504.277, 178349.584 503502.282))"
O10002_Rioolkaart_streng_OD.540,rioolleiding,gemengd stelsel,1977,"MULTILINESTRING ((178251.472 503656.919, 178246.238 503681.191))"
O10002_Rioolkaart_streng_OD.541,rioolleiding,gemengd stelsel,1978,"MULTILINESTRING ((178383.135 503631.665, 178392.355 503665.618))"
O10002_Rioolkaart_streng_OD.542,rioolleiding,gemengd stelsel,1962,"MULTILINESTRING ((175917.353 496620.369, 175899.88 496604.654))"
O10002_Rioolkaart_streng_OD.543,rioolleiding,droogweerafvoer,1968,"MULTILINESTRING ((175974.26 496907.082, 175995.299 496877.72))"
O10002_Rioolkaart_streng_OD.544,rioolleiding,hemelwaterafvoer,1980,"MULTILINESTRING ((176265.839 497161.41, 176233.339 497138.28))"
O10002_Rioolkaart_streng_OD.545,rioolleiding,hemelwaterafvoer,1980,"MULTILINESTRING ((176233.339 497138.28, 176204.659 497178.44))"
O10002_Rioolkaart_streng_OD.546,rioolleiding,hemelwaterafvoer,1980,"MULTILINESTRING ((176299.829 497185.78, 176265.839 497161.41))"
O10002_Rioolkaart_streng_OD.547,rioolleiding,droogweerafvoer,1980,"MULTILINESTRING ((176399.419 497234.41, 176390.659 497235.84))"
O10002_Rioolkaart_streng_OD.548,rioolleiding,hemelwaterafvoer,1980,"MULTILINESTRING ((176450.559 497097.97, 176491.049 497126.66))"
O10002_Rioolkaart_streng_OD.549,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177779.299 503110.3, 177768.499 503099.52))"
O10002_Rioolkaart_streng_OD.550,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177547.919 502864.99, 177533.289 502892.69))"
O10002_Rioolkaart_streng_OD.551,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177657.039 502920.4, 177613.369 502902.75))"
O10002_Rioolkaart_streng_OD.552,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177779.202 502944.792, 177785.559 502973.76))"
O10002_Rioolkaart_streng_OD.553,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177577.499 502852.79, 177547.919 502864.99))"
O10002_Rioolkaart_streng_OD.554,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177464.429 502921.12, 177483.299 502966.8))"
O10002_Rioolkaart_streng_OD.555,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177499.219 502906.72, 177475.078 502916.847))"
O10002_Rioolkaart_streng_OD.556,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177477.815 502875.224, 177467.812 502899.082))"
O10002_Rioolkaart_streng_OD.557,rioolleiding,droogweerafvoer,1988,"MULTILINESTRING ((178215.619 502929.66, 178213.658 502925.24))"
O10002_Rioolkaart_streng_OD.558,rioolleiding,droogweerafvoer,1988,"MULTILINESTRING ((178187.089 502936.69, 178173.989 502968.61))"
O10002_Rioolkaart_streng_OD.559,rioolleiding,droogweerafvoer,1980,"MULTILINESTRING ((178071.609 502848.18, 178087.639 502886.51))"
O10002_Rioolkaart_streng_OD.560,rioolleiding,gemengd stelsel,2002,"MULTILINESTRING ((177539.914 504321.191, 177546.373 504350.23))"
O10002_Rioolkaart_streng_OD.561,rioolleiding,gemengd stelsel,2002,"MULTILINESTRING ((177574.196 504344.595, 177559.996 504347.387))"
O10002_Rioolkaart_streng_OD.562,rioolleiding,gemengd stelsel,2002,"MULTILINESTRING ((177605.854 504337.471, 177574.196 504344.595))"
O10002_Rioolkaart_streng_OD.563,rioolleiding,hemelwaterafvoer,1996,"MULTILINESTRING ((172258.513 508261.612, 172208.678 508295.578))"
O10002_Rioolkaart_streng_OD.564,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176722.029 502775.43, 176711.769 502750.75))"
O10002_Rioolkaart_streng_OD.565,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176505.609 502899.98, 176540.939 502884.03))"
O10002_Rioolkaart_streng_OD.566,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176509.729 502808.76, 176494.959 502772.97))"
O10002_Rioolkaart_streng_OD.567,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176473.009 503155.91, 176491.269 503200))"
O10002_Rioolkaart_streng_OD.568,rioolleiding,droogweerafvoer,1990,"MULTILINESTRING ((176462.799 503211.79, 176431.309 503223.11))"
O10002_Rioolkaart_streng_OD.569,rioolleiding,droogweerafvoer,2008,"MULTILINESTRING ((175071.236 505955.732, 175115.547 505929.751))"
O10002_Rioolkaart_streng_OD.570,rioolleiding,gemengd stelsel,1962,"MULTILINESTRING ((175513.533 496334.819, 175491.256 496314.899))"
O10002_Rioolkaart_streng_OD.571,rioolleiding,hemelwaterafvoer,2012,"MULTILINESTRING ((175766.395 506940.395, 175732.523 506890.081))"
O10002_Rioolkaart_streng_OD.572,rioolleiding,gemengd stelsel,1974,"MULTILINESTRING ((178176.615 503568.682, 178187.581 503615.449))"
O10002_Rioolkaart_streng_OD.573,rioolleiding,gemengd stelsel,1973,"MULTILINESTRING ((176898.73 503701.561, 176925.959 503682.291))"
O10002_Rioolkaart_streng_OD.574,rioolleiding,gemengd stelsel,1973,"MULTILINESTRING ((176952.875 503663.156, 176985.164 503659.757))"
O10002_Rioolkaart_streng_OD.575,rioolleiding,gemengd stelsel,1974,"MULTILINESTRING ((178228.043 503963.554, 178248.408 503937.203))"
O10002_Rioolkaart_streng_OD.576,rioolleiding,gemengd stelsel,1977,"MULTILINESTRING ((178268.723 503911.658, 178248.408 503937.203))"
O10002_Rioolkaart_streng_OD.577,rioolleiding,droogweerafvoer,1999,"MULTILINESTRING ((176458.553 504467.19, 176399.953 504444.929))"
O10002_Rioolkaart_streng_OD.578,rioolleiding,droogweerafvoer,2006,"MULTILINESTRING ((175677.569 505285.541, 175682.105 505328.447))"
O10002_Rioolkaart_streng_OD.579,rioolleiding,droogweerafvoer,2008,"MULTILINESTRING ((178038.055 503883.641, 178040.578 503906.888))"
O10002_Rioolkaart_streng_OD.580,rioolleiding,droogweerafvoer,2008,"MULTILINESTRING ((178007.1 503910.125, 178040.578 503906.888))"
O10002_Rioolkaart_streng_OD.581,rioolleiding,hemelwaterafvoer,2008,"MULTILINESTRING ((178036.016 503881.902, 178039.35 503908.352))"
O10002_Rioolkaart_streng_OD.582,rioolleiding,hemelwaterafvoer,1972,"MULTILINESTRING ((178051.819 503952.75, 178070.792 503950.396))"
O10002_Rioolkaart_streng_OD.583,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((175826.16 504980.699, 175888.282 504967.766))"
O10002_Rioolkaart_streng_OD.584,rioolleiding,droogweerafvoer,1983,"MULTILINESTRING ((177562.449 502529.59, 177515.519 502549.09))"
O10002_Rioolkaart_streng_OD.585,rioolleiding,droogweerafvoer,1983,"MULTILINESTRING ((177396.579 502721.97, 177407.065 502747.163))"
O10002_Rioolkaart_streng_OD.586,rioolleiding,droogweerafvoer,1983,"MULTILINESTRING ((177320.389 502696.41, 177314.214 502711.574))"
O10002_Rioolkaart_streng_OD.587,rioolleiding,droogweerafvoer,1983,"MULTILINESTRING ((177466.749 502569.19, 177477.519 502595.59))"
O10002_Rioolkaart_streng_OD.588,rioolleiding,droogweerafvoer,1983,"MULTILINESTRING ((177395.089 502812.44, 177361.719 502826.41))"
O10002_Rioolkaart_streng_OD.589,rioolleiding,droogweerafvoer,1987,"MULTILINESTRING ((177305.119 502516.76, 177345.689 502499.79))"
O10002_Rioolkaart_streng_OD.590,rioolleiding,droogweerafvoer,1987,"MULTILINESTRING ((177477.199 502388.74, 177521.609 502370.42))"
