FID,categorie,type,aanlegjaar,geometrie
O10002_Rioolkaart_streng_OD.188,rioolleiding,hemelwaterafvoer,1971,"MULTILINESTRING ((172721.013 508436.772, 172680.641 508463.925))"
O10002_Rioolkaart_streng_OD.189,rioolleiding,gemengd stelsel,1989,"MULTILINESTRING ((172479.389 509102.26, 172504.909 509076.82))"
O10002_Rioolkaart_streng_OD.190,rioolleiding,droogweerafvoer,1989,"MULTILINESTRING ((172613.499 509232.15, 172610.389 509192.68))"
O10002_Rioolkaart_streng_OD.191,rioolleiding,droogweerafvoer,1987,"MULTILINESTRING ((177709.149 502368.23, 177719.459 502395.05))"
O10002_Rioolkaart_streng_OD.192,rioolleiding,gemengd stelsel,1972,"MULTILINESTRING ((178262.968 504316.54, 178273.048 504364.75))"
O10002_Rioolkaart_streng_OD.193,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((177288.299 503829.78, 177238.639 503834.83))"
O10002_Rioolkaart_streng_OD.194,rioolleiding,gemengd stelsel,1962,"MULTILINESTRING ((177300.149 503945.81, 177304.253 503983.901))"
O10002_Rioolkaart_streng_OD.195,rioolleiding,hemelwaterafvoer,1978,"MULTILINESTRING ((178141.073 503229.021, 178117.825 503227.33))"
O10002_Rioolkaart_streng_OD.196,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177439.409 503090.69, 177435.579 503113.09))"
O10002_Rioolkaart_streng_OD.197,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177446.529 503160.14, 177448.439 503192.4))"
O10002_Rioolkaart_streng_OD.198,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177390.129 502920.57, 177392.299 502927.36))"
O10002_Rioolkaart_streng_OD.199,rioolleiding,gemengd stelsel,1970,"MULTILINESTRING ((177928.768 504557.534, 177905.397 504562.331))"
O10002_Rioolkaart_streng_OD.200,rioolleiding,gemengd stelsel,1969,"MULTILINESTRING ((183550.7 496082.07, 183528.08 496037.82))"
O10002_Rioolkaart_streng_OD.201,rioolleiding,gemengd stelsel,1969,"MULTILINESTRING ((183270.16 495509.4, 183294.31 495556.26))"
O10002_Rioolkaart_streng_OD.202,rioolleiding,gemengd stelsel,1969,"MULTILINESTRING ((183053.73 495178.23, 183071.63 495224.53))"
O10002_Rioolkaart_streng_OD.203,rioolleiding,gemengd stelsel,1993,"MULTILINESTRING ((183012.86 495089.06, 183032.56 495133.63))"
O10002_Rioolkaart_streng_OD.204,rioolleiding,gemengd stelsel,1993,"MULTILINESTRING ((182964.419 495005.244, 182993 495044.65))"
O10002_Rioolkaart_streng_OD.205,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176153.829 503069.28, 176109.519 503087.55))"
O10002_Rioolkaart_streng_OD.206,rioolleiding,gemengd stelsel,1969,"MULTILINESTRING ((178844.847 492091.785, 178894.788 492083.042))"
O10002_Rioolkaart_streng_OD.207,rioolleiding,gemengd stelsel,1959,"MULTILINESTRING ((180181.98 510178.699, 180177.296 510167.711))"
O10002_Rioolkaart_streng_OD.208,rioolleiding,gemengd stelsel,1959,"MULTILINESTRING ((180190.143 510199.043, 180181.98 510178.699))"
O10002_Rioolkaart_streng_OD.209,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((178182.904 504220.206, 178156.954 504218.102))"
O10002_Rioolkaart_streng_OD.210,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((178095.391 504212.168, 178036.483 504207.619))"
O10002_Rioolkaart_streng_OD.211,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((178046.877 504296.55, 178063.079 504337.451))"
O10002_Rioolkaart_streng_OD.212,rioolleiding,droogweerafvoer,1994,"MULTILINESTRING ((178168.94 504281.564, 178116.285 504310.407))"
O10002_Rioolkaart_streng_OD.213,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((178063.079 504337.451, 178113.752 504309.792))"
O10002_Rioolkaart_streng_OD.214,rioolleiding,gemengd stelsel,1961,"MULTILINESTRING ((177640.041 505458.575, 177643.169 505464.105))"
O10002_Rioolkaart_streng_OD.215,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((176792.661 503782.641, 176797.539 503830.803))"
O10002_Rioolkaart_streng_OD.216,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((176797.539 503830.803, 176802.498 503879.275))"
O10002_Rioolkaart_streng_OD.217,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((176875.212 503871.936, 176915.86 503867.795))"
O10002_Rioolkaart_streng_OD.218,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((176910.147 503811.475, 176915.86 503867.795))"
O10002_Rioolkaart_streng_OD.219,rioolleiding,gemengd stelsel,1965,"MULTILINESTRING ((177623.33 503415.097, 177606.717 503461.398))"
O10002_Rioolkaart_streng_OD.220,rioolleiding,droogweerafvoer,2006,"MULTILINESTRING ((175578.792 505456.883, 175638.656 505426.938))"
O10002_Rioolkaart_streng_OD.221,rioolleiding,droogweerafvoer,2006,"MULTILINESTRING ((175682.105 505328.447, 175683.585 505342.061))"
O10002_Rioolkaart_streng_OD.222,rioolleiding,hemelwaterafvoer,2008,"MULTILINESTRING ((178057.375 503906.031, 178066.004 503904.856))"
O10002_Rioolkaart_streng_OD.223,rioolleiding,droogweerafvoer,1995,"MULTILINESTRING ((175743.181 504977.304, 175793.905 504982.619))"
O10002_Rioolkaart_streng_OD.224,rioolleiding,hemelwaterafvoer,1999,"MULTILINESTRING ((176396.47 504409.394, 176373.046 504404.565))"
O10002_Rioolkaart_streng_OD.225,rioolleiding,hemelwaterafvoer,1999,"MULTILINESTRING ((176321.6 504434.381, 176310.073 504461.732))"
O10002_Rioolkaart_streng_OD.226,rioolleiding,droogweerafvoer,1999,"MULTILINESTRING ((175978.799 505369.121, 176032.204 505320.071))"
O10002_Rioolkaart_streng_OD.227,rioolleiding,droogweerafvoer,1999,"MULTILINESTRING ((175886.507 505043.481, 175810.924 505059.45))"
O10002_Rioolkaart_streng_OD.228,rioolleiding,droogweerafvoer,2001,"MULTILINESTRING ((176122.641 505306.634, 176185.761 505248.463))"
O10002_Rioolkaart_streng_OD.229,rioolleiding,droogweerafvoer,2001,"MULTILINESTRING ((176185.761 505248.463, 176237.472 505200.358))"
O10002_Rioolkaart_streng_OD.230,rioolleiding,droogweerafvoer,1999,"MULTILINESTRING ((176213.683 505151.494, 176248.812 505189.686))"
O10002_Rioolkaart_streng_OD.231,rioolleiding,droogweerafvoer,1999,"MULTILINESTRING ((176261.638 505107.031, 176213.683 505151.494))"
O10002_Rioolkaart_streng_OD.232,rioolleiding,droogweerafvoer,1999,"MULTILINESTRING ((176264.201 505094.091, 176208.559 505145.853))"
O10002_Rioolkaart_streng_OD.233,rioolleiding,droogweerafvoer,1999,"MULTILINESTRING ((176132.454 505189.851, 176195.396 505131.587))"
O10002_Rioolkaart_streng_OD.234,rioolleiding,droogweerafvoer,1999,"MULTILINESTRING ((176203.062 504976.768, 176210.551 505011.181))"
O10002_Rioolkaart_streng_OD.235,rioolleiding,droogweerafvoer,1999,"MULTILINESTRING ((176319.63 505042.968, 176264.201 505094.091))"
O10002_Rioolkaart_streng_OD.236,rioolleiding,droogweerafvoer,1999,"MULTILINESTRING ((176239.687 505067.694, 176264.201 505094.091))"
O10002_Rioolkaart_streng_OD.237,rioolleiding,droogweerafvoer,1999,"MULTILINESTRING ((176420.371 505171.042, 176386.321 505119.625))"
O10002_Rioolkaart_streng_OD.238,rioolleiding,gemengd stelsel,1960,"MULTILINESTRING ((177495.65 503892.581, 177467.827 503895.439))"
O10002_Rioolkaart_streng_OD.239,rioolleiding,gemengd stelsel,1960,"MULTILINESTRING ((177377.482 503976.463, 177405.965 503973.591))"
O10002_Rioolkaart_streng_OD.240,rioolleiding,gemengd stelsel,1976,"MULTILINESTRING ((178018.829 503513.042, 178026.146 503538.029))"
O10002_Rioolkaart_streng_OD.241,rioolleiding,gemengd stelsel,1972,"MULTILINESTRING ((177996.32 503701.236, 178051.316 503696.155))"
O10002_Rioolkaart_streng_OD.242,rioolleiding,gemengd stelsel,1972,"MULTILINESTRING ((178046.066 503642.983, 178051.316 503696.155))"
O10002_Rioolkaart_streng_OD.243,rioolleiding,gemengd stelsel,1976,"MULTILINESTRING ((178120.937 503582.086, 178125.932 503626.812))"
O10002_Rioolkaart_streng_OD.244,rioolleiding,gemengd stelsel,1972,"MULTILINESTRING ((178054.436 503728.797, 178057.589 503754.468))"
O10002_Rioolkaart_streng_OD.245,rioolleiding,gemengd stelsel,1972,"MULTILINESTRING ((178078.448 503949.094, 178080.314 503969.07))"
O10002_Rioolkaart_streng_OD.246,rioolleiding,gemengd stelsel,1975,"MULTILINESTRING ((178027.748 503373.065, 178051.584 503373.601))"
O10002_Rioolkaart_streng_OD.247,rioolleiding,hemelwaterafvoer,1974,"MULTILINESTRING ((172596.413 508707.389, 172575.856 508677.091))"
O10002_Rioolkaart_streng_OD.248,rioolleiding,hemelwaterafvoer,1974,"MULTILINESTRING ((172492.151 508698.113, 172514.989 508673.377))"
O10002_Rioolkaart_streng_OD.249,rioolleiding,hemelwaterafvoer,1974,"MULTILINESTRING ((172684.394 508658.271, 172665.357 508629.965))"
O10002_Rioolkaart_streng_OD.250,rioolleiding,hemelwaterafvoer,2006,"MULTILINESTRING ((177016.766 505490.348, 177004.374 505435.592))"
O10002_Rioolkaart_streng_OD.251,rioolleiding,droogweerafvoer,2006,"MULTILINESTRING ((177014.599 505532.759, 177004.158 505486.625))"
O10002_Rioolkaart_streng_OD.252,rioolleiding,droogweerafvoer,2006,"MULTILINESTRING ((176714.146 505609.602, 176703.066 505560.193))"
O10002_Rioolkaart_streng_OD.253,rioolleiding,hemelwaterafvoer,2006,"MULTILINESTRING ((176768.721 505502.882, 176832.584 505489.882))"
O10002_Rioolkaart_streng_OD.254,rioolleiding,hemelwaterafvoer,2006,"MULTILINESTRING ((176832.584 505489.882, 176894.581 505475.862))"
O10002_Rioolkaart_streng_OD.255,rioolleiding,gemengd stelsel,2003,"MULTILINESTRING ((177895.438 503454.085, 177909.549 503453.621))"
O10002_Rioolkaart_streng_OD.256,rioolleiding,droogweerafvoer,2007,"MULTILINESTRING ((175306.369 504806.948, 175310.643 504807.337))"
O10002_Rioolkaart_streng_OD.257,rioolleiding,hemelwaterafvoer,1971,"MULTILINESTRING ((172639.564 508890.622, 172616.23 508856.081))"
O10002_Rioolkaart_streng_OD.258,rioolleiding,hemelwaterafvoer,1971,"MULTILINESTRING ((172738.28 508834.638, 172714.774 508850.095))"
O10002_Rioolkaart_streng_OD.259,rioolleiding,hemelwaterafvoer,1971,"MULTILINESTRING ((172502.03 508946.17, 172523.261 508977.517))"
O10002_Rioolkaart_streng_OD.260,rioolleiding,hemelwaterafvoer,1971,"MULTILINESTRING ((172545.948 508937.003, 172565.35 508923.846))"
O10002_Rioolkaart_streng_OD.261,rioolleiding,droogweerafvoer,1971,"MULTILINESTRING ((172463.644 508885.394, 172482.512 508913.328))"
O10002_Rioolkaart_streng_OD.262,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176669.009 503067.4, 176635.761 503081.258))"
O10002_Rioolkaart_streng_OD.263,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((178409.669 505504.57, 178370.769 505490.34))"
O10002_Rioolkaart_streng_OD.264,rioolleiding,droogweerafvoer,1975,"MULTILINESTRING ((178110.769 505439.69, 178066.019 505459.19))"
O10002_Rioolkaart_streng_OD.265,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((178212.316 505638.929, 178197.229 505605.66))"
O10002_Rioolkaart_streng_OD.266,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((178686.629 505396.06, 178696.249 505444.09))"
O10002_Rioolkaart_streng_OD.267,rioolleiding,hemelwaterafvoer,1997,"MULTILINESTRING ((175752.364 505291.109, 175744.807 505217.055))"
O10002_Rioolkaart_streng_OD.268,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((175973.715 503416.905, 175979.092 503449.985))"
O10002_Rioolkaart_streng_OD.269,rioolleiding,hemelwaterafvoer,2004,"MULTILINESTRING ((176206.286 505734.431, 176221.332 505730.846))"
O10002_Rioolkaart_streng_OD.270,rioolleiding,droogweerafvoer,2008,"MULTILINESTRING ((177375.12 504451.416, 177426.596 504446.045))"
O10002_Rioolkaart_streng_OD.271,rioolleiding,droogweerafvoer,2012,"MULTILINESTRING ((175903.876 506920.22, 175941.108 506895.084))"
O10002_Rioolkaart_streng_OD.272,rioolleiding,droogweerafvoer,1975,"MULTILINESTRING ((178303.999 505382.56, 178254.299 505393.28))"
O10002_Rioolkaart_streng_OD.273,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176432.709 503220.01, 176396.339 503234.92))"
O10002_Rioolkaart_streng_OD.274,rioolleiding,hemelwaterafvoer,1981,"MULTILINESTRING ((176013.189 496323.43, 176012.059 496302.36))"
O10002_Rioolkaart_streng_OD.275,rioolleiding,hemelwaterafvoer,1981,"MULTILINESTRING ((176057.949 496176.14, 176066.129 496188.83))"
O10002_Rioolkaart_streng_OD.276,rioolleiding,hemelwaterafvoer,1977,"MULTILINESTRING ((176508.409 496579.27, 176532.419 496596.24))"
O10002_Rioolkaart_streng_OD.277,rioolleiding,hemelwaterafvoer,1974,"MULTILINESTRING ((175910.737 496594.264, 175957.499 496536.71))"
O10002_Rioolkaart_streng_OD.278,rioolleiding,hemelwaterafvoer,1981,"MULTILINESTRING ((175993.685 496423.59, 175967.579 496399.99))"
O10002_Rioolkaart_streng_OD.279,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((177443.057 503201.589, 177458.961 503245.225))"
O10002_Rioolkaart_streng_OD.280,rioolleiding,hemelwaterafvoer,1975,"MULTILINESTRING ((177750.815 503250.935, 177762.829 503218.479))"
O10002_Rioolkaart_streng_OD.281,rioolleiding,hemelwaterafvoer,1975,"MULTILINESTRING ((177863.82 503221.346, 177864.223 503184.793))"
O10002_Rioolkaart_streng_OD.282,rioolleiding,hemelwaterafvoer,1975,"MULTILINESTRING ((177904.645 503186.322, 177864.223 503184.793))"
O10002_Rioolkaart_streng_OD.283,rioolleiding,gemengd stelsel,1975,"MULTILINESTRING ((177970.794 503460.513, 178020.13 503461.705))"
O10002_Rioolkaart_streng_OD.284,rioolleiding,gemengd stelsel,2002,"MULTILINESTRING ((177591.286 504292.642, 177574.196 504344.595))"
O10002_Rioolkaart_streng_OD.285,rioolleiding,gemengd stelsel,2002,"MULTILINESTRING ((177526.233 504296.084, 177527.64 504260.399))"
O10002_Rioolkaart_streng_OD.286,rioolleiding,gemengd stelsel,2002,"MULTILINESTRING ((177477.219 504320.64, 177499.779 504318.15))"
O10002_Rioolkaart_streng_OD.287,rioolleiding,gemengd stelsel,2002,"MULTILINESTRING ((177500.329 504324.74, 177499.779 504318.15))"
O10002_Rioolkaart_streng_OD.288,rioolleiding,droogweerafvoer,2003,"MULTILINESTRING ((177397.254 504179.502, 177391.714 504126.211))"
O10002_Rioolkaart_streng_OD.289,rioolleiding,hemelwaterafvoer,2007,"MULTILINESTRING ((175610.825 505655.463, 175591.962 505664.979))"
O10002_Rioolkaart_streng_OD.290,rioolleiding,droogweerafvoer,1985,"MULTILINESTRING ((177716.059 502691.69, 177682.749 502699.2))"
O10002_Rioolkaart_streng_OD.291,rioolleiding,droogweerafvoer,1983,"MULTILINESTRING ((177615.809 502658.63, 177635.409 502705.66))"
O10002_Rioolkaart_streng_OD.292,rioolleiding,overig,Niet ingevuld,"MULTILINESTRING ((175718.231 505026.21, 175743.594 505021.034))"
O10002_Rioolkaart_streng_OD.293,rioolleiding,droogweerafvoer,2003,"MULTILINESTRING ((177330.034 504239.913, 177337.392 504313.871))"
O10002_Rioolkaart_streng_OD.294,rioolleiding,hemelwaterafvoer,2002,"MULTILINESTRING ((177615.809 504104.07, 177587.435 504108.065))"
O10002_Rioolkaart_streng_OD.295,rioolleiding,hemelwaterafvoer,2002,"MULTILINESTRING ((177579.362 504117.452, 177585.744 504173.478))"
O10002_Rioolkaart_streng_OD.296,rioolleiding,hemelwaterafvoer,2003,"MULTILINESTRING ((177504.534 504081.042, 177445.352 504087.214))"
O10002_Rioolkaart_streng_OD.297,rioolleiding,hemelwaterafvoer,2003,"MULTILINESTRING ((177335.917 504314.136, 177325.19 504315.064))"
O10002_Rioolkaart_streng_OD.298,rioolleiding,hemelwaterafvoer,1995,"MULTILINESTRING ((176435.621 504533.139, 176412.856 504594.324))"
O10002_Rioolkaart_streng_OD.299,rioolleiding,hemelwaterafvoer,1995,"MULTILINESTRING ((176404.549 504616.259, 176434.244 504630.156))"
O10002_Rioolkaart_streng_OD.300,rioolleiding,hemelwaterafvoer,1995,"MULTILINESTRING ((176655.219 505093.591, 176659.293 505113.168))"
O10002_Rioolkaart_streng_OD.301,rioolleiding,hemelwaterafvoer,1996,"MULTILINESTRING ((172142.042 508308.447, 172184.984 508279.603))"
O10002_Rioolkaart_streng_OD.302,rioolleiding,hemelwaterafvoer,1996,"MULTILINESTRING ((172090.345 508231.715, 172107.573 508256.96))"
O10002_Rioolkaart_streng_OD.303,rioolleiding,hemelwaterafvoer,1996,"MULTILINESTRING ((172305.469 508102.035, 172248.999 508090.835))"
O10002_Rioolkaart_streng_OD.304,rioolleiding,hemelwaterafvoer,1996,"MULTILINESTRING ((172365.157 508190.006, 172331.45 508140.268))"
O10002_Rioolkaart_streng_OD.305,rioolleiding,hemelwaterafvoer,1996,"MULTILINESTRING ((172415.556 508155.916, 172379.311 508102.167))"
O10002_Rioolkaart_streng_OD.306,rioolleiding,hemelwaterafvoer,1996,"MULTILINESTRING ((172282.206 508173.67, 172226.567 508211.268))"
O10002_Rioolkaart_streng_OD.307,rioolleiding,hemelwaterafvoer,1999,"MULTILINESTRING ((176195.392 505133.652, 176132.331 505192.103))"
O10002_Rioolkaart_streng_OD.308,rioolleiding,hemelwaterafvoer,1999,"MULTILINESTRING ((176032.064 505322.12, 176087.482 505270.267))"
O10002_Rioolkaart_streng_OD.309,rioolleiding,hemelwaterafvoer,1987,"MULTILINESTRING ((177583.659 502387.3, 177565.719 502343.59))"
O10002_Rioolkaart_streng_OD.310,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((176770.496 506120.707, 176807.937 506099.409))"
O10002_Rioolkaart_streng_OD.311,rioolleiding,droogweerafvoer,1980,"MULTILINESTRING ((176318.809 497020.38, 176333.329 496994.5))"
O10002_Rioolkaart_streng_OD.312,rioolleiding,droogweerafvoer,1978,"MULTILINESTRING ((176333.329 496994.5, 176320.299 496984.91))"
O10002_Rioolkaart_streng_OD.313,rioolleiding,droogweerafvoer,1980,"MULTILINESTRING ((176357.269 497046.06, 176318.809 497020.38))"
O10002_Rioolkaart_streng_OD.314,rioolleiding,gemengd stelsel,1964,"MULTILINESTRING ((172315.523 508999.236, 172308.123 509010.947))"
O10002_Rioolkaart_streng_OD.315,rioolleiding,gemengd stelsel,1962,"MULTILINESTRING ((172084.547 509114.842, 172102.911 509069.597))"
O10002_Rioolkaart_streng_OD.316,rioolleiding,gemengd stelsel,1964,"MULTILINESTRING ((172052.347 508909.037, 172087.068 508931.109))"
O10002_Rioolkaart_streng_OD.317,rioolleiding,gemengd stelsel,1967,"MULTILINESTRING ((172092.851 508799.521, 172073.879 508829.16))"
O10002_Rioolkaart_streng_OD.318,rioolleiding,gemengd stelsel,1967,"MULTILINESTRING ((172048.92 508688.489, 172067.709 508659.06))"
O10002_Rioolkaart_streng_OD.319,rioolleiding,gemengd stelsel,1964,"MULTILINESTRING ((171987.804 509174.259, 172009.185 509140.435))"
O10002_Rioolkaart_streng_OD.320,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((172696.829 509055.5, 172670.559 509080.78))"
O10002_Rioolkaart_streng_OD.321,rioolleiding,droogweerafvoer,1979,"MULTILINESTRING ((172695.659 509031.19, 172715.919 509011.59))"
O10002_Rioolkaart_streng_OD.322,rioolleiding,hemelwaterafvoer,1971,"MULTILINESTRING ((172863.609 508816.91, 172832.299 508838.09))"
O10002_Rioolkaart_streng_OD.323,rioolleiding,droogweerafvoer,1983,"MULTILINESTRING ((172248.829 509514.53, 172280.799 509534.72))"
O10002_Rioolkaart_streng_OD.324,rioolleiding,droogweerafvoer,1983,"MULTILINESTRING ((172359.639 509539.91, 172375.329 509515.22))"
O10002_Rioolkaart_streng_OD.325,rioolleiding,droogweerafvoer,1986,"MULTILINESTRING ((172221.019 509525.19, 172234.299 509557.03))"
O10002_Rioolkaart_streng_OD.326,rioolleiding,droogweerafvoer,1986,"MULTILINESTRING ((172310.369 509676.52, 172322.309 509639.93))"
O10002_Rioolkaart_streng_OD.327,rioolleiding,droogweerafvoer,1991,"MULTILINESTRING ((171930.539 509572.46, 171960.419 509580.34))"
O10002_Rioolkaart_streng_OD.328,rioolleiding,droogweerafvoer,1991,"MULTILINESTRING ((172047.929 509600.03, 172055.499 509570.8))"
O10002_Rioolkaart_streng_OD.329,rioolleiding,droogweerafvoer,1991,"MULTILINESTRING ((172055.499 509570.8, 172069.129 509549.24))"
O10002_Rioolkaart_streng_OD.330,rioolleiding,droogweerafvoer,1991,"MULTILINESTRING ((172135.059 509619.64, 172116.349 509574.47))"
O10002_Rioolkaart_streng_OD.331,rioolleiding,gemengd stelsel,1964,"MULTILINESTRING ((172607.409 509401.35, 172588.479 509449.65))"
O10002_Rioolkaart_streng_OD.332,rioolleiding,hemelwaterafvoer,1960,"MULTILINESTRING ((172685.939 509589.85, 172659.809 509548.61))"
O10002_Rioolkaart_streng_OD.333,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((177044.409 503076.86, 177076.099 503063.56))"
O10002_Rioolkaart_streng_OD.334,rioolleiding,droogweerafvoer,1989,"MULTILINESTRING ((172481.209 509163.68, 172485.869 509206.07))"
O10002_Rioolkaart_streng_OD.335,rioolleiding,hemelwaterafvoer,1993,"MULTILINESTRING ((175889.081 504972.446, 175877.965 504943.223))"
O10002_Rioolkaart_streng_OD.336,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((176689.159 502689.67, 176677.422 502661.096))"
O10002_Rioolkaart_streng_OD.337,rioolleiding,hemelwaterafvoer,1990,"MULTILINESTRING ((175958.09 503015.78, 175943.361 502991.22))"
O10002_Rioolkaart_streng_OD.338,rioolleiding,hemelwaterafvoer,1994,"MULTILINESTRING ((172046.39 508422.516, 172045.205 508405.324))"
O10002_Rioolkaart_streng_OD.339,rioolleiding,gemengd stelsel,1964,"MULTILINESTRING ((171931.093 509138.237, 171959.256 509155.995))"
