Waarde,Unieke paginaweergaves,Paginaweergaves,Totale tijd gespendeerd door de bezoekers (in seconden),Aangeklikt in zoekresultaten,nb_hits_with_time_generation,min_time_generation,max_time_generation,Binnenkomsten,Acties na het hier in te voeren.,Totale tijd gespendeerd(in sec) na het hier in te voeren.,Bounces,Vertrekken,Unieke bezoekers (dagelijks totaal),Unieke ingangen (dagelijks totaal),Unieke uitgangen (dagelijks totaal),Gem. tijd op pagina,Bounce Ratio,Exit ratio,Gem. generatie tijd,Metadata: url,Metadata: segment,
Formulieren/flow/stateAction.do?flow=process_add_reactieformulier&state=bevestiging,627,655,80302,1,556,0.032,102.596,19,37,6833,12,406,622,16,404,128,63%,65%,1.104,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_reactieformulier&state=bevestiging,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_reactieformulier%26state%3Dbevestiging,
leidsche-rijn/leidsche-rijn-centrum/index,626,885,58695,6,630,0.001,31.541,317,1555,112204,82,168,613,311,164,94,26%,27%,0.569,http://www.utrecht.nl/leidsche-rijn/leidsche-rijn-centrum/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fleidsche-rijn%2Fleidsche-rijn-centrum%2F,
wijk-leidsche-rijn/nieuws/index,623,878,65640,6,649,0.001,43.678,283,1087,114019,110,195,597,265,186,105,39%,31%,0.804,http://www.utrecht.nl/wijk-leidsche-rijn/nieuws/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-leidsche-rijn%2Fnieuws%2F,
Formulieren/flow/stateAction.do?flow=process_add_vraagidee&state=BewijsstukInleveren,614,933,114101,,866,0.002,84.136,7,67,4245,2,28,598,6,25,186,29%,5%,0.662,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_vraagidee&state=BewijsstukInleveren,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_vraagidee%26state%3DBewijsstukInleveren,
wijk-vleuten-de-meern/wijkservicecentrum/index,614,810,49461,30,584,0.001,21.975,153,1008,83332,43,119,606,149,118,81,28%,19%,0.644,http://www.utrecht.nl/wijk-vleuten-de-meern/wijkservicecentrum/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-vleuten-de-meern%2Fwijkservicecentrum%2F,
nieuws/artikel/waarschuwingsbrieven-voor-overtreders-milieuzone/index,610,670,43338,6,515,0.001,7.625,97,227,12262,66,159,598,88,155,71,68%,26%,0.805,http://www.utrecht.nl/nieuws/artikel/waarschuwingsbrieven-voor-overtreders-milieuzone/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fnieuws%2Fartikel%2Fwaarschuwingsbrieven-voor-overtreders-milieuzone%2F,
subsidiehulp/subsidies-milieuzone/index,609,828,42893,37,596,0.001,15.668,250,1354,121574,32,90,596,242,88,70,13%,15%,0.589,http://www.utrecht.nl/subsidiehulp/subsidies-milieuzone/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsubsidiehulp%2Fsubsidies-milieuzone%2F,
Formulieren/flow/stateAction.do?flow=process_add_vog&state=uwgegevens_personen,608,885,37777,2,772,0.003,58.559,3,17,1554,0,27,590,3,27,62,0%,4%,1.464,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_vog&state=uwgegevens_personen,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_vog%26state%3Duwgegevens_personen,
kabinetzaken/onderscheidingen/koninklijke-onderscheidingen-2015/index,603,834,86063,3,530,0.001,9.462,200,457,35499,115,269,579,190,257,143,58%,45%,0.489,http://www.utrecht.nl/kabinetzaken/onderscheidingen/koninklijke-onderscheidingen-2015/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fkabinetzaken%2Fonderscheidingen%2Fkoninklijke-onderscheidingen-2015%2F,
Formulieren/start.do,602,1077,42276,1,845,0.001,12.424,23,208,22673,7,78,592,22,77,70,30%,13%,0.42,https://pki.utrecht.nl/Formulieren/start.do,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fstart.do,
Formulieren/flow/stateAction.do?flow=process_add_ldtnieuw&state=uwgegevens_personen,599,941,46145,3,812,0.005,22.816,4,54,2081,0,33,581,4,33,77,0%,6%,1.279,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_ldtnieuw&state=uwgegevens_personen,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_ldtnieuw%26state%3Duwgegevens_personen,
sport-in-utrecht/zwembaden/intensieve-zwemles-kinderen/index,597,806,114181,16,443,0.001,7.599,234,921,92682,126,277,573,219,262,191,54%,46%,0.681,http://www.utrecht.nl/sport-in-utrecht/zwembaden/intensieve-zwemles-kinderen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fintensieve-zwemles-kinderen%2F,
leidsche-rijn/leidsche-rijn-centrum/nieuws/index,596,758,56062,3,509,0.001,7.884,211,693,59131,94,180,585,205,177,94,45%,30%,0.62,http://www.utrecht.nl/leidsche-rijn/leidsche-rijn-centrum/nieuws/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fleidsche-rijn%2Fleidsche-rijn-centrum%2Fnieuws%2F,
Formulieren/flow/stateAction.do?flow=process_add_vog&state=bijlagen,594,876,141257,1,742,0.007,4.958,8,55,5262,3,88,573,7,84,238,38%,15%,0.48,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_vog&state=bijlagen,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_vog%26state%3Dbijlagen,
college-van-b-en-w/burgemeester-en-wethouders/burgemeester/index,593,794,28191,15,595,0.001,4.601,303,1188,67121,76,156,567,287,154,48,25%,26%,0.536,http://www.utrecht.nl/college-van-b-en-w/burgemeester-en-wethouders/burgemeester/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fcollege-van-b-en-w%2Fburgemeester-en-wethouders%2Fburgemeester%2F,
nieuws/artikel/utrecht-eerste-gemeente-in-nederland-waar-afval-op-zondag-weg-gebracht-kan-worden/index,592,677,64670,12,442,0.001,25.374,373,838,72003,272,373,577,362,363,109,73%,63%,0.9,http://www.utrecht.nl/nieuws/artikel/utrecht-eerste-gemeente-in-nederland-waar-afval-op-zondag-weg-gebracht-kan-worden/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fnieuws%2Fartikel%2Futrecht-eerste-gemeente-in-nederland-waar-afval-op-zondag-weg-gebracht-kan-worden%2F,
Loket/prodcat/products/getProductDetailsAction.do?id=716,590,835,76809,57,597,0.001,20.746,211,1034,85281,77,186,569,203,178,130,36%,32%,1.099,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?id=716,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fid%3D716,
wmo-in-utrecht/vragen/index,589,819,97258,57,610,0.001,4.948,199,1076,87652,80,221,577,193,216,165,40%,38%,0.706,http://www.utrecht.nl/wmo-in-utrecht/vragen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwmo-in-utrecht%2Fvragen%2F,
english/visiting/index,588,727,38946,6,563,0.001,20.525,71,158,7257,39,188,571,69,184,66,55%,32%,0.837,http://www.utrecht.nl/english/visiting/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fenglish%2Fvisiting%2F,
auto/index,587,669,13375,7,492,0.001,11.621,12,74,3064,5,20,580,11,19,23,42%,3%,0.536,http://www.utrecht.nl/auto/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fauto%2F,
Formulieren/flow/stateAction.do?flow=process_add_ldtnieuw&state=Gezin,587,862,19547,1,762,0.003,40.963,1,1,0,1,10,570,1,10,33,100%,2%,2.367,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_ldtnieuw&state=Gezin,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_ldtnieuw%26state%3DGezin,
Formulieren/flow/stateAction.do?flow=process_add_ldtnieuw&state=Leefsituatie_Inkomen,586,1513,68398,,1323,0.036,37.869,3,22,376,2,26,570,3,25,117,67%,4%,2.329,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_ldtnieuw&state=Leefsituatie_Inkomen,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_ldtnieuw%26state%3DLeefsituatie_Inkomen,
zoeken/?id=32655&L=0&tx_solr[q]=,585,770,19005,432,643,0.001,14.457,8,16,275,6,72,580,8,71,32,75%,12%,0.47,http://www.utrecht.nl/zoeken/?id=32655&L=0&tx_solr[q]=,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fzoeken%2F%3Fid%3D32655%26L%3D0%26tx_solr%5Bq%5D%3D,
sport-in-utrecht/zwembaden/zwembad-fletiomare/openingstijden-tarieven/meivakantierooster/index,584,667,111553,1,359,0.003,21.41,71,310,55785,44,274,554,67,262,191,62%,47%,0.65,http://www.utrecht.nl/sport-in-utrecht/zwembaden/zwembad-fletiomare/openingstijden-tarieven/meivakantierooster/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fzwembad-fletiomare%2Fopeningstijden-tarieven%2Fmeivakantierooster%2F,
gemeenteraad/raadsinformatieavond/index,583,775,30483,1,610,0.001,8.575,150,777,56050,31,86,557,148,84,52,21%,15%,0.497,http://www.utrecht.nl/gemeenteraad/raadsinformatieavond/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fgemeenteraad%2Fraadsinformatieavond%2F,
sport-in-utrecht/zwembaden/zwembad-de-kwakel/vrij-zwemmen/banenzwemmen/index,583,712,38804,9,436,0.001,11.235,165,661,41357,47,109,558,157,100,67,28%,19%,0.776,http://www.utrecht.nl/sport-in-utrecht/zwembaden/zwembad-de-kwakel/vrij-zwemmen/banenzwemmen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fzwembad-de-kwakel%2Fvrij-zwemmen%2Fbanenzwemmen%2F,
sport-in-utrecht/zwembaden/zwembad-den-hommel/vrij-zwemmen/banenzwemmen/index,581,687,30832,7,422,0.001,49.515,133,501,46716,31,80,559,130,77,53,23%,14%,0.8,http://www.utrecht.nl/sport-in-utrecht/zwembaden/zwembad-den-hommel/vrij-zwemmen/banenzwemmen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fzwembad-den-hommel%2Fvrij-zwemmen%2Fbanenzwemmen%2F,
Loket/prodcat/products/getProductDetailsAction.do?id=433,578,780,81032,4,544,0.003,14.859,178,1164,118061,57,161,564,168,155,140,32%,28%,1.151,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?id=433,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fid%3D433,
parkeren/parkeren-gehandicapte/parkeerregels-gehandicapten/index,574,732,78404,7,468,0.001,10.241,300,1307,133655,145,242,556,286,232,137,48%,42%,0.626,http://www.utrecht.nl/parkeren/parkeren-gehandicapte/parkeerregels-gehandicapten/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fparkeren%2Fparkeren-gehandicapte%2Fparkeerregels-gehandicapten%2F,
fietsbrug-amsterdam-rijnkanaal/index,572,772,78349,14,574,0.001,9.568,340,1285,113133,130,227,551,323,214,137,38%,40%,0.738,http://www.utrecht.nl/fietsbrug-amsterdam-rijnkanaal/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Ffietsbrug-amsterdam-rijnkanaal%2F,
utrecht-en-veiligheid/inbraak-en-diefstal/fietsendiefstal/index,567,682,67876,3,478,0.001,9.641,331,848,76918,187,278,556,322,275,120,56%,49%,0.609,http://www.utrecht.nl/utrecht-en-veiligheid/inbraak-en-diefstal/fietsendiefstal/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Futrecht-en-veiligheid%2Finbraak-en-diefstal%2Ffietsendiefstal%2F,
nieuws/artikel/gemeente-utrecht-vermoedt-onterecht-uitreiken-koninklijke-onderscheiding/index,564,654,87448,7,340,0.001,5.285,447,2067,227267,349,426,542,433,416,155,78%,76%,1.045,http://www.utrecht.nl/nieuws/artikel/gemeente-utrecht-vermoedt-onterecht-uitreiken-koninklijke-onderscheiding/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fnieuws%2Fartikel%2Fgemeente-utrecht-vermoedt-onterecht-uitreiken-koninklijke-onderscheiding%2F,
Loket/prodcat/topics/getTopicsAction.do?id=214,563,835,35603,13,730,0.044,19.275,11,55,4215,3,25,555,11,25,63,27%,4%,1.128,https://pki.utrecht.nl/Loket/prodcat/topics/getTopicsAction.do?id=214,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Ftopics%2FgetTopicsAction.do%3Fid%3D214,
welzijn/welzijnsaccommodaties/index,563,846,70466,29,699,0.001,131.969,186,801,70618,53,147,556,183,144,125,28%,26%,0.75,http://www.utrecht.nl/welzijn/welzijnsaccommodaties/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwelzijn%2Fwelzijnsaccommodaties%2F,
sport-in-utrecht/zwembaden/zwembad-de-kwakel/zwemles/index,559,765,36525,3,516,0.001,89.514,116,699,57139,16,51,544,113,47,65,14%,9%,0.865,http://www.utrecht.nl/sport-in-utrecht/zwembaden/zwembad-de-kwakel/zwemles/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fzwembad-de-kwakel%2Fzwemles%2F,
gemeenteraad/raadscommissies/index,558,673,13659,1,514,0.001,5.952,36,145,9328,8,30,499,34,29,24,22%,5%,0.564,http://www.utrecht.nl/gemeenteraad/raadscommissies/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fgemeenteraad%2Fraadscommissies%2F,
leidsche-rijn/vrije-kavels-leidsche-rijn/kavels/kavels-hoge-weide/kavelprijzen-oppervlakte/index,558,782,74872,4,497,0.001,10.028,117,516,44919,48,126,503,102,120,134,41%,23%,0.61,http://www.utrecht.nl/leidsche-rijn/vrije-kavels-leidsche-rijn/kavels/kavels-hoge-weide/kavelprijzen-oppervlakte/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fleidsche-rijn%2Fvrije-kavels-leidsche-rijn%2Fkavels%2Fkavels-hoge-weide%2Fkavelprijzen-oppervlakte%2F,
Loket/knowledgebase/faqs/getFaqContentAction.do?id=697,558,655,33661,6,548,0.001,86.621,29,195,11345,6,64,551,29,64,60,21%,11%,1.363,https://pki.utrecht.nl/Loket/knowledgebase/faqs/getFaqContentAction.do?id=697,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fknowledgebase%2Ffaqs%2FgetFaqContentAction.do%3Fid%3D697,
Formulieren/flow/stateAction.do?flow=process_add_bewonersvergunning&state=kenteken,555,842,34853,1,724,0.002,12.372,3,15,915,0,25,530,1,21,63,0%,5%,0.636,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_bewonersvergunning&state=kenteken,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_bewonersvergunning%26state%3Dkenteken,
werk-en-inkomen/u-hebt-een-uitkering/index,539,746,69372,35,596,0.001,8.874,176,645,55636,83,199,518,164,187,129,47%,37%,0.656,http://www.utrecht.nl/werk-en-inkomen/u-hebt-een-uitkering/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwerk-en-inkomen%2Fu-hebt-een-uitkering%2F,
Formulieren/flow/stateAction.do?flow=process_add_uittrekselgba&state=uwgegevens_personen,534,913,35472,1,782,0.002,34.712,3,6,36,2,32,526,2,30,66,67%,6%,1.323,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_uittrekselgba&state=uwgegevens_personen,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_uittrekselgba%26state%3Duwgegevens_personen,
parkeren/veelgestelde-vragen/index,534,667,59591,76,477,0.001,11.983,215,797,49765,106,198,521,209,191,112,49%,37%,0.812,http://www.utrecht.nl/parkeren/veelgestelde-vragen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fparkeren%2Fveelgestelde-vragen%2F,
Loket/prodcat/products/getProductDetailsAction.do?id=637,522,696,68447,4,543,0.001,16.428,209,2470,191992,44,125,503,196,118,131,21%,24%,0.758,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?id=637,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fid%3D637,
english/expatcenter/index,521,642,49345,10,509,0.001,35.254,168,402,36340,112,249,493,156,233,95,67%,48%,0.782,http://www.utrecht.nl/english/expatcenter/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fenglish%2Fexpatcenter%2F,
Formulieren/flow/stateAction.do?flow=process_add_ldtnieuw&state=Uitbetaling,519,807,51414,1,703,0.016,13.489,1,14,436,0,6,504,1,6,99,0%,1%,0.568,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_ldtnieuw&state=Uitbetaling,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_ldtnieuw%26state%3DUitbetaling,
startpagina/homepagefotos/index,519,618,36657,7,486,0.001,22.871,72,359,36842,32,143,512,69,141,71,44%,28%,0.64,http://www.utrecht.nl/startpagina/homepagefotos/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fstartpagina%2Fhomepagefotos%2F,
wonen-in-veemarkt/woningaanbod/woningen-te-koop/index,516,691,67284,6,436,0.001,14.549,94,432,51405,50,131,502,89,125,130,53%,25%,0.773,http://www.utrecht.nl/wonen-in-veemarkt/woningaanbod/woningen-te-koop/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwonen-in-veemarkt%2Fwoningaanbod%2Fwoningen-te-koop%2F,
Formulieren/flow/stateAction.do?flow=process_add_ldtnieuw&state=bijlagen,514,807,165219,2,697,0.003,19.21,12,201,14441,2,87,501,12,85,321,17%,17%,1.747,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_ldtnieuw&state=bijlagen,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_ldtnieuw%26state%3Dbijlagen,
sport-in-utrecht/zwembaden/zwembad-fletiomare/zwemles/informatie-zwemles/index,512,706,132519,7,383,0.001,4.815,131,394,50173,75,197,499,123,189,259,57%,38%,0.674,http://www.utrecht.nl/sport-in-utrecht/zwembaden/zwembad-fletiomare/zwemles/informatie-zwemles/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fzwembad-fletiomare%2Fzwemles%2Finformatie-zwemles%2F,
sport-in-utrecht/zwembaden/zwembad-huren/index,512,626,62285,1,428,0.001,16.013,92,206,22152,64,179,505,92,176,122,70%,35%,0.747,http://www.utrecht.nl/sport-in-utrecht/zwembaden/zwembad-huren/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fzwembaden%2Fzwembad-huren%2F,
Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=uwgegevens_personen,509,727,37547,,659,0.001,21.76,67,1090,81696,18,36,488,59,34,74,27%,7%,1.092,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_bijzonderebijstand&state=uwgegevens_personen,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_bijzonderebijstand%26state%3Duwgegevens_personen,
Formulieren/flow/stateAction.do?flow=process_add_ldtnieuw&state=Opmerkingen,508,725,25775,,637,0.007,36.089,1,27,4053,0,4,497,1,4,51,0%,1%,0.59,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_ldtnieuw&state=Opmerkingen,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_ldtnieuw%26state%3DOpmerkingen,
leidsche-rijn/woningaanbod/koop-en-huurwoningen/index,507,702,63603,5,452,0.001,10.126,136,447,42075,57,146,497,128,142,125,42%,29%,0.681,http://www.utrecht.nl/leidsche-rijn/woningaanbod/koop-en-huurwoningen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fleidsche-rijn%2Fwoningaanbod%2Fkoop-en-huurwoningen%2F,
sport-in-utrecht/sportaccommodaties/sportzalen-gymzalen/index,505,1009,67703,27,713,0.001,17.133,246,1213,86705,82,195,483,230,184,134,33%,39%,0.595,http://www.utrecht.nl/sport-in-utrecht/sportaccommodaties/sportzalen-gymzalen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsport-in-utrecht%2Fsportaccommodaties%2Fsportzalen-gymzalen%2F,
werk-en-inkomen/regels-bijstand/index,505,669,70290,21,550,0.001,32.261,192,1096,80316,70,149,495,185,143,139,36%,30%,0.75,http://www.utrecht.nl/werk-en-inkomen/regels-bijstand/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwerk-en-inkomen%2Fregels-bijstand%2F,
wijk-noordoost/de-wijk/projecten/de-gaard/index,505,660,78101,13,488,0.001,19.012,362,1470,152859,187,284,469,332,264,155,52%,56%,0.735,http://www.utrecht.nl/wijk-noordoost/de-wijk/projecten/de-gaard/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-noordoost%2Fde-wijk%2Fprojecten%2Fde-gaard%2F,
Formulieren/flow/stateAction.do?flow=process_add_uittrekselgba&state=product_selectie,504,769,50576,2,680,0.001,32.57,4,44,1377,1,27,498,4,27,100,25%,5%,0.972,https://pki.utrecht.nl/Formulieren/flow/stateAction.do?flow=process_add_uittrekselgba&state=product_selectie,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FFormulieren%2Fflow%2FstateAction.do%3Fflow%3Dprocess_add_uittrekselgba%26state%3Dproduct_selectie,
vergunningen-openbare-ruimte/index,503,681,37831,109,521,0.001,28.92,177,1968,128223,22,75,495,174,73,75,12%,15%,0.59,http://www.utrecht.nl/vergunningen-openbare-ruimte/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fvergunningen-openbare-ruimte%2F,
zoeken/uitleg-en-zoektips/index,502,580,30069,464,471,0.001,4.002,11,118,7336,4,62,497,11,62,60,36%,12%,0.495,http://www.utrecht.nl/zoeken/uitleg-en-zoektips/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fzoeken%2Fuitleg-en-zoektips%2F,
Loket/decisiontree/renderAction.do?tree_type=formuliertoegang&tree_name=Bijstandsuitkering,499,4712,172481,2,4126,0.004,34.033,23,242,14652,5,258,481,21,250,346,22%,52%,0.783,https://pki.utrecht.nl/Loket/decisiontree/renderAction.do?tree_type=formuliertoegang&tree_name=Bijstandsuitkering,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fdecisiontree%2FrenderAction.do%3Ftree_type%3Dformuliertoegang%26tree_name%3DBijstandsuitkering,
volksgezondheid/index,499,673,40482,13,506,0.001,13.313,158,660,51444,48,106,494,156,104,81,30%,21%,0.563,http://www.utrecht.nl/volksgezondheid/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fvolksgezondheid%2F,
Loket/prodcat/process/checkPreconditionsAction.do?processId=1748,498,556,53805,1,515,0.002,13.934,,,,,43,485,,43,108,0%,9%,0.636,https://pki.utrecht.nl/Loket/prodcat/process/checkPreconditionsAction.do?processId=1748,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fprocess%2FcheckPreconditionsAction.do%3FprocessId%3D1748,
groenonderhoud/aanpak-japanse-duizendknoop/index,497,604,33520,1,380,0.001,10.765,446,758,47277,330,420,487,436,414,67,74%,85%,0.719,http://www.utrecht.nl/groenonderhoud/aanpak-japanse-duizendknoop/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fgroenonderhoud%2Faanpak-japanse-duizendknoop%2F,
evenementen/index,495,612,32894,16,477,0.001,7.441,150,1032,63181,52,118,488,145,113,66,35%,24%,0.624,http://www.utrecht.nl/evenementen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fevenementen%2F,
parkeren/parkeren-bewoner/1-of-2-parkeervergunningen/index,494,583,55159,10,413,0.001,9.258,70,425,37381,30,102,487,69,98,112,43%,21%,0.654,http://www.utrecht.nl/parkeren/parkeren-bewoner/1-of-2-parkeervergunningen/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fparkeren%2Fparkeren-bewoner%2F1-of-2-parkeervergunningen%2F,
wijk-binnenstad/de-wijk/plattegrond-binnenstad/index,494,635,28475,20,459,0.001,8.383,310,943,52560,75,151,484,303,148,58,24%,31%,0.566,http://www.utrecht.nl/wijk-binnenstad/de-wijk/plattegrond-binnenstad/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-binnenstad%2Fde-wijk%2Fplattegrond-binnenstad%2F,
leefbaarheidsbudget/index,491,693,39843,11,565,0.001,6.824,178,1849,143237,30,74,477,173,71,81,17%,15%,0.568,http://www.utrecht.nl/leefbaarheidsbudget/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fleefbaarheidsbudget%2F,
Loket/prodcat/products/getProductDetailsAction.do?name=Grofvuil,491,580,45173,83,444,0.003,13.762,122,657,63036,21,86,486,119,85,92,17%,18%,1.161,https://pki.utrecht.nl/Loket/prodcat/products/getProductDetailsAction.do?name=Grofvuil,pageUrl==https%3A%2F%2Fpki.utrecht.nl%2FLoket%2Fprodcat%2Fproducts%2FgetProductDetailsAction.do%3Fname%3DGrofvuil,
english/living/index,489,646,35219,7,534,0.001,10.555,29,126,12243,15,97,471,29,96,72,52%,20%,0.757,http://www.utrecht.nl/english/living/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fenglish%2Fliving%2F,
sociale-stad-in-ontwikkeling/actueel/utrecht-transformeert/index,481,724,124769,13,615,0.001,55.379,365,1336,173224,167,269,461,349,259,259,46%,56%,0.544,http://www.utrecht.nl/sociale-stad-in-ontwikkeling/actueel/utrecht-transformeert/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fsociale-stad-in-ontwikkeling%2Factueel%2Futrecht-transformeert%2F,
wijk-leidsche-rijn/index,480,657,24060,30,522,0.001,15.393,138,819,44046,39,91,453,130,89,50,28%,19%,0.66,http://www.utrecht.nl/wijk-leidsche-rijn/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fwijk-leidsche-rijn%2F,
havens/varen-en-aanleggen-in-utrecht/index,474,663,58489,12,477,0.001,6.685,221,683,61977,105,220,439,204,209,123,48%,46%,0.691,http://www.utrecht.nl/havens/varen-en-aanleggen-in-utrecht/,pageUrl==http%3A%2F%2Fwww.utrecht.nl%2Fhavens%2Fvaren-en-aanleggen-in-utrecht%2F,
