OBJECTID,PUIC,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,RELATIEVEHOOGTELIGGING,INWINMETHODE,AZIMUT,TIJDSTIP_REGISTRATIE,GELDIG_VANAF,PUBLICATIEDATUM,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,X,Y,Z,LATITUDE,LONGITUDE,KM_SPOORTAK,KM_SPOORTAK_T,STK_OFFSET,STK_OFFSET_T
527,e7f4c84c-b96a-4f11-b450-8cb4e62f321e,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,904.673909,"904,673909",78.806318,"78,806318",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,124745.394,485432.139,0,52.35595445,4.94310413,,,,
528,b4b4f5af-13be-411e-9cf9-810492ed8e82,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,904.864839,"904,864839",84.783053,"84,783053",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,124883.036,485337.311,0,52.35510976,4.94513297,,,,
529,3b22626c-5fd3-47b6-bbd7-71867b5cb79f,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,80.608509,"80,608509",17.054645,"17,054645",ProRail,Randstad Noord,RN,BASIS,Amsterdam,220,Amsterdam,9,VolkerRail,121686.763,488087.706,0,52.37964393,4.89794579,,,,
530,c1382f1b-49bf-4068-808c-092dc0faaeff,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,904.678597,"904,678597",122.538652,"122,538652",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,124734.427,485389.588,0,52.35557143,4.94294699,,,,
531,1bd31215-287f-4dff-b975-6b567341b3bb,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,906.340992,"906,340992",27.940361,"27,940361",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,126122.015,484537.637,0,52.34798931,4.96338734,,,,
532,971737b5-db7a-4fc4-8821-1d9a9d77631d,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,904.863889,"904,863889",84.852474,"84,852474",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,124882.223,485337.774,0,52.35511388,4.94512099,,,,
533,6ee0ff75-ce09-4be0-b8ee-78c61ad20e3e,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,904.797274,"904,797274",148.1074,"148,107400",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,124793.435,485321.232,0,52.35496034,4.94381925,,,,
534,2d1b3b8e-4a68-4a49-aa24-3ab18e8477d4,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,906.096477,"906,096477",5.482367,"5,482367",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,125886.562,484640.66,0,52.34890279,4.959923,,,,
535,caecd6ca-d5fa-461b-be25-f6c764034b3f,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,78.272164,"78,272164",4.815352,"4,815352",ProRail,Randstad Noord,RN,BASIS,Amsterdam,220,Amsterdam,9,VolkerRail,119704.003,489330.154,0,52.39068626,4.86869642,,,,
536,d534a648-d35c-4912-9794-07c7d2b6b99e,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.041902,"81,041902",-8.551906,"-8,551906",ProRail,Randstad Noord,RN,BASIS,Amsterdam,220,Amsterdam,9,VolkerRail,122070.591,487886.435,0,52.3778582,4.90360243,,,,
537,32347fc0-1a49-4829-b3fd-d10445c34cda,,120,Bestaand,,Laser,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,80.842397,"80,842397",0.842102,"0,842102",ProRail,Randstad Noord,RN,BASIS,Amsterdam,220,Amsterdam,9,VolkerRail,121895.16,487984.034,0,52.3787248,4.90101653,,,,
538,d3bfd3ac-7e4b-4c4c-bdbf-c37f9ab72f18,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,904.95301,"904,953010",136.110955,"136,110955",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,124918.229,485248.315,0,52.35431185,4.94565749,,,,
539,2cc99163-540f-4b26-992b-4e66d155fda6,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,905.875496,"905,875496",33.032276,"33,032276",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,125689.198,484742.924,0,52.34981138,4.95701759,,,,
540,29d69cf5-f67d-4529-b454-77f6ea006d14,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.030064,"81,030064",-10.41426,"-10,414260",ProRail,Randstad Noord,RN,BASIS,Amsterdam,220,Amsterdam,9,VolkerRail,122061.437,487894.421,0,52.37792942,4.90346722,,,,
541,47f3d4b6-0224-4bf0-a398-9ad6c25643c5,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,905.95492,"905,954920",0.879856,"0,879856",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,125773.342,484724.861,0,52.34965352,4.95825408,,,,
542,aa0ef378-299e-4093-a0f0-d20179081683,,120,Bestaand,,Laser,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,80.753903,"80,753903",-20.665946,"-20,665946",ProRail,Randstad Noord,RN,BASIS,Amsterdam,220,Amsterdam,9,VolkerRail,121830.747,488047.356,0,52.37929001,4.90006433,,,,
543,f1be770b-db4b-4cc5-89cf-47c5660f8006,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,906.080655,"906,080655",-3.523919,"-3,523919",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,125878.891,484657.137,0,52.34905047,4.959809,,,,
544,d044ca50-7423-4980-86ee-13418b4eb894,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,906.255236,"906,255236",10.106284,"10,106284",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,126029.074,484558.661,0,52.34817336,4.96202156,,,,
545,822cdbcc-212f-4605-856d-a83f4f53af22,,120,Bestaand,,Laser,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,80.678725,"80,678725",-22.130079,"-22,130079",ProRail,Randstad Noord,RN,BASIS,Amsterdam,220,Amsterdam,9,VolkerRail,121766.855,488086.104,0,52.37963438,4.89912219,,,,
546,0d6b278a-f8a2-439d-94e5-72b373578062,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,906.080864,"906,080864",5.789842,"5,789842",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,125873.675,484649.418,0,52.34898082,4.95973312,,,,
547,75f3fad0-c8b2-4be3-961f-adbfed7dc8f1,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.00994,"81,009940",1.401989,"1,401989",ProRail,Randstad Noord,RN,BASIS,Amsterdam,220,Amsterdam,9,VolkerRail,122037.873,487895.331,0,52.37793618,4.90312108,,,,
548,d85b1539-458e-4d1b-95af-dc79e6e6bf06,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,80.61784,"80,617840",43.078775,"43,078775",ProRail,Randstad Noord,RN,BASIS,Amsterdam,220,Amsterdam,9,VolkerRail,121681.588,488060.564,0,52.37939968,4.89787248,,,,
549,e90b394d-1774-47ec-adf3-c3d522d40dc0,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,78.085861,"78,085861",15.17867,"15,178670",ProRail,Randstad Noord,RN,BASIS,Amsterdam,220,Amsterdam,9,VolkerRail,119546.901,489436.708,0,52.39163376,4.8663774,,,,
550,787f0677-da73-4edc-a870-40849109e870,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,050,,50,050__,Amsterdam Muiderpoort - Diemen,5.259067,"5,259067",-6.630238,"-6,630238",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,125199.219,485030.603,0,52.35237051,4.94980107,,,,
551,d21f38c5-24fd-457b-8861-2627a4835d26,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,906.31461,"906,314610",6.175947,"6,175947",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,126093.517,484557.671,0,52.34816786,4.9629674,,,,
552,34cc76c1-2bf1-432d-a9db-815023105122,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,80.445093,"80,445093",-27.739567,"-27,739567",ProRail,Randstad Noord,RN,BASIS,Amsterdam,220,Amsterdam,9,VolkerRail,121567.577,488208.319,0,52.38072067,4.89618342,,,,
553,9a6893b1-7e30-40f5-8736-286fed6b99f1,,120,Bestaand,,Laser,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,096,a,96,096_a,Amsterdam Muiderpoort - Duivendrecht,1.471227,"1,471227",-11.65847,"-11,658470",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,123013.334,484378.814,0,52.34638974,4.91778077,,,,
554,02365cce-b1cd-47aa-a6bf-23446ffadc61,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,904.688622,"904,688622",62.767102,"62,767102",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,124763.519,485442.599,0,52.35604946,4.94336923,,,,
555,1070ad7a-5db2-48e4-b346-577f164b19db,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,050,,50,050__,Amsterdam Muiderpoort - Diemen,5.277315,"5,277315",6.614765,"6,614765",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,125206.695,485009.296,0,52.35217942,4.94991268,,,,
556,53b41ecf-3504-46ba-9cb8-ff7c685881d3,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.011285,"81,011285",-12.619019,"-12,619019",ProRail,Randstad Noord,RN,BASIS,Amsterdam,220,Amsterdam,9,VolkerRail,122046.515,487906.456,0,52.37803669,4.9032469,,,,
557,83d701b0-961f-4a41-93ce-fcba9aa455a5,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,904.684219,"904,684219",99.964413,"99,964413",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,124746.99,485409.034,0,52.35574689,4.94312964,,,,
558,468e06e1-78fa-4656-b130-85fe8ddc3b25,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,904.797509,"904,797509",136.961863,"136,961863",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,124799.786,485330.394,0,52.35504303,4.94391165,,,,
559,a722e094-3e58-46d3-8a12-b4b11f9a8b0a,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,78.108646,"78,108646",9.378449,"9,378449",ProRail,Randstad Noord,RN,BASIS,Amsterdam,220,Amsterdam,9,VolkerRail,119568.746,489424.666,0,52.39152695,4.86669957,,,,
560,6ddd274a-e1e1-4b74-8d9e-09aa12f740df,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,78.400367,"78,400367",14.985405,"14,985405",ProRail,Randstad Noord,RN,BASIS,Amsterdam,220,Amsterdam,9,VolkerRail,119810.787,489253.025,0,52.38999994,4.87027312,,,,
561,07cb9e4e-5f1f-48e4-9b98-35bc117fef1d,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,904.932226,"904,932226",125.823491,"125,823491",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,124908.09,485268.986,0,52.35449707,4.94550682,,,,
562,2e4be6fc-88e1-4092-9a52-75c95f83f98c,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,906.080777,"906,080777",24.698146,"24,698146",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,125862.67,484634.042,0,52.34884204,4.95957294,,,,
563,8b5efa7f-b0b1-4a88-916e-f3f7d34bcb27,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,906.342612,"906,342612",27.787777,"27,787777",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,126123.673,484537.893,0,52.34799169,4.96341165,,,,
564,f87c78b6-284f-46a5-9607-189ce6c22323,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,80.49493,"80,494930",-16.367521,"-16,367521",ProRail,Randstad Noord,RN,BASIS,Amsterdam,220,Amsterdam,9,VolkerRail,121604.958,488172.469,0,52.38040075,4.89673598,,,,
565,1371e70b-a60d-4a0d-8e8f-3263e7fd751f,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,77.971034,"77,971034",8.767862,"8,767862",Derden - Overig - NS Onderhoud & Service (vastgesteld op 17-04-2018),Randstad Noord,RN,BASIS,n.v.t.,,n.v.t.,,n.v.t.,119469.168,489526.701,0,52.39243752,4.86522598,,,,
566,07c68099-3ebf-4e16-9995-9747169d8ec4,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,80.470663,"80,470663",32.018969,"32,018969",ProRail,Randstad Noord,RN,BASIS,Amsterdam,220,Amsterdam,9,VolkerRail,121558.888,488143.761,0,52.38013994,4.89606224,,,,
567,1abdc96f-e0b9-428d-8be4-21fc6be9421b,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,905.011514,"905,011514",50.764588,"50,764588",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,125017.85,485280.157,0,52.35460347,4.94711686,,,,
568,44dd83f2-e974-46b2-a3ab-407c00ed2e9b,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,905.954822,"905,954822",10.173942,"10,173942",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,125768.123,484717.17,0,52.34958413,4.95817815,,,,
569,84108223-a415-468b-b926-25b53f08bb00,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,904.930476,"904,930476",84.231336,"84,231336",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,124931.934,485303.109,0,52.35480505,4.94585375,,,,
570,0aba239c-994c-405c-87c0-1b95752af469,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,78.224455,"78,224455",12.632206,"12,632206",ProRail,Randstad Noord,RN,BASIS,Amsterdam,220,Amsterdam,9,VolkerRail,119659.595,489350.708,0,52.39086812,4.86804192,,,,
571,adb9c773-3132-44be-ac86-7f56bcf437f9,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,906.080327,"906,080327",33.77494,"33,774940",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,125857.054,484626.897,0,52.34877753,4.95949114,,,,
572,86dc044f-64fa-4d9b-9690-15b51f8064bc,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,906.032179,"906,032179",-7.640362,"-7,640362",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,125841.812,484688.466,0,52.34933007,4.95926211,,,,
573,9a59632d-b419-4ff0-9ef8-4c1adde26518,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,904.795184,"904,795184",148.077751,"148,077751",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,124791.723,485322.402,0,52.35497076,4.94379402,,,,
574,4e47a5a7-a9f6-4c1d-8c88-be5459682815,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,906.070762,"906,070762",-13.164129,"-13,164129",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,125876.413,484670.71,0,52.34917232,4.95977146,,,,
575,9b1953bb-f00e-457c-8721-d12735e2682c,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,904.929222,"904,929222",54.766204,"54,766204",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,124948.815,485327.291,0,52.35502331,4.94609936,,,,
576,1ebb4020-2c2e-476b-8cbe-2c1e82e31577,,120,Bestaand,,Laser,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,80.443849,"80,443849",31.378596,"31,378596",ProRail,Randstad Noord,RN,BASIS,Amsterdam,220,Amsterdam,9,VolkerRail,121535.944,488158.36,0,52.38026975,4.89572382,,,,
577,0966219a-14f0-415c-9222-4494a0d11663,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,81.002225,"81,002225",-27.046814,"-27,046814",ProRail,Randstad Noord,RN,BASIS,Amsterdam,220,Amsterdam,9,VolkerRail,122046.453,487923.561,0,52.37819041,4.90324431,,,,
578,aa9a5ae3-0226-4363-9097-f3282520f19d,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,905.874199,"905,874199",9.350744,"9,350744",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,125701.762,484763.04,0,52.34999284,4.95720023,,,,
579,6bd1d1c5-7fd1-45c1-a014-c033f9a7771c,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,63.33866,"63,338660",-2.888427,"-2,888427",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,Gelderland,33,Strukton Rail,184104.674,487783.067,0,52.37714422,5.81462876,,,,
580,b9a7e3b8-4c9a-4d31-8edd-22e0d110665a,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,63.339138,"63,339138",4.079926,"4,079926",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,Gelderland,33,Strukton Rail,184107.37,487776.624,0,52.37708617,5.81466779,,,,
581,6420d981-91de-4f1f-b0af-4824d453841b,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,61.403508,"61,403508",-4.172208,"-4,172208",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,Gelderland,33,Strukton Rail,182275.024,487150.623,0,52.37155421,5.78770835,,,,
582,2c0e5fbf-603d-40e6-bd57-8ccf0ed9d2d5,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,61.092735,"61,092735",4.870691,"4,870691",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,Gelderland,33,Strukton Rail,181983.27,487040.058,0,52.37057494,5.7834155,,,,
583,51dbefdc-7c11-4a7e-8d42-ec8ff4a0ec7a,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,61.124928,"61,124928",-5.661779,"-5,661779",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,Gelderland,33,Strukton Rail,182010.791,487060.107,0,52.37075378,5.78382121,,,,
584,c963bcb5-a66c-4035-b6fa-772e19d82d5e,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,61.066283,"61,066283",0.069934,"0,069934",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,Gelderland,33,Strukton Rail,181956.656,487036.617,0,52.37054532,5.78302445,,,,
