OBJECTID,PUIC,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,RELATIEVEHOOGTELIGGING,INWINMETHODE,AZIMUT,TIJDSTIP_REGISTRATIE,GELDIG_VANAF,PUBLICATIEDATUM,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,X,Y,Z,LATITUDE,LONGITUDE,KM_SPOORTAK,KM_SPOORTAK_T,STK_OFFSET,STK_OFFSET_T
1101,e93a227b-716f-47d1-9eec-e5f6025ccc6a,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Hlm-Utg,Haarlem - Uitgeest ,076,,76,076__,Santpoort Noord - Uitgeest,12.711474,"12,711474",-0.868907,"-0,868907",ProRail,Randstad Noord,RN,BASIS,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,106283.86,499752.329,0,52.4833218,4.67004824,,,,
1102,31eb6268-eb14-4029-98c3-4d40ac876adc,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Hlm-Utg,Haarlem - Uitgeest ,076,,76,076__,Santpoort Noord - Uitgeest,12.954311,"12,954311",-19.798793,"-19,798793",ProRail,Randstad Noord,RN,BASIS,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,106472.203,499901.344,0,52.4846777,4.67279901,,,,
1103,fecceef9-d7e4-4e74-b11d-24dda6226576,,120,Bestaand,,Laser,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Hlm-Utg,Haarlem - Uitgeest ,076,,76,076__,Santpoort Noord - Uitgeest,11.626366,"11,626366",-7.301759,"-7,301759",ProRail,Randstad Noord,RN,BASIS,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,105325.29,499199.295,0,52.47826561,4.65602031,,,,
1104,9dcca06b-64de-4a52-890d-e032d2568b7a,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,23.396138,"23,396138",18.879667,"18,879667",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,150362.056,491425.675,0,52.41063522,5.31904052,,,,
1105,7479646b-27f1-4ece-9a15-a57b1de15514,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,31.295559,"31,295559",12.120756,"12,120756",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,156479.628,495224.206,0,52.44479208,5.40896678,,,,
1106,a38bab5a-53dd-45fe-a0a4-a2891f17049e,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,4.613195,"4,613195",6.77442,"6,774420",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,135935.782,481054.372,0,52.31711145,5.10761049,,,,
1107,79a5ec19-ea82-41b6-bb08-a63a770674d4,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,21.768793,"21,768793",9.85791,"9,857910",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,149001.396,490532.14,0,52.40259127,5.29905912,,,,
1108,70c18097-4dec-4b87-9285-b09b0a6abf67,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,24.601122,"24,601122",12.050247,"12,050247",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,151470.154,491849.232,0,52.41445024,5.33532163,,,,
1109,19eda3ca-2550-4a92-b5ef-f7b99d0dbfc8,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,20.179427,"20,179427",5.902944,"5,902944",ProRail,Randstad Noord,RN,BASIS,Amstelsepoort,230,Weesp,11,Strukton Rail,147662.957,489680.31,0,52.39491907,5.27941055,,,,
1110,c0501f65-7e63-4e81-99f2-c30ee30b27cd,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,68.726914,"68,726914",13.133645,"13,133645",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Drenthe,35,ASSET Rail,238180.207,574948.818,0,53.15479945,6.63067809,,,,
1111,da7c222e-c9ab-4318-8d49-0925b201594d,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,69.102122,"69,102122",51.48752,"51,487520",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Drenthe,35,ASSET Rail,238085.441,575311.597,0,53.15807335,6.62935524,,,,
1112,9ae052e7-a77b-49f1-91a5-6938bd50142a,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,68.536412,"68,536412",86.92989,"86,929890",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Drenthe,35,ASSET Rail,238313.944,574793.79,0,53.15338593,6.63263682,,,,
1113,ef7636f0-c590-4bf1-8b75-19fcdc0dda42,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,69.461924,"69,461924",38.106318,"38,106318",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Drenthe,35,ASSET Rail,237948.43,575644.539,0,53.1610857,6.62739303,,,,
1114,111f7f56-d064-498a-89c3-b736e8dc5203,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,69.139716,"69,139716",27.264543,"27,264543",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Drenthe,35,ASSET Rail,238049.644,575338.277,0,53.15831858,6.62882706,,,,
1115,5360597c-8a33-440a-8c1f-d93d6672078a,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,69.373196,"69,373196",72.208019,"72,208019",Derden - Overig - NS Onderhoud & Service (onder voorbehoud),Noord-Oost,NO,BASIS,n.v.t.,,n.v.t.,,n.v.t.,238011.276,575572.984,0,53.16043313,6.62831401,,,,
1116,af1c5cc2-445e-43e7-bc1b-3b5897e84f12,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,68.402257,"68,402257",77.284419,"77,284419",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Drenthe,35,ASSET Rail,238342.482,574657.36,0,53.15215581,6.63302807,,,,
1117,9d5695bf-5140-40c5-a3c0-5873a53ea65e,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,69.11425,"69,114250",37.786591,"37,786591",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Drenthe,35,ASSET Rail,238068.377,575318.148,0,53.15813484,6.62910187,,,,
1118,432d64a8-24a4-405b-b947-3e1cf8dae8ae,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,69.312044,"69,312044",37.768217,"37,768217",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Drenthe,35,ASSET Rail,238000.292,575503.511,0,53.15981068,6.62813194,,,,
1119,00a8d40c-178c-4412-b2e1-df746e3a5df5,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,69.121923,"69,121923",70.857387,"70,857387",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Drenthe,35,ASSET Rail,238096.691,575336.872,0,53.15829867,6.6295299,,,,
1120,e1287a54-6eb6-4ef6-abcc-09d5e4f0fdff,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,69.636944,"69,636944",28.00933,"28,009330",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Drenthe,35,ASSET Rail,237878.792,575804.714,0,53.16253548,6.62639328,,,,
1121,89992350-ac40-4325-9019-ce1428e1e4a8,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,69.22816,"69,228160",57.59313,"57,593130",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Drenthe,35,ASSET Rail,238047.665,575431.168,0,53.15915342,6.62882141,,,,
1122,27b1ae33-7da8-41b2-81e4-55351bfd9360,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,69.365964,"69,365964",27.404116,"27,404116",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Drenthe,35,ASSET Rail,237971.784,575550.615,0,53.16023828,6.62771794,,,,
1123,bb14266d-2daa-47ba-91c6-72634f0d16ac,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,68.512023,"68,512023",27.970538,"27,970538",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Drenthe,35,ASSET Rail,238265.678,574752.257,0,53.15302029,6.63190475,,,,
1124,45a6f029-4e3a-4c91-9276-f6878096a28d,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,68.251913,"68,251913",66.862777,"66,862777",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Drenthe,35,ASSET Rail,238360.088,574499.036,0,53.15073069,6.63325026,,,,
1125,2c8fc1c0-ad69-4354-a953-11b1f733b75d,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,68.599113,"68,599113",64.397591,"64,397591",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Drenthe,35,ASSET Rail,238272.939,574845.257,0,53.15385467,6.63203729,,,,
1126,d8ff385c-e5e7-476b-ae57-5063b1518be1,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,68.560615,"68,560615",65.364951,"65,364951",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Drenthe,35,ASSET Rail,238285.915,574809.569,0,53.15353204,6.632222,,,,
1127,923269e4-d5ee-4572-bf9a-6c889f02f404,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,68.4695,"68,469500",72.404937,"72,404937",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Drenthe,35,ASSET Rail,238320.692,574721.073,0,53.15273159,6.63271888,,,,
1128,26a84495-73ee-42b4-970c-da8dd8549d24,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,69.310549,"69,310549",57.197175,"57,197175",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Drenthe,35,ASSET Rail,238019.031,575508.857,0,53.15985581,6.62841342,,,,
1129,958ae5a4-1814-4247-a02a-89978a34bf82,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,69.686803,"69,686803",27.768546,"27,768546",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Drenthe,35,ASSET Rail,237861.466,575851.629,0,53.16295964,6.62614634,,,,
1130,65cb1b3a-50f4-4398-8eca-a8e5b70476dc,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,68.599771,"68,599771",73.203941,"73,203941",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Drenthe,35,ASSET Rail,238281.083,574848.67,0,53.15388407,6.63215988,,,,
1131,41dcfd3b-1a46-4818-8cb7-d3eb36a362a4,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,68.1016,"68,101600",26.818799,"26,818799",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Drenthe,35,ASSET Rail,238333.56,574342.823,0,53.14933139,6.63281346,,,,
1132,c16c5284-a46b-45d4-ba4d-0e1348266580,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,68.915663,"68,915663",65.52662,"65,526620",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Drenthe,35,ASSET Rail,238163.569,575141.446,0,53.1565326,6.63047911,,,,
1133,bf3c7c34-f4e2-4b78-ab72-102f05c54805,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,68.926398,"68,926398",24.515165,"24,515165",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Drenthe,35,ASSET Rail,238121.4,575137.155,0,53.15650059,6.62984773,,,,
1134,db3ad3ce-551c-42af-93b6-c59058f8473e,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,68.685587,"68,685587",65.722556,"65,722556",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Drenthe,35,ASSET Rail,238243.68,574928.579,0,53.15460778,6.63162151,,,,
1135,39155233-857c-45bc-9efe-bc6a25ea8a06,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,67.953416,"67,953416",19.873759,"19,873759",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Drenthe,35,ASSET Rail,238331.47,574193.746,0,53.1479924,6.63274371,,,,
1136,728fc032-ce8e-485f-a016-edea6735c2f2,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,69.736869,"69,736869",27.651741,"27,651741",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Drenthe,35,ASSET Rail,237844.164,575898.644,0,53.16338469,6.62589979,,,,
1137,4370464b-0816-4243-8e8c-9ea35631a031,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,68.52536,"68,525360",70.594827,"70,594827",ProRail,Noord-Oost,NO,BASIS,Drenthe,440,Drenthe,35,ASSET Rail,238301.917,574778.267,0,53.15324834,6.63245307,,,,
1138,4f8bd216-adf6-467a-9896-2d949b6b17e2,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,41.300645,"41,300645",-2.472409,"-2,472409",ProRail,Zuid,Z,BASIS,Betuwe,320,Den Bosch,21,Strukton Rail,164989.108,419652.026,0,51.76546287,5.53190641,,,,
1139,894b48fb-6b8a-4f45-a3de-4697b70c75e6,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,39.196027,"39,196027",-17.121426,"-17,121426",ProRail,Zuid,Z,BASIS,Brabant,330,Boxtel,23,ASSET Rail,150304.321,399496.591,0,51.58436547,5.31944946,,,,
1140,692f484f-1f60-456d-9697-ff89fc55ffcd,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,39.206748,"39,206748",13.112683,"13,112683",ProRail,Zuid,Z,BASIS,Brabant,330,Boxtel,23,ASSET Rail,150289.477,399468.058,0,51.58410887,5.31923567,,,,
1141,1d212981-3469-4b71-89ef-aa2ed59dd330,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,035,,35,035__,Lunetten - De Haar Aansl.,38.22271,"38,222710",-12.843474,"-12,843474",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,138158.678,453575.669,0,52.07021063,5.14157472,,,,
1142,e0cdfdca-9629-447d-a5aa-902de1023b29,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,613,,613,613__,Ede=Wageningen,75.39229,"75,392290",-16.471335,"-16,471335",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,Gelderse Vallei,29,Strukton Rail,174566.569,448880.923,0,52.0279239,5.67230904,,,,
1143,fd99c67a-d0ec-45a6-b885-49260722407f,,120,Bestaand,,Laser,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,613,,613,613__,Ede=Wageningen,75.368807,"75,368807",-17.512929,"-17,512929",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,Gelderse Vallei,29,Strukton Rail,174544.478,448888.615,0,52.02799381,5.6719876,,,,
1144,1ce0dd2f-86b9-4379-ad19-83e05cfe084b,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,613,,613,613__,Ede=Wageningen,75.413278,"75,413278",-16.878389,"-16,878389",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,Gelderse Vallei,29,Strukton Rail,174586.914,448875.265,0,52.02787232,5.67260516,,,,
1145,a687aba3-f0d4-41d2-bd41-27c13c4bf3b3,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,9.114895,"9,114895",-23.288192,"-23,288192",ProRail,Zuid,Z,BASIS,De Peel,300,Venlo,27,ASSET Rail,202249.415,380817.347,0,51.41450468,6.06639796,,,,
1146,99b66133-0d0d-4c01-bb7a-5292f58eb6cc,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,8.599659,"8,599659",-23.459158,"-23,459158",ProRail,Zuid,Z,BASIS,De Peel,300,Venlo,27,ASSET Rail,202659.666,380504.331,0,51.41165673,6.07225255,,,,
1147,266f16a0-820a-4fe2-a753-52033645da0a,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,517,a,517,517_a,Venlo,0.090415,"0,090415",-112.095179,"-112,095179",ProRail,Zuid,Z,BASIS,De Peel,300,Venlo,27,ASSET Rail,209442.179,375365.332,0,51.36485374,6.16894371,,,,
1148,372c0200-5a12-4268-902e-9bc91c8798c4,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,517,a,517,517_a,Venlo,0.059515,"0,059515",-37.53427,"-37,534270",ProRail,Zuid,Z,BASIS,De Peel,300,Venlo,27,ASSET Rail,209508.781,375409.809,0,51.36524707,6.16990684,,,,
1149,95aef0bb-c04d-4827-96c8-f56577dda99f,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,517,a,517,517_a,Venlo,0.060837,"0,060837",-37.138041,"-37,138041",ProRail,Zuid,Z,BASIS,De Peel,300,Venlo,27,ASSET Rail,209507.981,375410.849,0,51.3652565,6.16989551,,,,
1150,0939ba1f-cee9-4cf7-9d9f-7db7f7210122,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,517,a,517,517_a,Venlo,0.062141,"0,062141",-41.081502,"-41,081502",ProRail,Zuid,Z,BASIS,De Peel,300,Venlo,27,ASSET Rail,209504.715,375408.318,0,51.36523406,6.16984823,,,,
1151,d0ac945b-7b02-4db2-976f-1c4a0f7dd7d6,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,517,a,517,517_a,Venlo,0.060847,"0,060847",-41.472997,"-41,472997",ProRail,Zuid,Z,BASIS,De Peel,300,Venlo,27,ASSET Rail,209505.496,375407.297,0,51.36522481,6.16985928,,,,
1152,dcaaf202-71d5-44fb-af01-348ed9ed6e35,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,517,a,517,517_a,Venlo,0.065165,"0,065165",-49.887725,"-49,887725",ProRail,Zuid,Z,BASIS,De Peel,300,Venlo,27,ASSET Rail,209497.334,375402.727,0,51.36518453,6.16974139,,,,
1153,c797244a-0c26-4c6a-a7fc-11bcb846fa31,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,517,a,517,517_a,Venlo,0.067895,"0,067895",-58.386174,"-58,386174",ProRail,Zuid,Z,BASIS,De Peel,300,Venlo,27,ASSET Rail,209490.358,375397.229,0,51.36513578,6.16964038,,,,
1154,49f45b5a-ef3e-4c3d-8afc-1dd930a14d81,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,517,a,517,517_a,Venlo,0.070803,"0,070803",-67.220106,"-67,220106",ProRail,Zuid,Z,BASIS,De Peel,300,Venlo,27,ASSET Rail,209483.052,375391.552,0,51.36508546,6.16953461,,,,
1155,764e3710-26bb-4a90-bcee-9dc761f82395,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,517,a,517,517_a,Venlo,0.069222,"0,069222",-67.708182,"-67,708182",ProRail,Zuid,Z,BASIS,De Peel,300,Venlo,27,ASSET Rail,209484,375390.297,0,51.36507409,6.16954802,,,,
1156,1bc1e5d3-7ac5-4b36-925a-0198b29e50c6,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,517,a,517,517_a,Venlo,0.073728,"0,073728",-75.752846,"-75,752846",ProRail,Zuid,Z,BASIS,De Peel,300,Venlo,27,ASSET Rail,209475.904,375386.132,0,51.36503744,6.16943114,,,,
1157,8333c53f-08ed-4759-aeda-22b411040955,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,517,a,517,517_a,Venlo,0.074918,"0,074918",-84.942942,"-84,942942",ProRail,Zuid,Z,BASIS,De Peel,300,Venlo,27,ASSET Rail,209469.728,375379.234,0,51.36497603,6.1693414,,,,
1158,90e19352-b806-45db-a233-d542001226f1,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,517,a,517,517_a,Venlo,0.079963,"0,079963",-94.211059,"-94,211059",ProRail,Zuid,Z,BASIS,De Peel,300,Venlo,27,ASSET Rail,209460.515,375374.356,0,51.36493308,6.16920837,,,,
1159,04d2f272-b335-4171-a918-785f7da7b5d8,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mt-Vl,Maastricht - Venlo ,517,b,517,517_b,Venlo,69.757994,"69,757994",-47.982625,"-47,982625",ProRail,Zuid,Z,BASIS,De Peel,300,Venlo,27,ASSET Rail,209663.547,375220.397,0,51.36352969,6.17209971,,,,
1160,07e27815-7998-47fb-b66a-b7c6438c6f3b,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mt-Vl,Maastricht - Venlo ,517,b,517,517_b,Venlo,69.756758,"69,756758",-47.952579,"-47,952579",ProRail,Zuid,Z,BASIS,De Peel,300,Venlo,27,ASSET Rail,209664.371,375219.467,0,51.36352125,6.17211139,,,,
1161,e616bc5c-286a-4026-90c8-20d34014b2b8,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mt-Vl,Maastricht - Venlo ,517,b,517,517_b,Venlo,69.757069,"69,757069",-56.838256,"-56,838256",ProRail,Zuid,Z,BASIS,De Peel,300,Venlo,27,ASSET Rail,209657.378,375213.976,0,51.36347257,6.17201014,,,,
1162,e3265a1e-73df-4287-b9c5-fccb43abbdff,,60,Bestaand,,Fotogrammetrie,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mt-Vl,Maastricht - Venlo ,517,b,517,517_b,Venlo,69.758831,"69,758831",-74.918096,"-74,918096",ProRail,Zuid,Z,BASIS,De Peel,300,Venlo,27,ASSET Rail,209642.418,375203.67,0,51.36338139,6.17179376,,,,
