OBJECTID,PUIC,NAAM,AFKORTING,RICHTING,GELDIG_VANAF,PUBLICATIEDATUM,VLPOST_PUIC,VLPOST_NAAM,VLPOST_OMSCHRIJVING
376,26690794-5418-4347-a031-eda262a9b088,Apn_Ztwo,103001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
377,f3a42988-331e-401c-af19-1fa49dc2a6d4,Dld_Amfva,090001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
378,a4a58072-6d78-48f6-b1ff-e02056337cf7,Abr_Arn,127009,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
379,0d60f78e-050e-478d-b85c-265f993c35ee,Ypb_Ldd,107006,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,bde0944a-d3df-446d-85b1-60b8789b4eb1,GV,Den Haag HS
380,f0920dc2-4aa0-43dc-ac6c-0655683797dd,Bloa_Uto,093004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
381,55b0ad1d-9eae-403b-9dee-5026a4bb9fc2,Vdm_Vdma,305002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
382,c7ea030c-cb83-4969-962e-dcde0847958e,Sd_St,091003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
383,8dc8e0e1-e980-46d5-9ca0-d7ec65da275a,Gvmw_Rsw,112006,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,bde0944a-d3df-446d-85b1-60b8789b4eb1,GV,Den Haag HS
384,3421bb8e-b90f-484c-91f3-d0b58e32e3b5,Ana_Kgs,073003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
385,21413658-9b0c-49f0-bf33-691cf9aa457d,Sdt_Gnd,118007,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
386,5cc8b160-0105-4b8a-ba4b-e14d1200fa3e,Twl_Dv,023003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
387,29976b6d-e132-4377-a36c-7287c0480cd9,Tba_Tbi,124003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
388,25b4df00-973d-4070-a783-605411eddd85,Ddm_Dmnz,027003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
389,fb7bac8e-727f-45c9-9913-bf200a1f1111,Bsd_Gdm,118001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
390,2b777f99-c005-42f4-b355-1b12d4d0d1fb,Gs_Ha,127007,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
391,70b5ff71-fe47-4b6d-ba04-8937910bf4e9,Eml_Hd,017005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
392,579c9216-d745-4551-9d54-fcf045449e5a,Dtch_Wl,212006,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
393,a1b3bda6-2f62-48da-bbf0-b06595d2e556,Ow_Rs,047003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
394,a7dd72e2-583d-4278-8089-26f998282f97,Ahp_Va,037002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
395,bfb1ae8b-9f79-4df1-bbc5-9028dbd2fd8f,Ahpr_Vp,034001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
396,580350c6-af45-471a-a1be-159c920fb095,Amr_Hlo,075004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
397,839ad9d9-b1f1-4341-9b79-e249e7186bdc,Rm_Mbt,062003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
398,94fbd378-4a16-4545-ae7d-ffcf1a1e440d,Lw_Grs,002009,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
399,6536406d-22c6-4e26-a226-c178f201e208,Mbrvo_Rvs,047007,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
400,86a3a7cd-b5b8-4cc7-9d8d-b4b0b4adbeb0,Dvnk_Vst,104003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,bde0944a-d3df-446d-85b1-60b8789b4eb1,GV,Den Haag HS
401,16328d01-7444-4d0a-bc2d-4dcc54b00fba,Kg_Mpa,012001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
402,9a8b7809-8025-4bd3-a38b-d7e4e35d364d,Mdaz_Ztmo,107001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
403,8b98c6f9-1525-436d-affa-04743215d410,Ed_Klp,108002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
404,264141d5-dc91-4367-adb3-e33bf76dbd43,Atn_Vsv,212002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
405,4fddac8f-f023-4479-90ad-dedfc416206b,Otb_Wf,036002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
406,616ee346-c937-4745-9b81-dd0a382ec4af,Hgz_Mth,004003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
407,271a1216-0445-48e0-91b5-51e611d4d2f1,Hdl_Ozbm,046003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
408,48208114-f8c5-4c5b-8173-f01f2e253696,Zzs_Wm,078004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
409,cf713c18-32d9-4cb7-b2a0-55441bc2e378,Gw_Hrmk,009013,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
410,f293d111-c4b4-4611-bd40-669449a38d85,Hrm_Mg,008001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
411,5eab78fe-b989-49f0-a20a-4f3de1d70174,Edn_Edng,071003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
412,e42d8e58-70e3-4352-a6e8-e38d87a26f29,Gp_Hze,057002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
413,7fb9b38f-b814-4fe3-8583-7c48ae0495d4,Hmh_Hmbv,055008,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
414,c158b9a5-3348-4248-8ecd-8856de80c6cc,Utln_Ut,117002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
415,cc25371b-6bf0-48af-92af-9814229d1a09,Dn_Grvn,055003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
416,b95a4f00-05d8-405b-bf99-fc0817b478fc,Rta_Rtngo,132004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Rotterdam Centraal
417,c7e001ca-ca43-4f78-9ef5-39dd21619759,Nwk_Nwki,132000,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
418,ec72c3bf-ba27-466f-a6c7-c2ce14cc1475,Har_Vndw,109001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
419,9d85ff41-530c-4f01-8c8e-fc9a6e1eb7e2,Hgl_Hglo,026001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
420,7af71e3f-c7a8-4d26-8f06-9920fb66d4c2,Hlmkr_Ovn,083001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
421,108c29e0-fa60-45f5-874d-3d8e180b494a,Hlms_Spbr,084006,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
422,69cf96b4-8d6b-48de-9b6a-b4b0d4b0ceb1,Hgv_Vama,012003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
423,0eb6a2fc-adea-49ce-ba15-13119704445c,Tbg_Vsv,212003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
424,c67dbb36-185e-4364-bf0e-96df3e22d6e1,Gnl_Wha,003001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
425,c5be1cab-1bba-4ee0-96d0-21f21220cb7b,Fwd_Dwe,002006,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
426,4ff86eba-a32d-4303-8351-1c91ac7e1644,Sda_Ws,005003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
427,eb44e181-d4c9-49a2-8a54-aaae4b844813,Hvs_Hvsn,087006,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort
428,57308c00-05bb-4765-bfb4-12f06dd409ae,Kv_Vtbr,087001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
429,71ccab99-0787-48d8-8273-60ce7a2c2f57,Zvg_Zvo,039001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
430,532b4650-2f12-4967-9ad2-100f10738181,Ddn_Ddnser,031007,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
431,13a7c6ed-2a97-4cfe-8272-15fc68dce52e,Efd_Lr,031002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
432,9e694fe8-3c7b-4cba-8b68-9142439943fa,Vd_Zpgea,210001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
433,d01885e3-d020-4187-922b-97445b2902ff,Zha_Zlw,121003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
434,0fb5742b-27ef-4e39-b1a3-ba9d6450e7a2,Nvp_Rvbr,133004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
435,910ab846-5561-4696-a418-be965750f16d,Hno_Zlgea,206004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
436,0d8df102-9be2-4f4f-b88e-b808b341f974,Zlsh_Zl,015001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
437,4004f8e3-ecd4-43a9-b507-219a30dde69d,Btl_Ot,125001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
438,1578f0c7-bc0b-478d-b93b-4529449cbeee,Rsn_Wdn,024004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
439,a4e1ae69-2e1a-4e82-813d-bfaf635390da,Kmr_Sog,067003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
440,bccc6fd5-de22-49a5-b59f-1a249bdccbc4,Hrl_Hrlk,065001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
441,f7679738-ad45-42ad-9bc8-ff60ced47b95,Cvm_Krd,309003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
442,689860c8-a1d9-47fa-b9c6-a9cdd7785824,Han_Eghm,066002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
443,12272d6a-208f-4532-975c-ffa09181e3c1,Drp_Fn,001005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
444,bb2ce6fc-1b7e-4781-83cc-c8ff4c8f3d81,Nmd_Wc,047009,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
445,cc2975b9-6950-49c5-93b5-4b58d8214353,Mmlh_Nmh,049002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
446,218ad046-040a-4593-b430-8ebb733e41ee,Bgn_Kraga,127000,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
447,39103613-ceb4-474a-8f1f-c987a4be93ad,Gnl_Hrn,011012,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
448,76d31cec-3265-46ef-a57f-6cd1c5bfd5cb,Asn_Onz,011001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
449,d979f72c-23d0-46d5-b822-bfc3c945c557,Amlbp_Vz,205001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
450,4e472f85-7bb5-4f27-867b-98e916946f7a,Erp_Erpw,950008,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
451,edea6acd-e4b1-403e-ba6f-8603a626448e,At_Bet,054008,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
452,83357c50-4a8d-4392-857b-41a777657b1d,Kraga_Rsd,127102,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
453,1ecbca5b-e3e4-44c2-9a38-951e45a68b93,Grvn_Hrt,055002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
454,9b507056-434d-41c0-9837-ec87d31d902a,Lp_Stm,201004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
455,8e6c59ef-b33d-4612-bdf5-32ff957e3628,Htba_Wz,017009,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
456,0388aeb8-6b2d-4f1d-8199-cafce649eec4,Sgl_Vk,070004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
457,43fd93ad-c131-4d3b-9b9d-3d9a137f1094,Mlo_Vry,052004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
458,ed05b114-7eca-49f0-9f47-d52523495eba,Bgk_Ck,049005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
459,7d319dbe-4def-4423-a8b0-0022c6b4497d,Asra_Skbr,144003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Centraal
460,a843aaec-aa9d-457c-be36-7177d7bf03c7,Mmlh_Ck,049006,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
461,bb97f0da-79aa-47ac-85f5-e87b41164686,Bdpb_Nvbro,121002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,6b0db470-f883-4c80-ac9d-5a57fae2a3d1,RSD,Roosendaal
462,ac76ad06-c4d9-497a-b790-37cf2cf181ec,Vb_Ypb,107004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,bde0944a-d3df-446d-85b1-60b8789b4eb1,GV,Den Haag HS
463,fa7bfc4e-6f06-43b4-9348-7d4a3aebff68,Mbrvo_Wc,047008,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
464,fc262b72-6b94-44df-9d49-58f577c0b7fe,Dln_Naa,204009,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
465,80ae3c51-44e5-484b-8906-910aa553d479,Bf_Wsm,200001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
466,7e74c70d-434e-4e1b-b21e-e749c0049031,Nvd_Rat,206002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
467,5b39a24f-8bb8-4d4e-9fe8-4f688b56bfbe,Swk_Wv,009005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
468,c201e904-922b-4d99-b60d-bdaa85516727,Hr_Hry,009007,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
469,78f3756d-6b74-46e4-a9af-3f9631edc97a,Hmta_Rdwa,139002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
470,bdb809bd-9893-489a-8f43-0e072123058b,Utln_Utza,117001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
471,40391eac-749e-46cc-8aae-947afc2820cd,Kfhan_Brda,116011,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,
472,06b29e14-173a-463e-aefe-d10ab817eb7d,Bk_Lut,063003,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
473,ce5daff1-6119-4945-b48b-1686f576e2a5,Bmn_IJbza,033002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem
474,5cda63d7-eb8a-4146-80ce-78c8298599d2,Gz_Tbr,123002,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
475,df9e4c59-30e2-4f06-9b57-8f1afb6c93ee,Rm_Smz,060001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,58952f87-ac7f-4dc4-a8a2-387ad0f9930e,MT,Maastricht
476,d87b9e9c-b16a-4d01-a3ed-640493702a20,Kma_Utg,078001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a56b23bc-cb77-4f10-a828-fb5a88619d57,AMR,Alkmaar
477,8a39ef53-8a91-4fe5-988d-d1c3136d06f2,Wad_Wadt,226006,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal
478,899d9a99-6c89-4b2d-86ea-a432357bfb90,Hdb_Mrb,204004,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3bef168d-3932-454c-832c-82fde8c67d14,ZL,Zwolle
479,f3e66e42-fb2f-4862-88a0-b0f3e10178c0,Tbi_Vga,124001,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven
480,ca75d4d4-cfaf-4cb7-91c4-824b781ce3f8,IJt_Wmb,008005,Onbekend,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen
