STRAATNAAM;BUURT;WIJK;STADSDEEL;FOTO;ID;COUNTER
Jacob van Campenplein;Schildersbuurt-oost;Schildersbuurt;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\JacobvanCampenplein.jpg;1198044;104
Jan Blankenstraat;Huygenspark;Stationsbuurt;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\JanBlankenstraat.jpg;1198045;105
Joubertstraat;Transvaalkwartier-noord;Transvaalkwartier;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Joubertstraat.jpg;1198046;106
Kaapseplein;Transvaalkwartier-zuid;Transvaalkwartier;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Kaapseplein.jpg;1198047;107
Korte Vleerstraat;Kortenbos;Centrum;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\KorteVleerstraat.jpg;1198048;108
Kraijenhoffstraat;Huygenspark;Stationsbuurt;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Kraijenhoffstraat.jpg;1198049;109
Marktweg;Groente- en Fruitmarkt;Groente- en Fruitmarkt;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Marktweg.JPG;1198050;110
Pretoriusstraat;Transvaalkwartier-noord;Transvaalkwartier;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Pretoriusstraat.JPG;1198051;111
Waterloostraat;Schildersbuurt-noord;Schildersbuurt;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Waterloostraat.jpg;1198052;112
Zusterstraat;Schildersbuurt-west;Schildersbuurt;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Zusterstraat.jpg;1198053;113
Paleistuin;Kortenbos;Centrum;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Paleistuin.jpg;1198054;114
Aarnout Drostlaan;Laakkwartier-west;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\AarnoutDrostlaan.jpg;1198055;115
Beetsstraat;Spoorwijk;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Beetsstraat.jpg;1198056;116
Wulpplantsoen;Morgenweide;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Wulpplantsoen.jpg;1198091;117
Stiemensvaart;Waterbuurt;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Stiemensvaart1.jpg;1198092;118
Ipenrodeplantsoen;Parkbuurt Oosteinde;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Ipenrodeplantsoen.jpg;1198093;119
Duivelandsestraat;Vogelwijk;Vogelwijk;Segbroek;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Duivelandsedstraat.jpg;1198094;120
Judostraat;De Velden;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Judostraat.jpg;1198096;121
Patrijsplantsoen;Morgenweide;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Patrijsplantsoen.jpg;1198097;122
IJsvogelhof;Morgenweide;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Ijsvogelhof.jpg;1198098;123
Visdiefhof;Morgenweide;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Visdiefhof.jpg;1198099;124
Steurendaal;Kraayenstein;Kraayenstein en Vroondaal;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Steurendaal.jpg;1198100;125
Ko van Dijkplein;Zonne Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\KovanDijkstraat.jpg;1198102;126
Falckstraat;Schildersbuurt-oost;Schildersbuurt;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Falckstraat.jpg;1198103;127
Romehof;Lage Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Romehof.jpg;1198104;128
Kievhof;Lage Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Kievhof.jpg;1198105;129
Tallinnhof;Lage Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Tallinnhof.jpg;1198106;130
Kalmoesplantsoen;Zonne Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Kalmoesplantsoen.jpg;1198107;131
Diepenheimplantsoen;Parkbuurt Oosteinde;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Diepenheimplantsoen.jpg;1198108;132
Welgelegenstraat;Parkbuurt Oosteinde;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Welgelegenstraat.jpg;1198109;133
Waterskistraat;De Velden;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Waterskistraat.jpg;1198110;134
Simon Vestdijkstraat;Erasmus Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\SimonVesdijkstraat1.JPG;1198251;268
Goudenregenplein;Bloemenbuurt-oost;Bomen- en Bloemenbuurt;Segbroek;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Goudenregenplein.jpg;1198252;269
Drakesteinweg;Moerwijk-zuid;Moerwijk;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Drakesteijnstraat.jpg;1198253;270
Helenastraat;Bezuidenhout-midden;Bezuidenhout;Haagse Hout;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Helenastraat.jpg;1198254;271
Pompstationsweg;Oostenduinen;Oostduinen;Scheveningen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Pompstationsweg.jpg;1198255;272
Westduinpark;Vogelwijk;Vogelwijk;Segbroek;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Kwartelpad.jpg;1198256;273
Wijkpark Bokkefort;Houtwijk;Loosduinen;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\WijkparkBokkefort.jpg;1198258;274
Baambruggestraat;Leyenburg;Leyenburg;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Baambruggestraat.jpg;1198259;275
Weigeliaplein;Heesterbuurt;Valkenboskwartier;Segbroek;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Weigeliaplein.jpg;1198260;276
Havenkade;Scheveningen Badplaats;Scheveningen;Scheveningen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Badhuiskade.jpg;1198261;277
Boegstraat;Visserijbuurt;Scheveningen;Scheveningen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Boegstraat.jpg;1198262;278
Houtkade;De Vissen;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Houtkade.jpg;1198116;179
Spiegelkarpersingel;De Vissen;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Spiegelkarpersingel.jpg;1198117;180
Goudkarpersingel;De Vissen;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Goudkarpersingel2.jpg;1198118;181
Wilgenkade;De Vissen;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Wilgenkade.jpg;1198119;182
Noorderbrink;Kraayenstein;Kraayenstein en Vroondaal;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Noorderbrink.jpg;1198120;183
Laakweg;Laakkwartier-oost;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Laakweg2.jpg;1198121;184
Allard Piersonlaan;Laakkwartier-oost;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\AllardPiersonlaan1.jpg;1198122;185
Ypenburgse Boslaan;Tedingerbroek;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\YpenburgseBoslaan.jpg;1198123;186
Lindoduin;Geuzenkwartier;Geuzen- en Statenkwartier;Scheveningen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Lindoduin.jpg;1198207;187
Biesvaren;De Bras;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Biesvaren.jpg;1198208;188
Veenwortel;De Bras;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Veenwortel.jpg;1198209;189
Paulus Potterstraat;Schildersbuurt-noord;Schildersbuurt;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\PaulusPotterstraat.jpg;1198210;190
Roerstraat;Oud Scheveningen;Scheveningen;Scheveningen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Roerstraat.jpg;1198211;191
Bitterzoetpad;De Bras;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Bitterzoetpad3.jpg;1198212;192
Pythagorasplantsoen;De Lanen;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Pythagorasplantsoen.jpg;1198213;193
Henk Kompagnelaan;De Lanen;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\HenkKompagnelaan.jpg;1198214;194
Santiagosingel;Hoge Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Santiogosingel2.jpg;1198215;195
Goudslagersgaarde;Dreven en Gaarden;Bouwlust;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Goudslagersgaarde.jpg;1198217;196
Overbergplein;Leyenburg;Leyenburg;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Overbergplein.jpg;1198218;197
Sportzicht;Zijden, Steden en Zichten;Bouwlust;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Sportzicht.jpg;1198219;198
Tasmanstraat;Sweelinckplein e.o.;Duinoord;Scheveningen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Tasmanstraat.jpg;1198220;199
Wijkermeerhof;Rietbuurt;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Wijkermeerhof.jpg;1198221;200
Hongarenburg;Burgen en Hosten;Mariahoeve en Marlot;Haagse Hout;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Hongarenburg(2).JPG;1198222;201
Carry van Bruggenhof;Erasmus Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\CarryvanBruggenhof.jpg;1198223;202
Zevenwoudenlaan;Hoge Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Zevenwoudelaan2.jpg;1198224;203
Mandelaplein;Transvaalkwartier-zuid;Transvaalkwartier;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Mandelaplein.jpg;1198225;204
Nederhoflaan;Kraayenstein;Kraayenstein en Vroondaal;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Nederhofflaan.jpg;1198226;205
Drebbelstraat;Noordpolderbuurt;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Drebbelstraat.jpg;1198227;206
Noorderbeekstraat;Valkenboskwartier;Valkenboskwartier;Segbroek;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Noorderbeekstraat.jpg;1198228;207
Eerbeeklaan;Oostbroek-noord;Rustenburg en Oostbroek;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Eerbeeklaan.jpg;1198229;208
Damloperhof;De Venen;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Damloperhof.jpg;1198230;209
Pinashof;De Venen;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Pinashof.jpg;1198231;210
Clingendael;;;Haagse Hout;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\Clingendael1198232.jpg;1198232;211
Pieter van der Meulenlaan;De Lanen;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\PietervanderMeulenlaan.jpg;1198233;212
Vuursteen;Morgenweide;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Vuursteen.jpg;1198234;213
Sandersdijk;Waterbuurt;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Sandersdijk1.JPG;1198235;214
Weidevogellaan;Morgenweide;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Weidevogellaan.jpg;1198238;215
Van Veendijk;Waterbuurt;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\VanVeendijk.jpg;1198239;216
Henk Gottlieblaan;De Lanen;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\HenkGottlieblaan.jpg;1198240;217
Frans Robbelaan;De Lanen;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\FransRobbelaan.jpg;1198241;218
Blauw Glidkruid;De Bras;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\BlauwGlidkruid.jpg;1198242;219
Veenwortel;De Bras;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Veenwortel1.jpg;1198243;220
Biesvaren;De Bras;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Biesvaren1.jpg;1198244;221
Washingtonplantsoen;Hoge Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Washingtonplantsoen.jpg;1198245;222
Noordweg;Hoge Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Noordweg.jpg;1198246;223
Beemsterhof;Rietbuurt;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Beemsterhof.jpg;1198247;224
Bergermeerstraat;Rietbuurt;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Bergermeerstraat.jpg;1198248;225
Hertenrade;Venen, Oorden en Raden;Bouwlust;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Hertenrade(2).jpg;1198249;226
Hertenrade;Venen, Oorden en Raden;Bouwlust;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Hertenrade.jpg;1198250;227
Heeswijkplein;Moerwijk-oost;Moerwijk;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Heeswijplein.jpg;1198164;228
Max Havelaarstraat;Spoorwijk;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\MaxHavelaarstraat.jpg;1198165;229
Beatrijsstraat;Moerwijk-noord;Moerwijk;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Beatrijsstraat.jpg;1198166;230
Anna Blamanplein;Groente- en Fruitmarkt;Groente- en Fruitmarkt;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\AnnaBlamanplein.jpg;1198167;231
Fruitweg;Groente- en Fruitmarkt;Groente- en Fruitmarkt;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Fruitweg.jpg;1198168;232
Frans Halsstraat;Schildersbuurt-oost;Schildersbuurt;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\FransHalsstraat.jpg;1198169;233
Van Brakelstraat;Zeeheldenkwartier;Zeeheldenkwartier;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\VanBrakelstraat.jpg;1198170;234
Burgemeester Patijnlaan;Archipelbuurt;Archipelbuurt;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\Bonistraat.jpg;1198171;235
Wagenstraat;Zuidwal;Centrum;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Wagenstraat.jpg;1198172;236
Lamgroen;Uilebomen;Centrum;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Lamgroen.jpg;1198173;237
Van Berckenrodepad;De Uithof;Bouwlust;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\vanberkenrodepad.jpg;1198174;238
Luchtenburgplein;Parkbuurt Oosteinde;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Luchtenburgplein.jpg;1198176;239
Watervogelstraat;De Vissen;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Watervogelstraat.jpg;1198177;240
Laakkade;Laakkwartier-oost;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Laakkade2.jpg;1198178;241
Nunspeetlaan;Oostbroek-zuid;Rustenburg en Oostbroek;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Nunspeetlaan.jpg;1198179;242
Laan van Meerdervoort;Sweelinckplein e.o.;Duinoord;Scheveningen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\LaanvanMeerdervoort.jpg;1198180;243
Graskarpersingel;De Vissen;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Graskarpersingel.jpg;1198181;244
Klaverveld;De Velden;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Klaverveld.jpg;1198182;245
Kepplerplein;Koningsplein e.o.;Regentessekwartier;Segbroek;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Kepplerstraat.jpg;1198184;246
Eemstraat;Rivierenbuurt-zuid;Stationsbuurt;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Eemstraat.jpg;1198185;247
Stephanus Cousijnsstraat;Waldeck-zuid;Waldeck;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\StephanusCousijnsstraat.jpg;1198186;248
Stephanus Cousijnsstraat;Waldeck-zuid;Waldeck;Loosduinen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\AlbertusFreesestraat.jpg;1198187;249
Baltimorehof;Hoge Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Baltimorehog.jpg;1198188;250
Rijswijkse Landingslaan;Waterbuurt;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\RijswijkseLandingslaan3.jpg;1198189;251
De Bockstraat;Schildersbuurt-west;Schildersbuurt;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\DeBockstraat.jpg;1198190;252
Zeesluisweg;Vissershaven;Scheveningen;Scheveningen;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Zeesluisweg.jpg;1198191;253
Tom Navislaan;De Lanen;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\TomNavislaan.jpg;1198192;254
Adrianus van Driellaan;De Lanen;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\AdrianusvanDriellaan.jpg;1198193;255
Kiekendiefstraat;De Venen;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Kiekendiefstraat.jpg;1198194;256
Bentelostraat;Morgenstond-west;Morgenstond;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Bentelostraat.jpg;1198195;257
Hendrick Hamelplantsoen;Bezuidenhout-west;Bezuidenhout;Haagse Hout;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\HendrickHamelplantsoen.jpg;1198196;258
Graafschapplantsoen;Parkbuurt Oosteinde;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Graafschapplantsoen.jpg;1198197;259
Slangenwortel;De Bras;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Slangenwortel.jpg;1198198;260
Simon Vestdijkstraat;Erasmus Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\SimonVestdijkstraat.jpg;1198199;261
H. Marsmanplantsoen;Erasmus Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\H.marsmanplantsoen.jpg;1198200;262
Quitoplantsoen;Hoge Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Quitoplantsoen.jpg;1198201;263
Hans Lodeizenstraat;Erasmus Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\HansLodeizenstraat.jpg;1198203;264
Van der Woudendijk;Waterbuurt;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\VanderWoudendijk.jpg;1198204;265
Brasserhoutweg;De Bras;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Brasserhoutweg.jpg;1198205;266
Wilgenroos;De Bras;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Wilgenroos.jpg;1198206;267
Lamgroen;Uilebomen;Centrum;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Lamgroen1.jpg;1198373;349
Meppelweg;Venen, Oorden en Raden;Bouwlust;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Meppelweg.jpg;1198375;350
Wolmaransstraat;Transvaalkwartier-zuid;Transvaalkwartier;Centrum;\\APPGISIB169P02\data\data\Gisibinspectie\Speelplaats\Foto\Wolmaransstraat.jpg;1198376;351
Oosterhesselenstraat;Morgenstond-west;Morgenstond;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Oosterhesselenstraat.jpg;1198377;352
Meppelrade;Venen, Oorden en Raden;Bouwlust;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Meppelrade.jpg;1198378;353
Spoorlijn;De Vissen;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\ZoetermeerseRijweg.jpg;1198379;354
Barkashof;De Venen;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Barkashof.jpg;1198380;355
Koggehof;De Venen;Ypenburg;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Koggehof.jpg;1198381;356
Laakweg;Laakhaven-west;Laakkwartier en Spoorwijk;Laak;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Laakweg6.jpg;1198382;357
Hengelolaan;Venen, Oorden en Raden;Bouwlust;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Hengelolaan.jpg;1198383;358
Vrouw Avenweg;De Lanen;Leidschenveen;Leidschenveen-Ypenburg;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\VrouwAvenweg1.jpg;1198384;359
Haagse Bos;Haagse Bos;Haagse Bos;Haagse Hout;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\HaagseBos.jpg;1198385;360
Jaap Edenweg;De Uithof;Bouwlust;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\JaapEdenweg2.jpg;1198326;375
Tom Mandersstraat;Zonne Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\TomMandersstraat.jpg;1198327;376
Laan van Wateringse Veld;Lage Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Laanvanwateringseveld.jpg;1198328;377
Tiranahof;Lage Veld;Wateringse Veld;Escamp;\\APPGISIB169P02\data\data\Gisibinspectie\SpeelplekFotoWebGIS\Tiranahof.jpg;1198329;378
