OBJECTID,PUIC,TIJDSTIP_REGISTRATIE,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,FYSIEK_VOORKOMEN,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_NR,CONTRACTGEBIED_TYPE,PGO_GEBIED_NAAM,TECHNIEKVELD,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,BEHEERDER,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,STATUS,NAAM,OP_TALUD,Shape__Area,Shape__Length
230,0f6b0e8b87fd46888a50bb623e6fc829,2021/11/09 09:46:58+00,L0004,Prorail,bestaand,0,gesloten verharding,055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,35.215151,"35,215151",Zuid,Z,Eindhoven,24,BASIS,De Peel,BASIS,Zuid,Z,ProRail,177119.4835,386802.190174,51.46984544,5.7055473,13.227732,283,gerealiseerd,,Ja,13.2277315,17.4556877882025
231,daf1ae9ffeee430bb2d1c806efec548a,2017/08/01 13:34:37+00,L0004,Prorail,bestaand,0,gesloten verharding,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,81.326912,"81,326912",Randstad Noord,RN,Amsterdam,9,BASIS,Amsterdam,BASIS,Randstad Noord,RN,ProRail,122339.2635,487823.377209,52.37730743,4.90755494,9.0209,283,gerealiseerd,,Ja,9.0209,15.9289471151997
232,f73714c3e26240ffb66e24b71f7ce7dd,2021/05/19 07:27:01+00,L0004,Prorail,bestaand,0,open verharding,145,,145,145__,Amsterdam Sloterdijk - Amsterdam Riekerpolder,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,54.23773,"54,237730",Randstad Noord,RN,Amsterdam,9,BASIS,Amsterdam,BASIS,Randstad Noord,RN,ProRail,117425.65,487423.343154,52.37339797,4.83544227,8.770798,283,gerealiseerd,,Ja,8.770798,18.0435769962187
233,f25f759e6a404692b8d87632af6bac00,2022/02/08 07:47:17+00,L0004,Prorail,bestaand,0,gesloten verharding,059,,59,059__,Weert - Roermond,Bdl-Rm,Budel - Roermond ,85.0355,"85,035500",Zuid,Z,Roermond,25,BASIS,Limburg,BASIS,Zuid,Z,ProRail,197211.1645,359032.697204,51.21909722,5.9913869,7.625864,283,gerealiseerd,,Ja,7.6258645,17.7552700633687
234,273faf59740c4578a68f864ec1faf610,2021/04/12 10:08:44+00,L0004,Prorail,bestaand,0,gesloten verharding,055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,35.254971,"35,254971",Zuid,Z,Eindhoven,24,BASIS,De Peel,BASIS,Zuid,Z,ProRail,177086.188478,386835.288,51.47014424,5.7050702,10.242349,283,gerealiseerd,,Ja,10.2423495,13.5564706956674
235,fa01cd67c0b840078f27547b8ab3a7f4,2021/11/09 11:21:57+00,L0004,Prorail,bestaand,0,gesloten verharding,055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,35.263248,"35,263248",Zuid,Z,Eindhoven,24,BASIS,De Peel,BASIS,Zuid,Z,ProRail,177072.1405,386812.102684,51.46993639,5.70486657,13.991726,283,gerealiseerd,,Ja,13.991726,16.9800024265754
236,e9fc03acad7b48118e7275f0238ece92,2017/02/15 14:48:21+00,L0004,Prorail,bestaand,0,gesloten verharding,055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,40.622777,"40,622777",Zuid,Z,Eindhoven,24,BASIS,De Peel,BASIS,Zuid,Z,ProRail,171968.703149,386567.682,51.4679163,5.63140607,16.408977,283,gerealiseerd,,Ja,16.4089775,16.3602164861891
237,625a9984b70b430f8b773c15bbccfc0c,2020/06/29 09:29:40+00,L0004,Prorail,bestaand,0,open verharding,078,,78,078__,Uitgeest - Zaandam,Hdr-Zd,Den Helder - Zaandam ,62.605487,"62,605487",Randstad Noord,RN,Alkmaar,7,BASIS,Hollands Noorderkwartier,BASIS,Randstad Noord,RN,ProRail,112208.069552,500973.5015,52.49479152,4.75709787,1.975033,283,gerealiseerd,,Nee,1.975033,5.88114657029119
238,7aebe788701d4ee29bb59d005b9068d6,2021/09/02 11:47:37+00,L0004,Prorail,bestaand,0,open verharding,107,,107,107__,Moordrecht Aansl. - Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,14.021107,"14,021107",Randstad Zuid,RZ,Den Haag,2,BASIS,Den Haag,BASIS,Randstad Zuid,RZ,ProRail,92462.1405,451427.409997,52.04763021,4.47554299,8.689859,283,gerealiseerd,,Ja,8.689859,12.1687911362928
239,42b8b0b3966d4ca49a5e5ccabbcf25ec,2015/05/13 15:34:29+00,L0004,Prorail,bestaand,0,gesloten verharding,158,,158,158__,Ressen = Bemmel - Zevenaar,Brech-Brzv,Betuweroute Echteld - Betuweroute Zevenaar ,91.898216,"91,898216",Randstad Zuid,RZ,A15trace,71,BASIS,Zee-Zevenaar,BASIS,Randstad Zuid,RZ,ProRail,188926.2245,434810.94201,51.90077125,5.88014732,7.749441,283,gerealiseerd,,Ja,7.7494405,15.6065338522402
240,061697b826b357ffe054001f290de076,2023/01/22 20:09:30+00,G0794,Helmond,bestaand,0,gesloten verharding,055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,35.53201,"35,532010",Zuid,Z,Eindhoven,24,BASIS,De Peel,BASIS,Zuid,Z,ProRail,176816.8345,386903.562249,51.47076843,5.70119789,21.845408,283,gerealiseerd,,Nee,21.845408,23.9482409415442
241,061697b826b457ffe054001f290de076,2020/07/08 12:02:03+00,G0794,Helmond,bestaand,0,gesloten verharding: cementbeton,055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,35.510092,"35,510092",Zuid,Z,Eindhoven,24,BASIS,De Peel,BASIS,Zuid,Z,ProRail,176837.025787,386894.021,51.47068188,5.7014879,18.471122,283,gerealiseerd,,Nee,18.471122,22.8336219406461
242,35352e240673451195dfb6fb0c751913,2015/05/13 15:34:29+00,L0004,Prorail,bestaand,0,gesloten verharding,158,,158,158__,Ressen = Bemmel - Zevenaar,Brech-Brzv,Betuweroute Echteld - Betuweroute Zevenaar ,91.596295,"91,596295",Randstad Zuid,RZ,A15trace,71,BASIS,Zee-Zevenaar,BASIS,Randstad Zuid,RZ,ProRail,188624.8575,434798.778,51.90068021,5.87576745,10.722435,283,gerealiseerd,,Ja,10.7224345,20.9978023763977
243,a935094c57450345e05332a1e90a7579,2020/07/09 18:12:58+00,L0004,Prorail,bestaand,1,gesloten verharding,502,b,502,502_b,Meppel,Zl-Lw,Zwolle - Leeuwarden ,100.661801,"100,661801",Noord-Oost,NO,Drenthe,35,BASIS,Drenthe,BASIS,Noord-Oost,NO,ProRail,209790.5895,522900.557055,52.69076456,6.19759318,43.305914,283,gerealiseerd,,,43.305914,38.2867186721432
244,0d76289612c44eb580b3a117b77e9d5d,2020/08/10 10:47:26+00,L0004,Prorail,bestaand,0,gesloten verharding,011,,11,011__,Assen - Haren,Mp-Gn,Meppel - Groningen ,68.832039,"68,832039",Noord-Oost,NO,Drenthe,35,BASIS,Drenthe,BASIS,Noord-Oost,NO,ProRail,238159.525958,575052.2,53.1557302,6.63039548,2.120817,283,gerealiseerd,,Ja,2.1208165,7.60421815687796
245,690e6e87294f4560a403f68e6a2fd9da,2020/12/15 14:46:55+00,L0004,Prorail,bestaand,0,gesloten verharding,508,,508,508__,Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,91.130347,"91,130347",Noord-Oost,NO,Achterhoek,30,BASIS,Gelre,BASIS,Noord-Oost,NO,ProRail,189547.517,444389.176085,51.9868216,5.89013792,5.723734,283,gerealiseerd,,Ja,5.7237335,11.8192895071691
246,8a6c83d7ad844639a912ef664d4eb433,2015/10/22 09:13:32+00,L0004,Prorail,bestaand,0,gesloten verharding,036,,36,036__,Ede=Wageningen - Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,79.249269,"79,249269",Noord-Oost,NO,Gelderse Vallei,29,BASIS,Veluwe,BASIS,Noord-Oost,NO,ProRail,178263.294,447769.929602,52.01779566,5.72609789,1.428638,283,gerealiseerd,,Ja,1.428638,4.84457157059293
247,d121428d32e24cef91891eb7f35a6e47,2016/09/05 10:46:21+00,L0004,Prorail,bestaand,0,gesloten verharding,108,,108,108__,De Haar Aansl. - Ede=Wageningen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,67.835996,"67,835996",Noord-Oost,NO,Gelderse Vallei,29,BASIS,Veluwe,BASIS,Noord-Oost,NO,ProRail,167310.4035,451005.51204,52.04722877,5.5666561,2.268572,283,gerealiseerd,,Ja,2.268572,6.37369487735912
248,f11a0069b4c0478299d2c66c2edb98d0,2018/04/24 11:40:32+00,L0004,Prorail,bestaand,0,open verharding,109,,109,109__,Rhenen - De Haar Aansl.,Rhn-Har,Rhenen - De Haar Aansl. ,31.260578,"31,260578",Randstad Noord,RN,Maarn,16,BASIS,Eemland,BASIS,Randstad Noord,RN,ProRail,166104.8535,447941.941685,52.01971867,5.54898286,5.551622,283,gerealiseerd,,Nee,5.551622,9.45794393072864
249,7c6292f4dea6499b9bedc17dddaa4f7c,2015/10/22 09:13:30+00,L0004,Prorail,bestaand,0,gesloten verharding,036,,36,036__,Ede=Wageningen - Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,87.326209,"87,326209",Noord-Oost,NO,Gelderse Vallei,29,BASIS,Veluwe,BASIS,Noord-Oost,NO,ProRail,185973.0345,445362.322707,51.99577919,5.83819102,8.41206,283,gerealiseerd,,Ja,8.41206,13.575532098568
250,b0efa2f385fd40f5af72cd156132face,2015/10/22 09:13:31+00,L0004,Prorail,bestaand,0,gesloten verharding,036,,36,036__,Ede=Wageningen - Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,83.089377,"83,089377",Noord-Oost,NO,Gelderse Vallei,29,BASIS,Veluwe,BASIS,Noord-Oost,NO,ProRail,181957.252,446698.209148,52.00799577,5.77982515,2.15267,283,gerealiseerd,,Ja,2.15267,6.5452957288159
251,26655e7bae293488e0532e0310acc97f,2017/03/30 15:38:26+00,G0345,Veenendaal,bestaand,0,open verharding: tegels,109,,109,109__,Rhenen - De Haar Aansl.,Rhn-Har,Rhenen - De Haar Aansl. ,31.318079,"31,318079",Randstad Noord,RN,Maarn,16,BASIS,Eemland,BASIS,Randstad Noord,RN,ProRail,166074.671,447990.567557,52.02015633,5.54854473,4.843336,283,gerealiseerd,,Nee,4.8433365,8.80802712469597
252,f756263a8aed4309aa5510e91f6aeb91,2021/04/20 13:30:00+00,G0995,Lelystad,bestaand,0,open verharding: tegels,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,42.471837,"42,471837",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,160906.356332,504720.7705,52.53011023,5.47424424,12.105881,283,gerealiseerd,,Nee,12.105881,22.5851134034718
253,9ba8f16e2a3f4aa48cc5727833066654,2015/10/08 13:34:00+00,L0004,Prorail,bestaand,0,gesloten verharding,589,b,589,589_b,Duivendrecht,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,4.477906,"4,477906",Randstad Noord,RN,Duivendrecht,10,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,124325.407689,481691.573,52.32231314,4.93728112,19.968141,283,gerealiseerd,,Ja,19.9681415,30.3256897873428
254,8abeacd5439b75760000000a0421cab4,2019/11/28 13:34:15+00,G0718,Vlissingen,bestaand,0,open verharding: beton element,127,a,127,127_a,Roosendaal - Vlissingen,Rsd-Vs,Roosendaal - Vlissingen ,71.992964,"71,992964",Zuid,Z,Goes,18,BASIS,Zeeland,BASIS,Zuid,Z,ProRail,30496.4555,387734.166889,51.46490464,3.59540481,10.53505,283,gerealiseerd,,Nee,10.53505,13.9781190322414
255,f284cfcf4b0c4029ac08cb1ddae804de,2022/04/09 15:45:23+00,G0363,Amsterdam,bestaand,0,open verharding,128,,128,128__,Diemen Aansl. - Weesp Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,11.857327,"11,857327",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,130653.099,481337.061347,52.31944348,5.0301169,4.364647,283,gerealiseerd,,Nee,4.3646475,8.81759353814989
256,9e890c79c3e119fde05332a1e90a3664,2020/03/03 16:36:15+00,L0004,Prorail,bestaand,0,gesloten verharding,009,,9,009__,Meppel - Leeuwarden,Zl-Lw,Zwolle - Leeuwarden ,113.928008,"113,928008",Noord-Oost,NO,Friesland,36,BASIS,Wadden,BASIS,Noord-Oost,NO,ProRail,204842.992,533835.43654,52.78950351,6.12607506,2.715427,283,gerealiseerd,,,2.715427,6.84582577437573
257,b096802cf6ec5528e0530b29a8c0e7f7,2022/06/01 12:48:36+00,L0004,Prorail,bestaand,0,gesloten verharding,008,,8,008__,Leeuwarden - Stavoren,Lw-Stv,Leeuwarden - Stavoren ,21.783119,"21,783119",Noord-Oost,NO,Friesland,36,BASIS,Wadden,BASIS,Noord-Oost,NO,ProRail,172695.807234,560615.622,53.03216084,5.65098818,1.459736,283,gerealiseerd,,,1.4597355,6.41177921259342
258,b096802cf68c5528e0530b29a8c0e7f7,2020/10/09 23:42:38+00,L0004,Prorail,bestaand,0,gesloten verharding,008,,8,008__,Leeuwarden - Stavoren,Lw-Stv,Leeuwarden - Stavoren ,21.808216,"21,808216",Noord-Oost,NO,Friesland,36,BASIS,Wadden,BASIS,Noord-Oost,NO,ProRail,172676.802803,560599.5225,53.0320168,5.65070402,2.119175,283,gerealiseerd,,,2.119175,7.54490532019791
259,55828f0a7f1741f69b0d5b300d9a7d4d,2018/05/11 22:42:11+00,L0004,Prorail,bestaand,0,open verharding,001,a,1,001_a,Harlingen Haven - Leeuwarden,Hlg-Nscg,Harlingen - Nieuweschans Grens ,21.873201,"21,873201",Noord-Oost,NO,Friesland,36,BASIS,Wadden,BASIS,Noord-Oost,NO,ProRail,177778.543875,578066.4965,53.18877836,5.72798279,4.921549,283,gerealiseerd,,Ja,4.921549,9.62337959109964
260,9e890c79c18b19fde05332a1e90a3664,2020/03/03 16:34:31+00,L0004,Prorail,bestaand,1,gesloten verharding,009,,9,009__,Meppel - Leeuwarden,Zl-Lw,Zwolle - Leeuwarden ,145.35028,"145,350280",Noord-Oost,NO,Friesland,36,BASIS,Wadden,BASIS,Noord-Oost,NO,ProRail,186605.913321,559032.2815,53.01729611,5.85817881,0.653893,283,gerealiseerd,,,0.6538925,3.23510519541387
261,aa1302fc68e444f7bd6191fd1ded6b96,2015/07/14 10:20:55+00,L0004,Prorail,bestaand,0,gesloten verharding,009,,9,009__,Meppel - Leeuwarden,Zl-Lw,Zwolle - Leeuwarden ,124.700924,"124,700924",Noord-Oost,NO,Friesland,36,BASIS,Wadden,BASIS,Noord-Oost,NO,ProRail,198054.830804,541868.535,52.8622716,6.02650859,4.178191,283,gerealiseerd,,Ja,4.178191,9.93678147370889
262,03a2a483e5a54a01ab38101a8851ff1d,2015/07/20 08:24:13+00,L0004,Prorail,bestaand,0,gesloten verharding,011,,11,011__,Assen - Haren,Mp-Gn,Meppel - Groningen ,68.829928,"68,829928",Noord-Oost,NO,Drenthe,35,BASIS,Drenthe,BASIS,Noord-Oost,NO,ProRail,238173.577219,575055.383,53.15575662,6.63060631,0.696585,283,gerealiseerd,,Ja,0.6965855,3.41510342869438
263,9e890c79c27e19fde05332a1e90a3664,2020/03/03 16:35:58+00,L0004,Prorail,bestaand,0,gesloten verharding,009,,9,009__,Meppel - Leeuwarden,Zl-Lw,Zwolle - Leeuwarden ,112.548902,"112,548902",Noord-Oost,NO,Friesland,36,BASIS,Wadden,BASIS,Noord-Oost,NO,ProRail,206179.832,533493.847408,52.78630943,6.14583745,4.880646,283,gerealiseerd,,,4.8806465,9.06206144090863
264,9be44be30b254328a3143650638094b8,2015/07/14 10:20:54+00,L0004,Prorail,bestaand,0,gesloten verharding,009,,9,009__,Meppel - Leeuwarden,Zl-Lw,Zwolle - Leeuwarden ,115.087538,"115,087538",Noord-Oost,NO,Friesland,36,BASIS,Wadden,BASIS,Noord-Oost,NO,ProRail,203722.1435,534134.535896,52.79229312,6.1095053,5.566869,283,gerealiseerd,,Ja,5.5668685,12.5646857758299
265,a976ee944c7a3762e05332a1e90abde0,2022/03/18 16:25:35+00,L0004,Prorail,bestaand,0,gesloten verharding,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,2.831975,"2,831975",Noord-Oost,NO,Overijssel,34,BASIS,Drenthe,BASIS,Noord-Oost,NO,ProRail,202834.400252,502173.3625,52.50515482,6.09172841,31.873451,283,gerealiseerd,,,31.8734515,22.6743482285902
266,a976ee944c7e3762e05332a1e90abde0,2022/03/18 16:25:35+00,L0004,Prorail,bestaand,0,gesloten verharding,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,2.80469,"2,804690",Noord-Oost,NO,Overijssel,34,BASIS,Drenthe,BASIS,Noord-Oost,NO,ProRail,202771.94965,502121.0885,52.50469051,6.0908012,38.863041,283,gerealiseerd,,,38.8630415,25.6291067428989
267,6be09d9431374daa9bd9112959a1d364,2016/07/14 16:41:53+00,L0004,Prorail,bestaand,0,gesloten verharding,013,,13,013__,Herfte Aansl. - Meppel,Zl-Lw,Zwolle - Leeuwarden ,79.614252,"79,614252",Noord-Oost,NO,Overijssel,34,BASIS,Drenthe,BASIS,Noord-Oost,NO,ProRail,207989.0875,503880.928274,52.52002477,6.16791352,5.371036,283,gerealiseerd,,Ja,5.371036,13.3516700714677
268,2007026f35c34a62b1c0e96d85097dc2,2020/08/10 10:47:11+00,L0004,Prorail,bestaand,0,gesloten verharding,011,,11,011__,Assen - Haren,Mp-Gn,Meppel - Groningen ,68.762641,"68,762641",Noord-Oost,NO,Drenthe,35,BASIS,Drenthe,BASIS,Noord-Oost,NO,ProRail,238195.962275,574992.181,53.15518534,6.63092457,1.057204,283,gerealiseerd,,Ja,1.0572045,4.21866328627234
269,9e890c79c27219fde05332a1e90a3664,2020/03/03 16:35:39+00,L0004,Prorail,bestaand,0,gesloten verharding,009,,9,009__,Meppel - Leeuwarden,Zl-Lw,Zwolle - Leeuwarden ,149.230028,"149,230028",Noord-Oost,NO,Friesland,36,BASIS,Wadden,BASIS,Noord-Oost,NO,ProRail,185451.365565,562767.4265,53.05092601,5.84132554,5.254553,283,gerealiseerd,,,5.254553,12.9140031607548
270,f9c44003f39b4e02818d27628587e4c1,2022/04/28 10:07:49+00,L0004,Prorail,bestaand,0,gesloten verharding,013,,13,013__,Herfte Aansl. - Meppel,Zl-Lw,Zwolle - Leeuwarden ,98.959848,"98,959848",Noord-Oost,NO,Overijssel,34,BASIS,Drenthe,BASIS,Noord-Oost,NO,ProRail,209836.266544,521208.557,52.67555531,6.197988,10.067853,283,gerealiseerd,,Ja,10.067853,20.5044475268243
271,3b4a044b232b4d86ba3e3e27ec538568,2020/04/28 05:26:57+00,L0004,Prorail,bestaand,0,open verharding,001,a,1,001_a,Harlingen Haven - Leeuwarden,Hlg-Nscg,Harlingen - Nieuweschans Grens ,23.954426,"23,954426",Noord-Oost,NO,Friesland,36,BASIS,Wadden,BASIS,Noord-Oost,NO,ProRail,179862.9085,578373.212,53.19144166,5.75918874,0.400019,283,gerealiseerd,,Ja,0.400019,2.60010849029081
272,8d5c85f126914b19a1fd8f7bd007bc49,2015/07/14 10:20:55+00,L0004,Prorail,bestaand,0,gesloten verharding,009,,9,009__,Meppel - Leeuwarden,Zl-Lw,Zwolle - Leeuwarden ,124.743493,"124,743493",Noord-Oost,NO,Friesland,36,BASIS,Wadden,BASIS,Noord-Oost,NO,ProRail,198029.362465,541902.734,52.86258094,6.02613494,3.41219,283,gerealiseerd,,Ja,3.41219,8.40194088647957
273,694d3b022d954e858acf374e1703b07a,2015/10/20 08:28:06+00,L0004,Prorail,bestaand,0,open verharding,035,,35,035__,Lunetten - De Haar Aansl.,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,54.922226,"54,922226",Randstad Noord,RN,Maarn,16,BASIS,Eemland,BASIS,Randstad Noord,RN,ProRail,154598.406,452592.865881,52.06163288,5.38134711,12.988891,283,gerealiseerd,,Ja,12.9888915,18.745686732013
274,1d872d313a32421b9eff0720eeae6a8a,2015/10/22 15:16:10+00,L0004,Prorail,bestaand,0,gesloten verharding,037,,37,037__,Arnhem - Velperbroek Aansl.,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,93.393361,"93,393361",Noord-Oost,NO,Achterhoek,30,BASIS,Gelre,BASIS,Noord-Oost,NO,ProRail,191748.1675,444140.950591,51.98444923,5.92214658,20.165665,283,gerealiseerd,,Ja,20.165665,30.4083584154654
275,701d6006bfa6499dab284d5fdcbac22a,2015/10/20 08:28:06+00,L0004,Prorail,bestaand,0,open verharding,035,,35,035__,Lunetten - De Haar Aansl.,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,55.626833,"55,626833",Randstad Noord,RN,Maarn,16,BASIS,Eemland,BASIS,Randstad Noord,RN,ProRail,155256.9585,452334.017809,52.0593064,5.39094993,5.686197,283,gerealiseerd,,Ja,5.6861965,10.4650715490295
276,177977322be34d80910ba09c3eb91178,2023/01/05 06:57:58+00,L0004,Prorail,bestaand,0,open verharding,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,44.839278,"44,839278",Randstad Noord,RN,Amersfoort,12,BASIS,Eemland,BASIS,Randstad Noord,RN,ProRail,154319.3315,462910.314,52.15436581,5.37725736,1.920753,283,gerealiseerd,,Ja,1.920753,5.60105885163692
277,1618b41f4cd4446da1cc981462b5f5a1,2015/10/26 13:21:56+00,L0004,Prorail,bestaand,0,gesloten verharding,508,,508,508__,Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,90.597586,"90,597586",Noord-Oost,NO,Achterhoek,30,BASIS,Gelre,BASIS,Noord-Oost,NO,ProRail,189015.439812,444435.2495,51.98726857,5.88239691,1.816066,283,gerealiseerd,,Ja,1.8160655,5.48188030900166
278,f9427e5a774945ecaea5cd3a19f46cec,2016/07/27 08:23:02+00,L0004,Prorail,bestaand,0,open verharding,037,,37,037__,Arnhem - Velperbroek Aansl.,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,92.351811,"92,351811",Noord-Oost,NO,Achterhoek,30,BASIS,Gelre,BASIS,Noord-Oost,NO,ProRail,190736.8395,444221.794609,51.98524189,5.90743368,19.570134,283,gerealiseerd,,Ja,19.5701345,33.3162943411692
279,1bf64b24105b41678e139ac3962e7613,2018/04/08 01:51:51+00,L0004,Prorail,bestaand,0,gesloten verharding,037,,37,037__,Arnhem - Velperbroek Aansl.,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,93.489099,"93,489099",Noord-Oost,NO,Achterhoek,30,BASIS,Gelre,BASIS,Noord-Oost,NO,ProRail,191838.0765,444107.372384,51.98414148,5.92345172,16.156546,283,gerealiseerd,,Ja,16.1565465,26.2101538774549
280,0f675241b5d444ed844eb6af07b70310,2020/12/31 12:04:06+00,L0004,Prorail,bestaand,0,gesloten verharding,108,,108,108__,De Haar Aansl. - Ede=Wageningen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,69.115907,"69,115907",Noord-Oost,NO,Gelderse Vallei,29,BASIS,Veluwe,BASIS,Noord-Oost,NO,ProRail,168539.8285,450642.735889,52.04393943,5.58456337,3.267967,283,gerealiseerd,,Ja,3.267967,7.61188418439057
281,83f2bdebc9c842778b66687a2f42f624,2015/10/26 09:43:31+00,L0004,Prorail,bestaand,0,open verharding,109,,109,109__,Rhenen - De Haar Aansl.,Rhn-Har,Rhenen - De Haar Aansl. ,24.044234,"24,044234",Randstad Noord,RN,Maarn,16,BASIS,Eemland,BASIS,Randstad Noord,RN,ProRail,168154.245562,441134.2915,51.95848582,5.57857754,6.895596,283,gerealiseerd,,Ja,6.8955955,10.5663471554763
282,8587a513479449179b0ad22b6c820c78,2016/09/01 12:51:53+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,18.760661,"18,760661",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,175893.8435,505782.273624,52.53928227,5.69517279,8.188206,283,gerealiseerd,,Nee,8.188206,14.4066931360827
283,3f4c5ecd3eca47b38d57204132ef93dc,2016/09/01 13:36:49+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,18.570478,"18,570478",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,175727.331,505874.104083,52.54011391,5.69272421,7.31367,283,gerealiseerd,,Nee,7.31367,13.3240549008195
284,d637916a81494d3788c3ecf08c6d2037,2016/09/01 13:36:48+00,L0004,Prorail,bestaand,0,open verharding,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,18.147613,"18,147613",Randstad Noord,RN,Weesp,11,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,175341.9775,506049.684423,52.54170637,5.68705493,11.927617,283,gerealiseerd,,Nee,11.927617,20.3023845557131
285,5587c988cd06437c8fce87a2f0f2990b,2017/10/30 14:14:46+00,L0004,Prorail,bestaand,0,gesloten verharding,604,a,604,604_a,Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,44.689828,"44,689828",Noord-Oost,NO,Gelderland,33,BASIS,Veluwe,BASIS,Noord-Oost,NO,ProRail,199467.237,500118.09534,52.48696869,6.04186493,16.988308,283,gerealiseerd,,Ja,16.988308,27.8250979892066
286,6d2b11f621be4f9e9785138c0641ac3e,2017/07/24 10:55:05+00,L0004,Prorail,bestaand,0,open verharding,503,b,503,503_b,Deventer,Apd-Dv,Apeldoorn - Deventer ,14.013747,"14,013747",Noord-Oost,NO,IJsselstreek,31,BASIS,Veluwe,BASIS,Noord-Oost,NO,ProRail,207179.243,474773.119974,52.25851449,6.15145753,5.901503,283,gerealiseerd,,Ja,5.901503,15.0296752279658
287,8a76ade391314ce6b187a7360e7e9dd8,2016/01/12 14:07:54+00,L0004,Prorail,bestaand,0,gesloten verharding,102,,102,102__,Woerden - Alphen a/d Rijn,Wd-Ledn,Woerden - Leiden Centraal ,16.244338,"16,244338",Randstad Zuid,RZ,Rijn en Gouwe,81,BASIS,Rijn en Gouwe,BASIS,Randstad Zuid,RZ,ProRail,105622.645554,458899.875,52.11611732,4.66629535,1.698924,283,gerealiseerd,,Ja,1.698924,6.7303704458661
