OBJECTID,PUIC,TIJDSTIP_REGISTRATIE,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,FYSIEK_VOORKOMEN,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_NR,CONTRACTGEBIED_TYPE,PGO_GEBIED_NAAM,TECHNIEKVELD,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,BEHEERDER,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,STATUS,NAAM,OP_TALUD,Shape__Area,Shape__Length
288,e149e327c772468e8772a7eec3fc831a,2021/10/27 12:55:33+00,L0004,Prorail,bestaand,0,open verharding,103,,103,103__,Alphen a/d Rijn - Leiden Centraal,Wd-Ledn,Woerden - Leiden Centraal ,29.511919,"29,511919",Randstad Zuid,RZ,Leiden,1,BASIS,Rijn en Gouwe,BASIS,Randstad Zuid,RZ,ProRail,93825.8545,462432.033565,52.14668235,4.49344564,4.275418,283,gerealiseerd,,,4.275418,10.803520724896
289,a0b279ac7851464a9e3e7e86068ae489,2021/10/27 14:37:28+00,L0004,Prorail,bestaand,0,open verharding,103,,103,103__,Alphen a/d Rijn - Leiden Centraal,Wd-Ledn,Woerden - Leiden Centraal ,28.789396,"28,789396",Randstad Zuid,RZ,Leiden,1,BASIS,Rijn en Gouwe,BASIS,Randstad Zuid,RZ,ProRail,94452.4225,462067.757907,52.14347758,4.50266365,3.406346,283,gerealiseerd,,Ja,3.4063455,10.9626109577057
290,1e71156fb67a4ef78c453d6d22c3dc78,2015/12/23 07:45:24+00,L0004,Prorail,bestaand,0,open verharding,072,a,72,072_a,Maastricht - Maastricht Grens,Mt-Glk,Maastricht - Lanaken (B) ,37.026295,"37,026295",Zuid,Z,Maastricht,26,BASIS,Limburg,BASIS,Zuid,Z,ProRail,176964.8325,318750.995793,50.85816315,5.69913698,7.500225,283,gerealiseerd,,Ja,7.5002245,13.8648705047421
291,9e7da5a97fb74c9da2a8b83230465abb,2022/02/09 15:09:27+00,L0004,Prorail,bestaand,0,open verharding,102,,102,102__,Woerden - Alphen a/d Rijn,Wd-Ledn,Woerden - Leiden Centraal ,9.331558,"9,331558",Randstad Zuid,RZ,Rijn en Gouwe,81,BASIS,Rijn en Gouwe,BASIS,Randstad Zuid,RZ,ProRail,110967.6485,455015.486503,52.08165743,4.74482904,4.933496,283,gerealiseerd,,Ja,4.9334955,10.0558615373146
292,2a4727b498f44298b192ed888f671f7d,2016/03/09 09:05:39+00,L0004,Prorail,bestaand,0,open verharding,098,,98,098__,Breukelen - Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,30.656484,"30,656484",Randstad Noord,RN,Woerden,14,BASIS,Neerlands Midden,BASIS,Randstad Noord,RN,ProRail,132887.491,458845.964262,52.1173944,5.06435508,6.981539,283,gerealiseerd,,Ja,6.9815395,14.1329125334932
293,0d5c6431c4e3437e9baeb438c0785c52,2021/04/23 12:22:34+00,L0004,Prorail,bestaand,0,gesloten verharding,085,,85,085__,Haarlem - Warmond,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,21.088575,"21,088575",Randstad Noord,RN,Haarlem,8,BASIS,Kennemerland,BASIS,Randstad Noord,RN,ProRail,101849.038418,486086.501,52.36009708,4.60693561,20.455931,283,,,Ja,20.4559315,23.9734465774777
294,4f2598786b5c437195f57cf141605222,2015/06/16 15:53:53+00,L0004,Prorail,bestaand,0,gesloten verharding,082,,82,082__,Haarlem - Santpoort Noord,Hlm-Utg,Haarlem - Uitgeest ,1.545551,"1,545551",Randstad Noord,RN,Haarlem,8,BASIS,Kennemerland,BASIS,Randstad Noord,RN,ProRail,103004.207292,490011.325,52.39547966,4.6232849,5.499618,283,gerealiseerd,,Ja,5.499618,12.2777067770641
295,37f13e2cd1494475a8903a75ed4ae5f4,2016/10/14 10:14:08+00,L0004,Prorail,bestaand,0,open verharding,074,,74,074__,Heerhugowaard - Alkmaar,Hdr-Zd,Den Helder - Zaandam ,37.201449,"37,201449",Randstad Noord,RN,Alkmaar,7,BASIS,Hollands Noorderkwartier,BASIS,Randstad Noord,RN,ProRail,115241.983,519296.28543,52.65968314,4.7995789,0.531308,283,gerealiseerd,,Ja,0.531308,3.20538947419493
296,839fe3a2d4f347dda2a53224da013014,2018/02/09 16:50:22+00,L0004,Prorail,bestaand,0,open verharding,098,,98,098__,Breukelen - Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,31.986241,"31,986241",Randstad Noord,RN,Woerden,14,BASIS,Neerlands Midden,BASIS,Randstad Noord,RN,ProRail,133848.2245,457926.314808,52.10916625,5.07843892,20.121164,283,gerealiseerd,,Ja,20.121164,37.4861329863788
297,1d0b22f9b002484aa68c08094e9b4c53,2016/10/14 10:14:09+00,L0004,Prorail,bestaand,0,open verharding,074,,74,074__,Heerhugowaard - Alkmaar,Hdr-Zd,Den Helder - Zaandam ,37.195337,"37,195337",Randstad Noord,RN,Alkmaar,7,BASIS,Hollands Noorderkwartier,BASIS,Randstad Noord,RN,ProRail,115246.8815,519299.975358,52.65971666,4.79965086,0.737426,283,gerealiseerd,,Ja,0.7374265,3.58737871203255
298,36fead85383e45abb45f79741662b227,2016/03/09 09:05:37+00,L0004,Prorail,bestaand,0,open verharding,098,,98,098__,Breukelen - Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,23.640252,"23,640252",Randstad Noord,RN,Duivendrecht,10,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,127991.4045,463825.278667,52.16193004,4.99247713,14.919914,283,gerealiseerd,,Ja,14.9199145,29.7877114507477
299,bdf3bdfa342445b98614aa265af27523,2018/05/31 09:58:34+00,L0004,Prorail,bestaand,0,open verharding,098,,98,098__,Breukelen - Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,25.728163,"25,728163",Randstad Noord,RN,Woerden,14,BASIS,Neerlands Midden,BASIS,Randstad Noord,RN,ProRail,129326.152,462246.462154,52.14780362,5.01210309,3.10023,283,gerealiseerd,,Ja,3.10023,7.18910543604357
300,346ffc0a96cc4c0b8f88fba9c03fe65f,2016/08/08 13:58:25+00,L0004,Prorail,bestaand,0,open verharding,529,,529,529__,Breukelen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,23.233444,"23,233444",Randstad Noord,RN,Duivendrecht,10,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,127936.358691,464230.14,52.16556613,4.99164042,3.299343,283,gerealiseerd,,Ja,3.299343,7.94825520110889
301,13a9030dfe304b1e86c7142dc2ca64bb,2021/04/23 12:22:50+00,L0004,Prorail,bestaand,0,gesloten verharding,085,,85,085__,Haarlem - Warmond,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,21.097556,"21,097556",Randstad Noord,RN,Haarlem,8,BASIS,Kennemerland,BASIS,Randstad Noord,RN,ProRail,101867.470252,486070.7335,52.35995716,4.60720866,27.26839,283,,,Ja,27.26839,29.286150677954
302,49fd42bcf69545a8ab5bbf55c42ddd7f,2017/03/07 18:22:57+00,L0004,Prorail,bestaand,0,gesloten verharding,082,,82,082__,Haarlem - Santpoort Noord,Hlm-Utg,Haarlem - Uitgeest ,1.642758,"1,642758",Randstad Noord,RN,Alkmaar,7,BASIS,Hollands Noorderkwartier,BASIS,Randstad Noord,RN,ProRail,103019.976209,490107.7255,52.39634749,4.62350163,2.740962,283,gerealiseerd,,Ja,2.740962,8.09760708744607
303,c3244268174044d5acb84722b7343ee5,2016/08/03 11:44:42+00,L0004,Prorail,bestaand,0,open verharding,098,,98,098__,Breukelen - Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,28.92634,"28,926340",Randstad Noord,RN,Woerden,14,BASIS,Neerlands Midden,BASIS,Randstad Noord,RN,ProRail,131639.940644,460041.189,52.12808563,5.04605883,1.571862,283,gerealiseerd,,Ja,1.571862,5.01703095833128
304,73c78c6868384eb58cf84f6c2f4fb29a,2022/01/04 19:56:02+00,L0004,Prorail,bestaand,0,open verharding,098,,98,098__,Breukelen - Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,23.647193,"23,647193",Randstad Noord,RN,Duivendrecht,10,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,128019.85,463827.122946,52.161948,4.9928927,1.964715,283,gerealiseerd,,Ja,1.964715,5.75094538741704
305,871d578c7142436d9b44db6f99ca16fc,2016/03/09 09:05:40+00,L0004,Prorail,bestaand,0,open verharding,098,,98,098__,Breukelen - Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,32.486644,"32,486644",Randstad Noord,RN,Woerden,14,BASIS,Neerlands Midden,BASIS,Randstad Noord,RN,ProRail,134217.1405,457588.740491,52.10614615,5.08384471,13.960728,283,gerealiseerd,,Ja,13.9607285,25.987572148318
306,7f919104810e4c639315e600c3e24b58,2016/03/09 09:08:23+00,L0004,Prorail,bestaand,0,open verharding,621,,621,621__,Nieuwersluis=Loenen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,19.164249,"19,164249",Randstad Noord,RN,Duivendrecht,10,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,128411.704731,468260.3985,52.20181203,4.99827225,8.300295,283,gerealiseerd,,Ja,8.300295,16.7893262747925
307,a8db71348922476ebe59912cd9fee652,2016/03/09 09:05:37+00,L0004,Prorail,bestaand,0,open verharding,098,,98,098__,Breukelen - Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,24.012632,"24,012632",Randstad Noord,RN,Duivendrecht,10,BASIS,Amstelsepoort,BASIS,Randstad Noord,RN,ProRail,128162.958259,463495.298,52.15897261,4.99501037,4.83603,283,gerealiseerd,,Ja,4.8360295,9.86468895771429
308,ae799b89b54e0a8fe0530b29a8c0674b,2020/09/14 11:34:40+00,L0004,Prorail,bestaand,0,gesloten verharding,087,,87,087__,Weesp Aansl. - Hilversum,Asd-Zp,Amsterdam Centraal - Zutphen ,23.812519,"23,812519",Randstad Noord,RN,Amersfoort,12,BASIS,Eemland,BASIS,Randstad Noord,RN,ProRail,139678.512,475310.867,52.26560757,5.16276157,1.874894,283,gerealiseerd,,,1.874894,5.50995974746533
309,34c3eec37e274eb59785c74f11e1a994,2017/08/02 20:17:03+00,L0004,Prorail,bestaand,0,gesloten verharding,047,,47,047__,s Hertogenbosch - Nijmegen,Ht-Nm,s-Hertogenbosch - Nijmegen ,39.345004,"39,345004",Zuid,Z,Den Bosch,21,BASIS,Betuwe,BASIS,Zuid,Z,ProRail,163210.59,418832.552481,51.75812616,5.50612342,8.513622,283,gerealiseerd,,Ja,8.513622,11.9548106217857
310,ea73ca3e95a04548917e28be05186e9b,2021/11/08 10:19:26+00,L0004,Prorail,bestaand,0,open verharding,047,,47,047__,s Hertogenbosch - Nijmegen,Ht-Nm,s-Hertogenbosch - Nijmegen ,27.386763,"27,386763",Zuid,Z,Den Bosch,21,BASIS,Betuwe,BASIS,Zuid,Z,ProRail,152536.2895,413451.656158,51.70981534,5.35155589,2.62495,283,gerealiseerd,,Ja,2.6249505,6.49282027363694
311,d8a510d90c7a41388b29b71eb6035256,2020/08/20 11:59:21+00,L0004,Prorail,bestaand,0,gesloten verharding,046,,46,046__,Meteren Aansl. - s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,34.388515,"34,388515",Zuid,Z,Geldermalsen,22,BASIS,Betuwe,BASIS,Zuid,Z,ProRail,146477.345576,424368.0805,51.80787729,5.26362476,7.365208,283,gerealiseerd,,Nee,7.365208,11.3858845286856
312,52af50e91e8f419ebcffc508c1b18bd6,2018/06/01 10:34:57+00,L0004,Prorail,bestaand,0,open verharding,547,c,547,547_c,Lunetten Aansl.,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,37.946199,"37,946199",Randstad Noord,RN,Utrecht,13,BASIS,Neerlands Midden,BASIS,Randstad Noord,RN,ProRail,137911.639,453715.565671,52.0714606,5.13796519,0.975628,283,gerealiseerd,,Ja,0.9756275,4.01547599008425
313,10b1b4f2b07144b5a4e99ef1f08e300c,2016/08/23 13:19:07+00,L0004,Prorail,bestaand,0,open verharding,046,,46,046__,Meteren Aansl. - s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,34.324733,"34,324733",Zuid,Z,Geldermalsen,22,BASIS,Betuwe,BASIS,Zuid,Z,ProRail,146435.65621,424427.8305,51.80841371,5.26301879,14.277779,283,gerealiseerd,,Ja,14.2777785,17.1507775039808
314,ce0dca05afd142d09e9e731e20804943,2016/07/27 14:07:56+00,L0004,Prorail,bestaand,0,gesloten verharding,117,,117,117__,Lunetten - Geldermalsen,Ut-Btl,Utrecht Centraal - Boxtel ,17.968298,"17,968298",Zuid,Z,Geldermalsen,22,BASIS,Betuwe,BASIS,Zuid,Z,ProRail,143978.683422,439846.711,51.94695971,5.22690014,41.53757,283,gerealiseerd,,Ja,41.53757,30.4701098799858
315,db360bc499114fa583fc3351a6541eb6,2022/02/21 14:17:52+00,L0004,Prorail,bestaand,0,gesloten verharding,095,,95,095__,Hilversum - Blauwkapel,Hvs-Utm,Hilversum - Utrecht Maliebaan ,5.573421,"5,573421",Randstad Noord,RN,Amersfoort,12,BASIS,Eemland,BASIS,Randstad Noord,RN,ProRail,140754.275268,465526.825,52.17769967,5.17893145,9.572026,283,gerealiseerd,,Ja,9.5720255,12.5435823442433
316,992b7ef80f4744fb990c5ccbb92ff0b0,2015/06/25 11:23:38+00,L0004,Prorail,bestaand,0,gesloten verharding,509,a,509,509_a,Baarn,Asd-Zp,Amsterdam Centraal - Zutphen ,35.128195,"35,128195",Randstad Noord,RN,Amersfoort,12,BASIS,Eemland,BASIS,Randstad Noord,RN,ProRail,147263.163,469015.912748,52.20918853,5.27401149,14.151029,283,gerealiseerd,,Ja,14.1510295,24.3147110385829
317,5acd45802227406681831ad80ab116e2,2022/12/13 14:02:40+00,L0004,Prorail,bestaand,0,gesloten verharding,092,,92,092__,Baarn - Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,42.575096,"42,575096",Randstad Noord,RN,Amersfoort,12,BASIS,Eemland,BASIS,Randstad Noord,RN,ProRail,152345.187166,463687.757,52.16134748,5.34840449,10.753084,283,gerealiseerd,,Ja,10.753084,16.1007397200287
318,9152ef4c8fce41ad83a3f372e4f850fb,2016/03/24 13:43:22+00,L0004,Prorail,bestaand,0,gesloten verharding,531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,33.032357,"33,032357",Randstad Noord,RN,Woerden,14,BASIS,Neerlands Midden,BASIS,Randstad Noord,RN,ProRail,134617.50483,457218.146,52.10283017,5.08971074,9.979469,283,gerealiseerd,,Ja,9.9794695,20.8722015555217
319,b9df229e57da40e39dd893e91f7ea78e,2022/02/21 14:18:35+00,L0004,Prorail,bestaand,0,gesloten verharding,095,,95,095__,Hilversum - Blauwkapel,Hvs-Utm,Hilversum - Utrecht Maliebaan ,5.659649,"5,659649",Randstad Noord,RN,Amersfoort,12,BASIS,Eemland,BASIS,Randstad Noord,RN,ProRail,140723.991777,465446.458,52.17697656,5.17849209,8.19718,283,gerealiseerd,,Ja,8.1971805,11.4809482060729
320,afe1b776e2be3562e0530b29a8c0f552,2020/10/09 10:55:20+00,L0004,Prorail,bestaand,1,open verharding,531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,34.20811,"34,208110",Randstad Noord,RN,Utrecht,13,BASIS,Neerlands Midden,BASIS,Randstad Noord,RN,ProRail,135502.6815,456481.351,52.09623979,5.10267231,1.087603,283,gerealiseerd,,,1.087603,4.24494722180804
321,6b04ca0534f146b29c427182e953204e,2015/06/15 15:21:10+00,L0004,Prorail,bestaand,0,open verharding,094,,94,094__,Utrecht Centraal - Blauwkapel,Ut-Amf,Utrecht - Amersfoort ,1.653216,"1,653216",Randstad Noord,RN,Utrecht,13,BASIS,Neerlands Midden,BASIS,Randstad Noord,RN,ProRail,135866.38,457324.9265,52.10383447,5.10793249,8.52636,283,gerealiseerd,,Ja,8.52636,17.0038537985019
322,fbf5bb239b284c77945fe0593aa46530,2021/01/08 21:18:16+00,L0004,Prorail,bestaand,0,gesloten verharding,047,,47,047__,s Hertogenbosch - Nijmegen,Ht-Nm,s-Hertogenbosch - Nijmegen ,61.152126,"61,152126",Noord-Oost,NO,Maas en Waal,28,BASIS,Gelre,BASIS,Noord-Oost,NO,ProRail,183251.043785,426248.9095,51.82413173,5.7969882,31.762723,283,,,Ja,31.7627225,32.5960438124153
323,409a905b21c74d61b44f3948410d51e8,2015/06/15 15:21:10+00,L0004,Prorail,bestaand,0,gesloten verharding,094,,94,094__,Utrecht Centraal - Blauwkapel,Ut-Amf,Utrecht - Amersfoort ,1.403605,"1,403605",Randstad Noord,RN,Utrecht,13,BASIS,Neerlands Midden,BASIS,Randstad Noord,RN,ProRail,135710.675476,457125.5505,52.10203709,5.10567116,7.199274,283,gerealiseerd,,Ja,7.1992735,14.5091054735726
324,82e886bbdaf74aa4bf27b9955abdbd0a,2021/04/21 11:41:56+00,L0004,Prorail,bestaand,0,gesloten verharding,047,,47,047__,s Hertogenbosch - Nijmegen,Ht-Nm,s-Hertogenbosch - Nijmegen ,61.153056,"61,153056",Noord-Oost,NO,Maas en Waal,28,BASIS,Gelre,BASIS,Noord-Oost,NO,ProRail,183245.8295,426279.922216,51.82441074,5.79691511,32.990743,283,,,Ja,32.9907425,36.8394199575601
325,d4c64725cb49438fbf1ed0fad63b9b7d,2017/01/31 12:29:16+00,L0004,Prorail,bestaand,0,gesloten verharding,117,,117,117__,Lunetten - Geldermalsen,Ut-Btl,Utrecht Centraal - Boxtel ,18.036849,"18,036849",Zuid,Z,Geldermalsen,22,BASIS,Betuwe,BASIS,Zuid,Z,ProRail,144010.750346,439787.3505,51.9464268,5.22736844,16.839854,283,gerealiseerd,,Ja,16.839854,21.2845296713976
326,feccf9a75ad44f7e9043ae25f5e6d745,2019/10/28 10:03:49+00,L0004,Prorail,bestaand,0,gesloten verharding,117,,117,117__,Lunetten - Geldermalsen,Ut-Btl,Utrecht Centraal - Boxtel ,16.724114,"16,724114",Randstad Noord,RN,Driebergen,15,BASIS,Neerlands Midden,BASIS,Randstad Noord,RN,ProRail,143365.113,440931.434602,51.9566969,5.21793921,5.142304,283,gerealiseerd,,Ja,5.142304,12.9867052900617
327,a56577d455a74a608db2a5e341e6218b,2022/09/12 12:18:48+00,L0004,Prorail,bestaand,0,gesloten verharding,073,,73,073__,Den Helder - Heerhugowaard,Hdr-Zd,Den Helder - Zaandam ,7.163715,"7,163715",Randstad Noord,RN,Heerhugowaard,6,BASIS,Hollands Noorderkwartier,BASIS,Randstad Noord,RN,ProRail,114615.3275,546340.376114,52.90266339,4.78699774,2.763756,283,gerealiseerd,,Ja,2.7637555,8.64797902250026
328,f1aa0561200b4e9ab61d14433f30021f,2020/11/13 10:51:06+00,L0004,Prorail,bestaand,0,open verharding,046,,46,046__,Meteren Aansl. - s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,34.335583,"34,335583",Zuid,Z,Geldermalsen,22,BASIS,Betuwe,BASIS,Zuid,Z,ProRail,146445.3385,424417.9595,51.80832513,5.26315943,6.796581,283,,,,6.796581,10.5627161643994
329,9e890c79c1c219fde05332a1e90a3664,2020/03/03 16:34:12+00,L0004,Prorail,bestaand,0,gesloten verharding,009,,9,009__,Meppel - Leeuwarden,Zl-Lw,Zwolle - Leeuwarden ,149.209219,"149,209219",Noord-Oost,NO,Friesland,36,BASIS,Wadden,BASIS,Noord-Oost,NO,ProRail,185461.838,562748.761085,53.05075769,5.84147996,2.222986,283,gerealiseerd,,,2.222986,6.5719643679312
330,aa685ce66dc35021e05332a1e90aa57e,2021/02/01 17:49:54+00,L0004,Prorail,bestaand,0,gesloten verharding,525,b,525,525_b,Amsterdam Singelgracht Aansl.,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,78.745947,"78,745947",Randstad Noord,RN,Amsterdam,9,BASIS,Amsterdam,BASIS,Randstad Noord,RN,ProRail,120093.8455,489036.579063,52.38807263,4.87445431,3.697189,283,gerealiseerd,,,3.6971885,8.77029617129485
331,562a5e2118244537aab3bd250fa35209,2019/08/12 15:23:53+00,G0363,Amsterdam,bestaand,0,gesloten verharding,485,g,485,485_g,Amsterdam Hemhaven (gebied),Phw-Ctl,Petroleumhavenweg - Coentunnel ,250.384513,"250,384513",Randstad Noord,RN,n.v.t.,,,n.v.t.,BASIS,n.v.t.,,Strukton Rail Short Line,119038.658,491514.010116,52.41026969,4.85868944,2.157324,283,gerealiseerd,,Nee,2.157324,6.57006125510614
332,d3a8997f67004607a4899e93efd5e1cd,2020/04/28 05:26:57+00,L0004,Prorail,bestaand,0,open verharding,001,a,1,001_a,Harlingen Haven - Leeuwarden,Hlg-Nscg,Harlingen - Nieuweschans Grens ,23.954483,"23,954483",Noord-Oost,NO,Friesland,36,BASIS,Wadden,BASIS,Noord-Oost,NO,ProRail,179862.434,578374.5975,53.19145413,5.75918175,1.943419,283,gerealiseerd,,Ja,1.943419,6.45821683479611
333,7c03e3f2e5fe4bf8b6f68623e3f247eb,2019/09/06 16:00:15+00,G0363,Amsterdam,bestaand,0,gesloten verharding,525,b,525,525_b,Amsterdam Singelgracht Aansl.,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,78.952013,"78,952013",Randstad Noord,RN,Amsterdam,9,BASIS,Amsterdam,BASIS,Randstad Noord,RN,ProRail,120324.963,489025.509625,52.38798779,4.8778503,4.058063,283,gerealiseerd,,Nee,4.0580625,10.4478909737826
334,1a68f55a780441f2971a1b990825bfed,2016/01/11 15:44:16+00,L0004,Prorail,bestaand,0,open verharding,662,,662,662__,Simpelveld,Vet-Mtn,Verschau (D) - Maastricht Noord ,11.923592,"11,923592",Zuid,Z,Maastricht,26,BASIS,Limburg,BASIS,Zuid,Z,ProRail,197203.460537,315856.394,50.83101259,5.98621229,5.416022,283,gerealiseerd,,Ja,5.4160215,15.2529512133963
335,951f9f28855e499a9613268668cf1fb9,2018/03/06 00:28:55+00,L0004,Prorail,bestaand,0,open verharding,309,,309,309__,Landgraaf - Simpelveld,Lg-Spv,Landgraaf - Simpelveld ,11.975379,"11,975379",Zuid,Z,Maastricht,26,BASIS,Limburg,BASIS,Zuid,Z,ProRail,197208.148,315898.327895,50.83138916,5.98628369,2.961911,283,gerealiseerd,,Ja,2.961911,7.96554021189307
336,83dbd04be67d437ead402cbef128443a,2022/03/07 11:29:09+00,L0004,Prorail,bestaand,0,gesloten verharding,502,b,502,502_b,Meppel,Zl-Lw,Zwolle - Leeuwarden ,100.829068,"100,829068",Noord-Oost,NO,Drenthe,35,BASIS,Drenthe,BASIS,Noord-Oost,NO,ProRail,209818.6385,523065.226971,52.69224149,6.19803532,24.25272,283,gerealiseerd,,Nee,24.2527195,22.3900476235277
337,440ed0c6b0014f0cb33c1fd937cd11e5,2015/12/24 11:45:44+00,L0004,Prorail,bestaand,0,gesloten verharding,309,,309,309__,Landgraaf - Simpelveld,Lg-Spv,Landgraaf - Simpelveld ,11.963952,"11,963952",Zuid,Z,n.v.t.,,,n.v.t.,BASIS,n.v.t.,,Derden - Overig,197218.3975,315905.796586,50.83145554,5.98643003,1.942768,283,gerealiseerd,,Ja,1.942768,6.00858431399843
338,6f67a8fb4f844a8eafe027f544f02e9a,2021/08/23 11:54:55+00,L0004,Prorail,bestaand,0,gesloten verharding,121,a,121,121_a,Breda - Lage Zwaluwe,Bd-Rtd,Breda - Rotterdam Centraal ,13.26672,"13,266720",Zuid,Z,Breda,20,BASIS,Brabant,BASIS,Zuid,Z,ProRail,105584.385061,409991.1445,51.67653714,4.67275395,4.893519,283,gerealiseerd,,Ja,4.893519,8.86146397383292
339,4ffbd84806724fd4bf07bda70dba6d43,2022/12/13 13:44:06+00,L0004,Prorail,bestaand,0,open verharding,618,c,618,618_c,Eindhoven,Bd-Ehv,Breda - Eindhoven ,58.78256,"58,782560",Zuid,Z,Eindhoven,24,BASIS,De Peel,BASIS,Zuid,Z,ProRail,161313.544,383701.443136,51.44237299,5.47801123,5.113821,283,gerealiseerd,,Ja,5.113821,10.4675328266195
340,2dca029a18934ae5bf88640e97fb7dbf,2016/06/21 10:54:55+00,L0004,Prorail,bestaand,0,gesloten verharding,145,,145,145__,Amsterdam Sloterdijk - Amsterdam Riekerpolder,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,55.255772,"55,255772",Randstad Noord,RN,Amsterdam,9,BASIS,Amsterdam,BASIS,Randstad Noord,RN,ProRail,117317.0385,486417.016589,52.36434644,4.83396023,36.743846,283,gerealiseerd,,Nee,36.7438455,33.9090478795358
341,061697b826af57ffe054001f290de076,2018/03/07 09:43:15+00,G0794,Helmond,bestaand,0,open verharding: beton element,055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,35.223201,"35,223201",Zuid,Z,Eindhoven,24,BASIS,De Peel,BASIS,Zuid,Z,ProRail,177110.471296,386799.257,51.46981942,5.70541742,8.681216,283,gerealiseerd,,Nee,8.6812165,12.2646218560522
342,82096866aa5c4ba59be921cb51836889,2022/01/31 09:21:09+00,L0004,Prorail,bestaand,0,gesloten verharding,107,,107,107__,Moordrecht Aansl. - Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,20.094206,"20,094206",Randstad Zuid,RZ,Den Haag,2,BASIS,Den Haag,BASIS,Randstad Zuid,RZ,ProRail,86513.318,452485.771075,52.05643855,4.38862255,6.044755,283,gerealiseerd,,Nee,6.044755,13.189048737047
343,a3e2bacbfad63235e05332a1e90a0312,2020/04/28 16:25:53+00,L0004,Prorail,bestaand,0,gesloten verharding,212,,212,212__,Winterswijk - Zevenaar,Ww-Zv,Winterswijk-Zevenaar ,27.369919,"27,369919",Noord-Oost,NO,Achterhoek,30,BASIS,Gelre,BASIS,Noord-Oost,NO,ProRail,222175.750074,437604.2935,51.92285499,6.36375469,1.407605,283,gerealiseerd,,,1.4076045,4.97026449890927
344,92e2daebb3d54beb820567fad9a9d98b,2015/01/05 14:40:14+00,L0004,Prorail,bestaand,0,open verharding,031,a,31,031_a,Zutphen - Hengelo,Zp-Esg,Zutphen - Enschede Grens ,30.172854,"30,172854",Noord-Oost,NO,Twente,32,BASIS,Twente,BASIS,Noord-Oost,NO,ProRail,236849.3685,472037.740312,52.23032352,6.58529034,0.949994,283,gerealiseerd,,Ja,0.9499945,4.05520946545298
345,1923cbd1631e47f9ac412cc5c9f8dc8a,2016/10/18 12:33:37+00,L0004,Prorail,bestaand,0,open verharding,210,,210,210__,Zutphen - Winterswijk,Zp-Ww,Zutphen - Winterswijk ,42.429807,"42,429807",Noord-Oost,NO,Achterhoek,30,BASIS,Gelre,BASIS,Noord-Oost,NO,ProRail,245436.784,443771.668533,51.97498066,6.70345663,5.404759,283,gerealiseerd,,Ja,5.404759,9.67023180202987
