FID,omschr,voorz_vop,voorz_fop,voorz_vri,rijrtnghrb,rijrtngzij,afbuiging,invent_oms,wvk_id,wvk_begdat,afstand,fk_veld1,fk_veld4,ibn,gdb_geomattr_data,shape
kruispunten_wegvak.198,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,N,J,"Rechtdoor, rechtsaf OF linksaf OF beide afslagen toegestaan (D4 + D5r of D4 + D5L  of D4 + D7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,V/D OUDERMEULENLAAN,600480460,2022-02-01T00:00:00,2,060048046020220201,KPK0001193289,I,,POINT (85574.39499999955 459029.2091999985)
kruispunten_wegvak.199,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,N,J,"Rechtdoor, rechtsaf OF linksaf OF beide afslagen toegestaan (D4 + D5r of D4 + D5L  of D4 + D7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,V/D OUDERMEULENLAAN,600480448,2022-02-01T00:00:00,3,060048044820220201,KPK0001193290,I,,POINT (85585.76080000028 459022.9963000007)
kruispunten_wegvak.200,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,KOETENISSEWEG,86226001,2022-02-01T00:00:00,1345,008622600120220201,KPK0001193356,I,,POINT (44379.71700000018 413770.8706)
kruispunten_wegvak.201,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,PHILIPSDAM,600479241,2022-02-01T00:00:00,3,060047924120220201,KPK0001193387,I,,POINT (69619.45300000161 410704.41479999945)
kruispunten_wegvak.202,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,TERBORCHLAAN                HOEVERWEG = N512,600119368,2022-02-01T00:00:00,8,060011936820220201,KPK0001191167,I,,POINT (109591.34310000017 516457.3431000002)
kruispunten_wegvak.203,Kruispunt zonder voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,DOORSTEEK,600480160,2022-02-01T00:00:00,0,060048016020220201,KPK0001193214,I,,POINT (97467.20560000092 470726.37519999966)
kruispunten_wegvak.204,Kruispunt zonder voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,DOORSTEEK,600480178,2022-02-01T00:00:00,1,060048017820220201,KPK0001193215,I,,POINT (97431.48759999871 470725.0775000006)
kruispunten_wegvak.205,Kruispunt met voorrangsregeling,N,N,J,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij gelijkvloerse kruising (D6R + F7)",Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,RW. 14 VBW. c,600480461,2022-02-01T00:00:00,1,060048046120220201,KPK0001193223,I,,POINT (84479.30249999836 457958.55249999836)
kruispunten_wegvak.206,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,ZIJDEWEG,169315129,2022-02-01T00:00:00,106,016931512920220201,KPK0001191658,I,,POINT (84679.93939999864 457810.9534999989)
kruispunten_wegvak.207,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,ZIJDEWEG,600480020,2022-02-01T00:00:00,83,060048002020220201,KPK0001191659,I,,POINT (84730.92379999906 457743.7265999988)
kruispunten_wegvak.208,T-kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),,,ZIJDEWEG,169315140,2022-03-01T00:00:00,2,016931514020220301,KPK0001191660,I,,POINT (84881.89119999856 457624.4631999992)
kruispunten_wegvak.209,Pseudo kruispunt zonder voorrangsregeling,J,J,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),,L,OVERSTEEKPLAATS,600106325,2022-02-01T00:00:00,90,060010632520220201,KPK0001191661,I,,POINT (84560.73570000008 457967.0929000005)
kruispunten_wegvak.210,Pseudo kruispunt zonder voorrangsregeling,J,J,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),,L,OVERSTEEKPLAATS,600106920,2022-02-01T00:00:00,0,060010692020220201,KPK0001191661,I,,POINT (84560.73570000008 457967.0929000005)
kruispunten_wegvak.211,Kruispunt met voorrangsregeling,N,N,J,"Alleen rechtdoor, keerverbod op linker hoofdrijbaan (D4 + F7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,GOYERWEG,293354085,2017-04-01T00:00:00,3,029335408520170401,KPK0001149899,I,,POINT (146766.27739999816 477054.71449999884)
kruispunten_wegvak.212,Kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,STICHTSE PAD,302360003,2022-02-01T00:00:00,419,030236000320220201,KPK0001149901,I,,POINT (151350.12200000137 480632.48600000143)
kruispunten_wegvak.213,Kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,STICHTSE PAD,600135801,2022-02-01T00:00:00,8,060013580120220201,KPK0001149902,I,,POINT (151335.71759999916 480630.7895000018)
kruispunten_wegvak.320,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,VARSSEVELDSEWEG,600955186,2022-06-01T00:00:00,16,060095518620220601,KPK0001221155,I,,POINT (234491.98299999908 444250.89550000057)
kruispunten_wegvak.214,Kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,STICHTSE PAD,600136346,2022-02-01T00:00:00,5,060013634620220201,KPK0001149903,I,,POINT (151114.73070000112 480774.91690000147)
kruispunten_wegvak.215,Kruispunt zonder voorrangsregeling,N,N,N,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,'BODEGRAVEN'VBW. d,220311053,2022-04-01T00:00:00,1,022031105320220401,KPK0001204502,I,,POINT (110266.45800000057 455695.8372000009)
kruispunten_wegvak.216,Kruispunt zonder voorrangsregeling,N,J,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,600953490,2022-06-01T00:00:00,346,060095349020220601,KPK0001219223,I,,POINT (171940.78920000046 367591.1050999984)
kruispunten_wegvak.217,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,600953852,2022-06-01T00:00:00,416,060095385220220601,KPK0001219224,I,,POINT (190429.68230000138 351534.11520000175)
kruispunten_wegvak.218,Kruispunt met voorrangsregeling,N,N,N,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,RW059 vbw 42 c HEUSDEN,600129229,2021-10-01T00:00:00,3,060012922920211001,KPK0001203547,I,,POINT (139531.11609999835 412263.5469000004)
kruispunten_wegvak.219,Kruispunt met voorrangsregeling,N,N,N,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,RW059 vbw 42 c HEUSDEN,600129238,2021-10-01T00:00:00,18,060012923820211001,KPK0001203547,I,,POINT (139527.938000001 412283.3229999989)
kruispunten_wegvak.220,Kruispunt zonder voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,OVERSTEEKPLAATS,287223053,2021-10-01T00:00:00,46,028722305320211001,KPK0001203551,I,,POINT (143962.1559999995 411712.6737000011)
kruispunten_wegvak.221,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,600953143,2022-06-01T00:00:00,9,060095314320220601,KPK0001221826,I,,POINT (139047.9250999987 457303.6816999987)
kruispunten_wegvak.222,Kruispunt met linksafvakken in de hoofdrijbaan,N,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,TEN CATEWEG                    NIJVERDALSESTRAAT,600941796,2022-06-01T00:00:00,15,060094179620220601,KPK0001223553,I,,POINT (235283.5100999996 486305.91530000046)
kruispunten_wegvak.223,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,NOORDEINDE,207259055,2014-11-01T00:00:00,7,020725905520141101,KPK0001223555,I,,POINT (103914.97940000147 429907.4631000012)
kruispunten_wegvak.224,Pseudo kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,STAALINDUSTRIEWEG              DE HELLING,600945076,2022-06-01T00:00:00,1,060094507620220601,KPK0001223557,I,,POINT (105391.81569999829 429855.42159999907)
kruispunten_wegvak.225,Rotonde,N,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,BALGWEG                        OOSTOEVERWEG,230494041,2021-04-01T00:00:00,10,023049404120210401,KPK0001223455,I,,POINT (115435.09490000084 547400.9813000001)
kruispunten_wegvak.226,Rotonde,N,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,BALGWEG                        OOSTOEVERWEG,600123625,2021-04-01T00:00:00,12,060012362520210401,KPK0001223456,I,,POINT (115445.05759999901 547418.3284000009)
kruispunten_wegvak.227,Rotonde,N,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,AKKERWEG                       AKKERWEG,260497012,2018-11-01T00:00:00,19,026049701220181101,KPK0001223457,I,,POINT (130154.12929999828 548685.4789999984)
kruispunten_wegvak.228,Rotonde,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,AKKERWEG                       AKKERWEG,260497013,2018-11-01T00:00:00,14,026049701320181101,KPK0001223458,I,,POINT (130136.26069999859 548710.5742999986)
kruispunten_wegvak.229,T-kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",,,VBW.c =RW.  7,600946123,2022-06-01T00:00:00,403,060094612320220601,KPK0001223459,I,,POINT (131218.5936000012 549189.5460000001)
kruispunten_wegvak.230,T-kruispunt met voorrangsregeling,N,N,N,"Rechtdoor, rechtsaf OF linksaf OF beide afslagen toegestaan (D4 + D5r of D4 + D5L  of D4 + D7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,VBW.d =RW.  7,262498002,2022-06-01T00:00:00,2,026249800220220601,KPK0001223460,I,,POINT (131255.7087999992 549183.6077999994)
kruispunten_wegvak.231,T-kruispunt met voorrangsregeling,N,N,N,"Rechtdoor, rechtsaf OF linksaf OF beide afslagen toegestaan (D4 + D5r of D4 + D5L  of D4 + D7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,VBW.d =RW.  7,262498002,2022-06-01T00:00:00,2,026249800220220601,KPK0001223461,I,,POINT (131255.7087999992 549183.6077999994)
kruispunten_wegvak.232,Pseudo kruispunt met voorrangsregeling,N,N,N,"Rechtdoor, rechtsaf OF linksaf OF beide afslagen toegestaan (D4 + D5r of D4 + D5L  of D4 + D7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,VBW.a =RW.  7                  VBW.b =RW.  7,262498002,2022-06-01T00:00:00,193,026249800220220601,KPK0001223462,I,,POINT (131439.36190000176 549130.1603000015)
kruispunten_wegvak.233,Pseudo kruispunt met voorrangsregeling,N,N,N,"Rechtdoor, rechtsaf OF linksaf OF beide afslagen toegestaan (D4 + D5r of D4 + D5L  of D4 + D7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,VBW.a =RW.  7                  VBW.b =RW.  7,262498002,2022-06-01T00:00:00,193,026249800220220601,KPK0001223463,I,,POINT (131439.36190000176 549130.1603000015)
kruispunten_wegvak.234,T-kruispunt met fysieke scheiding van de rijbanen,N,N,J,Rechtdoor met linksaf toegestaan (rechtsaf verbod) voor de rechter hoofdrijbaan (D6L),,,VBW.a =RW. 10,600123883,2022-12-01T00:00:00,10,060012388320221201,KPK0001223464,I,,POINT (118100.2976000011 488706.4492000006)
kruispunten_wegvak.235,T-kruispunt met fysieke scheiding van de rijbanen,N,N,J,Rechtdoor met linksaf toegestaan (rechtsaf verbod) voor de rechter hoofdrijbaan (D6L),,,VBW.a =RW. 10,600122551,2020-11-01T00:00:00,13,060012255120201101,KPK0001223464,I,,POINT (118100.11030000076 488705.5879999995)
kruispunten_wegvak.236,T-kruispunt met fysieke scheiding van de rijbanen,N,N,J,Rechtdoor met linksaf toegestaan (rechtsaf verbod) voor de rechter hoofdrijbaan (D6L),,,VBW.a =RW. 10,600225773,2022-12-01T00:00:00,1,060022577320221201,KPK0001223465,I,,POINT (118107.20069999993 488694.17540000007)
kruispunten_wegvak.237,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een zijstraat,,,KIMPOWEG,600952821,2022-06-01T00:00:00,18,060095282120220601,KPK0001223469,I,,POINT (117747.5951000005 488699.93299999833)
kruispunten_wegvak.238,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een zijstraat,,,KIMPOWEG,600945569,2022-06-01T00:00:00,6,060094556920220601,KPK0001223470,I,,POINT (117748.91580000147 488687.5144999996)
kruispunten_wegvak.239,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,600952822,2022-06-01T00:00:00,177,060095282220220601,KPK0001223471,I,,POINT (117565.56010000035 488697.1629000008)
kruispunten_wegvak.240,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,600945571,2022-06-01T00:00:00,180,060094557120220601,KPK0001223472,I,,POINT (117587.31089999899 488683.4642000012)
kruispunten_wegvak.241,T-kruispunt met een linksafvak in de hoofdrijbaan,J,J,J,Alle rijrichtingen toegestaan bij een zijstraat,,,RADARWEG,600952908,2022-06-01T00:00:00,3,060095290820220601,KPK0001223473,I,,POINT (117372.74680000171 488692.4897999987)
kruispunten_wegvak.242,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,600952910,2022-06-01T00:00:00,489,060095291020220601,KPK0001223474,I,,POINT (116868.46269999817 488685.79740000144)
kruispunten_wegvak.243,Pseudo kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,DE SEINEWEG                    BURG.DE VLUGTLAAN,600122477,2020-11-01T00:00:00,13,060012247720201101,KPK0001223475,I,,POINT (116292.00090000033 488675.3819999993)
kruispunten_wegvak.244,Pseudo kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,AUSTRALIEHAVENWEG              WILLEM SCHERMERHORNSTRAAT,600121870,2021-10-01T00:00:00,1,060012187020211001,KPK0001223476,I,,POINT (115230.00600000098 488662.810800001)
kruispunten_wegvak.245,T-kruispunt met een linksafvak in de hoofdrijbaan,J,J,J,Alle rijrichtingen toegestaan bij een zijstraat,,,RADARWEG,600945570,2022-06-01T00:00:00,3,060094557020220601,KPK0001223477,I,,POINT (117384.91160000116 488680.05209999904)
kruispunten_wegvak.246,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,600945537,2022-06-01T00:00:00,565,060094553720220601,KPK0001223478,I,,POINT (116888.47040000185 488672.1944000013)
kruispunten_wegvak.247,Pseudo kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,DE SEINEWEG                    BURG.DE VLUGTLAAN,600945536,2022-06-01T00:00:00,10,060094553620220601,KPK0001223479,I,,POINT (116314.99870000035 488652.5791000016)
kruispunten_wegvak.248,Pseudo kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,AUSTRALIEHAVENWEG              WILLEM SCHERMERHORNSTRAAT,600945484,2022-06-01T00:00:00,0,060094548420220601,KPK0001223480,I,,POINT (115231.37200000137 488649.36300000176)
kruispunten_wegvak.249,Pseudo kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ORANJE NASSAUSTRAAT,600952702,2022-06-01T00:00:00,2,060095270220220601,KPK0001223482,I,,POINT (111931.35680000111 488639.84600000083)
kruispunten_wegvak.250,Pseudo kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ORANJE NASSAUSTRAAT,600955326,2022-06-01T00:00:00,17,060095532620220601,KPK0001223483,I,,POINT (111926.70179999992 488629.1816999987)
kruispunten_wegvak.251,T-kruispunt met voorrangsregeling,N,N,J,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij een zijstraat (D6R + F7)",,,HAARLEMMERSTRAATWEG,600955327,2022-06-01T00:00:00,5,060095532720220601,KPK0001223485,I,,POINT (111338.08370000124 488845.5593000017)
kruispunten_wegvak.252,Kruispunt zonder voorrangsregeling,N,N,J,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij een zijstraat (D6R + F7)",Rechtdoor en linksaf toegestaan voor de rechter zijstraat (D6L),,RW 9 VBW. b                    RW 9 VBW. b,600120401,2022-06-01T00:00:00,380,060012040120220601,KPK0001223503,I,,POINT (108772 488786)
kruispunten_wegvak.253,Kruispunt met voorrangsregeling,N,N,J,"Alleen rechtdoor, keerverbod op rechter hoofdrijbaan (D4 + F7)",Er geldt alleen een keerverbod voor de linker zijstraat (F7),,OVERKAMPWEG,600945134,2022-06-01T00:00:00,48,060094513420220601,KPK0001219573,I,,POINT (106256.44590000063 423227.3925999999)
kruispunten_wegvak.254,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,600954781,2022-06-01T00:00:00,13,060095478120220601,KPK0001219593,I,,POINT (115841.20580000058 483566.4846000001)
kruispunten_wegvak.255,Niet indeelbaar,N,N,N,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,OVERSTEEKPLAATS,600954785,2022-06-01T00:00:00,57,060095478520220601,KPK0001219595,I,,POINT (115875.71409999952 483429.1948999986)
kruispunten_wegvak.256,Niet indeelbaar,N,N,N,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,OVERSTEEKPLAATS,600954784,2022-06-01T00:00:00,0,060095478420220601,KPK0001219595,I,,POINT (115875.71409999952 483429.1948999986)
kruispunten_wegvak.257,Pseudo kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, keerverbod op rechter hoofdrijbaan (D4 + F7)",Rechtdoor met rechtsaf toegestaan en keerverbod voor de rechter zijstraat (D6R + F7),,CADO,600947091,2022-06-01T00:00:00,269,060094709120220601,KPK0001221853,I,,POINT (157376.8317000009 463490.5678999983)
kruispunten_wegvak.258,Pseudo kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,STAALINDUSTRIEWEG              DE HELLING,600952629,2022-06-01T00:00:00,16,060095262920220601,KPK0001223558,I,,POINT (105401.15729999915 429867.1317999996)
kruispunten_wegvak.259,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alle rijrichtingen toegestaan bij een zijstraat,,,VBW.a & b =RW. 15,600945077,2022-06-01T00:00:00,776,060094507720220601,KPK0001223559,I,,POINT (105940.13399999961 429303.08399999887)
kruispunten_wegvak.260,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alle rijrichtingen toegestaan bij een zijstraat,,,VBW.a & b =RW. 15,600119779,2021-01-01T00:00:00,10,060011977920210101,KPK0001223559,I,,POINT (105940.08980000019 429308.0003999993)
kruispunten_wegvak.261,T-kruispunt met fysieke scheiding van de rijbanen,N,J,J,Alle rijrichtingen toegestaan bij een zijstraat,,,EDISONWEG,600955353,2022-06-01T00:00:00,22,060095535320220601,KPK0001223560,I,,POINT (106135.4785999991 429237.73270000145)
kruispunten_wegvak.262,T-kruispunt met fysieke scheiding van de rijbanen,N,J,J,Alle rijrichtingen toegestaan bij een zijstraat,,,EDISONWEG,600955351,2022-06-01T00:00:00,0,060095535120220601,KPK0001223561,I,,POINT (106131.95670000091 429253.88589999825)
kruispunten_wegvak.263,Kruispunt met linksafvakken in de hoofdrijbaan,N,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,TEN CATEWEG                    NIJVERDALSESTRAAT,600433039,2022-01-01T00:00:00,0,060043303920220101,KPK0001150193,I,,POINT (235285.76639999822 486305.48479999974)
kruispunten_wegvak.264,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,HEARREWEI,600954131,2022-06-01T00:00:00,2,060095413120220601,KPK0001221989,I,,POINT (197481.02650000155 573488.6788999997)
kruispunten_wegvak.265,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,600954118,2022-06-01T00:00:00,4,060095411820220601,KPK0001221997,I,,POINT (204803.02519999817 535031.8161000013)
kruispunten_wegvak.266,Kruispunt met fysieke scheiding van de rijbanen,N,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,BEERZERWEG,600954264,2022-06-01T00:00:00,8,060095426420220601,KPK0001222129,I,,POINT (234831.0124000013 503120.64130000025)
kruispunten_wegvak.268,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,J,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),,,ROZENWEG                       RIJKSSTRAATWEG,600944611,2022-06-01T00:00:00,14,060094461120220601,KPK0001222159,I,,POINT (88457.71779999882 461945.61290000007)
kruispunten_wegvak.269,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),,,HOTEL SASSENHEIM,600115583,2021-10-01T00:00:00,2,060011558320211001,KPK0001222183,I,,POINT (94717.91950000077 469804.2098999992)
kruispunten_wegvak.270,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),,,HOTEL SASSENHEIM,600952601,2022-06-01T00:00:00,14,060095260120220601,KPK0001222183,I,,POINT (94715.9085999988 469810.3612000011)
kruispunten_wegvak.271,T-kruispunt met voorrangsregeling,J,J,J,Alle rijrichtingen toegestaan bij een zijstraat,Rechtdoor en linksaf toegestaan voor de linker zijstraat (D6L),,RW. 14 VBW. a/d,600952386,2022-06-01T00:00:00,27,060095238620220601,KPK0001222185,I,,POINT (84524.71620000154 457995.96759999916)
kruispunten_wegvak.272,Kruispunt met voorrangsregeling,J,J,J,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij gelijkvloerse kruising (D6R + F7)",,,RW. 14 VBW. a/d,600944556,2022-06-01T00:00:00,16,060094455620220601,KPK0001222186,I,,POINT (84554.58520000055 457986.4684000015)
kruispunten_wegvak.273,Pseudo T-kruispunt met voorrangsregeling,N,N,J,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij gelijkvloerse kruising (D6R + F7)",Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,RING ZUID                      RW. 28 VBW.b,600146240,2022-04-01T00:00:00,13,060014624020220401,KPK0001205392,I,,POINT (201261.2039999999 502342.69579999894)
kruispunten_wegvak.274,T-kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,RING NOORD                     RW. 28 VBW.d,600146237,2019-02-01T00:00:00,46,060014623720190201,KPK0001205393,I,,POINT (201063 502302)
kruispunten_wegvak.275,T-kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,RING NOORD                     RW. 28 VBW.d,402404032,2022-04-01T00:00:00,0,040240403220220401,KPK0001205393,I,,POINT (201063 502302)
kruispunten_wegvak.276,Kruispunt zonder voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en linksaf toegestaan voor de rechter zijstraat (D6L),,RW. 28 VBW.a                   RING NOORD,600146238,2022-04-01T00:00:00,13,060014623820220401,KPK0001205394,I,,POINT (201132.6026000008 502414.0478999987)
kruispunten_wegvak.277,Pseudo kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,KENNEMERSTRAATWEG,600952787,2022-06-01T00:00:00,22,060095278720220601,KPK0001220355,I,,POINT (110585 514797)
kruispunten_wegvak.278,Pseudo kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,KENNEMERSTRAATWEG,600945254,2022-06-01T00:00:00,13,060094525420220601,KPK0001220356,I,,POINT (110572.28909999877 514788.27050000057)
kruispunten_wegvak.279,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,REGULIERSLAAN,220430055,2021-04-01T00:00:00,15,022043005520210401,KPK0001220357,I,,POINT (110239.32050000131 515040.4807999991)
kruispunten_wegvak.280,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,REGULIERSLAAN,600952742,2022-06-01T00:00:00,407,060095274220220601,KPK0001220357,I,,POINT (110243.4525000006 515045.6570000015)
