FID,omschr,voorz_vop,voorz_fop,voorz_vri,rijrtnghrb,rijrtngzij,afbuiging,invent_oms,wvk_id,wvk_begdat,afstand,fk_veld1,fk_veld4,ibn,gdb_geomattr_data,shape
kruispunten_wegvak.281,Pseudo kruispunt met fysieke scheiding van de rijbanen,J,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,AERT DE GELDERLAAN,600952609,2022-06-01T00:00:00,6,060095260920220601,KPK0001220358,I,,POINT (109534.61360000074 515562.93470000103)
kruispunten_wegvak.282,Kruispunt met fysieke scheiding van de rijbanen,N,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,HELDERSEWEG	KOGELDIJK,600952700,2022-06-01T00:00:00,0,060095270020220601,KPK0001220362,I,,POINT (111439.13899999857 519526.10599999875)
kruispunten_wegvak.283,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,600955145,2022-06-01T00:00:00,61,060095514520220601,KPK0001220379,I,,POINT (109048.53599999845 533318.7146000005)
kruispunten_wegvak.284,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ST.MAARTENSWEG                 ZEEWEG,600955146,2022-06-01T00:00:00,15,060095514620220601,KPK0001220390,I,,POINT (109109.53770000115 533465.7415999994)
kruispunten_wegvak.285,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ST.MAARTENSWEG                 ZEEWEG,600955146,2022-06-01T00:00:00,15,060095514620220601,KPK0001220391,I,,POINT (109109.53770000115 533465.7415999994)
kruispunten_wegvak.286,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,600945209,2022-06-01T00:00:00,116,060094520920220601,KPK0001220395,I,,POINT (109172.23539999872 533583.1994999982)
kruispunten_wegvak.287,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,600955374,2022-06-01T00:00:00,652,060095537420220601,KPK0001220443,I,,POINT (120469.28249999881 479085.39020000026)
kruispunten_wegvak.288,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,600955371,2022-06-01T00:00:00,2,060095537120220601,KPK0001220444,I,,POINT (120457.72910000011 479070.2468999997)
kruispunten_wegvak.289,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,600429695,2021-01-01T00:00:00,15,060042969520210101,KPK0001220444,I,,POINT (120453.85539999977 479072.4226000011)
kruispunten_wegvak.290,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,CARPOOLPLEK,600954770,2022-06-01T00:00:00,1,060095477020220601,KPK0001220465,I,,POINT (111056.54930000007 536117.0097999983)
kruispunten_wegvak.291,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,600954769,2022-06-01T00:00:00,1,060095476920220601,KPK0001220466,I,,POINT (111069.94339999929 536107.8548000008)
kruispunten_wegvak.292,Kruispunt met voorrangsregeling,N,J,N,Alleen rechtdoor toegestaan voor de rechter hoofdrijbaan (D4),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,FIETSOVERSTEEKPLAATS,600945292,2022-06-01T00:00:00,0,060094529220220601,KPK0001220467,I,,POINT (111241.51729999855 536431.3691000007)
kruispunten_wegvak.293,Kruispunt met voorrangsregeling,N,J,N,Alleen rechtdoor toegestaan voor de rechter hoofdrijbaan (D4),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,FIETSOVERSTEEKPLAATS,600945291,2022-06-01T00:00:00,15,060094529120220601,KPK0001220467,I,,POINT (111241.51729999855 536431.3691000007)
kruispunten_wegvak.294,Kruispunt met voorrangsregeling,N,J,N,Alleen rechtdoor toegestaan voor de linker hoofdrijbaan (D4),Alleen rechtdoor toegestaan en keerverbod voor de rechter zijstraat (D4 + F7),,FIETSOVERSTEEKPLAATS,600952590,2022-06-01T00:00:00,3,060095259020220601,KPK0001220639,I,,POINT (104890.20270000026 458253.59530000016)
kruispunten_wegvak.295,Pseudo kruispunt zonder voorrangsregeling,N,J,N,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtdoor met rechtsaf toegestaan en keerverbod voor beide zijstraten (D6R + F7),,FIETSOVERSTEEKPLAATS,600952773,2022-06-01T00:00:00,0,060095277320220601,KPK0001220640,I,,POINT (110706.27849999815 453852.10269999877)
kruispunten_wegvak.296,Pseudo kruispunt zonder voorrangsregeling,N,J,N,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtdoor met rechtsaf toegestaan en keerverbod voor beide zijstraten (D6R + F7),,FIETSOVERSTEEKPLAATS,600945264,2022-06-01T00:00:00,1,060094526420220601,KPK0001220641,I,,POINT (110672.03929999843 453741.03339999914)
kruispunten_wegvak.297,Pseudo kruispunt zonder voorrangsregeling,N,J,N,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtdoor met rechtsaf toegestaan en keerverbod voor beide zijstraten (D6R + F7),,FIETSOVERSTEEKPLAATS,600945262,2022-06-01T00:00:00,56,060094526220220601,KPK0001220641,I,,POINT (110661.29149999842 453736.14499999955)
kruispunten_wegvak.298,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan voor de linker hoofdrijbaan (D4),Rechtdoor en rechtsaf toegestaan voor de linker zijstraat (D6R),,HUNNEVELDWEG,600954127,2022-06-01T00:00:00,10,060095412720220601,KPK0001220702,I,,POINT (202845.61719999835 439614.3328000009)
kruispunten_wegvak.299,Kruispunt met voorrangsregeling,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,MGR.VAN STEELAAN,600952348,2022-06-01T00:00:00,15,060095234820220601,KPK0001220922,I,,POINT (85732.3049999997 456098.91600000113)
kruispunten_wegvak.300,Pseudo kruispunt zonder voorrangsregeling,N,N,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),,,OVERSTEEKPLAATS,600944549,2022-06-01T00:00:00,637,060094454920220601,KPK0001220923,I,,POINT (84466.29019999877 457973.194600001)
kruispunten_wegvak.301,Pseudo kruispunt zonder voorrangsregeling,N,N,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),,,OVERSTEEKPLAATS,600944554,2022-06-01T00:00:00,17,060094455420220601,KPK0001220924,I,,POINT (84548.50250000134 457961.1715000011)
kruispunten_wegvak.302,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,STELLINGENWEG,395487039,2022-04-01T00:00:00,0,039548703920220401,KPK0001205665,I,,POINT (197733.37000000104 544000.5971999988)
kruispunten_wegvak.303,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Rechtdoor met linksaf toegestaan (rechtsaf verbod) voor de rechter hoofdrijbaan (D6L),Rechtdoor en linksaf toegestaan voor de rechter zijstraat (D6L),,VBW. b (RW 27)                 VBW. a (RW 27),600124460,2022-04-01T00:00:00,3029,060012446020220401,KPK0001206155,I,,POINT (120282.46990000084 411103.39660000056)
kruispunten_wegvak.304,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,FIETSOVERSTEEKPLAATS,600934359,2022-04-01T00:00:00,429,060093435920220401,KPK0001206227,I,,POINT (114195.93450000137 408995.8555999994)
kruispunten_wegvak.305,Rotonde,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,RW059 vbw 42 c Heusden,278224055,2022-04-01T00:00:00,58,027822405520220401,KPK0001206233,I,,POINT (139529.436999999 412165.96599999815)
kruispunten_wegvak.306,Rotonde,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij gelijkvloerse kruising (D6R + F7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,RW059 vbw 42 c Heusden,279224002,2022-04-01T00:00:00,111,027922400220220401,KPK0001206235,I,,POINT (139704.35830000043 412247.5764000006)
kruispunten_wegvak.307,Kruispunt zonder voorrangsregeling,N,N,N,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtdoor met rechtsaf toegestaan en keerverbod voor beide zijstraten (D6R + F7),,RW059 vbw 42 a Heusden,600127945,2022-04-01T00:00:00,4,060012794520220401,KPK0001206237,I,,POINT (139701.05950000137 412250.98420000076)
kruispunten_wegvak.308,T-kruispunt met een linksafvak in de hoofdrijbaan,N,J,N,Alle rijrichtingen toegestaan bij een zijstraat,,L,STOOFWEG=N651,600944019,2022-06-01T00:00:00,2,060094401920220601,KPK0001222429,I,,POINT (45787.78519999981 414256.9884000011)
kruispunten_wegvak.309,Kruispunt zonder voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ZIJSTRAAT,600952179,2022-06-01T00:00:00,18,060095217920220601,KPK0001222444,I,,POINT (45889.65049999952 413603.3231000006)
kruispunten_wegvak.310,T-kruispunt met fysieke scheiding van de rijbanen,N,J,J,Alle rijrichtingen toegestaan bij een zijstraat,,R,SEROOSKERKSEWEG=R059,600952178,2022-06-01T00:00:00,5,060095217820220601,KPK0001222445,I,,POINT (45878.64460000023 413570.21499999985)
kruispunten_wegvak.311,Kruispunt zonder voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ZIJSTRAAT,600944017,2022-06-01T00:00:00,29,060094401720220601,KPK0001222446,I,,POINT (45898.28799999878 413598.16310000047)
kruispunten_wegvak.312,T-kruispunt met fysieke scheiding van de rijbanen,N,J,J,Alle rijrichtingen toegestaan bij een zijstraat,,R,SEROOSKERKSEWEG=R059,600944016,2022-06-01T00:00:00,6,060094401620220601,KPK0001222447,I,,POINT (45883.90709999949 413567.45259999856)
kruispunten_wegvak.313,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,600944391,2022-06-01T00:00:00,11,060094439120220601,KPK0001222555,I,,POINT (73967.93180000037 435311.1294)
kruispunten_wegvak.314,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,600952266,2022-06-01T00:00:00,11,060095226620220601,KPK0001222556,I,,POINT (73968.64519999921 435325.65619999915)
kruispunten_wegvak.315,Niet indeelbaar,N,J,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),L,OVERSTEEKPLAATS,600952303,2022-06-01T00:00:00,0,060095230320220601,KPK0001221219,I,,POINT (67439.36699999869 439917.41739999875)
kruispunten_wegvak.316,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENDOORGANG,600944496,2022-06-01T00:00:00,587,060094449620220601,KPK0001221254,I,,POINT (81753.01700000092 431763.5738000013)
kruispunten_wegvak.317,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENDOORGANG,600944523,2022-06-01T00:00:00,1263,060094452320220601,KPK0001221255,I,,POINT (83962.2751000002 432360.25670000166)
kruispunten_wegvak.318,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,AVELING,600944544,2022-06-01T00:00:00,9,060094454420220601,KPK0001221264,I,,POINT (84185.77050000057 432372.9811999984)
kruispunten_wegvak.319,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,LICHTENVOORDSEWEG,600954273,2022-06-01T00:00:00,35,060095427320220601,KPK0001221151,I,,POINT (230411.70190000162 441323.6678000018)
kruispunten_wegvak.321,Kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ZIEUWENTSEWEG                  ZIEUWENTSEWEG=N312,600954270,2022-06-01T00:00:00,24,060095427020220601,KPK0001221159,I,,POINT (235179.25670000166 445326.4706000015)
kruispunten_wegvak.322,Pseudo kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,WEELDEWEG,600955659,2022-06-01T00:00:00,800,060095565920220601,KPK0001222524,I,,POINT (40971.49390000105 412336.2243000008)
kruispunten_wegvak.323,Pseudo kruispunt zonder voorrangsregeling,N,J,N,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtdoor met rechtsaf toegestaan en keerverbod voor beide zijstraten (D6R + F7),,FIETSOVERSTEEKPLAATS,600944641,2022-06-01T00:00:00,234,060094464120220601,KPK0001221593,I,,POINT (89723.48930000141 438444.69220000133)
kruispunten_wegvak.324,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,600952368,2022-06-01T00:00:00,346,060095236820220601,KPK0001221595,I,,POINT (89828.00510000065 438580.94519999996)
kruispunten_wegvak.325,Kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,DELINGSDIJK                    DELINGSDIJK=N653,600944040,2022-06-01T00:00:00,25,060094404020220601,KPK0001222772,I,,POINT (46306.03130000085 413354.5837999992)
kruispunten_wegvak.326,Kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,DELINGSDIJK                    DELINGSDIJK=N653,600952155,2022-06-01T00:00:00,24,060095215520220601,KPK0001222773,I,,POINT (46313.05649999902 413365.4299999997)
kruispunten_wegvak.327,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,367504039,2022-03-01T00:00:00,383,036750403920220301,KPK0001129109,I,,POINT (184040.29320000112 552285.6726000011)
kruispunten_wegvak.328,Kruispunt zonder voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),,,GROTE GENT                     VBW. C en D RW A65,297217036,2023-01-01T00:00:00,305,029721703620230101,KPK0001126295,I,,POINT (149072.34950000048 408376.05849999934)
kruispunten_wegvak.329,T-kruispunt met fysieke scheiding van de rijbanen,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de linker zijstraat (D4),,SIDDEBUREN=N387,508570015,2022-03-01T00:00:00,1,050857001520220301,KPK0001118998,I,,POINT (254406.90940000117 585273.7074000016)
kruispunten_wegvak.330,T-kruispunt met fysieke scheiding van de rijbanen,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de linker zijstraat (D4),,SIDDEBUREN=N387,600460828,2021-09-01T00:00:00,2,060046082820210901,KPK0001118998,I,,POINT (254414.08949999884 585275.0782000013)
kruispunten_wegvak.331,Rotonde,N,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,DALEBOUTSWEG,600460749,2022-04-01T00:00:00,20,060046074920220401,KPK0001119125,I,,POINT (40538.05469999835 411968.15349999815)
kruispunten_wegvak.332,Rotonde,N,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,DALEBOUTSWEG,600460752,2022-04-01T00:00:00,13,060046075220220401,KPK0001119126,I,,POINT (40565.62999999896 411949.2501000017)
kruispunten_wegvak.333,Rotonde,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,KRAAIJENSTEINWEG,600460739,2021-09-01T00:00:00,24,060046073920210901,KPK0001119128,I,,POINT (40134.85889999941 411506.9395999983)
kruispunten_wegvak.334,Rotonde,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,KRAAIJENSTEINWEG,600460762,2021-09-01T00:00:00,3,060046076220210901,KPK0001119129,I,,POINT (40170.158100001514 411497.8189999983)
kruispunten_wegvak.335,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,600115578,2021-10-01T00:00:00,244,060011557820211001,KPK0001126837,I,,POINT (94680.90019999817 461723.2877999991)
kruispunten_wegvak.336,Kruispunt met voorrangsregeling,N,N,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtdoor en linksaf toegestaan voor de rechter zijstraat (D6L),,EUROPAWEG,600113433,2021-10-01T00:00:00,24,060011343320211001,KPK0001126842,I,,POINT (93902.1975999996 460478.5131999999)
kruispunten_wegvak.337,Kruispunt met voorrangsregeling,J,J,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,BUSBAAN,169272144,2021-10-01T00:00:00,190,016927214420211001,KPK0001127110,I,,POINT (84852.09160000086 436097.2474000007)
kruispunten_wegvak.338,Kruispunt met voorrangsregeling,J,J,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,BUSBAAN,600107339,2021-10-01T00:00:00,0,060010733920211001,KPK0001127111,I,,POINT (84865.2190000005 436093.08100000024)
kruispunten_wegvak.339,Kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,MEEZENDREEF,600140459,2021-10-01T00:00:00,398,060014045920211001,KPK0001136241,I,,POINT (167704.78840000182 436894.4125000015)
kruispunten_wegvak.340,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,LAAN IN 'T OOSTEN,255494015,2021-10-01T00:00:00,1,025549401520211001,KPK0001144546,I,,POINT (127969.70529999956 547211.4180000015)
kruispunten_wegvak.341,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,KLEITELWEG,255494015,2021-10-01T00:00:00,1147,025549401520211001,KPK0001144547,I,,POINT (128917.96799999848 547854.3528999984)
kruispunten_wegvak.342,T-kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),,,OSDORPERWEG,600121635,2021-10-01T00:00:00,3,060012163520211001,KPK0001144568,I,,POINT (112225.19420000166 488633.0705999993)
kruispunten_wegvak.343,T-kruispunt met voorrangsregeling,N,N,J,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij een zijstraat (D6R + F7)",,,HAARLEMMERSTRAATWEG,600421501,2021-10-01T00:00:00,493,060042150120211001,KPK0001144572,I,,POINT (111335.92660000175 488856.51199999824)
kruispunten_wegvak.344,Kruispunt zonder voorrangsregeling,N,N,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtdoor met linksaf toegestaan en keerverbod voor de rechter zijstraat (D6L + F7),,RW 9 VBW. d                    RW 9 VBW. d,216377018,2022-06-01T00:00:00,488,021637701820220601,KPK0001144592,I,,POINT (108656.18769999966 488651.63379999995)
