FID,OVW_STARTDATUM,BOOMKLASSE,BOOMHOOGTE,BUURT,EIGENAAR,FUNCTIE,KROONDIAMETER,PLANTWIJZE,STAMDIAMETER,STANDPLAATS,WIJKNAAM,ID,NEDERLANDSE_NAAM,BOOMSOORT,GEOMETRIE,PLANTJAAR,LONGITUDE,LATITUDE,OVW_MAX_SIZE

Gemeentelijke_bomen.15956001,2023-02-03,Geen vrije uitgroei,12-15 m,Juliana van Stolberg,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,26-50 cm,Heesters,De Berg-Zuid,4081,koningslinde,Tilia x europaea Koningslinde,POINT (52.14804195541185 5.379232204904121),1986,5.379232427969,52.1480384097007,0

Gemeentelijke_bomen.15956002,2023-02-03,Geen vrije uitgroei,0-6 m,Vermeerkwartier-Oost,Gemeente Amersfoort,Stadsdeel- en wijkgroen,18,Groep,11-25 cm,Ruw gras,Vermeerkwartier,3213,Chinese vernisboom,Koelreuteria paniculata,POINT (52.14797375942569 5.3950175573899255),2014 (geschat),5.39501772205513,52.147970294206,0

Gemeentelijke_bomen.15956003,2023-02-03,Geen vrije uitgroei,0-6 m,Vermeerkwartier-Oost,Gemeente Amersfoort,Stadsdeel- en wijkgroen,6,Groep,11-25 cm,Ruw gras,Vermeerkwartier,3214,Chinese vernisboom,Koelreuteria paniculata,POINT (52.1480431780634 5.395137678891366),2014 (geschat),5.39513784214163,52.1480397132195,0

Gemeentelijke_bomen.15956004,2023-02-03,Geen vrije uitgroei,15-18 m,Willem III,Gemeente Amersfoort,Stadsdeel- en wijkgroen,,Bomenrij,51-75 cm,Heesters,Randenbroek,1434,zomereik,Quercus robur,POINT (52.15418638882951 5.401408153390354),1986,5.40140820557562,52.1541829336871,0

Gemeentelijke_bomen.15956005,2023-02-03,Geen vrije uitgroei,15-18 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,26-50 cm,Heesters,Randenbroek,1436,veldesdoorn cv.,Acer campestre Elsrijk,POINT (52.154407483505615 5.401476902535696),1986,5.40147695128815,52.1544040278421,0

Gemeentelijke_bomen.15956006,2023-02-03,Geen vrije uitgroei,12-15 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,26-50 cm,Elementverharding,Randenbroek,1437,veldesdoorn cv.,Acer campestre Elsrijk,POINT (52.15442659608828 5.401751468704313),1986,5.40175151605345,52.1544231418285,0

Gemeentelijke_bomen.15956007,2023-02-03,Geen vrije uitgroei,6-9 m,Componistenbuurt-Zuid,Gemeente Amersfoort,Stadsdeel- en wijkgroen,3,Bomenrij,11-25 cm,Gazon,Randenbroek,2047,Noorse esdoorn,Acer platanoides,POINT (52.14984457048992 5.405988713918269),2007,5.40598881027275,52.1498411572115,0

Gemeentelijke_bomen.15956008,2023-02-03,Geen vrije uitgroei,9-12 m,Juliana van Stolberg,Gemeente Amersfoort,Buurt- en blokgroen,9,Groep,26-50 cm,Elementverharding,De Berg-Zuid,4174,esdoorn cv.,Acer x freemanii Elegant,POINT (52.14667652965745 5.377131554566396),1986,5.37713180309829,52.1466729786437,0

Gemeentelijke_bomen.15956009,2023-02-03,Geen vrije uitgroei,9-12 m,Juliana van Stolberg,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,26-50 cm,Elementverharding,De Berg-Zuid,4064,dubbelbloemige paardenkastanje,Aesculus hippocastanum Baumannii,POINT (52.14671617648887 5.378402599393566),1986,5.37840284273043,52.1467126315381,0

Gemeentelijke_bomen.15956010,2023-02-03,Geen vrije uitgroei,12-15 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,26-50 cm,Elementverharding,Randenbroek,1500,kleinbladige linde,Tilia cordata,POINT (52.15529932978389 5.3993247518692105),1986,5.39932479688437,52.1552958589419,0

Gemeentelijke_bomen.15956011,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Groep,26-50 cm,Bosplantsoen,Buitengebied-Oost,1113,zomereik,Quercus robur,POINT (52.1639181477295 5.465852422231496),1970,5.46585203595849,52.1639150425984,0

Gemeentelijke_bomen.15956012,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Groep,26-50 cm,Bosplantsoen,Buitengebied-Oost,1114,zomereik,Quercus robur,POINT (52.163882384688236 5.46574144101377),1970,5.4657410558966,52.1638792789693,0

Gemeentelijke_bomen.15956013,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Groep,26-50 cm,Bosplantsoen,Buitengebied-Oost,1193,zomereik,Quercus robur,POINT (52.16342931785658 5.464295161317637),1980,5.46429479099061,52.1634262044362,0

Gemeentelijke_bomen.15956014,2023-02-03,Geen vrije uitgroei,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Groep,26-50 cm,Bosplantsoen,Buitengebied-Oost,1195,ruwe berk,Betula pendula,POINT (52.163475166152246 5.4644040769785756),1990 (geschat),5.46440370533126,52.1634720532574,0

Gemeentelijke_bomen.15956015,2023-02-03,Flora en Faunaboom,6-9 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Groep,51-75 cm,Bosplantsoen,Buitengebied-Oost,1196,zomereik,Quercus robur,POINT (52.163504003850846 5.4645000020456544),1970,5.46449962944085,52.1635008914714,0

Gemeentelijke_bomen.15956016,2023-02-03,Geen vrije uitgroei,15-18 m,Componistenbuurt-Noord,Gemeente Amersfoort,Buurt- en blokgroen,12,Bomenrij,51-75 cm,Elementverharding,Randenbroek,1198,moeraseik,Quercus palustris,POINT (52.15189858645675 5.396131201064412),1958,5.39613130682205,52.151895112237,0

Gemeentelijke_bomen.15956017,2023-02-03,Geen vrije uitgroei,12-15 m,Componistenbuurt-Noord,Gemeente Amersfoort,Buurt- en blokgroen,15,Bomenrij,26-50 cm,Elementverharding,Randenbroek,1199,moeraseik,Quercus palustris,POINT (52.1520396932585 5.396179447911803),1958,5.39617955150943,52.1520362187428,0

Gemeentelijke_bomen.15956018,2023-02-03,Geen vrije uitgroei,9-12 m,Componistenbuurt-Noord,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,26-50 cm,Elementverharding,Randenbroek,1200,moeraseik,Quercus palustris,POINT (52.15230212700422 5.396356302561823),2000,5.39635640179168,52.1522986523952,0

Gemeentelijke_bomen.15956019,2023-02-03,Geen vrije uitgroei,9-12 m,Rustenburg-Zuid,Gemeente Amersfoort,Rijkswegen,3,Bomenrij,11-25 cm,Heesters,Rustenburg,318,gewone es cv.,Fraxinus excelsior Westhofs Glorie,POINT (52.16752090876152 5.42193049698107),1994,5.42193025940557,52.1675175100246,0

Gemeentelijke_bomen.15956020,2023-02-03,Geen vrije uitgroei,9-12 m,Rustenburg-Zuid,Gemeente Amersfoort,Rijkswegen,3,Bomenrij,11-25 cm,Heesters,Rustenburg,320,gewone es cv.,Fraxinus excelsior Westhofs Glorie,POINT (52.16735849195009 5.421872292489843),1994,5.42187205770091,52.1673550936496,0

Gemeentelijke_bomen.15956212,2023-02-03,Geen vrije uitgroei,18-24 m,Leusderkwartier-Oost,Gemeente Amersfoort,Buurt- en blokgroen,24,Solitair,51-75 cm,Heesters,Leusderkwartier,3974,moeraseik,Quercus palustris,POINT (52.14116993990169 5.391701332144103),1954,5.39170160239659,52.1411664810828,0

Gemeentelijke_bomen.15956213,2023-02-03,Geen vrije uitgroei,12-15 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,9,Bomenrij,26-50 cm,Gazon,Randenbroek,1417,kleinbladige linde,Tilia cordata,POINT (52.15585161356829 5.4032469801732095),1986,5.40324700091229,52.1558481615886,0

Gemeentelijke_bomen.15956214,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,64,zomereik,Quercus robur,POINT (52.16579298160943 5.431751908477976),1950,5.43175165080191,52.1657896493435,0

Gemeentelijke_bomen.15956215,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,65,zomereik,Quercus robur,POINT (52.16580824996342 5.431781155977833),1950,5.43178089791866,52.1658049178027,0

Gemeentelijke_bomen.15956216,2023-02-03,Geen vrije uitgroei,12-15 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,67,zomereik,Quercus robur,POINT (52.16594116817816 5.432051687318587),1990,5.43205142584626,52.1659378370295,0

Gemeentelijke_bomen.15956217,2023-02-03,Geen vrije uitgroei,9-12 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,68,zomereik,Quercus robur,POINT (52.16601301334554 5.432203767589912),1990,5.43220350424309,52.1660096827796,0

Gemeentelijke_bomen.15956218,2023-02-03,Geen vrije uitgroei,18-24 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,76-100 cm,Ruw gras,Buitengebied-Oost,69,zomereik,Quercus robur,POINT (52.16603726114905 5.4322549485795735),1950,5.43225468460052,52.166033930779,0

Gemeentelijke_bomen.15956219,2023-02-03,Geen vrije uitgroei,12-15 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Solitair,26-50 cm,Elementverharding,Randenbroek,1367,kleinbladige linde,Tilia cordata,POINT (52.154821033791684 5.400587137152474),1986,5.40058718369679,52.1548175716642,0

Gemeentelijke_bomen.15956220,2023-02-03,Geen vrije uitgroei,9-12 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,3,Solitair,26-50 cm,Elementverharding,Randenbroek,1368,kleinbladige linde,Tilia cordata,POINT (52.15492794381276 5.400984629681448),2000,5.40098467305901,52.1549244833877,0

Gemeentelijke_bomen.15956221,2023-02-03,Geen vrije uitgroei,15-18 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,,Bomenrij,26-50 cm,Heesters,Randenbroek,1370,zomereik,Quercus robur,POINT (52.15426009874943 5.401335115691446),1986,5.40133516712681,52.1542566429165,0

Gemeentelijke_bomen.15956222,2023-02-03,Geen vrije uitgroei,9-12 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,11-25 cm,Heesters,Randenbroek,1372,veldesdoorn cv.,Acer campestre Elsrijk,POINT (52.15437877218918 5.401061903316223),1986,5.40106195418612,52.154375314406,0

Gemeentelijke_bomen.15956223,2023-02-03,Geen vrije uitgroei,9-12 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,26-50 cm,Heesters,Randenbroek,1373,veldesdoorn cv.,Acer campestre Elsrijk,POINT (52.15436799986062 5.400950846393694),1986,5.40095089787394,52.1543645415233,0

Gemeentelijke_bomen.15956224,2023-02-03,Geen vrije uitgroei,6-9 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,11-25 cm,Heesters,Randenbroek,1374,veldesdoorn cv.,Acer campestre Elsrijk,POINT (52.15435632889557 5.400836866711169),1986,5.40083691882643,52.1543528699924,0

Gemeentelijke_bomen.15956225,2023-02-03,Geen vrije uitgroei,9-12 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,11-25 cm,Elementverharding,Randenbroek,1521,kleinbladige linde,Tilia cordata,POINT (52.15551226881942 5.400023297146336),1986,5.40002333623238,52.1555088008443,0

Gemeentelijke_bomen.15956226,2023-02-03,Geen vrije uitgroei,9-12 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,26-50 cm,Elementverharding,Randenbroek,1522,kleinbladige linde,Tilia cordata,POINT (52.15539542205658 5.400056872238403),1986,5.40005691283982,52.1553919547403,0

Gemeentelijke_bomen.15956227,2023-02-03,Geen vrije uitgroei,12-15 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,26-50 cm,Elementverharding,Randenbroek,1524,kleinbladige linde,Tilia cordata,POINT (52.15528396785848 5.400091910029995),1986,5.4000919520647,52.1552805011862,0

Gemeentelijke_bomen.15956228,2023-02-03,Geen vrije uitgroei,9-12 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,26-50 cm,Elementverharding,Randenbroek,1506,kleinbladige linde,Tilia cordata,POINT (52.15560942369372 5.399224009393307),1986,5.39922405044899,52.1556059510423,0

Gemeentelijke_bomen.15956229,2023-02-03,Geen vrije uitgroei,18-24 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,30,Solitair,76-100 cm,Gazon,Randenbroek,1549,Amerikaanse eik,Quercus rubra,POINT (52.15635885894652 5.400666514129158),1960,5.4006665385001,52.1563553909304,0

Gemeentelijke_bomen.15956230,2023-02-03,Geen vrije uitgroei,12-15 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,9,Bomenrij,26-50 cm,Gazon,Randenbroek,1415,kleinbladige linde,Tilia cordata,POINT (52.15587494876525 5.403488100068808),1986,5.40348811946008,52.1558714979991,0

Gemeentelijke_bomen.15956231,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Groep,26-50 cm,Ruw gras,Buitengebied-Oost,640,zwarte els,Alnus glutinosa,POINT (52.16514224358403 5.459084665963209),1990,5.45908428969028,52.1651390874705,0

Gemeentelijke_bomen.15956232,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,573,zomereik,Quercus robur,POINT (52.16328445610753 5.457767293514919),1950,5.45776695587156,52.1632812998153,0

Gemeentelijke_bomen.15956233,2023-02-03,Geen vrije uitgroei,18-24 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,574,zomereik,Quercus robur,POINT (52.16325906551037 5.457863372284701),1950,5.45786303464137,52.1632559099674,0

Gemeentelijke_bomen.15956234,2023-02-03,Geen vrije uitgroei,0-6 m,Vermeerkwartier-West,Gemeente Amersfoort,Buurt- en blokgroen,3,Bomenrij,11-25 cm,Elementverharding,Vermeerkwartier,3319,Zweedse meelbes,Sorbus intermedia,POINT (52.14888651098942 5.387560674468023),2010 (geschat),5.38756085485137,52.1488830038197,0

Gemeentelijke_bomen.15956235,2023-02-03,Geen vrije uitgroei,0-6 m,Vermeerkwartier-West,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,11-25 cm,Elementverharding,Vermeerkwartier,3320,Zweedse meelbes,Sorbus intermedia,POINT (52.14893022007328 5.387709082975265),1990 (geschat),5.38770926220499,52.1489267134966,0

Gemeentelijke_bomen.15956236,2023-02-03,Geen vrije uitgroei,0-6 m,Vermeerkwartier-West,Gemeente Amersfoort,Buurt- en blokgroen,3,Bomenrij,11-25 cm,Elementverharding,Vermeerkwartier,3321,Zweedse meelbes,Sorbus intermedia,POINT (52.14893291528701 5.3878975589155695),1995,5.38789773739092,52.1489294096611,0

Gemeentelijke_bomen.15956237,2023-02-03,Geen vrije uitgroei,0-6 m,Vermeerkwartier-West,Gemeente Amersfoort,Buurt- en blokgroen,3,Bomenrij,0-10 cm,Elementverharding,Vermeerkwartier,3323,Zweedse meelbes,Sorbus intermedia,POINT (52.1489059471266 5.388363634333764),2011,5.38836381139756,52.1489024439805,0

Gemeentelijke_bomen.15956238,2023-02-03,Geen vrije uitgroei,6-9 m,Leusderkwartier-West,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,11-25 cm,Elementverharding,Leusderkwartier,3676,Himalayaberk,Betula utilis Doorenbos,POINT (52.142561187598986 5.380545002306848),2003,5.38054529199802,52.1425576676787,0

Gemeentelijke_bomen.15956239,2023-02-03,Geen vrije uitgroei,18-24 m,Vermeerkwartier-Oost,Gemeente Amersfoort,Stadsdeel- en wijkgroen,15,Groep,51-75 cm,Ruw gras,Vermeerkwartier,3168,zomereik,Quercus robur,POINT (52.14698483307805 5.399353068709884),1965,5.39935323106711,52.1469813944394,0

Gemeentelijke_bomen.15956323,2023-02-03,Geen vrije uitgroei,9-12 m,Juliana van Stolberg,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,26-50 cm,Elementverharding,De Berg-Zuid,4060,dubbelbloemige paardenkastanje,Aesculus hippocastanum Baumannii,POINT (52.146164300603495 5.378182100721844),1986,5.37818235200393,52.1461607565548,0

Gemeentelijke_bomen.15956324,2023-02-03,Geen vrije uitgroei,9-12 m,Juliana van Stolberg,Gemeente Amersfoort,Buurt- en blokgroen,9,Bomenrij,26-50 cm,Elementverharding,De Berg-Zuid,4061,dubbelbloemige paardenkastanje,Aesculus hippocastanum Baumannii,POINT (52.14626766618181 5.378239057908032),1986,5.37823930764574,52.146264122042,0

Gemeentelijke_bomen.15956325,2023-02-03,Geen vrije uitgroei,15-18 m,Leusderkwartier-Oost,Gemeente Amersfoort,Buurt- en blokgroen,18,Groep,51-75 cm,Bosplantsoen,Leusderkwartier,3840,Amerikaanse eik,Quercus rubra,POINT (52.14036613537229 5.3871186410807494),1954,5.38711893756844,52.1403626556625,0

Gemeentelijke_bomen.15956326,2023-02-03,Geen vrije uitgroei,9-12 m,Leusderkwartier-Oost,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,11-25 cm,Gazon,Leusderkwartier,3782,gewone beuk,Fagus sylvatica,POINT (52.140423042210976 5.391679342540399),1991,5.39167962308809,52.1404195857204,0

Gemeentelijke_bomen.15956327,2023-02-03,Geen vrije uitgroei,9-12 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Solitair,26-50 cm,Elementverharding,Randenbroek,1388,,Tilia europaea,POINT (52.15455235734464 5.400030324047501),1986,5.40003037670459,52.1545488933188,0

Gemeentelijke_bomen.15956328,2023-02-03,Geen vrije uitgroei,0-6 m,Leusderkwartier-Oost,Gemeente Amersfoort,Buurt- en blokgroen,3,Solitair,11-25 cm,Heesters,Leusderkwartier,3982,eikbladige haagbeuk,Carpinus betulus quercifolia,POINT (52.14234290186262 5.39071831061371),2012 (geschat),5.39071856818991,52.1423394340617,0

Gemeentelijke_bomen.15956329,2023-02-03,Geen vrije uitgroei,15-18 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,15,Bomenrij,51-75 cm,Gazon,Randenbroek,1565,zomereik,Quercus robur,POINT (52.15707155616894 5.4010525202721045),1950,5.40105253287077,52.1570680872567,0

Gemeentelijke_bomen.15956330,2023-02-03,Geen vrije uitgroei,12-15 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,9,Groep,26-50 cm,Gazon,Randenbroek,1343,zwarte berk,Betula nigra,POINT (52.15522661703355 5.398433363297536),1986,5.39843341305253,52.1552231417327,0

Gemeentelijke_bomen.15956331,2023-02-03,Geen vrije uitgroei,9-12 m,Leusderkwartier-Oost,Gemeente Amersfoort,Buurt- en blokgroen,9,Bomenrij,26-50 cm,Gazon,Leusderkwartier,4029,gewone beuk,Fagus sylvatica,POINT (52.13994582185325 5.390522371227253),1990 (geschat),5.39052266212367,52.1399423609273,0

Gemeentelijke_bomen.15956332,2023-02-03,Geen vrije uitgroei,9-12 m,Leusderkwartier-Oost,Gemeente Amersfoort,Buurt- en blokgroen,9,Bomenrij,26-50 cm,Gazon,Leusderkwartier,4030,gewone beuk,Fagus sylvatica,POINT (52.1399808716273 5.390630470305777),1990 (geschat),5.39063076036789,52.1399774111458,0

Gemeentelijke_bomen.15956333,2023-02-03,Vrije uitgroei,18-24 m,Componistenbuurt-Zuid,Gemeente Amersfoort,Buurt- en blokgroen,15,Solitair,51-75 cm,Gazon,Randenbroek,1837,els cv.,Alnus x spaethii Spaeth,POINT (52.14686241338753 5.40573323636759),1960,5.40573337690922,52.1468590097327,0

Gemeentelijke_bomen.15956334,2023-02-03,Geen vrije uitgroei,15-18 m,Componistenbuurt-Zuid,Gemeente Amersfoort,Buurt- en blokgroen,15,Groep,51-75 cm,Heesters,Randenbroek,1838,gewone es,Fraxinus excelsior,POINT (52.14657301488873 5.405649839513602),1960,5.40564998455363,52.1465696118198,0

Gemeentelijke_bomen.15956335,2023-02-03,Geen vrije uitgroei,0-6 m,Leusderkwartier-Oost,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,11-25 cm,Elementverharding,Leusderkwartier,3980,,Prunus serrulata,POINT (52.142024721688685 5.390933026017627),1990 (geschat),5.39093328719713,52.1420212560616,0

Gemeentelijke_bomen.15956336,2023-02-03,Geen vrije uitgroei,6-9 m,Vermeerkwartier-Oost,Gemeente Amersfoort,Stadsdeel- en wijkgroen,6,Bomenrij,11-25 cm,Elementverharding,Vermeerkwartier,3122,Noorse esdoorn,Acer platanoides,POINT (52.14975874830934 5.39321006464833),2000 (geschat),5.39321021150751,52.1497552669792,0

Gemeentelijke_bomen.15956337,2023-02-03,Geen vrije uitgroei,15-18 m,Dorrestein,Gemeente Amersfoort,Buurt- en blokgroen,12,Groep,51-75 cm,Gazon,Vermeerkwartier,3413,valse acacia,Robinia pseudoacacia,POINT (52.1414159063149 5.397714752580536),1950,5.39771499912351,52.1414124782287,0

Gemeentelijke_bomen.15956338,2023-02-03,Geen vrije uitgroei,15-18 m,Dorrestein,Gemeente Amersfoort,Buurt- en blokgroen,12,Groep,51-75 cm,Gazon,Vermeerkwartier,3414,valse acacia,Robinia pseudoacacia,POINT (52.14136199959794 5.397805061252898),1950,5.39780530824684,52.1413585721694,0

Gemeentelijke_bomen.15956339,2023-02-03,Fruitboom,6-9 m,Dorrestein,Gemeente Amersfoort,Buurt- en blokgroen,15,Groep,26-50 cm,Gazon,Vermeerkwartier,3415,sierappel,Malus 'Golden Hornet',POINT (52.14161002635293 5.3978074715282816),1970,5.39780771503366,52.1416065981166,0

Gemeentelijke_bomen.15956340,2023-02-03,Geen vrije uitgroei,12-15 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Groep,26-50 cm,Gazon,Randenbroek,1295,Japanse Cypres,Chamaecyparis pisifera,POINT (52.15372926506054 5.398044298998634),1960,5.39804437142002,52.1537257937441,0

Gemeentelijke_bomen.15956341,2023-02-03,Vrije uitgroei,6-9 m,Vuurtoren,Gemeente Amersfoort,,3,Groep,11-25 cm,Gazon,Schothorst-Zuid,79631,zoete kers cv.,Prunus avium Plena,POINT (52.169244783627164 5.380759030106843),2013,5.38075897012271,52.1692411546922,0

Gemeentelijke_bomen.15956342,2023-02-03,Geen vrije uitgroei,0-6 m,Componistenbuurt-Noord,Gemeente Amersfoort,Buurt- en blokgroen,3,Solitair,0-10 cm,Heesters,Randenbroek,1603,,Crataegus lavallei,POINT (52.15281044891971 5.406838919244438),2008,5.4068389691603,52.1528070288513,0

Gemeentelijke_bomen.15956343,2023-02-03,Geen vrije uitgroei,9-12 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,11-25 cm,Elementverharding,Randenbroek,1257,amberboom,Liquidambar styraciflua,POINT (52.15368539887842 5.395978138063258),1988,5.39597821952659,52.1536819167961,0

Gemeentelijke_bomen.15956344,2023-02-03,Geen vrije uitgroei,9-12 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,11-25 cm,Elementverharding,Randenbroek,1258,amberboom,Liquidambar styraciflua,POINT (52.15364314957568 5.396057034904695),1988,5.39605711663533,52.1536396680784,0

Gemeentelijke_bomen.15956345,2023-02-03,Geen vrije uitgroei,9-12 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,9,Bomenrij,26-50 cm,Heesters,Randenbroek,1495,veldesdoorn cv.,Acer campestre Elsrijk,POINT (52.1545682564829 5.402356620043889),1986,5.40235666287468,52.1545648049202,0

Gemeentelijke_bomen.15956346,2023-02-03,Geen vrije uitgroei,0-6 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,26-50 cm,Elementverharding,Randenbroek,1389,sierkers,Prunus Accolade,POINT (52.15487061063754 5.399276412590243),1992,5.39927646386289,52.1548671412855,0

Gemeentelijke_bomen.15956347,2023-02-03,Geen vrije uitgroei,0-6 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,11-25 cm,Elementverharding,Randenbroek,1392,sierkers,Prunus Accolade,POINT (52.154635017527376 5.399345979386513),1992,5.39934603369963,52.1546315495035,0

Gemeentelijke_bomen.15956348,2023-02-03,Geen vrije uitgroei,0-6 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,11-25 cm,Elementverharding,Randenbroek,1393,sierkers,Prunus Accolade,POINT (52.15453928142117 5.399377947543413),1992,5.39937800307732,52.1545358139559,0

Gemeentelijke_bomen.15956349,2023-02-03,Geen vrije uitgroei,0-6 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,11-25 cm,Elementverharding,Randenbroek,1394,sierkers,Prunus Accolade,POINT (52.15445175915478 5.399410731345104),1992,5.39941078798069,52.1544482922188,0

Gemeentelijke_bomen.15956350,2023-02-03,Geen vrije uitgroei,15-18 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,,Bomenrij,26-50 cm,Heesters,Randenbroek,1395,zomereik,Quercus robur,POINT (52.15464782329751 5.401345217327362),1986,5.40134526319905,52.1546443659516,0

Gemeentelijke_bomen.15956351,2023-02-03,Geen vrije uitgroei,15-18 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,,Bomenrij,51-75 cm,Gazon,Randenbroek,1396,zomereik,Quercus robur,POINT (52.1545983894706 5.401346662661471),1986,5.40134670923125,52.1545949323328,0

Gemeentelijke_bomen.15956352,2023-02-03,Geen vrije uitgroei,15-18 m,Componistenbuurt-Noord,Gemeente Amersfoort,Buurt- en blokgroen,9,Bomenrij,51-75 cm,Gazon,Randenbroek,1413,kleinbladige linde,Tilia cordata,POINT (52.15593516991584 5.403473509450192),1986,5.40347352803773,52.155931718822,0

Gemeentelijke_bomen.15956353,2023-02-03,Geen vrije uitgroei,12-15 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,9,Bomenrij,26-50 cm,Gazon,Randenbroek,1414,kleinbladige linde,Tilia cordata,POINT (52.15588571958545 5.403593316272149),1986,5.40359333506664,52.1558822693468,0

Gemeentelijke_bomen.15956354,2023-02-03,Geen vrije uitgroei,15-18 m,Componistenbuurt-Zuid,Gemeente Amersfoort,Buurt- en blokgroen,15,Groep,51-75 cm,Heesters,Randenbroek,1839,gewone es,Fraxinus excelsior,POINT (52.14664491840118 5.405649869491772),1960,5.40565001349048,52.1466415150738,0

Gemeentelijke_bomen.15956355,2023-02-03,Geen vrije uitgroei,15-18 m,Componistenbuurt-Zuid,Gemeente Amersfoort,Buurt- en blokgroen,12,Groep,26-50 cm,Gazon,Randenbroek,1842,gewone es,Fraxinus excelsior,POINT (52.14664403712033 5.405538834707044),1978,5.40553897912684,52.1466406331877,0

Gemeentelijke_bomen.15956356,2023-02-03,Geen vrije uitgroei,6-9 m,Schuilenburg-Midden,Gemeente Amersfoort,Buurt- en blokgroen,9,Groep,11-25 cm,Gazon,Schuilenburg,2313,Turkse hazelaar,Corylus colurna,POINT (52.15609115939195 5.411051807281275),2011 (geschat),5.41105179170444,52.1560877494509,0

