FID,OVW_STARTDATUM,BOOMKLASSE,BOOMHOOGTE,BUURT,EIGENAAR,FUNCTIE,KROONDIAMETER,PLANTWIJZE,STAMDIAMETER,STANDPLAATS,WIJKNAAM,ID,NEDERLANDSE_NAAM,BOOMSOORT,GEOMETRIE,PLANTJAAR,LONGITUDE,LATITUDE,OVW_MAX_SIZE
Gemeentelijke_bomen.15955793,2023-02-03,Geen vrije uitgroei,12-15 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,227,zomereik,Quercus robur,POINT (52.162258309012536 5.447297162294497),1950,5.44729689024227,52.1622550894388,0

Gemeentelijke_bomen.15955794,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,228,zomereik,Quercus robur,POINT (52.16223219548761 5.447392123851292),1950,5.4473918518067,52.1622289766363,0

Gemeentelijke_bomen.15955795,2023-02-03,Geen vrije uitgroei,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Groep,11-25 cm,Bosplantsoen,Buitengebied-Oost,1031,ruwe berk,Betula pendula,POINT (52.16391842513924 5.468841552887375),1970,5.46884115272111,52.1639153403442,0

Gemeentelijke_bomen.15955796,2023-02-03,Geen vrije uitgroei,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Groep,11-25 cm,Bosplantsoen,Buitengebied-Oost,1032,ruwe berk,Betula pendula,POINT (52.16392499940822 5.468897488201927),1980 (geschat),5.46889708765693,52.1639219149655,0

Gemeentelijke_bomen.15955797,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,15,Groep,51-75 cm,Bosplantsoen,Buitengebied-Oost,1033,zomereik,Quercus robur,POINT (52.16391836384085 5.468929910493063),1970,5.46892950991739,52.1639152796502,0

Gemeentelijke_bomen.15955798,2023-02-03,Geen vrije uitgroei,6-9 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Groep,11-25 cm,Bosplantsoen,Buitengebied-Oost,1034,ruwe berk,Betula pendula,POINT (52.16391833643063 5.468969389677857),1980 (geschat),5.46896898891926,52.1639152525101,0

Gemeentelijke_bomen.15955799,2023-02-03,Geen vrije uitgroei,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Groep,26-50 cm,Bosplantsoen,Buitengebied-Oost,1035,ruwe berk,Betula pendula,POINT (52.1639194674522 5.469006991407302),1980 (geschat),5.46900659045356,52.1639163837837,0

Gemeentelijke_bomen.15955800,2023-02-03,Geen vrije uitgroei,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,980,zomereik,Quercus robur,POINT (52.16387941185191 5.46624277361021),1950,5.46624238621793,52.163876309543,0

Gemeentelijke_bomen.15955967,2023-02-03,Geen vrije uitgroei,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Groep,26-50 cm,Bosplantsoen,Buitengebied-Oost,1187,ruwe berk,Betula pendula,POINT (52.163374920129804 5.463890682033037),1980,5.46389031454233,52.1633718042331,0

Gemeentelijke_bomen.15955968,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Groep,26-50 cm,Bosplantsoen,Buitengebied-Oost,1189,zomereik,Quercus robur,POINT (52.16340165929908 5.464111929829389),1970,5.46411156084124,52.1633985447702,0

Gemeentelijke_bomen.15955969,2023-02-03,Geen vrije uitgroei,12-15 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,26-50 cm,Elementverharding,Randenbroek,1219,amberboom,Liquidambar styraciflua,POINT (52.154592274975656 5.396055765417941),1988,5.39605583392059,52.154588789653,0

Gemeentelijke_bomen.15955970,2023-02-03,Geen vrije uitgroei,18-24 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,15,Groep,51-75 cm,Bosplantsoen,Buitengebied-Oost,1011,zomereik,Quercus robur,POINT (52.16399950331302 5.467770620785324),1950,5.46777022413408,52.1639964108384,0

Gemeentelijke_bomen.15955971,2023-02-03,Geen vrije uitgroei,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Groep,26-50 cm,Bosplantsoen,Buitengebied-Oost,1012,zomereik,Quercus robur,POINT (52.163979320223 5.467774131972998),1990 (geschat),5.46777373566903,52.1639762278648,0

Gemeentelijke_bomen.15955972,2023-02-03,Geen vrije uitgroei,12-15 m,Leusderkwartier-Oost,Gemeente Amersfoort,Buurt- en blokgroen,9,Bomenrij,26-50 cm,Gazon,Leusderkwartier,3774,gewone beuk,Fagus sylvatica,POINT (52.140896641656575 5.393119731397301),1991,5.39312000063303,52.1408931911054,0

Gemeentelijke_bomen.15955973,2023-02-03,Geen vrije uitgroei,12-15 m,Vermeerkwartier-Oost,Gemeente Amersfoort,Buurt- en blokgroen,9,Bomenrij,26-50 cm,Elementverharding,Vermeerkwartier,3154,koningslinde,Tilia x europaea Koningslinde,POINT (52.14780744906131 5.393545828724944),1964,5.39354600121024,52.1478039767452,0

Gemeentelijke_bomen.15955974,2023-02-03,Geen vrije uitgroei,12-15 m,Vermeerkwartier-Oost,Gemeente Amersfoort,Buurt- en blokgroen,9,Bomenrij,26-50 cm,Elementverharding,Vermeerkwartier,3155,koningslinde,Tilia x europaea Koningslinde,POINT (52.14771846616747 5.393588185175105),1964,5.39358835872954,52.1477149943985,0

Gemeentelijke_bomen.15955975,2023-02-03,Geen vrije uitgroei,9-12 m,Leusderkwartier-Oost,Gemeente Amersfoort,Buurt- en blokgroen,9,Bomenrij,26-50 cm,Gazon,Leusderkwartier,3789,gewone beuk,Fagus sylvatica,POINT (52.14010220670263 5.390704979033471),1991,5.39070526719585,52.140098746214,0

Gemeentelijke_bomen.15955976,2023-02-03,Geen vrije uitgroei,6-9 m,Juliana van Stolberg,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,11-25 cm,Elementverharding,De Berg-Zuid,4069,dubbelbloemige paardenkastanje,Aesculus hippocastanum Baumannii,POINT (52.14714491698387 5.37862020476409),1986,5.37862044174703,52.1471413715481,0

Gemeentelijke_bomen.15955977,2023-02-03,Geen vrije uitgroei,9-12 m,Juliana van Stolberg,Gemeente Amersfoort,Buurt- en blokgroen,9,Groep,21-30 cm,Elementverharding,De Berg-Zuid,4071,esdoorn cv.,Acer x freemanii Elegant,POINT (52.147632085288286 5.378934230260169),1986,5.37893445976076,52.1476285396175,0

Gemeentelijke_bomen.15955978,2023-02-03,Geen vrije uitgroei,9-12 m,Juliana van Stolberg,Gemeente Amersfoort,Buurt- en blokgroen,9,Groep,21-30 cm,Elementverharding,De Berg-Zuid,4072,esdoorn cv.,Acer x freemanii Elegant,POINT (52.14765725541887 5.378991205158865),1986,5.37899143412003,52.1476537099357,0

Gemeentelijke_bomen.15955979,2023-02-03,Geen vrije uitgroei,18-24 m,Vermeerkwartier-Oost,Gemeente Amersfoort,Stadsdeel- en wijkgroen,9,Groep,51-75 cm,Ruw gras,Vermeerkwartier,3174,moerascipres,Taxodium distichum,POINT (52.148155054633605 5.398230809928881),1970,5.39823095998164,52.1481516057348,0

Gemeentelijke_bomen.15955980,2023-02-03,Geen vrije uitgroei,6-9 m,De Driehoek,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,11-25 cm,Elementverharding,Leusderkwartier,3464,sierpeer cv.,Pyrus calleryana Chanticleer,POINT (52.14589136473122 5.384167684303367),1987,5.38416791733336,52.1458878513178,0

Gemeentelijke_bomen.15955981,2023-02-03,Geen vrije uitgroei,6-9 m,De Driehoek,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,11-25 cm,Elementverharding,Leusderkwartier,3465,sierpeer cv.,Pyrus calleryana Chanticleer,POINT (52.14590395005432 5.384259723657563),1987,5.38425995618571,52.1459004370582,0

Gemeentelijke_bomen.15955982,2023-02-03,Geen vrije uitgroei,9-12 m,Vermeerkwartier-Oost,Gemeente Amersfoort,Stadsdeel- en wijkgroen,6,Groep,11-25 cm,Ruw gras,Vermeerkwartier,3194,valse acacia,Robinia pseudoacacia,POINT (52.14906007691567 5.3964345802433265),2004,5.39643472442373,52.1490566151339,0

Gemeentelijke_bomen.15955983,2023-02-03,Geen vrije uitgroei,15-18 m,Vermeerkwartier-Oost,Gemeente Amersfoort,Stadsdeel- en wijkgroen,6,Groep,26-50 cm,Ruw gras,Vermeerkwartier,3195,zomereik,Quercus robur,POINT (52.148305202978904 5.396012826021004),1970,5.39601298233071,52.148301741776,0

Gemeentelijke_bomen.15955984,2023-02-03,Geen vrije uitgroei,15-18 m,Vermeerkwartier-Oost,Gemeente Amersfoort,Stadsdeel- en wijkgroen,15,Groep,26-50 cm,Ruw gras,Vermeerkwartier,3196,zomereik,Quercus robur,POINT (52.14829225614827 5.3960678750793),1970,5.39606803136177,52.1482887952835,0

Gemeentelijke_bomen.15955985,2023-02-03,Geen vrije uitgroei,15-18 m,Vermeerkwartier-Oost,Gemeente Amersfoort,Stadsdeel- en wijkgroen,15,Groep,26-50 cm,Ruw gras,Vermeerkwartier,3197,zomereik,Quercus robur,POINT (52.148258908034535 5.3959743818778625),1970,5.39597453897768,52.1482554467999,0

Gemeentelijke_bomen.15955986,2023-02-03,Geen vrije uitgroei,18-24 m,Vermeerkwartier-Oost,Gemeente Amersfoort,Stadsdeel- en wijkgroen,15,Groep,51-75 cm,Ruw gras,Vermeerkwartier,3198,zomereik,Quercus robur,POINT (52.14830676680155 5.395934761781794),1970,5.39593491836426,52.1483033051812,0

Gemeentelijke_bomen.15955987,2023-02-03,Geen vrije uitgroei,12-15 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,21,zomereik,Quercus robur,POINT (52.16321805397353 5.426398696998858),1950,5.42639850514816,52.1632147015483,0

Gemeentelijke_bomen.15955988,2023-02-03,Geen vrije uitgroei,12-15 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,22,zomereik,Quercus robur,POINT (52.16327284218416 5.426512744163175),1950,5.42651255092749,52.1632694901862,0

Gemeentelijke_bomen.15955989,2023-02-03,Geen vrije uitgroei,12-15 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,24,zomereik,Quercus robur,POINT (52.16338241821016 5.4267408393320045),1950,5.42674064332421,52.1633790670671,0

Gemeentelijke_bomen.15955990,2023-02-03,Geen vrije uitgroei,12-15 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,25,zomereik,Quercus robur,POINT (52.16343181526852 5.426849036454873),1950,5.42684883917164,52.1634284645429,0

Gemeentelijke_bomen.15955991,2023-02-03,Geen vrije uitgroei,9-12 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,26,zomereik,Quercus robur,POINT (52.16349109653053 5.426964550306629),1950,5.42696435155829,52.1634877462209,0

Gemeentelijke_bomen.15955992,2023-02-03,Geen vrije uitgroei,6-9 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Groep,11-25 cm,Bosplantsoen,Buitengebied-Oost,1148,zomereik,Quercus robur,POINT (52.163357667287094 5.461956209236546),2000 (geschat),5.46195585098087,52.1633545384905,0

Gemeentelijke_bomen.15955993,2023-02-03,Geen vrije uitgroei,9-12 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,26-50 cm,Elementverharding,Randenbroek,1209,amberboom,Liquidambar styraciflua,POINT (52.15342020409748 5.396625396882921),1988,5.3966254794127,52.1534167264915,0

Gemeentelijke_bomen.15956021,2023-02-03,Geen vrije uitgroei,12-15 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,6,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,249,zomereik,Quercus robur,POINT (52.162239271230135 5.4476157414470086),1950,5.44761546826469,52.1622360537734,0

Gemeentelijke_bomen.15956022,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,28,zomereik,Quercus robur,POINT (52.16370934657381 5.427423668454506),1950,5.42742346414846,52.1637059979977,0

Gemeentelijke_bomen.15956023,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,29,zomereik,Quercus robur,POINT (52.16375425459965 5.427515786098715),1950,5.42751558065861,52.1637509063665,0

Gemeentelijke_bomen.15956024,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,657,zomereik,Quercus robur,POINT (52.16307251516757 5.4585032363884665),1950,5.4585028990577,52.1630693646982,0

Gemeentelijke_bomen.15956025,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,9,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,658,zomereik,Quercus robur,POINT (52.16309100412956 5.458409066754788),1950,5.45840872953393,52.1630878529537,0

Gemeentelijke_bomen.15956026,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,12,Bomenrij,51-75 cm,Ruw gras,Buitengebied-Oost,62,zomereik,Quercus robur,POINT (52.165634916979656 5.431427274719351),1950,5.43142702111019,52.1656315834933,0

Gemeentelijke_bomen.15956027,2023-02-03,Geen vrije uitgroei,15-18 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Groep,26-50 cm,Bosplantsoen,Buitengebied-Oost,1017,ruwe berk,Betula pendula,POINT (52.16396507924367 5.468249451847598),1970,5.46824905359052,52.1639619901914,0

Gemeentelijke_bomen.15956028,2023-02-03,Geen vrije uitgroei,9-12 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,6,Groep,26-50 cm,Ruw gras,Buitengebied-Oost,639,zwarte els,Alnus glutinosa,POINT (52.16514774596919 5.459094752390618),1990,5.45909437597368,52.1651445898969,0

Gemeentelijke_bomen.15956029,2023-02-03,Geen vrije uitgroei,6-9 m,Schuilenburg-Noord,Gemeente Amersfoort,Pareltjes,12,Bomenrij,11-25 cm,Heesters,Schuilenburg,2588,goud-es,Fraxinus angustifolia Raywood,POINT (52.15522470431758 5.415201318979297),2010 (geschat),5.41520129894821,52.1552213213454,0

Gemeentelijke_bomen.15956030,2023-02-03,Vrije uitgroei,0-6 m,Schuilenburg-Noord,Gemeente Amersfoort,Pareltjes,6,Groep,26-50 cm,Heesters,Schuilenburg,2590,sierkers cv.,Prunus Pandora,POINT (52.15552724584133 5.415206155306721),1996,5.41520613070868,52.155523861658,0

Gemeentelijke_bomen.15956031,2023-02-03,Vrije uitgroei,0-6 m,Schuilenburg-Noord,Gemeente Amersfoort,Pareltjes,6,Groep,26-50 cm,Heesters,Schuilenburg,2591,sierkers cv.,Prunus Pandora,POINT (52.15554847299879 5.4152723217906775),1996,5.41527229659701,52.1555450891046,0

Gemeentelijke_bomen.15956032,2023-02-03,Gekandelaberde boom,0-6 m,Leusderkwartier-West,Gemeente Amersfoort,Buurt- en blokgroen,9,Bomenrij,26-50 cm,Elementverharding,Leusderkwartier,3722,sierpeer cv.,Pyrus communis Beech Hill,POINT (52.14302059823143 5.383529472998326),1980 (geschat),5.38352974631808,52.1430170916013,0

Gemeentelijke_bomen.15956033,2023-02-03,Gekandelaberde boom,6-9 m,Leusderkwartier-West,Gemeente Amersfoort,Buurt- en blokgroen,9,Bomenrij,26-50 cm,Elementverharding,Leusderkwartier,3723,sierpeer cv.,Pyrus communis Beech Hill,POINT (52.142928020959616 5.383482732910012),1980 (geschat),5.38348300761627,52.1429245144097,0

Gemeentelijke_bomen.15956034,2023-02-03,Gekandelaberde boom,6-9 m,Leusderkwartier-West,Gemeente Amersfoort,Buurt- en blokgroen,9,Bomenrij,26-50 cm,Elementverharding,Leusderkwartier,3724,sierpeer cv.,Pyrus communis Beech Hill,POINT (52.14272399164112 5.383386332988855),1980 (geschat),5.38338661072619,52.1427204852995,0

Gemeentelijke_bomen.15956035,2023-02-03,Gekandelaberde boom,6-9 m,Leusderkwartier-West,Gemeente Amersfoort,Buurt- en blokgroen,9,Bomenrij,26-50 cm,Elementverharding,Leusderkwartier,3725,sierpeer cv.,Pyrus communis Beech Hill,POINT (52.142621527528995 5.383336672559687),1980 (geschat),5.3833369518227,52.1426180212849,0

Gemeentelijke_bomen.15956036,2023-02-03,Gekandelaberde boom,6-9 m,Leusderkwartier-West,Gemeente Amersfoort,Buurt- en blokgroen,9,Bomenrij,26-50 cm,Elementverharding,Leusderkwartier,3727,sierpeer cv.,Pyrus communis Beech Hill,POINT (52.14240131948453 5.383231510370133),1990 (geschat),5.38323179290465,52.1423978134561,0

Gemeentelijke_bomen.15956037,2023-02-03,Geen vrije uitgroei,18-24 m,Vermeerkwartier-Oost,Gemeente Amersfoort,Stadsdeel- en wijkgroen,9,Groep,51-75 cm,Ruw gras,Vermeerkwartier,3175,moerascipres,Taxodium distichum,POINT (52.14819421166774 5.398129456861017),1970,5.39812960674492,52.1481907620853,0

Gemeentelijke_bomen.15956038,2023-02-03,Gekandelaberde boom,12-15 m,Vermeerkwartier-Oost,Gemeente Amersfoort,Stadsdeel- en wijkgroen,15,Solitair,51-75 cm,Ruw gras,Vermeerkwartier,3176,treurwilg,Salix x sepulcralis Chrysocoma,POINT (52.148290722649364 5.397690528596383),1980 (geschat),5.39769067877938,52.1482872703781,0

Gemeentelijke_bomen.15956039,2023-02-03,Geen vrije uitgroei,18-24 m,Vermeerkwartier-Oost,Gemeente Amersfoort,Stadsdeel- en wijkgroen,18,Groep,51-75 cm,Ruw gras,Vermeerkwartier,3178,zomereik,Quercus robur,POINT (52.149062698010596 5.3966255441350635),1970,5.39662568755018,52.1490592372282,0

Gemeentelijke_bomen.15956040,2023-02-03,Gekandelaberde boom,6-9 m,Vermeerkwartier-Oost,Gemeente Amersfoort,Stadsdeel- en wijkgroen,9,Solitair,26-50 cm,Ruw gras,Vermeerkwartier,3180,treurwilg,Salix x sepulcralis Chrysocoma,POINT (52.14920523966979 5.3964646242440555),1990 (geschat),5.39646476628306,52.1492017775036,0

Gemeentelijke_bomen.15956041,2023-02-03,Geen vrije uitgroei,0-6 m,Componistenbuurt-Noord,Gemeente Amersfoort,Buurt- en blokgroen,3,Bomenrij,11-25 cm,Gazon,Randenbroek,1645,,Prunus serrulata 'Pink Perfection',POINT (52.154805819357115 5.406538787803479),2008,5.40653880992245,52.1548023896446,0

Gemeentelijke_bomen.15956042,2023-02-03,Geen vrije uitgroei,6-9 m,Leusderkwartier-West,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,11-25 cm,Elementverharding,Leusderkwartier,3758,ruwe berk,Betula pendula,POINT (52.14247137469607 5.381893372817371),1990 (geschat),5.38189365903609,52.1424678617612,0

Gemeentelijke_bomen.15956043,2023-02-03,Geen vrije uitgroei,12-15 m,De Driehoek,Gemeente Amersfoort,Buurt- en blokgroen,9,Solitair,26-50 cm,Gazon,Leusderkwartier,3562,ruwe berk,Betula pendula,POINT (52.14721492991684 5.3858354614933726),1985,5.38583567077595,52.1472114201457,0

Gemeentelijke_bomen.15956044,2023-02-03,Geen vrije uitgroei,9-12 m,Willem III,Gemeente Amersfoort,Buurt- en blokgroen,3,Bomenrij,26-50 cm,Elementverharding,Randenbroek,1542,kleinbladige linde,Tilia cordata,POINT (52.15616211915552 5.39981013780177),1995,5.39981016857938,52.1561586473605,0

Gemeentelijke_bomen.15956045,2023-02-03,Geen vrije uitgroei,0-6 m,De Driehoek,Gemeente Amersfoort,Buurt- en blokgroen,3,Groep,11-25 cm,Elementverharding,Leusderkwartier,3498,krentenboompje,Amelanchier arborea Robin Hill,POINT (52.145532780755914 5.387140725388631),2007,5.38714095241905,52.1455292836335,0

Gemeentelijke_bomen.15956046,2023-02-03,Geen vrije uitgroei,6-9 m,De Driehoek,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,26-50 cm,Elementverharding,Leusderkwartier,3500,rode meidoorn,Crataegus laevigata Pauls Scarlet,POINT (52.14615923848705 5.386376643159535),1990 (geschat),5.38637686456699,52.1461557352591,0

Gemeentelijke_bomen.15956047,2023-02-03,Geen vrije uitgroei,0-6 m,De Driehoek,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,11-25 cm,Elementverharding,Leusderkwartier,3501,rode meidoorn,Crataegus laevigata Pauls Scarlet,POINT (52.14637674562757 5.386211550266352),2000 (geschat),5.38621176936688,52.1463732407847,0

Gemeentelijke_bomen.15956130,2023-02-03,Geen vrije uitgroei,12-15 m,Stoutenburg-Noord,Gemeente Amersfoort,Agrarische bestemming,3,Bomenrij,26-50 cm,Bosplantsoen,Buitengebied-Oost,1155,ruwe berk,Betula pendula,POINT (52.16336561504174 5.462185574140437),1990,5.4621852146855,52.1633624877436,0

Gemeentelijke_bomen.15956131,2023-02-03,Geen vrije uitgroei,0-6 m,De Driehoek,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,11-25 cm,Elementverharding,Leusderkwartier,3476,sierpeer cv.,Pyrus calleryana Chanticleer,POINT (52.14625177586874 5.38395582107018),2000 (geschat),5.38395605009517,52.1462482601061,0

Gemeentelijke_bomen.15956132,2023-02-03,Gekandelaberde boom,0-6 m,Leusderkwartier-West,Gemeente Amersfoort,Buurt- en blokgroen,9,Bomenrij,26-50 cm,Elementverharding,Leusderkwartier,3737,sierpeer cv.,Pyrus communis Beech Hill,POINT (52.14331810686181 5.383796788858228),1980 (geschat),5.38379705730991,52.1433146005578,0

Gemeentelijke_bomen.15956133,2023-02-03,Geen vrije uitgroei,0-6 m,Componistenbuurt-Noord,Gemeente Amersfoort,Buurt- en blokgroen,6,Bomenrij,26-50 cm,Gazon,Randenbroek,1648,,Prunus serrulata 'Pink Perfection',POINT (52.15482743475264 5.406268466578968),1980 (geschat),5.40626848950312,52.1548240034664,0

Gemeentelijke_bomen.15956134,2023-02-03,Geen vrije uitgroei,15-18 m,Bloeidaal,Gemeente Amersfoort,Agrarische bestemming,15,Bomenrij,26-50 cm,Ruw gras,Buitengebied-Oost,46,zomereik,Quercus robur,POINT (52.164681133069635 5.4294356679313545),1950,5.42943543889257,52.1646777920411,0

Gemeentelijke_bomen.15956135,2023-02-03,Geen vrije uitgroei,9-12 m,Rustenburg-Zuid,Gemeente Amersfoort,Rijkswegen,3,Bomenrij,11-25 cm,Heesters,Rustenburg,322,gewone es cv.,Fraxinus excelsior Westhofs Glorie,POINT (52.16720068586964 5.421799104221129),1994,5.42179887221914,52.1671972878949,0

Gemeentelijke_bomen.15956136,2023-02-03,Geen vrije uitgroei,9-12 m,Rustenburg-Zuid,Gemeente Amersfoort,Rijkswegen,3,Bomenrij,11-25 cm,Heesters,Rustenburg,324,gewone es cv.,Fraxinus excelsior Westhofs Glorie,POINT (52.1670463378806 5.421733413030953),1994,5.42173318372507,52.1670429402575,0

Gemeentelijke_bomen.15956137,2023-02-03,Geen vrije uitgroei,9-12 m,Rustenburg-Zuid,Gemeente Amersfoort,Rijkswegen,3,Bomenrij,11-25 cm,Heesters,Rustenburg,325,gewone es cv.,Fraxinus excelsior Westhofs Glorie,POINT (52.16696916350032 5.421694011322747),1994,5.42169378339614,52.1669657660145,0

Gemeentelijke_bomen.15956138,2023-02-03,Geen vrije uitgroei,9-12 m,Rustenburg-Zuid,Gemeente Amersfoort,Rijkswegen,3,Bomenrij,11-25 cm,Heesters,Rustenburg,326,gewone es cv.,Fraxinus excelsior Westhofs Glorie,POINT (52.16687931625775 5.421662092431418),1994,5.42166186604285,52.1668759190125,0
