OBJECTID,PUIC,TIJDSTIP_REGISTRATIE,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,STATUS,Shape__Area,Shape__Length
86,d8d58cb0caa010aae0530b29a8c01170,2022/03/07 11:00:15+00,L0004,Prorail,bestaand,0,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,,,201574.2355,500835.100183,52.49323694,6.07298274,1431.045,283,gerealiseerd,1431.0453975,856.031349266924
87,d8d58cb0c8fd10aae0530b29a8c01170,2022/03/07 11:00:16+00,L0004,Prorail,bestaand,0,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,,,201555.1535,500850.351395,52.49337562,6.07270391,1401.829,283,gerealiseerd,1401.829157,834.603621025208
88,e78a7ad80b3c687de0530b29a8c0c22a,2022/09/05 10:49:13+00,L0004,Prorail,bestaand,0,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,,,162246.491887,506740.9125,52.54824955,5.49403721,16.103,283,gerealiseerd,16.1032395,20.777328198973
89,e78a7ad80b28687de0530b29a8c0c22a,2022/09/05 10:49:13+00,L0004,Prorail,bestaand,0,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,,,162187.276656,506706.738,52.5479432,5.49316348,8.882,283,gerealiseerd,8.8820245,18.9881186907339
90,e78a7ad80b0d687de0530b29a8c0c22a,2022/09/05 10:48:39+00,L0004,Prorail,bestaand,0,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,,,162508.020069,506837.9985,52.54911854,5.497895,2050.572,283,,2050.5723775,1029.38597090276
91,37fd2328b3594e27bcb2b37f542c0ba4,2021/02/01 15:53:23+00,L0004,Prorail,bestaand,1,096,a,96,096_a,Amsterdam Muiderpoort - Duivendrecht,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,,,123587.604,482973.087395,52.33378898,4.92634014,60.305,283,gerealiseerd,60.3050525,95.4640948863513
92,aa685ce66cdb5021e05332a1e90aa57e,2021/02/01 15:53:27+00,L0004,Prorail,bestaand,0,927,,927,927__,Watergraafsmeer,Wgm-Dmn,Watergraafsmeer - Diemen ,,,125745.956206,484715.4935,52.34956779,4.95785392,18.911,283,gerealiseerd,18.9112835,27.9248753636635
93,aa685ce66dcb5021e05332a1e90aa57e,2022/05/25 10:45:54+00,L0004,Prorail,bestaand,0,096,a,96,096_a,Amsterdam Muiderpoort - Duivendrecht,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,,,123623.691,482944.579254,52.33353483,4.92687223,45.198,283,gerealiseerd,45.1979205,79.2675413988861
94,e78a7ad80b6b687de0530b29a8c0c22a,2022/09/05 10:48:28+00,L0004,Prorail,bestaand,0,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,,,162494.8256,506822.874,52.5489828,5.49770014,2156.428,283,,2156.427747,1079.29634090667
95,e78a7ad80b3d687de0530b29a8c0c22a,2022/09/05 10:49:08+00,L0004,Prorail,bestaand,0,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,,,162182.8015,506714.7335,52.54801512,5.49309768,8.77,283,gerealiseerd,8.769921,18.9095346661432
96,1e552ee67af14977842200d38dd96e6f,2020/11/13 14:11:50+00,L0004,Prorail,bestaand,0,527,b,527,527_b,Haarlem,Hlm-Utg,Haarlem - Uitgeest ,,,103192.068761,489346.2135,52.38952015,4.62614735,658.485,283,gerealiseerd,658.4853805,565.854264336844
97,ffe45fc77b2c43f692d7e3af5bb91bd9,2016/09/07 18:23:12+00,L0004,Prorail,bestaand,0,617,a,617,617_a,Boxtel,Bd-Ehv,Breda - Eindhoven ,,,150844.699,398719.655187,51.57738636,5.32725627,204.428,283,gerealiseerd,204.4275325,170.986638611356
98,a02d1803472e44cfbc7c8945578c3960,2016/09/08 12:05:51+00,L0004,Prorail,bestaand,0,121,b,121,121_b,Breda - Lage Zwaluwe,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,,,108964.0055,401589.788223,51.60131325,4.72272126,281.144,283,gerealiseerd,281.143613,385.137529042193
99,2d4ac716b1ff44ae980d1dd7e1f08353,2015/05/20 14:50:12+00,L0004,Prorail,bestaand,0,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,,,160747.522,503128.3485,52.51580041,5.47187607,4.292,283,gerealiseerd,4.29163,11.6263454506715
100,0a278800ddb648f48e0a676591f24dbd,2018/01/03 06:49:07+00,L0004,Prorail,bestaand,0,940,,940,940__,Amersfoort Bokkeduinen,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,,,152557.62,463346.134,52.15827798,5.35151156,23.115,283,,23.114506,48.0541215752444
101,923fcbe6c86646778897d90096622e3e,2022/02/17 14:15:34+00,L0004,Prorail,bestaand,0,217,,217,217__,Hoorn - Enkhuizen,Zd-Ekz,Zaandam - Enkhuizen ,,,147602.006437,523448,52.69839522,5.27776708,1090.252,283,gerealiseerd,1090.2524325,673.80431283391
102,29e4002204c74fb9896bbbf9a25d3ee1,2020/12/04 11:37:19+00,L0004,Prorail,bestaand,0,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,,,107058.786863,477721.269,52.2853973,4.68460035,756.046,283,gerealiseerd,756.045724,769.6853224584
103,befceba25cfd4b1ce0531529a8c04556,2021/04/07 10:35:34+00,L0004,Prorail,bestaand,0,003,,3,003__,Groningen Losplaats - Waterhuizen Aansl.,Hlg-Nscg,Harlingen - Nieuweschans Grens ,,,237310.934852,579039.0525,53.19167885,6.61873102,1067.994,283,gerealiseerd,1067.9939665,650.875967772653
104,14ad677996894bc5b551aeca0ce4f38b,2016/08/31 10:17:29+00,L0004,Prorail,bestaand,0,105,,105,105__,Woerden - Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,,,111521.411088,447515.827,52.01429697,4.75386131,81.622,283,gerealiseerd,81.6218415,169.47621983715
105,31c3246ddb8947bba8ebf4999400f1a0,2021/02/01 15:52:18+00,L0004,Prorail,bestaand,0,927,,927,927__,Watergraafsmeer,Wgm-Dmn,Watergraafsmeer - Diemen ,,,124974.539369,485285.172,52.3546461,4.94648161,4441.318,283,gerealiseerd,4441.317556,990.953393995525
106,d76ebe50d9e44f0ca26171e84c11825c,2021/01/07 07:33:06+00,L0004,Prorail,bestaand,0,626,c,626,626_c,Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,,,132504.251047,517592.951,52.64536218,5.05482648,303.232,283,gerealiseerd,303.2324455,286.165012099418
107,7eae554f27d54da18bc0d9111da15755,2023/01/05 13:32:26+00,G0420,Medemblik,bestaand,0,435,,435,435__,Hoorn - Medemblik,Hn-Mbk,Hoorn - Medemblik ,,,134281.557023,530640.3565,52.7626868,5.08026801,45.84,283,gerealiseerd,45.840117,41.9367618252467
108,312cfc4373bc413698f4357b571acb50,2020/12/04 11:37:22+00,L0004,Prorail,bestaand,0,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,,,106861.183578,477478.675,52.28319982,4.68173917,1922.618,283,gerealiseerd,1922.6180925,894.415073760752
109,efa3b5d422694af58a0615018f578842,2015/05/22 09:05:33+00,L0004,Prorail,bestaand,0,032,,32,032__,Blauwkapel - Lunetten,Hvs-Utm,Hilversum - Utrecht Maliebaan ,,,137537.041,455558.190026,52.08801037,5.13240737,152.42,283,gerealiseerd,152.419893,108.507973791365
110,0639f5029e984334a6f404d5c68e0ebd,2016/01/05 11:00:15+00,L0004,Prorail,bestaand,0,520,c,520,520_c,Maastricht,Mt-Glk,Maastricht - Lanaken (B) ,,,177150.52,318718.435782,50.85786333,5.70177203,1216.3,283,gerealiseerd,1216.3003015,572.812783793254
111,71c29a3d38fb473081b0569d62461b22,2015/07/20 08:23:54+00,L0004,Prorail,bestaand,1,011,,11,011__,Assen - Haren,Mp-Gn,Meppel - Groningen ,,,238050.123,575691.731385,53.16149269,6.62892508,68.871,283,gerealiseerd,68.870982,72.1131891958856
112,ce332b1cc2424a48a94e87e20b94a935,2020/01/15 10:57:45+00,L0004,Prorail,bestaand,1,028,,28,028__,Hengelo - Enschede Grens,Zp-Esg,Zutphen - Enschede Grens ,,,257496.987651,471531.635,52.22232339,6.88728153,89.516,283,gerealiseerd,89.515982,57.3664073171595
113,ce600b517a71428ab35e7e5cf6d3de1d,2015/08/04 15:27:54+00,L0004,Prorail,bestaand,0,564,d,564,564_d,Den Haag Binckhorst,Bkh-Gv,Den Haag Binckhorst - Den Haag HS ,,,83085.258336,454392.2785,52.07313774,4.33824547,980.512,283,gerealiseerd,980.511675,519.392220072565
114,6ebe5b968bac43b7a0ea42298a6fda08,2020/10/09 09:43:08+00,L0004,Prorail,bestaand,0,028,,28,028__,Hengelo - Enschede Grens,Zp-Esg,Zutphen - Enschede Grens ,,,257261.684821,471499.167,52.22207535,6.88382912,1239.302,283,gerealiseerd,1239.301689,711.578975056852
115,2ce7c24a86fe42c3b586c86712329720,2021/02/01 15:53:26+00,L0004,Prorail,bestaand,0,927,,927,927__,Watergraafsmeer,Wgm-Dmn,Watergraafsmeer - Diemen ,,,124904.581938,485310.138,52.35486666,4.94545255,4572.248,283,gerealiseerd,4572.24784,1039.36697459187
116,fe9d817a41154e679170b8d02d51a584,2015/10/08 14:55:01+00,L0004,Prorail,bestaand,0,927,,927,927__,Watergraafsmeer,Wgm-Dmn,Watergraafsmeer - Diemen ,,,124826.030466,485305.533,52.35482096,4.94429999,960.068,283,gerealiseerd,960.068018,688.643403578731
117,9687b6f1245d4280ae67ec0c1b645ce3,2015/10/26 13:21:56+00,L0004,Prorail,bestaand,0,508,,508,508__,Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,,,189158.394241,444408.4525,51.98701894,5.88447528,802.243,283,gerealiseerd,802.2434605,541.330649237692
118,2d0d8ef417cf4a25916ac45c11f5f98c,2020/06/05 12:35:08+00,L0004,Prorail,bestaand,0,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,,,100020.243451,427665.085,51.83486729,4.58951396,402.39,283,gerealiseerd,402.3899505,262.521676807166
119,67b944357ec741e4a4e5e4aa3ed93810,2015/11/27 10:08:30+00,L0004,Prorail,bestaand,0,503,c,503,503_c,Deventer,Ah-Zl,Arnhem - Zwolle ,,,208456.156952,474433.565,52.2553404,6.17010474,287.271,283,gerealiseerd,287.27111,103.216358650232
120,84677014a39a413f84fbb05bd70faa89,2015/07/31 14:22:03+00,L0004,Prorail,bestaand,0,107,,107,107__,Moordrecht Aansl. - Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,,,83672.556216,454156.7985,52.07109746,4.34685973,52.781,283,gerealiseerd,52.7810225,61.395401481215
121,c6f0553e54934a389d2b9e43e2366439,2020/12/04 11:37:16+00,L0004,Prorail,bestaand,0,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,,,107480.635652,478098.678,52.28882572,4.69072919,881.425,283,gerealiseerd,881.4249435,729.196188064041
122,1ac862a2548a480cbaff81c7e1aedc30,2015/07/22 14:54:05+00,L0004,Prorail,bestaand,0,105,,105,105__,Woerden - Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,,,111165.169475,447567.6335,52.01473456,4.7486657,186.759,283,gerealiseerd,186.758765,363.344926921663
123,691f2c8d3f1d48c9896a08b1f0d0125c,2015/09/25 08:05:09+00,L0004,Prorail,bestaand,0,486,b,486,486_b,Amsterdam Westhaven (gebied),Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,,,117827.815824,490770.291,52.40350504,4.84097715,292.347,283,gerealiseerd,292.347072,90.0046924366833
124,a8831d0b101845d6b82524637f22a060,2015/10/08 14:55:01+00,L0004,Prorail,bestaand,0,927,,927,927__,Watergraafsmeer,Wgm-Dmn,Watergraafsmeer - Diemen ,,,124983.025138,485296.646,52.35474969,4.94660514,974.975,283,gerealiseerd,974.97532,686.370198082608
125,745a88449a844c24a453a69d1ec5243b,2022/09/05 09:05:13+00,L0004,Prorail,bestaand,0,618,b,618,618_b,Eindhoven,Vl-Ehv,Venlo - Eindhoven ,,,162580.372913,383937.2345,51.44447681,5.4962376,109.476,283,gerealiseerd,109.476361,85.0736240005984
126,8880297ca1c140fea7de930fbc0fcc4a,2015/05/20 14:50:12+00,L0004,Prorail,bestaand,0,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,,,160744.1145,503128.12017,52.51579839,5.47182586,4.994,283,gerealiseerd,4.9943335,11.9321951089366
127,079f1ee1942f48049fab6f6860c56564,2019/08/05 10:30:48+00,L0004,Prorail,bestaand,0,514,a,514,514_a,Nijmegen,Ah-Vl,Arnhem - Venlo ,,,187337.863689,427299.7675,51.8333549,5.85636478,1026.514,283,gerealiseerd,1026.5135045,503.185958894576
128,df832185c414466ea936025b7350a41b,2018/08/15 07:17:52+00,L0004,Prorail,bestaand,0,143,,143,143__,Leidschenveen - Leidschendam Lijnwerkplaats,Ldvn-Ldvwpl,Leidschenveen - Leidschendam werkplaats ,,,86748.8285,454062.721737,52.07063961,4.39174076,9.242,283,gerealiseerd,9.2421145,21.842426801989
129,1872f496d3d349c8bf62e325cf147f4d,2015/07/22 14:54:05+00,L0004,Prorail,bestaand,0,105,,105,105__,Woerden - Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,,,111681.376945,447497.735,52.01414688,4.75619365,247.839,283,gerealiseerd,247.8391615,477.544116974258
130,0b0b76ade53e4affae8a0b67543cd440,2015/10/08 14:55:01+00,L0004,Prorail,bestaand,0,927,,927,927__,Watergraafsmeer,Wgm-Dmn,Watergraafsmeer - Diemen ,,,124845.254862,485333.9535,52.35507744,4.94457962,997.033,283,gerealiseerd,997.0334445,688.500670080624
131,d671940ba29a48c7ab62dab28d33ea91,2016/02/08 12:50:06+00,L0004,Prorail,bestaand,0,664,b,664,664_b,Rotterdam Lombardijen,Bd-Rtd,Breda - Rotterdam Centraal ,,,96070.266,432796.364036,51.88058133,4.53133434,68.107,283,gerealiseerd,68.107459,49.6861598190336
132,bbebd7b0ec4e4cbeae504cf81f6de36a,2021/09/23 11:08:55+00,L0004,Prorail,bestaand,0,517,b,517,517_b,Venlo,Mt-Vl,Maastricht - Venlo ,,,210020.1435,374777.869099,51.35951825,6.17715251,1071.759,283,gerealiseerd,1071.7586025,751.507998006678
133,ec8168f18d424366903f8e57fc0da94c,2015/03/12 15:25:11+00,L0004,Prorail,bestaand,0,517,b,517,517_b,Venlo,Mt-Vl,Maastricht - Venlo ,,,210013.388,374788.333672,51.35961297,6.17705715,437.34,283,gerealiseerd,437.340479,494.106758141963
134,044a2da6a74e4c129d0b33ee8612ebe1,2021/02/01 15:53:04+00,L0004,Prorail,bestaand,0,096,a,96,096_a,Amsterdam Muiderpoort - Duivendrecht,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,,,123433.949,483288.821158,52.33661781,4.92405628,186.923,283,gerealiseerd,186.9232335,320.068693251467
135,9ab16857f8214b0c8dbc070c4a90e0e4,2021/02/01 15:52:33+00,L0004,Prorail,bestaand,0,096,a,96,096_a,Amsterdam Muiderpoort - Duivendrecht,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,,,123550.1655,483078.216238,52.33473168,4.92578107,219.877,283,gerealiseerd,219.8766505,348.191597202279
136,06c64b98fa1d4a2693bc14247d869bc2,2022/05/25 10:45:37+00,L0004,Prorail,bestaand,0,096,a,96,096_a,Amsterdam Muiderpoort - Duivendrecht,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,,,123327.933,483481.488598,52.33834329,4.92248271,145.426,283,gerealiseerd,145.426013,255.491785207403
137,dd94f1c2b4f645f98038c4da1b8318a1,2015/07/29 09:42:32+00,L0004,Prorail,bestaand,0,143,,143,143__,Leidschenveen - Leidschendam Lijnwerkplaats,Ldvn-Ldvwpl,Leidschenveen - Leidschendam werkplaats ,,,86753.489,454057.291115,52.07059138,4.39180981,1.7,283,gerealiseerd,1.6996775,5.49005328362248
138,9c7d24f249b54a9c848cbe73d7584e69,2020/12/04 11:37:18+00,L0004,Prorail,bestaand,0,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,,,106936.060427,477574.2435,52.28406526,4.68282279,740.596,283,gerealiseerd,740.5960825,821.952044163267
139,e0e384affb1a49189e81e09741fe0019,2022/05/31 15:42:09+00,L0004,Prorail,bestaand,0,527,f,527,527_f,Haarlem,Hlm-Hlmjl,Haarlem - Haarlem Julianalaan ,,,103175.15113,489209.4635,52.38828959,4.62591996,766.617,283,gerealiseerd,766.616911,329.538437226395
140,0b5d696585cf48178385192a065717f4,2016/05/24 13:52:38+00,L0004,Prorail,bestaand,0,664,b,664,664_b,Rotterdam Lombardijen,Bd-Rtd,Breda - Rotterdam Centraal ,,,96078.1585,432779.796326,51.88043327,4.53145179,34.408,283,gerealiseerd,34.4082165,35.281695379895
141,7f18853c142941f683f951c80df2098a,2016/01/05 11:00:14+00,L0004,Prorail,bestaand,0,520,c,520,520_c,Maastricht,Mt-Glk,Maastricht - Lanaken (B) ,,,177180.1715,318700.635103,50.85770218,5.70219203,1379.178,283,gerealiseerd,1379.1777755,693.683591083264
142,2dbefba074eb4eb986bd9a5ee8c8116b,2020/10/09 09:43:12+00,L0004,Prorail,bestaand,0,028,,28,028__,Hengelo - Enschede Grens,Zp-Esg,Zutphen - Enschede Grens ,,,257556.41327,471542.772,52.22241241,6.88815433,344.528,283,gerealiseerd,344.528318,200.128361646774
143,c815c5a2045943bb9af3ad7c22fe01a1,2017/02/06 11:45:49+00,L0004,Prorail,bestaand,0,664,b,664,664_b,Rotterdam Lombardijen,Bd-Rtd,Breda - Rotterdam Centraal ,,,96102.2665,432732.555171,51.88001124,4.53180995,12.769,283,gerealiseerd,12.769313,15.6899523382416
144,a9198386112b42feb6fd346311badd07,2022/06/20 14:36:59+00,L0004,Prorail,bestaand,0,028,,28,028__,Hengelo - Enschede Grens,Zp-Esg,Zutphen - Enschede Grens ,,,257283.362698,471491.618,52.2220035,6.88414399,1367.886,283,gerealiseerd,1367.8863125,775.368725734568
145,bbcc5c4ad0e14a92b7fe74ec59287942,2020/11/13 14:11:36+00,L0004,Prorail,bestaand,0,527,b,527,527_b,Haarlem,Hlm-Utg,Haarlem - Uitgeest ,,,103190.64736,489354.569,52.3895951,4.62612519,625.472,283,gerealiseerd,625.472228,501.257963752651
146,7d6200e7651c45f6b6678e8997004d79,2020/06/08 16:39:23+00,L0004,Prorail,bestaand,0,614,c,614,614_c,s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,,,148746.0995,412043.208323,51.6971261,5.29674317,520.727,283,gerealiseerd,520.7269375,284.824385955579
147,69070b046c584f02883c3fe37e5025c7,2016/01/05 11:00:15+00,L0004,Prorail,bestaand,0,520,c,520,520_c,Maastricht,Mt-Glk,Maastricht - Lanaken (B) ,,,177167.652,318698.848358,50.8576866,5.70201413,1326.125,283,gerealiseerd,1326.1252185,670.529060052481
148,2142f24d2f2c4c108a4a9e98e9ad83b5,2022/07/20 10:01:49+00,L0004,Prorail,bestaand,0,096,a,96,096_a,Amsterdam Muiderpoort - Duivendrecht,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,,,123520.8695,483093.916526,52.33487111,4.92534979,312.731,283,gerealiseerd,312.731269,478.228709013951
149,ec3d237ea13949418a2f075a39e57286,2022/05/25 10:45:56+00,L0004,Prorail,bestaand,0,096,a,96,096_a,Amsterdam Muiderpoort - Duivendrecht,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,,,123529.3325,483097.33959,52.33490236,4.92547363,402.742,283,gerealiseerd,402.741612,459.856128587569
150,f5fc80f45a8341b19d71810e143ddf32,2022/05/25 10:45:46+00,L0004,Prorail,bestaand,0,096,a,96,096_a,Amsterdam Muiderpoort - Duivendrecht,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,,,123626.2615,482903.821244,52.33316867,4.92691374,138.907,283,gerealiseerd,138.9067715,228.723236074521
151,130893c179d042a6ae625d08ea606678,2022/05/25 10:45:52+00,L0004,Prorail,bestaand,0,096,a,96,096_a,Amsterdam Muiderpoort - Duivendrecht,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,,,123633.479,482908.089158,52.33320744,4.92701923,159.439,283,gerealiseerd,159.438548,226.963919476566
152,d13e8c29baba4a20948fcd15d5a71420,2020/10/30 16:37:33+00,L0004,Prorail,bestaand,0,608,b,608,608_b,Apeldoorn,Asd-Zp,Amsterdam Centraal - Zutphen ,,,194815.330969,469148.0255,52.20899218,5.96971543,449.798,283,gerealiseerd,449.7979975,296.766242353811
153,cd95ad60d31f4a6d8ef561c41f0d4765,2020/01/16 07:58:20+00,L0004,Prorail,bestaand,1,028,,28,028__,Hengelo - Enschede Grens,Zp-Esg,Zutphen - Enschede Grens ,,,257478.430182,471528.1565,52.22229559,6.88700897,45.616,283,gerealiseerd,45.6155115,32.835436953879
154,f6774e913c234abaa6eb4ecc92bcdfdc,2015/08/04 15:27:54+00,L0004,Prorail,bestaand,0,564,d,564,564_d,Den Haag Binckhorst,Bkh-Gv,Den Haag Binckhorst - Den Haag HS ,,,83112.79253,454326.1605,52.07254712,4.33866095,1717.608,283,gerealiseerd,1717.608332,912.291126013556
155,88e413921b2c4327bdca93a75c7042f6,2015/07/29 09:42:32+00,L0004,Prorail,bestaand,0,143,,143,143__,Leidschenveen - Leidschendam Lijnwerkplaats,Ldvn-Ldvwpl,Leidschenveen - Leidschendam werkplaats ,,,86744.4685,454067.799022,52.0706847,4.39167616,1.513,283,gerealiseerd,1.5128355,5.15481130487063
156,9a4dc43712dc47d3a29a2eaa87a6b988,2020/05/11 16:33:37+00,L0004,Prorail,bestaand,0,200,,200,200__,Winsum - Roodeschool,Swd-Rd,Sauwerd - Roodeschool ,,,246394.814539,604601.1885,53.41983564,6.76190968,372.75,283,gerealiseerd,372.7498405,248.031422557631
157,ca6410eab6fa42b0b17a64e273e5284f,2018/02/12 10:45:53+00,L0004,Prorail,bestaand,0,105,,105,105__,Woerden - Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,,,111210.875175,447550.856,52.01458738,4.7493336,164.754,283,gerealiseerd,164.754247,328.180110485746
158,0793648f466143058ea46f0d755e1dfe,2016/08/31 09:37:52+00,L0004,Prorail,bestaand,0,105,,105,105__,Woerden - Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,,,111303.758151,447540.4055,52.01450078,4.75068787,10.628,283,gerealiseerd,10.627501,23.0963219135148
159,d031dddeb77c487382d68fbbac86b0a6,2021/02/01 15:52:17+00,L0004,Prorail,bestaand,1,096,a,96,096_a,Amsterdam Muiderpoort - Duivendrecht,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,,,123603.1945,482981.760752,52.33386783,4.92656806,52.853,283,gerealiseerd,52.85339,94.902198975322
160,a080640403394b7d9b1186aee736f64e,2015/10/13 08:06:09+00,L0004,Prorail,bestaand,0,525,b,525,525_b,Amsterdam Singelgracht Aansl.,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,,,119540.662487,489462.276,52.39186301,4.86628376,745.616,283,gerealiseerd,745.616186,465.475334537411
161,ce269209682f461994299cc2017bb645,2020/12/04 11:37:21+00,L0004,Prorail,bestaand,0,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,,,106903.21655,477535.2915,52.28371232,4.68234704,695.368,283,gerealiseerd,695.367694,806.849195122465
162,42e094fea940467db0095bd85763f5f4,2021/02/01 15:52:26+00,L0004,Prorail,bestaand,0,927,,927,927__,Watergraafsmeer,Wgm-Dmn,Watergraafsmeer - Diemen ,,,124817.582156,485468.267,52.35628305,4.94416139,1033.648,283,gerealiseerd,1033.6482585,479.586298550578
163,f384bb51565849abbbf9a8d694f7717b,2022/05/31 15:42:10+00,L0004,Prorail,bestaand,0,527,f,527,527_f,Haarlem,Hlm-Hlmjl,Haarlem - Haarlem Julianalaan ,,,103158.013268,489199.2125,52.38819585,4.62566982,569.48,283,gerealiseerd,569.4802615,240.688672349423
164,737b1d69fbbf4ba78c7948fccfab4486,2022/02/17 14:15:33+00,L0004,Prorail,bestaand,0,217,,217,217__,Hoorn - Enkhuizen,Zd-Ekz,Zaandam - Enkhuizen ,,,148185.550377,523550.596,52.69932486,5.28639731,655.454,283,gerealiseerd,655.45447,611.921564525881
165,905cd038286149738c4ac3f8eff795f7,2015/03/11 15:01:32+00,L0004,Prorail,bestaand,0,514,a,514,514_a,Nijmegen,Ah-Vl,Arnhem - Venlo ,,,187334.949889,427319.822,51.83353532,5.85632439,1141.68,283,gerealiseerd,1141.6798125,566.62382792819
166,072ed6602e744282b8204601bdafa024,2021/02/01 15:52:18+00,L0004,Prorail,bestaand,0,096,a,96,096_a,Amsterdam Muiderpoort - Duivendrecht,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,,,123601.59,482931.667495,52.33341753,4.92654919,100.006,283,gerealiseerd,100.0057355,85.8250114263551
167,5b8d3ea0ee6b4ed780875b9dc42de190,2015/07/23 08:18:09+00,L0004,Prorail,bestaand,0,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,,,94725.245637,440044.941,51.94558331,4.51053243,364.665,283,gerealiseerd,364.6648925,239.474102225348
168,0720ef6456f84ac69c18a1a84ff32353,2015/06/11 08:36:45+00,L0004,Prorail,bestaand,0,121,b,121,121_b,Breda - Lage Zwaluwe,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,,,108954.5565,401586.140468,51.60127968,4.72258536,365.755,283,gerealiseerd,365.7549685,385.131972627375
169,138e475f9b594180b3daa3161958956d,2020/08/10 10:23:50+00,L0004,Prorail,bestaand,1,011,,11,011__,Assen - Haren,Mp-Gn,Meppel - Groningen ,,,238032.411,575775.030249,53.16224379,6.62868177,241.081,283,gerealiseerd,241.081454,224.091721585524
170,c817efd1042d4df8b2c7be10d3fdaf85,2020/08/10 10:23:48+00,L0004,Prorail,bestaand,1,011,,11,011__,Assen - Haren,Mp-Gn,Meppel - Groningen ,,,238022.786,575771.094389,53.16220992,6.62853688,267.633,283,gerealiseerd,267.633217,261.569118998053
171,9dde0b7bc1f941e1a77ea96d2f1472b2,2021/01/08 15:15:34+00,L0004,Prorail,bestaand,0,517,b,517,517_b,Venlo,Mt-Vl,Maastricht - Venlo ,,,209851.813,375048.154852,51.36196395,6.17477783,396.317,283,gerealiseerd,396.317261,282.147613685911
