Ministerie;handelsnaam na kvk;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
BZ;Impero Romano Holding B.V.;;;;;;;1;;;1
BZ;Improven B.V.;;;;;;1;;;;1
BZ;In Je Kracht ' Trainingen, Coach. & Healing;;;;;;1;;;;1
BZ;In Transition;;;;;;1;;;;1
BZ;In2Content B.V.;;;1;;;;;;;1
BZ;Incidental Suppliers Abuja;;;;;;;;;1;1
BZ;Incidental Suppliers Addis Abeba;;;;;;;;;1;1
BZ;Indian Restaurant Maharani;;;;;;;1;;;1
BZ;Indisch Restaurant Garoeda;;;1;1;;;1;;;1
BZ;Indonesisch Restaurant Poentjak;;;;;;;1;;;1
BZ;ING Bank;;;;;;;1;;1;1
BZ;ING Bank N.V.;;;;;;;1;;1;1
BZ;Inkom Astana;;;;;;;;;1;1
BZ;Inmobiliaria 56 Ca. Caracas;;;;;;;;;1;1
BZ;INSTITUTO CERVANTES PRAHA;;;;;;1;;;;1
BZ;Instock Amsterdam;;;1;;;;;;;1
BZ;Intact;;;;;;;;;1;1
BZ;Intention;;;;;;1;;;;1
BZ;INTERCITY HOTEL HAMBURG;;;;;;;;;1;1
BZ;INTERCONTINENTAL HOTEL KUALA LUMPUR;;;;;;;;;1;1
BZ;Interkerkelijk Vredesberaad (IKV);;;;;;1;;;;1
BZ;International Finance Corporation (;;;;;;1;;;;1
BZ;International Training Centre Of Th;;;;;;1;;;;1
BZ;Internet Society Nederland;;;;;;1;;;;1
BZ;Intervote;;;;;;;1;;;1
BZ;INVERSIONES LA OPERA S.A.;;;;;;;;;1;1
BZ;iPeople;;;;;;1;;;;1
BZ;Ises Computrain Hilversum;;;;;;1;;;;1
BZ;ISLAMABAD SERENA HOTEL;;;;;;;;;1;1
BZ;Italtravel Bogota;;;;;;;;;1;1
BZ;ITC LTD - MAURYA;;;;;;;;;1;1
BZ;ITV Hogeschool Levenlang Leren B.V.;;;;;;1;;;;1
BZ;IUP MINSK PRINCESS HOTEL;;;;;;;;;1;1
BZ;IWDA INTERNATIONAL WOMEN'S DEVELOPM;;;;;;;;;1;1
BZ;Jacobs Training & Coaching;;;;;;1;;;;1
BZ;JACOMIJNE VAN WOERKOM;;;;;;1;;;;1
BZ;Jenny'S Travel Cc Pretoria;;;;;;;;;1;1
BZ;JI Wildschut Coaching;;;;;;1;;;;1
BZ;Job Boersma Producties;;;;;;1;;;;1
BZ;Joli V.O.F.;;;;;;;1;;;1
BZ;Joop Vos Coaching;;;;;;1;;;;1
BZ;JVDT B.V.;;;;;;1;;;;1
BZ;Kaap Doorn B.V.;;;;;;1;;;;1
BZ;KANSAI AIRPORTS (HOTEL NIKKO);;;;;;;;;1;1
BZ;KATHOLIEKE UNIVERSITEIT LEUVEN;;;;;;1;;;;1
BZ;Kazamias Andreas Nicosia;;;;;;;;;1;1
BZ;Keizer Culinair B.V.;;;;;;;1;;;1
BZ;KEMPINSKI HOTEL GOLD COAST CITY;;;;;;;;;1;1
BZ;Kenan Services;;;;;;1;;;;1
BZ;Kessels & Smit Something B.V.;;;;;;1;;;;1
BZ;KIN PLAZA ARJAAN BY ROTANA;;;;;;;;;1;1
BZ;Kind- en jeugdpraktijk Den Haag B.V.;;;1;;;;;;;1
BZ;Klinks Bakkerij;;;1;;;;;;;1
BZ;Koken-op-maat;;;;1;;;1;;;1
BZ;Koninklijke Luchtvaart Maatschappij N.V.;;;;;;;;;1;1
BZ;Koolhaas Concepts B.V.;;;1;;;;;;;1
BZ;Kouwenhoven Consultancy B.V.;;;1;;;;;;;1
BZ;L.B.B. Beheer B.V.;;;;;;;1;;;1
BZ;La Cuisine De Flore Bruxelles;;;;;;1;;;;1
BZ;La Vina B.V.;;;1;;;;1;;;1
BZ;Lake Geneva Hotel Geneve;;1;;;;;;;;1
BZ;Lake Hospitality D.O.O. Sarajevo;;;;;;;;;1;1
BZ;Landgoed de Horst;;;;;;1;;;1;1
BZ;Language Partners;;;;;;1;;;;1
BZ;Langue Onze Toulouse - L.O.T.;;;;;;1;;;;1
BZ;Lauwen Projects;;;;;;;1;;;1
BZ;Lavacon, riskconsult;;;;;;1;;;;1
BZ;LD Horeca B.V.;;;;;;;1;;;1
BZ;Le Bistroquet B.V.;;;;;;;1;;;1
BZ;Le Passage To India Tours & Travel;;;;;;;;;1;1
BZ;Learn it B.V.;;;;;;1;;;;1
BZ;Lee Hecht Harrison Nederland B.V.;;;;;;1;;;;1
BZ;Leeuwendaal Advies B.V.;;;;;1;;;;;1
BZ;Leidse Schouwburg - Stadsgehoorzaal;;;;;;;1;;;1
BZ;Leonidas Delft;;;;;;;1;;;1
BZ;LEOPOLD HOTEL BRUSSELS EU;;;;;;;;;1;1
BZ;Les Ombrelles Visspecialieiten;;;;1;;;1;;;1
BZ;LianHua Chinese School;;;;;;1;;;;1
BZ;Lisitsina, A. St. Petersburg;;;;;;;;;1;1
BZ;Listel Canada Limited Vancouver;;;;;;;;;1;1
BZ;Little V Den Haag B.V.;;;;;;;1;;;1
BZ;Logeion;;;;;;1;;;;1
BZ;LSE  - THE LONDON SCHOOL OF ECONOMI;;;;;;1;;;;1
BZ;Luz azul trainingen, advies & coaching;;;;;;1;;;;1
BZ;M. Wisbrun;;;1;;;;;;;1
BZ;Maatschap MSB Gouda;;;1;;;;;;;1
BZ;Madurodam B.V.;;;;;;;1;;;1
BZ;Magnet.me;;;;;1;;;;;1
BZ;Maison De La Foret Den Haag;;;;1;;;1;;;1
BZ;MaMa Kelly B.V.;;;;1;;;1;;;1
BZ;Manessis Travel S.A Athens;;;;;;;;;1;1
BZ;MariÃ«nhof Amersfoort B.V.;;;;;;;1;;;1
BZ;Marion.tc;;;;;;1;;;;1
BZ;Markus Verbeek Praehep Hilversum;;;;;;1;;;;1
BZ;MARRIOTT HOTEL KIGALI;;;;;;;;;1;1
BZ;Marriott Skopje;;;;;;;;;1;1
BZ;Mauritshuis Den Haag;;;;;;;1;;;1
BZ;MAX Company Amsterdam B.V.;;;;;;;1;;;1
BZ;Maximum;;;;;;1;;;;1
BZ;Maxlead Services B.V.;;;;;1;;;;;1
BZ;MDF Training en Consultancy B.V.;;;;;;1;;;;1
BZ;Mediclinic Muelmed Arcadia;;;1;;;;;;;1
BZ;Medisch Specialisten Coöperatief Haga UA;;;1;;;;;;;1
BZ;Meer & More Consultancy;;;;;;1;;;;1
BZ;Mensink & Partners;;;;;;1;;;;1
BZ;Mercure Hotel Amsterdam City;;;;;;;;;1;1
BZ;Metamorfose Vertalingen B.V.;;;1;;;;;;;1
BZ;Michaela Marakova;;;;;;;;;1;1
BZ;Millers;;;;;;;1;;;1
BZ;MingleMush B.V.;;;;;;;1;;;1
BZ;MOCHI RESTAURANT;;;;;;;1;;;1
BZ;Move Cocktails B.V.;;;;;;;1;;;1
BZ;Movenpick Hotel Accra;;;;;;;;;1;1
BZ;Movenpick Hotel Kuwait;;;;;;;;;1;1
BZ;Museon;;;;1;;;;;;1
BZ;Museum Catering Den Haag B.V.;;;;;;;1;;;1
BZ;MyGolf;;;;1;;;;;;1
BZ;NACER DAOUD;;;;;;;;;1;1
BZ;NATO COOP. CYBER DEFENCE CENTRE OF;;;;;;1;;;;1
BZ;Ned. Financ.-Mij. v. Ontwikkelingslanden N.V.;;;;;;;;;1;1
BZ;Nederlands cursus collectief;;;;;;1;;;;1
BZ;Nestgeuren Relatietherapie En Begel;;;;;;1;;;;1
BZ;Neth-Er Brussel;;;;;;1;;;;1
BZ;New Babylon Meeting Center B.V.;;;;1;;;1;;1;1
BZ;New Image Café B.V.;;;;;;;1;;;1
BZ;Nextpertise B.V.;;;;;1;;;;;1
BZ;NFGD Zoetermeer B.V.;;;;1;;1;1;;;1
BZ;NH ITALIA SPA;;;;;;;;;1;1
BZ;Nieuwe of Litteraire Sociëteit De Witte;;;;;;;1;;;1
BZ;NJ Cook4You;;;1;;;;;;;1
BZ;Noordzee Services B.V.;;;;;;;;;1;1
BZ;Norea Amsterdam;;;;;;;;1;;1
BZ;Not For Sale Retail B.V.;;;;;;;1;;;1
BZ;Novotel Budapest;;;;;;;;;1;1
BZ;NS Stations Retailbedrijf B.V.;;;;;;;1;;;1
BZ;Nvic - Nederlands Vlaams Instituut;;;;;;1;;;;1
BZ;NVO2 (Ned.Ver. Hrd-Professionals;;;;;;1;;;;1
BZ;Nynke Jansen;;;;;;1;;;;1
BZ;Oase Beach Exploitatie B.V.;;;;;;;1;;;1
BZ;Odi - Overseas Development Institut;;;;;;1;;;;1
BZ;Ole-Sereni Hotel Nairobi;;;;;;;;;1;1
BZ;Oneclick Internet Hilvarenbeek;;;1;;;;;;;1
BZ;Ontbijt & Lunch Juni;;;1;;;;1;;;1
BZ;Open Ateliers B.V.;;;;;;1;;;;1
BZ;Opleidingscentrum Permanente Educatie (OCPE);;;;;;1;;;;1
BZ;Orange5 Catering & Events B.V.;;;;;1;;;;;1
BZ;Orchids;;;;;;;1;;;1
BZ;Organizing Works;;;;;;1;;;;1
BZ;Original Tours & Activities Nederland B.V.;;;;;;;1;;;1
BZ;Ornstein, L.S. Amsterdam;;;;;;;;;1;1
BZ;ORSEU CONCOURS;;;;;1;;;;;1
BZ;Oscars Scheveningen B.V.;;;;;;;1;;;1
BZ;Osce/Ovse Wenen;;;;;;;;;1;1
BZ;OSR Juridische Opleidingen B.V.;;;;;;1;;;;1
BZ;Ouwehands Dierenpark B.V.;;;;;;;1;;;1
BZ;P.B.N. Sport & Adventure B.V.;;;;;;;1;;;1
BZ;Palace Hotel Holland B.V.;;;;;;;1;;;1
BZ;Park Tower Suites Beiroet;;;;;;;;;1;1
BZ;Parker Hotel Brussels Airport Diege;;;;;;;;;1;1
BZ;Passionned Nederland B.V.;;;;;;1;;;;1
BZ;Pastis Den Haag B.V.;;;1;;;;;;;1
BZ;Pauline Bloembinders;;;1;;;;;;;1
BZ;Paviljoen Malieveld Rotterdam;;;;;;;1;;;1
BZ;PBLQ B.V.;;;;;;1;;;;1
BZ;PE Fotostudio B.V.;;;;;1;;;;;1
BZ;PEACOCK HOTEL AND RESORT;;;;;;;;;1;1
BZ;Pechersk School International Ltd L;;;;;;1;;;;1
BZ;PERFECTLY PLACED NYC LLC;;;;;;;;;1;1
BZ;Perticas;;;;;;;1;;;1
BZ;Petta Coaching & Advies;;;;;;1;;;;1
BZ;Phenix Capital Impact Events B.V.;;;;;;1;;;;1
BZ;Phoenix Opleidingen;;;;;;1;;;;1
BZ;Place Lux Sprl Hulpe;;;;;;1;;;;1
BZ;Planmen Nederland B.V.;;;;;;1;;;;1
BZ;Planon B.V.;;;;;;1;;;;1
BZ;Platform P;;;;;;1;;;;1
BZ;POMEGRANATE LANGUAGE INSTITUTE;;;;;;1;;;;1
BZ;Power Mandarin Shanghai;;;;;;1;;;;1
BZ;PRADOS & PARTNERS;;;;;;1;;;;1
BZ;Praktijk Monique Molendijk;;;1;;;;;;;1
BZ;Praktijk voor Haptotherapie GelukkigVoelen;;;1;;;;;;;1
BZ;Premium Cards B.V.;;;;1;;;;;;1
BZ;Preventional;;;;;;1;;;;1
BZ;Primera Den Haag;;;;1;;;;;;1
BZ;Promoboer B.V.;;;;1;;;;;;1
BZ;PROMOCIONES Y PROYECTOS, S.A.;;;;;;;;;1;1
BZ;Promopodium B.V.;;;1;;;;;;;1
BZ;Prosecco;;;;;;;1;;;1
BZ;Prowareness WeOn Academy B.V.;;;;;;1;;;;1
BZ;PT. PUSAKA PRIMA TRANSPORT;;;;1;;;;;;1
BZ;Public Support & More B.V.;;;;;;1;;;;1
BZ;Publiec B.V.;;;;;;1;;;;1
BZ;PULLMAN KINSHASA GRAND HOTEL;;;;;;;;;1;1
BZ;PvIB: Platform voor informatiebeveiliging;;;1;;;;;;;1
BZ;QUETTA SERENA HOTEL;;;;;;;;;1;1
BZ;quickcartoon;;;;;;1;;;;1
BZ;Quint Wellington Redwood Nederland B.V.;;;;;;1;;;;1
BZ;QuoVadis Trustlink B.V.;;;;;1;;;;;1
BZ;R.J. Fijlstra B.V.;;;;;;1;;;;1
BZ;Radisson Blu Hotel Addis Abeba;;;;;;;;;1;1
BZ;RADISSON BLU HOTEL TRIPOLI;;;;;;;;;1;1
BZ;Ramada Hotel Muscat;;;;;;;;;1;1
BZ;Recoop Tour A.S. Praha 6;;;;;;;;;1;1
BZ;Rederij de Nederlanden B.V.;;;;;;;1;;;1
BZ;Reflectwell;;;;;;1;;;;1
BZ;Refractiecentrum Haaglanden B.V.;;;1;;;;;;;1
BZ;Regina Bloemsierkunst;;;;1;;;;;;1
BZ;Regina Coeli Language Courses B.V.;;;;;;1;;;;1
BZ;RePe Horeca B.V.;;;1;;;;;;;1
BZ;Residence Inn Bethesda;;;;;;;;;1;1
BZ;Restaurant Cafe In De Waag Amsterda;;;;;;;1;;;1
BZ;Restaurant Christian;;;;1;;;1;;;1
BZ;Restaurant De Basiliek B.V.;;;;1;;;1;;;1
BZ;Restaurant De Knip;;;;;;;1;;;1
BZ;Restaurant Dekxels Den Haag;;;;;;;1;;1;1
BZ;Restaurant Fouquet;;;;;;;1;;;1
BZ;Restaurant Luden Den Haag Kiosk;;;1;1;;;1;;;1
BZ;RESTAURANT MAZIE;;;;;;;1;;;1
BZ;Restaurant Onz;;;;;;;1;;;1
BZ;Restaurant Sarinande;;;;;;;1;;;1
BZ;Restaurant Spijs;;;;;;;1;;;1
BZ;Restaurant Wox;;;;1;;;;;;1
BZ;RFG DJ-COLLECTIEF;;;;1;;;;;;1
BZ;Rics London;;;;;;1;;;;1
BZ;RIFT VALLEY INSTITUTE;;;;;;1;;;;1
BZ;Ristorante Italiano 'La Liguria' B.V.;;;;;;;1;;;1
BZ;ROTANA HOTEL AMMAN;;;;;;;;;1;1
BZ;Rotana Hotel Khartoem;;;;;;;;;1;1
BZ;Saad Hotel Astana;;;;;;;;;1;1
BZ;SATGURU TRAVELS AND TOURS SERVICES;;;;;;;;;1;1
BZ;SAVOY HOTEL YANGON;;;;;;;;;1;1
BZ;SBI Training en Advies/FNV Formaat B.V.;;;;;;1;;;;1
BZ;Schiphol Travel Taxi B.V.;;;;;;;;;1;1
BZ;Schoevers Trainingen B.V.;;;;;;1;;;;1
BZ;ScienceWorks B.V.;;;;;;1;;;;1
BZ;Shangri-La Hotel Doha;;;;;;;;;1;1
BZ;Shany Landmarks Llc New York, Ny;;1;;;;;;;;1
BZ;Shelburne Nyc New York;;;;;;;;;1;1
BZ;Sheraton Hotel Abuja;;;;;;;;;1;1
BZ;Sheraton Hotel Amman;;;;;;;;;1;1
BZ;Sheraton Hotel New Delhi;;;;;;;;;1;1
BZ;Sheraton Hotel Tunis;;;;;;;;;1;1
BZ;Sitagre B.V.;;;1;;;;;;;1
BZ;Skillz Beirut;;;;;;1;;;;1
BZ;Smelt advies;;;;;1;1;;;;1
BZ;SNV DEN HAAG;;;;;;;;;1;1
BZ;Soerel Management Consultancy B.V.;;;;;;1;;;;1
BZ;Sofitel Hotel Algiers;;;;;;;;;1;1
BZ;Sofitel Hotel Luxembourg;;;;;;;;;1;1
BZ;Sofitel Hotel M�nchen;;;;;;;;;1;1
BZ;SolBeach B.V.;;;;;;;1;;;1
BZ;SONESTA COCONUT GROVE;;;;;;;;;1;1
BZ;Soras Kigali;;1;;;;;;;;1
BZ;Spaarne Gasthuis locatie Zuid;;;1;;;;;;;1
BZ;Speakeasy Netherlands B.V.;;;;;;1;;;;1
BZ;Specialtours Amsterdam;;;;;;;1;;;1
BZ;Specsavers International B.V.;;;1;;;;;;;1
BZ;Spencer Medical B.V.;;;;;;1;;;;1
BZ;SpiZe B.V.;;;;;;;1;;;1
BZ;Sprout Social, Inc. Chicago;;;;;1;;;;;1
BZ;SRM Communicatie B.V.;;;;;;1;;;;1
BZ;St Regis Hotels Abu Dhabi 2;;;;;;;;;1;1
BZ;St. LCR (Landelijke Coordinatiecent;;;1;;;;;;;1
BZ;Stavoor B.V.;;;;;;1;;;;1
BZ;Stay 2 Live Hatfield;;1;;;;;;;;1
BZ;Steigenberger Airport Hotel, Amsterdam;;;;;;;;;1;1
BZ;Stelvio Coaching & Advies;;;;;;1;;;;1
BZ;Ster in Lijsten B.V.;;;;1;;;;;;1
BZ;Steranijs catering;;;;;;;1;;;1
BZ;Stg. Int. AIDS Vaccine Initiative the Neth.;;;;;;;;;1;1
BZ;Stg. Kon. Visio, exp.centr. slechtz./slechth.;;;1;;;;;;;1
BZ;Stg. Sioo, Int.univ. Centr. Veranderkunde;;;;;;1;;;;1
BZ;Stichting Ark;;;1;;;;;;;1
BZ;Stichting Both Ends;;;;;;;;;1;1
BZ;Stichting De Ooievaart;;;;;;;1;;;1
BZ;Stichting Escher Collectie Den Haag;;;;;;;1;;;1
BZ;Stichting Haagse Willemsvaart;;;;;;;1;;;1
BZ;Stichting Het Varend Ijsselschip;;;;;;;1;;;1
BZ;Stichting Humanity House;;;;;;;1;;;1
BZ;Stichting Internat. Perscentrum 'Nieuwspoort';;;;;;;1;;;1
BZ;Stichting Permits/Permits Foundatio;;;;;;1;;;;1
BZ;Stichting Schrijvers School Samenle;;;;;;1;;;;1
BZ;Stichting T.M.C. Asser Instituut;;;;;;1;;;;1
BZ;Stichting Terre des Hommes Nederland;;;;;;;;;1;1
BZ;Stichting The Hague Security Delta;;;;;;1;;;;1
BZ;Stichting Werken op Maat;;;;;1;;;;;1
BZ;Strandpaviljoen Buiten B.V.;;;;;;;1;;;1
BZ;Strandtent 14 B.V.;;;;;;;1;;;1
BZ;Studio-Uilebomen Den Haag;;;;1;;;1;;;1
BZ;T. Antonakos;;;;;;1;;;;1
BZ;TaalTaal B.V.;;;;;;1;;;;1
BZ;Tabasco;;;1;;;;1;;;1
BZ;Taleninstituut Amsterdam;;;;;;1;;;;1
BZ;Taxibedrijf Van der Wijst;;;;;;;;;1;1
BZ;Team Tv Workshop Ijsselstein;;;;;;;1;;;1
BZ;TEMO THEUS TURIZM VE TIC. LTD. STI.;;;;;;;;;1;1
BZ;TENEO MEETINGS S.L.;;;;;;1;;;;1
BZ;THE BAILEY'S HOTEL LONDON;;;;;;;;;1;1
BZ;THE BOULEVARD ARJAAN BY ROTANA;;;;;;;;;1;1
BZ;THE CHOOLANI CLINIC;;;1;;;;;;;1
BZ;The Head Office Hilversum;;;;;;1;;;;1
BZ;THE INDIAN HOTELS CO. LTD.;;;;;;;;;1;1
BZ;THE INTERNATIONAL HARM REDUCTION AS;;;;;;;;;1;1
BZ;THE LAKE GARDEN M GALLERY NAY PYI T;;;;;;;;;1;1
BZ;The Leela Palace New Delhi;;;;;;;;;1;1
BZ;The School of Life;;;;;;1;;;;1
BZ;THE TABLE BAY HOTEL;;;;;;;;;1;1
BZ;TiasNimbas Business School;;;;;;1;;;;1
BZ;Tindemans Translations B.V.;;;1;;;;;;;1
BZ;Tonco Modderman Training & Advies;;;;;;1;;;;1
BZ;Topgeschenken Nederland B.V.;;;;1;;;;;;1
BZ;Tot Z Diensten B.V.;;;;;;1;;;;1
BZ;Tower Leisure B.V.;;;1;1;;;1;;;1
BZ;Transamerica Comercial E Servicos L;;;;;;;;;1;1
BZ;Transeuropa Rio De Janeiro;;;;;;;;;1;1
BZ;Travel Network Inc. Ltd Woodbrook;;;;;;;;;1;1
BZ;Tri Tunggal;;;;;;;1;;;1
BZ;Triple Jump B.V.;;;;;;;;;1;1
BZ;Trois Cannetons B.V.;;;;;;1;;;;1
BZ;Uitvaartcentrum Bouwens B.V.;;;1;;;;;;;1
BZ;UITVAARTENZO;;;1;;;;;;;1
BZ;Umami Restaurant Den Haag B.V.;;;1;;;;;;;1
BZ;UNDP/PNUD;;;;;;1;;;;1
BZ;UNITAS REJSER;;;;;;;;;1;1
BZ;UNIVERSITAT PASSAU;;;;;;1;;;;1
BZ;UNSMIL United Nations Support Missi;;;;;;;;;1;1
BZ;UPS - United Parcel Service, Praha;;;;;;;;;1;1
BZ;V.O.F. Alpina-van Houweninge & IJsselstijn;;;;1;;;1;;;1
BZ;Valkenburg Trainingen;;;;;;1;;;;1
BZ;Van der Hilst Communicatie B.V.;;;;;;1;;;;1
BZ;Van der Staay Opleidingen;;;;;;1;;;;1
BZ;Van der Veeken en De Bruijn Trainingen B.V.;;;;;;1;;;;1
BZ;van Lien & van der Meer h.o.d.n. Simon Lévelt;;;1;;;;;;;1
BZ;Van Stockum, Belinfante & Coebergh B.V.;;;;;;1;;;;1
BZ;Vasari B.V.;;;;;;;1;;;1
BZ;Vastgoed Business School B.V.;;;;;;1;;;;1
BZ;Veerstichting Leiden;;;;;;1;;;;1
BZ;Vereniging Bedrijfscollecties Nederland;;;;;;1;;;;1
BZ;Vereniging VNO-NCW;;;;;;1;1;;;1
BZ;Veronica Cars Nv Leefdaal;;;;;;1;;;;1
BZ;Vijverberg Opleidingen/Juristen;;;;;;1;;;;1
BZ;Vijverschie Arcadia;;;;;;;1;;;1
BZ;VILLA K�LLHAGEN;;;;;;;;;1;1
BZ;VILLA ROSA KEMPINSKI;;;;;;;;;1;1
BZ;Village Ridge Boutique Hotel Pretor;;;;;;;;;1;1
BZ;VitalSmarts Benelux;;;;;;1;;;;1
BZ;Vlaardingse Taxicentrale B.V.;;;1;;;;;;1;1
BZ;Voor Tekst;;;;;1;;;;;1
BZ;VVV Business B.V.;;;;1;;;;;;1
BZ;Waldorf Astoria Amsterdam;;;;;;;1;;;1
BZ;Walter Benedict;;;;1;;;1;;;1
BZ;Wendy van Leusen;;;;;;1;;;;1
BZ;WFP - World Food Programme;;;;;;;;;1;1
BZ;Wine & Dine;;;;;;;1;;;1
BZ;Workplace Pride Foundation Amsterda;;;;;;;;1;;1
BZ;World Trade Institute Bern;;;;;;1;;;;1
BZ;Woudschoten Conferentiecentrum B.V.;;;;;;1;;;;1
BZ;Wouter Kurpershoek Media;;;;;1;;;;;1
BZ;Yearth Learning & Development Group;;;;;;1;;;;1
BZ;Zoom Media B.V.;;;;;;1;;;;1
BZK;"""Hong-Kong""B.V. Chinees-Indisch Restaurant";;;;1;;;;;;1
BZK;"""Il Pozzo B.V.""";;;;1;;;;;;1
BZK;&MAES;;;;;;1;;;;1
BZK;. BOS ONTWIKKELING IN ORGANISATIE;;;;;;1;;;;1
BZK;1e Klas' Grand Café Restaurant;;;;;;1;;;;1
BZK;2KNOWHOW, art of change B.V.;;;;;;1;;;;1
BZK;2Shan t.h.o.d.n. Bezorgbeer Delft;;;;1;;;;;1;1
BZK;4 Seasons Events;;;;1;;;;;;1
BZK;50+ CARRIERE B.V.;;;;;;1;;;;1
BZK;5-Hart-IT;;;;;;1;;;;1
BZK;7AM B.V.;;;;;;1;;;1;1
BZK;7AM DEN HAAG;;;;1;;;;;;1
BZK;7AM Den Haag B.V.;;;;;;;1;;;1
BZK;A MARE BY SANDRA MINNEE;;;;;;1;;;;1
BZK;A&W Cuisine B.V.;;;;1;;;;;;1
BZK;A+O Fonds Rijk;;;;;;1;;;;1
BZK;Aaaaha! The Actor Factory B.V.;;;;1;;;;;;1
BZK;Aanmelder.nl B.V.;;;;;;1;;;;1
BZK;ABC Display Industry B.V.;;;;1;;;;;;1
BZK;Abonnementenland;;;;;;1;;;;1
BZK;About Flowers;;;;1;;;;;;1
BZK;Absoluta Food and Facilities B.V.;;;;1;;;1;;1;1
BZK;AB-Vela B.V.;;;;;;;;1;;1
BZK;Academie voor arbeidsmarktcommunicatie B.V.;;;;;;1;;;;1
BZK;Academie voor Vastgoed B.V.;;;;;;1;;;;1
BZK;AcceLead;;;;;;1;;;;1
BZK;Accor Hospitality Nederland N.V.;;;;;;;;;1;1
BZK;ACCOUNTOR NEDERLAND;;;;;;1;;;;1
BZK;Achterberg M;;;;;;1;;;1;1
BZK;ACML BAARN;;;1;;;;;;1;1
BZK;ACTEURSBUREAU KAPOK;;;;;;1;;;;1
BZK;AD NIEUWSMEDIA;;;;;;1;;;;1
BZK;A'DAM SCHOOL OF REAL ESTATE;;;;;;1;;;;1
BZK;ADO Hospitality & Events;;;;;;1;;;;1
BZK;Advies Veiligheid MtB;;;;;;1;;;;1
BZK;Aeves B.V.;;;;;;1;;;;1
BZK;AFUK KURSUSSEN BOEKEN YNFORMAASJE;;;;;;1;;;;1
BZK;AG CONNECT;;;;;;1;;;;1
BZK;Ahrend;;;1;;;;;;;1
BZK;AL HAYAT restaurant;;;;1;;;;;;1
BZK;ALBERT HEIJN;;;;1;;;;;;1
BZK;Albert Heijn B.V.;;;;1;;;;;;1
BZK;Albron Nederland B.V.;;;;1;;;;;;1
BZK;Alert Promotie;;;;1;;;;;;1
BZK;ALFABETA;;;;;;1;;;;1
BZK;Alfred's Holding B.V.;;;;1;;;;;;1
BZK;Allgifts;;;;1;;;;;;1
BZK;ALLIUM;;;;;;1;;;;1
BZK;Alphaplan B.V.;;;;;;1;;;;1
BZK;ALPINA;;;;1;;;;;;1
BZK;ALWAYS GREEN;;;;1;;;;;;1
BZK;Amadore Hotel-Restaurant De kamperduinen;;;;;;1;;;;1
BZK;Amaze;;;;1;;;;;;1
BZK;Amaze Escape;;;;1;;;;;;1
BZK;Amaze Escape Events;;;;1;;;1;;;1
BZK;Ambitio;;;;;1;;;;;1
BZK;Ambulance Event Service;;;;;;1;;;;1
BZK;AMI Maastricht;;;;;;1;;;;1
BZK;Amier Cafe-Restaurant;;;;1;;;;;;1
BZK;AMPLEXOR;;;;;;1;;;;1
BZK;AMSTERDAM CENTER FOR INTEGRITY AND;;;;;;1;;;;1
BZK;Ander Leven B.V.;;;;;;1;;;;1
BZK;ANDERMANSKEUKEN;;;;1;;;;;;1
BZK;AndrÃ© Dokter Horeca B.V.;;;;1;;;;;;1
BZK;Angelis Coaching;;;;;;1;;;;1
BZK;Anker & Kompas;;;;;;1;;;;1
BZK;Anoniem 102;;;;;;1;;;;1
BZK;Anoniem 103;;;;;;;;;1;1
BZK;Anoniem 108;;;;;;;;;1;1
BZK;Anoniem 110;;;;1;;;;;1;1
BZK;Anoniem 112;;;;;;;;;1;1
BZK;Anoniem 119;;;;1;;;;;;1
BZK;Anoniem 123;;;;1;;;;;;1
BZK;Anoniem 126;;;;1;;;;;;1
BZK;Anoniem 131;;;;;;;;;1;1
BZK;Anoniem 133;;;;1;;;;;;1
BZK;Anoniem 134;;;;;;;;;1;1
BZK;Anoniem 135;;;;1;;;;;;1
BZK;Anoniem 137;;;;;;1;;;;1
BZK;Anoniem 140;;;;;;1;;;;1
BZK;Anoniem 142;;;;1;;;;;;1
BZK;Anoniem 143;;;;1;;;;;;1
BZK;Anoniem 144;;;;1;;;;;;1
BZK;Anoniem 145;;;;;;;;;1;1
BZK;Anoniem 146;;;;1;;;;;;1
BZK;Anoniem 147;;;;1;;;;;;1
BZK;Anoniem 148;;;;1;;;;;;1
BZK;Anoniem 149;;;;1;;;;;;1
BZK;Anoniem 15;;;;;;1;;;;1
BZK;Anoniem 151;;;;;;1;;;;1
BZK;Anoniem 153;;;;;;;;;1;1
BZK;Anoniem 155;;;;;;;;;1;1
BZK;Anoniem 157;;;;;;;;;1;1
BZK;Anoniem 158;;;;;;;;;1;1
BZK;Anoniem 159;;;;1;;;;;;1
BZK;Anoniem 16;;;;1;;;;;;1
BZK;Anoniem 160;;;;1;;;;;;1
BZK;Anoniem 168;;;;;;;;;1;1
BZK;Anoniem 169;;;;;;1;;;1;1
BZK;Anoniem 176;;;;1;;;;;;1
BZK;Anoniem 177;;;1;;;;;;;1
BZK;Anoniem 178;;;1;;;;;;;1
BZK;Anoniem 185;;;1;;;;;;;1
