FID,bestem_zan,naamgebied,status,in_gebruik,m__windiep,volgorde,gebruik,diepte,regio,subregio,opp_m2,vol_new_m3,vol_m3_mvp,factor,alternatie,mijn_mer_s,objectnaam,vergun_h_1,regio_loca,volgorde_1,gdb_geomattr_data,shape
zoekgebied_mer_2018_2027.46,Commercieel,Q8_ZC_Di03,Vergund,Actief,6,Q5-4,deels,4,Hollandse kust,Noord-Holland zuid,5104324.35894,6938051.0854,3124156,1.92,kustwaarts,beperkt,"Q8A, Q8A', Q5B en Q5B'",Spaansen Grondstoffen en Logistiek,Egmond - Ijmuiden,G38; G39a,,"POLYGON ((601292.3340999996 5836157.3561, 600789.4533000002 5836147.171399999, 600476.9189999998 5834865.7673, 600199.7209000001 5834905.8083, 599743.8415999999 5834857.695, 599270.4276999999 5835546.386399999, 599450.2536000004 5836120.051999999, 599819.1176000005 5837429.710200001, 600280.3103999998 5838247.7741, 601780.5219 5838131.8343, 601657.2788000004 5837633.3772, 601292.3340999996 5836157.3561))"
zoekgebied_mer_2018_2027.47,Commercieel,P18_ZC_On02,Vergund,Actief,2,P18-3,geschikt,2,Zeeuwse delta,Haringvliet,4919789.39696,1481954.95912,771852,1.92,kustwaarts,onbeperkt,"P18N, P18O, S3D",COMB. DUIZEND ZESTIEN &ABEKO M& DE VRIES &VD WIEL,Maasvlakte,H41b; H41_Zuid,,"POLYGON ((563480.8619999997 5762148.1117, 564258.9007000001 5762905.4695, 565428.9342 5762457.7064, 565446.6699000001 5762450.9191, 565268.2043000003 5762302.993100001, 564890.7359999996 5761960.6383, 564786.3799 5761853.0713, 564693.6758000003 5761768.358899999, 564407.4988000002 5761472.2568, 564296.1732999999 5761362.7269, 564212.1568 5761361.609300001, 561786.9099000003 5759208.1274, 561080.1546999998 5759968.8958, 562718.1331000002 5761425.229699999, 563480.8619999997 5762148.1117))"
zoekgebied_mer_2018_2027.48,Kustlijnzorg,Q8_ZD_On01,Vergund,Actief,2,Q8-2,geschikt,2,Hollandse kust,Noord-Holland zuid,4489267.22294,8976181.85926,4676320,1.92,kustwaarts,onbeperkt,"Q8F, Q8E, Q8D en Q8K",RWS-PPO-ICM-KLZ & Abeko Marine B.V.,Egmond - IJmuiden,L90,,"POLYGON ((591372.3244000003 5819897.301100001, 590909.9512999998 5820181.4472, 592160.7396999998 5821957.125600001, 593859.9181000004 5820111.0636, 593013.2496999996 5818893.9778, 591372.3244000003 5819897.301100001))"
zoekgebied_mer_2018_2027.49,Kustlijnzorg,Q16_ZD_On01,Vergund,Actief,2,Q16-1,geschikt,2,Hollandse kust,Zuid-Holland zuid,3615311.8106,7178712.03964,3765950,1.92,kustwaarts,onbeperkt,Q16J, ,Delfland,N101,,"POLYGON ((577078.0333000002 5773383.325099999, 575120.8460999997 5773892.7381, 575724.0061999997 5775700.1272, 577547.1019000001 5775081.3917, 577078.0333000002 5773383.325099999))"
zoekgebied_mer_2018_2027.50,Commercieel,Q8_ZC_On01,Nieuw,Nieuw,2,Q8-1,geschikt,2,Hollandse kust,Noord-Holland zuid,2080719.4821,4157701.72718,2167416,1.92,kustwaarts,onbeperkt,Nieuw, ,Egmond - Ijmuiden,L91,,"POLYGON ((592658.7473999998 5818328.1241, 590564.4771999996 5818646.0955, 591372.3244000003 5819897.301100001, 593013.2496999996 5818893.9778, 592658.7473999998 5818328.1241))"
zoekgebied_mer_2018_2027.51,Kustlijnzorg,Q10_ZD_Di01,Nieuw,Nieuw,6,Q10-3,geschikt,6,Hollandse kust,Zuid-Holland noord,1072232.21162,14030820,7297174,1.92,kustwaarts,onbeperkt,Nieuw, ,Zandvoort,M93,,"POLYGON ((584804.6782999998 5808714.241800001, 583612.3870999999 5808779.069700001, 583664.8569999998 5809518.568299999, 585193.3801999995 5809544.8298, 584804.6782999998 5808714.241800001))"
zoekgebied_mer_2018_2027.52,Kustlijnzorg,L17_ZD_di02,Nieuw,Nieuw,0,L17-5,geschikt,5,Wadden,Texel,9023947.33014,0,18416218,2.45,kustwaarts,beperkt,"L17B, L17D", ,0,A2_A3,,"POLYGON ((603623.7426000005 5883705.2815000005, 606190.8843 5882350.1746, 602908.4648000002 5882384.5472, 602859.0725999996 5882297.410499999, 602153.9252000004 5880991.4856, 599972.6489000004 5881010.9014, 601926.6453 5884573.607899999, 603623.7426000005 5883705.2815000005))"
zoekgebied_mer_2018_2027.53,Commercieel,P18_ZC_Di03,Vergund,Nieuw,6,P18-1,geschikt,6,Hollandse kust,Zuid-Holland zuid,6194636.38191,17796610,9269066,1.92,kustwaarts,onbeperkt,P18J,HAVENBEDRIJF ROTTERDAM N.V.,Maasvlakte,N102_103; N103,,"POLYGON ((568398.9707000004 5766215.143300001, 566505.9051999999 5764662.180199999, 565978.5492000002 5764985.859999999, 564900.6810999997 5765765.7742, 566385.2072999999 5767548.1655, 566915.7884999998 5768280.128900001, 567747.0789000001 5767120.346100001, 568258.7662000004 5766408.1456, 568398.9707000004 5766215.143300001))"
zoekgebied_mer_2018_2027.54,Commercieel,S4_ZC_Di01,Vergund,Actief,6,S4-3,geschikt,6,Zeeuwse delta,Walcheren,12734548.4153,70584360,36815462,1.92,kustwaarts,onbeperkt,S4C,"Agro Martiem & trading bv, DC River BV, Scelveringhe Scheepvaart BV, Zandhandel Faasse BV, N.V. Charles Kesteleyn, Zeezand II BV, van  Ouwerkerk bv,",Schouwen en Duiveland,J70; J71,,"POLYGON ((520414.41530000046 5723916.8924, 520022.4562999997 5723916.148399999, 518988.3707999997 5723076.9604, 518609.9287999999 5723328.671, 518225.3671000004 5723584.4527, 517760.35199999996 5723911.575999999, 517331.43759999983 5724205.888699999, 517461.0197999999 5724329.214500001, 517796.1715000002 5724602.296399999, 521971.4036999997 5728159.858899999, 522557.4310999997 5727766.1828000005, 522947.0076000001 5727495.3693, 522953.4315999998 5725901.130999999, 520414.41530000046 5723916.8924))"
zoekgebied_mer_2018_2027.55,Kustlijnzorg,Q10_ZD_On01,Vergund,Actief,2,Q10-2,geschikt,2,Hollandse kust,Zuid-Holland noord,1530775.81461,5333277.57336,2780889,1.92,kustwaarts,onbeperkt,Q10R,RWS-PPO-ICM-KLZ,Zandvoort,M95,,"POLYGON ((585788.6113999998 5806093.8246, 585049.4616999999 5804499.7018, 584369.2751000002 5805355.177300001, 584850.7858999996 5806553.3379, 585788.6113999998 5806093.8246))"
zoekgebied_mer_2018_2027.56,Commercieel,Q16_ZC_Di03,Ingebruik,Nieuw,6,Q16-8,geschikt,10,Hollandse kust,Zuid-Holland zuid,4594461.73795,0,0,1.92,kustwaarts,onbeperkt,"Q16B, Q16C, Q16C-1, Q16C-1', Q16C-2 t-m 6", ,Rijnland,-,,"POLYGON ((569561.0675999997 5765329.1271, 569262.7811000003 5765884.261399999, 568964.8537999997 5766438.7272, 568678.1323999995 5766988.700200001, 569067.3655000003 5767565.609099999, 569453.2791999998 5768137.603499999, 569837.3854 5768706.9189, 570224.0285 5769279.987299999, 570516.4238999998 5768726.734999999, 570809.3389999997 5768175.8167, 571107.1672 5767615.662699999, 570719.0131000001 5767041.6193, 570334.0843000002 5766472.345899999, 569949.1782999998 5765903.1063, 569561.0675999997 5765329.1271))"
zoekgebied_mer_2018_2027.57,Kustlijnzorg,S5_ZD_Di01,Vergund,Actief,6,S5-2,geschikt,6,Zeeuwse delta,Schouwen,2314112.40803,13866100,7231601,1.92,kustwaarts,onbeperkt,S5J,RWS-PPO-ICM-KLZ,Schouwen en Duiveland,I48b,,"POLYGON ((534043.5703999996 5733441.0426, 533540.0155999996 5733932.5513, 534316.0757999998 5734607.1439, 536115.0713999998 5736170.926000001, 536546.0300000003 5735752.454399999, 536174.1841000002 5735326.4769, 535391.1588000003 5734439.742699999, 535194.9347999999 5734611.4506, 534043.5703999996 5733441.0426))"
zoekgebied_mer_2018_2027.77,Kustlijnzorg,S7_ZD_Di03,Vergund,Actief,6,S7-6,deels,2,Zeeuwse delta,Walcheren,1096542.3818,2195504.43774,1142232,1.92,kustwaarts,beperkt,S7AA,RWS-PPO-ICM-KLZ,Walcheren en Z. Vlaanderen,J66,,"POLYGON ((515655.4539999999 5719404.636299999, 515712.2001 5719456.2349, 516622.65749999974 5720326.740700001, 517153.0767999999 5719631.6318, 516083.8570999997 5718779.081700001, 515655.4539999999 5719404.636299999))"
zoekgebied_mer_2018_2027.58,Combi,S4_CO_ZZ01,Nieuw,Nieuw,6,S4-1,geschikt,6,Zeeuwse delta,Schouwen,18522470.9665,111134800,57882722,1.92,zeewaarts,onbeperkt,S4A, ,Schouwen en Duiveland,I47,,"POLYGON ((516330.79899999965 5734216.6469, 516912.9539000001 5735516.1174, 517999.2385999998 5737458.205600001, 518414.26020000037 5738068.438100001, 519530.8761 5739578.4618, 520667.5954999998 5740864.553200001, 522021.6660000002 5742247.972999999, 522802.9110000003 5742876.2173, 523485.18400000036 5743408.0044, 524484.0252999999 5742067.140900001, 523801.74899999984 5741519.200300001, 523089.9090999998 5740891.121099999, 521626.7319 5739458.8882, 520400.73139999993 5738124.1624, 519085.2631999999 5736629.2103, 517636.1462000003 5733339.999299999, 516163.13999999966 5733799.6097, 516330.79899999965 5734216.6469))"
zoekgebied_mer_2018_2027.59,Kustlijnzorg,Q13_ZD_Di01,Vergund,Actief,6,Q13-2,geschikt,6,Hollandse kust,Zuid-Holland zuid,7318095.63008,44070740,22869049,1.92,kustwaarts,onbeperkt,Q13C,RWS-PPO-ICM-KLZ,Rijnland,M96,,"POLYGON ((580206.6767999995 5790173.7212000005, 579823.4089000002 5784524.4461, 577979.4374000002 5785022.4723000005, 579559.9507999998 5790458.353, 580222.3669999996 5790263.9539, 580206.6767999995 5790173.7212000005))"
zoekgebied_mer_2018_2027.60,Kustlijnzorg,Q13_ZD_On02,Vergund,Actief,2,Q13-3,geschikt,2,Hollandse kust,Zuid-Holland zuid,2693740.6694,5369132.29882,2805980,1.92,kustwaarts,onbeperkt,Q13M en Q13F,RWS-PPO-ICM-KLZ,Rijnland,M98,,"POLYGON ((579948.8066999996 5782048.005899999, 580581.4505000003 5784256.0342, 581735.9620000003 5783945.7204, 581085.7208000002 5781776.943399999, 579948.8066999996 5782048.005899999))"
zoekgebied_mer_2018_2027.61,Commercieel,Q10_ZC_On01,Vergund,Actief,2,Q10-1,geschikt,2,Hollandse kust,Zuid-Holland noord,10231198.9968,23505960,12152298,1.92,kustwaarts,onbeperkt,Q10F,"DC RIVER, DE VRIES & VD WIEL & ABEKO MARINE",Zuid-Holland,M94,,"POLYGON ((585648.9590999996 5809846.854499999, 587198.9326 5812906.223200001, 588587.9222999997 5811795.2315, 585788.6113999998 5806093.8246, 584850.7852999996 5806553.337400001, 585637.2505000001 5808634.0636, 585091.1325000003 5808673.1733, 585648.9590999996 5809846.854499999))"
zoekgebied_mer_2018_2027.62,Commercieel,Q16_ZC_Di01,Nieuw,Nieuw/bestaand,6,Q16-7,geschikt,10,Hollandse kust,Zuid-Holland zuid,6781823.02919,40890360,21193201,1.92,kustwaarts,onbeperkt,"Nieuwe verdiepte loswal, Q16K en P18P",HAVENBEDRIJF ROTTERDAM N.V.,Rijnland,N102,,"POLYGON ((567747.0789000001 5767120.346100001, 566915.7884999998 5768280.128900001, 568723.4019999998 5770628.942399999, 570224.0279000001 5769279.9867, 569837.3848000001 5768706.918299999, 569453.2785999998 5768137.6029, 569067.3649000004 5767565.6085, 568678.1317999996 5766988.6996, 568258.7662000004 5766408.1456, 567747.0789000001 5767120.346100001))"
zoekgebied_mer_2018_2027.63,Kustlijnzorg,Q16_ZD_Di01,Vergund,Actief,6,Q16-2,geschikt,6,Hollandse kust,Zuid-Holland zuid,2651746.44599,15834740,8286708,1.92,kustwaarts,onbeperkt,Q10G, ,Delfland,N100,,"POLYGON ((575724.0061999997 5775700.1272, 575120.8460999997 5773892.7381, 575025.9424999999 5773623.7798999995, 573840.0861 5774897.434800001, 574799.2021000003 5776337.370100001, 575724.0061999997 5775700.1272))"
zoekgebied_mer_2018_2027.64,Combi,Q13_CO_ZZ01,Nieuw,Nieuw,6,Q13-4,geschikt,6,Hollandse kust,Zuid-Holland zuid,7149813.92498,42898880,22343169,1.92,zeewaarts,onbeperkt,Nieuw, ,Rijnland,N99,,"POLYGON ((572394.4042999996 5791048.9922, 574249.2259 5789873.6577, 571447.9567999998 5787541.907299999, 569874.9610000001 5788773.4483, 572394.4042999996 5791048.9922))"
zoekgebied_mer_2018_2027.65,Commercieel,Q16_ZC_Di04,Nieuw,Nieuw,6,Q16-4,geschikt,10,Hollandse kust,Zuid-Holland zuid,4817274.43308,28903650,15053983,1.92,kustwaarts,onbeperkt,Nieuw,HAVENBEDRIJF ROTTERDAM N.V.,Rijnland,N107,,"POLYGON ((568434.352 5770909.4592, 564552.5504000001 5770831.3091, 564258.0202000001 5772302.108899999, 566913.0883 5772351.0989, 568434.352 5770909.4592))"
zoekgebied_mer_2018_2027.66,Combi,Q16_CO_ZZ01,Nieuw,Nieuw,6,Q16-6,geschikt,10,Hollandse kust,Zuid-Holland zuid,4817274.42628,28903650,15053983,1.92,zeewaarts,onbeperkt,Nieuw, ,Rijnland,N106,,"POLYGON ((564370.8024000004 5774759.2334, 565892.0661000004 5773317.593699999, 562010.2644999996 5773239.443600001, 561715.7342999997 5774710.2434, 564370.8024000004 5774759.2334))"
zoekgebied_mer_2018_2027.67,Commercieel,S5_ZC_Di01c,Vergund,Actief,6,S5-4,geschikt,6,Zeeuwse delta,Schouwen,11996794.2204,63145090,32878707,1.92,kustwaarts,onbeperkt,S5A,"Agro Marities & Tradinig VB, Zandhandel Faasse BV, Van Ouwerker bv,",Schouwen en Duiveland,I52a; I52b; I52c,,"POLYGON ((532094.1402000003 5735517.636499999, 532580.6919999998 5734977.267899999, 532920.1139000002 5734600.303200001, 531541.5274999999 5733359.0351, 526977.8613999998 5729249.975199999, 525971.2643999998 5730362.041300001, 530456.2457999997 5734400.268100001, 531916.4307000004 5735715.0024, 532094.1402000003 5735517.636499999))"
zoekgebied_mer_2018_2027.68,Combi,S7_CO_ZZ01,Nieuw,Nieuw,6,S7-9,geschikt,6,Zeeuwse delta,Walcheren,22131725.1483,64597750,33684604,1.92,zeewaarts,onbeperkt,Nieuw, ,Walcheren en Z. Vlaanderen,J72,,"POLYGON ((514207.4610000001 5721548.908299999, 513702.0521999998 5722311.842499999, 513007.6897 5723360.0022, 512374.29530000035 5723930.0261, 512064.4360999996 5724130.4004, 513581.29530000035 5725489.193600001, 514592.4277999997 5726275.342800001, 514907.4298999999 5726551.487, 515134.44859999977 5729132.741599999, 519240.3881999999 5725832.6108, 517461.0209999997 5724329.2157000005, 517264.06900000013 5724271.080600001, 516297.4452999998 5723639.893300001, 514207.4610000001 5721548.908299999))"
zoekgebied_mer_2018_2027.69,Kustlijnzorg,S7_ZD_di05,Nieuw,Nieuw,0,S7-3,geschikt,6,Zeeuwse delta,Walcheren,699348.958296,0,1712692,2.45,kustwaarts,onbeperkt,Nieuw, ,0,J64_61_60,,"POLYGON ((520114.3660000004 5720381.4418, 519344.5931000002 5719820.940199999, 519998.1464999998 5719611.1646, 519346.6244999999 5719220.9164, 519271.9168999996 5719378.7568, 518940.2198000001 5719957.177100001, 519766.23900000006 5720632.2973, 520114.3660000004 5720381.4418))"
zoekgebied_mer_2018_2027.70,Commercieel,S7_ZC_Di03,Vergund,Actief,6,S7-1,geschikt,2,Zeeuwse delta,Walcheren,6757427.26,0,0,1.92,kustwaarts,beperkt,S7H',"Scelveringhe Scheepvaart bv, Zandhandel Faasse bv, Zeezand II bv, Van Ouwerkerk bv,",Walcheren en Z. Vlaanderen,J62,,"POLYGON ((519346.6244999999 5719220.9164, 519998.1464999998 5719611.1646, 521171.2795000002 5720434.814099999, 521190.0599999996 5720448.000399999, 521243.90529999975 5720437.012, 521340.21439999994 5720417.357899999, 521694.4082000004 5720350.183800001, 523055.87600000016 5720067.234300001, 522342.43200000003 5719566.3906, 519878.5917999996 5717836.7634, 519220.4456000002 5717374.741699999, 519007.67899999954 5717426.749299999, 517175.72169999965 5717920.5866, 518320.36429999955 5718606.206, 519346.6244999999 5719220.9164))"
zoekgebied_mer_2018_2027.71,Kustlijnzorg,S7_ZD_di07,Nieuw,Nieuw,0,S7-7,geschikt,6,Zeeuwse delta,Walcheren,829783.3725,0,2593074,1.92,kustwaarts,onbeperkt,S7K, ,0,J69_70,,"POLYGON ((520022.4562999997 5723916.148399999, 520414.41530000046 5723916.8924, 518485.4293999998 5722112.904999999, 518197.1838999996 5722314.070800001, 518988.3707999997 5723076.9604, 520022.4562999997 5723916.148399999))"
zoekgebied_mer_2018_2027.72,Commercieel,S7_ZC_Di09,Vergund,Actief,6,S7-5,deels,2,Zeeuwse delta,Walcheren,704855.294898,1419736.1833,734225,1.92,kustwaarts,beperkt,S7V,"Zandhandel Faasse bv, Van Ouwerkerk bv & Zeezand II bv",Walcheren en Z. Vlaanderen,J64,,"POLYGON ((518940.2198000001 5719957.177100001, 519271.9168999996 5719378.7568, 518294.12310000043 5718705.4625, 518139.4413999999 5719366.6448, 518940.2198000001 5719957.177100001))"
zoekgebied_mer_2018_2027.73,Commercieel,S7_ZC_Di07,Vergund,Actief,6,S7-19,geschikt,6,Zeeuwse delta,Walcheren,993042.609268,5958268.18731,3103259,1.92,kustwaarts,onbeperkt,S7L,DC River bv,Walcheren en Z. Vlaanderen,K82,,"POLYGON ((509603.7176999999 5717329.0535, 508521.8054999998 5717923.783600001, 508686.9176000003 5718401.698100001, 510158.21640000027 5717666.6066, 510330.14080000017 5717580.7096, 510158.14109999966 5717024.285499999, 509603.7176999999 5717329.0535))"
zoekgebied_mer_2018_2027.74,Kustlijnzorg,S5_ZD_di02,Nieuw,Nieuw,0,S5-8,geschikt,6,Zeeuwse delta,Schouwen,7084685.13287,0,12110572,3.51,kustwaarts,onbeperkt,S5D, ,0,I52_53_71,,"POLYGON ((525565.7818 5727749.072000001, 524042.7758999998 5726565.5572999995, 523596.0246000001 5726282.377699999, 522953.4315999998 5725901.130999999, 522947.0076000001 5727495.3693, 522557.4310999997 5727766.1828000005, 523830.34860000014 5728582.615900001, 525971.2643999998 5730362.041300001, 526977.8613999998 5729249.975199999, 527076.7147000004 5729147.1469, 525565.7818 5727749.072000001), (524856.1997999996 5727822.177999999, 525013.1352000004 5727982.4377, 526254.5186999999 5729250.1171, 525917.7317000004 5729526.455800001, 524520.9412000002 5728190.2763, 524856.1997999996 5727822.177999999))"
zoekgebied_mer_2018_2027.75,Kustlijnzorg,S5_ZD_On02,Vergund,Actief,2,S5-1,geschikt,2,Zeeuwse delta,Schouwen,1132208.27625,2258196.18596,1179384,1.92,kustwaarts,onbeperkt,S5G,RWS-PPO-ICM-KLZ,Schouwen en Duiveland,I49,,"POLYGON ((535391.1588000003 5734439.742699999, 536174.1841000002 5735326.4769, 536509.5953000002 5734935.7206999995, 535324.7131000003 5733685.7533, 534864.5290999999 5733200.2915, 534557.7006999999 5733495.896199999, 535242.5941000003 5734271.5012, 535391.1588000003 5734439.742699999))"
zoekgebied_mer_2018_2027.76,Kustlijnzorg,S3_ZD_On01,Nieuw,Nieuw,2,S3-1,geschikt,2,Zeeuwse delta,Haringvliet,2383275.59099,13240080,6895877,1.92,kustwaarts,onbeperkt,S5E, ,Goeree Overflakke,H46,,"POLYGON ((551990.8537999997 5747079.830399999, 551752.0960999997 5746755.119999999, 551529.7528999997 5746487.7073, 551393.3372 5746329.5890999995, 551231.4234999996 5746146.6866, 551081.5700000003 5745991.450999999, 550945.9935999997 5745849.8378, 550862.4062999999 5745772.9355999995, 550854.3876 5745766.102, 550654.5778000001 5747001.5494, 551659.4929 5747855.429400001, 553466.3932999996 5749190.8133000005, 553430.6690999996 5749136.2870000005, 553051.4424 5748552.861400001, 552652.2103000004 5747983.465, 552448.1695999997 5747680.5921, 552231.1250999998 5747390.180500001, 551990.8537999997 5747079.830399999))"
zoekgebied_mer_2018_2027.78,Commercieel,S8_ZC_Di01,Verlaten,Actief,6,S8-3,geschikt,6,Zeeuwse delta,Walcheren,2625700.43466,15783700,8205303,1.92,kustwaarts,onbeperkt,S8B'en S8B2,"Zandhandel Faasse bv, Van Ouwerkerk bv, Zeezand II bv & NV Charles Kesteleyn",Walcheren en Z. Vlaanderen,J58,,"POLYGON ((523891.92169999983 5721045.138599999, 523732.8200000003 5721076.624399999, 522972.89609999955 5721227.011299999, 522975.52979999967 5721705.9067, 524164.09339999966 5722539.1492, 525004.5097000003 5723128.322899999, 525008.3017999995 5723130.981000001, 526173.5044999998 5723948.6909, 526402.006 5723943.6775, 525551.8536 5722966.575300001, 524420.4846000001 5721666.263699999, 524144.9826999996 5721349.622099999, 523891.92169999983 5721045.138599999))"
zoekgebied_mer_2018_2027.79,Kustlijnzorg,S5_ZD_di03,Nieuw,Nieuw,0,S8-1,geschikt,6,Zeeuwse delta,Walcheren,4545813.72928,0,5005834,2.45,kustwaarts,onbeperkt,"S5L, S8D", ,0,J55_59; J55a,,"POLYGON ((523380.3870000001 5720698.6269000005, 523593.2619000003 5720984.1875, 522927.7198999999 5721206.958900001, 522914.0003000004 5721335.986500001, 522896.73149999976 5721555.6116, 522134.94350000005 5721770.483200001, 521953.19130000006 5721821.747099999, 522437.3236999996 5722144.762, 523880.48599999957 5723101.905099999, 523979.5060999999 5723167.5778, 524574.2797999997 5723550.0492, 524582.6574999997 5723555.435900001, 527563.2282999996 5726136.283500001, 527821.9130999995 5725899.341499999, 527611.0980000002 5725641.714199999, 527199.6798999999 5725149.976, 527082.3257999998 5724953.9145, 526955.2163000004 5724666.8002, 526841.7525000004 5724420.2677, 526173.5044999998 5723948.6909, 525008.3017999995 5723130.981000001, 525004.5097000003 5723128.322899999, 524164.09339999966 5722539.1492, 522975.52979999967 5721705.9067, 522972.89609999955 5721227.011299999, 523732.8200000003 5721076.624399999, 523891.92169999983 5721045.138599999, 523568.5088999998 5720643.794299999, 523380.3870000001 5720698.6269000005))"
zoekgebied_mer_2018_2027.80,Kustlijnzorg,S8_ZD_On01,Nieuw,Nieuw,2,S8-2,geschikt,2,Zeeuwse delta,Walcheren,3315576.02289,8171127.72644,4246644,1.92,kustwaarts,onbeperkt,Nieuw, ,N. Beveland & Walcheren,J57b,,"POLYGON ((527572.6440000003 5723614.339299999, 526955.4853999997 5722905.344699999, 526509.3444999997 5722395.341700001, 526501.0886000004 5722389.842599999, 524538.1379000004 5721265.712300001, 524144.9826999996 5721349.622099999, 524420.4846000001 5721666.263699999, 525551.8536 5722966.575300001, 526402.006 5723943.6775, 527809.1349999998 5723945.4077, 527777.0466 5723896.0864, 527733.5300000003 5723832.031300001, 527671.6977000004 5723744.443, 527612.6211999999 5723663.8685, 527601.1451000003 5723648.8354, 527592.9287999999 5723638.4944, 527583.9780000001 5723627.6241999995, 527572.6440000003 5723614.339299999))"
zoekgebied_mer_2018_2027.81,Kustlijnzorg,S5_ZD_On01a,Nieuw,Nieuw,2,S5-3,geschikt,2,Zeeuwse delta,Schouwen,5029274.26731,10255400,5341357,1.92,kustwaarts,onbeperkt,S5M, ,Schouwen en Duiveland,I51a; I50b,,"POLYGON ((535130.0891000004 5732446.2497000005, 534741.8745999997 5731996.592700001, 533533.0674999999 5730614.149800001, 532204.9083000002 5729113.570599999, 531775.3141999999 5728633.811799999, 531730.881 5728893.5328, 531541.0963000003 5730002.863500001, 534359.8410999998 5733175.894099999, 535130.0891000004 5732446.2497000005))"
zoekgebied_mer_2018_2027.82,Kustlijnzorg,S5_ZD_On03,Nieuw,Nieuw,0,S5-5,geschikt,2,Zeeuwse delta,Walcheren,3401315.66988,0,3488524,2.45,kustwaarts,onbeperkt,"S5L, S5Cc1", ,0,J50_56; J55b,,"POLYGON ((529667.4364 5726399.2793000005, 529324.1087999996 5726159.567500001, 528017.8178000003 5725247.513599999, 527598.7074999996 5724954.8903, 527520.6704000002 5724896.394200001, 526841.7525000004 5724420.2677, 526955.2163000004 5724666.8002, 527082.3257999998 5724953.9145, 527199.6798999999 5725149.976, 527611.0980000002 5725641.714199999, 527821.9130999995 5725899.341499999, 528195.3925000001 5726296.213099999, 529402.5399000002 5727450.4322999995, 529783.4392999997 5727057.964299999, 531730.881 5728893.5328, 531775.3141999999 5728633.811799999, 530866.7323000003 5727619.131899999, 529713.006 5726334.364800001, 529667.4364 5726399.2793000005))"
zoekgebied_mer_2018_2027.83,Combi,S2_CO_ZZ01,Nieuw,Nieuw,6,S2-1,geschikt,6,Zeeuwse delta,Haringvliet,11144551.9588,66867310,34826725,1.92,zeewaarts,onbeperkt,Nieuw, ,Goeree Overflakke,H44a,,"POLYGON ((543293.6471999995 5758928.4453, 543328.2887000004 5758783.9439, 543310.7763 5755193.785499999, 537382.9759999998 5753799.232999999, 543293.6471999995 5758928.4453))"
zoekgebied_mer_2018_2027.84,Kustlijnzorg,Q13_ZD_On01,Vergund,Actief,2,Q13-1,geschikt,2,Hollandse kust,Zuid-Holland zuid,10997351.0972,22093330,11455574,1.92,kustwaarts,onbeperkt,Q13C1,RWS-PPO-ICM-KLZ,Rijnland,M97,,"POLYGON ((582090.0306000002 5789675.990499999, 581735.9620000003 5783945.7204, 579823.4089000002 5784524.4461, 580206.6767999995 5790173.7212000005, 582090.0306000002 5789675.990499999))"
zoekgebied_mer_2018_2027.85,Commercieel,S4_ZC_Di02,Vergund,Actief,6,S4-2,deels,4,Zeeuwse delta,Schouwen,984540.800214,3938163.20439,2051127,1.92,kustwaarts,beperkt,S4D,Scelveringhe Scheepvaart BV,Schouwen en Duiveland,I54,,"POLYGON ((521807.1775000002 5731033.7327, 522231.7000000002 5730681.2709, 521014.3503999999 5729384.3390999995, 520609.6934000002 5729790.4768, 521807.1775000002 5731033.7327))"
zoekgebied_mer_2018_2027.86,Commercieel,Q8_ZC_Di02,Vergund,Actief,6,Q8-3,geschikt,6,Hollandse kust,Noord-Holland zuid,5311635.60365,30011320,15647839,1.92,kustwaarts,onbeperkt,Q8G, ,Egmond - Ijmuiden,L89; L89_zuid,,"POLYGON ((590150.7668000003 5820661.77, 588873.2795000002 5820839.9341, 589184.7665999997 5821272.940400001, 590770.5078999996 5823514.545499999, 592160.7396999998 5821957.125600001, 590909.9512999998 5820181.4472, 590150.7668000003 5820661.77))"
zoekgebied_mer_2018_2027.87,Kustlijnzorg,L12_ZD_Di01c,Nieuw, Nieuw,6,M10-5,deels,2,Wadden,Wadden West,2554927.68058,6591834.02994,1133655,1.92,kustwaarts,beperkt,L12O, ,Vlieland,B5a; B5b; B5c,,"POLYGON ((629169.9413999999 5916756.479800001, 629724.1198000005 5916178.4549, 628591.9660999998 5915325.5397, 628338.8547999999 5915134.8566, 627340.0266000004 5914391.191400001, 627271.8688000003 5914339.387800001, 627258.3573000003 5915725.031099999, 627851.2739000004 5916044.955, 629169.9413999999 5916756.479800001))"
zoekgebied_mer_2018_2027.88,Commercieel,L12_ZC_Di01a,Vergund,Actief,6,L12-1,geschikt,6,Wadden,Wadden West,8071420.05054,25605380,13336135,1.92,kustwaarts,onbeperkt,L12C,"SPAANSEN GRONDSTOF. EN LOG., DE VRIES & VD WIEL BV",Vlieland,B10a; B10b,,"POLYGON ((622211.4434000002 5912661.2818, 621992.3015000001 5913284.5594999995, 621633.6985999998 5914304.486099999, 622503.6063999999 5914931.1467, 624916.6745999996 5916669.4625, 625693.0794000002 5914464.9724, 625769.6785000004 5914247.481000001, 624496.5065000001 5913363.038699999, 624302.9181000004 5913919.2827, 623471.3146000002 5913567.192600001, 622211.4434000002 5912661.2818))"
