FID,DD_BIJGEWERKT,ID,BOOMSOORT,PLANTJAAR,MONUMENTAAL,WAARDEVOL,HERDENKINGSBOOM,BOOMTYPE,STADSDEEL,SNOEICYCLUS,SNOEIPLANNING,STAMDIAMETER,STANDPLAATS,WIJKEN,STRAATNAAM,KAPVERGUNNING,KROONDIAMETER,PARTICIPATIE,HOOGTE,GROEIPLAATSVERBETERING,BOOMSTRUCTUUR,TOEKOMSTVERWACHTING,BESCHRIJVING_QRCODE,HOOGTE_EXACT,GEOMETRIE
GRN_BOMEN.25231,2023-02-02,25231,Fraxinus excelsior X,1980,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.2 tot 0.3 m,Gras: Schraal gras 1x,Staddijk,Park staddijk,,5,,6 tot 12 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,8.18999958,POINT (182480.57 425037.713)
GRN_BOMEN.56716,2023-02-02,56716,Quercus robur 0,1970,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Beplanting: Bosplantsoen,Staddijk,,,9,,12 tot 18 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,14.98999977,POINT (182468.629 425050.899)
GRN_BOMEN.56717,2023-02-02,56717,Quercus robur 0,1970,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.5 tot 1.0 m,Beplanting: Bosplantsoen,Staddijk,,,9,,12 tot 18 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,18.43000031,POINT (182471.256 425052.912)
GRN_BOMEN.56718,2023-02-02,56718,Prunus avium 0,1970,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Beplanting: Bosplantsoen,Staddijk,,,9,,12 tot 18 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,12.84000015,POINT (182479.037 425057.184)
GRN_BOMEN.56739,2023-02-02,56739,Prunus avium 0,1970,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Beplanting: Bosplantsoen,Staddijk,,,10,,6 tot 12 m,,Geen,Normaal (> 15 jaar),,11.06999969,POINT (182478.047 425105.766)
GRN_BOMEN.56740,2023-02-02,56740,Betula pendula 0,1970,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.2 tot 0.3 m,Beplanting: Bosplantsoen,Staddijk,,,10,,12 tot 18 m,,Geen,Verminderd (10 - 15 jaar),,13.09000015,POINT (182482.607 425108.502)
GRN_BOMEN.26127,2023-02-02,26127,Salix sepulcralis Chrysocoma 0,1970,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2026 (2022),0.5 tot 1.0 m,Gras: Oever,Tolhuis,Streekweg,,16,,12 tot 18 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,13.64999962,POINT (182462.587 425496.296)
GRN_BOMEN.83685,2023-02-02,83685,Tilia x europaea -,1995,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2026 (2022),0.2 tot 0.3 m,Gras: Schraal gras 2x,Tolhuis,,,0,,Tot 6 m,,Geen,Normaal (> 15 jaar),,4.88999987,POINT (182434.632 425491.602)
GRN_BOMEN.83695,2023-02-02,83695,Quercus phellos 0,2020,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2026 (2022),tot 0.2 m,Gras: Schraal gras 3x,Tolhuis,,,0,,Tot 6 m,,Geen,Normaal (> 15 jaar),,5.23000002,POINT (182431.595 425515.972)
GRN_BOMEN.83712,2023-02-02,83712,Parrotia persica Vanessa 0,2020,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2026 (2022),tot 0.2 m,Gras: Schraal gras 3x,Tolhuis,,,0,,Tot 6 m,,Geen,Normaal (> 15 jaar),,4.76999998,POINT (182437.283 425519.288)
GRN_BOMEN.83729,2023-02-02,83729,Tilia x europaea -,1995,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2026 (2022),0.2 tot 0.3 m,Gras: Schraal gras 2x,Tolhuis,,,0,,Tot 6 m,,Geen,Normaal (> 15 jaar),,3.80999994,POINT (182429.938 425502.792)
GRN_BOMEN.83732,2023-02-02,83732,Tilia x europaea -,1995,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2026 (2022),0.2 tot 0.3 m,Gras: Schraal gras 3x,Tolhuis,,,0,,Tot 6 m,,Geen,Normaal (> 15 jaar),,5.57999992,POINT (182442.226 425493.177)
GRN_BOMEN.83735,2023-02-02,83735,Quercus phellos 0,2020,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2026 (2022),tot 0.2 m,Gras: Schraal gras 2x,Tolhuis,,,0,,Tot 6 m,,Geen,Normaal (> 15 jaar),,4.76999998,POINT (182424.858 425514.977)
GRN_BOMEN.83757,2023-02-02,83757,Tilia x europaea -,1995,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2026 (2022),0.2 tot 0.3 m,Gras: Schraal gras 3x,Tolhuis,,,0,,Tot 6 m,,Geen,Normaal (> 15 jaar),,5.4000001,POINT (182436.869 425505.39)
GRN_BOMEN.24710,2023-02-02,24710,Quercus robur 0,1980,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Gras: Schraal gras 2x,Staddijk,Staddijk,,13,,12 tot 18 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,16.86000061,POINT (182416 425030.5)
GRN_BOMEN.25323,2023-02-02,25323,Quercus robur 0,1975,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.5 tot 1.0 m,Gras: Schraal gras 1x,Staddijk,Park staddijk,,9,,18 tot 24 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,18.89999962,POINT (182444.427 425023.065)
GRN_BOMEN.24719,2023-02-02,24719,Quercus robur 0,1980,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Gras: Schraal gras 2x,Staddijk,Staddijk,,13,,12 tot 18 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,14.27000046,POINT (182431.77 425037.31)
GRN_BOMEN.24714,2023-02-02,24714,Quercus robur 0,1980,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.2 tot 0.3 m,Verharding,Staddijk,Staddijk,,4,,6 tot 12 m,,Geen,Verminderd (10 - 15 jaar),,7.82999992,POINT (182390.99 425035.56)
GRN_BOMEN.24717,2023-02-02,24717,Quercus robur 0,1980,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.2 tot 0.3 m,Verharding,Staddijk,Staddijk,,9,,6 tot 12 m,,Geen,Normaal (> 15 jaar),,11.71000004,POINT (182376.889 425029.28)
GRN_BOMEN.56680,2023-02-02,56680,Carpinus betulus 0,1970,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Gras: Schraal gras 2x,Staddijk,,,11,,12 tot 18 m,,Geen,Normaal (> 15 jaar),,14.84000015,POINT (182369.615 425025.931)
GRN_BOMEN.56681,2023-02-02,56681,Betula pendula 0,1970,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Gras: Schraal gras 2x,Staddijk,,,11,,12 tot 18 m,,Geen,Sterk verminderd (5 - 10 jaar),,15.53999996,POINT (182367.143 425030.145)
GRN_BOMEN.56682,2023-02-02,56682,Betula pendula 0,1960,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.5 tot 1.0 m,Gras: Schraal gras 2x,Staddijk,,,11,,18 tot 24 m,,Geen,Verminderd (10 - 15 jaar),,18.62999916,POINT (182365.045 425035.762)
GRN_BOMEN.68017,2023-02-02,68017,Fraxinus excelsior X,2000,,,,Niet vrij uitgroeiend,Dukenburg,,Snoeien 2023,0.2 tot 0.3 m,Gras: Schraal gras 1x,Staddijk,,,9,,12 tot 18 m,,Groenstructuur vlakken,Verminderd (10 - 15 jaar),,17.17000008,POINT (182448.455 425024.689)
GRN_BOMEN.24750,2023-02-02,24750,Quercus cerris 0,1970,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Verharding,Staddijk,Streekweg,,13,,18 tot 24 m,,Geen,Normaal (> 15 jaar),,21.70000076,POINT (182334.153 425288.606)
GRN_BOMEN.24753,2023-02-02,24753,Quercus cerris 0,1970,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Verharding,Staddijk,Streekweg,,9,,12 tot 18 m,,Geen,Verminderd (10 - 15 jaar),,17.77000046,POINT (182368.553 425308.707)
GRN_BOMEN.24738,2023-02-02,24738,Quercus cerris 0,1970,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Verharding,Staddijk,Streekweg,,8,,12 tot 18 m,,Geen,Normaal (> 15 jaar),,17.07999992,POINT (182361.178 425224.144)
GRN_BOMEN.24755,2023-02-02,24755,Quercus cerris 0,1970,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Verharding,Staddijk,Streekweg,,8,,12 tot 18 m,,Geen,Verminderd (10 - 15 jaar),,16.63999939,POINT (182386.827 425316.611)
GRN_BOMEN.24748,2023-02-02,24748,Quercus cerris 0,1970,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.5 tot 1.0 m,Verharding,Staddijk,Streekweg,,17,,24 m en hoger,,Geen,Normaal (> 15 jaar),,25.19000053,POINT (182341.194 425270.193)
GRN_BOMEN.24746,2023-02-02,24746,Quercus cerris 0,1970,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Verharding,Staddijk,Streekweg,,11,,24 m en hoger,,Geen,Normaal (> 15 jaar),,25.02000046,POINT (182349.161 425252.036)
GRN_BOMEN.24739,2023-02-02,24739,Quercus cerris 0,1970,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Verharding,Staddijk,Streekweg,,12,,18 tot 24 m,,Geen,Normaal (> 15 jaar),,21.28000069,POINT (182357.066 425233.731)
GRN_BOMEN.24751,2023-02-02,24751,Quercus cerris 0,1970,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Verharding,Staddijk,Streekweg,,9,,18 tot 24 m,,Geen,Verminderd (10 - 15 jaar),,18.37000084,POINT (182340.693 425296.838)
GRN_BOMEN.24747,2023-02-02,24747,Quercus cerris 0,1970,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Verharding,Staddijk,Streekweg,,11,,24 m en hoger,,Geen,Normaal (> 15 jaar),,25.61000061,POINT (182345.19 425260.966)
GRN_BOMEN.24749,2023-02-02,24749,Quercus cerris 0,1970,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Verharding,Staddijk,Streekweg,,14,,18 tot 24 m,,Geen,Normaal (> 15 jaar),,21.54999924,POINT (182337.137 425279.332)
GRN_BOMEN.24752,2023-02-02,24752,Quercus cerris 0,1970,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Verharding,Staddijk,Streekweg,,15,,18 tot 24 m,,Geen,Verminderd (10 - 15 jaar),,21.95999908,POINT (182350.338 425300.949)
GRN_BOMEN.24754,2023-02-02,24754,Quercus cerris 0,1970,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Verharding,Staddijk,Streekweg,,8,,18 tot 24 m,,Geen,Verminderd (10 - 15 jaar),,20.20000076,POINT (182377.541 425312.587)
GRN_BOMEN.24756,2023-02-02,24756,Quercus cerris 0,1970,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Verharding,Staddijk,Streekweg,,8,,18 tot 24 m,,Geen,Normaal (> 15 jaar),,21.84000015,POINT (182395.995 425320.55)
GRN_BOMEN.25125,2023-02-02,25125,Quercus cerris 0,1970,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Verharding,Staddijk,Streekweg,,11,,18 tot 24 m,,Geen,Normaal (> 15 jaar),,23.28000069,POINT (182353.503 425241.85)
GRN_BOMEN.25228,2023-02-02,25228,Quercus cerris 0,1970,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Verharding,Staddijk,Streekweg,,9,,12 tot 18 m,,Geen,Verminderd (10 - 15 jaar),,13.89999962,POINT (182359.238 425304.83)
GRN_BOMEN.69961,2023-02-02,69961,Prunus (pruim),2017,,,,Fruitboom,Dukenburg,1x/4 jaar,Snoeien 2023,tot 0.2 m,Gras: Schraal gras 2x,Staddijk,,,0,,Tot 6 m,,Geen,Normaal (> 15 jaar),,3.73000002,POINT (182395.07 425241.88)
GRN_BOMEN.69962,2023-02-02,69962,Pyrus Clappe s Favorite,2017,,,,Fruitboom,Dukenburg,1x/4 jaar,Snoeien 2023,tot 0.2 m,Gras: Schraal gras 2x,Staddijk,,,0,,Tot 6 m,,Geen,Normaal (> 15 jaar),,3.1099999,POINT (182385.7 425237.94)
GRN_BOMEN.69963,2023-02-02,69963,Malus Glorie van Holland,2017,,,,Fruitboom,Dukenburg,1x/4 jaar,Snoeien 2023,tot 0.2 m,Gras: Schraal gras 2x,Staddijk,,,0,,Tot 6 m,,Geen,Normaal (> 15 jaar),,2.25999999,POINT (182376.44 425233.95)
GRN_BOMEN.26163,2023-02-02,26163,Pyrus calleryana Chanticleer 0,1980,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2026 (2022),0.2 tot 0.3 m,Gras: Gazon (B),Tolhuis,Tolhuis  15,,7,,6 tot 12 m,,Geen,Normaal (> 15 jaar),,9.30000019,POINT (182513.332 425505.171)
GRN_BOMEN.26162,2023-02-02,26162,Pyrus calleryana Chanticleer 0,1980,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2026 (2022),0.2 tot 0.3 m,Gras: Gazon (B),Tolhuis,Tolhuis  15,,7,,6 tot 12 m,,Geen,Normaal (> 15 jaar),,8.07999992,POINT (182517.083 425505.772)
GRN_BOMEN.25968,2023-02-02,25968,Pyrus calleryana Chanticleer 0,1975,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2026 (2022),0.2 tot 0.3 m,Gras: Gazon (B),Tolhuis,Tolhuis  15,,7,,6 tot 12 m,,Geen,Normaal (> 15 jaar),,10.57999992,POINT (182514.085 425500.139)
GRN_BOMEN.25041,2023-02-02,25041,Quercus cerris 0,1965,,,,Vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Gras: Begrazingsweide,Staddijk,Park staddijk,,14,,18 tot 24 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,22.04999924,POINT (182264.256 424850.876)
GRN_BOMEN.25042,2023-02-02,25042,Quercus robur 0,1965,,,,Vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Gras: Begrazingsweide,Staddijk,Park staddijk,,9,,18 tot 24 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,18.56999969,POINT (182261.843 424857.302)
GRN_BOMEN.25040,2023-02-02,25040,Quercus cerris 0,1965,,,,Vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.5 tot 1.0 m,Gras: Begrazingsweide,Staddijk,Park staddijk,,14,,18 tot 24 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,22.34000015,POINT (182268.946 424855.486)
GRN_BOMEN.25193,2023-02-02,25193,Quercus robur 0,1975,,,,Vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Beplanting: Bosplantsoen,Staddijk,Park staddijk,,9,,12 tot 18 m,,Groenstructuur vlakken,Verminderd (10 - 15 jaar),,16.70999908,POINT (182255.714 424857.427)
GRN_BOMEN.72795,2023-02-02,72795,Acer platanoides 0,1990,,,,,Dukenburg,,Snoeien 2023,0.3 tot 0.5 m,Gras: Begrazingsweide,Staddijk,,,0,,12 tot 18 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,17.71999931,POINT (182271.212 424849.829)
GRN_BOMEN.25285,2023-02-02,25285,Quercus robur 0,1965,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.5 tot 1.0 m,Gras: Begrazingsweide,Staddijk,Park staddijk,,16,,18 tot 24 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,18.37000084,POINT (182532.503 424533.926)
GRN_BOMEN.25294,2023-02-02,25294,Salix alba,1975,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.5 tot 1.0 m,Gras: Begrazingsweide,Staddijk,Park staddijk,,16,,12 tot 18 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,17.02000046,POINT (182533.298 424615.818)
GRN_BOMEN.72802,2023-02-02,72802,Alnus glutinosa 0,1960,,,,,Dukenburg,,Snoeien 2023,0.3 tot 0.5 m,Gras: Begrazingsweide,Staddijk,,,0,,12 tot 18 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,17.67000008,POINT (182532.074 424611.087)
GRN_BOMEN.78821,2023-02-02,78821,Salix alba,1985,,,,Vormboom (knot),Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Gras: Begrazingsweide,Staddijk,,,0,,24 m en hoger,,Groenstructuur vlakken,Normaal (> 15 jaar),,25.88999939,POINT (182536.85 424643.817)
GRN_BOMEN.57292,2023-02-02,57292,Carpinus betulus 0,1970,,,,Vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Beplanting: Bosplantsoen,Staddijk,,,13,,12 tot 18 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,13.78999996,POINT (182298.035 424914.256)
GRN_BOMEN.25031,2023-02-02,25031,Quercus robur 0,1970,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Beplanting: Bosplantsoen,Staddijk,Park staddijk,,11,,18 tot 24 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,19.38999939,POINT (182306.195 424861.056)
GRN_BOMEN.25301,2023-02-02,25301,Quercus robur 0,1970,,,,Vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.5 tot 1.0 m,Gras: Begrazingsweide,Staddijk,Park staddijk,,14,,18 tot 24 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,20.40999985,POINT (182293.145 424858.897)
GRN_BOMEN.25033,2023-02-02,25033,Carpinus betulus 0,1970,,,,Vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Beplanting: Bosplantsoen,Staddijk,Park staddijk,,11,,18 tot 24 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,22.13999939,POINT (182308.397 424871.123)
GRN_BOMEN.25029,2023-02-02,25029,Quercus robur 0,1970,,,,Vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Beplanting: Bosplantsoen,Staddijk,Park staddijk,,11,,18 tot 24 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,18.06999969,POINT (182307.392 424851.477)
GRN_BOMEN.25030,2023-02-02,25030,Quercus robur 0,1970,,,,Vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.5 tot 1.0 m,Beplanting: Bosplantsoen,Staddijk,Park staddijk,,11,,18 tot 24 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,21.57999992,POINT (182305.237 424856.266)
GRN_BOMEN.25060,2023-02-02,25060,Quercus robur 0,1965,,,,Vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.5 tot 1.0 m,Beplanting: Bosplantsoen,Staddijk,Park staddijk,,14,,18 tot 24 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,19.87999916,POINT (182295.738 424928.389)
GRN_BOMEN.25035,2023-02-02,25035,Quercus robur 0,1970,,,,Vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Beplanting: Bosplantsoen,Staddijk,Park staddijk,,9,,18 tot 24 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,21.42000008,POINT (182302.171 424876.87)
GRN_BOMEN.25300,2023-02-02,25300,Quercus robur 0,1970,,,,Vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Beplanting: Bosplantsoen,Staddijk,Park staddijk,,9,,18 tot 24 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,19.29999924,POINT (182299.297 424873.757)
GRN_BOMEN.25299,2023-02-02,25299,Quercus robur 0,1970,,,,Vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Beplanting: Bosplantsoen,Staddijk,Park staddijk,,11,,18 tot 24 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,22.60000038,POINT (182311.99 424868.009)
GRN_BOMEN.25038,2023-02-02,25038,Quercus robur 0,1970,,,,Vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Gras: Begrazingsweide,Staddijk,Park staddijk,,9,,18 tot 24 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,20.40999985,POINT (182295.871 424879.396)
GRN_BOMEN.25032,2023-02-02,25032,Carpinus betulus 0,1970,,,,Vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Beplanting: Bosplantsoen,Staddijk,Park staddijk,,11,,18 tot 24 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,22.29999924,POINT (182303.847 424869.686)
GRN_BOMEN.25034,2023-02-02,25034,Quercus robur 0,1970,,,,Vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Beplanting: Bosplantsoen,Staddijk,Park staddijk,,11,,18 tot 24 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,18.63999939,POINT (182308.397 424878.307)
GRN_BOMEN.25036,2023-02-02,25036,Quercus robur 0,1970,,,,Vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Gras: Begrazingsweide,Staddijk,Park staddijk,,9,,18 tot 24 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,18.82999992,POINT (182300.006 424883.697)
GRN_BOMEN.25037,2023-02-02,25037,Ulmus glabra,1970,,,,Vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Gras: Begrazingsweide,Staddijk,Park staddijk,,12,,12 tot 18 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,15.48999977,POINT (182297.434 424889.247)
GRN_BOMEN.25298,2023-02-02,25298,Quercus robur 0,1970,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Beplanting: Bos,Staddijk,Park staddijk,,14,,18 tot 24 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,20.81999969,POINT (182313.619 424855.548)
GRN_BOMEN.57291,2023-02-02,57291,Carpinus betulus 0,1970,,,,Vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Beplanting: Bosplantsoen,Staddijk,,,13,,12 tot 18 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,15.23999977,POINT (182296.439 424918.513)
GRN_BOMEN.57293,2023-02-02,57293,Carpinus betulus 0,1965,,,,Vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.5 tot 1.0 m,Beplanting: Bosplantsoen,Staddijk,,,12,,12 tot 18 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,17.96999931,POINT (182301.76 424900.954)
GRN_BOMEN.57294,2023-02-02,57294,Quercus robur 0,1970,,,,Vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Beplanting: Bosplantsoen,Staddijk,,,18,,18 tot 24 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,20.65999985,POINT (182304.807 424887.43)
GRN_BOMEN.57295,2023-02-02,57295,Prunus avium 0,1970,,,,Vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.5 tot 1.0 m,Beplanting: Bosplantsoen,Staddijk,,,19,,18 tot 24 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,20.43000031,POINT (182328.425 424862.696)
GRN_BOMEN.25311,2023-02-02,25311,Quercus robur 0,1975,,,,Vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Gras: Begrazingsweide,Staddijk,Park staddijk,,11,,12 tot 18 m,,Groenstructuur vlakken,Verminderd (10 - 15 jaar),,13.81000042,POINT (182250.001 424869.667)
GRN_BOMEN.25045,2023-02-02,25045,Quercus cerris 0,1965,,,,Vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.5 tot 1.0 m,Gras: Begrazingsweide,Staddijk,Park staddijk,,9,,18 tot 24 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,23.34000015,POINT (182251.047 424885.288)
GRN_BOMEN.25043,2023-02-02,25043,Quercus robur 0,1965,,,,Vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Gras: Begrazingsweide,Staddijk,Park staddijk,,9,,18 tot 24 m,,Groenstructuur vlakken,Verminderd (10 - 15 jaar),,21.53000069,POINT (182259.59 424863.462)
GRN_BOMEN.25044,2023-02-02,25044,Quercus robur 0,1965,,,,Vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.3 tot 0.5 m,Gras: Begrazingsweide,Staddijk,Park staddijk,,11,,18 tot 24 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,23.87000084,POINT (182253.108 424879.877)
GRN_BOMEN.25302,2023-02-02,25302,Quercus cerris 0,1965,,,,Vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,0.5 tot 1.0 m,Gras: Begrazingsweide,Staddijk,Park staddijk,,11,,18 tot 24 m,,Groenstructuur vlakken,Verminderd (10 - 15 jaar),,18.69000053,POINT (182255.146 424874.681)
GRN_BOMEN.68517,2023-02-02,68517,Quercus cerris 0,1955,,,,Vrij uitgroeiend,Dukenburg,,Snoeien 2023,0.5 tot 1.0 m,Gras: Begrazingsweide,Staddijk,,,11,,18 tot 24 m,,Groenstructuur vlakken,Normaal (> 15 jaar),,22.21999931,POINT (182257.501 424868.466)
GRN_BOMEN.87448,2023-02-02,87448,Salix alba,1970,,,,Niet vrij uitgroeiend,Dukenburg,1x/4 jaar,Snoeien 2023,1.0 m of meer,Gras: Begrazingsweide,Staddijk,,,0,,18 tot 24 m,,Geen,Verminderd (10 - 15 jaar),,21.67000008,POINT (182514.06 424788.128)
