FID,fi_code_p,gdb_geomattr_data,shape
bomen.412,Boom5+,,POINT (177050.7580000013 311088.8500000015)
bomen.413,Boom5+,,POINT (177065.9299999997 311092.78400000185)
bomen.414,Boom5+,,POINT (177040.69299999997 311093.6009999998)
bomen.415,Boom5+,,POINT (177055.7969999984 311096.4479999989)
bomen.416,Boom5+,,POINT (177032.49599999934 311097.3669999987)
bomen.417,Boom5+,,POINT (176888.75200000033 311098.7679999992)
bomen.418,Boom5+,,POINT (176893.1409999989 311100.5879999995)
bomen.419,Boom5+,,POINT (176972.43299999833 311107.6770000011)
bomen.420,Boom5+,,POINT (176955.54100000113 311107.8590000011)
bomen.421,Boom5+,,POINT (176971.2410000004 311117.8579999991)
bomen.422,Boom5+,,POINT (177594.16600000113 311121.0300000012)
bomen.423,Boom5+,,POINT (176956.98999999836 311121.51099999994)
bomen.424,Boom5+,,POINT (176956.16899999976 311129.7740000002)
bomen.425,Boom5+,,POINT (177553.26300000027 311139.0729999989)
bomen.426,Boom5+,,POINT (177538.30900000036 311142.19299999997)
bomen.427,Boom5+,,POINT (177491.1950000003 311151.07499999925)
bomen.428,Boom5+,,POINT (177511.80000000075 311154.7520000003)
bomen.429,Boom5+,,POINT (177538.47100000083 311158.2800000012)
bomen.430,Boom5+,,POINT (177553.94700000063 311159.875)
bomen.431,Boom5+,,POINT (177492.8139999993 311161.08900000155)
bomen.432,Boom5+,,POINT (177548.9750000015 311164.51199999824)
bomen.433,Boom5+,,POINT (177171.87299999967 311174.90100000054)
bomen.434,Boom5+,,POINT (177254.1160000004 311175.1939999983)
bomen.435,Boom5+,,POINT (177119.96499999985 311178.75400000066)
bomen.436,Boom5+,,POINT (177494.0399999991 311181.4919999987)
bomen.437,Boom5+,,POINT (177566.16299999878 311183.58900000155)
bomen.438,Boom5+,,POINT (177097.38699999824 311185.2980000004)
bomen.439,Boom5+,,POINT (177116.57299999893 311190.2329999991)
bomen.440,Boom5+,,POINT (177496.76999999955 311192.6790000014)
bomen.441,Boom5+,,POINT (177104.54100000113 311193.2879999988)
bomen.442,Boom5+,,POINT (177246.8590000011 311194.2109999992)
bomen.443,Boom5+,,POINT (177138.03500000015 311194.63800000027)
bomen.444,Boom5+,,POINT (177287.15100000054 311195.5089999996)
bomen.445,Boom5+,,POINT (177324.69000000134 311197.52699999884)
bomen.446,Boom5+,,POINT (177042.0300000012 311200.37000000104)
bomen.447,Boom5+,,POINT (177498.69000000134 311202.8220000006)
bomen.448,Boom5+,,POINT (177198.71599999815 311202.87999999896)
bomen.449,Boom5+,,POINT (177090.39299999923 311207.0879999995)
bomen.450,Boom5+,,POINT (177049.02600000054 311208.0069999993)
bomen.451,Boom5+,,POINT (177207.57499999925 311211.25400000066)
bomen.452,Boom5+,,POINT (177500.41699999943 311211.9299999997)
bomen.453,Boom5+,,POINT (176918.76000000164 311213.13699999824)
bomen.454,Boom5+,,POINT (176855.06799999997 311214.4699999988)
bomen.455,Boom5+,,POINT (177161.6409999989 311229.7879999988)
bomen.456,Boom5+,,POINT (177503.03500000015 311230.9609999992)
bomen.457,Boom5+,,POINT (177133.29800000042 311239.48099999875)
bomen.458,Boom5+,,POINT (176911.0709999986 311240.2289999984)
bomen.459,Boom5+,,POINT (177123.8839999996 311242.98900000006)
bomen.460,Boom5+,,POINT (177113.99500000104 311245.27800000086)
bomen.461,Boom5+,,POINT (177104.22800000012 311248.7580000013)
bomen.462,Boom5+,,POINT (177094.76099999994 311251.5529999994)
bomen.463,Boom5+,,POINT (177072.06799999997 311252.9140000008)
bomen.464,Boom5+,,POINT (177102.13100000098 311258.11499999836)
bomen.465,Boom5+,,POINT (177084.11100000143 311258.6950000003)
bomen.466,Boom5+,,POINT (176835.83199999854 311259.70600000024)
bomen.467,Boom5+,,POINT (177134.48099999875 311263.3200000003)
bomen.468,Boom5+,,POINT (177163.76799999923 311272.77800000086)
bomen.469,Boom5+,,POINT (176833.43499999866 311272.90100000054)
bomen.470,Boom5+,,POINT (176831.73900000006 311278.7899999991)
bomen.471,Boom5+,,POINT (177165.23099999875 311286.6550000012)
bomen.472,Boom5+,,POINT (176829.0249999985 311287.7719999999)
bomen.473,Boom5+,,POINT (177161.62299999967 311289.65900000185)
bomen.474,Boom5+,,POINT (176827.40900000185 311293.4210000001)
bomen.475,Boom5+,,POINT (176939.7800000012 311299.9849999994)
bomen.476,Boom5+,,POINT (177137.0940000005 311311.69200000167)
bomen.477,Boom5+,,POINT (177124.37000000104 311312.5689999983)
bomen.478,Boom5+,,POINT (177173.40199999884 311314.7879999988)
bomen.479,Boom5+,,POINT (177082.46700000018 311315.881000001)
bomen.480,Boom5+,,POINT (177130.7969999984 311318.8350000009)
bomen.481,Boom5+,,POINT (177139.2100000009 311319.61100000143)
bomen.482,Boom5+,,POINT (177150.34600000083 311320.28599999845)
bomen.483,Boom5+,,POINT (177126.1259999983 311321.68400000036)
bomen.484,Boom5+,,POINT (177144.4849999994 311322.4299999997)
bomen.485,Boom5+,,POINT (177157.3209999986 311324.15900000185)
bomen.486,Boom5+,,POINT (176891.2039999999 311325.5460000001)
bomen.487,Boom5+,,POINT (176817.8839999996 311325.59600000083)
bomen.488,Boom5+,,POINT (176918.96599999815 311326.01300000027)
bomen.489,Boom5+,,POINT (176965.52600000054 311326.2049999982)
bomen.490,Boom5+,,POINT (177176.30600000173 311327.51999999955)
bomen.491,Boom5+,,POINT (177143.5540000014 311327.561999999)
bomen.492,Boom5+,,POINT (177132.51900000125 311328.84099999815)
bomen.493,Boom5+,,POINT (176893.76000000164 311329.631000001)
bomen.494,Boom5+,,POINT (177125.34200000018 311333.4750000015)
bomen.495,Boom5+,,POINT (177111.09099999815 311333.92599999905)
bomen.496,Boom5+,,POINT (176960.58900000155 311334.61400000006)
bomen.497,Boom5+,,POINT (177146.31599999964 311335.55900000036)
bomen.498,Boom5+,,POINT (176956.6160000004 311335.98000000045)
bomen.499,Boom5+,,POINT (177065.04800000042 311336.4930000007)
bomen.500,Boom5+,,POINT (177147.8449999988 311337.72399999946)
bomen.501,Boom5+,,POINT (177156.73699999973 311338.4539999999)
bomen.502,Boom5+,,POINT (177115.55600000173 311340.2120000012)
bomen.503,Boom5+,,POINT (177110.37000000104 311342.16899999976)
bomen.504,Boom5+,,POINT (177121.62299999967 311342.17500000075)
bomen.505,Boom5+,,POINT (176910.11899999902 311343.9840000011)
bomen.506,Boom5+,,POINT (177120.1700000018 311345.4360000007)
bomen.507,Boom5+,,POINT (177193.4459999986 311350.0709999986)
bomen.508,Boom5+,,POINT (177118.67399999872 311351.66699999943)
bomen.509,Boom5+,,POINT (176917.32400000095 311352.75400000066)
bomen.510,Boom5+,,POINT (176938.76900000125 311353.1559999995)
bomen.511,Boom5+,,POINT (177127.21700000018 311355.38500000164)
bomen.512,Boom5+,,POINT (177136.28400000185 311355.57499999925)
bomen.513,Boom5+,,POINT (177121.73900000006 311355.9310000017)
bomen.514,Boom5+,,POINT (177156.08700000122 311357.6079999991)
bomen.515,Boom5+,,POINT (177141.90100000054 311357.6810000017)
bomen.516,Boom5+,,POINT (177136.85799999908 311360.1649999991)
bomen.517,Boom5+,,POINT (177193.56899999827 311360.24599999934)
bomen.518,Boom5+,,POINT (177125.03799999878 311365.66899999976)
bomen.519,Boom5+,,POINT (177130.0309999995 311366.2100000009)
bomen.520,Boom5+,,POINT (177150.01700000092 311366.3779999986)
bomen.521,Boom5+,,POINT (177140.47899999842 311366.5529999994)
bomen.522,Boom5+,,POINT (176909.3209999986 311366.6030000001)
bomen.523,Boom5+,,POINT (177133.4530000016 311367.3539999984)
bomen.524,Boom5+,,POINT (177032.80700000003 311367.8110000007)
bomen.525,Boom5+,,POINT (176919.27199999988 311367.85500000045)
bomen.526,Boom5+,,POINT (177135.12299999967 311370.81700000167)
bomen.527,Boom5+,,POINT (177029.1799999997 311372.0560000017)
bomen.528,Boom5+,,POINT (177129.68200000003 311372.16600000113)
bomen.529,Boom5+,,POINT (176992.8509999998 311372.4140000008)
bomen.530,Boom5+,,POINT (177132.4389999993 311373.78599999845)
bomen.531,Boom5+,,POINT (176922.13100000098 311374.06799999997)
bomen.532,Boom5+,,POINT (177083.31700000167 311374.5329999998)
bomen.533,Boom5+,,POINT (177190.98999999836 311374.80700000003)
bomen.534,Boom5+,,POINT (176918.96299999952 311379.3260000013)
bomen.535,Boom5+,,POINT (177135.58100000024 311381.1770000011)
bomen.536,Boom5+,,POINT (177187.12999999896 311382.77899999917)
bomen.537,Boom5+,,POINT (177099.8990000002 311398.30099999905)
bomen.538,Boom5+,,POINT (177076.67599999905 311407.18299999833)
bomen.539,Boom5+,,POINT (177094.55900000036 311409.34600000083)
bomen.540,Boom5+,,POINT (177063.1799999997 311411.5549999997)
bomen.541,Boom5+,,POINT (177494.7109999992 311419.9479999989)
bomen.542,Boom5+,,POINT (177080.3359999992 311420.03599999845)
bomen.543,Boom5+,,POINT (177492.77800000086 311432.2199999988)
bomen.544,Boom5+,,POINT (176898.1330000013 311435.83300000057)
bomen.545,Boom5+,,POINT (177151.8999999985 311436.5850000009)
bomen.546,Boom5+,,POINT (176990.05600000173 311439.74599999934)
bomen.547,Boom5+,,POINT (177661.46200000122 311444.1330000013)
bomen.548,Boom5+,,POINT (176894.94299999997 311446.19099999964)
bomen.549,Boom5+,,POINT (176894.85700000077 311452.26099999994)
bomen.550,Boom5+,,POINT (177659.96700000018 311453.6889999993)
bomen.551,Boom5+,,POINT (177490.98900000006 311454.2280000001)
bomen.552,Boom5+,,POINT (176894.91600000113 311456.9510000013)
bomen.553,Boom5+,,POINT (177151.8359999992 311458.3819999993)
bomen.554,Boom5+,,POINT (177489.08700000122 311464.38899999857)
bomen.555,Boom5+,,POINT (177659.30700000003 311464.7529999986)
bomen.556,Boom5+,,POINT (177488.26399999857 311472.80799999833)
bomen.557,Boom5+,,POINT (177657.9059999995 311473.07499999925)
bomen.558,Boom5+,,POINT (177657.1409999989 311481.63599999994)
bomen.559,Boom5+,,POINT (177149.3660000004 311483.7800000012)
bomen.560,Boom5+,,POINT (177486.69799999893 311484.02699999884)
bomen.561,Boom5+,,POINT (177657.00600000098 311491.063000001)
bomen.562,Boom5+,,POINT (177484.8049999997 311493.4849999994)
bomen.563,Boom5+,,POINT (177655.1499999985 311500.89400000125)
bomen.564,Boom5+,,POINT (177484.313000001 311503.31500000134)
bomen.565,Boom5+,,POINT (177653.72899999842 311510.3029999994)
bomen.566,Boom5+,,POINT (177653.16000000015 311520.15300000086)
bomen.567,Boom5+,,POINT (176767.4140000008 311522.2259999998)
bomen.568,Boom5+,,POINT (177150.39600000158 311528.33100000024)
bomen.569,Boom5+,,POINT (177651.938000001 311530.63599999994)
bomen.570,Boom5+,,POINT (177480.16299999878 311532.3229999989)
bomen.571,Boom5+,,POINT (177650.95100000128 311542.0700000003)
bomen.572,Boom5+,,POINT (177479.29899999872 311543.55900000036)
bomen.573,Boom5+,,POINT (177649.62700000033 311552.3969999999)
bomen.574,Boom5+,,POINT (177648.54899999872 311562.0219999999)
bomen.575,Boom5+,,POINT (177501.3740000017 311564.2870000005)
bomen.576,Boom5+,,POINT (177147.13699999824 311567.2340000011)
bomen.577,Boom5+,,POINT (177512.91200000048 311567.29100000113)
bomen.578,Boom5+,,POINT (177647.46400000155 311572.1169999987)
bomen.579,Boom5+,,POINT (177568.80999999866 311579.7809999995)
bomen.580,Boom5+,,POINT (177646.84899999946 311582.2190000005)
bomen.581,Boom5+,,POINT (177579.63500000164 311583.2479999997)
bomen.582,Boom5+,,POINT (177484.08100000024 311583.6490000002)
bomen.583,Boom5+,,POINT (177146.84299999848 311587.7490000017)
bomen.584,Boom5+,,POINT (177645.8990000002 311593.86199999973)
bomen.585,Boom5+,,POINT (177552.46400000155 311599.8969999999)
bomen.586,Boom5+,,POINT (177644.5549999997 311605.59699999914)
bomen.587,Boom5+,,POINT (177148.4600000009 311607.11100000143)
bomen.588,Boom5+,,POINT (177549.58399999887 311612.1719999984)
bomen.589,Boom5+,,POINT (177642.76799999923 311615.4450000003)
bomen.590,Boom5+,,POINT (177488.83399999887 311618.4670000002)
bomen.591,Boom5+,,POINT (177630.40799999982 311620.15300000086)
bomen.592,Boom5+,,POINT (177642.15700000152 311625.30900000036)
bomen.593,Boom5+,,POINT (177568.57699999958 311627.9210000001)
bomen.594,Boom5+,,POINT (177472.60599999875 311627.9290000014)
bomen.595,Boom5+,,POINT (177618.19799999893 311628.5399999991)
bomen.596,Boom5+,,POINT (177625.9200000018 311629.3720000014)
bomen.597,Boom5+,,POINT (177146.1339999996 311630.5219999999)
bomen.598,Boom5+,,POINT (177640.6009999998 311635.39499999955)
bomen.599,Boom5+,,POINT (177507.00400000066 311635.7039999999)
bomen.600,Boom5+,,POINT (177470.01399999857 311638.6730000004)
bomen.601,Boom5+,,POINT (177616.48999999836 311639.6779999994)
bomen.602,Boom5+,,POINT (177623.95899999887 311641.5009999983)
bomen.603,Boom5+,,POINT (176807.04399999976 311643.0949999988)
bomen.604,Boom5+,,POINT (177640.30700000003 311644.90399999917)
bomen.605,Boom5+,,POINT (177639.23200000077 311654.29399999976)
bomen.606,Boom5+,,POINT (177490.59899999946 311655.75)
bomen.607,Boom5+,,POINT (176818.18100000173 311659.2250000015)
bomen.608,Boom5+,,POINT (176837.53400000185 311662.7100000009)
bomen.609,Boom5+,,POINT (176807.71200000122 311663.9780000001)
bomen.610,Boom5+,,POINT (177623.33300000057 311664.0480000004)
bomen.611,Boom5+,,POINT (177638.14699999988 311664.38899999857)
bomen.612,Boom5+,,POINT (176983.58700000122 311670.8420000002)
bomen.613,Boom5+,,POINT (176817.80999999866 311672.3590000011)
bomen.614,Boom5+,,POINT (177636.4389999993 311674.4780000001)
bomen.615,Boom5+,,POINT (176993.39600000158 311674.98699999973)
bomen.616,Boom5+,,POINT (177014.27800000086 311675.19299999997)
bomen.617,Boom5+,,POINT (177024.29800000042 311675.8289999999)
bomen.618,Boom5+,,POINT (177035.79300000146 311679.54300000146)
bomen.619,Boom5+,,POINT (177145.75200000033 311680.6479999982)
bomen.620,Boom5+,,POINT (177046.27600000054 311681.8969999999)
bomen.621,Boom5+,,POINT (177612.51199999824 311682.67599999905)
bomen.622,Boom5+,,POINT (176817.93100000173 311683.7170000002)
bomen.623,Boom5+,,POINT (177635.65799999982 311684.5760000013)
bomen.624,Boom5+,,POINT (177056.26300000027 311684.7340000011)
bomen.625,Boom5+,,POINT (177621.77600000054 311684.87900000066)
bomen.626,Boom5+,,POINT (177516.87700000033 311686.1790000014)
bomen.627,Boom5+,,POINT (177066.49799999967 311687.3299999982)
bomen.628,Boom5+,,POINT (177076.16800000146 311689.43499999866)
bomen.629,Boom5+,,POINT (177588.6009999998 311691.2259999998)
bomen.630,Boom5+,,POINT (177086.70100000128 311691.4200000018)
bomen.631,Boom5+,,POINT (177492.22800000012 311691.4849999994)
bomen.632,Boom5+,,POINT (177146.26399999857 311692.51900000125)
bomen.633,Boom5+,,POINT (177108.38699999824 311692.5729999989)
bomen.634,Boom5+,,POINT (177117.90199999884 311693.69000000134)
bomen.635,Boom5+,,POINT (177620.20699999854 311694.0249999985)
bomen.636,Boom5+,,POINT (177039.44900000095 311694.25400000066)
bomen.637,Boom5+,,POINT (177097.11199999973 311694.8520000018)
bomen.638,Boom5+,,POINT (177634.9549999982 311695.5009999983)
bomen.639,Boom5+,,POINT (177048.92799999937 311697.8139999993)
bomen.640,Boom5+,,POINT (177527.6259999983 311698.7179999985)
bomen.641,Boom5+,,POINT (176922.17500000075 311699.6790000014)
bomen.642,Boom5+,,POINT (177058.67300000042 311699.9120000005)
bomen.643,Boom5+,,POINT (177067.50699999928 311702.2650000006)
bomen.644,Boom5+,,POINT (177107.26199999824 311702.8220000006)
bomen.645,Boom5+,,POINT (177077.0300000012 311703.3830000013)
bomen.646,Boom5+,,POINT (177117.25600000098 311704.6779999994)
bomen.647,Boom5+,,POINT (177633.64499999955 311704.88899999857)
bomen.648,Boom5+,,POINT (177502.11199999973 311705.4979999997)
bomen.649,Boom5+,,POINT (177086.44999999925 311706.2259999998)
bomen.650,Boom5+,,POINT (177045.28200000152 311706.81799999997)
bomen.651,Boom5+,,POINT (177054.54199999943 311708.91000000015)
bomen.652,Boom5+,,POINT (177064.7800000012 311711.0150000006)
bomen.653,Boom5+,,POINT (177074.51099999994 311714.3359999992)
bomen.654,Boom5+,,POINT (177042.07600000128 311715.5549999997)
bomen.655,Boom5+,,POINT (177632.76700000092 311716.87099999934)
bomen.656,Boom5+,,POINT (177083.7580000013 311717.4050000012)
bomen.657,Boom5+,,POINT (177125.52600000054 311717.4140000008)
bomen.658,Boom5+,,POINT (177052.7950000018 311717.91099999845)
bomen.659,Boom5+,,POINT (177462.5799999982 311718.3110000007)
bomen.660,Boom5+,,POINT (177510.38899999857 311719.1700000018)
bomen.661,Boom5+,,POINT (177063.75400000066 311720.5159999989)
bomen.662,Boom5+,,POINT (177073.39699999988 311723.85500000045)
bomen.663,Boom5+,,POINT (177631.69900000095 311725.79199999943)
bomen.664,Boom5+,,POINT (177082.38899999857 311727.6550000012)
bomen.665,Boom5+,,POINT (176944.78799999878 311729.0639999993)
bomen.666,Boom5+,,POINT (177460.37000000104 311729.70699999854)
bomen.667,Boom5+,,POINT (177482.6490000002 311735.47199999914)
bomen.668,Boom5+,,POINT (177630.10599999875 311738.4690000005)
bomen.669,Boom5+,,POINT (177504.66600000113 311741.5069999993)
bomen.670,Boom5+,,POINT (177140.9549999982 311747.38899999857)
bomen.671,Boom5+,,POINT (177628.32499999925 311747.8500000015)
bomen.672,Boom5+,,POINT (177490.65300000086 311750.0080000013)
bomen.673,Boom5+,,POINT (177209.0150000006 311751.51999999955)
bomen.674,Boom5+,,POINT (177148.22899999842 311752.1169999987)
bomen.675,Boom5+,,POINT (177138.52699999884 311753.65199999884)
bomen.676,Boom5+,,POINT (177223.37700000033 311754.21499999985)
bomen.677,Boom5+,,POINT (177627.11199999973 311756.5029999986)
bomen.678,Boom5+,,POINT (177154.32200000063 311757.0850000009)
bomen.679,Boom5+,,POINT (177238.36499999836 311758.37000000104)
bomen.680,Boom5+,,POINT (177253.375 311761.2349999994)
bomen.681,Boom5+,,POINT (177148.3359999992 311761.37000000104)
bomen.682,Boom5+,,POINT (177268.81799999997 311765.76099999994)
bomen.683,Boom5+,,POINT (177281.7490000017 311768.03400000185)
bomen.684,Boom5+,,POINT (177485.86300000176 311772.1730000004)
bomen.685,Boom5+,,POINT (177152.7259999998 311775.16899999976)
bomen.686,Boom5+,,POINT (177618.04199999943 311786.0529999994)
bomen.687,Boom5+,,POINT (177343.95199999958 311791.7719999999)
bomen.688,Boom5+,,POINT (177353.5700000003 311793.4230000004)
bomen.689,Boom5+,,POINT (177614.59899999946 311794.5799999982)
bomen.690,Boom5+,,POINT (177349.68100000173 311800.3289999999)
bomen.691,Boom5+,,POINT (177610.58700000122 311804.2039999999)
bomen.692,Boom5+,,POINT (177162.84099999815 311818.125)
bomen.693,Boom5+,,POINT (177612.30200000107 311819.72300000116)
bomen.694,Boom5+,,POINT (177589.24599999934 311831.8990000002)
bomen.695,Boom5+,,POINT (177392.26799999923 311846.7729999982)
bomen.696,Boom5+,,POINT (177392.01300000027 311861.3680000007)
bomen.697,Boom5+,,POINT (177460.75699999928 311864.7719999999)
bomen.698,Boom5+,,POINT (177525.35300000012 311867.85599999875)
bomen.699,Boom5+,,POINT (177540.39600000158 311869.0920000002)
bomen.700,Boom5+,,POINT (177393.57299999893 311869.6220000014)
bomen.701,Boom5+,,POINT (177384.31500000134 311874.58900000155)
bomen.702,Boom5+,,POINT (177264.9450000003 311878.2280000001)
bomen.703,Boom5+,,POINT (176978.19299999997 311879.80999999866)
bomen.704,Boom5+,,POINT (177515.15700000152 311881.46599999815)
bomen.705,Boom5+,,POINT (177504.09699999914 311884.2259999998)
bomen.706,Boom5+,,POINT (177264.688000001 311885.20600000024)
bomen.707,Boom20+,,POINT (177439.01399999857 311885.97300000116)
bomen.708,Boom5+,,POINT (177262.83700000122 311894.59099999815)
bomen.709,Boom5+,,POINT (177452.00299999863 311897.5940000005)
bomen.710,Boom5+,,POINT (177261.6009999998 311904.80099999905)
bomen.711,Boom5+,,POINT (177469.78299999982 311910.41099999845)
bomen.712,Boom5+,,POINT (177515.44200000167 311911.2280000001)
bomen.713,Boom5+,,POINT (177585.98099999875 311912.48800000176)
bomen.714,Boom5+,,POINT (177498.7960000001 311918.0080000013)
bomen.715,Boom5+,,POINT (177464.13699999824 311919.7520000003)
bomen.716,Boom5+,,POINT (177583.97399999946 311920.0529999994)
bomen.717,Boom5+,,POINT (177259.95699999854 311921.3440000005)
bomen.718,Boom5+,,POINT (177472.12700000033 311921.72399999946)
bomen.719,Boom5+,,POINT (177448.72700000182 311923.0709999986)
bomen.720,Boom5+,,POINT (176967.73200000077 311924.70800000057)
bomen.721,Boom5+,,POINT (177258.9549999982 311925.8570000008)
bomen.722,Boom5+,,POINT (177258.2589999996 311930.8440000005)
bomen.723,Boom5+,,POINT (177373.70100000128 311931.2100000009)
bomen.724,Boom5+,,POINT (177446.05700000003 311932.2019999996)
bomen.725,Boom5+,,POINT (177454.87700000033 311934.9200000018)
bomen.726,Boom5+,,POINT (177445.30799999833 311935.7179999985)
bomen.727,Boom5+,,POINT (177257.55799999833 311936.05700000003)
bomen.728,Boom5+,,POINT (177311.6649999991 311937.9759999998)
bomen.729,Boom5+,,POINT (177083.8350000009 311940.0300000012)
bomen.730,Boom5+,,POINT (176961.61800000072 311942.7320000008)
bomen.731,Boom5+,,POINT (177379.6240000017 311943.78400000185)
bomen.732,Boom5+,,POINT (177311.88800000027 311946.87000000104)
bomen.733,Boom5+,,POINT (176957.49599999934 311949.37000000104)
bomen.734,Boom5+,,POINT (177255.90700000152 311952.936999999)
bomen.735,Boom5+,,POINT (177310.01199999824 311955.90300000086)
bomen.736,Boom5+,,POINT (176698.9759999998 311957.2259999998)
bomen.737,Boom5+,,POINT (177254.82200000063 311963.50499999896)
bomen.738,Boom5+,,POINT (177253.77899999917 311973.77800000086)
bomen.739,Boom5+,,POINT (177255.80600000173 311977.88800000027)
bomen.740,Boom5+,,POINT (177123.7890000008 311979.44099999964)
bomen.741,Boom5+,,POINT (177053.66600000113 311990.0540000014)
bomen.742,Boom5+,,POINT (177167.9609999992 311993.63500000164)
bomen.743,Boom5+,,POINT (177396.23600000143 312022.0929999985)
bomen.744,Boom5+,,POINT (177092.66699999943 312065.01300000027)
bomen.745,Boom5+,,POINT (177514.09299999848 312102.73600000143)
bomen.746,Boom5+,,POINT (177521.89699999988 312102.8260000013)
bomen.747,Boom5+,,POINT (177518.54300000146 312111.5560000017)
bomen.748,Boom5+,,POINT (176952.66800000146 312115.58300000057)
bomen.749,Boom5+,,POINT (176944.6169999987 312121.3839999996)
bomen.750,Boom5+,,POINT (176935.1240000017 312126.4829999991)
bomen.751,Boom5+,,POINT (176955.69099999964 312127.76399999857)
bomen.752,Boom5+,,POINT (177448.0639999993 312130.1490000002)
bomen.753,Boom5+,,POINT (177447.09699999914 312135.34600000083)
bomen.754,Boom5+,,POINT (176953.51000000164 312139.5780000016)
bomen.755,Boom5+,,POINT (177453.28799999878 312141.9470000006)
bomen.756,Boom5+,,POINT (176675.60300000012 312143.7890000008)
bomen.757,Boom5+,,POINT (177462.12000000104 312145.26999999955)
bomen.758,Boom5+,,POINT (177459.33700000122 312147.6710000001)
bomen.759,Boom5+,,POINT (176708.13599999994 312156.86400000006)
bomen.760,Boom5+,,POINT (177403.67799999937 312169.7710000016)
bomen.761,Boom5+,,POINT (176712.25 312172.59899999946)
bomen.762,Boom5+,,POINT (176678.79300000146 312177.66099999845)
bomen.763,Boom5+,,POINT (176715.24500000104 312182.2899999991)
bomen.764,Boom5+,,POINT (176706.436999999 312191.3220000006)
bomen.765,Boom5+,,POINT (177445.46700000018 312197.95899999887)
bomen.766,Boom5+,,POINT (177445.6490000002 312201.7670000009)
bomen.767,Boom5+,,POINT (177437.08399999887 312204.6860000007)
bomen.768,Boom5+,,POINT (177458.37999999896 312204.85599999875)
bomen.769,Boom5+,,POINT (176625.3289999999 318117.72199999914)
bomen.770,Boom5+,,POINT (176638.28799999878 318129.5020000003)
bomen.771,Boom5+,,POINT (176624.45699999854 318130.6570000015)
bomen.772,Boom5+,,POINT (176624.5940000005 318144.4750000015)
bomen.773,Boom5+,,POINT (176624.7490000017 318156.6939999983)
bomen.774,Boom5+,,POINT (176642.0799999982 318167.65100000054)
bomen.775,Boom5+,,POINT (176624.61400000006 318168.7650000006)
bomen.776,Boom5+,,POINT (176643.52699999884 318181.33900000155)
bomen.777,Boom5+,,POINT (176625.48299999908 318182.1550000012)
bomen.778,Boom5+,,POINT (176643.9919999987 318191.81599999964)
bomen.779,Boom5+,,POINT (176625.08100000024 318204.86300000176)
bomen.780,Boom5+,,POINT (176646.05200000107 318215.7170000002)
bomen.781,Boom5+,,POINT (176625.37799999863 318217.3770000003)
bomen.782,Boom5+,,POINT (176625.1160000004 318253.88500000164)
bomen.783,Boom5+,,POINT (176763.3440000005 318837.8280000016)
bomen.784,Boom5+,,POINT (176770.73800000176 318998.2650000006)
bomen.785,Boom5+,,POINT (176770.81899999827 319007.8110000007)
bomen.786,Boom5+,,POINT (176770.66600000113 319017.7740000002)
bomen.787,Boom5+,,POINT (176771.34800000116 319027.4679999985)
bomen.788,Boom5+,,POINT (176772.0009999983 319036.08399999887)
bomen.789,Boom5+,,POINT (176772.45800000057 319045.4470000006)
bomen.790,Boom5+,,POINT (176772.9149999991 319054.80999999866)
bomen.791,Boom5+,,POINT (176763.0940000005 319180.8280000016)
bomen.792,Boom5+,,POINT (176761.73900000006 319191.34099999815)
bomen.793,Boom5+,,POINT (176749.15399999917 319227.5610000007)
bomen.794,Boom5+,,POINT (176744.53799999878 319236.5390000008)
bomen.795,Boom5+,,POINT (176731.44900000095 319264.76099999994)
bomen.796,Boom5+,,POINT (176728.04899999872 319275.48600000143)
bomen.797,Boom5+,,POINT (176723.23600000143 319284.5480000004)
bomen.798,Boom5+,,POINT (176732.08999999985 319416.188000001)
bomen.799,Boom5+,,POINT (176728.63800000027 319421.7820000015)
bomen.800,Boom5+,,POINT (176714.3590000011 319438.7320000008)
bomen.801,Boom5+,,POINT (176692.9539999999 319444.2890000008)
bomen.802,Boom5+,,POINT (176672.14299999923 319465.1079999991)
bomen.803,Boom5+,,POINT (176356.89799999818 319570.8570000008)
bomen.804,Boom5+,,POINT (176366.89799999818 319583.3979999982)
bomen.805,Boom5+,,POINT (176304.83399999887 319594.5240000002)
bomen.806,Boom5+,,POINT (176480.20699999854 319614.97300000116)
bomen.807,Boom5+,,POINT (176857.51799999923 319623.91800000146)
bomen.808,Boom5+,,POINT (176854.8590000011 319645.13500000164)
bomen.809,Boom5+,,POINT (176235.9200000018 319651.2989999987)
bomen.810,Boom5+,,POINT (176232.47700000182 319659.61300000176)
bomen.811,Boom5+,,POINT (176203.04899999872 319669.55900000036)
bomen.812,Boom5+,,POINT (176190.3990000002 319671.50499999896)
bomen.813,Boom5+,,POINT (176385.9140000008 319706.8929999992)
bomen.814,Boom5+,,POINT (176398.53799999878 319717.4530000016)
bomen.815,Boom5+,,POINT (176374.88699999824 319724.6030000001)
bomen.816,Boom5+,,POINT (176370.47100000083 319730.17599999905)
bomen.817,Boom5+,,POINT (176360.88899999857 319741.5639999993)
bomen.818,Boom5+,,POINT (176347.8669999987 319777.6860000007)
bomen.819,Boom5+,,POINT (176204.08399999887 319829.7490000017)
bomen.820,Boom5+,,POINT (176200.3139999993 319834.57400000095)
bomen.821,Boom5+,,POINT (176192.63100000098 319849.58399999887)
bomen.822,Boom5+,,POINT (176190.40700000152 319863.4070000015)
