FID,fi_code_p,gdb_geomattr_data,shape
bomen.1228,Boom5+,,POINT (176601.5 320256.3260000013)
bomen.1229,Boom5+,,POINT (176624.73800000176 320260.5379999988)
bomen.1230,Boom5+,,POINT (176577.76700000092 320264.98000000045)
bomen.1231,Boom5+,,POINT (176615.60399999842 320268.063000001)
bomen.1232,Boom5+,,POINT (176578.4450000003 320276.09600000083)
bomen.1233,Boom5+,,POINT (176967.07400000095 320277.7950000018)
bomen.1234,Boom5+,,POINT (176979.3900000006 320282.7100000009)
bomen.1235,Boom5+,,POINT (176548.05299999937 320295.3909999989)
bomen.1236,Boom5+,,POINT (176575.95699999854 320298.0450000018)
bomen.1237,Boom5+,,POINT (176566.62700000033 320305.8759999983)
bomen.1238,Boom5+,,POINT (176989.938000001 320307.29399999976)
bomen.1239,Boom5+,,POINT (176553.13100000098 320307.70800000057)
bomen.1240,Boom5+,,POINT (176559.7960000001 320311.20699999854)
bomen.1241,Boom5+,,POINT (176994.69700000063 320314.03500000015)
bomen.1242,Boom5+,,POINT (176545.46700000018 320314.0399999991)
bomen.1243,Boom5+,,POINT (176535.80299999937 320315.70600000024)
bomen.1244,Boom5+,,POINT (176500.14799999818 320315.8720000014)
bomen.1245,Boom5+,,POINT (176550.79899999872 320318.5379999988)
bomen.1246,Boom5+,,POINT (176516.64299999923 320322.7039999999)
bomen.1247,Boom5+,,POINT (176526.30600000173 320322.7039999999)
bomen.1248,Boom5+,,POINT (176543.30099999905 320323.2030000016)
bomen.1249,Boom5+,,POINT (176996.08900000155 320323.83100000024)
bomen.1250,Boom5+,,POINT (176508.811999999 320326.368999999)
bomen.1251,Boom5+,,POINT (176535.80299999937 320329.7010000013)
bomen.1252,Boom5+,,POINT (176996.46799999848 320333.631000001)
bomen.1253,Boom5+,,POINT (176526.97300000116 320335.5329999998)
bomen.1254,Boom5+,,POINT (176519.30799999833 320341.0309999995)
bomen.1255,Boom5+,,POINT (176998.19700000063 320343.0870000012)
bomen.1256,Boom5+,,POINT (176511.14400000125 320345.6959999986)
bomen.1257,Boom5+,,POINT (176469.15700000152 320347.6959999986)
bomen.1258,Boom5+,,POINT (175758.95699999854 320350.51900000125)
bomen.1259,Boom5+,,POINT (176999.24300000072 320350.8570000008)
bomen.1260,Boom5+,,POINT (176502.14699999988 320350.86100000143)
bomen.1261,Boom5+,,POINT (175759.83100000024 320355.8429999985)
bomen.1262,Boom5+,,POINT (176493.48299999908 320357.02600000054)
bomen.1263,Boom5+,,POINT (176171.38100000098 320360.1319999993)
bomen.1264,Boom5+,,POINT (176998.94900000095 320361.3350000009)
bomen.1265,Boom5+,,POINT (176484.81899999827 320363.19099999964)
bomen.1266,Boom5+,,POINT (176474.82200000063 320369.1889999993)
bomen.1267,Boom5+,,POINT (176999.65799999982 320369.44299999997)
bomen.1268,Boom5+,,POINT (176466.4919999987 320373.0210000016)
bomen.1269,Boom5+,,POINT (176999.5789999999 320378.20800000057)
bomen.1270,Boom5+,,POINT (176999.9530000016 320386.98900000006)
bomen.1271,Boom5+,,POINT (176393.07699999958 320390.1499999985)
bomen.1272,Boom5+,,POINT (176453.6409999989 320403.87000000104)
bomen.1273,Boom5+,,POINT (176378.26099999994 320404.2800000012)
bomen.1274,Boom5+,,POINT (177002.39299999923 320405.2190000005)
bomen.1275,Boom5+,,POINT (176345.23299999908 320410.15300000086)
bomen.1276,Boom5+,,POINT (176303.97800000012 320412.6810000017)
bomen.1277,Boom5+,,POINT (177006.02699999884 320414.6180000007)
bomen.1278,Boom5+,,POINT (176458.01900000125 320422.98600000143)
bomen.1279,Boom5+,,POINT (177008.7650000006 320423.72100000083)
bomen.1280,Boom5+,,POINT (176385.76099999994 320425.09699999914)
bomen.1281,Boom5+,,POINT (176487.2809999995 320425.2129999995)
bomen.1282,Boom5+,,POINT (177010.8280000016 320432.8280000016)
bomen.1283,Boom5+,,POINT (176372.90700000152 320433.3839999996)
bomen.1284,Boom5+,,POINT (176388.58399999887 320436.7569999993)
bomen.1285,Boom5+,,POINT (176405.55900000036 320437.55700000003)
bomen.1286,Boom5+,,POINT (176292.4149999991 320438.5320000015)
bomen.1287,Boom5+,,POINT (176284.73900000006 320440.3379999995)
bomen.1288,Boom5+,,POINT (176397.87700000033 320444.71599999815)
bomen.1289,Boom5+,,POINT (176507.45699999854 320447.1649999991)
bomen.1290,Boom5+,,POINT (177012.9219999984 320449.3599999994)
bomen.1291,Boom5+,,POINT (176497.13500000164 320454.1070000008)
bomen.1292,Boom5+,,POINT (177013.96799999848 320457.45800000057)
bomen.1293,Boom5+,,POINT (176512.69700000063 320462.6719999984)
bomen.1294,Boom5+,,POINT (176239.68100000173 320462.9849999994)
bomen.1295,Boom5+,,POINT (177014.34600000083 320467.24500000104)
bomen.1296,Boom5+,,POINT (176226.063000001 320470.4459999986)
bomen.1297,Boom5+,,POINT (176252.69900000095 320471.10599999875)
bomen.1298,Boom5+,,POINT (177016.61800000072 320475.5949999988)
bomen.1299,Boom5+,,POINT (176516.9690000005 320475.8819999993)
bomen.1300,Boom5+,,POINT (176314.0799999982 320478.7349999994)
bomen.1301,Boom5+,,POINT (177016.78200000152 320484.7890000008)
bomen.1302,Boom5+,,POINT (176183.44299999997 320485.9059999995)
bomen.1303,Boom5+,,POINT (176293.99700000137 320487.8379999995)
bomen.1304,Boom5+,,POINT (176281.3830000013 320491.98999999836)
bomen.1305,Boom5+,,POINT (177017.15300000086 320492.88899999857)
bomen.1306,Boom5+,,POINT (176265.64699999988 320498.63699999824)
bomen.1307,Boom5+,,POINT (176200.60399999842 320499.51399999857)
bomen.1308,Boom5+,,POINT (176291.65100000054 320500.40300000086)
bomen.1309,Boom5+,,POINT (176514.5639999993 320501.40199999884)
bomen.1310,Boom5+,,POINT (176278.26799999923 320501.62900000066)
bomen.1311,Boom5+,,POINT (177017.53700000048 320504.02699999884)
bomen.1312,Boom5+,,POINT (176256.55600000173 320508.75400000066)
bomen.1313,Boom5+,,POINT (177018.5789999999 320511.11199999973)
bomen.1314,Boom5+,,POINT (176553.12000000104 320512.6710000001)
bomen.1315,Boom5+,,POINT (176257.50499999896 320513.9140000008)
bomen.1316,Boom5+,,POINT (176241.83999999985 320515.34899999946)
bomen.1317,Boom5+,,POINT (176250.5009999983 320517.9539999999)
bomen.1318,Boom5+,,POINT (176227.07200000063 320521.1889999993)
bomen.1319,Boom5+,,POINT (176534.48099999875 320533.46499999985)
bomen.1320,Boom5+,,POINT (176217.80600000173 320536.16699999943)
bomen.1321,Boom5+,,POINT (177021.87099999934 320538.7580000013)
bomen.1322,Boom5+,,POINT (176776.44299999997 320547.46499999985)
bomen.1323,Boom5+,,POINT (176412.75 320547.66600000113)
bomen.1324,Boom5+,,POINT (175679.01399999857 320549.8599999994)
bomen.1325,Boom5+,,POINT (176438.41600000113 320551.2670000009)
bomen.1326,Boom5+,,POINT (176450.00600000098 320552.23000000045)
bomen.1327,Boom5+,,POINT (176224.063000001 320553.2280000001)
bomen.1328,Boom5+,,POINT (176518.38199999928 320554.0329999998)
bomen.1329,Boom5+,,POINT (176784.55000000075 320554.16699999943)
bomen.1330,Boom5+,,POINT (176772.77199999988 320555.0549999997)
bomen.1331,Boom5+,,POINT (176144.15100000054 320557.41699999943)
bomen.1332,Boom5+,,POINT (176793.8209999986 320557.4970000014)
bomen.1333,Boom5+,,POINT (176461.12999999896 320557.7320000008)
bomen.1334,Boom5+,,POINT (176445.00200000033 320562.40300000086)
bomen.1335,Boom5+,,POINT (176223.6649999991 320562.63800000027)
bomen.1336,Boom5+,,POINT (176469.54100000113 320563.5700000003)
bomen.1337,Boom5+,,POINT (176766.58999999985 320565.8530000001)
bomen.1338,Boom5+,,POINT (176778.54199999943 320566.30999999866)
bomen.1339,Boom5+,,POINT (176200.7410000004 320572.7490000017)
bomen.1340,Boom5+,,POINT (176210.79800000042 320572.75400000066)
bomen.1341,Boom5+,,POINT (176795.75200000033 320576.1409999989)
bomen.1342,Boom5+,,POINT (176761.5159999989 320577.02899999917)
bomen.1343,Boom5+,,POINT (176449.87200000137 320577.375)
bomen.1344,Boom5+,,POINT (176790.688000001 320585.23600000143)
bomen.1345,Boom5+,,POINT (176756.83199999854 320586.98999999836)
bomen.1346,Boom5+,,POINT (176111.813000001 320590.5460000001)
bomen.1347,Boom5+,,POINT (176454.9840000011 320592.45600000024)
bomen.1348,Boom5+,,POINT (176784.89400000125 320596.2490000017)
bomen.1349,Boom5+,,POINT (176772.19099999964 320596.5460000001)
bomen.1350,Boom5+,,POINT (176761.76700000092 320597.8909999989)
bomen.1351,Boom5+,,POINT (176558.68299999833 320599.3280000016)
bomen.1352,Boom5+,,POINT (176748.4219999984 320602.3449999988)
bomen.1353,Boom5+,,POINT (176552.01700000092 320603.1339999996)
bomen.1354,Boom5+,,POINT (176779.5450000018 320606.78599999845)
bomen.1355,Boom5+,,POINT (176756.25600000098 320608.4120000005)
bomen.1356,Boom5+,,POINT (177601.08399999887 312650.6000000015)
bomen.1357,Boom5+,,POINT (177603.96799999848 312663.78500000015)
bomen.1358,Boom5+,,POINT (177606.98800000176 312679.36100000143)
bomen.1359,Boom5+,,POINT (177610.1860000007 312694.4279999994)
bomen.1360,Boom5+,,POINT (177579.875 312698.8839999996)
bomen.1361,Boom5+,,POINT (177485.02600000054 312703.3020000011)
bomen.1362,Boom5+,,POINT (177547.43499999866 312703.3539999984)
bomen.1363,Boom5+,,POINT (177613.08700000122 312710.2430000007)
bomen.1364,Boom5+,,POINT (177486.69399999827 312711.34600000083)
bomen.1365,Boom5+,,POINT (177617.11199999973 312723.3759999983)
bomen.1366,Boom5+,,POINT (177481.48900000006 312723.5949999988)
bomen.1367,Boom5+,,POINT (177620.23299999908 312739.61400000006)
bomen.1368,Boom5+,,POINT (177393.34699999914 312754.40100000054)
bomen.1369,Boom5+,,POINT (177622.91299999878 312755.19000000134)
bomen.1370,Boom5+,,POINT (177625.9609999992 312768.89400000125)
bomen.1371,Boom5+,,POINT (177394.00600000098 312781.8960000016)
bomen.1372,Boom5+,,POINT (177376.54199999943 312784.58900000155)
bomen.1373,Boom5+,,POINT (177629.5469999984 312784.7349999994)
bomen.1374,Boom5+,,POINT (177380.94999999925 312793.2509999983)
bomen.1375,Boom5+,,POINT (177630.72700000182 312797.38899999857)
bomen.1376,Boom5+,,POINT (177494.90399999917 312807.9279999994)
bomen.1377,Boom5+,,POINT (177512.95100000128 312809.94900000095)
bomen.1378,Boom5+,,POINT (177368.93200000003 312810.6479999982)
bomen.1379,Boom5+,,POINT (177632.59699999914 312812.4829999991)
bomen.1380,Boom5+,,POINT (177359.03200000152 312823.0760000013)
bomen.1381,Boom5+,,POINT (177635.01999999955 312826.65300000086)
bomen.1382,Boom5+,,POINT (177388.7410000004 312829.33999999985)
bomen.1383,Boom5+,,POINT (177395.69900000095 312833.0780000016)
bomen.1384,Boom5+,,POINT (177634.93400000036 312838.1240000017)
bomen.1385,Boom5+,,POINT (177514.85300000012 312840.37000000104)
bomen.1386,Boom5+,,POINT (177376.8909999989 312840.625)
bomen.1387,Boom5+,,POINT (177613.6959999986 312840.73999999836)
bomen.1388,Boom5+,,POINT (177329.73099999875 312842.1579999998)
bomen.1389,Boom5+,,POINT (177472.54399999976 312847.993999999)
bomen.1390,Boom5+,,POINT (177634.55999999866 312848.08300000057)
bomen.1391,Boom5+,,POINT (177325.7589999996 312850.72100000083)
bomen.1392,Boom5+,,POINT (177379.79899999872 312854.3830000013)
bomen.1393,Boom5+,,POINT (177473.01099999994 312855.1070000008)
bomen.1394,Boom5+,,POINT (177431.7199999988 312856.36400000006)
bomen.1395,Boom5+,,POINT (177633.04199999943 312856.95699999854)
bomen.1396,Boom5+,,POINT (177641.71499999985 312859.83199999854)
bomen.1397,Boom5+,,POINT (177371.18400000036 312860.2870000005)
bomen.1398,Boom5+,,POINT (177614.01399999857 312860.37999999896)
bomen.1399,Boom5+,,POINT (177375.76700000092 312862.3539999984)
bomen.1400,Boom5+,,POINT (177435.30900000036 312865.20800000057)
bomen.1401,Boom5+,,POINT (177423.30999999866 312865.6339999996)
bomen.1402,Boom5+,,POINT (177293.4690000005 312865.7899999991)
bomen.1403,Boom5+,,POINT (177634.28500000015 312867.1649999991)
bomen.1404,Boom5+,,POINT (177289.2960000001 312867.9789999984)
bomen.1405,Boom5+,,POINT (177473.10399999842 312868.4679999985)
bomen.1406,Boom5+,,POINT (177642.66899999976 312868.51300000027)
bomen.1407,Boom5+,,POINT (177378.26799999923 312868.95800000057)
bomen.1408,Boom5+,,POINT (177429.03700000048 312869.34800000116)
bomen.1409,Boom5+,,POINT (177319.74500000104 312871.16899999976)
bomen.1410,Boom5+,,POINT (177435.93100000173 312872.6409999989)
bomen.1411,Boom5+,,POINT (177635.85399999842 312876.34899999946)
bomen.1412,Boom5+,,POINT (177380.2410000004 312876.82499999925)
bomen.1413,Boom5+,,POINT (177456.1000000015 312877.28400000185)
bomen.1414,Boom5+,,POINT (177268.44099999964 312878.2719999999)
bomen.1415,Boom5+,,POINT (177385.36300000176 312881.4820000008)
bomen.1416,Boom5+,,POINT (177445.0240000002 312882.5229999982)
bomen.1417,Boom5+,,POINT (177265.9059999995 312883.01999999955)
bomen.1418,Boom5+,,POINT (177305.58700000122 312883.7870000005)
bomen.1419,Boom5+,,POINT (177452.16600000113 312884.1710000001)
bomen.1420,Boom5+,,POINT (177474.10500000045 312884.3999999985)
bomen.1421,Boom5+,,POINT (177390.64299999923 312885.8350000009)
bomen.1422,Boom5+,,POINT (177478.0249999985 312887.80900000036)
bomen.1423,Boom5+,,POINT (177473.4210000001 312888.78500000015)
bomen.1424,Boom5+,,POINT (177309.4219999984 312889.3539999984)
bomen.1425,Boom5+,,POINT (177320.00200000033 312890.18200000003)
bomen.1426,Boom5+,,POINT (177557.70899999887 312890.868999999)
bomen.1427,Boom5+,,POINT (177562.95699999854 312890.9050000012)
bomen.1428,Boom5+,,POINT (177548.6240000017 312891.2879999988)
bomen.1429,Boom5+,,POINT (177529.87700000033 312891.41899999976)
bomen.1430,Boom5+,,POINT (177513.86100000143 312891.47300000116)
bomen.1431,Boom5+,,POINT (177544.36499999836 312891.5780000016)
bomen.1432,Boom5+,,POINT (177583.4290000014 312891.9059999995)
bomen.1433,Boom5+,,POINT (177538.11100000143 312891.9620000012)
bomen.1434,Boom5+,,POINT (177518.95100000128 312892.188000001)
bomen.1435,Boom5+,,POINT (177509.22899999842 312892.19900000095)
bomen.1436,Boom5+,,POINT (177484.55700000003 312892.3920000009)
bomen.1437,Boom5+,,POINT (177577.375 312892.49599999934)
bomen.1438,Boom5+,,POINT (177400.52800000086 312892.50499999896)
bomen.1439,Boom5+,,POINT (177498.38800000027 312892.51199999824)
bomen.1440,Boom5+,,POINT (177553.40199999884 312892.6499999985)
bomen.1441,Boom5+,,POINT (177263.1550000012 312892.7170000002)
bomen.1442,Boom5+,,POINT (177524.3500000015 312893.11100000143)
bomen.1443,Boom5+,,POINT (177493.7340000011 312893.1229999997)
bomen.1444,Boom5+,,POINT (177504.58999999985 312893.40300000086)
bomen.1445,Boom5+,,POINT (177641.313000001 312898.0949999988)
bomen.1446,Boom5+,,POINT (177349.79899999872 312898.3740000017)
bomen.1447,Boom5+,,POINT (177342.03599999845 312899.0309999995)
bomen.1448,Boom5+,,POINT (177337.27100000158 312899.7980000004)
bomen.1449,Boom5+,,POINT (177650.92300000042 312901.7129999995)
bomen.1450,Boom5+,,POINT (177288.70600000024 312902.15199999884)
bomen.1451,Boom5+,,POINT (177403.61100000143 312907.00499999896)
bomen.1452,Boom5+,,POINT (177643.48000000045 312907.98800000176)
bomen.1453,Boom5+,,POINT (177654.27899999917 312910.44099999964)
bomen.1454,Boom5+,,POINT (177283.52800000086 312914.0300000012)
bomen.1455,Boom5+,,POINT (177648.48099999875 312917.58399999887)
bomen.1456,Boom5+,,POINT (177337.83700000122 312917.9149999991)
bomen.1457,Boom5+,,POINT (177337.16800000146 312921.6009999998)
bomen.1458,Boom5+,,POINT (177311.84699999914 312924.7179999985)
bomen.1459,Boom5+,,POINT (177652.9910000004 312925.69200000167)
bomen.1460,Boom5+,,POINT (177266.14400000125 312929.5920000002)
bomen.1461,Boom5+,,POINT (177331.79800000042 312931.30000000075)
bomen.1462,Boom5+,,POINT (177657.87799999863 312935.3139999993)
bomen.1463,Boom5+,,POINT (177325.1799999997 312939.2179999985)
bomen.1464,Boom5+,,POINT (177265.10399999842 312945.41600000113)
bomen.1465,Boom5+,,POINT (177352.21299999952 312946.24500000104)
bomen.1466,Boom5+,,POINT (177661.9219999984 312948.4990000017)
bomen.1467,Boom5+,,POINT (177354.9539999999 312951.66000000015)
bomen.1468,Boom5+,,POINT (177386.86800000072 312958.7479999997)
bomen.1469,Boom5+,,POINT (177665.313000001 312963.66699999943)
bomen.1470,Boom5+,,POINT (177276.47700000182 312971.31700000167)
bomen.1471,Boom5+,,POINT (177287.33999999985 312977.43400000036)
bomen.1472,Boom5+,,POINT (177668.19200000167 312978.6559999995)
bomen.1473,Boom5+,,POINT (177290.6009999998 312981.8660000004)
bomen.1474,Boom5+,,POINT (177370.35700000077 312983.7569999993)
bomen.1475,Boom5+,,POINT (177298.6169999987 312984.01999999955)
bomen.1476,Boom5+,,POINT (177347.65199999884 312984.2509999983)
bomen.1477,Boom5+,,POINT (177352.90799999982 312986.1700000018)
bomen.1478,Boom5+,,POINT (177304.5450000018 312986.7589999996)
bomen.1479,Boom5+,,POINT (177393.67500000075 312986.9600000009)
bomen.1480,Boom5+,,POINT (177310.66600000113 312989.39400000125)
bomen.1481,Boom5+,,POINT (177362.24500000104 312989.5789999999)
bomen.1482,Boom5+,,POINT (177317.99599999934 312990.2190000005)
bomen.1483,Boom5+,,POINT (177672.31500000134 312994.11100000143)
bomen.1484,Boom5+,,POINT (177381.80000000075 312996.3740000017)
bomen.1485,Boom5+,,POINT (177371.08199999854 313004.2049999982)
bomen.1486,Boom5+,,POINT (177674.25699999928 313006.80900000036)
bomen.1487,Boom5+,,POINT (177377.62999999896 313009.74599999934)
bomen.1488,Boom5+,,POINT (177388.82699999958 313013.131000001)
bomen.1489,Boom5+,,POINT (177677.7190000005 313022.4849999994)
bomen.1490,Boom5+,,POINT (177404.69099999964 313027.6499999985)
bomen.1491,Boom5+,,POINT (177476.3200000003 313031.95699999854)
bomen.1492,Boom5+,,POINT (177613.2899999991 313037.3720000014)
bomen.1493,Boom5+,,POINT (177680.94999999925 313037.5240000002)
bomen.1494,Boom5+,,POINT (177476.43100000173 313039.98800000176)
bomen.1495,Boom5+,,POINT (177684.34600000083 313052.9450000003)
bomen.1496,Boom5+,,POINT (177686.6649999991 313066.82400000095)
bomen.1497,Boom5+,,POINT (177437.92300000042 313073.6030000001)
bomen.1498,Boom5+,,POINT (177475.59800000116 313077.7729999982)
bomen.1499,Boom5+,,POINT (177527.90199999884 313078.2679999992)
bomen.1500,Boom5+,,POINT (177688.69399999827 313081.3969999999)
bomen.1501,Boom5+,,POINT (177618.71200000122 313082.3110000007)
bomen.1502,Boom5+,,POINT (177454.16099999845 313082.6559999995)
bomen.1503,Boom5+,,POINT (177465.83700000122 313091.6579999998)
bomen.1504,Boom5+,,POINT (177497.0549999997 313092.4120000005)
bomen.1505,Boom5+,,POINT (177691.53700000048 313097.80000000075)
bomen.1506,Boom5+,,POINT (177393.92399999872 313102.46499999985)
bomen.1507,Boom5+,,POINT (177552.56599999964 313110.2729999982)
bomen.1508,Boom5+,,POINT (177457.97100000083 313113.1959999986)
bomen.1509,Boom5+,,POINT (177694.49799999967 313115.2980000004)
bomen.1510,Boom5+,,POINT (177470.13599999994 313120.2289999984)
bomen.1511,Boom5+,,POINT (177435.94399999827 313122.05900000036)
bomen.1512,Boom5+,,POINT (177507.37799999863 313125.4750000015)
bomen.1513,Boom5+,,POINT (177696.6099999994 313130.0529999994)
bomen.1514,Boom5+,,POINT (177482.19200000167 313132.4360000007)
bomen.1515,Boom5+,,POINT (177497.1009999998 313135.44200000167)
bomen.1516,Boom5+,,POINT (177442.98999999836 313137.9450000003)
bomen.1517,Boom5+,,POINT (177698.6409999989 313144.6330000013)
bomen.1518,Boom5+,,POINT (177701.0089999996 313159.05000000075)
bomen.1519,Boom5+,,POINT (177502.2100000009 313160.58999999985)
bomen.1520,Boom5+,,POINT (177511.1490000002 313162.48600000143)
bomen.1521,Boom5+,,POINT (177493.561999999 313163.84899999946)
bomen.1522,Boom5+,,POINT (177496.08799999952 313169.1730000004)
bomen.1523,Boom5+,,POINT (177705.78599999845 313188.9750000015)
bomen.1524,Boom5+,,POINT (177567.9389999993 313194.40900000185)
bomen.1525,Boom5+,,POINT (177707.7410000004 313202.6629999988)
bomen.1526,Boom5+,,POINT (177709.35300000012 313217.08900000155)
bomen.1527,Boom5+,,POINT (177484.99700000137 313218.7320000008)
bomen.1528,Boom5+,,POINT (177486.4140000008 313230.73000000045)
bomen.1529,Boom5+,,POINT (177711.76300000027 313232.6079999991)
bomen.1530,Boom5+,,POINT (177713.20699999854 313246.66600000113)
bomen.1531,Boom5+,,POINT (177488.02299999818 313259.3729999997)
bomen.1532,Boom5+,,POINT (177713.38100000098 313262.1559999995)
bomen.1533,Boom5+,,POINT (177495.35599999875 313264.4059999995)
bomen.1534,Boom5+,,POINT (177712.95699999854 313291.79399999976)
bomen.1535,Boom5+,,POINT (177575.9530000016 313305.40100000054)
bomen.1536,Boom5+,,POINT (177498.70600000024 313321.5789999999)
bomen.1537,Boom5+,,POINT (177699.88500000164 313324.2520000003)
bomen.1538,Boom5+,,POINT (177699.13100000098 313334.4510000013)
bomen.1539,Boom5+,,POINT (177697.77100000158 313342.30900000036)
bomen.1540,Boom5+,,POINT (177504.0009999983 313345.1579999998)
bomen.1541,Boom5+,,POINT (177695.61499999836 313351.73600000143)
bomen.1542,Boom5+,,POINT (177535.9759999998 313393.73600000143)
bomen.1543,Boom5+,,POINT (177694.83199999854 313409.5219999999)
bomen.1544,Boom5+,,POINT (177477.21400000155 313413.8189999983)
bomen.1545,Boom5+,,POINT (177692.9219999984 313424.93499999866)
bomen.1546,Boom5+,,POINT (177692.27800000086 313454.68499999866)
bomen.1547,Boom5+,,POINT (176838.0799999982 313465.2100000009)
bomen.1548,Boom5+,,POINT (177690.7100000009 313469.4389999993)
bomen.1549,Boom5+,,POINT (176834.4919999987 313474.2479999997)
bomen.1550,Boom5+,,POINT (177690.86199999973 313484.6959999986)
bomen.1551,Boom5+,,POINT (177689.3900000006 313498.3220000006)
bomen.1552,Boom5+,,POINT (177689.07499999925 313514.02699999884)
bomen.1553,Boom5+,,POINT (176744.38500000164 313524.53599999845)
bomen.1554,Boom5+,,POINT (177688.32600000128 313529.29300000146)
bomen.1555,Boom5+,,POINT (176761.87200000137 313534.91899999976)
bomen.1556,Boom5+,,POINT (177686.87200000137 313545.1620000005)
bomen.1557,Boom5+,,POINT (177685.6959999986 313574.8539999984)
bomen.1558,Boom5+,,POINT (176759.90799999982 313584.0940000005)
bomen.1559,Boom5+,,POINT (177685.01300000027 313589.6550000012)
bomen.1560,Boom5+,,POINT (176752.9050000012 313591.1799999997)
bomen.1561,Boom5+,,POINT (176764.0940000005 313592.875)
bomen.1562,Boom5+,,POINT (176757.0159999989 313602.26300000027)
bomen.1563,Boom5+,,POINT (176768.5949999988 313603.33999999985)
bomen.1564,Boom5+,,POINT (177683.2969999984 313604.88899999857)
bomen.1565,Boom5+,,POINT (176764.3590000011 313612.11300000176)
bomen.1566,Boom5+,,POINT (177680.08300000057 313619.3280000016)
bomen.1567,Boom5+,,POINT (176767.45600000024 313627.80700000003)
bomen.1568,Boom5+,,POINT (176756.71700000018 313630.18499999866)
bomen.1569,Boom5+,,POINT (177676.8280000016 313634.4120000005)
bomen.1570,Boom5+,,POINT (176775.311999999 313635.8579999991)
bomen.1571,Boom5+,,POINT (176764.0390000008 313638.05700000003)
bomen.1572,Boom5+,,POINT (177448.01000000164 313668.3029999994)
bomen.1573,Boom5+,,POINT (177661.99700000137 313677.01000000164)
bomen.1574,Boom5+,,POINT (177656.43200000003 313690.5150000006)
bomen.1575,Boom5+,,POINT (177649.44099999964 313703.81799999997)
bomen.1576,Boom5+,,POINT (177642.9200000018 313717.2820000015)
bomen.1577,Boom5+,,POINT (176911.02899999917 314103.65399999917)
bomen.1578,Boom5+,,POINT (176925.00400000066 314162.93299999833)
bomen.1579,Boom5+,,POINT (176705.89299999923 314213.62000000104)
bomen.1580,Boom5+,,POINT (176709.76000000164 314228.65100000054)
bomen.1581,Boom5+,,POINT (176962.6640000008 314272.6739999987)
bomen.1582,Boom5+,,POINT (176729.69200000167 314291.41000000015)
bomen.1583,Boom5+,,POINT (177416.1009999998 314420.56799999997)
bomen.1584,Boom5+,,POINT (176936.55099999905 314436.2960000001)
bomen.1585,Boom5+,,POINT (176992.0309999995 314448.6160000004)
bomen.1586,Boom5+,,POINT (177389.09699999914 314461.9699999988)
bomen.1587,Boom5+,,POINT (177017.72300000116 314465.08999999985)
bomen.1588,Boom5+,,POINT (177018.16899999976 314475.03599999845)
bomen.1589,Boom5+,,POINT (177382.75699999928 314483.1469999999)
bomen.1590,Boom5+,,POINT (177043.14499999955 314487.16699999943)
bomen.1591,Boom5+,,POINT (176998.27600000054 314489.9770000018)
bomen.1592,Boom5+,,POINT (177043.59699999914 314497.0859999992)
bomen.1593,Boom5+,,POINT (177020.69999999925 314504.48099999875)
bomen.1594,Boom5+,,POINT (177044.11300000176 314506.37999999896)
bomen.1595,Boom5+,,POINT (176998.61199999973 314508.5529999994)
bomen.1596,Boom5+,,POINT (177370.16000000015 314512.0469999984)
bomen.1597,Boom5+,,POINT (177043.4600000009 314516.1559999995)
bomen.1598,Boom5+,,POINT (177065.30200000107 314516.9539999999)
bomen.1599,Boom5+,,POINT (177366.39499999955 314520.80799999833)
bomen.1600,Boom5+,,POINT (177022.94200000167 314524.4679999985)
bomen.1601,Boom5+,,POINT (177044.44799999893 314525.44000000134)
bomen.1602,Boom5+,,POINT (177065.77199999988 314528.1330000013)
bomen.1603,Boom5+,,POINT (176983.08700000122 314529.4910000004)
bomen.1604,Boom5+,,POINT (177022.90900000185 314533.44999999925)
bomen.1605,Boom5+,,POINT (177044.92500000075 314538.19299999997)
bomen.1606,Boom5+,,POINT (177006.37999999896 314546.1490000002)
bomen.1607,Boom5+,,POINT (176994.2509999983 314549.5320000015)
bomen.1608,Boom5+,,POINT (176969.20699999854 314555.98999999836)
bomen.1609,Boom5+,,POINT (176958.78700000048 314556.8900000006)
bomen.1610,Boom5+,,POINT (177018.14600000158 314559.0709999986)
bomen.1611,Boom5+,,POINT (176996.00200000033 314559.8440000005)
bomen.1612,Boom5+,,POINT (177029.4600000009 314561.68299999833)
bomen.1613,Boom5+,,POINT (176970.6959999986 314565.3420000002)
bomen.1614,Boom5+,,POINT (177018.74500000104 314569.1629999988)
bomen.1615,Boom5+,,POINT (176996.60700000077 314570.40199999884)
bomen.1616,Boom5+,,POINT (177040.58999999985 314571.6169999987)
bomen.1617,Boom5+,,POINT (177051.79300000146 314572.40900000185)
bomen.1618,Boom5+,,POINT (176962.07699999958 314576.1939999983)
bomen.1619,Boom5+,,POINT (176972.66099999845 314576.19900000095)
bomen.1620,Boom5+,,POINT (177018.89699999988 314580.1799999997)
bomen.1621,Boom5+,,POINT (176998.1339999996 314581.17599999905)
bomen.1622,Boom5+,,POINT (176973.10500000045 314586.47300000116)
bomen.1623,Boom5+,,POINT (176963.12999999896 314586.76199999824)
bomen.1624,Boom5+,,POINT (177093.38899999857 314588.83999999985)
bomen.1625,Boom5+,,POINT (177083.70199999958 314588.9549999982)
bomen.1626,Boom5+,,POINT (177061.72899999842 314589.4600000009)
bomen.1627,Boom5+,,POINT (177041.06599999964 314589.5159999989)
