FID,omschr,voorz_vop,voorz_fop,voorz_vri,rijrtnghrb,rijrtngzij,afbuiging,invent_oms,wegdeelltr,kmtr,wegnummer,fk_veld4,ibn,gdb_geomattr_data,shape
kruispunten_kenmerk.628,Rotonde,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,RIJKSSTRAATWEG                 PAR.WEG,R,26.41799927,059,KPK0001444425,I,,POINT (64354.009100001305 408684.93829999864)
kruispunten_kenmerk.629,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij een zijstraat (D6R + F7)",Rechtdoor met rechtsaf toegestaan en keerverbod voor de rechter zijstraat (D6R + F7),,WEG OM HELEVOETSSLUIS,R,27.97100067,059,KPK0001444426,I,,POINT (65586.00510000065 409578.3520000018)
kruispunten_kenmerk.630,T-kruispunt met fysieke scheiding van de rijbanen,N,N,J,"Rechtdoor, rechtsaf OF linksaf OF beide afslagen toegestaan (D4 + D5r of D4 + D5L  of D4 + D7)",,,BS.PPL.'DE TILLE',R,38.40999985,059,KPK0001444432,I,,POINT (74983.61919999868 412560.0207000002)
kruispunten_kenmerk.631,T-kruispunt met fysieke scheiding van de rijbanen,N,N,J,"Rechtdoor, rechtsaf OF linksaf OF beide afslagen toegestaan (D4 + D5r of D4 + D5L  of D4 + D7)",,,BS.PPL.'DE TILLE',R,38.40999985,059,KPK0001444433,I,,POINT (74984.85399999842 412569.9847000018)
kruispunten_kenmerk.632,Pseudo T-kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en linksaf toegestaan voor de linker zijstraat (D6L),,VBW. c,R,133.91200256,012,KPK0001449357,I,,POINT (195475.60069999844 443889.91000000015)
kruispunten_kenmerk.633,Pseudo T-kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en linksaf toegestaan voor de rechter zijstraat (D6L),,VBW.a,R,134.17399597,012,KPK0001449359,I,,POINT (195796.9321999997 443875.3449999988)
kruispunten_kenmerk.634,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,170.43800354,058,KPK0001451313,I,,POINT (31404.995000001043 387189.77149999887)
kruispunten_kenmerk.635,T-kruispunt met voorrangsregeling,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij een zijstraat (D6R + F7)",,,OUDE HOOFDWEG,R,6.02400017,059,KPK0001451314,I,,POINT (48984.19590000063 411926.0725999996)
kruispunten_kenmerk.636,Rotonde,N,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,BOOGERDWEG                     ZWAARDWEG,R,5.21400023,059,KPK0001451315,I,,POINT (49449.69099999964 411263.8627000004)
kruispunten_kenmerk.637,Rotonde,N,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,BOOGERDWEG                     ZWAARDWEG,R,5.21400023,059,KPK0001451316,I,,POINT (49472.727299999446 411294.1022000015)
kruispunten_kenmerk.638,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,KLERKSWEG,R,1.75800002,059,KPK0001451360,I,,POINT (51960.585200000554 409019.0909000002)
kruispunten_kenmerk.639,T-kruispunt met voorrangsregeling,N,J,N,Alle rijrichtingen toegestaan bij een zijstraat,,,ZANDWEG,R,0.59399998,059,KPK0001451361,I,,POINT (52958.39519999921 408443.8729999997)
kruispunten_kenmerk.640,Pseudo T-kruispunt met een linksafvak in de hoofdrijbaan,N,J,J,Alle rijrichtingen toegestaan bij een zijstraat,,,LAAN VAN SINT HILAIRE,R,0.50700003,059,KPK0001451362,I,,POINT (53023.49799999967 408389.9299999997)
kruispunten_kenmerk.641,Rotonde,J,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,GRACHTWEG                      LANGE BLOKWEG,R,15.03999996,059,KPK0001451390,I,,POINT (53571.64039999992 408344.563099999)
kruispunten_kenmerk.642,Rotonde,J,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,GRACHTWEG                      LANGE BLOKWEG,R,15.03999996,059,KPK0001451391,I,,POINT (53547.83650000021 408388.6248999983)
kruispunten_kenmerk.643,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,ZWANENBURGSEWEG                CAPELLEWEG,R,18.56999969,059,KPK0001451392,I,,POINT (56909.89759999886 407341.3092)
kruispunten_kenmerk.644,Kruispunt met linksafvakken in de hoofdrijbaan,N,N,N,"Rechtdoor, rechtdoor met rechtsaf OF rechtdoor met linksaf toegestaan (D4 + D6R + D6L)",,,VISSERSWEG,R,19.54500008,059,KPK0001451393,I,,POINT (57840.29520000145 407064.27699999884)
kruispunten_kenmerk.645,Pseudo kruispunt met linksafvakken in de hoofdrijbaan,N,J,N,"Rechtdoor, rechtsaf OF linksaf OF beide afslagen toegestaan (D4 + D5r of D4 + D5L  of D4 + D7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de linker zijstraat (D4),,MOLENWEG,R,22.87199974,059,KPK0001451395,I,,POINT (60969.42110000178 408061.0346999988)
kruispunten_kenmerk.646,Pseudo kruispunt met linksafvakken in de hoofdrijbaan,N,J,N,"Rechtdoor, rechtsaf OF linksaf OF beide afslagen toegestaan (D4 + D5r of D4 + D5L  of D4 + D7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de linker zijstraat (D4),,MOLENWEG,R,22.87199974,059,KPK0001451396,I,,POINT (60967.24410000071 408067.85649999976)
kruispunten_kenmerk.647,Kruispunt met linksafvakken in de hoofdrijbaan,N,N,N,"Rechtdoor, rechtsaf OF linksaf OF beide afslagen toegestaan (D4 + D5r of D4 + D5L  of D4 + D7)",,,OUD HEILIGEWEG                 BS.PPL.'BLAUWE',R,24.16699982,059,KPK0001451398,I,,POINT (62118.629399999976 408446.49529999867)
kruispunten_kenmerk.648,T-kruispunt met een linksafvak in de hoofdrijbaan,N,J,N,"Rechtdoor, rechtsaf OF linksaf OF beide afslagen toegestaan (D4 + D5r of D4 + D5L  of D4 + D7)",,,BREDEWEG,R,24.00600052,059,KPK0001451399,I,,POINT (61960.76920000091 408476.78610000014)
kruispunten_kenmerk.649,T-kruispunt met een linksafvak in de hoofdrijbaan,N,J,N,"Rechtdoor, rechtsaf OF linksaf OF beide afslagen toegestaan (D4 + D5r of D4 + D5L  of D4 + D7)",,,BREDEWEG,R,24.00600052,059,KPK0001451400,I,,POINT (61962.69610000029 408484.1713999994)
kruispunten_kenmerk.650,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,NIEUWE GROENEWEG,R,25.44199944,059,KPK0001451403,I,,POINT (63391.43290000036 408547.6534000002)
kruispunten_kenmerk.651,T-kruispunt met fysieke scheiding van de rijbanen,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,PAR.WEG & PPL.,R,28.72800064,059,KPK0001451405,I,,POINT (66146.4364 410080.7578999996)
kruispunten_kenmerk.652,T-kruispunt met fysieke scheiding van de rijbanen,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,PAR.WEG & PPL.,R,28.72800064,059,KPK0001451406,I,,POINT (66133.63430000097 410092.57279999927)
kruispunten_kenmerk.653,T-kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,STRAND GREVELINGENDAM,R,32.5,059,KPK0001451407,I,,POINT (69757.92330000177 410978.0747000016)
kruispunten_kenmerk.654,Pseudo T-kruispunt met voorrangsregeling,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij een zijstraat (D6R + F7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,ZONNEWEILAAN,R,4.74399996,065,KPK0001451518,I,,POINT (147803.31159999967 407273.9166000001)
kruispunten_kenmerk.655,Pseudo T-kruispunt met voorrangsregeling,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij een zijstraat (D6R + F7)",Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,VAN HOUWELINGENPLANTSOEN,R,4.87200022,065,KPK0001451519,I,,POINT (147721.60300000012 407218.5870000012)
kruispunten_kenmerk.656,Pseudo T-kruispunt met voorrangsregeling,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij een zijstraat (D6R + F7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,SNIPPENLAANTJE,R,5.89300013,065,KPK0001451520,I,,POINT (146880.24439999834 406643.3460999988)
kruispunten_kenmerk.657,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,J,N,Alle rijrichtingen toegestaan bij een zijstraat,,,GROENEWOUDDREEF,R,6.95699978,065,KPK0001451521,I,,POINT (146000.42599999905 406041.36190000176)
kruispunten_kenmerk.658,Pseudo T-kruispunt met voorrangsregeling,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij een zijstraat (D6R + F7)",Rechtdoor en rechtsaf toegestaan voor de linker zijstraat (D6R),,HOEVENSESTRAAT,R,5.94999981,065,KPK0001451522,I,,POINT (146834.28449999914 406595.75290000066)
kruispunten_kenmerk.659,Pseudo kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,KRUISHOEVEWEG,R,7.32999992,065,KPK0001451540,I,,POINT (145691.42419999838 405776.5555999987)
kruispunten_kenmerk.660,Pseudo T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,SPARRENDAALSEWEG,R,7.52199984,065,KPK0001451544,I,,POINT (145602.49920000136 405658.6292999983)
kruispunten_kenmerk.661,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,TORENSTRAAT                    MOLENSTRAAT,R,9.06599998,065,KPK0001451565,I,,POINT (144671.9167000018 404594.84540000185)
kruispunten_kenmerk.662,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,TORENSTRAAT                    MOLENSTRAAT,R,9.06599998,065,KPK0001451566,I,,POINT (144683.61730000004 404580.71240000054)
kruispunten_kenmerk.663,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,9.53800011,065,KPK0001451569,I,,POINT (144312.04720000178 404332.30490000173)
kruispunten_kenmerk.664,Pseudo T-kruispunt met voorrangsregeling,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij een zijstraat (D6R + F7)",Rechtdoor en rechtsaf toegestaan voor de linker zijstraat (D6R),,PAR.WEG,R,9.92399979,065,KPK0001451574,I,,POINT (144024.87750000134 404081.4979999997)
kruispunten_kenmerk.665,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,KOOLHOFWEG                     MGR.ZWIJSENSTRAAT,R,11.93799973,065,KPK0001451579,I,,POINT (142445.35779999942 402781.27270000055)
kruispunten_kenmerk.666,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en linksaf toegestaan voor de linker zijstraat (D6L),,VRACHTVERKEER,R,20.19799995,073,KPK0001451712,I,,POINT (199756.7760999985 357550.4158000015)
kruispunten_kenmerk.667,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ZWOLSEWEG                      DALFSERWEG,R,12.7869997,835,KPK0001451973,I,,POINT (212220.0047999993 495859.0144999996)
kruispunten_kenmerk.668,Kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",,,HEINOSEWEG,R,16.22299957,835,KPK0001451975,I,,POINT (213325.72630000114 493160.7542999983)
kruispunten_kenmerk.669,Kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",,,HEINOSEWEG                     'T REELAER,R,16.3920002,835,KPK0001451976,I,,POINT (213385.0511999987 493002.9787000008)
kruispunten_kenmerk.670,Kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",,,HEINOSEWEG,R,16.48500061,835,KPK0001451977,I,,POINT (213426.060899999 492920.2936999984)
kruispunten_kenmerk.671,Kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",,,HEINOSEWEG,R,16.76799965,835,KPK0001451981,I,,POINT (213558.68129999936 492671.4571999982)
kruispunten_kenmerk.672,Kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",,,HEINOSEWEG,R,16.94000053,835,KPK0001451985,I,,POINT (213645.2800000012 492522.8542999998)
kruispunten_kenmerk.673,Kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,HEINOSEWEG                     'T REELAER,R,17.09499931,835,KPK0001451986,I,,POINT (213724.62299999967 492389.70169999823)
kruispunten_kenmerk.674,Kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",,,HEINOSEWEG,R,17.31100082,835,KPK0001451987,I,,POINT (213836.94310000166 492201.5929999985)
kruispunten_kenmerk.675,Kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",,,HEINOSEWEG,R,17.4470005,835,KPK0001451988,I,,POINT (213906.11499999836 492085.6609000005)
kruispunten_kenmerk.676,T-kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",,,HEINOSEWEG,R,17.55999947,835,KPK0001451989,I,,POINT (213963.69909999892 491989.1499999985)
kruispunten_kenmerk.677,Kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",,,HEINOSEWEG,R,17.92300034,835,KPK0001451990,I,,POINT (214150.80590000004 491675.6651000008)
kruispunten_kenmerk.678,T-kruispunt met een linksafvak in de hoofdrijbaan,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,HEINOSEWEG                     KNAPENVELDSWEG,R,18.21699905,835,KPK0001451991,I,,POINT (214301.44909999892 491423.2747000009)
kruispunten_kenmerk.679,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,212.80999756,007,KPK0001454128,I,,POINT (244862.84270000085 577646.0474000014)
kruispunten_kenmerk.680,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,BENZINESTATION,R,148.98399353,012,KPK0001454393,I,,POINT (207876.3889000006 435546.4362999983)
kruispunten_kenmerk.681,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en linksaf toegestaan voor de rechter zijstraat (D6L),,A12,R,148.91999817,012,KPK0001454394,I,,POINT (207873.65370000154 435838.5320999995)
kruispunten_kenmerk.682,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,GRENSPOST,R,149.00999451,012,KPK0001454395,I,,POINT (207902.36419999972 435911.4717000015)
kruispunten_kenmerk.684,Pseudo kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,KERKSTRAAT,R,221.51400757,015,KPK0001454623,I,,POINT (232936.7522 443569.934799999)
kruispunten_kenmerk.685,T-kruispunt met een linksafvak in de hoofdrijbaan,N,N,J,Alle rijrichtingen toegestaan bij een zijstraat,,,RICHTERSLAAN,R,225.16900635,015,KPK0001454628,I,,POINT (235768.6143000014 445648.9389999993)
kruispunten_kenmerk.686,T-kruispunt met een linksafvak in de hoofdrijbaan,N,N,J,Alle rijrichtingen toegestaan bij een zijstraat,,,RICHTERSLAAN,R,225.16900635,015,KPK0001454629,I,,POINT (235758.94200000167 445659.9774999991)
kruispunten_kenmerk.687,Pseudo kruispunt met linksafvakken in de hoofdrijbaan,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,GROLSEDIJK                     KLOOSTERSTRAAT,R,229.24699402,015,KPK0001454630,I,,POINT (239129.9710999988 447925.0769000016)
kruispunten_kenmerk.688,Pseudo kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,ZWOLSEWEG,R,230.20799255,015,KPK0001454631,I,,POINT (239308.1922999993 448857.30799999833)
kruispunten_kenmerk.689,T-kruispunt met een linksafvak in de hoofdrijbaan,N,N,J,Alle rijrichtingen toegestaan bij een zijstraat,,,OOSTWEG,R,74.00099945,035,KPK0001455195,I,,POINT (260329.94839999825 469294.71759999916)
kruispunten_kenmerk.690,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),,L,'KP.JULIANAPLEIN'RW. 28,R,197.34700012,007,KPK0001458648,I,,POINT (233783.129900001 580115.9937999994)
kruispunten_kenmerk.691,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),,,'KP.JULIANAPLEIN'RW. 28        EMMAVIADUCT,R,197.34199524,007,KPK0001458649,I,,POINT (233785.6414999999 580126.6722000018)
kruispunten_kenmerk.692,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,J,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,LICHTENVOORDSEWEG,R,218.03700256,015,KPK0001459118,I,,POINT (230415.53440000117 441302.4811999984)
kruispunten_kenmerk.693,Kruispunt met linksafvakken in de hoofdrijbaan,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,LANDSTRAAT,R,219.66499329,015,KPK0001459119,I,,POINT (231545.15249999985 442474.18189999834)
kruispunten_kenmerk.694,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,VARSSEVELDSEWEG,R,223.22799683,015,KPK0001459120,I,,POINT (234483.248399999 444264.54670000076)
kruispunten_kenmerk.695,Kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ZIEUWENTSEWEG                  ZIEUWENTSEWEG=N312,R,224.57800293,015,KPK0001459126,I,,POINT (235189.22529999912 445313.2298000008)
kruispunten_kenmerk.696,Kruispunt met voorrangsregeling,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,AANSL. 26 RW. 35 VBW. c        AANSL. 26 RW. 35 VBW. d,R,260.76501465,015,KPK0001459144,I,,POINT (253251.71599999815 469864.8200000003)
kruispunten_kenmerk.697,Kruispunt met voorrangsregeling,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,AANSL. 26 RW. 35 VBW. c        AANSL. 26 RW. 35 VBW. d,R,260.76501465,015,KPK0001459145,I,,POINT (253237.11890000105 469876.37099999934)
kruispunten_kenmerk.698,T-kruispunt met voorrangsregeling,N,N,J,"Alleen rechtdoor, keerverbod op rechter hoofdrijbaan (D4 + F7)",Alleen rechtdoor toegestaan en keerverbod voor de rechter zijstraat (D4 + F7),,'BRAILLEWEG',R,199.90699768,028,KPK0001459592,I,,POINT (233768.69640000165 579965.6343999989)
kruispunten_kenmerk.699,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,WEGRESTERANT EEMSHAVEN,R,69.43499756,033,KPK0001459703,I,,POINT (251984.1239 599379.8559999987)
kruispunten_kenmerk.700,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,KREITMOLENSTRAAT               PANNENSCHUURLAAN,R,15.25,065,KPK0001459940,I,,POINT (140045.5201999992 400487.2485000007)
kruispunten_kenmerk.701,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,KREITMOLENSTRAAT               PANNENSCHUURLAAN,R,15.25,065,KPK0001459941,I,,POINT (140060.18290000036 400474.2736000009)
kruispunten_kenmerk.702,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,95.29799652,001,KPK0001463817,I,,POINT (205449.2939000018 470131.72349999845)
kruispunten_kenmerk.703,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,INVOEG SIEMELINKSWEG,R,107.26999664,001,KPK0001463818,I,,POINT (211311.33889999986 472418.55370000005)
kruispunten_kenmerk.704,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,22.21500015,020,KPK0001464266,I,,POINT (83477.06089999899 437521.5843000002)
