FID,omschr,voorz_vop,voorz_fop,voorz_vri,rijrtnghrb,rijrtngzij,afbuiging,invent_oms,wegdeelltr,kmtr,wegnummer,fk_veld4,ibn,gdb_geomattr_data,shape
kruispunten_kenmerk.175,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan voor de rechter hoofdrijbaan (D4),Rechtdoor met linksaf toegestaan en keerverbod voor de linker zijstraat (D6L + F7),,BUSBAAN,R,28.42000008,027,KPK0001197206,I,,POINT (123388.40680000186 420457.70439999923)
kruispunten_kenmerk.176,Pseudo T-kruispunt met fysieke scheiding van de rijbanen,N,N,N,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",,,SIDDEBUREN=N387,R,52.20700073,033,KPK0001197739,I,,POINT (254418.0423000008 585232.385400001)
kruispunten_kenmerk.177,T-kruispunt met voorrangsregeling,N,N,J,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Rechtdoor en linksaf toegestaan voor de rechter zijstraat (D6L),,RW. 14 VBW. c,R,27.3029995,044,KPK0001185695,I,,POINT (84514.44139999896 457948.632100001)
kruispunten_kenmerk.178,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,"Rechtdoor, rechtsaf OF linksaf OF beide afslagen toegestaan (D4 + D5r of D4 + D5L  of D4 + D7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,VBW.d/W =RW. 15                VBW.c =RW. 15,R,0.147,003,KPK0001190336,I,,POINT (108547.81370000169 428213.56720000133)
kruispunten_kenmerk.179,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,"Alleen rechtdoor, keerverbod op linker hoofdrijbaan (D4 + F7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,VBW.c =RW. 15,R,0.227,003,KPK0001190337,I,,POINT (108536.02270000055 428125.681499999)
kruispunten_kenmerk.180,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,"Rechtdoor, rechtsaf OF linksaf OF beide afslagen toegestaan (D4 + D5r of D4 + D5L  of D4 + D7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de linker zijstraat (D4),,VBW.a =RW. 15                  VBW.b =RW. 15,R,0.354,003,KPK0001190339,I,,POINT (108475.19729999825 428020.73589999974)
kruispunten_kenmerk.181,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,"Rechtdoor, rechtsaf OF linksaf OF beide afslagen toegestaan (D4 + D5r of D4 + D5L  of D4 + D7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de linker zijstraat (D4),,VBW.a =RW. 15                  VBW.b =RW. 15,R,0.35299999,003,KPK0001190340,I,,POINT (108488.92179999873 428013.6158999987)
kruispunten_kenmerk.182,Kruispunt met voorrangsregeling,N,N,J,"Alleen rechtdoor, keerverbod op rechter hoofdrijbaan (D4 + F7)",Er geldt alleen een keerverbod voor de linker zijstraat (F7),,MARIA MONTESSORILAAN,R,6.12799978,003,KPK0001190367,I,,POINT (106222.21819999814 423322.34629999846)
kruispunten_kenmerk.183,Kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, keerverbod op rechter hoofdrijbaan (D4 + F7)",Rechtdoor met rechtsaf toegestaan en keerverbod voor de rechter zijstraat (D6R + F7),,LAAN DER VERENIGDE NATIES,R,6.29199982,003,KPK0001190369,I,,POINT (106055.38800000027 423194.5009999983)
kruispunten_kenmerk.184,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,7.74800014,003,KPK0001190373,I,,POINT (105303.35179999843 421975.94889999926)
kruispunten_kenmerk.185,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor met rechtsaf toegestaan en keerverbod voor de linker zijstraat (D6R + F7),,COPERNICUSWEG,R,7.69999981,003,KPK0001190374,I,,POINT (105395.0207999982 421985.27600000054)
kruispunten_kenmerk.186,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,TERBORCHLAAN                HOEVERWEG = N512,R,78.03099823,009,KPK0001191166,I,,POINT (109605.48449999839 516450.9862000011)
kruispunten_kenmerk.187,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,TERBORCHLAAN                HOEVERWEG = N512,R,78.02500153,009,KPK0001191167,I,,POINT (109591.34310000017 516457.3431000002)
kruispunten_kenmerk.188,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,ZIJDEWEG,R,10.93799973,014,KPK0001191658,I,,POINT (84679.93939999864 457810.9534999989)
kruispunten_kenmerk.189,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,ZIJDEWEG,R,11.02000046,014,KPK0001191659,I,,POINT (84730.92379999906 457743.7265999988)
kruispunten_kenmerk.190,T-kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),,,ZIJDEWEG,R,11.21700001,014,KPK0001191660,I,,POINT (84881.89119999856 457624.4631999992)
kruispunten_kenmerk.191,Pseudo kruispunt zonder voorrangsregeling,J,J,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),,L,OVERSTEEKPLAATS,R,10.73999977,014,KPK0001191661,I,,POINT (84560.73570000008 457967.0929000005)
kruispunten_kenmerk.192,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,ZIJDEWEG,R,10.93999958,014,KPK0001191662,I,,POINT (84692.4840000011 457815.4279999994)
kruispunten_kenmerk.193,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,,,ZIJDEWEG,R,11.02000046,014,KPK0001191663,I,,POINT (84739.51850000024 457750.51790000126)
kruispunten_kenmerk.194,T-kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),,,ZIJDEWEG,R,11.22299957,014,KPK0001191664,I,,POINT (84891.56100000069 457633.75)
kruispunten_kenmerk.195,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en linksaf toegestaan voor beide zijstraten (D6L),,VBW.b RW 14                    WITTENBURGERWEG,R,10.13799953,014,KPK0001191666,I,,POINT (84067.48479999974 458423.95479999855)
kruispunten_kenmerk.196,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en linksaf toegestaan voor beide zijstraten (D6L),,VBW.b RW 14                    WITTENBURGERWEG,R,10.125,014,KPK0001191667,I,,POINT (84059.99159999937 458446.3814999983)
kruispunten_kenmerk.197,Kruispunt met voorrangsregeling,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,MGR.VAN STEELAAN,R,13.03800011,014,KPK0001191719,I,,POINT (85745.1251000017 456101.5637000017)
kruispunten_kenmerk.198,Kruispunt zonder voorrangsregeling,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,VBW.a en b RW.4                AANSLUITING VLIETWEG,R,15.01500034,014,KPK0001191785,I,,POINT (86886.61850000173 454525.8178000003)
kruispunten_kenmerk.199,Kruispunt zonder voorrangsregeling,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,DONAU                          VBW.c en d RW.4,R,15.36200047,014,KPK0001191786,I,,POINT (87113.18039999902 454265.6270999983)
kruispunten_kenmerk.200,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,Rechtdoor en rechtsaf toegestaan voor de linker zijstraat (D6R),,VBW. a,R,25.96299934,015,KPK0001192244,I,,POINT (66693.87150000036 438937.2076999992)
kruispunten_kenmerk.201,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),,,EIGENWEG RWS,R,45.8219986,012,KPK0001133612,I,,POINT (121916.97590000182 453689.80860000104)
kruispunten_kenmerk.202,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),,,EIGENWEG RWS,R,45.86500168,012,KPK0001133613,I,,POINT (121874.07800000161 453689.0348000005)
kruispunten_kenmerk.203,T-kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan voor de linker hoofdrijbaan (D4),Rechtdoor en linksaf toegestaan voor de linker zijstraat (D6L),,EUROPALAAN,R,60.06999969,012,KPK0001133761,I,,POINT (135717.96979999915 452504.3055000007)
kruispunten_kenmerk.204,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,TRAM,R,60.08100128,012,KPK0001133762,I,,POINT (135728.58879999816 452501.4354999997)
kruispunten_kenmerk.205,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,TRAM,R,59.63999939,012,KPK0001133763,I,,POINT (135699.0588000007 452268.2353999987)
kruispunten_kenmerk.206,Kruispunt zonder voorrangsregeling,N,N,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,BESTEMMINGVERKEER,R,77.66400146,012,KPK0001133785,I,,POINT (152878.79509999976 453062.7479000017)
kruispunten_kenmerk.207,Pseudo T-kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,IJSSELOORDWEG=N325,R,134.08200073,012,KPK0001133812,I,,POINT (195600.5100999996 443749.84209999815)
kruispunten_kenmerk.208,Pseudo T-kruispunt met voorrangsregeling,N,N,J,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij gelijkvloerse kruising (D6R + F7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,VBW. y,R,134.14500427,012,KPK0001133813,I,,POINT (195657.35379999876 443745.67990000173)
kruispunten_kenmerk.209,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan voor de linker hoofdrijbaan (D4),Rechtdoor en rechtsaf toegestaan voor de linker zijstraat (D6R),,NOORDSINGEL,R,138.022995,012,KPK0001133823,I,,POINT (198799.69029999897 441674.17339999974)
kruispunten_kenmerk.264,Rotonde,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij gelijkvloerse kruising (D6R + F7)",,,DORPSDIJK=N663                 POLREDIJK=N663,R,71.17199707,057,KPK0001142333,I,,POINT (32500.651099998504 399887.9166000001)
kruispunten_kenmerk.210,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan voor de rechter hoofdrijbaan (D4),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,NOORDSINGEL,R,138.05200195,012,KPK0001133827,I,,POINT (198736.00039999932 441452.6283)
kruispunten_kenmerk.211,Kruispunt zonder voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,A12,R,148.8769989,012,KPK0001133841,I,,POINT (207910.1812000014 435849.8498999998)
kruispunten_kenmerk.212,T-kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,PARALLELSTRAAT-WESTZIJDE,R,16.54999924,013,KPK0001133851,I,,POINT (88155.47789999843 440728.7135999985)
kruispunten_kenmerk.213,Pseudo kruispunt zonder voorrangsregeling,N,N,N,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtdoor met rechtsaf toegestaan en keerverbod voor beide zijstraten (D6R + F7),,OVERSTEEKPLAATS,R,19.15800095,013,KPK0001133861,I,,POINT (89668.55050000176 438598.0777999982)
kruispunten_kenmerk.214,Kruispunt met voorrangsregeling,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,L,VBW.a EN VBW.d   RW 14         ZIJDEWEG,R,11.32400036,014,KPK0001134099,I,,POINT (84865.83430000022 457541.33579999954)
kruispunten_kenmerk.215,Kruispunt zonder voorrangsregeling,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,DONAU                          VBW.c en d RW.4,R,15.36200047,014,KPK0001134213,I,,POINT (87106.09519999847 454255.8471000008)
kruispunten_kenmerk.216,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENDOORGANG,R,45.95999908,015,KPK0001134511,I,,POINT (81633.66059999913 431780.14339999855)
kruispunten_kenmerk.217,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENDOORGANG,R,47.27500153,015,KPK0001134531,I,,POINT (82897.4851000011 432106.76669999957)
kruispunten_kenmerk.218,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENDOORGANG,R,47.31800079,015,KPK0001134564,I,,POINT (82932.05570000038 432137.0346999988)
kruispunten_kenmerk.219,Niet indeelbaar,N,J,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),L,OVERSTEEKPLAATS,R,165.17599487,015,KPK0001135581,I,,POINT (191028.7648999989 434875.1372999996)
kruispunten_kenmerk.220,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ZELHEMSEWEG                    ZELHEMSEWEG,R,216.20599365,015,KPK0001135632,I,,POINT (228645.6623999998 440887.96440000087)
kruispunten_kenmerk.221,Kruispunt met fysieke scheiding van de rijbanen,N,N,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor beide hoofdrijbanen (D6R),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,OOST.RONDWEG =N318,R,216.97099304,015,KPK0001135633,I,,POINT (229389.61659999937 441049.4479999989)
kruispunten_kenmerk.222,Pseudo kruispunt met fysieke scheiding van de rijbanen,N,N,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,ZELHEMSEWEG                    ZELHEMSEWEG,R,216.20599365,015,KPK0001135635,I,,POINT (228636.15850000083 440898.6301999986)
kruispunten_kenmerk.223,Kruispunt met fysieke scheiding van de rijbanen,N,N,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor beide hoofdrijbanen (D6R),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,OOST.RONDWEG =N318,R,216.97099304,015,KPK0001135636,I,,POINT (229386.06909999996 441069.1715000011)
kruispunten_kenmerk.224,Pseudo kruispunt met fysieke scheiding van de rijbanen,J,J,J,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,KERKSTRAAT,R,221.51699829,015,KPK0001135646,I,,POINT (232924.3398000002 443587.03400000185)
kruispunten_kenmerk.225,Pseudo kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,DRABBELWEG,R,230.88000488,015,KPK0001135666,I,,POINT (239255.89169999957 449529.9941000007)
kruispunten_kenmerk.226,Kruispunt zonder voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,VBW. c                         VBW. c,R,26.11400032,015,KPK0001135723,I,,POINT (66642.1015000008 439045.31650000066)
kruispunten_kenmerk.227,Kruispunt zonder voorrangsregeling,N,N,N,"Rechtdoor met rechtsaf toegestaan, EN keerverbod bij een zijstraat (D6R + F7)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,VBW. b                         VBW. b,R,35.62400055,015,KPK0001135742,I,,POINT (73957.72769999877 435723.8590000011)
kruispunten_kenmerk.228,T-kruispunt met fysieke scheiding van de rijbanen,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),,,CALAMITEITENWEG,R,35.38499832,015,KPK0001135743,I,,POINT (74182.65949999914 435633.7740000002)
kruispunten_kenmerk.229,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan en keerverbod voor de linker zijstraat (D4 + F7),,VBW. a,R,35.65999985,015,KPK0001135744,I,,POINT (74006.90450000018 435728.6403999999)
kruispunten_kenmerk.230,T-kruispunt met fysieke scheiding van de rijbanen,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en rechtsaf toegestaan voor de linker zijstraat (D6R),,CALAMITEITENWEG,R,35.88499832,015,KPK0001135755,I,,POINT (74196.85440000147 435641.03610000014)
kruispunten_kenmerk.231,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtsaf OF linksaf OF beide afslagen toegestaan (D5R of D5L of D7),,CALAMITEITENDOORGANG,R,45.73699951,015,KPK0001135773,I,,POINT (81406.47049999982 431804.0833999999)
kruispunten_kenmerk.232,Pseudo kruispunt zonder voorrangsregeling,N,N,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtdoor met rechtsaf toegestaan en keerverbod voor beide zijstraten (D6R + F7),,SPOORWEGOVERGANG,R,47.62400055,015,KPK0001135830,I,,POINT (83118.80200000107 432319.43239999935)
kruispunten_kenmerk.233,Pseudo kruispunt zonder voorrangsregeling,N,N,J,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de rechter hoofdrijbaan (D6R),Rechtdoor met rechtsaf toegestaan en keerverbod voor beide zijstraten (D6R + F7),,SPOORWEGOVERGANG,R,47.50400162,015,KPK0001135831,I,,POINT (83125.41050000116 432326.02230000123)
kruispunten_kenmerk.234,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,WILLEM BARENTSZSTRAAT,R,53.56999969,015,KPK0001135992,I,,POINT (88996.58999999985 431729.26260000095)
kruispunten_kenmerk.235,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en linksaf toegestaan voor de linker zijstraat (D6L),,BUSBAAN,R,95.66799927,015,KPK0001136219,I,,POINT (124765.84090000018 428415.29949999973)
kruispunten_kenmerk.236,Kruispunt met voorrangsregeling,N,N,J,"Alleen rechtdoor, er geldt geen keerverbod op beide hoofdrijbanen (D4)",Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,BLANKERTSEWEG,R,121.09999847,015,KPK0001136233,I,,POINT (149710.434799999 430374.3343000002)
kruispunten_kenmerk.237,Kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,MEEZENDREEF,R,140.96400452,015,KPK0001136241,I,,POINT (167704.78840000182 436894.4125000015)
kruispunten_kenmerk.238,T-kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan voor de rechter hoofdrijbaan (D4),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,HOOFDWEG,R,15.64000034,016,KPK0001136280,I,,POINT (96068.79089999944 440008.2397999987)
kruispunten_kenmerk.239,Niet indeelbaar,N,N,N,Alle rijrichtingen toegestaan bij een zijstraat,Rechtdoor en linksaf toegestaan voor de rechter zijstraat (D6L),,BUSBAAN,R,28.42200089,027,KPK0001139223,I,,POINT (123365.65029999986 420531.78660000116)
kruispunten_kenmerk.240,T-kruispunt met voorrangsregeling,N,N,N,"Alleen rechtdoor, keerverbod op linker hoofdrijbaan (D4 + F7)",Rechtdoor en linksaf toegestaan voor de rechter zijstraat (D6L),,BUSBAAN,R,100.04199982,027,KPK0001139371,I,,POINT (145419.74870000035 473565.68670000136)
kruispunten_kenmerk.241,T-kruispunt met voorrangsregeling,N,N,N,Rechtdoor met rechtsaf toegestaan (linksaf verbod) voor de linker hoofdrijbaan (D6R),Er geldt alleen een keerverbod voor de rechter zijstraat (F7),,BUSBAAN,R,100.2460022,027,KPK0001139372,I,,POINT (145476.73369999975 473770.5731999986)
kruispunten_kenmerk.242,Kruispunt zonder voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en rechtsaf toegestaan voor de rechter zijstraat (bord D6R),,BUSBAAN,R,2.44799995,028,KPK0001140273,I,,POINT (140965.28840000182 455894.87359999865)
kruispunten_kenmerk.243,Kruispunt zonder voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Rechtdoor en rechtsaf toegestaan voor de linker zijstraat (D6R),,BUSBAAN,R,11.76599979,028,KPK0001140275,I,,POINT (149430.2296999991 458768.01619999856)
kruispunten_kenmerk.244,Kruispunt zonder voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,BUSBAAN,R,11.81799984,028,KPK0001140276,I,,POINT (149381.8986000009 458760.932599999)
kruispunten_kenmerk.245,Pseudo kruispunt zonder voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,CALAMITEITENPAD RWS,R,13.27499962,029,KPK0001140475,I,,POINT (94867.19000000134 428160.14009999856)
kruispunten_kenmerk.246,Pseudo kruispunt zonder voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,CALAMITEITENPAD RWS,R,14.72000027,029,KPK0001140517,I,,POINT (94296.42819999903 426846.6097000018)
kruispunten_kenmerk.247,Pseudo kruispunt zonder voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,CALAMITEITENPAD RWS,R,14.59000015,029,KPK0001140518,I,,POINT (94384.52800000086 426947.1469999999)
kruispunten_kenmerk.248,Pseudo kruispunt zonder voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,PAR.WEG,R,35.20500183,031,KPK0001140714,I,,POINT (177039.54199999943 580191.1330000013)
kruispunten_kenmerk.249,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,SYLSTERDYK,R,43.39300156,031,KPK0001140715,I,,POINT (178769.33159999922 579876.4428000003)
kruispunten_kenmerk.250,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,STELLINGENWEG,R,34.75400162,032,KPK0001140737,I,,POINT (198010.19519999996 544125.738499999)
kruispunten_kenmerk.251,Kruispunt met voorrangsregeling,N,N,N,Alle rijrichtingen toegestaan bij een gelijkvloerse kruising,,,STELLINGENWEG,R,35.3429985,032,KPK0001140738,I,,POINT (198015.14939999953 544137.2047000006)
kruispunten_kenmerk.252,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,TACHTIG BUNDERWEG,R,20.51099968,036,KPK0001141093,I,,POINT (238549.60130000114 499464.27010000125)
kruispunten_kenmerk.253,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OOSTERHESSELERWEG,R,18.92099953,037,KPK0001141105,I,,POINT (245849.3343999982 527071.9921999983)
kruispunten_kenmerk.254,Pseudo kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,PARALLELWEG              KRUISWEG,R,19.59399986,038,KPK0001141162,I,,POINT (99464.53159999847 433341.18250000104)
kruispunten_kenmerk.255,Pseudo kruispunt met voorrangsregeling,N,N,J,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,PARALLELWEG              KRUISWEG,R,19.59399986,038,KPK0001141163,I,,POINT (99480.87750000134 433338.07129999995)
kruispunten_kenmerk.256,Pseudo kruispunt met fysieke scheiding van de rijbanen,J,J,J,Rechtdoor met linksaf toegestaan (rechtsaf verbod) voor de rechter hoofdrijbaan (D6L),,,LANGE KERKDAM                  PAPEWEG,R,22.37599945,044,KPK0001141268,I,,POINT (87877.07950000092 461529.34490000084)
kruispunten_kenmerk.257,T-kruispunt met een linksafvak in de hoofdrijbaan,N,N,J,Alle rijrichtingen toegestaan bij een zijstraat,,,BS.PPL.'ZALKERBROEK',R,242.83700562,050,KPK0001142001,I,,POINT (194575.2325000018 502216.67240000144)
kruispunten_kenmerk.258,Niet indeelbaar,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor beide zijstraten (D4),,OVERSTEEKPLAATS,R,106.10600281,050,KPK0001142076,I,,POINT (161392.6121999994 397942.23600000143)
kruispunten_kenmerk.259,Kruispunt met voorrangsregeling,N,N,N,Alleen rechtdoor toegestaan EN keerverbod (borden D4 + F7),Alleen rechtdoor toegestaan of vanuit de zijweg geen verkeer mogelijk voor de rechter zijstraat (D4),,OVERSTEEKPLAATS DRIEHUIZEN,R,117.86699677,050,KPK0001142077,I,,POINT (167506.3317000009 405375.6169000007)
