OBJECTID,PUIC,REF_WISSEL_KRUISING_PUIC,REF_WISSEL_KRUISING_NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_T,OFFSET,OFFSET_T,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,OPC_GEBIED_NAAM,OPC_GEBIED_NR,TECHNIEKVELD,PGO_GEBIED_NAAM,BEHEERDER,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT,X,Y,Z,PGO_GEBIED_NR,GELDIG_VANAF,PUBLICATIEDATUM,PCA,IN_GEBRUIK,PRORAIL_GEBIED,LATITUDE,LONGITUDE,KM_GEOCODE
455,9bf97573-9ed1-4c40-afc4-e1b81652d49a,181b9eea-eef4-4411-85fb-6afb4c3c13c4,43,60,Bestaand,057,,57,057__,Eindhoven - Weert,Ehv-Wt,Eindhoven - Weert ,"11,175805",-0.427891,"-0,427891",Zuid,Z,Eindhoven,24,Baan,De Peel,ProRail,Oud Heeze,OHZE,PPLG,168046.53099999,376512.128,22.99599999,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.3776346,5.57458721,11.175805
456,91cbc75d-ce98-43e0-8f49-6dd9ce8d76b5,73b02e05-c156-42e1-9dd8-c0fa1df2c297,213B,60,Bestaand,036,,36,036__,Ede=Wageningen - Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"83,792520",2.360951,"2,360951",Noord-Oost,NO,Gelderse Vallei,29,Baan,Veluwe,ProRail,Wolfheze,WF,PPLG,182631.84,446492.922,33.85699999,430,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Oost,52.00611717,5.78963351,83.79252
457,fd36293a-b1aa-42bd-9232-52f1b1162de5,297759e7-bc0a-4f42-b175-ff00a70dc8ac,801,60,Bestaand,120,b,120,120_b,Lage Zwaluwe - Roosendaal,Rsd-Rsdbw2,Roosendaal - Roosendaal Borchwerf 2 ,"201,120222",-2.623235,"-2,623235",Zuid,Z,Roosendaal,19,Baan,Zeeland,Derden - Overig - Gemeente Roosendaal,Roosendaal,RSD,NCBG,92283.35899999,396974.17499999,5.13799999,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.55821429,4.48280521,201.120222
458,ef032f45-38d1-4e1f-ae77-c28794eb0829,78a1114b-a977-43d2-b3c3-fd65b333c5ca,1135,60,Bestaand,073,,73,073__,Den Helder - Heerhugowaard,Hdr-Zd,Den Helder - Zaandam ,"3,166787",0.267681,"0,267681",Randstad Noord,RN,Heerhugowaard,6,Baan,Hollands Noorderkwartier,ProRail,Den Helder Zuid,HDRZ,PPLG,113050.148,549874.56299999,1.606,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Noord-West,52.93430307,4.76328223,3.166787
459,b8f6e026-de22-43e4-a079-a8de1d1de73d,53cd1912-421a-41c4-8d8e-1ba54b2dbf81,3A,60,Bestaand,123,,123,123__,Breda - Tilburg,Bd-Ehv,Breda - Eindhoven ,"10,690640",-2.381831,"-2,381831",Zuid,Z,Breda,20,Baan,Brabant,ProRail,Gilze = Rijen,GZ,PPLG,122776.177,399590.266,10.08799999,330,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-West,51.58430338,4.92226113,10.69064
460,83578d61-f50b-4924-9d7a-339d42218385,b2bba3df-7002-41f1-a916-069f8062bf3b,1255,60,Bestaand,008,,8,008__,Leeuwarden - Stavoren,Lw-Stv,Leeuwarden - Stavoren ,"22,133403",0.840345,"0,840345",Noord-Oost,NO,Friesland,36,Baan,Wadden,ProRail,Sneek,SK,PPLG,172425.283,560393.05299999,1.215,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.03017038,5.64694409,22.133403
461,43571743-83b3-4d40-9bce-aee8c355a587,ee8072ea-58a4-44a5-9fb4-c05916bfe94e,940,60,Bestaand,087,,87,087__,Weesp Aansl. - Hilversum,Asd-Zp,Amsterdam Centraal - Zutphen ,"25,322501",-89.465351,"-89,465351",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,Derden - Overig - Railpro Crailoo,Crailoo Bovenbouwwerkplaats,CRS,NCBG,140124.418,473863.726,3.68199999,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.25261379,5.16935704,25.322501
462,aed13f71-f8cb-476f-b33f-9efc82860dd5,d085e80e-26be-4e5e-a3fd-d01556a53691,X0290,120,Bestaand,476,b,476,476_b,Rotterdam Europoort 2,Bottha-Botbh,Botlek Theemsweg Aansl. - Botlek Brittanniëhaven ,"201,858904",15.474946,"15,474946",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,Derden - Overig - Bertschi/ Broekman Distriport,"Rotterdam, Emplacement Botlek Theemsweg",BOTTH,NCBG,75638.801,434017.25199999,5.479,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.88901678,4.23436632,201.858904
463,f495caa5-b745-426b-b688-ea727e161f60,d085e80e-26be-4e5e-a3fd-d01556a53691,X0290,120,Bestaand,476,b,476,476_b,Rotterdam Europoort 2,Bottha-Botbh,Botlek Theemsweg Aansl. - Botlek Brittanniëhaven ,"201,896709",24.44889,"24,448890",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,Derden - Overig - Bertschi/ Broekman Distriport,"Rotterdam, Emplacement Botlek Theemsweg",BOTTH,NCBG,75635.66,434055.981,5.519,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.88936438,4.23431178,201.896709
464,f94efd99-ee5f-43b3-a4a2-e5a1e480f59c,553a6e81-611e-41d5-95b7-ca57efb6dae4,211,60,Bestaand,609,,609,609__,Zutphen,Ah-Zl,Arnhem - Zwolle ,"28,646549",-27.5213,"-27,521300",Noord-Oost,NO,IJsselstreek,31,Baan,Veluwe,ProRail,Zutphen,ZP,PPLG,210926.141,462998.196,10.15499999,430,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Oost,52.15232434,6.20438885,28.646549
465,f6cac24a-a22c-48c2-95aa-f0432b786c83,585545f5-87c7-4051-906b-9f4d98edaa17,5,60,Bestaand,020,,20,020__,Amersfoort Aansl. - Barneveld Noord,Asd-Zp,Amsterdam Centraal - Zutphen ,"60,339189",-1.756137,"-1,756137",Noord-Oost,NO,Gelderse Vallei,29,Baan,Veluwe,ProRail,Barneveld Aansl.,BNVA,PPLG,168796.484,463799.992,11.726,430,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Oost,52.16219046,5.58883794,60.339189
466,3aee2632-f7e9-4af2-bd54-5da1c8e5d18f,b496a03e-8d3c-47d5-8163-911515fb8143,1A,60,Bestaand,117,,117,117__,Lunetten - Geldermalsen,Ut-Btl,Utrecht Centraal - Boxtel ,"15,440543",-0.013741,"-0,013741",Randstad Noord,RN,Driebergen,15,Baan,Neerlands Midden,ProRail,Lekbrug Aansl.,LEK,PPLG,142675.486,442014.15,11.471,250,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Midden,51.96641373,5.20786715,15.440543
467,32504364-e5bc-406c-a669-ad00067237f7,c6c6c5a7-4465-49fa-a07a-98fc7fb75d8c,930,120,Bestaand,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek","7,118837",108.299067,"108,299067",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Waalhaven Zuid",WHZ,NCBG,89810.229,431876.052,3.926,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.87161313,4.44060182,7.118837
468,49a43f11-1530-4f8b-8f15-8df374d1026b,404e89b6-bc33-4a94-8377-37b608f3ec8f,2001,60,Bestaand,047,,47,047__,s Hertogenbosch - Nijmegen,Ht-Nm,s-Hertogenbosch - Nijmegen ,"24,152264",0.21969,"0,219690",Zuid,Z,Den Bosch,21,Baan,Betuwe,ProRail,'s Hertogenbosch,HT,PPLG,149543.241,412529.411,9.26299999,320,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Onbekend,Zuid-West,51.70150442,5.30826509,24.152264
469,96d83968-b984-4a38-b384-f19bb0c4d3e4,d21959a0-3a77-4d8b-a6f7-d90978a00628,1567,120,Bestaand,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,"1,761969",-68.943744,"-68,943744",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Maasvlakte West",MVTW,PPLG,61365.63199999,440007.58199999,5.399,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.94062932,4.02544795,1.761969
470,26f4ffa5-5bdb-4bd7-98ae-1ae92b4c5c7f,c2c1b9bf-a2c7-4dc0-805f-b8f47b67e238,959,60,Bestaand,474,a,474,474_a,Rotterdam Europoort 1,Erp-Erpelbw,"Rotterdam, Emplacement Europoort - Europoort Elbeweg ","101,147793",-0.099196,"-0,099196",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Europoort",ERP,NCBG,68756.27899999,439724.641,5.79499999,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.93928272,4.13297869,101.147793
471,97fc129f-183a-4742-a34d-20dcf722fd9e,f0653660-9492-4dec-a2f1-fbdc1cd579ed,355B,60,Bestaand,002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"51,404163",-0.433121,"-0,433121",Noord-Oost,NO,Groningen,37,Baan,Wadden,ProRail,Buitenpost,BP,PPLG,206005.613,585804.748,2.093,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.25636233,6.15147228,51.404163
472,5d8cf579-37de-4971-8522-062f729e9268,58a6ca62-1de1-4814-aa00-1c9ffae0a54a,931,60,Bestaand,027,,27,027__,Diemen - Duivendrecht,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,"147,493758",2.602182,"2,602182",Randstad Noord,RN,Duivendrecht,10,Baan,Amstelsepoort,ProRail,Diemen Zuid,DMNZ,PPLG,126574.747,483413.58799999,5.85799999,230,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Onbekend,Midden,52.33791063,4.97012643,147.493758
473,02fd6765-b7af-4d31-92b8-766e11133c31,2e49e248-a11a-498a-ad73-5a7fc7897c97,1671,120,Bestaand,479,a,479,479_a,Maasvlakte 2,Mvtnwa-Mvtyn,Maasvlakte Noordwesthoek Aansl. - Maasvlakte Yangtzehaven Noord ,"301,854588",4.537744,"4,537744",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,Maasvlakte Yangtzehaven Zuid,MVTYZ,PPLG,59579.514,440271.99699999,5.214,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.94270152,3.99940547,301.854588
474,a64a595e-1078-4b68-b8de-c7a474c8c1b1,7b3a43d1-274d-4057-9aef-1b49c74193ee,2007,60,Bestaand,047,,47,047__,s Hertogenbosch - Nijmegen,Ht-Nm,s-Hertogenbosch - Nijmegen ,"24,077976",0.300906,"0,300906",Zuid,Z,Den Bosch,21,Baan,Betuwe,ProRail,'s Hertogenbosch,HT,PPLG,149470.598,412544.668,9.281,320,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Onbekend,Zuid-West,51.70164085,5.30721402,24.077976
475,5b9b7e90-cd83-49ed-a573-94d83bf885c9,72141afd-7f11-40cd-bcb3-67668e56f729,2673,60,Bestaand,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,"31,622468",0.966381,"0,966381",Noord-Oost,NO,Gelderland,33,Baan,Veluwe,ProRail,Kampen Zuid,KPNZ,PPLG,188343.89499999,505175.70899999,1.548,430,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Oost,52.53321283,5.87861768,31.622468
476,cbe08c2d-e3e3-4985-bc94-8be16637d034,044a32e6-7cc2-4b4d-907d-6e32d2ff35b9,355A,60,Bestaand,002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"51,473139",-0.103971,"-0,103971",Noord-Oost,NO,Groningen,37,Baan,Wadden,ProRail,Buitenpost,BP,PPLG,206074.382,585804.881,1.963,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.25635696,6.15250264,51.473139
477,3acea43a-e8b2-4981-bdf3-e71fe67f92fb,67ba74f6-bfea-487f-a12e-5f3e7a5ac4b5,1311A,60,Bestaand,525,c,525,525_c,Amsterdam Singelgracht Aansl.,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,"180,625017",2.017424,"2,017424",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Singelgracht Aansl.,SGRA,PPLG,119595.333,489151.874,6.35599999,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.38907701,4.86711889,180.625017
478,9783da9f-d6ab-4972-a174-0e54d06aa651,512977fb-a430-445e-ab32-c8c3dacddeae,22,60,Bestaand,477,a,477,477_a,Rotterdam Europoort 3,Erp-Erpch,"Rotterdam, Emplacement Europoort - EUROCHEMIE ","100,315807",4.095033,"4,095033",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,Strukton Rail Short Line,"Rotterdam, Emplacement Europoort",ERP,NCBG,72684.334,437081.025,5.972,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.91612088,4.19072458,100.315807
479,b4a1083f-8957-4034-be53-6bb48a6fc7b6,0a01e1b6-f2d6-440e-b599-66815438a655,910,60,Bestaand,035,,35,035__,Lunetten - De Haar Aansl.,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"52,006680",7.828617,"7,828617",Randstad Noord,RN,Maarn,16,Baan,Eemland,ProRail,Maarn Goederenemplacement,MRG_WEST,NCBG,151760.51199999,453070.791,14.895,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.06591949,5.33996005,52.00668
480,468581bb-bd16-4a54-aa86-74399957758f,d2f98a79-6f35-4e12-bd72-5caa1f25c04f,157B,60,Bestaand,543,c,543,543_c,Hengelo,Zp-Esg,Zutphen - Enschede Grens ,"44,991275",20.786952,"20,786952",Noord-Oost,NO,Twente,32,Baan,Twente,ProRail,Hengelo,HGL,PPLG,250901.00399999,475799.662,21.75499999,410,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Oost,52.26186057,6.79198671,44.991275
481,b300b4fb-d512-4f21-8b95-d7a5ac437518,a81ecdd6-0165-46fd-abdf-78aaf61d2e23,933,60,Bestaand,027,,27,027__,Diemen - Duivendrecht,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,"147,678988",2.64994,"2,649940",Randstad Noord,RN,Duivendrecht,10,Baan,Amstelsepoort,ProRail,Diemen Zuid,DMNZ,PPLG,126448.451,483278.356,6.703,230,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Onbekend,Midden,52.3366887,4.96828484,147.678988
482,4ced28cb-1306-4a5d-b2b2-2058f60423a9,5cfa040e-43e1-4fd0-9490-334d1d59ba04,901,60,Bestaand,503,c,503,503_c,Deventer,Ah-Zl,Arnhem - Zwolle ,"43,046966",-15.570423,"-15,570423",Noord-Oost,NO,IJsselstreek,31,Baan,Veluwe,ProRail,Deventer,DV,NCBG,208325.179,474435.444,10.403,430,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Onbekend,Oost,52.25537002,6.16818725,43.046966
483,afb08f3a-3797-46c4-8e20-1cae317f9041,8e5318c2-e457-4306-8f64-4005d46ffd37,2323,60,Bestaand,531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"33,707073",-1.892608,"-1,892608",Randstad Noord,RN,Utrecht,13,Baan,Neerlands Midden,ProRail,Utrecht Centraal,UT,PPLG,135104.03599999,456751.09299999,3.13399999,250,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.09865,5.09683879,33.707073
484,2a1dab54-7c3f-46f9-80c0-f64b9ce4f7cf,3a0d5b83-205c-493a-9431-ea39ff9facc0,1213A,120,Bestaand,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte","33,772256",-3.493568,"-3,493568",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,Europoort West,ERPW,PPLG,67679.60199999,439792.538,11.214,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.93972482,4.1173071,33.772256
485,8b01b547-9be1-4fb2-9e2c-d1a65384032c,3d43e445-c6b8-4df0-8133-225eb6db32c2,271A,60,Bestaand,502,b,502,502_b,Meppel,Zl-Lw,Zwolle - Leeuwarden ,"101,050283",-1.538176,"-1,538176",Noord-Oost,NO,Drenthe,35,Baan,Drenthe,ProRail,Meppel,MP,PPLG,209855.57699999,523283.677,2.39199999,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.69420148,6.19861863,101.050283
486,8923d00e-741a-4109-8615-f9830c21ee3e,9f1c5eb4-4c21-4057-8412-f132867368b4,926,60,Bestaand,543,c,543,543_c,Hengelo,Zp-Esg,Zutphen - Enschede Grens ,"45,607836",-24.938766,"-24,938766",Noord-Oost,NO,Twente,32,Baan,Twente,ProRail,Hengelo Tractieterrein,HGL_Tractie,NCBG,251524.206,475709.543,21.512,410,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Oost,52.26094191,6.80108716,45.607836
487,19c140df-457f-4e20-b8b0-44e916360da2,26af9c3a-1fc9-473b-935e-59b56ed51f09,45B,60,Bestaand,517,b,517,517_b,Venlo,Mt-Vl,Maastricht - Venlo ,"69,193711",-31.852429,"-31,852429",Zuid,Z,Venlo,27,Baan,De Peel,ProRail,Venlo,VL,PPLG,209970.562,374781.738,21.28999999,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.35955725,6.17643953,69.193711
488,3dce89e3-286f-4ff6-99ce-e369ccded0cb,d416d6b7-c28d-4239-b5c0-5461ec697bf9,393,60,Bestaand,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,"55,185402",14.730564,"14,730564",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Coevorden,CO,PPLG,246250.12899999,520240.11499999,11.007,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,52.66196574,6.73600436,55.185402
489,61d2649c-fa48-4f37-a8b0-bd1595c00af1,1f3706f9-374e-4981-ab0c-38728fa264c5,327,60,Bestaand,555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"84,219848",-24.408353,"-24,408353",Randstad Zuid,RZ,Rotterdam,3,Baan,Rotterdam,ProRail,Rotterdam Centraal,RTD,PPLG,92135.066,437892.76799999,3.40799999,120,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Zuid,51.92595455,4.47325739,84.219848
490,6e127496-aee4-43d0-83f4-339e64e2e4db,452bde4e-58d9-47ff-b692-d14a19572e88,31B,60,Bestaand,520,b,520,520_b,Maastricht,Fvs-Mt,Visé (B) - Maastricht ,"27,921705",0.375845,"0,375845",Zuid,Z,Maastricht,26,Baan,Limburg,ProRail,Maastricht Randwyck,MTR,PPLG,177838.266,317135.86099999,48.6,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,50.84361089,5.71143752,27.921705
491,5b9ee2c4-75a4-4805-a1ff-172022db329c,76920163-1d1b-43ac-a9b3-093841ece476,976,60,Bestaand,564,b,564,564_b,Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,"23,950003",23.081405,"23,081405",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Kleine Binckhorst,BKHK,NCBG,83187.57099999,454444.54499999,0.482,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.07362113,4.33972652,23.950003
492,9576e6ff-149e-408c-befa-0c257d88d62f,184a225a-4576-4671-9bac-b799fd81cd81,943,60,Bestaand,817,a,817,817_a,Vlissingen Sloehaven,Sloe-Vck,Sloehaven Emplacement - Van Citterskanaal ,"114,355749",90.738974,"90,738974",Zuid,Z,Goes,18,Baan,Zeeland,ProRail,Sloehaven Emplacement,SLOE_525-571,NCBG,40465.50499999,386083.59899999,2.95,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.45218748,3.73935401,114.355749
493,0b2d4775-ec59-49d2-83ae-caeef0bbc1f7,e4615889-cc72-4bdd-b79c-d6cfcf4c1034,5B,60,Bestaand,117,,117,117__,Lunetten - Geldermalsen,Ut-Btl,Utrecht Centraal - Boxtel ,"17,569151",0.141578,"0,141578",Zuid,Z,Geldermalsen,22,Baan,Betuwe,ProRail,Lekbrug Aansl.,LEK,PPLG,143761.946,440183.118,7.357,320,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Onbekend,Zuid-West,51.94997907,5.22373611,17.569151
494,d21f1ea2-dfe5-412e-b2b1-fee74da78783,b612e2c0-776b-404b-9e86-37b82a6b28f9,974,60,Bestaand,610,,610,610__,Dieren,Ah-Zl,Arnhem - Zwolle ,"14,430829",-14.94119,"-14,941190",Noord-Oost,NO,Achterhoek,30,Baan,Gelre,ProRail,Dieren,DR,NCBG,204149.723,451044.293,16.768,400,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Oost,52.04553362,6.10365615,14.430829
495,f319ee5e-6fca-4d15-a63d-d4853c03e402,64b398d9-6453-4ab9-a36b-52225dd08509,812,60,Bestaand,520,a,520,520_a,Maastricht,Mt-Vl,Maastricht - Venlo ,"1,024766",-75.862416,"-75,862416",Zuid,Z,Maastricht,26,Baan,Limburg,Derden - Overig - NS Onderhoud & Service (onder voorbehoud),Maastricht Lijnwerkplaats,MTWPL,NCBG,177232.36799999,318614.461,47.146,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,50.85692544,5.70292612,1.024766
496,5ba9fa96-ef48-4671-9881-06f1505ec45c,8220833e-d58e-4ff3-8e74-1c7aadb41468,3,60,Bestaand,817,a,817,817_a,Vlissingen Sloehaven,Sloe-Vck,Sloehaven Emplacement - Van Citterskanaal ,"120,899845",-4.83178,"-4,831780",Zuid,Z,Goes,18,Baan,Zeeland,Derden - Overig - Invista Polyester,Sloehaven Emplacement,SLOE_523-524,NCBG,36639.519,385962.815,4.932,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.45031202,3.6843718,120.899845
497,edc7fc4a-53cd-477a-8fcb-6d1692bd687d,1963b7fd-f5ea-417e-b8b0-baf3779b1c25,37,60,Bestaand,514,a,514,514_a,Nijmegen,Ah-Vl,Arnhem - Venlo ,"17,486345",-1.441747,"-1,441747",Noord-Oost,NO,Maas en Waal,28,Baan,Gelre,ProRail,Nijmegen,NM,PPLG,186977.738,427965.62199999,23.751,400,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Oost,51.83935992,5.85120127,17.486345
498,2c31a427-9900-4509-a044-6e693e6d48eb,7e02d2ad-449e-4b5a-a841-a97233222f0e,255,60,Bestaand,516,a,516,516_a,Blerick,Vl-Ehv,Venlo - Eindhoven ,"1,084670",3.161972,"3,161972",Zuid,Z,Venlo,27,Baan,De Peel,ProRail,Blerick,BR,PPLG,208679.26199999,376017.465,22.262,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.37078811,6.15808875,1.08467
499,3b8445be-7653-4d02-a8d1-18811620ebf0,9f31d91d-d3cb-46bc-826a-fde10d785a1a,4455,60,Bestaand,155,b,155,155_b,Meteren Aansl. - Ressen = Bemmel,Brech-Brzv,Betuweroute Echteld - Betuweroute Zevenaar ,"88,200587",-9.363248,"-9,363248",Randstad Zuid,RZ,A15trace,71,Baan,Zee-Zevenaar,ProRail,Betuweroute Valburg,BRVAL,PPLG,185300.92199999,434165.287,9.516,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.89517687,5.82741645,88.200587
500,f7d6cf8b-02a2-4679-9187-bdca9952b57f,84aa4500-ffc9-4267-9c0d-bc807921f9b2,1251B,60,Bestaand,617,a,617,617_a,Boxtel,Bd-Ehv,Breda - Eindhoven ,"42,291459",7.973654,"7,973654",Zuid,Z,Boxtel,23,Baan,Brabant,ProRail,Liempde,LPE,PPLG,151907.50399999,396853.86599999,10.529,330,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-West,51.56062216,5.3426039,42.291459
501,4bd63419-bb67-40d6-98d2-379f822c5440,969dd74e-b16d-4494-927f-f87258fccb3e,427A,60,Bestaand,564,b,564,564_b,Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,"23,519533",-4.572894,"-4,572894",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Den Haag Binckhorst,BKH,PPLG,83541.558,454197.08199999,0.544,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.071443,4.34494086,23.519533
502,07d49fa2-6802-4b4c-82c9-c48d44488779,7bd21e53-1635-48f6-8bb1-c9f5a247bddf,3025,60,Bestaand,927,,927,927__,Watergraafsmeer,Wgm-Dmn,Watergraafsmeer - Diemen ,"905,095289",114.191882,"114,191882",Randstad Noord,RN,Weesp,11,Baan,Amstelsepoort,ProRail,Watergraafsmeer,WGM,NCBG,125050.655,485178.71899999,2.314,230,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Midden,52.3536936,4.9476074,905.095289
