OBJECTID,PUIC,REF_WISSEL_KRUISING_PUIC,REF_WISSEL_KRUISING_NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_T,OFFSET,OFFSET_T,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,OPC_GEBIED_NAAM,OPC_GEBIED_NR,TECHNIEKVELD,PGO_GEBIED_NAAM,BEHEERDER,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT,X,Y,Z,PGO_GEBIED_NR,GELDIG_VANAF,PUBLICATIEDATUM,PCA,IN_GEBRUIK,PRORAIL_GEBIED,LATITUDE,LONGITUDE,KM_GEOCODE
49,91900039-61ff-48ce-aac9-31e83a3f96a2,905bb049-e34f-4897-8a48-f66891bc49bc,4379,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,990646",28.47363,"28,473630",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,202939.69,502040.45,2.00999999,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.5039516,6.09326081,2.990646
50,f8f8d16e-c901-43d9-b846-7897beb047d9,cfc44b6e-3311-4e4c-8d09-de9b31902ae7,4137,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"1,727717",0.21929,"0,219290",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,201935.882,502036.212,1.821,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.50400063,6.07847726,1.727717
51,39ada779-8018-43f0-86a1-17e8b723a169,a62f52c4-a828-40f2-838c-42a67f77f309,4363,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"3,167322",-20.784206,"-20,784206",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,203118.071,501997.031,2.02899999,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.50354574,6.09588154,3.167322
52,54744c99-df87-4d6a-8b84-b7dd35403ffb,8058831b-d7d4-4771-9fc1-55ec50b119ef,4243,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,432594",-8.478444,"-8,478444",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,202477.087,502350.65299999,1.832,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.50677969,6.08649226,2.432594
53,96b4c308-97c1-4666-90a5-6298b774b06d,9a73a3ca-77f7-4f8b-acf6-6c148001b330,4445,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"3,463315",-19.975209,"-19,975209",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,203365.83199999,501837.193,2.105,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.50208745,6.09950707,3.463315
54,0f995692-d049-481c-bc8b-7d9cdb042b01,d4910800-f3da-4ab0-a71f-4e9db543fe42,901,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"4,040917",27.059171,"27,059171",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL_NEDTRAIN,NCBG,203835.787,501496.075,2.04,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.49898013,6.10637781,4.040917
55,ea3f6482-55d3-45b5-82bf-fbaea6cd2662,5ca151e0-bd7d-4179-a835-37cf8803d0c1,4121,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"1,368863",20.465666,"20,465666",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle Rangeerterrein,ZLR,NCBG,201873.673,501683.071,1.836,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.50083238,6.0775115,1.368863
56,b5a1f220-858c-47ed-bca8-622ac9b16fb4,d1619122-b766-476b-b867-09df1516dea3,4443,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"3,514839",-19.054208,"-19,054208",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,203409.234,501810.222,2.15099999,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.50184123,6.10014231,3.514839
57,4bcb2f85-9335-46ec-ab7c-74ea959aeb16,2c620bae-862e-4b99-b1c9-d34f3bbfbf57,921,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"3,126541",28.958747,"28,958747",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL_NEDTRAIN,NCBG,203058.625,501974.95899999,2.044,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.50335261,6.09500292,3.126541
58,3ca64260-cb69-42b9-af2d-14c781ff7dd3,cfe81fdc-ed60-4682-8a2e-a885e68477f2,908,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"3,208948",19.542617,"19,542617",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL_NEDTRAIN,NCBG,203130.344,501941.802,2.06,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.50304833,6.09605431,3.208948
59,788509f3-18e6-4ae3-8114-8addfe2d19da,72110e9c-03f0-4706-96c2-0d097fff6e44,916,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"3,300000",43.142301,"43,142301",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL_NEDTRAIN,NCBG,203191.068,501871.074,2.03699999,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.50240736,6.09693835,3.3
60,47d74691-bf44-4ccf-83c7-42d5acc6eca3,6a08cfe0-223c-4158-8273-4ba825779919,4225,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,400599",-0.37273,"-0,372730",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,202444.532,502356.72499999,1.883,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.50683709,6.08601366,2.400599
61,584774f6-414a-41e5-963f-69e3b1a7f43c,a18ed982-8b73-4f32-9f7a-8a1b938ae0e9,4045,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"0,742814",-19.57655,"-19,576550",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle Rangeerterrein,ZLR,NCBG,201652.54999999,501086.722,1.817,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.49549203,6.07417192,0.742814
62,90991c02-f953-4b13-b47a-828ae3e07723,a3759a89-5bea-40a9-bc5c-26953ac23c8e,4125,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"1,433289",24.080864,"24,080864",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle Rangeerterrein,ZLR,NCBG,201889.071,501744.994,1.837,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.50138754,6.07774695,1.433289
63,59ed505c-4b2a-4701-9b99-f327d8a75525,7d9ef463-66a9-4b17-9cdf-b8d45b0bb18f,4083,60,Bestaand,604,a,604,604_a,Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,"47,386226",0.490832,"0,490832",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,201701.391,501303.08199999,1.862,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.49743224,6.07492133,47.386226
64,1a9efdd7-4306-4c91-bee0-78f30375f823,cb7bcc56-5768-4257-8626-f711b6e7c35d,4075,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"1,115943",-8.790594,"-8,790594",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle Rangeerterrein,ZLR,NCBG,201779.709,501445.15299999,1.869,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.49870231,6.07609445,1.115943
65,0eac1f46-0a38-4174-be5b-2b432c945b06,cb39a587-6008-4eac-99ff-dd7448deb7a5,905,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"3,478758",14.6172,"14,617200",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL_NEDTRAIN,NCBG,203361.12599999,501799.62599999,1.957,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.50175026,6.09943233,3.478758
66,f0fce730-e637-481c-be2c-793dcdb99521,e73a6e18-edb7-49e0-a5c4-fee2f5057432,4265,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,640823",9.846384,"9,846384",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,202647.88399999,502234.88299999,1.86,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.50572444,6.08899119,2.640823
67,2621a6e9-b03d-4241-8c4f-c3aa73e0a008,8c276704-3160-4095-b919-2f1f55a79d82,4113,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"1,465895",15.244196,"15,244196",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle Rangeerterrein,ZLR,NCBG,201887.14199999,501778.7,1.865,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.50169062,6.07772328,1.465895
68,26b1b44d-a391-4666-b7b7-cbbfbb7d1556,4b5c7d2f-6334-48bd-9823-5b7af7756166,4093,60,Bestaand,604,a,604,604_a,Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,"47,550412",-0.09851,"-0,098510",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,201749.18799999,501460.443,1.813,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.49884233,6.07564717,47.550412
69,cedb11ff-7f6e-467f-8811-2093048d3ae7,17bec902-3400-4d8a-9ebf-5ab13af118fc,4261,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,605974",32.790695,"32,790695",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,202605.888,502232.699,1.942,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.50570847,6.08837239,2.605974
70,685fdf3e-c555-424e-b277-94412c31ac72,8468fb80-1f77-40e5-b59a-1ce010cf52c4,4479,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"3,809210",-0.164832,"-0,164832",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,203653.568,501642.663,2.29899999,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.50031373,6.10371597,3.80921
71,4fb85659-6b01-4853-8e42-fb26e65ea86b,abc169bc-46b1-48f3-8ccd-12fdc474b010,915,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"3,288813",30.642574,"30,642574",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL_NEDTRAIN,NCBG,203188.877,501887.791,2.00199999,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.50255779,6.0969085,3.288813
72,76b5d672-3796-4918-852b-6441c8425ef3,2e9f4cc7-3788-4674-8ade-b72e5b4a2033,4371,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"3,184163",-2.073693,"-2,073693",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,203122.228,501972.606,2.00499999,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.50332587,6.09593923,3.184163
73,b12cc5c5-e9c3-442d-830f-f4b698c1455b,cf277ec2-224c-4699-9c6b-54556f9ca86c,4085,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"1,067694",-36.089815,"-36,089815",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,201741.435,501403.05099999,1.835,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.49832722,6.07552497,1.067694
74,a139dd70-de8b-4462-a6af-74ab7a9ba84f,0ae28841-8582-4103-bd02-213a0e485ccd,4277,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,630486",-8.077019,"-8,077019",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,202647.825,502255.63199999,1.952,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.50591091,6.08899329,2.630486
75,f0bcabfe-76d7-49ee-a422-4ca664a67a0b,5b6178de-a70b-49b9-a454-5148dd121ba9,4263,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,575606",8.268446,"8,268446",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,202592.733,502269.39,1.88399999,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.50603935,6.08818388,2.575606
76,ec854a5c-8ef4-4ff6-9efb-dca651f63fd0,c04e227c-1376-45e4-a0b1-f5f9e2675547,4447,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"3,600697",-22.098231,"-22,098231",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,203485.679,501769.418,2.26399999,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.50146776,6.10126212,3.600697
77,affc7cca-650d-426d-8914-8f85db6e5b38,d062cfae-6480-447b-8684-5c25a3d71f92,4073,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"0,917409",-9.945032,"-9,945032",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle Rangeerterrein,ZLR,NCBG,201728.473,501251.21799999,1.821,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.49696384,6.07531284,0.917409
78,e54fb421-fcc1-463c-bc3a-172aee8e207c,22545c7f-de3e-4ce6-b977-eb18499903b3,4117,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"1,291812",2.753289,"2,753289",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle Rangeerterrein,ZLR,NCBG,201842.306,501609.31699999,1.833,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.50017226,6.07703924,1.291812
79,cfedabd4-8a61-4f0a-b843-211b77f32a4c,ed15c456-67e0-46fd-9000-7947ad7ab29c,4123,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"1,374863",30.551133,"30,551133",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle Rangeerterrein,ZLR,NCBG,201884.616,501687.38,1.842,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.50087016,6.07767325,1.374863
80,fab9bf50-2b22-4376-8e5d-96e67a216378,36e91324-0e8a-4921-b01a-48feaed44ef9,4221,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,323919",-14.926171,"-14,926171",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,202370.499,502385.60499999,1.923,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.50710305,6.08492742,2.323919
81,f7fedd95-b820-4d25-ae83-13dbbb4317a4,6029d273-54bd-42e9-b8c2-c6926a77168e,4119,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"1,332531",11.905753,"11,905753",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle Rangeerterrein,ZLR,NCBG,201859.20499999,501648.34,1.846,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.5005215,6.07729357,1.332531
82,647e03b8-f361-430a-a336-f7e846b7d641,9cc99c42-9882-4c93-8a75-c41a83627ba3,4233,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,429937",4.361079,"4,361079",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,202469.293,502340.107,1.943,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.5066856,6.08637597,2.429937
83,ad10a893-9ef3-4b79-8efa-718a9742022e,e6ec5b6b-2d93-44a9-bb86-751443fb30c7,918,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"3,125076",33.576655,"33,576655",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL_NEDTRAIN,NCBG,203055.019,501971.74699999,2.05399999,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.50332406,6.09494935,3.125076
84,2fd49451-1a6a-4091-8fca-84abd3049561,db3bb250-babc-4478-aa30-06033ed34463,153A,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"3,397405",-13.781799,"-13,781799",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,203306.58799999,501865.777,2.015,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.50234957,6.09863877,3.397405
85,9069f60b-efe9-4fc4-a664-ba84ca63ec2b,384f047e-1b96-4605-b3e9-352605426d0c,4227,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,431255",-0.124736,"-0,124736",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,202472.371,502343.628,1.934,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.50671697,6.08642181,2.431255
86,641fe87e-2a0a-402a-8296-f64570e5ce14,183c00a1-f3c7-474d-8304-cefa65b80510,4367,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"3,208312",-13.015895,"-13,015895",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,203148.35699999,501968.93099999,1.979,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.50329054,6.0963235,3.208312
87,acd9d37a-f231-47bd-a947-ef094bb897ce,601d8fcc-1f63-432e-9916-8528c9918a53,922,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"3,081518",33.37152,"33,371520",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL_NEDTRAIN,NCBG,203019.62,501992.24099999,2.08599999,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.50351135,6.09443099,3.081518
88,26f71120-7d12-4946-8b40-7120d3d5b39b,00aa35d2-d32d-42ea-951e-893b44178839,4383,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,955012",41.29806,"41,298060",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,202903.733,502046.798,1.972,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.5040118,6.09273219,2.955012
89,57a2806d-f865-4ec2-8bdd-ddef6c2dc148,48dc17ed-bde9-4519-a15b-a5b1a0fbda1e,4077,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"1,154535",-12.463397,"-12,463397",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle Rangeerterrein,ZLR,NCBG,201787.553,501482.93099999,1.826,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.49904114,6.07621525,1.154535
90,72c852d9-b6cd-4cc3-8ff4-f6200e76ed28,0331b89a-9d92-4585-bf20-a8e912ccd774,4381,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,967033",42.281083,"42,281083",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,202913.163,502040.085,1.951,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.50395065,6.0928701,2.967033
91,2b771da6-7553-4b0a-8bd7-2f92dec7b86f,8b21ee89-b40a-4476-871b-be9ae7e87dc8,4049,60,Bestaand,926,,926,926__,Zwolle Rangeerterrein,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"0,825854",-20.33188,"-20,331880",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle Rangeerterrein,ZLR,NCBG,201685.508,501166.69,1.88399999,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.49620787,6.07466838,0.825854
92,77c85b4c-309d-4851-9e54-a9d2369137d1,740a1479-5fbf-44b5-baca-3b05e1f99840,4255,60,Bestaand,603,a,603,603_a,Zwolle,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,"2,580357",0.918633,"0,918633",Noord-Oost,NO,Overijssel,34,Baan,Drenthe,ProRail,Zwolle,ZL,PPLG,202600.488,502273.24699999,1.917,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Noord,52.50607333,6.08829864,2.580357
93,ff6a440f-bddd-4aba-a270-5b30f5e29bc7,f17b7a59-ba2b-4651-acd9-4e17b9bf3c7d,1231,60,Bestaand,008,,8,008__,Leeuwarden - Stavoren,Lw-Stv,Leeuwarden - Stavoren ,"20,565225",1.964942,"1,964942",Noord-Oost,NO,Friesland,36,Baan,Wadden,ProRail,Sneek Noord,SKND,PPLG,173483.932,561515.78799999,1.42399999,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.04022395,5.66278778,20.565225
94,34f9682c-42d6-4f9f-817d-162c1799ba12,9bf33eea-b40e-4fd8-96bb-e9ea3f864f6e,1221,60,Bestaand,008,,8,008__,Leeuwarden - Stavoren,Lw-Stv,Leeuwarden - Stavoren ,"10,181084",0.245452,"0,245452",Noord-Oost,NO,Friesland,36,Baan,Wadden,ProRail,Mantgum,MG,PPLG,176784.56,571371.61699999,1.582,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.12866299,5.71265988,10.181084
95,2c92cd3f-6d79-48ee-bf62-09aa20191d6b,a0f0ccda-47ee-4e94-b8ac-61066f1b4a8c,1107,60,Bestaand,001,a,1,001_a,Harlingen Haven - Leeuwarden,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"1,307254",0.126724,"0,126724",Noord-Oost,NO,Friesland,36,Baan,Wadden,ProRail,Harlingen,HLG,PPLG,157757.04699999,575984.657,1.155,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.17054986,5.42843559,1.307254
96,e80afa7c-c4c8-491d-9d74-0cc81d5d7d65,11db0b51-e95b-41bb-b749-7db0f105eb74,1215,60,Bestaand,008,,8,008__,Leeuwarden - Stavoren,Lw-Stv,Leeuwarden - Stavoren ,"9,581632",-0.018357,"-0,018357",Noord-Oost,NO,Friesland,36,Baan,Wadden,ProRail,Mantgum,MG,PPLG,176974.427,571940.018,1.611,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.13376273,5.7155351,9.581632
97,74f2b454-bed4-4303-97f0-54cff9cabec9,a70f7eb2-3fd9-481d-a6e2-230d2b4c05cc,1103,60,Bestaand,001,a,1,001_a,Harlingen Haven - Leeuwarden,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"1,003524",0.644794,"0,644794",Noord-Oost,NO,Friesland,36,Baan,Wadden,ProRail,Harlingen,HLG,PPLG,157454.28599999,575962.35699999,1.38599999,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.17035096,5.42390794,1.003524
