Ministerie;Handelsnaam;4000 - Diensten en middelen overig;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;Eindtotaal
BZK;Wingelaar B.V.;1;;;;;;;;;;1
BZK;WMF Nederland B.V.;;1;;;;;;;;;1
BZK;Worldwide Vision;;;;1;;;;;1;;1
BZK;Wouters Vis;;1;;;;;;;;;1
BZK;Xerox (Nederland) B.V.;1;;;;3;5;;;5;;6
BZK;XS4ALL Internet B.V.;;;;;;;;;1;;1
BZK;Yoghurt Barn N2 B.V.;;1;;;;;;;;;1
BZK;You Name It !;1;;;;;;;;;;1
BZK;Zaadhof's Cartonnage Fabrieken B.V.;;;;;;1;;;;;1
BZK;Ziggo B.V.;;1;;;;;;;;;1
BZK;Zwols ontbijt;;1;;;;;;;;;1
DEF;!pet handel B.V.;;;;;;;;;1;;1
DEF;123Accu B.V.;1;;;;;;;1;;;1
DEF;2Hills Ecommerce;2;;;;;;;;;;2
DEF;3id B.V.;1;;;;;;;;;;1
DEF;3K Horeca B.V.;1;;;;;;;;;;1
DEF;A. Dubois & Zonen V.O.F.;1;;;;;;;;;;1
DEF;A. van Helden Relatiegeschenken B.V.;1;1;;;;;;;;;1
DEF;A.J. Steenkist-Rooijmans B.V.;1;;;;;;;;;;1
DEF;A.M.S. Firma A. Vos & Zoons;1;;;;;;;;;;1
DEF;A.P. van Leur Renovatiewerken B.V.;1;;;;;;;;;;1
DEF;A1-City B.V.;1;1;;;;;;;;;1
DEF;Aannemersbedrijf B. de Nijs-Soffers B.V.;1;;;;;;;;;;1
DEF;Aannemingsbedrijf A. Schuuring B.V.;1;;;;;;;2;;;2
DEF;Aannemingsbedrijf Tatenhove B.V.;;;;;;;2;;;;2
DEF;AAP Klimsportspecialist B.V.;;;;;;;;;1;;1
DEF;Aar Aircr. Comp. Serv. Aar Internat. Incorp.;;;;;;;;;;1;1
DEF;Aata International B.V.;;;;;;;;;1;;1
DEF;Abiom Communication Systems (A.C.S.) B.V.;5;;;;;;;;3;;6
DEF;Abiom Fleet Systems B.V.;2;;;;;;;;;;2
DEF;ABN AMRO Bank;1;;;;;;;;;;1
DEF;ABN AMRO Bank N.V.;1;;;;;;;;;;1
DEF;Aboma;1;;;;;;;;;;1
DEF;Abtronix B.V.;4;;;;;;;;;;4
DEF;Abus Kraansystemen B.V.;1;;;;;;;;;;1
DEF;Accell Nederland;1;;;;;;;;;;1
DEF;ACCO Brands Benelux B.V.;1;;;;;;;;1;;1
DEF;Accres Apeldoorn B.V.;2;;;;;;;;;;2
DEF;Ace Paintball B.V.;1;;;;;;;;;;1
DEF;Acousoft Informatisering;1;;;;;;;;;;1
DEF;Acoutronics B.V.;1;;;;;;;;;;1
DEF;ACP Identificatiesystemen B.V.;;;;;;;;;1;;1
DEF;Acryflex B.V.;;;;;;;;;1;;1
DEF;ACTA Dental Education B.V.;1;;;;;;;;;;1
DEF;Actio Advocaten en Juristen B.V.;;;;;;;;;;4;4
DEF;Ad Ballon Ballonvaarten B.V.;1;;;;;;;;;;1
DEF;AD Caribbean B.V.;;;;;;;;;;1;1
DEF;AD NieuwsMedia B.V.;1;;;;;;;;;;1
DEF;ADDED PHARMA B.V.;;;;;;;;;;1;1
DEF;Add-Mission B.V.;2;;;;;;;;1;1;2
DEF;Adecco Detachering B.V.;2;;;;;;;;;1;2
DEF;Adecco Personeelsdiensten B.V.;2;1;;;;;;;;2;3
DEF;Adfo Groep B.V.;1;;;;;;;;;;1
DEF;Adinco B.V.;;;;;;;;;1;;1
DEF;Adm. Foodpackage B.V.;1;;;;;;;;;;1
DEF;ADO Hospitality & Events B.V.;3;;;;;;;;;;3
DEF;Adola B.V.;1;;;;;;;;;;1
DEF;Adprosign;;;;;;;;;1;;1
DEF;Adriaanse Vastgoed B.V.;1;;;;;;;;;;1
DEF;AD-S&Co B.V.;1;;;;;;;;2;;2
DEF;Advanced Travel Partners Nederland B.V.;;;;;;;;;;1;1
DEF;Advisafe Risk Management B.V.;2;;;;;;;;;;2
DEF;Advocatenkantoor Jacobs B.V.;;;;;;;;;;2;2
DEF;Aebi Schmidt Nederland B.V.;3;;;;;;;;;;3
DEF;AEC Air Support B.V.;3;;;;;;;;;;3
DEF;AEDcompany.nl;1;;;;;;;;;;1
DEF;AEG Power Solutions B.V.;1;;;;;;;;1;;1
DEF;Aero Ind. afzuig- en filterinstallaties B.V.;;;;;;;;;1;;1
DEF;Aero Marche B.V.;5;;;;;;;;;;5
DEF;Aerospace Competence Center B.V.;1;;;;;;;;;;1
DEF;Aeroworks Composites B.V.;1;;;;;;;;;;1
DEF;AG Connect B.V.;1;;;;;;;;;;1
DEF;Agfa-Gevaert B.V.;2;;;;;;;;;;2
DEF;AGVE;1;;;;;;;;;1;1
DEF;Ahoy Rotterdam N.V.;;;;;;;;;2;;2
DEF;Ahrend Nederland B.V.;;;;;;;;1;;;1
DEF;AIM Nederland B.V.;1;;;;;;;;;;1
DEF;Air Center Best B.V.;;;;;;;;;1;;1
DEF;Air Group B.V.;1;;;;;;;;;;1
DEF;Air Liquide B.V.;1;;;;;;;;;;1
DEF;Air Products Nederland B.V.;2;;;;;;;;;1;2
DEF;Aircorent B.V.;1;;;;;;;;;;1
DEF;Aircr. Develop. and Systems Engineering B.V.;1;;;;;;;;;;1
DEF;Airport Medical Services C.V.;1;;;;;;;;;;1
DEF;AIR-serv Netherlands B.V.;1;;;;;;;;;;1
DEF;AKB Longs B.V.;;;;;;;;;1;;1
DEF;Akse Media B.V.;1;;;;;;;;;;1
DEF;Albron Nederland B.V.;1;;;;;;;;;;1
DEF;Albyco Nederland B.V.;1;;;;;;;1;2;;2
DEF;Alert Teleservices B.V.;1;;;;;;;;;;1
DEF;Alewijnse Marine Nijmegen B.V.;1;;;;;;;;;;1
DEF;Alewijnse Marine Rotterdam B.V.;1;;;;;;;;;;1
DEF;Alfa Laval Benelux B.V.;;;;;;;;;;1;1
DEF;Alfatech;1;;;;;;;;;;1
DEF;Algemene Brandstoffen Compagnie Tilburg B.V.;1;;;;;;;;;;1
DEF;Algemene Verpakkingsindustrie B.V.;;;;;;;;;1;;1
DEF;All Areas Rental & Sales B.V.;;;;;;;;1;;;1
DEF;All In Verhuur B.V.;;1;;;;;;;1;;1
DEF;All Music Publishing B.V.;1;;;;;;;;;;1
DEF;All Pensions Group;1;;;;;;;;;;1
DEF;Allekabels B.V.;1;;;;;;;;1;;1
DEF;Allers;1;;;;;;;;;;1
DEF;Allinco Business Solutions B.V.;1;;;;;;;;;;1
DEF;All-Rack B.V.;;;;;;;;;1;;1
DEF;Almelose Borstelindustrie B.V.;1;;;;;;;;;;1
DEF;Alp Lift B.V.;;;;;;;;1;;;1
DEF;Altec Industriële Identificatie;1;;;;;;;;1;;1
DEF;Alternate Computerversand Nederland;2;;;;;;;;;;2
DEF;Altrex B.V.;2;;;;;;;;1;;2
DEF;Aluminium op Maat B.V.;1;;;;;;;;;;1
DEF;Alup Grassair Kompressoren B.V.;1;;;;;;;;1;;1
DEF;Amarant Groep;2;;;;;;;1;;;2
DEF;Ambitech B.V.;;;;;;;;;;1;1
DEF;Ambius B.V.;1;;;;;;;;;;1
DEF;AMC Centre;1;;;;;;;;;;1
DEF;Amco;1;;;;;;;;;;1
DEF;Amco Compressoren B.V.;;;;;;;;;1;;1
DEF;AmeComputers;1;;;;;;;;;;1
DEF;American Hotel Exploitatie B.V.;;1;;;;;;;;;1
DEF;Amilco Benelux B.V.;1;;;;;;;;;;1
DEF;Amplicon Benelux;1;;;;;;;;;;1
DEF;Amstel Graphics B.V.;;;;;;;;;1;;1
DEF;Amsterdam Experience;2;;;;;;;;;;2
DEF;Anatec B.V.;1;;;;;;;;;;1
DEF;Animo B.V.;1;;;;;;;1;;;1
DEF;Anixter Nederland B.V.;;;;;;;;;;1;1
DEF;Ankersmid Process B.V.;1;;;;;;;;;;1
DEF;Anoniem 1;;1;;;;;;;;;1
DEF;Anoniem 10;;;;;;;;;1;;1
DEF;Anoniem 100;;1;;;;;;;;;1
DEF;Anoniem 1002;1;;;;;;;;;;1
DEF;Anoniem 1003;1;;;;;;;;;;1
DEF;Anoniem 1005;1;;;;;;;;;;1
DEF;Anoniem 1006;;;;;;;;;1;;1
DEF;Anoniem 1009;1;;;;;;;;;;1
DEF;Anoniem 1010;1;;;;;;;;;;1
DEF;Anoniem 1014;1;;;;;;;;;;1
DEF;Anoniem 1017;;;;;;;;;1;;1
DEF;Anoniem 102;1;;;;;;;;;;1
DEF;Anoniem 1021;1;;;;;;;;;;1
DEF;Anoniem 1023;1;;;;;;;;;;1
DEF;Anoniem 1024;1;1;;;;;;1;;;1
DEF;Anoniem 1025;;;;;;;;1;;;1
DEF;Anoniem 1030;;1;;;;;;;;;1
DEF;Anoniem 1031;;1;;;;;;;;;1
DEF;Anoniem 1032;;;;;;;;1;;;1
DEF;Anoniem 1038;;1;;;;;;;;;1
DEF;Anoniem 1039;1;;;;;;;;;;1
DEF;Anoniem 104;1;;;;;;;;;;1
DEF;Anoniem 1040;1;;;;;;;;;;1
DEF;Anoniem 1044;1;;;;;;;;;;1
DEF;Anoniem 1048;1;;;;;;;;;;1
DEF;Anoniem 1049;1;;;;;;;;;;1
DEF;Anoniem 1052;;1;;;;;;;;;1
DEF;Anoniem 1060;;1;;;;;;;;;1
DEF;Anoniem 1062;1;;;;;;;;1;;1
DEF;Anoniem 1066;;;;;;;;1;;;1
DEF;Anoniem 1067;;1;;;;;;;;;1
DEF;Anoniem 1077;1;;;;;;;;;;1
DEF;Anoniem 108;;;;;;;;1;;;1
DEF;Anoniem 1081;1;;;;;;;;;;1
DEF;Anoniem 1083;1;;;;;;;;;;1
DEF;Anoniem 1086;1;;;;;;;;;;1
DEF;Anoniem 1087;;;;;;;;;1;;1
DEF;Anoniem 109;1;;;;;;;;;;1
DEF;Anoniem 1091;;1;;;;;;;;;1
DEF;Anoniem 1092;1;;;;;;;;;;1
DEF;Anoniem 1095;;;;;;;;1;;;1
DEF;Anoniem 1098;;;;;;;;;1;;1
DEF;Anoniem 110;1;;;;;;;;;;1
DEF;Anoniem 1100;;1;;;;;;;;;1
DEF;Anoniem 1101;;1;;;;;;;;;1
DEF;Anoniem 1107;;;;;;;;1;;;1
DEF;Anoniem 1109;1;;;;;;;;;;1
DEF;Anoniem 1112;1;;;;;;;;;;1
DEF;Anoniem 1113;;;;;;;;1;1;;1
DEF;Anoniem 1115;1;;;;;;;;;;1
DEF;Anoniem 112;1;;;;;;;;;;1
DEF;Anoniem 1125;;;;;;;;1;;;1
DEF;Anoniem 1126;;;;;;;;;1;;1
DEF;Anoniem 1127;1;;;;;;;;;;1
DEF;Anoniem 1130;;;;;;;;;1;;1
DEF;Anoniem 1131;;1;;;;;;;;;1
DEF;Anoniem 1132;;1;;;;;;;;;1
DEF;Anoniem 1133;;1;;;;;;;;;1
DEF;Anoniem 1135;;1;;;;;;;;;1
DEF;Anoniem 1136;1;;;;;;;;;;1
DEF;Anoniem 1139;;1;;;;;;;;;1
DEF;Anoniem 1141;2;;;;;;;;;;2
DEF;Anoniem 1145;1;;;;;;;;;;1
DEF;Anoniem 1147;1;;;;;;;;;;1
DEF;Anoniem 1151;1;;;;;;;;;;1
DEF;Anoniem 1152;1;;;;;;;;;;1
DEF;Anoniem 1155;1;;;;;;;;;;1
DEF;Anoniem 116;1;;;;;;;;;;1
DEF;Anoniem 1161;1;;;;;;;;;;1
DEF;Anoniem 1163;1;;;;;;;;;;1
DEF;Anoniem 1168;1;;;;;;;;;;1
DEF;Anoniem 1169;;;;;;;;;1;;1
DEF;Anoniem 1174;;;;;;;;;1;;1
DEF;Anoniem 1176;;1;;;;;;;;;1
DEF;Anoniem 1178;1;;;;;;;;;;1
DEF;Anoniem 1180;1;;;;;;;;;;1
DEF;Anoniem 1181;1;;;;;;;;;;1
DEF;Anoniem 1182;1;1;;;;;;;;;1
DEF;Anoniem 1185;1;;;;;;;;;;1
DEF;Anoniem 1187;1;;;;;;;;;;1
DEF;Anoniem 1189;1;;;;;;;;;;1
DEF;Anoniem 1192;1;;;;;;;;;;1
DEF;Anoniem 1197;;1;;;;;;;;;1
DEF;Anoniem 1199;1;;;;;;;;;;1
DEF;Anoniem 120;;;1;;;;;;;;1
DEF;Anoniem 1200;1;;;;;;;;;;1
DEF;Anoniem 1204;1;;;;;;;;;;1
DEF;Anoniem 1207;3;;;;;;;;;;3
DEF;Anoniem 1208;4;1;;;;;;;;;4
DEF;Anoniem 1209;1;;;;;;;;;;1
DEF;Anoniem 1212;1;;;;;;;;;;1
DEF;Anoniem 1214;1;;;;;;;;;;1
DEF;Anoniem 1218;1;;;;;;;;;;1
DEF;Anoniem 1220;;;;;;;;;1;;1
DEF;Anoniem 1221;1;;;;;;;;;;1
DEF;Anoniem 123;1;;;;;;;;;;1
DEF;Anoniem 1231;1;;;;;;;;;;1
DEF;Anoniem 1239;2;1;;;;;;;2;;2
DEF;Anoniem 124;1;;;;;;;;;;1
DEF;Anoniem 1240;;;;;;;;;1;;1
DEF;Anoniem 1244;;1;;;;;;;;;1
DEF;Anoniem 1249;1;;;;;;;;1;;1
DEF;Anoniem 125;1;;;;;;;;;;1
DEF;Anoniem 1251;1;;;;;;;;2;;2
DEF;Anoniem 1257;;;;;;;;;1;;1
DEF;Anoniem 1258;1;;;;;;;;;;1
DEF;Anoniem 1259;1;;;;;;;;;;1
DEF;Anoniem 126;1;;;;;;;;;;1
DEF;Anoniem 1260;1;;;;;;;;;;1
DEF;Anoniem 1266;1;;;;;;;;;;1
DEF;Anoniem 1267;;;;;;;;;1;;1
DEF;Anoniem 1271;1;;;;;;;;;;1
DEF;Anoniem 1274;1;;;;;;;;;;1
DEF;Anoniem 1275;1;;;;;;;;;;1
DEF;Anoniem 1276;;;;;;;;;1;;1
DEF;Anoniem 1279;;;;;;;;;1;;1
DEF;Anoniem 128;;1;;;;;;;;;1
DEF;Anoniem 1282;1;;;;;;;;;;1
DEF;Anoniem 1284;;;;;;;;;1;;1
DEF;Anoniem 1287;1;;;;;;;;;;1
DEF;Anoniem 1288;1;;;;;;;;;;1
DEF;Anoniem 1291;1;;;;;;;;;;1
DEF;Anoniem 1294;;1;;;;;;;;;1
DEF;Anoniem 1302;1;;;;;;;;;;1
DEF;Anoniem 1303;;;;;;;;;;1;1
DEF;Anoniem 1308;;1;;;;;;;;;1
DEF;Anoniem 131;;;;;;;;1;;;1
DEF;Anoniem 1312;1;;;;;;;;;;1
DEF;Anoniem 1318;1;;;;;;;;;;1
DEF;Anoniem 1321;1;;;;;;;;;;1
DEF;Anoniem 1323;1;;;;;;;;;;1
DEF;Anoniem 1325;1;;;;;;;;;;1
DEF;Anoniem 1327;;;;;;;;;1;;1
DEF;Anoniem 1333;;;;;;;;;1;;1
DEF;Anoniem 1336;1;;;;;;;;;;1
DEF;Anoniem 1337;1;;;;;;;;;;1
DEF;Anoniem 1338;1;;;;;;;;;;1
DEF;Anoniem 1339;1;;;;;;;;;;1
DEF;Anoniem 134;1;;;;;;;;;;1
DEF;Anoniem 1343;1;;;;;;;;;;1
DEF;Anoniem 1344;1;;;;;;;;;;1
DEF;Anoniem 1346;1;;;;;;;;;;1
DEF;Anoniem 1347;1;;;;;;;;;;1
DEF;Anoniem 1354;;;;;;;;;1;;1
DEF;Anoniem 1358;1;;;;;;;;;;1
DEF;Anoniem 136;1;;;;;;;;;;1
DEF;Anoniem 1366;2;;;;;;;;;;2
DEF;Anoniem 1369;1;;;;;;;;;;1
DEF;Anoniem 1371;;1;;;;;;;;;1
DEF;Anoniem 1372;1;;;;;;;;;;1
DEF;Anoniem 1374;1;;;;;;;;;;1
DEF;Anoniem 138;1;;;;;;;;;;1
DEF;Anoniem 1382;;;;;;;;1;;;1
DEF;Anoniem 1383;1;;;;;;;;;;1
DEF;Anoniem 1385;1;;;;;;;;;;1
DEF;Anoniem 1395;1;;;;;;;;;;1
DEF;Anoniem 1397;1;;;;;;;;;;1
DEF;Anoniem 14;1;;;;;;;;1;;2
DEF;Anoniem 140;;;;;;;;1;;;1
DEF;Anoniem 1403;1;;;;;;;;;;1
DEF;Anoniem 1404;;1;;;;;;;;;1
DEF;Anoniem 1405;1;;;;;;;;;;1
DEF;Anoniem 1409;1;;;;;;;;;;1
DEF;Anoniem 141;1;1;;;1;;;;;;1
DEF;Anoniem 1416;;1;;;;;;;;;1
DEF;Anoniem 1418;1;;;;;;;;;;1
DEF;Anoniem 142;1;;;;;;;;;;1
DEF;Anoniem 1420;1;;;;;;;;;;1
DEF;Anoniem 1423;1;;1;;;;;1;2;;2
DEF;Anoniem 1425;1;;;;;;;;;;1
DEF;Anoniem 1426;1;;;;;;;;;;1
DEF;Anoniem 1427;;1;;;;;;;;;1
DEF;Anoniem 1434;;1;;;;;;;;;1
DEF;Anoniem 1437;1;;;;;;;;1;;1
DEF;Anoniem 1441;;1;;;;;;;;;1
DEF;Anoniem 1445;1;;;;;;;;1;;1
DEF;Anoniem 1446;1;;;;;;;;;;1
DEF;Anoniem 1449;1;;;;;;;;;;1
DEF;Anoniem 1455;;;;;;;;;1;;1
DEF;Anoniem 1460;1;;;;;;;;;;1
DEF;Anoniem 1462;1;;;;;;;;;;1
DEF;Anoniem 1466;;1;;;;;;;;;1
DEF;Anoniem 1475;1;;;;;;;;;;1
DEF;Anoniem 1478;;1;;;;;;;;;1
DEF;Anoniem 1480;;;;;;;;1;;;1
DEF;Anoniem 1482;1;;;;;;;;;;1
DEF;Anoniem 1484;1;;;;;;;;;;1
DEF;Anoniem 1486;1;;;;;;;;;;1
DEF;Anoniem 1488;1;;;;;;;;;;1
DEF;Anoniem 1489;;;;;;;;;1;;1
DEF;Anoniem 1492;;1;;;;;;;;;1
DEF;Anoniem 1493;1;;;;;;;;;;1
DEF;Anoniem 1498;1;;;;;;;;;;1
DEF;Anoniem 1500;1;;;;;;;;;;1
DEF;Anoniem 152;;1;;;;;;;;;1
DEF;Anoniem 155;1;;;;;;;;;;1
DEF;Anoniem 156;1;;;;;;;;;;1
DEF;Anoniem 159;1;1;;;;;;;;;1
DEF;Anoniem 16;1;;;;;;;;;;1
DEF;Anoniem 162;1;;;;;;;;;;1
DEF;Anoniem 164;1;;;;;;;;;;1
DEF;Anoniem 17;;;;;;;;;1;;1
DEF;Anoniem 170;1;;;;;;;;;;1
DEF;Anoniem 171;;;;;;;;;1;;1
DEF;Anoniem 173;2;;;;;;;;;;2
DEF;Anoniem 177;;;;;;;;;1;;1
DEF;Anoniem 178;1;;;;;;;;;;1
DEF;Anoniem 18;1;1;;;;;;;;;1
DEF;Anoniem 180;1;;;;;;;;;;1
DEF;Anoniem 184;1;;;;;;;;;;1
DEF;Anoniem 185;;;;;;;;;1;;1
DEF;Anoniem 186;1;;;;;;;;;;1
DEF;Anoniem 187;1;;;;;;;;;;1
DEF;Anoniem 191;1;;;;;;;;;;1
DEF;Anoniem 195;1;;;;;;;;;;1
DEF;Anoniem 196;1;;;;;;;;;;1
DEF;Anoniem 197;;1;;;;;;;;;1
DEF;Anoniem 199;1;;;;;;;;;;1
DEF;Anoniem 20;;1;;;;;;;;;1
DEF;Anoniem 203;1;;;;;;;;;;1
DEF;Anoniem 205;;1;;;;;;;;;1
DEF;Anoniem 206;1;;;;;;;;;;1
DEF;Anoniem 207;1;;;;;;;;;;1
DEF;Anoniem 21;1;;;;;;;;;;1
DEF;Anoniem 211;1;;;;;;;;;;1
DEF;Anoniem 212;1;;;;;;;;;;1
DEF;Anoniem 214;1;;;;;;;;;;1
DEF;Anoniem 216;1;;;;;;;;;;1
DEF;Anoniem 22;;1;;;;;;;;;1
DEF;Anoniem 222;1;1;;;;;;;;;1
DEF;Anoniem 224;1;;;;;;;;;;1
DEF;Anoniem 225;1;;;;;;;;;;1
DEF;Anoniem 227;;;;;;;;;1;;1
DEF;Anoniem 230;1;;;;;;;;;;1
DEF;Anoniem 234;1;;;;;;;;;;1
DEF;Anoniem 24;2;1;;;;;;;;;2
DEF;Anoniem 243;;1;;;;;;;;;1
DEF;Anoniem 244;1;;;;;;;;;;1
DEF;Anoniem 246;1;;;;;;;;;;1
DEF;Anoniem 247;;1;;;;;;;;;1
DEF;Anoniem 253;;;;;;;;;;1;1
DEF;Anoniem 254;1;;;;;;;;;;1
DEF;Anoniem 259;;1;;;;;;;;;1
DEF;Anoniem 26;2;;;;;;;;;;2
DEF;Anoniem 261;2;;;;;;;;;;2
DEF;Anoniem 262;1;;;;;;;;;;1
DEF;Anoniem 266;;;;;;;;;1;;1
DEF;Anoniem 272;;;;;;;;;1;;1
DEF;Anoniem 273;;;;;;;;;1;;1
DEF;Anoniem 278;1;;;;;;;;;;1
DEF;Anoniem 279;1;;;;;;;;;;1
DEF;Anoniem 282;1;;;;;;;;;;1
DEF;Anoniem 287;2;;;;;;;;;;2
DEF;Anoniem 292;1;;;;;;;;;;1
DEF;Anoniem 294;;1;;;;;;;;;1
DEF;Anoniem 295;1;;;;;;;;;;1
DEF;Anoniem 296;;;;;;;;1;;;1
DEF;Anoniem 299;1;;;;;;;;;;1
DEF;Anoniem 300;;1;;;;;;;;;1
DEF;Anoniem 301;1;;;;;;;;;;1
DEF;Anoniem 302;;1;;;;;;;;;1
DEF;Anoniem 303;;1;;;;;;;;;1
DEF;Anoniem 305;1;;;;;;;;;;1
DEF;Anoniem 307;;;;;;;;1;;;1
DEF;Anoniem 309;1;;;;;;;;;;1
DEF;Anoniem 31;;;;;;;;;;1;1
DEF;Anoniem 310;1;;;;;;;;;;1
DEF;Anoniem 312;1;;;;;;;;;;1
DEF;Anoniem 324;;1;;;;;;;;;1
DEF;Anoniem 325;;;;;;;;;1;;1
DEF;Anoniem 327;;1;;;;;;;;;1
DEF;Anoniem 328;1;;;;;;;;;;1
DEF;Anoniem 332;1;;;;;;;;;;1
DEF;Anoniem 333;1;;;;;;;;;;1
DEF;Anoniem 34;1;;;;;;;;;;1
DEF;Anoniem 342;2;;;;;;;;;;2
DEF;Anoniem 345;1;;;;;;;;;;1
DEF;Anoniem 346;;;2;;;;;;;;2
DEF;Anoniem 347;1;;;;;;;;;;1
DEF;Anoniem 348;;;1;;;;;;;;1
DEF;Anoniem 349;;;1;;;;;;;;1
DEF;Anoniem 350;1;;1;;;;;;;;2
DEF;Anoniem 351;1;;;;;;;;;;1
DEF;Anoniem 352;;;2;;;;;;;;2
DEF;Anoniem 353;1;;;;;;;;;;1
DEF;Anoniem 354;1;;;;;;;;;;1
DEF;Anoniem 355;1;;;;;;;;;;1
DEF;Anoniem 357;1;;;;;;;;;;1
DEF;Anoniem 359;1;;;;;;;;;;1
DEF;Anoniem 360;1;;;;;;;;;;1
DEF;Anoniem 366;;;;;;;;;2;;2
DEF;Anoniem 368;;1;;;;;;;;;1
DEF;Anoniem 370;;;;;;;;1;;;1
DEF;Anoniem 371;1;;;;;;;;1;;1
DEF;Anoniem 372;1;;;;;;;;;;1
DEF;Anoniem 373;1;;;;;;;;;;1
DEF;Anoniem 376;1;;;;;;;;;;1
DEF;Anoniem 380;;1;;;;;;;;;1
DEF;Anoniem 381;1;;;;;;;;;;1
DEF;Anoniem 383;;;;;;;;;1;;1
DEF;Anoniem 385;;1;;;;;;;;;1
DEF;Anoniem 388;1;;;;;;;;;;1
DEF;Anoniem 39;1;;;;;;;;;;1
DEF;Anoniem 391;1;;;;;;;;;;1
DEF;Anoniem 392;;;;;;;;1;;;1
DEF;Anoniem 398;1;;;;;;;;;;1
DEF;Anoniem 401;1;;;;;;;;;;1
DEF;Anoniem 402;1;;;;;;;;;;1
DEF;Anoniem 405;;;;;;;;;1;;1
DEF;Anoniem 406;1;;;;;;;;;;1
DEF;Anoniem 408;1;;;;;;;;;;1
DEF;Anoniem 413;1;;;;;;;;;;1
DEF;Anoniem 416;1;;;;;;;;;;1
DEF;Anoniem 42;1;;;;;;;;1;;1
DEF;Anoniem 421;;;;;;;;;;1;1
DEF;Anoniem 422;;;;;;;;1;;;1
DEF;Anoniem 430;1;;;;;;;;;;1
DEF;Anoniem 433;2;;;;;;;;;;2
DEF;Anoniem 435;1;;;;;;;;;;1
DEF;Anoniem 438;;;;;;;;;;1;1
DEF;Anoniem 439;;1;;;;;;;;;1
DEF;Anoniem 44;1;;;;;;;;;;1
DEF;Anoniem 440;1;;;;;;;;;;1
DEF;Anoniem 445;2;;;;;;;;;;2
DEF;Anoniem 448;2;1;;;;;;;;;2
DEF;Anoniem 449;;;;;;;;;;1;1
DEF;Anoniem 450;1;;;;;;;;;;1
DEF;Anoniem 451;1;;;;;;;;;;1
DEF;Anoniem 454;;;;;;;;;3;;3
DEF;Anoniem 456;1;;;;;;;;;;1
DEF;Anoniem 463;1;;;;;;;;;;1
DEF;Anoniem 464;1;;;;;;;;;;1
DEF;Anoniem 465;1;;;;;;;;;;1
DEF;Anoniem 468;1;;;;;;;;;;1
DEF;Anoniem 469;;1;;;;;;;;;1
DEF;Anoniem 47;1;;;;;;;;1;;1
DEF;Anoniem 471;;;;;;;;;1;;1
DEF;Anoniem 472;;1;;;;;;;;;1
DEF;Anoniem 477;;1;;;;;;;;;1
DEF;Anoniem 478;;;;;;;;1;;;1
DEF;Anoniem 48;;;;;;;;1;;;1
DEF;Anoniem 480;1;;;;;;;;;;1
DEF;Anoniem 482;1;;;;;;;;;;1
DEF;Anoniem 484;1;;;;;;;;2;;2
DEF;Anoniem 485;;;;;;;;1;;;1
DEF;Anoniem 486;1;;;;;;;;;;1
DEF;Anoniem 488;1;;;;;;;;;;1
DEF;Anoniem 490;1;;;;;;;;1;;1
DEF;Anoniem 494;1;;;;;;;;;;1
DEF;Anoniem 495;1;;;;;;;;;;1
DEF;Anoniem 498;;;;;;;;;1;;1
DEF;Anoniem 50;;;;;;;;;1;;1
DEF;Anoniem 501;1;;;;;;;;;;1
DEF;Anoniem 504;1;;;;;;;;;;1
DEF;Anoniem 505;;;;;;;;;1;;1
DEF;Anoniem 508;;;;;;;;;;1;1
DEF;Anoniem 51;1;;;;;;;;1;;1
DEF;Anoniem 511;1;;;;;;;;;;1
DEF;Anoniem 512;1;;;;;;;;;;1
DEF;Anoniem 514;;1;;;;;;;;;1
DEF;Anoniem 516;1;;;;;;;;;;1
DEF;Anoniem 518;1;;;;;;;;;;1
DEF;Anoniem 52;1;;;;;;;;;;1
DEF;Anoniem 522;1;;;;;;;;;;1
DEF;Anoniem 525;1;;;;;;;;;;1
DEF;Anoniem 529;;1;;;;;;;;;1
DEF;Anoniem 530;1;;;;;;;;;;1
DEF;Anoniem 531;2;;;;;;;;2;;2
DEF;Anoniem 536;;;;;;;;1;;;1
DEF;Anoniem 537;1;;;;;;;;;;1
DEF;Anoniem 538;1;;;;;;;;;;1
DEF;Anoniem 539;2;;;;;;;;;;2
DEF;Anoniem 54;1;;;;;;;;;;1
DEF;Anoniem 540;1;;;;;;;;;;1
DEF;Anoniem 542;1;;;;;;;;;;1
DEF;Anoniem 543;1;;;;;;;;;;1
DEF;Anoniem 545;1;;;;;;;;;;1
DEF;Anoniem 547;1;;;;;;;;;;1
DEF;Anoniem 55;1;;;;;;;;;;1
DEF;Anoniem 551;;;;;;;;1;;;1
DEF;Anoniem 552;1;;;;;;;;1;;1
DEF;Anoniem 554;2;;;;;;;;5;;5
DEF;Anoniem 556;1;;;;;;;;;;1
DEF;Anoniem 557;1;;;;;;;;;;1
DEF;Anoniem 558;1;;;;;;;;;;1
DEF;Anoniem 561;;;;;;;;;1;;1
DEF;Anoniem 564;1;1;;;;;;1;;;1
DEF;Anoniem 567;1;;;;;;;;;;1
DEF;Anoniem 570;;;;;;;;;2;;2
