FID,vwk_id,vwk_begdtm,vwj_id_beg,vwj_id_end,vaktype,vrt_code,vrt_naam,vwg_nr,vwg_naam,begkm,endkm,gdb_geomattr_data,shape
vaarwegvakken.501,2670,1998-01-01T00:00:00,2426,2427,D,226a,Vaartsche Rijn en Oude Gracht,1,Vaartsche Rijn,2.19499993,2.30599999,,"LINESTRING (136943 454825, 136920 454873, 136883 454918)"
vaarwegvakken.502,2672,1998-01-01T00:00:00,1446,2428,D,226a,Vaartsche Rijn en Oude Gracht,1,Vaartsche Rijn,0,0.74000001,,"LINESTRING (136198 452767, 136258 452892, 136377 453218, 136464 453457)"
vaarwegvakken.503,2691,1998-01-01T00:00:00,2426,2443,D,226a1,Singelgracht,1,Singelgracht,0,0.87699997,,"LINESTRING (136943 454825, 136839 454770, 136819 454758, 136797 454761, 136779 454778, 136774 454803, 136754 454865, 136727 454970, 136692 455082, 136607 455260, 136568 455328, 136520 455412)"
vaarwegvakken.504,2744,1998-01-01T00:00:00,2487,1457,D,150,"Maas, Julianakanaal, Bergsche Maas en Amer",11,Bergsche Maas,194.68699646,195.88600159,,"LINESTRING (138156 416849, 137809 416767, 136996 416548)"
vaarwegvakken.505,3028,1998-01-01T00:00:00,2158,2734,H,745,"Vianen, haven te",1,"Vianen, haven te",0,0.285,,"LINESTRING (135073 444436, 135356 444400)"
vaarwegvakken.506,3238,1998-01-01T00:00:00,1935,2945,H,955,Werkspoorhaven,1,Werkspoorhaven,0,0.192,,"LINESTRING (133731 457665, 133788 457659, 133821 457610, 133874 457556)"
vaarwegvakken.508,3240,1998-01-01T00:00:00,1937,2947,H,957,Industriehaven te Utrecht,1,Industriehaven te Utrecht,0,0.60500002,,"LINESTRING (133721 456984, 133773 456940, 133858 456930, 134305 456871)"
vaarwegvakken.509,3242,1998-01-01T00:00:00,2164,2949,H,959,Protonhaven,1,Protonhaven,0,0.47999999,,"LINESTRING (133495 457811, 133400 457788, 133019 457814)"
vaarwegvakken.510,3243,1998-01-01T00:00:00,2165,2950,H,960,Mesonhaven,1,Mesonhaven,0,0.354,,"LINESTRING (133225 458091, 133187 458073, 132875 458076)"
vaarwegvakken.511,3245,1998-01-01T00:00:00,1452,2952,H,962,Rijkshaven Utrecht,1,Rijkshaven Utrecht,0,0.29800001,,"LINESTRING (135384 450630, 135339 450655, 135454 450873)"
vaarwegvakken.512,3246,1998-01-01T00:00:00,1453,2953,H,963,Oude Vaartsche Rijn,1,Oude Vaartsche Rijn,0,0.912,,"LINESTRING (135106 447106, 135140 447099, 135127 446998, 135073 446729, 135021 446501, 135008 446468, 134966 446240)"
vaarwegvakken.513,3247,1998-01-01T00:00:00,2428,2954,H,964,"Utrecht, haven te",1,"Utrecht, haven te",0,0.057,,"LINESTRING (136464 453457, 136518 453438)"
vaarwegvakken.514,755,1998-01-01T00:00:00,732,733,D,240,Vaart van Edam naar Purmerend,4,Vaargeul naar de Buitenhaven,0,1.27999997,,"LINESTRING (135428 504277, 135259 503939, 135089 503769, 134944 503683, 134645 503651, 134453 503651)"
vaarwegvakken.515,756,1998-01-01T00:00:00,733,734,D,240,Vaart van Edam naar Purmerend,5,Buitenhaven te Edam,1.27999997,1.87100005,,"LINESTRING (134453 503651, 134440 503651, 134125 503636, 133882 503536)"
vaarwegvakken.516,757,1998-01-01T00:00:00,734,735,D,240,Vaart van Edam naar Purmerend,6,Oorgat,1.87100005,2.92499995,,"LINESTRING (133882 503536, 133854 503536, 133829 503521, 133795 503489, 133587 503294, 133453 503196, 133179 503088, 132987 503018)"
vaarwegvakken.517,758,1998-01-01T00:00:00,735,729,D,240,Vaart van Edam naar Purmerend,7,Nieuwe Haven te Edam,2.92499995,4.50500011,,"LINESTRING (132987 503018, 132876 502978, 132726 502929, 132707 502885, 132676 502872, 132646 502865, 132420 502823, 132167 502737, 131967 502670, 131938 502660, 131895 502653, 131816 502651, 131485 502652)"
vaarwegvakken.518,927,1998-01-01T00:00:00,927,928,D,302b,Vaarroute bezuiden langs de Afsluitdijk,1,Vaarwater langs Nieuwe Zeug,0,4.12400007,,"LINESTRING (132755 547988, 133213 548501, 133407 548841, 133489 549133, 133602 549668, 133651 550398, 133683 550884, 133716 550982, 133845 551111, 134316 551452, 134402 551519)"
vaarwegvakken.519,1000,1998-01-01T00:00:00,738,995,D,302,Vaarweg van Enkhuizen naar Den Oever,3,"Den Oever, Binnenhaven te",31.5890007,32.18600082,,"LINESTRING (132300 548801, 132338 548832, 132372 548883, 132375 548945, 132351 548996, 132163 549284, 132149 549304)"
vaarwegvakken.520,1199,1998-01-01T00:00:00,1173,1174,D,239,Gouwzee en haven van Monnickendam,2,Geul naar de Gouwzee,0,0.97600001,,"LINESTRING (136165 501826, 135544 501073)"
vaarwegvakken.521,1202,1998-01-01T00:00:00,1175,1176,D,239,Gouwzee en haven van Monnickendam,4,Haven van Monnickendam,8.64299965,9.06299973,,"LINESTRING (131191 497189, 131131 497296, 131092 497343, 131033 497372, 130996 497389, 130890 497464)"
vaarwegvakken.522,1222,1998-01-01T00:00:00,1173,732,D,251a,Kustroute van Pampusgeul langs Marken en Noord-Hollandse kust naar Krabbersgat,1,Markermeer,16.74399948,19.3029995,,"LINESTRING (136165 501826, 135428 504277)"
vaarwegvakken.523,1252,1998-01-01T00:00:00,1226,1228,D,254,Vaarweg van de Pampusgeul naar het Gooimeer,1,IJmeer,3.81900001,9.08100033,,"LINESTRING (135035 485845, 136489 483991, 138298 481717)"
vaarwegvakken.524,1358,1998-01-01T00:00:00,1228,1345,D,229,Vaarweg vanaf het IJmeer via de Randmeren naar het Ketelmeer,1,Gooimeer,0,0.075,,"LINESTRING (138298 481717, 138351 481664)"
vaarwegvakken.525,1378,1998-01-01T00:00:00,1363,994,D,302a,Kustroute van Enkhuizen naar Den Oever,1,IJsselmeer,23.89299965,27.52799988,,"LINESTRING (137729 542068, 136126 545331)"
vaarwegvakken.526,982,1998-01-01T00:00:00,440,930,D,301,Vaarweg van Urk naar Kornwerderzand,2,Vaarwater langs de Friese kust,52.60499954,53.18500137,,"LINESTRING (152115 563004, 152023 563400, 152004 563572)"
vaarwegvakken.527,3259,2000-03-01T00:00:00,2965,2966,H,976,"Almere, haven te",1,"Almere, haven te",0.31999999,0.72299999,,"LINESTRING (138486 481774, 138502 481877, 138555 481983, 138667 482124)"
vaarwegvakken.528,929,1998-01-01T00:00:00,929,930,D,302b,Vaarroute bezuiden langs de Afsluitdijk,2,IJsselmeer,16.49799919,25.95199966,,"LINESTRING (144547 557811, 144939 558194, 149140 561813, 152004 563572)"
vaarwegvakken.529,1914,1998-01-01T00:00:00,1841,1842,D,232a,Vaarweg van de Hoge Vaart via Almere-Stad naar Lange Wetering,2,Vaart door Almere-Stad,2.90899992,6.96700001,,"LINESTRING (142109 489143, 142063 489110, 141413 488748, 141391 488738, 141381 488717, 141394 488685, 141504 488487, 141709 488129, 141934 487747, 142178 487660, 142656 487492, 142677 487474, 142719 487293, 142808 486933, 142823 486917, 143000 486858, 143115 486880, 143205 486904, 143274 486626, 143266 486609, 143265 486590)"
vaarwegvakken.530,1915,1998-01-01T00:00:00,1842,1843,D,232a,Vaarweg van de Hoge Vaart via Almere-Stad naar Lange Wetering,3,Weerwater,6.96700001,7.64400005,,"LINESTRING (143265 486590, 143264 486582, 143290 486509, 143361 486465, 143839 486293)"
vaarwegvakken.531,1916,1998-01-01T00:00:00,1843,1844,D,232a,Vaarweg van de Hoge Vaart via Almere-Stad naar Lange Wetering,3,Weerwater,7.64400005,9.44200039,,"LINESTRING (143839 486293, 144025 486134, 144327 486013, 144475 485924, 144618 485834, 145144 485275, 145157 485242, 145148 485203, 145130 485164)"
vaarwegvakken.532,1919,1998-01-01T00:00:00,1845,1847,D,232b,Lange Wetering,1,Lange Wetering,2.42700005,4.49900007,,"LINESTRING (145121 484178, 145082 484152, 144822 484040, 144795 484022, 144775 483996, 144761 483969, 144638 483556, 144622 483499, 144607 483468, 144583 483453, 144152 483271, 144119 483256, 144095 483239, 144010 482957, 143857 482926, 143828 482906, 143764 482868)"
vaarwegvakken.533,1922,1998-01-01T00:00:00,1849,1850,D,232d,Vaarweg van de Hoge Vaart via Leeghwaterplas naar Weerwater,1,Kanaal naar Leeghwaterplas,0,0.308,,"LINESTRING (145150 488788, 145021 488720, 144886 488631)"
vaarwegvakken.534,1923,1998-01-01T00:00:00,1850,1851,D,232d,Vaarweg van de Hoge Vaart via Leeghwaterplas naar Weerwater,2,Leeghwaterplas,0.308,1.12899995,,"LINESTRING (144886 488631, 144867 488619, 144418 488341, 144251 488142, 144245 488133)"
vaarwegvakken.535,1924,1998-01-01T00:00:00,1851,1852,D,232d,Vaarweg van de Hoge Vaart via Leeghwaterplas naar Weerwater,3,Stadswetering,1.12899995,2.97600007,,"LINESTRING (144245 488133, 144217 488085, 143870 487994, 143740 487966, 143709 487866, 143789 487529, 143796 487491, 143835 487354, 143846 487339, 143941 487277, 143957 487260, 143970 487207, 144058 486849, 144062 486807, 144045 486763)"
vaarwegvakken.536,1925,1998-01-01T00:00:00,1852,1843,D,232d,Vaarweg van de Hoge Vaart via Leeghwaterplas naar Weerwater,4,Weerwater,2.97600007,3.48900008,,"LINESTRING (144045 486763, 144038 486743, 143839 486293)"
vaarwegvakken.537,2157,1998-01-01T00:00:00,2019,2020,D,231,Lage Vaart,1,Lage Vaart,0,0.99900001,,"LINESTRING (144158 491196, 144431 491034, 144740 490856, 144822 490809, 144909 490688, 144956 490622)"
vaarwegvakken.538,2169,1998-01-01T00:00:00,1849,1846,D,232,Hoge Vaart,1,Hoge Vaart,3.829,7.94700003,,"LINESTRING (145150 488788, 145915 487497, 146303 486844, 146567 486406, 146948 485813, 147280 485264)"
vaarwegvakken.539,2175,1998-01-01T00:00:00,1442,2019,D,232,Hoge Vaart,1,Hoge Vaart,0,1.15400004,,"LINESTRING (143774 492247, 144089 491724, 144127 491671, 144145 491612, 144161 491474, 144158 491318, 144158 491196)"
vaarwegvakken.540,3042,1998-01-01T00:00:00,2020,2748,H,759,De Vaart,1,De Vaart,0,0.88999999,,"LINESTRING (144956 490622, 145688 491128)"
vaarwegvakken.541,1657,1998-01-01T00:00:00,1521,1608,D,231a,Lage Dwarsvaart,1,Lage Dwarsvaart,4.38000011,5.91800022,,"LINESTRING (157954 500918, 157853 500994, 157771 501084, 157397 501515, 157237 501651, 157217 501672, 157118 501778, 156900 502033)"
vaarwegvakken.542,1882,1998-01-01T00:00:00,1816,1817,D,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",4,"Voorhavens Sluiscomplex Amerongen, Neder-Rijn",53.34700012,55.91400146,,"LINESTRING (157789 443799, 157767 443799, 157727 443792, 157686 443773, 157626 443730, 157454 443580, 157317 443474, 157139 443362, 156895 443243, 156673 443180, 156357 443065, 155936 442930, 155767 442862, 155667 442802, 155593 442751, 155539 442696, 155523 442674)"
vaarwegvakken.543,1884,1998-01-01T00:00:00,1817,1819,D,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",6,Neder-Rijn,55.91400146,56.02000046,,"LINESTRING (155523 442674, 155462 442587)"
vaarwegvakken.544,1887,1998-01-01T00:00:00,1823,1821,D,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",6,Neder-Rijn,59.15000153,59.35499954,,"LINESTRING (152462 442246, 152385 442192, 152304 442116)"
vaarwegvakken.545,1942,1998-01-01T00:00:00,1858,1859,D,225g,Prinses Marijkesluis en Voorhavens,1,Voorhavens Prinses Marijkesluis,0,0.76200002,,"LINESTRING (152631 440821, 152818 440737, 153131 440521, 153265 440406)"
vaarwegvakken.546,2194,1998-01-01T00:00:00,2044,2045,D,124c,Beatrixkanaal,1,"Haven van Eindhoven, Beatrixkanaal",7.96400023,8.36299992,,"LINESTRING (158775 382825, 158925 382792, 159132 382661)"
vaarwegvakken.547,2195,1998-01-01T00:00:00,2046,2044,D,124c,Beatrixkanaal,2,Beatrixkanaal,0,7.96400023,,"LINESTRING (155266 389292, 155304 387936, 155324 387281, 155338 386887, 155348 386631, 155353 386568, 155366 386483, 155383 386393, 155405 386315, 155453 386180, 155510 386052, 155575 385939, 155641 385846, 155732 385736, 156081 385336, 157319 383905, 157702 383466, 157769 383390, 157919 383215, 157948 383179, 158024 383094, 158071 383055, 158113 383023, 158155 382992, 158200 382971, 158272 382936, 158378 382905, 158641 382855, 158775 382825)"
vaarwegvakken.548,3019,1998-01-01T00:00:00,1823,2726,H,737,"Wijk bij Duurstede, haven te",1,"Wijk bij Duurstede, haven te",0,0.25799999,,"LINESTRING (152462 442246, 152436 442308, 152422 442342, 152418 442496)"
vaarwegvakken.549,3309,1998-01-01T00:00:00,929,3016,V,1027,Zuiderhaven te Breezanddijk,2,Toeloop naar Zuiderhaven te Breezanddijk,0,1.81500006,,"LINESTRING (144547 557811, 143304 559133)"
vaarwegvakken.550,3310,1998-01-01T00:00:00,3016,3017,H,1027,Zuiderhaven te Breezanddijk,1,Zuiderhaven te Breezanddijk,1.81500006,2.35299993,,"LINESTRING (143304 559133, 143215 559227, 142901 558965)"
vaarwegvakken.551,1913,2000-03-01T00:00:00,1840,1841,D,232a,Vaarweg van de Hoge Vaart via Almere-Stad naar Lange Wetering,1,Noorderplassen,0,2.90899992,,"LINESTRING (144152 490568, 144111 490561, 144067 490557, 144041 490520, 144019 490140, 143941 490088, 142844 490100, 142109 489143)"
vaarwegvakken.552,2168,2000-03-01T00:00:00,1840,1849,D,232,Hoge Vaart,1,Hoge Vaart,1.78199995,3.829,,"LINESTRING (144152 490568, 144170 490472, 144270 490269, 144325 490184, 144403 490051, 144615 489684, 145097 488881, 145150 488788)"
vaarwegvakken.553,2167,2000-03-01T00:00:00,2019,1840,D,232,Hoge Vaart,1,Hoge Vaart,1.15400004,1.78199995,,"LINESTRING (144158 491196, 144154 490794, 144152 490568)"
vaarwegvakken.554,3505,2000-03-01T00:00:00,3245,1608,D,230d,Oostvaardersdiep,1,Oostvaardersdiep,2.97799993,3.5079999,,"LINESTRING (156499 501687, 156900 502033)"
vaarwegvakken.555,3506,2000-03-01T00:00:00,3245,3259,H,1223,Lelystad Haven,1,Lelystad Haven,0,0.32800001,,"LINESTRING (156499 501687, 156724 501448)"
vaarwegvakken.556,397,1998-01-01T00:00:00,437,438,D,301b,Kustroute van de Friese Hoek naar Makkum en Kornwerderzand,2,Vrouwezand,12.30000019,22.25099945,,"LINESTRING (161696 536618, 153062 536750, 152951 536760, 152823 536788, 152712 536817, 152600 536858, 152492 536932, 152406 536995, 152295 537065, 152180 537164, 151940 537374)"
vaarwegvakken.557,401,1998-01-01T00:00:00,441,442,D,301b,Kustroute van de Friese Hoek naar Makkum en Kornwerderzand,4,IJsselmeer,27.33099937,29.56999969,,"LINESTRING (151013 541034, 151160 541217, 152289 542873)"
vaarwegvakken.558,404,1998-01-01T00:00:00,443,440,D,301b,Kustroute van de Friese Hoek naar Makkum en Kornwerderzand,4,IJsselmeer,38.98400116,50.56100082,,"LINESTRING (154361 551762, 154337 552145, 154337 554056, 154367 555329, 154155 556148, 153973 556663, 152790 561244, 152680 561532, 152115 563004)"
vaarwegvakken.559,651,1998-01-01T00:00:00,442,647,D,050,Johan Frisokanaal,3,IJsselmeer,0,0.91900003,,"LINESTRING (152289 542873, 153084 543136, 153121 543209)"
vaarwegvakken.560,656,1998-01-01T00:00:00,651,652,D,050,Johan Frisokanaal,7,Houtendam,5.78000021,6.05200005,,"LINESTRING (157603 544450, 157618 544447, 157875 544451)"
vaarwegvakken.561,658,1998-01-01T00:00:00,653,654,D,050,Johan Frisokanaal,9,Kuilart,8.5880003,9.04199982,,"LINESTRING (159997 545699, 160173 545867, 160354 545974)"
vaarwegvakken.562,677,1998-01-01T00:00:00,440,667,D,067,Havens van Makkum en de vaarweg van Makkum naar Tjerkwerd,4,IJsselmeer,0,1.89999998,,"LINESTRING (152115 563004, 153029 563352, 153209 563383, 153319 563368, 153570 563305, 153821 563203, 153917 563180)"
vaarwegvakken.563,1361,1998-01-01T00:00:00,1213,1347,D,229,Vaarweg vanaf het IJmeer via de Randmeren naar het Ketelmeer,3,Nijkerkernauw,25.2670002,25.43799973,,"LINESTRING (160294 474739, 160457 474790)"
vaarwegvakken.564,2177,1998-01-01T00:00:00,2027,1512,D,232,Hoge Vaart,1,Hoge Vaart,35.63399887,38.00899887,,"LINESTRING (168703 491487, 170588 491215, 170730 491198, 170983 491190, 171057 491193)"
vaarwegvakken.565,3260,1998-01-01T00:00:00,1347,2968,H,978,"Nijkerk, haven te",1,"Nijkerk, haven te",0,0.46399999,,"LINESTRING (160457 474790, 160510 474615, 160530 474549, 160733 474611)"
vaarwegvakken.566,3266,1998-01-01T00:00:00,2972,2973,H,983,Engie - Maxima-centrale,1,Engie - Maxima-centrale,1.546,1.89999998,,"LINESTRING (164573 510329, 164331 510071)"
vaarwegvakken.567,3132,1998-01-01T00:00:00,946,2838,H,849,Nieuwe Haven te Veghel,1,Nieuwe Haven te Veghel,0,0.88300002,,"LINESTRING (164729 402433, 164476 402138, 164098 402456)"
vaarwegvakken.684,3079,1998-01-01T00:00:00,1807,2785,H,796,Voorsterhaven,1,Voorsterhaven,0,0.32300001,,"LINESTRING (200756 503240, 200495 503431)"
vaarwegvakken.568,3472,1998-01-01T00:00:00,668,3178,H,1189,Nieuwe Insteekhaven te Makkum,1,Nieuwe Insteekhaven te Makkum,0,0.83899999,,"LINESTRING (155471 563141, 155471 563103, 155591 562805, 155605 562768, 155605 562655, 155615 562622, 155646 562604, 155903 562606)"
vaarwegvakken.569,262,1998-01-01T00:00:00,305,306,D,054,Vaarweg van Workum naar de Fluessen,2,Lange Vliet,0.51599997,2.06599998,,"LINESTRING (160620 554567, 160664 554583, 160720 554592, 160761 554580, 160827 554539, 160870 554495, 160949 554417, 161049 554358, 161252 554242, 161661 554008, 161905 553858, 161942 553831)"
vaarwegvakken.570,263,1998-01-01T00:00:00,306,307,D,054,Vaarweg van Workum naar de Fluessen,3,Zandige Grons,2.06599998,2.16899991,,"LINESTRING (161942 553831, 162025 553770)"
vaarwegvakken.571,267,1998-01-01T00:00:00,310,311,D,054,Vaarweg van Workum naar de Fluessen,6,Zond,4.20800018,4.32800007,,"LINESTRING (163836 552875, 163950 552838)"
vaarwegvakken.572,282,1998-01-01T00:00:00,326,327,D,056,Vaarweg van het Johan Frisokanaal (ten oosten van Heeg) naar Bolsward,1,Wijmerts of Bolswarderzeilvaart,13.56999969,13.66899967,,"LINESTRING (163862 563452, 163878 563550)"
vaarwegvakken.573,283,1998-01-01T00:00:00,327,328,D,056,Vaarweg van het Johan Frisokanaal (ten oosten van Heeg) naar Bolsward,2,Kruiswater,13.66899967,13.76900005,,"LINESTRING (163878 563550, 163888 563609, 163896 563648)"
vaarwegvakken.574,287,1998-01-01T00:00:00,331,333,D,056,Vaarweg van het Johan Frisokanaal (ten oosten van Heeg) naar Bolsward,5,Wijmerts of Bolswarderzeilvaart,4.78999996,5.28900003,,"LINESTRING (169842 557982, 169784 558007, 169753 558043, 169726 558145, 169637 558327, 169573 558375)"
vaarwegvakken.575,288,1998-01-01T00:00:00,333,334,D,056,Vaarweg van het Johan Frisokanaal (ten oosten van Heeg) naar Bolsward,6,Oosthemmermeer,5.28900003,5.6880002,,"LINESTRING (169573 558375, 169412 558498, 169361 558585, 169341 558678)"
vaarwegvakken.576,594,1998-01-01T00:00:00,603,602,D,022,Van Harinxmakanaal,2,Van Harinxmakanaal,11.96500015,14.69299984,,"LINESTRING (168454 576776, 168537 576796, 168646 576843, 168757 576904, 168857 576960, 168962 577054, 169208 577273, 169311 577350, 169411 577411, 169513 577464, 169605 577519, 169691 577578, 169791 577661, 169907 577750, 169999 577841, 170093 577930, 170294 578080, 170402 578152, 170541 578221, 170699 578282)"
vaarwegvakken.577,648,1998-01-01T00:00:00,314,644,D,050,Johan Frisokanaal,1,Fluessen,17.22400093,17.90399933,,"LINESTRING (166650 551048, 167232 551400)"
vaarwegvakken.578,649,1998-01-01T00:00:00,644,645,D,050,Johan Frisokanaal,2,Heegermeer,17.90399933,21.04800034,,"LINESTRING (167232 551400, 169922 553028)"
vaarwegvakken.579,662,1998-01-01T00:00:00,645,657,D,050,Johan Frisokanaal,2,Heegermeer,21.04800034,21.5739994,,"LINESTRING (169922 553028, 170187 553135, 170420 553195)"
vaarwegvakken.580,843,1998-01-01T00:00:00,645,826,D,050b,Woudsenderrakken en Welle,2,Vaargeul aanloop Woudsenderrakken,0,1.08500004,,"LINESTRING (169922 553028, 170243 552103, 170240 552058, 170253 552020, 170270 552009)"
vaarwegvakken.581,2278,1998-01-01T00:00:00,2104,2105,D,150o,Mookerplas,2,Mookerplas,1.023,4.19299984,,"LINESTRING (189717 417320, 189793 417258, 190176 417067, 190454 416852, 190563 416749, 190720 416670, 191035 416430, 191479 415989, 192377 415695)"
vaarwegvakken.582,2291,1998-01-01T00:00:00,2122,2123,D,150f1,Kraaijenbergse Plassen,2,"Plas 1, Kraaijenbergse Plassen",0.39500001,0.79100001,,"LINESTRING (186593 418564, 186299 418558, 186218 418542, 186199 418538)"
vaarwegvakken.583,2292,1998-01-01T00:00:00,2123,2124,D,150f1,Kraaijenbergse Plassen,3,"Plas 2, Kraaijenbergse Plassen",0.79100001,1.58099997,,"LINESTRING (186199 418538, 185425 418381)"
vaarwegvakken.584,3044,1998-01-01T00:00:00,2026,2750,H,761,"Dronten, haven te (noordelijke haven)",1,"Dronten, haven te (noordelijke haven)",0,0.49900001,,"LINESTRING (177238 505765, 177668 505512)"
vaarwegvakken.585,3133,1998-01-01T00:00:00,947,2839,H,850,"Weert, haven te",1,"Weert, haven te",0,0.107,,"LINESTRING (174956 362034, 175014 361944)"
vaarwegvakken.586,3134,1998-01-01T00:00:00,948,2840,H,851,Billiton Zink bv Budel,1,Billiton Zink bv Budel,0,0.182,,"LINESTRING (170737 359718, 170651 359878)"
vaarwegvakken.587,3135,1998-01-01T00:00:00,950,2841,H,852,Industriehaven te Helmond,1,Industriehaven te Helmond,0,1.25899994,,"LINESTRING (173938 386631, 174359 386775, 174845 386702, 174869 386681, 175156 386632)"
vaarwegvakken.588,146,1998-01-01T00:00:00,187,188,D,040,Vaarweg van het Sneekermeer door Goengarijpsterpoelen naar Langweerderwielen,1,Goengarijpsterpoelen,3.05100012,3.25500011,,"LINESTRING (179751 557877, 179778 557675)"
vaarwegvakken.589,149,1998-01-01T00:00:00,190,191,D,040,Vaarweg van het Sneekermeer door Goengarijpsterpoelen naar Langweerderwielen,3,Oudeweg,6.71199989,8.23400021,,"LINESTRING (180256 554673, 179864 554255, 179730 554114, 179185 553592)"
vaarwegvakken.590,150,1998-01-01T00:00:00,191,192,D,040,Vaarweg van het Sneekermeer door Goengarijpsterpoelen naar Langweerderwielen,4,Langweerderwielen,8.23400021,8.99600029,,"LINESTRING (179185 553592, 178635 553065)"
vaarwegvakken.591,152,1998-01-01T00:00:00,194,195,D,040,Vaarweg van het Sneekermeer door Goengarijpsterpoelen naar Langweerderwielen,6,Sijbesloot,1.37800002,1.65699995,,"LINESTRING (179196 559396, 179201 559385, 179319 559299, 179386 559216, 179396 559206)"
vaarwegvakken.592,271,1998-01-01T00:00:00,315,316,D,047,Vaarweg van het Johan Frisokanaal naar het Prinses Margrietkanaal nabij Lemmer,1,Nauwe Wijmerts,0,1.84300005,,"LINESTRING (171181 553406, 171176 553336, 171179 553255, 171220 553086, 171264 552898, 171276 552845, 171267 552767, 171270 552698, 171308 552552, 171448 551998, 171501 551817, 171551 551642, 171562 551614)"
vaarwegvakken.593,272,1998-01-01T00:00:00,316,317,D,047,Vaarweg van het Johan Frisokanaal naar het Prinses Margrietkanaal nabij Lemmer,2,Noorder-Ee,1.84300005,2.61899996,,"LINESTRING (171562 551614, 171586 551548, 171586 551430, 171558 551302, 171379 550882)"
vaarwegvakken.594,290,1998-01-01T00:00:00,315,332,D,056,Vaarweg van het Johan Frisokanaal (ten oosten van Heeg) naar Bolsward,4,Wijde Wijmerts,0,0.121,,"LINESTRING (171181 553406, 171207 553524)"
vaarwegvakken.595,299,1998-01-01T00:00:00,342,343,D,058,Vaarweg van Sneek door de Woudvaart naar het Oudhof,3,Nauw van de Brekken,3.7019999,4.80800009,,"LINESTRING (174861 556999, 174969 556637, 174985 556554, 175018 556482, 175115 556266, 175345 556032)"
vaarwegvakken.596,300,1998-01-01T00:00:00,343,344,D,058,Vaarweg van Sneek door de Woudvaart naar het Oudhof,4,Oudhof,4.80800009,5.00899982,,"LINESTRING (175345 556032, 175485 555888)"
vaarwegvakken.597,301,1998-01-01T00:00:00,345,346,D,059,Houkesloot,1,Houkesloot,2.25099993,2.52099991,,"LINESTRING (175464 559698, 175309 559723, 175205 559768)"
vaarwegvakken.598,425,1998-01-01T00:00:00,468,469,D,045,Vaarweg van het Oudhof naar het Tjeukemeer,2,Langweerderwielen,2.43600011,2.76799989,,"LINESTRING (177032 554011, 177053 553990, 177106 553946, 177178 553905, 177318 553849)"
vaarwegvakken.600,428,1998-01-01T00:00:00,344,472,D,045,Vaarweg van het Oudhof naar het Tjeukemeer,4,Geeuw,0,0.88499999,,"LINESTRING (175485 555888, 175854 555393, 175989 555243, 176035 555196)"
vaarwegvakken.601,429,1998-01-01T00:00:00,472,470,D,045,Vaarweg van het Oudhof naar het Tjeukemeer,3,Fetzehol,0.88499999,1.10599995,,"LINESTRING (176035 555196, 176129 555102, 176178 555029)"
vaarwegvakken.602,430,1998-01-01T00:00:00,473,192,D,045,Vaarweg van het Oudhof naar het Tjeukemeer,2,Langweerderwielen,3.70499992,4.30200005,,"LINESTRING (178110 553349, 178635 553065)"
vaarwegvakken.603,431,1998-01-01T00:00:00,469,473,D,045,Vaarweg van het Oudhof naar het Tjeukemeer,2,Langweerderwielen,2.76799989,3.70499992,,"LINESTRING (177318 553849, 178110 553349)"
vaarwegvakken.604,663,1998-01-01T00:00:00,657,315,D,050,Johan Frisokanaal,12,Bochtafsnijding bij Heeg,21.5739994,22.36400032,,"LINESTRING (170420 553195, 170714 553271, 171181 553406)"
vaarwegvakken.605,664,1998-01-01T00:00:00,315,658,D,050,Johan Frisokanaal,12,Bochtafsnijding bij Heeg,22.36400032,23.53700066,,"LINESTRING (171181 553406, 171284 553417, 171397 553423, 171462 553417, 171547 553398, 171637 553370, 171947 553239, 172068 553214, 172187 553211, 172317 553223)"
vaarwegvakken.606,837,1998-01-01T00:00:00,819,820,D,045c,Fammens-Rakken,3,Jentje Meer,3.22399998,4.08300018,,"LINESTRING (178690 556098, 178581 556536, 178546 556765, 178521 556802, 178487 556929)"
vaarwegvakken.607,842,1998-01-01T00:00:00,317,825,D,050b,Woudsenderrakken en Welle,1,Welle,3.05900002,4.68100023,,"LINESTRING (171379 550882, 171443 550863, 171553 550858, 172547 550767, 172837 550748, 172990 550717)"
vaarwegvakken.608,922,1998-01-01T00:00:00,469,923,D,045a,Vaargeul door de Langweerderwielen naar de Janesloot,1,Vaargeul Langweerderwielen,0,0.67199999,,"LINESTRING (177318 553849, 176956 553383, 176906 553358, 176881 553352)"
vaarwegvakken.609,923,1998-01-01T00:00:00,923,924,D,045a,Vaargeul door de Langweerderwielen naar de Janesloot,2,Janesloot,0.67199999,1.53499997,,"LINESTRING (176881 553352, 176856 553344, 176703 553388, 176278 553413, 176121 553385, 176029 553383)"
vaarwegvakken.610,1023,1998-01-01T00:00:00,1017,1018,D,040a,"Gudsekop, Statenbocht en Hoitesloot",3,Gudsekop,0.44499999,0.89099997,,"LINESTRING (179308 557836, 179268 557832, 179105 557790, 178887 557696)"
vaarwegvakken.611,1025,1998-01-01T00:00:00,187,1017,D,040a,"Gudsekop, Statenbocht en Hoitesloot",5,"Goengarijpster Poelen, Gudsekop, Statenbocht en Hoitesloot",0,0.44499999,,"LINESTRING (179751 557877, 179308 557836)"
