FID,vwk_id,vwk_begdtm,vwj_id_beg,vwj_id_end,vaktype,vrt_code,vrt_naam,vwg_nr,vwg_naam,begkm,endkm,gdb_geomattr_data,shape
vaarwegvakken.1206,907,2003-05-01T00:00:00,909,910,D,242,Vaarweg Alkmaar-Huigendijk-Ursum-Avenhorn,1,Huigenvaart,2.81900001,9.28199959,,"LINESTRING (114265 516993, 114301.38300000131 516979.1559999995, 114350 516990, 114418.35700000077 517007.23000000045, 114476.6640000008 517012.62900000066, 114519.13500000164 517003.2710000016, 114567.72399999946 516969.438000001, 114613.07400000095 516944.243999999, 114642.58700000122 516932.7259999998, 114676.78000000119 516928.4070000015, 114728 516931, 114837.42000000179 516890.0789999999, 114965.88800000027 516834.66099999845, 115077.56399999931 516782.6020000018, 115239.61899999902 516694.436999999, 115527.625 516539.9389999993, 115736.70100000128 516438.33900000155, 115932.34299999848 516416.5080000013, 116382.40399999917 516413.98900000006, 116892.08100000024 516407.2719999999, 117060.85300000012 516347.6550000012, 117220.3900000006 516298.9549999982, 117340.46200000122 516262.84899999946, 117490.76199999824 516221.70600000024, 117735.10500000045 516230.94200000167, 117850.55700000003 516240.23999999836, 118070.82800000161 516240.9600000009, 118157.45600000024 516240.1779999994, 118340.50299999863 516236.8200000003, 118434.54600000009 516240.1779999994, 118681.40799999982 516355.2120000012, 118756.8359999992 516387.4470000006, 118848.61499999836 516444.6739999987, 119021.37700000033 516542.5729999989, 119083.28299999982 516578.2049999982, 119120.35500000045 516586.4829999991, 119403.61199999973 516585.04300000146, 119574.57499999925 516552.65100000054, 119649.79800000042 516548.69099999964, 119747.6959999986 516540.0529999994, 119791.94999999925 516534.7509999983, 120002.83799999952 516468.618999999, 120123 516443, 120204.17399999872 516447.30999999866, 120292 516428, 120366.56500000134 516412.7740000002, 120447 516389)"
vaarwegvakken.1207,908,2003-05-01T00:00:00,910,911,D,242,Vaarweg Alkmaar-Huigendijk-Ursum-Avenhorn,1,Huigenvaart,9.28199959,10.84599972,,"LINESTRING (120447 516389, 120580.50400000066 516371.1979999989, 120709.57400000095 516363.60599999875, 120736.83700000122 516349.11100000143, 120774.45399999991 516323.5729999989, 120840 516280, 121017.06399999931 516040.23999999836, 121037.08100000024 515903.5780000016, 121073.55799999833 515843.19000000134, 121111.65799999982 515789.48000000045, 121157.43100000173 515727.0379999988, 121186.80000000075 515684.17599999905, 121202.67500000075 515660.36300000176, 121214.31599999964 515625.438000001, 121226.48699999973 515583.368999999, 121245.80200000107 515549.5020000003, 121280.19799999893 515477.2710000016, 121284.6959999986 515470.3920000009, 121288.6640000008 515341.8040000014, 121293 515264)"
vaarwegvakken.1208,1450,2003-05-01T00:00:00,842,1419,D,084d,"Ganzendiep, Goot en Scheepvaartgat",1,Goot,6.32299995,11.98099995,,"LINESTRING (193153 511888, 193203 511866, 193469 511738, 193637 511681, 193825 511644, 193897 511641, 193987 511656, 194078 511691, 194267.79899999872 511769.0859999992, 194398.63599999994 511836.76000000164, 194493.37900000066 511910.44999999925, 194565.56500000134 511987.1469999999, 194621.20800000057 512075.8759999983, 194675.34800000116 512164.6039999984, 194725.82299999893 512269.15300000086, 194786.2250000015 512367.01900000125, 194864.21299999952 512484.7659999989, 194968.1959999986 512690.4389999993, 195054.5940000005 512939.69299999997, 195109.64499999955 513101.0210000016, 195133.1330000013 513150.98900000006, 195148.63800000027 513183.59600000083, 195187.41800000146 513241.92599999905, 195240.47899999842 513314.1039999984, 195314.21499999985 513412.23699999973, 195387 513500, 195461.90199999884 513602.69099999964, 195606.938000001 513836.7129999995, 195638.91699999943 513882.2989999987, 195676.50600000098 513927.1220000014, 195705.19900000095 513956.9930000007, 195799.26099999994 514052.9970000014, 195840.11800000072 514095.3530000001, 195873.2580000013 514137.38500000164, 195897 514184, 195910.14799999818 514232.6970000006, 195914.08900000155 514281.8269999996, 195924.9389999993 514461.5009999983, 195938.55099999905 514518.59099999815, 195966.77199999988 514603.4609999992, 195972.99599999934 514638.87900000066, 195970.92599999905 514688.3680000007, 195940.31899999827 515094.39499999955, 195931.17799999937 515323.3929999992, 195918.4539999999 515377.1160000004, 195896.54100000113 515408.2190000005, 195877.4549999982 515432.2529999986, 195809 515503, 195751 515594, 195773 515614)"
vaarwegvakken.1209,2641,2003-05-01T00:00:00,2403,2404,D,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",3,Noord,122.44100189,124.76699829,,"LINESTRING (104275 430430, 104130 430669, 103952 430860, 103710.47899999842 431110.74500000104, 103438 431353, 103304.25 431441.62099999934, 103254.98000000045 431482.6790000014, 103141 431610, 103081 431738, 102848 432221)"
vaarwegvakken.1210,1662,2003-05-01T00:00:00,1232,1235,D,105,Linge,2,Linge,0.435,4.05700016,,"LINESTRING (126853 427491, 126895 427563, 126954 427626, 127179 427773, 127279 427838, 127373 427904, 127439 427979, 127514 428095, 127589 428235, 127795 428682, 127839 428776, 127898 428832, 128123 429098, 128172.06500000134 429177.0309999995, 128188.7109999992 429214.1160000004, 128211 429273, 128226.30999999866 429332.2879999988, 128228.99399999902 429347.9750000015, 128230.80600000173 429377.78400000185, 128229.2890000008 429435.52699999884, 128222.3350000009 429585.76000000164, 128219.8049999997 429612.78599999845, 128214.74500000104 429636.0170000009, 128190 429713, 128116.02199999988 429898.52699999884, 128071.36699999869 429993.2670000009, 128047.9840000011 430048.48099999875, 128025.61899999902 430097.06799999997, 127992.06300000101 430165.5789999999, 127972.88800000027 430195.5399999991, 127956.1099999994 430222.10599999875, 127915 430285, 127903.17799999937 430313.5870000012, 127903 430345, 127914.96299999952 430380.5, 127925.54899999872 430399.27600000054, 127941.52800000086 430417.4519999996, 127959.90500000119 430431.03500000015, 127987.06899999827 430442.4200000018, 128035 430455)"
vaarwegvakken.1211,2335,2003-05-01T00:00:00,2158,1236,D,104,Merwedekanaal (bezuiden de Lek),1,Merwedekanaal (bezuiden de Lek),1.64699996,18.04400063,,"LINESTRING (135073 444436, 135018 444059, 134958 443925, 134900 443840, 134784 443713, 134668 443571, 134167 443007, 133785 442616, 133632 442548, 133447 442390, 133334 442292, 132803 441813, 132469 441481, 132389 441376, 132331 441242, 132164 440846, 131867 440151, 131438 439152, 131399 439088, 131354 439035, 131307 438995, 131258 438961, 131206 438933, 131154 438911, 131097 438885, 131046 438856, 131006 438827, 130968 438793, 130938 438756, 130912 438717, 130884 438675, 130855 438609, 130794 438400, 130749 438239, 130713 438125, 130653 437996, 130580 437894, 130482 437796, 130370 437706, 130208 437591, 130121 437539, 130034 437499, 129938 437461, 129847 437419, 129793 437377, 129691 437283, 129626 437232, 129575 437207, 129512 437176, 129474 437132, 129432 437080, 129354 437047, 129272 437016, 129189 437002, 129096 437000, 129009 437009, 128920 437022, 128777 437040, 128618 437035, 128493 437001, 128399 436957, 128339 436872, 128308 436797, 128299 436713, 128308 436604, 128330 436457, 128333 436332, 128299 436222, 128205 436010, 128171 435922, 128030 435338, 128000.2809999995 435143.11400000006, 127991.43800000101 435003.83399999887, 128011.3350000009 434849.0789999999, 128031.23200000077 434720.8539999984, 128074.9609999992 434477.4990000017, 128096 434266, 128089 434151, 128068 434047, 128054.0859999992 433953.70600000024, 128055.52899999917 433839.90300000086, 128066.11600000039 433775.3590000011, 128102 433641, 128171 433404, 128256.55000000075 433105.6259999983, 128288.60700000077 432997.1939999983, 128299.07899999991 432944.30700000003, 128300.64999999851 432870.9979999997, 128288.91600000113 432806.01399999857, 128275.65199999884 432752.0529999994, 128246.81399999931 432677.1009999998, 128227 432638, 128158 432551, 128129.15199999884 432515.2259999998, 128097.88699999824 432467.6490000002, 128069.0009999983 432414.97399999946, 128056.08700000122 432388.80700000003, 128046 432363, 128029.23999999836 432321.1799999997, 128006.81100000069 432234.1810000017, 127994.91600000113 432182.1860000007, 127987.78000000119 432114.8990000002, 127987.05999999866 432062.4450000003, 127993.25499999896 431995.8200000003, 128001.23900000006 431949.29199999943, 128005.50600000098 431925.4780000001, 128026.70499999821 431846.46400000155, 128039.36899999902 431809.43499999866, 128150 431445)"
vaarwegvakken.1212,777,2003-05-01T00:00:00,761,762,D,216,Leidsche Vaart,1,Leidsche Vaart,0,4.31500006,,"LINESTRING (109163 465691, 109130 465703, 109011.20899999887 465817.3220000006, 108824 466009, 108642.81500000134 466190.23099999875, 108557.70300000161 466260.2030000016, 108224.94399999827 466527.9219999984, 108070.52199999988 466672.1620000005, 107823.19299999997 466899.5520000011, 107408 467300, 107324 467353, 107230 467347, 107093.05200000107 467319.80099999905, 106526.06300000101 467186.7670000009, 106319.4990000017 467161.2650000006, 106264.67000000179 467150.63899999857, 106216.21700000018 467137.4629999995, 106107.40900000185 467107.7109999992, 105944 467063, 105538 466966)"
vaarwegvakken.1213,2595,2003-05-01T00:00:00,2365,2366,D,150,"Maas, Julianakanaal, Bergsche Maas en Amer",3,Julianakanaal,9.08600044,19.70899963,,"LINESTRING (177831 322251, 177882.49799999967 322375.01900000125, 178360.1950000003 323349.37000000104, 178706.46299999952 324054.54199999943, 178911.19000000134 324467.7890000008, 178988.27899999917 324633.33999999985, 179090.64299999923 324822.90199999884, 179896.23699999973 326071.8929999992, 180050 326327, 180107.82499999925 326453.5480000004, 180160.8110000007 326586.3770000003, 180278 326987, 180653 328281, 180700.10799999908 328418.3920000009, 180766 328543, 180841 328646, 180944 328752, 181053 328846, 181200 328987, 181247 329062, 181288 329143, 181316 329237, 181325 329324, 181313 329474, 181284 329584, 181222 329693, 180941 330015, 180688 330287, 180609 330396, 180556 330490, 180488 330637, 180469 330734, 180466 330840, 180475 330937, 180509 331046, 180697 331424, 180798 331622)"
vaarwegvakken.1214,3254,2003-05-01T00:00:00,2529,2961,H,971,1e Insteekhaven te Maasbracht,1,1e Insteekhaven te Maasbracht,0,0.27700001,,"LINESTRING (190150 351714, 190082.18299999833 351445.0069999993)"
vaarwegvakken.1215,1791,2003-05-01T00:00:00,1732,1733,D,126,Mark en Dintel,2,Dintel,27.77000046,31.24900055,,"LINESTRING (92325 403843, 92318.09499999881 403848.58300000057, 92272.47599999979 403842.16800000146, 92228.99599999934 403830.05000000075, 92131.69999999925 403794.7670000009, 92034.04800000042 403748.4360000007, 91906.45899999887 403676.0879999995, 91826.62700000033 403618.3520000018, 91772.09800000116 403571.6640000008, 91736.30799999833 403531.3370000012, 91658.05200000107 403460.4690000005, 91555.59499999881 403405.4670000002, 91489.06399999931 403387.48600000143, 91434.21999999881 403370.40399999917, 91347.01000000164 403345.23000000045, 91197 403304, 91055.7109999992 403273.3040000014, 90838.13599999994 403242.73600000143, 90706.8350000009 403226.6739999987, 90573.80900000036 403224.75400000066, 90403 403232, 90170.1259999983 403272.4050000012, 90082.91600000113 403289.48699999973, 89991.90799999982 403294.74599999934, 89870.37700000033 403302.23000000045, 89742.00800000131 403323.4290000014, 89642 403345, 89550.3350000009 403379.56799999997, 89533.94099999964 403389.90300000086, 89507.92399999872 403398.813000001, 89423.81500000134 403445.8570000008, 89303.7100000009 403520.69999999925, 89236.35200000182 403570.5949999988, 89143.68899999931 403664.3269999996, 89133 403695)"
vaarwegvakken.1216,1790,2003-05-01T00:00:00,1331,1732,D,126,Mark en Dintel,1,Mark,24.68600082,27.77000046,,"LINESTRING (94725 402398, 94675 402385, 94580.0709999986 402358.9479999989, 94527.38399999961 402347.8060000017, 94466.79699999839 402348.5179999992, 94356.20199999958 402349.05900000036, 94280.04600000009 402349.23099999875, 94171.70199999958 402367.05099999905, 94110.75600000098 402390.41600000113, 93926.4459999986 402464.1400000006, 93788.88800000027 402527.07499999925, 93653.12799999863 402618.7800000012, 93594 402679, 93521.63899999857 402759.0850000009, 93387 402951, 93250.06599999964 403156.8209999986, 93171.65900000185 403300.0920000002, 93096.10399999842 403485.41699999943, 93020.18200000003 403590.67599999905, 92959.94399999827 403651.813000001, 92846.66099999845 403739.9219999984, 92754.05700000003 403792.06799999997, 92650.6640000008 403831.6270000003, 92557.16000000015 403852.3060000017, 92481.63800000027 403858.59899999946, 92353.0709999986 403855.0029999986, 92325 403843)"
vaarwegvakken.1217,2377,2003-05-01T00:00:00,899,1897,D,234,Noordhollandsch Kanaal,1,Noordhollandsch Kanaal,53.54399872,63.42499924,,"LINESTRING (107892 527521, 107855.44000000134 527567.5329999998, 107812.57699999958 527635.0020000003, 107780.82699999958 527792.1640000008, 107730.8209999986 528045.3709999993, 107701.24799999967 528225.318, 107391.88899999857 529839.25, 107386.5850000009 529898.3969999999, 107391.87700000033 529943.3759999983, 107417.39499999955 530001.9569999985, 107905.82699999958 530982.6570000015, 108153.87799999863 531470.0249999985, 108431.97800000012 532028.5670000017, 108495.26900000125 532128.938000001, 108712.63399999961 532463.2969999984, 108990.7340000011 533107.7199999988, 109132.66000000015 533434.4070000015, 109727.21799999848 534618.4070000015, 109927.9609999992 535016.057, 109988.25 535100.2349999994, 110037.46299999952 535154.2100000009, 110238.79899999872 535309.1369999982, 110554.48299999908 535544.1259999983, 110657.41200000048 535629.1539999992, 111029.48999999836 535987.807, 111116.96499999985 536085.2809999995, 111188 536171)"
vaarwegvakken.1218,2378,2003-05-01T00:00:00,1897,1909,D,234,Noordhollandsch Kanaal,1,Noordhollandsch Kanaal,63.42499924,75.62400055,,"LINESTRING (111188 536171, 111217.76000000164 536253.7019999996, 111273.32200000063 536378.0560000017, 111437.36400000006 536698.2019999996, 111509.87200000137 536856.0139999986, 111823.65700000152 537724.7879999988, 112127.2509999983 538567.4439999983, 112304.74500000104 539107.245000001, 112421.85399999842 539464.061999999, 112535.3040000014 539819.0489999987, 112647.60300000012 540277.318, 112745 540680, 112847.03799999878 541090.0760000013, 113010 541742, 113182 542442, 113295 542902, 113399.81199999899 543321.4200000018, 113454.88699999824 543534.8350000009, 113510.36600000039 543670.4979999997, 113592 543858, 113712.44299999997 544134.5850000009, 113950.56100000069 544676.0199999996, 114047.75200000033 544909.6840000004, 114407.76399999857 545732.9730000012, 114628.87299999967 546240.3909999989, 114760.48600000143 546544.1130000018, 114918.42199999839 546904.9349999987, 115108.75400000066 547341.8889999986, 115217 547592, 115245 547639)"
vaarwegvakken.1219,2707,2003-05-01T00:00:00,2450,2455,D,150c1,Verlengde Oude Maas,1,Verlengde Oude Maas,0,3.33999991,,"LINESTRING (189011 351097, 188977 350997, 188918.15700000152 350568.6979999989, 188883 350384, 188736 349884, 188648.24599999934 349607.37000000104, 188577.99500000104 349470.56599999964, 188300.6889999993 349134.1009999998, 188189.76700000092 348901.1640000008, 188004.89600000158 348572.0940000005, 187679.52299999818 348095.1270000003)"
vaarwegvakken.1220,3780,2003-05-01T00:00:00,2366,2368,D,150,"Maas, Julianakanaal, Bergsche Maas en Amer",3,Julianakanaal,19.70899963,28.44599915,,"LINESTRING (180798 331622, 181659 333312, 181784 333565, 181868.36800000072 333760.5799999982, 181916 333902, 181966.7969999984 334116.6649999991, 181994 334290, 182007.32699999958 334416.2969999984, 182030.48699999973 334540.7809999995, 182069.5700000003 334694.21599999815, 182121.6799999997 334838.96599999815, 182167.9990000017 334951.87000000104, 182227.34699999914 335069.1180000007, 182529.8740000017 335597.4539999999, 182742.6559999995 335978.1460000016, 182862.79800000042 336202.5080000013, 182975.7030000016 336470.2950000018, 183072.68499999866 336713.47399999946, 183270.9919999987 337207.0709999986, 183347 337349, 183569 337881, 183650 338171, 183745.936999999 338475.32400000095, 183798.7100000009 338635.5080000013, 183884.08100000024 338917.6860000007, 184040.28799999878 339226.17500000075, 184119 339543, 184145 339643)"
vaarwegvakken.1221,3786,2003-05-01T00:00:00,2463,2465,D,150,"Maas, Julianakanaal, Bergsche Maas en Amer",24,Maas,67.08999634,69.00700378,,"LINESTRING (205111 369495, 205125 369645, 205142 369705, 205165 369785, 205190 369870, 205225 369941, 205253 370013, 205401.73600000143 370313.52600000054, 205606.28799999878 370697.3759999983, 205676.99799999967 370821.1169999987, 205735.0799999982 370937.2829999998, 205781 371032, 205915 371216)"
vaarwegvakken.1222,736,2003-07-01T00:00:00,200,711,D,037,Vaarweg van Het Deel langs Akkrum en Gorredijk naar de Drentsche Hoofdvaart,7,Opsterlandse Compagnonsvaart,43.25099945,54.9129982,,"LINESTRING (213652.39699999988 556791.0909999982, 213919.38800000027 556486.6039999984, 213933 556482, 213952.7259999998 556479.1959999986, 214161.74700000137 556498.2459999993, 214692.50200000033 556541.6380000003, 214897 556553, 214949 556555, 215003 556553, 215121.12799999863 556528.4090000018, 215156.05299999937 556524.1750000007, 215204.20699999854 556514.6499999985, 215688 556417, 216064.6339999996 556337.3790000007, 216082.6259999983 556329.4409999996, 216095.85500000045 556314.0960000008, 216509.13500000164 555896.5819999985, 216753.08100000024 555648.932, 217124.55700000003 555270.0480000004, 217589.6950000003 554802.2630000003, 217992.39200000092 554396.3920000009, 218656.49799999967 553722.7609999999, 218846.4690000005 553531.2030000016, 219393.62799999863 552976.6350000016, 219687.8449999988 552682.9470000006, 219805.3209999986 552566.0009999983, 219837.6000000015 552546.9510000013, 220552 552122, 220944.61899999902 551887.0780000016, 221279 551688, 221324.03200000152 551661.6530000009, 221348.90300000086 551655.8319999985, 222091.32499999925 551591.2740000002, 222358.02600000054 551572.2239999995, 222662.2969999984 551545.7650000006, 222799.35200000182 551534.6530000009, 222905.71400000155 551527.243999999, 223150 551508, 223171 551503, 223303 551430)"
vaarwegvakken.1223,223,2003-07-01T00:00:00,267,268,D,012,"Slochterdiep, Afwateringskanaal van Duurswold, Schildmeer en Groeve (zuid. deel)",4,Groeve,16.50099945,18.35300064,,"LINESTRING (251757.7960000001 590224.9129999988, 251750 590249, 251743.51799999923 590281.686999999, 251765 590364, 251799.77800000086 590476.2529999986, 251838.06599999964 590512.1970000006, 251877.13500000164 590541.1079999991, 252013.87799999863 590712.2320000008, 252061 590781, 252171.7190000005 590893.5139999986, 252219 591066, 252255 591229, 252273 591341, 252295.95899999887 591444.3920000009, 252305.3359999992 591561.6009999998, 252302.9919999987 591600.6700000018, 252295 591641, 252254 591767, 252238 591819, 252217 591896)"
vaarwegvakken.1224,38,2003-07-01T00:00:00,46,47,D,011e,"Groeve, noordelijk gedeelte",1,"Groeve, noordelijk gedeelte",0,1.69700003,,"LINESTRING (252900 593497, 252906 593445, 252903 593398, 252886 593356, 252859 593320, 252763.0460000001 593136.4349999987, 252462 592529, 252328 592278, 252319.13800000027 592233.6849999987, 252330.33999999985 592166.8909999989, 252348.5940000005 592081.0139999986, 252379 591948)"
vaarwegvakken.1225,1896,2003-07-01T00:00:00,1830,1831,D,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",3,Neder-Rijn,22.5739994,22.66300011,,"LINESTRING (185216.2410000004 442788.81599999964, 185189 442830, 185152 442845)"
vaarwegvakken.1226,2129,2002-11-01T00:00:00,2000,2005,D,143,"Hollandsch Diep naar de Schelde-Rijnverbinding, Krammer en Grevelingenmeer",4,Voorhavens Volkeraksluizen,0.477,3.82500005,,"LINESTRING (88849 412799, 88369.65500000119 412491.5170000009, 87757.04800000042 411967.4679999985, 87543.0859999992 411789.16699999943, 87162.23000000045 411469.0320000015, 86212 410743)"
vaarwegvakken.1227,2625,2003-05-01T00:00:00,1934,2389,D,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",5,Waal,55.63700104,56.86800003,,"LINESTRING (160087.8440000005 433343.40399999917, 159965.0309999995 433310.0080000013, 159832.52299999818 433268.5320000015, 159577.57499999925 433172.39400000125, 159335.8040000014 433055.7190000005, 159096.4389999993 432916.1889999993, 158975.686999999 432833.03599999845)"
vaarwegvakken.1228,2643,2003-05-01T00:00:00,2405,1934,D,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",5,Waal,50.11600113,55.63700104,,"LINESTRING (165410.9690000005 434313.76099999994, 165323.54199999943 434266.0089999996, 165257.40900000185 434228.1970000006, 165185.4919999987 434185.3440000005, 165124.54800000042 434147.6799999997, 165069.98000000045 434114.76199999824, 165010.22199999914 434079.7670000009, 164952.24399999902 434046.84800000116, 164883.29300000146 434008.88800000027, 164831.69000000134 433981.30799999833, 164770.00499999896 433949.57499999925, 164718.55099999905 433923.9219999984, 164673.91600000113 433901.9849999994, 164627.95100000128 433880.1790000014, 164572.3449999988 433854.23000000045, 164473.53799999878 433810.4140000008, 164335.10399999842 433753.85599999875, 164204.7509999983 433704.30000000075, 164046.92599999905 433649.3579999991, 163823.92500000075 433581.48800000176, 163608.46499999985 433526.5450000018, 163488.8839999996 433500.15199999884, 163315.97700000182 433467.29399999976, 163118.83100000024 433437.66800000146, 162981.4750000015 433421.5089999996, 162742.85300000012 433402.1169999987, 162597.41699999943 433396.19200000167, 162411.58300000057 433394.0370000005, 162224.13199999928 433398.88500000164, 162090.5469999984 433406.96499999985, 161897.7100000009 433424.2019999996, 161701.6409999989 433447.36400000006, 161551.89600000158 433461.368999999, 161369.83199999854 433472.1420000009, 161207.69900000095 433475.3740000017, 161025.09600000083 433472.1420000009, 160841.41600000113 433461.9070000015, 160634.57400000095 433442.5159999989, 160457.89699999988 433417.19900000095, 160254.28700000048 433381.6479999982, 160087.8440000005 433343.40399999917)"
vaarwegvakken.1229,265,2003-05-01T00:00:00,308,309,D,054,Vaarweg van Workum naar de Fluessen,4,Korte Vliet,2.28600001,3.13100004,,"LINESTRING (162120.46299999952 553702.6099999994, 162293.2190000005 553587.6429999992, 162354.04899999872 553553.5780000016, 162498.21499999985 553477.5410000011, 162560.86899999902 553433.743999999, 162723.28400000185 553287.7529999986, 162822.92399999872 553240.7259999998)"
vaarwegvakken.1230,268,2003-05-01T00:00:00,311,312,D,054,Vaarweg van Workum naar de Fluessen,7,Groote Gaastmeer,4.32800007,5.16699982,,"LINESTRING (163950 552838, 164044.85500000045 552805.8040000014, 164314.13500000164 552704.4620000012, 164375.9050000012 552697.7060000002, 164721 552519)"
vaarwegvakken.1231,2011,2003-05-01T00:00:00,1901,1908,D,244c,Groetkanaal,1,Groetkanaal,0,4.51300001,,"LINESTRING (123079 533849, 123102.48000000045 533790.2069999985, 123161.97700000182 533695.1130000018, 123192.93299999833 533629.4959999993, 123220.44999999925 533582.9290000014, 123385.55000000075 533312.5249999985, 123633.73000000045 532926.7609999999, 123741.4149999991 532814.5780000016, 124459.76099999994 532067.3929999992, 124617.18800000101 531740.6319999993, 124739 531490, 124915.1090000011 531268.8790000007, 125187.10200000182 530934.1799999997, 125251.13100000098 530858.5089999996, 125283.93899999931 530815.6469999999, 125285.24799999967 530669.9070000015, 125285.24799999967 530602.8630000018, 125284.20399999991 530497.881000001, 125282.88100000098 530385.1689999998, 125279.97100000083 530238.0599999987, 125280.2349999994 530202.0769999996, 125282 530081)"
vaarwegvakken.1232,2833,2003-05-01T00:00:00,2478,2555,D,150a,Noordergat van de Plomp,1,Noordergat van de Plomp,0,1.80999994,,"LINESTRING (113173 414464, 113352 414529, 113506 414586, 114018 414676, 114177 414742, 114491.42100000009 414849.66099999845, 114541.41200000048 414866.58100000024, 114583.71200000122 414873.5029999986, 114662 414876, 114702.98200000077 414875.4479999989, 114732.8900000006 414877.96599999815, 114762.89999999851 414887.86499999836, 114790.4459999986 414901.83999999985, 114818 414920, 114877 414989)"
vaarwegvakken.1233,2913,2003-07-01T00:00:00,480,2619,H,631,Farmsumerhaven,1,Farmsumerhaven,0,0.29699999,,"LINESTRING (257957.60399999842 592996.2609999999, 257897.5249999985 593042.2039999999, 257723 593178)"
vaarwegvakken.1234,3628,2003-07-01T00:00:00,3305,290,D,014,Termunterzijldiep,3,Termunterzijldiep,17.07900047,18.41799927,,"LINESTRING (263833.1259999983 590769.0709999986, 263866.1009999998 590844.6359999999, 263988.59099999815 590987.6730000004, 264105.55000000075 591115.6950000003, 264235 591252, 264368.70699999854 591435.7520000003, 264510.9549999982 591506.0850000009, 264617.6400000006 591549.5489999987, 264803 591637, 264804 591637)"
vaarwegvakken.1235,3838,2003-07-01T00:00:00,2466,2468,D,150,"Maas, Julianakanaal, Bergsche Maas en Amer",24,Maas,165.41900635,167.09100342,,"LINESTRING (160472 424756, 160336 424606, 160262 424565, 160254 424562, 160180 424534, 160020 424500, 159648 424440, 159579 424435, 159501 424428, 159482 424425, 159264 424397, 159173 424409, 159095 424440, 158936 424553)"
vaarwegvakken.1236,3204,2003-07-01T00:00:00,2086,2910,H,921,Gist- en Spiritusfabriek te Delft,1,Gist- en Spiritusfabriek te Delft,0,0.229,,"LINESTRING (83709.14699999988 448561.5709999986, 83507 448454)"
vaarwegvakken.1237,16,2003-07-01T00:00:00,20,21,D,003a,Oosterhamrikkanaal,1,Oosterhamrikkanaal,0,1.12600005,,"LINESTRING (234945 583647, 234879.6950000003 583588.4279999994, 234665 583420, 234347 583173, 234065 582945)"
vaarwegvakken.1238,2915,2003-07-01T00:00:00,1872,2621,H,633,Betonmortel Hoogkerk bv,1,Betonmortel Hoogkerk bv,0,0.155,,"LINESTRING (228577.7589999996 581819.3839999996, 228512.7509999983 581768.8220000006, 228458 581721)"
vaarwegvakken.1239,1961,2003-07-01T00:00:00,1869,790,D,004b,Gave en Munniksloot naar Leekstermeer en Rodenervaart,2,Leekstermeer,2.148,3.51399994,,"LINESTRING (225834.57400000095 579098.4439999983, 225814.46599999815 578997.9019999988, 225782 578733, 225449 577794)"
vaarwegvakken.1240,205,2003-07-01T00:00:00,248,249,D,036,"Vaarweg van de Boorne, ten oosten van Akkrum, naar Grouw",4,Douwe Tjeerdsrak,1.86500001,2.37100005,,"LINESTRING (186297.11300000176 565332.7529999986, 186313.48600000143 565368.0830000006, 186344.07699999958 565399.5359999985, 186390 565429, 186698 565592, 186715 565602)"
vaarwegvakken.1241,28,2003-07-01T00:00:00,35,36,D,034,Vaarweg van het Prinses Margrietkanaal (Kruiswaters) naar Drachten,6,Nieuwe Monnikegreppel,9.50300026,9.97200012,,"LINESTRING (196432.5249999985 569132.7509999983, 196900 569166)"
vaarwegvakken.1242,31,2003-07-01T00:00:00,38,39,D,034,Vaarweg van het Prinses Margrietkanaal (Kruiswaters) naar Drachten,8,Gaasterdiep,11.78999996,12.15100002,,"LINESTRING (198714 569264, 199072.27699999884 569304.1920000017)"
vaarwegvakken.1243,1675,2003-07-01T00:00:00,1623,1624,D,134b1,Zijtak naar Nieuwland,1,Zijtak naar Nieuwland,0,1.41499996,,"LINESTRING (35083.33799999952 391249.9270000011, 35025.25499999896 391196.3500000015, 34959.052999999374 391133.45800000057, 34919.33199999854 391073.8759999983, 34733.96700000018 390809.06799999997, 34681.00499999896 390723.006000001, 34644.59400000051 390653.493999999, 34621.42300000042 390574.0520000011, 34608.18299999833 390481.368999999, 34585.01199999824 390252.97199999914, 34548.60099999979 389991.4750000015)"
vaarwegvakken.1244,3172,2003-07-01T00:00:00,1666,2878,H,889,Tweede Binnenhaven,1,Tweede Binnenhaven,0,0.42899999,,"LINESTRING (29905.508999999613 385474.2479999997, 30047.65799999982 385878.618999999)"
vaarwegvakken.1245,676,2003-07-01T00:00:00,666,663,D,067,Havens van Makkum en de vaarweg van Makkum naar Tjerkwerd,1,Van Panhuyskanaal,6.14099979,7.046,,"LINESTRING (157784.311999999 563195.4800000004, 157806.62700000033 563192.0469999984, 157893.73999999836 563174.881000001, 158266.65300000086 563085.193, 158666 562994)"
vaarwegvakken.1246,674,2003-07-01T00:00:00,664,665,D,067,Havens van Makkum en de vaarweg van Makkum naar Tjerkwerd,2,Makkumerdiep,3.96199989,4.05900002,,"LINESTRING (155956.6490000002 563050.004999999, 155991.40900000185 563063.3079999983, 156047 563085)"
vaarwegvakken.1247,3074,2003-07-01T00:00:00,664,2780,H,791,"Vissershaven, Buitenhaven Zuid te Makkum",1,"Vissershaven, Buitenhaven Zuid te Makkum",0,0.308,,"LINESTRING (155956.6490000002 563050.004999999, 156070 562764)"
