OBJECTID,VERSIE,POSITIONELE_NAUWKEURIGHEID_MM,OBEGINTIJD,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,STATUS,OPPERVLAKTE,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,DOCUMENT,Shape__Area,Shape__Length
507,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,13.727,Dordrecht,G0505,bestaand,,13.727335,24.7519163736744
508,01,283,2014/04/07 00:00:00+00,0,2015/11/05 14:50:46+00,,24.586,Dordrecht,G0505,bestaand,,24.5861985,19.7812953699781
509,01,283,2015/11/12 00:00:00+00,0,2017/05/10 08:15:23+00,,34.7,Ommen,G0175,bestaand,,34.699938,61.1497651110914
510,01,283,2015/11/12 00:00:00+00,0,2017/05/10 08:15:23+00,,15.745,Ommen,G0175,bestaand,,15.7446985,48.3166384135133
511,01,283,2015/11/12 00:00:00+00,0,2017/05/10 08:15:23+00,,29.204,Ommen,G0175,bestaand,,29.203847,60.6350637714861
512,01,283,2015/11/12 00:00:00+00,0,2017/05/10 08:15:23+00,,30.883,Ommen,G0175,bestaand,,30.8829645,60.7357524089544
513,01,283,2015/11/12 00:00:00+00,0,2017/09/14 10:15:39+00,,25.966,Ommen,G0175,bestaand,,25.9656505,56.5611045387881
514,01,283,2015/11/12 00:00:00+00,0,2017/05/10 08:15:23+00,,29.446,Ommen,G0175,bestaand,,29.445944,56.7835367588053
515,01,283,2015/11/12 00:00:00+00,0,2017/05/10 08:15:23+00,,24.245,Ommen,G0175,bestaand,,24.245206,60.8357915494281
516,01,283,2015/11/12 00:00:00+00,0,2017/05/10 08:15:23+00,,28.914,Ommen,G0175,bestaand,,28.914452,57.0274328207018
517,01,283,2015/11/12 00:00:00+00,0,2017/05/10 08:15:23+00,,29.093,Ommen,G0175,bestaand,,29.0932135,57.1114929864061
518,01,283,2015/11/12 00:00:00+00,0,2017/09/14 10:15:39+00,,23.282,Ommen,G0175,bestaand,,23.281836,56.0291659275748
519,01,283,2015/11/12 00:00:00+00,0,2017/05/10 08:15:23+00,,132.672,Ommen,G0175,bestaand,,132.6716885,287.425205237008
520,01,283,2015/11/12 00:00:00+00,0,2017/05/10 08:15:23+00,,29.811,Ommen,G0175,bestaand,,29.8105105,56.8510891268256
521,01,283,2015/11/12 00:00:00+00,0,2017/09/14 10:15:39+00,,27.909,Ommen,G0175,bestaand,,27.908917,57.5129479849405
522,01,283,2015/11/12 00:00:00+00,0,2017/05/10 08:15:23+00,,8.846,Ommen,G0175,bestaand,,8.845824,26.4040765432605
523,01,283,2013/12/16 00:00:00+00,0,2015/10/20 09:02:30+00,,6.35,Dordrecht,G0505,bestaand,,6.3500865,10.4788269897695
524,01,283,2013/12/16 00:00:00+00,0,2015/10/20 09:02:30+00,,6.53,Dordrecht,G0505,bestaand,,6.5298905,10.7174692134095
525,01,283,2013/12/16 00:00:00+00,0,2015/10/20 09:02:30+00,,15.06,Dordrecht,G0505,bestaand,,15.0595635,19.7502974607338
526,01,283,2013/10/25 00:00:00+00,0,2015/10/20 09:02:30+00,,4.018,Dordrecht,G0505,bestaand,,4.0180745,14.7964573212256
527,01,283,2014/01/08 00:00:00+00,0,2015/10/20 09:02:30+00,,15.991,Dordrecht,G0505,bestaand,,15.99022897,60.6250409102135
528,01,283,2013/12/24 00:00:00+00,0,2015/10/20 09:02:30+00,,7.805,Dordrecht,G0505,bestaand,,7.804538,32.9875970738984
529,01,283,2013/12/16 00:00:00+00,0,2015/10/20 09:02:30+00,,15.055,Dordrecht,G0505,bestaand,,15.055277,19.7663300918977
530,01,283,2014/01/23 00:00:00+00,0,2015/10/20 09:02:30+00,,3.665,Dordrecht,G0505,bestaand,,3.664876,7.6577038627686
531,01,283,2013/12/16 00:00:00+00,0,2015/10/20 09:02:30+00,,22.432,Dordrecht,G0505,bestaand,,22.4324535,18.2014823839075
532,01,283,2014/01/23 00:00:00+00,0,2015/10/20 09:02:30+00,,7.376,Dordrecht,G0505,bestaand,,7.3755645,25.7939459469545
533,01,283,2013/12/16 00:00:00+00,0,2015/10/20 09:02:30+00,,17.206,Dordrecht,G0505,bestaand,,17.2063715,29.3946649465275
534,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,4.613,Dordrecht,G0505,bestaand,,4.613198,8.59115306994052
535,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,4.777,Dordrecht,G0505,bestaand,,4.7771195,8.74279840815459
536,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,4.75,Dordrecht,G0505,bestaand,,4.750383,8.71840445344233
537,01,283,2014/05/21 00:00:00+00,0,2015/11/06 09:11:47+00,,4.733,Dordrecht,G0505,bestaand,,4.73321,8.70221369510411
538,01,283,2018/08/14 00:00:00+00,0,2018/08/31 07:44:07+00,,16.297,Dordrecht,G0505,bestaand,,16.2970345,38.6617702819857
539,01,283,2018/08/01 00:00:00+00,0,2018/08/31 07:44:07+00,,3.323,Dordrecht,G0505,bestaand,,3.32315,11.2556358058168
540,01,283,2018/08/01 00:00:00+00,0,2018/08/31 07:44:07+00,,5.789,Dordrecht,G0505,bestaand,,5.788584,12.3097778731994
541,01,283,2018/08/01 00:00:00+00,0,2018/08/31 07:44:07+00,,6.45,Dordrecht,G0505,bestaand,,6.448595395,12.2569794388964
542,01,283,2018/08/14 00:00:00+00,0,2018/08/31 07:44:07+00,,9.547,Dordrecht,G0505,bestaand,,9.5465595,22.3710172387517
543,01,283,2018/03/07 00:00:00+00,0,2021/04/19 11:11:32+00,,0.653,Stichtse Vecht,G1904,bestaand,,0.6530945,3.45053633363393
544,01,283,2018/08/14 00:00:00+00,0,2018/08/31 07:44:07+00,,16.197,Dordrecht,G0505,bestaand,,16.19654,37.7403798679104
545,01,283,2018/08/01 00:00:00+00,0,2018/08/31 07:44:07+00,,3.49,Dordrecht,G0505,bestaand,,3.490112,11.3721553338858
546,01,283,2018/08/01 00:00:00+00,0,2018/08/31 07:44:07+00,,5.652,Dordrecht,G0505,bestaand,,5.652234,12.3355971817723
547,01,283,2019/02/12 00:00:00+00,0,2019/02/15 12:12:20+00,,15.797,Lingewaard,G1705,bestaand,,15.796955,19.4029904307515
548,01,283,2019/02/12 00:00:00+00,0,2019/02/15 12:12:20+00,,3.539,Lingewaard,G1705,bestaand,,3.538903,8.13099305404667
549,01,283,2019/02/12 00:00:00+00,0,2019/02/15 12:12:20+00,,25.53,Lingewaard,G1705,bestaand,,25.5300465,41.0283606516604
550,01,283,2019/02/15 00:00:00+00,0,2019/02/15 12:12:20+00,,4.464,Lingewaard,G1705,bestaand,,4.464347,11.2977099148618
551,01,283,2018/03/07 00:00:00+00,0,2021/04/19 11:11:32+00,,49.851,Stichtse Vecht,G1904,bestaand,,49.8512935,132.632200832168
552,01,283,2019/02/12 00:00:00+00,0,2019/02/15 12:12:20+00,,21.065,Lingewaard,G1705,bestaand,,21.044534745,26.7206061468068
553,01,283,2015/12/08 00:00:00+00,0,2015/12/08 16:22:08+00,,40.558,Veenendaal,G0345,bestaand,,40.558018,107.254096883615
554,01,283,2015/12/08 00:00:00+00,0,2016/07/04 15:18:26+00,,11.03,Veenendaal,G0345,bestaand,,11.01152486,16.1539692533973
555,01,283,2015/12/08 00:00:00+00,0,2016/07/04 15:18:26+00,,2.702,Veenendaal,G0345,bestaand,,2.701804,6.96804944264802
556,01,283,2015/12/08 00:00:00+00,0,2016/07/04 15:18:26+00,,62.972,Veenendaal,G0345,bestaand,,62.984818675,86.0012083883953
557,01,283,2020/12/17 00:00:00+00,0,2020/12/21 12:52:43+00,,53.682,Schijndel,G1948,bestaand,,53.6822655,67.0934293952484
558,01,283,2019/11/26 00:00:00+00,0,2019/12/02 10:34:41+00,,18.048,Dronten,G0303,bestaand,,18.048022,44.7077623909377
559,01,283,2015/12/08 00:00:00+00,0,2015/12/08 16:22:08+00,,9.484,Veenendaal,G0345,bestaand,,9.484118,18.8897650695455
560,01,283,2019/11/26 00:00:00+00,0,2019/12/02 10:34:41+00,,20.219,Dronten,G0303,bestaand,,20.2185125,49.3590827166796
561,01,283,2015/12/08 00:00:00+00,0,2016/07/04 15:18:26+00,,38.294,Veenendaal,G0345,bestaand,,38.293895,39.2494289379318
562,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,47.705,Barendrecht,G0489,bestaand,,47.705129,97.4999832724052
563,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,44.704,Barendrecht,G0489,bestaand,,44.703934,89.3801124000318
564,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,6.847,Barendrecht,G0489,bestaand,,6.8469695,44.4376080039038
565,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,179.195,Barendrecht,G0489,bestaand,,179.161598845,126.214861680658
566,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,8.678,Barendrecht,G0489,bestaand,,8.6778985,35.6825666307671
567,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,66.205,Barendrecht,G0489,bestaand,,66.2050955,135.245862196523
568,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,29.578,Barendrecht,G0489,bestaand,,29.573931645,26.6102765292927
569,01,283,2015/03/02 00:00:00+00,0,2015/03/02 12:23:01+00,,27.031,Hendrik-Ido-Ambacht,G0531,bestaand,,27.030604,48.9193549857264
570,01,283,2015/03/02 00:00:00+00,0,2015/03/02 16:05:02+00,,2.321,Hendrik-Ido-Ambacht,G0531,bestaand,,2.3213825,7.26303800984583
571,01,283,2020/04/24 00:00:00+00,0,2022/03/10 08:53:43+00,,9.903,Pijnacker-Nootdorp,G1926,bestaand,,9.9027885,47.6730869298701
572,01,283,2014/10/09 00:00:00+00,0,2015/03/02 12:23:01+00,,6.518,Hendrik-Ido-Ambacht,G0531,bestaand,,6.51830655,12.9791501859058
573,01,283,2020/04/24 00:00:00+00,0,2022/03/10 08:53:43+00,,35.185,Pijnacker-Nootdorp,G1926,bestaand,,35.184701,175.636429146655
574,01,283,2014/07/15 00:00:00+00,0,2014/12/16 13:40:40+00,,3.798,Hendrik-Ido-Ambacht,G0531,bestaand,,3.79787639,7.4926270230461
575,01,283,2015/02/27 00:00:00+00,0,2015/03/02 12:23:01+00,,7.948,Hendrik-Ido-Ambacht,G0531,bestaand,,7.9476615,23.2631087063539
576,01,283,2014/07/15 00:00:00+00,0,2014/12/16 13:40:40+00,,3.967,Hendrik-Ido-Ambacht,G0531,bestaand,,3.96692106,7.6509852573664
577,01,283,2015/02/27 00:00:00+00,0,2015/02/27 15:32:29+00,,87.689,Hendrik-Ido-Ambacht,G0531,bestaand,,87.722250475,173.914207847487
578,01,283,2014/07/15 00:00:00+00,0,2014/12/16 13:40:40+00,,4.472,Hendrik-Ido-Ambacht,G0531,bestaand,,4.4722459,8.29995875951963
579,01,283,2014/07/15 00:00:00+00,0,2014/12/16 13:40:40+00,,4.007,Hendrik-Ido-Ambacht,G0531,bestaand,,4.006739235,7.69640658923267
580,01,283,2014/07/15 00:00:00+00,0,2014/12/30 12:06:35+00,,4.005,Hendrik-Ido-Ambacht,G0531,bestaand,,4.00495055,7.68445132339453
581,01,283,2014/11/13 00:00:00+00,0,2015/11/06 08:29:42+00,,123.325,Dordrecht,G0505,bestaand,,123.325344,219.896774144624
582,01,283,2014/11/11 00:00:00+00,0,2015/11/06 08:29:42+00,,12.612,Dordrecht,G0505,bestaand,,12.6117045,56.8608097160494
583,01,283,2015/05/20 00:00:00+00,0,2015/11/06 08:29:42+00,,27.578,Dordrecht,G0505,bestaand,,27.5784655,99.3345198275983
584,01,283,2014/11/19 00:00:00+00,0,2015/11/06 08:29:42+00,,121.3,Dordrecht,G0505,bestaand,,121.300088,219.901094411308
585,01,283,2015/08/04 00:00:00+00,0,2015/11/06 08:29:42+00,,35.384,Dordrecht,G0505,bestaand,,35.383975,87.1171905754946
586,01,283,2015/08/06 00:00:00+00,0,2015/11/06 08:29:42+00,,22.06,Dordrecht,G0505,bestaand,,22.05559075,47.2743667166687
587,01,283,2014/10/20 00:00:00+00,0,2015/11/06 08:29:42+00,,110.658,Dordrecht,G0505,bestaand,,110.6577875,258.134133952634
588,01,283,2015/08/04 00:00:00+00,0,2015/11/06 08:29:42+00,,17.178,Dordrecht,G0505,bestaand,,17.1783835,47.217957363399
589,01,283,2014/11/11 00:00:00+00,0,2015/11/06 08:29:42+00,,2.413,Dordrecht,G0505,bestaand,,2.413496,10.8298520375515
590,01,283,2014/10/20 00:00:00+00,0,2015/11/06 08:29:42+00,,154.205,Dordrecht,G0505,bestaand,,154.204709,276.059739449354
591,01,283,2014/10/20 00:00:00+00,0,2015/11/06 08:29:42+00,,9.37,Dordrecht,G0505,bestaand,,9.3699685,15.499809959041
592,01,283,2015/11/12 00:00:00+00,0,2017/08/10 14:24:58+00,,14.704,Hardenberg,G0160,bestaand,,14.7038405,96.5620676074531
593,01,283,2015/11/12 00:00:00+00,0,2017/08/10 14:24:58+00,,7.727,Hardenberg,G0160,bestaand,,7.7273375,29.8828093391286
594,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:11:32+00,,6.562,Stichtse Vecht,G1904,bestaand,,6.5615815,21.1851502776546
595,01,283,2019/03/26 00:00:00+00,0,2021/04/19 09:43:08+00,,69.448,Stichtse Vecht,G1904,bestaand,,69.4484965,93.9802390890799
596,01,283,2013/12/18 00:00:00+00,0,2013/12/18 18:28:41+00,,18.064,Haarlemmermeer,G0394,bestaand,,18.064302,36.8525898604516
597,01,283,2022/12/20 00:00:00+00,0,2022/12/21 13:55:52+00,,5.293,Vught,G0865,bestaand,,5.2931625,22.2206130836113
598,01,283,2013/12/18 00:00:00+00,0,2013/12/18 18:48:10+00,,7.859,Haarlemmermeer,G0394,bestaand,,7.8587125,12.3079308539882
599,01,283,2014/04/03 00:00:00+00,0,2014/04/03 11:00:49+00,,46.575,Haarlemmermeer,G0394,bestaand,,46.5751295,154.826941293027
600,01,283,2022/12/20 00:00:00+00,0,2022/12/21 13:55:52+00,,5.242,Vught,G0865,bestaand,,5.241851,17.7406397939239
601,01,283,2013/12/18 00:00:00+00,0,2013/12/18 16:51:06+00,,6.197,Haarlemmermeer,G0394,bestaand,,6.1972355,11.2623295502917
602,01,283,2013/12/18 00:00:00+00,0,2013/12/18 16:48:29+00,,18.366,Haarlemmermeer,G0394,bestaand,,18.366233,19.7912601632209
603,01,283,2013/12/18 00:00:00+00,0,2013/12/18 16:25:20+00,,44.694,Haarlemmermeer,G0394,bestaand,,44.694285,42.1455639561366
604,01,283,2013/12/18 00:00:00+00,0,2013/12/18 16:52:46+00,,13.176,Haarlemmermeer,G0394,bestaand,,13.175785,20.5693440808714
605,01,283,2022/12/20 00:00:00+00,0,2022/12/21 13:55:52+00,,6.081,Vught,G0865,bestaand,,6.080959,14.8385139636567
606,01,283,2014/02/14 00:00:00+00,0,2014/02/14 13:32:34+00,,13.217,Haarlemmermeer,G0394,bestaand,,13.217254,20.6246488099386
607,01,283,2014/04/03 00:00:00+00,0,2014/04/03 11:00:49+00,,4.968,Haarlemmermeer,G0394,bestaand,,4.967574,17.7475055293029
608,01,283,2022/12/20 00:00:00+00,0,2022/12/21 13:55:52+00,,8.692,Vught,G0865,bestaand,,8.6916055,29.3017688348726
609,01,283,2013/12/18 00:00:00+00,0,2013/12/18 16:48:37+00,,13.259,Haarlemmermeer,G0394,bestaand,,13.258723,20.679950848362
610,01,283,2014/02/14 00:00:00+00,0,2017/10/10 10:13:40+00,,29.799,Haarlemmermeer,G0394,bestaand,,29.79592741,45.2054222333124
611,01,283,2013/12/18 00:00:00+00,0,2013/12/18 16:40:27+00,,53.195,Haarlemmermeer,G0394,bestaand,,53.1948595,58.4861207382432
612,01,283,2014/02/14 00:00:00+00,0,2014/02/14 13:31:10+00,,27.438,Haarlemmermeer,G0394,bestaand,,27.441033625,24.7267012422648
613,01,283,2019/09/02 00:00:00+00,0,2019/09/06 09:40:44+00,,389.631,Groningen,G0014,bestaand,,389.6310585,781.356785205544
614,01,283,2015/07/07 00:00:00+00,0,2015/07/08 06:23:54+00,,27.805,Rotterdam,G0599,bestaand,,27.804962,37.7830261825025
615,01,283,2015/03/26 00:00:00+00,0,2015/06/05 07:29:42+00,,44.147,Rotterdam,G0599,bestaand,,44.147033,116.870640491525
616,01,283,2015/08/06 00:00:00+00,0,2015/08/06 12:00:50+00,,3.02,Rotterdam,G0599,bestaand,,3.019756,9.51095425717451
617,01,283,2015/08/06 00:00:00+00,0,2015/08/06 12:00:50+00,,2.111,Rotterdam,G0599,bestaand,,2.1110245,7.79252284346155
618,01,283,2015/11/24 00:00:00+00,0,2015/11/24 16:53:34+00,,149.179,Haarlemmermeer,G0394,bestaand,,149.1792885,105.233268713131
619,01,283,2015/11/24 00:00:00+00,0,2015/11/24 16:53:34+00,,1310.286,Haarlemmermeer,G0394,bestaand,,1310.2861255,814.823257418431
620,01,283,2015/02/24 00:00:00+00,0,2015/02/24 15:57:38+00,,31.47,Tiel,G0281,bestaand,,31.469536,61.1931369254884
621,01,283,2015/02/24 00:00:00+00,0,2015/02/24 15:57:36+00,,38.378,Tiel,G0281,bestaand,,38.3779425,80.6278186645213
622,01,283,2015/02/24 00:00:00+00,0,2018/06/29 13:25:07+00,,60.646,Tiel,G0281,bestaand,,60.645589,83.8011018941271
623,01,283,2015/02/24 00:00:00+00,0,2015/02/24 15:57:36+00,,33.516,Tiel,G0281,bestaand,,33.516184,69.022060178902
624,01,283,2015/02/24 00:00:00+00,0,2019/09/23 15:32:12+00,,176.941,Tiel,G0281,bestaand,,176.94118,313.584781606701
625,01,283,2015/02/24 00:00:00+00,0,2022/07/22 12:53:42+00,,54.603,Tiel,G0281,bestaand,,54.60229752,90.0130004660597
626,01,283,2015/02/24 00:00:00+00,0,2016/09/19 10:33:34+00,,0.563,Tiel,G0281,bestaand,,0.5625,3
627,01,283,2015/02/24 00:00:00+00,0,2022/06/16 14:05:02+00,,9.365,Tiel,G0281,bestaand,,9.3649035,20.7302385590279
628,01,283,2015/02/24 00:00:00+00,0,2016/09/19 10:33:34+00,,0.563,Tiel,G0281,bestaand,,0.5625,3
629,01,283,2015/02/24 00:00:00+00,0,2022/11/17 13:55:36+00,,37.519,Tiel,G0281,bestaand,,37.50474529,95.3726321902735
630,01,283,2017/11/29 00:00:00+00,1,2022/11/30 13:28:42+00,,168.05,Tiel,G0281,bestaand,,168.0500415,286.762909210518
631,01,283,2017/11/28 00:00:00+00,1,2017/11/28 10:30:09+00,,4.48,Tiel,G0281,bestaand,,4.48031819,11.0259688046068
632,01,283,2017/11/29 00:00:00+00,1,2020/04/29 15:48:37+00,,79.243,Tiel,G0281,bestaand,,79.20067265,312.839550110963
633,01,283,2019/03/19 00:00:00+00,1,2019/03/19 09:19:17+00,,9.547,West Betuwe,G1960,bestaand,,9.5469235,27.7478767605431
634,01,283,2019/03/19 00:00:00+00,1,2019/03/19 11:26:06+00,,5.852,West Betuwe,G1960,bestaand,,5.851883,16.9359058433136
635,01,283,2019/03/19 00:00:00+00,1,2019/03/19 15:04:05+00,,38.932,Tiel,G0281,bestaand,,38.930882255,65.5846041541237
636,01,283,2019/03/19 00:00:00+00,1,2019/03/19 13:38:14+00,,7.017,Tiel,G0281,bestaand,,7.0169295,19.4432268059692
637,01,283,2019/03/22 00:00:00+00,0,2022/06/14 11:49:05+00,,44.793,Venlo,G0983,bestaand,,44.79155661,89.9731084788602
638,01,283,2019/03/22 00:00:00+00,0,2019/03/27 07:29:23+00,,8.36,Venlo,G0983,bestaand,,8.359818,56.3498021260823
639,01,283,2019/03/22 00:00:00+00,0,2019/03/27 07:29:23+00,,2.017,Venlo,G0983,bestaand,,2.016882,14.0327355075361
640,01,283,2019/03/22 00:00:00+00,0,2021/07/23 08:21:12+00,,19.964,Venlo,G0983,bestaand,,19.9635405,24.5850500932518
641,01,283,2018/09/26 00:00:00+00,0,2018/11/22 10:15:21+00,,23.843,Zwijndrecht,G0642,bestaand,,23.843433,52.5487163295371
642,01,283,2018/10/29 00:00:00+00,0,2018/11/22 10:15:21+00,,3.684,Zwijndrecht,G0642,bestaand,,3.683748645,7.97106003556785
643,01,283,2018/10/10 00:00:00+00,0,2018/11/22 10:15:21+00,,26.2,Zwijndrecht,G0642,bestaand,,26.1996145,60.528136805951
644,01,283,2018/10/29 00:00:00+00,0,2018/11/22 10:15:21+00,,3.78,Zwijndrecht,G0642,bestaand,,3.779368415,7.13693624509076
645,01,283,2018/10/29 00:00:00+00,0,2018/11/22 10:15:21+00,,3.802,Zwijndrecht,G0642,bestaand,,3.80093231,7.1631372870778
646,01,283,2015/12/08 00:00:00+00,0,2020/05/27 15:43:03+00,,246.976,Veenendaal,G0345,bestaand,,246.953183475,170.797826190061
647,01,283,2017/09/25 00:00:00+00,0,2017/09/27 15:42:32+00,,29.72,Leusden,G0327,bestaand,,29.72016,39.4693426228362
648,01,283,2015/12/08 00:00:00+00,0,2015/12/08 16:22:08+00,,91.615,Veenendaal,G0345,bestaand,,91.614941,56.614460150254
649,01,283,2020/07/16 00:00:00+00,0,2020/07/16 16:07:52+00,,4.558,Groningen,G0014,bestaand,,4.5532103,17.513824184854
650,01,283,2015/12/08 00:00:00+00,0,2015/12/08 16:22:08+00,,51.721,Veenendaal,G0345,bestaand,,51.721241,85.2270954935848
651,01,283,2017/09/25 00:00:00+00,0,2017/09/27 15:42:32+00,,6.48,Leusden,G0327,bestaand,,6.479835,11.160844368647
652,01,283,2017/09/25 00:00:00+00,0,2017/09/27 15:42:32+00,,75.227,Leusden,G0327,bestaand,,75.227372,86.1364298362274
653,01,283,2020/07/16 00:00:00+00,0,2022/03/04 09:15:28+00,,9.647,Groningen,G0014,bestaand,,9.646879,12.9344681363523
654,01,283,2015/12/08 00:00:00+00,0,2015/12/08 16:22:08+00,,9.884,Veenendaal,G0345,bestaand,,9.884049,18.2479744605063
655,01,283,2020/07/16 00:00:00+00,0,2022/08/11 14:54:13+00,,13.851,Groningen,G0014,bestaand,,13.8513935,61.5722287437903
656,01,283,2015/12/08 00:00:00+00,0,2015/12/08 16:22:08+00,,4.945,Veenendaal,G0345,bestaand,,4.945212,18.4376388238474
657,01,283,2020/07/16 00:00:00+00,0,2020/07/16 16:07:52+00,,12.068,Groningen,G0014,bestaand,,12.068182,25.8375872982262
658,01,283,2015/12/08 00:00:00+00,0,2015/12/08 16:22:08+00,,145.995,Veenendaal,G0345,bestaand,,145.9951545,153.370437667935
659,01,283,2015/12/08 00:00:00+00,0,2015/12/08 16:22:08+00,,16.129,Veenendaal,G0345,bestaand,,16.1290815,24.0945271767844
660,01,283,2015/12/08 00:00:00+00,0,2015/12/08 16:22:08+00,,51.631,Veenendaal,G0345,bestaand,,51.6312925,85.4941949930474
661,01,283,2017/08/25 00:00:00+00,0,2017/08/31 15:37:04+00,,55.022,Amersfoort,G0307,bestaand,,55.0215225,45.8765930274815
662,01,283,2020/05/20 00:00:00+00,0,2020/09/23 11:27:26+00,,3.711,Leusden,G0327,bestaand,,3.710585,12.4076827584125
663,01,283,2019/10/25 00:00:00+00,0,2020/09/23 11:27:26+00,,8.768,Leusden,G0327,bestaand,,8.7684685,17.9367918792768
664,01,283,2020/02/20 00:00:00+00,0,2020/09/23 11:27:26+00,,44.792,Leusden,G0327,bestaand,,44.7920355,113.668082310286
665,01,283,2015/12/08 00:00:00+00,0,2015/12/08 16:22:08+00,,12.114,Veenendaal,G0345,bestaand,,12.1136965,23.5926000805496
666,01,283,2019/11/18 00:00:00+00,0,2020/09/23 11:27:26+00,,93.305,Leusden,G0327,bestaand,,93.3048525,107.268166011612
667,01,283,2015/12/08 00:00:00+00,0,2015/12/08 16:22:08+00,,13.132,Veenendaal,G0345,bestaand,,13.131589,17.3278303322428
668,01,283,2015/12/08 00:00:00+00,0,2015/12/08 16:22:08+00,,24.045,Veenendaal,G0345,bestaand,,24.044778,34.9339403678671
669,01,283,2015/12/08 00:00:00+00,0,2015/12/08 16:22:08+00,,9.193,Veenendaal,G0345,bestaand,,9.192677,17.5670573376239
670,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,74.972,Barendrecht,G0489,bestaand,,74.956005135,65.7577918007145
671,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,27.579,Barendrecht,G0489,bestaand,,27.574136915,46.4748581981204
672,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,25.611,Barendrecht,G0489,bestaand,,25.597204665,29.434386230089
673,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,29.606,Barendrecht,G0489,bestaand,,29.590658555,28.8547346718238
674,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,17.903,Barendrecht,G0489,bestaand,,17.90192498,34.7740529926639
675,01,283,2020/05/04 00:00:00+00,1,2020/05/07 08:38:28+00,,9.215,Tiel,G0281,bestaand,,9.22282369,34.6737342762884
676,01,283,2020/07/16 00:00:00+00,0,2020/07/16 16:07:52+00,,4.544,Groningen,G0014,bestaand,,4.5440775,9.19350873029319
677,01,283,2020/07/16 00:00:00+00,0,2020/07/16 16:07:52+00,,20.189,Groningen,G0014,bestaand,,20.180674915,22.5702156247984
678,01,283,2020/07/16 00:00:00+00,0,2020/07/16 16:07:52+00,,10.769,Groningen,G0014,bestaand,,10.764628545,14.1124605644957
679,01,283,2020/07/16 00:00:00+00,0,2020/07/16 16:07:52+00,,148.865,Groningen,G0014,bestaand,,148.865209,121.83396572696
680,01,283,2018/02/08 00:00:00+00,0,2018/02/08 09:12:14+00,,8.581,Súdwest Fryslân,G1900,bestaand,,8.581475,60.0081754099091
681,01,283,2018/03/01 00:00:00+00,0,2018/03/01 13:07:07+00,,13.538,Súdwest Fryslân,G1900,bestaand,,13.5383075,55.1816585768095
682,01,283,2015/07/16 00:00:00+00,1,2018/06/13 10:08:30+00,,17.851,Súdwest Fryslân,G1900,bestaand,,17.850586,36.9080995267213
683,01,283,2018/02/06 00:00:00+00,0,2018/02/06 11:24:03+00,,4.825,Súdwest Fryslân,G1900,bestaand,,4.825375,18.135518734307
684,01,283,2018/02/06 00:00:00+00,0,2018/02/06 11:24:03+00,,22.723,Súdwest Fryslân,G1900,bestaand,,22.7234885,59.5738092763225
685,01,283,2018/02/06 00:00:00+00,0,2018/02/06 11:24:05+00,,3.965,Súdwest Fryslân,G1900,bestaand,,3.9648615,16.8776197092959
686,01,283,2015/12/08 00:00:00+00,0,2015/12/08 16:22:08+00,,22.737,Veenendaal,G0345,bestaand,,22.732371315,42.344933580219
687,01,283,2015/12/08 00:00:00+00,0,2015/12/08 16:22:08+00,,41.085,Veenendaal,G0345,bestaand,,41.0849055,41.8344352232721
688,01,283,2015/12/08 00:00:00+00,0,2015/12/08 16:22:08+00,,8.915,Veenendaal,G0345,bestaand,,8.9150885,11.8957392669084
689,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,123.747,Barendrecht,G0489,bestaand,,123.74674,126.526261550643
690,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,21.513,Barendrecht,G0489,bestaand,,21.497504385,22.5727296035426
691,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,28.1,Barendrecht,G0489,bestaand,,28.08395144,28.0943468070524
692,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,1.977,Barendrecht,G0489,bestaand,,1.976509,5.62353483140275
693,01,283,2015/06/08 00:00:00+00,0,2015/11/18 15:30:03+00,,35.377,Barendrecht,G0489,bestaand,,35.370918985,34.1845704104091
