OBJECTID,VERSIE,POSITIONELE_NAUWKEURIGHEID_MM,OBEGINTIJD,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,STATUS,OPPERVLAKTE,BGTBRONHOUDER,BGTBRONHOUDERCODE,BGTSTATUS,DOCUMENT,Shape__Area,Shape__Length
186,01,283,2015/11/12 00:00:00+00,0,2017/05/10 08:15:23+00,,5.839,Ommen,G0175,bestaand,,5.8393805,15.8175715381019
187,01,283,2015/11/12 00:00:00+00,0,2017/05/10 08:15:23+00,,10.545,Ommen,G0175,bestaand,,10.545441,36.148676760334
188,01,283,2015/11/12 00:00:00+00,0,2022/02/23 08:33:20+00,,11.926,Prorail,L0004,bestaand,,11.9262815,56.5275516762186
189,01,283,2015/11/12 00:00:00+00,0,2017/05/10 08:15:23+00,,8.606,Ommen,G0175,bestaand,,8.606375,28.3562382740324
190,01,283,2015/11/12 00:00:00+00,0,2017/05/10 08:15:23+00,,29.102,Ommen,G0175,bestaand,,29.1024115,195.298708844196
191,01,283,2015/11/12 00:00:00+00,0,2017/05/10 08:15:23+00,,16.11,Ommen,G0175,bestaand,,16.110114,58.1319764255241
192,01,283,2022/01/10 00:00:00+00,0,2022/01/12 13:53:30+00,,7.99,Schijndel,G1948,bestaand,,7.989773,13.6592116076062
193,01,283,2018/04/30 00:00:00+00,0,2018/04/30 15:01:44+00,,3.134,Deurne,G0762,bestaand,,3.134481,7.1021481384267
194,01,283,2018/04/24 00:00:00+00,0,2018/04/24 12:02:58+00,,4.345,Deurne,G0762,bestaand,,4.34917068,14.6316451413254
195,01,283,2018/05/03 00:00:00+00,0,2018/05/03 09:37:41+00,,10.274,Deurne,G0762,bestaand,,10.2739605,21.4568011609067
196,01,283,2018/05/01 00:00:00+00,0,2020/11/02 14:09:38+00,,4.384,Deurne,G0762,bestaand,,4.3842695,16.0530190192624
197,01,283,2018/05/01 00:00:00+00,0,2018/05/01 13:44:41+00,,5.141,Deurne,G0762,bestaand,,5.140932,33.2867651854109
198,01,283,2018/05/01 00:00:00+00,0,2018/05/01 13:44:40+00,,2.799,Deurne,G0762,bestaand,,2.799318,12.4838424854252
199,01,283,2019/11/26 00:00:00+00,0,2019/12/02 10:34:41+00,,15.847,Dronten,G0303,bestaand,,15.847011,39.0114834553437
200,01,283,2016/06/16 00:00:00+00,0,2017/07/05 17:27:32+00,,124.299,Hardinxveld-Giessendam,G0523,bestaand,,124.2990465,127.580209089799
201,01,283,2015/12/08 00:00:00+00,0,2016/07/04 15:18:26+00,,23.477,Veenendaal,G0345,bestaand,,23.468726055,22.8542656759508
202,01,283,2020/12/17 00:00:00+00,0,2021/12/22 15:59:24+00,,86.431,Schijndel,G1948,bestaand,,86.430722,109.865381109306
203,01,283,2020/06/25 00:00:00+00,0,2022/03/10 08:53:40+00,,7.724,Pijnacker-Nootdorp,G1926,bestaand,,7.7238575,24.3705138016731
204,01,283,2020/07/09 00:00:00+00,1,2020/07/13 13:46:51+00,,3.704,Tiel,G0281,bestaand,,3.703637,14.8527571935279
205,01,283,2015/12/08 00:00:00+00,0,2016/03/24 16:23:15+00,,154.204,Veenendaal,G0345,bestaand,,154.42982955,303.287149602151
206,01,283,2019/11/26 00:00:00+00,0,2019/12/02 10:34:41+00,,8.331,Dronten,G0303,bestaand,,8.331171,21.2922664670694
207,01,283,2020/07/08 00:00:00+00,1,2020/07/13 13:46:51+00,,18.949,Tiel,G0281,bestaand,,18.970227835,49.2178830031629
208,01,283,2018/02/01 00:00:00+00,0,2018/02/01 08:51:21+00,,7.012,Súdwest Fryslân,G1900,bestaand,,7.012253,28.0745263106531
209,01,283,2018/02/01 00:00:00+00,0,2018/02/01 08:49:54+00,,11.312,Súdwest Fryslân,G1900,bestaand,,11.312463,46.2927287407469
210,01,283,2018/02/01 00:00:00+00,0,2018/02/01 08:51:35+00,,8.287,Súdwest Fryslân,G1900,bestaand,,8.2874375,34.1449939064777
211,01,283,2018/02/01 00:00:00+00,0,2018/02/01 08:49:47+00,,11.55,Súdwest Fryslân,G1900,bestaand,,11.549685,47.2036557391806
212,01,283,2018/02/01 00:00:00+00,0,2018/02/01 08:54:07+00,,7.274,Súdwest Fryslân,G1900,bestaand,,7.273761,29.0801535829752
213,01,283,2018/02/01 00:00:00+00,0,2018/02/01 08:51:25+00,,29.71,Súdwest Fryslân,G1900,bestaand,,29.709594,82.0281021351071
214,01,283,2018/02/01 00:00:00+00,0,2018/02/01 08:49:47+00,,11.548,Súdwest Fryslân,G1900,bestaand,,11.548195,47.1651405637935
215,01,283,2018/02/01 00:00:00+00,0,2018/02/01 08:51:21+00,,9.76,Súdwest Fryslân,G1900,bestaand,,9.760461,22.8655704677171
216,01,283,2018/02/01 00:00:00+00,0,2018/02/01 08:50:25+00,,8.825,Súdwest Fryslân,G1900,bestaand,,8.824647,18.8376047311039
217,01,283,2013/07/24 00:00:00+00,0,2015/11/05 14:50:46+00,,13.953,Dordrecht,G0505,bestaand,,13.953371,17.2900746148911
218,01,283,2014/04/10 00:00:00+00,0,2015/11/05 14:50:46+00,,21.558,Dordrecht,G0505,bestaand,,21.557762,56.7220604294037
219,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,23.687,Dordrecht,G0505,bestaand,,23.6865495,19.2552618126776
220,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,22.777,Dordrecht,G0505,bestaand,,22.776842,18.9949122407434
221,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,18.055,Dordrecht,G0505,bestaand,,18.0552575,17.0554559971177
222,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,23.384,Dordrecht,G0505,bestaand,,23.383521,19.1633794921749
223,01,283,2014/04/07 00:00:00+00,0,2015/11/05 14:50:46+00,,6.246,Dordrecht,G0505,bestaand,,6.245968,10.1143070648493
224,01,283,2014/04/07 00:00:00+00,0,2015/11/05 14:50:46+00,,32.779,Dordrecht,G0505,bestaand,,32.778531,22.481906888293
225,01,283,2014/04/07 00:00:00+00,0,2015/11/05 14:50:46+00,,44.991,Dordrecht,G0505,bestaand,,44.9905455,41.9724799161287
226,01,283,2013/10/25 00:00:00+00,0,2015/11/05 14:50:46+00,,12.438,Dordrecht,G0505,bestaand,,12.4384665,53.2441140853109
227,01,283,2019/08/02 00:00:00+00,0,2021/04/19 11:24:19+00,,45.894,Stichtse Vecht,G1904,bestaand,,45.8937605,102.18823147542
228,01,283,2019/08/02 00:00:00+00,0,2021/04/19 11:24:19+00,,36.845,Stichtse Vecht,G1904,bestaand,,36.8447475,60.678682462214
229,01,283,2020/11/19 00:00:00+00,0,2020/11/25 15:24:06+00,,55.691,De Ronde Venen,G0736,bestaand,,55.691441,41.9242268837213
230,01,283,2019/08/02 00:00:00+00,0,2021/04/19 11:24:19+00,,35.48,Stichtse Vecht,G1904,bestaand,,35.4795795,42.3549456362116
231,01,283,2020/11/23 00:00:00+00,0,2020/11/25 15:24:06+00,,118.273,De Ronde Venen,G0736,bestaand,,118.269217525,106.574694446631
232,01,283,2019/08/02 00:00:00+00,0,2021/04/19 11:24:19+00,,9.417,Stichtse Vecht,G1904,bestaand,,9.4169115,21.0628591315085
233,01,283,2019/08/02 00:00:00+00,0,2021/04/19 11:24:19+00,,15.833,Stichtse Vecht,G1904,bestaand,,15.83326,28.7069847174116
234,01,283,2020/11/19 00:00:00+00,0,2020/11/25 15:24:06+00,,5.868,De Ronde Venen,G0736,bestaand,,5.8678065,9.86967115163277
235,01,283,2019/08/02 00:00:00+00,0,2021/04/19 11:24:19+00,,35.273,Stichtse Vecht,G1904,bestaand,,35.273205,42.2991514310543
236,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,21.459,Dordrecht,G0505,bestaand,,21.458625,18.4799378589336
237,01,283,2014/03/26 00:00:00+00,0,2015/11/05 14:50:46+00,,29.279,Dordrecht,G0505,bestaand,,29.2785355,85.0520966023909
238,01,283,2013/12/13 00:00:00+00,0,2015/11/05 14:50:46+00,,46.899,Dordrecht,G0505,bestaand,,46.947522835,77.4375441410832
239,01,283,2013/12/19 00:00:00+00,0,2015/11/05 14:50:46+00,,38.645,Dordrecht,G0505,bestaand,,38.645093,126.948278152609
240,01,283,2013/07/24 00:00:00+00,0,2015/11/05 14:50:46+00,,4.053,Dordrecht,G0505,bestaand,,4.0534135,10.823481309117
241,01,283,2014/04/07 00:00:00+00,0,2015/11/05 14:50:46+00,,31.762,Dordrecht,G0505,bestaand,,31.762409,22.6433143634527
242,01,283,2014/05/06 00:00:00+00,0,2015/10/22 11:05:10+00,,58.075,Dordrecht,G0505,bestaand,,58.075125,74.8181713788302
243,01,283,2018/08/22 00:00:00+00,0,2021/04/19 11:24:19+00,,29.284,Stichtse Vecht,G1904,bestaand,,29.2841225,53.5201028636676
244,01,283,2018/08/22 00:00:00+00,0,2021/04/19 11:24:19+00,,67.764,Stichtse Vecht,G1904,bestaand,,67.763716,48.3843761430744
245,01,283,2018/08/22 00:00:00+00,0,2021/04/19 11:24:19+00,,83.236,Stichtse Vecht,G1904,bestaand,,83.2355865,132.451362002104
246,01,283,2018/08/22 00:00:00+00,0,2021/04/19 11:24:19+00,,56.907,Stichtse Vecht,G1904,bestaand,,56.906754,109.875321364444
247,01,283,2018/08/22 00:00:00+00,0,2021/04/19 11:24:19+00,,15.793,Stichtse Vecht,G1904,bestaand,,15.7932245,40.4596098086099
248,01,283,2018/08/22 00:00:00+00,0,2021/04/19 11:24:19+00,,60.607,Stichtse Vecht,G1904,bestaand,,60.6068565,178.909580958544
249,01,283,2018/12/14 00:00:00+00,0,2020/02/21 08:01:28+00,,16.42,Stichtse Vecht,G1904,bestaand,,16.4195225,31.6180149088177
250,01,283,2018/12/14 00:00:00+00,0,2021/04/19 11:24:19+00,,14.914,Stichtse Vecht,G1904,bestaand,,14.9136425,31.9069533683188
251,01,283,2018/12/14 00:00:00+00,0,2021/04/19 11:24:19+00,,15.815,Stichtse Vecht,G1904,bestaand,,15.8145605,29.8441094155559
252,01,283,2018/12/14 00:00:00+00,0,2020/02/21 08:01:28+00,,13.6,Stichtse Vecht,G1904,bestaand,,13.599984,48.1294288497054
253,01,283,2018/12/14 00:00:00+00,0,2021/04/19 11:24:19+00,,3.899,Stichtse Vecht,G1904,bestaand,,3.8989815,11.5603140877833
254,01,283,2018/12/07 00:00:00+00,0,2019/01/07 13:34:38+00,,6.941,Hillegom,G0534,bestaand,,6.940764,24.3392255001489
255,01,283,2018/12/07 00:00:00+00,0,2019/01/07 13:34:38+00,,12.906,Hillegom,G0534,bestaand,,12.9057115,44.2310939907029
256,01,283,2018/12/07 00:00:00+00,0,2019/01/07 13:34:38+00,,12.797,Hillegom,G0534,bestaand,,12.7974815,44.6458491913332
257,01,283,2018/12/07 00:00:00+00,0,2019/01/07 13:34:38+00,,13.236,Hillegom,G0534,bestaand,,13.2364015,45.3117580266911
258,01,283,2018/12/07 00:00:00+00,0,2019/01/07 13:34:38+00,,7.014,Hillegom,G0534,bestaand,,7.0135295,24.5852998551666
259,01,283,2019/01/07 00:00:00+00,0,2021/04/19 11:24:19+00,,82.576,Stichtse Vecht,G1904,bestaand,,82.5755185,119.314573845767
260,01,283,2019/02/14 00:00:00+00,0,2019/02/14 11:29:00+00,,98.634,Brummen,G0213,bestaand,,98.6343595,63.6265048400734
261,01,283,2015/06/19 00:00:00+00,1,2015/06/19 11:13:21+00,,4.09,Tiel,G0281,bestaand,,4.090238,14.843116195887
262,01,283,2015/02/24 00:00:00+00,0,2022/11/17 13:55:29+00,,2.751,Tiel,G0281,bestaand,,2.751292,12.0515265372428
263,01,283,2015/07/31 00:00:00+00,1,2015/07/31 10:41:45+00,,6.139,Tiel,G0281,bestaand,,6.139416,21.6889131122473
264,01,283,2015/06/19 00:00:00+00,1,2015/06/19 11:13:05+00,,8.739,Tiel,G0281,bestaand,,8.739091,25.0045228684886
265,01,283,2015/12/22 00:00:00+00,0,2016/11/14 14:49:29+00,,118.832,Bodegraven-Reeuwijk,G1901,bestaand,,118.832263,464.455397761977
266,01,283,2015/12/22 00:00:00+00,0,2021/04/07 16:24:16+00,,11.036,Bodegraven-Reeuwijk,G1901,bestaand,,11.036438,24.7871419031364
267,01,283,2015/12/22 00:00:00+00,0,2015/12/23 10:10:08+00,,18.322,Bodegraven-Reeuwijk,G1901,bestaand,,18.3224425,51.2084133483119
268,01,283,2015/12/22 00:00:00+00,0,2015/12/23 10:10:08+00,,6.612,Bodegraven-Reeuwijk,G1901,bestaand,,6.612447,15.7763565872996
269,01,283,2021/10/14 00:00:00+00,0,2021/10/14 11:47:00+00,,267.631,Brummen,G0213,bestaand,,267.6309555,1045.0723243921
270,01,283,2018/10/29 00:00:00+00,0,2018/11/22 10:15:21+00,,3.836,Zwijndrecht,G0642,bestaand,,3.834991985,7.20204047324589
271,01,283,2021/10/25 00:00:00+00,0,2021/10/26 13:18:37+00,,358.874,Stichtse Vecht,G1904,bestaand,,358.8738035,177.758125497507
272,01,283,2018/10/10 00:00:00+00,0,2018/11/22 10:15:21+00,,55.22,Zwijndrecht,G0642,bestaand,,55.2196915,112.526053736514
273,01,283,2018/10/30 00:00:00+00,0,2018/11/22 10:15:21+00,,37.282,Zwijndrecht,G0642,bestaand,,37.282238,43.6052097745683
274,01,283,2018/10/29 00:00:00+00,0,2018/11/22 10:15:21+00,,3.845,Zwijndrecht,G0642,bestaand,,3.84346538,7.1923399069122
275,01,283,2018/10/18 00:00:00+00,0,2018/11/22 10:15:21+00,,25.312,Zwijndrecht,G0642,bestaand,,25.312238,65.9073653663778
276,01,283,2021/10/27 00:00:00+00,0,2021/10/27 11:25:46+00,,58.155,De Bilt,G0310,bestaand,,58.155361,126.410709217703
277,01,283,2019/10/21 00:00:00+00,0,2019/10/28 08:18:46+00,,16.906,Zaanstad,G0479,bestaand,,16.905616,16.7779993720153
278,01,283,2019/10/16 00:00:00+00,0,2019/10/28 08:18:46+00,,215.835,Zaanstad,G0479,bestaand,,215.835437,289.110063282102
279,01,283,2019/10/16 00:00:00+00,0,2019/10/28 08:18:46+00,,1.272,Zaanstad,G0479,bestaand,,1.2723,4.84446642910194
280,01,283,2019/10/16 00:00:00+00,0,2021/04/23 10:38:58+00,,92.949,Zaanstad,G0479,bestaand,,92.9487825,650.235252183505
281,01,283,2019/10/17 00:00:00+00,0,2019/10/28 08:18:46+00,,121.82,Zaanstad,G0479,bestaand,,121.81345077,268.983131593755
282,01,283,2019/10/17 00:00:00+00,0,2019/10/28 08:18:46+00,,37.053,Zaanstad,G0479,bestaand,,37.052727,118.280084369826
283,01,283,2014/07/15 00:00:00+00,0,2014/12/30 12:06:35+00,,3.854,Hendrik-Ido-Ambacht,G0531,bestaand,,3.85393863,7.5231892936776
284,01,283,2014/07/15 00:00:00+00,0,2020/02/25 09:05:17+00,,4.136,Hendrik-Ido-Ambacht,G0531,bestaand,,4.135371755,7.80295043087165
285,01,283,2020/06/05 00:00:00+00,0,2020/06/10 15:06:09+00,,4.076,Hardenberg,G0160,bestaand,,4.0759855,13.2486749501668
286,01,283,2014/06/02 00:00:00+00,0,2015/11/06 08:29:42+00,,5.089,Dordrecht,G0505,bestaand,,5.0893485,13.2290384547019
287,01,283,2014/02/17 00:00:00+00,0,2015/11/06 08:29:42+00,,39.771,Dordrecht,G0505,bestaand,,39.770532,41.0966560561956
288,01,283,2014/02/19 00:00:00+00,0,2015/11/06 08:29:42+00,,11.754,Dordrecht,G0505,bestaand,,11.7543695,30.1719439873177
289,01,283,2020/06/05 00:00:00+00,0,2020/06/10 15:06:09+00,,14.912,Hardenberg,G0160,bestaand,,14.9123565,57.8112020149163
290,01,283,2020/06/05 00:00:00+00,0,2020/06/10 15:06:09+00,,9.052,Hardenberg,G0160,bestaand,,9.052142,31.3127391993009
291,01,283,2014/06/18 00:00:00+00,0,2015/11/06 08:29:42+00,,6.067,Dordrecht,G0505,bestaand,,6.0669165,14.8592603301492
292,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,244.272,Dordrecht,G0505,bestaand,,244.27179,92.8104865958412
293,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,170.273,Dordrecht,G0505,bestaand,,170.2730875,100.152019447916
294,01,283,2014/04/07 00:00:00+00,0,2015/11/05 14:50:46+00,,6.457,Dordrecht,G0505,bestaand,,6.456899,10.3098464077837
295,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,44.593,Dordrecht,G0505,bestaand,,44.5927605,90.9903523799762
296,01,283,2014/04/07 00:00:00+00,0,2015/11/05 14:50:46+00,,19.045,Dordrecht,G0505,bestaand,,19.0450755,19.6830206067616
297,01,283,2013/10/25 00:00:00+00,0,2015/11/05 14:50:46+00,,4.64,Dordrecht,G0505,bestaand,,4.6398065,11.9171178521231
298,01,283,2013/12/13 00:00:00+00,0,2015/11/05 14:50:46+00,,55.425,Dordrecht,G0505,bestaand,,55.425337,94.4314049396919
299,01,283,2013/08/19 00:00:00+00,0,2015/11/05 14:50:46+00,,59.65,Dordrecht,G0505,bestaand,,59.6497615,147.275892042973
300,01,283,2014/04/16 00:00:00+00,0,2016/11/08 16:04:40+00,,5.642,Dordrecht,G0505,bestaand,,5.642071,17.7237515239315
301,01,283,2013/07/24 00:00:00+00,0,2015/11/05 14:50:46+00,,8.545,Dordrecht,G0505,bestaand,,8.545008,11.9771722872775
302,01,283,2014/04/09 00:00:00+00,0,2015/11/05 14:50:46+00,,28.199,Dordrecht,G0505,bestaand,,28.199001,61.1253085301839
303,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,27.926,Dordrecht,G0505,bestaand,,27.9261575,20.8795081904213
304,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,21.466,Dordrecht,G0505,bestaand,,21.466059,18.5130515892555
305,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,10.379,Dordrecht,G0505,bestaand,,10.3785475,27.5795674986838
306,01,283,2014/04/08 00:00:00+00,0,2015/11/05 14:50:46+00,,21.41,Dordrecht,G0505,bestaand,,21.4101605,18.5123048055542
307,01,283,2014/04/07 00:00:00+00,0,2015/11/05 14:50:46+00,,39.378,Dordrecht,G0505,bestaand,,39.378221,39.8053218166219
308,01,283,2014/03/26 00:00:00+00,0,2015/11/05 14:50:46+00,,4.822,Dordrecht,G0505,bestaand,,4.821824,12.5133353973451
309,01,283,2014/04/07 00:00:00+00,0,2015/11/05 14:50:46+00,,23.843,Dordrecht,G0505,bestaand,,23.8426955,42.138979432219
310,01,283,2014/02/05 00:00:00+00,0,2015/11/05 14:50:46+00,,114.626,Dordrecht,G0505,bestaand,,114.6263835,194.46478493675
311,01,283,2013/07/25 00:00:00+00,0,2015/11/05 14:50:46+00,,24.024,Dordrecht,G0505,bestaand,,24.0243805,27.4369279241087
312,01,283,2014/04/10 00:00:00+00,0,2015/11/05 14:50:46+00,,22.886,Dordrecht,G0505,bestaand,,22.8856515,92.6885268756035
313,01,283,2014/01/23 00:00:00+00,0,2015/10/20 09:02:30+00,,7.167,Dordrecht,G0505,bestaand,,7.166892,25.0810241756538
314,01,283,2014/01/23 00:00:00+00,0,2015/10/20 09:02:30+00,,37.426,Dordrecht,G0505,bestaand,,37.4263,85.0648227541755
315,01,283,2013/12/19 00:00:00+00,0,2015/10/20 09:02:30+00,,14.751,Dordrecht,G0505,bestaand,,14.751416,19.6589983411519
316,01,283,2013/12/16 00:00:00+00,0,2015/10/20 09:02:30+00,,22.547,Dordrecht,G0505,bestaand,,22.547147,18.2368224961421
317,01,283,2013/12/16 00:00:00+00,0,2015/10/20 09:02:30+00,,6.61,Dordrecht,G0505,bestaand,,6.610091,10.7776699382394
318,01,283,2020/04/20 00:00:00+00,0,2020/04/28 14:33:10+00,,18.491,Leeuwarden,G0080,bestaand,,18.518499695,24.2700070960484
319,01,283,2014/01/08 00:00:00+00,0,2015/10/20 09:02:30+00,,18.181,Dordrecht,G0505,bestaand,,18.181325,73.651926868259
320,01,283,2014/01/10 00:00:00+00,0,2019/08/23 15:22:16+00,,31.849,Dordrecht,G0505,bestaand,,31.848644,82.2088804351093
321,01,283,2014/01/06 00:00:00+00,0,2015/10/20 09:02:30+00,,122.658,Dordrecht,G0505,bestaand,,122.6583555,132.67260319582
322,01,283,2013/12/16 00:00:00+00,0,2015/10/20 09:02:30+00,,7.4,Dordrecht,G0505,bestaand,,7.3999115,11.6119860798311
323,01,283,2013/12/16 00:00:00+00,0,2015/10/20 09:02:30+00,,6.694,Dordrecht,G0505,bestaand,,6.69402,10.8319632201767
324,01,283,2013/12/16 00:00:00+00,0,2015/10/20 09:02:30+00,,6.633,Dordrecht,G0505,bestaand,,6.633225,10.7903178297945
325,01,283,2014/01/23 00:00:00+00,0,2015/10/20 09:02:30+00,,62.897,Dordrecht,G0505,bestaand,,62.8972685,56.1588355627004
326,01,283,2014/01/23 00:00:00+00,0,2015/10/20 09:02:30+00,,26.038,Dordrecht,G0505,bestaand,,26.0375345,26.0906377877589
327,01,283,2020/04/20 00:00:00+00,0,2020/04/28 14:33:10+00,,15.318,Leeuwarden,G0080,bestaand,,15.3182325,51.5512355842391
328,01,283,2013/12/19 00:00:00+00,0,2015/10/20 09:02:30+00,,15.046,Dordrecht,G0505,bestaand,,15.046014,19.7723764670024
329,01,283,2013/12/16 00:00:00+00,0,2015/10/20 09:02:30+00,,6.396,Dordrecht,G0505,bestaand,,6.396021,10.5004595173809
330,01,283,2013/12/16 00:00:00+00,0,2015/10/20 09:02:30+00,,6.528,Dordrecht,G0505,bestaand,,6.527838,10.7082574235233
331,01,283,2019/02/19 00:00:00+00,1,2019/02/19 15:36:05+00,,2.865,West Betuwe,G1960,bestaand,,2.865267,6.90833445569934
332,01,283,2019/10/04 00:00:00+00,0,2019/10/11 10:46:38+00,,10.631,Vlissingen,G0718,bestaand,,10.630643125,37.5915343527483
333,01,283,2019/10/04 00:00:00+00,0,2019/10/11 10:46:38+00,,6.456,Vlissingen,G0718,bestaand,,6.4556865,19.5850482018438
334,01,283,2019/10/04 00:00:00+00,0,2019/10/11 10:46:38+00,,15.787,Vlissingen,G0718,bestaand,,15.787413,53.9144500383171
335,01,283,2019/10/04 00:00:00+00,0,2019/10/11 10:46:38+00,,15.913,Vlissingen,G0718,bestaand,,15.912663535,54.2971559163613
336,01,283,2019/10/07 00:00:00+00,0,2019/11/13 14:33:05+00,,13.617,Venlo,G0983,bestaand,,13.6168175,16.241717806358
337,01,283,2019/10/07 00:00:00+00,0,2019/11/13 14:33:05+00,,40.163,Venlo,G0983,bestaand,,40.1631245,113.62748892809
338,01,283,2019/03/27 00:00:00+00,0,2019/03/27 12:17:45+00,,6.07,Brummen,G0213,bestaand,,6.069894,30.5784239670486
339,01,283,2019/12/12 00:00:00+00,0,2021/01/27 08:15:12+00,,25.192,Amersfoort,G0307,bestaand,,25.19518835,44.9694672399816
340,01,283,2020/01/13 00:00:00+00,0,2020/01/13 10:31:39+00,,3.063,Brummen,G0213,bestaand,,3.0629035,7.00064827648183
341,01,283,2020/01/27 00:00:00+00,0,2020/02/05 13:45:42+00,,105.778,Venlo,G0983,bestaand,,105.764977855,110.839186721961
342,01,283,2020/01/20 00:00:00+00,0,2020/02/05 13:45:42+00,,6.149,Venlo,G0983,bestaand,,6.1486095,9.9195231957657
343,01,283,2020/03/03 00:00:00+00,0,2020/03/03 11:44:03+00,,21.919,Brummen,G0213,bestaand,,21.9189575,77.6893738547834
344,01,283,2020/03/05 00:00:00+00,0,2020/03/06 08:13:13+00,,27.813,Apeldoorn,G0200,bestaand,,27.812528,57.6382046570621
345,01,283,2019/02/19 00:00:00+00,1,2019/02/19 10:00:58+00,,16.982,West Betuwe,G1960,bestaand,,16.981635,60.5169618871945
346,01,283,2019/02/19 00:00:00+00,1,2019/02/19 10:00:58+00,,4.905,West Betuwe,G1960,bestaand,,4.904685,15.6316983925289
347,01,283,2018/08/22 00:00:00+00,0,2021/04/19 11:24:19+00,,66.302,Stichtse Vecht,G1904,bestaand,,66.302206,46.8278546910496
348,01,283,2018/08/22 00:00:00+00,0,2021/04/19 11:24:19+00,,41.127,Stichtse Vecht,G1904,bestaand,,41.126749,92.2777078163323
349,01,283,2018/08/22 00:00:00+00,0,2021/04/19 11:24:19+00,,40.355,Stichtse Vecht,G1904,bestaand,,40.355125,89.6923556009006
350,01,283,2018/09/23 00:00:00+00,0,2021/04/19 11:24:19+00,,39.029,Stichtse Vecht,G1904,bestaand,,39.0289245,53.206265405942
351,01,283,2018/09/23 00:00:00+00,0,2021/04/19 11:24:19+00,,35.363,Stichtse Vecht,G1904,bestaand,,35.3628105,96.9311040081311
352,01,283,2019/03/26 00:00:00+00,0,2021/04/19 09:43:08+00,,37.659,Stichtse Vecht,G1904,bestaand,,37.659447,79.4150957071841
353,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:24:19+00,,4.582,Stichtse Vecht,G1904,bestaand,,4.582068,9.23030290570968
354,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:24:19+00,,7.957,Stichtse Vecht,G1904,bestaand,,7.957317,13.4030887142288
355,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:11:32+00,,3.678,Stichtse Vecht,G1904,bestaand,,3.677962,14.067403811242
356,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:11:32+00,,6.673,Stichtse Vecht,G1904,bestaand,,6.673254,14.4328930858598
357,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:24:19+00,,7.165,Stichtse Vecht,G1904,bestaand,,7.1653415,12.1356234811278
358,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:24:19+00,,6.133,Stichtse Vecht,G1904,bestaand,,6.1329045,12.0619139720098
359,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:24:19+00,,8.964,Stichtse Vecht,G1904,bestaand,,8.9643065,22.9412693986757
360,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:11:32+00,,24.486,Stichtse Vecht,G1904,bestaand,,24.486117,19.4565586101172
361,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:24:19+00,,7.58,Stichtse Vecht,G1904,bestaand,,7.580124,13.0686302302755
362,01,283,2019/03/26 00:00:00+00,0,2021/04/19 11:11:32+00,,70.553,Stichtse Vecht,G1904,bestaand,,70.5526935,58.3212576567678
363,01,283,2015/12/08 00:00:00+00,0,2015/12/08 16:25:55+00,,29.746,Veenendaal,G0345,bestaand,,29.7462535,48.0224181075968
364,01,283,2020/03/31 00:00:00+00,0,2022/03/10 08:41:49+00,,13.634,Pijnacker-Nootdorp,G1926,bestaand,,13.6338845,25.2792546660841
365,01,283,2015/12/08 00:00:00+00,0,2015/12/08 16:25:55+00,,10.368,Veenendaal,G0345,bestaand,,10.3680455,16.8541396546563
366,01,283,2020/06/09 00:00:00+00,0,2020/06/16 08:44:24+00,,14.33,Lansingerland,G1621,bestaand,,14.329905,25.9440361145487
367,01,283,2015/12/08 00:00:00+00,0,2015/12/08 16:25:55+00,,6.393,Veenendaal,G0345,bestaand,,6.393344,10.115994285425
368,01,283,2015/12/08 00:00:00+00,0,2016/07/04 15:18:26+00,,27.766,Veenendaal,G0345,bestaand,,27.7657175,51.3014301896781
369,01,283,2020/06/09 00:00:00+00,0,2020/06/16 08:44:24+00,,12.606,Lansingerland,G1621,bestaand,,12.605967,23.350238113605
370,01,283,2020/03/31 00:00:00+00,0,2022/03/10 08:38:35+00,,24.564,Pijnacker-Nootdorp,G1926,bestaand,,24.5641085,57.0288155223754
371,01,283,2020/06/08 00:00:00+00,0,2020/11/08 14:11:18+00,,181.074,Lansingerland,G1621,bestaand,,181.073771695,288.114665566415
