OBJECTID,PUIC,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,BRON,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET_T,X,Y,LATITUDE,LONGITUDE
102,d4c1f1f8-fd18-4007-836e-a2a1d653882e,,120,Bestaand,Fugro,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,12.718901,"12,718901","-9,077228",84329.609,432551.429,51.87701472,4.36089257
103,632dba8e-c0ad-43ae-8c83-eb84194850ed,,120,Bestaand,Fugro,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,16.308957,"16,308957","14,521085",80848.6,431778.575,51.86961643,4.31051435
104,52e7587f-38a2-4bba-bacb-92281722570d,,120,Bestaand,Fugro,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,16.79813,"16,798130","-5,831716",80366.86,431698.005,51.86882798,4.30353808
105,87e9480a-e70d-4070-a996-afa34b949412,,120,Bestaand,Fugro,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,17.405867,"17,405867","-5,534428",79762.383,431650.395,51.86831877,4.29477309
106,e790e070-a485-4d6b-a2ad-a500a36fcff0,,120,Bestaand,Fugro,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,17.749576,"17,749576","-6,179735",79418.906,431631.328,51.86810089,4.28979097
107,546acb5c-c05d-4c72-874c-13a44af56cb2,,120,Bestaand,Fugro,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,18.162502,"18,162502","-5,668245",79012.25,431609.803,51.8678521,4.28389228
108,89046499-183b-40de-9e5f-22afd10f2cec,,120,Bestaand,Fugro,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,26.772958,"26,772958","-7,303849",73179.177,436415.289,51.91021111,4.19807411
109,53cbbc8c-65b5-4856-9430-8765b6eeadf5,,120,Bestaand,Fugro,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,27.631367,"27,631367","-6,800076",72520.134,436965.503,51.91505841,4.1883661
110,e783edf2-7fe9-4c83-8deb-e54ab8b41c1c,,60,Bestaand,Fugro,Ldvn-Ldvwpl,Leidschenveen - Leidschendam werkplaats ,922,,922,922__,Leidschendam Lijnwerkplaats,17.929282,"17,929282","3,129734",86536.663,454235.834,52.07216951,4.38861181
111,6d795175-61db-4527-957a-c15bfd743150,,,Bestaand,Arcadis,Zd-Ekz,Zaandam - Enkhuizen ,217,,217,217__,Hoorn - Enkhuizen,49.126779,"49,126779","-12,382335",147472.998,523448.859,52.69840103,5.27585895
112,92223ada-4a61-4c25-8b81-5802da8ef428,,60,Bestaand,Arcadis,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,085,,85,085__,Haarlem - Warmond,19.830005,"19,830005","-11,252935",102273.998,487272.396,52.37079558,4.61298723
113,cf8f1831-7dd9-4b47-9b89-153b164099a5,,60,Bestaand,Arcadis,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,085,,85,085__,Haarlem - Warmond,36.565668,"36,565668","-14,368456",93883.421,473013.19,52.24178173,4.49237952
114,6d271edb-1278-4e78-a7c8-6904b87c31c8,,60,Bestaand,Arcadis,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,085,,85,085__,Haarlem - Warmond,32.040421,"32,040421","-18,049360",96773.439,476468.83,52.27315018,4.53409342
115,68924af4-5fc7-4cb2-b2b4-8f433d70f886,,60,Bestaand,Arcadis,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,085,,85,085__,Haarlem - Warmond,18.978401,"18,978401","-1,010288",102536.185,488082.841,52.37810406,4.61671025
116,02edf7cc-55a9-4707-b398-ef5655488fb0,,,Bestaand,Arcadis,Hdr-Zd,Den Helder - Zaandam ,522,b,522,522_b,Uitgeest,57.82799,"57,827990","46,084561",108506.448,503951.76,52.52125471,4.70217981
117,eb300f07-62ea-4792-bd6e-af9dc5753a11,,,Bestaand,Arcadis,Hdr-Zd,Den Helder - Zaandam ,078,,78,078__,Uitgeest - Zaandam,65.742223,"65,742223","7,260329",115130.633,499978.455,52.48607022,4.80024829
118,c6b5477c-c43e-4ab6-ba89-25854138b8f6,,60,Bestaand,Fugro,Zlw-Mdk,Lage Zwaluwe - Moerdijk (Racc.) ,801,a,801,801_a,Moerdijk Industrieterrein,7.98742,"7,987420","27,892568",100362.546,409616.357,51.67268373,4.59732222
119,431b2f8c-5ab7-403e-bcbc-843b58c21bd1,,60,Bestaand,Fugro,Bd-Ehv,Breda - Eindhoven ,618,c,618,618_c,Eindhoven,58.025943,"58,025943","-15,955021",160577.858,383798.999,51.44325732,5.46742988
120,ad180189-5aea-4c6c-8164-290bfa9a9eca,,60,Bestaand,Fugro,Rsd-Bd,Roosendaal - Breda ,545,a,545,545_a,Roosendaal,1.555289,"1,555289","13,449899",91228.982,395595.985,51.54570889,4.46785318
121,63fe36c9-99ad-4d25-8b9b-9e7f7d38ce99,,60,Bestaand,Fugro,Esn-Np,Essen (B) - Nispen ,126,b,126,126_b,Roosendaal - Roosendaal Grens,75.356377,"75,356377","-9,660234",89770.595,387212.576,51.47019404,4.44838744
122,91dcabca-4dd8-47c4-8f60-0c931ed6ed49,,60,Bestaand,Fugro,Rsd-Vs,Roosendaal - Vlissingen ,127,a,127,127_a,Roosendaal - Vlissingen,8.781972,"8,781972","-16,819347",82290.889,391594.719,51.50866296,4.33984609
123,8b8a40f0-ad3b-4dc7-b947-7e4a906a9932,,60,Bestaand,Fugro,Rsd-Vs,Roosendaal - Vlissingen ,127,a,127,127_a,Roosendaal - Vlissingen,12.338815,"12,338815","12,467103",79254.601,390293.159,51.49656512,4.29639746
124,74033d6e-8dbe-4518-9872-357f5bc5d636,,60,Bestaand,Fugro,Rsd-Vs,Roosendaal - Vlissingen ,127,a,127,127_a,Roosendaal - Vlissingen,12.99485,"12,994850","-13,032197",79182.651,389641.51,51.49069886,4.29550206
125,ff5f8d36-46af-4a6b-9058-5ff5da8fa2ec,,,Bestaand,Arcadis,Dzsh-Dzmp,Delfzijl Stamlijn Havenschap - Delfzijl Metaalpark ,803,l,803,803_l,Delfzijl Stamlijn Havenschap,151.035839,"151,035839","0,483013",261563.922,592808.744,53.31109389,6.9860518
126,52bfbace-8d87-40be-8b70-2e69db6b18ea,,,Bestaand,Arcadis,Dz-Dzsh,Delfzijl - Delfzijl Stamlijn Havenschap ,803,h,803,803_h,Delfzijl Stamlijn Havenschap,103.110689,"103,110689","-2,705937",259112.631,593329.435,53.31625453,6.94945676
127,bf3f0c8e-7924-42a3-9118-921f6dc2f158,,,Bestaand,Arcadis,Dz-Dzsh,Delfzijl - Delfzijl Stamlijn Havenschap ,803,h,803,803_h,Delfzijl Stamlijn Havenschap,101.286801,"101,286801","2,860114",257674.296,594405.822,53.32620172,6.9282275
128,554e718a-46b4-45ea-a812-3cfad55e009d,,60,Bestaand,Fugro,Fsz-Tnz,Zelzate (B) - Terneuzen ,557,a,557,557_a,Terneuzen Aansl.,27.870844,"27,870844","7,556671",47318.642,369874.193,51.30787958,3.84285294
129,55c4e83b-8514-497d-bc3e-15de9ea1d484,,60,Bestaand,Fugro,Axa-Tnzz,Axel Aansl. - Terneuzen Zuidzijde (Racc.)  ,130,a,130,130_a,Axel Aansl. - Terneuzen Aansl.,61.437957,"61,437957","-14,700917",48147.824,366730.318,51.27978537,3.85568691
130,a8987634-c8df-4599-90ea-d41e16d0da0c,,60,Bestaand,Fugro,Bd-Rtd,Breda - Rotterdam Centraal ,625,b,625,625_b,Lage Zwaluwe,14.946173,"14,946173","27,359480",104982.056,411562.181,51.69060423,4.66382037
131,2e8e7481-9cba-4930-80d4-6e016720bdcf,,60,Bestaand,Fugro,Bd-Rtd,Breda - Rotterdam Centraal ,625,b,625,625_b,Lage Zwaluwe,15.274093,"15,274093","14,700055",104845.186,411862.434,51.69329064,4.66179778
132,db19389f-4070-4df4-a057-54e47f0f1380,,60,Bestaand,Fugro,Bd-Rtd,Breda - Rotterdam Centraal ,625,b,625,625_b,Lage Zwaluwe,15.054119,"15,054119","55,201818",104967.871,411673.285,51.69160156,4.66359926
133,d78c4de9-0cc5-4758-b5f3-d9259cbdb27f,,60,Bestaand,Fugro,Bd-Rtd,Breda - Rotterdam Centraal ,625,b,625,625_b,Lage Zwaluwe,14.635798,"14,635798","25,551103",105093.565,411271.12,51.68799815,4.66547467
134,ca324e67-e528-4cbe-acfe-b0ad325c5065,,60,Bestaand,Fugro,Bd-Rtd,Breda - Rotterdam Centraal ,625,b,625,625_b,Lage Zwaluwe,14.776558,"14,776558","30,033706",105044.756,411404.649,51.68919394,4.66474971
135,14e49c3b-b113-4e0d-b40d-5319db609514,,60,Bestaand,Fugro,Mt-Vl,Maastricht - Venlo ,063,,63,063__,Maastricht - Sittard,17.769483,"17,769483","-18,132970",185545.318,331664.164,50.97384113,5.82208012
136,c32955a9-ade3-4eed-b85e-8144f431db9d,,60,Bestaand,Fugro,Mt-Vl,Maastricht - Venlo ,063,,63,063__,Maastricht - Sittard,17.429624,"17,429624","-57,613615",185308.635,331416.896,50.97163114,5.81868973
137,038d405e-c3ff-4246-af57-68617567039f,,60,Bestaand,Fugro,Erp-Erpch,"Rotterdam, Emplacement Europoort - EUROCHEMIE ",477,a,477,477_a,Rotterdam Europoort 3,100.458634,"100,458634","8,886435",72575.777,437177.449,51.91697134,4.1891239
138,9c0303d4-6cb8-4407-aae1-bbd83446e27b,,60,Bestaand,Fugro,Bdl-Rm,Budel - Roermond ,518,,518,518__,Weert,64.39513,"64,395130","31,014639",177145.366,362166.145,51.24840003,5.70437608
139,91229e47-0d62-4e79-9a75-62ddf5b75b97,,60,Bestaand,Fugro,Bdl-Rm,Budel - Roermond ,518,,518,518__,Weert,63.593438,"63,593438","15,414718",176342.858,362251.94,51.24920201,5.69288744
140,c3be83da-2387-4cf6-9190-dc773c5936fd,,,Bestaand,Arcadis,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,27.702836,"27,702836","-19,535436",210350.263,462250.318,52.14566101,6.1958532
141,a53342b8-76df-4565-95a2-6064a6108569,,,Bestaand,Arcadis,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,29.087134,"29,087134","-8,119495",211208.894,463337.374,52.15534389,6.2085761
142,59ff1431-c539-4103-b8d1-e46bdcd80e95,,60,Bestaand,Fugro,Zlw-Np,Lage Zwaluwe - Nispen ,120,a,120,120_a,Lage Zwaluwe - Roosendaal,9.71502,"9,715020","7,865054",100028.867,404269.37,51.62459341,4.59334145
143,383cb444-4a3f-4d92-b235-adbe8889b4b7,,60,Bestaand,Fugro,Zlw-Np,Lage Zwaluwe - Nispen ,120,a,120,120_a,Lage Zwaluwe - Roosendaal,9.762354,"9,762354","-10,744519",100019.269,404219.551,51.62414471,4.59321069
144,d58c4916-6fba-4a3b-9d5e-c89803721ced,,60,Bestaand,Fugro,Rsd-Vs,Roosendaal - Vlissingen ,127,a,127,127_a,Roosendaal - Vlissingen,54.038164,"54,038164","-7,755612",46207.345,391236.624,51.49962916,3.82034055
145,0c62ff28-1def-446c-a81c-0bf726a7c919,,60,Bestaand,Fugro,Ut-Btl,Utrecht Centraal - Boxtel ,614,c,614,614_c,s Hertogenbosch,48.075141,"48,075141","-45,837709",148539.999,411143.037,51.68903237,5.29377817
146,c607cec3-a006-4426-a498-586faa9d2146,,60,Bestaand,Fugro,Ut-Btl,Utrecht Centraal - Boxtel ,614,c,614,614_c,s Hertogenbosch,48.325231,"48,325231","-27,747847",148452.378,410908.98,51.68692753,5.29251541
147,41f58586-c9a9-48a7-89fa-c5d57d0179a2,,60,Bestaand,Fugro,Ut-Btl,Utrecht Centraal - Boxtel ,614,c,614,614_c,s Hertogenbosch,48.548074,"48,548074","31,745746",148337.34,410706.92,51.68510996,5.2908557
148,0d630cd0-d27d-473f-868a-181a35a07251,,,Bestaand,Arcadis,Zl-Lw,Zwolle - Leeuwarden ,009,,9,009__,Meppel - Leeuwarden,114.401829,"114,401829","28,195869",204394.471,533996.2,52.7909898,6.11945171
149,63bceb4e-ea34-4607-8003-6c9ed791add3,,,Bestaand,Arcadis,Zl-Lw,Zwolle - Leeuwarden ,009,,9,009__,Meppel - Leeuwarden,104.266134,"104,266134","8,373274",209824.395,526387.453,52.72209554,6.1986729
150,f9772194-5cd5-421f-a125-d050475f6bb5,,,Bestaand,Arcadis,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,7.204733,"7,204733","0,323162",114650.115,546317.592,52.90246198,4.78751666
151,ad8279cd-73cc-4ea9-a513-d0a7ac437c8b,,,Bestaand,Arcadis,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,0.838,"0,838000","0,000306",112925.3,552153.918,52.95477547,4.76113142
152,ef77c7b4-3722-49e9-b726-b165609452c0,,60,Bestaand,Fugro,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,6.329261,"6,329261","6,015237",118535.818,400623.141,51.59332804,4.86097405
153,7f893c69-44e0-4503-8dc8-017d47634038,,60,Bestaand,Fugro,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,18.260379,"18,260379","4,690047",130152.513,397774.49,51.56835685,5.02881674
154,623e8d6f-e522-4a6c-98b6-256317632830,,60,Bestaand,Arcadis,Asd-Zp,Amsterdam Centraal - Zutphen ,608,b,608,608_b,Apeldoorn,88.178478,"88,178478","36,275432",194867.704,469143.633,52.20894926,5.97048142
155,194412eb-5d49-448b-b31a-5a4d888693f2,,60,Bestaand,Arcadis,Asd-Zp,Amsterdam Centraal - Zutphen ,608,b,608,608_b,Apeldoorn,88.644222,"88,644222","10,009820",195334.477,469142.485,52.20890501,5.97730999
156,b290fcb6-1c37-48e3-a854-9d53326d2f52,,60,Bestaand,Arcadis,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,926,,926,926__,Zwolle Rangeerterrein,0.769197,"0,769197","30,241369",201709.405,501092.185,52.49553627,6.07500982
157,9d9aa5ed-07c0-44bb-aac9-7f5ee54ebec7,,60,Bestaand,Arcadis,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,3.730729,"3,730729","-36,446883",203604.379,501714.298,52.50096187,6.10300206
158,968c3d19-5214-4480-b802-949267adfc7f,,60,Bestaand,Arcadis,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,603,a,603,603_a,Zwolle,2.155522,"2,155522","19,269228",202209.307,502336.746,52.50667791,6.08254648
159,68dba805-ecd8-404e-adbe-70d964ebfef4,,60,Bestaand,Arcadis,Zl-Lw,Zwolle - Leeuwarden ,602,b,602,602_b,Herfte Aansl.,77.006392,"77,006392","5,168982",205964.488,502212.649,52.50522542,6.13783252
160,6b637180-e47e-44ed-bfaa-89349129bf9b,,60,Bestaand,Arcadis,Zl-Lw,Zwolle - Leeuwarden ,602,b,602,602_b,Herfte Aansl.,77.4405,"77,440500","57,340468",206332.392,502457.16,52.50738833,6.14328831
161,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,,60,Bestaand,Fugro,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.839779,"50,839779","-69,370434",162169.882,383855.705,51.443749,5.49033026
162,72609a1d-152a-43f9-ac8b-62661482e1c3,,60,Bestaand,Fugro,Bd-Rtd,Breda - Rotterdam Centraal ,542,a,542,542_a,Dordrecht,30.247673,"30,247673","-36,549321",104592.649,424699.946,51.80864961,4.65628079
163,ee71f5c2-a120-4862-bfc3-f616c97c609e,,60,Bestaand,Fugro,Ut-Btl,Utrecht Centraal - Boxtel ,513,a,513,513_a,Geldermalsen,25.487548,"25,487548","35,632539",146918.257,432966.325,51.88516768,5.26981647
164,fd27d75b-41c1-40eb-83ac-30c88f9c7e0e,,60,Bestaand,Arcadis,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,45.766372,"45,766372","-16,902708",163017.389,506870.37,52.54940259,5.50540578
165,2fb6742b-1c3b-4959-be2b-7c9e0af1136c,,60,Bestaand,Arcadis,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,46.372341,"46,372341","-2,883208",163620.56,506788.965,52.54866181,5.51429622
166,0a74a33a-a6cc-4941-bbb8-d6cc6e1e5a75,,,Bestaand,Arcadis,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,45.283256,"45,283256","-13,758272",154612.022,463238.73,52.15731846,5.38153403
167,5b3b926b-3aab-44ef-917a-5260aefb2254,,60,Bestaand,Fugro,Bd-Rtd,Breda - Rotterdam Centraal ,664,b,664,664_b,Rotterdam Lombardijen,42.648709,"42,648709","-24,309369",95838.029,433096.923,51.88325803,4.52791063
168,db431e5b-5ff7-4737-89eb-463429b36e0a,,60,Bestaand,Fugro,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,555,,555,555__,Rotterdam Centraal,83.57369,"83,573690","-24,215791",91525.099,437712.991,51.92426959,4.4644238
169,eae8dc58-8dc4-49f8-b6b3-61d5afbdee9e,,60,Bestaand,Fugro,Bkh-Gv,Den Haag Binckhorst - Den Haag HS ,564,d,564,564_d,Den Haag Binckhorst,100.008968,"100,008968","-15,188244",83192.472,454365.102,52.07290782,4.33981471
170,b755e4c3-4e99-4178-b1f0-6de8c4d61cc7,,60,Bestaand,Arcadis,Apn-Apnir,Alphen a/d Rijn - Alphen a/d Rijn Industrieterrein Rijnhaven ,837,,837,837__,Alphen a/d Rijn Industrieterrein Rijnhaven,301.208,"301,208000","-5,666984",103520.388,461211.146,52.13669813,4.63525486
171,0d91232a-a88e-47be-b493-82bf82bf03cd,,60,Bestaand,Fugro,Rsd-Vs,Roosendaal - Vlissingen ,127,a,127,127_a,Roosendaal - Vlissingen,49.71856,"49,718560","17,865223",50531.135,391003.047,51.4983488,3.88266135
172,232c5fd0-67e4-4c3f-9170-451a1905100a,,60,Bestaand,Fugro,Fsz-Tnz,Zelzate (B) - Terneuzen ,129,,129,129__,Terneuzen Aansl. - Terneuzen,30.40825,"30,408250","-20,134719",46182.437,372049.631,51.32721092,3.82589591
173,dcabaef6-94e9-4dde-b26b-3665a3e0ce74,,,Bestaand,Arcadis,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,305,,305,305__,Stadskanaal Hoofdstation - Zuidbroek,16.997286,"16,997286","43,898995",255872.242,571642.379,53.12206248,6.89404388
174,8b6e5c69-b863-4e3b-b168-efdfa7d4e61b,,,Bestaand,Arcadis,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,78.285756,"78,285756","35,665180",119698.144,489296.886,52.39038689,4.86861385
175,105a2865-7af6-407b-899f-5cfba41bb5fe,,60,Bestaand,Fugro,Whz-Rol,"Rotterdam, Emplacement Waalhaven Zuid - Rondolaan ",468,a,468,468_a,Rotterdam Eemhaven,100.663735,"100,663735","-6,261207",89367.296,432448.279,51.87670394,4.434062
176,d6da1dd6-51c4-4503-98f3-fa84bfa4bf2d,,60,Bestaand,Arcadis,Zlr-Zlge,Zwolle Rangeerterrein - Zwolle Goederenemplacement ,926,,926,926__,Zwolle Rangeerterrein,1.429382,"1,429382","-5,418074",201859.401,501747.256,52.50141042,6.07731035
177,d13a213d-414b-471c-bec3-6baca745289e,,,Bestaand,Arcadis,Zd-Ekz,Zaandam - Enkhuizen ,626,c,626,626_c,Hoorn,32.459202,"32,459202","-6,954819",132463.574,517590.939,52.64534253,5.05422443
178,f7fb4e9a-c9b4-49ad-9d59-079b7e7cb63b,,,Bestaand,Arcadis,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,035,,35,035__,Lunetten - De Haar Aansl.,50.27744,"50,277440","-8,691555",150031.245,453064.556,52.06585066,5.31474149
179,6938a0aa-9162-4555-81d1-d414c3e48668,,,Bestaand,Arcadis,Hlmjl-Zvt,Haarlem Julianalaan - Zandvoort aan Zee ,083,,83,083__,Haarlem - Zandvoort aan Zee,7.63894,"7,638940","-9,452942",97209.445,487723.87,52.37434311,4.53855068
180,db96db29-340c-4b14-90d9-7c4f616dfb4e,,60,Bestaand,Arcadis,Zl-Lw,Zwolle - Leeuwarden ,502,b,502,502_b,Meppel,100.675507,"100,675507","35,778834",209821.823,522908.514,52.6908336,6.19805713
181,6b8995e7-8ba4-4a43-b2f6-7aed5fc742f6,,120,Bestaand,Fugro,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,12.349752,"12,349752","-7,980341",84696.591,432578.182,51.87730159,4.36621579
182,0d50ff1e-1714-4b67-ac6a-68fd2ba8f019,,,Bestaand,Arcadis,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,084,,84,084__,Amsterdam Sloterdijk - Haarlem,15.24581,"15,245810","25,252079",105439.557,488543.921,52.38251759,4.65927811
183,71576d8d-1576-4a8a-999e-5e0363a753f5,,,Bestaand,Arcadis,Gn-Dz,Groningen - Delfzijl ,006,,6,006__,Groningen - Sauwerd,2.53294,"2,532940","-6,448584",232135.744,582201.798,53.22086401,6.54207577
184,0df666b1-56b1-4d2a-a859-ad27238e78fc,,60,Bestaand,Fugro,Rsd-Rsdmn,Roosendaal - Roosendaal Majoppeveld Noord ,825,,825,825__,Roosendaal Majoppeveld Noord,100.546663,"100,546663","-5,965073",92965.738,395920.15,51.54881668,4.49283064
185,c05302c2-40df-467e-9abe-e77985a61f34,,,Bestaand,Arcadis,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,43.708423,"43,708423","-86,581016",153136.672,462947.365,52.15469671,5.35997585
186,bf0e15fe-1474-47e9-acc4-d98c38efba8e,,,Bestaand,Arcadis,Zp-Esg,Zutphen - Enschede Grens ,543,c,543,543_c,Hengelo,45.432213,"45,432213","48,245620",251331.026,475690.387,52.26080361,6.79825282
187,e469008b-3de1-4085-90e0-e4b42d64ef43,,60,Bestaand,Fugro,Sdmga-Vdgvch,Schiedam Goederenoverdrachtspoor Aansluiting -  Vlaardingen Vulcaanhaven ,115,d,115,115_d,Schiedam Centrum - Vlaardingen Vulcaanhaven,505.05063,"505,050630","94,265315",84173.788,435367.768,51.90230552,4.35805084
188,941fce9a-b077-459b-aaaa-f1daaf8160d1,,60,Bestaand,Fugro,Zlw-Np,Lage Zwaluwe - Nispen ,545,b,545,545_b,Roosendaal,24.15843,"24,158430","-5,440042",90043.352,394016.579,51.53137795,4.45105517
189,47de7b7c-062b-4002-832d-1895fc1e1e82,,,Bestaand,Arcadis,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,92.088619,"92,088619","9,829274",190476.79,444145.178,51.98456982,5.90364027
190,e307f8f1-7767-407b-9de0-42ea06fc81c1,,60,Bestaand,Fugro,Mdk-Mdnw,Moerdijk (Racc.) - Industrie en Havenschap Moerdijk Middenweg ,801,d,801,801_d,Moerdijk Industrieterrein,301.579631,"301,579631","5,011301",99580.901,410703.134,51.68237461,4.58585029
191,839fa2b1-797b-4b9a-95a8-217e011db16d,,60,Bestaand,Arcadis,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,7.46474,"7,464740","18,163706",125785.949,479088.401,52.298997,4.95892785
192,9739ee83-35b9-415b-8ed1-8c42f6f7d2e0,,,Bestaand,Arcadis,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,48.682134,"48,682134","-9,801773",170461.622,483184.176,52.33636617,5.61406143
193,d3651eb5-85ce-4a6f-9120-ca5a64cde674,,60,Bestaand,Fugro,Fsz-Tnz,Zelzate (B) - Terneuzen ,131,,131,131__,Sas van Gent Grens - Terneuzen Aansl.,17.283717,"17,283717","-13,792122",43690.586,360786.979,51.22552098,3.79368373
194,34285a50-554a-497e-9401-3abeff12420a,,120,Bestaand,Fugro,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,11.99322,"11,993220","-8,518508",85052.701,432590.529,51.87745739,4.37138415
195,032b5e2c-cc52-48e1-a4a2-3e1cc1f1ef21,,,Bestaand,Arcadis,Ut-Amf,Utrecht - Amersfoort ,530,b,530,530_b,Den Dolder,11.596888,"11,596888","0,370169",144948.694,461296.222,52.13976794,5.24037822
196,1965d28b-5899-4a83-a0f0-773cd3e0bf78,,60,Bestaand,Arcadis,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,10.845902,"10,845902","-10,255605",127413.985,476122.088,52.2724213,4.9830363
197,cbbc7ebc-29f3-47d4-9dc2-5919fc3712a9,,120,Bestaand,Fugro,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,28.00569,"28,005690","-6,818825",72233.789,437206.149,51.91717849,4.18414707
198,79fbd8a8-a48d-46ae-986a-26f5f1c086bb,,,Bestaand,Arcadis,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,486,b,486,486_b,Amsterdam Westhaven (gebied),76.79143,"76,791430","-7,330324",118622.764,490272.527,52.39908498,4.8527113
199,87a3988d-e51e-42cb-9ae2-c1ef004cffd5,,60,Bestaand,Arcadis,Hlg-Nscg,Harlingen - Nieuweschans Grens ,003,,3,003__,Groningen Losplaats - Waterhuizen Aansl.,84.135965,"84,135965","79,044866",236782.2,579303.887,53.19414031,6.61088966
200,9f51232b-a682-4339-9ff9-a54da6451f58,,120,Bestaand,Fugro,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,478,a,478,478_a,Rotterdam Europoort 4,0.949368,"0,949368","-62,648874",61646.142,439247.783,51.93384891,4.02973288
201,6123cd75-156a-41cb-b170-33c42a09b6fa,,60,Bestaand,Fugro,Rsd-Vs,Roosendaal - Vlissingen ,127,a,127,127_a,Roosendaal - Vlissingen,10.924213,"10,924213","-73,210726",80192.355,391210.174,51.50493199,4.30970437
202,3b5a1a92-489a-49b3-b08c-7f485314bbda,,60,Bestaand,Fugro,Sloe-Vck,Sloehaven Emplacement - Van Citterskanaal ,817,a,817,817_a,Vlissingen Sloehaven,114.631362,"114,631362","90,220114",40597.31,385829.692,51.44993271,3.74133201
203,2c699823-1408-4ca5-801b-fcea1e8e04f1,,,Bestaand,Arcadis,Ah-Zl,Arnhem - Zwolle ,503,c,503,503_c,Deventer,41.968211,"41,968211","-6,983243",209360.43,474710.39,52.2577397,6.18339196
