FID,utm_x,utm_y,naam,status,opmerking,gebiednr,turbine_nr,eigenaar,gdb_geomattr_data,shape
turbines_en_ohvs.468,502065.821,5718838.8076,Borssele II,In gebruik,Turbine,2,L07,Siemens Gamesa Renewable Energy (SGRE),,POINT (502065.82100000046 5718838.807600001)
turbines_en_ohvs.469,502024.201,5717331.766,Borssele II,In gebruik,Turbine,2,L08,Siemens Gamesa Renewable Energy (SGRE),,POINT (502024.20100000035 5717331.766000001)
turbines_en_ohvs.470,571100,5797090,HKZ,In gebruik,OSS platform,0,HKZ Alpha,Tennet,,POINT (571100 5797090)
turbines_en_ohvs.471,574022.35,5790189.49,HKZ,In gebruik,OSS platform,0,HKZ Beta,Tennet,,POINT (574022.3499999996 5790189.49)
turbines_en_ohvs.472,570615.11,5795187.95,HKZ_2,In gebruik,Turbine,2,HZ M1,Vattenfall,,POINT (570615.1100000003 5795187.949999999)
turbines_en_ohvs.473,570400.06,5794160.01,HKZ_2,In gebruik,Turbine,2,HZ M2,Vattenfall,,POINT (570400.0599999996 5794160.01)
turbines_en_ohvs.474,571228.98,5791633.9,HKZ_2,In gebruik,Turbine,2,HZ M5,Vattenfall,,POINT (571228.9800000004 5791633.9)
turbines_en_ohvs.475,570938.75,5793315.07,HKZ_2,In gebruik,Turbine,2,HZ M3,Vattenfall,,POINT (570938.75 5793315.07)
turbines_en_ohvs.476,570065.24,5791336.06,HKZ_2,In gebruik,Turbine,2,HZ M6,Vattenfall,,POINT (570065.2400000002 5791336.0600000005)
turbines_en_ohvs.477,568359.82,5793394.98,HKZ_2,In gebruik,Turbine,2,HZ L1,Vattenfall,,POINT (568359.8200000003 5793394.98)
turbines_en_ohvs.478,570399.91,5792460.16,HKZ_2,In gebruik,Turbine,2,HZ M4,Vattenfall,,POINT (570399.9100000001 5792460.16)
turbines_en_ohvs.479,568274.91,5794585.07,HKZ_2,In gebruik,Turbine,2,HZ K2,Vattenfall,,POINT (568274.9100000001 5794585.07)
turbines_en_ohvs.480,570270.87,5797005.13,HKZ_2,In gebruik,Turbine,2,HZ G1,Vattenfall,,POINT (570270.8700000001 5797005.130000001)
turbines_en_ohvs.481,568530,5792290.11,HKZ_2,In gebruik,Turbine,2,HZ L2,Vattenfall,,POINT (568530 5792290.109999999)
turbines_en_ohvs.482,569835.95,5795913.09,HKZ_2,In gebruik,Turbine,2,HZ K1,Vattenfall,,POINT (569835.9500000002 5795913.09)
turbines_en_ohvs.483,568897.77,5791036.02,HKZ_2,In gebruik,Turbine,2,HZ L3,Vattenfall,,POINT (568897.7699999996 5791036.02)
turbines_en_ohvs.484,567429.05,5790659.07,HKZ_2,In gebruik,Turbine,2,HZ L4,Vattenfall,,POINT (567429.0499999998 5790659.07)
turbines_en_ohvs.485,566411.02,5790397.98,HKZ_2,In gebruik,Turbine,2,HZ L5,Vattenfall,,POINT (566411.0199999996 5790397.98)
turbines_en_ohvs.486,565438.04,5790148.99,HKZ_2,In gebruik,Turbine,2,HZ L6,Vattenfall,,POINT (565438.04 5790148.99)
turbines_en_ohvs.487,566319.83,5791695.01,HKZ_2,In gebruik,Turbine,2,HZ K3,Vattenfall,,POINT (566319.8300000001 5791695.01)
turbines_en_ohvs.488,564874.94,5791779.98,HKZ_2,In gebruik,Turbine,2,HZ K4,Vattenfall,,POINT (564874.9400000004 5791779.98)
turbines_en_ohvs.489,564226.02,5791003.99,HKZ_2,In gebruik,Turbine,2,HZ K5,Vattenfall,,POINT (564226.0199999996 5791003.99)
turbines_en_ohvs.490,564428.98,5789990.95,HKZ_2,In gebruik,Turbine,2,HZ K6,Vattenfall,,POINT (564428.9800000004 5789990.949999999)
turbines_en_ohvs.491,569466.06,5800163.95,HKZ_1,In gebruik,Turbine,1,HZ D1,Vattenfall,,POINT (569466.0599999996 5800163.949999999)
turbines_en_ohvs.492,569595.13,5801948.88,HKZ_1,In gebruik,Turbine,1,HZ D2,Vattenfall,,POINT (569595.1299999999 5801948.880000001)
turbines_en_ohvs.493,567498.06,5801613.95,HKZ_1,In gebruik,Turbine,1,HZ E1,Vattenfall,,POINT (567498.0599999996 5801613.949999999)
turbines_en_ohvs.494,566993.98,5804452.99,HKZ_1,In gebruik,Turbine,1,HZ E2,Vattenfall,,POINT (566993.9800000004 5804452.99)
turbines_en_ohvs.495,567760,5799935.06,HKZ_1,In gebruik,Turbine,1,HZ F1,Vattenfall,,POINT (567760 5799935.0600000005)
turbines_en_ohvs.496,566144.99,5799844.92,HKZ_1,In gebruik,Turbine,1,HZ F2,Vattenfall,,POINT (566144.9900000002 5799844.92)
turbines_en_ohvs.497,569120.04,5803335.01,HKZ_1,In gebruik,Turbine,1,HZ D3,Vattenfall,,POINT (569120.04 5803335.01)
turbines_en_ohvs.498,568608.04,5804550.09,HKZ_1,In gebruik,Turbine,1,HZ D4,Vattenfall,,POINT (568608.04 5804550.09)
turbines_en_ohvs.499,569798.96,5804621.95,HKZ_1,In gebruik,Turbine,1,HZ D5,Vattenfall,,POINT (569798.96 5804621.949999999)
turbines_en_ohvs.500,571075.01,5804270.16,HKZ_1,In gebruik,Turbine,1,HZ D6,Vattenfall,,POINT (571075.0099999998 5804270.16)
turbines_en_ohvs.501,564634.02,5804310.98,HKZ_1,In gebruik,Turbine,1,HZ E4,Vattenfall,,POINT (564634.0199999996 5804310.98)
turbines_en_ohvs.502,565676.93,5804371.94,HKZ_1,In gebruik,Turbine,1,HZ E3,Vattenfall,,POINT (565676.9299999997 5804371.9399999995)
turbines_en_ohvs.503,564785.19,5799843.9,HKZ_1,In gebruik,Turbine,1,HZ F3,Vattenfall,,POINT (564785.1900000004 5799843.9)
turbines_en_ohvs.504,564312.13,5803343.93,HKZ_1,In gebruik,Turbine,1,HZ E5,Vattenfall,,POINT (564312.1299999999 5803343.93)
turbines_en_ohvs.505,564092.02,5802147.11,HKZ_1,In gebruik,Turbine,1,HZ F6,Vattenfall,,POINT (564092.0199999996 5802147.109999999)
turbines_en_ohvs.506,568104.96,5795690.41,HKZ_2,In gebruik,Turbine,2,HZ J1,Vattenfall,,POINT (568104.96 5795690.41)
turbines_en_ohvs.507,566490.07,5794329.81,HKZ_2,In gebruik,Turbine,2,HZ J2,Vattenfall,,POINT (566490.0700000003 5794329.8100000005)
turbines_en_ohvs.508,566864.8,5795950.92,HKZ_2,In gebruik,Turbine,2,HZ H1,Vattenfall,,POINT (566864.7999999998 5795950.92)
turbines_en_ohvs.509,565357.8,5802972.04,HKZ_1,In gebruik,Turbine,1,HZ E6,Vattenfall,,POINT (565357.7999999998 5802972.039999999)
turbines_en_ohvs.510,563687.12,5799942.08,HKZ_1,In gebruik,Turbine,1,HZ F4,Vattenfall,,POINT (563687.1200000001 5799942.08)
turbines_en_ohvs.511,563889.1,5801049.02,HKZ_1,In gebruik,Turbine,1,HZ F5,Vattenfall,,POINT (563889.0999999996 5801049.02)
turbines_en_ohvs.512,569124.94,5796974.38,HKZ_2,In gebruik,Turbine,2,HZ G2,Vattenfall,,POINT (569124.9400000004 5796974.380000001)
turbines_en_ohvs.513,565555.05,5795179.92,HKZ_2,In gebruik,Turbine,2,HZ H2,Vattenfall,,POINT (565555.0499999998 5795179.92)
turbines_en_ohvs.514,565044.8,5792970.12,HKZ_2,In gebruik,Turbine,2,HZ J3,Vattenfall,,POINT (565044.7999999998 5792970.119999999)
turbines_en_ohvs.515,563971.89,5792273.1,HKZ_2,In gebruik,Turbine,2,HZ J4,Vattenfall,,POINT (563971.8899999997 5792273.1)
turbines_en_ohvs.516,563774.87,5793254.56,HKZ_2,In gebruik,Turbine,2,HZ J5,Vattenfall,,POINT (563774.8700000001 5793254.5600000005)
turbines_en_ohvs.517,564874.68,5795944.83,HKZ_2,In gebruik,Turbine,2,HZ H3,Vattenfall,,POINT (564874.6799999997 5795944.83)
turbines_en_ohvs.518,563236.97,5795939.94,HKZ_2,In gebruik,Turbine,2,HZ H4,Vattenfall,,POINT (563236.9699999997 5795939.9399999995)
turbines_en_ohvs.519,563895.08,5795184.91,HKZ_2,In gebruik,Turbine,2,HZ H5,Vattenfall,,POINT (563895.0800000001 5795184.91)
turbines_en_ohvs.520,565193.07,5797046.59,HKZ_2,In gebruik,Turbine,2,HZ G4,Vattenfall,,POINT (565193.0700000003 5797046.59)
turbines_en_ohvs.521,573022.74,5800972.94,HKZ_1,In gebruik,Turbine,1,HZ A1,Vattenfall,,POINT (573022.7400000002 5800972.9399999995)
turbines_en_ohvs.522,566491,5797023.22,HKZ_2,In gebruik,Turbine,2,HZ G3,Vattenfall,,POINT (566491 5797023.220000001)
turbines_en_ohvs.523,563156.34,5797076,HKZ_2,In gebruik,Turbine,2,HZ G6,Vattenfall,,POINT (563156.3399999999 5797076)
turbines_en_ohvs.524,564109.97,5796709.88,HKZ_2,In gebruik,Turbine,2,HZ G5,Vattenfall,,POINT (564109.9699999997 5796709.880000001)
turbines_en_ohvs.525,574389.89,5806479.71,HKZ_1,In gebruik,Turbine,1,HZ B2,Vattenfall,,POINT (574389.8899999997 5806479.710000001)
turbines_en_ohvs.526,571925.06,5802315.11,HKZ_1,In gebruik,Turbine,1,HZ C2,Vattenfall,,POINT (571925.0599999996 5802315.109999999)
turbines_en_ohvs.527,571266.62,5800672.02,HKZ_1,In gebruik,Turbine,1,HZ C1,Vattenfall,,POINT (571266.6200000001 5800672.02)
turbines_en_ohvs.528,574220.01,5802909.81,HKZ_1,In gebruik,Turbine,1,HZ B1,Vattenfall,,POINT (574220.0099999998 5802909.8100000005)
turbines_en_ohvs.529,574734.19,5801363.02,HKZ_1,In gebruik,Turbine,1,HZ A2,Vattenfall,,POINT (574734.1900000004 5801363.02)
turbines_en_ohvs.530,572540.96,5803657.78,HKZ_1,In gebruik,Turbine,1,HZ C3,Vattenfall,,POINT (572540.96 5803657.779999999)
turbines_en_ohvs.531,576603.89,5801788.39,HKZ_1,In gebruik,Turbine,1,HZ A3,Vattenfall,,POINT (576603.8899999997 5801788.390000001)
turbines_en_ohvs.532,563578.21,5794236.38,HKZ_2,In gebruik,Turbine,2,HZ H6,Vattenfall,,POINT (563578.21 5794236.380000001)
turbines_en_ohvs.533,573029.79,5805205.45,HKZ_1,In gebruik,Turbine,1,HZ C5,Vattenfall,,POINT (573029.79 5805205.449999999)
turbines_en_ohvs.534,577554.04,5803284.03,HKZ_1,In gebruik,Turbine,1,HZ A4,Vattenfall,,POINT (577554.04 5803284.029999999)
turbines_en_ohvs.535,578888.06,5802367.28,HKZ_1,In gebruik,Turbine,1,HZ A5,Vattenfall,,POINT (578888.0599999996 5802367.279999999)
turbines_en_ohvs.536,573162.1,5807107.61,HKZ_1,In gebruik,Turbine,1,HZ B3,Vattenfall,,POINT (573162.0999999996 5807107.609999999)
turbines_en_ohvs.537,574897.08,5807594.73,HKZ_1,In gebruik,Turbine,1,HZ B4,Vattenfall,,POINT (574897.0800000001 5807594.73)
turbines_en_ohvs.538,576324.9,5807995.61,HKZ_1,In gebruik,Turbine,1,HZ B5,Vattenfall,,POINT (576324.9000000004 5807995.609999999)
turbines_en_ohvs.539,576063.37,5806620.7,HKZ_1,In gebruik,Turbine,1,HZ B6,Vattenfall,,POINT (576063.3700000001 5806620.699999999)
turbines_en_ohvs.540,574599.86,5804671.12,HKZ_1,In gebruik,Turbine,1,HZ C6,Vattenfall,,POINT (574599.8600000003 5804671.119999999)
turbines_en_ohvs.541,572224.84,5805907.93,HKZ_1,In gebruik,Turbine,1,HZ C4,Vattenfall,,POINT (572224.8399999999 5805907.93)
turbines_en_ohvs.542,575687.93,5791418.92,HKZ_4,In gebruik,Turbine,4,HZ V1,Vattenfall,,POINT (575687.9299999997 5791418.92)
turbines_en_ohvs.543,576542.39,5790464.3,HKZ_4,In gebruik,Turbine,4,HZ U1,Vattenfall,,POINT (576542.3899999997 5790464.300000001)
turbines_en_ohvs.544,577309.13,5791551.54,HKZ_4,In gebruik,Turbine,4,HZ U2,Vattenfall,,POINT (577309.1299999999 5791551.539999999)
turbines_en_ohvs.545,577843.77,5794897.19,HKZ_4,In gebruik,Turbine,4,HZ V2,Vattenfall,,POINT (577843.7699999996 5794897.1899999995)
turbines_en_ohvs.546,578151.63,5792832.99,HKZ_4,In gebruik,Turbine,4,HZ U3,Vattenfall,,POINT (578151.6299999999 5792832.99)
turbines_en_ohvs.547,578760.41,5794017.27,HKZ_4,In gebruik,Turbine,4,HZ U4,Vattenfall,,POINT (578760.4100000001 5794017.27)
turbines_en_ohvs.548,579524.13,5795375.85,HKZ_4,In gebruik,Turbine,4,HZ U5,Vattenfall,,POINT (579524.1299999999 5795375.85)
turbines_en_ohvs.549,580153.06,5796585.96,HKZ_4,In gebruik,Turbine,4,HZ U6,Vattenfall,,POINT (580153.0599999996 5796585.960000001)
turbines_en_ohvs.550,578905.11,5796495.18,HKZ_4,In gebruik,Turbine,4,HZ V3,Vattenfall,,POINT (578905.1100000003 5796495.18)
turbines_en_ohvs.551,581211.77,5798699.13,HKZ_4,In gebruik,Turbine,4,HZ V5,Vattenfall,,POINT (581211.7699999996 5798699.130000001)
turbines_en_ohvs.552,579924.9,5798025.03,HKZ_4,In gebruik,Turbine,4,HZ V4,Vattenfall,,POINT (579924.9000000004 5798025.029999999)
turbines_en_ohvs.553,584346.18,5808497.38,HKZ_4,In gebruik,Turbine,4,HZ W6,Vattenfall,,POINT (584346.1799999997 5808497.380000001)
turbines_en_ohvs.554,584466.37,5805833.24,HKZ_4,In gebruik,Turbine,4,HZ W3,Vattenfall,,POINT (584466.3700000001 5805833.24)
turbines_en_ohvs.555,580264.85,5799725.25,HKZ_4,In gebruik,Turbine,4,HZ W1,Vattenfall,,POINT (580264.8499999996 5799725.25)
turbines_en_ohvs.556,574654.97,5792499.97,HKZ_4,In gebruik,Turbine,4,HZ Y1,Vattenfall,,POINT (574654.9699999997 5792499.970000001)
turbines_en_ohvs.557,574399.87,5794030.07,HKZ_4,In gebruik,Turbine,4,HZ Z1,Vattenfall,,POINT (574399.8700000001 5794030.07)
turbines_en_ohvs.558,576269.89,5795135.17,HKZ_4,In gebruik,Turbine,4,HZ Y2,Vattenfall,,POINT (576269.8899999997 5795135.17)
turbines_en_ohvs.559,573036.99,5798886.79,HKZ_4,In gebruik,Turbine,4,HZ Z4,Vattenfall,,POINT (573036.9900000002 5798886.789999999)
turbines_en_ohvs.560,575147.1,5799378.76,HKZ_4,In gebruik,Turbine,4,HZ Z5,Vattenfall,,POINT (575147.0999999996 5799378.76)
turbines_en_ohvs.561,585449.1,5808397.86,HKZ_4,In gebruik,Turbine,4,HZ W5,Vattenfall,,POINT (585449.0999999996 5808397.859999999)
turbines_en_ohvs.562,582541.18,5808235.8,HKZ_4,In gebruik,Turbine,4,HZ X6,Vattenfall,,POINT (582541.1799999997 5808235.800000001)
turbines_en_ohvs.563,582251.05,5804058.27,HKZ_4,In gebruik,Turbine,4,HZ X3,Vattenfall,,POINT (582251.0499999998 5804058.27)
turbines_en_ohvs.564,578224.99,5798704.7,HKZ_4,In gebruik,Turbine,4,HZ Y4,Vattenfall,,POINT (578224.9900000002 5798704.699999999)
turbines_en_ohvs.565,580860,5803635.22,HKZ_4,In gebruik,Turbine,4,HZ X2,Vattenfall,,POINT (580860 5803635.220000001)
turbines_en_ohvs.566,583613.86,5804253.97,HKZ_4,In gebruik,Turbine,4,HZ W2,Vattenfall,,POINT (583613.8600000003 5804253.970000001)
turbines_en_ohvs.567,581692.64,5799605.97,HKZ_4,In gebruik,Turbine,4,HZ V6,Vattenfall,,POINT (581692.6399999997 5799605.970000001)
turbines_en_ohvs.568,582389.59,5805165.25,HKZ_4,In gebruik,Turbine,4,HZ X4,Vattenfall,,POINT (582389.5899999999 5805165.25)
turbines_en_ohvs.569,578919.03,5800273.68,HKZ_4,In gebruik,Turbine,4,HZ X1,Vattenfall,,POINT (578919.0300000003 5800273.68)
turbines_en_ohvs.570,582049.98,5806609.78,HKZ_4,In gebruik,Turbine,4,HZ X5,Vattenfall,,POINT (582049.9800000004 5806609.779999999)
turbines_en_ohvs.571,585060.99,5807360.98,HKZ_4,In gebruik,Turbine,4,HZ W4,Vattenfall,,POINT (585060.9900000002 5807360.98)
turbines_en_ohvs.572,577459.7,5797005.12,HKZ_4,In gebruik,Turbine,4,HZ Y3,Vattenfall,,POINT (577459.7000000002 5797005.119999999)
turbines_en_ohvs.573,577114.98,5799831.85,HKZ_4,In gebruik,Turbine,4,HZ Y5,Vattenfall,,POINT (577114.9800000004 5799831.85)
turbines_en_ohvs.574,573548.87,5797257.01,HKZ_4,In gebruik,Turbine,4,HZ Z3,Vattenfall,,POINT (573548.8700000001 5797257.01)
turbines_en_ohvs.575,575590.18,5797259.7,HKZ_4,In gebruik,Turbine,4,HZ Z6,Vattenfall,,POINT (575590.1799999997 5797259.699999999)
turbines_en_ohvs.576,574481.03,5789345.34,HKZ_3,In gebruik,Turbine,3,HZ S1,Vattenfall,,POINT (574481.0300000003 5789345.34)
turbines_en_ohvs.577,571229.99,5786574.67,HKZ_3,In gebruik,Turbine,3,HZ Q1,Vattenfall,,POINT (571229.9900000002 5786574.67)
turbines_en_ohvs.578,575420.98,5788961.34,HKZ_3,In gebruik,Turbine,3,HZ S2,Vattenfall,,POINT (575420.9800000004 5788961.34)
turbines_en_ohvs.579,572675.14,5787084.66,HKZ_3,In gebruik,Turbine,3,HZ S5,Vattenfall,,POINT (572675.1399999997 5787084.66)
turbines_en_ohvs.580,571159.22,5784863.31,HKZ_3,In gebruik,Turbine,3,HZ R1,Vattenfall,,POINT (571159.2199999997 5784863.3100000005)
turbines_en_ohvs.581,569847.94,5785763.85,HKZ_3,In gebruik,Turbine,3,HZ Q2,Vattenfall,,POINT (569847.9400000004 5785763.85)
turbines_en_ohvs.582,568170.04,5784449.81,HKZ_3,In gebruik,Turbine,3,HZ Q3,Vattenfall,,POINT (568170.04 5784449.8100000005)
turbines_en_ohvs.583,568333.94,5783462.66,HKZ_3,In gebruik,Turbine,3,HZ Q4,Vattenfall,,POINT (568333.9400000004 5783462.66)
turbines_en_ohvs.584,574639.14,5788261.85,HKZ_3,In gebruik,Turbine,3,HZ S3,Vattenfall,,POINT (574639.1399999997 5788261.85)
turbines_en_ohvs.585,566597,5783220.11,HKZ_3,In gebruik,Turbine,3,HZ Q6,Vattenfall,,POINT (566597 5783220.109999999)
turbines_en_ohvs.586,567294.95,5782471.73,HKZ_3,In gebruik,Turbine,3,HZ Q5,Vattenfall,,POINT (567294.9500000002 5782471.73)
turbines_en_ohvs.587,573790.04,5787583.83,HKZ_3,In gebruik,Turbine,3,HZ S4,Vattenfall,,POINT (573790.04 5787583.83)
turbines_en_ohvs.588,572175.23,5786054.84,HKZ_3,In gebruik,Turbine,3,HZ S6,Vattenfall,,POINT (572175.2300000004 5786054.84)
turbines_en_ohvs.589,570003.82,5784680,HKZ_3,In gebruik,Turbine,3,HZ R2,Vattenfall,,POINT (570003.8200000003 5784680)
turbines_en_ohvs.590,570259.73,5783642.09,HKZ_3,In gebruik,Turbine,3,HZ R3,Vattenfall,,POINT (570259.7300000004 5783642.09)
turbines_en_ohvs.591,569477.23,5783019,HKZ_3,In gebruik,Turbine,3,HZ R4,Vattenfall,,POINT (569477.2300000004 5783019)
turbines_en_ohvs.592,568619.98,5782502.16,HKZ_3,In gebruik,Turbine,3,HZ R5,Vattenfall,,POINT (568619.9800000004 5782502.16)
turbines_en_ohvs.593,569784.91,5787255.15,HKZ_3,In gebruik,Turbine,3,HZ P1,Vattenfall,,POINT (569784.9100000001 5787255.15)
turbines_en_ohvs.594,568085.14,5785640.06,HKZ_3,In gebruik,Turbine,3,HZ P2,Vattenfall,,POINT (568085.1399999997 5785640.0600000005)
turbines_en_ohvs.595,568000.05,5781715.98,HKZ_3,In gebruik,Turbine,3,HZ R6,Vattenfall,,POINT (568000.0499999998 5781715.98)
turbines_en_ohvs.596,566640.11,5785470.15,HKZ_3,In gebruik,Turbine,3,HZ P3,Vattenfall,,POINT (566640.1100000003 5785470.15)
turbines_en_ohvs.597,566833.79,5784335.87,HKZ_3,In gebruik,Turbine,3,HZ P4,Vattenfall,,POINT (566833.79 5784335.869999999)
turbines_en_ohvs.598,565712.49,5784168.53,HKZ_3,In gebruik,Turbine,3,HZ P5,Vattenfall,,POINT (565712.4900000002 5784168.529999999)
turbines_en_ohvs.599,565404.93,5785121.18,HKZ_3,In gebruik,Turbine,3,HZ P6,Vattenfall,,POINT (565404.9299999997 5785121.18)
turbines_en_ohvs.600,573200.02,5790094.6,HKZ_3,In gebruik,Turbine,3,HZ N1,Vattenfall,,POINT (573200.0199999996 5790094.6)
turbines_en_ohvs.601,571996.78,5790591.72,HKZ_3,In gebruik,Turbine,3,HZ N2,Vattenfall,,POINT (571996.7800000003 5790591.720000001)
turbines_en_ohvs.602,569444.97,5789550.28,HKZ_3,In gebruik,Turbine,3,HZ N3,Vattenfall,,POINT (569444.9699999997 5789550.279999999)
turbines_en_ohvs.603,569530.09,5788359.84,HKZ_3,In gebruik,Turbine,3,HZ N4,Vattenfall,,POINT (569530.0899999999 5788359.84)
turbines_en_ohvs.604,567489.78,5788360.02,HKZ_3,In gebruik,Turbine,3,HZ N5,Vattenfall,,POINT (567489.7800000003 5788360.02)
turbines_en_ohvs.605,571452.98,5789230.83,HKZ_3,In gebruik,Turbine,3,HZ O1,Vattenfall,,POINT (571452.9800000004 5789230.83)
turbines_en_ohvs.606,567574.92,5786915.16,HKZ_3,In gebruik,Turbine,3,HZ O2,Vattenfall,,POINT (567574.9199999999 5786915.16)
turbines_en_ohvs.607,566185.16,5789100.05,HKZ_3,In gebruik,Turbine,3,HZ N6,Vattenfall,,POINT (566185.1600000001 5789100.050000001)
turbines_en_ohvs.608,565182.12,5786232.15,HKZ_3,In gebruik,Turbine,3,HZ O3,Vattenfall,,POINT (565182.1200000001 5786232.15)
turbines_en_ohvs.609,564979.12,5787246.08,HKZ_3,In gebruik,Turbine,3,HZ O4,Vattenfall,,POINT (564979.1200000001 5787246.08)
turbines_en_ohvs.610,564775.95,5788258.9,HKZ_3,In gebruik,Turbine,3,HZ O5,Vattenfall,,POINT (564775.9500000002 5788258.9)
