Kenteken,Soort erkenning keuringsinstantie,Meld datum door keuringsinstantie,Meld tijd door keuringsinstantie,Gebrek identificatie,Soort erkenning omschrijving,Aantal gebreken geconstateerd,Meld datum door keuringsinstantie DT
0072DS,AL,20200415,1444,259,APK Lichte voertuigen,2,04/15/2020 02:44:00 PM
0072DS,AL,20200415,1444,AC4,APK Lichte voertuigen,1,04/15/2020 02:44:00 PM
0073UP,AL,20210730,948,497,APK Lichte voertuigen,1,07/30/2021 09:48:00 AM
0073UP,AL,20210730,948,OP2,APK Lichte voertuigen,1,07/30/2021 09:48:00 AM
0073UP,AL,20210730,948,RA2,APK Lichte voertuigen,1,07/30/2021 09:48:00 AM
0073XF,AL,20220530,939,AC4,APK Lichte voertuigen,1,05/30/2022 09:39:00 AM
0074ZK,AL,20200925,1450,205,APK Lichte voertuigen,4,09/25/2020 02:50:00 PM
0075EM,AL,20200722,1436,145,APK Lichte voertuigen,1,07/22/2020 02:36:00 PM
0075EM,AL,20200722,1436,178,APK Lichte voertuigen,2,07/22/2020 02:36:00 PM
0075EM,AL,20200722,1436,388,APK Lichte voertuigen,1,07/22/2020 02:36:00 PM
0075JG,AL,20200625,1346,177,APK Lichte voertuigen,1,06/25/2020 01:46:00 PM
0075JG,AL,20200625,1346,178,APK Lichte voertuigen,1,06/25/2020 01:46:00 PM
0075JG,AL,20200625,1346,186,APK Lichte voertuigen,1,06/25/2020 01:46:00 PM
0075JG,AL,20200625,1346,AC3,APK Lichte voertuigen,1,06/25/2020 01:46:00 PM
0075PH,AL,20201019,1700,210,APK Lichte voertuigen,4,10/19/2020 05:00:00 PM
0075PH,AL,20201019,1700,516,APK Lichte voertuigen,2,10/19/2020 05:00:00 PM
0075PH,AL,20201019,1700,AC4,APK Lichte voertuigen,1,10/19/2020 05:00:00 PM
0075ZZ,AZ,20211202,1225,AC4,APK Zware voertuigen,1,12/02/2021 12:25:00 PM
0075ZZ,AZ,20211202,1225,AC5,APK Zware voertuigen,1,12/02/2021 12:25:00 PM
0077JD,AL,20200729,1650,115,APK Lichte voertuigen,1,07/29/2020 04:50:00 PM
0080VP,AL,20210222,1145,077,APK Lichte voertuigen,1,02/22/2021 11:45:00 AM
0080VP,AL,20210222,1145,115,APK Lichte voertuigen,1,02/22/2021 11:45:00 AM
0080VP,AL,20210222,1145,916,APK Lichte voertuigen,1,02/22/2021 11:45:00 AM
0083AL,AL,20200228,1659,155,APK Lichte voertuigen,1,02/28/2020 04:59:00 PM
0083AL,AL,20200228,1659,251,APK Lichte voertuigen,1,02/28/2020 04:59:00 PM
0083AL,AL,20200228,1659,289,APK Lichte voertuigen,1,02/28/2020 04:59:00 PM
0083AL,AL,20200228,1659,305,APK Lichte voertuigen,12,02/28/2020 04:59:00 PM
0083AL,AL,20200228,1659,507,APK Lichte voertuigen,1,02/28/2020 04:59:00 PM
0083AL,AL,20200228,1659,674,APK Lichte voertuigen,1,02/28/2020 04:59:00 PM
0083AL,AL,20200228,1659,AC4,APK Lichte voertuigen,1,02/28/2020 04:59:00 PM
0083XF,AL,20230117,1637,210,APK Lichte voertuigen,4,01/17/2023 04:37:00 PM
0084ZZ,AZ,20210218,1459,AC1,APK Zware voertuigen,1,02/18/2021 02:59:00 PM
0085XU,AL,20200629,1547,117,APK Lichte voertuigen,1,06/29/2020 03:47:00 PM
0085XU,AL,20200629,1547,361,APK Lichte voertuigen,1,06/29/2020 03:47:00 PM
0085XU,AL,20200629,1547,392,APK Lichte voertuigen,1,06/29/2020 03:47:00 PM
0085XU,AL,20200629,1547,RA2,APK Lichte voertuigen,1,06/29/2020 03:47:00 PM
0085XU,AL,20200724,1114,117,APK Lichte voertuigen,1,07/24/2020 11:14:00 AM
0085XU,AL,20200724,1114,392,APK Lichte voertuigen,1,07/24/2020 11:14:00 AM
0085XU,AL,20220727,1052,289,APK Lichte voertuigen,1,07/27/2022 10:52:00 AM
0085XU,AL,20220727,1052,AC4,APK Lichte voertuigen,1,07/27/2022 10:52:00 AM
0085XU,AL,20220727,1052,RA2,APK Lichte voertuigen,1,07/27/2022 10:52:00 AM
0085XU,AL,20220803,1236,289,APK Lichte voertuigen,1,08/03/2022 12:36:00 PM
0085XU,AL,20220803,1236,AC4,APK Lichte voertuigen,1,08/03/2022 12:36:00 PM
0085XU,AL,20220803,1236,RA2,APK Lichte voertuigen,1,08/03/2022 12:36:00 PM
0086ZZ,AZ,20200415,1231,270,APK Zware voertuigen,1,04/15/2020 12:31:00 PM
0086ZZ,AZ,20200415,1231,295,APK Zware voertuigen,1,04/15/2020 12:31:00 PM
0086ZZ,AZ,20200415,1231,475,APK Zware voertuigen,1,04/15/2020 12:31:00 PM
0086ZZ,AZ,20200415,1231,AC4,APK Zware voertuigen,1,04/15/2020 12:31:00 PM
0086ZZ,AZ,20210317,1044,270,APK Zware voertuigen,7,03/17/2021 10:44:00 AM
0086ZZ,AZ,20220420,900,205,APK Zware voertuigen,1,04/20/2022 09:00:00 AM
0086ZZ,AZ,20220420,900,AC4,APK Zware voertuigen,1,04/20/2022 09:00:00 AM
0086ZZ,AZ,20220420,900,RA2,APK Zware voertuigen,1,04/20/2022 09:00:00 AM
0087ZZ,AZ,20200424,1651,AC1,APK Zware voertuigen,1,04/24/2020 04:51:00 PM
0087ZZ,AZ,20220816,832,589,APK Zware voertuigen,1,08/16/2022 08:32:00 AM
0088ZZ,AZ,20200424,1652,589,APK Zware voertuigen,1,04/24/2020 04:52:00 PM
0088ZZ,AZ,20200424,1652,AC4,APK Zware voertuigen,1,04/24/2020 04:52:00 PM
0088ZZ,AZ,20210601,1114,542,APK Zware voertuigen,1,06/01/2021 11:14:00 AM
0088ZZ,AZ,20220816,833,979,APK Zware voertuigen,1,08/16/2022 08:33:00 AM
0091VB,AL,20210705,1619,AC4,APK Lichte voertuigen,1,07/05/2021 04:19:00 PM
0091VB,AL,20210705,1619,RA2,APK Lichte voertuigen,1,07/05/2021 04:19:00 PM
0094UE,AL,20200408,1658,497,APK Lichte voertuigen,2,04/08/2020 04:58:00 PM
0094UE,AL,20200408,1658,AC4,APK Lichte voertuigen,1,04/08/2020 04:58:00 PM
0094UE,AL,20200408,1658,OP2,APK Lichte voertuigen,1,04/08/2020 04:58:00 PM
0094UE,AL,20200408,1658,RA2,APK Lichte voertuigen,1,04/08/2020 04:58:00 PM
0094VE,AL,20201009,1429,210,APK Lichte voertuigen,2,10/09/2020 02:29:00 PM
0094VE,AL,20201009,1429,361,APK Lichte voertuigen,1,10/09/2020 02:29:00 PM
0094VE,AL,20201009,1429,OP2,APK Lichte voertuigen,1,10/09/2020 02:29:00 PM
0094VE,AL,20201009,1429,RA2,APK Lichte voertuigen,1,10/09/2020 02:29:00 PM
0095ES,AL,20200819,1653,316,APK Lichte voertuigen,4,08/19/2020 04:53:00 PM
0098EF,AL,20200702,1545,178,APK Lichte voertuigen,1,07/02/2020 03:45:00 PM
0098ZZ,AZ,20200626,1147,AC1,APK Zware voertuigen,1,06/26/2020 11:47:00 AM
0098ZZ,AZ,20210618,902,259,APK Zware voertuigen,2,06/18/2021 09:02:00 AM
0098ZZ,AZ,20210618,902,505,APK Zware voertuigen,1,06/18/2021 09:02:00 AM
0099TZ,AL,20210525,1313,AC4,APK Lichte voertuigen,1,05/25/2021 01:13:00 PM
0099VP,AL,20220815,1356,AC4,APK Lichte voertuigen,1,08/15/2022 01:56:00 PM
00AD11,AL,20200729,1102,520,APK Lichte voertuigen,1,07/29/2020 11:02:00 AM
00AD11,AL,20200729,1102,AC4,APK Lichte voertuigen,1,07/29/2020 11:02:00 AM
00AD11,AL,20220810,1546,AC4,APK Lichte voertuigen,1,08/10/2022 03:46:00 PM
00AL02,AL,20200911,1149,259,APK Lichte voertuigen,1,09/11/2020 11:49:00 AM
00AL02,AL,20200911,1149,315,APK Lichte voertuigen,2,09/11/2020 11:49:00 AM
00AL02,AL,20220926,1540,AC4,APK Lichte voertuigen,1,09/26/2022 03:40:00 PM
00AS77,AL,20200421,1638,AC2,APK Lichte voertuigen,1,04/21/2020 04:38:00 PM
00AS77,AL,20200421,1638,AC4,APK Lichte voertuigen,1,04/21/2020 04:38:00 PM
00AS77,AL,20200421,1638,RA2,APK Lichte voertuigen,1,04/21/2020 04:38:00 PM
00AU45,AL,20200709,1451,115,APK Lichte voertuigen,1,07/09/2020 02:51:00 PM
00AU45,AL,20200709,1451,117,APK Lichte voertuigen,1,07/09/2020 02:51:00 PM
00AU45,AL,20200709,1451,391,APK Lichte voertuigen,1,07/09/2020 02:51:00 PM
00AU45,AL,20200709,1451,497,APK Lichte voertuigen,1,07/09/2020 02:51:00 PM
00AU45,AL,20200709,1451,RA2,APK Lichte voertuigen,1,07/09/2020 02:51:00 PM
00AU45,AL,20220627,959,190,APK Lichte voertuigen,1,06/27/2022 09:59:00 AM
00AU45,AL,20220627,959,211,APK Lichte voertuigen,1,06/27/2022 09:59:00 AM
00BA09,AL,20220406,952,115,APK Lichte voertuigen,1,04/06/2022 09:52:00 AM
00BA26,AL,20230202,1101,178,APK Lichte voertuigen,1,02/02/2023 11:01:00 AM
00BA26,AL,20230202,1101,210,APK Lichte voertuigen,1,02/02/2023 11:01:00 AM
00BA26,AL,20230202,1101,250,APK Lichte voertuigen,1,02/02/2023 11:01:00 AM
00BA26,AL,20230202,1101,289,APK Lichte voertuigen,2,02/02/2023 11:01:00 AM
00BA48,AL,20201110,1455,RA2,APK Lichte voertuigen,1,11/10/2020 02:55:00 PM
00BB03,AL,20220413,1630,361,APK Lichte voertuigen,1,04/13/2022 04:30:00 PM
00BB03,AL,20220413,1630,393,APK Lichte voertuigen,1,04/13/2022 04:30:00 PM
00BBB2,AZ,20200619,1437,053,APK Zware voertuigen,2,06/19/2020 02:37:00 PM
00BBB2,AZ,20200619,1437,391,APK Zware voertuigen,1,06/19/2020 02:37:00 PM
00BBB2,AZ,20200619,1437,516,APK Zware voertuigen,2,06/19/2020 02:37:00 PM
00BBB2,AZ,20200619,1437,589,APK Zware voertuigen,2,06/19/2020 02:37:00 PM
00BBB2,AZ,20210621,1505,589,APK Zware voertuigen,1,06/21/2021 03:05:00 PM
00BBB2,AZ,20220708,1659,053,APK Zware voertuigen,2,07/08/2022 04:59:00 PM
00BBB2,AZ,20220708,1659,259,APK Zware voertuigen,2,07/08/2022 04:59:00 PM
00BBB2,AZ,20220708,1659,313,APK Zware voertuigen,4,07/08/2022 04:59:00 PM
00BBB2,AZ,20220708,1659,576,APK Zware voertuigen,2,07/08/2022 04:59:00 PM
00BBB2,AZ,20220708,1659,589,APK Zware voertuigen,2,07/08/2022 04:59:00 PM
00BBB3,AZ,20200803,1450,046,APK Zware voertuigen,2,08/03/2020 02:50:00 PM
00BBB3,AZ,20200803,1450,052,APK Zware voertuigen,4,08/03/2020 02:50:00 PM
00BBB3,AZ,20200803,1450,259,APK Zware voertuigen,4,08/03/2020 02:50:00 PM
00BBB3,AZ,20200803,1450,309,APK Zware voertuigen,2,08/03/2020 02:50:00 PM
00BBB3,AZ,20200803,1450,313,APK Zware voertuigen,9,08/03/2020 02:50:00 PM
00BBB3,AZ,20210806,843,053,APK Zware voertuigen,1,08/06/2021 08:43:00 AM
00BBB3,AZ,20210806,843,241,APK Zware voertuigen,1,08/06/2021 08:43:00 AM
00BBB3,AZ,20210806,843,250,APK Zware voertuigen,1,08/06/2021 08:43:00 AM
00BBB3,AZ,20210806,843,255,APK Zware voertuigen,1,08/06/2021 08:43:00 AM
00BBB3,AZ,20210806,843,259,APK Zware voertuigen,4,08/06/2021 08:43:00 AM
00BBB3,AZ,20210806,843,266,APK Zware voertuigen,1,08/06/2021 08:43:00 AM
00BBB3,AZ,20210806,843,284,APK Zware voertuigen,1,08/06/2021 08:43:00 AM
00BBB3,AZ,20210806,843,391,APK Zware voertuigen,2,08/06/2021 08:43:00 AM
00BBB3,AZ,20210806,843,414,APK Zware voertuigen,1,08/06/2021 08:43:00 AM
00BBB3,AZ,20210806,843,475,APK Zware voertuigen,2,08/06/2021 08:43:00 AM
00BBB3,AZ,20210806,843,532,APK Zware voertuigen,2,08/06/2021 08:43:00 AM
00BBB3,AZ,20210806,843,542,APK Zware voertuigen,2,08/06/2021 08:43:00 AM
00BBB3,AZ,20210806,843,547,APK Zware voertuigen,2,08/06/2021 08:43:00 AM
00BBB3,AZ,20210806,843,584,APK Zware voertuigen,2,08/06/2021 08:43:00 AM
00BBB3,AZ,20210806,843,AC4,APK Zware voertuigen,1,08/06/2021 08:43:00 AM
00BBB4,AZ,20220217,1651,532,APK Zware voertuigen,1,02/17/2022 04:51:00 PM
00BBB4,AZ,20220217,1651,AC4,APK Zware voertuigen,1,02/17/2022 04:51:00 PM
00BBB6,AZ,20211222,1305,516,APK Zware voertuigen,1,12/22/2021 01:05:00 PM
00BBB6,AZ,20211222,1305,AC1,APK Zware voertuigen,1,12/22/2021 01:05:00 PM
00BBB6,AZ,20230104,1657,115,APK Zware voertuigen,1,01/04/2023 04:57:00 PM
00BBB6,AZ,20230104,1657,250,APK Zware voertuigen,2,01/04/2023 04:57:00 PM
00BBB6,AZ,20230104,1657,361,APK Zware voertuigen,1,01/04/2023 04:57:00 PM
00BBB6,AZ,20230104,1657,516,APK Zware voertuigen,2,01/04/2023 04:57:00 PM
00BBB6,AZ,20230104,1657,AC4,APK Zware voertuigen,1,01/04/2023 04:57:00 PM
00BBB7,AZ,20200715,1433,115,APK Zware voertuigen,1,07/15/2020 02:33:00 PM
00BBB7,AZ,20200715,1433,169,APK Zware voertuigen,1,07/15/2020 02:33:00 PM
00BBB7,AZ,20200715,1433,AC4,APK Zware voertuigen,1,07/15/2020 02:33:00 PM
00BBB7,AZ,20210618,1603,277,APK Zware voertuigen,2,06/18/2021 04:03:00 PM
00BBB7,AZ,20210618,1603,391,APK Zware voertuigen,2,06/18/2021 04:03:00 PM
00BBB7,AZ,20210618,1603,393,APK Zware voertuigen,1,06/18/2021 04:03:00 PM
00BBB7,AZ,20210618,1603,AC4,APK Zware voertuigen,1,06/18/2021 04:03:00 PM
00BBB7,AZ,20220721,1652,115,APK Zware voertuigen,1,07/21/2022 04:52:00 PM
00BBB7,AZ,20220721,1652,145,APK Zware voertuigen,1,07/21/2022 04:52:00 PM
00BBB7,AZ,20220721,1652,169,APK Zware voertuigen,1,07/21/2022 04:52:00 PM
00BBB7,AZ,20220721,1652,393,APK Zware voertuigen,1,07/21/2022 04:52:00 PM
00BBB7,AZ,20220721,1652,516,APK Zware voertuigen,1,07/21/2022 04:52:00 PM
00BBB7,AZ,20220721,1652,587,APK Zware voertuigen,1,07/21/2022 04:52:00 PM
00BBB7,AZ,20220721,1652,AC4,APK Zware voertuigen,1,07/21/2022 04:52:00 PM
00BBB7,AZ,20220721,1652,AC5,APK Zware voertuigen,1,07/21/2022 04:52:00 PM
00BBB9,AZ,20200922,1307,203,APK Zware voertuigen,4,09/22/2020 01:07:00 PM
00BBB9,AZ,20200922,1307,475,APK Zware voertuigen,2,09/22/2020 01:07:00 PM
00BBB9,AZ,20210914,1011,475,APK Zware voertuigen,1,09/14/2021 10:11:00 AM
00BBB9,AZ,20210914,1011,497,APK Zware voertuigen,1,09/14/2021 10:11:00 AM
00BBB9,AZ,20210914,1011,589,APK Zware voertuigen,3,09/14/2021 10:11:00 AM
00BBB9,AZ,20220912,1610,115,APK Zware voertuigen,2,09/12/2022 04:10:00 PM
00BBB9,AZ,20220912,1610,475,APK Zware voertuigen,1,09/12/2022 04:10:00 PM
00BBD9,AZ,20200218,1040,516,APK Zware voertuigen,1,02/18/2020 10:40:00 AM
00BBD9,AZ,20210208,1434,540,APK Zware voertuigen,2,02/08/2021 02:34:00 PM
00BBD9,AZ,20210208,1434,594,APK Zware voertuigen,1,02/08/2021 02:34:00 PM
00BBD9,AZ,20210208,1434,610,APK Zware voertuigen,1,02/08/2021 02:34:00 PM
00BBD9,AZ,20210208,1434,RA6,APK Zware voertuigen,1,02/08/2021 02:34:00 PM
00BBD9,AZ,20220121,1131,322,APK Zware voertuigen,1,01/21/2022 11:31:00 AM
00BBD9,AZ,20220121,1131,540,APK Zware voertuigen,1,01/21/2022 11:31:00 AM
00BBD9,AZ,20220121,1131,589,APK Zware voertuigen,1,01/21/2022 11:31:00 AM
00BBD9,AZ,20220121,1131,610,APK Zware voertuigen,4,01/21/2022 11:31:00 AM
00BBF2,AZ,20201028,913,391,APK Zware voertuigen,2,10/28/2020 09:13:00 AM
00BBF2,AZ,20201028,913,475,APK Zware voertuigen,2,10/28/2020 09:13:00 AM
00BBF2,AZ,20201028,913,487,APK Zware voertuigen,1,10/28/2020 09:13:00 AM
00BBF2,AZ,20211022,1650,393,APK Zware voertuigen,1,10/22/2021 04:50:00 PM
00BBF2,AZ,20211022,1650,475,APK Zware voertuigen,3,10/22/2021 04:50:00 PM
00BBF2,AZ,20211022,1650,584,APK Zware voertuigen,2,10/22/2021 04:50:00 PM
00BBF2,AZ,20211022,1650,656,APK Zware voertuigen,1,10/22/2021 04:50:00 PM
00BBF2,AZ,20211022,1650,979,APK Zware voertuigen,2,10/22/2021 04:50:00 PM
00BBF2,AZ,20211022,1650,RA2,APK Zware voertuigen,1,10/22/2021 04:50:00 PM
00BBF3,AZ,20220623,1504,205,APK Zware voertuigen,2,06/23/2022 03:04:00 PM
00BBF3,AZ,20220623,1504,393,APK Zware voertuigen,1,06/23/2022 03:04:00 PM
00BBF3,AZ,20220623,1504,473,APK Zware voertuigen,3,06/23/2022 03:04:00 PM
00BBF3,AZ,20220623,1504,AC4,APK Zware voertuigen,1,06/23/2022 03:04:00 PM
00BBF6,AZ,20201015,1121,115,APK Zware voertuigen,1,10/15/2020 11:21:00 AM
00BBF6,AZ,20201015,1121,250,APK Zware voertuigen,1,10/15/2020 11:21:00 AM
00BBF6,AZ,20201015,1121,252,APK Zware voertuigen,1,10/15/2020 11:21:00 AM
00BBF6,AZ,20201015,1121,AC4,APK Zware voertuigen,1,10/15/2020 11:21:00 AM
00BBF6,AZ,20211126,1425,115,APK Zware voertuigen,1,11/26/2021 02:25:00 PM
00BBF6,AZ,20211126,1425,145,APK Zware voertuigen,1,11/26/2021 02:25:00 PM
00BBF6,AZ,20211126,1425,200,APK Zware voertuigen,1,11/26/2021 02:25:00 PM
00BBF6,AZ,20211126,1425,250,APK Zware voertuigen,1,11/26/2021 02:25:00 PM
00BBF6,AZ,20211126,1425,391,APK Zware voertuigen,1,11/26/2021 02:25:00 PM
00BBF6,AZ,20211126,1425,393,APK Zware voertuigen,1,11/26/2021 02:25:00 PM
00BBF6,AZ,20211126,1425,AC4,APK Zware voertuigen,1,11/26/2021 02:25:00 PM
00BBF6,AZ,20221123,1623,115,APK Zware voertuigen,2,11/23/2022 04:23:00 PM
00BBF6,AZ,20221123,1623,145,APK Zware voertuigen,1,11/23/2022 04:23:00 PM
00BBF6,AZ,20221123,1623,169,APK Zware voertuigen,1,11/23/2022 04:23:00 PM
00BBF6,AZ,20221123,1623,475,APK Zware voertuigen,1,11/23/2022 04:23:00 PM
00BBF6,AZ,20221123,1623,556,APK Zware voertuigen,1,11/23/2022 04:23:00 PM
00BBF6,AZ,20221123,1623,584,APK Zware voertuigen,1,11/23/2022 04:23:00 PM
00BBF6,AZ,20221123,1623,590,APK Zware voertuigen,2,11/23/2022 04:23:00 PM
00BBF6,AZ,20221123,1623,AC4,APK Zware voertuigen,1,11/23/2022 04:23:00 PM
00BBG3,AZ,20211206,1137,400,APK Zware voertuigen,1,12/06/2021 11:37:00 AM
00BBG3,AZ,20211206,1137,656,APK Zware voertuigen,1,12/06/2021 11:37:00 AM
00BBG3,AZ,20221129,1041,115,APK Zware voertuigen,1,11/29/2022 10:41:00 AM
00BBG6,AZ,20210305,1108,361,APK Zware voertuigen,1,03/05/2021 11:08:00 AM
00BBG7,AZ,20200708,1316,507,APK Zware voertuigen,1,07/08/2020 01:16:00 PM
00BBG7,TA,20220715,1056,923,Controleapparaten,1,07/15/2022 10:56:00 AM
00BBG8,AZ,20210126,1057,391,APK Zware voertuigen,1,01/26/2021 10:57:00 AM
00BBG8,AZ,20210126,1057,516,APK Zware voertuigen,2,01/26/2021 10:57:00 AM
00BBG8,AZ,20210126,1057,540,APK Zware voertuigen,4,01/26/2021 10:57:00 AM
00BBG8,AZ,20210126,1057,AC4,APK Zware voertuigen,1,01/26/2021 10:57:00 AM
00BBG8,AZ,20220126,1655,540,APK Zware voertuigen,2,01/26/2022 04:55:00 PM
00BBG8,AZ,20220126,1655,AC4,APK Zware voertuigen,1,01/26/2022 04:55:00 PM
00BBG8,AZ,20230131,1655,495,APK Zware voertuigen,1,01/31/2023 04:55:00 PM
00BBG8,AZ,20230131,1655,542,APK Zware voertuigen,1,01/31/2023 04:55:00 PM
00BBG8,AZ,20230131,1655,AC4,APK Zware voertuigen,1,01/31/2023 04:55:00 PM
00BBH1,AZ,20200907,1152,203,APK Zware voertuigen,3,09/07/2020 11:52:00 AM
00BBH1,AZ,20200907,1152,475,APK Zware voertuigen,1,09/07/2020 11:52:00 AM
00BBH1,AZ,20200907,1152,509,APK Zware voertuigen,1,09/07/2020 11:52:00 AM
00BBH1,AZ,20200907,1152,RA2,APK Zware voertuigen,1,09/07/2020 11:52:00 AM
00BBH1,AZ,20211025,1448,203,APK Zware voertuigen,6,10/25/2021 02:48:00 PM
00BBH1,AZ,20211025,1448,547,APK Zware voertuigen,2,10/25/2021 02:48:00 PM
00BBH1,AZ,20211025,1448,AC4,APK Zware voertuigen,1,10/25/2021 02:48:00 PM
00BBH1,AZ,20220927,1406,203,APK Zware voertuigen,1,09/27/2022 02:06:00 PM
00BBH1,AZ,20220927,1406,516,APK Zware voertuigen,1,09/27/2022 02:06:00 PM
00BBH1,AZ,20220927,1406,589,APK Zware voertuigen,2,09/27/2022 02:06:00 PM
00BBH6,AZ,20210406,1532,115,APK Zware voertuigen,1,04/06/2021 03:32:00 PM
00BBH6,AZ,20210406,1532,393,APK Zware voertuigen,1,04/06/2021 03:32:00 PM
00BBH6,AZ,20210406,1532,AC4,APK Zware voertuigen,1,04/06/2021 03:32:00 PM
00BBH6,AZ,20220412,937,391,APK Zware voertuigen,1,04/12/2022 09:37:00 AM
00BBH6,AZ,20220412,937,470,APK Zware voertuigen,1,04/12/2022 09:37:00 AM
00BBH6,AZ,20220412,937,475,APK Zware voertuigen,2,04/12/2022 09:37:00 AM
00BBH9,AZ,20201106,1149,259,APK Zware voertuigen,1,11/06/2020 11:49:00 AM
00BBH9,AZ,20201106,1149,312,APK Zware voertuigen,1,11/06/2020 11:49:00 AM
00BBH9,AZ,20211022,1409,203,APK Zware voertuigen,1,10/22/2021 02:09:00 PM
00BBH9,AZ,20211022,1409,391,APK Zware voertuigen,1,10/22/2021 02:09:00 PM
00BBH9,AZ,20211022,1409,636,APK Zware voertuigen,1,10/22/2021 02:09:00 PM
00BBH9,AZ,20221004,1547,283,APK Zware voertuigen,1,10/04/2022 03:47:00 PM
00BBH9,AZ,20221004,1547,295,APK Zware voertuigen,1,10/04/2022 03:47:00 PM
00BBH9,AZ,20221004,1547,357,APK Zware voertuigen,1,10/04/2022 03:47:00 PM
00BBH9,AZ,20221004,1547,487,APK Zware voertuigen,1,10/04/2022 03:47:00 PM
00BBJ7,AZ,20210120,1049,589,APK Zware voertuigen,2,01/20/2021 10:49:00 AM
00BBJ7,AZ,20210120,1049,979,APK Zware voertuigen,1,01/20/2021 10:49:00 AM
00BBJ7,AZ,20210120,1049,AC4,APK Zware voertuigen,1,01/20/2021 10:49:00 AM
00BBJ7,AZ,20210120,1049,RA2,APK Zware voertuigen,1,01/20/2021 10:49:00 AM
00BBJ7,AZ,20220106,1202,AC4,APK Zware voertuigen,1,01/06/2022 12:02:00 PM
00BBJ7,AZ,20220106,1202,RA2,APK Zware voertuigen,1,01/06/2022 12:02:00 PM
00BBJ8,AZ,20201210,1036,542,APK Zware voertuigen,1,12/10/2020 10:36:00 AM
00BBJ8,AZ,20201210,1036,RA2,APK Zware voertuigen,1,12/10/2020 10:36:00 AM
00BBJ8,AZ,20221117,1331,AC4,APK Zware voertuigen,1,11/17/2022 01:31:00 PM
00BBK4,AZ,20201130,1458,295,APK Zware voertuigen,1,11/30/2020 02:58:00 PM
00BBK4,AZ,20201130,1458,428,APK Zware voertuigen,1,11/30/2020 02:58:00 PM
00BBK4,AZ,20201130,1458,475,APK Zware voertuigen,1,11/30/2020 02:58:00 PM
00BBK4,AZ,20201130,1458,516,APK Zware voertuigen,1,11/30/2020 02:58:00 PM
00BBK4,AZ,20201130,1458,656,APK Zware voertuigen,1,11/30/2020 02:58:00 PM
00BBK4,AZ,20211221,1642,200,APK Zware voertuigen,2,12/21/2021 04:42:00 PM
00BBK4,AZ,20211221,1642,393,APK Zware voertuigen,1,12/21/2021 04:42:00 PM
00BBK4,AZ,20211221,1642,497,APK Zware voertuigen,1,12/21/2021 04:42:00 PM
00BBK4,AZ,20211221,1642,AC1,APK Zware voertuigen,1,12/21/2021 04:42:00 PM
00BBK4,AZ,20221110,913,115,APK Zware voertuigen,1,11/10/2022 09:13:00 AM
00BBK4,AZ,20221110,913,393,APK Zware voertuigen,1,11/10/2022 09:13:00 AM
00BBK4,AZ,20221110,913,400,APK Zware voertuigen,1,11/10/2022 09:13:00 AM
00BBK4,AZ,20221110,913,656,APK Zware voertuigen,1,11/10/2022 09:13:00 AM
00BBK5,AZ,20210114,1612,259,APK Zware voertuigen,4,01/14/2021 04:12:00 PM
00BBK6,AZ,20200902,1044,497,APK Zware voertuigen,1,09/02/2020 10:44:00 AM
00BBK6,AZ,20220901,1158,AC4,APK Zware voertuigen,1,09/01/2022 11:58:00 AM
00BBK6,TA,20220715,1247,923,Controleapparaten,1,07/15/2022 12:47:00 PM
00BBK9,AZ,20201117,1040,115,APK Zware voertuigen,1,11/17/2020 10:40:00 AM
00BBK9,AZ,20201117,1040,391,APK Zware voertuigen,1,11/17/2020 10:40:00 AM
00BBK9,AZ,20221115,1459,115,APK Zware voertuigen,1,11/15/2022 02:59:00 PM
00BBK9,AZ,20221115,1459,259,APK Zware voertuigen,1,11/15/2022 02:59:00 PM
00BBL2,AZ,20201103,1516,250,APK Zware voertuigen,2,11/03/2020 03:16:00 PM
00BBL2,AZ,20201103,1516,259,APK Zware voertuigen,2,11/03/2020 03:16:00 PM
00BBL2,AZ,20201103,1516,280,APK Zware voertuigen,1,11/03/2020 03:16:00 PM
00BBL2,AZ,20201103,1516,284,APK Zware voertuigen,1,11/03/2020 03:16:00 PM
00BBL2,AZ,20201103,1516,400,APK Zware voertuigen,2,11/03/2020 03:16:00 PM
00BBL2,AZ,20201103,1516,475,APK Zware voertuigen,2,11/03/2020 03:16:00 PM
00BBL2,AZ,20201103,1516,571,APK Zware voertuigen,1,11/03/2020 03:16:00 PM
00BBL2,AZ,20211216,1444,259,APK Zware voertuigen,2,12/16/2021 02:44:00 PM
00BBL2,AZ,20221201,1545,115,APK Zware voertuigen,1,12/01/2022 03:45:00 PM
00BBL2,AZ,20221201,1545,203,APK Zware voertuigen,3,12/01/2022 03:45:00 PM
00BBL2,AZ,20221201,1545,295,APK Zware voertuigen,1,12/01/2022 03:45:00 PM
00BBL2,AZ,20221201,1545,532,APK Zware voertuigen,1,12/01/2022 03:45:00 PM
00BBL8,AZ,20201127,1646,589,APK Zware voertuigen,1,11/27/2020 04:46:00 PM
00BBL8,AZ,20201127,1646,AC1,APK Zware voertuigen,1,11/27/2020 04:46:00 PM
00BBL8,AZ,20201127,1646,RA2,APK Zware voertuigen,1,11/27/2020 04:46:00 PM
00BBL8,AZ,20220114,1040,173,APK Zware voertuigen,1,01/14/2022 10:40:00 AM
00BBL8,AZ,20220114,1040,589,APK Zware voertuigen,1,01/14/2022 10:40:00 AM
