Kenteken,Soort erkenning keuringsinstantie,Meld datum door keuringsinstantie,Meld tijd door keuringsinstantie,Gebrek identificatie,Soort erkenning omschrijving,Aantal gebreken geconstateerd,Meld datum door keuringsinstantie DT
00BFH7,TA,20221228,1220,939,Controleapparaten,1,12/28/2022 12:20:00 PM
00BFH7,TA,20221228,1220,940,Controleapparaten,1,12/28/2022 12:20:00 PM
00BFH8,AZ,20201006,1450,475,APK Zware voertuigen,1,10/06/2020 02:50:00 PM
00BFH8,AZ,20211013,1604,571,APK Zware voertuigen,1,10/13/2021 04:04:00 PM
00BFH8,AZ,20220930,1324,226,APK Zware voertuigen,1,09/30/2022 01:24:00 PM
00BFH8,AZ,20220930,1324,313,APK Zware voertuigen,1,09/30/2022 01:24:00 PM
00BFH9,AZ,20201029,1628,259,APK Zware voertuigen,1,10/29/2020 04:28:00 PM
00BFH9,AZ,20211202,1336,205,APK Zware voertuigen,1,12/02/2021 01:36:00 PM
00BFH9,AZ,20211202,1336,AC1,APK Zware voertuigen,1,12/02/2021 01:36:00 PM
00BFH9,AZ,20221124,1033,259,APK Zware voertuigen,2,11/24/2022 10:33:00 AM
00BFH9,AZ,20221124,1033,AC4,APK Zware voertuigen,1,11/24/2022 10:33:00 AM
00BFJ1,AZ,20201026,1345,295,APK Zware voertuigen,1,10/26/2020 01:45:00 PM
00BFJ1,AZ,20211022,902,589,APK Zware voertuigen,1,10/22/2021 09:02:00 AM
00BFJ1,AZ,20211022,902,656,APK Zware voertuigen,1,10/22/2021 09:02:00 AM
00BFJ1,AZ,20221025,945,430,APK Zware voertuigen,2,10/25/2022 09:45:00 AM
00BFJ1,AZ,20221025,945,524,APK Zware voertuigen,1,10/25/2022 09:45:00 AM
00BFJ1,AZ,20221025,945,656,APK Zware voertuigen,1,10/25/2022 09:45:00 AM
00BFJ1,AZ,20221025,945,AC5,APK Zware voertuigen,1,10/25/2022 09:45:00 AM
00BFJ2,AZ,20200915,1329,082,APK Zware voertuigen,1,09/15/2020 01:29:00 PM
00BFJ2,AZ,20200915,1329,203,APK Zware voertuigen,1,09/15/2020 01:29:00 PM
00BFJ2,AZ,20200915,1329,429,APK Zware voertuigen,2,09/15/2020 01:29:00 PM
00BFJ2,AZ,20200915,1329,532,APK Zware voertuigen,1,09/15/2020 01:29:00 PM
00BFJ2,AZ,20200915,1329,576,APK Zware voertuigen,1,09/15/2020 01:29:00 PM
00BFJ2,AZ,20200915,1329,584,APK Zware voertuigen,1,09/15/2020 01:29:00 PM
00BFJ2,AZ,20200915,1329,656,APK Zware voertuigen,1,09/15/2020 01:29:00 PM
00BFJ2,AZ,20200915,1329,AC5,APK Zware voertuigen,1,09/15/2020 01:29:00 PM
00BFJ2,AZ,20211018,1520,203,APK Zware voertuigen,1,10/18/2021 03:20:00 PM
00BFJ2,AZ,20211018,1520,205,APK Zware voertuigen,1,10/18/2021 03:20:00 PM
00BFJ2,AZ,20211018,1520,429,APK Zware voertuigen,2,10/18/2021 03:20:00 PM
00BFJ2,AZ,20211018,1520,475,APK Zware voertuigen,1,10/18/2021 03:20:00 PM
00BFJ2,AZ,20211018,1520,556,APK Zware voertuigen,1,10/18/2021 03:20:00 PM
00BFJ2,AZ,20211018,1520,589,APK Zware voertuigen,1,10/18/2021 03:20:00 PM
00BFJ2,AZ,20220926,1525,115,APK Zware voertuigen,1,09/26/2022 03:25:00 PM
00BFJ2,AZ,20220926,1525,289,APK Zware voertuigen,2,09/26/2022 03:25:00 PM
00BFJ2,AZ,20220926,1525,391,APK Zware voertuigen,2,09/26/2022 03:25:00 PM
00BFJ2,AZ,20220926,1525,429,APK Zware voertuigen,2,09/26/2022 03:25:00 PM
00BFJ2,AZ,20220926,1525,656,APK Zware voertuigen,1,09/26/2022 03:25:00 PM
00BFJ2,AZ,20220926,1525,979,APK Zware voertuigen,1,09/26/2022 03:25:00 PM
00BFJ2,AZ,20220926,1525,986,APK Zware voertuigen,2,09/26/2022 03:25:00 PM
00BFJ3,AZ,20201001,1000,391,APK Zware voertuigen,2,10/01/2020 10:00:00 AM
00BFJ3,AZ,20211005,1555,250,APK Zware voertuigen,2,10/05/2021 03:55:00 PM
00BFJ3,AZ,20220920,1406,AC4,APK Zware voertuigen,1,09/20/2022 02:06:00 PM
00BFJ5,AZ,20201028,1700,572,APK Zware voertuigen,1,10/28/2020 05:00:00 PM
00BFJ5,AZ,20201028,1700,AC4,APK Zware voertuigen,1,10/28/2020 05:00:00 PM
00BFJ5,AZ,20211110,1659,AC4,APK Zware voertuigen,1,11/10/2021 04:59:00 PM
00BFJ5,AZ,20221012,1642,205,APK Zware voertuigen,2,10/12/2022 04:42:00 PM
00BFJ6,AZ,20201008,1206,520,APK Zware voertuigen,2,10/08/2020 12:06:00 PM
00BFJ6,AZ,20211019,1449,430,APK Zware voertuigen,2,10/19/2021 02:49:00 PM
00BFJ6,AZ,20211019,1449,516,APK Zware voertuigen,1,10/19/2021 02:49:00 PM
00BFJ6,AZ,20211019,1449,588,APK Zware voertuigen,2,10/19/2021 02:49:00 PM
00BFJ6,AZ,20221019,1214,507,APK Zware voertuigen,1,10/19/2022 12:14:00 PM
00BFJ8,AZ,20201023,1648,295,APK Zware voertuigen,2,10/23/2020 04:48:00 PM
00BFJ8,AZ,20201023,1648,386,APK Zware voertuigen,1,10/23/2020 04:48:00 PM
00BFJ8,AZ,20201023,1648,391,APK Zware voertuigen,2,10/23/2020 04:48:00 PM
00BFJ8,AZ,20201023,1648,475,APK Zware voertuigen,1,10/23/2020 04:48:00 PM
00BFJ8,AZ,20201023,1648,AC4,APK Zware voertuigen,1,10/23/2020 04:48:00 PM
00BFJ8,AZ,20211027,1549,259,APK Zware voertuigen,4,10/27/2021 03:49:00 PM
00BFJ8,AZ,20221109,1558,203,APK Zware voertuigen,2,11/09/2022 03:58:00 PM
00BFJ8,AZ,20221109,1558,AC4,APK Zware voertuigen,1,11/09/2022 03:58:00 PM
00BFK3,AZ,20220816,1330,589,APK Zware voertuigen,1,08/16/2022 01:30:00 PM
00BFK3,TA,20200311,1055,940,Controleapparaten,1,03/11/2020 10:55:00 AM
00BFK4,AZ,20201208,858,250,APK Zware voertuigen,2,12/08/2020 08:58:00 AM
00BFK4,AZ,20201208,858,497,APK Zware voertuigen,2,12/08/2020 08:58:00 AM
00BFK4,AZ,20201208,858,AC4,APK Zware voertuigen,1,12/08/2020 08:58:00 AM
00BFK4,AZ,20211207,1308,205,APK Zware voertuigen,2,12/07/2021 01:08:00 PM
00BFK4,AZ,20211207,1308,250,APK Zware voertuigen,2,12/07/2021 01:08:00 PM
00BFK4,AZ,20211207,1308,475,APK Zware voertuigen,1,12/07/2021 01:08:00 PM
00BFK4,AZ,20211207,1308,576,APK Zware voertuigen,2,12/07/2021 01:08:00 PM
00BFK4,AZ,20221128,1125,589,APK Zware voertuigen,1,11/28/2022 11:25:00 AM
00BFK5,AZ,20210104,1435,389,APK Zware voertuigen,2,01/04/2021 02:35:00 PM
00BFK5,AZ,20210104,1435,576,APK Zware voertuigen,2,01/04/2021 02:35:00 PM
00BFK5,AZ,20220118,1653,147,APK Zware voertuigen,1,01/18/2022 04:53:00 PM
00BFK5,AZ,20230119,1651,391,APK Zware voertuigen,2,01/19/2023 04:51:00 PM
00BFK5,AZ,20230119,1651,475,APK Zware voertuigen,1,01/19/2023 04:51:00 PM
00BFK5,AZ,20230119,1651,584,APK Zware voertuigen,1,01/19/2023 04:51:00 PM
00BFK6,AZ,20201229,915,391,APK Zware voertuigen,1,12/29/2020 09:15:00 AM
00BFK6,AZ,20201229,915,AC4,APK Zware voertuigen,1,12/29/2020 09:15:00 AM
00BFK6,AZ,20220111,1558,203,APK Zware voertuigen,1,01/11/2022 03:58:00 PM
00BFK6,AZ,20220111,1558,656,APK Zware voertuigen,1,01/11/2022 03:58:00 PM
00BFK6,AZ,20220111,1558,AC4,APK Zware voertuigen,1,01/11/2022 03:58:00 PM
00BFK6,AZ,20230106,1402,507,APK Zware voertuigen,1,01/06/2023 02:02:00 PM
00BFK7,AZ,20201207,906,AC4,APK Zware voertuigen,1,12/07/2020 09:06:00 AM
00BFK7,AZ,20201207,906,RA2,APK Zware voertuigen,1,12/07/2020 09:06:00 AM
00BFK9,TA,20201208,1518,838,Controleapparaten,1,12/08/2020 03:18:00 PM
00BFK9,TA,20201208,1518,999,Controleapparaten,1,12/08/2020 03:18:00 PM
00BFL2,AZ,20211104,937,AC1,APK Zware voertuigen,1,11/04/2021 09:37:00 AM
00BFL2,AZ,20221205,1346,205,APK Zware voertuigen,6,12/05/2022 01:46:00 PM
00BFL4,AZ,20201125,1447,115,APK Zware voertuigen,1,11/25/2020 02:47:00 PM
00BFL4,AZ,20201125,1447,516,APK Zware voertuigen,1,11/25/2020 02:47:00 PM
00BFL4,AZ,20201125,1447,656,APK Zware voertuigen,1,11/25/2020 02:47:00 PM
00BFL4,AZ,20201125,1447,673,APK Zware voertuigen,1,11/25/2020 02:47:00 PM
00BFL4,AZ,20201125,1447,AC4,APK Zware voertuigen,1,11/25/2020 02:47:00 PM
00BFL4,AZ,20211217,1624,507,APK Zware voertuigen,1,12/17/2021 04:24:00 PM
00BFL4,AZ,20211217,1624,516,APK Zware voertuigen,1,12/17/2021 04:24:00 PM
00BFL4,AZ,20211217,1624,656,APK Zware voertuigen,1,12/17/2021 04:24:00 PM
00BFL6,AZ,20200804,1651,591,APK Zware voertuigen,1,08/04/2020 04:51:00 PM
00BFL8,AZ,20201223,1054,584,APK Zware voertuigen,1,12/23/2020 10:54:00 AM
00BFL8,AZ,20211220,1439,497,APK Zware voertuigen,1,12/20/2021 02:39:00 PM
00BFL8,AZ,20211220,1439,584,APK Zware voertuigen,1,12/20/2021 02:39:00 PM
00BFL8,AZ,20211220,1439,AC4,APK Zware voertuigen,1,12/20/2021 02:39:00 PM
00BFL8,AZ,20211220,1439,AC5,APK Zware voertuigen,1,12/20/2021 02:39:00 PM
00BFL8,AZ,20221230,1435,392,APK Zware voertuigen,1,12/30/2022 02:35:00 PM
00BFL8,AZ,20221230,1435,475,APK Zware voertuigen,1,12/30/2022 02:35:00 PM
00BFL8,AZ,20221230,1435,AC4,APK Zware voertuigen,1,12/30/2022 02:35:00 PM
00BFL9,AZ,20201210,1014,169,APK Zware voertuigen,1,12/10/2020 10:14:00 AM
00BFL9,AZ,20201210,1014,AC4,APK Zware voertuigen,1,12/10/2020 10:14:00 AM
00BFL9,AZ,20211216,1441,205,APK Zware voertuigen,2,12/16/2021 02:41:00 PM
00BFL9,AZ,20211216,1441,234,APK Zware voertuigen,2,12/16/2021 02:41:00 PM
00BFL9,AZ,20221209,1056,169,APK Zware voertuigen,1,12/09/2022 10:56:00 AM
00BFL9,AZ,20221209,1056,656,APK Zware voertuigen,1,12/09/2022 10:56:00 AM
00BFN1,AZ,20201116,1021,203,APK Zware voertuigen,2,11/16/2020 10:21:00 AM
00BFN1,AZ,20201116,1021,234,APK Zware voertuigen,2,11/16/2020 10:21:00 AM
00BFN1,AZ,20201116,1021,259,APK Zware voertuigen,1,11/16/2020 10:21:00 AM
00BFN1,AZ,20201116,1021,AC4,APK Zware voertuigen,1,11/16/2020 10:21:00 AM
00BFN1,AZ,20211109,1222,203,APK Zware voertuigen,7,11/09/2021 12:22:00 PM
00BFN1,AZ,20211109,1222,205,APK Zware voertuigen,1,11/09/2021 12:22:00 PM
00BFN1,AZ,20221130,1418,205,APK Zware voertuigen,1,11/30/2022 02:18:00 PM
00BFN1,AZ,20221130,1418,520,APK Zware voertuigen,2,11/30/2022 02:18:00 PM
00BFN1,AZ,20221130,1418,540,APK Zware voertuigen,1,11/30/2022 02:18:00 PM
00BFN1,AZ,20221130,1418,AC4,APK Zware voertuigen,1,11/30/2022 02:18:00 PM
00BFN2,AZ,20210820,1610,516,APK Zware voertuigen,1,08/20/2021 04:10:00 PM
00BFN2,AZ,20210820,1610,AC4,APK Zware voertuigen,1,08/20/2021 04:10:00 PM
00BFN6,AZ,20201224,1515,261,APK Zware voertuigen,2,12/24/2020 03:15:00 PM
00BFN6,AZ,20201224,1515,430,APK Zware voertuigen,2,12/24/2020 03:15:00 PM
00BFN6,AZ,20201224,1515,532,APK Zware voertuigen,1,12/24/2020 03:15:00 PM
00BFN6,AZ,20201224,1515,587,APK Zware voertuigen,1,12/24/2020 03:15:00 PM
00BFN6,AZ,20201224,1515,656,APK Zware voertuigen,1,12/24/2020 03:15:00 PM
00BFN6,AZ,20201224,1515,RA2,APK Zware voertuigen,1,12/24/2020 03:15:00 PM
00BFN6,AZ,20220107,1122,259,APK Zware voertuigen,2,01/07/2022 11:22:00 AM
00BFN6,AZ,20220107,1122,401,APK Zware voertuigen,1,01/07/2022 11:22:00 AM
00BFN6,AZ,20220107,1122,516,APK Zware voertuigen,2,01/07/2022 11:22:00 AM
00BFN6,AZ,20220107,1122,576,APK Zware voertuigen,1,01/07/2022 11:22:00 AM
00BFN6,AZ,20220107,1122,597,APK Zware voertuigen,2,01/07/2022 11:22:00 AM
00BFN6,AZ,20221227,1052,115,APK Zware voertuigen,1,12/27/2022 10:52:00 AM
00BFN6,AZ,20221227,1052,401,APK Zware voertuigen,1,12/27/2022 10:52:00 AM
00BFN6,AZ,20221227,1052,594,APK Zware voertuigen,2,12/27/2022 10:52:00 AM
00BFN6,AZ,20221227,1052,610,APK Zware voertuigen,2,12/27/2022 10:52:00 AM
00BFN7,AZ,20211210,1244,AC4,APK Zware voertuigen,1,12/10/2021 12:44:00 PM
00BFP2,AZ,20201103,1646,205,APK Zware voertuigen,1,11/03/2020 04:46:00 PM
00BFP2,AZ,20201103,1646,AC4,APK Zware voertuigen,1,11/03/2020 04:46:00 PM
00BFP2,AZ,20201103,1646,RA2,APK Zware voertuigen,1,11/03/2020 04:46:00 PM
00BFP2,AZ,20201103,1646,RA6,APK Zware voertuigen,1,11/03/2020 04:46:00 PM
00BFP2,AZ,20211202,1404,524,APK Zware voertuigen,2,12/02/2021 02:04:00 PM
00BFP2,AZ,20211202,1404,AC4,APK Zware voertuigen,1,12/02/2021 02:04:00 PM
00BFP2,AZ,20221230,1149,395,APK Zware voertuigen,1,12/30/2022 11:49:00 AM
00BFP2,AZ,20221230,1149,516,APK Zware voertuigen,2,12/30/2022 11:49:00 AM
00BFP2,AZ,20221230,1149,540,APK Zware voertuigen,2,12/30/2022 11:49:00 AM
00BFP2,AZ,20221230,1149,AC4,APK Zware voertuigen,1,12/30/2022 11:49:00 AM
00BFP2,AZ,20221230,1149,RA2,APK Zware voertuigen,1,12/30/2022 11:49:00 AM
00BFP4,AZ,20200402,1452,AC1,APK Zware voertuigen,1,04/02/2020 02:52:00 PM
00BFP4,AZ,20200402,1452,AC4,APK Zware voertuigen,1,04/02/2020 02:52:00 PM
00BFP4,AZ,20200402,1452,RA2,APK Zware voertuigen,1,04/02/2020 02:52:00 PM
00BFP4,AZ,20210415,1637,AC1,APK Zware voertuigen,1,04/15/2021 04:37:00 PM
00BFP4,AZ,20210415,1637,AC4,APK Zware voertuigen,1,04/15/2021 04:37:00 PM
00BFP4,AZ,20210415,1637,RA2,APK Zware voertuigen,1,04/15/2021 04:37:00 PM
00BFP7,AZ,20201103,1439,205,APK Zware voertuigen,2,11/03/2020 02:39:00 PM
00BFP7,AZ,20201103,1439,589,APK Zware voertuigen,1,11/03/2020 02:39:00 PM
00BFP7,AZ,20201103,1439,AC5,APK Zware voertuigen,1,11/03/2020 02:39:00 PM
00BFP7,AZ,20211105,1441,203,APK Zware voertuigen,1,11/05/2021 02:41:00 PM
00BFP7,AZ,20211105,1441,434,APK Zware voertuigen,2,11/05/2021 02:41:00 PM
00BFP7,AZ,20211105,1441,475,APK Zware voertuigen,2,11/05/2021 02:41:00 PM
00BFP8,AZ,20210615,1122,AC4,APK Zware voertuigen,1,06/15/2021 11:22:00 AM
00BFP9,AZ,20200218,1322,388,APK Zware voertuigen,1,02/18/2020 01:22:00 PM
00BFP9,AZ,20200218,1322,481,APK Zware voertuigen,2,02/18/2020 01:22:00 PM
00BFP9,AZ,20200218,1322,580,APK Zware voertuigen,1,02/18/2020 01:22:00 PM
00BFP9,AZ,20200218,1322,AC4,APK Zware voertuigen,1,02/18/2020 01:22:00 PM
00BFP9,AZ,20210323,1428,401,APK Zware voertuigen,1,03/23/2021 02:28:00 PM
00BFP9,AZ,20210323,1428,516,APK Zware voertuigen,2,03/23/2021 02:28:00 PM
00BFP9,AZ,20210323,1428,569,APK Zware voertuigen,1,03/23/2021 02:28:00 PM
00BFP9,AZ,20220204,1621,190,APK Zware voertuigen,1,02/04/2022 04:21:00 PM
00BFP9,AZ,20220204,1621,475,APK Zware voertuigen,1,02/04/2022 04:21:00 PM
00BFP9,AZ,20220204,1621,516,APK Zware voertuigen,1,02/04/2022 04:21:00 PM
00BFR3,AZ,20200515,1502,516,APK Zware voertuigen,1,05/15/2020 03:02:00 PM
00BFR3,AZ,20210604,1633,234,APK Zware voertuigen,2,06/04/2021 04:33:00 PM
00BFR3,AZ,20210604,1633,289,APK Zware voertuigen,1,06/04/2021 04:33:00 PM
00BFR3,AZ,20220527,1434,520,APK Zware voertuigen,2,05/27/2022 02:34:00 PM
00BFR3,AZ,20220527,1434,656,APK Zware voertuigen,1,05/27/2022 02:34:00 PM
00BFR5,AZ,20200213,1626,259,APK Zware voertuigen,1,02/13/2020 04:26:00 PM
00BFR5,AZ,20200213,1626,576,APK Zware voertuigen,1,02/13/2020 04:26:00 PM
00BFR5,AZ,20200213,1626,589,APK Zware voertuigen,1,02/13/2020 04:26:00 PM
00BFR5,AZ,20210127,1654,475,APK Zware voertuigen,2,01/27/2021 04:54:00 PM
00BFR5,AZ,20210127,1654,516,APK Zware voertuigen,2,01/27/2021 04:54:00 PM
00BFR5,AZ,20220126,1505,393,APK Zware voertuigen,1,01/26/2022 03:05:00 PM
00BFR6,AZ,20210120,1602,210,APK Zware voertuigen,1,01/20/2021 04:02:00 PM
00BFR6,AZ,20210120,1602,610,APK Zware voertuigen,4,01/20/2021 04:02:00 PM
00BFR6,AZ,20220209,1537,259,APK Zware voertuigen,1,02/09/2022 03:37:00 PM
00BFR6,AZ,20220209,1537,295,APK Zware voertuigen,1,02/09/2022 03:37:00 PM
00BFR6,AZ,20220209,1537,RA2,APK Zware voertuigen,1,02/09/2022 03:37:00 PM
00BFR6,AZ,20230104,1650,259,APK Zware voertuigen,4,01/04/2023 04:50:00 PM
00BFR6,AZ,20230104,1650,589,APK Zware voertuigen,2,01/04/2023 04:50:00 PM
00BFR6,AZ,20230104,1650,610,APK Zware voertuigen,2,01/04/2023 04:50:00 PM
00BFR9,AZ,20210111,1638,203,APK Zware voertuigen,1,01/11/2021 04:38:00 PM
00BFR9,AZ,20220124,1530,205,APK Zware voertuigen,4,01/24/2022 03:30:00 PM
00BFR9,AZ,20220124,1530,250,APK Zware voertuigen,1,01/24/2022 03:30:00 PM
00BFR9,AZ,20220124,1530,516,APK Zware voertuigen,1,01/24/2022 03:30:00 PM
00BFR9,AZ,20220124,1530,979,APK Zware voertuigen,1,01/24/2022 03:30:00 PM
00BFR9,AZ,20230111,1350,203,APK Zware voertuigen,1,01/11/2023 01:50:00 PM
00BFR9,AZ,20230111,1350,516,APK Zware voertuigen,1,01/11/2023 01:50:00 PM
00BFS7,AZ,20220314,1057,598,APK Zware voertuigen,1,03/14/2022 10:57:00 AM
00BFS8,AZ,20200330,1024,430,APK Zware voertuigen,2,03/30/2020 10:24:00 AM
00BFS8,AZ,20210311,1646,430,APK Zware voertuigen,1,03/11/2021 04:46:00 PM
00BFT2,AZ,20200305,1055,576,APK Zware voertuigen,2,03/05/2020 10:55:00 AM
00BFT2,AZ,20200305,1055,656,APK Zware voertuigen,1,03/05/2020 10:55:00 AM
00BFT2,AZ,20210225,1212,501,APK Zware voertuigen,1,02/25/2021 12:12:00 PM
00BFT2,AZ,20220311,919,203,APK Zware voertuigen,1,03/11/2022 09:19:00 AM
00BFT2,AZ,20220311,919,572,APK Zware voertuigen,2,03/11/2022 09:19:00 AM
00BFT3,AZ,20200515,906,203,APK Zware voertuigen,5,05/15/2020 09:06:00 AM
00BFT3,AZ,20200515,906,391,APK Zware voertuigen,1,05/15/2020 09:06:00 AM
00BFT3,AZ,20200515,906,543,APK Zware voertuigen,1,05/15/2020 09:06:00 AM
00BFT3,AZ,20210521,1109,AC4,APK Zware voertuigen,1,05/21/2021 11:09:00 AM
00BFT3,AZ,20220429,1555,295,APK Zware voertuigen,1,04/29/2022 03:55:00 PM
00BFT3,AZ,20220429,1555,AC1,APK Zware voertuigen,1,04/29/2022 03:55:00 PM
00BFT3,AZ,20220429,1555,AC4,APK Zware voertuigen,1,04/29/2022 03:55:00 PM
00BFT5,AZ,20200316,1248,478,APK Zware voertuigen,2,03/16/2020 12:48:00 PM
00BFT5,AZ,20200316,1248,AC4,APK Zware voertuigen,1,03/16/2020 12:48:00 PM
00BFT5,AZ,20210301,1405,431,APK Zware voertuigen,1,03/01/2021 02:05:00 PM
00BFT5,AZ,20220321,1448,295,APK Zware voertuigen,1,03/21/2022 02:48:00 PM
00BFT5,AZ,20220321,1448,656,APK Zware voertuigen,1,03/21/2022 02:48:00 PM
00BFT6,AZ,20200331,1403,610,APK Zware voertuigen,1,03/31/2020 02:03:00 PM
00BFT6,AZ,20210219,1515,520,APK Zware voertuigen,1,02/19/2021 03:15:00 PM
00BFT6,AZ,20210219,1515,AC1,APK Zware voertuigen,1,02/19/2021 03:15:00 PM
00BFT6,AZ,20210219,1515,AC4,APK Zware voertuigen,1,02/19/2021 03:15:00 PM
00BFT6,AZ,20220317,957,421,APK Zware voertuigen,1,03/17/2022 09:57:00 AM
00BFT6,AZ,20220317,957,587,APK Zware voertuigen,1,03/17/2022 09:57:00 AM
00BFT6,AZ,20220317,957,589,APK Zware voertuigen,1,03/17/2022 09:57:00 AM
00BFT6,AZ,20220317,957,592,APK Zware voertuigen,1,03/17/2022 09:57:00 AM
00BFT6,AZ,20220428,1619,172,APK Zware voertuigen,1,04/28/2022 04:19:00 PM
00BFT6,AZ,20220428,1619,414,APK Zware voertuigen,1,04/28/2022 04:19:00 PM
00BFT6,AZ,20220429,1619,172,APK Zware voertuigen,1,04/29/2022 04:19:00 PM
00BFT6,AZ,20220429,1619,414,APK Zware voertuigen,1,04/29/2022 04:19:00 PM
00BFT7,AZ,20220615,1446,216,APK Zware voertuigen,2,06/15/2022 02:46:00 PM
00BFT7,AZ,20220615,1446,475,APK Zware voertuigen,1,06/15/2022 02:46:00 PM
00BFT7,AZ,20220615,1446,516,APK Zware voertuigen,2,06/15/2022 02:46:00 PM
00BFT7,AZ,20220615,1446,556,APK Zware voertuigen,1,06/15/2022 02:46:00 PM
00BFT8,AZ,20220318,1624,259,APK Zware voertuigen,1,03/18/2022 04:24:00 PM
00BFT8,AZ,20220318,1624,475,APK Zware voertuigen,2,03/18/2022 04:24:00 PM
00BFV1,AZ,20200225,1229,391,APK Zware voertuigen,1,02/25/2020 12:29:00 PM
00BFV1,AZ,20200225,1229,AC4,APK Zware voertuigen,1,02/25/2020 12:29:00 PM
00BFV1,AZ,20210217,1457,430,APK Zware voertuigen,1,02/17/2021 02:57:00 PM
00BFV1,AZ,20210217,1457,576,APK Zware voertuigen,1,02/17/2021 02:57:00 PM
00BFV1,AZ,20220209,1327,430,APK Zware voertuigen,2,02/09/2022 01:27:00 PM
00BFV1,AZ,20220209,1327,656,APK Zware voertuigen,1,02/09/2022 01:27:00 PM
00BFV1,AZ,20220209,1327,AC4,APK Zware voertuigen,1,02/09/2022 01:27:00 PM
00BFV1,AZ,20220209,1327,RA2,APK Zware voertuigen,1,02/09/2022 01:27:00 PM
00BFV2,AZ,20210503,1537,475,APK Zware voertuigen,1,05/03/2021 03:37:00 PM
00BFV2,AZ,20210503,1537,610,APK Zware voertuigen,2,05/03/2021 03:37:00 PM
00BFV5,AZ,20200331,1609,175,APK Zware voertuigen,1,03/31/2020 04:09:00 PM
00BFV5,AZ,20200331,1609,430,APK Zware voertuigen,2,03/31/2020 04:09:00 PM
00BFV5,AZ,20200331,1609,497,APK Zware voertuigen,1,03/31/2020 04:09:00 PM
00BFV5,AZ,20200331,1609,656,APK Zware voertuigen,1,03/31/2020 04:09:00 PM
00BFV5,AZ,20210305,1405,203,APK Zware voertuigen,1,03/05/2021 02:05:00 PM
00BFV5,AZ,20210305,1405,391,APK Zware voertuigen,1,03/05/2021 02:05:00 PM
00BFV5,AZ,20210305,1405,430,APK Zware voertuigen,1,03/05/2021 02:05:00 PM
00BFV5,AZ,20210305,1405,516,APK Zware voertuigen,1,03/05/2021 02:05:00 PM
00BFV5,AZ,20210305,1405,576,APK Zware voertuigen,1,03/05/2021 02:05:00 PM
00BFV5,AZ,20210305,1405,598,APK Zware voertuigen,1,03/05/2021 02:05:00 PM
00BFV5,AZ,20220216,1225,169,APK Zware voertuigen,1,02/16/2022 12:25:00 PM
00BFV8,AZ,20200318,1112,AC5,APK Zware voertuigen,1,03/18/2020 11:12:00 AM
00BFV8,AZ,20200318,1112,RA2,APK Zware voertuigen,1,03/18/2020 11:12:00 AM
00BFV8,AZ,20210402,1221,516,APK Zware voertuigen,1,04/02/2021 12:21:00 PM
00BFX1,AZ,20200313,1534,205,APK Zware voertuigen,2,03/13/2020 03:34:00 PM
00BFX1,AZ,20200313,1534,475,APK Zware voertuigen,1,03/13/2020 03:34:00 PM
00BFX1,AZ,20210302,1445,241,APK Zware voertuigen,1,03/02/2021 02:45:00 PM
00BFX1,AZ,20210302,1445,516,APK Zware voertuigen,1,03/02/2021 02:45:00 PM
00BFX1,AZ,20210302,1445,571,APK Zware voertuigen,1,03/02/2021 02:45:00 PM
00BFX1,AZ,20220301,1621,203,APK Zware voertuigen,1,03/01/2022 04:21:00 PM
00BFX1,AZ,20220301,1621,234,APK Zware voertuigen,1,03/01/2022 04:21:00 PM
00BFX1,AZ,20220301,1621,475,APK Zware voertuigen,1,03/01/2022 04:21:00 PM
00BFX4,AZ,20200407,1445,509,APK Zware voertuigen,1,04/07/2020 02:45:00 PM
00BFX4,AZ,20200407,1445,516,APK Zware voertuigen,1,04/07/2020 02:45:00 PM
00BFX4,AZ,20210416,904,AC4,APK Zware voertuigen,1,04/16/2021 09:04:00 AM
00BFX4,TA,20210416,902,941,Controleapparaten,1,04/16/2021 09:02:00 AM
00BFX5,AZ,20210510,1312,576,APK Zware voertuigen,2,05/10/2021 01:12:00 PM
00BFX7,AZ,20200409,1430,392,APK Zware voertuigen,1,04/09/2020 02:30:00 PM
00BFX7,AZ,20200409,1430,470,APK Zware voertuigen,1,04/09/2020 02:30:00 PM
00BFX7,AZ,20200409,1430,RA2,APK Zware voertuigen,1,04/09/2020 02:30:00 PM
00BFX7,AZ,20210301,1033,169,APK Zware voertuigen,1,03/01/2021 10:33:00 AM
00BFX7,AZ,20210301,1033,203,APK Zware voertuigen,1,03/01/2021 10:33:00 AM
00BFX7,AZ,20210301,1033,295,APK Zware voertuigen,1,03/01/2021 10:33:00 AM
00BFX7,AZ,20210301,1033,470,APK Zware voertuigen,1,03/01/2021 10:33:00 AM
00BFX7,AZ,20210301,1033,589,APK Zware voertuigen,1,03/01/2021 10:33:00 AM
00BFX7,AZ,20210301,1033,619,APK Zware voertuigen,1,03/01/2021 10:33:00 AM
00BFX7,AZ,20220422,1440,255,APK Zware voertuigen,1,04/22/2022 02:40:00 PM
00BFX7,AZ,20220422,1440,259,APK Zware voertuigen,1,04/22/2022 02:40:00 PM
00BFX7,AZ,20220422,1440,295,APK Zware voertuigen,1,04/22/2022 02:40:00 PM
00BFX7,AZ,20220422,1440,AC5,APK Zware voertuigen,1,04/22/2022 02:40:00 PM
00BFX8,AZ,20210302,1625,203,APK Zware voertuigen,2,03/02/2021 04:25:00 PM
