OBJECTID,PUIC,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,REF_TERREINVERLICHTING_PUIC,GELDIG_VANAF,PUBLICATIEDATUM,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,X,Y,LATITUDE,LONGITUDE
1548,9beda593-6baa-4585-8ad4-febb17e5236a,,60,Bestaand,,,d6eefc1b-ac85-40e8-9523-a80a583cbcf7,2022/12/21 18:01:08+00,,Zlw-Np,Lage Zwaluwe - Nispen ,545,b,545,545_b,Roosendaal,22.30312,"22,303120",-17.067284,"-17,067284",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,Strukton Rail,91087.786,395483.943,51.54468586,4.4658383
1549,7d935d7d-449d-477b-b648-79c3b9fd0614,,60,Bestaand,,,d6eefc1b-ac85-40e8-9523-a80a583cbcf7,2022/12/21 18:01:08+00,,Zlw-Np,Lage Zwaluwe - Nispen ,545,b,545,545_b,Roosendaal,22.327775,"22,327775",-16.439861,"-16,439861",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,Strukton Rail,91069.96,395466.955,51.54453115,4.46558445
1550,aac72b70-f708-40b3-81ac-f98d94281f69,,60,Bestaand,,,d6eefc1b-ac85-40e8-9523-a80a583cbcf7,2022/12/21 18:01:08+00,,Zlw-Np,Lage Zwaluwe - Nispen ,545,b,545,545_b,Roosendaal,22.353074,"22,353074",-18.011338,"-18,011338",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,Strukton Rail,91053.237,395447.959,51.54435852,4.46534686
1551,88c74b4c-1ca1-4df1-ba55-4ae080f69a34,,60,Bestaand,,,d6eefc1b-ac85-40e8-9523-a80a583cbcf7,2022/12/21 18:01:08+00,,Zlw-Np,Lage Zwaluwe - Nispen ,545,b,545,545_b,Roosendaal,22.372927,"22,372927",-15.620815,"-15,620815",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,Strukton Rail,91037.548,395435.611,51.54424575,4.46512297
1552,c25c5c83-f430-408a-b15d-03e6db98bc47,,60,Bestaand,,,d6eefc1b-ac85-40e8-9523-a80a583cbcf7,2022/12/21 18:01:08+00,,Zlw-Np,Lage Zwaluwe - Nispen ,545,b,545,545_b,Roosendaal,22.392187,"22,392187",-15.236487,"-15,236487",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,Strukton Rail,91023.697,395422.265,51.54412423,4.46492575
1553,4e7a24ba-c0b8-4a29-949e-f8f85b32e9de,,60,Bestaand,,,d6eefc1b-ac85-40e8-9523-a80a583cbcf7,2022/12/21 18:01:08+00,,Zlw-Np,Lage Zwaluwe - Nispen ,545,b,545,545_b,Roosendaal,22.708838,"22,708838",-6.565326,"-6,565326",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,Strukton Rail,90791.119,395207.275,51.54216545,4.46161269
1554,acfb2a24-e815-4779-88f0-48496bde2ab3,,60,Bestaand,,,d6eefc1b-ac85-40e8-9523-a80a583cbcf7,2022/12/21 18:01:08+00,,Zlw-Np,Lage Zwaluwe - Nispen ,545,b,545,545_b,Roosendaal,22.510323,"22,510323",-27.823107,"-27,823107",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,Strukton Rail,90948.847,395328.65,51.54327432,4.46386395
1555,e43388c0-9d5e-4c2d-91fd-f9716db686c4,,60,Bestaand,,,d6eefc1b-ac85-40e8-9523-a80a583cbcf7,2022/12/21 18:01:08+00,,Zlw-Np,Lage Zwaluwe - Nispen ,545,b,545,545_b,Roosendaal,22.497429,"22,497429",-27.782872,"-27,782872",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,Strukton Rail,90958.941,395338.388,51.54336299,4.46400766
1556,24afb769-fb79-4fdc-a458-7d917f9c4a0c,,60,Bestaand,,,d6eefc1b-ac85-40e8-9523-a80a583cbcf7,2022/12/21 18:01:08+00,,Zlw-Np,Lage Zwaluwe - Nispen ,545,b,545,545_b,Roosendaal,22.482587,"22,482587",-28.175894,"-28,175894",ProRail,Zuid,Z,BAAN,Zeeland,310,Roosendaal,19,Strukton Rail,90969.626,395348.725,51.54345712,4.46415979
1557,49f994d0-dfe6-49df-b7af-f589a9c1893c,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,0.44509,"0,445090",-37.971208,"-37,971208",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177345.935,318001.496,50.85141125,5.70450114
1558,140614ff-9468-489f-b2fd-69bbc966536a,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,0.410454,"0,410454",-20.83739,"-20,837390",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177372.34,317973.499,50.85115856,5.70487436
1559,7f9cbabd-40ac-4d7d-9e3c-e3f56bc15738,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,0.410473,"0,410473",-16.442318,"-16,442318",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177376.54,317974.794,50.85117004,5.70493407
1560,dfdafe7b-eef2-4134-a05a-9b1294a90d62,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,0.368688,"0,368688",-16.565549,"-16,565549",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177388.861,317934.88,50.85081078,5.70510656
1561,d0830b08-083b-4cf9-9baf-66523e22036f,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,0.368681,"0,368681",-20.9455,"-20,945500",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177384.685,317933.559,50.85079907,5.70504718
1562,51cb2db4-3a10-422d-875f-ea06599e3929,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,0.368243,"0,368243",-37.756903,"-37,756903",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177368.78,317928.096,50.85075059,5.70482101
1563,7c73b87c-91c2-469f-a7a3-898182dba1b6,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,0.10574,"0,105740",-0.144689,"-0,144689",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177478.425,317686.537,50.84857499,5.70636292
1564,dfdf605e-a6c7-4a55-b590-cde12a0d711b,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,0.161088,"0,161088",1.445682,"1,445682",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177466.128,317740.677,50.84906212,5.70619167
1565,54dbeaec-f731-4e51-ba48-a19ab20f6715,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,0.191028,"0,191028",0.380986,"0,380986",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177457.612,317769.483,50.84932139,5.70607254
1566,b2cfc8c9-5368-4602-9dcc-7f4751209932,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,0.416921,"0,416921",0.483925,"0,483925",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177390.873,317985.849,50.85126885,5.70513828
1567,20a2f4a1-2fb3-4e4c-af05-c849ef5a6f27,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,0.447209,"0,447209",0.374619,"0,374619",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177382.015,318014.652,50.8515281,5.70501427
1568,0fc8f487-20f1-44e9-aff4-65e86feb53f6,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,0.477616,"0,477616",0.272882,"0,272882",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177373.13,318043.57,50.85178838,5.70488989
1569,09a192e3-aa3d-4703-981a-4a3453e37272,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,0.446082,"0,446082",18.311226,"18,311226",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177399.504,318018.789,50.8515646,5.70526286
1570,ab0b4626-cdcd-4e15-9085-6c78cecc8e38,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,0.384256,"0,384256",18.352165,"18,352165",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177417.513,317960.153,50.85103684,5.70551496
1571,629b2384-3d88-4ef3-afd4-f7a04317b9d6,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,0.353754,"0,353754",18.107874,"18,107874",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177426.4,317931.103,50.85077537,5.70563936
1572,62968833-d7f9-4336-80a5-a5332b2392a9,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,0.323222,"0,323222",17.952646,"17,952646",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177435.381,317902.051,50.85051387,5.70576508
1573,774a8be2-8cf1-4a06-b679-3edda6f494c7,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,0.295012,"0,295012",17.812507,"17,812507",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177443.706,317875.042,50.85027077,5.70588162
1574,1c961556-e1e5-412e-b99a-aa413d78146d,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,0.263395,"0,263395",17.73938,"17,739380",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177453.058,317844.51,50.84999596,5.70601252
1575,295a7264-1cd0-48ec-bccc-951a7ff19934,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,0.241459,"0,241459",17.76165,"17,761650",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177459.616,317823.349,50.8498055,5.70610433
1576,fad77d1f-2edd-47af-aaae-d3021f87f94d,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,0.176695,"0,176695",18.609527,"18,609527",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177478.848,317760.111,50.84923631,5.70637349
1577,19d4a4a2-520a-4701-9fb1-182cac8c5909,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,1.212335,"1,212335",17.944736,"17,944736",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177416.599,318730.642,50.85796259,5.7055496
1578,76aed1c7-3aa2-408c-948f-47d9f601df4e,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,1.582371,"1,582371",13.60961,"13,609610",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177613.27,319044.168,50.86077306,5.70836217
1579,fc978fc9-ab07-4bbe-8388-0af60bdb526b,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,1.522659,"1,522659",11.744891,"11,744891",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177582.331,318993.619,50.86031991,5.70791961
1580,29444364-c732-4709-a083-02c715a71171,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,1.465702,"1,465702",11.551132,"11,551132",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177552.532,318944.735,50.85988168,5.70749336
1581,2c96c428-3813-48f6-a3bd-de5317ba2ac4,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,1.44695,"1,446950",11.820749,"11,820749",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177542.784,318928.727,50.85973817,5.70735392
1582,fb7b27fd-cf67-443d-a004-37aafd9ad367,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,1.426657,"1,426657",12.499639,"12,499639",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177532.563,318911.198,50.85958101,5.70720768
1583,ea51c1c2-c47e-4523-a661-0abf509ec73d,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,1.407209,"1,407209",11.599872,"11,599872",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177521.455,318895.224,50.85943786,5.70704893
1584,a98804e0-69c2-414a-8d8e-29448fe00efd,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,1.386432,"1,386432",13.033777,"13,033777",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177510.688,318876.746,50.85927219,5.70689487
1585,23fcbbf2-c54d-48b0-bd54-1bad438ad173,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,1.338273,"1,338273",15.079074,"15,079074",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177484.766,318836.32,50.85890983,5.70652422
1586,b4073a38-9d52-42e4-b425-446101912c7d,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,1.347187,"1,347187",15.795588,"15,795588",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177490.46,318843.173,50.8589712,5.70660551
1587,15a2dfb1-f0de-4478-92c9-94ca54949f2e,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,1.307598,"1,307598",18.791175,"18,791175",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177470.226,318809.185,50.85866649,5.70631605
1588,5af2542d-0af4-4f3a-ba6c-ac7e0137d66e,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,1.287276,"1,287276",21.617423,"21,617423",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177461.396,318791.179,50.85850498,5.70618953
1589,0de33938-22c8-41dd-8a39-e83e5c9294e0,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,1.267776,"1,267776",24.105115,"24,105115",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177452.604,318773.516,50.85834656,5.70606358
1590,986a6590-3abb-499e-b733-316d50b2f3cf,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,1.188052,"1,188052",27.372665,"27,372665",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177410.713,318704.949,50.85773187,5.70546442
1591,392bfd40-28cd-4afa-8ac3-3fa5884f2692,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,1.168771,"1,168771",27.676894,"27,676894",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177400.033,318688.583,50.85758518,5.70531174
1592,5053be8c-7ad4-401c-82d0-3d136ff67be1,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,1.129728,"1,129728",31.311043,"31,311043",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177380.908,318653.754,50.85727286,5.70503799
1593,8070bdc3-5194-4c7c-93d5-c3ca833e6ff4,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,1.149258,"1,149258",28.445382,"28,445382",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177389.606,318671.762,50.85743439,5.70516262
1594,3bcca561-1742-463e-891c-b394b061e276,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,0.6729,"0,672900",61.462836,"61,462836",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177376.657,318248.384,50.85362926,5.70495261
1595,65eb2be7-da82-4e0e-ab9a-1181001afdee,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,0.187294,"0,187294",48.218366,"48,218366",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177504.872,317777.785,50.84939416,5.70674409
1596,82630ff3-a53a-42a0-b27f-62f53f180bfb,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,0.080454,"0,080454",19.906214,"19,906214",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177502.665,317665.006,50.8483805,5.70670576
1597,67ae7f0d-b0fc-4ca5-a892-2884df497dde,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,0.11814,"0,118140",28.522908,"28,522908",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177503.087,317705.726,50.84874651,5.70671428
1598,bf463902-d95b-4aa9-9bbd-d9e1000c9002,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Fvs-Mt,Visé (B) - Maastricht ,520,b,520,520_b,Maastricht,28.490255,"28,490255",-9.950963,"-9,950963",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177488.641,317571.103,50.84753698,5.70650082
1599,d3dba5b5-619c-41a0-9e29-58c371411e53,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Fvs-Mt,Visé (B) - Maastricht ,520,b,520,520_b,Maastricht,28.454401,"28,454401",-9.62692,"-9,626920",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177499.331,317536.649,50.84722687,5.70665047
1600,c9721250-4072-44aa-bbf6-9238b6e739f5,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Fvs-Mt,Visé (B) - Maastricht ,520,b,520,520_b,Maastricht,28.413685,"28,413685",-8.119578,"-8,119578",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177512.562,317497.85,50.84687759,5.70683592
1601,23c3c701-dc2c-4e12-9da6-c170f0c95441,,60,Bestaand,,,43e75dd4-60e5-4112-9610-d5abb089f3b6,2022/12/21 18:01:08+00,,Fvs-Mt,Visé (B) - Maastricht ,520,b,520,520_b,Maastricht,28.328354,"28,328354",-7.006217,"-7,006217",ProRail,Zuid,Z,BAAN,Limburg,340,Maastricht,26,Strukton Rail,177549.838,317419.655,50.84617325,5.70736031
1602,6df48156-1798-42e7-be64-4c5950233957,,60,Bestaand,,,0e5043da-f19b-42b4-88e4-2955880b9e3a,2022/12/21 18:01:08+00,,Asd-Zp,Amsterdam Centraal - Zutphen ,088,,88,088__,Hilversum - Baarn,29.586383,"29,586383",10.128077,"10,128077",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,ASSET Rail,141865.044,470233.14,52.22002735,5.19498849
1603,119fc1e7-d201-4c4b-a800-9500229fdda6,,60,Bestaand,,,1e6acb9e-7b95-472e-8afe-34e44a7c48a3,2022/12/21 18:01:08+00,,Sloe-Qh,Sloehaven Emplacement - Quarleshaven ,817,e,817,817_e,Vlissingen Sloehaven,204.755357,"204,755357",6.17238,"6,172380",ProRail,Zuid,Z,BAAN,Zeeland,310,Goes,18,Strukton Rail,37550.1,389099.9,51.4786907,3.69642018
1604,5e4b2b1e-d3f5-4816-88be-14a6c4b15a5d,,60,Bestaand,,,1e6acb9e-7b95-472e-8afe-34e44a7c48a3,2022/12/21 18:01:08+00,,Sloe-Qh,Sloehaven Emplacement - Quarleshaven ,817,e,817,817_e,Vlissingen Sloehaven,205.708459,"205,708459",8.206263,"8,206263",ProRail,Zuid,Z,BAAN,Zeeland,310,Goes,18,Strukton Rail,37746.173,388279.415,51.47135907,3.69951504
1605,9b2c2a53-88bb-4849-a89a-63a7b0a14692,,60,Bestaand,,,1e6acb9e-7b95-472e-8afe-34e44a7c48a3,2022/12/21 18:01:08+00,,Sloe-Qh,Sloehaven Emplacement - Quarleshaven ,817,e,817,817_e,Vlissingen Sloehaven,205.716394,"205,716394",-9.842987,"-9,842987",Strukton Rail Short Line,Zuid,Z,BAAN,n.v.t.,,n.v.t.,,n.v.t.,37765.793,388281.364,51.47138066,3.69979667
1606,9a05f786-b44e-477c-b313-92a2f61a640e,,60,Bestaand,,,1e6acb9e-7b95-472e-8afe-34e44a7c48a3,2022/12/21 18:01:08+00,,Sloe-Qh,Sloehaven Emplacement - Quarleshaven ,817,e,817,817_e,Vlissingen Sloehaven,205.622268,"205,622268",7.233092,"7,233092",ProRail,Zuid,Z,BAAN,Zeeland,310,Goes,18,Strukton Rail,37701.925,388352.849,51.4720097,3.69885395
1607,ce820231-9796-4146-95eb-470c5b893d9b,,60,Bestaand,,,1e6acb9e-7b95-472e-8afe-34e44a7c48a3,2022/12/21 18:01:08+00,,Sloe-Qh,Sloehaven Emplacement - Quarleshaven ,817,e,817,817_e,Vlissingen Sloehaven,205.604046,"205,604046",-13.971325,"-13,971325",ProRail,Zuid,Z,BAAN,Zeeland,310,Goes,18,Strukton Rail,37710.277,388379.516,51.47225105,3.69896523
1608,2655b886-cc63-4647-a3a3-2a7a1937a402,,60,Bestaand,,,1e6acb9e-7b95-472e-8afe-34e44a7c48a3,2022/12/21 18:01:08+00,,Sloe-Qh,Sloehaven Emplacement - Quarleshaven ,817,e,817,817_e,Vlissingen Sloehaven,205.587692,"205,587692",9.117163,"9,117163",ProRail,Zuid,Z,BAAN,Zeeland,310,Goes,18,Strukton Rail,37682.287,388381.781,51.47226558,3.69856176
1609,40493eb1-c6f8-4be3-901d-8cd46cb6b506,,60,Bestaand,,,1e6acb9e-7b95-472e-8afe-34e44a7c48a3,2022/12/21 18:01:08+00,,Sloe-Qh,Sloehaven Emplacement - Quarleshaven ,817,e,817,817_e,Vlissingen Sloehaven,205.541347,"205,541347",-14.189935,"-14,189935",ProRail,Zuid,Z,BAAN,Zeeland,310,Goes,18,Strukton Rail,37679.751,388433.623,51.47273088,3.69850799
1610,ed6117ad-ae93-496c-84c8-7a4dc9319a14,,60,Bestaand,,,1e6acb9e-7b95-472e-8afe-34e44a7c48a3,2022/12/21 18:01:08+00,,Sloe-Qh,Sloehaven Emplacement - Quarleshaven ,817,e,817,817_e,Vlissingen Sloehaven,205.520774,"205,520774",15.026273,"15,026273",ProRail,Zuid,Z,BAAN,Zeeland,310,Goes,18,Strukton Rail,37644.186,388437.165,51.4727553,3.6979951
1611,27771a57-89b0-40b0-ae06-2671f168795c,,60,Bestaand,,,1e6acb9e-7b95-472e-8afe-34e44a7c48a3,2022/12/21 18:01:08+00,,Sloe-Qh,Sloehaven Emplacement - Quarleshaven ,817,e,817,817_e,Vlissingen Sloehaven,205.493422,"205,493422",-14.272652,"-14,272652",ProRail,Zuid,Z,BAAN,Zeeland,310,Goes,18,Strukton Rail,37656.212,388475.411,51.47310146,3.69815538
