OBJECTID,PUIC,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,REF_TERREINVERLICHTING_PUIC,GELDIG_VANAF,PUBLICATIEDATUM,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,X,Y,LATITUDE,LONGITUDE
209,4c5d3a2e-e751-4a89-a8b0-49b7f716ca7f,,60,Bestaand,,,839fa2b1-797b-4b9a-95a8-217e011db16d,2022/12/21 18:01:08+00,,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,7.46474,"7,464740",18.163706,"18,163706",ProRail,Randstad Noord,RN,BAAN,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,125785.949,479088.401,52.298997,4.95892785
210,ea1d6325-3201-42b1-93ab-83992ba66229,,60,Bestaand,,,609eed72-8020-4308-b03d-1cf04c7950cb,2022/12/21 18:01:08+00,,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,10.598389,"10,598389",9.602764,"9,602764",ProRail,Randstad Noord,RN,BAAN,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,127276.961,476329.968,52.27428274,4.98101174
211,73eb2bd9-4a80-4e7d-8250-f5327326f9ed,,60,Bestaand,,,609eed72-8020-4308-b03d-1cf04c7950cb,2022/12/21 18:01:08+00,,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,10.58486,"10,584860",-10.2916,"-10,291600",ProRail,Randstad Noord,RN,BAAN,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,127287.866,476351.401,52.27447592,4.98116976
212,c128a1a1-2006-4ef1-a3eb-a3dd73ea7ff3,,60,Bestaand,,,609eed72-8020-4308-b03d-1cf04c7950cb,2022/12/21 18:01:08+00,,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,10.556067,"10,556067",-10.321146,"-10,321146",ProRail,Randstad Noord,RN,BAAN,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,127274.017,476376.597,52.27470167,4.98096478
213,49a8ed81-489d-4167-a645-368aeb8a0484,,60,Bestaand,,,609eed72-8020-4308-b03d-1cf04c7950cb,2022/12/21 18:01:08+00,,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,10.511216,"10,511216",-10.499385,"-10,499385",ProRail,Randstad Noord,RN,BAAN,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,127252.56,476415.909,52.27505391,4.98064718
214,d7626e34-b93c-406d-8b05-8895aa38269b,,60,Bestaand,,,609eed72-8020-4308-b03d-1cf04c7950cb,2022/12/21 18:01:08+00,,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,10.526096,"10,526096",-10.396405,"-10,396405",ProRail,Randstad Noord,RN,BAAN,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,127259.64,476402.846,52.27493686,4.98075198
215,16569d26-20b2-491f-bbae-b60d9cc4dcef,,60,Bestaand,,,609eed72-8020-4308-b03d-1cf04c7950cb,2022/12/21 18:01:08+00,,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,10.541129,"10,541129",-10.328927,"-10,328927",ProRail,Randstad Noord,RN,BAAN,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,127266.825,476389.666,52.27481877,4.98085834
216,48b289a3-644b-4809-9c8e-1a123fad1876,,60,Bestaand,,,609eed72-8020-4308-b03d-1cf04c7950cb,2022/12/21 18:01:08+00,,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,10.541055,"10,541055",9.489275,"9,489275",ProRail,Randstad Noord,RN,BAAN,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,127249.432,476380.166,52.27473251,4.98060428
217,28acb90f-5151-44d0-bbcc-cb36cc613a36,,60,Bestaand,,,609eed72-8020-4308-b03d-1cf04c7950cb,2022/12/21 18:01:08+00,,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,10.511302,"10,511302",9.373044,"9,373044",ProRail,Randstad Noord,RN,BAAN,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,127235.196,476406.244,52.27496617,4.98039356
218,461672e7-0030-47e7-bc10-b24be3277f0f,,60,Bestaand,,,609eed72-8020-4308-b03d-1cf04c7950cb,2022/12/21 18:01:08+00,,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,10.496095,"10,496095",9.373984,"9,373984",ProRail,Randstad Noord,RN,BAAN,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,127227.854,476419.619,52.27508601,4.98028489
219,6696ce1f-556f-4c07-85a5-0ed85dd897c1,,60,Bestaand,,,609eed72-8020-4308-b03d-1cf04c7950cb,2022/12/21 18:01:08+00,,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,10.480991,"10,480991",-10.850605,"-10,850605",ProRail,Randstad Noord,RN,BAAN,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,127238.411,476442.566,52.27529278,4.98043768
220,51c01b63-062a-4890-b799-49bb8b17530c,,60,Bestaand,,,609eed72-8020-4308-b03d-1cf04c7950cb,2022/12/21 18:01:08+00,,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,10.465954,"10,465954",-10.607633,"-10,607633",ProRail,Randstad Noord,RN,BAAN,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,127231.011,476455.691,52.27541037,4.98032818
221,8f15dfd4-9672-4294-86c1-168765a27810,,60,Bestaand,,2022/02/23 00:00:00+00,ee71f5c2-a120-4862-bfc3-f616c97c609e,2022/12/21 18:01:08+00,,Ut-Btl,Utrecht Centraal - Boxtel ,513,a,513,513_a,Geldermalsen,25.398321,"25,398321",31.206946,"31,206946",ProRail,Zuid,Z,BAAN,Betuwe,320,Geldermalsen,22,Strukton Rail,146900.739,433051.462,51.88593265,5.26956002
222,5c958dff-c27d-41d7-841c-9ea24b736988,,60,Bestaand,,2022/02/23 00:00:00+00,48c9c525-d52b-4c8d-9e0c-87f8a3003efe,2022/12/21 18:01:08+00,,Ut-Btl,Utrecht Centraal - Boxtel ,513,a,513,513_a,Geldermalsen,26.137288,"26,137288",-13.932179,"-13,932179",ProRail,Zuid,Z,BAAN,Betuwe,320,Geldermalsen,22,Strukton Rail,147125.035,432346.723,51.87960149,5.27283404
223,15a35086-4b48-4a33-b841-63f1371231df,,60,Bestaand,,2022/02/23 00:00:00+00,48c9c525-d52b-4c8d-9e0c-87f8a3003efe,2022/12/21 18:01:08+00,,Ut-Btl,Utrecht Centraal - Boxtel ,513,a,513,513_a,Geldermalsen,26.12125,"26,121250",1.166947,"1,166947",ProRail,Zuid,Z,BAAN,Betuwe,320,Geldermalsen,22,Strukton Rail,147106.687,432358.975,51.87971135,5.27256729
224,9ea3e9c0-9815-4a72-a971-10453edd220d,,60,Bestaand,,2022/02/23 00:00:00+00,48c9c525-d52b-4c8d-9e0c-87f8a3003efe,2022/12/21 18:01:08+00,,Ut-Btl,Utrecht Centraal - Boxtel ,513,a,513,513_a,Geldermalsen,26.121368,"26,121368",-14.701005,"-14,701005",ProRail,Zuid,Z,BAAN,Betuwe,320,Geldermalsen,22,Strukton Rail,147122.17,432362.451,51.87974281,5.27279207
225,4b55d94f-d1fc-49cc-b99c-b4292125815f,,60,Bestaand,,2021/04/23 00:00:00+00,a5827448-d676-4391-8258-0c17e281143f,2022/12/21 18:01:08+00,,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,44.939309,"44,939309",4.524125,"4,524125",ProRail,Randstad Noord,RN,BAAN,Amstelsepoort,230,Weesp,11,Strukton Rail,162216.697,506719.888,52.54806133,5.4935979
226,1657dd09-0b16-4cb6-96f2-d3319fd66a1d,,60,Bestaand,,2021/04/23 00:00:00+00,a5827448-d676-4391-8258-0c17e281143f,2022/12/21 18:01:08+00,,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,44.912397,"44,912397",5.327385,"5,327385",ProRail,Randstad Noord,RN,BAAN,Amstelsepoort,230,Weesp,11,Strukton Rail,162192.85,506707.506,52.54795036,5.49324606
227,55880292-001a-4ceb-a10c-cc08bef10118,,60,Bestaand,,2021/04/23 00:00:00+00,fd27d75b-41c1-40eb-83ac-30c88f9c7e0e,2022/12/21 18:01:08+00,,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,45.822547,"45,822547",-12.629073,"-12,629073",ProRail,Randstad Noord,RN,BAAN,Amstelsepoort,230,Weesp,11,Strukton Rail,163074.457,506864.134,52.54934571,5.50624698
228,4792fdca-275d-4174-8a1b-a9810d32857e,,60,Bestaand,,2020/05/09 00:00:00+00,2fb6742b-1c3b-4959-be2b-7c9e0af1136c,2022/12/21 18:01:08+00,,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,6.617065,"6,617065",-22.962995,"-22,962995",ProRail,Randstad Noord,RN,BAAN,Amstelsepoort,230,Weesp,11,Strukton Rail,163951.136,506750.789,52.5483134,5.51916879
229,2799860f-1a9a-48ec-b0ae-c241b6ce8c7a,,60,Bestaand,,2021/04/23 00:00:00+00,2fb6742b-1c3b-4959-be2b-7c9e0af1136c,2022/12/21 18:01:08+00,,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,46.640254,"46,640254",-3.174347,"-3,174347",ProRail,Randstad Noord,RN,BAAN,Amstelsepoort,230,Weesp,11,Strukton Rail,163886.171,506758.246,52.54838148,5.51821123
230,1bd8375d-4cc0-44d2-a671-017c071f563a,,60,Bestaand,,2021/04/23 00:00:00+00,2fb6742b-1c3b-4959-be2b-7c9e0af1136c,2022/12/21 18:01:08+00,,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,46.595813,"46,595813",-3.342282,"-3,342282",ProRail,Randstad Noord,RN,BAAN,Amstelsepoort,230,Weesp,11,Strukton Rail,163842.156,506763.415,52.54842865,5.51756247
231,417dd52f-971b-4767-9f4b-a6d81bf0bf84,,60,Bestaand,,2021/04/23 00:00:00+00,2fb6742b-1c3b-4959-be2b-7c9e0af1136c,2022/12/21 18:01:08+00,,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,46.551112,"46,551112",-3.343618,"-3,343618",ProRail,Randstad Noord,RN,BAAN,Amstelsepoort,230,Weesp,11,Strukton Rail,163797.768,506768.527,52.54847531,5.51690821
232,a859415a-7925-4f00-b0f8-82fab51b3a6a,,60,Bestaand,,2021/04/23 00:00:00+00,2fb6742b-1c3b-4959-be2b-7c9e0af1136c,2022/12/21 18:01:08+00,,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,46.50678,"46,506780",-3.426591,"-3,426591",ProRail,Randstad Noord,RN,BAAN,Amstelsepoort,230,Weesp,11,Strukton Rail,163753.755,506773.678,52.54852231,5.51625947
233,6fdacc89-61d4-4f99-ac92-62c5637b43a4,,60,Bestaand,,2021/04/23 00:00:00+00,2fb6742b-1c3b-4959-be2b-7c9e0af1136c,2022/12/21 18:01:08+00,,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,46.461958,"46,461958",-3.163839,"-3,163839",ProRail,Randstad Noord,RN,BAAN,Amstelsepoort,230,Weesp,11,Strukton Rail,163709.422,506778.748,52.54856858,5.51560602
234,2c2c7877-b988-4233-86de-5dc146623246,,60,Bestaand,,2021/04/23 00:00:00+00,2fb6742b-1c3b-4959-be2b-7c9e0af1136c,2022/12/21 18:01:08+00,,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,46.41698,"46,416980",-2.970164,"-2,970164",ProRail,Randstad Noord,RN,BAAN,Amstelsepoort,230,Weesp,11,Strukton Rail,163664.955,506783.945,52.54861599,5.51495059
235,8916b214-1b60-4724-ba0b-153fa308727f,,60,Bestaand,,2021/04/23 00:00:00+00,2fb6742b-1c3b-4959-be2b-7c9e0af1136c,2022/12/21 18:01:08+00,,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,46.372341,"46,372341",-2.883208,"-2,883208",ProRail,Randstad Noord,RN,BAAN,Amstelsepoort,230,Weesp,11,Strukton Rail,163620.56,506788.965,52.54866181,5.51429622
236,e60509e9-3dd5-485f-9556-08d07a231098,,60,Bestaand,,2021/04/23 00:00:00+00,2fb6742b-1c3b-4959-be2b-7c9e0af1136c,2022/12/21 18:01:08+00,,Wp-Llso,Weesp - Lelystad Opstel. ,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,46.361122,"46,361122",-20.560027,"-20,560027",ProRail,Randstad Noord,RN,BAAN,Amstelsepoort,230,Weesp,11,Strukton Rail,163611.329,506807.778,52.54883103,5.51416061
237,5d58882a-af0e-47e7-b200-c2ecccacffe4,,60,Bestaand,,2022/02/26 00:00:00+00,e3747488-6c65-4233-8d5f-39e57ec66942,2022/12/21 18:01:08+00,,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,65.486508,"65,486508",4.99011,"4,990110",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,ASSET Rail,128044.363,431683.219,51.87304145,4.99578128
238,ab5e4a82-af7d-4386-b675-d9dc6f775adc,,60,Bestaand,,2022/02/26 00:00:00+00,e3747488-6c65-4233-8d5f-39e57ec66942,2022/12/21 18:01:08+00,,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,65.549694,"65,549694",5.63698,"5,636980",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,ASSET Rail,127986.241,431657.763,51.87280983,4.99493931
239,2e64f030-ad4b-4064-9946-ab76d5675c29,,60,Bestaand,,2022/02/26 00:00:00+00,e3747488-6c65-4233-8d5f-39e57ec66942,2022/12/21 18:01:08+00,,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,65.608598,"65,608598",5.966987,"5,966987",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,ASSET Rail,127932.072,431633.243,51.87258681,4.99415467
240,d9300e99-a250-40a4-aa97-261c553e9154,,60,Bestaand,,2022/02/26 00:00:00+00,e3747488-6c65-4233-8d5f-39e57ec66942,2022/12/21 18:01:08+00,,Gdm-Ddr,Geldermalsen - Dordrecht ,118,,118,118__,Geldermalsen - Dordrecht,65.638015,"65,638015",6.607344,"6,607344",ProRail,Randstad Zuid,RZ,BAAN,Dordrecht,140,Dordrecht,5,ASSET Rail,127905.573,431620.303,51.87246922,4.99377091
241,e683f694-b4f2-4844-811f-41ba0c6efa5f,,60,Bestaand,,2021/08/24 00:00:00+00,44e78fb9-4855-47e0-b781-5b61eb0bce17,2022/12/21 18:01:08+00,,Rda-Eem,Rodeschool Aansl. - Eemshaven ,815,a,815,815_a,Roodeschool Eemshaven,6.848757,"6,848757",4.591824,"4,591824",ProRail,Noord-Oost,NO,BAAN,Wadden,420,Groningen,37,Strukton Rail,250296.63,607818.24,53.44804851,6.82154543
242,7d42fefe-6ba9-43bd-aba7-378f504294cc,,60,Bestaand,,,26933bf0-9a6c-459b-8b1d-f2b76aabdf3f,2022/12/21 18:01:08+00,,Asd-Zp,Amsterdam Centraal - Zutphen ,092,,92,092__,Baarn - Amersfoort,42.416734,"42,416734",-4.000912,"-4,000912",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,ASSET Rail,152224.139,463793.315,52.16229626,5.34663466
243,be9cc891-0293-42b8-a364-86435061ee3e,,60,Bestaand,,,26933bf0-9a6c-459b-8b1d-f2b76aabdf3f,2022/12/21 18:01:08+00,,Asd-Zp,Amsterdam Centraal - Zutphen ,092,,92,092__,Baarn - Amersfoort,42.389242,"42,389242",-4.515451,"-4,515451",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,ASSET Rail,152206.241,463814.38,52.1624855,5.34637291
244,c0cc9ba7-370b-488c-89f9-1098e347fa9d,,60,Bestaand,,,26933bf0-9a6c-459b-8b1d-f2b76aabdf3f,2022/12/21 18:01:08+00,,Asd-Zp,Amsterdam Centraal - Zutphen ,092,,92,092__,Baarn - Amersfoort,42.360736,"42,360736",-4.661823,"-4,661823",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,ASSET Rail,152187.32,463836.382,52.16268316,5.3460962
245,41d4422c-f37d-4f2f-9d6d-f59f7566b3ea,,60,Bestaand,,,26933bf0-9a6c-459b-8b1d-f2b76aabdf3f,2022/12/21 18:01:08+00,,Asd-Zp,Amsterdam Centraal - Zutphen ,092,,92,092__,Baarn - Amersfoort,42.303885,"42,303885",-5.269441,"-5,269441",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,ASSET Rail,152149.823,463880.469,52.16307922,5.34554781
246,c9653476-9b30-47b3-a250-b5665355c2d1,,60,Bestaand,,,26933bf0-9a6c-459b-8b1d-f2b76aabdf3f,2022/12/21 18:01:08+00,,Asd-Zp,Amsterdam Centraal - Zutphen ,092,,92,092__,Baarn - Amersfoort,42.332272,"42,332272",-4.874291,"-4,874291",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,ASSET Rail,152168.477,463858.395,52.16288092,5.34582062
247,b4f5560a-d98a-486e-9735-dc94ee2b0062,,60,Bestaand,,,26933bf0-9a6c-459b-8b1d-f2b76aabdf3f,2022/12/21 18:01:08+00,,Asd-Zp,Amsterdam Centraal - Zutphen ,092,,92,092__,Baarn - Amersfoort,42.304701,"42,304701",-38.837787,"-38,837787",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,ASSET Rail,152175.708,463901.858,52.1632716,5.34592595
248,891eacd9-eb99-4774-8a22-788534c4d8ed,,60,Bestaand,,,26933bf0-9a6c-459b-8b1d-f2b76aabdf3f,2022/12/21 18:01:08+00,,Asd-Zp,Amsterdam Centraal - Zutphen ,092,,92,092__,Baarn - Amersfoort,42.332655,"42,332655",-38.470523,"-38,470523",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,ASSET Rail,152194.094,463880.135,52.16307644,5.34619484
249,232e096d-7ee2-47f7-bd27-fa8ef0d096c7,,60,Bestaand,,,26933bf0-9a6c-459b-8b1d-f2b76aabdf3f,2022/12/21 18:01:08+00,,Asd-Zp,Amsterdam Centraal - Zutphen ,092,,92,092__,Baarn - Amersfoort,42.361347,"42,361347",-38.184372,"-38,184372",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,ASSET Rail,152213.034,463857.898,52.16287667,5.34647184
250,c9b02b0d-2fbf-4664-9d69-6e455f96067f,,60,Bestaand,,,26933bf0-9a6c-459b-8b1d-f2b76aabdf3f,2022/12/21 18:01:08+00,,Asd-Zp,Amsterdam Centraal - Zutphen ,092,,92,092__,Baarn - Amersfoort,42.389594,"42,389594",-37.762189,"-37,762189",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,ASSET Rail,152231.574,463835.914,52.16267918,5.34674298
251,f75faf36-74df-47a8-aebf-bfb35989852b,,60,Bestaand,,,26933bf0-9a6c-459b-8b1d-f2b76aabdf3f,2022/12/21 18:01:08+00,,Asd-Zp,Amsterdam Centraal - Zutphen ,092,,92,092__,Baarn - Amersfoort,42.417595,"42,417595",-37.464206,"-37,464206",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,ASSET Rail,152249.695,463814.935,52.16249071,5.34700799
252,c74db7fe-63e4-4a37-99b1-d15818cba1bb,,60,Bestaand,,,c05302c2-40df-467e-9abe-e77985a61f34,2022/12/21 18:01:08+00,,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,44.14754,"44,147540",-4.628543,"-4,628543",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,ASSET Rail,153623.463,462808.381,52.15344894,5.36708961
253,b5c4d3da-9def-4bef-9593-1690e5a04319,,60,Bestaand,,,c05302c2-40df-467e-9abe-e77985a61f34,2022/12/21 18:01:08+00,,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,43.549155,"43,549155",-53.379071,"-53,379071",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,ASSET Rail,153002.973,462988.358,52.15506469,5.35802194
254,4a2c4811-227a-416d-af84-347c7864643d,,60,Bestaand,,,c05302c2-40df-467e-9abe-e77985a61f34,2022/12/21 18:01:08+00,,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,44.11921,"44,119210",32.717806,"32,717806",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,ASSET Rail,153594.727,462771.063,52.15311345,5.36666987
255,5ba757e1-c090-4fac-826c-6f4b61c898d9,,60,Bestaand,,,c05302c2-40df-467e-9abe-e77985a61f34,2022/12/21 18:01:08+00,,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,43.927605,"43,927605",-65.77662,"-65,776620",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,ASSET Rail,153403.767,462876.284,52.15405866,5.36387909
256,ae901f28-1ae0-45af-8590-fde717c41358,,60,Bestaand,,,c05302c2-40df-467e-9abe-e77985a61f34,2022/12/21 18:01:08+00,,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,43.878099,"43,878099",-82.023359,"-82,023359",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,ASSET Rail,153340.089,462895.897,52.15423476,5.36294852
257,0cedaa5b-1880-4491-ba25-eebd83b4bb00,,60,Bestaand,,,c05302c2-40df-467e-9abe-e77985a61f34,2022/12/21 18:01:08+00,,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,43.896894,"43,896894",-83.150305,"-83,150305",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,ASSET Rail,153375.324,462894.251,52.15422007,5.36346339
258,998ac828-ce68-4e8a-b3f6-94bace22f58a,,60,Bestaand,,,c05302c2-40df-467e-9abe-e77985a61f34,2022/12/21 18:01:08+00,,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,43.862192,"43,862192",-97.460093,"-97,460093",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,ASSET Rail,153311.555,462913.63,52.15439406,5.36253149
259,ae697438-e1d5-4cd0-9881-6ed9b78db61d,,60,Bestaand,,,c05302c2-40df-467e-9abe-e77985a61f34,2022/12/21 18:01:08+00,,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,43.836553,"43,836553",-95.838238,"-95,838238",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,ASSET Rail,153273.237,462916.265,52.15441762,5.36197156
260,6030c47b-6fca-4f22-b4f6-333f4ee99151,,60,Bestaand,,,c05302c2-40df-467e-9abe-e77985a61f34,2022/12/21 18:01:08+00,,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,43.818164,"43,818164",-108.623809,"-108,623809",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,ASSET Rail,153242.086,462934.787,52.154584,5.36151627
261,56df9192-68d8-4426-a0a7-e4fd50900368,,60,Bestaand,,,c05302c2-40df-467e-9abe-e77985a61f34,2022/12/21 18:01:08+00,,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,43.777855,"43,777855",-101.942738,"-101,942738",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,ASSET Rail,153206.533,462936.687,52.15460096,5.36099675
262,180240ab-6422-4257-8286-04de6338612c,,60,Bestaand,,,c05302c2-40df-467e-9abe-e77985a61f34,2022/12/21 18:01:08+00,,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,43.77857,"43,778570",-91.804007,"-91,804007",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,ASSET Rail,153203.521,462926.98,52.15451371,5.36095279
263,972248c6-ee2b-48ee-b894-fd34a75f2cca,,60,Bestaand,,,c05302c2-40df-467e-9abe-e77985a61f34,2022/12/21 18:01:08+00,,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,43.707602,"43,707602",-96.630338,"-96,630338",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,ASSET Rail,153139.553,462957.027,52.15478356,5.3600179
264,ba6182f4-b69c-45c0-902b-08e88010964d,,60,Bestaand,,,c05302c2-40df-467e-9abe-e77985a61f34,2022/12/21 18:01:08+00,,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,43.626085,"43,626085",-83.645533,"-83,645533",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,ASSET Rail,153072.662,462977.533,52.15496764,5.35904034
265,25d4d415-a735-43ea-bb8c-a1a27aacfb3c,,60,Bestaand,,,c05302c2-40df-467e-9abe-e77985a61f34,2022/12/21 18:01:08+00,,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,43.628139,"43,628139",-73.628601,"-73,628601",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,ASSET Rail,153069.749,462967.74,52.15487961,5.35899783
266,5f55f3ea-82e5-47cc-8a10-6dce3943d517,,60,Bestaand,,,c05302c2-40df-467e-9abe-e77985a61f34,2022/12/21 18:01:08+00,,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,43.575096,"43,575096",-82.382818,"-82,382818",ProRail,Randstad Noord,RN,BAAN,Eemland,200,Amersfoort,12,ASSET Rail,153040.824,462996.179,52.15513512,5.358575
267,49e64f63-5dad-47db-87fb-e6fec1fcbafa,,60,Bestaand,,2022/02/23 00:00:00+00,fa3fe2a1-f5b1-47c3-8da1-38a8c33b5bdc,2022/12/21 18:01:08+00,,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.510058,"50,510058",20.460895,"20,460895",ProRail,Zuid,Z,BAAN,De Peel,300,Eindhoven,24,ASSET Rail,162470.111,384012.01,51.44515006,5.49465203
