gebouwnummer;aantal_adressen_in_pand;adressen;bouwjaar;gebouwstatus;max_huisnr;max_postcode;max_straatnaam;max_woonplaats;min_huisnr;min_postcode;min_straatnaam;min_woonplaats;status_id;verdeeld_over_aantal_straten;geometrie
0479100000000122;1;Sluispolderweg 59;1992;Pand in gebruik;59;1505HJ;Sluispolderweg;Zaandam;59;1505HJ;Sluispolderweg;Zaandam;11;1;MULTIPOLYGON(((118615.216 492493.627,118617.787 492431.102,118716.011 492485.939,118714.816 492490.443,118717.484 492491.151,118710.421 492517.787,118707.753 492517.08,118707.492 492518.065,118639.057 492500,118615.216 492493.627)))
0479100000000123;1;Fokkemast 29;2008;Pand in gebruik;29;1551ND;Fokkemast;Westzaan;29;1551ND;Fokkemast;Westzaan;11;1;MULTIPOLYGON(((113024.355 493758.031,113003.698 493762.577,113000.808 493749.367,112951.591 493760.173,112944.556 493728.142,113069.457 493700.646,113073.024 493716.863,113063.074 493719.09,113066.563 493734.898,113056.612 493737.083,113059.517 493750.292,113059.209 493750.36,113024.355 493758.031)))
0479100000000124;2;George Gershwinstraat 207 t/m George Gershwinstraat 207 A;1996;Pand in gebruik;207;1544NX;George Gershwinstraat;Zaandijk;207;1544NX;George Gershwinstraat;Zaandijk;11;1;MULTIPOLYGON(((115238.434 498961.997,115245.995 498968.911,115244.845 498970.168,115246.278 498971.533,115240.925 498976.684,115235.539 498981.115,115229.835 498985.114,115226.524 498987.155,115225.873 498987.526,115229.938 498997.992,115240.932 499002.842,115237.676 499010.233,115234.634 499017.121,115226.175 499013.369,115222.475 499014.81,115228.312 499029.791,115231.059 499028.727,115233.797 499029.943,115232.52 499032.885,115234.956 499039.196,115251.252 499046.385,115254.159 499039.802,115255.411 499040.354,115256.763 499039.83,115257.313 499038.575,115260.339 499039.901,115261.543 499037.151,115271.682 499041.628,115271.142 499042.891,115271.679 499044.24,115272.93 499044.791,115271.559 499047.889,115273.395 499048.702,115272.589 499050.543,115275.684 499051.911,115275.131 499053.163,115275.668 499054.522,115276.917 499055.07,115272.449 499065.219,115269.72 499064.014,115268.364 499067.031,115267.114 499066.468,115265.77 499067.018,115265.216 499068.271,115255.342 499063.907,115251.479 499072.694,115261.326 499077.055,115260.771 499078.308,115261.312 499079.663,115262.566 499080.212,115261.239 499083.25,115263.978 499084.45,115259.513 499094.587,115258.259 499094.058,115256.903 499094.58,115256.353 499095.831,115253.25 499094.467,115252.467 499096.32,115250.604 499095.5,115249.231 499098.592,115247.979 499098.037,115246.623 499098.558,115246.076 499099.826,115235.928 499095.369,115237.133 499092.628,115234.103 499091.292,115234.656 499090.038,115234.125 499088.67,115232.871 499088.119,115237.217 499078.243,115228.449 499074.391,115224.093 499084.266,115222.841 499083.712,115221.485 499084.228,115220.926 499085.493,115217.903 499084.158,115216.701 499086.897,115206.547 499082.429,115207.092 499081.169,115206.574 499079.816,115205.311 499079.273,115206.65 499076.163,115204.816 499075.356,115205.626 499073.5,115202.543 499072.157,115203.092 499070.901,115202.569 499069.55,115201.319 499068.989,115205.784 499058.853,115208.539 499060.054,115209.853 499057.032,115211.11 499057.579,115212.474 499057.054,115213.021 499055.798,115219.627 499058.683,115226.788 499042.369,115223.788 499034.623,115225.394 499030.983,115219.527 499015.949,115215.857 499017.356,115206.547 499038.482,115202.38 499036.653,115204.068 499032.81,115193.967 499028.352,115201.565 499011.068,115203.676 499006.309,115201.876 499003.097,115199.873 499003.881,115197.703 498998.34,115194.125 498998.974,115194.357 499000.284,115187.201 499001.233,115184.587 499001.391,115180.079494 499001.618652,115173.303057 499001.444987,115173.305817 499001.324606,115172.671491 499001.309685,115172.699 499000.11,115172.744 498998.152,115171.186 498997.979,115172.049 498987.799,115175.221 498988.068,115181.97 498988.077,115188.694 498987.517,115195.354 498986.418,115201.823 498984.792,115202.554 498984.548,115206.706 498986.385,115211.993 498984.369,115213.82 498980.17,115214.463 498979.892,115220.387 498976.679,115226.042 498972.992,115231.364 498968.858,115236.331 498964.303,115238.434 498961.997),(115260.381 499046.17,115256.356 499055.314,115265.495 499059.349,115269.52 499050.205,115260.381 499046.17),(115234.979 499057.597,115233.256 499058.272,115230.034 499065.586,115232.952 499066.867,115234.694 499066.206,115235.365 499067.934,115242.682 499071.137,115243.948 499068.218,115243.281 499066.503,115245.001 499065.831,115248.236 499058.499,115235.606 499052.94,115234.316 499055.869,115234.979 499057.597),(115212.728 499064.719,115208.701 499073.861,115217.845 499077.885,115221.872 499068.742,115212.728 499064.719),(115245.808 499079.285,115241.785 499088.418,115250.933 499092.435,115254.955 499083.302,115245.808 499079.285)))
0479100000000125;;Pand zonder adres;1969;Pand in gebruik;;;;;;;;;11;;MULTIPOLYGON(((118234.552 492922.012,118236.299 492882.927,118331.141 492887.008,118328.952 492937.041,118234.076 492932.891,118234.552 492922.012)))
0479100000000126;1;Cypressehout 95;2002;Pand in gebruik;95;1507EK;Cypressehout;Zaandam;95;1507EK;Cypressehout;Zaandam;11;1;MULTIPOLYGON(((115594.647189 494501.277607,115612.215 494482.908,115612.287 494482.977,115615.647 494479.453,115617.198 494477.863,115628.47187 494488.758042,115636.166 494480.745,115636.453 494481.015,115637.917 494479.522,115649.9 494490.928,115648.46 494492.549,115648.701 494492.748,115640.991408 494500.795941,115646.405 494506,115648.365 494507.854,115651.847321 494511.173058,115659.578 494503.129,115659.878 494503.362,115661.322 494501.831,115673.31 494513.291,115671.843 494514.887,115672.11 494515.127,115630.389 494558.755,115630.293 494558.611,115619.22 494570.18,115607.35 494558.872,115607.49 494558.729,115601.582 494552.932,115574.375 494527.049,115572.09 494524.841,115574.818 494521.996,115575.953 494520.825,115592.511353 494503.510923,115594.647189 494501.277607)))
0479100000000127;1;Rechte Tocht 2;1999;Pand in gebruik;2;1507BZ;Rechte Tocht;Zaandam;2;1507BZ;Rechte Tocht;Zaandam;11;1;MULTIPOLYGON(((115398.934 493639.278,115399.649598 493638.111028,115400.978862 493637.783979,115402.154229 493638.485703,115402.497 493639.811,115402.115 493641.911,115415.475 493644.4,115410.759 493669.76,115410.502 493669.712,115409.876 493673.085,115397.297 493740.724,115387.195 493738.804,115389.921 493724.142,115370.574 493720.558,115368.293 493732.847,115358.085 493730.952,115361.297 493713.651,115336.799 493709.104,115345.97 493659.708,115375.372 493665.189,115375.732 493663.232,115375.566 493663.201,115379.339 493642.76,115395.646 493645.793,115396.316 493642.217,115398.285 493642.571,115398.501 493641.224,115398.551 493641.233,115398.934 493639.278)))
0479100000000128;3;Kleine Tocht 20 t/m Kleine Tocht 28;1980;Pand in gebruik (niet ingemeten);28;1507CB;Kleine Tocht;Zaandam;20;1507CB;Kleine Tocht;Zaandam;10;1;MULTIPOLYGON(((115786.943 493859.478,115784.745 493860.141,115763.583 493866.51,115761.579 493859.8,115742.081 493865.659,115738.261 493866.82,115723.737 493871.184,115713.617 493874.231,115710.146 493862.629,115710.935 493861.049,115711.712 493860.807,115710.56 493856.933,115707.201 493857.939,115707.093 493857.463,115708.485 493856.988,115705.085 493846.043,115706.025 493844.427,115706.727 493844.209,115705.488 493840.222,115702.153 493841.253,115701.971 493840.726,115705.305 493839.683,115704.265 493835.923,115703.501 493836.053,115701.834 493835.137,115700.28 493829.4,115696.307 493830.61,115695.066 493826.477,115694.048 493823.181,115692.5 493818.028,115715.424221 493811.140922,115712.420043 493801.137873,115731.995 493795.259,115732.139 493795.735,115736.565 493794.405,115736.397 493793.844,115760.732 493786.533,115764.175 493798.189,115763.379 493799.646,115762.524 493799.898,115763.694 493803.857,115767.191 493802.824,115767.362 493803.401,115763.893 493804.426,115765.044 493808.323,115765.905 493808.069,115767.601 493808.996,115774.276 493831.593,115773.414 493833.169,115772.636 493833.406,115773.788 493837.307,115777.121 493836.322,115777.288 493836.889,115773.951 493837.874,115775.143 493841.91,115776.057 493841.64,115777.572 493842.469,115779.22 493848.047,115783.084 493846.895,115784.358 493851.171,115783.592 493851.4,115784.259 493853.637,115785.647 493853.224,115785.737 493853.526,115784.347 493853.94,115784.584 493854.736,115785.452 493854.477,115786.943 493859.478)))
0479100000000129;3;Amstelmeer 6 A t/m Eemmeer 15 B;1977;Pand in gebruik;23;1509JS;Eemmeer;Zaandam;6;1509GE;Amstelmeer;Zaandam;11;3;MULTIPOLYGON(((117769.242 498113.108,117770.719 498105.309,117775.783 498106.278,117779.207 498088.272,117774.153 498087.311,117775.532 498079.944,117768.753 498078.634,117768.467 498080.044,117760.07 498078.441,117760.794 498074.761,117748.944 498072.509,117750.803 498062.717,117756.518 498063.817,117757.582 498058.391,117758.768 498058.61,117759.689 498053.964,117757.184 498053.474,117758.914 498044.37,117766.699 498045.85,117765.964 498049.688,117777.171 498051.839,117774.261 498067.002,117773.495 498066.855,117773.23 498068.321,117780.193 498069.603,117780.711 498066.933,117788.506 498068.446,117787.987 498071.119,117794.931 498072.435,117795.443 498069.767,117803.236 498071.252,117802.729 498073.914,117806.599 498074.651,117806.88 498073.185,117810.57 498073.881,117812.051 498066.092,117819.832 498067.573,117819.256 498070.636,117826.623 498072.049,117826.496 498072.695,117829.753 498073.319,117829.885 498072.667,117837.478 498074.111,117838.658 498067.923,117848.766 498069.851,117845.4 498087.32,117836.147 498085.555,117833.298 498100.471,117832.221 498100.284,117830.82 498107.639,117830.181 498107.526,117829.653 498110.261,117830.304 498110.376,117829.512 498114.577,117830.58 498114.788,117827.682 498129.956,117826.405 498129.704,117825.899 498132.338,117826.569 498132.468,117824.985 498140.875,117817.192 498139.4,117817.314 498138.726,117814.065 498138.084,117813.928 498138.776,117806.56 498137.366,117805.987 498140.447,117798.192 498138.969,117799.683 498131.159,117795.988 498130.48,117796.253 498129.013,117792.384 498128.266,117791.879 498130.921,117784.081 498129.435,117784.588 498126.773,117777.653 498125.456,117777.147 498128.115,117769.554 498126.664,117768.5 498132.337,117758.412 498130.469,117761.741 498113.003,117769.1 498114.396,117769.34 498113.127,117769.242 498113.108),(117809.118 498082.56,117806.998 498095.061,117814.311 498096.304,117816.431 498083.803,117809.118 498082.56),(117793.232 498083.674,117791.743 498091.987,117798.703 498093.235,117800.193 498084.922,117793.232 498083.674),(117788.839 498107.664,117787.355 498115.909,117794.079 498117.119,117795.563 498108.875,117788.839 498107.664),(117804.106 498110.229,117801.678 498122.823,117808.814 498124.199,117811.242 498111.605,117804.106 498110.229)))
0479100000000130;47;H Gerhardstraat 102 t/m H Gerhardstraat 194;2006;Pand in gebruik;194;1502CM;H Gerhardstraat;Zaandam;102;1502CM;H Gerhardstraat;Zaandam;11;1;MULTIPOLYGON(((117012.107000221 495483.350000079,117012.095371 495483.559471,117012.199056 495483.741851,117012.385 495483.839,117031.182 495487.115,117041.130675 495488.971843,117038.221 495505.572,116996.048 495498.256,117012.276999953 495446.56699999,117013.567513 495443.208921,117015.249961 495440.029064,117017.300246 495437.072977,117019.689000039 495434.383000043,117041.055000029 495413.32900002,117041.457088841 495412.910150401,117041.972262 495412.304213,117042.417374364 495411.702468827,117042.776448 495411.148472,117057.539 495413.709,117056.96431 495413.680884,117056.398814 495413.787058,117055.87346 495414.021711,117055.417000027 495414.372000031,117026.619353 495442.81664,117025.192954 495444.634067,117023.987073 495446.604727,117023.018000003 495448.702000011,117012.107000221 495483.350000079)))
0479100000000131;;Pand zonder adres;1960;Pand in gebruik;;;;;;;;;11;;MULTIPOLYGON(((116671.72 492909.729,116716.945 492899.534,116715.93 492895.06,116730 492891.97,116729.9 492891.54,116732.255 492891.026,116731.315 492886.721,116734.138 492885.7,116735.699 492885.763,116736.654 492890.058,116741.32 492889.02,116743.31 492897.9,116744.63 492897.6,116745.61 492902,116744.3 492902.29,116753.338625 492942.610796,116756.766376 492941.837136,116758.824932 492950.957709,116755.371796 492951.737098,116757.23 492959.97,116731.847 492965.741,116728.095 492949.082,116719.16 492951.102,116721.368 492960.865,116685.096 492969.067,116671.72 492909.729)))
0479100000000132;;Pand zonder adres;1989;Pand in gebruik;;;;;;;;;11;;MULTIPOLYGON(((116699.004 492999.528,116752.384 492987.708,116770.704 493070.578,116717.32 493082.38,116699.004 492999.528)))
0479100000000133;1;Vlasblomweg 24;2006;Pand in gebruik;24;1521PW;Vlasblomweg;Wormerveer;24;1521PW;Vlasblomweg;Wormerveer;11;1;MULTIPOLYGON(((114478.913 501950.022,114469.612 501951.959,114469.589 501951.842,114468.584 501946.826,114468.829 501946.777,114450.158 501856.198,114449.923 501856.246,114448.903 501851.268,114448.875 501851.131,114458.265 501849.217,114460.757 501848.707,114465.567 501847.722,114467.018 501847.425,114490.579 501842.564,114490.672 501843.025,114502.623 501902.079,114503.253 501905.134,114510.304 501903.68,114518.189 501941.901,114513.932 501942.789,114487.866 501948.151,114487.768 501948.171,114478.913 501950.022)))
0479100000000134;13;Kleine Tocht 30 t/m Kleine Tocht 43;1983;Pand in gebruik;43;1507CA;Kleine Tocht;Zaandam;30;1507CA;Kleine Tocht;Zaandam;11;1;MULTIPOLYGON(((115605.583 493855.474,115606.5 493855.203,115605.206 493850.829,115603.119 493851.446,115602.966 493850.929,115605.035 493850.317,115603.742 493845.945,115602.826 493846.216,115595.62 493821.85,115605.586 493818.937,115605.783 493819.61,115610.16 493818.33,115609.612 493816.481,115610.141 493816.324,115610.689 493818.174,115615.069 493816.876,115614.863 493816.18,115624.821 493813.229,115626.239 493818.013,115635.77 493815.188,115636.049 493816.13,115640.472 493814.819,115638.78 493809.108,115663.2 493801.87,115666.159 493811.854,115665.155 493812.151,115666.444 493816.499,115668.597 493815.861,115668.755 493816.395,115666.596 493817.035,115667.89 493821.4,115668.882 493821.107,115674.634 493840.613,115673.647 493840.904,115674.935 493845.273,115677.087 493844.639,115677.24 493845.158,115675.099 493845.789,115676.39 493850.169,115677.386 493849.875,115680.325 493859.841,115658.525 493866.269,115658.254 493865.348,115656.136 493865.972,115656.754 493868.069,115656.24 493868.22,115655.621 493866.12,115651.245 493867.411,115651.526 493868.362,115641.97 493871.18,115646.227 493885.576,115617.046 493894.206,115614.098 493884.237,115615.018 493883.965,115613.726 493879.597,115611.642 493880.213,115611.485 493879.682,115613.581 493879.062,115612.289 493874.695,115611.349 493874.973,115605.583 493855.474)))
0479100000000135;4;De Weer 82 C t/m Spaansgroenstraat 66;1971;Pand in gebruik;83;1504AK;Spaansgroenstraat;Zaandam;66;1503MB;De Weer;Zaandam;11;2;MULTIPOLYGON(((117685.197 495377.983,117714.546 495390.761,117738.421 495335.858,117754.168346669 495342.71455422,117752.285 495347.064,117750.819 495350.448,117750.69 495350.747,117750.46 495350.648,117748.86 495354.28,117744.187 495365.014,117744.288 495365.058,117740.981 495372.654,117740.9 495372.618,117737.788 495379.765,117732.976 495390.817,117726.63 495405.393,117726.711 495405.428,117723.358 495413.128,117672.889 495391.154,117679.64 495375.65,117679.673334 495375.573948,117685.197 495377.983)))
0479100000000136;2;Symon Spiersweg 1 t/m Symon Spiersweg 1 A;1995;Pand in gebruik;1;1506RZ;Symon Spiersweg;Zaandam;1;1506RZ;Symon Spiersweg;Zaandam;11;1;MULTIPOLYGON(((116888.631 493007.688,116888.608 493007.581,116894.073 493006.381,116894.546 493012.067,116894.436 493012.076,116898.571 493061.967,116898.681 493061.958,116899.134 493067.471,116893.715 493068.638,116893.694 493068.543,116879.416 493071.65,116879.806 493073.442,116869.73 493075.646,116869.333 493073.829,116855.066 493076.95,116855.089 493077.057,116849.617 493078.248,116848.413 493072.748,116848.52 493072.724,116837.932 493024.365,116837.825 493024.389,116836.627 493018.919,116842.105 493017.732,116842.128 493017.839,116888.631 493007.688)))
0479100000000137;35;De Bloemkorf 4 t/m E. Heimansstraat 53;1966;Pand in gebruik;54;1504KK;E. Heimansstraat;Zaandam;4;1504JB;De Bloemkorf;Zaandam;11;3;MULTIPOLYGON(((118514.51 494791.83,118514.62 494791.86,118514.23 494794.06,118496.137 494790.63,118496.39 494789.2,118492.22 494788.45,118491.94 494789.99,118466.88 494785.5,118464.53 494784.95,118466.66 494773.03,118466.77 494773.07,118468.05 494766.01,118472.6 494766.82,118479.86 494726.75,118475.19 494725.94,118476.94 494716.2,118476.84 494716.15,118477.239 494713.968,118477.796 494714.053,118477.78 494714.127,118481.821 494714.844,118482.897 494715.046,118493.862 494717.013,118493.88 494716.917,118495.355 494717.177,118495.397 494717.172,118495.099 494718.84,118499.186 494719.57,118499.553 494718.029,118499.583 494718.046,118524.655 494722.52,118524.636 494722.629,118526.97 494723.03,118524.81 494735.01,118524.69 494734.98,118523.42 494742.01,118520.4 494758.48,118515.89 494757.72,118511.63 494781.25,118515.74 494782,118515.77 494781.84,118516.31 494781.93,118514.51 494791.83)))
0479100000000138;1;Diederik Sonoyweg 7;1997;Pand in gebruik;7;1509BR;Diederik Sonoyweg;Zaandam;7;1509BR;Diederik Sonoyweg;Zaandam;11;1;MULTIPOLYGON(((116664.928 498299.044,116685.874 498310.842,116685.232 498312.362,116718.658 498323.209,116702.743 498373.116,116669.297 498362.419,116643.392 498354.133,116646.232 498345.298,116648.035 498346.074,116662.813 498299.899,116664.195 498300.399,116664.928 498299.044)))
0479100000000139;1;Middenweg 47;1980;Pand in gebruik;47;1505RK;Middenweg;Zaandam;47;1505RK;Middenweg;Zaandam;11;1;MULTIPOLYGON(((117604.831487 492722.762158,117601.583358 492728.777694,117597.433634 492726.496251,117600.803371 492720.574232,117589.981124 492714.708033,117591.868237 492711.226595,117613.304818 492671.482996,117616.865477 492664.909745,117646.183238 492680.75293,117619.259732 492730.548673,117604.831487 492722.762158)))
0479100000000140;1;Leeghwaterweg 7;1963;Pand in gebruik (niet ingemeten);7;1509BS;Leeghwaterweg;Zaandam;7;1509BS;Leeghwaterweg;Zaandam;10;1;MULTIPOLYGON(((116853.415 498625.153,116853.203 498625.561,116852.351 498625.119,116846.84 498635.733,116843.628 498634.065,116843.037 498635.844,116868.33 498644.28,116864.91 498654.59,116857.918 498652.27,116856.97 498653.445,116857.470726895 498654.03035041,116857.870344667 498654.797904482,116858.091379522 498655.807067092,116857.962838949 498657.051500047,116857.444166888 498658.137776015,116856.620881233 498658.974746357,116855.467033732 498659.533432235,116854.86700002 498659.647000185,116854.796 498661.058,116861.44 498663.29,116850.24 498696.93,116845.199 498695.225,116844.125 498698.452,116826.013697 498692.424032,116831.262298 498686.652577,116829.315291 498686.004556,116834.650181 498680.138216,116832.519905 498679.429198,116838.422863 498672.938202,116846.1048 498675.494973,116851.312 498659.845,116852.126999973 498658.630000031,116851.643351002 498658.060818179,116851.16560081 498657.053173555,116851.02089119 498656.00445829,116851.124329741 498655.191984937,116851.472287965 498654.308036378,116852.142681576 498653.447463764,116852.813847465 498652.949506353,116853.708781422 498652.586493251,116854.220999908 498652.49499909,116854.148 498650.979,116850.704 498649.83,116849.974 498652.095,116847.541 498651.332,116848.277 498649.048,116843.366 498647.465,116841.776 498652.583,116815.889 498643.85,116812.474718 498642.706411,116801.682 498674.929,116781.133 498668.051,116781.853 498665.899,116780.374 498665.404,116780.545 498664.892,116768.917 498660.996,116766.701 498667.655,116753.97 498663.42,116761.06 498642.11,116765.848 498643.703,116767.498 498638.775,116767.241 498638.689,116770.8 498627.991,116781.492 498631.52,116777.940652 498642.226369,116777.572608 498642.097181,116775.284833 498648.994214,116787.546 498653.075,116798.417972 498620.513138,116795.381269 498619.492996,116794.919253 498620.86742,116773.741309 498613.748405,116781.354919 498595.321374,116814.101563 498612.303489,116811.602604867 498617.138417682,116811.997619675 498617.161921147,116812.35999387 498617.225134893,116813.155569944 498617.518554321,116813.660323418 498617.840886618,116814.144683278 498618.297672293,116814.350700093 498618.559656921,116819.82874 498621.421884,116825.244 498611.064,116824.393 498610.619,116824.602 498610.193,116853.415 498625.153)))
0479100000000141;3;Provincialeweg 126 t/m Stationsstraat 112;2000;Pand in gebruik;126;1506ME;Stationsstraat;Zaandam;110;1506DK;Provincialeweg;Zaandam;11;2;MULTIPOLYGON(((116063.201 494808.085,116063.87028 494807.548786,116064.66556 494807.227864,116065.519552 494807.149389,116066.36 494807.32,116068.404 494808.141,116069.214 494808.46,116069.138 494808.656,116072.247 494809.88,116072.323 494809.684,116073.133 494810.004,116073.055 494810.199,116076.153 494811.418,116076.231 494811.223,116077.04 494811.543,116076.964 494811.738,116080.062 494812.957,116080.138 494812.762,116080.948 494813.081,116080.872 494813.277,116083.97 494814.496,116084.047 494814.302,116084.857 494814.619,116084.779 494814.815,116087.877 494816.036,116087.955 494815.841,116088.763 494816.158,116088.687 494816.354,116091.785 494817.575,116091.862 494817.38,116092.672 494817.697,116092.595 494817.893,116095.694 494819.114,116095.77 494818.918,116096.58 494819.237,116096.502 494819.433,116099.601 494820.652,116099.679 494820.457,116100.487 494820.776,116100.41 494820.972,116103.509 494822.191,116103.587 494821.996,116104.395 494822.315,116104.319 494822.51,116107.417 494823.731,116107.494 494823.536,116108.304 494823.853,116108.226 494824.049,116111.324 494825.27,116111.402 494825.075,116112.248 494825.407,116111.914 494826.255,116111.72 494826.177,116110.498 494829.275,116110.693 494829.352,116110.373 494830.162,116110.179 494830.085,116108.956 494833.181,116109.152 494833.259,116108.832 494834.069,116108.638 494833.992,116107.415 494837.088,116107.611 494837.166,116107.292 494837.976,116107.096 494837.898,116105.875 494840.995,116106.07 494841.072,116105.751 494841.882,116105.554 494841.805,116104.334 494844.902,116104.528 494844.979,116104.21 494845.789,116104.013 494845.712,116102.793 494848.809,116102.987 494848.887,116099.619 494857.425,116099.425 494857.348,116098.174 494860.521,116098.369 494860.597,116098.05 494861.407,116097.854 494861.33,116096.631 494864.428,116096.827 494864.505,116096.509 494865.314,116096.312 494865.237,116095.091 494868.335,116095.286 494868.412,116094.967 494869.221,116094.771 494869.143,116093.547 494872.25,116093.741 494872.327,116093.422 494873.137,116093.226 494873.06,116092.005 494876.157,116092.201 494876.235,116091.881 494877.044,116091.686 494876.967,116090.464 494880.065,116090.66 494880.142,116090.33 494880.979,116089.482 494880.646,116089.559 494880.451,116086.456 494879.228,116086.38 494879.423,116085.57 494879.104,116085.648 494878.908,116082.549 494877.688,116082.471 494877.884,116081.663 494877.565,116081.74 494877.369,116078.642 494876.148,116078.565 494876.343,116077.755 494876.025,116077.831 494875.83,116074.733 494874.608,116074.657 494874.804,116073.847 494874.485,116073.925 494874.289,116070.827 494873.069,116070.75 494873.265,116069.94 494872.945,116070.017 494872.75,116066.918 494871.53,116066.842 494871.724,116066.032 494871.406,116066.11 494871.211,116063.01 494869.989,116062.933 494870.184,116062.125 494869.865,116062.202 494869.67,116059.104 494868.45,116059.027 494868.646,116058.217 494868.326,116058.293 494868.13,116055.195 494866.911,116055.119 494867.106,116054.309 494866.787,116054.387 494866.592,116051.289 494865.37,116051.212 494865.565,116050.402 494865.246,116050.479 494865.052,116047.38 494863.831,116047.304 494864.027,116046.494 494863.707,116046.572 494863.511,116043.472 494862.291,116043.395 494862.487,116042.587 494862.168,116042.664 494861.972,116039.566 494860.751,116039.489 494860.946,116038.642 494860.614,116038.976 494859.762,116039.172 494859.84,116040.394 494856.742,116040.198 494856.664,116040.517 494855.856,116040.713 494855.933,116041.933 494852.835,116041.739 494852.757,116042.058 494851.949,116042.252 494852.026,116043.475 494848.928,116043.278 494848.851,116043.597 494848.041,116043.793 494848.118,116045.015 494845.02,116044.82 494844.943,116045.138 494844.134,116045.334 494844.211,116046.554 494841.113,116046.36 494841.036,116046.679 494840.227,116046.873 494840.304,116048.096 494837.206,116047.899 494837.129,116048.218 494836.319,116048.414 494836.396,116049.635 494833.298,116049.441 494833.221,116049.759 494832.412,116049.955 494832.489,116051.176 494829.391,116050.981 494829.314,116051.3 494828.504,116051.494 494828.581,116052.717 494825.483,116052.52 494825.407,116052.839 494824.597,116053.035 494824.673,116054.256 494821.576,116054.062 494821.499,116054.373 494820.707,116055.767 494817.158,116056.315885 494815.950511,116057.00342 494814.816228,116057.82 494813.771,116063.201 494808.085)))
0479100000000142;1;Kruisbaken 16;1980;Pand in gebruik;16;1505HS;Kruisbaken;Zaandam;16;1505HS;Kruisbaken;Zaandam;11;1;MULTIPOLYGON(((118619.684 492637.589,118622.662 492563.104,118623.442 492553.173,118663.296 492554.636,118660.22 492629.876,118645.312 492629.267,118644.928 492638.669,118620.003 492637.602,118619.684 492637.589)))
0479100000000143;406;Perim 1 t/m Perim 99;1967;Pand in gebruik;364;1503GE;Perim;Zaandam;1;1503GA;Perim;Zaandam;11;1;MULTIPOLYGON(((118025.15 495957.51,118034.668 495904.99,118035.731 495899.114,118037.109 495899.366,118037.632 495896.388,118042.999 495897.386,118041.715 495904.299,118047.562 495905.382,118047.551 495905.441,118048.85 495905.68,118038.65 495962.46,117979.99 496055.13,117970.296 496109.154,117968.967 496108.914,117968.955 496108.983,117963.157 496107.941,117961.91 496114.88,117956.535 496113.914,117957.053 496110.961,117955.665 496110.711,117955.674 496110.662,117957.33 496101.58,117959.736 496088.151,117966.63 496049.84,117968.54 496046.813,117967.408 496046.096,117970.083 496041.872,117970.21 496041.952,117972.216 496038.784,117973.222 496039.421,118021.81 495962.78,118022.273 495962.041,118021.15 495961.328,118023.748 495957.26,118024.861 495957.966,118025.15 495957.51)))
0479100000000144;6;Samsonweg 134 t/m Samsonweg 142;2002;Pand in gebruik;142;1521RM;Samsonweg;Wormerveer;134;1521RM;Samsonweg;Wormerveer;11;1;MULTIPOLYGON(((114141.963 502760.065,114146.377 502794.775,114142.671 502805.326,114097.919 502810.994,114097.262 502806.053,114075.61 502808.798,114075.675 502809.304,114073.008 502809.645,114072.119 502802.678,114071.296 502802.782,114069.562 502789.175,114070.058 502789.113,114067.558 502769.515,114141.963 502760.065)))
0479100000000145;1;Sluispolderweg 58;1980;Pand in gebruik;58;1505HK;Sluispolderweg;Zaandam;58;1505HK;Sluispolderweg;Zaandam;11;1;MULTIPOLYGON(((118135.427 492521.487,118171.305 492522.997,118167.523 492612.843,118131.645 492611.333,118135.427 492521.487)))
0479100000000146;1;Pieter Ghijsenlaan 23;1996;Pand in gebruik;23;1506PW;Pieter Ghijsenlaan;Zaandam;23;1506PW;Pieter Ghijsenlaan;Zaandam;11;1;MULTIPOLYGON(((116844.399 493165.327,116901.593 493168.305,116898.666 493224.34,116841.522 493221.35,116844.399 493165.327)))
0479100000000147;390;Pharus 1 t/m Pinasstraat 1;1967;Pand in gebruik;364;1503TC;Pinasstraat;Zaandam;1;1503EA;Pharus;Zaandam;11;2;MULTIPOLYGON(((118173.138877 495764.690053,118173.272 495764.714,118183.5 495707.86,118185.037 495705.44,118183.857 495704.728,118184.706 495703.321,118184.236 495703.017,118185.94 495700.38,118186.415 495700.675,118187.32 495699.221,118188.504 495699.979,118238.751 495620.852,118237.572 495620.103,118238.475 495618.673,118238.001 495618.374,118239.668 495615.76,118240.141 495616.063,118241.054 495614.596,118242.24 495615.358,118242.273 495615.306,118251.99 495561.234,118265.88 495563.73,118255.67 495620.52,118196.9 495713.08,118187.22 495767.17,118179.28 495765.74,118178.537 495766.892,118172.04 495776.97,118170.96 495776.76,118171 495776.58,118172.069436 495770.635042,118173.138877 495764.690053)))
0479100000000148;1;Gerrit Bolkade 74;1995;Pand in gebruik;74;1507BR;Gerrit Bolkade;Zaandam;74;1507BR;Gerrit Bolkade;Zaandam;11;1;MULTIPOLYGON(((116150.971615925 493452.053978357,116151.014763 493452.044355,116156.556212 493476.916143,116156.512326171 493476.925920789,116136.390661 493481.40904,116138.422381 493490.504357,116158.539599352 493486.026238184,116159.028034 493485.917512,116159.096478 493486.224986,116158.657229 493486.322764,116167.911 493527.654,116147.644 493532.146,116150.26 493543.873,116151.569 493549.713,116171.722 493545.228,116177.656 493572.015,116139.561 493580.46,116132.33 493547.845,116129.396 493548.505,116117.668 493495.788,116109.962936564 493461.200395578,116150.971615925 493452.053978357)))
