gebouwnummer;aantal_adressen_in_pand;adressen;bouwjaar;gebouwstatus;max_huisnr;max_postcode;max_straatnaam;max_woonplaats;min_huisnr;min_postcode;min_straatnaam;min_woonplaats;status_id;verdeeld_over_aantal_straten;geometrie
0479100000000149;385;Brandaris 1 t/m Brandaris 99;1967;Pand in gebruik;364;1503CE;Brandaris;Zaandam;1;1503CA;Brandaris;Zaandam;11;1;MULTIPOLYGON(((118390.166369 495422.817168,118390.35 495422.85,118400.57 495366,118402.133 495363.535,118400.555 495362.532,118403.945 495357.199,118405.518 495358.198,118455.826 495278.877,118454.237 495277.875,118457.607 495272.534,118459.207 495273.545,118459.283 495273.426,118469.02 495219.38,118482.91 495221.88,118472.65 495278.69,118413.96 495371.18,118404.24 495425.26,118396.3 495423.88,118394.17 495427.18,118389.11 495435.03,118388.04 495434.84,118388.04 495434.71,118389.103185 495428.763584,118390.166369 495422.817168)))
0479100000000150;5;Parkrijklaan 121 A t/m Parkrijklaan 121 E;2007;Pand in gebruik;121;1567HD;Parkrijklaan;Assendelft;121;1567HD;Parkrijklaan;Assendelft;11;1;MULTIPOLYGON(((111777.457446 500211.815394,111802.741712 500225.79882,111791.205403 500246.666539,111791.715223 500246.957576,111787.123098 500255.269519,111785.643488 500254.420435,111783.863193 500257.641142,111784.834656 500258.178133,111759.321955 500304.332811,111727.810205 500286.907574,111738.664097 500267.309756,111729.111718 500262.029138,111727.889674 500264.2865,111721.574473 500260.793344,111723.546753 500257.179646,111729.861954 500260.672802,111729.803871 500260.777809,111735.050204 500263.584747,111748.32816 500239.611586,111752.524448 500241.968166,111752.553537 500241.915689,111759.720678 500245.888544,111762.115037 500241.450748,111760.888185 500240.768618,111759.180054 500239.834181,111761.537327 500235.590315,111763.812035 500231.501609,111759.441471 500229.098292,111759.383378 500229.203292,111753.077077 500225.714236,111755.07696 500222.116971,111761.383262 500225.606027,111760.13375 500227.847032,111766.666893 500231.339045,111777.457446 500211.815394)))
0479100000000151;4;Brandakkerstraat 2 t/m Brandakkerstraat 8;1981;Pand in gebruik;8;1566XD;Brandakkerstraat;Assendelft;2;1566XD;Brandakkerstraat;Assendelft;11;1;MULTIPOLYGON(((111442.02 498117.28,111448.2 498109.74,111449.67 498110.955,111454.62 498104.89,111454.3 498104.61,111454.57 498104.29,111454.89 498104.56,111460.07 498098.26,111462.98 498100.64,111468.1 498094.32,111471.02 498096.7,111475.51 498091.18,111463.41 498081.32,111468.08 498075.58,111465.65 498073.6,111471.06 498066.97,111473.49 498068.95,111475.01 498067.09,111476.45 498068.28,111479.09 498065.05,111477.14 498063.47,111481.64 498057.96,111488.39 498063.44,111489.57 498061.97,111495.43 498066.74,111499.96 498061.19,111497.05 498058.81,111502.2 498052.5,111499.28 498050.11,111509.67 498037.38,111504.5 498033.27,111509.56 498027.08,111520.73 498036.18,111519.67 498037.47,111524.02 498041.1,111522.57 498042.84,111526.91 498046.36,111521.77 498052.68,111524.7 498055.03,111519.57 498061.33,111522.47 498063.7,111517.07 498070.35,111512.24 498066.35,111511.49 498067.26,111509.55 498065.68,111506.95 498068.86,111508.41 498070.06,111506.9 498071.91,111509.31 498073.87,111503.92 498080.55,111503.33 498080.03,111502.09 498081.56,111509.23 498087.39,111509.84 498086.69,111511.61 498088.14,111511.03 498088.85,111512.64 498090.17,111515.2 498087.04,111519.82 498090.83,111518.82 498092.07,111528.54 498099.98,111514.78 498116.88,111505.06 498108.95,111504.05 498110.21,111499.38 498106.46,111501.97 498103.29,111500.38 498102,111499.8 498102.72,111498 498101.26,111498.59 498100.55,111491.43 498094.73,111490.16 498096.24,111490.74 498096.68,111486.814027381 498101.514762577,111485.559536 498103.082971,111486.976142 498104.239866,111485.212384 498106.412293,111486.682889 498107.615465,111485.289743 498109.318153,111483.819239 498108.114981,111481.918389 498110.438184,111483.39 498111.64,111477.98 498118.27,111475.09 498115.9,111469.94 498122.21,111467.04 498119.82,111461.9 498126.13,111455.83 498121.16,111455.62 498121.91,111453.35 498122.15,111451.68 498120.79,111449.54 498123.45,111442.02 498117.28)))
0479100000000152;1;Vredeweg 18;1975;Pand in gebruik;18;1505HH;Vredeweg;Zaandam;18;1505HH;Vredeweg;Zaandam;11;1;MULTIPOLYGON(((118018.96 493103.56,118066.01 493095.98,118071.96 493126.29,118077.19 493153.02,118077.65 493155.42,118066.92 493157.05,118047.94 493160.11,118048.73 493164.88,118047.53 493165.08,118048.48 493170.972,118042.15 493172.01,118041.77 493169.63,118037.46 493170.36,118037.62 493171.54,118033.66 493172.15,118033.47 493170.98,118026.36 493172.12,118025.52 493166.95,118026.7 493166.76,118025.56 493159.66,118027.9 493159.28,118024.13 493135.76,118023.08 493135.93,118022.71 493133.63,118023.76 493133.47,118020.699 493114.393,118018.96 493103.56)))
0479100000000153;2;Pieter Ghijsenlaan 5 t/m Pieter Ghijsenlaan 5  NA;1992;Pand in gebruik;5;1506PW;Pieter Ghijsenlaan;Zaandam;5;1506PW;Pieter Ghijsenlaan;Zaandam;11;1;MULTIPOLYGON(((116749.826 493706.876,116752.122 493702.605,116746.219 493699.425,116747.117 493697.739,116717.369 493681.752,116728.8 493660.422,116766.4 493680.665,116755.102 493701.692,116756.712 493702.577,116753.338 493708.778,116758.497 493711.572,116742.029 493742.014,116739.455 493740.643,116738.891 493741.697,116738.995 493741.75,116738.829 493742.042,116738.731 493741.989,116737.718 493743.845,116737.819 493743.898,116737.653 493744.187,116737.559 493744.147,116736.573 493746.002,116736.657 493746.049,116736.495 493746.336,116736.388 493746.306,116735.839 493747.357,116738.385 493748.742,116721.939 493779.167,116719.163 493777.702,116708.263 493771.798,116710.755 493767.216,116720.587 493749.029,116688.987 493731.918,116688.872 493732.088,116688.586 493731.92,116700.692 493709.544,116700.975 493709.694,116700.834 493709.941,116731.621 493726.556,116732.508 493727.038,116742.267 493708.97,116744.867 493704.19,116749.826 493706.876)))
0479100000000155;;Pand zonder adres;1965;Pand in gebruik;;;;;;;;;11;;MULTIPOLYGON(((115837.407 497810.371,115837.792 497807.743,115839.097 497807.935,115839.372 497806.055,115819.972 497803.212,115809.284 497801.645,115807.643 497801.405,115803.293 497800.767,115793.082 497799.271,115792.073 497799.123,115791.55 497799.046,115771.969 497796.177,115767.685 497795.549,115762.999 497794.862,115744.781 497792.192,115749.571 497759.511,115772.906 497762.931,115809.742 497768.329,115809.762 497768.194,115817.324 497769.303,115819.114 497769.565,115817.211 497782.547,115815.774 497792.351,115844.445 497796.552,115845.882 497786.748,115847.812 497773.584,115848.151 497773.634,115848.109 497773.916,115882.137 497778.902,115882.19 497778.542,115882.513 497778.589,115882.069 497781.641,115882.05 497781.79,115877.81 497810.725,115877.673 497811.659,115867.838 497810.22,115864.556 497809.74,115843.217 497806.619,115842.604 497806.529,115842.338 497806.49,115841.694 497810.985,115840.778 497810.854,115838.037 497810.461,115837.407 497810.371)))
0479100000000156;1;Rijshoutweg 8;1972;Pand in gebruik;8;1505HL;Rijshoutweg;Zaandam;8;1505HL;Rijshoutweg;Zaandam;11;1;MULTIPOLYGON(((118723.076 492988.456,118660.163 492985.687,118662.398 492932.333,118674.988 492920.753,118726.005 492923.122,118723.076 492988.456)))
0479100000000157;1;Symon Spiersweg 13;1996;Pand in gebruik;13;1506RZ;Symon Spiersweg;Zaandam;13;1506RZ;Symon Spiersweg;Zaandam;11;1;MULTIPOLYGON(((116478.576 493174.766,116473.862 493175.832,116470.69 493161.781,116480.652 493159.59,116470.370984 493114.045991,116433.791409 493122.303393,116429.433145 493102.763456,116526.972606 493080.716836,116543.948 493155.771,116489.513 493168.036,116490.438 493172.092,116481.89 493174,116481.611 493172.751,116478.289 493173.517,116478.576 493174.766)))
0479100000000158;3;Artillerieweg 27 t/m Kanonnenloods 22;1936;Pand in gebruik;27;1505SB;Kanonnenloods;Zaandam;20;1505RX;Artillerieweg;Zaandam;11;2;MULTIPOLYGON(((117122.152076 492962.08653,117132.195952 492959.868112,117129.611939 492948.035416,117136.57636 492946.518652,117133.122194 492930.738416,117143.930598 492928.235091,117143.898407 492928.0732,117143.083249 492927.512282,117142.301326 492927.68139,117141.394755 492923.489579,117145.387543 492922.628022,117146.287424 492926.724858,117145.799066 492926.832127,117146.035058 492927.906514,117168.644917 492922.928711,117186.763023 493006.160436,117144.286322 493015.406878,117139.974406 492995.598616,117129.946892 492997.807795,117122.152076 492962.08653)))
0479100000000159;1;Noorder IJ- en Zeeweg 14;1972;Pand in gebruik;14;1505HG;Noorder IJ- en Zeeweg;Zaandam;14;1505HG;Noorder IJ- en Zeeweg;Zaandam;11;1;MULTIPOLYGON(((119081.707 493542.281,119115.885480101 493553.323860527,119116.019 493553.367,119110.491 493570.478,119106.66 493569.24,119105.938234225 493571.41593048,119104.42 493575.993,119104.182 493575.916,119092.976 493572.288,119092.357 493574.201,119090.385 493573.552,119090.993 493571.654,119089.55520804 493571.193039443,119078.922 493567.784,119078.303 493569.714,119073.40353 493568.140801,119081.707 493542.281)))
0479100000000160;2;Daalderweg 20 t/m Schellingweg 9;1999;Pand in gebruik;20;1507DT;Schellingweg;Zaandam;9;1507DR;Daalderweg;Zaandam;11;2;MULTIPOLYGON(((114517.666 493565.148,114502.682 493568.442,114502.149 493566.02,114482.58 493570.318,114461.584 493474.705,114501.041 493466.044,114521.505 493559.189,114517.666 493565.148)))
0479100000000161;1;Vincent van Goghweg 42;1963;Pand in gebruik;42;1506JD;Vincent van Goghweg;Zaandam;42;1506JD;Vincent van Goghweg;Zaandam;11;1;MULTIPOLYGON(((115966.602 495882.641,115964.115 495892.863,115954.147 495890.439,115956.634 495880.217,115954.642 495879.732,115954.544 495880.14,115954.073 495880.028,115954.531 495878.109,115917.634 495869.315,115917.55 495869.666,115908.801 495867.581,115908.922 495867.072,115909.269 495867.155,115912.185 495854.92,115911.823 495854.833,115911.896 495854.524,115924.375 495857.506,115924.276 495857.917,115937.254 495861.018,115937.336 495860.677,115941.126 495861.583,115941.059 495861.864,115954.215 495865.008,115954.298 495864.662,115957.605 495865.452,115958.528 495861.588,115958.825 495861.659,115959.507 495858.805,115958.016 495858.448,115958.1 495858.096,115958.402 495858.168,115960.033 495851.341,115959.699 495851.261,115959.783 495850.913,115961.291 495851.273,115961.975 495848.411,115960.478 495848.054,115960.555 495847.729,115960.842 495847.798,115962.465 495841.006,115962.119 495840.923,115962.203 495840.572,115963.727 495840.936,115964.41 495838.077,115962.896 495837.718,115962.979 495837.365,115963.303 495837.442,115964.899 495830.662,115964.547 495830.579,115964.625 495830.247,115966.146 495830.604,115966.828 495827.704,115965.327 495827.351,115965.426 495826.932,115965.731 495827.003,115967.312 495820.283,115967.025 495820.215,115967.11 495819.854,115968.598 495820.204,115969.277 495817.317,115967.767 495816.962,115967.852 495816.602,115968.161 495816.674,115969.756 495809.897,115969.42 495809.818,115969.499 495809.48,115971.075 495809.851,115971.813 495806.869,115970.257 495806.484,115970.337 495806.16,115970.577 495806.219,115972.23 495799.537,115971.866 495799.447,115971.941 495799.145,115973.469 495799.502,115974.154 495796.572,115973.826 495796.495,115973.903 495796.166,115975.723 495796.591,115976.29 495794.166,115976.401 495794.192,115976.314 495796.738,115976.236 495797.071,115979.353 495797.799,115979.428 495797.479,115980.702 495797.777,115980.642 495798.036,115981.818 495798.311,115981.887 495798.018,115983.21 495798.327,115983.13 495798.67,115986.337 495799.419,115986.384 495799.217,115987.429 495796.798,115987.511 495796.817,115986.942 495799.254,115988.784 495799.684,115988.689 495800.093,115988.36 495800.016,115987.708 495802.806,115989.251 495803.167,115989.16 495803.558,115988.82 495803.479,115987.228 495810.218,115987.607 495810.308,115987.528 495810.642,115985.987 495810.278,115985.313 495813.136,115986.816 495813.491,115986.723 495813.883,115986.364 495813.798,115984.771 495820.541,115985.126 495820.625,115985.037 495821.002,115983.552 495820.651,115982.866 495823.555,115984.335 495823.902,115984.253 495824.247,115983.925 495824.17,115982.333 495830.913,115982.647 495830.987,115982.571 495831.31,115981.053 495830.951,115980.356 495833.9,115981.84 495834.25,115981.765 495834.571,115981.453 495834.497,115979.854 495841.268,115980.15 495841.338,115980.076 495841.651,115978.6 495841.302,115977.904 495844.249,115979.394 495844.61,115979.32 495844.915,115979.012 495844.841,115977.377 495851.588,115977.732 495851.674,115977.645 495852.032,115976.17 495851.674,115975.461 495854.598,115976.942 495854.957,115976.843 495855.365,115976.516 495855.286,115974.9 495861.955,115975.219 495862.032,115975.135 495862.381,115973.691 495862.031,115972.996 495864.901,115973.285 495864.971,115971.878 495870.777,115977.703 495872.189,115978.274 495869.831,115979.69 495870.175,115979.122 495872.52,115980.105 495872.758,115980.028 495873.077,115988.748 495875.19,115988.836 495874.827,115989.299 495874.94,115989.206 495875.324,115995.172 495876.77,115995.252 495876.428,115995.748 495876.543,115995.676 495876.854,116004.413 495878.89,116004.487 495878.572,116004.946 495878.679,116004.865 495879.027,116006.888 495879.498,116007.362 495877.502,116006.579 495877.316,116008.028 495871.2,116011.292 495871.973,116009.845 495878.085,116009.059 495877.899,116008.586 495879.894,116010.63 495880.37,116010.718 495879.99,116011.129 495880.085,116011.044 495880.447,116019.861 495882.502,116019.944 495882.147,116022.329 495882.703,116023.601 495877.247,116023.288 495877.174,116024.118 495873.611,116025.541 495873.942,116036.632 495826.606,116035.298 495826.293,116037.291 495817.788,116079.377 495827.649,116079.301 495827.97,116057.448 495822.85,116056.461 495827.062,116057.196 495827.235,116057.09 495827.688,116056.361 495827.518,116055.07 495833.028,116055.759 495833.19,116055.642 495833.687,116054.807 495833.49,116052.499 495843.295,116053.351 495843.496,116053.255 495843.905,116052.526 495843.734,116051.311 495848.897,116052.027 495849.066,116051.929 495849.481,116051.229 495849.316,116050.621 495851.899,116051.297 495852.058,116051.195 495852.489,116050.511 495852.328,116049.288 495857.519,116049.969 495857.679,116049.876 495858.072,116049.052 495857.878,116046.628 495868.171,116047.454 495868.365,116047.354 495868.792,116046.725 495868.644,116045.51 495873.805,116046.131 495873.952,116046.047 495874.312,116045.418 495874.164,116044.422 495878.392,116066.202 495883.52,116070.383 495884.507,116074.827 495885.525,116074.009 495889.096,116069.564 495888.077,116070.295 495884.89,116028.193 495874.999,116027.441 495878.168,116023.439 495895.029,116023.02 495894.93,116023.114 495894.535,115969.439 495881.796,115969.019 495883.567,115968.518 495883.448,115968.594 495883.126,115966.602 495882.641)))
0479100000000162;1;Guishof 1;1990;Pand in gebruik;1;1544TA;Guishof;Zaandijk;1;1544TA;Guishof;Zaandijk;11;1;MULTIPOLYGON(((114798.889867043 497989.334074777,114798.973859265 497988.561584383,114799.253680516 497987.651032025,114799.871000006 497986.61100001,114800.454199379 497986.031438084,114801.240491408 497985.497783214,114802.228754352 497985.097760207,114802.848999988 497984.967999905,114803.70350668 497984.954802128,114804.6774971 497985.154196411,114805.543675862 497985.552443705,114806.104000055 497985.95599994,114806.62281982 497986.452510651,114806.93816396 497986.849628177,114807.269869423 497987.398738257,114807.42300956 497987.731449655,114807.579612109 497988.176710238,114807.641962 497988.412376,114809.84 497988.19,114811.478026 498004.40626,114859.76 497999.59,114862.19 498023.47,114813.868011 498028.309112,114813.969990985 498029.319970916,114817.31 498030.81,114816.24 498033.13,114814.268022865 498032.275226641,114817.85 498067.78,114813.13 498068.261,114812.81 498069.08,114812.19 498069.65,114811.4 498069.91,114810.61 498069.81,114809.9 498069.4,114809.41 498068.76,114809.348494 498068.664252,114804.640687 498069.140705,114799.491265 498018.30012,114755.020648 498022.787686,114754.062768 498033.265922,114754.222154 498033.279919,114753.838217 498037.651735,114753.724 498037.583,114752.493665 498050.682673,114754.993168 498050.911989,114754.057657 498061.108911,114751.503384 498060.874571,114751.169327 498064.544252,114751.41 498064.511,114748.327073 498097.655629,114750.806414 498097.877486,114750.302529 498103.300654,114734.770955 498101.881252,114743.083173 498011.33015,114798.348 498005.733,114796.609006 497989.563267,114798.889867043 497989.334074777)))
0479100000000163;3;Industrieweg 6 t/m Industrieweg 6 C;1978;Pand in gebruik;6;1566JP;Industrieweg;Assendelft;6;1566JP;Industrieweg;Assendelft;11;1;MULTIPOLYGON(((112842.21 500564.94,112843.9 500563.66,112868.1 500595.21,112870.59 500593.26,112875.25 500599.42,112874.67 500599.88,112874.56 500599.77,112866.88 500605.6,112866.96 500605.73,112864.361 500607.725,112862.31 500609.3,112862.97 500610.104,112867.68 500615.84,112859.821 500622.364,112856.332 500625.259,112840.011 500638.807,112837.443 500635.709,112830.197 500641.767,112825.138 500645.951,112806.791 500623.777,112804.199 500620.783,112787.545 500600.517,112799.825 500590.307,112819.81 500573.76,112819.7 500573.61,112826.43 500568.48,112830.55 500573.93,112842.21 500564.94)))
