FID,gis_code,id__oud_,code_paustabel,gebied_uiterwaard,naam_maatregel,tranche,waterlichaam,fase,gerealiseerd,deelprogramma,jaar_van_oplevering,type_doelbereik,hoeveelheid_doelbereik,hoevlh_doelbereik_op_basis,gdb_geomattr_data,shape
rws_on_puntmaatregelen.114,YS901b4,,Y3001,Monding Oude IJssel Doesburg,Plaatsen Rivierhout,2,IJssel,Realisatie,Nee,,,RIVH,0.01,PpWw 2021,,POINT (205774.11609999835 446820.7333999984)
rws_on_puntmaatregelen.115,YS901b5,,Y3001,Monding Oude IJssel Doesburg,Plaatsen Rivierhout,2,IJssel,Realisatie,Nee,KRW2,,RIVH,0.01,Inschatting PpWw,,POINT (205789.62590000033 446839.2542000003)
rws_on_puntmaatregelen.116,YS901b6,,Y3001,Monding Oude IJssel Doesburg,Plaatsen Rivierhout,2,IJssel,Realisatie,Nee,,,RIVH,0.01,PpWw 2021,,POINT (205801.6539000012 446853.2058000006)
rws_on_puntmaatregelen.117,YS901b7,,Y3001,Monding Oude IJssel Doesburg,Plaatsen Rivierhout,2,IJssel,Realisatie,Nee,,,RIVH,0.01,PpWw,,POINT (205818.97349999845 446866.19949999824)
rws_on_puntmaatregelen.118,BW869b3,,Y3003,Klompenwaard,Rivierhout,1,"Boven-Rijn, Waal",Gereed,Ja,KRW1-SBB,2016,RIVH,0.03,Inschatting,,POINT (197915.11960000172 433157.81650000066)
rws_on_puntmaatregelen.119,BW869b4,,Y3003,Klompenwaard,Rivierhout,1,"Boven-Rijn, Waal",Gereed,Ja,KRW1-SBB,2016,RIVH,0.03,Inschatting,,POINT (197819.74769999832 433139.0581)
rws_on_puntmaatregelen.120,BW883b2,,Y3003,Lent-Nijmegen,Rivierhout,2,"Boven-Rijn, Waal",Gereed,Ja,RWS,0,RIVH,0.06,PpWw,,POINT (188401.83410000056 429878.2859000005)
rws_on_puntmaatregelen.121,BW883b3,,Y3003,Lent-Nijmegen,Rivierhout,2,"Boven-Rijn, Waal",Gereed,Ja,RWS,0,RIVH,0.02,PpWw,,POINT (186619.99289999902 430287.2281000018)
rws_on_puntmaatregelen.122,BW920a2,,Y3003,Langsdam Ophemert,Rivierhout in oevergeul achter langsdam,2,"Boven-Rijn, Waal",Gereed,Ja,RWS,2018,RIVH,0.05,Oplevering,,POINT (155702.07079999894 427725.2529999986)
rws_on_puntmaatregelen.123,BW920a3,,Y3003,Langsdam Ophemert,Rivierhout in (referentie)kribvak nabij oevergeul langsdam,2,"Boven-Rijn, Waal",Gereed,Ja,RWS,2018,RIVH,0.05,Oplevering,,POINT (155023.91319999844 427016.6656999998)
rws_on_puntmaatregelen.124,BW883b4,,Y3003,Lent-Nijmegen,Rivierhout; oude bomen,2,"Boven-Rijn, Waal",Gereed,Ja,RWS,0,RIVH,0.02,PpWw,,POINT (186961.1708999984 430087.2437000014)
rws_on_puntmaatregelen.125,BW929d2,,Y3003,Hurwenen,"Aanbrengen rivierhout; Rivierhout was ooit kwijt, maar is weer teruggevonden.",1,"Boven-Rijn, Waal",Gereed,Ja,KRW1-SBB,2015,RIVH,0.01,MIRT 3,,POINT (148852.60119999945 425426.9605999999)
rws_on_puntmaatregelen.126,BW883c,,,Nederlands-Duits Gemaal; Het Meertje,Vispassage; Bekkenpassage,Oud,"Boven-Rijn, Waal",Gereed,Ja,Overig,,VPRR,1,Inschatting,,POINT (188734.42880000174 428805.7954999991)
rws_on_puntmaatregelen.127,NL917h,,,Amerongse Bovenpolder,Vispassage,1,Nederrijn en Lek,Gereed,Ja,RWS,2015,VPRR,1,inschatting,,POINT (161221.4572999999 444380.38049999997)
rws_on_puntmaatregelen.128,NL918b,,,Amerongse Bovenpolder,De Wit Vispassage,1,Nederrijn en Lek,Gereed,Ja,KRW1-SBB,2015,VPRR,1,MIRT3,,POINT (160156.0075000003 444149.37530000135)
rws_on_puntmaatregelen.129,YS934c,Y115i,X2304-b,Voorsterbeek (Middenbeek),"De Wit vispassage Voorsterbeek. Via Uitvliet IJssel, via vissluis Gemaal Middelbeek, via bypass en via deze vispassage de Voorsterbeek op",1,IJssel,Gereed,Ja,WS (Vispassage),2014,VPRR,0.33,MIRT 4,,POINT (206581.80900000036 465896.2498999983)
rws_on_puntmaatregelen.130,YS942d,Y68,x2304-b,Schipbeek,Onderleider Schipbeek-Twentekanaal,1,IJssel,Gereed,Ja,WS (Vispassage),2014,VPRR,1,Inschatting,,POINT (231402.5610000007 468127.50780000165)
rws_on_puntmaatregelen.131,YS950c3,,Y3001,Dorperwaarden Terwolde,Rivierhout in nevengeul,1,IJssel,Gereed,Ja,KRW1-WVV,2017,RIVH,0.01,MIRT 4,,POINT (204322.35660000145 477949.59860000014)
rws_on_puntmaatregelen.132,YS950c2,,Y3001,Dorperwaarden Terwolde,Rivierhout in nevengeul,1,IJssel,Gereed,Ja,KRW1-WVV,2017,RIVH,0.01,MIRT 4,,POINT (204309.02549999952 478020.6046999991)
rws_on_puntmaatregelen.133,YS914e,,Y3001,Gelderse Toren,Rivierhout,1,IJssel,Gereed,Ja,KRW1-WVV,2017,RIVH,0.08,inschatting,,POINT (207037.4103000015 453302.444600001)
rws_on_puntmaatregelen.134,YS934d,Y115i,x2304-b,Voorsterbeek,Vispassage (cascade vistrap),1,IJssel,Gereed,Ja,WS (Vispassage),2014,VPRR,0.33,MIRT 4,,POINT (207747.35570000112 467046.60759999976)
rws_on_puntmaatregelen.135,YS982k,,,Vispassage Gemaal Antlia,Vispassage,Oud,IJssel,Gereed,Ja,,,VPRR,1,Inschatting,,POINT (198156.5824000016 502165.9567000009)
rws_on_puntmaatregelen.136,NL870b,,Y3055,Pannerdensch Kanaal-Linge; Gemaal Pannerling,"Vispassage Inlaat/Gemaal Linge
Het drijvende gemaal wordt vervangen door een permanent gemaal. Daar komt dan ook een vispassage bij.",3,Nederrijn en Lek,Planstudie,Nee,,,VPRR,1,MIRT 2,,POINT (198593.88230000064 434199.52899999917)
rws_on_puntmaatregelen.137,NL913c,,Y3055,"Tollewaard; Bontemorgen
Nederijn-Oude Rijn","Vispassage
Nog onduidelijk of dit nodig is",3,Nederrijn en Lek,Planstudie,Nee,,,VPRR,1,MIRT 2,,POINT (164356.1495999992 442348.7932000011)
rws_on_puntmaatregelen.138,BW925c2,,Y3003,Heesseltsche uiterwaarden,Rivierhout,2,"Boven-Rijn, Waal",Gereed,Ja,NURG-RWS,2017,RIVH,0.01,inschatting projectnota,,POINT (151160.75609999895 425445.41800000146)
rws_on_puntmaatregelen.139,BW925c6,,Y3003,Heesseltsche uiterwaarden,Rivierhout,2,"Boven-Rijn, Waal",Gereed,Ja,NURG-RWS,2017,RIVH,0.01,inschatting projectnota,,POINT (150848.14319999889 425851.0844999999)
rws_on_puntmaatregelen.140,BW925c1,,Y3003,Heesseltsche uiterwaarden,Rivierhout,2,"Boven-Rijn, Waal",Gereed,Ja,NURG-RWS,2017,RIVH,0.01,inschatting projectnota,,POINT (151169.8387000002 425404.34120000154)
rws_on_puntmaatregelen.141,BW925c5,,Y3003,Heesseltsche uiterwaarden,Rivierhout,2,"Boven-Rijn, Waal",Gereed,Ja,NURG-RWS,2017,RIVH,0.01,inschatting projectnota,,POINT (150982.89829999954 425717.09910000116)
rws_on_puntmaatregelen.142,BW925c4,,Y3003,Heesseltsche uiterwaarden,Rivierhout,2,"Boven-Rijn, Waal",Gereed,Ja,NURG-RWS,2017,RIVH,0.01,inschatting projectnota,,POINT (151040.36410000175 425657.50829999894)
rws_on_puntmaatregelen.143,BW925c8,,Y3003,Heesseltsche uiterwaarden,Rivierhout,2,"Boven-Rijn, Waal",Gereed,Ja,NURG-RWS,2017,RIVH,0.01,inschatting projectnota,,POINT (150743.7489 425910.96499999985)
rws_on_puntmaatregelen.144,BW925c7,,Y3003,Heesseltsche uiterwaarden,Rivierhout,2,"Boven-Rijn, Waal",Gereed,Ja,NURG-RWS,2017,RIVH,0.01,inschatting projectnota,,POINT (150825.92009999976 425864.1574999988)
rws_on_puntmaatregelen.145,NL916b,,,Elster Buitenwaarden,Plaatsing rivierhout in een geultje; één boom dwars in de geul en verder drie palenrijen met vlechtwerk van essentakken,2,Nederrijn en Lek,Realisatie,Nee,RWS & Prov. Utrecht,,RIVH,0.04,Pp Ww jan 2018,,POINT (162142.95930000022 443889.25840000063)
rws_on_puntmaatregelen.146,NL914e,,,Elster Buitenwaarden,Plaatsing rivierhout in een geultje; één boom dwars in de geul en verder drie palenrijen met vlechtwerk van essentakken,2,Nederrijn en Lek,Realisatie,Nee,RWS & Prov. Utrecht,,RIVH,0.04,PpWw jan 2018,,POINT (163540.4178000018 442943.9967)
rws_on_puntmaatregelen.147,BW892d1,,Y3003,Loenense Buitenwaarden,Plaatsing rivierhout,2,"Boven-Rijn, Waal",Gereed,Ja,KRW2,2019,RIVH,0.01,Inschatting,,POINT (180786.49909999967 432991.26099999994)
rws_on_puntmaatregelen.148,BW927a2,,Y3003,Heesseltsche Uiterwaarden; Grote geul,Aanbrengen rivierhout,2,"Boven-Rijn, Waal",Gereed,Ja,NURG-RWS,2019,RIVH,0.01,inschatting,,POINT (151359.82690000162 424982.6446999982)
rws_on_puntmaatregelen.149,,,Y3003,,Rivierhout,2,"Boven-Rijn, Waal",Gereed,Ja,,2018,RIVH,0.01,,,POINT (172312.7228000015 433624.6490000002)
rws_on_puntmaatregelen.150,,,Y3003,,Rivierhout,2,"Boven-Rijn, Waal",Gereed,Ja,,2018,RIVH,0.01,,,POINT (172369.07919999957 433650.0489999987)
rws_on_puntmaatregelen.151,,,Y3003,,Rivierhout,2,"Boven-Rijn, Waal",Gereed,Ja,,2018,RIVH,0.01,,,POINT (172733.80799999833 433690.92720000073)
rws_on_puntmaatregelen.152,,,Y3003,,Rivierhout,2,"Boven-Rijn, Waal",Gereed,Ja,,2018,RIVH,0.01,,,POINT (172747.3018000014 433710.37409999967)
rws_on_puntmaatregelen.153,,,Y3003,,Rivierhout,2,"Boven-Rijn, Waal",Gereed,Ja,,2018,RIVH,0.01,,,POINT (172759.60489999875 433722.6772999987)
rws_on_puntmaatregelen.154,BW899c,,Y3003,Afferdensche en Deestsche waarden,Rivierhout,2,"Boven-Rijn, Waal",Gereed,Ja,RWS-NURG,2018,RIVH,0.01,,,POINT (172157.8200000003 433518.08779999986)
rws_on_puntmaatregelen.155,BW927a1,,Y3003,Heesseltse Uiterwaard; Grote geul,Rivierhout,2,"Boven-Rijn, Waal",Gereed,Ja,NURG-RWS,2019,RIVH,0.01,Inschatting,,POINT (151366.5047999993 425007.3627000004)
rws_on_puntmaatregelen.156,BW927a3,,Y3003,Heesseltsche uiterwaarden; Grote geul,Rivierhout,2,"Boven-Rijn, Waal",Gereed,Ja,NURG-RWS,2019,RIVH,0.01,inschatting,,POINT (151959.7237999998 424377.4774999991)
rws_on_puntmaatregelen.157,BW927a6,,Y3003,Heeseltsche uiterwaarden; Grote geul,Rivierhout,2,"Boven-Rijn, Waal",Gereed,Ja,NURG-RWS,2019,RIVH,0.01,inschatting,,POINT (153286.96330000088 424517.82079999894)
rws_on_puntmaatregelen.158,BW927a8,,Y3003,Heesseltsche uiterwaarden; Grote geul,Rivierhout,2,"Boven-Rijn, Waal",Gereed,Ja,NURG-RWS,2019,RIVH,0.01,inschatting,,POINT (152405.22520000115 424432.0907999985)
rws_on_puntmaatregelen.159,BW892d3,,Y3003,Loenense Buitenwaarden,Rivierhout,2,"Boven-Rijn, Waal",Gereed,Ja,KRW2,2019,RIVH,0.01,inschatting,,POINT (180687.65370000154 432929.1009999998)
rws_on_puntmaatregelen.160,BW927a4,,Y3003,Heesseltsche uiterwaarden; Grote geul,Rivierhout,2,"Boven-Rijn, Waal",Gereed,Ja,NURG-RWS,2019,RIVH,0.01,inschatting,,POINT (152067.86980000138 424299.3599999994)
rws_on_puntmaatregelen.161,BW927a5,,Y3003,Heesseltsche uiterwaarden; Grote geul,Rivierhout,2,"Boven-Rijn, Waal",Gereed,Ja,NURG-RWS,2019,RIVH,0.01,inschatting,,POINT (153276.29729999974 424511.76839999855)
rws_on_puntmaatregelen.162,BW927a7,,Y3003,Heesseltsche uiterwaarden; Grote geul,Rivierhout,2,"Boven-Rijn, Waal",Gereed,Ja,NURG-RWS,2019,RIVH,0.01,inschatting,,POINT (152535.92550000176 424441.4222000018)
rws_on_puntmaatregelen.163,BW892d2,,Y3003,Loenense buitenwaarden,Rivierhout,2,"Boven-Rijn, Waal",Gereed,Ja,KRW2,2019,RIVH,0.01,inschatting,,POINT (180744.03009999916 432969.3658000007)
rws_on_puntmaatregelen.164,BW892d4,,Y3003,Loenense Buitenwaarden,Rivierhout,2,"Boven-Rijn, Waal",Gereed,Ja,KRW2,2019,RIVH,0.01,inschatting,,POINT (180690.2333999984 432912.4321999997)
rws_on_puntmaatregelen.165,BW892d5,,Y3003,Loenense Buitenwaarden,Rivierhout,2,"Boven-Rijn, Waal",Gereed,Ja,KRW2,2019,RIVH,0.01,inschatting,,POINT (181006.10170000046 432896.80420000106)
rws_on_puntmaatregelen.166,BW892d6,,Y3003,Loenense Buitenwaarden,Rivierhout,2,"Boven-Rijn, Waal",Gereed,Ja,KRW2,2019,RIVH,0.01,inschatting,,POINT (181031.1048000008 432885.09629999846)
rws_on_puntmaatregelen.167,NL924b,,,Lunenburgerwaard,Aanbrengen rivierhout (20 stuks); conform Definitief Ontwerp,2,Nederrijn en Lek,Realisatie,Nee,,,RIVH,0.2,Definitief Ontwerp,,POINT (154836.5571999997 442923.749400001)
rws_on_puntmaatregelen.168,YS924a,,Y3001,Stokebrandsweerd,Aanbrengen rivierhout,2,IJssel,Realisatie,Nee,KRW2,,RIVH,0.02,PpWw 2021,,POINT (210718.9904000014 458791.35119999945)
rws_on_puntmaatregelen.169,YS924c,,Y3001,Stokebrandsweerd,Aanbrengen rivierhout,2,IJssel,Realisatie,Nee,KRW2,,RIVH,0.02,PpWw 2021,,POINT (210846.78440000117 458792.1449000016)
rws_on_puntmaatregelen.170,YS935e,,Y3001,Ravenswaarden,Aanbrengen Rivierhout,2,IJssel,Realisatie,Nee,KRW2,,RIVH,0.01,PpWw 2021,,POINT (208359.4362999983 467193.46020000055)
rws_on_puntmaatregelen.171,YS924b,,Y3001,Stokebrandsweerd,Aanbrengen rivierhout,2,IJssel,Realisatie,Nee,KRW2,,RIVH,0.02,PpWw 2021,,POINT (210784.0780000016 458796.90740000084)
rws_on_puntmaatregelen.172,YS924d,,Y3001,Stokebrandsweerd,Aanbrengen rivierhout,2,IJssel,Realisatie,Nee,KRW2,,RIVH,0.02,PpWw 2021,,POINT (210903.93450000137 458785.7949000001)
rws_on_puntmaatregelen.173,YS935b,,Y3001,Ravenswaarden,Aanbrengen Rivierhout,2,IJssel,Realisatie,Nee,KRW2,,RIVH,0.02,PpWw 2021,,POINT (208175.28590000048 467189.0945000015)
rws_on_puntmaatregelen.174,YS935c,,Y3001,Ravenswaarden,Aanbrengen Rivierhout,2,IJssel,Realisatie,Nee,KRW2,,RIVH,0.03,PpWw 2021,,POINT (208236.80160000175 467205.7633000016)
rws_on_puntmaatregelen.175,YS935d,,Y3001,Ravenswaarden,Aanbrengen Rivierhout,2,IJssel,Realisatie,Nee,KRW2,,RIVH,0.03,PpWw 2021,,POINT (208300.69860000163 467204.9695000015)
rws_on_puntmaatregelen.176,YS949b,,Y3001,Stobbenhank,Aanbrengen Rivierhout,2,IJssel,Realisatie,Nee,KRW2,,RIVH,0.1,PpWw 2021,,POINT (204723.2602000013 477044.7111000009)
rws_on_puntmaatregelen.177,YS944b,,Y3001,Bolwerksplas,Aanbrengen Rivierhout,2,IJssel,Realisatie,Nee,KRW2,,RIVH,0.1,PpWw 2021,,POINT (207863.34149999917 473275.9785999991)
rws_on_puntmaatregelen.178,OM962b,,Y3003,Salmsteke,Rivierhout,2,Oude Maas,Realisatie,Nee,"RWS, SBB & Recreatieschap",,RIVH,0.1,Inschatting,,POINT (125707.05169999972 441651.9045000002)
rws_on_puntmaatregelen.179,NL873d,,,Loowaard; Uitvliet Kandia,Plaatsing Rivierhout; 10 eiken; exacte locatie nog niet bekend,2,Nederrijn en Lek,Realisatie,Nee,"RWS-WS
Door WRIJ",,RIVH,0.1,voortgang okt 2020,,POINT (196631.25030000135 436198.21719999984)
rws_on_puntmaatregelen.180,YS943b,,Y3001,Veenoordkolk; Teugse Kolk,Plaatsing Rivierhout,2,IJssel,Realisatie,Nee,RWS KRW2,,RIVH,0.1,PpWw 2021,,POINT (208157.00609999895 472280.24969999865)
rws_on_puntmaatregelen.181,YS946c,,Y3001,Ossenwaard,Plaatsing Rivierhout,2,IJssel,Realisatie,Nee,RWS KRW2,,RIVH,0.1,PpWw 2021,,POINT (206105.95199999958 474540.8542000018)
rws_on_puntmaatregelen.182,YS903c,,,Fraterwaard,"Een bovenstroomse verbinding tussen IJssel en Zwarte Schaar. geen echte zomerkadedoorgraving, maar ook geen echte nevengeul ",3,IJssel,Planstudie,Nee,overig,,ZOMD,1,SO juni 2021,,POINT (206826.51419999823 448275.1158000007)
