Maand,Evenement,Locatie,Soort Evm,begintijd,Eindtijd
06/07/2017,EuroChoir 2022,"op diverse plekken in de binnenstad (stadhuisbrug, stadhuisplein, domplein, neude, vredenburg, pandhof)",,,
06/07/2017,Ramblas in het Park,Julianapark,,,
06/07/2017,Platen - CD - Beurs,Vredenburg,,,
06/07/2017,Las Nueve Open Air Tango,Korte Minrebroederstraat,,,
07/07/2017,EuroChoir 2023,"op diverse plekken in de binnenstad (stadhuisbrug, stadhuisplein, domplein, neude, vredenburg, pandhof)",,,
07/07/2017,Ramblas in het Park,Julianapark,,,
07/07/2017,28e Maliebaan Festival,Maliebaan,kermis,,
08/07/2017,EuroChoir 2024,"op diverse plekken in de binnenstad (stadhuisbrug, stadhuisplein, domplein, neude, vredenburg, pandhof)",,,
08/07/2017,Ramblas in het Park,Julianapark,,,
08/07/2017,29e Maliebaan Festival,Maliebaan,kermis,,
08/07/2017,PSG Dance   ,Grasweide Papendorp,,,
08/07/2017,Dance 2 Eden Outdoor,Grasweide Papendorp,,,
09/07/2017,EuroChoir 2025,"op diverse plekken in de binnenstad (stadhuisbrug, stadhuisplein, domplein, neude, vredenburg, pandhof)",,,
09/07/2017,Ramblas in het Park,Julianapark,,,
09/07/2017,30e Maliebaan Festival,Maliebaan,kermis,,
09/07/2017,Maximapark seizoenslopen,Maximapark,,,
09/07/2017,PSG Nederlandstalig,Grasweide Papendorp,,,
09/07/2017,Braderie Piekenkermis,Nachtegaalstraat/Burge- meester Reigerstraat,,,
09/07/2017,Home Made Market,Vredenburg,,,
09/07/2017,Triathlon Utrecht,"Strijkviertelplas, bedrijventerrein Oudenrijn en Rijnenburg",,,
09/07/2017,A Lazy Sunday Afternoon,Tolsteegplantsoen   ,,,
09/07/2017,Zomerse Zondag,Castellum Hoge Woerd,,,
10/07/2017,EuroChoir 2026,"op diverse plekken in de binnenstad (stadhuisbrug, stadhuisplein, domplein, neude, vredenburg, pandhof)",,,
10/07/2017,31e Maliebaan Festival,Maliebaan,kermis,,
11/07/2017,32e Maliebaan Festival,Maliebaan,kermis,,
12/07/2017,33e Maliebaan Festival,Maliebaan,kermis,,
13/07/2017,Las Nueve Open Air Tango,Korte Minrebroederstraat,,,
14/07/2017,Fanzone EK vrouwenvoetbal 2017 Utrecht,De Neude,,,
15/07/2017,Fanzone EK vrouwenvoetbal 2017 Utrecht,De Neude,,,
16/07/2017,Fanzone EK vrouwenvoetbal 2017 Utrecht,De Neude,,,
16/07/2017,A Lazy Sunday Afternoon,Park Lepelenburg   ,,,
16/07/2017,de Streekmarkt.nl,Wilhelminapark,,,
16/07/2017,Zomerse Zondag,Castellum Hoge Woerd,,,
17/07/2017,Fanzone EK vrouwenvoetbal 2017 Utrecht,De Neude,,,
18/07/2017,Fanzone EK vrouwenvoetbal 2017 Utrecht,De Neude,,,
19/07/2017,Fanzone EK vrouwenvoetbal 2017 Utrecht,De Neude,,,
20/07/2017,Fanzone EK vrouwenvoetbal 2017 Utrecht,De Neude,,,
20/07/2017,Las Nueve Open Air Tango,Korte Minrebroederstraat,,,
21/07/2017,Fanzone EK vrouwenvoetbal 2017 Utrecht,De Neude,,,
21/07/2017,De Parade,Moreelsepark,cultureel,,
22/07/2017,Fanzone EK vrouwenvoetbal 2017 Utrecht,De Neude,sport,,
22/07/2017,De Leuke Festival,Strand Oog in Al      en/of? Voorveldse Polder,muziek,,
22/07/2017,De Parade,Moreelsepark,cultureel,,
23/07/2017,Fanzone EK vrouwenvoetbal 2017 Utrecht,De Neude,sport,,
23/07/2017,Platen - CD – Beurs,Janskerkhof,,,
23/07/2017,Swan Market,Vredenburg,markt,,
23/07/2017,Zomerse Zondag,Castellum Hoge Woerd,,,
23/07/2017,De Parade,Moreelsepark,cultureel,,
24/07/2017,Fanzone EK vrouwenvoetbal 2017 Utrecht,De Neude,sport,,
24/07/2017,De Parade,Moreelsepark,cultureel,,
25/07/2017,Fanzone EK vrouwenvoetbal 2017 Utrecht,De Neude,sport,,
25/07/2017,De Parade,Moreelsepark,cultureel,,
26/07/2017,Fanzone EK vrouwenvoetbal 2017 Utrecht,De Neude,sport,,
26/07/2017,De Parade,Moreelsepark,cultureel,,
27/07/2017,Las Nueve Open Air Tango,Korte Minrebroederstraat,cultureel,,
27/07/2017,De Parade,Moreelsepark,cultureel,,
28/07/2017,De Parade,Moreelsepark,cultureel,,
29/07/2017,De Parade,Moreelsepark,cultureel,,
30/07/2017,A Lazy Sunday Afternoon,Castellum Hoge Woerd ,cultureel,,
30/07/2017,De Parade,Moreelsepark,cultureel,,
31/07/2017,De Parade,Moreelsepark,cultureel,,
Augustus,,,,,
01/08/2017,De Parade,Moreelsepark,cultureel,,
02/08/2017,De Parade,Moreelsepark,cultureel,,
03/08/2017,De Parade,Moreelsepark,cultureel,,
03/08/2017,Las Nueve Open Air Tango,Korte Minrebroederstraat,cultureel,,
04/08/2017,De Parade,Moreelsepark,cultureel,,
05/08/2017,De Parade,Moreelsepark,cultureel,,
05/08/2017,Summer Fantasyland,Haarijnseplas,,,
05/08/2017,Platen - CD - Beurs,Mariaplaats,markt,,
06/08/2017,De Parade,Moreelsepark,cultureel,,
06/08/2017,de Streekmarkt.nl,Domplein,markt,,
06/08/2017,Zomerse Zondag,Castellum Hoge Woerd,,,
10/08/2017,Platen - CD - Beurs,Vredenburg,,,
10/08/2017,Las Nueve Open Air Tango,Korte Minrebroederstraat,,,
11/08/2017,KinderVakantieWeek de Meern,Mauritspark te de Meern,,,
12/08/2017,KinderVakantieWeek de Meern,Mauritspark te de Meern,,,
13/08/2017,KinderVakantieWeek de Meern,Mauritspark te de Meern,,,
13/08/2017,Chilldag voor de uit-week,Wilhelminapark,muziek,13:00 tot 22:00,
13/08/2017,A Lazy Sunday Afternoon,Tolsteegplantsoen   ,,,
13/08/2017,Zomerse Zondag,Castellum Hoge Woerd,,,
13/08/2017,Uit Barbecue Veritas,Schoolpleintje bij Kromme Nieuwegracht van de Vrije School Utrecht,,,
13/08/2017,Home Made Market,Vredenburg,,,
14/08/2017,KinderVakantieWeek de Meern,Mauritspark te de Meern,,,
14/08/2017,Utrechtse Introductie Tijd,"Vredenburg, Neude, Lepelenburg, Wilhelminapark, University College Utrecht, Griftpark, Mariaplaats, Domplein, Korte Minrebroederstraat, Maliebaan, Uithof, Botanische Tuinen, Janskerkhof, Park Transwijk, Oudegracht",,,
14/08/2017,UIT-Verenigingen,"Lucas Bolwerk, Janskerkhof, Drift, Hieronymusplantsoen, Lepelenburg",,,
14/08/2017,Kindervakantieweek Vleuten – Haarzuilens,Grasveld aan de Hindersteinlaan in Vleuten,,,
14/08/2017,UIT week 2017,Janskerkhof,,,
15/08/2017,KinderVakantieWeek de Meern,Mauritspark te de Meern,,,
15/08/2017,Utrechtse Introductie Tijd,"Vredenburg, Neude, Lepelenburg, Wilhelminapark, University College Utrecht, Griftpark, Mariaplaats, Domplein, Korte Minrebroederstraat, Maliebaan, Uithof, Botanische Tuinen, Janskerkhof, Park Transwijk, Oudegracht",,,
15/08/2017,UIT-Verenigingen,"Lucas Bolwerk, Janskerkhof, Drift, Hieronymusplantsoen, Lepelenburg",,,
15/08/2017,Kindervakantieweek Vleuten – Haarzuilens,Grasveld aan de Hindersteinlaan in Vleuten,,,
15/08/2017,UIT week 2018,Janskerkhof,,,
16/08/2017,KinderVakantieWeek de Meern,Mauritspark te de Meern,,,
16/08/2017,Utrechtse Introductie Tijd,"Vredenburg, Neude, Lepelenburg, Wilhelminapark, University College Utrecht, Griftpark, Mariaplaats, Domplein, Korte Minrebroederstraat, Maliebaan, Uithof, Botanische Tuinen, Janskerkhof, Park Transwijk, Oudegracht",,,
16/08/2017,UIT-Verenigingen,"Lucas Bolwerk, Janskerkhof, Drift, Hieronymusplantsoen, Lepelenburg",,,
16/08/2017,Kindervakantieweek Vleuten – Haarzuilens,Grasveld aan de Hindersteinlaan in Vleuten,,,
16/08/2017,UIT week 2019,Janskerkhof,,,
17/08/2017,KinderVakantieWeek de Meern,Mauritspark te de Meern,,,
17/08/2017,Utrechtse Introductie Tijd,"Vredenburg, Neude, Lepelenburg, Wilhelminapark, University College Utrecht, Griftpark, Mariaplaats, Domplein, Korte Minrebroederstraat, Maliebaan, Uithof, Botanische Tuinen, Janskerkhof, Park Transwijk, Oudegracht",,,
17/08/2017,UIT-Verenigingen,"Lucas Bolwerk, Janskerkhof, Drift, Hieronymusplantsoen, Lepelenburg",,,
17/08/2017,Kindervakantieweek Vleuten – Haarzuilens,Grasveld aan de Hindersteinlaan in Vleuten,,,
17/08/2017,UIT week 2020,Janskerkhof,,,
17/08/2017,Las Nueve Open Air Tango,Korte Minrebroederstraat,,,
18/08/2017,KinderVakantieWeek de Meern,Mauritspark te de Meern,,,
18/08/2017,UIT-Verenigingen,"Lucas Bolwerk, Janskerkhof, Drift, Hieronymusplantsoen, Lepelenburg",,,
18/08/2017,Kindervakantieweek Vleuten – Haarzuilens,Grasveld aan de Hindersteinlaan in Vleuten,,,
18/08/2017,UIT week 2021,Janskerkhof,,,
19/08/2017,KinderVakantieWeek de Meern,Mauritspark te de Meern,,,
20/08/2017,Platen - CD – Beurs,Janskerkhof,,,
20/08/2017,A Lazy Sunday Afternoon,Park Lepelenburg   ,,,
20/08/2017,A Lazy Sunday Afternoon,Castellum Hoge Woerd ,,,
24/08/2017,Las Nueve Open Air Tango,Korte Minrebroederstraat,,,
25/08/2017,Weissbeach,Korte Minrebroederstraat,,,
25/08/2017,Strand Festivals Utrecht,Haarrijnseplas Utrecht,,,
26/08/2017,Leuk dat je thuis bent feest,Park Oog in Al,,,
26/08/2017,Weissbeach,Korte Minrebroederstraat,,,
26/08/2017,Strand Festivals Utrecht,Haarrijnseplas Utrecht,,,
26/08/2017,Ronde van Midden Nederland,Utrecht Business Park Papendorp,sport,9:00 tot 20:00,
26/08/2017,Braderie Vleuten,Centrum te Vleuten,markt,,
27/08/2017,Leidsche Rijnfestival,Castellum Hoge Woerd,,,
27/08/2017,Weissbeach,Korte Minrebroederstraat,,,
27/08/2017,Strand Festivals Utrecht,Haarrijnseplas Utrecht,,,
27/08/2017,Ronde van Midden Nederland,Utrecht Business Park Papendorp,sport,9:00 tot 20:00,
27/08/2017,Rock-en countrymuziekdag,Muziektent De Klanksteen in Tolsteegplantsoen,,,
31/08/2017,Las Nueve Open Air Tango,Korte Minrebroederstraat,,,
September,,,,,
01/09/2017,Festival Dorst,Griftpark,,,
02/09/2017,Lief festival,Strijkviertel,,,
02/09/2017,Braderie ASW (marbo),Amsterdamsestraatweg,,,
02/09/2017,Festival Dorst,Griftpark,,,
02/09/2017,Festival Dorst,Griftpark,,,
02/09/2017,Platen - CD - Beurs,Mariaplaats,,,
02/09/2017,The Color Run™ & Flowing Lights,"Haarrijnseplas, het Lint",,,
03/09/2017,The Color Run™ & Flowing Lights,"Haarrijnseplas, het Lint",,,
03/09/2017,de Streekmarkt.nl,Mariaplaats,,,
03/09/2017,Uitfeest 2017,Castellum Hoge Woerd,,,
03/09/2017,Urban Culture Run Utrecht,Binnenstad,,,
03/09/2017,de Run for KiKa Estafette,Botanische Tuinen,,,
03/09/2017,CZ- Uitfeest,"Neude, Korte Minrebroederstraat, Schoutenstraat, Stadhuisbrug, Domplein, Mariaplaats, Vredenburg, Vismarkt, Janskerkhof, Lucas Bolwerk, Lepelenburg, Lange Nieuwstraat ",,,
07/09/2017,Las Nueve Open Air Tango,Korte Minrebroederstraat,,,
09/09/2017,Open Monumentendag,Div locaties binnenstad,,,
09/09/2017,Happening Hoograven,Tolsteegplantsoen,,,
09/09/2017,Open Monumentendag,Castellum Hoge Woerd,,,
09/09/2017,Smeerboel Festival,Grasweide Papendorp,,,
10/09/2017,Open Monumentendag,Castellum Hoge Woerd,,,
10/09/2017,A Lazy Sunday Afternoon,Castellum Hoge Woerd ,,,
10/09/2017,A Lazy Sunday Afternoon,Tolsteegplantsoen   ,,,
10/09/2017,Braderie Admiraal helfrichlaan,Admiraal Helfrichlaan,,,
10/09/2017,Home Made Market,Vredenburg,,,
14/09/2017,Las Nueve Open Air Tango,Korte Minrebroederstraat,,,
16/09/2017,IBB-Fest,Ina Boudier Bakkerlaan,,,
16/09/2017,Het KadeFestival,Ooster- en Westerkade,,,
16/09/2017,Braderie Plantage,Plantage,,,
16/09/2017,X-Groove Festival,Maximapark,,,
17/09/2017,de Streekmarkt.nl,Wilhelminapark,,,
17/09/2017,Platen - CD – Beurs,Janskerkhof,,,
17/09/2017,X-Groove Festival,Maximapark,,,
17/09/2017,A Lazy Sunday Afternoon,Park Lepelenburg   ,,,
19/09/2017,Urban Chase,"Neude als start/finish en overige pleinen, parken Utrecht",,,
20/09/2017,Nederlands Film Festival,"Neude, bioscopen, Stadsschouwburg, Cinemec, TivoliVredenburg",,,
21/09/2017,Nederlands Film Festival,"Neude, bioscopen, Stadsschouwburg, Cinemec, TivoliVredenburg",,,
21/09/2017,Las Nueve Open Air Tango,Korte Minrebroederstraat,,,
22/09/2017,Nederlands Film Festival,"Neude, bioscopen, Stadsschouwburg, Cinemec, TivoliVredenburg",,,
23/09/2017,Nederlands Film Festival,"Neude, bioscopen, Stadsschouwburg, Cinemec, TivoliVredenburg",,,
23/09/2017,Ark Festival,"WKC Kanaleneiland, parkeerplaats",,,
23/09/2017,Themaweek UN Oogstfeest,Castellum Hoge Woerd,,,
24/09/2017,Nederlands Film Festival,"Neude, bioscopen, Stadsschouwburg, Cinemec, TivoliVredenburg",,,
24/09/2017,Themaweek UN Oogstfeest,Castellum Hoge Woerd,,,
24/09/2017,Swan Market,Vredenburg,,,
24/09/2017,Muzikale Burendag,Muziektent De Klanksteen in Tolsteegplantsoen,,,
25/09/2017,Nederlands Film Festival,"Neude, bioscopen, Stadsschouwburg, Cinemec, TivoliVredenburg",,,
26/09/2017,Nederlands Film Festival,"Neude, bioscopen, Stadsschouwburg, Cinemec, TivoliVredenburg",,,
27/09/2017,Nederlands Film Festival,"Neude, bioscopen, Stadsschouwburg, Cinemec, TivoliVredenburg",,,
28/09/2017,Nederlands Film Festival,"Neude, bioscopen, Stadsschouwburg, Cinemec, TivoliVredenburg",,,
29/09/2017,Nederlands Film Festival,"Neude, bioscopen, Stadsschouwburg, Cinemec, TivoliVredenburg",,,
29/09/2017,Magic Circus,Beethovenplein,,,
29/09/2017,Herfstfeest,Korte Minrebroederstraat,,,
30/09/2017,Magic Circus,Beethovenplein,,,
29/10/2017,Halloween Kermis Leidscherijn,Berlijnplein (groenstrook bij CineMac),,,
29/10/2017,Tiroler Oktober Festijn Vleuten,Dorpsplein te Vleuten,,,
30/10/2017,Halloween Kermis Leidscherijn,Berlijnplein (groenstrook bij CineMac),,,
31/10/2017,Halloween Kermis Leidscherijn,Berlijnplein (groenstrook bij CineMac),,,
03/10/2017,Magic Circus,Wielingenplein,,,
04/10/2017,Magic Circus,Wielingenplein,,,
06/10/2017,Magic Circus,Wilhelminapark,,,
07/10/2017,Kortebaandraverij Maliebaandag,Maliebaan,,,
07/10/2017,Platen - CD - Beurs,Mariaplaats,,,
07/10/2017,Duurzame Week Utrecht,Domplein,,,
07/10/2017,Magic Circus,Wilhelminapark,,,
08/10/2017,Duurzame Week Utrecht,Domplein,,,
08/10/2017,Magic Circus,Wilhelminapark,,,
08/10/2017,Maximapark seizoenslopen,Maximapark,,,
08/10/2017,Braderie Marco Polo,Marco Pololaan,,,
08/10/2017,Home Made Market,Vredenburg,,,
09/10/2017,Duurzame Week Utrecht,Domplein,,,
10/10/2017,Duurzame Week Utrecht,Domplein,,,
10/10/2017,Magic Circus,NS Station Terwijde,,,
11/10/2017,Duurzame Week Utrecht,Domplein,,,
11/10/2017,Magic Circus,NS Station Terwijde,,,
12/10/2017,Duurzame Week Utrecht,Domplein,,,
12/10/2017,Magic Circus,NS Station Terwijde,,,
13/10/2017,Duurzame Week Utrecht,Domplein,,,
13/10/2017,Bockbierfestival,Tolsteegbarriere,,,
13/10/2017,Oktober Bierfestival,Domplein ,,,
13/10/2017,Nationale Archeologiedagen,Castellum Hoge Woerd,,,
13/10/2017,Bokkentocht,Korte Minrebroederstraat,,,
13/10/2017,Magic Circus,NS Station Terwijde,,,
14/10/2017,Duurzame Week Utrecht,Domplein,,,
14/10/2017,Bockbierfestival,Tolsteegbarriere,,,
14/10/2017,Oktober Bierfestival,Domplein ,,,
14/10/2017,Nationale Archeologiedagen,Castellum Hoge Woerd,,,
14/10/2017,Bokkentocht,Korte Minrebroederstraat,,,
14/10/2017,Magic Circus,NS Station Terwijde,,,
15/10/2017,Bockbierfestival,Tolsteegbarriere,,,
15/10/2017,Oktober Bierfestival,Domplein ,,,
15/10/2017,Nationale Archeologiedagen,Castellum Hoge Woerd,,,
15/10/2017,Bokkentocht,Korte Minrebroederstraat,,,
15/10/2017,Maliebaanloop,"Maliebaan, Museumlaan, Emmalaan, Wilhelminapark",,,
15/10/2017,CZ- Alles Kids,"Domplein, Vredenburg, Korte Minrebroederstraat, Stadhuisbrug, Mariaplaats",,,
15/10/2017,Magic Circus,NS Station Terwijde,,,
21/10/2017,Braderie Marshalllaan,Marshalllaan,,,
22/10/2017,HaarrijnTrailrun,Haarrijnseplas en Haarzuilen,,,
22/10/2017,Platen - CD – Beurs,Janskerkhof,,,
22/10/2017,Braderie Lombok (marbo),Kanaalstraat,,,
25/10/2017,Halloween Kermis Leidscherijn,Berlijnplein (groenstrook bij CineMac),kermis,,
26/10/2017,Halloween Kermis Leidscherijn,Berlijnplein (groenstrook bij CineMac),kermis,,
27/10/2017,Halloween Kermis Leidscherijn,Berlijnplein (groenstrook bij CineMac),kermis,,
28/10/2017,Halloween Kermis Leidscherijn,Berlijnplein (groenstrook bij CineMac),kermis,,
28/10/2017,Nacht van de Nacht,Castellum Hoge Woerd,,,
28/10/2017,Thunderdome XXV,Jaarbeurs Utrecht,muziek,,
29/10/2017,Halloween Kermis Leidscherijn,Berlijnplein (groenstrook bij CineMac),kermis,,
29/10/2017,Tiroler Oktober Festijn Vleuten,Dorpsplein te Vleuten,muziek,,
30/10/2017,Halloween Kermis Leidscherijn,Berlijnplein (groenstrook bij CineMac),kermis,,
31/10/2017,Halloween Kermis Leidscherijn,Berlijnplein (groenstrook bij CineMac),kermis,,
November,,,,,
09/12/2016,Le Guess Who,Binnenstad,,,
04/11/2017,Sint Maarten Parade,Domplein en route door binnenstad,,,
04/11/2017,Sint Maartensmarkt,"Stadhuisbrug, Stadhuisplein, Vismarkt, Ganzenmarkt",,,
04/11/2017,Braderie Vasco da Gama,Vasco da Gamalaan,,,
05/11/2017,de Streekmarkt.nl,Mariaplaats,,,
09/11/2017,Platen - CD - Beurs,Vredenburg,,,
10/11/2017,Le Guess Who,Binnenstad,,,
11/11/2017,Le Bazarre,Neude,,,
11/11/2017,Sint Maarten- lampionnenoptocht,"Start op Herderplein en eindigend op Kerkplein Handelstraat. Route: Herderplein, Dickenslaan, V. Hugoplantsoen, E. Meijsterlaan,Petrarcalaan, Racinelaan, Goethelaan, Schubertstraat, Beethovenplein,Handelstraat",,,
11/11/2017,Le Guess Who,Binnenstad,,,
12/11/2017,Sinterklaas Centrum,Binnenstad Utrecht,,,
12/11/2017,Le Guess Who,Binnenstad,,,
17/11/2017,Smartlappenfestival,Korte Minrebroederstraat,,,
18/11/2017,Smartlappenfestival,Korte Minrebroederstraat,,,
18/11/2017,Sinterklaas Zuilen?,Parkeerplaats bij winkelcentrum Rokade,,,
18/11/2017,Sinterklaas Hoograven,"Briljantlaan, Jutfaseweg",,,
19/11/2017,Smartlappenfestival,Korte Minrebroederstraat,,,
25/11/2017,Sinterklaas Oog in Al,"Start op Kanaalweg. Route:  Shakespearelaan, E. Meijsterlaan, Mozartlaan, Beethovenlaan, Beethovenplein, Händelstraat, Petrarcalaan, Corneillelaan, Goethelaan, Racinelaan, Dantelaan.",,,
26/11/2017,Sinterklaasfestival,"het Ledig Erf en Twijnstraat, Stadshuisbrug en Korte Minrebroederstraat,   Mariaplaats",,,
December,,,,,
03/12/2017,de Streekmarkt.nl,Mariaplaats,,,
08/12/2016,December Winterbier festival,Domplein,,,
09/12/2016,December Winterbier festival,Domplein,,,
10/12/2016,December Winterbier festival,Domplein,,,
08/12/2017,Fonteyn Festival,Janskerkhof,,,
09/12/2017,Fonteyn Festival,Janskerkhof,,,
10/12/2017,Fonteyn Festival,Janskerkhof,,,
15/12/2017,Kerstbal,Berlijnplein,,,
16/12/2017,Kerst in het Julianapark,Julianapark,,,
17/12/2017,Kerst in het Julianapark,Julianapark,,,
24/12/2017,Winterwende,Castellum Hoge Woerd,,,
31/12/2017,Soenda NYE,Werkspoorkathedraal,,,
01/01/2018,Soenda NYE,Werkspoorkathedraal,,,
