Ministerie;Handelsnaam;5000 - Vervoer en verblijfkosten overig;5110 - Verblijf extern;5210 - Wagenpark;Eindtotaal
FIN;Mercure Den Haag Central;;1;;1
FIN;Mobility Centre Holland Rental B.V.;;;1;1
FIN;Monsterevents;;1;;1
FIN;Motel Hengelo B.V.;;1;;1
FIN;Motorcross Aad;;;1;1
FIN;Motostore Barendrecht B.V.;;;1;1
FIN;Motrac Intern Transport B.V.;;;3;3
FIN;Munckhof Taxi B.V.;;;3;3
FIN;Museum Catering B.V.;;1;;1
FIN;Museum Catering Den Haag B.V.;;1;;1
FIN;Museumkwartier B.V.;;1;;1
FIN;N.B.C. Exploitatie B.V.;;2;;2
FIN;N.V. Luchthaven Schiphol;;1;;1
FIN;Naamplatenindustrie Vlug;;;1;1
FIN;Nefkens Oost;;;1;1
FIN;New Babylon Meeting Center;;1;;1
FIN;New Babylon Meeting Center B.V.;;1;;1
FIN;NH Den Haag;;1;;1
FIN;NH Grand Hotel Krasnapolsky;;1;;1
FIN;Nhow Amsterdam B.V.;;2;;2
FIN;nhow Rotterdam;;1;;1
FIN;Nieuw Atlantis B.V.;;1;;1
FIN;Novotel Den Haag World Forum;;1;;1
FIN;Obba Lounge Restaurant B.V.;;1;;1
FIN;Oliecentrale Nederland;;;1;1
FIN;Olijfje;;1;;1
FIN;Oostduinhaghe Hotel B.V.;;2;;2
FIN;Oriëntal Green House;;1;;1
FIN;P1 Parking Hooghuis B.V.;1;;2;2
FIN;Paardenveld Vastgoed B.V.;;;2;2
FIN;Pafralex Photography;;1;;1
FIN;Pageshuis B.V.;;1;;1
FIN;ParkeerService;;;1;1
FIN;PARKHOTEL;;1;;1
FIN;Parkhotel Den Haag;;1;;1
FIN;Park-line B.V.;;;3;3
FIN;Patch Marketing B.V.;1;;;1
FIN;Pathe Theatres B.V.;;1;;1
FIN;Paviljoen Sterrebos B.V.;;1;;1
FIN;PEERDESTAL DE RESTAURANT;;1;;1
FIN;PEKELAHOF RESTAURANT;;1;;1
FIN;Performa Uitgeverij B.V.;;1;;1
FIN;Picasso Restaurant;;1;;1
FIN;Pier 32;;1;;1
FIN;PLEIN 10A BV;;1;;1
FIN;Plein 9 A B.V.;;1;;1
FIN;Pop-up Fun B.V.;;1;;1
FIN;Postwagen Tolbert B.V.;;1;;1
FIN;POTIJK AUTOBEKLEDING BV;;;1;1
FIN;POTJANDORIE RESTAURANT;;1;;1
FIN;Preston Palace B.V.;;1;;1
FIN;Profile Janssen;1;;;1
FIN;Profile Tyrecenter Stehouwer Waddinxveen;;;1;1
FIN;Prorest Catering B.V.;;1;;1
FIN;PULCHRI STUDIO;;1;;1
FIN;Q-Park Beheer B.V.;;;1;1
FIN;R.S. Autocleaning B.V.;;;1;1
FIN;Regardz Business Center;;1;;1
FIN;Regus Amsterdam B.V.;;1;;1
FIN;Reinaerde Studio 10;;1;;1
FIN;Restaurant & Brasserie Groen;;1;;1
FIN;Restaurant 3 Zussen;;1;;1
FIN;Restaurant A1 Deventer B.V.;;1;;1
FIN;Restaurant Aan tafel;;1;;1
FIN;Restaurant Achter de Poorte;;1;;1
FIN;Restaurant Barlucca;;1;;1
FIN;Restaurant Bickers a/d Werf;;1;;1
FIN;Restaurant Bowling Venray;;1;;1
FIN;Restaurant Brasserie Christoffel;;1;;1
FIN;Restaurant Catalunia;;1;;1
FIN;Restaurant Corfu;;1;;1
FIN;Restaurant De Basiliek B.V.;;1;;1
FIN;Restaurant de Beyerd;;1;;1
FIN;Restaurant De Hef;;1;;1
FIN;Restaurant De Klomp B.V.;;1;;1
FIN;Restaurant De Lindehof;;1;;1
FIN;Restaurant de Olijfboom;;1;;1
FIN;Restaurant De Smoezer V.O.F.;;1;;1
FIN;Restaurant De Spitsheuvel V.O.F.;;1;;1
FIN;Restaurant De Stadstuin;;1;;1
FIN;Restaurant de Thornsche Molen;;1;;1
FIN;Restaurant De Voorkamer;;1;;1
FIN;Restaurant De Werelt;;1;;1
FIN;Restaurant Deckers Venlo;;1;;1
FIN;Restaurant Dimples;;1;;1
FIN;Restaurant Diyar;;1;;1
FIN;Restaurant Falstaff;;1;;1
FIN;Restaurant Fouquet;;1;;1
FIN;Restaurant Fox;;1;;1
FIN;Restaurant Fussia;;1;;1
FIN;Restaurant Gaziantep Altinsis Golde;;1;;1
FIN;Restaurant Giornale;;1;;1
FIN;Restaurant Granada;;1;;1
FIN;Restaurant Groeskamp B.V.;;1;;1
FIN;Restaurant 'Hendrickje Stoffels';;1;;1
FIN;Restaurant Het Dijkhuis;;1;;1
FIN;Restaurant Het Spinnewiel;;1;;1
FIN;Restaurant Ida B.V.;;1;;1
FIN;Restaurant Jess;;1;;1
FIN;Restaurant Konnichi Wa;;1;;1
FIN;Restaurant La Fontaine;;1;;1
FIN;Restaurant La Griotte;;1;;1
FIN;Restaurant Lanterna;;1;;1
FIN;Restaurant Lasanie;;1;;1
FIN;Restaurant Loof;;1;;1
FIN;Restaurant Malakka;;1;;1
FIN;Restaurant Malkenschoten;;1;;1
FIN;Restaurant Mezza Luna;;1;;1
FIN;Restaurant Naga;;1;;1
FIN;Restaurant OKAY;;1;;1
FIN;RESTAURANT OKER;;1;;1
FIN;Restaurant Orchidee V.O.F.;;1;;1
FIN;Restaurant Pardon;;1;;1
FIN;Restaurant Parkzicht;;1;;1
FIN;Restaurant pizzaria Santa Maria;;1;;1
FIN;Restaurant Poppe Apeldoorn B.V.;;1;;1
FIN;Restaurant Poppe Zwolle;;1;;1
FIN;Restaurant Post;;1;;1
FIN;Restaurant Recht;;1;;1
FIN;Restaurant Rijnmozaik;;1;;1
FIN;Restaurant Saffier;;1;;1
FIN;Restaurant Sizzles;;1;;1
FIN;Restaurant St. Servaas v.o.f. (J. P;;1;;1
FIN;Restaurant Stones;;1;;1
FIN;Restaurant 't Roerpotje;;1;;1
FIN;Restaurant 't Stokpaardje;;1;;1
FIN;Restaurant 't Zusje;;1;;1
FIN;Restaurant Toledo;;1;;1
FIN;Restaurant Topkapi Scheveningen;;1;;1
FIN;Restaurant Trix;;1;;1
FIN;Restaurant Vineum;;1;;1
FIN;Restaurant Wiesen;;1;;1
FIN;Rmm Mobiele Truck Cleaning Service;;;1;1
FIN;Robo Gascentrale B.V.;;;2;2
FIN;Roca-Sec Contractonderwijs B.V.;;1;;1
FIN;ROELOFS FIETSSPECIAALZAAK;1;;;1
FIN;Rosarium Wokrestaurant Westbroekpark;;1;;1
FIN;Roti Restaurant Pretoria V.O.F.;;1;;1
FIN;Rotterdam Airport B.V.;;;2;2
FIN;Rozee B.V.;;1;;1
FIN;RuimTeUtrecht B.V.;;1;;1
FIN;S.B.I. Zonheuvel B.V.;;2;;2
FIN;Samaya B.V.;;1;;1
FIN;Sancy Tres B.V.;;1;;1
FIN;Schiphol Nederland B.V.;;;5;5
FIN;Schouwburg en Congrescentrum Orpheus N.V.;;5;;5
FIN;Sea Palace Restaurant B.V.;;1;;1
FIN;Smit Reizen;;;2;2
FIN;SOAB;;1;;1
FIN;Sodexo Altys B.V.;;1;;1
FIN;SOFRA BALKAN RESTAURANT;;1;;1
FIN;Sol Y Sombra;;1;;1
FIN;SOOLancelot;;1;;1
FIN;Spaces Rode Olifant B.V.;;1;;1
FIN;Stadion Feijenoord N.V.;;1;;1
FIN;Stairway To Heaven B.V.;;1;;1
FIN;Staten-Hotel;;1;;1
FIN;Stg. Centr. voor Arbeidsverhoud. Overh.pers.;;1;;1
FIN;Stg. ProDemos - Huis voor dem. en rechtsstaat;;1;;1
FIN;Stichting Academy Hotel Curacao;;1;;1
FIN;Stichting Bedrijfsverzamelgebouw;;1;;1
FIN;Stichting Beheer Synagoge;;1;;1
FIN;STICHTING CAOP;;2;;2
FIN;Stichting CODA;;1;;1
FIN;Stichting De Kargadoor;;1;;1
FIN;Stichting de Koninklijke Schouwburg;;2;;2
FIN;Stichting Doarpshus Lekkum;;1;;1
FIN;Stichting Dominicanenklooster Zwoll;;1;;1
FIN;Stichting Drakenburg;;1;;1
FIN;Stichting Erfgoedhuis Zuid-Holland;;1;;1
FIN;Stichting Hotel Overleg Groningen;;1;;1
FIN;Stichting Koninklijke Nederlandse Jaarbeurs;;2;;2
FIN;Stichting Wereldmuseum Rotterdam;;1;;1
FIN;Still Intern Transport B.V.;;;2;2
FIN;Strandrestaurant De Dam;;1;;1
FIN;Strandrestaurant Nederzandt;;1;;1
FIN;Strandrestaurant werelds;;1;;1
FIN;STRANDWEG 9 BV;;1;;1
FIN;STRAVINSKY HOTEL RESTAURANT;;1;;1
FIN;Stuur Auto Verhuur;;;1;1
FIN;Sumo Amsterdam 4 B.V.;;1;;1
FIN;Sumo asian sushi & grill restaurant;;1;;1
FIN;Syncasso;;1;;1
FIN;Taxi Select;;;1;1
FIN;Taxibedrijf Van de Pol B.V.;;;1;1
FIN;Taxibedrijf Van der Wijst;;;6;6
FIN;Tennant N.V.;;;1;1
FIN;The Hangar B.V.;;1;;1
FIN;The Pool Holding B.V.;;1;;1
FIN;Theater Hotel Almelo;;1;;1
FIN;Theaterhotel De Oranjerie B.V.;;2;;2
FIN;Thon Hotel Rotterdam;;1;;1
FIN;Tilkema Horeca B.V.;;1;;1
FIN;Tower Leisure B.V.;;1;;1
FIN;Travelcard Nederland B.V.;;;2;2
FIN;Truck & Trailer Service Holten;;;1;1
FIN;Truckwash Bodegraven B.V.;;;1;1
FIN;Trumpi;;;1;1
FIN;Turks Restaurant Lades;;1;;1
FIN;TWEE PROVINCIEN DE RESTAURANT BV;;1;;1
FIN;Tyrilo B.V.;;1;;1
FIN;Uitgeverij Kerckebosch B.V.;;1;;1
FIN;Usine Eindhoven B.V.;;1;;1
FIN;Utrechtse Taxi Centrale (U.T.C.) B.V.;;;1;1
FIN;V.d. Valk Hotel Apeldoorn de Cantharel B.V.;;2;;2
FIN;V.O.F. Kropholler;;;1;1
FIN;V.O.F. RestaurantTollius';;1;;1
FIN;Vakantiepark Eigen Wijze;;1;;1
FIN;Vakgarage Gommans en de Wit;;;1;1
FIN;Van Aemstel Produkties B.V.;;1;;1
FIN;Van der Valk Hotel Almere;;1;;1
FIN;Van der Valk Hotel Den Haag B.V.;;1;;1
FIN;Van der Valk Hotel Drachten;;1;;1
FIN;Van der Valk Hotel Eindhoven;;1;;1
FIN;Van der Valk Hotel Emmen B.V.;;1;;1
FIN;Van der Valk Hotel Heerlen;;1;;1
FIN;Van der Valk Hotel Houten B.V.;;1;;1
FIN;Van der Valk Hotel Middelburg B.V.;;1;;1
FIN;Van der Valk Hotel Nijmegen-Lent;;1;;1
FIN;Van der Valk Hotel Restaurant Design B.V.;;1;;1
FIN;Van der Valk Hotels B.V.;;1;;1
FIN;Van der Valk Maastricht B.V.;;1;;1
FIN;Van Leeuwen Oliehandel B.V.;;;1;1
FIN;Van Leeuwen Oplaad;;;1;1
FIN;Van Leeuwen Truckservice B.V.;;;1;1
FIN;van Mossel Bedrijfswagencentrum Tilburg B.V.;;;1;1
FIN;Van Mossel Leasing B.V.;;;1;1
FIN;Van Os Kantoorinstallaties Apeldoorn;;1;;1
FIN;Van Woerden Tweewielers;1;;;1
FIN;Vergader@Home;;1;;1
FIN;Villa Nova Hotel Restaurant;;1;;1
FIN;Visrestaurant Las Palmas B.V.;;1;;1
FIN;Visrestaurant 't Gemeentehuis;;1;;1
FIN;Wagenborg Passagiersdiensten B.V.;;;1;1
FIN;Walrus Leeuwarden B.V.;;1;;1
FIN;Watapana Pastry & Catering;;1;;1
FIN;Wereld restaurant Wereld Geluk;;1;;1
FIN;Wereldrestaurant Breed B.V.;;1;;1
FIN;Wereldrestaurant Dara;;1;;1
FIN;WestCord Hotel De Veluwe;;5;;5
FIN;WILHELMINA;;1;;1
FIN;Wissenkerke;;1;;1
FIN;Witte Ballons B.V.;;1;;1
FIN;Wittebrug bedrijfswagens;;;1;1
FIN;Wok Chinees Restaurant Idol's B.V.;;1;;1
FIN;Wok Sprengenhorst B.V.;;1;;1
FIN;Wok Wamelink B.V.;;1;;1
FIN;Wokrestaurant Chassé Hof;;1;;1
FIN;Wokrestaurant China Garden;;1;;1
FIN;Woudschoten Conferentiecentrum B.V.;;2;;2
FIN;Zaalverhuur7;;1;;1
FIN;Zalencentrum Wieleman;;1;;1
FIN;ZiuZ Holding B.V.;;1;;1
FIN;Zushi & Zo B.V.;;1;;1
FIN;Zwagers;;1;;1
FIN;ZWARTE WATER MOTEL;;1;;1
I & M;!GO voor mensenwerk;;1;;1
I & M;4Meetings & Events;;2;;2
I & M;7AM B.V.;;1;;1
I & M;7AM Den Haag B.V.;;1;;1
I & M;A12 Van der Valk Hotel Veenendaal B.V.;;1;;1
I & M;Aaaaha! The Actor Factory B.V.;;1;;1
I & M;AAAFRESH123;;1;;1
I & M;Academie voor Organisatiecultuur;;1;;1
I & M;Accanto B.V.;;1;;1
I & M;Achtienhonderdeenenvijftig (1851) B.V.;;1;;1
I & M;Add Excitement B.V.;;2;;2
I & M;Adviesbureau Kusters B.V.;;;1;1
I & M;Aebi Schmidt Nederland B.V.;;;8;8
I & M;Air Products Nederland B.V.;2;;;2
I & M;Alcredis Finance B.V.;;;2;2
I & M;Alexander Hotel B.V.;;1;;1
I & M;Allround Automotive Equipment B.V.;;;1;1
I & M;Alphatron Marine B.V.;2;;1;2
I & M;Amadore Wellness Hotel de Kamperduinen B.V.;;2;;2
I & M;Amaze Escape Events;;1;;1
I & M;Amazing Bread Company B.V.;;1;;1
I & M;Ankersmid Process B.V.;1;;;1
I & M;Anoniem 122;;1;;1
I & M;Anoniem 269;1;;;1
I & M;Anoniem 347;;;1;1
I & M;Anoniem 468;2;;;2
I & M;Anoniem 488;;1;;1
I & M;Anoniem 560;;1;;1
I & M;Anoniem 592;;;1;1
I & M;Anoniem 644;;;1;1
I & M;Anoniem 657;;1;;1
I & M;Anoniem 748;1;;;1
I & M;Anoniem 797;;1;;1
I & M;Antje van de Statie B.V.;;1;;1
I & M;Antoniahoeve;;1;;1
I & M;Antropia B.V.;;1;;1
I & M;AOB Diensten B.V.;;1;;1
I & M;Aparthotel Delden;;1;;1
I & M;Apotheek Kuijlman C.V.;1;;;1
I & M;Aristo Eindhoven B.V.;;1;;1
I & M;Aristo Utrecht B.V.;;1;;1
I & M;Arnage Horeca B.V.;;1;;1
I & M;Art Centre Delft;;2;;2
I & M;Artikraak;;1;;1
I & M;Arupa B.V.;;1;;1
I & M;Athlon Car Lease Rental Services B.V.;;;1;1
I & M;Atlantic Hotel Exploitatie B.V.;;1;;1
I & M;Augusta Vastgoed Holding B.V.;;1;;1
I & M;Auto Quik;;;1;1
I & M;Autobedrijf R.H. Postema en Zn.;;;1;1
I & M;AutomotiveNL B.V.;;1;;1
I & M;B&S Autoaanpassing Uitgeest;;;1;1
I & M;B.V. 'Esbi';1;;;1
I & M;B.V. Perscentrum Nieuwspoort;;1;;1
I & M;B.V. Rederij G. Doeksen en Zonen;1;;;1
I & M;B.V. Scheepswerf Maaskant;7;;7;8
I & M;B.V. Technisch Bureau Uittenbogaart;2;;;2
I & M;BAM Bouw en Techniek B.V.;;;2;2
I & M;Bar Le Duc;;1;;1
I & M;Bas van der Pol IJmuiden B.V.;2;;;2
I & M;Bastion Hotel Leiden B.V.;;1;;1
I & M;Bastion Hotel Terbregseplein B.V.;;2;;2
I & M;Bastion Hotel Utrecht B.V.;;1;;1
I & M;Bastion Hotelgroep B.V.;;1;;1
I & M;BBright Support;;1;;1
I & M;BCN B.V.;;1;;1
I & M;Bek & Verburg B.V.;2;;;2
I & M;Bek & Verburg Den Helder B.V.;1;;;1
I & M;Berlage meet and workspace B.V.;;1;;1
I & M;Besseling Travel B.V.;;;1;1
I & M;Beurs van Berlage C.V.;;2;;2
I & M;Beweeggeluk;;1;;1
I & M;Biesbosch Museum;;1;;1
I & M;Bilderberg Europa Hotel Scheveningen;;1;;1
I & M;Bilderberg Grand Hotel Wientjes;;1;;1
I & M;Bilderberg Hotel Wolfheze;;1;;1
I & M;Bilderberg Parkhotel Rotterdam;;1;;1
I & M;Biosolve B.V.;;;1;1
I & M;Blansjaar Beheer B.V.;;;1;1
I & M;Bluekens Truck en Bus B.V.;;;1;1
I & M;Bluesail;;1;;1
I & M;BMW Den Haag B.V.;;;1;1
I & M;Boerderij De Middenhof Nieuwegein;;1;;1
I & M;Boerderij 't Dommeltje;;1;;1
I & M;Bommel;;1;;1
I & M;Boom B.V.;;;1;1
I & M;Bosch en Slabbers Den Haag B.V.;;1;;1
I & M;Boutique Hotel Quartier du Port;;1;;1
I & M;Bouwinvest Dutch Institutional Office Fund NV;;1;;1
I & M;Bovenkamers;;1;;1
I & M;Brabanthallen;;1;;1
I & M;Brimos Techniek B.V.;;;2;2
I & M;Broesder Advies & Ondersteuning;1;;;1
I & M;BSA Schaderegeling B.V.;;;2;2
I & M;BTN B.V.;;;1;1
I & M;Bubbles and Blessings B.V.;;1;;1
I & M;Budget Rent a Car;;;1;1
I & M;Buena Vista Beach Club B.V.;;1;;1
I & M;Buitengoed Uylenburg B.V.;;1;;1
I & M;Bunkerstation 'Delta' Stolk & Berends B.V.;1;;4;4
I & M;Bureau Veritas Marine Nederland B.V.;4;;;4
I & M;C.I.V. Lauwerszee Harlingen B.V.;1;;;1
I & M;C.I.V. Lauwerszee Lauwersoog B.V.;1;;;1
I & M;C.I.V. Lauwerszee Technische Dienst B.V.;1;;;1
I & M;Cafe Blossom;;1;;1
I & M;Café Restaurant Land- en Zeezicht;;1;;1
I & M;Café XO Haarlem B.V.;;1;;1
I & M;Café-Restaurant 'Het Wapen van Beckum' B.V.;;1;;1
I & M;Café-Restaurant Nieuw Land B.V.;;1;;1
I & M;Carlton Beach Club;;2;;2
I & M;Carve Beheer B.V.;;1;;1
I & M;Catering Oud London B.V.;;1;;1
I & M;Cateringbedrijf De Smaeck;;1;;1
I & M;CB - Bouw & Beheer;;;1;1
I & M;Centre for Generative Leadership B.V.;;1;;1
I & M;Centrum Quadraat;;1;;1
I & M;Charissa's Lavanderia;1;;;1
I & M;China Great Hotel Management B.V.;;1;;1
I & M;Citylife B.V.;;1;;1
I & M;Colex;3;;;3
I & M;Compass Group Nederland B.V.;;1;;1
I & M;Conferentiehotel Guldenberg;;1;;1
I & M;Conferentiehotel Landgoed Rhederoord B.V.;;1;;1
I & M;Conrad Electronic Benelux B.V.;;;1;1
I & M;Coolblue B.V.;;;1;1
I & M;Cools Bekledingen;;;1;1
I & M;Coöp. In- en Verkoopver. 'Den Oever' UA;1;;;1
I & M;Coöperatieve Ver. van Vletterl.-Werkzaamh. WA;1;;;1
I & M;C-pro B.V.;;;1;1
I & M;Crowne Plaza Hotel Maastricht;;1;;1
I & M;CZAV;;;1;1
I & M;Dalstra-(FSZ) B.V.;;1;;1
I & M;Dam25 Exploitatie B.V.;;1;;1
I & M;Damen Shipyards Den Helder B.V.;7;;7;7
I & M;Datema Watersport B.V.;3;;;3
I & M;Datema-Delfzijl B.V.;1;;;1
I & M;De Baak Administratie;;1;;1
I & M;De Baak B.V.;;1;;1
I & M;De Baak Noordwijk B.V.;;1;;1
I & M;De Bazar B.V.;;1;;1
I & M;De Bergse Bossen;;1;;1
I & M;de Bibliotheek aan de Vliet;;1;;1
I & M;De Boerinn B.V.;;1;;1
I & M;De Brasserij Partycentrum;;1;;1
I & M;De Griffel V.O.F.;;1;;1
I & M;De Haas Maassluis B.V.;7;;7;7
I & M;De Hoorneboeg B.V.;;1;;1
I & M;De Horeca Academie Zakelijk B.V.;;1;;1
I & M;De Kabouterhut B.V.;;1;;1
I & M;De Kantine;;1;;1
I & M;De Kloveniersdoelen B.V.;;1;;1
I & M;De Koperen Tuin B.V.;;1;;1
I & M;De Kwartiermeesters;;1;;1
I & M;De Landgoederij B.V.;;1;;1
I & M;De Latijnse School;;1;;1
I & M;De Lekkernij Utrecht B.V.;;1;;1
I & M;de Lindenhof;;1;;1
I & M;De Poort van Kleef Utrecht B.V.;;1;;1
I & M;De Rotterdam B.V.;;1;;1
I & M;De Schildkamp Beheer B.V.;;1;;1
I & M;De Smockelaer B.V.;;1;;1
I & M;De Utrechtse Watertoren B.V.;;1;;1
I & M;De Veldkeuken;;1;;1
I & M;De Verandercentrale B.V.;;1;;1
I & M;De Winkel van Sinkel B.V.;;1;;1
I & M;De Zeetoren;;1;;1
I & M;De Zeeuw Facilitator Productions;;1;;1
I & M;De Zilveren Vosch B.V.;;1;;1
I & M;De Zoete Inval B.V.;;;1;1
I & M;De Zon;;1;;1
I & M;DeeCee Exploitatie B.V.;;1;;1
I & M;Dekker en Stam B.V.;;;3;3
I & M;Delflandhoeve;;1;;1
I & M;Den Bosch Evenementen B.V.;;1;;1
I & M;Den Haag Evenementen B.V.;;2;;2
I & M;Destil;3;;;3
I & M;Diesel Repair Stellendam B.V.;1;;;1
I & M;Diner Thuis;;1;;1
I & M;DMG Holding IJmuiden B.V.;2;;;2
I & M;DMG Holland B.V.;1;;;1
I & M;Dnn Verhuur;;1;;1
I & M;Doenederland.nl B.V.;;1;;1
I & M;Domstad Evenementen B.V.;;1;;1
I & M;Down Under Horecaexploitatie B.V.;;1;;1
I & M;Drijvend Paviljoen;;1;;1
I & M;Eden Den Haag Hotel Exploitatie I B.V.;;2;;2
I & M;Eden Oranje Hotel B.V.;;1;;1
I & M;Eetcafe De Fabriek;;1;;1
I & M;Eetcafé Het Gesprek;;1;;1
I & M;Eethuys- Café 'De Generaal';;1;;1
I & M;Eet-Villa Van den Brink;;1;;1
I & M;EHM Hotel Lelystad B.V.;;1;;1
I & M;Eiland van Maurik B.V.;;;1;1
I & M;Elektrikon B.V.;1;;;1
I & M;Engels Conference Center B.V.;;2;;2
I & M;Esther-Louise Luytjes Facilities;;1;;1
I & M;Evert Koning B.V.;2;;;2
I & M;Exide Technologies B.V.;;;1;1
I & M;Experian Nederland B.V.;;;1;1
I & M;Expert Bredaseweg;;;1;1
I & M;Expl. horecagelegenheden van TT Circuit Assen;;1;;1
I & M;F. Tullemans B.V.;;;2;2
I & M;Fa. P.H. Walinga;2;;;2
I & M;Facint B.V.;;1;;1
I & M;FDman B.V.;2;;;2
I & M;Figi;;1;;1
I & M;Filtersystemen Nederland B.V.;4;;;4
I & M;Firma J. Veenma;;;1;1
I & M;First Service Business Events;;1;;1
I & M;Fitland Suytkade B.V.;;1;;1
I & M;Fletcher Badhotel Callantsoog;;1;;1
I & M;Fletcher Hotel Restaurant Amsterdam;;1;;1
I & M;Fletcher Hotel Restaurant 's-Hertogenbosch;;1;;1
I & M;Fletcher Hotel-Restaurant Heiloo;;1;;1
I & M;Flexcentraal B.V.;;1;;1
I & M;ForwardInBusiness;;1;;1
I & M;Frisse Blikken ondernemen met talent B.V.;;1;;1
I & M;Galerie Sanaa;;1;;1
I & M;Galerij De Hamer;;1;;1
I & M;Garagebedrijf Markerink B.V.;2;;;2
I & M;Gasterie de Knip;;1;;1
I & M;Gastheeren Bedrijfscatering;;1;;1
I & M;Gasthuis B.V.;;1;;1
I & M;Gebr. Van Duijvenbode en Zonen;2;;;2
I & M;Geco - verhuur - verkoop - service;;;1;1
I & M;Gejoma;1;;;1
I & M;Geo B.V.;4;;7;7
I & M;geWoonboot V.O.F.;;1;;1
I & M;Golden Tulip Hotel Central;;1;;1
I & M;GrachtenAtelier;;1;;1
I & M;Grand Café Arnhems Meisje;;1;;1
I & M;Grand Cafe Bras. Rest. De Verdraagzaamheid;;1;;1
I & M;Grand Café De Bosbaan B.V.;;1;;1
I & M;Grand Hôtel Amrâth Kurhaus B.V.;;2;;2
I & M;Grand Hotel De l'Empereur;;1;;1
I & M;Grizzly B.V.;;2;;2
I & M;Groenendael Philips Management Train. Centre;;1;;1
I & M;Haarhuis Vastgoed B.V.;;1;;1
I & M;HACH;;;2;2
I & M;Hajé Holding B.V.;;1;;1
I & M;HALYard Survey B.V.;2;;;2
I & M;Handelmaatschappij Maritiem B.V.;4;;;4
I & M;Handels- en Ingenieursbur. Bakker & Co. B.V.;;;1;1
I & M;Handelsonderneming LKV B.V.;;;1;1
I & M;Hangar01 B.V.;;1;;1
I & M;Hannessa B.V.;;;1;1
I & M;Hans Kreuning B.V.;;3;;3
I & M;Havenbedrijf IJmuiden;1;;;1
I & M;Havenbedrijf Rotterdam N.V.;;1;;1
I & M;HEAT Hoofddorp B.V.;;1;;1
I & M;Herberg Vlietzigt;;1;;1
I & M;Hermans Marine B.V.;1;;;1
I & M;Hespo;;;1;1
I & M;Het Keringhuis;;1;;1
I & M;Het Muntgebouw-Utrecht B.V.;;1;;1
I & M;Het Ruiterhuys B.V.;;1;;1
I & M;HG Exploitatie B.V.;;1;;1
I & M;Highmark Geldrop B.V.;;1;;1
I & M;Hobart Nederland B.V.;1;;;1
I & M;Hoek Maritiem Elektrotechniek;2;;;2
I & M;Hoeve Kromwijk;;1;;1
I & M;Hogeschool der Kunsten Den Haag;;1;;1
I & M;Hogeschool Domstad Facilitaire Zaken B.V.;;1;;1
I & M;Holding Beheermaatschappij Ropeni B.V.;;1;;1
I & M;Holding Steijn YE B.V.;1;;;1
I & M;Hollandse Telecommunicatie Maatschappij;;;1;1
I & M;Horeca Exploitatie Maatschappij Zalmhuis B.V.;;1;;1
I & M;Hot.expl.mij. Jaarbeurspln. Utrecht B.V.;;1;;1
I & M;Hotel ARA B.V.;;1;;1
I & M;Hotel Contact B.V.;1;6;;6
I & M;Hotel De Bilderberg;;1;;1
I & M;Hotel De Plataan B.V.;;1;;1
I & M;Hotel Duinzicht;;1;;1
I & M;Hotel Exploitatie Kerckebosch B.V.;;1;;1
I & M;Hotel Exploitatiemaatschappij Chagall B.V.;;1;;1
I & M;Hotel Leusden B.V.;;1;;1
I & M;Hotel Media Park Hilversum B.V.;;1;;1
I & M;Hotel New York B.V.;;1;;1
I & M;Hotel Noordsee Ameland B.V.;;1;;1
I & M;Hotel Oepkes-de Schoener B.V.;;1;;1
I & M;Hotel Papendal;;1;;1
I & M;Hotel Post Plaza B.V.;;1;;1
I & M;Hotel Restaurant de Beurs Hoofddorp B.V.;;1;;1
I & M;Hotel Rotterdam-Blijdorp B.V.;;1;;1
I & M;Hotel Valkenswaard B.V.;;1;;1
I & M;Hotel Vianen B.V.;;1;;1
I & M;Hotel Zaanstad B.V.;;1;;1
I & M;Hotel Zwartewater B.V.;;1;;1
I & M;Hotel/Restaurant Anna Casparii;;1;;1
I & M;Hotel-Café-Restaurant De Biltsche Hoek;;1;;1
I & M;Hotel-Café-Restaurant 'West-End' Expl. B.V.;;1;;1
I & M;Hotel-Café-Restaurant 'Zeezicht';;1;;1
I & M;Hotel-Café-Restaurant 'Zwolle' B.V.;;1;;1
I & M;Huijsmans Service Center B.V.;;;1;1
I & M;Huize Bergen B.V.;;1;;1
I & M;Huize Molenaar B.V.;;2;;2
I & M;Hutten Business Catering B.V.;;1;;1
I & M;IBG Advies;;1;;1
I & M;Igluu B.V.;;1;;1
I & M;IJmuiden Stores Holland B.V.;3;;;3
I & M;In De Ruimte;;1;;1
I & M;Inalise B.V.;2;;;2
I & M;Initial B.V.;2;;;2
I & M;Inn Events Company B.V.;;2;;2
I & M;Innovatiekracht B.V.;;1;;1
I & M;Inntel Hotels Rotterdam Centre;;2;;2
I & M;Instock Amsterdam;;1;;1
I & M;Internet New Business Concepts B.V.;;1;;1
I & M;Intersafe Groeneveld B.V.;1;;;1
I & M;Ipanema;;1;;1
I & M;Ipenoord V.O.F.;;1;;1
I & M;Jaarbeurs B.V.;;2;;2
I & M;Jaarbeurs Catering Services B.V.;;2;;2
I & M;Jac. den Dulk en Zonen B.V.;1;;;1
I & M;Jachthaven Hindeloopen B.V.;1;;1;1
I & M;Jungheinrich Nederland B.V.;1;;;1
I & M;Kapellerput Conferentiecentrum;;2;;2
I & M;Kasteel de Vanenburg B.V.;;1;;1
