FID,ZOEK_POSTCODE,ZOEK_ADRES,X,Y,STRAAT,HUISNUMMER,HUISLETTER,HUIS_TOEVOEGING,POSTCODE,WOONPLAATS,WIJ_NAAM,WEBSITE,GEOM
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2a95,"9741EG, 24",Abeelstraat 24 9741EG Groningen,232950,583483,Abeelstraat,24,,,9741EG,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (232950 583483)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2a96,"9741EC, 25",Abeelstraat 25 9741EC Groningen,232968,583463,Abeelstraat,25,,,9741EC,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (232968 583463)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2a97,"9741EG, 26",Abeelstraat 26 9741EG Groningen,233039,583512,Abeelstraat,26,,,9741EG,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233039 583512)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2a98,"9741EC, 27",Abeelstraat 27 9741EC Groningen,232974,583465,Abeelstraat,27,,,9741EC,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (232974 583465)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2a99,"9741EG, 28",Abeelstraat 28 9741EG Groningen,233037,583518,Abeelstraat,28,,,9741EG,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233037 583518)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2a9a,"9741EC, 29",Abeelstraat 29 9741EC Groningen,232979,583467,Abeelstraat,29,,,9741EC,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (232979 583467)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2a9b,"9741EC, 3",Abeelstraat 3 9741EC Groningen,232907,583444,Abeelstraat,3,,,9741EC,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (232907 583444)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2a9c,"9741EG, 30",Abeelstraat 30 9741EG Groningen,233035,583524,Abeelstraat,30,,,9741EG,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233035 583524)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2a9d,"9741EC, 31",Abeelstraat 31 9741EC Groningen,232985,583469,Abeelstraat,31,,,9741EC,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (232985 583469)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2a9e,"9741EG, 32",Abeelstraat 32 9741EG Groningen,233033,583530,Abeelstraat,32,,,9741EG,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233033 583530)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2a9f,"9741EC, 33",Abeelstraat 33 9741EC Groningen,232990,583471,Abeelstraat,33,,,9741EC,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (232990 583471)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2aa0,"9741EG, 34",Abeelstraat 34 9741EG Groningen,233031,583535,Abeelstraat,34,,,9741EG,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233031 583535)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2aa1,"9741EG, 36",Abeelstraat 36 9741EG Groningen,233029,583541,Abeelstraat,36,,,9741EG,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233029 583541)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2aa2,"9741ED, 37",Abeelstraat 37 9741ED Groningen,233100,583485,Abeelstraat,37,,,9741ED,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233100 583485)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2aa3,"9741EG, 38",Abeelstraat 38 9741EG Groningen,233070,583523,Abeelstraat,38,,,9741EG,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233070 583523)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2aa4,"9741ED, 39",Abeelstraat 39 9741ED Groningen,233104,583487,Abeelstraat,39,,,9741ED,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233104 583487)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2aa5,"9741EG, 4",Abeelstraat 4 9741EG Groningen,232925,583481,Abeelstraat,4,,,9741EG,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (232925 583481)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2aa6,"9741EG, 40",Abeelstraat 40 9741EG Groningen,233068,583528,Abeelstraat,40,,,9741EG,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233068 583528)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2aa7,"9741ED, 41",Abeelstraat 41 9741ED Groningen,233109,583489,Abeelstraat,41,,,9741ED,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233109 583489)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2aa8,"9741EG, 42",Abeelstraat 42 9741EG Groningen,233066,583534,Abeelstraat,42,,,9741EG,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233066 583534)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2aa9,"9741ED, 43",Abeelstraat 43 9741ED Groningen,233114,583490,Abeelstraat,43,,,9741ED,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233114 583490)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2aaa,"9741EG, 44",Abeelstraat 44 9741EG Groningen,233064,583540,Abeelstraat,44,,,9741EG,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233064 583540)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2aab,"9741ED, 45",Abeelstraat 45 9741ED Groningen,233119,583492,Abeelstraat,45,,,9741ED,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233119 583492)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2aac,"9741EG, 46",Abeelstraat 46 9741EG Groningen,233062,583546,Abeelstraat,46,,,9741EG,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233062 583546)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2aad,"9741ED, 47",Abeelstraat 47 9741ED Groningen,233123,583493,Abeelstraat,47,,,9741ED,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233123 583493)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2aae,"9741EG, 48",Abeelstraat 48 9741EG Groningen,233060,583551,Abeelstraat,48,,,9741EG,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233060 583551)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2aaf,"9741ED, 49",Abeelstraat 49 9741ED Groningen,233128,583495,Abeelstraat,49,,,9741ED,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233128 583495)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2ab0,"9741EC, 5",Abeelstraat 5 9741EC Groningen,232913,583445,Abeelstraat,5,,,9741EC,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (232913 583445)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2ab1,"9741ED, 51",Abeelstraat 51 9741ED Groningen,233133,583496,Abeelstraat,51,,,9741ED,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233133 583496)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2ab2,"9741ED, 53",Abeelstraat 53 9741ED Groningen,233122,583519,Abeelstraat,53,,,9741ED,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233122 583519)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2ab3,"9741ED, 55",Abeelstraat 55 9741ED Groningen,233123,583516,Abeelstraat,55,,,9741ED,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233123 583516)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2ab4,"9741ED, 57",Abeelstraat 57 9741ED Groningen,233123,583513,Abeelstraat,57,,,9741ED,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233123 583513)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2ab5,"9741ED, 59",Abeelstraat 59 9741ED Groningen,233124,583510,Abeelstraat,59,,,9741ED,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233124 583510)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2ab6,"9741EG, 6",Abeelstraat 6 9741EG Groningen,232923,583487,Abeelstraat,6,,,9741EG,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (232923 583487)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2ab7,"9741ED, 61",Abeelstraat 61 9741ED Groningen,233125,583518,Abeelstraat,61,,,9741ED,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233125 583518)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2ab8,"9741ED, 63",Abeelstraat 63 9741ED Groningen,233126,583515,Abeelstraat,63,,,9741ED,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233126 583515)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2ab9,"9741ED, 65",Abeelstraat 65 9741ED Groningen,233127,583512,Abeelstraat,65,,,9741ED,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233127 583512)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2aba,"9741EE, 67",Abeelstraat 67 9741EE Groningen,233117,583535,Abeelstraat,67,,,9741EE,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233117 583535)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2abb,"9741EE, 69",Abeelstraat 69 9741EE Groningen,233118,583531,Abeelstraat,69,,,9741EE,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233118 583531)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2abc,"9741EC, 7",Abeelstraat 7 9741EC Groningen,232918,583447,Abeelstraat,7,,,9741EC,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (232918 583447)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2abd,"9741EE, 71",Abeelstraat 71 9741EE Groningen,233119,583528,Abeelstraat,71,,,9741EE,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233119 583528)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2abe,"9741EE, 73",Abeelstraat 73 9741EE Groningen,233120,583526,Abeelstraat,73,,,9741EE,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233120 583526)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2abf,"9741EE, 75",Abeelstraat 75 9741EE Groningen,233120,583534,Abeelstraat,75,,,9741EE,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233120 583534)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2ac0,"9741EE, 77",Abeelstraat 77 9741EE Groningen,233121,583531,Abeelstraat,77,,,9741EE,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233121 583531)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2ac1,"9741EE, 79",Abeelstraat 79 9741EE Groningen,233122,583528,Abeelstraat,79,,,9741EE,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233122 583528)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2ac2,"9741EG, 8",Abeelstraat 8 9741EG Groningen,232921,583492,Abeelstraat,8,,,9741EG,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (232921 583492)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2ac3,"9741EE, 81",Abeelstraat 81 9741EE Groningen,233112,583550,Abeelstraat,81,,,9741EE,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233112 583550)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2ac4,"9741EE, 83",Abeelstraat 83 9741EE Groningen,233112,583547,Abeelstraat,83,,,9741EE,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233112 583547)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2ac5,"9741EE, 85",Abeelstraat 85 9741EE Groningen,233114,583544,Abeelstraat,85,,,9741EE,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233114 583544)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2ac6,"9741EE, 87",Abeelstraat 87 9741EE Groningen,233114,583541,Abeelstraat,87,,,9741EE,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233114 583541)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2ac7,"9741EE, 89",Abeelstraat 89 9741EE Groningen,233115,583549,Abeelstraat,89,,,9741EE,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233115 583549)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2ac8,"9741EC, 9",Abeelstraat 9 9741EC Groningen,232924,583449,Abeelstraat,9,,,9741EC,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (232924 583449)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2ac9,"9741EE, 91",Abeelstraat 91 9741EE Groningen,233115,583546,Abeelstraat,91,,,9741EE,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233115 583546)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2aca,"9741EE, 93",Abeelstraat 93 9741EE Groningen,233116,583543,Abeelstraat,93,,,9741EE,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233116 583543)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2acb,"9741EE, 95",Abeelstraat 95 9741EE Groningen,233106,583567,Abeelstraat,95,,,9741EE,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233106 583567)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2acc,"9741EE, 97",Abeelstraat 97 9741EE Groningen,233107,583563,Abeelstraat,97,,,9741EE,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233107 583563)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2acd,"9741EE, 99",Abeelstraat 99 9741EE Groningen,233108,583559,Abeelstraat,99,,,9741EE,Groningen,WIJ Selwerd,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-selwerd-paddepoel"" target=""_blank"">Website WIJ Selwerd</A>",POINT (233108 583559)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2ace,"9726EK, 1",Abel Tasmanplein 1 9726EK Groningen,232783,581391,Abel Tasmanplein,1,,,9726EK,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232783 581391)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2acf,"9726EM, 10",Abel Tasmanplein 10 9726EM Groningen,232815,581443,Abel Tasmanplein,10,,,9726EM,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232815 581443)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2ad0,"9726ER, 100",Abel Tasmanplein 100 9726ER Groningen,232834,581388,Abel Tasmanplein,100,,,9726ER,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232834 581388)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2ad1,"9726ER, 102",Abel Tasmanplein 102 9726ER Groningen,232835,581387,Abel Tasmanplein,102,,,9726ER,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232835 581387)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2ad2,"9726ER, 104",Abel Tasmanplein 104 9726ER Groningen,232838,581383,Abel Tasmanplein,104,,,9726ER,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232838 581383)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2ad3,"9726ER, 106",Abel Tasmanplein 106 9726ER Groningen,232839,581382,Abel Tasmanplein,106,,,9726ER,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232839 581382)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2ad4,"9726ER, 108",Abel Tasmanplein 108 9726ER Groningen,232842,581379,Abel Tasmanplein,108,,,9726ER,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232842 581379)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2ad5,"9726EK, 11",Abel Tasmanplein 11 9726EK Groningen,232811,581362,Abel Tasmanplein,11,,,9726EK,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232811 581362)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2ad6,"9726ER, 110",Abel Tasmanplein 110 9726ER Groningen,232843,581378,Abel Tasmanplein,110,,,9726ER,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232843 581378)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2ad7,"9726ER, 112",Abel Tasmanplein 112 9726ER Groningen,232846,581375,Abel Tasmanplein,112,,,9726ER,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232846 581375)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2ad8,"9726ER, 118",Abel Tasmanplein 118 9726ER Groningen,232850,581371,Abel Tasmanplein,118,,,9726ER,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232850 581371)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2ad9,"9726EK, 11a",Abel Tasmanplein 11a 9726EK Groningen,232813,581360,Abel Tasmanplein,11,a,,9726EK,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232813 581360)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2ada,"9726EK, 11b",Abel Tasmanplein 11b 9726EK Groningen,232815,581359,Abel Tasmanplein,11,b,,9726EK,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232815 581359)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2adb,"9726EM, 12",Abel Tasmanplein 12 9726EM Groningen,232817,581448,Abel Tasmanplein,12,,,9726EM,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232817 581448)
BAG_zoekpostcode_WIJ_wijken.fid-214b96d3_1861f3a11df_2adc,"9726ER, 120",Abel Tasmanplein 120 9726ER Groningen,232853,581369,Abel Tasmanplein,120,,,9726ER,Groningen,WIJ Rivierenbuurt,"<A HREF=""https://wij.groningen.nl/wij-in-de-wijk/wij-oosterpoort-rivierenbuurt"" target=""_blank"">Website WIJ Rivierenbuurt</A>",POINT (232853 581369)
