BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENUMMER;GEMEENTENAAM;POSTCODE LEERLING;PLAATSNAAM LEERLING;GEMEENTENUMMER LEERLING;GEMEENTENAAM LEERLING;LEER- OF VERBLIJFSJAAR 1;LEER- OF VERBLIJFSJAAR 2;LEER- OF VERBLIJFSJAAR 3;LEER- OF VERBLIJFSJAAR 4;LEER- OF VERBLIJFSJAAR 5;LEER- OF VERBLIJFSJAAR 6;TOTAAL
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9765;PATERSWOLDE;1730;Tynaarlo;5;5;4;3;3;0;20
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9766;EELDERWOLDE;1730;Tynaarlo;18;17;15;13;11;2;76
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9771;SAUWERD;1966;Het Hogeland;1;0;0;1;0;0;2
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9781;BEDUM;1966;Het Hogeland;0;1;0;0;3;3;7
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9785;ZUIDWOLDE GN;1966;Het Hogeland;0;0;0;0;1;0;1
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9791;TEN BOER;0014;Groningen;0;0;1;1;7;1;10
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9792;TEN POST;0014;Groningen;0;0;1;0;1;0;2
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9801;ZUIDHORN;1969;Westerkwartier;20;11;17;22;23;8;101
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9804;NOORDHORN;1969;Westerkwartier;4;2;1;2;1;0;10
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9805;BRILTIL;1969;Westerkwartier;0;1;1;2;2;0;6
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9821;OLDEKERK;1969;Westerkwartier;0;1;0;0;0;0;1
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9822;NIEKERK WESTERKWARTIER;1969;Westerkwartier;0;1;0;0;0;0;1
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9828;OOSTWOLD WESTERKWARTIER;1969;Westerkwartier;0;1;2;1;1;0;5
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9831;ADUARD;1969;Westerkwartier;3;4;3;10;1;2;23
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9832;DEN HORN;1969;Westerkwartier;1;1;0;1;3;1;7
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9833;DEN HAM GN;1969;Westerkwartier;0;1;2;1;1;0;5
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9843;GRIJPSKERK;1969;Westerkwartier;1;0;0;2;3;2;8
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9861;GROOTEGAST;1969;Westerkwartier;0;0;0;0;0;1;1
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9863;DOEZUM;1969;Westerkwartier;0;0;0;0;0;1;1
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9866;LUTJEGAST;1969;Westerkwartier;0;0;2;1;0;0;3
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9881;KOMMERZIJL;1969;Westerkwartier;0;0;0;1;0;0;1
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9883;OLDEHOVE;1969;Westerkwartier;2;2;0;1;1;0;6
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9885;LAUWERZIJL;1969;Westerkwartier;1;0;0;0;0;0;1
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9891;EZINGE;1969;Westerkwartier;1;2;2;3;1;1;10
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9892;FEERWERD;1969;Westerkwartier;1;0;1;1;1;0;4
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9893;GARNWERD;1969;Westerkwartier;0;0;0;1;0;0;1
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9919;LOPPERSUM;1979;Eemsdelta;0;1;0;1;1;1;4
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9921;STEDUM;1979;Eemsdelta;0;1;0;0;0;0;1
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9945;WAGENBORGEN;1979;Eemsdelta;0;1;0;0;0;0;1
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9951;WINSUM GN;1966;Het Hogeland;0;2;2;2;1;0;7
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9959;ONDERDENDAM;1966;Het Hogeland;1;0;0;1;0;0;2
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9967;EENRUM;1966;Het Hogeland;0;1;0;0;0;0;1
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9972;NIEKERK HET HOGELAND;1966;Het Hogeland;1;0;0;0;0;0;1
14RP;01;CSG - locatie Augustinus;0014;GRONINGEN;9982;UITHUIZERMEEDEN;1966;Het Hogeland;0;0;0;0;0;1;1
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9311;NIEUW-RODEN;1699;Noordenveld;0;1;0;0;0;0;1
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9351;LEEK;1969;Westerkwartier;0;1;0;0;0;0;1
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9407;ASSEN;0106;Assen;0;0;1;0;0;0;1
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9472;ZUIDLAREN;1730;Tynaarlo;1;0;0;0;0;0;1
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9601;HOOGEZAND;1952;Midden-Groningen;1;0;1;0;0;0;2
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9602;HOOGEZAND;1952;Midden-Groningen;1;1;0;0;0;0;2
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9607;FOXHOL;1952;Midden-Groningen;0;0;1;0;0;0;1
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9611;SAPPEMEER;1952;Midden-Groningen;1;0;2;1;0;0;4
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9613;MEERSTAD;0014;Groningen;1;0;2;0;0;0;3
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9617;HARKSTEDE;1952;Midden-Groningen;2;0;3;1;0;0;6
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9621;SLOCHTEREN;1952;Midden-Groningen;0;1;1;0;0;0;2
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9636;ZUIDBROEK;1952;Midden-Groningen;1;0;0;0;0;0;1
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9674;WINSCHOTEN;1895;Oldambt;0;1;0;0;0;0;1
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9711;GRONINGEN;0014;Groningen;0;0;0;1;0;0;1
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9713;GRONINGEN;0014;Groningen;0;2;5;4;0;0;11
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9714;GRONINGEN;0014;Groningen;0;0;1;1;0;0;2
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9715;GRONINGEN;0014;Groningen;0;1;2;3;0;0;6
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9716;GRONINGEN;0014;Groningen;1;3;1;0;0;0;5
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9721;GRONINGEN;0014;Groningen;1;0;1;0;0;0;2
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9722;GRONINGEN;0014;Groningen;0;2;0;0;0;0;2
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9723;GRONINGEN;0014;Groningen;0;0;2;0;0;0;2
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9724;GRONINGEN;0014;Groningen;0;1;0;0;0;0;1
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9728;GRONINGEN;0014;Groningen;0;1;0;0;0;0;1
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9731;GRONINGEN;0014;Groningen;5;1;4;4;0;0;14
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9732;GRONINGEN;0014;Groningen;6;1;10;2;0;0;19
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9733;GRONINGEN;0014;Groningen;2;4;6;5;0;0;17
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9734;GRONINGEN;0014;Groningen;1;0;1;1;0;0;3
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9736;GRONINGEN;0014;Groningen;11;3;5;3;0;0;22
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9737;GRONINGEN;0014;Groningen;2;2;3;0;0;0;7
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9741;GRONINGEN;0014;Groningen;0;1;1;2;0;0;4
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9742;GRONINGEN;0014;Groningen;0;0;0;2;0;0;2
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9743;GRONINGEN;0014;Groningen;0;0;1;4;0;0;5
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9746;GRONINGEN;0014;Groningen;1;1;0;2;0;0;4
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9751;HAREN GN;0014;Groningen;1;0;0;0;0;0;1
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9753;HAREN GN;0014;Groningen;0;0;0;1;0;0;1
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9761;EELDE;1730;Tynaarlo;0;0;1;0;0;0;1
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9781;BEDUM;1966;Het Hogeland;5;2;5;4;0;0;16
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9791;TEN BOER;0014;Groningen;6;4;5;8;0;0;23
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9792;TEN POST;0014;Groningen;0;0;0;1;0;0;1
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9796;SINT ANNEN;0014;Groningen;0;1;0;0;0;0;1
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9798;GARMERWOLDE;0014;Groningen;0;1;0;0;0;0;1
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9831;ADUARD;1969;Westerkwartier;0;0;1;0;0;0;1
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9921;STEDUM;1979;Eemsdelta;0;0;1;0;0;0;1
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9931;DELFZIJL;1979;Eemsdelta;0;0;1;0;0;0;1
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9936;FARMSUM;1979;Eemsdelta;0;0;1;0;0;0;1
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9959;ONDERDENDAM;1966;Het Hogeland;1;0;0;0;0;0;1
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9971;ULRUM;1966;Het Hogeland;0;0;0;1;0;0;1
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9991;MIDDELSTUM;1979;Eemsdelta;0;1;0;0;0;0;1
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9993;WESTERWIJTWERD;1979;Eemsdelta;1;0;0;0;0;0;1
14RP;02;CSG - locatieKluiverboom;0014;GRONINGEN;9995;KANTENS;1966;Het Hogeland;0;0;0;1;0;0;1
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;8015;ZWOLLE;0193;Zwolle;0;0;0;1;0;0;1
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9301;RODEN;1699;Noordenveld;0;1;2;0;0;0;3
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9321;PEIZE;1699;Noordenveld;4;0;0;0;0;0;4
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9351;LEEK;1969;Westerkwartier;0;0;1;0;0;0;1
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9356;TOLBERT;1969;Westerkwartier;1;0;0;1;0;0;2
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9359;BOERAKKER;1969;Westerkwartier;1;0;0;0;0;0;1
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9403;ASSEN;0106;Assen;0;0;0;1;0;0;1
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9468;ANNEN;1680;Aa en Hunze;0;0;0;1;0;0;1
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9472;ZUIDLAREN;1730;Tynaarlo;0;0;0;1;0;0;1
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9601;HOOGEZAND;1952;Midden-Groningen;0;2;1;0;0;0;3
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9602;HOOGEZAND;1952;Midden-Groningen;2;3;4;0;0;0;9
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9603;HOOGEZAND;1952;Midden-Groningen;0;0;1;0;0;0;1
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9607;FOXHOL;1952;Midden-Groningen;0;1;1;0;0;0;2
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9611;SAPPEMEER;1952;Midden-Groningen;2;2;0;0;0;0;4
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9613;MEERSTAD;0014;Groningen;1;0;1;0;0;0;2
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9615;KOLHAM;1952;Midden-Groningen;0;1;0;0;0;0;1
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9619;FROOMBOSCH;1952;Midden-Groningen;0;1;0;0;0;0;1
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9625;OVERSCHILD;1952;Midden-Groningen;0;0;0;1;0;0;1
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9628;SIDDEBUREN;1952;Midden-Groningen;0;1;0;2;0;0;3
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9631;BORGERCOMPAGNIE;0047;Veendam;1;0;0;0;0;0;1
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9642;VEENDAM;0047;Veendam;0;1;0;0;0;0;1
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9671;WINSCHOTEN;1895;Oldambt;0;0;0;1;0;0;1
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9675;WINSCHOTEN;1895;Oldambt;0;1;0;1;0;0;2
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9681;MIDWOLDA;1895;Oldambt;0;1;0;0;0;0;1
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9711;GRONINGEN;0014;Groningen;0;0;2;0;0;0;2
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9712;GRONINGEN;0014;Groningen;1;0;0;0;0;0;1
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9713;GRONINGEN;0014;Groningen;1;3;4;3;0;0;11
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9714;GRONINGEN;0014;Groningen;0;0;1;0;0;0;1
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9715;GRONINGEN;0014;Groningen;2;3;1;2;0;0;8
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9716;GRONINGEN;0014;Groningen;4;2;3;2;0;0;11
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9717;GRONINGEN;0014;Groningen;0;0;0;1;0;0;1
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9718;GRONINGEN;0014;Groningen;0;0;0;1;0;0;1
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9721;GRONINGEN;0014;Groningen;4;4;5;4;0;0;17
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9723;GRONINGEN;0014;Groningen;1;0;2;2;0;0;5
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9727;GRONINGEN;0014;Groningen;4;1;2;4;0;0;11
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9728;GRONINGEN;0014;Groningen;2;2;4;2;0;0;10
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9731;GRONINGEN;0014;Groningen;0;1;1;2;0;0;4
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9732;GRONINGEN;0014;Groningen;3;2;2;2;0;0;9
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9733;GRONINGEN;0014;Groningen;2;1;1;0;0;0;4
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9734;GRONINGEN;0014;Groningen;0;1;0;0;0;0;1
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9736;GRONINGEN;0014;Groningen;3;0;2;1;0;0;6
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9737;GRONINGEN;0014;Groningen;1;1;2;3;0;0;7
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9741;GRONINGEN;0014;Groningen;4;5;3;3;0;0;15
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9742;GRONINGEN;0014;Groningen;8;6;8;6;0;0;28
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9743;GRONINGEN;0014;Groningen;12;19;14;15;0;0;60
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9744;GRONINGEN;0014;Groningen;13;17;16;14;0;0;60
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9745;GRONINGEN;0014;Groningen;2;1;6;6;0;0;15
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9746;GRONINGEN;0014;Groningen;6;9;9;9;0;0;33
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9751;HAREN GN;0014;Groningen;0;0;1;0;0;0;1
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9752;HAREN GN;0014;Groningen;0;1;0;0;0;0;1
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9753;HAREN GN;0014;Groningen;0;0;2;0;0;0;2
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9761;EELDE;1730;Tynaarlo;0;2;3;0;0;0;5
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9765;PATERSWOLDE;1730;Tynaarlo;1;0;0;0;0;0;1
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9781;BEDUM;1966;Het Hogeland;1;2;3;4;0;0;10
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9791;TEN BOER;0014;Groningen;1;2;0;1;0;0;4
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9797;THESINGE;0014;Groningen;0;0;2;0;0;0;2
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9801;ZUIDHORN;1969;Westerkwartier;2;0;3;6;0;0;11
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9804;NOORDHORN;1969;Westerkwartier;1;1;0;0;0;0;2
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9811;ENUMATIL;1969;Westerkwartier;0;0;1;0;0;0;1
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9822;NIEKERK WESTERKWARTIER;1969;Westerkwartier;0;1;0;0;0;0;1
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9831;ADUARD;1969;Westerkwartier;2;0;1;4;0;0;7
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9861;GROOTEGAST;1969;Westerkwartier;0;0;0;1;0;0;1
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9883;OLDEHOVE;1969;Westerkwartier;1;0;0;0;0;0;1
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9891;EZINGE;1969;Westerkwartier;0;1;0;0;0;0;1
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9901;APPINGEDAM;1979;Eemsdelta;1;0;1;0;0;0;2
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9902;APPINGEDAM;1979;Eemsdelta;0;0;0;1;0;0;1
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9915;'T ZANDT GN;1979;Eemsdelta;1;0;0;0;0;0;1
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9965;LEENS;1966;Het Hogeland;1;0;0;0;0;0;1
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9974;ZOUTKAMP;1966;Het Hogeland;0;0;0;1;0;0;1
14RP;03;CSG - locatie Diamantlaan;0014;GRONINGEN;9981;UITHUIZEN;1966;Het Hogeland;0;0;1;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;40;ONBEKEND;9940;geen vaste woon- of verblijfplaats;0;0;0;0;1;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;3824;AMERSFOORT;0307;Amersfoort;1;0;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;7812;EMMEN;0114;Emmen;0;1;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;7813;EMMEN;0114;Emmen;1;0;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;7831;NIEUW-WEERDINGE;0114;Emmen;0;1;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;7871;KLIJNDIJK;1681;Borger-Odoorn;0;0;0;0;1;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;7885;NIEUW-DORDRECHT;0114;Emmen;1;0;0;0;0;1;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;7894;ZWARTEMEER;0114;Emmen;0;0;1;1;0;0;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;7961;RUINERWOLD;1690;De Wolden;0;0;0;2;0;0;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;7963;RUINEN;1690;De Wolden;0;0;1;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;7991;DWINGELOO;1701;Westerveld;0;0;0;3;0;0;3
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;8409;HEMRIK;0086;Opsterland;0;0;1;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;8433;HAULERWIJK;0085;Ooststellingwerf;0;0;0;1;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;8434;WASKEMEER;0085;Ooststellingwerf;0;1;0;2;0;0;3
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;8843;SPANNUM;1949;Waadhoeke;0;0;0;0;1;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;8916;LEEUWARDEN;0080;Leeuwarden;1;0;0;1;1;0;3
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;8917;LEEUWARDEN;0080;Leeuwarden;0;0;1;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;8931;LEEUWARDEN;0080;Leeuwarden;0;1;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;8933;LEEUWARDEN;0080;Leeuwarden;1;1;0;1;0;0;3
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9031;BOKSUM;1949;Waadhoeke;0;0;0;0;1;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9084;GOUTUM;0080;Leeuwarden;0;1;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9088;WIRDUM FR;0080;Leeuwarden;1;0;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9166;SCHIERMONNIKOOG;0088;Schiermonnikoog;0;0;0;1;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9178;WANSWERT;1970;Noardeast-Fryslハ;1;0;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9205;DRACHTEN;0090;Smallingerland;0;0;0;1;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9241;WIJNJEWOUDE;0086;Opsterland;0;1;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9243;BAKKEVEEN;0086;Opsterland;0;1;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9244;BEETSTERZWAAG;0086;Opsterland;0;0;0;0;1;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9247;URETERP;0086;Opsterland;1;0;1;1;0;0;3
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9269;FEANWALDEN;1891;Dantumadiel;0;1;0;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9301;RODEN;1699;Noordenveld;3;2;1;4;1;0;11
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9302;RODEN;1699;Noordenveld;0;3;0;1;1;0;5
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9312;NIETAP;1699;Noordenveld;0;0;1;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9314;FOXWOLDE;1699;Noordenveld;0;0;1;0;0;1;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9321;PEIZE;1699;Noordenveld;1;2;3;1;2;0;9
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9331;NORG;1699;Noordenveld;2;0;0;1;0;0;3
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9334;PEEST;1699;Noordenveld;0;0;1;1;0;0;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9342;EEN;1699;Noordenveld;0;1;0;1;0;0;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9351;LEEK;1969;Westerkwartier;0;2;0;2;0;0;4
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9354;ZEVENHUIZEN GN;1969;Westerkwartier;1;1;0;0;0;0;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9356;TOLBERT;1969;Westerkwartier;1;0;0;1;0;0;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9363;MARUM;1969;Westerkwartier;0;0;1;1;0;0;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9365;NIEBERT;1969;Westerkwartier;0;0;0;1;1;0;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9367;DE WILP;1969;Westerkwartier;0;0;1;0;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9401;ASSEN;0106;Assen;2;0;0;2;1;0;5
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9402;ASSEN;0106;Assen;0;0;2;1;1;0;4
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9403;ASSEN;0106;Assen;1;1;0;1;2;0;5
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9404;ASSEN;0106;Assen;1;1;2;1;1;0;6
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9405;ASSEN;0106;Assen;0;1;0;1;0;0;2
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9406;ASSEN;0106;Assen;0;0;0;1;0;0;1
16NK;01;Vrije school Zutphen-Groningen;0014;GRONINGEN;9407;ASSEN;0106;Assen;0;0;0;0;1;0;1
