BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENUMMER;GEMEENTENAAM;POSTCODE LEERLING;PLAATSNAAM LEERLING;GEMEENTENUMMER LEERLING;GEMEENTENAAM LEERLING;LEER- OF VERBLIJFSJAAR 1;LEER- OF VERBLIJFSJAAR 2;LEER- OF VERBLIJFSJAAR 3;LEER- OF VERBLIJFSJAAR 4;LEER- OF VERBLIJFSJAAR 5;LEER- OF VERBLIJFSJAAR 6;TOTAAL
02CR;00;Willem Lodewijkgymnasium;0014;GRONINGEN;9833;DEN HAM GN;1969;Westerkwartier;0;0;0;0;1;1;2
02CR;00;Willem Lodewijkgymnasium;0014;GRONINGEN;9843;GRIJPSKERK;1969;Westerkwartier;0;0;0;0;1;2;3
02CR;00;Willem Lodewijkgymnasium;0014;GRONINGEN;9844;PIETERZIJL;1969;Westerkwartier;0;0;0;1;0;0;1
02CR;00;Willem Lodewijkgymnasium;0014;GRONINGEN;9845;VISVLIET;1969;Westerkwartier;1;0;0;0;0;0;1
02CR;00;Willem Lodewijkgymnasium;0014;GRONINGEN;9861;GROOTEGAST;1969;Westerkwartier;3;1;0;0;2;1;7
02CR;00;Willem Lodewijkgymnasium;0014;GRONINGEN;9863;DOEZUM;1969;Westerkwartier;0;0;0;0;1;0;1
02CR;00;Willem Lodewijkgymnasium;0014;GRONINGEN;9866;LUTJEGAST;1969;Westerkwartier;0;0;0;0;0;1;1
02CR;00;Willem Lodewijkgymnasium;0014;GRONINGEN;9883;OLDEHOVE;1969;Westerkwartier;0;0;1;1;0;0;2
02CR;00;Willem Lodewijkgymnasium;0014;GRONINGEN;9891;EZINGE;1969;Westerkwartier;0;1;0;0;0;2;3
02CR;00;Willem Lodewijkgymnasium;0014;GRONINGEN;9892;FEERWERD;1969;Westerkwartier;0;0;0;0;3;0;3
02CR;00;Willem Lodewijkgymnasium;0014;GRONINGEN;9901;APPINGEDAM;1979;Eemsdelta;1;2;0;1;0;0;4
02CR;00;Willem Lodewijkgymnasium;0014;GRONINGEN;9902;APPINGEDAM;1979;Eemsdelta;0;0;0;0;1;0;1
02CR;00;Willem Lodewijkgymnasium;0014;GRONINGEN;9903;APPINGEDAM;1979;Eemsdelta;0;1;0;0;1;0;2
02CR;00;Willem Lodewijkgymnasium;0014;GRONINGEN;9909;SPIJK GN;1979;Eemsdelta;0;0;0;0;0;1;1
02CR;00;Willem Lodewijkgymnasium;0014;GRONINGEN;9919;LOPPERSUM;1979;Eemsdelta;0;0;1;1;0;2;4
02CR;00;Willem Lodewijkgymnasium;0014;GRONINGEN;9921;STEDUM;1979;Eemsdelta;1;1;0;0;0;0;2
02CR;00;Willem Lodewijkgymnasium;0014;GRONINGEN;9922;WESTEREMDEN;1979;Eemsdelta;1;3;0;0;0;1;5
02CR;00;Willem Lodewijkgymnasium;0014;GRONINGEN;9923;GARSTHUIZEN;1979;Eemsdelta;0;1;0;0;0;0;1
02CR;00;Willem Lodewijkgymnasium;0014;GRONINGEN;9951;WINSUM GN;1966;Het Hogeland;3;1;1;1;1;0;7
02CR;00;Willem Lodewijkgymnasium;0014;GRONINGEN;9959;ONDERDENDAM;1966;Het Hogeland;1;0;0;0;0;0;1
02CR;00;Willem Lodewijkgymnasium;0014;GRONINGEN;9962;SCHOUWERZIJL;1966;Het Hogeland;0;0;0;0;1;0;1
02CR;00;Willem Lodewijkgymnasium;0014;GRONINGEN;9965;LEENS;1966;Het Hogeland;1;0;0;0;0;0;1
02CR;00;Willem Lodewijkgymnasium;0014;GRONINGEN;9971;ULRUM;1966;Het Hogeland;0;1;0;0;0;0;1
02CR;00;Willem Lodewijkgymnasium;0014;GRONINGEN;9974;ZOUTKAMP;1966;Het Hogeland;0;0;0;0;1;0;1
02CR;00;Willem Lodewijkgymnasium;0014;GRONINGEN;9977;KLOOSTERBUREN;1966;Het Hogeland;0;0;0;0;1;0;1
02CR;00;Willem Lodewijkgymnasium;0014;GRONINGEN;9981;UITHUIZEN;1966;Het Hogeland;0;0;0;1;1;0;2
02CR;00;Willem Lodewijkgymnasium;0014;GRONINGEN;9988;USQUERT;1966;Het Hogeland;0;0;0;0;1;0;1
02CR;00;Willem Lodewijkgymnasium;0014;GRONINGEN;9991;MIDDELSTUM;1979;Eemsdelta;0;0;0;0;0;1;1
02UV;00;Gomarus College;0014;GRONINGEN;7161;NEEDE;1859;Berkelland;0;0;0;0;1;0;1
02UV;00;Gomarus College;0014;GRONINGEN;7902;HOOGEVEEN;0118;Hoogeveen;0;0;0;1;0;0;1
02UV;00;Gomarus College;0014;GRONINGEN;7908;HOOGEVEEN;0118;Hoogeveen;0;0;0;1;0;1;2
02UV;00;Gomarus College;0014;GRONINGEN;8433;HAULERWIJK;0085;Ooststellingwerf;0;0;0;0;4;0;4
02UV;00;Gomarus College;0014;GRONINGEN;8434;WASKEMEER;0085;Ooststellingwerf;0;0;0;0;1;0;1
02UV;00;Gomarus College;0014;GRONINGEN;8501;JOURE;1940;De Fryske Marren;0;0;0;0;1;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9171;BLIJE;1970;Noardeast-Fryslハ;0;0;0;2;0;0;2
02UV;00;Gomarus College;0014;GRONINGEN;9201;DRACHTEN;0090;Smallingerland;0;0;0;0;1;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9202;DRACHTEN;0090;Smallingerland;0;0;0;1;1;0;2
02UV;00;Gomarus College;0014;GRONINGEN;9203;DRACHTEN;0090;Smallingerland;0;0;0;1;1;2;4
02UV;00;Gomarus College;0014;GRONINGEN;9204;DRACHTEN;0090;Smallingerland;0;0;0;1;1;0;2
02UV;00;Gomarus College;0014;GRONINGEN;9207;DRACHTEN;0090;Smallingerland;0;0;0;1;4;2;7
02UV;00;Gomarus College;0014;GRONINGEN;9212;BOORNBERGUM;0090;Smallingerland;0;0;0;0;2;0;2
02UV;00;Gomarus College;0014;GRONINGEN;9231;SURHUISTERVEEN;0059;Achtkarspelen;0;0;0;0;0;2;2
02UV;00;Gomarus College;0014;GRONINGEN;9243;BAKKEVEEN;0086;Opsterland;0;0;0;0;1;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9247;URETERP;0086;Opsterland;0;0;0;3;5;0;8
02UV;00;Gomarus College;0014;GRONINGEN;9249;FRIESCHEPALEN;0086;Opsterland;0;0;0;2;1;0;3
02UV;00;Gomarus College;0014;GRONINGEN;9251;BURGUM;0737;Tytsjerksteradiel;0;0;0;1;0;1;2
02UV;00;Gomarus College;0014;GRONINGEN;9261;EASTERMAR;0737;Tytsjerksteradiel;0;0;0;0;1;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9271;DE WESTEREEN;1891;Dantumadiel;0;0;0;1;0;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9285;BUITENPOST;0059;Achtkarspelen;0;0;0;2;0;2;4
02UV;00;Gomarus College;0014;GRONINGEN;9288;KOOTSTERTILLE;0059;Achtkarspelen;0;0;0;1;0;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9289;DROGEHAM;0059;Achtkarspelen;0;0;0;2;0;1;3
02UV;00;Gomarus College;0014;GRONINGEN;9291;KOLLUM;1970;Noardeast-Fryslハ;0;0;0;0;1;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9301;RODEN;1699;Noordenveld;0;0;0;7;1;2;10
02UV;00;Gomarus College;0014;GRONINGEN;9302;RODEN;1699;Noordenveld;0;0;0;5;3;1;9
02UV;00;Gomarus College;0014;GRONINGEN;9306;ALTEVEER GEM NOORDENVELD;1699;Noordenveld;0;0;0;1;0;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9311;NIEUW-RODEN;1699;Noordenveld;0;0;0;1;0;1;2
02UV;00;Gomarus College;0014;GRONINGEN;9321;PEIZE;1699;Noordenveld;0;0;0;2;0;0;2
02UV;00;Gomarus College;0014;GRONINGEN;9334;PEEST;1699;Noordenveld;0;0;0;1;0;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9335;ZUIDVELDE;1699;Noordenveld;0;0;0;1;0;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9351;LEEK;1969;Westerkwartier;0;0;0;10;8;4;22
02UV;00;Gomarus College;0014;GRONINGEN;9355;MIDWOLDE;1969;Westerkwartier;0;0;0;1;0;2;3
02UV;00;Gomarus College;0014;GRONINGEN;9356;TOLBERT;1969;Westerkwartier;0;0;0;2;3;1;6
02UV;00;Gomarus College;0014;GRONINGEN;9361;BOERAKKER;1969;Westerkwartier;0;0;0;0;1;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9363;MARUM;1969;Westerkwartier;0;0;0;1;1;0;2
02UV;00;Gomarus College;0014;GRONINGEN;9364;NUIS;1969;Westerkwartier;0;0;0;0;1;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9401;ASSEN;0106;Assen;0;0;0;2;1;2;5
02UV;00;Gomarus College;0014;GRONINGEN;9402;ASSEN;0106;Assen;0;0;0;5;2;0;7
02UV;00;Gomarus College;0014;GRONINGEN;9403;ASSEN;0106;Assen;0;0;0;15;11;2;28
02UV;00;Gomarus College;0014;GRONINGEN;9404;ASSEN;0106;Assen;0;0;0;3;1;0;4
02UV;00;Gomarus College;0014;GRONINGEN;9405;ASSEN;0106;Assen;0;0;0;2;1;0;3
02UV;00;Gomarus College;0014;GRONINGEN;9406;ASSEN;0106;Assen;0;0;0;6;1;2;9
02UV;00;Gomarus College;0014;GRONINGEN;9407;ASSEN;0106;Assen;0;0;0;1;2;2;5
02UV;00;Gomarus College;0014;GRONINGEN;9408;ASSEN;0106;Assen;0;0;0;7;15;2;24
02UV;00;Gomarus College;0014;GRONINGEN;9411;BEILEN;1731;Midden-Drenthe;0;0;0;1;0;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9421;BOVENSMILDE;1731;Midden-Drenthe;0;0;0;1;1;0;2
02UV;00;Gomarus College;0014;GRONINGEN;9422;SMILDE;1731;Midden-Drenthe;0;0;0;1;0;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9466;GASTEREN;1680;Aa en Hunze;0;0;0;0;1;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9468;ANNEN;1680;Aa en Hunze;0;0;0;0;1;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9471;ZUIDLAREN;1730;Tynaarlo;0;0;0;8;5;3;16
02UV;00;Gomarus College;0014;GRONINGEN;9481;VRIES;1730;Tynaarlo;0;0;0;0;2;2;4
02UV;00;Gomarus College;0014;GRONINGEN;9482;TYNAARLO;1730;Tynaarlo;0;0;0;0;2;1;3
02UV;00;Gomarus College;0014;GRONINGEN;9487;TER AARD;0106;Assen;0;0;0;0;1;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9494;YDE;1730;Tynaarlo;0;0;0;0;1;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9501;STADSKANAAL;0037;Stadskanaal;0;0;0;0;0;1;1
02UV;00;Gomarus College;0014;GRONINGEN;9502;STADSKANAAL;0037;Stadskanaal;0;0;0;0;1;2;3
02UV;00;Gomarus College;0014;GRONINGEN;9503;STADSKANAAL;0037;Stadskanaal;0;0;0;0;2;0;2
02UV;00;Gomarus College;0014;GRONINGEN;9515;GASSELTERNIJVEENSCHEMOND;1680;Aa en Hunze;0;0;0;1;0;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9521;NIEUW-BUINEN;1681;Borger-Odoorn;0;0;0;1;2;0;3
02UV;00;Gomarus College;0014;GRONINGEN;9523;DROUWENERMOND;1681;Borger-Odoorn;0;0;0;0;1;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9601;HOOGEZAND;1952;Midden-Groningen;0;0;0;1;1;0;2
02UV;00;Gomarus College;0014;GRONINGEN;9602;HOOGEZAND;1952;Midden-Groningen;0;0;0;2;1;0;3
02UV;00;Gomarus College;0014;GRONINGEN;9603;HOOGEZAND;1952;Midden-Groningen;0;0;0;2;1;0;3
02UV;00;Gomarus College;0014;GRONINGEN;9608;WESTERBROEK;1952;Midden-Groningen;0;0;0;0;1;1;2
02UV;00;Gomarus College;0014;GRONINGEN;9611;SAPPEMEER;1952;Midden-Groningen;0;0;0;2;2;0;4
02UV;00;Gomarus College;0014;GRONINGEN;9613;MEERSTAD;0014;Groningen;0;0;0;4;0;1;5
02UV;00;Gomarus College;0014;GRONINGEN;9614;HARKSTEDE GN;0014;Groningen;0;0;0;0;1;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9615;KOLHAM;1952;Midden-Groningen;0;0;0;0;4;0;4
02UV;00;Gomarus College;0014;GRONINGEN;9617;HARKSTEDE;1952;Midden-Groningen;0;0;0;2;3;0;5
02UV;00;Gomarus College;0014;GRONINGEN;9618;WOUDBLOEM;1952;Midden-Groningen;0;0;0;0;0;1;1
02UV;00;Gomarus College;0014;GRONINGEN;9621;SLOCHTEREN;1952;Midden-Groningen;0;0;0;5;1;1;7
02UV;00;Gomarus College;0014;GRONINGEN;9623;LAGELAND;1952;Midden-Groningen;0;0;0;0;1;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9625;OVERSCHILD;1952;Midden-Groningen;0;0;0;2;0;0;2
02UV;00;Gomarus College;0014;GRONINGEN;9626;SCHILDWOLDE;1952;Midden-Groningen;0;0;0;4;2;1;7
02UV;00;Gomarus College;0014;GRONINGEN;9627;HELLUM;1952;Midden-Groningen;0;0;0;1;1;0;2
02UV;00;Gomarus College;0014;GRONINGEN;9628;SIDDEBUREN;1952;Midden-Groningen;0;0;0;2;0;0;2
02UV;00;Gomarus College;0014;GRONINGEN;9641;VEENDAM;0047;Veendam;0;0;0;0;2;0;2
02UV;00;Gomarus College;0014;GRONINGEN;9642;VEENDAM;0047;Veendam;0;0;0;1;1;3;5
02UV;00;Gomarus College;0014;GRONINGEN;9645;VEENDAM;0047;Veendam;0;0;0;0;1;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9648;WILDERVANK;0047;Veendam;0;0;0;1;1;0;2
02UV;00;Gomarus College;0014;GRONINGEN;9651;MEEDEN;1952;Midden-Groningen;0;0;0;1;0;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9663;NIEUWE PEKELA;0765;Pekela;0;0;0;0;1;1;2
02UV;00;Gomarus College;0014;GRONINGEN;9671;WINSCHOTEN;1895;Oldambt;0;0;0;0;1;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9673;WINSCHOTEN;1895;Oldambt;0;0;0;0;2;0;2
02UV;00;Gomarus College;0014;GRONINGEN;9674;WINSCHOTEN;1895;Oldambt;0;0;0;0;0;1;1
02UV;00;Gomarus College;0014;GRONINGEN;9678;WESTERLEE GN;1895;Oldambt;0;0;0;1;1;0;2
02UV;00;Gomarus College;0014;GRONINGEN;9682;OOSTWOLD GEM OLDAMBT;1895;Oldambt;0;0;0;1;0;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9711;GRONINGEN;0014;Groningen;0;0;0;1;0;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9712;GRONINGEN;0014;Groningen;0;0;0;0;1;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9713;GRONINGEN;0014;Groningen;0;0;0;3;1;0;4
02UV;00;Gomarus College;0014;GRONINGEN;9715;GRONINGEN;0014;Groningen;0;0;0;1;1;0;2
02UV;00;Gomarus College;0014;GRONINGEN;9721;GRONINGEN;0014;Groningen;0;0;0;0;1;1;2
02UV;00;Gomarus College;0014;GRONINGEN;9722;GRONINGEN;0014;Groningen;0;0;0;1;0;1;2
02UV;00;Gomarus College;0014;GRONINGEN;9723;GRONINGEN;0014;Groningen;0;0;0;0;0;1;1
02UV;00;Gomarus College;0014;GRONINGEN;9725;GRONINGEN;0014;Groningen;0;0;0;0;1;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9727;GRONINGEN;0014;Groningen;0;0;0;3;4;1;8
02UV;00;Gomarus College;0014;GRONINGEN;9728;GRONINGEN;0014;Groningen;0;0;0;3;2;0;5
02UV;00;Gomarus College;0014;GRONINGEN;9731;GRONINGEN;0014;Groningen;0;0;0;3;4;3;10
02UV;00;Gomarus College;0014;GRONINGEN;9732;GRONINGEN;0014;Groningen;0;0;0;4;1;0;5
02UV;00;Gomarus College;0014;GRONINGEN;9733;GRONINGEN;0014;Groningen;0;0;0;4;0;0;4
02UV;00;Gomarus College;0014;GRONINGEN;9734;GRONINGEN;0014;Groningen;0;0;0;0;2;0;2
02UV;00;Gomarus College;0014;GRONINGEN;9736;GRONINGEN;0014;Groningen;0;0;0;1;2;3;6
02UV;00;Gomarus College;0014;GRONINGEN;9737;GRONINGEN;0014;Groningen;0;0;0;3;1;1;5
02UV;00;Gomarus College;0014;GRONINGEN;9741;GRONINGEN;0014;Groningen;0;0;0;1;3;0;4
02UV;00;Gomarus College;0014;GRONINGEN;9742;GRONINGEN;0014;Groningen;0;0;0;3;2;1;6
02UV;00;Gomarus College;0014;GRONINGEN;9743;GRONINGEN;0014;Groningen;0;0;0;4;0;1;5
02UV;00;Gomarus College;0014;GRONINGEN;9744;GRONINGEN;0014;Groningen;0;0;0;3;3;1;7
02UV;00;Gomarus College;0014;GRONINGEN;9745;GRONINGEN;0014;Groningen;0;0;0;1;1;0;2
02UV;00;Gomarus College;0014;GRONINGEN;9746;GRONINGEN;0014;Groningen;0;0;0;5;4;2;11
02UV;00;Gomarus College;0014;GRONINGEN;9751;HAREN GN;0014;Groningen;0;0;0;2;2;1;5
02UV;00;Gomarus College;0014;GRONINGEN;9752;HAREN GN;0014;Groningen;0;0;0;1;2;0;3
02UV;00;Gomarus College;0014;GRONINGEN;9753;HAREN GN;0014;Groningen;0;0;0;6;3;1;10
02UV;00;Gomarus College;0014;GRONINGEN;9755;ONNEN;0014;Groningen;0;0;0;2;1;0;3
02UV;00;Gomarus College;0014;GRONINGEN;9761;EELDE;1730;Tynaarlo;0;0;0;0;2;0;2
02UV;00;Gomarus College;0014;GRONINGEN;9765;PATERSWOLDE;1730;Tynaarlo;0;0;0;0;2;0;2
02UV;00;Gomarus College;0014;GRONINGEN;9771;SAUWERD;1966;Het Hogeland;0;0;0;0;5;2;7
02UV;00;Gomarus College;0014;GRONINGEN;9774;ADORP;1966;Het Hogeland;0;0;0;1;0;1;2
02UV;00;Gomarus College;0014;GRONINGEN;9781;BEDUM;1966;Het Hogeland;0;0;0;11;8;4;23
02UV;00;Gomarus College;0014;GRONINGEN;9785;ZUIDWOLDE GN;1966;Het Hogeland;0;0;0;1;2;1;4
02UV;00;Gomarus College;0014;GRONINGEN;9791;TEN BOER;0014;Groningen;0;0;0;9;6;0;15
02UV;00;Gomarus College;0014;GRONINGEN;9792;TEN POST;0014;Groningen;0;0;0;0;0;1;1
02UV;00;Gomarus College;0014;GRONINGEN;9795;WOLTERSUM;0014;Groningen;0;0;0;1;0;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9796;SINT ANNEN;0014;Groningen;0;0;0;2;1;1;4
02UV;00;Gomarus College;0014;GRONINGEN;9797;THESINGE;0014;Groningen;0;0;0;1;1;0;2
02UV;00;Gomarus College;0014;GRONINGEN;9801;ZUIDHORN;1969;Westerkwartier;0;0;0;8;9;4;21
02UV;00;Gomarus College;0014;GRONINGEN;9804;NOORDHORN;1969;Westerkwartier;0;0;0;3;4;2;9
02UV;00;Gomarus College;0014;GRONINGEN;9805;BRILTIL;1969;Westerkwartier;0;0;0;0;2;1;3
02UV;00;Gomarus College;0014;GRONINGEN;9811;ENUMATIL;1969;Westerkwartier;0;0;0;0;0;2;2
02UV;00;Gomarus College;0014;GRONINGEN;9821;OLDEKERK;1969;Westerkwartier;0;0;0;1;0;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9822;NIEKERK WESTERKWARTIER;1969;Westerkwartier;0;0;0;2;1;0;3
02UV;00;Gomarus College;0014;GRONINGEN;9828;OOSTWOLD WESTERKWARTIER;1969;Westerkwartier;0;0;0;1;0;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9831;ADUARD;1969;Westerkwartier;0;0;0;4;3;0;7
02UV;00;Gomarus College;0014;GRONINGEN;9832;DEN HORN;1969;Westerkwartier;0;0;0;0;3;0;3
02UV;00;Gomarus College;0014;GRONINGEN;9833;DEN HAM GN;1969;Westerkwartier;0;0;0;1;0;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9841;NIEZIJL;1969;Westerkwartier;0;0;0;1;0;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9843;GRIJPSKERK;1969;Westerkwartier;0;0;0;1;4;1;6
02UV;00;Gomarus College;0014;GRONINGEN;9844;PIETERZIJL;1969;Westerkwartier;0;0;0;1;0;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9853;MUNNEKEZIJL;1970;Noardeast-Fryslハ;0;0;0;0;1;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9861;GROOTEGAST;1969;Westerkwartier;0;0;0;4;1;1;6
02UV;00;Gomarus College;0014;GRONINGEN;9862;SEBALDEBUREN;1969;Westerkwartier;0;0;0;2;0;0;2
02UV;00;Gomarus College;0014;GRONINGEN;9863;DOEZUM;1969;Westerkwartier;0;0;0;1;3;0;4
02UV;00;Gomarus College;0014;GRONINGEN;9864;KORNHORN;1969;Westerkwartier;0;0;0;1;0;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9883;OLDEHOVE;1969;Westerkwartier;0;0;0;3;3;1;7
02UV;00;Gomarus College;0014;GRONINGEN;9884;NIEHOVE;1969;Westerkwartier;0;0;0;0;0;1;1
02UV;00;Gomarus College;0014;GRONINGEN;9892;FEERWERD;1969;Westerkwartier;0;0;0;1;1;0;2
02UV;00;Gomarus College;0014;GRONINGEN;9903;APPINGEDAM;1979;Eemsdelta;0;0;0;1;0;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9907;LOSDORP;1979;Eemsdelta;0;0;0;0;1;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9908;GODLINZE;1979;Eemsdelta;0;0;0;1;0;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9913;EENUM;1979;Eemsdelta;0;0;0;0;1;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9918;GARRELSWEER;1979;Eemsdelta;0;0;0;0;1;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9919;LOPPERSUM;1979;Eemsdelta;0;0;0;1;0;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9921;STEDUM;1979;Eemsdelta;0;0;0;0;0;1;1
02UV;00;Gomarus College;0014;GRONINGEN;9922;WESTEREMDEN;1979;Eemsdelta;0;0;0;0;1;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9932;DELFZIJL;1979;Eemsdelta;0;0;0;0;1;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9933;DELFZIJL;1979;Eemsdelta;0;0;0;0;0;1;1
02UV;00;Gomarus College;0014;GRONINGEN;9934;DELFZIJL;1979;Eemsdelta;0;0;0;1;0;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9951;WINSUM GN;1966;Het Hogeland;0;0;0;14;6;3;23
02UV;00;Gomarus College;0014;GRONINGEN;9953;BAFLO;1966;Het Hogeland;0;0;0;1;0;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9956;DEN ANDEL;1966;Het Hogeland;0;0;0;0;0;1;1
02UV;00;Gomarus College;0014;GRONINGEN;9959;ONDERDENDAM;1966;Het Hogeland;0;0;0;0;1;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9961;MENSINGEWEER;1966;Het Hogeland;0;0;0;0;0;1;1
02UV;00;Gomarus College;0014;GRONINGEN;9965;LEENS;1966;Het Hogeland;0;0;0;4;5;1;10
02UV;00;Gomarus College;0014;GRONINGEN;9971;ULRUM;1966;Het Hogeland;0;0;0;1;2;0;3
02UV;00;Gomarus College;0014;GRONINGEN;9981;UITHUIZEN;1966;Het Hogeland;0;0;0;1;4;1;6
02UV;00;Gomarus College;0014;GRONINGEN;9982;UITHUIZERMEEDEN;1966;Het Hogeland;0;0;0;3;7;0;10
02UV;00;Gomarus College;0014;GRONINGEN;9983;ROODESCHOOL;1966;Het Hogeland;0;0;0;0;0;1;1
02UV;00;Gomarus College;0014;GRONINGEN;9988;USQUERT;1966;Het Hogeland;0;0;0;1;0;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9989;WARFFUM;1966;Het Hogeland;0;0;0;1;0;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9991;MIDDELSTUM;1979;Eemsdelta;0;0;0;1;1;0;2
02UV;00;Gomarus College;0014;GRONINGEN;9995;KANTENS;1966;Het Hogeland;0;0;0;0;1;0;1
02UV;00;Gomarus College;0014;GRONINGEN;9998;ROTTUM GN;1966;Het Hogeland;0;0;0;1;0;0;1
02UV;08;Gomarus College;0014;GRONINGEN;9247;URETERP;0086;Opsterland;0;1;0;0;0;0;1
02UV;08;Gomarus College;0014;GRONINGEN;9301;RODEN;1699;Noordenveld;0;1;0;0;0;0;1
02UV;08;Gomarus College;0014;GRONINGEN;9351;LEEK;1969;Westerkwartier;0;2;0;0;0;0;2
02UV;08;Gomarus College;0014;GRONINGEN;9356;TOLBERT;1969;Westerkwartier;1;0;0;0;0;0;1
02UV;08;Gomarus College;0014;GRONINGEN;9603;HOOGEZAND;1952;Midden-Groningen;0;1;1;0;0;0;2
02UV;08;Gomarus College;0014;GRONINGEN;9611;SAPPEMEER;1952;Midden-Groningen;1;0;0;0;0;0;1
02UV;08;Gomarus College;0014;GRONINGEN;9613;MEERSTAD;0014;Groningen;1;1;0;0;0;0;2
02UV;08;Gomarus College;0014;GRONINGEN;9617;HARKSTEDE;1952;Midden-Groningen;1;0;0;0;0;0;1
02UV;08;Gomarus College;0014;GRONINGEN;9621;SLOCHTEREN;1952;Midden-Groningen;1;1;0;0;0;0;2
02UV;08;Gomarus College;0014;GRONINGEN;9624;LUDDEWEER;1952;Midden-Groningen;1;0;0;0;0;0;1
02UV;08;Gomarus College;0014;GRONINGEN;9711;GRONINGEN;0014;Groningen;1;0;0;0;0;0;1
02UV;08;Gomarus College;0014;GRONINGEN;9713;GRONINGEN;0014;Groningen;1;1;0;0;0;0;2
02UV;08;Gomarus College;0014;GRONINGEN;9714;GRONINGEN;0014;Groningen;0;1;1;0;0;0;2
02UV;08;Gomarus College;0014;GRONINGEN;9715;GRONINGEN;0014;Groningen;2;2;1;0;0;0;5
02UV;08;Gomarus College;0014;GRONINGEN;9716;GRONINGEN;0014;Groningen;0;3;0;0;0;0;3
02UV;08;Gomarus College;0014;GRONINGEN;9724;GRONINGEN;0014;Groningen;0;1;0;0;0;0;1
02UV;08;Gomarus College;0014;GRONINGEN;9731;GRONINGEN;0014;Groningen;3;2;1;0;0;0;6
02UV;08;Gomarus College;0014;GRONINGEN;9732;GRONINGEN;0014;Groningen;1;1;0;0;0;0;2
02UV;08;Gomarus College;0014;GRONINGEN;9733;GRONINGEN;0014;Groningen;1;1;0;0;0;0;2
02UV;08;Gomarus College;0014;GRONINGEN;9734;GRONINGEN;0014;Groningen;1;1;0;0;0;0;2
02UV;08;Gomarus College;0014;GRONINGEN;9736;GRONINGEN;0014;Groningen;4;5;1;0;0;0;10
02UV;08;Gomarus College;0014;GRONINGEN;9737;GRONINGEN;0014;Groningen;3;6;0;0;0;0;9
02UV;08;Gomarus College;0014;GRONINGEN;9738;GRONINGEN;0014;Groningen;1;0;2;0;0;0;3
02UV;08;Gomarus College;0014;GRONINGEN;9741;GRONINGEN;0014;Groningen;2;4;0;0;0;0;6
02UV;08;Gomarus College;0014;GRONINGEN;9742;GRONINGEN;0014;Groningen;2;6;0;0;0;0;8
02UV;08;Gomarus College;0014;GRONINGEN;9743;GRONINGEN;0014;Groningen;2;1;1;0;0;0;4
02UV;08;Gomarus College;0014;GRONINGEN;9744;GRONINGEN;0014;Groningen;2;1;0;0;0;0;3
