FID,length,filenaam,br_links,br_rechts,vliegdatum,stroken,se_anno_cad_data,gdb_geomattr_data,shape
vlieglijnen_kust_2007.157,1674.363,vlieland_10,366.20001221,-235.8999939,25-3-2007,10,,,"LINESTRING (135793.563000001 591268, 134250.438000001 590618.188000001)"
vlieglijnen_kust_2007.158,9428.491,vlieland_11,229.69999695,-214.19999695,25-3-2007,11,,,"LINESTRING (118768.5 580908.875, 126844.0700000003 585775.25)"
vlieglijnen_kust_2007.159,2777.269,vlieland_12,207.19999695,-227.69999695,25-3-2007,12,,,"LINESTRING (135845.688000001 591102.375, 133425.6719999984 589739.75)"
vlieglijnen_kust_2007.160,9048.562,vlieland_13,478.29998779,-737.29998779,25-3-2007,13,,,"LINESTRING (126614 585258.188000001, 118831.64799999818 580641.75)"
vlieglijnen_kust_2007.161,1312.383,vlieland_14,191.19999695,-204.5,25-3-2007,14,,,"LINESTRING (135963.5159999989 590890.75, 134827.2809999995 590234)"
vlieglijnen_kust_2007.162,7640.097,vlieland_15,353.8999939,-622.20001221,25-3-2007,15,,,"LINESTRING (125489.3440000005 584363.125, 118979.88300000131 580363.375)"
vlieglijnen_kust_2007.163,2884.437,vlieland_16,228.19999695,-533.79998779,25-3-2007,16,,,"LINESTRING (136069.4530000016 590639.563000001, 133527.2659999989 589276.75)"
vlieglijnen_kust_2007.164,7562.98,vlieland_17,566.09997559,-416.1000061,25-3-2007,17,,,"LINESTRING (125612.4690000005 583981, 119087.5 580156.938000001)"
vlieglijnen_kust_2007.165,1314.265,vlieland_18,125.19999695,-189.3999939,25-3-2007,18,,,"LINESTRING (136030.063000001 590861.313000001, 135232.125 589817)"
vlieglijnen_kust_2007.166,7092.975,vlieland_19,276,-197.80000305,25-3-2007,19,,,"LINESTRING (125321.74199999869 583561.875, 119244.45300000161 579904.438000001)"
vlieglijnen_kust_2007.167,6631.698,vlieland_21,980.79998779,-1.60000002,25-3-2007,20,,,"LINESTRING (124788.2190000005 583743.563000001, 119737.75800000131 579445.625)"
vlieglijnen_kust_2007.168,4208.834,vlieland_22,216.5,-197.1000061,25-3-2007,21,,,"LINESTRING (123486.11699999869 581784.063000001, 119811.4299999997 579732)"
vlieglijnen_kust_2007.169,1753.092,vlieland_23,303.20001221,-331.20001221,25-3-2007,22,,,"LINESTRING (123322.13300000131 581855.688000001, 122202.89799999818 580506.375)"
vlieglijnen_kust_2007.170,13335.816,b01r12,324.5,-331.1000061,9-3-2007,1,,,"LINESTRING (67069.92199999839 431712.8440000005, 59972.3909999989 443003.063000001)"
vlieglijnen_kust_2007.171,10991.442,b01r13,300.70001221,-330.79998779,9-3-2007,2,,,"LINESTRING (65732.1799999997 433096.25, 59865.71900000051 442391.2190000005)"
vlieglijnen_kust_2007.172,12518.098,b01r14,328.8999939,-323.1000061,9-3-2007,3,,,"LINESTRING (66930.68800000101 430431.063000001, 60252.289000000805 441018.875)"
vlieglijnen_kust_2007.173,9375.031,b01r15,317.3999939,-308.3999939,9-3-2007,4,,,"LINESTRING (65085.050999999046 432606.5940000005, 60081.10200000182 440534.5)"
vlieglijnen_kust_2007.174,11988.396,b01r16,349,-300.8999939,9-3-2007,5,,,"LINESTRING (66244.3200000003 429982.375, 59887.91000000015 440146.9059999995)"
vlieglijnen_kust_2007.175,8914.379,b01r17,333,-314.6000061,9-3-2007,6,,,"LINESTRING (64346.64799999818 432238.313000001, 59615.23800000176 439793.438000001)"
vlieglijnen_kust_2007.176,12566.411,b01r18,333.29998779,-308.70001221,9-3-2007,7,,,"LINESTRING (66037.88300000131 428821.25, 59300.5 439428.9059999995)"
vlieglijnen_kust_2007.177,9162.765,b01r19,359.5,-350.1000061,9-3-2007,8,,,"LINESTRING (64015.32800000161 431364.25, 59059.10200000182 439070.875)"
vlieglijnen_kust_2007.178,13645.428,b01r20,348.8999939,-291.5,9-3-2007,9,,,"LINESTRING (66117.13300000131 427173.4690000005, 58817.6799999997 438702.375)"
vlieglijnen_kust_2007.179,11728.115,b01r21,483.20001221,-242.30000305,9-3-2007,10,,,"LINESTRING (65015.1799999997 428505.1559999995, 58663.35200000182 438364.313000001)"
vlieglijnen_kust_2007.180,14993.938,b01r22,254.80000305,-412.3999939,9-3-2007,11,,,"LINESTRING (63887.17199999839 431541.5940000005, 49723.73800000176 426620.688000001)"
vlieglijnen_kust_2007.181,11933.878,b01r23,320.8999939,-329.20001221,9-3-2007,12,,,"LINESTRING (60625.71900000051 430111.938000001, 49345.449000000954 426216.688000001)"
vlieglijnen_kust_2007.182,16191.817,b01r24,349.3999939,-347.20001221,9-3-2007,13,,,"LINESTRING (49118.25 425651.875, 64400.41000000015 431002.625)"
vlieglijnen_kust_2007.183,12537.773,b01r25,312.29998779,-312.6000061,9-3-2007,14,,,"LINESTRING (49140.67199999839 425237.188000001, 60984.14799999818 429351.5309999995)"
vlieglijnen_kust_2007.184,17824.801,b01r26,421.8999939,-380.1000061,9-3-2007,15,,,"LINESTRING (66114.4059999995 430657.5309999995, 49297.42199999839 424748.8440000005)"
vlieglijnen_kust_2007.185,12699.635,b01r27,306.5,-324.70001221,9-3-2007,16,,,"LINESTRING (61420.51999999955 428576.2190000005, 49428.16000000015 424397.2190000005)"
vlieglijnen_kust_2007.186,20552.51,b01r28,361.20001221,-331.20001221,9-3-2007,17,,,"LINESTRING (69011.3590000011 430695.4059999995, 49580.3590000011 423999)"
vlieglijnen_kust_2007.187,16917.273,b01r29,316.29998779,-309.79998779,9-3-2007,18,,,"LINESTRING (65714.70300000161 429118.313000001, 49732.26199999824 423572.5309999995)"
vlieglijnen_kust_2007.188,15845.493,b01r30,328.5,-352.70001221,9-3-2007,19,,,"LINESTRING (52078.48800000176 427904.9690000005, 45565.23000000045 413460)"
vlieglijnen_kust_2007.189,13426.351,b01r31,438,-335.79998779,9-3-2007,20,,,"LINESTRING (52578.39799999818 428042.75, 47095.66000000015 415786.875)"
vlieglijnen_kust_2007.190,15294.977,b01r32,381.79998779,-325.8999939,9-3-2007,21,,,"LINESTRING (39245.85200000182 417708.688000001, 53899.08999999985 422092.625)"
vlieglijnen_kust_2007.191,11754.98,b01r33,384,-294.29998779,9-3-2007,22,,,"LINESTRING (38466.6409999989 417082.688000001, 49723.66000000015 420467.813000001)"
vlieglijnen_kust_2007.192,12965.597,b01r34,317.79998779,-304.1000061,9-3-2007,23,,,"LINESTRING (50115.949000000954 420111.625, 37661.57800000161 416506.7190000005)"
vlieglijnen_kust_2007.193,12559.84,b01r35,319.6000061,-328.5,9-3-2007,24,,,"LINESTRING (49444.48800000176 419522.813000001, 37394.9299999997 415979.125)"
vlieglijnen_kust_2007.194,14166.619,b01r36,328.70001221,-304.29998779,9-3-2007,25,,,"LINESTRING (37006.57800000161 415392.3440000005, 50608.48000000045 419352.313000001)"
vlieglijnen_kust_2007.195,11614.601,b01r37,297,-339.3999939,9-3-2007,26,,,"LINESTRING (47981.30900000036 418121.9690000005, 36817.44099999964 414917.75)"
vlieglijnen_kust_2007.196,7589.134,b01r38,329.8999939,-288.8999939,9-3-2007,27,,,"LINESTRING (39959.10200000182 406093.938000001, 36858.35200000182 413020.7190000005)"
vlieglijnen_kust_2007.197,4761.217,b01r39,319.70001221,-288.70001221,9-3-2007,28,,,"LINESTRING (38732.71900000051 409760.1559999995, 36583 414008.438000001)"
vlieglijnen_kust_2007.198,10645.226,b01r40,360.8999939,-346.8999939,9-3-2007,29,,,"LINESTRING (41521.3590000011 405187.5940000005, 36711.1090000011 414684.0309999995)"
vlieglijnen_kust_2007.199,6659.867,b01r41,315.79998779,-304,9-3-2007,30,,,"LINESTRING (39948.78099999949 409265.1559999995, 36960.51199999824 415216.9690000005)"
vlieglijnen_kust_2007.200,6561.191,b01r42,321.79998779,-322.70001221,9-3-2007,31,,,"LINESTRING (40124.620999999344 409709.313000001, 37211.3200000003 415588.25)"
vlieglijnen_kust_2007.201,14212.239,b01r43,325,-435,9-3-2007,32,,,"LINESTRING (40137.48800000176 408987.9059999995, 30266.949000000954 398762.438000001)"
vlieglijnen_kust_2007.202,17777.096,b01r44,351.3999939,-347.5,9-3-2007,33,,,"LINESTRING (43347.60200000182 412073.063000001, 31226.60000000149 399068.9690000005)"
vlieglijnen_kust_2007.203,10121.07,b01r45,170.6000061,-421.20001221,9-3-2007,34,,,"LINESTRING (38096.78099999949 402589.5940000005, 27992.14999999851 402012.9690000005)"
vlieglijnen_kust_2007.204,10708.513,b01r46,282.29998779,-352.8999939,9-3-2007,35,,,"LINESTRING (37711.120999999344 402223.75, 27020.170000001788 401610.7190000005)"
vlieglijnen_kust_2007.205,10919.576,b01r47,293.20001221,-323.6000061,9-3-2007,36,,,"LINESTRING (37449.01199999824 401819.625, 26550.60000000149 401140.0940000005)"
vlieglijnen_kust_2007.206,12176.441,b01r48,333.1000061,-330.1000061,9-3-2007,37,,,"LINESTRING (37742.1090000011 401410.313000001, 25590.289000000805 400636.375)"
vlieglijnen_kust_2007.207,9568.928,b01r49,280.6000061,-188.6000061,9-3-2007,38,,,"LINESTRING (19513.050999999046 396317.625, 27589.688999999315 401449.125)"
vlieglijnen_kust_2007.208,12633.256,b01r50,324.5,-316.1000061,9-3-2007,39,,,"LINESTRING (19341.631000000983 395906.063000001, 30030.679999999702 402639.813000001)"
vlieglijnen_kust_2007.209,12486.628,b01r51,307.79998779,-211.69999695,9-3-2007,40,,,"LINESTRING (27491.721000000834 385875.4059999995, 19291.570000000298 395292.063000001)"
vlieglijnen_kust_2007.210,14681.624,b01r52,346.1000061,-289.3999939,9-3-2007,41,,,"LINESTRING (28981.140999998897 384701.188000001, 19331.269999999553 395766)"
vlieglijnen_kust_2007.211,15279.151,b01r53,451.6000061,-397.5,9-3-2007,42,,,"LINESTRING (29447.028999999166 384732.9059999995, 19450.85000000149 396288.375)"
vlieglijnen_kust_2007.212,5146.067,b01r54,356.6000061,-219.80000305,9-3-2007,43,,,"LINESTRING (33653.050999999046 385288.5, 28509.76000000164 385119.5)"
vlieglijnen_kust_2007.213,11209.716,b01r55,199.80000305,-377.29998779,9-3-2007,44,,,"LINESTRING (25409.721000000834 381658.125, 14688.070000000298 378386.438000001)"
vlieglijnen_kust_2007.214,13173.89,b01r56,321.20001221,-406.79998779,9-3-2007,45,,,"LINESTRING (26381.230000000447 381606.438000001, 13745.690000001341 377878.9059999995)"
vlieglijnen_kust_2007.215,15151.515,b01r57,341.20001221,-414,9-3-2007,46,,,"LINESTRING (27256.800999999046 381450.5940000005, 12743.10000000149 377100.7809999995)"
vlieglijnen_kust_2007.216,14531.922,b01r58,307.79998779,-315,9-3-2007,47,,,"LINESTRING (27616.061000000685 381129.813000001, 13693.129999998957 376967.0309999995)"
vlieglijnen_kust_2007.217,14933.731,b01r59,356.8999939,-354.1000061,9-3-2007,48,,,"LINESTRING (28259.028999999166 380892.938000001, 13967.420000001788 376560.938000001)"
vlieglijnen_kust_2007.218,15624.702,b01r60,354.6000061,-421.70001221,9-3-2007,49,,,"LINESTRING (29465.019999999553 380746.063000001, 14495.429999999702 376269.1559999995)"
vlieglijnen_kust_2007.219,7265.93,b01r01,478.70001221,-364.1000061,9-3-2007,1,,,"LINESTRING (98778.25 490132.9690000005, 98249.79699999839 497379.6559999995)"
vlieglijnen_kust_2007.220,7130.538,b01r02,324.8999939,-295.6000061,9-3-2007,2,,,"LINESTRING (99166.61699999869 491198.2190000005, 98416.75800000131 498289.2190000005)"
vlieglijnen_kust_2007.221,8125.297,b01r03,307.79998779,-327.5,9-3-2007,3,,,"LINESTRING (99719.56300000101 489438.5, 98839.8200000003 497516.0309999995)"
vlieglijnen_kust_2007.222,6177.098,b01r04,324.79998779,-322.70001221,9-3-2007,4,,,"LINESTRING (99772.60200000182 492709.2190000005, 99193.31300000101 498859.0940000005)"
vlieglijnen_kust_2007.223,37340.195,b01r05,401.1000061,-302.6000061,9-3-2007,5,,,"LINESTRING (90181.89799999818 473561.9059999995, 104583.56300000101 508013.063000001)"
vlieglijnen_kust_2007.224,34549.715,b01r06,312.8999939,-310,9-3-2007,6,,,"LINESTRING (103095.7190000005 503470.688000001, 89666.0940000005 471637.875)"
vlieglijnen_kust_2007.225,27778.9,b01r07,383.29998779,-270.79998779,9-3-2007,7,,,"LINESTRING (80179.7190000005 457690.0940000005, 94282.5309999995 481622.875)"
vlieglijnen_kust_2007.226,25831.666,b01r08,332.8999939,-330.8999939,9-3-2007,8,,,"LINESTRING (92802 478510.6559999995, 79773.42199999839 456205.25)"
vlieglijnen_kust_2007.227,31658.256,b01r09,181.8999939,-458.3999939,9-3-2007,9,,,"LINESTRING (84932.35200000182 465374.8440000005, 63856.460999999195 441751.7190000005)"
vlieglijnen_kust_2007.228,31661.871,b01r10,386.5,-347.70001221,9-3-2007,10,,,"LINESTRING (87377.22700000182 467692.8440000005, 66285.9299999997 444078.625)"
vlieglijnen_kust_2007.229,29468.791,b01r11,367,-376.8999939,9-3-2007,11,,,"LINESTRING (85357.49199999869 464890.0309999995, 65759.8590000011 442882.25)"
vlieglijnen_kust_2007.230,58098.934,b01r12,3,-1.5,9-3-2007,12,,,"LINESTRING (69543.35200000182 443826.2809999995, 100181.4609999992 493190.1559999995)"
