OBJECTID_1,PC5CODE,OBJECTID,pc5,TotaalVastgoedbjecten,TotaalVastgoedobjectenElektra,TotaalVastgoedobjectenGas,TotaalCO2uitstootKg,TotaalVerbruikElektrakWh,TotaalVerbruikGasM3,AantalVastgoedobjectenParticuli,AantalVastgoedobjectenElektraPa,AantalVastgoedobjectenGasPartic,CO2uitstootParticulierKg,VerbruikElektraParticulierkWh,VerbruikGasParticulierM3,GemiddeldeCO2UitstootParticulie,GemiddeldVerbruikElektraParticu,GemiddeldVerbruikGasParticulier,AantalVastgoedobjectenZakelijk,AantalVastgoedobjectenElektraZa,AantalVastgoedobjectenGasZakeli,CO2UitstootZakelijkKg,VerbruikElektraZakelijkkWh,VerbruikGasZakelijkM3,GemiddeldeCO2uitstootZakelijkKg,GemiddeldVerbruikElektraZakelij,GemiddeldVerbruikGasZakelijkm3,AantalVastgoedobjectenOpwekZonn,OpwekZonneenergieKVkWh,AantalVastgoedobjectenOpwekOver,OpwekOverigkWh,ElektraverbruikPerHuishoudenkWh,GasverbruikPerHuishoudenKg,GasverbruikPerHuishouden_Jaar_G,GasverbruikPerZakelijkeAansluit,MaxSimpTol,MinSimpTol,Shape__Area,Shape__Length
192,2523J,6162,2523J,313,309,306,1249416,770131,446651,259,257,255,1034266,627333,373112,3993,2441,1463,54,52,51,215150,142798,73539,3984,2746,1442,3,,0,,2163.21724137931,1286.59310344828,46.30395,45.6393,25,25,102492.513988495,3409.80366623627
193,2523K,6163,2523K,256,255,244,970459,622293,338936,199,198,190,716666,458934,250503,3601,2318,1318,57,57,54,253793,163359,88433,4453,2866,1638,0,,0,,1873.2,1022.4612244898,41.7147,51.8427,25,25,25921.3856277466,675.13906954278
194,2524A,6164,2524A,359,356,353,1631610,1271984,495022,262,260,257,905876,564903,321676,3458,2173,1252,97,96,96,725734,707081,173346,7482,7365,1806,0,,0,,1506.408,857.802666666667,39.6258,57.1599,25,25,43061.3401298523,1329.70950646214
195,2524B,6165,2524B,154,152,149,633986,430020,213637,113,112,109,380449,233733,136262,3367,2087,1250,41,40,40,253537,196287,77375,6184,4907,1934,0,,0,,1416.56363636364,825.830303030303,39.5625,61.2111,25,25,5282.08498764038,305.661302671422
196,2524C,6166,2524C,412,409,399,1682559,1160748,560516,338,337,329,1242250,804996,431069,3675,2389,1310,74,72,70,440309,355752,129447,5950,4941,1849,1,,0,,2012.49,1077.6725,41.4615,58.52085,25,25,44598.4921455383,1012.59493060274
197,2524E,6167,2524E,237,228,229,818176,494138,295862,199,191,192,633517,374226,231867,3184,1959,1208,38,37,37,184659,119912,63995,4859,3241,1730,4,,0,,1663.22666666667,1030.52,38.2332,54.7545,25,25,19925.3226470947,867.002605337791
198,2524H,6168,2524H,231,230,157,922740,975290,195123,198,198,141,680369,646840,167828,3436,3267,1190,33,32,16,242371,328450,27295,7345,10264,1706,1,,0,,3008.55813953488,780.595348837209,37.6635,53.9949,25,25,68756.8431243896,1543.02450574003
199,2524J,6169,2524J,218,215,120,1459898,1038927,475804,191,188,110,604655,598834,141204,3166,3185,1284,27,27,10,855243,440093,334600,31676,16300,33460,3,,0,,2661.48444444444,627.573333333333,40.6386,1059.009,25,25,22342.0377845764,809.400316453114
200,2524K,6170,2524K,110,109,13,,797206,,94,93,9,206527,312569,12422,2197,3361,1380,16,16,4,,484637,,,30290,,0,,0,,2500.552,99.376,43.677,,25,25,20725.1172142029,954.745677122876
201,2524L,6171,2524L,126,124,123,461097,309498,156457,117,116,114,422518,285481,142744,3611,2461,1252,9,8,9,38579,24017,13713,4287,3002,1524,0,,0,,2595.28181818182,1297.67272727273,39.6258,48.2346,25,25,9346.74001312256,413.608905470115
202,2524N,6172,2524N,57,57,36,,159781,,48,48,31,162241,135180,46340,3380,2816,1495,9,9,5,,24601,,,2733,,0,,0,,2703.6,926.8,47.31675,,25,25,11191.2415466309,430.441478540373
203,2524P,6173,2524P,200,199,90,674268,762556,126045,161,160,73,505724,587426,89406,3141,3671,1225,39,39,17,168544,175130,36639,4322,4491,2155,4,,0,,3263.47777777778,496.7,38.77125,68.20575,25,25,15232.99426651,706.717907957743
204,2524R,6174,2524R,100,99,37,252638,258584,56221,80,79,29,183031,182970,42179,2288,2316,1454,20,20,8,69607,75614,14042,3480,3781,1755,2,,0,,1742.57142857143,401.704761904762,46.0191,55.54575,25,25,11118.7719993591,723.880694859062
205,2524S,6175,2524S,30,30,0,,,,25,25,0,73784,125058,,,5002,,5,5,0,,,,,,,0,,0,,3573.08571428571,,,,25,25,2965.09790039063,214.208190244385
206,2524T,6176,2524T,92,91,83,414642,276599,141263,61,60,56,230632,152116,79148,3781,2535,1413,31,31,27,184010,124483,62115,5936,4016,2301,0,,0,,1690.17777777778,879.422222222222,44.72145,72.82665,25,25,9290.88188171387,374.513858219783
207,2524V,6177,2524V,376,376,116,2093967,3049182,165702,327,327,92,854792,1039415,135695,2614,3179,1475,49,49,24,1239175,2009767,30007,25289,41016,1250,0,,0,,4724.61363636364,616.795454545455,46.68375,39.5625,25,25,32703.0569839478,1415.88927896874
208,2525A,6178,2525A,335,330,322,1284957,934569,412113,298,295,290,1028390,749202,329416,3451,2540,1136,37,35,32,256567,185367,82697,6934,5296,2584,1,,0,,2110.42816901408,927.932394366197,35.9544,81.7836,25,25,32035.6001014709,800.932553548322
209,2525B,6179,2525B,298,296,285,1172801,939886,347342,259,257,250,927089,693264,291047,3579,2698,1164,39,39,35,245712,246622,56295,6300,6324,1608,0,,0,,2310.88,970.156666666667,36.8406,50.8932,25,25,17219.2913970947,525.587270217963
210,2525C,6180,2525C,364,364,346,1755155,1620539,448897,290,290,279,894769,711674,266787,3085,2454,956,74,74,67,860386,908865,182110,11627,12282,2718,0,,0,,2189.76615384615,820.883076923077,30.2574,86.0247,25,25,40792.9444160461,999.577653690775
211,2525E,6181,2525E,401,396,387,1929251,1749616,503920,322,318,315,1100057,791625,355617,3416,2489,1129,79,78,72,829194,957991,148303,10496,12282,2060,0,,0,,2004.11392405063,900.296202531646,35.73285,65.199,25,25,25212.1742134094,1112.1945799225
212,2525G,6182,2525G,231,230,222,1045201,851465,304964,206,206,198,794376,604076,246051,3856,2932,1243,25,24,24,250825,247389,58913,10033,10308,2455,0,,0,,2323.36923076923,946.35,39.34095,77.70075,25,25,36918.0777053833,959.728585410353
213,2525H,6183,2525H,368,359,361,1875731,1464990,568195,263,254,260,860511,519912,311103,3272,2047,1197,105,105,101,1015220,945078,257092,9669,9001,2545,0,,0,,1223.32235294118,732.007058823529,37.88505,80.54925,25,25,34259.3652114868,947.597722778914
214,2525J,6184,2525J,527,523,506,2283589,1557123,766790,394,391,384,1529671,931069,550753,3882,2381,1434,133,132,122,753918,626054,216037,5669,4743,1771,0,,0,,1578.08305084746,933.479661016949,45.3861,56.05215,25,25,121135.010505676,2926.51365966366
215,2525K,6185,2525K,274,254,241,9892541,12335404,1468906,194,181,174,655820,467072,213622,3381,2581,1228,80,73,67,9236721,11868332,1255284,115459,162580,18736,1,,0,,2278.4,1042.05853658537,38.8662,592.9944,25,25,179609.95602417,2397.61095641199
216,2525L,6186,2525L,315,310,299,1672066,1633702,397855,215,211,211,769476,551562,249469,3579,2614,1182,100,99,88,902590,1082140,148386,9026,10931,1686,1,,0,,1838.54,831.563333333333,37.4103,53.3619,25,25,54498.6873779297,1718.94631194938
217,2525N,6187,2525N,366,316,347,1023789,816559,304505,308,260,295,805074,613649,248888,2614,2360,844,58,56,52,218715,202910,55617,3771,3623,1070,0,,0,,1681.2301369863,681.884931506849,26.7126,33.8655,25,25,19653.4095420837,1009.20056349342
218,2525P,6188,2525P,148,147,143,,,,144,143,141,250581,228340,65090,1740,1597,462,4,4,2,,,,,,,0,,0,,1631,464.928571428571,14.6223,,25,25,4039.42012786865,353.175108153898
219,2525R,6189,2525R,302,300,285,1098398,824953,343638,273,272,261,959214,678703,313921,3514,2495,1203,29,28,24,139184,146250,29717,4799,5223,1238,1,,0,,2088.31692307692,965.910769230769,38.07495,39.1827,25,25,40218.2539634705,1274.43445629234
220,2525S,6190,2525S,259,240,247,943151,640985,317399,234,216,224,692884,502005,222866,2961,2324,995,25,24,23,250267,138980,94533,10011,5791,4110,0,,0,,2281.84090909091,1013.02727272727,31.49175,130.0815,25,25,22594.3914489746,807.624110846709
221,2525T,6191,2525T,315,269,306,1229979,841386,412113,264,221,255,658602,379656,244160,2495,1718,957,51,48,51,571377,461730,167953,11203,9619,3293,0,,0,,1026.0972972973,659.891891891892,30.28905,104.22345,25,25,80162.2488059998,1956.52882196647
222,2525V,6192,2525V,359,319,349,1256872,805944,438969,300,262,292,860818,580622,291152,2869,2216,997,59,57,57,396054,225322,147817,6713,3953,2593,1,,0,,1382.43333333333,693.219047619048,31.55505,82.06845,25,25,12359.5682106018,843.148581366103
223,2525W,6193,2525W,178,177,174,829667,707250,231679,104,104,101,481511,399509,138090,4630,3841,1367,74,73,73,348156,307741,93589,4705,4216,1282,0,,0,,2496.93125,863.0625,43.26555,40.5753,25,25,33521.0866508484,844.105440091079
224,2525Z,6194,2525Z,795,788,789,2991654,2510607,848537,624,620,623,2179055,1734752,649186,3492,2798,1042,171,168,166,812599,775855,199351,4752,4618,1201,4,,0,,1982.57371428571,741.926857142857,32.9793,38.01165,25,25,96249.2258872986,1775.97905200424
225,2526A,6195,2526A,368,367,355,1247938,904990,401120,325,324,314,1051245,729936,348642,3235,2253,1110,43,43,41,196693,175054,52478,4574,4071,1280,0,,0,,1847.93924050633,882.637974683544,35.1315,40.512,25,25,19709.6634941101,1063.94912873622
226,2526B,6196,2526B,560,560,541,2257550,1945921,623290,470,470,460,1429081,1047217,455743,3041,2228,991,90,90,81,828469,898704,167547,9205,9986,2068,0,,0,,1790.11452991453,779.047863247863,31.36515,65.4522,25,25,34705.8643836975,861.116170079589
227,2526C,6197,2526C,401,398,391,1762258,1758129,407282,338,335,331,829740,683059,239739,2455,2039,724,63,63,60,932518,1075070,167543,14802,17065,2792,0,,0,,1897.38611111111,665.941666666667,22.9146,88.3668,25,25,26247.0596809387,954.373131056603
228,2526D,6198,2526D,116,108,116,405557,309684,125193,105,97,105,310667,214355,103482,2959,2210,986,11,11,11,94890,95329,21711,8626,8666,1974,0,,0,,1786.29166666667,862.35,31.2069,62.4771,25,25,24480.1149864197,788.78025393839
229,2526E,6199,2526E,288,288,275,1084473,842105,330130,251,251,242,778731,578543,245725,3103,2305,1015,37,37,33,305742,263562,84405,8263,7123,2558,0,,0,,2268.79607843137,963.627450980392,32.12475,80.9607,25,25,46578.6343841553,1152.89714203362
230,2526G,6200,2526G,403,401,377,1458827,1224043,413844,351,350,332,1060021,778381,337515,3020,2224,1017,52,51,45,398806,445662,76329,7669,8738,1696,1,,0,,2021.76883116883,876.662337662338,32.18805,53.6784,25,25,14489.4754142761,726.735226340215
231,2526H,6201,2526H,451,449,430,2344922,2131864,610743,380,378,372,1252001,958667,385611,3295,2536,1037,71,71,58,1092921,1173197,225132,15393,16524,3882,0,,0,,2203.83218390805,886.462068965517,32.82105,122.8653,25,25,41808.6985778809,1331.21919014698
232,2526J,6202,2526J,482,476,373,5118780,4650649,1334212,356,353,265,921750,887859,223547,2589,2515,844,126,123,108,4197030,3762790,1110665,33310,30592,10284,0,,0,,2247.74430379747,565.941772151899,26.7126,325.4886,25,25,37224.5635910034,1232.65222576319
233,2526K,6203,2526K,428,424,327,1609962,1407921,437803,358,354,286,1203973,924434,369976,3363,2611,1294,70,70,41,405989,483487,67827,5800,6907,1654,0,,0,,2100.98636363636,840.854545454545,40.9551,52.3491,25,25,65694.1614952087,2292.96895988498
234,2526L,6204,2526L,307,306,284,1693536,840359,672879,277,276,259,909455,676324,286755,3283,2450,1107,30,30,25,784081,164035,386124,26136,5468,15445,0,,0,,2373.06666666667,1006.15789473684,35.03655,488.83425,25,25,33038.3207359314,943.166716829153
235,2526M,6205,2526M,225,223,218,760148,563393,240307,209,207,203,684447,497648,219570,3275,2404,1082,16,16,15,75701,65745,20737,4731,4109,1382,1,,0,,2619.2,1155.63157894737,34.2453,43.7403,25,25,23307.0268096924,886.981007447745
236,2526N,6206,2526N,399,396,383,1441740,1097207,446285,339,338,330,1025776,769966,321065,3026,2278,973,60,58,53,415964,327241,125220,6933,5642,2363,0,,0,,1901.15061728395,792.753086419753,30.79545,74.78895,25,25,41938.9642753601,984.41262487773
237,2526P,6207,2526P,214,214,202,835092,627998,260996,173,173,168,555476,386459,183969,3211,2234,1095,41,41,34,279616,241539,77027,6820,5891,2266,0,,0,,1610.24583333333,766.5375,34.65675,71.7189,25,25,71047.7021865845,1355.27162050098
238,2526R,6208,2526R,282,280,274,1146871,771879,388462,260,258,253,879716,664164,274078,3384,2574,1083,22,22,21,267155,107715,114384,12143,4896,5447,1,,0,,2330.4,961.677192982456,34.27695,172.39755,25,25,22506.4027366638,894.989351319343
239,2526S,6209,2526S,195,190,185,584395,403407,194598,176,171,168,479622,327367,160941,2725,1914,958,19,19,17,104773,76040,33657,5514,4002,1980,0,,0,,1636.835,804.705,30.3207,62.667,25,25,8769.23856735229,471.443483040119
240,2526T,6210,2526T,129,128,67,476605,403470,134021,117,117,59,334979,336551,76637,2863,2877,1299,12,11,8,141626,66919,57384,11802,6084,7173,0,,0,,2692.408,613.096,41.11335,227.02545,25,25,3576.55947875977,439.448353381976
241,2526V,6211,2526V,164,163,155,433564,292531,146613,147,146,140,390786,263002,132368,2658,1801,945,17,17,15,42778,29529,14245,2516,1737,950,0,,0,,1813.80689655172,912.88275862069,29.90925,30.0675,25,25,7974.52350997925,352.685804879848
242,2526W,6212,2526W,163,161,151,692505,421808,249235,143,143,133,445734,307917,148350,3117,2153,1115,20,18,18,246771,113891,100885,12339,6327,5605,1,,0,,1924.48125,927.1875,35.28975,177.39825,25,25,33701.0451698303,1162.73412479148
243,2531A,6213,2531A,567,563,551,2000468,1451335,642798,460,457,447,1477955,1008177,496141,3213,2206,1110,107,106,104,522513,443158,146657,4883,4181,1410,0,,0,,1849.86605504587,910.350458715596,35.1315,44.6265,25,25,86032.8323364258,2388.69580776591
244,2531B,6214,2531B,310,309,305,1146400,675837,420032,255,254,250,940907,555561,344453,3690,2187,1378,55,55,55,205493,120276,75579,3736,2187,1374,1,,0,,1634.00294117647,1013.09705882353,43.6137,43.4871,25,25,84183.7117004395,2309.21988561039
245,2531C,6215,2531C,111,109,110,867554,962214,168454,83,82,82,308233,183074,112483,3714,2233,1372,28,27,28,559321,779140,55971,19976,28857,1999,0,,0,,1408.26153846154,865.253846153846,43.4238,63.26835,25,25,10312.9097595215,482.965969563047
246,2531E,6216,2531E,262,258,253,958836,603411,338665,232,228,223,826294,517811,292576,3562,2271,1312,30,30,30,132542,85600,46089,4418,2853,1536,1,,0,,2030.63137254902,1147.3568627451,41.5248,48.6144,25,25,50877.7605628967,991.242173180438
247,2531G,6217,2531G,160,160,149,485542,301259,172921,142,142,131,417806,253272,150773,2942,1784,1151,18,18,18,67736,47987,22148,3763,2666,1230,0,,0,,1688.48,1005.15333333333,36.42915,38.9295,25,25,17697.2846488953,717.712069106495
248,2531H,6218,2531H,349,344,294,1325681,1245984,331770,298,293,254,752852,572969,233034,2526,1956,917,51,51,40,572829,673015,98736,11232,13196,2468,0,,0,,2010.41754385965,817.663157894737,29.02305,78.1122,25,25,87666.2409248352,1321.45536946359
249,2531J,6219,2531J,271,267,216,872277,762095,237439,228,225,193,632130,503406,188270,2773,2237,975,43,42,23,240147,258689,49169,5585,6159,2138,1,,0,,3728.93333333333,1394.59259259259,30.85875,67.6677,25,25,55672.3819694519,1942.48102593959
250,2531K,6220,2531K,43,43,40,,,,39,39,37,52350,77210,3818,1342,1980,103,4,4,3,,,,,,,0,,0,,1715.77777777778,84.8444444444444,3.25995,,25,25,1674.37457275391,173.996538502412
251,2531N,6221,2531N,135,135,132,,,,134,134,131,321668,180768,120795,2401,1349,922,1,1,1,,,,,,,0,,0,,1390.52307692308,929.192307692308,29.1813,,25,25,1483.16540908813,203.832338024399
252,2531P,6222,2531P,333,309,249,1717582,1017682,627612,291,269,224,652720,565049,179405,2243,2101,801,42,40,25,1064862,452633,448207,25354,11316,17928,0,,0,,2132.26037735849,677,25.35165,567.4212,25,25,150871.387184143,2281.90933250563
253,2531R,6223,2531R,428,425,412,2203867,1506017,738942,382,379,368,1118332,685359,401107,2928,1808,1090,46,46,44,1085535,820658,337835,23599,17840,7678,0,,0,,1692.24444444444,990.387654320988,34.4985,243.0087,25,25,56844.3282394409,1753.15782446292
254,2531S,6224,2531S,314,312,298,2450999,1198188,979814,277,276,266,391066,503771,52720,1412,1825,198,37,36,32,2059933,694417,927094,55674,19289,28972,0,,0,,1651.70819672131,172.852459016393,6.2667,916.9638,25,25,97880.4845275879,1506.13266624774
255,2531T,6225,2531T,406,399,391,1382137,921621,471000,353,347,345,1123786,697737,400068,3184,2011,1160,53,52,46,258351,223884,70932,4875,4305,1542,1,,0,,1744.3425,1000.17,36.714,48.8043,25,25,57605.7414779663,1490.26440036532
256,2531V,6226,2531V,345,343,333,1374885,880829,480447,271,270,262,945240,593089,334448,3488,2197,1277,74,73,71,429645,287740,145999,5806,3942,2056,0,,0,,1719.09855072464,969.414492753623,40.41705,65.0724,25,25,66748.9682884216,1517.7510054773
257,2532A,6227,2532A,448,442,426,1813526,1802072,421519,415,411,398,1081061,788735,345903,2605,1919,869,33,31,28,732465,1013337,75616,22196,32688,2701,0,,0,,1877.94047619048,823.578571428571,27.50385,85.48665,25,25,57130.7818641663,1613.73888516668
258,2532B,6228,2532B,306,265,297,996858,631365,350760,253,212,246,588958,420666,191441,2328,1984,778,53,53,51,407900,210699,159319,7696,3975,3124,1,,0,,1790.06808510638,814.642553191489,24.6237,98.8746,25,25,39502.9647293091,889.124595916216
259,2532C,6229,2532C,451,448,347,1722070,1435087,491780,395,392,309,1051762,888454,296390,2663,2266,959,56,56,38,670308,546633,195390,11970,9761,5142,0,,0,,2369.21066666667,790.373333333333,30.35235,162.7443,25,25,85482.964427948,1979.11017278031
260,2532E,6230,2532E,400,386,385,1354538,780172,502380,349,336,337,728435,584462,215507,2087,1739,639,51,50,48,626103,195710,286873,12277,3914,5977,0,,0,,1601.26575342466,590.430136986301,20.22435,189.17205,25,25,124751.618835449,2912.97747746696
261,2532R,6231,2532R,399,397,362,2514892,1464477,927444,371,369,340,881490,655097,278080,2376,1775,818,28,28,22,1633402,809380,649364,58336,28906,29517,0,,0,,1679.7358974359,713.025641025641,25.8897,934.21305,25,25,38171.1036987305,1482.14769415558
262,2532S,6232,2532S,103,97,94,,226989,,96,90,89,232054,164389,75879,2417,1827,853,7,7,5,,62600,,,8943,,0,,0,,1730.41052631579,798.726315789474,26.99745,,25,25,71167.0078163147,1526.59498263239
263,2532T,6233,2532T,204,194,197,799199,587151,254371,168,160,164,522306,418651,154664,3109,2617,943,36,34,33,276893,168500,99707,7691,4956,3021,2,,0,,4651.67777777778,1718.48888888889,29.84595,95.61465,25,25,43645.1230812073,1341.50765990508
264,2532V,6234,2532V,306,303,291,811678,546629,274813,283,280,269,716353,476465,244516,2531,1702,909,23,23,22,95325,70164,30297,4145,3051,1377,0,,0,,1615.13559322034,828.86779661017,28.76985,43.58205,25,25,17852.9684295654,533.337880172422
265,2533A,6235,2533A,337,335,319,2286924,1573456,763250,288,287,274,743279,493668,253941,2581,1720,927,49,48,45,1543645,1079788,509309,31503,22496,11318,3,,0,,1732.16842105263,891.021052631579,29.33955,358.2147,25,25,117324.874408722,1801.15639250356
266,2533B,6236,2533B,276,275,265,1832872,1597658,500143,235,234,226,497680,522761,106321,2118,2234,470,41,41,39,1335192,1074897,393822,32566,26217,10098,0,,0,,2904.22777777778,590.672222222222,14.8755,319.6017,25,25,73997.3920669556,1619.34766387055
267,2533C,6237,2533C,330,324,309,1190071,873836,378937,285,281,269,888451,566890,311228,3117,2017,1157,45,43,40,301620,306946,67709,6703,7138,1693,1,,0,,1828.67741935484,1003.96129032258,36.61905,53.58345,25,25,72799.2206954956,2916.92622252327
268,2533E,6238,2533E,366,365,354,1172942,780045,400402,334,333,324,1031896,654277,362850,3090,1965,1120,32,32,30,141046,125768,37552,4408,3930,1252,0,,0,,1721.78157894737,954.868421052632,35.448,39.6258,25,25,15192.7829627991,732.839341270618
269,2533G,6239,2533G,336,334,323,1141399,837570,363614,298,296,285,961547,686869,312525,3227,2321,1097,38,38,38,179852,150701,51089,4733,3966,1344,0,,0,,2215.7064516129,1008.14516129032,34.72005,42.5376,25,25,59896.795879364,1209.4336791495
270,2533H,6240,2533H,323,321,305,1654492,1803897,331569,257,255,248,740801,506984,248135,2882,1988,1001,66,66,57,913691,1296913,83434,13844,19650,1464,0,,0,,1778.89122807018,870.649122807018,31.68165,46.3356,25,25,49244.0030860901,1685.2783365336
271,2533J,6241,2533J,368,362,318,1374932,953880,456260,331,325,284,711180,546588,218367,2149,1682,769,37,37,34,663752,407292,237893,17939,11008,6997,0,,0,,1763.18709677419,704.409677419355,24.33885,221.45505,25,25,45091.6769256592,1102.86081691737
272,2533K,6242,2533K,399,396,384,1139279,727077,399047,368,365,353,1014069,647473,355090,2756,1774,1006,31,31,31,125210,79604,43957,4039,2568,1418,0,,0,,1618.6825,887.725,31.8399,44.8797,25,25,30694.2697601318,755.44219450601
273,2533L,6243,2533L,241,240,230,859117,637132,271466,193,192,183,601785,396516,206652,3118,2065,1129,48,48,47,257332,240616,64814,5361,5013,1379,0,,0,,1525.06153846154,794.815384615385,35.73285,43.64535,25,25,23560.229763031,620.619320024909
274,2533S,6244,2533S,217,212,203,3211494,2430222,998687,164,161,155,545577,373242,182789,3327,2318,1179,53,51,48,2665917,2056980,815898,50300,40333,16998,2,,1,,1914.06153846154,937.379487179487,37.31535,537.9867,25,25,1172186.46439743,6615.36297060103
275,2533T,6245,2533T,354,350,336,1138150,719269,401001,329,325,311,857721,587363,287178,2607,1807,923,25,25,25,280429,131906,113823,11217,5276,4553,0,,0,,1835.509375,897.43125,29.21295,144.10245,25,25,27607.3250694275,762.283888865109
276,2533V,6246,2533V,279,274,254,1282830,1027487,380119,243,238,225,677147,442799,233649,2787,1861,1038,36,36,29,605683,584688,146470,16825,16241,5051,0,,0,,1736.46666666667,916.270588235294,32.8527,159.86415,25,25,10730.5104293823,542.856922325358
277,2541A,6247,2541A,384,381,373,1095355,737950,370767,347,344,337,950156,624761,326712,2738,1816,969,37,37,36,145199,113189,44055,3924,3059,1224,1,,0,,1785.03142857143,933.462857142857,30.66885,38.7396,25,25,49256.3425064087,1451.28668458135
278,2541B,6248,2541B,87,86,86,466548,158892,209439,81,80,80,226150,137532,81464,2792,1719,1018,6,6,6,240398,21360,127975,40066,3560,21329,0,,0,,1447.70526315789,857.515789473684,32.2197,675.06285,25,25,12073.3407211304,443.088337920818
279,2492H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,18594.90782547,677.731156181713
280,2492X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,8561.7532119751,375.455199598716
281,2493V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,210030.222194672,3590.81658690491
282,2493W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,142834.838100433,2116.26039603505
283,2493X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,176506.559116364,2466.90186387243
284,2495B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,145496.192386627,1692.16809304297
285,2496X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,297983.027019501,3680.86950162371
286,2496Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,982996.897796631,7230.62096510615
287,2497G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,1173659.20979309,6632.89010159923
288,2497X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,63102.0644073486,2137.60512475761
289,2511P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,1928.05980300903,212.818037931409
290,2511X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,70336.0388679504,1440.06247335187
291,2512X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,61629.8256416321,2050.7512975271
292,2513X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,19580.8344497681,835.727357528278
293,2515X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,52791.7771186829,1195.3168583245
294,2516C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,59000.6183013916,1010.39542600594
295,2516X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,42555.0486412048,1417.52264779677
296,2517X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,23824.4613723755,661.307296609752
297,2518X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,26894.4364967346,696.355152676798
298,2521X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,119835.272899628,4063.41982786721
299,2522X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,10074.4696235657,401.671041070937
300,2523X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25534.7009315491,650.606646529999
301,2524X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,34160.1213874817,1104.83849237425
302,2525X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,67401.6102600098,1106.04274084559
303,2541C,6249,2541C,350,348,332,1178668,944905,348974,289,287,278,864998,626409,278324,2993,2183,1001,61,61,54,313670,318496,70650,5142,5221,1308,0,,0,,1869.8776119403,830.817910447761,31.68165,41.3982,25,25,106223.849304199,1772.73770449901
304,2541E,6250,2541E,438,437,421,1464973,954208,506736,388,387,375,1124285,729802,389720,2898,1886,1039,50,50,46,340688,224406,117016,6814,4488,2544,0,,0,,1717.18117647059,916.988235294118,32.88435,80.5176,25,25,41613.5770530701,944.665438521558
305,2541G,6251,2541G,569,566,481,3668819,1887794,1435405,517,515,440,1480752,1166984,445074,2864,2266,1012,52,51,41,2188067,720810,990331,42078,14134,24154,0,,1,,3334.24,1271.64,32.0298,764.4741,25,25,79308.0896568298,1938.49036977007
306,2541H,6252,2541H,140,138,134,581040,440589,180389,109,107,105,289390,172544,105387,2655,1613,1004,31,31,29,291650,268045,75002,9408,8647,2586,0,,0,,1643.27619047619,1003.68571428571,31.7766,81.8469,25,25,10823.4370193481,631.609999265104
307,2541J,6253,2541J,149,149,133,452487,278262,161973,108,108,103,317899,190541,115438,2944,1764,1121,41,41,30,134588,87721,46535,3283,2140,1551,0,,0,,1411.41481481481,855.096296296296,35.47965,49.08915,25,25,18714.2009010315,560.730780736279
308,2541P,6254,2541P,209,209,202,837371,627538,262429,164,164,163,521683,307733,191079,3181,1876,1172,45,45,39,315688,319805,71350,7015,7107,1829,0,,0,,1619.64736842105,1005.67894736842,37.0938,57.88785,25,25,27550.6431808472,775.945763550767
309,2541R,6255,2541R,401,398,384,1500615,1057628,492480,339,338,330,1084219,692758,379490,3198,2050,1150,62,60,54,416396,364870,112990,6716,6081,2092,0,,0,,1951.43098591549,1068.98591549296,36.3975,66.2118,25,25,119120.351139069,2463.0402076858
310,2541S,6256,2541S,293,290,284,836641,533635,293144,264,262,255,668661,489672,213345,2533,1869,837,29,28,29,167980,43963,79799,5792,1570,2752,0,,0,,1780.62545454545,775.8,26.49105,87.1008,25,25,23916.3542671204,722.987333619698
