OBJECTID_1,PC5CODE,OBJECTID,pc5,TotaalVastgoedbjecten,TotaalVastgoedobjectenElektra,TotaalVastgoedobjectenGas,TotaalCO2uitstootKg,TotaalVerbruikElektrakWh,TotaalVerbruikGasM3,AantalVastgoedobjectenParticuli,AantalVastgoedobjectenElektraPa,AantalVastgoedobjectenGasPartic,CO2uitstootParticulierKg,VerbruikElektraParticulierkWh,VerbruikGasParticulierM3,GemiddeldeCO2UitstootParticulie,GemiddeldVerbruikElektraParticu,GemiddeldVerbruikGasParticulier,AantalVastgoedobjectenZakelijk,AantalVastgoedobjectenElektraZa,AantalVastgoedobjectenGasZakeli,CO2UitstootZakelijkKg,VerbruikElektraZakelijkkWh,VerbruikGasZakelijkM3,GemiddeldeCO2uitstootZakelijkKg,GemiddeldVerbruikElektraZakelij,GemiddeldVerbruikGasZakelijkm3,AantalVastgoedobjectenOpwekZonn,OpwekZonneenergieKVkWh,AantalVastgoedobjectenOpwekOver,OpwekOverigkWh,ElektraverbruikPerHuishoudenkWh,GasverbruikPerHuishoudenKg,GasverbruikPerHuishouden_Jaar_G,GasverbruikPerZakelijkeAansluit,MaxSimpTol,MinSimpTol,Shape__Area,Shape__Length
105,2515M,6075,2515M,117,116,114,419062,382815,108540,96,95,95,312907,264482,88125,3259,2784,928,21,21,19,106155,118333,20415,5055,5635,1074,1,,0,,2644.82,881.25,29.3712,33.9921,25,25,29494.4650611877,833.448082584915
106,2515N,6076,2515N,606,589,542,1839932,1318982,596479,496,483,444,1435084,967285,485610,2893,2003,1094,110,106,98,404848,351697,110869,3680,3318,1131,2,,1,,1758.7,882.927272727273,34.6251,35.79615,25,25,78473.2826385498,1492.89373466308
107,2515P,6077,2515P,425,410,403,1798007,1641153,466139,369,356,355,1091106,831076,337512,2957,2334,951,56,54,48,706901,810077,128627,12623,15001,2680,1,,0,,1888.80909090909,767.072727272727,30.09915,84.822,25,25,44272.6598739624,1282.10254678578
108,2515R,6078,2515R,284,282,272,2874796,2873129,662725,247,245,242,838419,585732,276875,3394,2391,1144,37,37,30,2036377,2287397,385850,55037,61822,12862,0,,0,,1748.45373134328,826.492537313433,36.2076,407.0823,25,25,28396.0190429688,730.7021383397
109,2515S,6079,2515S,339,318,241,2344300,1549947,803276,242,229,158,755241,618262,219363,3121,2700,1388,97,89,83,1589059,931685,583913,16382,10468,7035,5,,0,,1818.41764705882,645.185294117647,43.9302,222.65775,25,25,53068.7736091614,1175.2952557179
110,2515T,6080,2515T,419,390,353,2155339,1493578,715802,335,311,288,954592,767206,281989,2850,2467,979,84,79,65,1200747,726372,433813,14295,9195,6674,3,,0,,2397.51875,881.215625,30.98535,211.2321,25,25,66462.0868721008,1756.31484100651
111,2515V,6081,2515V,345,328,328,7679379,7849471,1712467,260,250,253,810283,496920,290506,3116,1988,1148,85,78,75,6869096,7352551,1421961,80813,94263,18959,0,,0,,1461.52941176471,854.429411764706,36.3342,600.05235,25,25,177033.038730621,3242.1001907894
112,2516A,6082,2516A,173,139,124,28368586,41487485,2185938,50,34,38,186397,159254,51931,3728,4684,1367,123,105,86,28182189,41328231,2134007,229123,393602,24814,0,,3,,7962.7,2596.55,43.26555,785.3631,25,25,490250.332782745,5849.77390952387
113,2516B,6083,2516B,308,269,270,16351737,16242220,3802712,157,129,147,375346,346565,95996,2391,2687,653,151,140,123,15976391,15895655,3706716,105804,113540,30136,0,,0,,2665.88461538462,738.430769230769,20.66745,953.8044,25,25,905250.147033691,8064.20477782356
114,2516E,6084,2516E,200,200,83,2115611,1695767,626465,170,170,69,352052,412920,60915,2071,2429,883,30,30,14,1763559,1282847,565550,58785,42762,40396,0,,0,,2173.26315789474,320.605263157895,27.94695,1278.5334,25,25,46866.6565589905,1488.19617562855
115,2516G,6085,2516G,534,520,514,1848818,1446876,559079,472,459,462,1469139,1039664,480751,3113,2265,1041,62,61,52,379679,407212,78328,6124,6676,1506,0,,0,,2165.96666666667,1001.56458333333,32.94765,47.6649,25,25,36627.4403419495,1028.97812846746
116,2516H,6086,2516H,575,558,455,3113122,2253383,1002037,408,396,302,1189484,785518,407881,2915,1984,1351,167,162,153,1923638,1467865,594156,11519,9061,3883,3,,0,,1266.96451612903,657.872580645161,42.75915,122.89695,25,25,77148.7363395691,2385.75697763886
117,2516J,6087,2516J,349,344,342,1901641,1423491,596506,298,294,295,1067090,738059,354851,3581,2510,1203,51,50,47,834551,685432,241655,16364,13709,5142,0,,0,,2236.54242424242,1075.30606060606,38.07495,162.7443,25,25,58143.1473274231,2220.25209200855
118,2516K,6088,2516K,309,303,196,1068550,757226,349318,267,263,163,589066,479595,171969,2206,1824,1055,42,40,33,479484,277631,177349,11416,6941,5374,0,,1,,1278.92,458.584,33.39075,170.0871,25,25,27111.4244499207,1077.59657602115
119,2516L,6089,2516L,102,102,101,2798819,2531513,733273,88,88,87,281936,197344,92979,3204,2243,1069,14,14,14,2516883,2334169,640294,179777,166726,45735,0,,0,,254.637419354839,119.972903225806,33.83385,1447.51275,25,25,74381.6139221191,2640.69763086329
120,2516P,6090,2516P,72,71,65,,201479,,65,65,60,235345,147832,83216,3621,2274,1387,7,6,5,,53647,,,8941,,0,,0,,1847.9,1040.2,43.89855,,25,25,19947.1450157166,678.718232684141
121,2516R,6091,2516R,98,98,91,448939,316553,147288,87,87,82,318836,208176,110119,3665,2393,1343,11,11,9,130103,108377,37169,11828,9852,4130,0,,0,,2313.06666666667,1223.54444444444,42.50595,130.7145,25,25,11892.3495788574,535.173817258946
122,2516S,6092,2516S,253,251,244,902496,713063,270668,230,229,223,748416,525487,246280,3254,2295,1104,23,22,21,154080,187576,24388,6699,8526,1161,0,,0,,2060.73333333333,965.803921568627,34.9416,36.74565,25,25,60897.273311615,2461.00207888795
123,2516T,6093,2516T,426,424,414,1308452,972744,412659,393,391,383,1135892,796878,374008,2890,2038,977,33,33,31,172560,175866,38651,5229,5329,1247,2,,0,,1811.08636363636,850.018181818182,30.92205,39.46755,25,25,62028.4638328552,1598.52127642823
124,2516V,6094,2516V,65,64,63,295412,216957,94049,57,56,56,181892,146927,53486,3191,2624,955,8,8,7,113520,70030,40563,14190,8754,5795,0,,0,,2448.78333333333,891.433333333333,30.22575,183.41175,25,25,19359.3285560608,760.846845916963
125,2516W,6095,2516W,180,179,177,578342,445113,177374,165,164,163,523635,393582,163720,3174,2400,1004,15,15,14,54707,51531,13654,3647,3435,975,0,,0,,1967.91,818.6,31.7766,30.85875,25,25,8282.95799255371,637.773828329636
126,2516Z,6096,2516Z,,,,,,,8,8,8,31884,23448,10140,3985,2931,1268,,,,,,,,,,0,,,,2344.8,1014,40.1322,,25,25,1180.12548828125,140.461246275729
127,2517A,6097,2517A,423,404,342,6259207,5587406,1664403,253,240,203,1002153,709753,327752,3961,2957,1615,170,164,139,5257054,4877653,1336651,30924,29742,9616,3,,0,,1117.72125984252,516.144881889764,51.11475,304.3464,25,25,116400.056869507,2389.20766478985
128,2517B,6098,2517B,389,366,361,2619013,1882783,847287,254,235,238,1109456,687459,395424,4368,2925,1661,135,131,123,1509557,1195324,451863,11182,9125,3674,10,9877,0,,1833.224,1054.464,52.57065,116.2821,25,25,78124.2844047546,1809.61696679105
129,2517C,6099,2517C,316,309,295,1845496,1527151,530605,194,190,192,828276,452978,315179,4269,2384,1642,122,119,103,1017220,1074173,215426,8338,9027,2092,1,,0,,1776.38431372549,1235.99607843137,51.9693,66.2118,25,25,60014.5862121582,1638.20369524804
130,2517E,6100,2517E,397,379,380,3117701,2034385,1077199,246,232,237,1249866,721365,463068,5081,3109,1954,151,147,143,1867835,1313020,614131,12370,8932,4295,3,,0,,2003.79166666667,1286.3,61.8441,135.93675,25,25,62106.8361206055,1509.50735665598
131,2517G,6101,2517G,392,371,367,2724444,1686244,971663,262,253,250,1326039,754713,494808,5061,2983,1979,130,118,117,1398405,931531,476855,10757,7894,4076,12,15712.25,0,,2515.71,1649.36,62.63535,129.0054,25,25,101567.343494415,2186.65039544585
132,2517H,6102,2517H,397,374,364,4946928,5887600,827665,245,229,231,1012879,543561,388864,4134,2374,1683,152,145,133,3934049,5344039,438801,25882,36855,3299,3,,0,,1782.16721311475,1274.96393442623,53.26695,104.41335,25,25,71799.3581237793,1102.36335242173
133,2517J,6103,2517J,293,282,232,23269968,21801928,5846534,155,153,125,501434,430729,138935,3235,2815,1111,138,129,107,22768534,21371199,5707599,164989,165668,53342,2,,1,,2461.30857142857,793.914285714286,35.16315,1688.2743,25,25,611820.823074341,4371.27696108121
134,2517K,6104,2517K,183,173,153,17095122,22000485,2311706,69,68,59,338443,295630,92147,4905,4348,1562,114,105,94,16756679,21704855,2219559,146988,206713,23612,2,,0,,5375.09090909091,1675.4,49.4373,747.3198,25,25,344251.56728363,3643.14894536789
135,2517L,6105,2517L,83,82,81,375394,356390,92766,64,63,64,256728,213573,73438,4011,3390,1147,19,19,17,118666,142817,19328,6246,7517,1137,0,,0,,4271.46,1468.76,36.30255,35.98605,25,25,17872.3389625549,539.337725008446
136,2517P,6106,2517P,201,201,3,,677499,,195,195,1,,264620,,,1357,,6,6,2,,412879,,,68813,,0,,0,,1653.875,,,,25,25,4041.67442703247,269.272605865132
137,2517R,6107,2517R,444,419,417,3257782,2720219,928569,291,273,274,1197237,647404,458016,4114,2371,1672,153,146,143,2060545,2072815,470553,13468,14197,3291,10,11555.75,0,,1560.00963855422,1103.65301204819,52.9188,104.16015,25,25,46030.1319618225,957.964223445015
138,2517S,6108,2517S,417,412,379,1894017,1435611,588206,313,310,308,983638,611490,349921,3143,1973,1136,104,102,71,910379,824121,238285,8754,8080,3356,1,,0,,1825.34328358209,1044.54029850746,35.9544,106.2174,25,25,110356.872360229,1549.27526809731
139,2517T,6109,2517T,389,356,369,2269272,1468288,788192,253,230,246,1251057,698704,471248,4945,3038,1916,136,126,123,1018215,769584,316944,7487,6108,2577,14,22567.5,1,,1996.29714285714,1346.42285714286,60.6414,81.56205,25,25,46759.5466918945,1009.60490637696
140,2517V,6110,2517V,427,410,411,2273408,1457974,793934,293,278,282,1235140,728921,452290,4215,2622,1604,134,132,129,1038268,729053,341644,7748,5523,2648,1,,0,,1638.02471910112,1016.38202247191,50.7666,83.8092,25,25,76814.4009170532,2163.33557290125
141,2518A,6111,2518A,282,269,225,6468735,7986803,986810,151,144,131,713081,421490,260900,4722,2927,1992,131,125,94,5755654,7565313,725910,43936,60523,7722,1,,0,,1590.52830188679,984.528301886792,63.0468,244.4013,25,25,86884.6888237,1520.88335102761
142,2518B,6112,2518B,530,516,393,2937443,2343264,873549,361,351,256,1133659,793454,373888,3140,2261,1461,169,165,137,1803784,1549810,499661,10673,9393,3647,4,,0,,1959.14567901235,923.18024691358,46.24065,115.42755,25,25,91630.0019226074,2226.15492539517
143,2518C,6113,2518C,347,330,302,2008769,1649814,581673,205,194,180,780003,525238,264108,3805,2707,1467,142,136,122,1228766,1124576,317565,8653,8269,2603,0,,0,,1479.54366197183,743.966197183099,46.43055,82.38495,25,25,41265.9874687195,1550.54225610307
144,2518D,6114,2518D,75,75,8,,164261,,63,63,7,92371,138357,6034,1466,2196,862,12,12,1,,25904,,,2159,,0,,0,,576.4875,25.1416666666667,27.2823,,25,25,11149.15625,425.5150618964
145,2518E,6115,2518E,532,507,475,2935125,1854249,1034336,371,356,325,1418079,885374,503207,3822,2487,1548,161,151,150,1517046,968875,531129,9423,6416,3541,6,6362.25,0,,1372.67286821705,780.165891472868,48.9942,112.07265,25,25,74473.2831573486,1948.77348909899
146,2518G,6116,2518G,484,461,453,2755728,2120851,845183,317,299,300,1267572,789922,450291,3999,2642,1501,167,162,153,1488156,1330929,394892,8911,8216,2581,4,,0,,1564.20198019802,891.665346534654,47.50665,81.68865,25,25,48844.4056739807,1804.69090369261
147,2518H,6117,2518H,334,323,319,1909983,1690086,512827,199,190,189,717263,468031,247823,3604,2463,1311,135,133,130,1192720,1222055,265004,8835,9188,2038,1,,0,,1397.10746268657,739.770149253731,41.49315,64.5027,25,25,41113.0033416748,1545.43548062248
148,2518J,6118,2518J,349,338,312,2952263,2198904,929725,226,220,198,1069907,671831,378386,4734,3054,1911,123,118,114,1882356,1527073,551339,15304,12941,4836,3,,0,,1767.97631578947,995.752631578947,60.48315,153.0594,25,25,61153.4842338562,1604.1526966617
149,2518K,6119,2518K,213,208,149,847655,583826,282695,175,173,118,393979,295454,123405,2251,1708,1046,38,35,31,453676,288372,159290,11939,8239,5138,1,,0,,1906.15483870968,796.161290322581,33.1059,162.6177,25,25,30668.4108886719,778.325929373199
150,2518L,6120,2518L,99,97,3,,1383012,,84,84,0,130206,220688,,,2627,,15,13,3,,1162324,,,89410,,0,,0,,7356.26666666667,,,,25,25,34070.7343978882,1227.36787546051
151,2518P,6121,2518P,456,448,311,4839383,6096093,698139,352,348,230,1030221,787812,317647,2927,2264,1381,104,100,81,3809162,5308281,380492,36627,53083,4697,5,,0,,1853.67529411765,747.404705882353,43.70865,148.66005,25,12.5,66379.2066497803,1884.01888524926
152,2518R,6122,2518R,382,367,371,17981374,1341126,9657365,270,260,266,1000558,594330,365114,3706,2286,1373,112,107,105,16980816,746796,9292251,151614,6979,88498,3,,3,,1722.69565217391,1058.30144927536,43.45545,2800.9617,25,25,114442.065097809,2165.77782056649
153,2518S,6123,2518S,354,335,338,1742999,1105637,612738,254,237,243,1006081,632151,355681,3961,2667,1464,100,98,95,736918,473486,257057,7369,4831,2706,4,,0,,1436.70681818182,808.365909090909,46.3356,85.6449,25,25,27985.832233429,870.5734567423
154,2518T,6124,2518T,425,412,400,1612206,1028600,564793,324,315,307,1076771,688007,376880,3323,2184,1228,101,97,93,535435,340593,187913,5301,3511,2021,2,,0,,1678.06585365854,919.219512195122,38.8662,63.96465,25,25,11925.6077842712,470.88564884423
155,2518V,6125,2518V,535,522,506,2081105,1494403,673824,438,431,417,1409660,966913,471450,3218,2243,1131,97,91,89,671445,527490,202374,6922,5797,2274,3,,0,,1973.29183673469,962.142857142857,35.79615,71.9721,25,25,30244.5351829529,737.144051402599
156,2521A,6126,2521A,181,154,161,2659286,2661914,611661,133,108,128,482555,371828,147852,3628,3443,1155,48,46,33,2176731,2290086,463809,45349,49784,14055,0,,0,,,,36.55575,444.84075,25,25,105143.170970917,1750.68756273746
157,2521B,6127,2521B,114,110,70,3517719,5720925,79985,62,59,52,174862,168494,42388,2820,2856,815,52,51,18,3342857,5552431,37597,64286,108871,2089,0,,0,,3063.52727272727,770.690909090909,25.79475,66.11685,25,25,111605.01599884,1633.01269301188
158,2521C,6128,2521C,156,135,34,12677023,20361007,373050,87,68,20,89918,147088,1762,1034,2163,88,69,67,14,12587105,20213919,371288,182422,301700,26521,0,,1,,1961.17333333333,23.4933333333333,2.7852,839.38965,25,25,247844.321399689,6058.59841901777
159,2521D,6129,2521D,332,330,125,4353157,6995521,126854,257,256,102,475873,584475,73614,1852,2283,722,75,74,23,3877284,6411046,53240,51697,86636,2315,0,,0,,1855.47619047619,233.695238095238,22.8513,73.26975,25,25,58642.6126937866,2287.06084111468
160,2521E,6130,2521E,142,140,129,6150352,9424095,331537,107,106,102,298563,247540,85682,2790,2335,840,35,34,27,5851789,9176555,245855,167194,269899,9106,1,,0,,490.178217821782,169.667326732673,26.586,288.2049,25,25,127129.592315674,2198.50212749786
161,2521P,6131,2521P,123,123,121,426072,366976,117728,113,113,113,307702,242379,92527,2723,2145,819,10,10,8,118370,124597,25201,11837,12460,3150,0,,0,,2693.1,1028.07777777778,25.92135,99.6975,25,25,1968.79150390625,194.977947523368
162,2521R,6132,2521R,749,744,736,2658626,2170126,774299,650,646,647,2017441,1490771,639262,3104,2308,988,99,98,89,641185,679355,135037,6477,6932,1517,0,,0,,2070.51527777778,887.863888888889,31.2702,48.01305,25,25,13343.436050415,947.058721743712
163,2521S,6133,2521S,390,388,374,2484480,2746385,485457,333,332,326,1055300,821284,320642,3169,2474,984,57,56,48,1429180,1925101,164815,25073,34377,3434,1,,0,,2190.09066666667,855.045333333333,31.1436,108.6861,25,25,128277.965942383,3237.86827957721
164,2521T,6134,2521T,478,470,470,2370728,1105590,965410,437,434,437,533744,701549,67320,1221,1616,154,41,36,33,1836984,404041,898090,44804,11223,27215,0,,0,,1576.51460674157,151.280898876405,4.8741,861.35475,25,25,67455.426990509,1479.81877933415
165,2521V,6135,2521V,301,300,286,2833008,2856310,644823,254,254,247,499491,743267,34249,1966,2926,139,47,46,39,2333517,2113043,610574,49649,45936,15656,0,,0,,2702.78909090909,124.541818181818,4.39935,495.5124,25,25,72575.6693305969,1726.52342511598
166,2521Z,6136,2521Z,288,282,277,1473999,1506187,328848,222,217,221,766193,572770,240595,3451,2639,1089,66,65,56,707806,933417,88253,10724,14360,1576,5,,0,,1818.31746031746,763.793650793651,34.46685,49.8804,25,25,35546.9171104431,891.622276805015
167,2522A,6137,2522A,353,349,340,1441061,1059537,458390,268,265,260,924099,585954,324936,3448,2211,1250,85,84,80,516962,473583,133454,6082,5638,1668,2,,0,,1698.41739130435,941.84347826087,39.5625,52.7922,25,25,36765.5120506287,1463.46917029093
168,2522B,6138,2522B,225,222,219,877688,559171,307740,165,164,162,609700,401997,209282,3695,2451,1292,60,58,57,267988,157174,98458,4466,2710,1727,0,,0,,1747.81304347826,909.921739130435,40.8918,54.65955,25,25,23625.8291549683,748.76267643676
169,2522C,6139,2522C,280,276,270,1183941,784616,405066,228,225,221,848387,559595,291138,3721,2487,1317,52,51,49,335554,225021,113928,6453,4412,2325,0,,0,,2072.57407407407,1078.28888888889,41.68305,73.58625,25,25,30110.543346405,1287.26009051887
170,2522D,6140,2522D,249,246,242,1116295,778240,369176,184,182,178,628955,410095,217415,3418,2253,1221,65,64,64,487340,368145,151761,7498,5752,2371,0,,0,,1577.28846153846,836.211538461538,38.64465,75.04215,25,25,72075.3237075806,2133.72952829091
171,2522E,6141,2522E,311,306,293,2109624,2119033,482806,209,206,196,772564,499666,268405,3696,2426,1369,102,100,97,1337060,1619367,214401,13108,16194,2210,0,,0,,1959.47450980392,1052.56862745098,43.32885,69.9465,25,25,72467.6148262024,2081.81257958736
172,2522G,6142,2522G,344,337,328,1290732,968264,404189,279,273,271,879896,576586,303208,3154,2112,1119,65,64,57,410836,391678,100981,6321,6120,1772,1,,0,,1921.95333333333,1010.69333333333,35.41635,56.0838,25,25,15349.7386245728,525.910940337771
173,2522H,6143,2522H,342,337,336,1296021,809366,459829,274,270,272,1031936,640940,367293,3766,2374,1350,68,67,64,264085,168426,92536,3884,2514,1446,1,,0,,1942.24242424242,1113.00909090909,42.7275,45.7659,25,25,16558.50365448,601.133569684449
174,2522J,6144,2522J,233,229,226,950622,501192,367932,175,171,168,591204,343942,218134,3378,2011,1298,58,58,58,359418,157250,149798,6197,2711,2583,0,,0,,1599.73023255814,1014.57674418605,41.0817,81.75195,25,25,6932.8115196228,374.46365373583
175,2522K,6145,2522K,259,258,243,1039918,661993,364799,196,195,186,776130,477994,277592,3960,2451,1492,63,63,57,263788,183999,87207,4187,2921,1530,0,,0,,1991.64166666667,1156.63333333333,47.2218,48.4245,25,25,10411.2521896362,442.140330700638
176,2522L,6146,2522L,343,338,330,1368355,912530,466271,263,259,252,986796,628693,345993,3752,2427,1373,80,79,78,381559,283837,120278,4769,3593,1542,1,,0,,1876.69552238806,1032.81492537313,43.45545,48.8043,25,25,23392.6263542175,800.66353721362
177,2522M,6147,2522M,345,339,336,1273884,821835,443259,260,254,255,918195,568169,327514,3532,2237,1284,85,85,81,355689,253666,115745,4185,2984,1429,0,,0,,1600.47605633803,922.574647887324,40.6386,45.22785,25,25,35459.8516845703,1144.27885761236
178,2522N,6148,2522N,211,209,204,725022,454044,256818,161,159,157,527147,330432,186625,3274,2078,1189,50,50,47,197875,123612,70193,3957,2472,1493,0,,0,,1468.58666666667,829.444444444444,37.63185,47.25345,25,25,11014.676322937,698.268685514146
179,2522P,6149,2522P,280,272,276,1039372,621612,377877,220,214,216,785596,467123,286513,3571,2183,1326,60,58,60,253776,154489,91364,4230,2664,1523,0,,0,,1482.93015873016,909.565079365079,41.9679,48.20295,25,25,25388.3754882813,1056.85478258473
180,2522R,6150,2522R,365,359,355,1201708,859254,390308,305,299,298,863561,533860,308193,2831,1785,1034,60,60,57,338147,325394,82115,5636,5423,1441,0,,0,,1423.62666666667,821.848,32.7261,45.60765,25,25,8647.02278518677,433.779106700881
181,2522S,6151,2522S,279,279,267,1184015,880610,373289,219,219,210,774491,463485,281480,3536,2116,1340,60,60,57,409524,417125,91809,6825,6952,1611,0,,0,,1891.77551020408,1148.89795918367,42.411,50.98815,25,25,31258.7214736938,924.476685157769
182,2522T,6152,2522T,430,429,412,1545748,1041850,523065,350,349,336,1206027,766613,423441,3446,2197,1260,80,80,76,339721,275237,99624,4247,3440,1311,0,,0,,1940.79240506329,1072.00253164557,39.879,41.49315,25,25,38868.6574897766,1011.99422819135
183,2522V,6153,2522V,313,308,308,1239878,794446,433233,260,256,256,1015367,650713,354745,3905,2542,1386,53,52,52,224511,143733,78488,4236,2764,1509,1,,0,,2065.75555555556,1126.1746031746,43.8669,47.75985,25,25,20890.3799514771,700.213403997354
184,2522W,6154,2522W,254,248,246,959997,582130,346371,211,208,206,766507,441546,284267,3633,2123,1380,43,40,40,193490,140584,62104,4500,3515,1553,2,,0,,1878.91914893617,1209.64680851064,43.677,49.15245,25,25,11452.6729850769,429.004189175657
185,2522Z,6155,2522Z,375,373,361,1381137,805926,508787,292,291,280,1026990,608675,375209,3517,2092,1340,83,82,81,354147,197251,133578,4267,2406,1649,0,,0,,1645.06756756757,1014.07837837838,42.411,52.19085,25,25,48097.5839004517,1617.58163782333
186,2523A,6156,2523A,271,265,250,1369259,978745,444831,207,204,195,748453,464070,266658,3616,2275,1367,64,61,55,620806,514675,178173,9700,8437,3240,0,,0,,1819.88235294118,1045.71764705882,43.26555,102.546,25,25,50676.0768203735,1221.34764916834
187,2523B,6157,2523B,323,318,311,1253539,846406,423685,241,237,234,852549,557515,294166,3538,2352,1257,82,81,77,400990,288891,129519,4890,3567,1682,0,,0,,1615.98550724638,852.655072463768,39.78405,53.2353,25,25,44117.6791381836,1104.54387029084
188,2523C,6158,2523C,312,306,304,1634898,1353068,469993,203,197,197,763075,491964,265627,3759,2497,1348,109,109,107,871823,861104,204366,7998,7900,1910,0,,0,,1490.8,804.930303030303,42.6642,60.4515,25,25,37611.1729850769,1163.83098003091
189,2523E,6159,2523E,192,189,187,1172754,1150175,277613,155,152,151,583852,339952,215326,3767,2237,1426,37,37,36,588902,810223,62287,15916,21898,1730,2,,0,,1837.57837837838,1163.92432432432,45.1329,54.7545,25,25,26380.9034461975,1018.35241593134
