OBJECTID,GUID,REF_FYSIEKE_SPOORTAK_PUIC,REF_FYSIEKE_SPOORTAK_NAAM,LENGTE,X_BEGIN,Y_BEGIN,Z_BEGIN,X_EIND,Y_EIND,Z_EIND,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VAN,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT,KM_GEOCODE_TOT_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,PRORAIL_GEBIED,REF_FUNC_SPOORTAK_NAAM_LANG
625,53d4b8c7-03e5-44f5-9a1a-6d9a97f28c68,251f5bd5-cc66-40a2-bf40-1fd647eb8143,534R,340.194736,43284.726,373499.858,2.094,43288.898,373839.356,2.158,818,d,818,818_d,Terneuzen Dow Chemical,Sludow-Tnzdn3,SluiskilRacc. DOW CHEMICAL - Terneuzen Nieuw Neuzenweg 3 ,400.560232,"400,560232",400.89944,"400,899440",Strukton Rail Short Line,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,Zuid-West,818_534R_400.5
626,ea0b1c80-8c7f-bf2f-a1aa-268fc78a836b,dee94dde-7faf-46ac-9739-c7ad0d1ff269,127BV,37.035079,153537.865,462793.191,5.383,153574.405,462787.157,5.318,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,44.062669,"44,062669",44.1,"44,100000",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,Midden,506_127BV_44.1
627,643ae66e-8d01-f155-5050-1a5d5a42c48a,35b97c87-acfb-42d1-ae86-0b6b77d20bfc,1373BV,59.568369,158113.301,386678.286,18.877,158151.217,386632.343,18.869,054,a,54,054_a,Boxtel - Eindhoven,Bd-Ehv,Breda - Eindhoven ,54.226298,"54,226298",54.285812,"54,285812",ProRail,Zuid,Z,Baan,Brabant,330,Boxtel,23,ASSET Rail,Zuid-West,054_1373BV_54.2
628,042a0b61-7f5b-498e-baca-de724e343b9f,72d591fb-58ee-4296-9e93-642dae98e027,13L,191.627621,246222.199,518737.652,9.37,246075.465,518860.697,9.501,451,b,451,451_b,Coevorden - Coevorden Grens,Lar-Coep,Laarwald (D) - Coevorden Europark ,74.544797,"74,544797",74.750541,"74,750541",Derden - Overig - Bentheimer Eisenbahn Coevorden,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,Noord,451_13L_74.5
629,aeaf413d-7991-7423-ca11-5235f9f9baaf,75a2848b-1a40-4d73-b204-cc59bf52ce34,1343BV,18.693543,157327.188,387641.905,18.775,157339.096,387627.495,18.837,054,a,54,054_a,Boxtel - Eindhoven,Bd-Ehv,Breda - Eindhoven ,52.985375,"52,985375",53.004179,"53,004179",ProRail,Zuid,Z,Baan,Brabant,330,Boxtel,23,ASSET Rail,Zuid-West,054_1343BV_53.0
630,65cb2ffd-0bf3-4f40-a71e-2da34f050a8c,dc33471e-6738-43ad-8bf8-1b82465eed67,20L,5.468748,211518.002,371879.742,47.356,211515.186,371884.43,47.428,780,,780,780__,Venlo Grens - Keulen (D),Kn-Vlgr,Kaldenkirchen (D) - Venlo Grens ,18.389967,"18,389967",18.395412,"18,395412",Derden - Overig - DB Netz,,,Baan,,,,,,,780_20L_18.4
631,9f7bad22-a4c9-0d89-e251-cb9aec5e8f52,66933871-e31b-41dd-aa59-e4c8eb92a3ab,1557V,0.388356,61348.998,439994.995,5.219,61348.94,439995.379,5.219,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,1.75638,"1,756380",1.756763,"1,756763",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,478_1557V_1.8
632,2f73cdae-cdac-c2d9-088d-4522f5051882,6e9d64e3-355f-48c3-a7db-41ca0ea3deb2,215L,2.058186,89223.748,431871.615,3.842,89225.788,431871.342,3.84,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",7.704472,"7,704472",7.702446,"7,702446",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,950_215L_7.7
633,b1899ecd-a475-e088-ea56-431f6c383be8,fa4b59fe-31fc-45bd-8433-3e588516b0fe,22L,39.811362,148691.556,411912.375,6.817,148703.444,411950.37,7.203,614,c,614,614_c,s Hertogenbosch,Ut-Btl,Utrecht Centraal - Boxtel ,47.293489,"47,293489",47.253831,"47,253831",ProRail,Zuid,Z,Baan,Betuwe,320,Den Bosch,21,Strukton Rail,Zuid-West,614_22L_47.3
634,faf7243f-57ab-62dc-1062-b016ff9fcdbf,7966b3ed-f768-4876-b79c-617f6445434e,97Q,13.979568,153447.694,462816.383,5.386,153433.882,462814.225,5.449,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,43.971294,"43,971294",43.957837,"43,957837",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,Midden,506_97Q_44.0
635,ff6cf7ad-afd0-41c0-912f-543a345f5a9f,24de1ee4-f2f9-4a01-b6a8-b074ebb9ec86,X0150L,142.85721,71923.324,437808.588,5.397,71841.272,437925.148,5.417,477,e,477,477_e,Rotterdam Europoort 3,Erpmww-Mzlwg,Europoort Merwedeweg - Europoort Moezelweg ,500.252927,"500,252927",500.395271,"500,395271",Derden - Overig - Broekman Logistics,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,477_X0150L_500.2
636,62e85971-abf7-99b7-e677-5584af1fac97,be36e33f-f080-4d5a-b828-ec4f1eb9e4fc,1067AL,54.643891,124357.38456095,457033.1385642,3.52836444,124309.65,457006.543,3.413,101,,101,101__,Harmelen Aansl. - Woerden,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,12.100159,"12,100159",12.15495,"12,154950",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Woerden,14,ASSET Rail,Midden,532_1067AL_11.9
637,764e2e49-5ebf-f16b-36b7-e1037a4ee920,1b6c48e3-bc7d-4087-bbe3-899cadfae84e,2205L,3.010268,236176.984,579644.965,2.72,236179.451,579643.24,2.72,552,a,552,552_a,Groningen Losplaats,Mp-Gn,Meppel - Groningen ,73.849846,"73,849846",73.847,"73,847000",ProRail,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,Noord,552_2205L_73.9
638,7d206c9c-7dad-a048-4f34-f972ca42e842,80e2d700-8fb7-40db-a941-32888f10f220,4471V,31.397686,185252.982,434165.584,9.204,185221.604,434164.475,9.344,155,b,155,155_b,Meteren Aansl. - Ressen = Bemmel,Brech-Brzv,Betuweroute Echteld - Betuweroute Zevenaar ,88.153086,"88,153086",88.121852,"88,121852",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,A15trace,71,VolkerRail,Zee-Zevenaar,155_4471V_88.2
639,36680ccc-e6e4-0a1e-f247-70c2e052644e,c8ef9ffa-0ef4-4de9-a62f-60b39cfecc9a,1379R,65.2361,102251.18,426322.709,0.307,102194.03869268,426354.16566343,-0.25429116,116,a,116,116_a,Dordrecht - Rotterdam Barendrecht,Bd-Rtd,Breda - Rotterdam Centraal ,33.084291,"33,084291",33.148534,"33,148534",ProRail,Randstad Zuid,RZ,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,Zuid-Holland Zuid,116_1379R_33.0
640,3a86b540-1bb2-43a1-a497-2662152b404d,bdc05587-da70-4208-afae-beb1e6ee8149,2111R,48.241942,189966.115,444256.348,27.926,189918.712,444265.296,28.045,508,,508,508__,Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,91.558653,"91,558653",91.510969,"91,510969",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,Oost,508_2111R_91.6
641,8d7391c0-fb4f-b82c-8f34-8361ce8a0b7e,16625574-2db7-4957-9c3e-9237faf68a18,2375R,72.5791,98886.452,428614.828,1.935,98941.259,428567.248,1.904,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,37.149191,"37,149191",37.077518,"37,077518",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,Zee-Zevenaar,924_2375R_37.4
642,e04acc84-d3bd-4f29-f682-3b07923870bb,d3b8c167-8a73-46b1-aca9-53f7eba73538,38L,148.835185,238209.162,574954.08,3.702,238161.599,575094.99,3.294,011,,11,011__,Assen - Haren,Mp-Gn,Meppel - Groningen ,68.721812,"68,721812",68.871842,"68,871842",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,Noord,011_38L_68.7
643,fe7e0615-e257-98a2-35ca-48285553b2d3,0902ca33-1130-48a8-9659-9592599f5690,1035R,390.648898,257279.292,471464.894,40.697,257663.258,471536.843,40.676,028,,28,028__,Hengelo - Enschede Grens,Zp-Esg,Zutphen - Enschede Grens ,53.077114,"53,077114",53.468614,"53,468614",ProRail,Noord-Oost,NO,Baan,Twente,410,Twente,32,VolkerRail,Oost,028_1035R_53.0
644,5d1b721b-f832-0e27-35d7-0c7af0886f16,023f12dc-9259-4562-a4d2-241f1abffd45,1139AR,75.386959,120936.876,455192.957,2.221,120876.667,455147.595,2.098,533,,533,533__,Woerden,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,15.9828,"15,982800",16.058269,"16,058269",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Woerden,14,ASSET Rail,Midden,533_1139AR_15.9
645,81d39a52-ead5-4971-9a82-4022e5177b87,640eac4e-e711-478c-a924-a19d86454606,215AL,11929.670978,102247.315,487238.409,0.527,96893.684,476689.965,1.706,085,,85,085__,Haarlem - Warmond,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,19.87092,"19,870920",31.78976,"31,789760",ProRail,Randstad Noord,RN,Baan,Kennemerland,240,Haarlem,8,Strukton Rail,Noord-West,085_215AL_19.8
646,01295f7e-aba5-e283-ef7e-987d0c8cb8c6,fac0ffb3-0a26-4cef-afe0-85ea17179d48,911L,733.94635,40794.695,385436.537,2.842,40460.715,386089.099,2.631,817,a,817,817_a,Vlissingen Sloehaven,Sloe-Vck,Sloehaven Emplacement - Van Citterskanaal ,115.073469,"115,073469",114.348874,"114,348874",ProRail,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,Zuid-West,817_911L_115.1
647,b9223ded-e2bf-0293-8df7-70d007fece9f,96b84247-5e8c-4c1f-a3fe-10fd91466c37,4435L,94.464298,181780.229,435415.305,8.927,181855.224,435357.955,8.91,938,,938,938__,CUP Valburg,Brvalw-Brvalo,Betuweroute Valburg West - Betuweroute Valburg Oost ,8.6e-05,"0,000086",0.094448,"0,094448",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,A15trace,71,VolkerRail,Zee-Zevenaar,155_4435L_84.1
648,4d6d8342-83c0-4aa2-963f-a1763b132987,61eada0d-dc5b-47ec-8ece-ddc7875ed30c,ST_X0481,14.130765,94644.588,439970.84,0.811,94630.837,439967.586,0.811,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,49.097205,"49,097205",49.109742,"49,109742",Derden - Overig - SSN,Randstad Zuid,RZ,Baan,Rotterdam,120,Rotterdam,3,VolkerRail,Zuid-Holland Zuid,132_ST_X0481_49.1
649,158c6d1b-6f18-e3be-a0ee-ee85eb2e5b22,78416687-41c7-4293-930a-20b697a0acc9,912V,220.681474,90204.641,431815.546,3.841,89984.065,431811.055,3.767,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",6.71099,"6,710990",6.931674,"6,931674",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,950_912V_6.7
650,351092c7-9bbd-ed79-cebc-2863b7a4d35f,26a6893c-9d10-42a0-a134-be87ab78002d,1587R,85.235492,61242.34,440273.573,5.251,61208.249,440351.593,5.249,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,2.054169,"2,054169",2.135488,"2,135488",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,478_1587R_2.0
651,c2038417-f97b-9354-bdab-e7f41e31c620,b221bd90-f9ce-4c61-bef9-93277c00efe5,2333V,50.465413,202454.876,437274.889,12,202501.938,437256.675,12,611,b,611,611_b,Zevenaar,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,106.235751,"106,235751",106.285653,"106,285653",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,Oost,611_2333V_106.2
652,439a67a4-228e-73f6-f05b-8bf3df975dc0,de66d046-51ac-4003-ac98-dad3ab8a4fcf,343BL,27.722357,229515.997,532177.923,15.025,229510.449,532150.762,15.016,012,,12,012__,Meppel - Assen,Mp-Gn,Meppel - Groningen ,24.303295,"24,303295",24.275757,"24,275757",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,Noord,012_343BL_24.3
653,9f5a8dc1-0831-4b15-b779-224adf903f9a,14078370-8a6a-4d05-939f-c26ebf3ecccd,X0606L,97.010064,115888.29,490166.326,1.148,115803.771,490120.588,1.104,486,f,486,486_f,Amsterdam Westhaven (gebied),Awhv-Awhvh,Amsterdam Westhaven (gebied) - Amsterdam Westhaven Hornhaven ,350.414792,"350,414792",350.31486,"350,314860",Derden - Overig - Havenbedrijf Amsterdam,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,Midden,486_X0606L_350.4
654,4fb95c29-1f65-2191-ed96-dcec2b7b3a22,c5c67bc7-46f5-45b4-9062-b2db0def25cb,841L,7.569566,134822.303,456735.066,2.038,134814.762,456735.723,2.067,531,d,531,531_d,Utrecht Centraal,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,1.461836,"1,461836",1.469409,"1,469409",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,Midden,531_841L_1.4
655,317e99e6-7a76-47ba-ac34-5e4311e1415a,7d697e8a-83bb-42ce-bffb-91a2d68211e5,251AV,97.195662,102953.65530722,489175.73395373,4.37099922,103050.632,489171.469,4.444,527,f,527,527_f,Haarlem,Hlm-Hlmjl,Haarlem - Haarlem Julianalaan ,501.1,"501,100000",501.003118,"501,003118",ProRail,Randstad Noord,RN,Baan,Kennemerland,240,Haarlem,8,Strukton Rail,Noord-West,083_251AV_7.4
656,32fba904-9066-5e6f-1318-ae9202e98954,585c0094-ed28-43e9-9ba3-3dec2f4bf01d,919L,119.45442,209992.627,374658.475,21.5,209936.405,374762.7,21.506,517,b,517,517_b,Venlo,Mt-Vl,Maastricht - Venlo ,69.068707,"69,068707",69.178388,"69,178388",ProRail,Zuid,Z,Baan,De Peel,300,Venlo,27,ASSET Rail,Zuid-Oost,517_919L_69.0
657,0846cf80-4345-4964-8d09-45ad2de558f5,24fe1229-fd84-42ec-bd98-4246a178e42a,123BT,201.335958,117392.316,491294.16,1.002,117576.0384353,491219.08879299,1.209,485,b,485,485_b,Amsterdam Hemhaven (gebied),Ahwusl-Ahwbzw,Usselincxhaven - Benzolweg ,50.023522,"50,023522",50.224308,"50,224308",ProRail,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,Midden,485_123BT_50.0
658,ca6bc5a1-2e8a-af66-c393-bc99429bb11a,701ba8a8-337e-4086-9350-b87f343bdbd4,259BV,324.406443,148928.125,490502.11,0.822,149204.94,490671.262,0.811,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,21.69038,"21,690380",22.014746,"22,014746",ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,Midden,135_259BV_21.7
659,fc479d2d-1212-bb3e-4341-b5fc3d6b0bc6,c8bc6eb8-5d3a-40e4-8d2e-11d04ef80b7e,325V,153.996272,96510.981,431760.01,6.779,96462.29249083,431905.87348578,6.88994598,663,a,663,663_a,Rotterdam Barendrecht,Bd-Rtd,Breda - Rotterdam Centraal ,41.149988,"41,149988",41.29977,"41,299770",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,663_325V_41.1
660,d72790b9-c6fd-61d6-7e57-66b3c60a2ebc,bbb869c3-d284-4dd8-ad83-1c476a78f6fa,5V,398.396355,211713.15064132,463569.33289079,9.79941607,211337.58,463455.006,10.644,210,,210,210__,Zutphen - Winterswijk,Zp-Ww,Zutphen - Winterswijk ,2.200109,"2,200109",1.800011,"1,800011",ProRail,Noord-Oost,NO,Baan,Veluwe,430,IJsselstreek,31,Strukton Rail,Oost,210_5V_11.6
661,0cbd701b-6357-6c5b-f7f6-f8fcc9cbf5c0,9b71b2be-469e-44b4-b048-abc2a81e3742,1217BR,69.017861,82477.513,454851.628,0.498,82435.965,454906.663,0.47,560,a,560,560_a,Den Haag Centraal,Gd-Gvc,Gouda - Den Haag Centraal ,24.778095,"24,778095",24.849469,"24,849469",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,Zuid-Holland Noord,560_1217BR_24.7
662,b02c15e0-10b5-01b1-6c21-87467f36e009,e067ed81-9d8c-4cf8-a32f-7350fd2655fb,902V,0.965934,132447.112,517614.175,-0.627,132448.034,517613.887,-0.625,626,c,626,626_c,Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,32.438689,"32,438689",32.439643,"32,439643",ProRail,Randstad Noord,RN,Baan,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,Noord-West,626_902V_32.4
663,860cf69d-e07a-4d84-a5b0-8c3f7127e670,54a07e74-15a3-4828-8cae-6886bfe1006e,5L,71.857253,36713.161,386051.345,4.735,36755.666,386109.281,4.629,817,a,817,817_a,Vlissingen Sloehaven,Sloe-Vck,Sloehaven Emplacement - Van Citterskanaal ,121.01455,"121,014550",121.084812,"121,084812",Derden - Overig - Invista Polyester,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,Zuid-West,817_5L_121.0
664,e5629194-8808-995b-3d42-bc0b61bb7a6b,28d50872-41ad-4204-8c7f-7ab194918917,210R,274.235714,88853.404,433567.776,2.974,88822.107,433839.964,3.119,468,a,468,468_a,Rotterdam Eemhaven,Whz-Rol,"Rotterdam, Emplacement Waalhaven Zuid - Rondolaan ",101.916121,"101,916121",102.192578,"102,192578",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,468_210R_101.9
665,bc5d5777-9fa2-e74d-6e8a-7e764e76fde8,664c399e-8b6e-4bc9-a5d9-1cb8a197fb0f,2155V,8149.395148,102089.242,468215.687,1.654,105110.781,475609.164,-3.886,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,135.806043,"135,806043",143.955365,"143,955365",ProRail,,,Baan,,,HSL,70,Infraspeed,Zuid-Holland Zuid,166_2155V_135.8
666,f313624a-5f05-4945-8690-c5a6e5f9edb1,1dff960b-8cea-4944-bf85-6dab1f78c73e,X0065R,274.820823,109977.17,425392.302,3.691,110097.784,425634.166,3.601,810,b,810,810_b,Dordrecht Industrieterrein Aansl. De Staart,Ddri-Ddrbhh,Dordrecht Aansl. Industrieterrein De Staart ¿ Dordrecht Baanhoekhaven ,100.213105,"100,213105",100.486259,"100,486259",Derden - Overig - Chemours,Randstad Zuid,RZ,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,Zuid-Holland Zuid,810_X0065R_100.2
667,5483f2bd-9904-3c25-c137-9fd61c37830c,3c188231-7d28-4bde-a8cf-1ac50805db6c,1093R,2084.878251,108819.689,423899.956,4.378,106771.532,424289.53,1.169,118,,118,118__,Geldermalsen - Dordrecht,Gdm-Ddr,Geldermalsen - Dordrecht ,90.649622,"90,649622",92.730543,"92,730543",ProRail,Randstad Zuid,RZ,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,Zuid-Holland Zuid,118_1093R_90.6
668,a9b19f0a-dfcc-ae00-7a05-51fea8f5a8ac,d44caf8e-8b11-44bc-9a8b-db20cd04e40e,916R,129.29425,118105.92,490592.96,0.631,118000.646,490668.02,0.755,486,b,486,486_b,Amsterdam Westhaven (gebied),Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,76.183021,"76,183021",76.054405,"76,054405",ProRail,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,Midden,486_916R_76.2
669,2a9c049b-df1e-4d90-a799-dd84e6b59696,c257183b-2a76-4f21-8ace-76e31c2f7abc,6247L,687.421177,84898.308,444821.301,0,84685.114,445474.648,0,112,,112,112__,Den Haag HS - Schiedam Centrum,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,71.717315,"71,717315",71.028653,"71,028653",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,Zuid-Holland Noord,112_6247L_71.8
670,5022be8c-1855-4980-99b4-faae573dbf61,b4e74e42-a14e-42ac-8866-326b3bfbfb96,982BP,277.851611,119639.32,489380.66,2.333,119437.402,489569.913,2.811,525,b,525,525_b,Amsterdam Singelgracht Aansl.,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,78.191167,"78,191167",77.919939,"77,919939",Derden - Overig - NS Onderhoud & Service (vastgesteld op 17-04-2018),Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,Midden,525_982BP_78.2
671,aff6d11b-2d7c-42f6-91d7-6e41a7a86fed,60ff7af2-e590-4e96-a11e-b1fbb8b98267,X0024V,3.125048,110024.45887236,425471.26028101,3.66620245,110023.032,425468.48,3.716,810,b,810,810_b,Dordrecht Industrieterrein Aansl. De Staart,Ddri-Ddrbhh,Dordrecht Aansl. Industrieterrein De Staart ¿ Dordrecht Baanhoekhaven ,100.304387,"100,304387",100.301317,"100,301317",Derden - Overig - Chemours,Randstad Zuid,RZ,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,Zuid-Holland Zuid,810_X0024V_200.1
672,412424e5-58ee-4f15-88a6-c8e1c8ef7463,39e1e73f-660e-4516-b7e5-807a4df33d00,X0055R,43.027579,109552.227,425769.687,3.187,109594.353,425760.925,3.085,810,c,810,810_c,Dordrecht Industrieterrein Aansl. De Staart,Ddri-Ddrgvl,Dordrecht Aansl. Industrieterrein De Staart ¿ Dordrecht Grevelingenweg ,200.641928,"200,641928",200.598898,"200,598898",Derden - Overig - Chemours,Randstad Zuid,RZ,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,Zuid-Holland Zuid,810_X0055R_200.7
673,d81470d2-7147-d973-9cc1-042099c94093,53d4f8aa-202b-4f82-8e48-6079ab7fc5bc,3BV,793.656978,122803.888,399586.882,9.86,123573.91,399394.902,9.726,123,,123,123__,Breda - Tilburg,Bd-Ehv,Breda - Eindhoven ,10.716682,"10,716682",11.5,"11,500000",ProRail,Zuid,Z,Baan,Brabant,330,Breda,20,ASSET Rail,Zuid-West,123_3BV_10.7
674,56fa8339-e6eb-5def-40a6-291f035ad890,36c45412-2f1a-451d-bcdc-1f3def5dfa10,3L,518.75363,203171.446,322387.892,98.851,203430.013,321938.247,99.624,066,a,66,066_a,Landgraaf - Haanrade Grens,Std-Hz,Sittard - Herzogenrath (D) ,25.818483,"25,818483",26.336254,"26,336254",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,Zuid-Oost,066_3L_25.8
675,2a3172d9-d9d9-bae7-cf0e-c9580e06b0a7,33b5b665-1182-4270-bdfc-f0b0bc048089,109BV,190.529416,181873.17,578844.988,1.124,182060.024,578882.231,1.076,550,,550,550__,Leeuwarden,Hlg-Nscg,Harlingen - Nieuweschans Grens ,26.022806,"26,022806",26.221746,"26,221746",ProRail,Noord-Oost,NO,Baan,Wadden,420,Friesland,36,Strukton Rail,Noord,550_109BV_26.0
676,e2fa88e7-507f-1b9d-45e4-290127147ab0,1f5a78af-bea4-4c57-af60-8b1c0d6067ca,1119AV,35.510398,113220.828,400900.94,4.361,113185.449,400897.888,4.402,544,a,544,544_a,Breda,Bd-Ehv,Breda - Eindhoven ,0.950682,"0,950682",0.914599,"0,914599",ProRail,Zuid,Z,Baan,Brabant,330,Breda,20,ASSET Rail,Zuid-West,544_1119AV_1.0
677,89d6f109-9444-67b2-4797-d3c10b3a9af4,fabb257f-0b8b-49a5-9a7c-3c025b94b0df,175V,4425.459988,217042.091,441511.828,13.373,212621.82,441416.269,13.548,212,,212,212__,Winterswijk - Zevenaar,Ww-Zv,Winterswijk-Zevenaar ,34.015034,"34,015034",38.427927,"38,427927",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,Oost,212_175V_34.0
678,e4bac104-e82e-8373-6afb-32539426c4f3,a1726bfc-ce55-4cb2-b2f3-0fc1d18aec36,231BV,93.101039,115503.27,496188.087,0.32,115523.975,496097.318,0.393,524,b,524,524_b,Zaandam,Hdr-Zd,Den Helder - Zaandam ,69.6,"69,600000",69.692838,"69,692838",ProRail,Randstad Noord,RN,Baan,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,Noord-West,078_231BV_66.0
679,6c102eff-d446-5400-310d-3b00a544c6fa,135001a9-9a17-4043-b16d-0346c7d28447,231BV,13.369086,191964.859,444068.54,20.142,191977.306,444063.661,20.044,507,b,507,507_b,Velperbroek Aansl.,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,93.621445,"93,621445",93.634793,"93,634793",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,Oost,507_231BV_93.6
680,54fd8c21-6d0c-9aed-882c-203c50791e4d,87a67b49-03d0-4af2-81b8-85bb2a61860b,3223BV,8.138095,101330.351,426753.096,-0.548,101323.637,426757.695,-0.492,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,34.091615,"34,091615",34.100305,"34,100305",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Kijfhoek,99,VolkerRail,Zee-Zevenaar,924_3223BV_34.1
681,a2e87117-372d-432d-8507-7db813c2ed7e,242919b4-de39-4f54-9ea4-728af61adf1c,927R,371.527691,190619.256,492287.523,9.807,190909.538,492519.264,9.325,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,71.302171,"71,302171",71.672969,"71,672969",Derden - Overig - Defensie,Noord-Oost,NO,Baan,Veluwe,430,Gelderland,33,Strukton Rail,Oost,017_927R_71.3
682,90922527-4a53-b7b2-37c8-f56a780e9cb2,e86377f7-767b-48b1-9fe9-248231d19c28,135BV,11.785944,250661.381,475858.448,21.347,250672.875,475855.841,21.312,543,a,543,543_a,Hengelo,Aml-Hgl,Almelo - Hengelo ,14.988298,"14,988298",15,"15,000000",ProRail,Noord-Oost,NO,Baan,Twente,410,Twente,32,VolkerRail,Oost,543_135BV_15.0
