OBJECTID,GUID,REF_FYSIEKE_SPOORTAK_PUIC,REF_FYSIEKE_SPOORTAK_NAAM,LENGTE,X_BEGIN,Y_BEGIN,Z_BEGIN,X_EIND,Y_EIND,Z_EIND,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VAN,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT,KM_GEOCODE_TOT_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,PRORAIL_GEBIED,REF_FUNC_SPOORTAK_NAAM_LANG
683,54d7f667-9b75-485f-be44-fb763dbe76db,b8517a2f-4dc3-4be4-aec1-c7be7b7bf811,913R,657.857653,190116.663,491884.264,10.513,189600.01,491477.022,11.546,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,70.658935,"70,658935",70.001315,"70,001315",Derden - Overig - Defensie,Noord-Oost,NO,Baan,Veluwe,430,Gelderland,33,Strukton Rail,Oost,017_913R_70.7
684,7b9fca57-b2af-9791-3493-37d4258bb08d,61772ff4-b058-4ae1-8af3-4ceaa53ce3ef,1111L,583.069437,150082.045,399703.844,8.509,150481.323,399279.06,8.535,617,a,617,617_a,Boxtel,Bd-Ehv,Breda - Eindhoven ,38.891394,"38,891394",39.475304,"39,475304",ProRail,Zuid,Z,Baan,Brabant,330,Boxtel,23,ASSET Rail,Zuid-West,617_1111L_38.8
685,c9aa8a24-bd91-4107-bb01-2c0c5755a335,ad974902-f9ec-427c-8e6e-79430b234229,22AUQ,2.190419,89798.685,387095.898,12.56699998,89798.24446196,387098.04366103,12.56690529,126,b,126,126_b,Roosendaal - Roosendaal Grens,Esn-Np,Essen (B) - Nispen ,75.236546,"75,236546",75.238734,"75,238734",Derden - Overig - Infrabel,,,Baan,,,,,,,788_22AUQ_75.1
686,f12c5a97-073b-41fb-ad78-375634e88c7b,b114f81f-89ff-4c23-9374-c200a61e74bd,16R,703.550857,215334.246,427596.139,18.029,214641.476,427717.779,17.837,779,,779,779__,Emmerich (D) - Zevenaar Grens,Zvg-Em,Zevenaar Grens - Emmerich (D) ,60.309307,"60,309307",61.012064,"61,012064",Derden - Overig - DB Netz,,,Baan,,,,,,,779_16R_60.3
687,5e5e14f6-2bec-a491-c7f5-ee7c037bb342,0bea527c-dad5-451d-9c58-33013a5258bc,71AV,4.731353,181527.355,578826.971,1.006,181522.645,578826.522,1.028,550,,550,550__,Leeuwarden,Hlg-Nscg,Harlingen - Nieuweschans Grens ,25.686061,"25,686061",25.681026,"25,681026",ProRail,Noord-Oost,NO,Baan,Wadden,420,Friesland,36,Strukton Rail,Noord,550_71AV_25.7
688,2154fb65-44f7-4fce-1a57-5e2cd96e6bf2,c99eda0e-26bf-400a-a7e9-4816a5aa7040,952L,991.226217,177926.207,320469.231,45.801,178400.127,321320.845,45.793,814,b,814,814_b,Maastricht Racc. Beatrixhaven,Mt-Klprwg,Maastricht - Klipperweg ,200.100032,"200,100032",201.090028,"201,090028",ProRail,Zuid,Z,Baan,Limburg,340,Maastricht,26,Strukton Rail,Zuid-Oost,814_952L_100.7
689,bf933209-2257-e021-5094-0c6b5e86d038,791bd0d7-3be4-4cce-b887-f84f3fd92554,4111R,1361.337313,129605.947,428237.23,0.834,130955.767,428063.409,0.895,152,b,152,152_b,Kijfhoek - Meteren Aansl.,Brgnd-Brech,Betuweroute Giessendam - Betuweroute Echteld ,29.280396,"29,280396",30.641787,"30,641787",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,A15trace,71,VolkerRail,Zee-Zevenaar,152_4111R_29.2
690,37d3e240-0347-6fcf-dddf-3e0d7407946d,01b034f6-06b0-4ed0-885b-28b9c185af8e,106L,216.252481,115121.551,490984.74,0.843,115122.877,491200.988,0.977,490,c,490,490_c,Amsterdam Houtrakpolder (gebied),Hmta-Hrp,Hemtunnel Aansl. - Amsterdam Houtrakpolder ,105.073139,"105,073139",105.289353,"105,289353",ProRail,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,Midden,490_106L_105.0
691,a6f75fb5-a557-a276-b544-f85d63173164,be4d4ac6-3eec-497d-822e-286fb8cf6506,73AR,7111.233811,134941.596,518828.681,-0.18,140939.758,522496.192,-0.316,217,,217,217__,Hoorn - Enkhuizen,Zd-Ekz,Zaandam - Enkhuizen ,35.368696,"35,368696",42.476374,"42,476374",ProRail,Randstad Noord,RN,Baan,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,Noord-West,217_73AR_35.3
692,35acafcb-dea9-7893-a7e5-7faa1d0e75f2,91730dc9-0461-4a8f-b4d9-a297f532390e,1361L,285.012345,83174.13,454314.332,0.38900005,82897.633,454383.48,0.502,564,d,564,564_d,Den Haag Binckhorst,Bkh-Gv,Den Haag Binckhorst - Den Haag HS ,100.003515,"100,003515",100.321373,"100,321373",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,Zuid-Holland Noord,564_1361L_23.7
693,34e59636-fa19-41d3-2144-e1761f3c827d,5abad409-92ff-44ab-85cd-b0fbcc54b524,231AV,705.412595,206495.128,502665.141,2.287,205974.04804294,502190.79017846,2.24476543,602,b,602,602_b,Herfte Aansl.,Zl-Lw,Zwolle - Leeuwarden ,77.700022,"77,700022",77.001319,"77,001319",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,Noord,013_231AV_88.0
694,f336a7ab-0ed4-85c2-2ffe-a8bd67b6a1f3,faafb0ea-892c-40db-8fdd-fde29affc022,950Q,1.627355,106690.047,477310.278,-3.474,106690.996,477311.6,-3.41,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,20.847803,"20,847803",20.846183,"20,846183",ProRail,Randstad Noord,RN,Baan,Kennemerland,240,Haarlem,8,Strukton Rail,Noord-West,133_950Q_20.9
695,68a703ed-2a3b-f711-7a50-7f60b2897620,ab3eb574-5cae-41b1-923e-6b11eb034a92,411V,927.700384,146885.84,431014.729,3.743,147174.895,431887.772,4.926,666,a,666,666_a,Meteren Aansl.,Ut-Btl,Utrecht Centraal - Boxtel ,27.526719,"27,526719",26.6,"26,600000",ProRail,Zuid,Z,Baan,Betuwe,320,Geldermalsen,22,Strukton Rail,Zuid-West,666_411V_27.5
696,ab6b3b70-93ab-4805-84c9-184d1bdd5203,a4065497-4e19-4e43-9d55-cdc0b897c4d5,ST_X0855,1615.354212,252163.615,474951.113,20.88,251743.936,473627.617,21.997,405,,405,405__,Hengelo - Hengelo Zoutindustrie,Hgl-Hglz,Hengelo - Hengelo Zoutindustrie ,0.231285,"0,231285",1.844432,"1,844432",Derden - Overig - Rail Pleasure Holding en Gemeente Hengelo,Noord-Oost,NO,Baan,Twente,410,Twente,32,VolkerRail,Oost,405_ST_X0855_0.2
697,49e6132c-b457-4fb6-8b72-ac68cdc6da48,245f19f2-14ef-406a-a8e8-023fa3037712,X0103L,220.217954,103969.375,499452.142,3.844,104165.985,499363.123,3.787,804,b,804,804_b,"Beverwijk Hoogovens, Van Gelder",Bvhca-Bvhc,Beverwijk Hoogovens Centraal Aansl. - Beverwijk Hoogovens Centraal ,201.537136,"201,537136",201.308684,"201,308684",Derden - Overig - Tata Steel,Randstad Noord,RN,Baan,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,Noord-West,804_X0103L_201.6
698,554bf58b-68e9-9bfe-370b-63b1fa796eda,c4178d19-de6c-48c7-b6af-91cbb25f9f67,173BL,722.954408,91248.846,437688.026,2.251,90545.779,437725.987,-0.278,555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,83.289653,"83,289653",82.59109,"82,591090",ProRail,Randstad Zuid,RZ,Baan,Rotterdam,120,Rotterdam,3,VolkerRail,Zuid-Holland Zuid,555_173BL_83.3
699,1fdfa311-fcf9-8dfa-c086-afd4c44cfabf,71747c1b-5a4c-42ab-9d22-b27fd999fe95,147BV,11.42696,89289.365,437459.565,6.379,89300.718,437460.863,6.412,540,d,540,540_d,Rotterdam Westelijke Splitsing,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,81.27397,"81,273970",81.285366,"81,285366",ProRail,Randstad Zuid,RZ,Baan,Rotterdam,120,Rotterdam,3,VolkerRail,Zuid-Holland Zuid,540_147BV_81.3
700,f0a6a3d7-1072-48b8-8ce6-61e7711c6a06,247e5bd9-9e2f-40ac-8393-7eb11263d9b6,29R,473.501214,233440.942,581061.294,2.22,233911.423,581084.192,2.139,501,,501,501__,Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,80.232299,"80,232299",80.700395,"80,700395",ProRail,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,Noord,501_29R_80.2
701,90637151-1e9b-4b5e-95b0-98a003f9668f,611ada33-4398-4426-b18f-cd8fa71abddc,16L,148.002497,257293.84,532510.085,19.373,257223.763,532640.363,19.378,844,a,844,844_a,Emmen Emmtec,Emnra-Emnr1,Emmen Raccordement Aansluiting - Emmen Raccordement 1 ,0.527665,"0,527665",0.378662,"0,378662",Strukton Rail Short Line,Noord-Oost,NO,Baan,Drenthe,440,Overijssel,34,ASSET Rail,Noord,844_16L_0.6
702,6486713b-6033-98db-2f94-206675c4626e,6e93a342-6da2-4ba0-b7dc-fda23856ef1d,1179V,457.019186,127221.568,483775.573,0.33,127569.78548355,483480.34383344,1.66096989,587,a,587,587_a,Diemen,Asd-Zp,Amsterdam Centraal - Zutphen ,7.644217,"7,644217",8.1,"8,100000",ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,Midden,587_1179V_7.6
703,a3c0e655-6d7f-40c4-a423-8b297b5d885d,44cc2159-f1f6-4f1f-9831-10406491c287,81L,77.869238,37763.996,388278.564,4.875,37802.291,388210.762,4.861,817,e,817,817_e,Vlissingen Sloehaven,Sloe-Qh,Sloehaven Emplacement - Quarleshaven ,205.717951,"205,717951",205.795821,"205,795821",Strukton Rail Short Line,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,Zuid-West,817_81L_205.7
704,27c2758a-d52c-33a8-168d-59e24cb9a1da,1844eae1-7b67-4fe6-9f97-67edf229e780,181L,248.328052,209545.031,375380.233,21.622,209700.902,375186.953,20.996,517,b,517,517_b,Venlo,Mt-Vl,Maastricht - Venlo ,69.95,"69,950000",69.708584,"69,708584",ProRail,Zuid,Z,Baan,De Peel,300,Venlo,27,ASSET Rail,Zuid-Oost,517_181L_0.1
705,3d5471fe-7c9c-2eae-f1d5-8dbf7d5c4c5b,5ae7132b-1e66-44e5-ae18-42d2eb7eb064,1401V,387.695793,119178.147,483508.599,7.357,118791.506,483480.233,7.746,144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,156.034158,"156,034158",156.422589,"156,422589",ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,Midden,144_1401V_156.0
706,e79082ab-7c71-3bcc-6c74-a305567c877e,fe860907-6111-466b-a969-068b70cce942,377R,332.874543,152607.542,463249.61,5.184,152394.009,463504.808,5,940,,940,940__,Amersfoort Bokkeduinen,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,43.079765,"43,079765",42.736884,"42,736884",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,Midden,940_377R_43.1
707,748a1c34-540b-73fc-7400-deb69705c48c,3e2abd90-a4a4-4e88-b2bc-787eb83a2768,2161V,19.135305,190741.006,444211.62,27.188,190759.698,444215.715,27.168,037,,37,037__,Arnhem - Velperbroek Aansl.,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,92.353725,"92,353725",92.372873,"92,372873",ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,Oost,037_2161V_92.3
708,8d2fda8d-9ab4-192e-5f3d-1f4006fb7f5e,4699ae93-831b-427e-b146-a5dc388ebe82,25AR,32.775942,152637.859,463303.128,5.494,152659.157,463278.215,5.542,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,43.05823,"43,058230",43.091042,"43,091042",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,Midden,506_25AR_43.0
709,9465942b-39dc-319a-20d8-c92bd24d5447,b64ed771-c506-4811-8a38-fefc4410ae5a,2755V,1504.783166,136281.683,455264.005,5.182,137326.854,454243.768,5.182,531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,35.63559,"35,635590",37.140396,"37,140396",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,Midden,531_2755V_35.6
710,dcb604cc-7d68-1310-0218-b28bf51c6c85,7e2ef314-2349-4d24-9648-3f4848240aeb,159L,443.696563,108255.159,504231.99,0.42,108586.358,503936.743,0.458,522,b,522,522_b,Uitgeest,Hdr-Zd,Den Helder - Zaandam ,57.455564,"57,455564",57.897737,"57,897737",ProRail,Randstad Noord,RN,Baan,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,Noord-West,522_159L_57.4
711,e2d29b31-b087-4242-9663-682f7ea3a1f3,ef07d87f-f59c-4b84-8ac6-af5511b35b61,482R,583.866872,88538.576,433058.309,3.013,88058.29,433329.791,3.342,468,g,468,468_g,Rotterdam Eemhaven,Whz-Rdhw,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam Den Hamweg ",400.551556,"400,551556",401.132574,"401,132574",Derden - Overig - Steinweg,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,468_482R_400.5
712,bc25d5b7-9fc4-e397-c2b8-98c220624ff1,d02bf378-eb58-4cd8-8458-e2c3492d3acd,261AL,305.10131,155674.03466266,464623.0916835,3.81671295,155858.455,464865.809,3.81,505,a,505,505_a,Amersfoort Aansl.,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,23.5,"23,500000",23.806653,"23,806653",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,Midden,089_261AL_45.6
713,c0ee7e44-735d-a3db-0b5a-9b720471c8dc,fd05d617-ddc5-48bf-a9b7-593bd5f56cfd,912R,145.80646,103236.798,489231.453,4.294,103091.652,489245.314,4.202,527,f,527,527_f,Haarlem,Hlm-Hlmjl,Haarlem - Haarlem Julianalaan ,500.807983,"500,807983",500.960016,"500,960016",ProRail,Randstad Noord,RN,Baan,Kennemerland,240,Haarlem,8,Strukton Rail,Noord-West,527_912R_500.8
714,e0477006-c2a3-672e-7db7-2193f7a476a6,15dd041b-46d8-4bb8-86fd-9a162b866710,279R,118.533903,209899.728,523501.566,2.299,209931.111,523615.833,2.536,502,b,502,502_b,Meppel,Zl-Lw,Zwolle - Leeuwarden ,101.272475,"101,272475",101.390374,"101,390374",ProRail,Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,Noord,502_279R_101.2
715,94098717-4b34-7f46-01dd-d8a5d6c5a407,3abf9a6e-a564-414d-aa3a-3140d177bfae,9BR,1440.979949,171086.992,483388.039,3.965,170255.88614309,482470.01777314,4.10591644,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,49.338432,"49,338432",47.899577,"47,899577",ProRail,Noord-Oost,NO,Baan,Veluwe,430,Gelderland,33,Strukton Rail,Oost,017_9BR_49.4
716,5fb59ae0-ac35-9190-f01a-a6cadbf527e6,0392e4be-89b6-42f8-b83b-ed28f4192878,3605L,74.365379,127964.038,465555.285,1.905,127978.743,465628.182,1.706,097,,97,097__,Nieuwersluis=Loenen - Breukelen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,21.898587,"21,898587",21.824435,"21,824435",ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,Midden,097_3605L_22.0
717,ddbbcdc4-8bd8-4d5d-8801-caae1b77761e,79f4357a-912e-46ca-8a0e-228128e8e0ed,845L,71.314683,61721.498,439014.369,5.217,61697.841,439081.633,5.217,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,0.704301,"0,704301",0.775948,"0,775948",Derden - Overig - Shunter,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,478_845L_0.7
718,1de3cf31-ea4d-4810-b817-43e39a731b95,349378e0-0bfd-4d53-9e22-88d0731e2182,E8546V,8.690236,103552.04,499476.22,3.819,103543.558,499478.111,3.802,804,b,804,804_b,"Beverwijk Hoogovens, Van Gelder",Bvhca-Bvhc,Beverwijk Hoogovens Centraal Aansl. - Beverwijk Hoogovens Centraal ,201.951754,"201,951754",201.960462,"201,960462",Derden - Overig - Tata Steel,Randstad Noord,RN,Baan,Hollands Noorderkwartier,210,Alkmaar,7,VolkerRail,Noord-West,804_E8546V_201.9
719,97ffe360-3f67-76b7-cc74-fb46b1c57f56,a0fa9f72-3b01-46df-b821-c4a418141b0a,71R,4.052117,37471.998,388762.457,4.814,37473.593,388758.732,4.814,817,e,817,817_e,Vlissingen Sloehaven,Sloe-Qh,Sloehaven Emplacement - Quarleshaven ,205.153024,"205,153024",205.157052,"205,157052",ProRail,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,Zuid-West,817_71R_205.1
720,2d7efeae-8830-2f6e-181a-29e2cde3b6ce,848064e4-5633-4f83-8fc7-fb576611d08d,87AL,246.056539,121582.423,488144.629,5.584,121792.548,488016.612,5.584,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,80.490093,"80,490093",80.736119,"80,736119",ProRail,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,Midden,586_87AL_80.5
721,eab3fd44-78c8-16ef-7406-f115f9277592,f1fa928d-cc7a-47eb-ae67-fb54ea187c44,945R,127.536708,94531.335,440003.068,-0.479,94407.549,439972.707,-0.534,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,49.198927,"49,198927",49.324637,"49,324637",ProRail,Randstad Zuid,RZ,Baan,Rotterdam,120,Rotterdam,3,VolkerRail,Zuid-Holland Zuid,132_945R_49.2
722,877a5266-48cf-4bf5-8462-42a5e432f04a,7c6d1266-2d70-4e72-a99a-75d743d4a316,69P,93.313804,209528.521,375366.604,21.615,209470.807,375439.929,21.766,517,a,517,517_a,Venlo,Vl-Ehv,Venlo - Eindhoven ,0.001943,"0,001943",0.111768,"0,111768",ProRail,Zuid,Z,Baan,De Peel,300,Venlo,27,ASSET Rail,Zuid-Oost,517_69P_69.3
723,379cb22c-b48a-3719-df7d-7a03f12150e5,a7a07975-7d67-4bb8-a795-3db239f2e2a1,367BL,7.194749,122194.165,487833.123,5.795,122187.652,487836.18,5.929,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,81.17455,"81,174550",81.167606,"81,167606",ProRail,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,Midden,586_367BL_81.2
724,884c9d75-db93-accb-92cf-a68b0add8a4c,bc690c2c-ff05-4271-a613-c7f15acd7acf,189L,228.618406,85005.385,456131.895,3.215,84854.576,455962.024,2.853,563,,563,563__,Den Haag Mariahoeve,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,57.413934,"57,413934",57.639501,"57,639501",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,Zuid-Holland Noord,563_189L_57.4
725,9f223eea-cb6e-4cfb-acc2-3401f5d1a5ad,28e07b04-9242-416d-9e21-b386021a32ef,414BT,145.398706,78429.086,432173.364,4.065,78394.283,432032.192,4.234,470,n,470,470_n,Botlek,Bot-Botch2,"Rotterdam, Botlek - Botlek Chemiehaven 2 ",450.393865,"450,393865",450.246842,"450,246842",Strukton Rail Short Line,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,470_414BT_450.4
726,672f6027-3d88-0ce1-7ff9-620a6fa6b631,508aa0a7-dfd2-48a4-8729-7dbd5136e767,263AT,47.498696,122144.445,487825.201,5.865,122187.545,487805.289,5.663,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,81.134192,"81,134192",81.180015,"81,180015",ProRail,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,Midden,586_263AT_81.1
727,a42bf231-e0b5-46b8-0d19-1a659ff4b9c9,d9d88188-ecaa-4b65-bc05-bbece1acfd3c,1517R,833.391916,61645.598,439173.497,5.219,61360.944,439956.444,5.219,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,0.881367,"0,881367",1.715678,"1,715678",ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,Zee-Zevenaar,478_1517R_0.8
728,7f5b0d11-c4e6-4855-a50e-abdf1310a444,be31390d-1818-4600-815f-be2845b367e0,955AL,275.07739,117318.691,485416.657,5.742,117314.396,485141.625,5.718,145,,145,145__,Amsterdam Sloterdijk - Amsterdam Riekerpolder,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,56.25676,"56,256760",56.531636,"56,531636",ProRail,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,Midden,145_955AL_56.2
729,49b593f4-00cf-1dcb-6409-a13d027a3b8f,f27e18df-e184-4595-87a5-6206f54a297d,47T,2.952678,181240.228,578756.581,1.164,181243.035,578757.497,1.147,550,,550,550__,Leeuwarden,Hlg-Nscg,Harlingen - Nieuweschans Grens ,25.387366,"25,387366",25.390248,"25,390248",ProRail,Noord-Oost,NO,Baan,Wadden,420,Friesland,36,Strukton Rail,Noord,550_47T_25.4
730,99abab4f-f392-085a-5c07-d5dd877f55c6,b208f7c5-4b73-4f15-a408-53c17059e596,1249T,12.190878,40415.696,386303.594,2.394,40408.784,386313.636,2.405,817,e,817,817_e,Vlissingen Sloehaven,Sloe-Qh,Sloehaven Emplacement - Quarleshaven ,200.176494,"200,176494",200.188702,"200,188702",ProRail,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,Zuid-West,817_1249T_200.2
731,1dd9155d-6174-4fe2-39e1-af3ed8b2f751,d390563d-73c9-4c77-81c6-30119af258b7,341V,53.392785,92123.358,437855.751,3.281,92172.997,437875.318,3.066,555,,555,555__,Rotterdam Centraal,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,84.197147,"84,197147",84.250924,"84,250924",ProRail,Randstad Zuid,RZ,Baan,Rotterdam,120,Rotterdam,3,VolkerRail,Zuid-Holland Zuid,555_341V_84.2
732,fcc0f898-b005-95f0-c5b1-41ceb5649be7,6cbd5c0c-da4d-4bfe-9a8f-b75060f26ed4,59R,1.828016,152850.917,463077.812,5.576,152852.117,463076.433,5.601,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,43.367976,"43,367976",43.369814,"43,369814",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,Midden,506_59R_43.3
733,04d5cea6-01da-c41e-6644-baacb1ec5cd8,b5d26c88-e14e-47e4-8a7b-86332713bb15,3809V,418.118507,130580.45,461075.15,1.161,130881.057,460784.535,1.058,098,,98,098__,Breukelen - Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,27.44699,"27,446990",27.864624,"27,864624",ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Woerden,14,ASSET Rail,Midden,098_3809V_27.4
734,9da68dc3-7801-ade8-e357-8c9845340b59,ba0e9a9a-f211-40c8-98f4-03c92b8e4c7f,1175S,411.801732,107302.434,477957.196,-3.465,107627.703,478209.125,-2.892,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,19.950404,"19,950404",19.539352,"19,539352",ProRail,Randstad Noord,RN,Baan,Kennemerland,240,Haarlem,8,Strukton Rail,Noord-West,133_1175S_20.0
735,176b47da-31fd-f1d1-8217-cb4b506a494d,210f2060-8c32-43e7-9035-49c0496dfc37,141L,839.75742,114575.655,490322.947,1.351,113736.6,490322.524,1.443,490,b,490,490_b,Amsterdam Houtrakpolder (gebied),Hmta-Law,Hemtunnel Aansl. - Latexweg ,5.099966,"5,099966",5.937911,"5,937911",ProRail,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,Midden,490_141L_5.1
736,8fe25c59-874e-4c9a-98ad-c0f0aae5e236,afcb7578-54d0-4cfc-982c-b3aa20df2768,500V,255.399797,84229.301,435722.734,2.649,84246.73,435967.002,3.511,115,d,115,115_d,Schiedam Centrum - Vlaardingen Vulcaanhaven,Sdmga-Vdgvch,Schiedam Goederenoverdrachtspoor Aansluiting -  Vlaardingen Vulcaanhaven ,504.702366,"504,702366",504.447261,"504,447261",Strukton Rail Short Line,Randstad Zuid,RZ,Baan,Rotterdam,120,Rotterdam,3,VolkerRail,Zuid-Holland Zuid,115_500V_504.7
737,f8a2a7b1-b6f6-9c0d-0439-ba2e14dc0670,c46f30c0-2fad-44da-9f53-7c25284bd618,249BV,534.409249,82144.582,454127.687,3.76,81717.216,453807.645,3.672,536,,536,536__,Den Haag HS,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,60.901518,"60,901518",61.44135,"61,441350",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,Zuid-Holland Noord,536_249BV_60.9
738,14cb8403-4845-89be-26d5-a5a4cb16d891,35df4c04-72ce-4d98-b01c-1508d3802511,205AT,452.107486,154066.683,462826.158,5.471,154461.376,463015.375,4.789,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,44.591924,"44,591924",45.014845,"45,014845",ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,Midden,506_205AT_44.6
739,151fc6f7-a58e-4e87-e81a-4f4b38b9cb44,c7405ceb-af90-4689-b3d2-c543504dbaa5,3611L,8.006439,127985.106,465678.558,1.471,127984.343,465670.588,1.497,097,,97,097__,Nieuwersluis=Loenen - Breukelen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,21.774141,"21,774141",21.782018,"21,782018",ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,Midden,097_3611L_21.7
740,f0f978b7-b3ce-915a-98b2-aeb81e9b26c7,bde0d2ff-4b7b-41f0-9c24-33146320c720,2519R,427.49608,177498.779,505278.558,3.312,177918.352,505196.635,3.438,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,20.454278,"20,454278",20.881702,"20,881702",ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,Midden,161_2519R_20.4
