DOSSIERNR;REGISTR_OMS;INGANGSDATUM;EINDDATUM;STRAAT;HUISNR;LOKATIE;STADSDEEL;X_KOORD;Y_KOORD;COUNTER;LONG;LAT
00032IPM22;IPM Braderie Hobbemarkt, gelegen op locatie Hobbemastraat en Hobbemaplein van 24-9-2022 t/m 25-9-2022  verleend;2022-09-24;2022-09-25;Hobbemastraat;0;Hobbemastraat  - Hobbemastraat (Centrum, Hobbemastraat en Hobbemaplein);CENTRUM;80687.668;453969.984;41;4.303371735900522;52.06902618635213
00042IPM22;IPM Le Marie Marché op 18-9-2022, gelegen op locatie Frederik Hendriklaan  verleend;2022-09-18;2022-09-18;Frederik Hendriklaan;0;Frederik Hendriklaan  - Frederik Hendriklaan (Scheveningen, Frederik Hendriklaan);SCHEVENINGEN;78906.932;456762.642;42;4.276781743830995;52.093881114808184
00051IPM22;IPM Festival Trek van 8-9-2023 t/m 10-9-2023, gelegen op locatie Westbroekpark ingekomen;2023-09-08;2023-09-10;Westbroekpark;0;Westbroekpark ;CENTRUM;79767.09;458031.58;43;4.289051662424082;52.105402220786466
00015IPM17;Flagship Market op 7 april, 7 mei, 3 en 4 juni, 3 september, 1 oktober en van 16 tot en met 23 december 2017 verleend;2017-05-07;2017-05-07;Piet Heinplein;1;Piet Heinplein 1 / Piet Heinstraat 2 / Prins Hendrikplein 1 / Prins Hendrikstraat 2;CENTRUM;80542.936;455468.536;44;4.300934241983078;52.082473838659766
00023IPM17;Oranjemarkt Leyweg op 27 april 2017 verleend;2017-04-27;2017-04-27;Leyweg;1;Leyweg 1 - Leyweg (Leyweg);LOOSDUINEN;77760.078;453187.768;45;4.260858079038967;52.06159619401367
00030IPM17;Sushifestival JOY van 9 tot en met 11 juni 2017 in adviesfase;2017-06-09;2017-06-11;Nieuwe Parklaan;0;Nieuwe Parklaan ;SCHEVENINGEN;80060.046;458118.004;46;4.29330809572548;52.106218638287054
00034IPM17;Bloemenmarkt op 14 april 2017 ingekomen;2017-04-14;2017-04-14;Dr. Lelykade;0;Dr. Lelykade  - Dr. Lelykade (Radio Hollandplein tussen Dr. Leleykade en Westduinweg);SCHEVENINGEN;78529.302;457318.762;47;4.271147256250086;52.098826718117536
00035IPM17;Bloemenmarkt van 18 tot en met 29 december 2017 ingekomen;2017-12-18;2017-12-29;Dr. Lelykade;0;Dr. Lelykade  - Dr. Lelykade (Radio Hollandplein tussen dr. Lelykade en Westduinweg);SCHEVENINGEN;78529.302;457318.762;48;4.271147256250086;52.098826718117536
00062IPM17;Braderie Snuffelmarkt op 23 en 24 juni 2017 (VERLEEND) verleend;2017-06-23;2017-06-24;De Stede;1;De Stede 1 - De Stede (Hengelolaan);ESCAMP;77748.481;451040.68;49;4.261174456717656;52.042299408518375
00095IPM17;Stoffenbeurs Den Haag op 10 september 2017 (VERLEEND) verleend;2017-09-10;2017-07-10;Turfmarkt;2;Turfmarkt 2 - Turfmarkt (Vanaf Happy cake tot het Centraal Station);CENTRUM;81640.161;454891.787;50;4.3170631990373565;52.07743718800035
00110IPM17;Nationale Geraniummarkt op 27 april 2017 verleend;2017-04-27;2017-04-27;Lange Voorhout;0;Lange Voorhout  - Plein (Centrum, Lange Voorhout);CENTRUM;81252.232;455426.005;51;4.311289744471343;52.08218654846781
00116IPM17;Rollend Den Haag en Pinkster Fair van 2 tot en met 5 juni 2017 (VERLEEND) verleend;2017-06-02;2017-06-06;Lange Voorhout;0;Lange Voorhout  - Lange Voorhout (Centrum);CENTRUM;81252.232;455426.005;52;4.311289744471343;52.08218654846781
00131IPM17;Het organiseren van een private markt Festival TREK in het Westbroekpark in Scheveningen. De aanvraag is ingediend op 6-9-2018 t/m 9-9-2018.  verleend;2017-09-06;2017-09-09;Westbroekpark;0;Westbroekpark ;SCHEVENINGEN;79767.09;458031.58;53;4.289051662424082;52.105402220786466
00142IPM17;1-4-2018 t/m 2-4-2018 verleend;2018-04-01;2018-04-02;Plein;0;Plein ;CENTRUM;81556.476;455170.647;54;4.315782619372681;52.0799321452457
00144IPM17;Christmas Market Reinkenstraat op 10 december 2017 verleend;2017-12-10;2017-12-10;Reinkenstraat;1;Reinkenstraat 1 - Reinkenstraat (Reinkenstraat);SCHEVENINGEN;79391.991;455321.371;55;4.2841784444892745;52.08099534911913
00154IPM17;Winterfair Bethlehemkerk op 16 december 2017 verleend;2017-12-16;2017-12-16;Laan van Meerdervoort;0;Laan van Meerdervoort  - Vlierboomstraat (Bethlehemkerk (Hoek Laan van Meerdervoort/Azaleastraat).);SEGBROEK;78091.655;454607.353;56;4.2653725788071695;52.07439964511582
00173IPM17;Jaarmarkt Scheveningen 27 mei 2018 verleend;2018-05-27;2018-05-27;Strandweg;0;Strandweg ;SCHEVENINGEN;78310.088;457939.296;57;4.2678088680464015;52.10437288543751
00183IPM17;Foodtruckfestival 'Rrrollend Den Haag' vindt op het Lange Voorhout op 10 mei tot en met 15 mei 2018.  verleend;2018-05-10;2018-05-13;Lange Voorhout;0;Lange Voorhout  - Lange Voorhout (Centrum, Lange Voorhout);CENTRUM;81252.232;455426.005;58;4.311289744471343;52.08218654846781
00186IPM17;Het organiseren van een private markt genaamd de Swan Market ter hoogte van het Plein in Den Haag. De aanvraag is ingediend voor 30 september 2018. verleend;2018-09-23;2018-09-23;Plein;1;Plein 1 - Plein (Centrum, Kerkplein);CENTRUM;81495.162;455173.946;59;4.314887587625159;52.07995365708993
00015IPM18;het organiseren van een incidentele private markt genaamd de Najaarsmarkt ter hoogte van de Leyweg. De aanvraag is ingediend voor 26 oktober 2018  tot en met 28 oktober 2018. verleend;2018-10-26;2018-10-28;Leyweg;0;Leyweg  - Leyweg (Escamp, Winkelcentrum/gebied Leyweg);ESCAMP;78712.332;451806.727;60;4.275050145017823;52.0493171328947
00019IPM18;Vrijmarkt Koningsdag Leyweg op 27 april 2018.  verleend;2018-04-27;2018-04-27;Leyweg;1;Leyweg 1 - Leyweg (Leyweg);LOOSDUINEN;77760.078;453187.768;61;4.260858079038967;52.06159619401367
00032IPM18;Het organiseren van een private markt Le Marie Marche ter hoogte van het Plein. De aanvraag is ingediend voor 2&3 maart 2019. verleend;2019-03-02;2019-03-03;Plein;0;Plein  - Pleinkwartier;CENTRUM;81556.476;455170.647;62;4.315782619372681;52.0799321452457
00052IPM18;het organiseren van een private markt Braderie ter hoogte van de Pauk Krugerlaan in Den Haag. De aanvraag is ingediend voor 8 september 2018 en 9 september 2018. verleend;2018-09-08;2018-09-09;Paul Krugerlaan;1;Paul Krugerlaan 1 - Paul Krugerlaan (Centrum, Paul Krugerlaan);CENTRUM;79428.655;454162.625;63;4.284969840773066;52.070587058118164
00062IPM18;het organiseren van een platen en cd beurs op de locatie Hofplaats in Den Haag. De aanvraag is ingediend voor 3 november 2018.   verleend;2018-11-03;2018-11-03;Hofplaats;2;Hofplaats 2 - Spuistraat (Centrum, Hofplaats);CENTRUM;81314.835;455082.304;64;4.312277144943558;52.07910612672167
00063IPM18;het organiseren van de Stoffenbeurs op de locatie Lange Voorhout in Den Haag. De aanvraag is ingediend voor  21 oktober 2018 verleend;2018-10-21;2018-10-21;Lange Voorhout;1;Lange Voorhout 1 - Lange Voorhout (Centrum, Lange Voorhout);CENTRUM;81118.763;455303.686;65;4.309369371428719;52.08106950617021
00065IPM18;BIZ vereniging Fred organiseert een sfeerverhogend ambachtmarkt waar oude ambachten gepresenteer worden. Dit gaat plaatsvinden op 24 juni 2018.  verleend;2018-06-23;2018-06-24;Frederik Hendriklaan;0;Frederik Hendriklaan  - Frederik Hendriklaan (Frederik Hendriklaan);SCHEVENINGEN;78906.932;456762.642;66;4.276781743830995;52.093881114808184
00070IPM18;Kleine kinderactiviteiten gedurende de zomervakantie. Op zaterdag 28 juli worden er tussen 12.00 en 16.00 uur 3 poppenkastvoorstellingen gegeven. verleend;2018-07-28;2018-07-28;Leyweg;1;Leyweg 1 - Leyweg (Escamp, Winkelcentrum Leyweg-Hemaplein);LOOSDUINEN;77760.078;453187.768;67;4.260858079038967;52.06159619401367
00076IPM18;Ambachtelijke markt op 8 september 2018 ter plaatse van Aert van der Goesstraat en Frederik Hendrikplein.  verleend;2018-09-08;2018-09-08;Aert van der Goesstraat;1;Aert van der Goesstraat 1 - Aert van der Goesstraat en Frederik Hendrikplein;SCHEVENINGEN;78863.189;456141.469;68;4.276282219935857;52.08829283472217
00104IPM18; ingekomen;2018-08-26;2018-08-26;Reinkenstraat;1;Reinkenstraat 1 - Reinkenstraat (Reinkenstraat);SCHEVENINGEN;79391.991;455321.371;69;4.2841784444892745;52.08099534911913
00118IPM18;Sea Side Market 21 en 22 juli 2018 ingekomen;2018-07-21;2018-07-22;Gevers Deynootplein;30;Gevers Deynootplein 30 - Gevers Deynootplein (Scheveningen, Gevers Deynootplein);SCHEVENINGEN;79304.166;458881.436;70;4.282106862223653;52.11297643636202
00127IPM18;het organiseren van een incidentele private markt genaamd Summer of Love Market op de locatie Lange Voorhout (lange gedeelte) in Den Haag. De aanvraag is ingediend voor 10 tot en met 12 mei 2019. verleend;2019-05-10;2019-05-12;Lange Voorhout;1;Lange Voorhout 1 - Lange Voorhout (Lange Voorhout);CENTRUM;81118.763;455303.686;71;4.309369371428719;52.08106950617021
00145IPM18;MAC Festival, 6 juli 2019, Lange Voorhout verleend;2019-07-07;2019-07-08;Lange Voorhout;1;Lange Voorhout 1 - Lange Voorhout (Lange Voorhout);CENTRUM;81118.763;455303.686;72;4.309369371428719;52.08106950617021
00164IPM18;het organiseren van een incidentele private markt genaamd het Dickensfestival ter hoogte van terrein Anbijkerk, Willem III straat op 22 december 2018. verleend;2018-12-22;2018-12-22;Loosduinse Hoofdstraat;2;Loosduinse Hoofdstraat 2 - Loosduinse Hoofdstraat (Winkelcentra, Loosduinse Hoofdstraat);LOOSDUINEN;76456.602;452444.464;73;4.242024770421637;52.05473315542728
00001IPM19;het organiseren van een incidentele private markt genaamd Koningsvrijmarkt op de locatie Winkelcentrum Ypenburg (Oude Kustlijn, De Kling en Steentijdsingel). De aanvraag is ingediend voor 27 april 2018. verleend;2019-04-27;2019-04-27;Oude Kustlijn;2;Oude Kustlijn 2;LEIDSCHENVEEN-YPENBURG;85146.582;450787.266;74;4.369044824973766;52.041003602109804
00008IPM19;het organiseren van een incidentele private markt genaamd Braderie/snuffelmarkt op de locatie De Stede. De aanvraag is ingediend voor 24 en 25 mei 2019. verleend;2019-05-24;2019-05-25;De Stede;1;De Stede 1 - De Stede (Escamp, De Stede );ESCAMP;77748.481;451040.68;75;4.261174456717656;52.042299408518375
00014IPM19;Koningsvrijmarkt F. Hendriklaan 27-04-2019 verleend;2019-04-27;2019-04-27;Frederik Hendriklaan;3;Frederik Hendriklaan 3 - Frederik Hendriklaan (Scheveningen, Frederik Hendriklaan);SCHEVENINGEN;79117.704;457194.73;76;4.279760795678021;52.09779307460348
00016IPM19;Royal Christmas Fair 4 december 2019 tot en met 28 december 2019. verleend;2019-12-04;2019-12-28;Lange Voorhout;0;Lange Voorhout  - Lange Voorhout (Centrum, Lange Voorhout);CENTRUM;81252.232;455426.005;77;4.311289744471343;52.08218654846781
00025IPM19;het organiseren van een incidentele private markt genaamd Hofkwartier Wintermarket op 8 december 2019 op de locatie Prinsestraat, (Korte) Molenstraat, Molstraat, Nobelstraat en Kerkplein verleend;2019-12-08;2019-12-08;Prinsestraat;1;Prinsestraat 1;CENTRUM;80976.639;454962.405;78;4.307370358016654;52.077983520227065
00042IPM19;het organiseren van een incidentele private markt genaamd Groot Hart Festival in de Reinkenstraat op 30 juni 2019 verleend;2019-06-30;2019-06-30;Reinkenstraat;1;Reinkenstraat 1 - Reinkenstraat (Scheveningen, Reinkenstraat);SCHEVENINGEN;79391.991;455321.371;79;4.2841784444892745;52.08099534911913
00051IPM19;het organiseren van een incidentele private markt genaamd Parkpop Next Door op de locatie Leyweg op 21 en 22 juni 2019. verleend;2019-06-22;2019-06-22;Leyweg;1;Leyweg 1 - Leyweg (Escamp, Winkelcentrum Leyweg);LOOSDUINEN;77760.078;453187.768;80;4.260858079038967;52.06159619401367
00064IPM19;het organiseren van een incidentele private markt genaamd braderie/snuffelmarkt De Stede op 27 en 28 september 2019 op de locatie De Stede verleend;2019-09-27;2019-09-28;De Stede;1;De Stede 1 - De Stede (Escamp, de Stede);ESCAMP;77748.481;451040.68;81;4.261174456717656;52.042299408518375
00121IPM19;Le Marie Marche van 3-10-2020 t/m 4-10-2020 verleend;2020-10-03;2020-10-04;Plein;0;Plein  - Plein (Centrum, Het Plein);CENTRUM;81556.476;455170.647;82;4.315782619372681;52.0799321452457
00044IPM21;Jaarmarkt Scheveningen van 12-8-2022 t/m 14-8-2022 verleend;2021-08-12;2021-08-14;Strandweg;0;Strandweg ;SCHEVENINGEN;78310.088;457939.296;83;4.2678088680464015;52.10437288543751
00016IPM22;Braderie Leyweg van 28-5-2022 t/m 29-5-2022, gelegen op locatie Leyweg  verleend;2022-05-28;2022-05-29;Leyweg;0;Leyweg  - Leyweg (Escamp, Leyweg);ESCAMP;78712.332;451806.727;84;4.275050145017823;52.0493171328947
00020IPM22;Flagship Market op 12-6-2022, gelegen op locatie Prins Hendrikstraat en Prins Hendrikplein  verleend;2022-06-12;2022-06-12;Prins Hendrikstraat;0;Prins Hendrikstraat ;CENTRUM;79915.552;455340.211;85;4.291811048259621;52.08123590000623
00043IPM22;IPM Le Marie Marché op 9-10-2022, gelegen op locatie Frederik Hendriklaan  verleend;2022-10-09;2022-10-09;Frederik Hendriklaan;0;Frederik Hendriklaan  - Frederik Hendriklaan (Scheveningen, Frederik Hendriklaan);SCHEVENINGEN;78906.932;456762.642;86;4.276781743830995;52.093881114808184
00050IPM22;IPM Haagsche Kunst en Antiekdagen 2023 van 26-8-2023 t/m 27-8-2023 op het Lange voorhout.  ingekomen;2023-08-26;2023-08-27;Lange Voorhout;0;Lange Voorhout  - Lange Voorhout (Centrum, Lange Voorhout);CENTRUM;81252.232;455426.005;87;4.311289744471343;52.08218654846781
00002IPM17;Voorjaarsmarkt Leyweg van 24 tot en met 26 maart 2017 verleend;2017-03-24;2017-03-26;Leyweg;0;Leyweg  - Leyweg (Winkelcentrum);ESCAMP;78712.332;451806.727;88;4.275050145017823;52.0493171328947
00004IPM17;Jaarmarkt Duindorp op 10 juni 2017 verleend;2017-06-10;2017-06-10;Tesselsestraat;0;Tesselsestraat  - Tesselseplein (Tesselsestraat en Pluvierstraat);SCHEVENINGEN;77776.565;456379.722;89;4.2603761216365745;52.09028341555071
00168IPM18;het organiseren van een incidentele private markt genaamd Haagse Kunst en Antiekdagen 2019 op de locatie Lange Voorhout. De aanvraag is ingediend voor 24 en 25 augustus 2019.  verleend;2019-08-24;2019-08-25;Lange Voorhout;1;Lange Voorhout 1 - Lange Voorhout (Centrum, Lange Voorhout);CENTRUM;81118.763;455303.686;320;4.309369371428719;52.08106950617021
00004IPM19;Braderie op de Hobbemastraat 30 maart 2019 tot en met 31 maart 2019 en 12 oktober 2019 tot en met 13 oktober 2019. verleend;2019-10-12;2019-10-13;Hobbemastraat;3;Hobbemastraat 3 - Hobbemastraat (Centrum, Hobbemstraat en Hobbemaplein);CENTRUM;80968.484;454147.218;321;4.307428250211668;52.070656547563715
00011IPM19;het betreft een aanvraag voor een Incidentele Private Markt.  verleend;2019-05-25;2019-05-26;Leyweg;1;Leyweg 1 - Leyweg (Escamp, Leyweg);LOOSDUINEN;77760.078;453187.768;322;4.260858079038967;52.06159619401367
00015IPM19;Het organiseren van een incidentele private markt genaamd Zomerfestival op 8 juni op de locatie Weimarstraat en Regentesseplein verleend;2019-06-08;2019-06-08;Weimarstraat;1;Weimarstraat 1 - Weimarstraat (Segbroek, Weimarstraat);SEGBROEK;79723.708;455217.747;323;4.289039786154844;52.08010930602765
00031IPM19;Het organiseren van een incidentele private markt genaamd Vrijmarkt Reinkenstraat op 27 april 2019 verleend;2019-04-27;2019-04-27;Reinkenstraat;2;Reinkenstraat 2 - Reinkenstraat (Reinkenstraat);SCHEVENINGEN;79362.304;455331.549;324;4.283743169118414;52.081082761226675
00055IPM19;het organiseren van een incidentele private markt genaamd stoffenbeurs op 20 oktober 2019 op de locatie Lange Voorhout verleend;2019-10-20;2019-10-20;Lange Voorhout;0;Lange Voorhout -1 - Lange Voorhout (Centrum, Lange Voorhout);CENTRUM;81252.232;455426.005;325;4.311289744471343;52.08218654846781
00057IPM19;het organiseren van een incidentele private markt genaamd Salt Market op 17 en 18 augustus 2019 op de locatie Deltaplein verleend;2019-08-17;2019-08-18;Deltaplein;0;Deltaplein  - Deltaplein (Stadsdeel Loosduinen, winkelcentra, Boulevard Kijkduin);LOOSDUINEN;75054.65;454030.56;326;4.221216730510848;52.06878621183574
00073IPM19;Warme Wintermarkt 20-12-2019 t/m 25-12-2019 verleend;2019-12-20;2019-12-25;Plein;1;Plein 1 - Plein (winkelcentrum);CENTRUM;81495.162;455173.946;327;4.314887587625159;52.07995365708993
00103IPM19;Grote Marktstraat, Have a Royal Winter Village 21 en 22 december 2019 verleend;2019-12-21;2019-12-22;Grote Marktstraat;1;Grote Marktstraat 1 - Grote Marktstraat (Centrum, Grote Markstraat);CENTRUM;81133.063;454684.687;328;4.30971196065615;52.07550862422215
00120IPM19;VERLEEND-Le Marie Marche - 1 augustus 2020 t/m 2 augustus 2020 in adviesfase;2020-08-01;2020-08-02;Plein;0;Plein  - Plein (Centrum, Plein);CENTRUM;81556.476;455170.647;329;4.315782619372681;52.0799321452457
00072IPM20;Aanvraag is ingetrokken Le Marie Marche op locatie Plein van 1-5-2021 t/m 5-5-2021 ingekomen;2021-05-01;2021-05-05;Plein;1;Plein 1 - Plein (Centrum, plein);CENTRUM;81495.162;455173.946;330;4.314887587625159;52.07995365708993
00084IPM20;Salt Market op locatie Boulevard van 13-8-2021 t/m 15-8-2021 verleend;2020-08-13;2020-08-15;Strandweg;1;Strandweg 1;SCHEVENINGEN;77880.105;457428.037;331;4.26164952891275;52.09971864699273
00010IPM21;Jaarmarkt Scheveningen 25 en 26 september 2021 verleend;2021-09-25;2021-09-26;Strandweg;1;Strandweg 1;SCHEVENINGEN;77880.105;457428.037;332;4.26164952891275;52.09971864699273
00028IPM21;Braderie Hobbema op 30-10-2021 t/m 31-10-2021 verleend;2021-10-30;2021-10-31;Hobbemastraat;3;Hobbemastraat 3 - Hobbemastraat (Centrum. Hobbemastraat en Hobbemaplein);CENTRUM;80968.484;454147.218;333;4.307428250211668;52.070656547563715
00017IPM22;IPM Stoffenbeurs 29-5-2022, gelegen op locatie Schalk Burgerplein verleend;2022-06-06;2022-06-06;Schalk Burgerplein;0;Schalk Burgerplein  - Schalk Burgerplein (Centrum, Schalk Burgerplein);CENTRUM;80066.478;453806.8;334;4.2943491843488415;52.067476010953506
00026IPM22;Koningsdag Leyweg op 27 april 2022, gelegen op locatie Leyweg verleend;2022-04-27;2022-04-27;Leyweg;0;Leyweg  - Leyweg (Escamp, Leyweg);ESCAMP;78712.332;451806.727;335;4.275050145017823;52.0493171328947
00030IPM22;IPM Zomermarkt op 27-8-2022, gelegen op locatie Keizerstraat  verleend;2022-08-27;2022-08-27;Keizerstraat;0;Keizerstraat  - Keizerstraat (Scheveningen, Keizerstraat);SCHEVENINGEN;78682.188;458168.334;336;4.273187892693356;52.10648260828828
00037IPM22;IPM Braderie Dierenselaan op 3-9-2022, gelegen op  locaties  Dierenselaan/Apeldoornselaan verleend;2022-09-03;2022-09-03;Dierenselaan;0;Dierenselaan  - Dierenselaan (Escamp, Dierenselaan/Apeldoornselan);ESCAMP;79247.277;453666.205;337;4.282435007849145;52.06610110487174
00055IPM22;IPM Platenbeurs op 1-7-2023, gelegen op locatie Lange Voorhout ingekomen;2023-07-01;2023-07-01;Lange Voorhout;0;Lange Voorhout  - Lange Voorhout (Centrum, Lange Voohout);CENTRUM;81252.232;455426.005;338;4.311289744471343;52.08218654846781
00057IPM22;IPM Hofkwartier Winter Market, gelegen op locaties  Prinsestraat, (Korte) Molenstraat, Molstraat, Nobelstraat, Kerkplein op 11-12-2022 verleend;2022-12-11;2022-12-11;Prinsestraat;0;Prinsestraat ;CENTRUM;80934.523;455001.146;339;4.306747676147629;52.07832604443808
00009IPM23;IPM Flagship Market Mosselfeest, gelegen op locatie Piet Heinstraat 17-9-2023 ingekomen;2023-09-17;2023-09-07;Piet Heinplein;1;Piet Heinplein 1;CENTRUM;80542.936;455468.536;340;4.300934241983078;52.082473838659766
00027IPM17;Klavertjesmarkt op 7 mei 2017 verleend;2017-05-07;2017-05-07;Keizerstraat;0;Keizerstraat  - Keizerstraat (Keizerstraat);SCHEVENINGEN;78682.188;458168.334;341;4.273187892693356;52.10648260828828
00029IPM17;Koningsmarkt op 27 april 2017 verleend;2017-04-27;2017-04-27;Reinkenstraat;0;Reinkenstraat  - Reinkenstraat (Koningsmarkt);SCHEVENINGEN;79340.155;455388.789;342;4.283407405504063;52.081594133010526
00031IPM17;ZIE BWT00017IPM17 Le Marie Marché op 7 en 8 oktober 2017 ingekomen;2017-10-07;2017-10-08;Plein;1;Plein 1 - Plein (Plein);CENTRUM;81495.162;455173.946;343;4.314887587625159;52.07995365708993
00040IPM17;Haags Montmartre op 27 en 28 mei 2017 verleend;2017-05-27;2017-05-28;Lange Voorhout;0;Lange Voorhout  - Lange Voorhout (pleinen);CENTRUM;81252.232;455426.005;344;4.311289744471343;52.08218654846781
00045IPM17;Mercato Italiano van 20 tot en met 23 juli 2017 verleend;2017-07-20;2017-07-23;Gevers Deynootplein;30;Gevers Deynootplein 30 - Gevers Deynootplein (Scheveningen);SCHEVENINGEN;79304.166;458881.436;345;4.282106862223653;52.11297643636202
00054IPM17;Najaarsbraderie Goeverneurplein op 21 en 22 oktober 2017 verleend;2017-10-21;2017-10-22;Goeverneurplein;1;Goeverneurplein 1 - Goeverneurplein (Goeverneurplein van de Genestetlaan tot aan de Hildebrandstraat);LAAK;81406.142;452514.112;346;4.314162536927077;52.05603850219273
00088IPM17;Toost Foodtuck Festival van 22 tot en met 24 september 2017 ingekomen;2017-09-22;2017-09-24;Loosduinse Hoofdplein;0;Loosduinse Hoofdplein  - Loosduinse Hoofdstraat (Loosduinse Hoofdplein);LOOSDUINEN;75956.909;452268.876;347;4.234781177187372;52.053084166050134
00118IPM17;Fahrenheitfestival op 10 juni 2017 verleend;2017-06-09;2017-06-10;Thomsonlaan;0;Thomsonlaan  - Thomsonlaan (Segbroek, thomsonlaan/thomsonplein/fahrenheitstraat);SEGBROEK;78246.925;455019.685;348;4.267544281843824;52.07812666876608
00119IPM17;Vlaggetjesdag Badhuisstraat op 17 juni 2017 in adviesfase;2017-06-17;2017-06-17;Badhuisstraat;0;Badhuisstraat  - Badhuisstraat (Scheveningen, Badhuisstraat, Marcellisstraat, Prins Willemstraat en Prins Willemplein);SCHEVENINGEN;79073.414;457774.514;349;4.278985370416073;52.102997313087556
00126IPM17;26-5-2018  t/m 27-5-2018 verleend;2018-05-26;2018-05-27;Lange Voorhout;0;Lange Voorhout  - Lange Voorhout (Centrum, pleinen);CENTRUM;81252.232;455426.005;350;4.311289744471343;52.08218654846781
00137IPM17;Halloween market op 28 oktober 2017. verleend;2017-10-28;2017-10-28;Keizerstraat;0;Keizerstraat  - Keizerstraat (Scheveningen);SCHEVENINGEN;78682.188;458168.334;351;4.273187892693356;52.10648260828828
00177IPM17;Foodtrucks Kerst op de Grote Marktstraat 36 t/m 46 vanaf 16 december  2017 tot en met 23 december 2017.  in adviesfase;2017-12-16;2017-12-23;Grote Marktstraat;0;Grote Marktstraat  - Grote Marktstraat 36 t/m 46 (Centrum, Grote Markt);CENTRUM;81183.11;454726.274;352;4.310432873255184;52.07588902935593
00182IPM17;Toost Foodtruck Festival is onderdeel van het Bezuidenhout Festival. De private markt vindt plaats van 10 mei 2018 tot en met 13 mei 2018, tijdstippen van 12:00 -21:00 uur.  verleend;2017-05-10;2017-05-13;Koningin Marialaan;0;Koningin Marialaan  - Theresiastraat (Haagsche Hout, Koningin Marialaan t.h.v. ROC Mondriaan);HAAGSE HOUT;82804.255;455650.928;353;4.333881059835854;52.08441242335689
00009IPM18;Braderie Hobbemastraat op 21 en 22 april 2018 verleend;2018-04-21;2018-04-22;Hobbemastraat;0;Hobbemastraat  - Hobbemastraat (Centrum, Hobbemastraat);CENTRUM;80687.668;453969.984;354;4.303371735900522;52.06902618635213
00021IPM18;Het evenement behelst een gezellige Koningsdag te realiseren voor alle inwoners van het Benoordenhout. verleend;2018-04-27;2018-04-27;Van Hoytemastraat;1;Van Hoytemastraat 1 - Van Hoytemastraat (Haagsche Hout, van Hoytemastraat (parkeerplaatsen, stoepen en middenplein);HAAGSE HOUT;82293.384;456417.899;355;4.326265255205944;52.0912381706057
00030IPM18;vrijmarkt Koningsdag  verleend;2018-04-26;2018-04-27;Oude Kustlijn;0;Oude Kustlijn ;LEIDSCHENVEEN-YPENBURG;85185.039;450816.431;356;4.369599319738154;52.041270550697135
00036IPM18;Op 25 mei 2018 en 26 mei 2018 organiseert Kreativ Events Nederland een ambachtmarkt op het Loosduinse Hoofdplein in samenwerking met de BIZ Vereniging van Loosduinen.  verleend;2018-05-25;2018-05-26;Loosduinse Hoofdstraat;2;Loosduinse Hoofdstraat 2 - Loosduinse Hoofdstraat (Loosduinen, Loosduinse Hoofdstraat);LOOSDUINEN;76456.602;452444.464;357;4.242024770421637;52.05473315542728
00038IPM18;het organiseren van een incidentele private markt genaamd Home Made Market ter hoogte van de Weissenbruchstraat in Den Haag. De aanvraag is ingediend voor de periode van 8 september 2018. verleend;2018-09-08;2018-09-08;Weissenbruchstraat;1;Weissenbruchstraat 1 - Weissenbruchstraat (Weissenbruchstraat);HAAGSE HOUT;81720.233;456204.73;358;4.317949008792374;52.08924689773624
00043IPM18;Toost Foodtruck Festival vindt plaats vanaf 6 juli 2018 tot en met 8 juli 2018 ter plaatse van het Loosduinse Hoofdplein.  in adviesfase;2018-07-06;2018-07-08;Loosduinse Hoofdplein;187;Loosduinse Hoofdplein 187 - Loosduinse Hoofdstraat (Loosduinen, Loosduinse Hoofdplein);LOOSDUINEN;75957.091;452302.214;359;4.2347761171019265;52.053383787304575
00054IPM18;het organiseren van een Najaarsbraderie ter hoogte van het Goeveneursplein op 20 oktober 2018. verleend;2018-10-20;2018-10-21;Goeverneurplein;0;Goeverneurplein  - Goeverneurplein (Laak, Goeverneurplein);LAAK;81405.016;452473.952;360;4.314154774086181;52.0556774430271
00057IPM18;"Designkwartier weet met een unieke mix van toegankelijke en kwalitatief hoogstaande programmering (tentoonstellingen, pop-ups, lezingen,workshops e.d) vormgeving aan een breed
publiek te presenteren.  in adviesfase";2018-05-28;2018-06-06;Waldeck Pyrmontkade;0;Waldeck Pyrmontkade ;CENTRUM;79518.423;455569.154;361;4.285967775269091;52.08323934667059
00067IPM18;het organiseren van een incidentele privaten markt genaamd Haagse Wereld Hapjes op de locatie Lange Voorhout in Den Haag. De aanvraag is ingediend van 7 tot en met 10 juni 2019. verleend;2019-06-07;2019-06-10;Lange Voorhout;1;Lange Voorhout 1 - Plein (Centrum, pleinen);CENTRUM;81118.763;455303.686;362;4.309369371428719;52.08106950617021
00097IPM18;Het houden van een incidentele private Markt genaamd de Flagship Market ter hoogte van de Prins Hendrikstraat te Den Haag. De aanvraag is ingediend voor zondag 2 september 2018. verleend;2018-09-02;2018-09-02;Prins Hendrikstraat;1;Prins Hendrikstraat 1;CENTRUM;80259.505;455581.03;363;4.296775277715412;52.08344660431202
