Ministerie;Leveranciers;8000 - Communicatie overig;8110 - Vakliteratuur, abonnementen en overige informatie;8210 - Vertaaldiensten;8310 - Relatiegeschenken niet voor eigen personeel;8410 - Evenementen en congresorganisatie;8510 - Diversen communicatie;Eindtotaal
BZK;Stg. Org. Redd.w. & E.H.B.O. Het Oranje Kruis;;1;;;;;1
BZK;Stichting Adviesgroep Bestuursrecht;;1;;;;;1
BZK;Stichting Archief Kors van Bennekom;;;;;;1;1
BZK;Stichting Den Haag Marketing;;;;3;;;3
BZK;Stichting Maria Austria Instituut;;;;;;1;1
BZK;Stichting Monumentenwacht Noord-Holland;;1;;;;;1
BZK;Stichting Nederlandse Orde van Beroepscoaches;;1;;;;;1
BZK;Stichting Recruiters United;;1;;;;;1
BZK;Stichting SBRCURnet;;1;;;;;1
BZK;Stichting World Design Forum;;;;;2;;2
BZK;Stifting Frysk AkademyfÃ»ns;;1;;;;;1
BZK;Taller Events B.V.;;1;;;;;1
BZK;Tappan Communicatie B.V.;1;;;;;;1
BZK;Textkernel B.V.;;;;;;2;2
BZK;The Addstore B.V.;1;;;;;;1
BZK;The Oddshop B.V.;4;;;;;;4
BZK;TheaterHangaar B.V.;;;;;2;;2
BZK;Things To Make And Do;;;;;;1;1
BZK;TINT;1;;;;;;1
BZK;TMG Landelijke Media B.V.;;1;;;;;1
BZK;Total Identity;;;;;;1;1
BZK;TREND FORWARD events & more;;;;;2;;2
BZK;Trouw B.V.;;1;;;;;1
BZK;Uitgeverij Kerckebosch B.V.;;1;;;;;1
BZK;Uitgeverij Paris B.V.;;1;;;;;1
BZK;Uitgeverij Spiegel Historiael B.V.;;1;;;;;1
BZK;Uitgeverij Tiem;;1;;;;;1
BZK;Uitgeverij Verloren B.V.;;1;;;;;1
BZK;Urbanethics;;1;;;;;1
BZK;Uw Chauffeur;;;;;1;;1
BZK;Vakmedianet Management B.V.;;1;;;;;1
BZK;Valerie Kuypers Fotografie;;;;;;1;1
BZK;Van Dijk Educatie B.V.;;1;;;;;1
BZK;Van Dijk Zakelijk B.V.;;2;;;;;2
BZK;Van Haren Publishing B.V.;;1;;;;;1
BZK;Van Stockum, Belinfante & Coebergh B.V.;;1;;;;;1
BZK;Van Stockum's Veilingen B.V.;;1;;;;;1
BZK;Van Vlier Media B.V.;2;;;;;;2
BZK;VdlC publishers/consultants B.V.;;1;;;;;1
BZK;Ver. van Ambt. Secr. Medezeggensch.org. Ned.;;1;;;;;1
BZK;Ver. voor Klachtrecht in de publieke sector;;1;;;;;1
BZK;Vereniging Ambtenaar & Recht;;1;;;;;1
BZK;Vereniging JuristenRijk;;1;;;;;1
BZK;Vereniging Mediators bij de Overheid;;1;;;;;1
BZK;Vereniging van Registercontrollers;;1;;;;;1
BZK;Vereniging voor Bouwrecht;;1;;;;;1
BZK;Vereniging voor Milieurecht;;1;;;;;1
BZK;Vereniging voor Overheidsmanagement;;1;;;;;1
BZK;vertalen.nl;;;;;;1;1
BZK;VOC Uitgevers B.V.;;1;;;;;1
BZK;Vorm Vijf Ontwerpteam B.V.;;;;;;1;1
BZK;WBooks B.V.;;1;;;;;1
BZK;Weekbladpers Tijdschriften;;1;;;;;1
BZK;Wentelwereld;;;;;;2;2
BZK;Xerox (Nederland) B.V.;1;1;;;;1;2
BZK;XS4ALL Internet B.V.;;1;;;;;1
BZK;Ziggo Services BV;;1;;;;;1
DEF;September;;;;1;;;1
DEF;@SaTeLa fotografie;;;;;;1;1
DEF;2CoolMonkeys B.V.;;;;;;2;2
DEF;A World of Fantasy B.V.;;;;;;1;1
DEF;A. van Helden Relatiegeschenken B.V.;;;;1;;;1
DEF;A.M. Burger;;;;;;1;1
DEF;A.P.S. (Aviation Patch Supplies);;;;1;;;1
DEF;AAP Klimsportspecialist B.V.;;;;;;3;3
DEF;Abonnementenland;;;;;;2;2
DEF;About Flowers;;;;1;;;1
DEF;Action Events B.V.;;;;;;1;1
DEF;Ad Ballon Ballonvaarten B.V.;;;;;;3;3
DEF;Ad Hogerdijk Wijnen;;;;1;;;1
DEF;AD NieuwsMedia B.V.;;1;;;;;1
DEF;Adecco Detachering B.V.;;;;1;;;1
DEF;Adecco Personeelsdiensten B.V.;;;;1;;;1
DEF;ADO Hospitality & Events B.V.;;;;2;;;2
DEF;Adriaan Blom Bloemenspecialist;;;;;;1;1
DEF;Afd. Eindh. e.o. van het Nederl. Rode Kruis;;;;1;;;1
DEF;AIB Nieuwsdienst;;1;;;;;1
DEF;Akse Media B.V.;;;;1;;;1
DEF;Albersen Verhuur B.V.;;;;;;1;1
DEF;Alex Aalders Bloemist;;;;1;;;1
DEF;Algeco B.V.;;;;;;1;1
DEF;All In Verhuur B.V.;;;;;;1;1
DEF;All Music Publishing B.V.;;;;;;1;1
DEF;Alternate Computerversand Nederland;;;;;;1;1
DEF;Amigo-Produkties;;;;;;1;1
DEF;Ampco Flashlight Rental B.V.;;;;;;1;1
DEF;Amsterdam Experience;;;;2;;;2
DEF;Amsterdamse Bloemenmarkt;;;;1;;;1
DEF;André Motors;;;;;;1;1
DEF;Anneke Ingwersen;;;;1;;;1
DEF;AON Ned. Makel. in Assurant.-Risico-Adviser.;;;;;;1;1
DEF;Apenheul;;;;;;2;2
DEF;Arma Verhuur Horeca B.V.;;;;1;;;1
DEF;Arnhemse Borduurcentrale B.V.;;;;1;;;1
DEF;Art Print Design;;;;;;1;1
DEF;Artemet;;;;1;;;1
DEF;Arthur Meyer ontwerper;;;;2;;;2
DEF;Artiestenverloningen B.V.;;;;;;2;2
DEF;Artigroen;;;;;;1;1
DEF;AST Audiovisueel;;;;;;1;1
DEF;Astrid Sportprijzen;;;;;;1;1
DEF;Atria-Eindhoven Sportmassage Opleidingen;;;;;;1;1
DEF;Attractie Verhuur Moonen B.V.;;;;;;1;1
DEF;Auto Hobby Club 'De Peel';;;;;;1;1
DEF;B.V. Uitgeverij De Bataafsche Leeuw;;;;1;;;1
DEF;BAP & van den Brule Bloemisten B.V.;;;;1;;;1
DEF;Bart Strijbosch B.V.;;;;1;;;1
DEF;Baton Music;;;;;;1;1
DEF;Bavaria N.V.;;;;;1;;1
DEF;BCM Publishing B.V.;;;;;;1;1
DEF;Beauty XL;;;;;;1;1
DEF;Beauvert kunstflora;;;;1;;;1
DEF;BeDi Culinair;;;;1;;;1
DEF;BeGlobal Relatiegeschenken;;;;;;1;1
DEF;Besselink Licht Import B.V.;;;;1;;;1
DEF;Bever B.V.;;;;1;;;1
DEF;Bilderberg Parkhotel Rotterdam;;;;;;1;1
DEF;BIS;;;;;;1;1
DEF;Blauw Research B.V.;;;;;;1;1
DEF;Blauwe Donau;;;;;;1;1
DEF;Bloembinderij de Korenschoof;;;;1;;;1
DEF;Bloembinderij Koningskruid;;;;;;1;1
DEF;Bloemen Atelier Van der Heijden;;;;1;;;1
DEF;Bloemen Dronten;;;;1;;;1
DEF;Bloemenboutique Nicole V.O.F.;;;;1;;;1
DEF;Bloemencentrum Van Deursen V.O.F.;;;;1;;;1
DEF;Bloemenhuis Terweijden V.O.F.;;;;1;;;1
DEF;Bloemenkas Eindhoven;;;;1;;1;1
DEF;Bloemisterij Gaal;;;;1;;;1
DEF;Bloemisterij Pasmans;;;;;;1;1
DEF;Bloemsierkunst Anneke Kapteyn;;;;1;;;1
DEF;Bloemsierkunst Beimer;;;;1;;;1
DEF;Bloemsierkunst De Klerk B.V.;;;;1;;;1
DEF;Bloemsierkunst van Well;;;;1;;;1
DEF;BLOSSOM bloemisterij;;;;1;;;1
DEF;Bluelife Aviation;;;;;;1;1
DEF;BNAD van der Poel;;;;;;1;1
DEF;Bob van der Houven Produkties V.O.F.;;;;;;1;1
DEF;Bobbe International B.V.;;4;;1;;;4
DEF;Bob's Bloemen en Zo;;;;1;;;1
DEF;Boek/Design;;;;1;;;1
DEF;Boeketcadeau.nl;;;;1;;;1
DEF;Boeketterie Binnenweg;;;;1;;;1
DEF;Boekhandel Jansen & De Feijter;;;;1;;;1
DEF;Boels Verhuur;;;;;2;;2
DEF;Boels Verhuur Eindhoven Hurksestraat;;;;;;1;1
DEF;Bokstijn Feestartikelen;;;;1;;;1
DEF;bol.com B.V.;;;;1;;;1
DEF;Bomefa B.V.;;;;1;;;1
DEF;Boom uitgevers Amsterdam B.V.;;;;2;;;2
DEF;Boonstra Retail B.V.;;;;;;1;1
DEF;Bos & Bos Catering TT B.V.;;;;1;;;1
DEF;Bos Vlaggen B.V.;;;;1;;;1
DEF;Boterwaag Den Haag B.V.;;;;1;;;1
DEF;Bovi Salespromotion B.V.;;;;1;;;1
DEF;Brab.-Zeeuwse Chr. Werkgeversvereniging;;;;1;;;1
DEF;Brain Box Mediatraining B.V.;;;;;;3;3
DEF;Brasserie de Berk B.V.;;;;;;1;1
DEF;Brasserie Lodge Visdonk;;;;;;1;1
DEF;Bredemeijer Group B.V.;;;;1;;;1
DEF;Bredenoord B.V.;;;;;;1;1
DEF;BS Productions;;;;;;1;1
DEF;B's Sound Service;;;;;;1;1
DEF;Buitenkado;;;;1;;;1
DEF;Bureau voor Overheidscommunicatie B.V.;;;;;;1;1
DEF;Cadeau Concepten B.V.;;;;1;;;1
DEF;CAIW Diensten B.V.;1;;;;;;1
DEF;Calumet Photographic B.V.;;;;;;1;1
DEF;Camera Tools B.V.;;;;1;;;1
DEF;Care Schadeservice B.V.;;;;;;1;1
DEF;Carlton Ambassador Hotel B.V.;;;;1;;;1
DEF;Carpe Fleur;;;;1;;1;1
DEF;Catec B.V.;;;;1;;;1
DEF;CB Facturatie B.V.;;;;1;;;1
DEF;ccfashions;;;;1;;;1
DEF;Cees Flowershop;;;;1;;1;1
DEF;Central Point Nederland B.V.;;4;;1;;;4
DEF;Charraoue Boeken;;1;;;;;1
DEF;Chocoholic;;;;1;;;1
DEF;Chocolat B.V.;;;;1;;;1
DEF;Chocolaterie Leonidas Rijswijk;;;;1;;;1
DEF;Chocolaterie Marie-Louise;;;;;;1;1
DEF;CN Trading;;;;1;;;1
DEF;Coelho Musica;;;;;;1;1
DEF;Color Wood Holding B.V.;;;;;;6;6
DEF;Concorde Group B.V.;;;4;;;1;4
DEF;Conducto Opleidingen B.V.;;;;1;;;1
DEF;Conrad Electronic Benelux B.V.;;;;1;;;1
DEF;Coolblue B.V.;;;;;;1;1
DEF;Cor en Jos Nijman;;;;1;;;1
DEF;Costuummagazijn A.T. de Wit B.V.;;;;;1;;1
DEF;Creative Technology Holland B.V.;;;;;;2;2
DEF;Crinc B.V.;;;;;;1;1
DEF;Crystal Specials;;;;;;1;1
DEF;CultuurFiguur;;;;;;1;1
DEF;D & D Verhuur;;;;;;1;1
DEF;D.E.V. Emmen B.V.;;;;;;2;2
DEF;D.W.F. Nederland;;;;;;1;1
DEF;De Bloemenkamer;;;;1;;;1
DEF;De Bloemenkorf;;;;1;;;1
DEF;De Bloemerije;;;;1;;;1
DEF;De Dukdalf - MBSOV;;;;1;;2;2
DEF;De Efteling B.V.;;;;2;;2;2
DEF;De Fantastische Willem II;;;;1;;;1
DEF;De Goede Lijstenmaker;;;;1;;;1
DEF;De Harmonie;;;;1;;;1
DEF;De Holland Winkel;;;;1;;;1
DEF;De Leenster Terp;;;;1;;;1
DEF;De leestafel;;1;;;;;1
DEF;De Meerpaal Beheer B.V.;;;;1;;;1
DEF;De Meteoor h.o.d.n. Fons Janssen Leesmappen;;;;;;1;1
DEF;De Oranjerie;;;;1;;;1
DEF;de Persgroep Nederland B.V.;;;;;;1;1
DEF;De Rede van Batavia Haven B.V.;;;;1;;;1
DEF;De Ruggestee B.V.;;;;;;1;1
DEF;De Ruijter Sustainability B.V.;;;;;;1;1
DEF;De Ruiter Catering;;;;1;;;1
DEF;De Schaar;;;;1;;;1
DEF;De Schenker B.V.;;;;1;;;1
DEF;De Stickerkoning B.V.;;;;1;;;1
DEF;De Tijdelijke Klimaatprobleem Oplossers B.V.;;;;;;1;1
DEF;De tinnen beker;;;;;;1;1
DEF;'De Vier Jaargetijden';;;;1;;;1
DEF;De Witte Hoeve B.V.;;;;1;;;1
DEF;Deal It;;;;;;1;1
DEF;Delta International Promotioneel B.V.;;;;2;;;2
DEF;Delta International Uniformuitrustingen B.V.;;;;1;;;1
DEF;Den Helder Airport C.V.;;;;;;1;1
DEF;Dickens Horecabedrijven B.V.;;;;1;;;1
DEF;Dierenpark Zie-ZOO B.V.;;;;;;1;1
DEF;Dinee Cafe De Kempen;;;;1;;;1
DEF;Diner Thuis;;;;1;;;1
DEF;Dokkumer Vlaggen Centrale B.V.;;;;1;;;1
DEF;Dolfinarium Harderwijk B.V.;;;;;;2;2
DEF;Dolphin Maritime Netherlands B.V.;;;;;;1;1
DEF;Double D. Designs B.V.;;;;;;1;1
DEF;Douwe Egberts Coff. Systems Int. B.V.;;;;;1;;1
DEF;DPI Animation House B.V.;;;;;;2;2
DEF;DRAGT;;1;;1;;;1
DEF;Drinkland Noordwijk B.V.;;;;1;;;1
DEF;Drõger Nederland B.V.;;;;;;1;1
DEF;Drukbedrijf.nl B.V.;;;;1;;1;2
DEF;Drukkerij Akxifo B.V.;;2;;;;;2
DEF;Drukkerij ROWA B.V.;;;;;;1;1
DEF;DSH Domburg Sportprijzen Holland/Promopin.nl;;;;;;1;1
DEF;Dutch Swing College Band;;;;;;1;1
DEF;Easy2send.nl B.V.;;;;1;;;1
DEF;EasyCareSolutions;;;;1;;;1
DEF;ECHOS Home Baan Zulu;;;;;;1;1
DEF;ECHOS Home De Landing;;;;1;;1;1
DEF;Echos Home Het Baken;;;;;;1;1
DEF;Edelsmederij Wareman;;;;;;1;1
DEF;Eet-Villa Van den Brink;;;;1;;;1
DEF;Effectyf B.V.;;;;1;;;1
DEF;Eindhovense Koorvereniging De Toonkunst;;;;;;1;1
DEF;Eleveld's wijnen;;;;;;1;1
DEF;Elvenstone Networks;;;;;;1;1
DEF;Emmens Geluid;;;;;;1;1
DEF;Enjoy Beauty Flowers;;;;;;1;1
DEF;EOM Design B.V.;;;;1;;;1
DEF;Erik Rozendom Musicus;;;;;;1;1
DEF;Etalagepoppengigant B.V.;;;;1;;;1
DEF;EU Shopping Network;;;;;;1;1
DEF;Eur. Association of Airport & Seaport Police;;1;;;;;1
DEF;Euro Events B.V.;;;;;1;1;1
DEF;Eurocarbon B.V.;;;;;;1;1
DEF;Evelien Keesmaat;;;;;;1;1
DEF;Evenementenbureau HET B.V.;;;;;;1;1
DEF;evenementenhekken.nl B.V.;;;;;;1;1
DEF;Evenredig;;;;;;1;1
DEF;Expert Dieren B.V.;;;;1;;;1
DEF;Exploitatiemij. Grand Hotel Karel V B.V.;;1;;1;;;1
DEF;Expo Display Service;;;;;;1;1
DEF;Fa. Veldwijk Sportprijzen en Relatiegesch.;;;;;;1;1
DEF;Faber Audiovisuals B.V.;;;;;;1;1
DEF;Faber Vlaggen;;;;1;;1;1
DEF;Faes Cases B.V.;;;;1;;;1
DEF;Family Cards GmbH;;;;1;;;1
DEF;Fidato B.V.;;;;1;;;1
DEF;Fire and Care;;;;;;1;1
DEF;Firma De Jong;;;;1;;;1
DEF;Firma Janfre;;;;1;;;1
DEF;Fletcher Hotel De Dikke van Dale;;;;1;;;1
DEF;Fleurop-Interflora Nederland B.V.;;;;1;;;1
DEF;Fleurtiek Amsterdam B.V.;;;;1;;;1
DEF;Flevo-Verhuur;;;;1;;;1
DEF;Flowerfriends;;;;1;;;1
DEF;Flowershop Goes;;;;;;1;1
DEF;FoldX;;;;;;1;1
DEF;Formido Den Helder B.V.;;1;;;;;1
DEF;Fortune Factory B.V.;;;;;;1;1
DEF;Foto Konijnenberg B.V.;;;;;;1;1
DEF;Foto Konijnenberg Den Ham B.V.;;;;;;1;1
DEF;Fotografie Cor Buser;;;;1;;1;1
DEF;Fraai Projecten B.V.;;;;;;1;1
DEF;Franck Bierens Entertainment;;;;;;1;1
DEF;Friese producten.nl;;;;1;;;1
DEF;FRL-Post B.V.;;;;;;1;1
DEF;Frontline Rigging Consults B.V.;;;;;;2;2
DEF;G.F.P. (Gear for Professionals) B.V.;;;;1;;;1
DEF;Gall & Gall;;;;1;;;1
DEF;Gemaco B.V.;;;;2;;4;4
DEF;George Pisa en Zonen Tailleurs, B.V.;;;;1;;;1
DEF;Geschenkbezorgen.nl B.V.;;;;;;1;1
DEF;Giel Tuns Bloemist;;;;1;;;1
DEF;Gilze-Rijens Industrieel Contact;;;;1;;;1
DEF;GKB Realisatie B.V.;;;;;;1;1
DEF;Go Rental B.V.;;;;1;;;1
DEF;Golazo Cycling NL B.V.;;;;1;;1;1
DEF;Golfbaan Welschap B.V.;;;;1;;;1
DEF;Golfclub 'De Groene Ster';;;;;;1;1
DEF;Gom Schoonhouden;;;;;;2;2
DEF;Gorkink Natuurlijk;;;;1;;;1
DEF;Gottschalk Amsterdam B.V.;;;;;;2;2
DEF;Gowa Sportswear B.V.;;;;1;;;1
DEF;Grand Cru Expertise 'De Ned. Wijnbeurs' B.V.;;;;1;;;1
DEF;Greenhouse;;;;1;;;1
DEF;Greenz B.V.;;;;1;;;1
DEF;Grevenbroek Music;;;;;;1;1
DEF;Groenveld Marktkramenverhuur B.V.;;;;;;1;1
DEF;GroupSecure B.V.;;3;;;;;3
DEF;G-Trends.nl;;;;1;;;1
DEF;H. van Oest bloemen en planten;;;;1;;;1
DEF;H.A. de Kort's Trading B.V.;;;;1;;;1
DEF;H.A. Janssen;;;;;;1;1
DEF;H.J.M. Zonderland Fotografie;;;;;;2;2
DEF;Hacom Sportprijzen Centrum Assen;;;;1;;;1
DEF;Hamilton Tobacco & Gifts;;;;1;;;1
DEF;Hans Laroes B.V.;;;;;;1;1
DEF;Hans Roggen Fotografie;;;;;;1;1
DEF;Harbour Horeca B.V.;;;;1;;;1
DEF;HdV Computers Steenwijk;;;;;;1;1
DEF;Hecla Professional bv;;;;;;1;1
DEF;Heemskerk Bloemadvies;;;;1;;;1
DEF;Heemskerk Bloemisten;;;;1;;;1
DEF;Héman Verhuurservice B.V.;;;;;4;;4
DEF;Heraldic United;;;;1;;;1
DEF;Heras B.V.;;;;;;1;1
DEF;Herberg De Morgenstond;;;;1;;;1
DEF;Herberghe in de Heerlyckheid;;;;1;;;1
DEF;Herpetologisch Centrum Holland;;;;;;1;1
DEF;Hesbak 2 B.V.;;;;1;;;1
DEF;Hestel Electronica;;;;;;1;1
DEF;Het Brouwcafé Scheveningen-Haven B.V.;;;;1;;;1
DEF;Het Meisje van Rustenburg;;;;1;;;1
DEF;Het Nederlandse Rode Kruis;;;;;;1;1
DEF;Hiephiepkado B.V.;;;;1;;;1
DEF;Hilton International Nederland B.V.;;;;1;;;1
DEF;Hobo-Atelier Crutzen;;;;;;1;1
DEF;Hoek-Klijn Verhuur;;;;1;;;1
DEF;Hoekstra Mediatraining;;;;1;;;1
DEF;Hogenkamp Klompen en Souvenirs B.V.;;1;;1;;;1
DEF;Holding Beheermaatschappij Ropeni B.V.;;;;1;;;1
DEF;Holland Combinatie B.V.;;;;1;;;1
DEF;Holland Geschenkpakket;;;;1;;;1
DEF;Holland Safety B.V.;;;;;;1;1
DEF;Holland Screen;;;;;;1;1
DEF;Hollandse Hoogte B.V.;;;;;;1;1
DEF;Hollandse Telecommunicatie Maatschappij;;;;;;1;1
DEF;Horticoop B.V.;;;;1;;;1
DEF;Hotel Restaurant Princenhof;;;;;;1;1
DEF;House of Lords B.V.;;;;1;;;1
DEF;HPM B.V.;;;;;;2;2
DEF;HSG Nederland B.V.;;;;1;;;1
DEF;Hub van Laar trumpets & flugelhorns;;;;;;1;1
DEF;Huszti Translations;;;1;;;;1
DEF;Iconoco;;;;1;;;1
DEF;Igo-Post B.V.;;;;2;;1;2
DEF;Ilja Reijngoud Producties;;;;;;1;1
DEF;Image Report;;;;;;2;2
DEF;Imaging People;;;;2;;1;2
DEF;Imhotep Promotions B.V.;;;;1;;;1
DEF;In2Content B.V.;;;;;;5;5
DEF;Indische Genealogische Vereniging;;;;1;;;1
DEF;Informatie Verre Reizen V.O.F.;;;;1;;;1
DEF;Ingressus B.V.;;2;;;;;2
DEF;Ingrid van den Nieuwenhuizen;;;;;;1;1
DEF;Intercédé B.V.;;;;3;;2;4
DEF;Intersafe Groeneveld B.V.;;;;1;;;1
DEF;Intertoys;;;;1;;;1
DEF;Intertoys Holland B.V.;;;;1;;;1
DEF;Intratuin Rhoon B.V.;;;;;;1;1
DEF;Israel Producten Centrum;;;;1;;;1
DEF;Ivo Broekhuizen Communicatie;;;;;;4;4
DEF;J. & C. Productions B.V.;;;;1;;;1
DEF;J.R. Audiovisueel;;;;;;1;1
DEF;Ja-maar® B.V.;;;;1;;;1
DEF;Janssen Sound & Light;;;;;;2;2
DEF;Jasper Grijpink;;;;;;1;1
DEF;JB dvd filmproducties;;;;;;1;1
DEF;JB-Inflatable B.V.;;;;;;1;1
DEF;JD Productions;;;;;;1;1
DEF;Jeroen Bron, musicus;;;;;;1;1
DEF;Joewin Inc.;;;;1;;;1
DEF;JoGe11;;;;1;;;1
DEF;Johan Plomp;;;;;;1;1
DEF;John van Helvert Photography;;;;;;2;2
DEF;Jongeneel Verpakkingen B.V.;;;;1;;;1
DEF;Jora Graphics B.V.;;;;;;1;1
DEF;JP Offset;;;;2;;;2
DEF;JS Entertainment;;;;;;1;1
DEF;Judith Kuipers;;;;;;1;1
DEF;K.G. Business Support;;;;;;2;2
DEF;Kamera Express;;;;;;1;1
DEF;Kauffmann-Frankenhuysen-Corona Bloemisten;;;;;;1;1
DEF;Kemper & Van Wengerden V.O.F.;;;;1;;;1
DEF;Kentie Afterprint B.V.;;1;;;;;1
DEF;Kesco B.V.;;;;1;;1;1
DEF;KIT Intercultural Professionals;;;;;;2;2
DEF;Klaproos Culturele Ondersteuning;;;;;;1;1
DEF;Kon. Ned. Veren. van Informatieprofessionals;;;;1;;;1
DEF;Koninklijke Begeer B.V.;;;;1;;;1
DEF;Koninklijke Burgers' Zoo;;;;;;3;3
DEF;Koninklijke Roeiers Vereeniging Eendracht;;;;;;1;1
DEF;Koninklijke Wegener N.V.;;;;;;1;1
DEF;Kop Papierrestauratie;;;;1;;;1
DEF;KPN BV;4;;;;;;4
DEF;KPN TELECOM;1;;;;;;1
DEF;Kumpulan Congres- en Reuniecentrum;;;;3;;1;3
DEF;Kunstlinie Almere Flevoland (KAF);;;;1;;;1
DEF;L(ucht) S(trijd) K(rachten) Zweefvliegclub;;;;;;2;2
DEF;La Parada;;;;1;;;1
DEF;La Vocal-Productions;;;;;;1;1
DEF;Landgoed Bleijenbeek B.V.;;;;1;;;1
DEF;Landskroon Event B.V.;;;;1;;;1
DEF;Lara Music;;;;;;1;1
DEF;Lavendel V.O.F.;;;;1;;;1
DEF;Le Bistroquet B.V.;;;;1;;;1
DEF;Lederverwerkende Industrie 'De Buffel';;;;;;1;1
DEF;Leeskring en Videoshop Demob B.V.;;1;;;;;1
DEF;Lemon Grass Gastronomie B.V.;;;;1;;;1
DEF;Leo van Hijkoop Fotografie;;;;1;;1;1
DEF;Lex Lijstenmakerij;;;;1;;;1
DEF;Lex van Diepen Music Productions;;;;;;1;1
DEF;Logeion;;;;1;;;1
DEF;Lotuskring Lange Jaap;;1;;;;;1
DEF;Louis Gerrits Musicus;;;;;;1;1
DEF;Louis Meulstee Photography;;;;;;2;2
DEF;Louis Neefs Productions;;;;;;1;1
DEF;Luc Geraats Muziek;;;;;;1;1
DEF;Lunchroom Royal Corner;;;;1;;1;1
DEF;Maison van den Boer B.V.;;;;;;1;1
DEF;Manpower Project Support;;;6;;;;6
DEF;Manukiley Film- en T.V. Grime;;;;;;1;1
DEF;Manutan B.V.;;1;;1;;1;1
DEF;Maqutos B.V.;;;;1;;;1
DEF;Marad Match*maker;;;;;;1;1
DEF;Marbon, chocolade events;;;;;;1;1
DEF;Margriet Sjoerdsma;;;;;;1;1
DEF;Marijn Kroese Bloem en Plant B.V.;;;;1;;;1
DEF;Martijn Beekman Fotografie;;;;;;1;1
DEF;Martijn de Laat Music;;;;;;1;1
DEF;Martin van den Berg;;;;;;1;1
DEF;Martin van Gelder;;;;;;1;1
DEF;Matthias Konrad;;;;;;1;1
DEF;Maxilia B.V.;;;;1;;;1
DEF;Maximum Alliances B.V.;;;;1;;;1
DEF;MD Music;;;;;;1;1
DEF;Media Markt Arena B.V.;;;;1;;;1
DEF;Media Markt Hoorn B.V.;;;;1;;;1
DEF;Memories of China;;;;;1;;1
DEF;Merkenbureau Knijff & Partners B.V.;;;;;;1;1
DEF;Mettler-Toledo B.V.;;;;;;1;1
DEF;Meximum Promotions V.O.F.;;;;1;;;1
DEF;Michelle Knipscheer;;;;;;1;1
DEF;Millers;;;;1;;;1
DEF;Moesson Tjalie Robinson;;;;2;;;2
DEF;Mojo Barriers B.V.;;;;;;1;1
DEF;Montagne Aardewerkfabriek B.V.;;;;1;;;1
DEF;M-perception;;;;;;1;1
DEF;MSA Nederland B.V.;;1;;;;;1
DEF;MSG Tolk en Vertaling;;;1;;;;1
DEF;Multi-Vlaai;;;;1;;;1
DEF;Museum Catering B.V.;;;;;;2;2
DEF;Music All-In Noordwijk B.V.;;;;;;2;2
DEF;Muta Sport Nederland B.V.;;;;1;;;1
DEF;Muziekcentrale Adams B.V.;;;;;;1;1
DEF;MYbusinessmedia B.V.;;1;;;;;1
DEF;N. Aarnoudse B.V.;;;;;;1;1
DEF;Nadine Termeer Music;;;;;;1;1
DEF;NDC mediagroep B.V.;;;;1;;;1
DEF;Ned. Org. voor toegep.-nat.wetensch. ond. TNO;;;;;;3;3
DEF;Nederl. Ver. van Commissariss. en Directeuren;;;;1;;;1
DEF;Nederlands Israëlitisch Kerkgenootschap;;1;;;;;1
DEF;NEVI-Purspective B.V.;;1;;;;;1
DEF;Nicolaas 3D-Vormgeving;;;;;;1;1
DEF;Noorloos Specialist Equipment B.V.;;;;1;;;1
DEF;Notarishuis Arnhem Taxaties en Veilingen;;;;1;;;1
DEF;NRC Handelsblad Weekeditie voor buitenland;;;;;;1;1
DEF;Oogenlust;;;;1;;;1
DEF;Oorlogsgravenstichting;;;;1;;;1
DEF;Opnivo Horecameubilair;;;;;;1;1
DEF;Optisport Schiedam B.V.;;;;;;1;1
DEF;Oudaen B.V.;;;;1;;;1
DEF;P.K. Trading;;;;;;2;2
DEF;Paagman Den Haag B.V.;;;;1;;;1
DEF;Paardekooper;;;;1;;;1
DEF;Pandora Special Gifts;;;;1;;1;1
DEF;Paradis Private Boat Tours B.V.;;;;1;;;1
DEF;Parallel Universum Photography;;;;1;;;1
DEF;Partycentrum 'De Molen' V.O.F.;;;;;;1;1
DEF;Paul Kerrebijn Ontwerp en Illustratie B.V.;;;;1;;;1
DEF;Paul van Empel Presentatiesystemen;;;;;;4;4
DEF;Paviljoen Hotel;;;;1;;;1
DEF;PCextreme B.V.;;;;;;1;1
DEF;Pennen Party World;;;;1;1;1;2
DEF;Peter Habraken Music;;;;;;1;1
DEF;Pettelaar B.V.;;;;;;1;1
DEF;Peutz B.V.;;;;;;1;1
DEF;Pfeiffer Muziek B.V.;;;;;;1;1
DEF;Phil Nijhuis Fotografie;;;;;;1;1
DEF;Phone-Master;;;;;;1;1
DEF;PHYSITEC;;;;1;;;1
DEF;Pianova;;;;;;1;1
DEF;PinsandMore.nl;;;;;;1;1
DEF;Piratenkoor 'De Stormvogels';;;;;;1;1
DEF;Plastic-Industrie J.L. Hooymayers;;;;1;;;1
DEF;POL Heteren B.V.;;;;1;;;1
DEF;Prae Artiestenverloning B.V.;;;;;;1;1
DEF;Precipio;;;;;;1;1
DEF;Premium Cards B.V.;;;;1;;;1
DEF;Prentenkabinet Den Haag;;;;1;;;1
DEF;Presenter B.V.;;;;1;;4;4
DEF;Preston Palace B.V.;;;;;;2;2
DEF;Prezent Internet B.V.;;;;;;1;1
